GCCSA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
3GBRI,..,2217,50508,85103,83707,71773,55182,24682,5805,378971,..,10399,32360,19284,13976,7632,3348,759,114,87879,..,328,1396,3934,5590,3448,1494,861,554,17591,213804,..,..,..,..,..,..,..,..,213804,..,52850,..,..,..,..,..,..,..,52850,..,40307,20293,7980,4651,1839,254,6,0,75339,..,8546,5821,2172,2156,2426,1866,1064,571,24626,..,7112,7022,2693,1927,1200,540,158,42,20688,..,16872,19251,6024,4721,3915,2282,795,174,54033,..,3676,11637,12408,14276,14143,11762,6530,3127,77562,3562,4916,5004,3144,2363,1801,1342,578,188,22894,217361,147214,153291,142752,133370,108181,78073,35421,10564,1026238,..,4800,66383,91841,86047,69664,47865,17210,2669,386483,..,15342,33371,18643,13154,6583,2373,444,48,89969,..,3551,12859,20892,21216,9979,4753,3353,2134,78736,202471,..,..,..,..,..,..,..,..,202471,..,53792,..,..,..,..,..,..,..,53792,..,28327,12894,3864,2646,1563,350,11,0,49658,..,7266,4130,1458,2617,4741,4609,3354,1956,30135,..,6777,4774,1248,1035,689,309,106,29,14956
3RQLD,..,2165,40955,72905,81764,81089,71514,34800,7595,392789,..,11789,30295,20103,16833,11197,5638,1428,210,97492,..,371,1771,4412,6201,3598,1677,997,585,19604,220286,..,..,..,..,..,..,..,..,220286,..,43542,..,..,..,..,..,..,..,43542,..,41917,16551,7661,5159,2212,323,15,0,73830,..,6582,4023,1993,2197,2486,1982,1256,623,21141,..,4949,4479,2282,1961,1304,708,247,59,15987,..,10243,11754,5031,5191,5168,3553,1335,248,42529,..,4556,11400,12981,18278,21154,18839,10124,4158,101486,3984,5744,5230,3653,3393,3295,2718,1100,285,29389,224272,131850,126455,131012,140979,131501,106955,51307,13762,1058091,..,4414,56235,83764,88571,82298,62968,23815,3506,405560,..,17761,32293,20098,16935,10052,4036,806,108,102098,..,4569,15296,23861,21776,9282,4546,3770,2275,85381,208676,..,..,..,..,..,..,..,..,208676,..,43764,..,..,..,..,..,..,..,43764,..,27323,8844,3345,2731,1774,377,24,0,44409,..,5446,2464,1128,2371,4327,4294,3155,1912,25100,..,4889,2860,993,1018,711,337,120,59,11000
49499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,58,129,207,136,103,87,56,9,0,795,58,129,207,136,103,87,56,9,0,795,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
49799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
4GADE,..,1025,26465,44831,46590,44237,36608,19476,5343,224577,..,4059,15289,9554,8045,5308,2274,568,109,45207,..,155,722,2246,3697,2449,852,551,374,11062,109416,..,..,..,..,..,..,..,..,109416,..,32966,..,..,..,..,..,..,..,32966,..,22499,14003,4821,3175,1298,161,3,0,45958,..,4308,2899,1103,1066,1137,742,416,264,11938,..,2727,2527,990,732,460,182,37,12,7675,..,7665,8643,2822,2578,2004,1101,376,107,25282,..,2325,7974,8966,11755,11623,8670,5152,2960,59426,1702,2495,2838,1762,1441,1046,827,372,150,12629,111115,80216,81361,77098,79082,69565,51418,26950,9331,586140,..,2469,35739,47670,48210,43984,33463,14271,2568,228365,..,6235,16082,9415,8030,4747,1732,350,63,46652,..,1614,6959,11726,13518,7031,2771,2302,1440,47362,103979,..,..,..,..,..,..,..,..,103979,..,33403,..,..,..,..,..,..,..,33403,..,15317,8286,2033,1613,955,199,8,0,28419,..,3732,1999,644,1128,2265,1816,1404,892,13882,..,2561,1663,418,316,194,85,34,11,5278
4RSAU,..,326,5557,9729,12666,15101,14191,7184,1693,66438,..,1522,4020,2761,2846,2017,976,263,40,14449,..,46,271,702,1024,595,235,153,92,3127,31770,..,..,..,..,..,..,..,..,31770,..,6370,..,..,..,..,..,..,..,6370,..,6328,2450,1064,792,314,50,0,0,11001,..,846,449,239,302,316,225,99,76,2557,..,478,355,194,200,115,61,15,0,1422,..,930,969,493,596,608,354,137,39,4122,..,912,2323,2494,4289,5169,4074,2280,993,22536,744,889,809,622,637,738,649,263,67,5431,32517,18650,17199,18300,23356,24972,20825,10392,3003,169219,..,626,7531,11183,13760,15479,12934,5213,799,67517,..,2424,4080,2898,2843,1881,735,160,40,15053,..,637,2206,3123,3018,1172,578,513,336,11577,29968,..,..,..,..,..,..,..,..,29968,..,6523,..,..,..,..,..,..,..,6523,..,3639,1107,359,336,234,54,5,0,5734,..,600,224,109,283,390,379,288,184,2446,..,408,188,77,76,73,19,13,3,857
59499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,88,141,268,188,178,141,98,17,6,1114,88,141,268,188,178,141,98,17,6,1114,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
59799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5GPER,..,1580,44522,74323,73870,62508,48120,23749,5839,334505,..,6671,27894,14973,11481,6690,2932,729,132,71506,..,198,878,2626,4496,2935,1225,623,364,13338,178617,..,..,..,..,..,..,..,..,178617,..,48094,..,..,..,..,..,..,..,48094,..,34501,18394,5998,3462,1390,182,11,0,63938,..,7532,5637,1655,1484,1530,1028,639,359,19872,..,4200,5718,1914,1208,670,241,76,22,14040,..,9506,15098,4842,3440,2587,1434,535,139,37577,..,3383,12166,11559,13093,12934,10258,5855,2857,72107,2276,3216,3818,2212,1671,1263,981,519,172,16127,180897,118892,134124,120103,114195,92498,66405,32725,9886,869733,..,4103,61816,82021,76644,61979,41554,17089,2679,347887,..,11006,30100,15006,11249,5899,2112,453,67,75893,..,2292,9350,15565,17486,8908,3512,2525,1576,61219,169326,..,..,..,..,..,..,..,..,169326,..,48809,..,..,..,..,..,..,..,48809,..,23898,11163,2676,1734,1110,254,11,0,40843,..,6173,3689,1049,1763,3337,3006,2238,1328,22587,..,3733,3571,801,552,371,125,50,21,9227
5RWAU,..,438,8568,15501,17024,16828,13304,6008,1361,79029,..,2350,6887,4845,4232,2857,1120,278,40,22603,..,81,314,853,1267,687,287,159,93,3731,48706,..,..,..,..,..,..,..,..,48706,..,7526,..,..,..,..,..,..,..,7526,..,8447,2959,1238,788,284,47,3,0,13766,..,1665,906,452,450,483,368,182,90,4604,..,765,730,374,274,205,105,33,0,2495,..,1350,1799,793,903,753,432,134,31,6201,..,1082,2931,2992,4626,5398,4097,1916,718,23765,1046,1092,1290,962,901,927,690,255,68,7225,49753,24794,26390,28015,30459,28422,20446,8971,2402,219654,..,908,12311,17723,18172,16948,11408,4121,589,82173,..,3641,7645,4993,4280,2482,790,191,15,24043,..,929,3089,4183,3788,1563,704,514,301,15059,46349,..,..,..,..,..,..,..,..,46349,..,7447,..,..,..,..,..,..,..,7447,..,5235,1498,521,333,238,36,3,0,7861,..,1278,488,274,513,710,579,441,250,4517,..,728,454,163,149,89,37,21,9,1653
69499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,31,52,55,43,38,17,9,3,0,248,31,52,55,43,38,17,9,3,0,248,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
69799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
6GHOB,..,143,3596,6343,7243,7700,6264,3137,799,35228,..,942,3139,2081,1842,1184,526,127,19,9857,..,27,167,459,759,390,160,92,60,2107,19269,..,..,..,..,..,..,..,..,19269,..,5069,..,..,..,..,..,..,..,5069,..,3396,1853,722,463,249,29,0,0,6701,..,587,321,151,147,201,137,100,28,1670,..,416,344,131,106,58,39,8,0,1109,..,1322,1437,419,351,357,211,77,22,4193,..,446,1322,1467,1928,2229,1663,981,511,10535,376,521,532,309,274,269,221,107,22,2632,19645,12868,12705,12080,13104,12642,9245,4629,1455,98374,..,294,4684,7177,7609,7731,5553,2227,372,35644,..,1420,3246,2154,1764,1041,368,68,9,10068,..,463,1623,2276,2314,1076,472,333,216,8767,18252,..,..,..,..,..,..,..,..,18252,..,4743,..,..,..,..,..,..,..,4743,..,2348,957,338,238,154,32,3,0,4061,..,447,225,74,152,336,295,257,147,1933,..,383,271,59,67,52,13,5,3,850
6RTAS,..,278,4047,7257,9776,11430,10086,4787,1010,48664,..,1301,3273,2441,2321,1642,775,176,33,11964,..,49,217,537,756,447,207,144,71,2430,23730,..,..,..,..,..,..,..,..,23730,..,5445,..,..,..,..,..,..,..,5445,..,5031,1864,906,633,264,43,0,0,8737,..,633,291,128,216,234,183,114,41,1840,..,390,245,143,120,95,46,20,7,1076,..,1053,829,325,438,463,364,119,27,3621,..,722,1555,1805,2966,3537,2852,1624,649,15711,462,728,632,406,463,481,481,205,46,3902,24191,15637,12947,13932,17693,18593,15047,7188,1890,127121,..,494,5414,8424,10775,11552,8896,3253,468,49276,..,1963,3389,2502,2299,1380,556,124,19,12223,..,631,1933,2707,2559,1000,524,479,272,10109,22603,..,..,..,..,..,..,..,..,22603,..,5357,..,..,..,..,..,..,..,5357,..,3034,945,389,331,225,37,0,0,4965,..,448,149,65,170,342,349,237,158,1926,..,382,138,71,59,53,18,17,0,741
79499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,38,19,32,24,32,31,20,3,0,188,38,19,32,24,32,31,20,3,0,188,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
79799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
7GDAR,..,146,3354,5081,4372,3363,1973,621,83,18994,..,720,2749,1501,1249,706,218,41,4,7188,..,23,91,231,334,217,102,34,14,1041,12501,..,..,..,..,..,..,..,..,12501,..,2266,..,..,..,..,..,..,..,2266,..,2127,961,344,183,39,3,0,0,3654,..,456,402,173,134,123,87,58,20,1456,..,368,653,260,183,112,55,11,4,1649,..,652,1357,532,435,305,155,38,6,3480,..,266,867,809,1031,1046,693,234,63,4999,213,335,348,215,202,160,88,28,4,1588,12718,7365,10770,9129,8133,6069,3383,1060,200,58824,..,405,4561,5350,4269,2965,1429,332,33,19344,..,1155,2849,1470,1192,566,162,17,0,7407,..,176,631,991,949,431,213,122,45,3556,11967,..,..,..,..,..,..,..,..,11967,..,2194,..,..,..,..,..,..,..,2194,..,1243,514,159,73,35,8,0,0,2038,..,376,252,106,164,295,221,149,52,1608,..,332,444,98,90,70,24,3,0,1062
7RNTE,..,555,2240,2496,2347,1812,839,212,35,10544,..,357,1069,832,630,391,122,22,0,3423,..,36,108,164,185,118,71,22,6,713,9833,..,..,..,..,..,..,..,..,9833,..,1029,..,..,..,..,..,..,..,1029,..,1738,774,263,106,21,0,0,0,2905,..,1115,685,438,377,198,121,59,12,3008,..,146,135,73,64,47,21,6,0,498,..,205,349,151,146,108,45,10,3,1023,..,175,463,413,658,686,416,143,22,2976,261,235,221,162,141,121,48,10,0,1199,10088,5588,6046,4988,4660,3502,1688,482,87,37132,..,819,2670,2602,2328,1597,516,119,12,10661,..,486,1218,826,629,302,89,19,4,3570,..,310,760,806,682,398,187,78,19,3249,9167,..,..,..,..,..,..,..,..,9167,..,927,..,..,..,..,..,..,..,927,..,1277,496,186,105,31,3,0,0,2103,..,824,504,351,442,429,256,119,40,2957,..,146,97,62,52,34,13,0,0,406
89499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,16,26,42,35,25,14,8,0,0,161,16,26,42,35,25,14,8,0,0,161,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
89799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
8ACTE,..,273,10063,16867,14690,12067,8987,4032,1018,68005,..,1570,6014,3343,2471,1427,562,121,25,15539,..,42,169,612,1019,599,232,107,74,2851,36287,..,..,..,..,..,..,..,..,36287,..,9259,..,..,..,..,..,..,..,9259,..,5574,3221,1088,589,239,29,0,0,10743,..,1142,875,277,267,249,153,92,67,3119,..,961,960,341,179,99,31,9,7,2587,..,3101,3729,838,550,414,193,82,24,8930,..,844,3166,2704,2842,2638,1816,951,502,15471,493,734,881,517,373,337,253,98,36,3729,36780,23502,29086,26583,22994,18072,12268,5493,1752,176517,..,708,13477,17381,14551,11489,7761,2899,487,68745,..,2362,6197,3280,2393,1197,398,68,7,15910,..,303,1462,2966,3457,1685,673,463,266,11280,34040,..,..,..,..,..,..,..,..,34040,..,9198,..,..,..,..,..,..,..,9198,..,4010,1941,522,309,169,39,0,0,6998,..,910,631,218,272,595,588,392,261,3863,..,867,720,182,79,54,21,9,5,1941
99499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,15,0,0,0,4,0,4,3,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
99799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
9OTER,..,3,64,138,139,155,139,41,14,695,..,10,15,44,39,21,7,3,0,146,..,0,0,6,11,12,7,3,0,38,372,..,..,..,..,..,..,..,..,372,..,53,..,..,..,..,..,..,..,53,..,63,27,13,6,0,0,0,0,116,..,3,4,3,6,3,3,6,3,33,..,0,0,0,3,3,0,0,0,9,..,0,4,0,4,0,0,3,0,16,..,10,9,22,46,54,34,16,6,196,5,7,10,4,11,16,8,4,0,67,381,152,145,240,267,270,192,74,24,1740,..,10,103,154,149,150,102,30,4,695,..,11,26,44,39,21,7,0,0,151,..,4,13,22,34,17,11,7,3,109,354,..,..,..,..,..,..,..,..,354,..,58,..,..,..,..,..,..,..,58,..,32,20,7,11,3,0,0,0,73,..,12,4,7,5,9,15,5,0,52,..,3,0,0,4,0,0,0,3,14
