SED_NAME16	AgeStudent	students
Kimberley (Mining and Pastoral)	0-4	473
Kimberley (Mining and Pastoral)	5-14	4392
Kimberley (Mining and Pastoral)	15-19	896
Kimberley (Mining and Pastoral)	20-24	164
Kimberley (Mining and Pastoral)	25+	918
Kingsley (North Metropolitan)	0-4	438
Kingsley (North Metropolitan)	5-14	4262
Kingsley (North Metropolitan)	15-19	1791
Kingsley (North Metropolitan)	20-24	711
Kingsley (North Metropolitan)	25+	963
Kwinana (South Metropolitan)	0-4	1052
Kwinana (South Metropolitan)	5-14	8382
Kwinana (South Metropolitan)	15-19	2581
Kwinana (South Metropolitan)	20-24	1037
Kwinana (South Metropolitan)	25+	2082
Mandurah (South West)	0-4	501
Mandurah (South West)	5-14	4734
Mandurah (South West)	15-19	1667
Mandurah (South West)	20-24	558
Mandurah (South West)	25+	1066
Maylands (East Metropolitan)	0-4	485
Maylands (East Metropolitan)	5-14	3671
Maylands (East Metropolitan)	15-19	1406
Maylands (East Metropolitan)	20-24	1067
Maylands (East Metropolitan)	25+	2189
Midland (East Metropolitan)	0-4	427
Midland (East Metropolitan)	5-14	4347
Midland (East Metropolitan)	15-19	1700
Midland (East Metropolitan)	20-24	603
Midland (East Metropolitan)	25+	1219
Mirrabooka (East Metropolitan)	0-4	579
Mirrabooka (East Metropolitan)	5-14	4935
Mirrabooka (East Metropolitan)	15-19	2194
Mirrabooka (East Metropolitan)	20-24	1335
Mirrabooka (East Metropolitan)	25+	2217
Moore (Agricultural)	0-4	373
Moore (Agricultural)	5-14	3895
Moore (Agricultural)	15-19	1151
Moore (Agricultural)	20-24	194
Moore (Agricultural)	25+	564
Morley (East Metropolitan)	0-4	435
Morley (East Metropolitan)	5-14	3617
Morley (East Metropolitan)	15-19	1606
Morley (East Metropolitan)	20-24	1067
Morley (East Metropolitan)	25+	1691
Mount Lawley (East Metropolitan)	0-4	440
Mount Lawley (East Metropolitan)	5-14	3420
Mount Lawley (East Metropolitan)	15-19	1695
Mount Lawley (East Metropolitan)	20-24	1202
Mount Lawley (East Metropolitan)	25+	1904
Murray-Wellington (South West)	0-4	516
Murray-Wellington (South West)	5-14	5509
Murray-Wellington (South West)	15-19	1764
Murray-Wellington (South West)	20-24	313
Murray-Wellington (South West)	25+	852
Nedlands (North Metropolitan)	0-4	502
Nedlands (North Metropolitan)	5-14	4386
Nedlands (North Metropolitan)	15-19	2444
Nedlands (North Metropolitan)	20-24	2675
Nedlands (North Metropolitan)	25+	2396
North West Central (Mining and Pastoral)	0-4	263
North West Central (Mining and Pastoral)	5-14	2157
North West Central (Mining and Pastoral)	15-19	372
North West Central (Mining and Pastoral)	20-24	83
North West Central (Mining and Pastoral)	25+	599
Ocean Reef (North Metropolitan)	0-4	594
Ocean Reef (North Metropolitan)	5-14	6014
Ocean Reef (North Metropolitan)	15-19	2882
Ocean Reef (North Metropolitan)	20-24	1174
Ocean Reef (North Metropolitan)	25+	1135
Perth (North Metropolitan)	0-4	441
Perth (North Metropolitan)	5-14	2992
Perth (North Metropolitan)	15-19	1273
Perth (North Metropolitan)	20-24	1965
Perth (North Metropolitan)	25+	3935
Pilbara (Mining and Pastoral)	0-4	687
Pilbara (Mining and Pastoral)	5-14	5333
Pilbara (Mining and Pastoral)	15-19	1204
Pilbara (Mining and Pastoral)	20-24	236
Pilbara (Mining and Pastoral)	25+	1324
Riverton (South Metropolitan)	0-4	404
Riverton (South Metropolitan)	5-14	5240
Riverton (South Metropolitan)	15-19	2752
Riverton (South Metropolitan)	20-24	1279
Riverton (South Metropolitan)	25+	1434
Rockingham (South Metropolitan)	0-4	385
Rockingham (South Metropolitan)	5-14	3633
Rockingham (South Metropolitan)	15-19	1327
Rockingham (South Metropolitan)	20-24	449
Rockingham (South Metropolitan)	25+	940
Scarborough (North Metropolitan)	0-4	508
Scarborough (North Metropolitan)	5-14	3692
Scarborough (North Metropolitan)	15-19	1514
Scarborough (North Metropolitan)	20-24	939
Scarborough (North Metropolitan)	25+	1843
South Perth (South Metropolitan)	0-4	392
South Perth (South Metropolitan)	5-14	3499
South Perth (South Metropolitan)	15-19	2113
South Perth (South Metropolitan)	20-24	1931
South Perth (South Metropolitan)	25+	2134
Southern River (South Metropolitan)	0-4	856
Southern River (South Metropolitan)	5-14	7394
Southern River (South Metropolitan)	15-19	3225
Southern River (South Metropolitan)	20-24	1552
Southern River (South Metropolitan)	25+	1782
Swan Hills (East Metropolitan)	0-4	602
Swan Hills (East Metropolitan)	5-14	6293
Swan Hills (East Metropolitan)	15-19	2371
Swan Hills (East Metropolitan)	20-24	670
Swan Hills (East Metropolitan)	25+	1159
Vasse (South West)	0-4	498
Vasse (South West)	5-14	5218
Vasse (South West)	15-19	1579
Vasse (South West)	20-24	224
Vasse (South West)	25+	924
Victoria Park (South Metropolitan)	0-4	458
Victoria Park (South Metropolitan)	5-14	3301
Victoria Park (South Metropolitan)	15-19	1868
Victoria Park (South Metropolitan)	20-24	3027
Victoria Park (South Metropolitan)	25+	3503
Wagin (Agricultural)	0-4	380
Wagin (Agricultural)	5-14	3805
Wagin (Agricultural)	15-19	875
Wagin (Agricultural)	20-24	139
Wagin (Agricultural)	25+	521
Wanneroo (North Metropolitan)	0-4	718
Wanneroo (North Metropolitan)	5-14	6415
Wanneroo (North Metropolitan)	15-19	2242
Wanneroo (North Metropolitan)	20-24	828
Wanneroo (North Metropolitan)	25+	1393
Warnbro (South Metropolitan)	0-4	1006
Warnbro (South Metropolitan)	5-14	9613
Warnbro (South Metropolitan)	15-19	3213
Warnbro (South Metropolitan)	20-24	881
Warnbro (South Metropolitan)	25+	1711
Warren-Blackwood (South West)	0-4	427
Warren-Blackwood (South West)	5-14	4605
Warren-Blackwood (South West)	15-19	1438
Warren-Blackwood (South West)	20-24	176
Warren-Blackwood (South West)	25+	777
West Swan (East Metropolitan)	0-4	934
West Swan (East Metropolitan)	5-14	8066
West Swan (East Metropolitan)	15-19	3016
West Swan (East Metropolitan)	20-24	1246
West Swan (East Metropolitan)	25+	1976
Willagee (South Metropolitan)	0-4	451
Willagee (South Metropolitan)	5-14	3768
Willagee (South Metropolitan)	15-19	1505
Willagee (South Metropolitan)	20-24	830
Willagee (South Metropolitan)	25+	1376
No usual address (WA)	0-4	17
No usual address (WA)	5-14	186
No usual address (WA)	15-19	53
No usual address (WA)	20-24	67
No usual address (WA)	25+	145
Migratory - Offshore - Shipping (WA)	25+	12
Bass (Apsley)	0-4	75
Bass (Apsley)	5-14	1104
Bass (Apsley)	15-19	360
Bass (Apsley)	20-24	66
Bass (Apsley)	25+	200
Bass (Launceston)	0-4	309
Bass (Launceston)	5-14	3585
Bass (Launceston)	15-19	1470
Bass (Launceston)	20-24	574
Bass (Launceston)	25+	1103
Bass (Rosevears)	0-4	242
Bass (Rosevears)	5-14	2829
Bass (Rosevears)	15-19	1218
Bass (Rosevears)	20-24	469
Bass (Rosevears)	25+	939
Bass (Windermere)	0-4	306
Bass (Windermere)	5-14	3700
Bass (Windermere)	15-19	1658
Bass (Windermere)	20-24	1148
Bass (Windermere)	25+	1315
Braddon (Mersey)	0-4	281
Braddon (Mersey)	5-14	3690
Braddon (Mersey)	15-19	1388
Braddon (Mersey)	20-24	273
Braddon (Mersey)	25+	781
Braddon (Montgomery)	0-4	258
Braddon (Montgomery)	5-14	3374
Braddon (Montgomery)	15-19	1337
Braddon (Montgomery)	20-24	302
Braddon (Montgomery)	25+	748
Braddon (Murchison)	0-4	287
Braddon (Murchison)	5-14	3757
Braddon (Murchison)	15-19	1327
Braddon (Murchison)	20-24	254
Braddon (Murchison)	25+	693
Braddon (Western Tiers)	0-4	3
Braddon (Western Tiers)	5-14	30
Braddon (Western Tiers)	15-19	4
Braddon (Western Tiers)	25+	7
Denison (Derwent)	0-4	81
Denison (Derwent)	5-14	1195
Denison (Derwent)	15-19	475
Denison (Derwent)	20-24	111
Denison (Derwent)	25+	229
Denison (Elwick)	0-4	312
Denison (Elwick)	5-14	3839
Denison (Elwick)	15-19	1573
Denison (Elwick)	20-24	607
Denison (Elwick)	25+	1378
Denison (Hobart)	0-4	299
Denison (Hobart)	5-14	3126
Denison (Hobart)	15-19	1541
Denison (Hobart)	20-24	1374
Denison (Hobart)	25+	2106
Denison (Huon)	0-4	4
Denison (Huon)	5-14	39
Denison (Huon)	15-19	14
Denison (Huon)	20-24	11
Denison (Huon)	25+	17
Denison (Nelson)	0-4	182
Denison (Nelson)	5-14	2338
Denison (Nelson)	15-19	1244
Denison (Nelson)	20-24	1470
Denison (Nelson)	25+	1668
Franklin (Derwent)	0-4	37
Franklin (Derwent)	5-14	428
Franklin (Derwent)	15-19	181
Franklin (Derwent)	20-24	41
Franklin (Derwent)	25+	110
Franklin (Huon)	0-4	290
Franklin (Huon)	5-14	4381
Franklin (Huon)	15-19	1559
Franklin (Huon)	20-24	400
Franklin (Huon)	25+	1106
Franklin (Nelson)	0-4	114
Franklin (Nelson)	5-14	1231
Franklin (Nelson)	15-19	524
Franklin (Nelson)	20-24	213
Franklin (Nelson)	25+	438
Franklin (Pembroke)	0-4	296
Franklin (Pembroke)	5-14	3545
Franklin (Pembroke)	15-19	1455
Franklin (Pembroke)	20-24	545
Franklin (Pembroke)	25+	1116
Franklin (Rumney)	0-4	217
Franklin (Rumney)	5-14	2701
Franklin (Rumney)	15-19	948
Franklin (Rumney)	20-24	308
Franklin (Rumney)	25+	585
Lyons (Apsley)	0-4	133
Lyons (Apsley)	5-14	1926
Lyons (Apsley)	15-19	670
Lyons (Apsley)	20-24	95
Lyons (Apsley)	25+	350
Lyons (Derwent)	0-4	230
Lyons (Derwent)	5-14	3194
Lyons (Derwent)	15-19	1058
Lyons (Derwent)	20-24	185
Lyons (Derwent)	25+	425
Lyons (Rosevears)	0-4	72
Lyons (Rosevears)	5-14	1015
Lyons (Rosevears)	15-19	418
Lyons (Rosevears)	20-24	62
Lyons (Rosevears)	25+	241
Lyons (Rumney)	0-4	137
Lyons (Rumney)	5-14	1826
Lyons (Rumney)	15-19	622
Lyons (Rumney)	20-24	172
Lyons (Rumney)	25+	388
Lyons (Western Tiers)	0-4	268
Lyons (Western Tiers)	5-14	3424
Lyons (Western Tiers)	15-19	1245
Lyons (Western Tiers)	20-24	239
Lyons (Western Tiers)	25+	672
No usual address (Tas.)	0-4	11
No usual address (Tas.)	5-14	33
No usual address (Tas.)	15-19	28
No usual address (Tas.)	20-24	9
No usual address (Tas.)	25+	28
Migratory - Offshore - Shipping (Tas.)	20-24	3
Migratory - Offshore - Shipping (Tas.)	25+	3
Arafura	0-4	141
Arafura	5-14	1040
Arafura	15-19	218
Arafura	20-24	6
Arafura	25+	59
Araluen	0-4	171
Araluen	5-14	1356
Araluen	15-19	391
Araluen	20-24	91
Araluen	25+	596
Arnhem	0-4	170
Arnhem	5-14	1245
Arnhem	15-19	260
Arnhem	20-24	39
Arnhem	25+	185
Barkly	0-4	148
Barkly	5-14	1229
Barkly	15-19	186
Barkly	20-24	32
Barkly	25+	160
Blain	0-4	179
Blain	5-14	1350
Blain	15-19	369
Blain	20-24	122
Blain	25+	410
Braitling	0-4	127
Braitling	5-14	1297
Braitling	15-19	412
Braitling	20-24	95
Braitling	25+	542
Brennan	0-4	165
Brennan	5-14	1145
Brennan	15-19	317
Brennan	20-24	110
Brennan	25+	373
Casuarina	0-4	147
Casuarina	5-14	1109
Casuarina	15-19	413
Casuarina	20-24	278
Casuarina	25+	710
Daly	0-4	163
Daly	5-14	1258
Daly	15-19	260
Daly	20-24	41
Daly	25+	214
Drysdale	0-4	127
Drysdale	5-14	1122
Drysdale	15-19	348
Drysdale	20-24	92
Drysdale	25+	328
Fannie Bay	0-4	87
Fannie Bay	5-14	786
Fannie Bay	15-19	264
Fannie Bay	20-24	112
Fannie Bay	25+	499
Fong Lim	0-4	83
Fong Lim	5-14	713
Fong Lim	15-19	259
Fong Lim	20-24	137
Fong Lim	25+	418
Goyder (NT)	0-4	115
Goyder (NT)	5-14	1124
Goyder (NT)	15-19	352
Goyder (NT)	20-24	87
Goyder (NT)	25+	283
Johnston	0-4	96
Johnston	5-14	859
Johnston	15-19	298
Johnston	20-24	108
Johnston	25+	449
Karama	0-4	119
Karama	5-14	1036
Karama	15-19	377
Karama	20-24	136
Karama	25+	334
Katherine	0-4	151
Katherine	5-14	1078
Katherine	15-19	274
Katherine	20-24	59
Katherine	25+	318
Namatjira	0-4	126
Namatjira	5-14	989
Namatjira	15-19	190
Namatjira	20-24	48
Namatjira	25+	213
Nelson	0-4	85
Nelson	5-14	1096
Nelson	15-19	361
Nelson	20-24	101
Nelson	25+	292
Nhulunbuy	0-4	188
Nhulunbuy	5-14	1627
Nhulunbuy	15-19	394
Nhulunbuy	20-24	47
Nhulunbuy	25+	231
Nightcliff	0-4	103
Nightcliff	5-14	765
Nightcliff	15-19	285
Nightcliff	20-24	125
Nightcliff	25+	535
Port Darwin	0-4	69
Port Darwin	5-14	497
Port Darwin	15-19	134
Port Darwin	20-24	169
Port Darwin	25+	644
Sanderson	0-4	115
Sanderson	5-14	1094
Sanderson	15-19	339
Sanderson	20-24	149
Sanderson	25+	429
Spillett	0-4	153
Spillett	5-14	1213
Spillett	15-19	355
Spillett	20-24	140
Spillett	25+	450
Stuart (NT)	0-4	177
Stuart (NT)	5-14	1159
Stuart (NT)	15-19	146
Stuart (NT)	20-24	16
Stuart (NT)	25+	97
Wanguri	0-4	149
Wanguri	5-14	1076
Wanguri	15-19	353
Wanguri	20-24	173
Wanguri	25+	440
No usual address (NT)	0-4	4
No usual address (NT)	5-14	84
No usual address (NT)	15-19	18
No usual address (NT)	20-24	21
No usual address (NT)	25+	33
Migratory - Offshore - Shipping (NT)	5-14	3
Migratory - Offshore - Shipping (NT)	25+	3
Brindabella	0-4	759
Brindabella	5-14	8445
Brindabella	15-19	3763
Brindabella	20-24	1677
Brindabella	25+	2621
Ginninderra	0-4	920
Ginninderra	5-14	8609
Ginninderra	15-19	3434
Ginninderra	20-24	3679
Ginninderra	25+	4709
Kurrajong	0-4	733
Kurrajong	5-14	6540
Kurrajong	15-19	4692
Kurrajong	20-24	6055
Kurrajong	25+	6584
Murrumbidgee	0-4	899
Murrumbidgee	5-14	9382
Murrumbidgee	15-19	3572
Murrumbidgee	20-24	1732
Murrumbidgee	25+	3639
Yerrabi	0-4	1412
Yerrabi	5-14	11972
Yerrabi	15-19	4398
Yerrabi	20-24	3032
Yerrabi	25+	5153
No usual address (ACT)	0-4	5
No usual address (ACT)	5-14	20
No usual address (ACT)	15-19	16
No usual address (ACT)	20-24	29
No usual address (ACT)	25+	42
Unclassified (OT)	0-4	68
Unclassified (OT)	5-14	460
Unclassified (OT)	15-19	126
Unclassified (OT)	20-24	15
Unclassified (OT)	25+	88
No usual address (OT)	5-14	3
