SED_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Auburn	Co-op/church group etc	23625	3
Auburn	Co-op/church group etc	28875	7
Auburn	Co-op/church group etc	34125	3
Auburn	Person not in same household	0	176
Auburn	Person not in same household	3937	8
Auburn	Person not in same household	5250	56
Auburn	Person not in same household	7875	87
Auburn	Person not in same household	10500	56
Auburn	Person not in same household	11812	81
Auburn	Person not in same household	14437	200
Auburn	Person not in same household	18375	463
Auburn	Person not in same household	23625	435
Auburn	Person not in same household	28875	219
Auburn	Person not in same household	34125	56
Auburn	Person not in same household	39375	35
Auburn	Person not in same household	44625	7
Auburn	Person not in same household	49875	18
Auburn	Real estate agent	0	47
Auburn	Real estate agent	3937	5
Auburn	Real estate agent	5250	32
Auburn	Real estate agent	7875	55
Auburn	Real estate agent	10500	58
Auburn	Real estate agent	11812	165
Auburn	Real estate agent	14437	685
Auburn	Real estate agent	18375	2612
Auburn	Real estate agent	23625	3141
Auburn	Real estate agent	28875	1426
Auburn	Real estate agent	34125	419
Auburn	Real estate agent	39375	181
Auburn	Real estate agent	44625	47
Auburn	Real estate agent	49875	49
Auburn	State or territory housing authority	0	97
Auburn	State or territory housing authority	3937	83
Auburn	State or territory housing authority	5250	512
Auburn	State or territory housing authority	7875	338
Auburn	State or territory housing authority	10500	147
Auburn	State or territory housing authority	11812	148
Auburn	State or territory housing authority	14437	90
Auburn	State or territory housing authority	18375	95
Auburn	State or territory housing authority	23625	40
Auburn	State or territory housing authority	28875	7
Auburn	State or territory housing authority	34125	4
Auburn	State or territory housing authority	39375	3
Ballina		0	143
Ballina		5250	6
Ballina		7875	3
Ballina		10500	3
Ballina		11812	8
Ballina		14437	12
Ballina		18375	10
Ballina		23625	5
Ballina	(Other)	0	15
Ballina	(Other)	3937	5
Ballina	(Other)	5250	33
Ballina	(Other)	7875	44
Ballina	(Other)	10500	35
Ballina	(Other)	11812	51
Ballina	(Other)	14437	28
Ballina	(Other)	18375	37
Ballina	(Other)	23625	13
Ballina	(Other)	28875	7
Ballina	(Other)	34125	7
Ballina	(Other)	44625	4
Ballina	Co-op/church group etc	0	6
Ballina	Co-op/church group etc	3937	17
Ballina	Co-op/church group etc	5250	50
Ballina	Co-op/church group etc	7875	48
Ballina	Co-op/church group etc	10500	12
Ballina	Co-op/church group etc	11812	8
Ballina	Co-op/church group etc	14437	12
Ballina	Co-op/church group etc	18375	14
Ballina	Co-op/church group etc	23625	4
Ballina	Person not in same household	0	143
Ballina	Person not in same household	3937	6
Ballina	Person not in same household	5250	83
Ballina	Person not in same household	7875	133
Ballina	Person not in same household	10500	175
Ballina	Person not in same household	11812	248
Ballina	Person not in same household	14437	421
Ballina	Person not in same household	18375	601
Ballina	Person not in same household	23625	336
Ballina	Person not in same household	28875	167
Ballina	Person not in same household	34125	81
Ballina	Person not in same household	39375	31
Ballina	Person not in same household	44625	15
Ballina	Person not in same household	49875	21
Ballina	Real estate agent	0	8
Ballina	Real estate agent	5250	21
Ballina	Real estate agent	7875	63
Ballina	Real estate agent	10500	70
Ballina	Real estate agent	11812	229
Ballina	Real estate agent	14437	772
Ballina	Real estate agent	18375	1245
Ballina	Real estate agent	23625	837
Ballina	Real estate agent	28875	436
Ballina	Real estate agent	34125	182
Ballina	Real estate agent	39375	70
Ballina	Real estate agent	44625	41
Ballina	Real estate agent	49875	42
Ballina	State or territory housing authority	0	17
Ballina	State or territory housing authority	3937	21
Ballina	State or territory housing authority	5250	264
Ballina	State or territory housing authority	7875	157
Ballina	State or territory housing authority	10500	68
Ballina	State or territory housing authority	11812	53
Ballina	State or territory housing authority	14437	48
Ballina	State or territory housing authority	18375	28
Ballina	State or territory housing authority	23625	6
Ballina	State or territory housing authority	28875	3
Balmain		0	78
Balmain		5250	10
Balmain		7875	8
Balmain		11812	3
Balmain		14437	4
Balmain		18375	4
Balmain		23625	4
Balmain		28875	3
Balmain		34125	3
Balmain		39375	10
Balmain	(Other)	0	17
Balmain	(Other)	5250	3
Balmain	(Other)	7875	11
Balmain	(Other)	11812	17
Balmain	(Other)	14437	35
Balmain	(Other)	18375	40
Balmain	(Other)	23625	16
Balmain	(Other)	28875	20
Balmain	(Other)	34125	12
Balmain	(Other)	39375	3
Balmain	(Other)	44625	6
Balmain	(Other)	49875	19
Balmain	Co-op/church group etc	0	9
Balmain	Co-op/church group etc	3937	11
Balmain	Co-op/church group etc	5250	38
Balmain	Co-op/church group etc	7875	74
Balmain	Co-op/church group etc	10500	19
Balmain	Co-op/church group etc	11812	31
Balmain	Co-op/church group etc	14437	22
Balmain	Co-op/church group etc	18375	28
Balmain	Co-op/church group etc	23625	22
Balmain	Co-op/church group etc	28875	3
Balmain	Co-op/church group etc	34125	3
Balmain	Person not in same household	0	146
Balmain	Person not in same household	3937	3
Balmain	Person not in same household	5250	18
Balmain	Person not in same household	7875	46
Balmain	Person not in same household	10500	39
Balmain	Person not in same household	11812	89
Balmain	Person not in same household	14437	167
Balmain	Person not in same household	18375	285
Balmain	Person not in same household	23625	278
Balmain	Person not in same household	28875	321
Balmain	Person not in same household	34125	245
Balmain	Person not in same household	39375	201
Balmain	Person not in same household	44625	109
Balmain	Person not in same household	49875	244
Balmain	Real estate agent	0	24
Balmain	Real estate agent	5250	15
Balmain	Real estate agent	7875	43
Balmain	Real estate agent	10500	61
Balmain	Real estate agent	11812	221
Balmain	Real estate agent	14437	560
Balmain	Real estate agent	18375	1108
Balmain	Real estate agent	23625	1608
Balmain	Real estate agent	28875	1875
Balmain	Real estate agent	34125	1658
Balmain	Real estate agent	39375	1220
Balmain	Real estate agent	44625	651
Balmain	Real estate agent	49875	1001
Balmain	State or territory housing authority	0	123
Balmain	State or territory housing authority	3937	122
Balmain	State or territory housing authority	5250	982
Balmain	State or territory housing authority	7875	281
Balmain	State or territory housing authority	10500	157
Balmain	State or territory housing authority	11812	102
Balmain	State or territory housing authority	14437	99
Balmain	State or territory housing authority	18375	94
Balmain	State or territory housing authority	23625	31
Balmain	State or territory housing authority	28875	16
Balmain	State or territory housing authority	34125	18
Balmain	State or territory housing authority	39375	3
Balmain	State or territory housing authority	44625	3
Bankstown		0	76
Bankstown		5250	4
Bankstown		7875	5
Bankstown		10500	3
Bankstown		14437	4
Bankstown		18375	14
Bankstown		23625	19
Bankstown		28875	3
Bankstown	(Other)	0	11
Bankstown	(Other)	3937	7
Bankstown	(Other)	5250	12
Bankstown	(Other)	7875	20
Bankstown	(Other)	10500	8
Bankstown	(Other)	11812	24
Bankstown	(Other)	14437	28
Bankstown	(Other)	18375	98
Bankstown	(Other)	23625	75
Bankstown	(Other)	28875	13
Bankstown	(Other)	34125	9
Bankstown	(Other)	39375	3
Bankstown	Co-op/church group etc	0	17
Bankstown	Co-op/church group etc	3937	11
Bankstown	Co-op/church group etc	5250	26
Bankstown	Co-op/church group etc	7875	71
Bankstown	Co-op/church group etc	10500	22
Bankstown	Co-op/church group etc	11812	25
Bankstown	Co-op/church group etc	14437	54
Bankstown	Co-op/church group etc	18375	32
Bankstown	Co-op/church group etc	23625	10
Bankstown	Person not in same household	0	142
Bankstown	Person not in same household	3937	4
Bankstown	Person not in same household	5250	40
Bankstown	Person not in same household	7875	58
Bankstown	Person not in same household	10500	59
Bankstown	Person not in same household	11812	73
Bankstown	Person not in same household	14437	163
Bankstown	Person not in same household	18375	439
Bankstown	Person not in same household	23625	330
Bankstown	Person not in same household	28875	91
Bankstown	Person not in same household	34125	18
Bankstown	Person not in same household	39375	10
Bankstown	Person not in same household	44625	3
Bankstown	Real estate agent	0	20
Bankstown	Real estate agent	5250	9
Bankstown	Real estate agent	7875	36
Bankstown	Real estate agent	10500	37
Bankstown	Real estate agent	11812	93
Bankstown	Real estate agent	14437	302
Bankstown	Real estate agent	18375	2372
Bankstown	Real estate agent	23625	1317
Bankstown	Real estate agent	28875	394
Bankstown	Real estate agent	34125	163
Bankstown	Real estate agent	39375	24
Bankstown	Real estate agent	44625	6
Bankstown	Real estate agent	49875	21
Bankstown	State or territory housing authority	0	182
Bankstown	State or territory housing authority	3937	144
Bankstown	State or territory housing authority	5250	1012
Bankstown	State or territory housing authority	7875	564
Bankstown	State or territory housing authority	10500	271
Bankstown	State or territory housing authority	11812	218
Bankstown	State or territory housing authority	14437	209
Bankstown	State or territory housing authority	18375	178
Bankstown	State or territory housing authority	23625	78
Bankstown	State or territory housing authority	28875	5
Bankstown	State or territory housing authority	34125	5
Bankstown	State or territory housing authority	39375	3
Barwon		0	383
Barwon		3937	13
Barwon		5250	32
Barwon		7875	26
Barwon		10500	10
Barwon		11812	5
Barwon		14437	4
Barwon	(Other)	0	649
Barwon	(Other)	3937	107
Barwon	(Other)	5250	168
Barwon	(Other)	7875	242
Barwon	(Other)	10500	67
Barwon	(Other)	11812	70
Barwon	(Other)	14437	53
Barwon	(Other)	18375	24
Barwon	(Other)	23625	7
Barwon	(Other)	49875	8
Barwon	Co-op/church group etc	0	71
Barwon	Co-op/church group etc	3937	118
Barwon	Co-op/church group etc	5250	174
Barwon	Co-op/church group etc	7875	212
Barwon	Co-op/church group etc	10500	39
Barwon	Co-op/church group etc	11812	32
Barwon	Co-op/church group etc	14437	7
Barwon	Co-op/church group etc	18375	3
Barwon	Person not in same household	0	410
Barwon	Person not in same household	3937	70
Barwon	Person not in same household	5250	445
Barwon	Person not in same household	7875	615
Barwon	Person not in same household	10500	369
Barwon	Person not in same household	11812	305
Barwon	Person not in same household	14437	192
Barwon	Person not in same household	18375	74
Barwon	Person not in same household	23625	7
Barwon	Person not in same household	28875	5
Barwon	Person not in same household	34125	6
Barwon	Person not in same household	39375	3
Barwon	Person not in same household	49875	9
Barwon	Real estate agent	0	20
Barwon	Real estate agent	3937	12
Barwon	Real estate agent	5250	215
Barwon	Real estate agent	7875	622
Barwon	Real estate agent	10500	372
Barwon	Real estate agent	11812	376
Barwon	Real estate agent	14437	277
Barwon	Real estate agent	18375	189
Barwon	Real estate agent	23625	20
Barwon	Real estate agent	28875	6
Barwon	Real estate agent	49875	4
Barwon	State or territory housing authority	0	113
Barwon	State or territory housing authority	3937	84
Barwon	State or territory housing authority	5250	305
Barwon	State or territory housing authority	7875	341
Barwon	State or territory housing authority	10500	153
Barwon	State or territory housing authority	11812	82
Barwon	State or territory housing authority	14437	21
Barwon	State or territory housing authority	18375	6
Bathurst		0	141
Bathurst		5250	12
Bathurst		7875	13
Bathurst		10500	4
Bathurst		11812	8
Bathurst		14437	7
Bathurst		18375	3
Bathurst	(Other)	0	76
Bathurst	(Other)	3937	5
Bathurst	(Other)	5250	32
Bathurst	(Other)	7875	26
Bathurst	(Other)	10500	20
Bathurst	(Other)	11812	21
Bathurst	(Other)	14437	23
Bathurst	(Other)	18375	7
Bathurst	Co-op/church group etc	0	14
Bathurst	Co-op/church group etc	3937	6
Bathurst	Co-op/church group etc	5250	22
Bathurst	Co-op/church group etc	7875	25
Bathurst	Co-op/church group etc	10500	9
Bathurst	Co-op/church group etc	11812	8
Bathurst	Co-op/church group etc	14437	21
Bathurst	Co-op/church group etc	18375	15
Bathurst	Person not in same household	0	165
Bathurst	Person not in same household	3937	23
Bathurst	Person not in same household	5250	136
Bathurst	Person not in same household	7875	227
Bathurst	Person not in same household	10500	241
Bathurst	Person not in same household	11812	295
Bathurst	Person not in same household	14437	297
Bathurst	Person not in same household	18375	126
Bathurst	Person not in same household	23625	6
Bathurst	Person not in same household	28875	6
Bathurst	Person not in same household	49875	7
Bathurst	Real estate agent	0	20
Bathurst	Real estate agent	3937	4
Bathurst	Real estate agent	5250	132
Bathurst	Real estate agent	7875	453
Bathurst	Real estate agent	10500	413
Bathurst	Real estate agent	11812	1008
Bathurst	Real estate agent	14437	1349
Bathurst	Real estate agent	18375	903
Bathurst	Real estate agent	23625	103
Bathurst	Real estate agent	28875	7
Bathurst	Real estate agent	49875	7
Bathurst	State or territory housing authority	0	63
Bathurst	State or territory housing authority	3937	52
Bathurst	State or territory housing authority	5250	368
Bathurst	State or territory housing authority	7875	202
Bathurst	State or territory housing authority	10500	105
Bathurst	State or territory housing authority	11812	88
Bathurst	State or territory housing authority	14437	83
Bathurst	State or territory housing authority	18375	13
Baulkham Hills		0	36
Baulkham Hills	(Other)	0	10
Baulkham Hills	(Other)	7875	3
Baulkham Hills	(Other)	11812	21
Baulkham Hills	(Other)	14437	12
Baulkham Hills	(Other)	18375	10
Baulkham Hills	(Other)	23625	11
Baulkham Hills	(Other)	28875	3
Baulkham Hills	Co-op/church group etc	0	9
Baulkham Hills	Co-op/church group etc	5250	20
Baulkham Hills	Co-op/church group etc	7875	23
Baulkham Hills	Co-op/church group etc	10500	3
Baulkham Hills	Co-op/church group etc	11812	5
Baulkham Hills	Co-op/church group etc	18375	3
Baulkham Hills	Co-op/church group etc	23625	6
Baulkham Hills	Co-op/church group etc	28875	3
Baulkham Hills	Co-op/church group etc	34125	3
Baulkham Hills	Co-op/church group etc	39375	4
Baulkham Hills	Person not in same household	0	46
Baulkham Hills	Person not in same household	5250	7
Baulkham Hills	Person not in same household	7875	9
Baulkham Hills	Person not in same household	10500	8
Baulkham Hills	Person not in same household	11812	25
Baulkham Hills	Person not in same household	14437	47
Baulkham Hills	Person not in same household	18375	101
Baulkham Hills	Person not in same household	23625	142
Baulkham Hills	Person not in same household	28875	90
Baulkham Hills	Person not in same household	34125	42
Baulkham Hills	Person not in same household	39375	28
Baulkham Hills	Person not in same household	44625	11
Baulkham Hills	Person not in same household	49875	22
Baulkham Hills	Real estate agent	0	5
Baulkham Hills	Real estate agent	5250	11
Baulkham Hills	Real estate agent	7875	4
Baulkham Hills	Real estate agent	10500	8
Baulkham Hills	Real estate agent	11812	21
Baulkham Hills	Real estate agent	14437	36
Baulkham Hills	Real estate agent	18375	251
Baulkham Hills	Real estate agent	23625	922
Baulkham Hills	Real estate agent	28875	1038
Baulkham Hills	Real estate agent	34125	510
Baulkham Hills	Real estate agent	39375	192
Baulkham Hills	Real estate agent	44625	85
Baulkham Hills	Real estate agent	49875	90
Baulkham Hills	State or territory housing authority	3937	3
Baulkham Hills	State or territory housing authority	5250	15
Baulkham Hills	State or territory housing authority	7875	16
Baulkham Hills	State or territory housing authority	10500	8
Baulkham Hills	State or territory housing authority	11812	3
Baulkham Hills	State or territory housing authority	14437	12
Baulkham Hills	State or territory housing authority	18375	4
Baulkham Hills	State or territory housing authority	23625	4
Baulkham Hills	State or territory housing authority	28875	3
Bega		0	140
Bega		5250	12
Bega		7875	9
Bega		10500	7
Bega		11812	12
Bega		14437	11
Bega		18375	4
Bega	(Other)	0	45
Bega	(Other)	3937	15
Bega	(Other)	5250	26
Bega	(Other)	7875	49
Bega	(Other)	10500	25
Bega	(Other)	11812	29
Bega	(Other)	14437	30
Bega	(Other)	18375	15
Bega	(Other)	23625	4
Bega	Co-op/church group etc	0	3
Bega	Co-op/church group etc	3937	15
Bega	Co-op/church group etc	5250	51
Bega	Co-op/church group etc	7875	60
Bega	Co-op/church group etc	10500	16
Bega	Co-op/church group etc	11812	18
Bega	Co-op/church group etc	14437	10
Bega	Co-op/church group etc	18375	7
Bega	Person not in same household	0	170
Bega	Person not in same household	3937	15
Bega	Person not in same household	5250	156
Bega	Person not in same household	7875	248
Bega	Person not in same household	10500	261
Bega	Person not in same household	11812	340
Bega	Person not in same household	14437	406
Bega	Person not in same household	18375	203
Bega	Person not in same household	23625	29
Bega	Person not in same household	28875	7
Bega	Person not in same household	34125	3
Bega	Person not in same household	39375	3
Bega	Person not in same household	49875	7
Bega	Real estate agent	0	5
Bega	Real estate agent	3937	4
Bega	Real estate agent	5250	45
Bega	Real estate agent	7875	274
Bega	Real estate agent	10500	316
Bega	Real estate agent	11812	747
Bega	Real estate agent	14437	1055
Bega	Real estate agent	18375	757
Bega	Real estate agent	23625	66
Bega	Real estate agent	28875	8
Bega	Real estate agent	34125	3
Bega	Real estate agent	49875	7
Bega	State or territory housing authority	0	20
Bega	State or territory housing authority	3937	31
Bega	State or territory housing authority	5250	244
Bega	State or territory housing authority	7875	167
Bega	State or territory housing authority	10500	62
Bega	State or territory housing authority	11812	67
Bega	State or territory housing authority	14437	81
Bega	State or territory housing authority	18375	9
Blacktown		0	66
Blacktown		3937	4
Blacktown		5250	3
Blacktown		10500	8
Blacktown		11812	3
Blacktown		18375	16
Blacktown		23625	3
Blacktown	(Other)	0	5
Blacktown	(Other)	5250	10
Blacktown	(Other)	10500	3
Blacktown	(Other)	11812	10
Blacktown	(Other)	14437	17
Blacktown	(Other)	18375	71
Blacktown	(Other)	23625	25
Blacktown	(Other)	28875	6
Blacktown	(Other)	39375	3
Blacktown	Co-op/church group etc	0	14
Blacktown	Co-op/church group etc	3937	5
Blacktown	Co-op/church group etc	5250	14
Blacktown	Co-op/church group etc	7875	19
Blacktown	Co-op/church group etc	10500	16
Blacktown	Co-op/church group etc	11812	17
Blacktown	Co-op/church group etc	14437	24
Blacktown	Co-op/church group etc	18375	8
Blacktown	Co-op/church group etc	23625	3
Blacktown	Person not in same household	0	97
Blacktown	Person not in same household	5250	28
Blacktown	Person not in same household	7875	56
Blacktown	Person not in same household	10500	55
Blacktown	Person not in same household	11812	94
Blacktown	Person not in same household	14437	231
Blacktown	Person not in same household	18375	576
Blacktown	Person not in same household	23625	200
Blacktown	Person not in same household	28875	30
Blacktown	Person not in same household	34125	13
Blacktown	Person not in same household	39375	3
Blacktown	Real estate agent	0	7
Blacktown	Real estate agent	5250	9
Blacktown	Real estate agent	7875	40
Blacktown	Real estate agent	10500	50
Blacktown	Real estate agent	11812	125
Blacktown	Real estate agent	14437	594
Blacktown	Real estate agent	18375	3593
Blacktown	Real estate agent	23625	1241
Blacktown	Real estate agent	28875	198
Blacktown	Real estate agent	34125	41
Blacktown	Real estate agent	39375	11
Blacktown	Real estate agent	44625	3
Blacktown	Real estate agent	49875	11
Blacktown	State or territory housing authority	0	134
Blacktown	State or territory housing authority	3937	108
Blacktown	State or territory housing authority	5250	760
Blacktown	State or territory housing authority	7875	398
Blacktown	State or territory housing authority	10500	187
Blacktown	State or territory housing authority	11812	163
Blacktown	State or territory housing authority	14437	206
Blacktown	State or territory housing authority	18375	196
Blacktown	State or territory housing authority	23625	17
Blue Mountains		0	79
Blue Mountains		11812	6
Blue Mountains		14437	4
Blue Mountains		18375	3
Blue Mountains	(Other)	0	14
Blue Mountains	(Other)	5250	7
Blue Mountains	(Other)	7875	11
Blue Mountains	(Other)	10500	6
Blue Mountains	(Other)	11812	14
Blue Mountains	(Other)	14437	11
Blue Mountains	(Other)	18375	10
Blue Mountains	(Other)	23625	3
Blue Mountains	Co-op/church group etc	0	5
Blue Mountains	Co-op/church group etc	3937	7
Blue Mountains	Co-op/church group etc	5250	14
Blue Mountains	Co-op/church group etc	7875	53
Blue Mountains	Co-op/church group etc	10500	20
Blue Mountains	Co-op/church group etc	11812	41
Blue Mountains	Co-op/church group etc	14437	17
Blue Mountains	Co-op/church group etc	18375	18
Blue Mountains	Co-op/church group etc	23625	3
Blue Mountains	Co-op/church group etc	34125	3
Blue Mountains	Person not in same household	0	87
Blue Mountains	Person not in same household	3937	6
Blue Mountains	Person not in same household	5250	55
Blue Mountains	Person not in same household	7875	82
Blue Mountains	Person not in same household	10500	70
Blue Mountains	Person not in same household	11812	153
Blue Mountains	Person not in same household	14437	245
Blue Mountains	Person not in same household	18375	306
Blue Mountains	Person not in same household	23625	80
Blue Mountains	Person not in same household	28875	26
Blue Mountains	Person not in same household	34125	8
Blue Mountains	Person not in same household	39375	4
Blue Mountains	Person not in same household	49875	7
Blue Mountains	Real estate agent	0	7
Blue Mountains	Real estate agent	3937	3
Blue Mountains	Real estate agent	5250	13
Blue Mountains	Real estate agent	7875	68
Blue Mountains	Real estate agent	10500	76
Blue Mountains	Real estate agent	11812	214
Blue Mountains	Real estate agent	14437	636
Blue Mountains	Real estate agent	18375	1324
Blue Mountains	Real estate agent	23625	538
Blue Mountains	Real estate agent	28875	134
Blue Mountains	Real estate agent	34125	22
Blue Mountains	Real estate agent	39375	5
Blue Mountains	Real estate agent	44625	4
Blue Mountains	State or territory housing authority	0	16
Blue Mountains	State or territory housing authority	3937	10
Blue Mountains	State or territory housing authority	5250	38
Blue Mountains	State or territory housing authority	7875	141
Blue Mountains	State or territory housing authority	10500	37
Blue Mountains	State or territory housing authority	11812	46
Blue Mountains	State or territory housing authority	14437	35
Blue Mountains	State or territory housing authority	18375	36
Blue Mountains	State or territory housing authority	23625	4
Cabramatta		0	45
Cabramatta		5250	6
Cabramatta		7875	3
Cabramatta		11812	5
Cabramatta		14437	18
Cabramatta		18375	4
Cabramatta		23625	3
Cabramatta	(Other)	0	13
Cabramatta	(Other)	5250	8
Cabramatta	(Other)	7875	14
Cabramatta	(Other)	10500	10
Cabramatta	(Other)	11812	17
Cabramatta	(Other)	14437	54
Cabramatta	(Other)	18375	89
Cabramatta	(Other)	23625	42
Cabramatta	(Other)	28875	7
Cabramatta	(Other)	34125	3
Cabramatta	Co-op/church group etc	0	9
Cabramatta	Co-op/church group etc	5250	9
Cabramatta	Co-op/church group etc	7875	46
Cabramatta	Co-op/church group etc	10500	10
Cabramatta	Co-op/church group etc	11812	28
Cabramatta	Co-op/church group etc	14437	20
Cabramatta	Co-op/church group etc	18375	22
Cabramatta	Co-op/church group etc	23625	10
Cabramatta	Person not in same household	0	139
Cabramatta	Person not in same household	3937	4
Cabramatta	Person not in same household	5250	33
Cabramatta	Person not in same household	7875	41
Cabramatta	Person not in same household	10500	76
Cabramatta	Person not in same household	11812	104
Cabramatta	Person not in same household	14437	256
Cabramatta	Person not in same household	18375	380
Cabramatta	Person not in same household	23625	152
Cabramatta	Person not in same household	28875	42
Cabramatta	Person not in same household	34125	14
Cabramatta	Person not in same household	39375	3
Cabramatta	Person not in same household	44625	3
Cabramatta	Person not in same household	49875	3
Cabramatta	Real estate agent	0	24
Cabramatta	Real estate agent	3937	4
Cabramatta	Real estate agent	5250	11
Cabramatta	Real estate agent	7875	41
Cabramatta	Real estate agent	10500	53
Cabramatta	Real estate agent	11812	212
Cabramatta	Real estate agent	14437	1181
Cabramatta	Real estate agent	18375	1286
Cabramatta	Real estate agent	23625	829
Cabramatta	Real estate agent	28875	216
Cabramatta	Real estate agent	34125	31
Cabramatta	Real estate agent	39375	17
Cabramatta	Real estate agent	44625	3
Cabramatta	Real estate agent	49875	11
Cabramatta	State or territory housing authority	0	85
Cabramatta	State or territory housing authority	3937	68
Cabramatta	State or territory housing authority	5250	416
Cabramatta	State or territory housing authority	7875	329
Cabramatta	State or territory housing authority	10500	199
Cabramatta	State or territory housing authority	11812	211
Cabramatta	State or territory housing authority	14437	150
Cabramatta	State or territory housing authority	18375	207
Cabramatta	State or territory housing authority	23625	51
Cabramatta	State or territory housing authority	28875	9
Camden		0	77
Camden		5250	5
Camden		14437	7
Camden		18375	6
Camden		23625	5
Camden	(Other)	0	9
Camden	(Other)	5250	18
Camden	(Other)	7875	8
Camden	(Other)	10500	4
Camden	(Other)	11812	52
Camden	(Other)	14437	13
Camden	(Other)	18375	18
Camden	(Other)	23625	15
Camden	(Other)	28875	5
Camden	(Other)	34125	4
Camden	Co-op/church group etc	0	5
Camden	Co-op/church group etc	3937	4
Camden	Co-op/church group etc	5250	9
Camden	Co-op/church group etc	7875	7
Camden	Co-op/church group etc	10500	3
Camden	Co-op/church group etc	11812	4
Camden	Co-op/church group etc	14437	4
Camden	Co-op/church group etc	18375	5
Camden	Person not in same household	0	75
Camden	Person not in same household	3937	7
Camden	Person not in same household	5250	7
Camden	Person not in same household	7875	36
Camden	Person not in same household	10500	33
Camden	Person not in same household	11812	55
Camden	Person not in same household	14437	120
Camden	Person not in same household	18375	227
Camden	Person not in same household	23625	223
Camden	Person not in same household	28875	57
Camden	Person not in same household	34125	17
Camden	Person not in same household	39375	3
Camden	Person not in same household	49875	3
Camden	Real estate agent	0	6
Camden	Real estate agent	3937	5
Camden	Real estate agent	5250	4
Camden	Real estate agent	7875	15
Camden	Real estate agent	10500	15
Camden	Real estate agent	11812	52
Camden	Real estate agent	14437	212
Camden	Real estate agent	18375	1011
Camden	Real estate agent	23625	1670
Camden	Real estate agent	28875	783
Camden	Real estate agent	34125	114
Camden	Real estate agent	39375	46
Camden	Real estate agent	44625	8
Camden	Real estate agent	49875	9
Camden	State or territory housing authority	0	20
Camden	State or territory housing authority	3937	5
Camden	State or territory housing authority	5250	132
Camden	State or territory housing authority	7875	42
Camden	State or territory housing authority	10500	37
Camden	State or territory housing authority	11812	30
Camden	State or territory housing authority	14437	14
Camden	State or territory housing authority	18375	50
Camden	State or territory housing authority	23625	4
Campbelltown		0	42
Campbelltown		5250	3
Campbelltown		7875	8
Campbelltown		11812	3
Campbelltown		14437	3
Campbelltown		18375	13
Campbelltown		23625	7
Campbelltown	(Other)	0	3
Campbelltown	(Other)	5250	14
Campbelltown	(Other)	7875	11
Campbelltown	(Other)	10500	3
Campbelltown	(Other)	11812	4
Campbelltown	(Other)	14437	11
Campbelltown	(Other)	18375	27
Campbelltown	(Other)	23625	11
Campbelltown	(Other)	28875	4
Campbelltown	Co-op/church group etc	0	9
Campbelltown	Co-op/church group etc	3937	11
Campbelltown	Co-op/church group etc	5250	24
