SED_NAME16	Age5yr	Indigenous	Sex	persons
Blue Mountains	55-59	1	M	43
Blue Mountains	60-64		F	127
Blue Mountains	60-64		M	125
Blue Mountains	60-64	0	F	2677
Blue Mountains	60-64	0	M	2428
Blue Mountains	60-64	1	F	29
Blue Mountains	60-64	1	M	25
Blue Mountains	65+		F	421
Blue Mountains	65+		M	349
Blue Mountains	65+	0	F	7272
Blue Mountains	65+	0	M	5914
Blue Mountains	65+	1	F	41
Blue Mountains	65+	1	M	51
Cabramatta	0-4		F	102
Cabramatta	0-4		M	98
Cabramatta	0-4	0	F	2180
Cabramatta	0-4	0	M	2340
Cabramatta	0-4	1	F	41
Cabramatta	0-4	1	M	34
Cabramatta	5-9		F	94
Cabramatta	5-9		M	113
Cabramatta	5-9	0	F	2339
Cabramatta	5-9	0	M	2543
Cabramatta	5-9	1	F	32
Cabramatta	5-9	1	M	47
Cabramatta	10-14		F	115
Cabramatta	10-14		M	109
Cabramatta	10-14	0	F	2494
Cabramatta	10-14	0	M	2603
Cabramatta	10-14	1	F	25
Cabramatta	10-14	1	M	39
Cabramatta	15-19		F	113
Cabramatta	15-19		M	122
Cabramatta	15-19	0	F	2817
Cabramatta	15-19	0	M	2943
Cabramatta	15-19	1	F	31
Cabramatta	15-19	1	M	31
Cabramatta	20-24		F	113
Cabramatta	20-24		M	129
Cabramatta	20-24	0	F	3019
Cabramatta	20-24	0	M	3204
Cabramatta	20-24	1	F	29
Cabramatta	20-24	1	M	35
Cabramatta	25-29		F	104
Cabramatta	25-29		M	101
Cabramatta	25-29	0	F	2795
Cabramatta	25-29	0	M	2742
Cabramatta	25-29	1	F	15
Cabramatta	25-29	1	M	21
Cabramatta	30-34		F	114
Cabramatta	30-34		M	106
Cabramatta	30-34	0	F	2722
Cabramatta	30-34	0	M	2433
Cabramatta	30-34	1	F	8
Cabramatta	30-34	1	M	20
Cabramatta	35-39		F	100
Cabramatta	35-39		M	102
Cabramatta	35-39	0	F	2445
Cabramatta	35-39	0	M	2146
Cabramatta	35-39	1	F	18
Cabramatta	35-39	1	M	15
Cabramatta	40-44		F	105
Cabramatta	40-44		M	89
Cabramatta	40-44	0	F	2698
Cabramatta	40-44	0	M	2248
Cabramatta	40-44	1	F	18
Cabramatta	40-44	1	M	15
Cabramatta	45-49		F	112
Cabramatta	45-49		M	109
Cabramatta	45-49	0	F	2882
Cabramatta	45-49	0	M	2591
Cabramatta	45-49	1	F	20
Cabramatta	45-49	1	M	16
Cabramatta	50-54		F	100
Cabramatta	50-54		M	108
Cabramatta	50-54	0	F	2728
Cabramatta	50-54	0	M	2787
Cabramatta	50-54	1	F	19
Cabramatta	50-54	1	M	15
Cabramatta	55-59		F	119
Cabramatta	55-59		M	114
Cabramatta	55-59	0	F	2848
Cabramatta	55-59	0	M	2645
Cabramatta	55-59	1	F	16
Cabramatta	55-59	1	M	10
Cabramatta	60-64		F	90
Cabramatta	60-64		M	84
Cabramatta	60-64	0	F	2409
Cabramatta	60-64	0	M	2187
Cabramatta	60-64	1	F	8
Cabramatta	60-64	1	M	9
Cabramatta	65+		F	215
Cabramatta	65+		M	223
Cabramatta	65+	0	F	5351
Cabramatta	65+	0	M	4793
Cabramatta	65+	1	F	20
Cabramatta	65+	1	M	16
Camden	0-4		F	166
Camden	0-4		M	154
Camden	0-4	0	F	3235
Camden	0-4	0	M	3351
Camden	0-4	1	F	107
Camden	0-4	1	M	127
Camden	5-9		F	153
Camden	5-9		M	153
Camden	5-9	0	F	3184
Camden	5-9	0	M	3287
Camden	5-9	1	F	145
Camden	5-9	1	M	131
Camden	10-14		F	119
Camden	10-14		M	138
Camden	10-14	0	F	2966
Camden	10-14	0	M	3087
Camden	10-14	1	F	123
Camden	10-14	1	M	128
Camden	15-19		F	120
Camden	15-19		M	125
Camden	15-19	0	F	2767
Camden	15-19	0	M	2771
Camden	15-19	1	F	109
Camden	15-19	1	M	126
Camden	20-24		F	146
Camden	20-24		M	141
Camden	20-24	0	F	2521
Camden	20-24	0	M	2553
Camden	20-24	1	F	85
Camden	20-24	1	M	104
Camden	25-29		F	131
Camden	25-29		M	154
Camden	25-29	0	F	3048
Camden	25-29	0	M	2732
Camden	25-29	1	F	62
Camden	25-29	1	M	59
Camden	30-34		F	167
Camden	30-34		M	164
Camden	30-34	0	F	3275
Camden	30-34	0	M	3063
Camden	30-34	1	F	91
Camden	30-34	1	M	57
Camden	35-39		F	159
Camden	35-39		M	152
Camden	35-39	0	F	3105
Camden	35-39	0	M	2949
Camden	35-39	1	F	54
Camden	35-39	1	M	59
Camden	40-44		F	143
Camden	40-44		M	143
Camden	40-44	0	F	3264
Camden	40-44	0	M	3140
Camden	40-44	1	F	75
Camden	40-44	1	M	55
Camden	45-49		F	110
Camden	45-49		M	155
Camden	45-49	0	F	2842
Camden	45-49	0	M	2771
Camden	45-49	1	F	60
Camden	45-49	1	M	45
Camden	50-54		F	119
Camden	50-54		M	135
Camden	50-54	0	F	2519
Camden	50-54	0	M	2388
Camden	50-54	1	F	43
Camden	50-54	1	M	43
Camden	55-59		F	99
Camden	55-59		M	84
Camden	55-59	0	F	2206
Camden	55-59	0	M	2092
Camden	55-59	1	F	45
Camden	55-59	1	M	40
Camden	60-64		F	93
Camden	60-64		M	81
Camden	60-64	0	F	1938
Camden	60-64	0	M	1791
Camden	60-64	1	F	29
Camden	60-64	1	M	22
Camden	65+		F	315
Camden	65+		M	274
Camden	65+	0	F	4920
Camden	65+	0	M	4234
Camden	65+	1	F	36
Camden	65+	1	M	41
Campbelltown	0-4		F	143
Campbelltown	0-4		M	174
Campbelltown	0-4	0	F	2317
Campbelltown	0-4	0	M	2501
Campbelltown	0-4	1	F	230
Campbelltown	0-4	1	M	235
Campbelltown	5-9		F	173
Campbelltown	5-9		M	181
Campbelltown	5-9	0	F	2463
Campbelltown	5-9	0	M	2576
Campbelltown	5-9	1	F	226
Campbelltown	5-9	1	M	254
Campbelltown	10-14		F	163
Campbelltown	10-14		M	154
Campbelltown	10-14	0	F	2254
Campbelltown	10-14	0	M	2370
Campbelltown	10-14	1	F	230
Campbelltown	10-14	1	M	271
Campbelltown	15-19		F	144
Campbelltown	15-19		M	153
Campbelltown	15-19	0	F	2335
Campbelltown	15-19	0	M	2505
Campbelltown	15-19	1	F	220
Campbelltown	15-19	1	M	195
Campbelltown	20-24		F	184
Campbelltown	20-24		M	175
Campbelltown	20-24	0	F	2685
Campbelltown	20-24	0	M	2613
Campbelltown	20-24	1	F	189
Campbelltown	20-24	1	M	171
Campbelltown	25-29		F	167
Campbelltown	25-29		M	155
Campbelltown	25-29	0	F	2640
Campbelltown	25-29	0	M	2492
Campbelltown	25-29	1	F	128
Campbelltown	25-29	1	M	125
Campbelltown	30-34		F	173
Campbelltown	30-34		M	152
Campbelltown	30-34	0	F	2728
Campbelltown	30-34	0	M	2536
Campbelltown	30-34	1	F	130
Campbelltown	30-34	1	M	70
Campbelltown	35-39		F	178
Campbelltown	35-39		M	138
Campbelltown	35-39	0	F	2365
Campbelltown	35-39	0	M	2255
Campbelltown	35-39	1	F	126
Campbelltown	35-39	1	M	81
Campbelltown	40-44		F	128
Campbelltown	40-44		M	125
Campbelltown	40-44	0	F	2364
Campbelltown	40-44	0	M	2223
Campbelltown	40-44	1	F	121
Campbelltown	40-44	1	M	83
Campbelltown	45-49		F	128
Campbelltown	45-49		M	109
Campbelltown	45-49	0	F	2197
Campbelltown	45-49	0	M	2057
Campbelltown	45-49	1	F	108
Campbelltown	45-49	1	M	68
Campbelltown	50-54		F	124
Campbelltown	50-54		M	132
Campbelltown	50-54	0	F	2324
Campbelltown	50-54	0	M	2099
Campbelltown	50-54	1	F	71
Campbelltown	50-54	1	M	54
Campbelltown	55-59		F	121
Campbelltown	55-59		M	103
Campbelltown	55-59	0	F	2281
Campbelltown	55-59	0	M	2086
Campbelltown	55-59	1	F	81
Campbelltown	55-59	1	M	45
Campbelltown	60-64		F	137
Campbelltown	60-64		M	125
Campbelltown	60-64	0	F	2110
Campbelltown	60-64	0	M	1912
Campbelltown	60-64	1	F	57
Campbelltown	60-64	1	M	46
Campbelltown	65+		F	346
Campbelltown	65+		M	313
Campbelltown	65+	0	F	4987
Campbelltown	65+	0	M	4359
Campbelltown	65+	1	F	71
Campbelltown	65+	1	M	48
Canterbury	0-4		F	143
Canterbury	0-4		M	136
Canterbury	0-4	0	F	2413
Canterbury	0-4	0	M	2596
Canterbury	0-4	1	F	38
Canterbury	0-4	1	M	34
Canterbury	5-9		F	141
Canterbury	5-9		M	143
Canterbury	5-9	0	F	2354
Canterbury	5-9	0	M	2527
Canterbury	5-9	1	F	39
Canterbury	5-9	1	M	36
Canterbury	10-14		F	94
Canterbury	10-14		M	133
Canterbury	10-14	0	F	2140
Canterbury	10-14	0	M	2359
Canterbury	10-14	1	F	43
Canterbury	10-14	1	M	24
Canterbury	15-19		F	114
Canterbury	15-19		M	124
Canterbury	15-19	0	F	2338
Canterbury	15-19	0	M	2454
Canterbury	15-19	1	F	30
Canterbury	15-19	1	M	23
Canterbury	20-24		F	164
Canterbury	20-24		M	154
Canterbury	20-24	0	F	2751
Canterbury	20-24	0	M	2866
Canterbury	20-24	1	F	29
Canterbury	20-24	1	M	37
Canterbury	25-29		F	196
Canterbury	25-29		M	206
Canterbury	25-29	0	F	3348
Canterbury	25-29	0	M	3366
Canterbury	25-29	1	F	29
Canterbury	25-29	1	M	23
Canterbury	30-34		F	167
Canterbury	30-34		M	167
Canterbury	30-34	0	F	3380
Canterbury	30-34	0	M	3376
Canterbury	30-34	1	F	25
Canterbury	30-34	1	M	14
Canterbury	35-39		F	164
Canterbury	35-39		M	166
Canterbury	35-39	0	F	2955
Canterbury	35-39	0	M	2990
Canterbury	35-39	1	F	18
Canterbury	35-39	1	M	14
Canterbury	40-44		F	184
Canterbury	40-44		M	172
Canterbury	40-44	0	F	2978
Canterbury	40-44	0	M	2864
Canterbury	40-44	1	F	31
Canterbury	40-44	1	M	17
Canterbury	45-49		F	158
Canterbury	45-49		M	147
Canterbury	45-49	0	F	3039
Canterbury	45-49	0	M	2774
Canterbury	45-49	1	F	23
Canterbury	45-49	1	M	23
Canterbury	50-54		F	146
Canterbury	50-54		M	134
Canterbury	50-54	0	F	2829
Canterbury	50-54	0	M	2781
Canterbury	50-54	1	F	25
Canterbury	50-54	1	M	4
Canterbury	55-59		F	122
Canterbury	55-59		M	122
Canterbury	55-59	0	F	2450
Canterbury	55-59	0	M	2319
Canterbury	55-59	1	F	12
Canterbury	55-59	1	M	13
Canterbury	60-64		F	119
Canterbury	60-64		M	118
Canterbury	60-64	0	F	2172
Canterbury	60-64	0	M	1903
Canterbury	60-64	1	F	8
Canterbury	60-64	1	M	12
Canterbury	65+		F	378
Canterbury	65+		M	311
Canterbury	65+	0	F	6651
Canterbury	65+	0	M	5836
Canterbury	65+	1	F	34
Canterbury	65+	1	M	22
Castle Hill	0-4		F	58
Castle Hill	0-4		M	59
Castle Hill	0-4	0	F	2275
Castle Hill	0-4	0	M	2407
Castle Hill	0-4	1	F	19
Castle Hill	0-4	1	M	25
Castle Hill	5-9		F	73
Castle Hill	5-9		M	87
Castle Hill	5-9	0	F	2929
Castle Hill	5-9	0	M	3186
Castle Hill	5-9	1	F	25
Castle Hill	5-9	1	M	22
Castle Hill	10-14		F	90
Castle Hill	10-14		M	71
Castle Hill	10-14	0	F	3097
Castle Hill	10-14	0	M	3198
Castle Hill	10-14	1	F	37
Castle Hill	10-14	1	M	36
Castle Hill	15-19		F	84
Castle Hill	15-19		M	73
Castle Hill	15-19	0	F	2881
Castle Hill	15-19	0	M	3002
Castle Hill	15-19	1	F	30
Castle Hill	15-19	1	M	36
Castle Hill	20-24		F	63
Castle Hill	20-24		M	61
Castle Hill	20-24	0	F	2227
Castle Hill	20-24	0	M	2539
Castle Hill	20-24	1	F	15
Castle Hill	20-24	1	M	23
Castle Hill	25-29		F	65
Castle Hill	25-29		M	67
Castle Hill	25-29	0	F	1765
Castle Hill	25-29	0	M	1849
Castle Hill	25-29	1	F	3
Castle Hill	25-29	1	M	6
Castle Hill	30-34		F	73
Castle Hill	30-34		M	59
Castle Hill	30-34	0	F	2217
Castle Hill	30-34	0	M	1947
Castle Hill	30-34	1	F	14
Castle Hill	30-34	1	M	6
Castle Hill	35-39		F	74
Castle Hill	35-39		M	79
Castle Hill	35-39	0	F	2928
Castle Hill	35-39	0	M	2469
Castle Hill	35-39	1	F	5
Castle Hill	35-39	1	M	13
Castle Hill	40-44		F	96
Castle Hill	40-44		M	83
Castle Hill	40-44	0	F	3344
Castle Hill	40-44	0	M	3015
Castle Hill	40-44	1	F	11
Castle Hill	40-44	1	M	6
Castle Hill	45-49		F	85
Castle Hill	45-49		M	94
Castle Hill	45-49	0	F	3190
Castle Hill	45-49	0	M	2890
Castle Hill	45-49	1	F	22
Castle Hill	45-49	1	M	9
Castle Hill	50-54		F	85
Castle Hill	50-54		M	105
Castle Hill	50-54	0	F	2661
Castle Hill	50-54	0	M	2624
Castle Hill	50-54	1	F	8
Castle Hill	50-54	1	M	8
Castle Hill	55-59		F	58
Castle Hill	55-59		M	73
Castle Hill	55-59	0	F	2373
Castle Hill	55-59	0	M	2337
Castle Hill	55-59	1	F	6
Castle Hill	55-59	1	M	8
Castle Hill	60-64		F	67
Castle Hill	60-64		M	62
Castle Hill	60-64	0	F	2154
Castle Hill	60-64	0	M	1979
Castle Hill	60-64	1	F	6
Castle Hill	60-64	1	M	3
Castle Hill	65+		F	198
Castle Hill	65+		M	177
Castle Hill	65+	0	F	5056
Castle Hill	65+	0	M	4547
Castle Hill	65+	1	F	17
Castle Hill	65+	1	M	6
Cessnock	0-4		F	166
Cessnock	0-4		M	147
Cessnock	0-4	0	F	2269
Cessnock	0-4	0	M	2297
Cessnock	0-4	1	F	284
Cessnock	0-4	1	M	321
Cessnock	5-9		F	149
Cessnock	5-9		M	175
Cessnock	5-9	0	F	2297
Cessnock	5-9	0	M	2304
Cessnock	5-9	1	F	315
Cessnock	5-9	1	M	344
Cessnock	10-14		F	144
Cessnock	10-14		M	151
Cessnock	10-14	0	F	2034
Cessnock	10-14	0	M	2107
Cessnock	10-14	1	F	286
Cessnock	10-14	1	M	324
Cessnock	15-19		F	127
Cessnock	15-19		M	141
Cessnock	15-19	0	F	1965
Cessnock	15-19	0	M	2033
Cessnock	15-19	1	F	244
Cessnock	15-19	1	M	254
Cessnock	20-24		F	119
Cessnock	20-24		M	146
Cessnock	20-24	0	F	1946
Cessnock	20-24	0	M	1928
Cessnock	20-24	1	F	198
Cessnock	20-24	1	M	287
Cessnock	25-29		F	141
Cessnock	25-29		M	146
Cessnock	25-29	0	F	2206
Cessnock	25-29	0	M	2014
Cessnock	25-29	1	F	162
Cessnock	25-29	1	M	193
Cessnock	30-34		F	174
Cessnock	30-34		M	133
Cessnock	30-34	0	F	2378
Cessnock	30-34	0	M	2285
Cessnock	30-34	1	F	149
Cessnock	30-34	1	M	179
Cessnock	35-39		F	103
Cessnock	35-39		M	123
Cessnock	35-39	0	F	2114
Cessnock	35-39	0	M	2192
Cessnock	35-39	1	F	131
Cessnock	35-39	1	M	178
Cessnock	40-44		F	143
Cessnock	40-44		M	135
Cessnock	40-44	0	F	2270
Cessnock	40-44	0	M	2242
Cessnock	40-44	1	F	139
Cessnock	40-44	1	M	132
Cessnock	45-49		F	146
Cessnock	45-49		M	141
Cessnock	45-49	0	F	2167
Cessnock	45-49	0	M	2225
Cessnock	45-49	1	F	132
Cessnock	45-49	1	M	132
Cessnock	50-54		F	138
Cessnock	50-54		M	141
Cessnock	50-54	0	F	2114
Cessnock	50-54	0	M	2026
Cessnock	50-54	1	F	115
Cessnock	50-54	1	M	108
Cessnock	55-59		F	156
Cessnock	55-59		M	147
Cessnock	55-59	0	F	2243
Cessnock	55-59	0	M	2146
Cessnock	55-59	1	F	121
Cessnock	55-59	1	M	93
Cessnock	60-64		F	128
Cessnock	60-64		M	156
Cessnock	60-64	0	F	2092
Cessnock	60-64	0	M	2044
Cessnock	60-64	1	F	65
Cessnock	60-64	1	M	70
Cessnock	65+		F	524
Cessnock	65+		M	440
Cessnock	65+	0	F	5783
Cessnock	65+	0	M	5078
Cessnock	65+	1	F	116
Cessnock	65+	1	M	95
Charlestown	0-4		F	67
Charlestown	0-4		M	67
Charlestown	0-4	0	F	1968
Charlestown	0-4	0	M	2123
Charlestown	0-4	1	F	127
Charlestown	0-4	1	M	148
Charlestown	5-9		F	84
Charlestown	5-9		M	87
Charlestown	5-9	0	F	2081
Charlestown	5-9	0	M	2241
Charlestown	5-9	1	F	146
Charlestown	5-9	1	M	156
Charlestown	10-14		F	65
Charlestown	10-14		M	81
Charlestown	10-14	0	F	2006
Charlestown	10-14	0	M	2104
Charlestown	10-14	1	F	141
Charlestown	10-14	1	M	151
Charlestown	15-19		F	60
Charlestown	15-19		M	76
Charlestown	15-19	0	F	1872
Charlestown	15-19	0	M	2098
Charlestown	15-19	1	F	124
Charlestown	15-19	1	M	133
Charlestown	20-24		F	70
Charlestown	20-24		M	65
Charlestown	20-24	0	F	1828
Charlestown	20-24	0	M	1900
Charlestown	20-24	1	F	114
Charlestown	20-24	1	M	100
Charlestown	25-29		F	79
Charlestown	25-29		M	88
Charlestown	25-29	0	F	1871
Charlestown	25-29	0	M	1780
Charlestown	25-29	1	F	97
Charlestown	25-29	1	M	72
Charlestown	30-34		F	70
Charlestown	30-34		M	93
Charlestown	30-34	0	F	2123
Charlestown	30-34	0	M	2001
Charlestown	30-34	1	F	85
Charlestown	30-34	1	M	64
Charlestown	35-39		F	84
Charlestown	35-39		M	83
Charlestown	35-39	0	F	2158
Charlestown	35-39	0	M	2044
Charlestown	35-39	1	F	73
Charlestown	35-39	1	M	54
Charlestown	40-44		F	82
Charlestown	40-44		M	90
Charlestown	40-44	0	F	2372
Charlestown	40-44	0	M	2141
Charlestown	40-44	1	F	71
Charlestown	40-44	1	M	67
Charlestown	45-49		F	87
Charlestown	45-49		M	112
Charlestown	45-49	0	F	2374
Charlestown	45-49	0	M	2301
Charlestown	45-49	1	F	60
Charlestown	45-49	1	M	73
Charlestown	50-54		F	84
Charlestown	50-54		M	91
Charlestown	50-54	0	F	2270
Charlestown	50-54	0	M	2057
Charlestown	50-54	1	F	49
Charlestown	50-54	1	M	59
Charlestown	55-59		F	76
Charlestown	55-59		M	85
Charlestown	55-59	0	F	2292
Charlestown	55-59	0	M	2097
Charlestown	55-59	1	F	43
Charlestown	55-59	1	M	43
Charlestown	60-64		F	66
Charlestown	60-64		M	80
Charlestown	60-64	0	F	2010
Charlestown	60-64	0	M	1829
Charlestown	60-64	1	F	37
Charlestown	60-64	1	M	35
Charlestown	65+		F	315
Charlestown	65+		M	238
Charlestown	65+	0	F	7294
Charlestown	65+	0	M	5732
Charlestown	65+	1	F	63
Charlestown	65+	1	M	49
Clarence	0-4		F	132
Clarence	0-4		M	133
Clarence	0-4	0	F	1447
Clarence	0-4	0	M	1561
Clarence	0-4	1	F	275
Clarence	0-4	1	M	294
Clarence	5-9		F	154
Clarence	5-9		M	158
Clarence	5-9	0	F	1715
Clarence	5-9	0	M	1821
Clarence	5-9	1	F	306
Clarence	5-9	1	M	319
Clarence	10-14		F	154
Clarence	10-14		M	178
Clarence	10-14	0	F	1649
Clarence	10-14	0	M	1828
Clarence	10-14	1	F	256
Clarence	10-14	1	M	306
Clarence	15-19		F	158
Clarence	15-19		M	198
Clarence	15-19	0	F	1751
Clarence	15-19	0	M	1851
Clarence	15-19	1	F	250
Clarence	15-19	1	M	258
Clarence	20-24		F	100
Clarence	20-24		M	125
Clarence	20-24	0	F	1223
Clarence	20-24	0	M	1341
Clarence	20-24	1	F	201
Clarence	20-24	1	M	181
Clarence	25-29		F	110
Clarence	25-29		M	108
Clarence	25-29	0	F	1316
Clarence	25-29	0	M	1277
Clarence	25-29	1	F	143
Clarence	25-29	1	M	152
Clarence	30-34		F	101
Clarence	30-34		M	106
Clarence	30-34	0	F	1307
Clarence	30-34	0	M	1251
Clarence	30-34	1	F	126
Clarence	30-34	1	M	139
Clarence	35-39		F	128
Clarence	35-39		M	136
Clarence	35-39	0	F	1580
Clarence	35-39	0	M	1387
Clarence	35-39	1	F	116
Clarence	35-39	1	M	102
Clarence	40-44		F	184
Clarence	40-44		M	159
Clarence	40-44	0	F	1812
Clarence	40-44	0	M	1755
Clarence	40-44	1	F	143
Clarence	40-44	1	M	106
Clarence	45-49		F	169
Clarence	45-49		M	153
Clarence	45-49	0	F	2012
Clarence	45-49	0	M	1816
Clarence	45-49	1	F	142
Clarence	45-49	1	M	119
Clarence	50-54		F	170
Clarence	50-54		M	199
Clarence	50-54	0	F	2307
Clarence	50-54	0	M	2286
Clarence	50-54	1	F	135
Clarence	50-54	1	M	127
Clarence	55-59		F	223
Clarence	55-59		M	229
Clarence	55-59	0	F	2621
Clarence	55-59	0	M	2459
Clarence	55-59	1	F	119
Clarence	55-59	1	M	106
Clarence	60-64		F	198
Clarence	60-64		M	222
Clarence	60-64	0	F	2642
Clarence	60-64	0	M	2668
Clarence	60-64	1	F	96
Clarence	60-64	1	M	77
Clarence	65+		F	678
Clarence	65+		M	659
Clarence	65+	0	F	8563
Clarence	65+	0	M	7978
Clarence	65+	1	F	137
Clarence	65+	1	M	122
Coffs Harbour	0-4		F	139
Coffs Harbour	0-4		M	116
Coffs Harbour	0-4	0	F	1665
Coffs Harbour	0-4	0	M	1753
Coffs Harbour	0-4	1	F	201
Coffs Harbour	0-4	1	M	193
Coffs Harbour	5-9		F	123
Coffs Harbour	5-9		M	152
Coffs Harbour	5-9	0	F	2011
Coffs Harbour	5-9	0	M	2005
Coffs Harbour	5-9	1	F	225
Coffs Harbour	5-9	1	M	250
Coffs Harbour	10-14		F	130
Coffs Harbour	10-14		M	109
Coffs Harbour	10-14	0	F	1893
Coffs Harbour	10-14	0	M	1996
Coffs Harbour	10-14	1	F	203
Coffs Harbour	10-14	1	M	201
Coffs Harbour	15-19		F	126
Coffs Harbour	15-19		M	122
Coffs Harbour	15-19	0	F	1775
Coffs Harbour	15-19	0	M	1894
Coffs Harbour	15-19	1	F	205
Coffs Harbour	15-19	1	M	208
Coffs Harbour	20-24		F	124
Coffs Harbour	20-24		M	145
Coffs Harbour	20-24	0	F	1530
Coffs Harbour	20-24	0	M	1594
Coffs Harbour	20-24	1	F	143
Coffs Harbour	20-24	1	M	146
Coffs Harbour	25-29		F	123
Coffs Harbour	25-29		M	150
Coffs Harbour	25-29	0	F	1669
Coffs Harbour	25-29	0	M	1565
Coffs Harbour	25-29	1	F	133
Coffs Harbour	25-29	1	M	118
Coffs Harbour	30-34		F	118
Coffs Harbour	30-34		M	126
Coffs Harbour	30-34	0	F	1808
Coffs Harbour	30-34	0	M	1642
Coffs Harbour	30-34	1	F	98
Coffs Harbour	30-34	1	M	99
Coffs Harbour	35-39		F	116
Coffs Harbour	35-39		M	113
Coffs Harbour	35-39	0	F	1774
Coffs Harbour	35-39	0	M	1603
Coffs Harbour	35-39	1	F	116
Coffs Harbour	35-39	1	M	70
Coffs Harbour	40-44		F	122
Coffs Harbour	40-44		M	140
Coffs Harbour	40-44	0	F	2103
Coffs Harbour	40-44	0	M	1889
Coffs Harbour	40-44	1	F	94
Coffs Harbour	40-44	1	M	79
Coffs Harbour	45-49		F	166
Coffs Harbour	45-49		M	131
Coffs Harbour	45-49	0	F	2233
Coffs Harbour	45-49	0	M	1948
Coffs Harbour	45-49	1	F	128
Coffs Harbour	45-49	1	M	96
Coffs Harbour	50-54		F	175
Coffs Harbour	50-54		M	148
Coffs Harbour	50-54	0	F	2378
Coffs Harbour	50-54	0	M	2070
Coffs Harbour	50-54	1	F	86
Coffs Harbour	50-54	1	M	73
Coffs Harbour	55-59		F	176
Coffs Harbour	55-59		M	233
Coffs Harbour	55-59	0	F	2570
Coffs Harbour	55-59	0	M	2234
Coffs Harbour	55-59	1	F	84
Coffs Harbour	55-59	1	M	88
Coffs Harbour	60-64		F	161
Coffs Harbour	60-64		M	176
Coffs Harbour	60-64	0	F	2418
Coffs Harbour	60-64	0	M	2424
Coffs Harbour	60-64	1	F	61
Coffs Harbour	60-64	1	M	57
Coffs Harbour	65+		F	638
Coffs Harbour	65+		M	506
Coffs Harbour	65+	0	F	7467
Coffs Harbour	65+	0	M	6579
Coffs Harbour	65+	1	F	105
Coffs Harbour	65+	1	M	78
Coogee	0-4		F	184
Coogee	0-4		M	187
Coogee	0-4	0	F	2368
Coogee	0-4	0	M	2388
Coogee	0-4	1	F	24
Coogee	0-4	1	M	27
Coogee	5-9		F	138
Coogee	5-9		M	165
Coogee	5-9	0	F	2076
Coogee	5-9	0	M	2113
Coogee	5-9	1	F	27
Coogee	5-9	1	M	22
Coogee	10-14		F	108
Coogee	10-14		M	107
Coogee	10-14	0	F	1647
Coogee	10-14	0	M	1660
Coogee	10-14	1	F	17
Coogee	10-14	1	M	21
Coogee	15-19		F	104
Coogee	15-19		M	162
Coogee	15-19	0	F	1480
Coogee	15-19	0	M	1480
Coogee	15-19	1	F	19
Coogee	15-19	1	M	16
Coogee	20-24		F	296
Coogee	20-24		M	290
Coogee	20-24	0	F	2476
Coogee	20-24	0	M	2171
Coogee	20-24	1	F	34
Coogee	20-24	1	M	23
Coogee	25-29		F	433
Coogee	25-29		M	453
Coogee	25-29	0	F	4238
Coogee	25-29	0	M	3510
Coogee	25-29	1	F	24
Coogee	25-29	1	M	27
Coogee	30-34		F	468
Coogee	30-34		M	424
Coogee	30-34	0	F	4513
Coogee	30-34	0	M	4026
Coogee	30-34	1	F	26
Coogee	30-34	1	M	13
Coogee	35-39		F	364
Coogee	35-39		M	332
Coogee	35-39	0	F	3748
Coogee	35-39	0	M	3449
Coogee	35-39	1	F	23
Coogee	35-39	1	M	20
Coogee	40-44		F	232
Coogee	40-44		M	267
Coogee	40-44	0	F	3030
Coogee	40-44	0	M	2898
Coogee	40-44	1	F	14
Coogee	40-44	1	M	23
Coogee	45-49		F	247
Coogee	45-49		M	237
Coogee	45-49	0	F	2742
Coogee	45-49	0	M	2547
Coogee	45-49	1	F	18
Coogee	45-49	1	M	13
Coogee	50-54		F	191
Coogee	50-54		M	225
Coogee	50-54	0	F	2215
Coogee	50-54	0	M	2167
Coogee	50-54	1	F	18
Coogee	50-54	1	M	13
Coogee	55-59		F	149
Coogee	55-59		M	182
Coogee	55-59	0	F	1958
Coogee	55-59	0	M	1765
Coogee	55-59	1	F	16
Coogee	55-59	1	M	18
Coogee	60-64		F	149
Coogee	60-64		M	153
Coogee	60-64	0	F	1573
Coogee	60-64	0	M	1485
Coogee	60-64	1	F	12
Coogee	60-64	1	M	3
Coogee	65+		F	630
Coogee	65+		M	488
Coogee	65+	0	F	5379
Coogee	65+	0	M	4172
Coogee	65+	1	F	15
Coogee	65+	1	M	9
Cootamundra	0-4		F	160
Cootamundra	0-4		M	154
Cootamundra	0-4	0	F	1648
Cootamundra	0-4	0	M	1704
Cootamundra	0-4	1	F	188
Cootamundra	0-4	1	M	236
Cootamundra	5-9		F	189
Cootamundra	5-9		M	194
Cootamundra	5-9	0	F	1953
Cootamundra	5-9	0	M	2006
Cootamundra	5-9	1	F	246
Cootamundra	5-9	1	M	239
Cootamundra	10-14		F	153
Cootamundra	10-14		M	214
Cootamundra	10-14	0	F	1834
Cootamundra	10-14	0	M	2010
Cootamundra	10-14	1	F	213
Cootamundra	10-14	1	M	237
Cootamundra	15-19		F	182
Cootamundra	15-19		M	152
Cootamundra	15-19	0	F	1694
Cootamundra	15-19	0	M	1758
Cootamundra	15-19	1	F	172
Cootamundra	15-19	1	M	198
Cootamundra	20-24		F	134
Cootamundra	20-24		M	133
Cootamundra	20-24	0	F	1369
Cootamundra	20-24	0	M	1487
