SED_NAME16	Age	UsualResidence	persons
Auburn	55-64	Visitor same SA2	4
Auburn	65-74	Home	5089
Auburn	65-74	Visitor from NSW	143
Auburn	65-74	Visitor from QLD	11
Auburn	65-74	Visitor from SA	4
Auburn	65-74	Visitor from VIC	14
Auburn	65-74	Visitor from WA	3
Auburn	65-74	Visitor same SA2	9
Auburn	75-84	Home	2681
Auburn	75-84	Visitor from NSW	68
Auburn	75-84	Visitor from QLD	3
Auburn	75-84	Visitor from VIC	3
Auburn	75-84	Visitor same SA2	4
Auburn	85+	Home	1120
Auburn	85+	Visitor from NSW	41
Ballina	0-14	Home	11866
Ballina	0-14	Visitor from ACT	3
Ballina	0-14	Visitor from NSW	263
Ballina	0-14	Visitor from NT	3
Ballina	0-14	Visitor from QLD	62
Ballina	0-14	Visitor from SA	13
Ballina	0-14	Visitor from VIC	75
Ballina	0-14	Visitor from WA	7
Ballina	0-14	Visitor same SA2	12
Ballina	15-24	Home	6330
Ballina	15-24	Visitor from ACT	6
Ballina	15-24	Visitor from NSW	316
Ballina	15-24	Visitor from NT	3
Ballina	15-24	Visitor from QLD	102
Ballina	15-24	Visitor from SA	4
Ballina	15-24	Visitor from TAS	5
Ballina	15-24	Visitor from VIC	50
Ballina	15-24	Visitor from WA	11
Ballina	15-24	Visitor same SA2	17
Ballina	25-34	Home	6412
Ballina	25-34	Visitor from ACT	4
Ballina	25-34	Visitor from NSW	435
Ballina	25-34	Visitor from NT	3
Ballina	25-34	Visitor from QLD	165
Ballina	25-34	Visitor from SA	16
Ballina	25-34	Visitor from TAS	4
Ballina	25-34	Visitor from VIC	79
Ballina	25-34	Visitor from WA	14
Ballina	25-34	Visitor same SA2	22
Ballina	35-44	Home	8547
Ballina	35-44	Visitor from ACT	9
Ballina	35-44	Visitor from NSW	353
Ballina	35-44	Visitor from NT	3
Ballina	35-44	Visitor from QLD	129
Ballina	35-44	Visitor from SA	5
Ballina	35-44	Visitor from TAS	8
Ballina	35-44	Visitor from VIC	101
Ballina	35-44	Visitor from WA	11
Ballina	35-44	Visitor same SA2	11
Ballina	45-54	Home	10050
Ballina	45-54	Visitor from ACT	4
Ballina	45-54	Visitor from NSW	402
Ballina	45-54	Visitor from NT	3
Ballina	45-54	Visitor from QLD	116
Ballina	45-54	Visitor from SA	25
Ballina	45-54	Visitor from TAS	10
Ballina	45-54	Visitor from VIC	64
Ballina	45-54	Visitor from WA	8
Ballina	45-54	Visitor same SA2	19
Ballina	55-64	Home	11061
Ballina	55-64	Visitor from ACT	16
Ballina	55-64	Visitor from NSW	529
Ballina	55-64	Visitor from NT	3
Ballina	55-64	Visitor from QLD	184
Ballina	55-64	Visitor from SA	36
Ballina	55-64	Visitor from TAS	27
Ballina	55-64	Visitor from VIC	201
Ballina	55-64	Visitor from WA	19
Ballina	55-64	Visitor same SA2	16
Ballina	65-74	Home	8237
Ballina	65-74	Visitor from ACT	19
Ballina	65-74	Visitor from NSW	482
Ballina	65-74	Visitor from NT	4
Ballina	65-74	Visitor from QLD	154
Ballina	65-74	Visitor from SA	58
Ballina	65-74	Visitor from TAS	46
Ballina	65-74	Visitor from VIC	303
Ballina	65-74	Visitor from WA	15
Ballina	65-74	Visitor same SA2	11
Ballina	75-84	Home	4225
Ballina	75-84	Visitor from ACT	9
Ballina	75-84	Visitor from NSW	177
Ballina	75-84	Visitor from QLD	27
Ballina	75-84	Visitor from SA	14
Ballina	75-84	Visitor from TAS	12
Ballina	75-84	Visitor from VIC	93
Ballina	75-84	Visitor from WA	3
Ballina	75-84	Visitor same SA2	11
Ballina	85+	Home	2329
Ballina	85+	Visitor from NSW	101
Ballina	85+	Visitor from QLD	9
Ballina	85+	Visitor from SA	5
Ballina	85+	Visitor from VIC	15
Ballina	85+	Visitor same SA2	3
Balmain	0-14	Home	12063
Balmain	0-14	Visitor from ACT	3
Balmain	0-14	Visitor from NSW	135
Balmain	0-14	Visitor from QLD	4
Balmain	0-14	Visitor from VIC	3
Balmain	15-24	Home	10123
Balmain	15-24	Visitor from ACT	13
Balmain	15-24	Visitor from NSW	384
Balmain	15-24	Visitor from QLD	11
Balmain	15-24	Visitor from SA	3
Balmain	15-24	Visitor from VIC	16
Balmain	15-24	Visitor from WA	12
Balmain	15-24	Visitor same SA2	10
Balmain	25-34	Home	15612
Balmain	25-34	Visitor from ACT	10
Balmain	25-34	Visitor from NSW	526
Balmain	25-34	Visitor from QLD	18
Balmain	25-34	Visitor from SA	9
Balmain	25-34	Visitor from TAS	6
Balmain	25-34	Visitor from VIC	25
Balmain	25-34	Visitor from WA	6
Balmain	25-34	Visitor same SA2	13
Balmain	35-44	Home	13993
Balmain	35-44	Visitor from ACT	3
Balmain	35-44	Visitor from NSW	304
Balmain	35-44	Visitor from NT	6
Balmain	35-44	Visitor from QLD	22
Balmain	35-44	Visitor from SA	6
Balmain	35-44	Visitor from VIC	35
Balmain	35-44	Visitor from WA	8
Balmain	35-44	Visitor same SA2	6
Balmain	45-54	Home	10508
Balmain	45-54	Visitor from ACT	10
Balmain	45-54	Visitor from NSW	270
Balmain	45-54	Visitor from QLD	27
Balmain	45-54	Visitor from SA	7
Balmain	45-54	Visitor from TAS	3
Balmain	45-54	Visitor from VIC	28
Balmain	45-54	Visitor from WA	9
Balmain	45-54	Visitor same SA2	3
Balmain	55-64	Home	7974
Balmain	55-64	Visitor from ACT	11
Balmain	55-64	Visitor from NSW	245
Balmain	55-64	Visitor from QLD	31
Balmain	55-64	Visitor from SA	17
Balmain	55-64	Visitor from TAS	10
Balmain	55-64	Visitor from VIC	34
Balmain	55-64	Visitor from WA	9
Balmain	55-64	Visitor same SA2	3
Balmain	65-74	Home	5519
Balmain	65-74	Visitor from ACT	16
Balmain	65-74	Visitor from NSW	163
Balmain	65-74	Visitor from QLD	42
Balmain	65-74	Visitor from SA	7
Balmain	65-74	Visitor from TAS	6
Balmain	65-74	Visitor from VIC	17
Balmain	65-74	Visitor from WA	13
Balmain	65-74	Visitor same SA2	7
Balmain	75-84	Home	2228
Balmain	75-84	Visitor from ACT	4
Balmain	75-84	Visitor from NSW	85
Balmain	75-84	Visitor from QLD	3
Balmain	75-84	Visitor from SA	6
Balmain	75-84	Visitor from TAS	4
Balmain	75-84	Visitor from VIC	8
Balmain	75-84	Visitor from WA	4
Balmain	75-84	Visitor same SA2	9
Balmain	85+	Home	910
Balmain	85+	Visitor from NSW	53
Balmain	85+	Visitor same SA2	3
Bankstown	0-14	Home	18518
Bankstown	0-14	Visitor from ACT	4
Bankstown	0-14	Visitor from NSW	284
Bankstown	0-14	Visitor from QLD	4
Bankstown	0-14	Visitor same SA2	25
Bankstown	15-24	Home	11678
Bankstown	15-24	Visitor from ACT	4
Bankstown	15-24	Visitor from NSW	303
Bankstown	15-24	Visitor from QLD	10
Bankstown	15-24	Visitor from VIC	14
Bankstown	15-24	Visitor from WA	6
Bankstown	15-24	Visitor same SA2	19
Bankstown	25-34	Home	12614
Bankstown	25-34	Visitor from NSW	492
Bankstown	25-34	Visitor from QLD	12
Bankstown	25-34	Visitor from SA	7
Bankstown	25-34	Visitor from TAS	4
Bankstown	25-34	Visitor from VIC	10
Bankstown	25-34	Visitor from WA	4
Bankstown	25-34	Visitor same SA2	24
Bankstown	35-44	Home	10753
Bankstown	35-44	Visitor from ACT	7
Bankstown	35-44	Visitor from NSW	296
Bankstown	35-44	Visitor from NT	4
Bankstown	35-44	Visitor from QLD	19
Bankstown	35-44	Visitor from VIC	13
Bankstown	35-44	Visitor same SA2	17
Bankstown	45-54	Home	10165
Bankstown	45-54	Visitor from NSW	229
Bankstown	45-54	Visitor from QLD	37
Bankstown	45-54	Visitor from SA	10
Bankstown	45-54	Visitor from TAS	4
Bankstown	45-54	Visitor from VIC	14
Bankstown	45-54	Visitor from WA	7
Bankstown	45-54	Visitor same SA2	18
Bankstown	55-64	Home	8780
Bankstown	55-64	Visitor from ACT	4
Bankstown	55-64	Visitor from NSW	233
Bankstown	55-64	Visitor from QLD	15
Bankstown	55-64	Visitor from SA	4
Bankstown	55-64	Visitor from VIC	24
Bankstown	55-64	Visitor same SA2	17
Bankstown	65-74	Home	5608
Bankstown	65-74	Visitor from ACT	9
Bankstown	65-74	Visitor from NSW	188
Bankstown	65-74	Visitor from QLD	8
Bankstown	65-74	Visitor from SA	3
Bankstown	65-74	Visitor from VIC	10
Bankstown	65-74	Visitor same SA2	8
Bankstown	75-84	Home	3323
Bankstown	75-84	Visitor from NSW	112
Bankstown	75-84	Visitor from VIC	4
Bankstown	75-84	Visitor from WA	3
Bankstown	75-84	Visitor same SA2	3
Bankstown	85+	Home	1683
Bankstown	85+	Visitor from NSW	125
Bankstown	85+	Visitor same SA2	9
Barwon	0-14	Home	14509
Barwon	0-14	Visitor from ACT	4
Barwon	0-14	Visitor from NSW	359
Barwon	0-14	Visitor from QLD	26
Barwon	0-14	Visitor from SA	9
Barwon	0-14	Visitor from VIC	26
Barwon	0-14	Visitor from WA	8
Barwon	0-14	Visitor same SA2	61
Barwon	15-24	Home	7145
Barwon	15-24	Visitor from ACT	10
Barwon	15-24	Visitor from NSW	660
Barwon	15-24	Visitor from NT	3
Barwon	15-24	Visitor from QLD	44
Barwon	15-24	Visitor from SA	29
Barwon	15-24	Visitor from VIC	23
Barwon	15-24	Visitor from WA	3
Barwon	15-24	Visitor same SA2	48
Barwon	25-34	Home	8203
Barwon	25-34	Visitor from ACT	12
Barwon	25-34	Visitor from NSW	741
Barwon	25-34	Visitor from NT	6
Barwon	25-34	Visitor from QLD	66
Barwon	25-34	Visitor from SA	48
Barwon	25-34	Visitor from TAS	4
Barwon	25-34	Visitor from VIC	59
Barwon	25-34	Visitor same SA2	46
Barwon	35-44	Home	7806
Barwon	35-44	Visitor from ACT	10
Barwon	35-44	Visitor from NSW	514
Barwon	35-44	Visitor from QLD	77
Barwon	35-44	Visitor from SA	50
Barwon	35-44	Visitor from TAS	3
Barwon	35-44	Visitor from VIC	33
Barwon	35-44	Visitor from WA	22
Barwon	35-44	Visitor same SA2	32
Barwon	45-54	Home	9598
Barwon	45-54	Visitor from ACT	13
Barwon	45-54	Visitor from NSW	697
Barwon	45-54	Visitor from NT	5
Barwon	45-54	Visitor from QLD	116
Barwon	45-54	Visitor from SA	63
Barwon	45-54	Visitor from TAS	10
Barwon	45-54	Visitor from VIC	92
Barwon	45-54	Visitor from WA	11
Barwon	45-54	Visitor same SA2	36
Barwon	55-64	Home	10124
Barwon	55-64	Visitor from ACT	19
Barwon	55-64	Visitor from NSW	797
Barwon	55-64	Visitor from QLD	120
Barwon	55-64	Visitor from SA	104
Barwon	55-64	Visitor from TAS	14
Barwon	55-64	Visitor from VIC	256
Barwon	55-64	Visitor from WA	27
Barwon	55-64	Visitor same SA2	38
Barwon	65-74	Home	7854
Barwon	65-74	Visitor from ACT	5
Barwon	65-74	Visitor from NSW	688
Barwon	65-74	Visitor from QLD	115
Barwon	65-74	Visitor from SA	183
Barwon	65-74	Visitor from TAS	23
Barwon	65-74	Visitor from VIC	374
Barwon	65-74	Visitor from WA	61
Barwon	65-74	Visitor same SA2	30
Barwon	75-84	Home	4628
Barwon	75-84	Visitor from ACT	12
Barwon	75-84	Visitor from NSW	256
Barwon	75-84	Visitor from QLD	12
Barwon	75-84	Visitor from SA	23
Barwon	75-84	Visitor from TAS	6
Barwon	75-84	Visitor from VIC	95
Barwon	75-84	Visitor same SA2	26
Barwon	85+	Home	1807
Barwon	85+	Visitor from NSW	75
Barwon	85+	Visitor from QLD	3
Barwon	85+	Visitor from SA	4
Barwon	85+	Visitor from VIC	6
Barwon	85+	Visitor same SA2	7
Bathurst	0-14	Home	14242
Bathurst	0-14	Visitor from NSW	279
Bathurst	0-14	Visitor from NT	3
Bathurst	0-14	Visitor from QLD	8
Bathurst	0-14	Visitor from TAS	3
Bathurst	0-14	Visitor from VIC	8
Bathurst	0-14	Visitor same SA2	24
Bathurst	15-24	Home	9392
Bathurst	15-24	Visitor from ACT	16
Bathurst	15-24	Visitor from NSW	988
Bathurst	15-24	Visitor from NT	3
Bathurst	15-24	Visitor from QLD	20
Bathurst	15-24	Visitor from VIC	15
Bathurst	15-24	Visitor same SA2	23
Bathurst	25-34	Home	8323
Bathurst	25-34	Visitor from ACT	6
Bathurst	25-34	Visitor from NSW	438
Bathurst	25-34	Visitor from NT	3
Bathurst	25-34	Visitor from QLD	17
Bathurst	25-34	Visitor from VIC	12
Bathurst	25-34	Visitor from WA	3
Bathurst	25-34	Visitor same SA2	27
Bathurst	35-44	Home	8537
Bathurst	35-44	Visitor from ACT	3
Bathurst	35-44	Visitor from NSW	274
Bathurst	35-44	Visitor from QLD	11
Bathurst	35-44	Visitor from SA	3
Bathurst	35-44	Visitor from VIC	9
Bathurst	35-44	Visitor from WA	6
Bathurst	35-44	Visitor same SA2	19
Bathurst	45-54	Home	9834
Bathurst	45-54	Visitor from ACT	5
Bathurst	45-54	Visitor from NSW	325
Bathurst	45-54	Visitor from QLD	16
Bathurst	45-54	Visitor from SA	4
Bathurst	45-54	Visitor from TAS	4
Bathurst	45-54	Visitor from VIC	6
Bathurst	45-54	Visitor same SA2	18
Bathurst	55-64	Home	9604
Bathurst	55-64	Visitor from ACT	4
Bathurst	55-64	Visitor from NSW	343
Bathurst	55-64	Visitor from QLD	33
Bathurst	55-64	Visitor from SA	3
Bathurst	55-64	Visitor from TAS	5
Bathurst	55-64	Visitor from VIC	25
Bathurst	55-64	Visitor from WA	3
Bathurst	55-64	Visitor same SA2	21
Bathurst	65-74	Home	7989
Bathurst	65-74	Visitor from ACT	9
Bathurst	65-74	Visitor from NSW	242
Bathurst	65-74	Visitor from QLD	24
Bathurst	65-74	Visitor from SA	5
Bathurst	65-74	Visitor from TAS	9
Bathurst	65-74	Visitor from VIC	3
Bathurst	65-74	Visitor from WA	4
Bathurst	65-74	Visitor same SA2	10
Bathurst	75-84	Home	4111
Bathurst	75-84	Visitor from NSW	143
Bathurst	75-84	Visitor from VIC	3
Bathurst	75-84	Visitor from WA	3
Bathurst	75-84	Visitor same SA2	14
Bathurst	85+	Home	1680
Bathurst	85+	Visitor from NSW	59
Bathurst	85+	Visitor from VIC	4
Bathurst	85+	Visitor same SA2	3
Baulkham Hills	0-14	Home	15929
Baulkham Hills	0-14	Visitor from NSW	172
Baulkham Hills	0-14	Visitor from NT	4
Baulkham Hills	0-14	Visitor from QLD	5
Baulkham Hills	0-14	Visitor from SA	3
Baulkham Hills	0-14	Visitor from WA	3
Baulkham Hills	0-14	Visitor same SA2	3
Baulkham Hills	15-24	Home	9905
Baulkham Hills	15-24	Visitor from NSW	224
Baulkham Hills	15-24	Visitor from QLD	7
Baulkham Hills	15-24	Visitor from TAS	4
Baulkham Hills	15-24	Visitor from WA	7
Baulkham Hills	15-24	Visitor same SA2	3
Baulkham Hills	25-34	Home	8287
Baulkham Hills	25-34	Visitor from ACT	3
Baulkham Hills	25-34	Visitor from NSW	260
Baulkham Hills	25-34	Visitor from QLD	10
Baulkham Hills	25-34	Visitor from SA	3
Baulkham Hills	25-34	Visitor from VIC	25
Baulkham Hills	25-34	Visitor from WA	3
Baulkham Hills	25-34	Visitor same SA2	3
Baulkham Hills	35-44	Home	11483
Baulkham Hills	35-44	Visitor from NSW	161
Baulkham Hills	35-44	Visitor from NT	3
Baulkham Hills	35-44	Visitor from QLD	24
Baulkham Hills	35-44	Visitor from VIC	13
Baulkham Hills	35-44	Visitor from WA	3
Baulkham Hills	35-44	Visitor same SA2	7
Baulkham Hills	45-54	Home	10782
Baulkham Hills	45-54	Visitor from ACT	7
Baulkham Hills	45-54	Visitor from NSW	152
Baulkham Hills	45-54	Visitor from NT	3
Baulkham Hills	45-54	Visitor from QLD	17
Baulkham Hills	45-54	Visitor from SA	3
Baulkham Hills	45-54	Visitor from TAS	4
Baulkham Hills	45-54	Visitor from VIC	17
Baulkham Hills	45-54	Visitor from WA	4
Baulkham Hills	55-64	Home	9443
Baulkham Hills	55-64	Visitor from NSW	132
Baulkham Hills	55-64	Visitor from QLD	21
Baulkham Hills	55-64	Visitor from SA	9
Baulkham Hills	55-64	Visitor from TAS	5
Baulkham Hills	55-64	Visitor from VIC	19
Baulkham Hills	65-74	Home	7180
Baulkham Hills	65-74	Visitor from NSW	177
Baulkham Hills	65-74	Visitor from QLD	16
Baulkham Hills	65-74	Visitor from SA	5
Baulkham Hills	65-74	Visitor from TAS	6
Baulkham Hills	65-74	Visitor from VIC	7
Baulkham Hills	65-74	Visitor from WA	3
Baulkham Hills	75-84	Home	3047
Baulkham Hills	75-84	Visitor from NSW	109
Baulkham Hills	75-84	Visitor from QLD	4
Baulkham Hills	75-84	Visitor same SA2	4
Baulkham Hills	85+	Home	1003
Baulkham Hills	85+	Visitor from NSW	61
Baulkham Hills	85+	Visitor from VIC	3
Baulkham Hills	85+	Visitor same SA2	3
Bega	0-14	Home	10161
Bega	0-14	Visitor from ACT	42
Bega	0-14	Visitor from NSW	220
Bega	0-14	Visitor from NT	3
Bega	0-14	Visitor from QLD	8
Bega	0-14	Visitor from TAS	6
Bega	0-14	Visitor from VIC	26
Bega	0-14	Visitor from WA	3
Bega	0-14	Visitor same SA2	24
Bega	15-24	Home	5471
Bega	15-24	Visitor from ACT	36
Bega	15-24	Visitor from NSW	287
Bega	15-24	Visitor from VIC	30
Bega	15-24	Visitor from WA	4
Bega	15-24	Visitor same SA2	27
Bega	25-34	Home	4608
Bega	25-34	Visitor from ACT	50
Bega	25-34	Visitor from NSW	314
Bega	25-34	Visitor from NT	3
Bega	25-34	Visitor from QLD	9
Bega	25-34	Visitor from SA	8
Bega	25-34	Visitor from VIC	47
Bega	25-34	Visitor from WA	8
Bega	25-34	Visitor same SA2	12
Bega	35-44	Home	6073
Bega	35-44	Visitor from ACT	53
Bega	35-44	Visitor from NSW	276
Bega	35-44	Visitor from QLD	9
Bega	35-44	Visitor from SA	4
Bega	35-44	Visitor from TAS	6
Bega	35-44	Visitor from VIC	77
Bega	35-44	Visitor from WA	3
Bega	35-44	Visitor same SA2	20
Bega	45-54	Home	8537
Bega	45-54	Visitor from ACT	74
Bega	45-54	Visitor from NSW	336
Bega	45-54	Visitor from NT	3
Bega	45-54	Visitor from QLD	28
Bega	45-54	Visitor from SA	9
Bega	45-54	Visitor from TAS	3
Bega	45-54	Visitor from VIC	83
Bega	45-54	Visitor from WA	7
Bega	45-54	Visitor same SA2	16
Bega	55-64	Home	11667
Bega	55-64	Visitor from ACT	134
Bega	55-64	Visitor from NSW	515
Bega	55-64	Visitor from NT	11
Bega	55-64	Visitor from QLD	23
Bega	55-64	Visitor from SA	6
Bega	55-64	Visitor from TAS	17
Bega	55-64	Visitor from VIC	205
Bega	55-64	Visitor from WA	11
Bega	55-64	Visitor same SA2	22
Bega	65-74	Home	10434
Bega	65-74	Visitor from ACT	128
Bega	65-74	Visitor from NSW	404
Bega	65-74	Visitor from NT	5
Bega	65-74	Visitor from QLD	34
Bega	65-74	Visitor from SA	17
Bega	65-74	Visitor from TAS	24
Bega	65-74	Visitor from VIC	325
Bega	65-74	Visitor from WA	5
Bega	65-74	Visitor same SA2	18
Bega	75-84	Home	5431
Bega	75-84	Visitor from ACT	66
Bega	75-84	Visitor from NSW	167
Bega	75-84	Visitor from QLD	8
Bega	75-84	Visitor from SA	5
Bega	75-84	Visitor from TAS	6
Bega	75-84	Visitor from VIC	243
Bega	75-84	Visitor same SA2	8
Bega	85+	Home	2246
Bega	85+	Visitor from ACT	4
Bega	85+	Visitor from NSW	73
Bega	85+	Visitor from VIC	45
Bega	85+	Visitor same SA2	5
Blacktown	0-14	Home	17762
Blacktown	0-14	Visitor from NSW	209
Blacktown	0-14	Visitor from QLD	3
Blacktown	0-14	Visitor from SA	3
Blacktown	0-14	Visitor from WA	4
Blacktown	0-14	Visitor same SA2	10
Blacktown	15-24	Home	11255
Blacktown	15-24	Visitor from ACT	3
Blacktown	15-24	Visitor from NSW	281
Blacktown	15-24	Visitor from QLD	6
Blacktown	15-24	Visitor from SA	4
Blacktown	15-24	Visitor from VIC	3
Blacktown	15-24	Visitor from WA	5
Blacktown	15-24	Visitor same SA2	22
Blacktown	25-34	Home	14751
Blacktown	25-34	Visitor from NSW	329
Blacktown	25-34	Visitor from QLD	5
Blacktown	25-34	Visitor from SA	4
Blacktown	25-34	Visitor from TAS	3
Blacktown	25-34	Visitor from VIC	10
Blacktown	25-34	Visitor same SA2	23
Blacktown	35-44	Home	12360
Blacktown	35-44	Visitor from NSW	228
Blacktown	35-44	Visitor from QLD	9
Blacktown	35-44	Visitor from SA	3
Blacktown	35-44	Visitor from VIC	5
Blacktown	35-44	Visitor from WA	7
Blacktown	35-44	Visitor same SA2	16
Blacktown	45-54	Home	10102
Blacktown	45-54	Visitor from NSW	187
Blacktown	45-54	Visitor from QLD	8
Blacktown	45-54	Visitor from VIC	3
Blacktown	45-54	Visitor from WA	3
Blacktown	45-54	Visitor same SA2	18
Blacktown	55-64	Home	9065
Blacktown	55-64	Visitor from ACT	3
Blacktown	55-64	Visitor from NSW	160
Blacktown	55-64	Visitor from QLD	8
Blacktown	55-64	Visitor from VIC	3
Blacktown	55-64	Visitor same SA2	15
Blacktown	65-74	Home	5698
Blacktown	65-74	Visitor from NSW	120
Blacktown	65-74	Visitor from QLD	5
Blacktown	65-74	Visitor from VIC	8
Blacktown	65-74	Visitor same SA2	8
Blacktown	75-84	Home	3089
Blacktown	75-84	Visitor from NSW	83
Blacktown	75-84	Visitor same SA2	9
Blacktown	85+	Home	1208
Blacktown	85+	Visitor from NSW	52
Blue Mountains	0-14	Home	12709
Blue Mountains	0-14	Visitor from NSW	203
Blue Mountains	0-14	Visitor from QLD	21
Blue Mountains	0-14	Visitor from VIC	10
Blue Mountains	0-14	Visitor same SA2	8
Blue Mountains	15-24	Home	7263
Blue Mountains	15-24	Visitor from ACT	3
Blue Mountains	15-24	Visitor from NSW	344
Blue Mountains	15-24	Visitor from QLD	14
Blue Mountains	15-24	Visitor from VIC	10
Blue Mountains	15-24	Visitor from WA	3
Blue Mountains	15-24	Visitor same SA2	16
Blue Mountains	25-34	Home	6159
Blue Mountains	25-34	Visitor from ACT	5
Blue Mountains	25-34	Visitor from NSW	376
Blue Mountains	25-34	Visitor from QLD	28
Blue Mountains	25-34	Visitor from SA	3
Blue Mountains	25-34	Visitor from VIC	13
Blue Mountains	25-34	Visitor from WA	21
Blue Mountains	25-34	Visitor same SA2	12
Blue Mountains	35-44	Home	8584
Blue Mountains	35-44	Visitor from ACT	3
Blue Mountains	35-44	Visitor from NSW	242
Blue Mountains	35-44	Visitor from NT	3
Blue Mountains	35-44	Visitor from QLD	30
Blue Mountains	35-44	Visitor from SA	11
Blue Mountains	35-44	Visitor from VIC	18
Blue Mountains	35-44	Visitor from WA	8
Blue Mountains	35-44	Visitor same SA2	3
Blue Mountains	45-54	Home	9713
Blue Mountains	45-54	Visitor from NSW	263
Blue Mountains	45-54	Visitor from QLD	18
Blue Mountains	45-54	Visitor from SA	3
Blue Mountains	45-54	Visitor from VIC	30
Blue Mountains	45-54	Visitor from WA	6
Blue Mountains	45-54	Visitor same SA2	10
Blue Mountains	55-64	Home	10309
Blue Mountains	55-64	Visitor from ACT	9
Blue Mountains	55-64	Visitor from NSW	339
