SED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Auburn	HKG	2014	41
Auburn	HKG	2015	41
Auburn	HKG	2016	30
Auburn	HRV		14
Auburn	HRV	1955	3
Auburn	HRV	1965	58
Auburn	HRV	1975	214
Auburn	HRV	1985	10
Auburn	HRV	1995	17
Auburn	HRV	2005	9
Auburn	HRV	2010	3
Auburn	HRV	2014	4
Auburn	IDN		25
Auburn	IDN	1975	7
Auburn	IDN	1985	42
Auburn	IDN	1995	87
Auburn	IDN	2005	243
Auburn	IDN	2010	98
Auburn	IDN	2011	37
Auburn	IDN	2012	11
Auburn	IDN	2013	18
Auburn	IDN	2014	18
Auburn	IDN	2015	18
Auburn	IDN	2016	8
Auburn	IND		107
Auburn	IND	1975	57
Auburn	IND	1985	50
Auburn	IND	1995	209
Auburn	IND	2005	492
Auburn	IND	2010	999
Auburn	IND	2011	91
Auburn	IND	2012	157
Auburn	IND	2013	193
Auburn	IND	2014	340
Auburn	IND	2015	339
Auburn	IND	2016	194
Auburn	IRL		3
Auburn	IRL	1955	6
Auburn	IRL	1965	6
Auburn	IRL	1975	26
Auburn	IRL	1985	5
Auburn	IRL	1995	7
Auburn	IRL	2005	6
Auburn	IRL	2010	20
Auburn	IRL	2011	4
Auburn	IRL	2012	8
Auburn	IRL	2013	9
Auburn	IRL	2015	3
Auburn	IRN		26
Auburn	IRN	1985	12
Auburn	IRN	1995	56
Auburn	IRN	2005	146
Auburn	IRN	2010	126
Auburn	IRN	2011	50
Auburn	IRN	2012	111
Auburn	IRN	2013	127
Auburn	IRN	2014	14
Auburn	IRN	2015	30
Auburn	IRN	2016	21
Auburn	IRQ		48
Auburn	IRQ	1965	3
Auburn	IRQ	1975	12
Auburn	IRQ	1985	8
Auburn	IRQ	1995	139
Auburn	IRQ	2005	559
Auburn	IRQ	2010	182
Auburn	IRQ	2011	73
Auburn	IRQ	2012	52
Auburn	IRQ	2013	90
Auburn	IRQ	2014	45
Auburn	IRQ	2015	52
Auburn	IRQ	2016	12
Auburn	ITA		20
Auburn	ITA	1955	65
Auburn	ITA	1965	155
Auburn	ITA	1975	116
Auburn	ITA	1985	19
Auburn	ITA	1995	4
Auburn	ITA	2005	9
Auburn	ITA	2010	15
Auburn	ITA	2012	10
Auburn	ITA	2013	9
Auburn	ITA	2014	7
Auburn	JPN		15
Auburn	JPN	1985	5
Auburn	JPN	1995	31
Auburn	JPN	2005	30
Auburn	JPN	2010	18
Auburn	JPN	2013	4
Auburn	JPN	2014	6
Auburn	JPN	2015	9
Auburn	JPN	2016	3
Auburn	KOR		215
Auburn	KOR	1975	19
Auburn	KOR	1985	259
Auburn	KOR	1995	745
Auburn	KOR	2005	1583
Auburn	KOR	2010	1195
Auburn	KOR	2011	195
Auburn	KOR	2012	271
Auburn	KOR	2013	270
Auburn	KOR	2014	250
Auburn	KOR	2015	292
Auburn	KOR	2016	197
Auburn	LBN		232
Auburn	LBN	1955	21
Auburn	LBN	1965	77
Auburn	LBN	1975	815
Auburn	LBN	1985	770
Auburn	LBN	1995	795
Auburn	LBN	2005	662
Auburn	LBN	2010	288
Auburn	LBN	2011	56
Auburn	LBN	2012	41
Auburn	LBN	2013	50
Auburn	LBN	2014	46
Auburn	LBN	2015	44
Auburn	LBN	2016	24
Auburn	LKA		33
Auburn	LKA	1965	3
Auburn	LKA	1975	12
Auburn	LKA	1985	48
Auburn	LKA	1995	435
Auburn	LKA	2005	418
Auburn	LKA	2010	236
Auburn	LKA	2011	33
Auburn	LKA	2012	278
Auburn	LKA	2013	111
Auburn	LKA	2014	37
Auburn	LKA	2015	27
Auburn	LKA	2016	20
Auburn	MKD		8
Auburn	MKD	1965	3
Auburn	MKD	1975	31
Auburn	MKD	1985	5
Auburn	MKD	1995	9
Auburn	MKD	2005	4
Auburn	MKD	2014	3
Auburn	MLT		3
Auburn	MLT	1955	44
Auburn	MLT	1965	33
Auburn	MLT	1975	15
Auburn	MLT	1985	6
Auburn	MLT	2011	3
Auburn	MYS		54
Auburn	MYS	1965	4
Auburn	MYS	1975	15
Auburn	MYS	1985	72
Auburn	MYS	1995	140
Auburn	MYS	2005	141
Auburn	MYS	2010	76
Auburn	MYS	2011	16
Auburn	MYS	2012	27
Auburn	MYS	2013	34
Auburn	MYS	2014	32
Auburn	MYS	2015	48
Auburn	MYS	2016	55
Auburn	NLD	1955	9
Auburn	NLD	1965	7
Auburn	NLD	2005	3
Auburn	NLD	2010	10
Auburn	NLD	2011	3
Auburn	NLD	2012	4
Auburn	NZL		88
Auburn	NZL	1955	7
Auburn	NZL	1965	7
Auburn	NZL	1975	32
Auburn	NZL	1985	114
Auburn	NZL	1995	148
Auburn	NZL	2005	289
Auburn	NZL	2010	110
Auburn	NZL	2011	33
Auburn	NZL	2012	38
Auburn	NZL	2013	40
Auburn	NZL	2014	32
Auburn	NZL	2015	47
Auburn	NZL	2016	13
Auburn	PAK		57
Auburn	PAK	1975	5
Auburn	PAK	1985	53
Auburn	PAK	1995	189
Auburn	PAK	2005	379
Auburn	PAK	2010	447
Auburn	PAK	2011	146
Auburn	PAK	2012	354
Auburn	PAK	2013	437
Auburn	PAK	2014	367
Auburn	PAK	2015	362
Auburn	PAK	2016	179
Auburn	PHL		51
Auburn	PHL	1955	3
Auburn	PHL	1965	4
Auburn	PHL	1975	37
Auburn	PHL	1985	177
Auburn	PHL	1995	579
Auburn	PHL	2005	279
Auburn	PHL	2010	235
Auburn	PHL	2011	76
Auburn	PHL	2012	66
Auburn	PHL	2013	62
Auburn	PHL	2014	56
Auburn	PHL	2015	58
Auburn	PHL	2016	28
Auburn	POL		4
Auburn	POL	1955	17
Auburn	POL	1965	11
Auburn	POL	1975	5
Auburn	POL	1985	28
Auburn	POL	1995	25
Auburn	POL	2005	8
Auburn	POL	2010	7
Auburn	POL	2013	6
Auburn	SGP	1975	3
Auburn	SGP	1985	26
Auburn	SGP	1995	35
Auburn	SGP	2005	43
Auburn	SGP	2010	23
Auburn	SGP	2011	7
Auburn	SGP	2012	3
Auburn	SGP	2013	4
Auburn	SGP	2014	20
Auburn	SGP	2015	11
Auburn	SGP	2016	16
Auburn	THA		17
Auburn	THA	1975	3
Auburn	THA	1985	35
Auburn	THA	1995	55
Auburn	THA	2005	82
Auburn	THA	2010	76
Auburn	THA	2011	13
Auburn	THA	2012	9
Auburn	THA	2013	22
Auburn	THA	2014	38
Auburn	THA	2015	30
Auburn	THA	2016	11
Auburn	TUR		84
Auburn	TUR	1965	8
Auburn	TUR	1975	764
Auburn	TUR	1985	396
Auburn	TUR	1995	475
Auburn	TUR	2005	420
Auburn	TUR	2010	153
Auburn	TUR	2011	24
Auburn	TUR	2012	23
Auburn	TUR	2013	17
Auburn	TUR	2014	19
Auburn	TUR	2015	22
Auburn	TUR	2016	10
Auburn	USA		7
Auburn	USA	1975	3
Auburn	USA	1985	8
Auburn	USA	1995	20
Auburn	USA	2005	33
Auburn	USA	2010	31
Auburn	USA	2011	5
Auburn	USA	2012	7
Auburn	USA	2013	7
Auburn	USA	2014	10
Auburn	USA	2015	26
Auburn	USA	2016	3
Auburn	VNM		151
Auburn	VNM	1955	3
Auburn	VNM	1965	3
Auburn	VNM	1975	28
Auburn	VNM	1985	1804
Auburn	VNM	1995	953
Auburn	VNM	2005	231
Auburn	VNM	2010	157
Auburn	VNM	2011	16
Auburn	VNM	2012	35
Auburn	VNM	2013	45
Auburn	VNM	2014	50
Auburn	VNM	2015	24
Auburn	VNM	2016	14
Auburn	ZAF		12
Auburn	ZAF	1965	3
Auburn	ZAF	1985	33
Auburn	ZAF	1995	34
Auburn	ZAF	2005	72
Auburn	ZAF	2010	38
Auburn	ZAF	2011	8
Auburn	ZAF	2012	14
Auburn	ZAF	2013	8
Auburn	ZAF	2014	4
Auburn	ZAF	2015	3
Auburn	ZAF	2016	3
Auburn	ZWE	1985	3
Auburn	ZWE	1995	3
Auburn	ZWE	2005	25
Auburn	ZWE	2010	14
Auburn	ZWE	2014	6
Auburn	ZWE	2015	3
Auburn	ZWE	2016	3
Ballina			72
Ballina		1946	11
Ballina		1955	54
Ballina		1965	134
Ballina		1975	214
Ballina		1985	145
Ballina		1995	172
Ballina		2005	264
Ballina		2010	203
Ballina		2011	47
Ballina		2012	53
Ballina		2013	84
Ballina		2014	56
Ballina		2015	71
Ballina		2016	25
Ballina	CAN		9
Ballina	CAN	1946	3
Ballina	CAN	1965	12
Ballina	CAN	1975	41
Ballina	CAN	1985	36
Ballina	CAN	1995	24
Ballina	CAN	2005	47
Ballina	CAN	2010	32
Ballina	CAN	2011	4
Ballina	CAN	2012	14
Ballina	CAN	2013	5
Ballina	CAN	2014	3
Ballina	CAN	2015	6
Ballina	CAN	2016	7
Ballina	CHN		5
Ballina	CHN	1946	3
Ballina	CHN	1955	7
Ballina	CHN	1965	6
Ballina	CHN	1985	8
Ballina	CHN	1995	4
Ballina	CHN	2005	19
Ballina	CHN	2010	18
Ballina	CHN	2011	3
Ballina	CHN	2013	5
Ballina	CHN	2015	6
Ballina	DEU		17
Ballina	DEU	1955	71
Ballina	DEU	1965	44
Ballina	DEU	1975	35
Ballina	DEU	1985	68
Ballina	DEU	1995	81
Ballina	DEU	2005	77
Ballina	DEU	2010	42
Ballina	DEU	2011	4
Ballina	DEU	2012	10
Ballina	DEU	2013	6
Ballina	DEU	2014	13
Ballina	DEU	2016	3
Ballina	EGY	1955	3
Ballina	EGY	1965	7
Ballina	EGY	1975	3
Ballina	FJI		5
Ballina	FJI	1946	3
Ballina	FJI	1955	6
Ballina	FJI	1965	13
Ballina	FJI	1975	10
Ballina	FJI	1985	3
Ballina	FJI	1995	12
Ballina	FJI	2005	11
Ballina	FJI	2011	3
Ballina	FJI	2014	3
Ballina	GBR		145
Ballina	GBR	1946	31
Ballina	GBR	1955	238
Ballina	GBR	1965	554
Ballina	GBR	1975	775
Ballina	GBR	1985	340
Ballina	GBR	1995	341
Ballina	GBR	2005	487
Ballina	GBR	2010	299
Ballina	GBR	2011	53
Ballina	GBR	2012	48
Ballina	GBR	2013	57
Ballina	GBR	2014	39
Ballina	GBR	2015	41
Ballina	GBR	2016	26
Ballina	GRC	1955	12
Ballina	GRC	1965	10
Ballina	GRC	1975	5
Ballina	GRC	1995	3
Ballina	GRC	2005	3
Ballina	GRC	2013	3
Ballina	HKG	1965	3
Ballina	HKG	1975	6
Ballina	HKG	1985	10
Ballina	HKG	1995	5
Ballina	HKG	2005	3
Ballina	HRV	1955	3
Ballina	HRV	1965	8
Ballina	HRV	1975	8
Ballina	IDN		3
Ballina	IDN	1955	3
Ballina	IDN	1965	10
Ballina	IDN	1985	7
Ballina	IDN	1995	7
Ballina	IDN	2005	3
Ballina	IDN	2010	13
Ballina	IDN	2011	3
Ballina	IDN	2012	5
Ballina	IDN	2013	3
Ballina	IDN	2016	3
Ballina	IND		3
Ballina	IND	1946	3
Ballina	IND	1955	7
Ballina	IND	1965	15
Ballina	IND	1975	15
Ballina	IND	1985	10
Ballina	IND	1995	17
Ballina	IND	2005	28
Ballina	IND	2010	53
Ballina	IND	2011	3
Ballina	IND	2012	3
Ballina	IND	2013	12
Ballina	IND	2014	6
Ballina	IND	2016	3
Ballina	IRL		4
Ballina	IRL	1946	3
Ballina	IRL	1965	9
Ballina	IRL	1975	41
Ballina	IRL	1985	11
Ballina	IRL	1995	15
Ballina	IRL	2005	23
Ballina	IRL	2010	27
Ballina	IRL	2016	4
Ballina	IRN	1975	3
Ballina	IRN	1995	9
Ballina	IRN	2005	7
Ballina	IRN	2010	3
Ballina	ITA		12
Ballina	ITA	1955	48
Ballina	ITA	1965	40
Ballina	ITA	1975	11
Ballina	ITA	1985	11
Ballina	ITA	1995	14
Ballina	ITA	2005	19
Ballina	ITA	2010	21
Ballina	ITA	2011	8
Ballina	ITA	2012	8
Ballina	ITA	2013	11
Ballina	ITA	2014	11
Ballina	ITA	2015	4
Ballina	ITA	2016	3
Ballina	JPN		12
Ballina	JPN	1955	5
Ballina	JPN	1965	4
Ballina	JPN	1975	3
Ballina	JPN	1985	11
Ballina	JPN	1995	24
Ballina	JPN	2005	46
Ballina	JPN	2010	48
Ballina	JPN	2011	7
Ballina	JPN	2012	8
Ballina	JPN	2013	11
Ballina	JPN	2014	6
Ballina	JPN	2015	15
Ballina	JPN	2016	9
Ballina	KOR		3
Ballina	KOR	1985	5
Ballina	KOR	1995	7
Ballina	KOR	2005	4
Ballina	KOR	2010	7
Ballina	KOR	2011	3
Ballina	KOR	2015	4
Ballina	KOR	2016	3
Ballina	LBN	1975	3
Ballina	LBN	1995	3
Ballina	LKA		5
Ballina	LKA	1965	3
Ballina	LKA	1975	12
Ballina	LKA	1985	7
Ballina	LKA	1995	8
Ballina	LKA	2010	3
Ballina	LKA	2014	3
Ballina	LKA	2015	4
Ballina	MKD	1975	3
Ballina	MLT	1955	18
Ballina	MLT	1965	9
Ballina	MLT	1975	6
Ballina	MLT	1995	7
Ballina	MLT	2005	3
Ballina	MYS		8
Ballina	MYS	1955	4
Ballina	MYS	1965	6
Ballina	MYS	1975	21
Ballina	MYS	1985	11
Ballina	MYS	1995	11
Ballina	MYS	2005	6
Ballina	MYS	2010	9
Ballina	NLD		13
Ballina	NLD	1955	78
Ballina	NLD	1965	64
Ballina	NLD	1975	17
Ballina	NLD	1985	37
Ballina	NLD	1995	11
Ballina	NLD	2005	35
Ballina	NLD	2010	13
Ballina	NLD	2011	3
Ballina	NLD	2012	4
Ballina	NLD	2013	3
Ballina	NLD	2016	3
Ballina	NZL		86
Ballina	NZL	1946	8
Ballina	NZL	1955	6
Ballina	NZL	1965	69
Ballina	NZL	1975	186
Ballina	NZL	1985	324
Ballina	NZL	1995	203
Ballina	NZL	2005	227
Ballina	NZL	2010	152
Ballina	NZL	2011	24
Ballina	NZL	2012	44
Ballina	NZL	2013	19
Ballina	NZL	2014	28
Ballina	NZL	2015	15
Ballina	NZL	2016	24
Ballina	PAK	1975	3
Ballina	PHL		10
Ballina	PHL	1965	3
Ballina	PHL	1975	5
Ballina	PHL	1985	23
Ballina	PHL	1995	28
Ballina	PHL	2005	30
Ballina	PHL	2010	24
Ballina	PHL	2011	10
Ballina	PHL	2012	7
Ballina	PHL	2014	5
Ballina	PHL	2015	8
Ballina	PHL	2016	3
Ballina	POL		5
Ballina	POL	1955	3
Ballina	POL	1965	4
Ballina	POL	1985	12
Ballina	POL	1995	3
Ballina	POL	2005	4
Ballina	POL	2014	3
Ballina	POL	2015	3
Ballina	SGP	1965	4
Ballina	SGP	1975	18
Ballina	SGP	1985	7
Ballina	SGP	1995	7
Ballina	SGP	2005	3
Ballina	SGP	2010	3
Ballina	SGP	2015	3
Ballina	THA		3
Ballina	THA	1975	5
Ballina	THA	1985	3
Ballina	THA	1995	12
Ballina	THA	2005	37
Ballina	THA	2010	41
Ballina	THA	2011	3
Ballina	THA	2012	3
Ballina	THA	2013	9
Ballina	THA	2014	11
Ballina	TUR	1975	3
Ballina	TUR	1995	3
Ballina	TUR	2005	4
Ballina	USA		27
Ballina	USA	1955	4
Ballina	USA	1965	17
Ballina	USA	1975	67
Ballina	USA	1985	60
Ballina	USA	1995	86
Ballina	USA	2005	90
Ballina	USA	2010	58
Ballina	USA	2011	18
Ballina	USA	2012	14
Ballina	USA	2013	6
Ballina	USA	2014	19
Ballina	USA	2015	10
Ballina	USA	2016	11
Ballina	VNM	1975	3
Ballina	VNM	1985	8
Ballina	VNM	1995	11
Ballina	VNM	2005	3
Ballina	VNM	2010	10
Ballina	VNM	2011	3
Ballina	VNM	2012	4
Ballina	VNM	2013	3
Ballina	ZAF		11
Ballina	ZAF	1946	3
Ballina	ZAF	1955	3
Ballina	ZAF	1965	28
Ballina	ZAF	1975	46
Ballina	ZAF	1985	71
Ballina	ZAF	1995	60
Ballina	ZAF	2005	82
Ballina	ZAF	2010	72
Ballina	ZAF	2011	3
Ballina	ZAF	2012	12
Ballina	ZAF	2013	3
Ballina	ZAF	2014	6
Ballina	ZAF	2015	11
Ballina	ZAF	2016	5
Ballina	ZWE	1965	5
Ballina	ZWE	1975	3
Ballina	ZWE	1985	8
Ballina	ZWE	1995	11
Ballina	ZWE	2005	10
Ballina	ZWE	2010	3
Ballina	ZWE	2013	4
Balmain			184
Balmain		1946	4
Balmain		1955	73
Balmain		1965	142
Balmain		1975	473
Balmain		1985	422
Balmain		1995	527
Balmain		2005	547
Balmain		2010	546
Balmain		2011	153
Balmain		2012	167
Balmain		2013	179
Balmain		2014	285
Balmain		2015	340
Balmain		2016	262
Balmain	CAN		11
Balmain	CAN	1965	14
Balmain	CAN	1975	32
Balmain	CAN	1985	54
Balmain	CAN	1995	29
Balmain	CAN	2005	66
Balmain	CAN	2010	50
Balmain	CAN	2011	21
Balmain	CAN	2012	18
Balmain	CAN	2013	21
Balmain	CAN	2014	26
Balmain	CAN	2015	30
Balmain	CAN	2016	19
Balmain	CHN		267
Balmain	CHN	1946	5
Balmain	CHN	1955	10
Balmain	CHN	1965	22
Balmain	CHN	1975	32
Balmain	CHN	1985	71
Balmain	CHN	1995	273
Balmain	CHN	2005	432
Balmain	CHN	2010	448
Balmain	CHN	2011	149
Balmain	CHN	2012	161
Balmain	CHN	2013	244
Balmain	CHN	2014	455
Balmain	CHN	2015	856
Balmain	CHN	2016	711
Balmain	DEU		16
Balmain	DEU	1946	6
Balmain	DEU	1955	52
Balmain	DEU	1965	45
Balmain	DEU	1975	38
Balmain	DEU	1985	45
Balmain	DEU	1995	35
Balmain	DEU	2005	76
Balmain	DEU	2010	73
Balmain	DEU	2011	13
Balmain	DEU	2012	16
Balmain	DEU	2013	14
Balmain	DEU	2014	17
Balmain	DEU	2015	27
Balmain	DEU	2016	25
Balmain	EGY		7
Balmain	EGY	1955	14
Balmain	EGY	1965	17
Balmain	EGY	1975	40
Balmain	EGY	1985	10
Balmain	EGY	1995	13
Balmain	EGY	2005	7
