SED_NAME16	PrivateDwelling	Sex	persons
Nhulunbuy	1	M	4411
Nightcliff	0	F	501
Nightcliff	0	M	512
Nightcliff	1	F	3645
Nightcliff	1	M	3560
Port Darwin	0	F	2735
Port Darwin	0	M	4122
Port Darwin	1	F	3638
Port Darwin	1	M	4220
Sanderson	0	F	378
Sanderson	0	M	400
Sanderson	1	F	3764
Sanderson	1	M	3835
Spillett	0	F	1127
Spillett	0	M	1918
Spillett	1	F	3939
Spillett	1	M	4065
Stuart (NT)	0	F	779
Stuart (NT)	0	M	1303
Stuart (NT)	1	F	3208
Stuart (NT)	1	M	2939
Wanguri	0	F	292
Wanguri	0	M	295
Wanguri	1	F	4067
Wanguri	1	M	4143
Migratory - Offshore - Shipping (NT)	0	F	68
Migratory - Offshore - Shipping (NT)	0	M	185
Brindabella	0	F	1442
Brindabella	0	M	1307
Brindabella	1	F	33952
Brindabella	1	M	32452
Ginninderra	0	F	2969
Ginninderra	0	M	2721
Ginninderra	1	F	35779
Ginninderra	1	M	34699
Kurrajong	0	F	8069
Kurrajong	0	M	10388
Kurrajong	1	F	34026
Kurrajong	1	M	32662
Murrumbidgee	0	F	2770
Murrumbidgee	0	M	2519
Murrumbidgee	1	F	36659
Murrumbidgee	1	M	34775
Yerrabi	0	F	1738
Yerrabi	0	M	1794
Yerrabi	1	F	42924
Yerrabi	1	M	42104
Migratory - Offshore - Shipping (ACT)	0	F	8
Migratory - Offshore - Shipping (ACT)	0	M	3
Unclassified (OT)	0	F	634
Unclassified (OT)	0	M	1086
Unclassified (OT)	1	F	1738
Unclassified (OT)	1	M	1710
Migratory - Offshore - Shipping (OT)	0	F	3
Migratory - Offshore - Shipping (OT)	0	M	17
