SED_NAME16	PrivateDwelling	Sex	persons
Newcastle	0	F	2681
Newcastle	0	M	3088
Newcastle	1	F	32925
Newcastle	1	M	31983
Newtown	0	F	6850
Newtown	0	M	7338
Newtown	1	F	34859
Newtown	1	M	35562
North Shore	0	F	3899
North Shore	0	M	3756
North Shore	1	F	36751
North Shore	1	M	32334
Northern Tablelands	0	F	5428
Northern Tablelands	0	M	5601
Northern Tablelands	1	F	34917
Northern Tablelands	1	M	33521
Oatley	0	F	1784
Oatley	0	M	1403
Oatley	1	F	37138
Oatley	1	M	35250
Orange	0	F	3817
Orange	0	M	4081
Orange	1	F	35583
Orange	1	M	34200
Oxley	0	F	3685
Oxley	0	M	3993
Oxley	1	F	33441
Oxley	1	M	31990
Parramatta	0	F	4270
Parramatta	0	M	5270
Parramatta	1	F	46715
Parramatta	1	M	47104
Penrith	0	F	2882
Penrith	0	M	2577
Penrith	1	F	37502
Penrith	1	M	35794
Pittwater	0	F	2465
Pittwater	0	M	1960
Pittwater	1	F	33826
Pittwater	1	M	32158
Port Macquarie	0	F	3490
Port Macquarie	0	M	3320
Port Macquarie	1	F	34619
Port Macquarie	1	M	32079
Port Stephens	0	F	3132
Port Stephens	0	M	3252
Port Stephens	1	F	32784
Port Stephens	1	M	31659
Prospect	0	F	2159
Prospect	0	M	1945
Prospect	1	F	38824
Prospect	1	M	38511
Riverstone	0	F	1394
Riverstone	0	M	2372
Riverstone	1	F	43191
Riverstone	1	M	42309
Rockdale	0	F	3005
Rockdale	0	M	2838
Rockdale	1	F	40560
Rockdale	1	M	39736
Ryde	0	F	3266
Ryde	0	M	3169
Ryde	1	F	44411
Ryde	1	M	42275
Seven Hills	0	F	3090
Seven Hills	0	M	2652
Seven Hills	1	F	40194
Seven Hills	1	M	39453
Shellharbour	0	F	1835
Shellharbour	0	M	1722
Shellharbour	1	F	39186
Shellharbour	1	M	37368
South Coast	0	F	2945
South Coast	0	M	2875
South Coast	1	F	31999
South Coast	1	M	30676
Strathfield	0	F	3080
Strathfield	0	M	3192
Strathfield	1	F	44114
Strathfield	1	M	42758
Summer Hill	0	F	3194
Summer Hill	0	M	3417
Summer Hill	1	F	37649
Summer Hill	1	M	35845
Swansea	0	F	1368
Swansea	0	M	1220
Swansea	1	F	34266
Swansea	1	M	33000
Sydney	0	F	14360
Sydney	0	M	21828
Sydney	1	F	38442
Sydney	1	M	40380
Tamworth	0	F	3627
Tamworth	0	M	4021
Tamworth	1	F	35342
Tamworth	1	M	33792
Terrigal	0	F	1857
Terrigal	0	M	1665
Terrigal	1	F	35344
Terrigal	1	M	32892
The Entrance	0	F	2379
The Entrance	0	M	1944
The Entrance	1	F	34970
The Entrance	1	M	32679
Tweed	0	F	4316
Tweed	0	M	4013
Tweed	1	F	36269
Tweed	1	M	33513
Upper Hunter	0	F	3145
Upper Hunter	0	M	4186
Upper Hunter	1	F	33888
Upper Hunter	1	M	33890
Vaucluse	0	F	4525
Vaucluse	0	M	4145
Vaucluse	1	F	36935
Vaucluse	1	M	33477
Wagga Wagga	0	F	3948
Wagga Wagga	0	M	4755
Wagga Wagga	1	F	35158
Wagga Wagga	1	M	33410
Wakehurst	0	F	1924
Wakehurst	0	M	1667
Wakehurst	1	F	38037
Wakehurst	1	M	36316
Wallsend	0	F	3287
Wallsend	0	M	2789
Wallsend	1	F	38058
Wallsend	1	M	36835
Willoughby	0	F	2864
Willoughby	0	M	2438
Willoughby	1	F	41183
Willoughby	1	M	37365
Wollondilly	0	F	2665
Wollondilly	0	M	2132
Wollondilly	1	F	34996
Wollondilly	1	M	33833
Wollongong	0	F	3812
Wollongong	0	M	3952
Wollongong	1	F	37740
Wollongong	1	M	37669
Wyong	0	F	2775
Wyong	0	M	2592
Wyong	1	F	36690
Wyong	1	M	34446
Migratory - Offshore - Shipping (NSW)	0	F	1860
Migratory - Offshore - Shipping (NSW)	0	M	1415
Albert Park (Southern Metropolitan)	0	F	6939
Albert Park (Southern Metropolitan)	0	M	7385
Albert Park (Southern Metropolitan)	1	F	33295
Albert Park (Southern Metropolitan)	1	M	31866
Altona (Western Metropolitan)	0	F	2134
Altona (Western Metropolitan)	0	M	2099
Altona (Western Metropolitan)	1	F	43556
Altona (Western Metropolitan)	1	M	42931
Bass (Eastern Victoria)	0	F	2776
Bass (Eastern Victoria)	0	M	2417
Bass (Eastern Victoria)	1	F	33998
Bass (Eastern Victoria)	1	M	32152
Bayswater (Eastern Metropolitan)	0	F	1879
Bayswater (Eastern Metropolitan)	0	M	1476
Bayswater (Eastern Metropolitan)	1	F	29481
Bayswater (Eastern Metropolitan)	1	M	28310
Bellarine (Western Victoria)	0	F	1911
Bellarine (Western Victoria)	0	M	1648
Bellarine (Western Victoria)	1	F	27668
Bellarine (Western Victoria)	1	M	25700
Benambra (Northern Victoria)	0	F	2440
Benambra (Northern Victoria)	0	M	3045
Benambra (Northern Victoria)	1	F	29492
Benambra (Northern Victoria)	1	M	27951
Bendigo East (Northern Victoria)	0	F	2551
Bendigo East (Northern Victoria)	0	M	2117
Bendigo East (Northern Victoria)	1	F	30061
Bendigo East (Northern Victoria)	1	M	28338
Bendigo West (Northern Victoria)	0	F	2564
Bendigo West (Northern Victoria)	0	M	3049
Bendigo West (Northern Victoria)	1	F	27771
Bendigo West (Northern Victoria)	1	M	26033
Bentleigh (Southern Metropolitan)	0	F	1403
Bentleigh (Southern Metropolitan)	0	M	1217
Bentleigh (Southern Metropolitan)	1	F	29647
Bentleigh (Southern Metropolitan)	1	M	27913
Box Hill (Eastern Metropolitan)	0	F	2290
Box Hill (Eastern Metropolitan)	0	M	1828
Box Hill (Eastern Metropolitan)	1	F	33547
Box Hill (Eastern Metropolitan)	1	M	31059
Brighton (Southern Metropolitan)	0	F	2541
Brighton (Southern Metropolitan)	0	M	1884
Brighton (Southern Metropolitan)	1	F	29717
Brighton (Southern Metropolitan)	1	M	26851
Broadmeadows (Northern Metropolitan)	0	F	2406
Broadmeadows (Northern Metropolitan)	0	M	2514
Broadmeadows (Northern Metropolitan)	1	F	33438
Broadmeadows (Northern Metropolitan)	1	M	33958
Brunswick (Northern Metropolitan)	0	F	2471
Brunswick (Northern Metropolitan)	0	M	2261
Brunswick (Northern Metropolitan)	1	F	33899
Brunswick (Northern Metropolitan)	1	M	31417
Bulleen (Eastern Metropolitan)	0	F	1578
Bulleen (Eastern Metropolitan)	0	M	1164
Bulleen (Eastern Metropolitan)	1	F	29982
Bulleen (Eastern Metropolitan)	1	M	28090
Bundoora (Northern Metropolitan)	0	F	2351
Bundoora (Northern Metropolitan)	0	M	2021
Bundoora (Northern Metropolitan)	1	F	28908
Bundoora (Northern Metropolitan)	1	M	28053
Buninyong (Western Victoria)	0	F	2316
Buninyong (Western Victoria)	0	M	2212
Buninyong (Western Victoria)	1	F	27391
Buninyong (Western Victoria)	1	M	26311
Burwood (Southern Metropolitan)	0	F	2430
Burwood (Southern Metropolitan)	0	M	1883
Burwood (Southern Metropolitan)	1	F	31916
Burwood (Southern Metropolitan)	1	M	29556
Carrum (South-Eastern Metropolitan)	0	F	1975
Carrum (South-Eastern Metropolitan)	0	M	1830
Carrum (South-Eastern Metropolitan)	1	F	32065
Carrum (South-Eastern Metropolitan)	1	M	30599
Caulfield (Southern Metropolitan)	0	F	2508
Caulfield (Southern Metropolitan)	0	M	2165
Caulfield (Southern Metropolitan)	1	F	30897
Caulfield (Southern Metropolitan)	1	M	29005
Clarinda (South-Eastern Metropolitan)	0	F	2428
Clarinda (South-Eastern Metropolitan)	0	M	2267
Clarinda (South-Eastern Metropolitan)	1	F	34662
Clarinda (South-Eastern Metropolitan)	1	M	34845
Cranbourne (South-Eastern Metropolitan)	0	F	2331
Cranbourne (South-Eastern Metropolitan)	0	M	2228
Cranbourne (South-Eastern Metropolitan)	1	F	46166
Cranbourne (South-Eastern Metropolitan)	1	M	45375
Croydon (Eastern Metropolitan)	0	F	1581
Croydon (Eastern Metropolitan)	0	M	1164
Croydon (Eastern Metropolitan)	1	F	28707
Croydon (Eastern Metropolitan)	1	M	26423
Dandenong (South-Eastern Metropolitan)	0	F	2817
Dandenong (South-Eastern Metropolitan)	0	M	3220
Dandenong (South-Eastern Metropolitan)	1	F	33048
Dandenong (South-Eastern Metropolitan)	1	M	35926
Eildon (Northern Victoria)	0	F	3939
Eildon (Northern Victoria)	0	M	4122
Eildon (Northern Victoria)	1	F	25809
Eildon (Northern Victoria)	1	M	25695
Eltham (Eastern Metropolitan)	0	F	1060
Eltham (Eastern Metropolitan)	0	M	846
Eltham (Eastern Metropolitan)	1	F	28624
Eltham (Eastern Metropolitan)	1	M	27133
Essendon (Western Metropolitan)	0	F	2331
Essendon (Western Metropolitan)	0	M	2223
Essendon (Western Metropolitan)	1	F	31811
Essendon (Western Metropolitan)	1	M	29716
Euroa (Northern Victoria)	0	F	2777
Euroa (Northern Victoria)	0	M	3412
Euroa (Northern Victoria)	1	F	28534
Euroa (Northern Victoria)	1	M	28336
Evelyn (Eastern Victoria)	0	F	1024
Evelyn (Eastern Victoria)	0	M	1001
Evelyn (Eastern Victoria)	1	F	27415
Evelyn (Eastern Victoria)	1	M	26445
Ferntree Gully (Eastern Metropolitan)	0	F	1598
Ferntree Gully (Eastern Metropolitan)	0	M	1231
Ferntree Gully (Eastern Metropolitan)	1	F	27781
Ferntree Gully (Eastern Metropolitan)	1	M	26422
Footscray (Western Metropolitan)	0	F	2967
Footscray (Western Metropolitan)	0	M	3168
Footscray (Western Metropolitan)	1	F	37073
Footscray (Western Metropolitan)	1	M	38096
Forest Hill (Eastern Metropolitan)	0	F	1371
Forest Hill (Eastern Metropolitan)	0	M	1064
Forest Hill (Eastern Metropolitan)	1	F	29054
Forest Hill (Eastern Metropolitan)	1	M	27292
Frankston (South-Eastern Metropolitan)	0	F	2781
Frankston (South-Eastern Metropolitan)	0	M	2425
Frankston (South-Eastern Metropolitan)	1	F	28713
Frankston (South-Eastern Metropolitan)	1	M	27014
Geelong (Western Victoria)	0	F	2692
Geelong (Western Victoria)	0	M	2464
Geelong (Western Victoria)	1	F	29826
Geelong (Western Victoria)	1	M	27294
Gembrook (Eastern Victoria)	0	F	1783
Gembrook (Eastern Victoria)	0	M	1615
Gembrook (Eastern Victoria)	1	F	32458
Gembrook (Eastern Victoria)	1	M	31377
Gippsland East (Eastern Victoria)	0	F	2885
Gippsland East (Eastern Victoria)	0	M	2672
Gippsland East (Eastern Victoria)	1	F	26398
Gippsland East (Eastern Victoria)	1	M	25398
Gippsland South (Eastern Victoria)	0	F	2471
Gippsland South (Eastern Victoria)	0	M	3327
Gippsland South (Eastern Victoria)	1	F	25245
Gippsland South (Eastern Victoria)	1	M	24380
Hastings (Eastern Victoria)	0	F	1845
Hastings (Eastern Victoria)	0	M	2334
Hastings (Eastern Victoria)	1	F	32115
Hastings (Eastern Victoria)	1	M	30865
Hawthorn (Southern Metropolitan)	0	F	2286
Hawthorn (Southern Metropolitan)	0	M	2060
Hawthorn (Southern Metropolitan)	1	F	31164
Hawthorn (Southern Metropolitan)	1	M	28770
Ivanhoe (Eastern Metropolitan)	0	F	2462
Ivanhoe (Eastern Metropolitan)	0	M	2432
Ivanhoe (Eastern Metropolitan)	1	F	30626
Ivanhoe (Eastern Metropolitan)	1	M	28639
Kew (Southern Metropolitan)	0	F	2096
Kew (Southern Metropolitan)	0	M	1960
Kew (Southern Metropolitan)	1	F	30294
Kew (Southern Metropolitan)	1	M	27941
Keysborough (South-Eastern Metropolitan)	0	F	1487
Keysborough (South-Eastern Metropolitan)	0	M	1409
Keysborough (South-Eastern Metropolitan)	1	F	33531
Keysborough (South-Eastern Metropolitan)	1	M	33132
Kororoit (Western Metropolitan)	0	F	2356
Kororoit (Western Metropolitan)	0	M	2797
Kororoit (Western Metropolitan)	1	F	39338
Kororoit (Western Metropolitan)	1	M	38745
Lara (Western Victoria)	0	F	2442
Lara (Western Victoria)	0	M	3167
Lara (Western Victoria)	1	F	30191
Lara (Western Victoria)	1	M	28597
Lowan (Western Victoria)	0	F	2421
Lowan (Western Victoria)	0	M	2233
Lowan (Western Victoria)	1	F	25516
Lowan (Western Victoria)	1	M	24914
Macedon (Northern Victoria)	0	F	2337
Macedon (Northern Victoria)	0	M	2164
Macedon (Northern Victoria)	1	F	26537
Macedon (Northern Victoria)	1	M	25574
Malvern (Southern Metropolitan)	0	F	2049
Malvern (Southern Metropolitan)	0	M	1642
Malvern (Southern Metropolitan)	1	F	28454
Malvern (Southern Metropolitan)	1	M	25638
Melbourne (Northern Metropolitan)	0	F	17385
Melbourne (Northern Metropolitan)	0	M	17369
Melbourne (Northern Metropolitan)	1	F	50219
Melbourne (Northern Metropolitan)	1	M	46494
Melton (Western Victoria)	0	F	2329
Melton (Western Victoria)	0	M	2132
Melton (Western Victoria)	1	F	37445
Melton (Western Victoria)	1	M	36019
Mildura (Northern Victoria)	0	F	3259
Mildura (Northern Victoria)	0	M	3416
Mildura (Northern Victoria)	1	F	28498
Mildura (Northern Victoria)	1	M	27808
Mill Park (Northern Metropolitan)	0	F	1689
Mill Park (Northern Metropolitan)	0	M	1418
Mill Park (Northern Metropolitan)	1	F	32963
Mill Park (Northern Metropolitan)	1	M	32193
Monbulk (Eastern Victoria)	0	F	1444
Monbulk (Eastern Victoria)	0	M	1253
Monbulk (Eastern Victoria)	1	F	26646
Monbulk (Eastern Victoria)	1	M	26438
Mordialloc (South-Eastern Metropolitan)	0	F	1664
Mordialloc (South-Eastern Metropolitan)	0	M	1433
Mordialloc (South-Eastern Metropolitan)	1	F	30301
Mordialloc (South-Eastern Metropolitan)	1	M	28248
Mornington (Eastern Victoria)	0	F	1896
Mornington (Eastern Victoria)	0	M	1403
Mornington (Eastern Victoria)	1	F	29309
Mornington (Eastern Victoria)	1	M	26839
Morwell (Eastern Victoria)	0	F	2993
Morwell (Eastern Victoria)	0	M	2668
Morwell (Eastern Victoria)	1	F	29384
Morwell (Eastern Victoria)	1	M	28151
Mount Waverley (Eastern Metropolitan)	0	F	1461
Mount Waverley (Eastern Metropolitan)	0	M	1398
Mount Waverley (Eastern Metropolitan)	1	F	30088
Mount Waverley (Eastern Metropolitan)	1	M	28827
Mulgrave (South-Eastern Metropolitan)	0	F	1788
Mulgrave (South-Eastern Metropolitan)	0	M	1536
Mulgrave (South-Eastern Metropolitan)	1	F	29322
Mulgrave (South-Eastern Metropolitan)	1	M	29100
Murray Plains (Northern Victoria)	0	F	3094
Murray Plains (Northern Victoria)	0	M	3075
Murray Plains (Northern Victoria)	1	F	27836
Murray Plains (Northern Victoria)	1	M	27363
Narracan (Eastern Victoria)	0	F	2449
Narracan (Eastern Victoria)	0	M	2194
Narracan (Eastern Victoria)	1	F	30912
Narracan (Eastern Victoria)	1	M	29455
Narre Warren North (South-Eastern Metrop	0	F	1610
Narre Warren North (South-Eastern Metrop	0	M	1358
Narre Warren North (South-Eastern Metrop	1	F	31423
Narre Warren North (South-Eastern Metrop	1	M	31214
Narre Warren South (South-Eastern Metrop	0	F	1603
Narre Warren South (South-Eastern Metrop	0	M	1572
Narre Warren South (South-Eastern Metrop	1	F	39370
Narre Warren South (South-Eastern Metrop	1	M	39397
Nepean (Eastern Victoria)	0	F	2627
Nepean (Eastern Victoria)	0	M	2334
Nepean (Eastern Victoria)	1	F	26976
Nepean (Eastern Victoria)	1	M	25160
Niddrie (Western Metropolitan)	0	F	1386
Niddrie (Western Metropolitan)	0	M	1197
Niddrie (Western Metropolitan)	1	F	28925
Niddrie (Western Metropolitan)	1	M	27316
Northcote (Northern Metropolitan)	0	F	2550
Northcote (Northern Metropolitan)	0	M	2285
Northcote (Northern Metropolitan)	1	F	30976
Northcote (Northern Metropolitan)	1	M	28030
Oakleigh (Southern Metropolitan)	0	F	3373
Oakleigh (Southern Metropolitan)	0	M	3180
Oakleigh (Southern Metropolitan)	1	F	32927
Oakleigh (Southern Metropolitan)	1	M	31708
Ovens Valley (Northern Victoria)	0	F	5764
Ovens Valley (Northern Victoria)	0	M	5877
Ovens Valley (Northern Victoria)	1	F	25596
Ovens Valley (Northern Victoria)	1	M	24588
Pascoe Vale (Northern Metropolitan)	0	F	2564
Pascoe Vale (Northern Metropolitan)	0	M	2234
Pascoe Vale (Northern Metropolitan)	1	F	35060
Pascoe Vale (Northern Metropolitan)	1	M	33973
Polwarth (Western Victoria)	0	F	2542
Polwarth (Western Victoria)	0	M	2439
Polwarth (Western Victoria)	1	F	26561
Polwarth (Western Victoria)	1	M	26884
Prahran (Southern Metropolitan)	0	F	5633
Prahran (Southern Metropolitan)	0	M	5598
Prahran (Southern Metropolitan)	1	F	32659
Prahran (Southern Metropolitan)	1	M	30398
Preston (Northern Metropolitan)	0	F	2451
Preston (Northern Metropolitan)	0	M	2323
Preston (Northern Metropolitan)	1	F	31968
Preston (Northern Metropolitan)	1	M	30705
Richmond (Northern Metropolitan)	0	F	4442
Richmond (Northern Metropolitan)	0	M	4328
Richmond (Northern Metropolitan)	1	F	33028
Richmond (Northern Metropolitan)	1	M	31111
Ringwood (Eastern Metropolitan)	0	F	1556
Ringwood (Eastern Metropolitan)	0	M	1342
Ringwood (Eastern Metropolitan)	1	F	29946
Ringwood (Eastern Metropolitan)	1	M	28439
Ripon (Western Victoria)	0	F	2502
Ripon (Western Victoria)	0	M	3638
Ripon (Western Victoria)	1	F	27730
Ripon (Western Victoria)	1	M	27594
Rowville (South-Eastern Metropolitan)	0	F	675
Rowville (South-Eastern Metropolitan)	0	M	689
Rowville (South-Eastern Metropolitan)	1	F	26852
Rowville (South-Eastern Metropolitan)	1	M	26161
Sandringham (Southern Metropolitan)	0	F	1754
Sandringham (Southern Metropolitan)	0	M	1404
Sandringham (Southern Metropolitan)	1	F	28339
Sandringham (Southern Metropolitan)	1	M	25724
Shepparton (Northern Victoria)	0	F	3054
Shepparton (Northern Victoria)	0	M	2937
Shepparton (Northern Victoria)	1	F	31325
Shepparton (Northern Victoria)	1	M	30748
South Barwon (Western Victoria)	0	F	2499
South Barwon (Western Victoria)	0	M	2035
South Barwon (Western Victoria)	1	F	32270
South Barwon (Western Victoria)	1	M	30936
South-West Coast (Western Victoria)	0	F	2777
South-West Coast (Western Victoria)	0	M	2638
South-West Coast (Western Victoria)	1	F	28602
South-West Coast (Western Victoria)	1	M	27295
St Albans (Western Metropolitan)	0	F	2603
St Albans (Western Metropolitan)	0	M	2550
St Albans (Western Metropolitan)	1	F	34656
St Albans (Western Metropolitan)	1	M	35477
Sunbury (Western Metropolitan)	0	F	1984
Sunbury (Western Metropolitan)	0	M	1966
Sunbury (Western Metropolitan)	1	F	28935
Sunbury (Western Metropolitan)	1	M	27712
Sydenham (Western Metropolitan)	0	F	1673
Sydenham (Western Metropolitan)	0	M	1466
Sydenham (Western Metropolitan)	1	F	36321
Sydenham (Western Metropolitan)	1	M	35446
Tarneit (Western Metropolitan)	0	F	2014
Tarneit (Western Metropolitan)	0	M	3070
Tarneit (Western Metropolitan)	1	F	45350
Tarneit (Western Metropolitan)	1	M	45465
Thomastown (Northern Metropolitan)	0	F	1726
Thomastown (Northern Metropolitan)	0	M	1638
Thomastown (Northern Metropolitan)	1	F	32710
Thomastown (Northern Metropolitan)	1	M	32606
Warrandyte (Eastern Metropolitan)	0	F	1366
Warrandyte (Eastern Metropolitan)	0	M	1031
Warrandyte (Eastern Metropolitan)	1	F	28930
Warrandyte (Eastern Metropolitan)	1	M	27788
Wendouree (Western Victoria)	0	F	2453
Wendouree (Western Victoria)	0	M	2188
Wendouree (Western Victoria)	1	F	26953
Wendouree (Western Victoria)	1	M	24732
Werribee (Western Metropolitan)	0	F	2131
Werribee (Western Metropolitan)	0	M	1954
Werribee (Western Metropolitan)	1	F	33382
Werribee (Western Metropolitan)	1	M	32654
Williamstown (Western Metropolitan)	0	F	2126
Williamstown (Western Metropolitan)	0	M	1970
Williamstown (Western Metropolitan)	1	F	33721
Williamstown (Western Metropolitan)	1	M	32419
Yan Yean (Northern Victoria)	0	F	1879
Yan Yean (Northern Victoria)	0	M	1720
Yan Yean (Northern Victoria)	1	F	38083
Yan Yean (Northern Victoria)	1	M	37006
Yuroke (Northern Metropolitan)	0	F	1843
Yuroke (Northern Metropolitan)	0	M	1821
Yuroke (Northern Metropolitan)	1	F	42563
Yuroke (Northern Metropolitan)	1	M	42483
Migratory - Offshore - Shipping (Vic.)	0	F	38
Migratory - Offshore - Shipping (Vic.)	0	M	310
Albert	0	F	1787
Albert	0	M	1654
Albert	1	F	33440
Albert	1	M	32114
Algester	0	F	1206
Algester	0	M	1051
Algester	1	F	26177
Algester	1	M	25212
Ashgrove	0	F	958
Ashgrove	0	M	1526
Ashgrove	1	F	22096
Ashgrove	1	M	21050
Aspley	0	F	916
Aspley	0	M	721
Aspley	1	F	21944
Aspley	1	M	20334
Barron River	0	F	4214
Barron River	0	M	3907
Barron River	1	F	28458
Barron River	1	M	26918
Beaudesert	0	F	2548
Beaudesert	0	M	2865
Beaudesert	1	F	26975
Beaudesert	1	M	26059
Brisbane Central	0	F	8045
Brisbane Central	0	M	9083
Brisbane Central	1	F	25637
Brisbane Central	1	M	26261
Broadwater	0	F	2921
Broadwater	0	M	2600
Broadwater	1	F	24443
Broadwater	1	M	21844
Buderim	0	F	1464
Buderim	0	M	1238
Buderim	1	F	24596
Buderim	1	M	21945
Bulimba	0	F	1637
Bulimba	0	M	1379
Bulimba	1	F	24647
Bulimba	1	M	23298
Bundaberg	0	F	2374
Bundaberg	0	M	2262
Bundaberg	1	F	20549
Bundaberg	1	M	18902
Bundamba	0	F	2412
Bundamba	0	M	2277
Bundamba	1	F	37484
Bundamba	1	M	36483
Burdekin	0	F	3222
Burdekin	0	M	5443
Burdekin	1	F	20595
Burdekin	1	M	20774
Burleigh	0	F	3029
Burleigh	0	M	2745
Burleigh	1	F	24558
Burleigh	1	M	22462
Burnett	0	F	2845
