SED_NAME16	OnlyEnglishSpokenHome	persons
Strathfield	0	57754
Strathfield	1	30759
Summer Hill	0	32363
Summer Hill	1	43615
Swansea	0	2236
Swansea	1	65750
Sydney	0	33734
Sydney	1	50457
Tamworth	0	2568
Tamworth	1	68477
Terrigal	0	3762
Terrigal	1	65976
The Entrance	0	3756
The Entrance	1	65061
Tweed	0	3279
Tweed	1	67729
Upper Hunter	0	1965
Upper Hunter	1	67764
Vaucluse	0	15149
Vaucluse	1	57252
Wagga Wagga	0	4594
Wagga Wagga	1	67122
Wakehurst	0	16549
Wakehurst	1	59047
Wallsend	0	9455
Wallsend	1	67754
Willoughby	0	29505
Willoughby	1	51119
Wollondilly	0	4338
Wollondilly	1	66103
Wollongong	0	20746
Wollongong	1	56904
Wyong	0	4336
Wyong	1	67943
No usual address (NSW)	0	1822
No usual address (NSW)	1	7212
Migratory - Offshore - Shipping (NSW)	0	92
Migratory - Offshore - Shipping (NSW)	1	279
Albert Park (Southern Metropolitan)	0	19980
Albert Park (Southern Metropolitan)	1	47544
Altona (Western Metropolitan)	0	35747
Altona (Western Metropolitan)	1	51386
Bass (Eastern Victoria)	0	8360
Bass (Eastern Victoria)	1	59729
Bayswater (Eastern Metropolitan)	0	11089
Bayswater (Eastern Metropolitan)	1	47991
Bellarine (Western Victoria)	0	2609
Bellarine (Western Victoria)	1	53380
Benambra (Northern Victoria)	0	3025
Benambra (Northern Victoria)	1	57057
Bendigo East (Northern Victoria)	0	2820
Bendigo East (Northern Victoria)	1	57239
Bendigo West (Northern Victoria)	0	2699
Bendigo West (Northern Victoria)	1	52369
Bentleigh (Southern Metropolitan)	0	18224
Bentleigh (Southern Metropolitan)	1	40164
Box Hill (Eastern Metropolitan)	0	24643
Box Hill (Eastern Metropolitan)	1	41844
Brighton (Southern Metropolitan)	0	9778
Brighton (Southern Metropolitan)	1	48852
Broadmeadows (Northern Metropolitan)	0	45995
Broadmeadows (Northern Metropolitan)	1	21038
Brunswick (Northern Metropolitan)	0	21312
Brunswick (Northern Metropolitan)	1	45368
Bulleen (Eastern Metropolitan)	0	29519
Bulleen (Eastern Metropolitan)	1	29641
Bundoora (Northern Metropolitan)	0	21518
Bundoora (Northern Metropolitan)	1	37290
Buninyong (Western Victoria)	0	2584
Buninyong (Western Victoria)	1	52670
Burwood (Southern Metropolitan)	0	21682
Burwood (Southern Metropolitan)	1	41815
Carrum (South-Eastern Metropolitan)	0	9553
Carrum (South-Eastern Metropolitan)	1	53906
Caulfield (Southern Metropolitan)	0	18371
Caulfield (Southern Metropolitan)	1	43408
Clarinda (South-Eastern Metropolitan)	0	42178
Clarinda (South-Eastern Metropolitan)	1	28130
Cranbourne (South-Eastern Metropolitan)	0	33767
Cranbourne (South-Eastern Metropolitan)	1	57967
Croydon (Eastern Metropolitan)	0	8542
Croydon (Eastern Metropolitan)	1	47842
Dandenong (South-Eastern Metropolitan)	0	45103
Dandenong (South-Eastern Metropolitan)	1	24556
Eildon (Northern Victoria)	0	2162
Eildon (Northern Victoria)	1	51805
Eltham (Eastern Metropolitan)	0	6664
Eltham (Eastern Metropolitan)	1	50419
Essendon (Western Metropolitan)	0	18018
Essendon (Western Metropolitan)	1	44641
Euroa (Northern Victoria)	0	2577
Euroa (Northern Victoria)	1	56234
Evelyn (Eastern Victoria)	0	4716
Evelyn (Eastern Victoria)	1	50097
Ferntree Gully (Eastern Metropolitan)	0	16320
Ferntree Gully (Eastern Metropolitan)	1	39203
Footscray (Western Metropolitan)	0	43352
Footscray (Western Metropolitan)	1	32308
Forest Hill (Eastern Metropolitan)	0	23911
Forest Hill (Eastern Metropolitan)	1	33732
Frankston (South-Eastern Metropolitan)	0	6898
Frankston (South-Eastern Metropolitan)	1	50075
Geelong (Western Victoria)	0	6081
Geelong (Western Victoria)	1	53067
Gembrook (Eastern Victoria)	0	7867
Gembrook (Eastern Victoria)	1	57056
Gippsland East (Eastern Victoria)	0	1932
Gippsland East (Eastern Victoria)	1	52413
Gippsland South (Eastern Victoria)	0	2236
Gippsland South (Eastern Victoria)	1	49490
Hastings (Eastern Victoria)	0	3049
Hastings (Eastern Victoria)	1	61577
Hawthorn (Southern Metropolitan)	0	15383
Hawthorn (Southern Metropolitan)	1	46673
Ivanhoe (Eastern Metropolitan)	0	16430
Ivanhoe (Eastern Metropolitan)	1	44239
Kew (Southern Metropolitan)	0	20996
Kew (Southern Metropolitan)	1	39148
Keysborough (South-Eastern Metropolitan)	0	39929
Keysborough (South-Eastern Metropolitan)	1	27269
Kororoit (Western Metropolitan)	0	45906
Kororoit (Western Metropolitan)	1	31835
Lara (Western Victoria)	0	11438
Lara (Western Victoria)	1	48600
Lowan (Western Victoria)	0	1832
Lowan (Western Victoria)	1	51052
Macedon (Northern Victoria)	0	2746
Macedon (Northern Victoria)	1	50979
Malvern (Southern Metropolitan)	0	13127
Malvern (Southern Metropolitan)	1	42544
Melbourne (Northern Metropolitan)	0	55702
Melbourne (Northern Metropolitan)	1	47274
Melton (Western Victoria)	0	13067
Melton (Western Victoria)	1	60497
Mildura (Northern Victoria)	0	6346
Mildura (Northern Victoria)	1	51386
Mill Park (Northern Metropolitan)	0	28452
Mill Park (Northern Metropolitan)	1	37273
Monbulk (Eastern Victoria)	0	3799
Monbulk (Eastern Victoria)	1	50612
Mordialloc (South-Eastern Metropolitan)	0	10432
Mordialloc (South-Eastern Metropolitan)	1	49468
Mornington (Eastern Victoria)	0	3472
Mornington (Eastern Victoria)	1	55248
Morwell (Eastern Victoria)	0	4210
Morwell (Eastern Victoria)	1	55200
Mount Waverley (Eastern Metropolitan)	0	31646
Mount Waverley (Eastern Metropolitan)	1	28195
Mulgrave (South-Eastern Metropolitan)	0	32623
Mulgrave (South-Eastern Metropolitan)	1	26898
Murray Plains (Northern Victoria)	0	2612
Murray Plains (Northern Victoria)	1	54561
Narracan (Eastern Victoria)	0	2817
Narracan (Eastern Victoria)	1	59147
Narre Warren North (South-Eastern Metrop	0	26615
Narre Warren North (South-Eastern Metrop	1	36899
Narre Warren South (South-Eastern Metrop	0	31527
Narre Warren South (South-Eastern Metrop	1	47186
Nepean (Eastern Victoria)	0	3682
Nepean (Eastern Victoria)	1	51347
Niddrie (Western Metropolitan)	0	19463
Niddrie (Western Metropolitan)	1	37314
Northcote (Northern Metropolitan)	0	16496
Northcote (Northern Metropolitan)	1	44298
Oakleigh (Southern Metropolitan)	0	32770
Oakleigh (Southern Metropolitan)	1	35469
Ovens Valley (Northern Victoria)	0	3194
Ovens Valley (Northern Victoria)	1	49100
Pascoe Vale (Northern Metropolitan)	0	29852
Pascoe Vale (Northern Metropolitan)	1	40249
Polwarth (Western Victoria)	0	1888
Polwarth (Western Victoria)	1	53925
Prahran (Southern Metropolitan)	0	17977
Prahran (Southern Metropolitan)	1	47843
Preston (Northern Metropolitan)	0	29719
Preston (Northern Metropolitan)	1	33494
Richmond (Northern Metropolitan)	0	16835
Richmond (Northern Metropolitan)	1	48908
Ringwood (Eastern Metropolitan)	0	16924
Ringwood (Eastern Metropolitan)	1	42768
Ripon (Western Victoria)	0	1993
Ripon (Western Victoria)	1	54952
Rowville (South-Eastern Metropolitan)	0	14609
Rowville (South-Eastern Metropolitan)	1	38854
Sandringham (Southern Metropolitan)	0	8234
Sandringham (Southern Metropolitan)	1	47413
Shepparton (Northern Victoria)	0	9452
Shepparton (Northern Victoria)	1	54274
South Barwon (Western Victoria)	0	5650
South Barwon (Western Victoria)	1	60365
South-West Coast (Western Victoria)	0	2134
South-West Coast (Western Victoria)	1	55944
St Albans (Western Metropolitan)	0	48331
St Albans (Western Metropolitan)	1	21876
Sunbury (Western Metropolitan)	0	9960
Sunbury (Western Metropolitan)	1	47342
Sydenham (Western Metropolitan)	0	33438
Sydenham (Western Metropolitan)	1	38543
Tarneit (Western Metropolitan)	0	46988
Tarneit (Western Metropolitan)	1	43476
Thomastown (Northern Metropolitan)	0	44122
Thomastown (Northern Metropolitan)	1	20794
Warrandyte (Eastern Metropolitan)	0	20052
Warrandyte (Eastern Metropolitan)	1	38011
Wendouree (Western Victoria)	0	3183
Wendouree (Western Victoria)	1	50733
Werribee (Western Metropolitan)	0	20003
Werribee (Western Metropolitan)	1	46388
Williamstown (Western Metropolitan)	0	17705
Williamstown (Western Metropolitan)	1	49462
Yan Yean (Northern Victoria)	0	11482
Yan Yean (Northern Victoria)	1	64281
Yuroke (Northern Metropolitan)	0	45347
Yuroke (Northern Metropolitan)	1	39695
No usual address (Vic.)	0	1393
No usual address (Vic.)	1	4201
Migratory - Offshore - Shipping (Vic.)	0	10
Migratory - Offshore - Shipping (Vic.)	1	18
Albert	0	5581
Albert	1	60347
Algester	0	14898
Algester	1	37139
Ashgrove	0	3906
Ashgrove	1	40712
Aspley	0	7376
Aspley	1	35398
Barron River	0	5996
Barron River	1	50429
Beaudesert	0	2093
Beaudesert	1	51624
Brisbane Central	0	16981
Brisbane Central	1	38391
Broadwater	0	6647
Broadwater	1	40841
Buderim	0	2730
Buderim	1	44844
Bulimba	0	6206
Bulimba	1	43012
Bundaberg	0	2311
Bundaberg	1	38225
Bundamba	0	16140
Bundamba	1	58231
Burdekin	0	2971
Burdekin	1	40038
Burleigh	0	4348
Burleigh	1	43677
Burnett	0	1738
Burnett	1	43472
Cairns	0	11467
Cairns	1	41662
Callide	0	1727
Callide	1	40163
Caloundra	0	2211
Caloundra	1	45991
Capalaba	0	3527
Capalaba	1	42086
Chatsworth	0	8734
Chatsworth	1	40411
Clayfield	0	7639
Clayfield	1	40976
Cleveland	0	3647
Cleveland	1	44217
Condamine	0	3189
Condamine	1	50369
Cook	0	14192
Cook	1	31802
Coomera	0	6725
Coomera	1	62344
Currumbin	0	2689
Currumbin	1	42494
Dalrymple	0	1989
Dalrymple	1	41011
Everton	0	3783
Everton	1	40731
Ferny Grove	0	2810
Ferny Grove	1	41301
Gaven	0	5808
Gaven	1	49411
Gladstone	0	3649
Gladstone	1	47972
Glass House	0	2213
Glass House	1	48678
Greenslopes	0	7465
Greenslopes	1	37384
Gregory	0	1670
Gregory	1	35307
Gympie	0	1340
Gympie	1	44198
Hervey Bay	0	2291
Hervey Bay	1	46876
Hinchinbrook	0	2998
Hinchinbrook	1	45875
Inala	0	19780
Inala	1	31406
Indooroopilly	0	12352
Indooroopilly	1	35161
Ipswich	0	2846
Ipswich	1	46070
Ipswich West	0	1882
Ipswich West	1	49238
Kallangur	0	3630
Kallangur	1	46708
Kawana	0	2905
Kawana	1	47937
Keppel	0	2936
Keppel	1	47669
Lockyer	0	3301
Lockyer	1	47696
Logan	0	6839
Logan	1	40587
Lytton	0	3997
Lytton	1	43000
Mackay	0	3338
Mackay	1	36621
Mansfield	0	14094
Mansfield	1	30787
Maroochydore	0	3315
Maroochydore	1	45420
Maryborough	0	1135
Maryborough	1	45467
Mermaid Beach	0	8541
Mermaid Beach	1	41537
Mirani	0	1487
Mirani	1	46050
Moggill	0	6018
Moggill	1	39648
Morayfield	0	3059
Morayfield	1	49892
Mount Coot-tha	0	6797
Mount Coot-tha	1	36175
Mount Isa	0	2128
Mount Isa	1	26826
Mount Ommaney	0	9936
Mount Ommaney	1	34742
Mudgeeraba	0	5922
Mudgeeraba	1	46877
Mulgrave	0	5384
Mulgrave	1	43099
Mundingburra	0	5189
Mundingburra	1	37032
Murrumba	0	7814
Murrumba	1	61268
Nanango	0	1514
Nanango	1	45241
Nicklin	0	2159
Nicklin	1	46162
Noosa	0	2860
Noosa	1	46025
Nudgee	0	9443
Nudgee	1	42295
Pine Rivers	0	4376
Pine Rivers	1	46978
Pumicestone	0	2834
Pumicestone	1	47687
Redcliffe	0	3110
Redcliffe	1	43050
Redlands	0	2750
Redlands	1	46588
Rockhampton	0	2476
Rockhampton	1	43517
Sandgate	0	7142
Sandgate	1	40522
South Brisbane	0	15251
South Brisbane	1	35739
Southern Downs	0	2080
Southern Downs	1	43399
Southport	0	12627
Southport	1	42205
Springwood	0	6708
Springwood	1	40496
Stafford	0	6221
Stafford	1	38417
Stretton	0	32578
Stretton	1	24198
Sunnybank	0	27930
Sunnybank	1	23878
Surfers Paradise	0	11610
Surfers Paradise	1	40159
Thuringowa	0	2779
Thuringowa	1	46806
Toowoomba North	0	2287
Toowoomba North	1	44740
Toowoomba South	0	5221
Toowoomba South	1	42466
Townsville	0	3843
Townsville	1	41596
Warrego	0	1327
Warrego	1	35349
Waterford	0	9467
Waterford	1	50291
Whitsunday	0	3161
Whitsunday	1	51010
Woodridge	0	18697
Woodridge	1	39687
Yeerongpilly	0	9586
Yeerongpilly	1	38800
No usual address (Qld)	0	1293
No usual address (Qld)	1	8697
Migratory - Offshore - Shipping (Qld)	0	21
Migratory - Offshore - Shipping (Qld)	1	110
Adelaide	0	12973
Adelaide	1	25403
Ashford	0	8119
Ashford	1	25037
Bragg	0	6906
Bragg	1	25769
Bright	0	3358
Bright	1	28324
Chaffey	0	2886
Chaffey	1	29806
Cheltenham	0	12285
Cheltenham	1	23900
Colton	0	7641
Colton	1	25253
Croydon	0	13278
Croydon	1	20554
Davenport	0	3930
Davenport	1	29152
Dunstan	0	9167
Dunstan	1	24401
Elder	0	8381
Elder	1	25102
Enfield	0	16997
Enfield	1	20271
Finniss	0	1046
Finniss	1	30304
Fisher	0	2624
Fisher	1	30975
Flinders	0	1109
Flinders	1	29454
Florey	0	6347
Florey	1	24337
Frome	0	1126
Frome	1	31887
Giles	0	4016
Giles	1	27254
Goyder (SA)	0	857
Goyder (SA)	1	30372
Hammond	0	2420
Hammond	1	28808
Hartley	0	12725
Hartley	1	21640
Heysen	0	1432
Heysen	1	31951
Kaurna	0	1774
Kaurna	1	33890
Kavel	0	1437
Kavel	1	33527
Lee	0	4864
Lee	1	27845
Light	0	1921
Light	1	34549
Little Para	0	5166
Little Para	1	31247
Mackillop	0	1717
Mackillop	1	28927
Mawson	0	1999
Mawson	1	30676
Mitchell	0	5366
Mitchell	1	28736
Morialta	0	9576
Morialta	1	24678
Morphett	0	3689
Morphett	1	26725
Mount Gambier	0	1749
Mount Gambier	1	30423
Napier	0	4046
Napier	1	33198
Newland	0	2861
Newland	1	29461
Playford	0	9642
Playford	1	24524
Port Adelaide	0	11020
Port Adelaide	1	27854
Ramsay	0	12044
Ramsay	1	24006
Reynell	0	2536
Reynell	1	29577
Schubert	0	794
Schubert	1	32267
Stuart (SA)	0	1005
Stuart (SA)	1	28915
Taylor	0	8962
Taylor	1	29779
Torrens	0	12977
Torrens	1	23998
Unley	0	7314
Unley	1	25901
Waite	0	5382
Waite	1	27697
West Torrens	0	12494
West Torrens	1	21760
Wright	0	3793
Wright	1	29467
No usual address (SA)	0	347
No usual address (SA)	1	1933
Migratory - Offshore - Shipping (SA)	0	4
Albany (South West)	0	2191
Albany (South West)	1	31789
Alfred Cove (South Metropolitan)	0	5653
Alfred Cove (South Metropolitan)	1	27596
Armadale (East Metropolitan)	0	7365
Armadale (East Metropolitan)	1	34575
Balcatta (North Metropolitan)	0	12831
Balcatta (North Metropolitan)	1	23916
Bassendean (East Metropolitan)	0	8976
Bassendean (East Metropolitan)	1	26555
Bateman (South Metropolitan)	0	9642
Bateman (South Metropolitan)	1	23589
Belmont (East Metropolitan)	0	12006
Belmont (East Metropolitan)	1	25879
Bunbury (South West)	0	3153
Bunbury (South West)	1	29907
Butler (North Metropolitan)	0	10303
Butler (North Metropolitan)	1	60267
Cannington (South Metropolitan)	0	20598
Cannington (South Metropolitan)	1	23625
Carine (North Metropolitan)	0	3729
Carine (North Metropolitan)	1	29603
Central Wheatbelt (Agricultural)	0	1434
Central Wheatbelt (Agricultural)	1	29216
Churchlands (North Metropolitan)	0	7813
Churchlands (North Metropolitan)	1	31613
Cockburn (South Metropolitan)	0	11205
Cockburn (South Metropolitan)	1	34281
Collie-Preston (South West)	0	2371
Collie-Preston (South West)	1	35045
Cottesloe (North Metropolitan)	0	4045
Cottesloe (North Metropolitan)	1	30761
Darling Range (East Metropolitan)	0	10101
Darling Range (East Metropolitan)	1	48486
Dawesville (South West)	0	2340
Dawesville (South West)	1	35819
Eyre (Mining and Pastoral)	0	4362
Eyre (Mining and Pastoral)	1	41946
Forrestfield (East Metropolitan)	0	7773
Forrestfield (East Metropolitan)	1	32703
Fremantle (South Metropolitan)	0	5628
Fremantle (South Metropolitan)	1	31596
Geraldton (Agricultural)	0	2812
Geraldton (Agricultural)	1	31946
Girrawheen (North Metropolitan)	0	16157
Girrawheen (North Metropolitan)	1	29921
Gosnells (East Metropolitan)	0	10437
Gosnells (East Metropolitan)	1	28872
Hillarys (North Metropolitan)	0	3308
Hillarys (North Metropolitan)	1	29200
Jandakot (South Metropolitan)	0	7784
Jandakot (South Metropolitan)	1	30977
Joondalup (North Metropolitan)	0	4793
Joondalup (North Metropolitan)	1	30112
Kalamunda (East Metropolitan)	0	5509
Kalamunda (East Metropolitan)	1	29062
Kalgoorlie (Mining and Pastoral)	0	1812
Kalgoorlie (Mining and Pastoral)	1	2094
Kimberley (Mining and Pastoral)	0	6910
Kimberley (Mining and Pastoral)	1	22911
Kingsley (North Metropolitan)	0	3409
Kingsley (North Metropolitan)	1	29392
Kwinana (South Metropolitan)	0	10150
Kwinana (South Metropolitan)	1	49232
Mandurah (South West)	0	3171
Mandurah (South West)	1	36060
Maylands (East Metropolitan)	0	9691
Maylands (East Metropolitan)	1	28677
Midland (East Metropolitan)	0	4949
Midland (East Metropolitan)	1	32306
Mirrabooka (East Metropolitan)	0	19750
Mirrabooka (East Metropolitan)	1	22452
Moore (Agricultural)	0	1479
Moore (Agricultural)	1	31207
Morley (East Metropolitan)	0	13955
Morley (East Metropolitan)	1	22494
Mount Lawley (East Metropolitan)	0	9682
Mount Lawley (East Metropolitan)	1	26719
Murray-Wellington (South West)	0	2273
Murray-Wellington (South West)	1	35809
Nedlands (North Metropolitan)	0	8172
Nedlands (North Metropolitan)	1	29601
North West Central (Mining and Pastoral)	0	2765
North West Central (Mining and Pastoral)	1	18754
Ocean Reef (North Metropolitan)	0	4696
Ocean Reef (North Metropolitan)	1	35876
Perth (North Metropolitan)	0	14780
Perth (North Metropolitan)	1	32330
Pilbara (Mining and Pastoral)	0	6769
Pilbara (Mining and Pastoral)	1	32739
Riverton (South Metropolitan)	0	13541
Riverton (South Metropolitan)	1	23039
Rockingham (South Metropolitan)	0	2874
Rockingham (South Metropolitan)	1	31803
Scarborough (North Metropolitan)	0	5502
Scarborough (North Metropolitan)	1	32037
South Perth (South Metropolitan)	0	8670
South Perth (South Metropolitan)	1	27648
Southern River (South Metropolitan)	0	17771
Southern River (South Metropolitan)	1	31528
Swan Hills (East Metropolitan)	0	3999
Swan Hills (East Metropolitan)	1	39660
Vasse (South West)	0	1838
Vasse (South West)	1	35019
Victoria Park (South Metropolitan)	0	14778
Victoria Park (South Metropolitan)	1	28853
Wagin (Agricultural)	0	1944
Wagin (Agricultural)	1	27811
Wanneroo (North Metropolitan)	0	6578
Wanneroo (North Metropolitan)	1	37679
Warnbro (South Metropolitan)	0	4066
Warnbro (South Metropolitan)	1	53323
Warren-Blackwood (South West)	0	2053
Warren-Blackwood (South West)	1	34428
West Swan (East Metropolitan)	0	15570
West Swan (East Metropolitan)	1	39057
Willagee (South Metropolitan)	0	6766
Willagee (South Metropolitan)	1	27538
No usual address (WA)	0	585
No usual address (WA)	1	3819
Migratory - Offshore - Shipping (WA)	0	53
Migratory - Offshore - Shipping (WA)	1	309
Bass (Apsley)	0	207
Bass (Apsley)	1	9208
Bass (Launceston)	0	1681
Bass (Launceston)	1	29060
Bass (Rosevears)	0	1149
Bass (Rosevears)	1	21401
Bass (Windermere)	0	2812
Bass (Windermere)	1	29044
Braddon (Mersey)	0	932
Braddon (Mersey)	1	29656
Braddon (Montgomery)	0	634
Braddon (Montgomery)	1	29049
Braddon (Murchison)	0	788
Braddon (Murchison)	1	29848
Braddon (Western Tiers)	1	207
Denison (Derwent)	0	337
Denison (Derwent)	1	8814
Denison (Elwick)	0	4030
Denison (Elwick)	1	29638
Denison (Hobart)	0	3986
Denison (Hobart)	1	27408
Denison (Huon)	0	9
Denison (Huon)	1	389
Denison (Nelson)	0	3970
Denison (Nelson)	1	17393
Franklin (Derwent)	0	152
Franklin (Derwent)	1	3493
Franklin (Huon)	0	1400
Franklin (Huon)	1	31932
Franklin (Nelson)	0	975
Franklin (Nelson)	1	9452
Franklin (Pembroke)	0	1669
Franklin (Pembroke)	1	30631
Franklin (Rumney)	0	563
Franklin (Rumney)	1	18798
Lyons (Apsley)	0	364
Lyons (Apsley)	1	18311
Lyons (Derwent)	0	353
Lyons (Derwent)	1	22447
Lyons (Rosevears)	0	228
Lyons (Rosevears)	1	8862
Lyons (Rumney)	0	339
Lyons (Rumney)	1	15347
Lyons (Western Tiers)	0	652
Lyons (Western Tiers)	1	29278
No usual address (Tas.)	0	67
No usual address (Tas.)	1	680
Migratory - Offshore - Shipping (Tas.)	0	10
Migratory - Offshore - Shipping (Tas.)	1	60
Arafura	0	5974
Arafura	1	615
Araluen	0	2339
Araluen	1	7648
Arnhem	0	5670
Arnhem	1	1860
Barkly	0	3505
Barkly	1	4069
Blain	0	1396
Blain	1	7190
Braitling	0	1743
Braitling	1	7621
Brennan	0	1099
Brennan	1	6702
Casuarina	0	2932
Casuarina	1	5520
Daly	0	3314
Daly	1	5032
Drysdale	0	1290
Drysdale	1	6269
Fannie Bay	0	1945
Fannie Bay	1	5657
Fong Lim	0	1720
Fong Lim	1	5408
Goyder (NT)	0	687
Goyder (NT)	1	7655
Johnston	0	2133
Johnston	1	4753
Karama	0	2247
Karama	1	4809
Katherine	0	1428
Katherine	1	6340
Namatjira	0	4055
Namatjira	1	3257
Nelson	0	710
Nelson	1	8383
Nhulunbuy	0	6110
Nhulunbuy	1	2591
Nightcliff	0	2230
Nightcliff	1	5076
Port Darwin	0	2760
Port Darwin	1	5881
Sanderson	0	2146
Sanderson	1	5479
Spillett	0	1716
Spillett	1	6796
Stuart (NT)	0	5274
Stuart (NT)	1	1070
Wanguri	0	2645
Wanguri	1	5560
No usual address (NT)	0	455
No usual address (NT)	1	1364
Migratory - Offshore - Shipping (NT)	0	37
Migratory - Offshore - Shipping (NT)	1	27
Brindabella	0	10301
Brindabella	1	57021
Ginninderra	0	16769
Ginninderra	1	56683
Kurrajong	0	17190
Kurrajong	1	57942
Murrumbidgee	0	14582
Murrumbidgee	1	58843
Yerrabi	0	27744
Yerrabi	1	58146
No usual address (ACT)	0	82
No usual address (ACT)	1	355
Unclassified (OT)	0	2118
Unclassified (OT)	1	1688
No usual address (OT)	0	10
No usual address (OT)	1	40
Migratory - Offshore - Shipping (OT)	1	4
