SED_NAME16	EduInstitutionType	Sex	students
Blue Mountains	Technical or Further Educational Institution	M	721
Blue Mountains	University or other tertiary	F	1863
Blue Mountains	University or other tertiary	M	1230
Cabramatta		F	3042
Cabramatta		M	2678
Cabramatta	Infants/Primary	F	3166
Cabramatta	Infants/Primary	M	3392
Cabramatta	Pre-school	F	514
Cabramatta	Pre-school	M	535
Cabramatta	Secondary	F	3142
Cabramatta	Secondary	M	3169
Cabramatta	Technical or Further Educational Institution	F	923
Cabramatta	Technical or Further Educational Institution	M	862
Cabramatta	University or other tertiary	F	2359
Cabramatta	University or other tertiary	M	2016
Camden		F	2823
Camden		M	2494
Camden	Infants/Primary	F	4496
Camden	Infants/Primary	M	4631
Camden	Pre-school	F	993
Camden	Pre-school	M	1017
Camden	Secondary	F	3281
Camden	Secondary	M	3212
Camden	Technical or Further Educational Institution	F	763
Camden	Technical or Further Educational Institution	M	857
Camden	University or other tertiary	F	1945
Camden	University or other tertiary	M	1176
Campbelltown		F	3430
Campbelltown		M	2894
Campbelltown	Infants/Primary	F	3517
Campbelltown	Infants/Primary	M	3722
Campbelltown	Pre-school	F	669
Campbelltown	Pre-school	M	751
Campbelltown	Secondary	F	2682
Campbelltown	Secondary	M	2821
Campbelltown	Technical or Further Educational Institution	F	839
Campbelltown	Technical or Further Educational Institution	M	722
Campbelltown	University or other tertiary	F	1684
Campbelltown	University or other tertiary	M	1223
Canterbury		F	3504
Canterbury		M	3217
Canterbury	Infants/Primary	F	3167
Canterbury	Infants/Primary	M	3431
Canterbury	Pre-school	F	608
Canterbury	Pre-school	M	681
Canterbury	Secondary	F	2660
Canterbury	Secondary	M	2749
Canterbury	Technical or Further Educational Institution	F	887
Canterbury	Technical or Further Educational Institution	M	868
Canterbury	University or other tertiary	F	2838
Canterbury	University or other tertiary	M	2653
Castle Hill		F	1697
Castle Hill		M	1509
Castle Hill	Infants/Primary	F	4198
Castle Hill	Infants/Primary	M	4447
Castle Hill	Pre-school	F	845
Castle Hill	Pre-school	M	878
Castle Hill	Secondary	F	3516
Castle Hill	Secondary	M	3640
Castle Hill	Technical or Further Educational Institution	F	659
Castle Hill	Technical or Further Educational Institution	M	643
Castle Hill	University or other tertiary	F	2365
Castle Hill	University or other tertiary	M	2161
Cessnock		F	3165
Cessnock		M	3681
Cessnock	Infants/Primary	F	3438
Cessnock	Infants/Primary	M	3537
Cessnock	Pre-school	F	782
Cessnock	Pre-school	M	809
Cessnock	Secondary	F	2386
Cessnock	Secondary	M	2388
Cessnock	Technical or Further Educational Institution	F	803
Cessnock	Technical or Further Educational Institution	M	602
Cessnock	University or other tertiary	F	998
Cessnock	University or other tertiary	M	556
Charlestown		F	2020
Charlestown		M	1776
Charlestown	Infants/Primary	F	3038
Charlestown	Infants/Primary	M	3287
Charlestown	Pre-school	F	703
Charlestown	Pre-school	M	800
Charlestown	Secondary	F	2347
Charlestown	Secondary	M	2390
Charlestown	Technical or Further Educational Institution	F	677
Charlestown	Technical or Further Educational Institution	M	628
Charlestown	University or other tertiary	F	1747
Charlestown	University or other tertiary	M	1301
Clarence		F	3392
Clarence		M	3572
Clarence	Infants/Primary	F	2732
Clarence	Infants/Primary	M	2921
Clarence	Pre-school	F	581
Clarence	Pre-school	M	618
Clarence	Secondary	F	2142
Clarence	Secondary	M	2213
Clarence	Technical or Further Educational Institution	F	938
Clarence	Technical or Further Educational Institution	M	584
Clarence	University or other tertiary	F	686
Clarence	University or other tertiary	M	311
Coffs Harbour		F	3351
Coffs Harbour		M	2991
Coffs Harbour	Infants/Primary	F	2983
Coffs Harbour	Infants/Primary	M	3044
Coffs Harbour	Pre-school	F	644
Coffs Harbour	Pre-school	M	728
Coffs Harbour	Secondary	F	2255
Coffs Harbour	Secondary	M	2313
Coffs Harbour	Technical or Further Educational Institution	F	1044
Coffs Harbour	Technical or Further Educational Institution	M	648
Coffs Harbour	University or other tertiary	F	1119
Coffs Harbour	University or other tertiary	M	558
Coogee		F	4475
Coogee		M	4224
Coogee	Infants/Primary	F	2740
Coogee	Infants/Primary	M	2748
Coogee	Pre-school	F	733
Coogee	Pre-school	M	776
Coogee	Secondary	F	1783
Coogee	Secondary	M	1771
Coogee	Technical or Further Educational Institution	F	710
Coogee	Technical or Further Educational Institution	M	576
Coogee	University or other tertiary	F	3273
Coogee	University or other tertiary	M	2647
Cootamundra		F	3607
Cootamundra		M	4278
Cootamundra	Infants/Primary	F	3011
Cootamundra	Infants/Primary	M	3154
Cootamundra	Pre-school	F	607
Cootamundra	Pre-school	M	669
Cootamundra	Secondary	F	2120
Cootamundra	Secondary	M	2056
Cootamundra	Technical or Further Educational Institution	F	741
Cootamundra	Technical or Further Educational Institution	M	474
Cootamundra	University or other tertiary	F	710
Cootamundra	University or other tertiary	M	301
Cronulla		F	2217
Cronulla		M	1947
Cronulla	Infants/Primary	F	3015
Cronulla	Infants/Primary	M	3254
Cronulla	Pre-school	F	639
Cronulla	Pre-school	M	747
Cronulla	Secondary	F	2424
Cronulla	Secondary	M	2480
Cronulla	Technical or Further Educational Institution	F	559
Cronulla	Technical or Further Educational Institution	M	670
Cronulla	University or other tertiary	F	1873
Cronulla	University or other tertiary	M	1334
Davidson		F	1963
Davidson		M	1615
Davidson	Infants/Primary	F	3935
Davidson	Infants/Primary	M	4406
Davidson	Pre-school	F	774
Davidson	Pre-school	M	863
Davidson	Secondary	F	3389
Davidson	Secondary	M	3676
Davidson	Technical or Further Educational Institution	F	514
Davidson	Technical or Further Educational Institution	M	454
Davidson	University or other tertiary	F	2541
Davidson	University or other tertiary	M	2265
Drummoyne		F	2896
Drummoyne		M	2478
Drummoyne	Infants/Primary	F	2785
Drummoyne	Infants/Primary	M	2880
Drummoyne	Pre-school	F	602
Drummoyne	Pre-school	M	688
Drummoyne	Secondary	F	1933
Drummoyne	Secondary	M	1990
Drummoyne	Technical or Further Educational Institution	F	605
Drummoyne	Technical or Further Educational Institution	M	528
Drummoyne	University or other tertiary	F	3084
Drummoyne	University or other tertiary	M	2632
Dubbo		F	3869
Dubbo		M	4227
Dubbo	Infants/Primary	F	3267
Dubbo	Infants/Primary	M	3565
Dubbo	Pre-school	F	766
Dubbo	Pre-school	M	792
Dubbo	Secondary	F	2285
Dubbo	Secondary	M	2334
Dubbo	Technical or Further Educational Institution	F	990
Dubbo	Technical or Further Educational Institution	M	710
Dubbo	University or other tertiary	F	941
Dubbo	University or other tertiary	M	435
East Hills		F	2480
East Hills		M	2209
East Hills	Infants/Primary	F	3231
East Hills	Infants/Primary	M	3510
East Hills	Pre-school	F	673
East Hills	Pre-school	M	722
East Hills	Secondary	F	2628
East Hills	Secondary	M	2770
East Hills	Technical or Further Educational Institution	F	704
East Hills	Technical or Further Educational Institution	M	691
East Hills	University or other tertiary	F	2140
East Hills	University or other tertiary	M	1706
Epping		F	1933
Epping		M	1548
Epping	Infants/Primary	F	3359
Epping	Infants/Primary	M	3614
Epping	Pre-school	F	640
Epping	Pre-school	M	659
Epping	Secondary	F	3205
Epping	Secondary	M	3358
Epping	Technical or Further Educational Institution	F	675
Epping	Technical or Further Educational Institution	M	589
Epping	University or other tertiary	F	3336
Epping	University or other tertiary	M	3214
Fairfield		F	3904
Fairfield		M	3443
Fairfield	Infants/Primary	F	3530
Fairfield	Infants/Primary	M	3667
Fairfield	Pre-school	F	538
Fairfield	Pre-school	M	630
Fairfield	Secondary	F	3108
Fairfield	Secondary	M	3238
Fairfield	Technical or Further Educational Institution	F	1181
Fairfield	Technical or Further Educational Institution	M	1044
Fairfield	University or other tertiary	F	2269
Fairfield	University or other tertiary	M	1860
Gosford		F	3108
Gosford		M	2786
Gosford	Infants/Primary	F	2632
Gosford	Infants/Primary	M	2694
Gosford	Pre-school	F	632
Gosford	Pre-school	M	672
Gosford	Secondary	F	2028
Gosford	Secondary	M	2070
Gosford	Technical or Further Educational Institution	F	818
Gosford	Technical or Further Educational Institution	M	636
Gosford	University or other tertiary	F	1458
Gosford	University or other tertiary	M	973
Goulburn		F	3342
Goulburn		M	3679
Goulburn	Infants/Primary	F	3082
Goulburn	Infants/Primary	M	3293
Goulburn	Pre-school	F	639
Goulburn	Pre-school	M	728
Goulburn	Secondary	F	2410
Goulburn	Secondary	M	2471
Goulburn	Technical or Further Educational Institution	F	788
Goulburn	Technical or Further Educational Institution	M	657
Goulburn	University or other tertiary	F	1129
Goulburn	University or other tertiary	M	580
Granville		F	3714
Granville		M	3628
Granville	Infants/Primary	F	3700
Granville	Infants/Primary	M	3966
Granville	Pre-school	F	704
Granville	Pre-school	M	856
Granville	Secondary	F	2657
Granville	Secondary	M	2762
Granville	Technical or Further Educational Institution	F	1171
Granville	Technical or Further Educational Institution	M	957
Granville	University or other tertiary	F	2568
Granville	University or other tertiary	M	2453
Hawkesbury		F	2680
Hawkesbury		M	2474
Hawkesbury	Infants/Primary	F	3159
Hawkesbury	Infants/Primary	M	3412
Hawkesbury	Pre-school	F	714
Hawkesbury	Pre-school	M	825
Hawkesbury	Secondary	F	2625
Hawkesbury	Secondary	M	2578
Hawkesbury	Technical or Further Educational Institution	F	763
Hawkesbury	Technical or Further Educational Institution	M	798
Hawkesbury	University or other tertiary	F	1586
Hawkesbury	University or other tertiary	M	929
Heathcote		F	1689
Heathcote		M	1547
Heathcote	Infants/Primary	F	3386
Heathcote	Infants/Primary	M	3600
Heathcote	Pre-school	F	835
Heathcote	Pre-school	M	916
Heathcote	Secondary	F	2655
Heathcote	Secondary	M	2668
Heathcote	Technical or Further Educational Institution	F	661
Heathcote	Technical or Further Educational Institution	M	789
Heathcote	University or other tertiary	F	1917
Heathcote	University or other tertiary	M	1378
Heffron		F	5021
Heffron		M	5004
Heffron	Infants/Primary	F	2134
Heffron	Infants/Primary	M	2274
Heffron	Pre-school	F	535
Heffron	Pre-school	M	562
Heffron	Secondary	F	1591
Heffron	Secondary	M	1632
Heffron	Technical or Further Educational Institution	F	1250
Heffron	Technical or Further Educational Institution	M	1067
Heffron	University or other tertiary	F	9113
Heffron	University or other tertiary	M	9191
Holsworthy		F	2889
Holsworthy		M	2756
Holsworthy	Infants/Primary	F	4102
Holsworthy	Infants/Primary	M	4258
Holsworthy	Pre-school	F	756
Holsworthy	Pre-school	M	848
Holsworthy	Secondary	F	3304
Holsworthy	Secondary	M	3388
Holsworthy	Technical or Further Educational Institution	F	812
Holsworthy	Technical or Further Educational Institution	M	785
Holsworthy	University or other tertiary	F	2364
Holsworthy	University or other tertiary	M	1716
Hornsby		F	1805
Hornsby		M	1630
Hornsby	Infants/Primary	F	3677
Hornsby	Infants/Primary	M	3783
Hornsby	Pre-school	F	786
Hornsby	Pre-school	M	862
Hornsby	Secondary	F	2888
Hornsby	Secondary	M	2958
Hornsby	Technical or Further Educational Institution	F	787
Hornsby	Technical or Further Educational Institution	M	766
Hornsby	University or other tertiary	F	2411
Hornsby	University or other tertiary	M	2015
Keira		F	2257
Keira		M	1930
Keira	Infants/Primary	F	3465
Keira	Infants/Primary	M	3569
Keira	Pre-school	F	783
Keira	Pre-school	M	871
Keira	Secondary	F	2637
Keira	Secondary	M	2662
Keira	Technical or Further Educational Institution	F	667
Keira	Technical or Further Educational Institution	M	691
Keira	University or other tertiary	F	2630
Keira	University or other tertiary	M	2464
Kiama		F	2836
Kiama		M	3212
Kiama	Infants/Primary	F	2815
Kiama	Infants/Primary	M	2927
Kiama	Pre-school	F	694
Kiama	Pre-school	M	785
Kiama	Secondary	F	2238
Kiama	Secondary	M	2285
Kiama	Technical or Further Educational Institution	F	664
Kiama	Technical or Further Educational Institution	M	674
Kiama	University or other tertiary	F	1286
Kiama	University or other tertiary	M	757
Kogarah		F	3316
Kogarah		M	3106
Kogarah	Infants/Primary	F	2959
Kogarah	Infants/Primary	M	3094
Kogarah	Pre-school	F	611
Kogarah	Pre-school	M	672
Kogarah	Secondary	F	2502
Kogarah	Secondary	M	2644
Kogarah	Technical or Further Educational Institution	F	1044
Kogarah	Technical or Further Educational Institution	M	945
Kogarah	University or other tertiary	F	4072
Kogarah	University or other tertiary	M	4164
Ku-ring-gai		F	2241
Ku-ring-gai		M	1848
Ku-ring-gai	Infants/Primary	F	3693
Ku-ring-gai	Infants/Primary	M	4033
Ku-ring-gai	Pre-school	F	770
Ku-ring-gai	Pre-school	M	826
Ku-ring-gai	Secondary	F	3619
Ku-ring-gai	Secondary	M	3501
Ku-ring-gai	Technical or Further Educational Institution	F	602
Ku-ring-gai	Technical or Further Educational Institution	M	425
Ku-ring-gai	University or other tertiary	F	2884
Ku-ring-gai	University or other tertiary	M	2418
Lake Macquarie		F	2288
Lake Macquarie		M	1975
Lake Macquarie	Infants/Primary	F	2688
Lake Macquarie	Infants/Primary	M	2786
Lake Macquarie	Pre-school	F	596
Lake Macquarie	Pre-school	M	608
Lake Macquarie	Secondary	F	2181
Lake Macquarie	Secondary	M	2270
Lake Macquarie	Technical or Further Educational Institution	F	736
Lake Macquarie	Technical or Further Educational Institution	M	608
Lake Macquarie	University or other tertiary	F	1331
Lake Macquarie	University or other tertiary	M	893
Lakemba		F	4120
Lakemba		M	4015
Lakemba	Infants/Primary	F	4183
Lakemba	Infants/Primary	M	4393
Lakemba	Pre-school	F	696
Lakemba	Pre-school	M	833
Lakemba	Secondary	F	3123
Lakemba	Secondary	M	3104
Lakemba	Technical or Further Educational Institution	F	1108
Lakemba	Technical or Further Educational Institution	M	939
Lakemba	University or other tertiary	F	2507
Lakemba	University or other tertiary	M	3103
Lane Cove		F	2509
Lane Cove		M	2331
Lane Cove	Infants/Primary	F	3332
Lane Cove	Infants/Primary	M	3343
Lane Cove	Pre-school	F	739
Lane Cove	Pre-school	M	826
Lane Cove	Secondary	F	2396
Lane Cove	Secondary	M	3438
Lane Cove	Technical or Further Educational Institution	F	674
Lane Cove	Technical or Further Educational Institution	M	505
Lane Cove	University or other tertiary	F	2709
Lane Cove	University or other tertiary	M	2419
Lismore		F	3814
Lismore		M	3610
Lismore	Infants/Primary	F	2902
Lismore	Infants/Primary	M	3020
Lismore	Pre-school	F	576
Lismore	Pre-school	M	597
Lismore	Secondary	F	2404
Lismore	Secondary	M	2297
Lismore	Technical or Further Educational Institution	F	885
Lismore	Technical or Further Educational Institution	M	597
Lismore	University or other tertiary	F	1437
Lismore	University or other tertiary	M	879
Liverpool		F	4936
Liverpool		M	4581
Liverpool	Infants/Primary	F	3987
Liverpool	Infants/Primary	M	4289
Liverpool	Pre-school	F	638
Liverpool	Pre-school	M	730
Liverpool	Secondary	F	3537
Liverpool	Secondary	M	3612
Liverpool	Technical or Further Educational Institution	F	1126
Liverpool	Technical or Further Educational Institution	M	909
Liverpool	University or other tertiary	F	2349
Liverpool	University or other tertiary	M	1715
Londonderry		F	4335
Londonderry		M	4607
Londonderry	Infants/Primary	F	4204
Londonderry	Infants/Primary	M	4331
Londonderry	Pre-school	F	815
Londonderry	Pre-school	M	910
Londonderry	Secondary	F	2892
Londonderry	Secondary	M	2925
Londonderry	Technical or Further Educational Institution	F	1011
Londonderry	Technical or Further Educational Institution	M	863
Londonderry	University or other tertiary	F	1514
Londonderry	University or other tertiary	M	1004
Macquarie Fields		F	3360
Macquarie Fields		M	2866
Macquarie Fields	Infants/Primary	F	3819
Macquarie Fields	Infants/Primary	M	4130
Macquarie Fields	Pre-school	F	715
Macquarie Fields	Pre-school	M	749
Macquarie Fields	Secondary	F	2975
Macquarie Fields	Secondary	M	3024
Macquarie Fields	Technical or Further Educational Institution	F	866
Macquarie Fields	Technical or Further Educational Institution	M	819
Macquarie Fields	University or other tertiary	F	2135
Macquarie Fields	University or other tertiary	M	1768
Maitland		F	2494
Maitland		M	2383
Maitland	Infants/Primary	F	3636
Maitland	Infants/Primary	M	3790
Maitland	Pre-school	F	793
Maitland	Pre-school	M	898
Maitland	Secondary	F	2526
Maitland	Secondary	M	2678
Maitland	Technical or Further Educational Institution	F	947
Maitland	Technical or Further Educational Institution	M	753
Maitland	University or other tertiary	F	1489
Maitland	University or other tertiary	M	909
Manly		F	3195
Manly		M	2799
Manly	Infants/Primary	F	3563
Manly	Infants/Primary	M	3692
Manly	Pre-school	F	819
Manly	Pre-school	M	878
Manly	Secondary	F	2430
Manly	Secondary	M	2487
Manly	Technical or Further Educational Institution	F	695
Manly	Technical or Further Educational Institution	M	555
Manly	University or other tertiary	F	2062
Manly	University or other tertiary	M	1632
Maroubra		F	3499
Maroubra		M	4726
Maroubra	Infants/Primary	F	2969
Maroubra	Infants/Primary	M	3197
Maroubra	Pre-school	F	640
Maroubra	Pre-school	M	719
Maroubra	Secondary	F	2306
Maroubra	Secondary	M	2382
Maroubra	Technical or Further Educational Institution	F	683
Maroubra	Technical or Further Educational Institution	M	639
Maroubra	University or other tertiary	F	2974
Maroubra	University or other tertiary	M	2870
Miranda		F	1893
Miranda		M	1711
Miranda	Infants/Primary	F	3050
Miranda	Infants/Primary	M	3238
Miranda	Pre-school	F	699
Miranda	Pre-school	M	798
Miranda	Secondary	F	2390
Miranda	Secondary	M	2398
Miranda	Technical or Further Educational Institution	F	610
Miranda	Technical or Further Educational Institution	M	634
Miranda	University or other tertiary	F	1778
Miranda	University or other tertiary	M	1360
Monaro		F	3366
Monaro		M	3567
Monaro	Infants/Primary	F	3131
Monaro	Infants/Primary	M	3294
Monaro	Pre-school	F	480
Monaro	Pre-school	M	657
Monaro	Secondary	F	2411
Monaro	Secondary	M	2534
Monaro	Technical or Further Educational Institution	F	823
Monaro	Technical or Further Educational Institution	M	744
Monaro	University or other tertiary	F	1616
Monaro	University or other tertiary	M	1092
Mount Druitt		F	3432
Mount Druitt		M	3146
Mount Druitt	Infants/Primary	F	4342
Mount Druitt	Infants/Primary	M	4666
Mount Druitt	Pre-school	F	690
Mount Druitt	Pre-school	M	770
Mount Druitt	Secondary	F	3559
Mount Druitt	Secondary	M	3546
Mount Druitt	Technical or Further Educational Institution	F	1159
Mount Druitt	Technical or Further Educational Institution	M	883
Mount Druitt	University or other tertiary	F	2174
Mount Druitt	University or other tertiary	M	1756
Mulgoa		F	2507
Mulgoa		M	2269
Mulgoa	Infants/Primary	F	3880
Mulgoa	Infants/Primary	M	3986
Mulgoa	Pre-school	F	793
Mulgoa	Pre-school	M	845
Mulgoa	Secondary	F	3269
Mulgoa	Secondary	M	3265
Mulgoa	Technical or Further Educational Institution	F	729
Mulgoa	Technical or Further Educational Institution	M	802
Mulgoa	University or other tertiary	F	2046
Mulgoa	University or other tertiary	M	1461
Murray		F	4640
Murray		M	4548
Murray	Infants/Primary	F	3319
Murray	Infants/Primary	M	3463
Murray	Pre-school	F	714
Murray	Pre-school	M	767
Murray	Secondary	F	2722
Murray	Secondary	M	2601
Murray	Technical or Further Educational Institution	F	727
Murray	Technical or Further Educational Institution	M	570
Murray	University or other tertiary	F	737
Murray	University or other tertiary	M	366
Myall Lakes		F	3309
Myall Lakes		M	2903
Myall Lakes	Infants/Primary	F	2462
Myall Lakes	Infants/Primary	M	2634
Myall Lakes	Pre-school	F	555
Myall Lakes	Pre-school	M	600
Myall Lakes	Secondary	F	2015
Myall Lakes	Secondary	M	2029
Myall Lakes	Technical or Further Educational Institution	F	843
Myall Lakes	Technical or Further Educational Institution	M	513
Myall Lakes	University or other tertiary	F	629
Myall Lakes	University or other tertiary	M	257
Newcastle		F	2792
Newcastle		M	2768
Newcastle	Infants/Primary	F	2279
Newcastle	Infants/Primary	M	2414
Newcastle	Pre-school	F	536
Newcastle	Pre-school	M	628
Newcastle	Secondary	F	1684
Newcastle	Secondary	M	1746
Newcastle	Technical or Further Educational Institution	F	846
Newcastle	Technical or Further Educational Institution	M	771
Newcastle	University or other tertiary	F	2850
Newcastle	University or other tertiary	M	2234
Newtown		F	5023
Newtown		M	5299
Newtown	Infants/Primary	F	1386
Newtown	Infants/Primary	M	1466
Newtown	Pre-school	F	319
Newtown	Pre-school	M	375
Newtown	Secondary	F	981
Newtown	Secondary	M	948
Newtown	Technical or Further Educational Institution	F	913
Newtown	Technical or Further Educational Institution	M	832
Newtown	University or other tertiary	F	7568
Newtown	University or other tertiary	M	5583
North Shore		F	3597
North Shore		M	3177
North Shore	Infants/Primary	F	2097
North Shore	Infants/Primary	M	2219
North Shore	Pre-school	F	564
North Shore	Pre-school	M	564
North Shore	Secondary	F	1657
North Shore	Secondary	M	1625
North Shore	Technical or Further Educational Institution	F	561
North Shore	Technical or Further Educational Institution	M	327
North Shore	University or other tertiary	F	2717
North Shore	University or other tertiary	M	2038
Northern Tablelands		F	4179
Northern Tablelands		M	4150
Northern Tablelands	Infants/Primary	F	3250
Northern Tablelands	Infants/Primary	M	3332
Northern Tablelands	Pre-school	F	664
Northern Tablelands	Pre-school	M	753
Northern Tablelands	Secondary	F	2532
Northern Tablelands	Secondary	M	2473
Northern Tablelands	Technical or Further Educational Institution	F	773
Northern Tablelands	Technical or Further Educational Institution	M	579
Northern Tablelands	University or other tertiary	F	2314
Northern Tablelands	University or other tertiary	M	1570
Oatley		F	2280
Oatley		M	1984
Oatley	Infants/Primary	F	2937
Oatley	Infants/Primary	M	3064
Oatley	Pre-school	F	615
Oatley	Pre-school	M	666
Oatley	Secondary	F	2636
Oatley	Secondary	M	2678
Oatley	Technical or Further Educational Institution	F	624
Oatley	Technical or Further Educational Institution	M	592
Oatley	University or other tertiary	F	2374
Oatley	University or other tertiary	M	2226
Orange		F	3526
Orange		M	3316
Orange	Infants/Primary	F	3474
Orange	Infants/Primary	M	3714
Orange	Pre-school	F	751
Orange	Pre-school	M	762
Orange	Secondary	F	2639
Orange	Secondary	M	2639
Orange	Technical or Further Educational Institution	F	994
Orange	Technical or Further Educational Institution	M	784
Orange	University or other tertiary	F	1243
Orange	University or other tertiary	M	633
Oxley		F	3791
Oxley		M	3910
Oxley	Infants/Primary	F	2811
Oxley	Infants/Primary	M	2822
Oxley	Pre-school	F	589
Oxley	Pre-school	M	670
Oxley	Secondary	F	2165
Oxley	Secondary	M	2204
Oxley	Technical or Further Educational Institution	F	823
Oxley	Technical or Further Educational Institution	M	506
Oxley	University or other tertiary	F	765
Oxley	University or other tertiary	M	316
Parramatta		F	4264
Parramatta		M	4205
Parramatta	Infants/Primary	F	3475
Parramatta	Infants/Primary	M	3735
Parramatta	Pre-school	F	808
Parramatta	Pre-school	M	844
Parramatta	Secondary	F	2493
Parramatta	Secondary	M	2840
Parramatta	Technical or Further Educational Institution	F	1175
Parramatta	Technical or Further Educational Institution	M	882
Parramatta	University or other tertiary	F	3569
Parramatta	University or other tertiary	M	3517
Penrith		F	2883
Penrith		M	2486
Penrith	Infants/Primary	F	3402
Penrith	Infants/Primary	M	3528
Penrith	Pre-school	F	763
Penrith	Pre-school	M	918
Penrith	Secondary	F	2491
Penrith	Secondary	M	2549
Penrith	Technical or Further Educational Institution	F	911
Penrith	Technical or Further Educational Institution	M	727
Penrith	University or other tertiary	F	1739
Penrith	University or other tertiary	M	1298
Pittwater		F	2450
Pittwater		M	2041
Pittwater	Infants/Primary	F	3084
Pittwater	Infants/Primary	M	3222
Pittwater	Pre-school	F	674
Pittwater	Pre-school	M	768
Pittwater	Secondary	F	2451
Pittwater	Secondary	M	2479
Pittwater	Technical or Further Educational Institution	F	510
Pittwater	Technical or Further Educational Institution	M	621
Pittwater	University or other tertiary	F	1516
Pittwater	University or other tertiary	M	1194
Port Macquarie		F	2983
Port Macquarie		M	2646
Port Macquarie	Infants/Primary	F	2630
Port Macquarie	Infants/Primary	M	2779
