SED_NAME16	Age	Sex	Volunteer	adults
Cessnock	65-74	F	0	2629
Cessnock	65-74	F	1	634
Cessnock	65-74	M		401
Cessnock	65-74	M	0	2620
Cessnock	65-74	M	1	592
Cessnock	75-84	F		284
Cessnock	75-84	F	0	1319
Cessnock	75-84	F	1	209
Cessnock	75-84	M		237
Cessnock	75-84	M	0	1110
Cessnock	75-84	M	1	168
Cessnock	85+	F		192
Cessnock	85+	F	0	708
Cessnock	85+	F	1	43
Cessnock	85+	M		96
Cessnock	85+	M	0	365
Cessnock	85+	M	1	20
Charlestown	15-19	F		92
Charlestown	15-19	F	0	1537
Charlestown	15-19	F	1	426
Charlestown	15-19	M		118
Charlestown	15-19	M	0	1830
Charlestown	15-19	M	1	356
Charlestown	20-24	F		91
Charlestown	20-24	F	0	1544
Charlestown	20-24	F	1	368
Charlestown	20-24	M		84
Charlestown	20-24	M	0	1714
Charlestown	20-24	M	1	271
Charlestown	25-34	F		169
Charlestown	25-34	F	0	3453
Charlestown	25-34	F	1	708
Charlestown	25-34	M		194
Charlestown	25-34	M	0	3344
Charlestown	25-34	M	1	548
Charlestown	35-44	F		182
Charlestown	35-44	F	0	3415
Charlestown	35-44	F	1	1254
Charlestown	35-44	M		212
Charlestown	35-44	M	0	3369
Charlestown	35-44	M	1	895
Charlestown	45-54	F		200
Charlestown	45-54	F	0	3615
Charlestown	45-54	F	1	1114
Charlestown	45-54	M		244
Charlestown	45-54	M	0	3506
Charlestown	45-54	M	1	948
Charlestown	55-64	F		202
Charlestown	55-64	F	0	3452
Charlestown	55-64	F	1	871
Charlestown	55-64	M		219
Charlestown	55-64	M	0	3220
Charlestown	55-64	M	1	724
Charlestown	65-74	F		240
Charlestown	65-74	F	0	2726
Charlestown	65-74	F	1	885
Charlestown	65-74	M		209
Charlestown	65-74	M	0	2384
Charlestown	65-74	M	1	671
Charlestown	75-84	F		286
Charlestown	75-84	F	0	1891
Charlestown	75-84	F	1	371
Charlestown	75-84	M		169
Charlestown	75-84	M	0	1481
Charlestown	75-84	M	1	346
Charlestown	85+	F		224
Charlestown	85+	F	0	995
Charlestown	85+	F	1	52
Charlestown	85+	M		118
Charlestown	85+	M	0	589
Charlestown	85+	M	1	40
Clarence	15-19	F		278
Clarence	15-19	F	0	1519
Clarence	15-19	F	1	357
Clarence	15-19	M		345
Clarence	15-19	M	0	1612
Clarence	15-19	M	1	356
Clarence	20-24	F		129
Clarence	20-24	F	0	1162
Clarence	20-24	F	1	234
Clarence	20-24	M		188
Clarence	20-24	M	0	1238
Clarence	20-24	M	1	216
Clarence	25-34	F		253
Clarence	25-34	F	0	2238
Clarence	25-34	F	1	613
Clarence	25-34	M		353
Clarence	25-34	M	0	2256
Clarence	25-34	M	1	433
Clarence	35-44	F		348
Clarence	35-44	F	0	2517
Clarence	35-44	F	1	1099
Clarence	35-44	M		389
Clarence	35-44	M	0	2565
Clarence	35-44	M	1	704
Clarence	45-54	F		364
Clarence	45-54	F	0	3393
Clarence	45-54	F	1	1175
Clarence	45-54	M		457
Clarence	45-54	M	0	3356
Clarence	45-54	M	1	889
Clarence	55-64	F		478
Clarence	55-64	F	0	3982
Clarence	55-64	F	1	1430
Clarence	55-64	M		524
Clarence	55-64	M	0	4113
Clarence	55-64	M	1	1126
Clarence	65-74	F		479
Clarence	65-74	F	0	3138
Clarence	65-74	F	1	1403
Clarence	65-74	M		501
Clarence	65-74	M	0	3622
Clarence	65-74	M	1	1063
Clarence	75-84	F		436
Clarence	75-84	F	0	1885
Clarence	75-84	F	1	632
Clarence	75-84	M		383
Clarence	75-84	M	0	1896
Clarence	75-84	M	1	442
Clarence	85+	F		197
Clarence	85+	F	0	1085
Clarence	85+	F	1	124
Clarence	85+	M		135
Clarence	85+	M	0	662
Clarence	85+	M	1	56
Coffs Harbour	15-19	F		194
Coffs Harbour	15-19	F	0	1475
Coffs Harbour	15-19	F	1	439
Coffs Harbour	15-19	M		200
Coffs Harbour	15-19	M	0	1642
Coffs Harbour	15-19	M	1	388
Coffs Harbour	20-24	F		143
Coffs Harbour	20-24	F	0	1338
Coffs Harbour	20-24	F	1	324
Coffs Harbour	20-24	M		174
Coffs Harbour	20-24	M	0	1466
Coffs Harbour	20-24	M	1	246
Coffs Harbour	25-34	F		280
Coffs Harbour	25-34	F	0	3028
Coffs Harbour	25-34	F	1	641
Coffs Harbour	25-34	M		333
Coffs Harbour	25-34	M	0	2901
Coffs Harbour	25-34	M	1	464
Coffs Harbour	35-44	F		266
Coffs Harbour	35-44	F	0	2981
Coffs Harbour	35-44	F	1	1070
Coffs Harbour	35-44	M		299
Coffs Harbour	35-44	M	0	2845
Coffs Harbour	35-44	M	1	753
Coffs Harbour	45-54	F		392
Coffs Harbour	45-54	F	0	3632
Coffs Harbour	45-54	F	1	1147
Coffs Harbour	45-54	M		334
Coffs Harbour	45-54	M	0	3237
Coffs Harbour	45-54	M	1	894
Coffs Harbour	55-64	F		376
Coffs Harbour	55-64	F	0	3875
Coffs Harbour	55-64	F	1	1221
Coffs Harbour	55-64	M		475
Coffs Harbour	55-64	M	0	3673
Coffs Harbour	55-64	M	1	1069
Coffs Harbour	65-74	F		378
Coffs Harbour	65-74	F	0	2718
Coffs Harbour	65-74	F	1	1235
Coffs Harbour	65-74	M		373
Coffs Harbour	65-74	M	0	2915
Coffs Harbour	65-74	M	1	897
Coffs Harbour	75-84	F		451
Coffs Harbour	75-84	F	0	1694
Coffs Harbour	75-84	F	1	452
Coffs Harbour	75-84	M		324
Coffs Harbour	75-84	M	0	1484
Coffs Harbour	75-84	M	1	383
Coffs Harbour	85+	F		380
Coffs Harbour	85+	F	0	835
Coffs Harbour	85+	F	1	65
Coffs Harbour	85+	M		197
Coffs Harbour	85+	M	0	529
Coffs Harbour	85+	M	1	57
Coogee	15-19	F		133
Coogee	15-19	F	0	969
Coogee	15-19	F	1	497
Coogee	15-19	M		206
Coogee	15-19	M	0	1035
Coogee	15-19	M	1	415
Coogee	20-24	F		316
Coogee	20-24	F	0	1903
Coogee	20-24	F	1	589
Coogee	20-24	M		319
Coogee	20-24	M	0	1734
Coogee	20-24	M	1	436
Coogee	25-34	F		966
Coogee	25-34	F	0	7111
Coogee	25-34	F	1	1621
Coogee	25-34	M		972
Coogee	25-34	M	0	6370
Coogee	25-34	M	1	1103
Coogee	35-44	F		635
Coogee	35-44	F	0	5054
Coogee	35-44	F	1	1722
Coogee	35-44	M		634
Coogee	35-44	M	0	5129
Coogee	35-44	M	1	1227
Coogee	45-54	F		463
Coogee	45-54	F	0	3412
Coogee	45-54	F	1	1555
Coogee	45-54	M		510
Coogee	45-54	M	0	3539
Coogee	45-54	M	1	1160
Coogee	55-64	F		329
Coogee	55-64	F	0	2722
Coogee	55-64	F	1	802
Coogee	55-64	M		353
Coogee	55-64	M	0	2578
Coogee	55-64	M	1	672
Coogee	65-74	F		301
Coogee	65-74	F	0	2002
Coogee	65-74	F	1	600
Coogee	65-74	M		278
Coogee	65-74	M	0	1865
Coogee	65-74	M	1	409
Coogee	75-84	F		279
Coogee	75-84	F	0	1298
Coogee	75-84	F	1	231
Coogee	75-84	M		198
Coogee	75-84	M	0	1046
Coogee	75-84	M	1	180
Coogee	85+	F		281
Coogee	85+	F	0	947
Coogee	85+	F	1	83
Coogee	85+	M		128
Coogee	85+	M	0	511
Coogee	85+	M	1	48
Cootamundra	15-19	F		285
Cootamundra	15-19	F	0	1262
Cootamundra	15-19	F	1	505
Cootamundra	15-19	M		309
Cootamundra	15-19	M	0	1334
Cootamundra	15-19	M	1	470
Cootamundra	20-24	F		151
Cootamundra	20-24	F	0	1164
Cootamundra	20-24	F	1	319
Cootamundra	20-24	M		256
Cootamundra	20-24	M	0	1255
Cootamundra	20-24	M	1	292
Cootamundra	25-34	F		290
Cootamundra	25-34	F	0	2205
Cootamundra	25-34	F	1	836
Cootamundra	25-34	M		550
Cootamundra	25-34	M	0	2262
Cootamundra	25-34	M	1	594
Cootamundra	35-44	F		320
Cootamundra	35-44	F	0	2110
Cootamundra	35-44	F	1	1427
Cootamundra	35-44	M		625
Cootamundra	35-44	M	0	2316
Cootamundra	35-44	M	1	1006
Cootamundra	45-54	F		398
Cootamundra	45-54	F	0	2804
Cootamundra	45-54	F	1	1495
Cootamundra	45-54	M		547
Cootamundra	45-54	M	0	2809
Cootamundra	45-54	M	1	1242
Cootamundra	55-64	F		461
Cootamundra	55-64	F	0	2995
Cootamundra	55-64	F	1	1497
Cootamundra	55-64	M		574
Cootamundra	55-64	M	0	3291
Cootamundra	55-64	M	1	1322
Cootamundra	65-74	F		491
Cootamundra	65-74	F	0	2443
Cootamundra	65-74	F	1	1553
Cootamundra	65-74	M		560
Cootamundra	65-74	M	0	2781
Cootamundra	65-74	M	1	1269
Cootamundra	75-84	F		476
Cootamundra	75-84	F	0	1595
Cootamundra	75-84	F	1	734
Cootamundra	75-84	M		388
Cootamundra	75-84	M	0	1549
Cootamundra	75-84	M	1	549
Cootamundra	85+	F		269
Cootamundra	85+	F	0	1021
Cootamundra	85+	F	1	159
Cootamundra	85+	M		157
Cootamundra	85+	M	0	564
Cootamundra	85+	M	1	97
Cronulla	15-19	F		139
Cronulla	15-19	F	0	1527
Cronulla	15-19	F	1	510
Cronulla	15-19	M		112
Cronulla	15-19	M	0	1672
Cronulla	15-19	M	1	413
Cronulla	20-24	F		107
Cronulla	20-24	F	0	1554
Cronulla	20-24	F	1	404
Cronulla	20-24	M		114
Cronulla	20-24	M	0	1750
Cronulla	20-24	M	1	335
Cronulla	25-34	F		319
Cronulla	25-34	F	0	3823
Cronulla	25-34	F	1	671
Cronulla	25-34	M		310
Cronulla	25-34	M	0	3672
Cronulla	25-34	M	1	525
Cronulla	35-44	F		263
Cronulla	35-44	F	0	3593
Cronulla	35-44	F	1	1288
Cronulla	35-44	M		285
Cronulla	35-44	M	0	3730
Cronulla	35-44	M	1	829
Cronulla	45-54	F		235
Cronulla	45-54	F	0	3603
Cronulla	45-54	F	1	1362
Cronulla	45-54	M		257
Cronulla	45-54	M	0	3590
Cronulla	45-54	M	1	1156
Cronulla	55-64	F		254
Cronulla	55-64	F	0	3697
Cronulla	55-64	F	1	891
Cronulla	55-64	M		261
Cronulla	55-64	M	0	3575
Cronulla	55-64	M	1	827
Cronulla	65-74	F		193
Cronulla	65-74	F	0	2541
Cronulla	65-74	F	1	728
Cronulla	65-74	M		184
Cronulla	65-74	M	0	2397
Cronulla	65-74	M	1	630
Cronulla	75-84	F		182
Cronulla	75-84	F	0	1576
Cronulla	75-84	F	1	383
Cronulla	75-84	M		120
Cronulla	75-84	M	0	1313
Cronulla	75-84	M	1	322
Cronulla	85+	F		133
Cronulla	85+	F	0	916
Cronulla	85+	F	1	113
Cronulla	85+	M		69
Cronulla	85+	M	0	581
Cronulla	85+	M	1	82
Davidson	15-19	F		83
Davidson	15-19	F	0	1691
Davidson	15-19	F	1	1001
Davidson	15-19	M		117
Davidson	15-19	M	0	2054
Davidson	15-19	M	1	872
Davidson	20-24	F		74
Davidson	20-24	F	0	1384
Davidson	20-24	F	1	564
Davidson	20-24	M		64
Davidson	20-24	M	0	1577
Davidson	20-24	M	1	500
Davidson	25-34	F		106
Davidson	25-34	F	0	2377
Davidson	25-34	F	1	579
Davidson	25-34	M		121
Davidson	25-34	M	0	2267
Davidson	25-34	M	1	436
Davidson	35-44	F		162
Davidson	35-44	F	0	3510
Davidson	35-44	F	1	1897
Davidson	35-44	M		177
Davidson	35-44	M	0	3429
Davidson	35-44	M	1	1119
Davidson	45-54	F		202
Davidson	45-54	F	0	3810
Davidson	45-54	F	1	2351
Davidson	45-54	M		227
Davidson	45-54	M	0	3750
Davidson	45-54	M	1	1840
Davidson	55-64	F		162
Davidson	55-64	F	0	3165
Davidson	55-64	F	1	1245
Davidson	55-64	M		163
Davidson	55-64	M	0	2971
Davidson	55-64	M	1	1082
Davidson	65-74	F		207
Davidson	65-74	F	0	2716
Davidson	65-74	F	1	1093
Davidson	65-74	M		155
Davidson	65-74	M	0	2390
Davidson	65-74	M	1	927
Davidson	75-84	F		217
Davidson	75-84	F	0	1853
Davidson	75-84	F	1	552
Davidson	75-84	M		142
Davidson	75-84	M	0	1560
Davidson	75-84	M	1	562
Davidson	85+	F		235
Davidson	85+	F	0	1197
Davidson	85+	F	1	114
Davidson	85+	M		115
Davidson	85+	M	0	663
Davidson	85+	M	1	137
Drummoyne	15-19	F		99
Drummoyne	15-19	F	0	1237
Drummoyne	15-19	F	1	428
Drummoyne	15-19	M		143
Drummoyne	15-19	M	0	1349
Drummoyne	15-19	M	1	378
Drummoyne	20-24	F		178
Drummoyne	20-24	F	0	2137
Drummoyne	20-24	F	1	440
Drummoyne	20-24	M		126
Drummoyne	20-24	M	0	2106
Drummoyne	20-24	M	1	315
Drummoyne	25-34	F		501
Drummoyne	25-34	F	0	5785
Drummoyne	25-34	F	1	1024
Drummoyne	25-34	M		487
Drummoyne	25-34	M	0	5563
Drummoyne	25-34	M	1	778
Drummoyne	35-44	F		367
Drummoyne	35-44	F	0	4507
Drummoyne	35-44	F	1	1472
Drummoyne	35-44	M		375
Drummoyne	35-44	M	0	4574
Drummoyne	35-44	M	1	976
Drummoyne	45-54	F		316
Drummoyne	45-54	F	0	3958
Drummoyne	45-54	F	1	1346
Drummoyne	45-54	M		279
Drummoyne	45-54	M	0	3601
Drummoyne	45-54	M	1	976
Drummoyne	55-64	F		293
Drummoyne	55-64	F	0	3549
Drummoyne	55-64	F	1	837
Drummoyne	55-64	M		234
Drummoyne	55-64	M	0	3164
Drummoyne	55-64	M	1	670
Drummoyne	65-74	F		242
Drummoyne	65-74	F	0	2605
Drummoyne	65-74	F	1	660
Drummoyne	65-74	M		222
Drummoyne	65-74	M	0	2329
Drummoyne	65-74	M	1	549
Drummoyne	75-84	F		178
Drummoyne	75-84	F	0	1681
Drummoyne	75-84	F	1	287
Drummoyne	75-84	M		130
Drummoyne	75-84	M	0	1382
Drummoyne	75-84	M	1	199
Drummoyne	85+	F		131
Drummoyne	85+	F	0	1040
Drummoyne	85+	F	1	64
Drummoyne	85+	M		67
Drummoyne	85+	M	0	610
Drummoyne	85+	M	1	35
Dubbo	15-19	F		292
Dubbo	15-19	F	0	1526
Dubbo	15-19	F	1	436
Dubbo	15-19	M		339
Dubbo	15-19	M	0	1642
Dubbo	15-19	M	1	375
Dubbo	20-24	F		203
Dubbo	20-24	F	0	1602
Dubbo	20-24	F	1	344
Dubbo	20-24	M		313
Dubbo	20-24	M	0	1683
Dubbo	20-24	M	1	262
Dubbo	25-34	F		463
Dubbo	25-34	F	0	3566
Dubbo	25-34	F	1	920
Dubbo	25-34	M		681
Dubbo	25-34	M	0	3436
Dubbo	25-34	M	1	651
Dubbo	35-44	F		414
Dubbo	35-44	F	0	2819
Dubbo	35-44	F	1	1338
Dubbo	35-44	M		537
Dubbo	35-44	M	0	2876
Dubbo	35-44	M	1	931
Dubbo	45-54	F		450
Dubbo	45-54	F	0	3264
Dubbo	45-54	F	1	1340
Dubbo	45-54	M		541
Dubbo	45-54	M	0	3252
Dubbo	45-54	M	1	1064
Dubbo	55-64	F		504
Dubbo	55-64	F	0	3286
Dubbo	55-64	F	1	1135
Dubbo	55-64	M		497
Dubbo	55-64	M	0	3240
Dubbo	55-64	M	1	948
Dubbo	65-74	F		449
Dubbo	65-74	F	0	2277
Dubbo	65-74	F	1	1035
Dubbo	65-74	M		451
Dubbo	65-74	M	0	2488
Dubbo	65-74	M	1	810
Dubbo	75-84	F		378
Dubbo	75-84	F	0	1427
Dubbo	75-84	F	1	507
Dubbo	75-84	M		275
Dubbo	75-84	M	0	1289
Dubbo	75-84	M	1	354
Dubbo	85+	F		165
Dubbo	85+	F	0	767
Dubbo	85+	F	1	109
Dubbo	85+	M		97
Dubbo	85+	M	0	454
Dubbo	85+	M	1	63
East Hills	15-19	F		157
East Hills	15-19	F	0	1785
East Hills	15-19	F	1	468
East Hills	15-19	M		159
East Hills	15-19	M	0	2019
East Hills	15-19	M	1	341
East Hills	20-24	F		143
East Hills	20-24	F	0	2013
East Hills	20-24	F	1	418
East Hills	20-24	M		159
East Hills	20-24	M	0	2076
East Hills	20-24	M	1	344
East Hills	25-34	F		276
East Hills	25-34	F	0	4216
East Hills	25-34	F	1	668
East Hills	25-34	M		278
East Hills	25-34	M	0	4073
East Hills	25-34	M	1	527
East Hills	35-44	F		263
East Hills	35-44	F	0	4093
East Hills	35-44	F	1	1046
East Hills	35-44	M		286
East Hills	35-44	M	0	4047
East Hills	35-44	M	1	716
East Hills	45-54	F		258
East Hills	45-54	F	0	4011
East Hills	45-54	F	1	885
East Hills	45-54	M		288
East Hills	45-54	M	0	3923
East Hills	45-54	M	1	665
East Hills	55-64	F		258
East Hills	55-64	F	0	3760
East Hills	55-64	F	1	630
East Hills	55-64	M		232
East Hills	55-64	M	0	3640
East Hills	55-64	M	1	593
East Hills	65-74	F		207
East Hills	65-74	F	0	2492
East Hills	65-74	F	1	480
East Hills	65-74	M		220
East Hills	65-74	M	0	2460
East Hills	65-74	M	1	387
East Hills	75-84	F		201
East Hills	75-84	F	0	1727
East Hills	75-84	F	1	247
East Hills	75-84	M		148
East Hills	75-84	M	0	1360
East Hills	75-84	M	1	184
East Hills	85+	F		142
East Hills	85+	F	0	1129
East Hills	85+	F	1	58
East Hills	85+	M		105
East Hills	85+	M	0	655
East Hills	85+	M	1	31
Epping	15-19	F		69
Epping	15-19	F	0	1889
Epping	15-19	F	1	831
Epping	15-19	M		105
Epping	15-19	M	0	2189
Epping	15-19	M	1	785
Epping	20-24	F		74
Epping	20-24	F	0	1903
Epping	20-24	F	1	813
Epping	20-24	M		83
Epping	20-24	M	0	2175
Epping	20-24	M	1	650
Epping	25-34	F		148
Epping	25-34	F	0	3319
Epping	25-34	F	1	806
Epping	25-34	M		162
Epping	25-34	M	0	3420
Epping	25-34	M	1	684
Epping	35-44	F		142
Epping	35-44	F	0	3611
Epping	35-44	F	1	1737
Epping	35-44	M		177
Epping	35-44	M	0	3558
Epping	35-44	M	1	1066
Epping	45-54	F		137
Epping	45-54	F	0	4022
Epping	45-54	F	1	1933
Epping	45-54	M		166
Epping	45-54	M	0	3841
Epping	45-54	M	1	1518
Epping	55-64	F		121
Epping	55-64	F	0	3744
Epping	55-64	F	1	1297
Epping	55-64	M		132
Epping	55-64	M	0	3568
Epping	55-64	M	1	1229
Epping	65-74	F		133
Epping	65-74	F	0	2272
Epping	65-74	F	1	934
Epping	65-74	M		124
Epping	65-74	M	0	2243
Epping	65-74	M	1	772
Epping	75-84	F		239
Epping	75-84	F	0	1611
Epping	75-84	F	1	567
Epping	75-84	M		158
Epping	75-84	M	0	1217
Epping	75-84	M	1	462
Epping	85+	F		441
Epping	85+	F	0	1176
Epping	85+	F	1	176
Epping	85+	M		166
Epping	85+	M	0	668
Epping	85+	M	1	127
Fairfield	15-19	F		224
Fairfield	15-19	F	0	2221
Fairfield	15-19	F	1	463
Fairfield	15-19	M		248
Fairfield	15-19	M	0	2523
Fairfield	15-19	M	1	349
Fairfield	20-24	F		199
Fairfield	20-24	F	0	2560
Fairfield	20-24	F	1	433
Fairfield	20-24	M		220
Fairfield	20-24	M	0	2873
Fairfield	20-24	M	1	322
Fairfield	25-34	F		431
Fairfield	25-34	F	0	5417
Fairfield	25-34	F	1	563
Fairfield	25-34	M		429
Fairfield	25-34	M	0	5149
Fairfield	25-34	M	1	435
Fairfield	35-44	F		375
Fairfield	35-44	F	0	4854
Fairfield	35-44	F	1	535
Fairfield	35-44	M		330
Fairfield	35-44	M	0	4567
Fairfield	35-44	M	1	394
Fairfield	45-54	F		365
Fairfield	45-54	F	0	4896
Fairfield	45-54	F	1	539
Fairfield	45-54	M		406
Fairfield	45-54	M	0	4943
Fairfield	45-54	M	1	390
Fairfield	55-64	F		296
Fairfield	55-64	F	0	4356
Fairfield	55-64	F	1	431
Fairfield	55-64	M		332
Fairfield	55-64	M	0	4265
Fairfield	55-64	M	1	345
Fairfield	65-74	F		222
Fairfield	65-74	F	0	2708
Fairfield	65-74	F	1	278
Fairfield	65-74	M		234
Fairfield	65-74	M	0	2612
Fairfield	65-74	M	1	210
Fairfield	75-84	F		194
Fairfield	75-84	F	0	1791
Fairfield	75-84	F	1	115
Fairfield	75-84	M		156
Fairfield	75-84	M	0	1483
Fairfield	75-84	M	1	82
Fairfield	85+	F		98
Fairfield	85+	F	0	962
Fairfield	85+	F	1	25
Fairfield	85+	M		77
Fairfield	85+	M	0	541
Fairfield	85+	M	1	15
Gosford	15-19	F		178
Gosford	15-19	F	0	1415
Gosford	15-19	F	1	378
Gosford	15-19	M		227
Gosford	15-19	M	0	1490
Gosford	15-19	M	1	343
Gosford	20-24	F		163
Gosford	20-24	F	0	1460
Gosford	20-24	F	1	341
Gosford	20-24	M		157
Gosford	20-24	M	0	1677
Gosford	20-24	M	1	241
Gosford	25-34	F		260
Gosford	25-34	F	0	3307
Gosford	25-34	F	1	677
Gosford	25-34	M		311
Gosford	25-34	M	0	3352
Gosford	25-34	M	1	498
Gosford	35-44	F		295
Gosford	35-44	F	0	3258
Gosford	35-44	F	1	1067
Gosford	35-44	M		331
Gosford	35-44	M	0	3438
Gosford	35-44	M	1	729
Gosford	45-54	F		315
Gosford	45-54	F	0	3730
Gosford	45-54	F	1	1122
Gosford	45-54	M		343
Gosford	45-54	M	0	3687
Gosford	45-54	M	1	874
Gosford	55-64	F		319
Gosford	55-64	F	0	3817
Gosford	55-64	F	1	989
Gosford	55-64	M		356
Gosford	55-64	M	0	3571
Gosford	55-64	M	1	775
Gosford	65-74	F		392
Gosford	65-74	F	0	3089
Gosford	65-74	F	1	1017
Gosford	65-74	M		379
Gosford	65-74	M	0	2976
Gosford	65-74	M	1	712
Gosford	75-84	F		402
Gosford	75-84	F	0	1955
Gosford	75-84	F	1	422
Gosford	75-84	M		250
Gosford	75-84	M	0	1592
Gosford	75-84	M	1	338
Gosford	85+	F		371
Gosford	85+	F	0	1113
Gosford	85+	F	1	93
Gosford	85+	M		155
Gosford	85+	M	0	668
Gosford	85+	M	1	78
Goulburn	15-19	F		270
Goulburn	15-19	F	0	1433
Goulburn	15-19	F	1	536
Goulburn	15-19	M		329
Goulburn	15-19	M	0	1613
Goulburn	15-19	M	1	424
Goulburn	20-24	F		124
Goulburn	20-24	F	0	1229
Goulburn	20-24	F	1	298
Goulburn	20-24	M		225
Goulburn	20-24	M	0	1390
Goulburn	20-24	M	1	303
Goulburn	25-34	F		260
Goulburn	25-34	F	0	2815
Goulburn	25-34	F	1	726
Goulburn	25-34	M		489
Goulburn	25-34	M	0	2655
Goulburn	25-34	M	1	554
Goulburn	35-44	F		314
Goulburn	35-44	F	0	2861
Goulburn	35-44	F	1	1366
Goulburn	35-44	M		514
Goulburn	35-44	M	0	2906
Goulburn	35-44	M	1	972
Goulburn	45-54	F		384
Goulburn	45-54	F	0	3480
Goulburn	45-54	F	1	1637
Goulburn	45-54	M		497
Goulburn	45-54	M	0	3508
Goulburn	45-54	M	1	1317
Goulburn	55-64	F		401
Goulburn	55-64	F	0	3554
Goulburn	55-64	F	1	1444
Goulburn	55-64	M		455
Goulburn	55-64	M	0	3622
Goulburn	55-64	M	1	1235
Goulburn	65-74	F		444
Goulburn	65-74	F	0	2813
Goulburn	65-74	F	1	1413
Goulburn	65-74	M		463
Goulburn	65-74	M	0	2962
Goulburn	65-74	M	1	1188
Goulburn	75-84	F		390
Goulburn	75-84	F	0	1400
Goulburn	75-84	F	1	571
Goulburn	75-84	M		309
Goulburn	75-84	M	0	1420
Goulburn	75-84	M	1	475
Goulburn	85+	F		322
Goulburn	85+	F	0	695
Goulburn	85+	F	1	95
Goulburn	85+	M		140
Goulburn	85+	M	0	439
Goulburn	85+	M	1	61
Granville	15-19	F		173
Granville	15-19	F	0	1908
Granville	15-19	F	1	372
Granville	15-19	M		246
Granville	15-19	M	0	2160
Granville	15-19	M	1	244
Granville	20-24	F		263
Granville	20-24	F	0	2503
Granville	20-24	F	1	415
Granville	20-24	M		307
Granville	20-24	M	0	3020
Granville	20-24	M	1	390
Granville	25-34	F		643
Granville	25-34	F	0	7203
Granville	25-34	F	1	955
Granville	25-34	M		727
Granville	25-34	M	0	7728
Granville	25-34	M	1	849
Granville	35-44	F		367
Granville	35-44	F	0	4991
Granville	35-44	F	1	898
Granville	35-44	M		500
Granville	35-44	M	0	5699
Granville	35-44	M	1	806
Granville	45-54	F		359
Granville	45-54	F	0	4108
Granville	45-54	F	1	618
Granville	45-54	M		338
Granville	45-54	M	0	4169
Granville	45-54	M	1	545
Granville	55-64	F		273
Granville	55-64	F	0	3501
Granville	55-64	F	1	459
Granville	55-64	M		321
Granville	55-64	M	0	3395
Granville	55-64	M	1	411
Granville	65-74	F		203
Granville	65-74	F	0	2305
Granville	65-74	F	1	305
Granville	65-74	M		209
Granville	65-74	M	0	2231
Granville	65-74	M	1	248
Granville	75-84	F		181
Granville	75-84	F	0	1457
Granville	75-84	F	1	138
Granville	75-84	M		137
Granville	75-84	M	0	1154
Granville	75-84	M	1	108
Granville	85+	F		100
Granville	85+	F	0	736
Granville	85+	F	1	34
Granville	85+	M		60
Granville	85+	M	0	441
Granville	85+	M	1	20
Hawkesbury	15-19	F		234
Hawkesbury	15-19	F	0	1786
Hawkesbury	15-19	F	1	564
Hawkesbury	15-19	M		258
Hawkesbury	15-19	M	0	2029
Hawkesbury	15-19	M	1	430
Hawkesbury	20-24	F		170
Hawkesbury	20-24	F	0	1848
Hawkesbury	20-24	F	1	410
Hawkesbury	20-24	M		164
Hawkesbury	20-24	M	0	2016
Hawkesbury	20-24	M	1	314
Hawkesbury	25-34	F		264
Hawkesbury	25-34	F	0	3454
Hawkesbury	25-34	F	1	755
Hawkesbury	25-34	M		298
Hawkesbury	25-34	M	0	3516
Hawkesbury	25-34	M	1	539
Hawkesbury	35-44	F		276
Hawkesbury	35-44	F	0	3212
Hawkesbury	35-44	F	1	1266
Hawkesbury	35-44	M		281
Hawkesbury	35-44	M	0	3445
Hawkesbury	35-44	M	1	763
Hawkesbury	45-54	F		375
Hawkesbury	45-54	F	0	3909
Hawkesbury	45-54	F	1	1329
Hawkesbury	45-54	M		388
Hawkesbury	45-54	M	0	4053
Hawkesbury	45-54	M	1	980
Hawkesbury	55-64	F		293
Hawkesbury	55-64	F	0	3307
Hawkesbury	55-64	F	1	976
Hawkesbury	55-64	M		322
Hawkesbury	55-64	M	0	3375
Hawkesbury	55-64	M	1	806
Hawkesbury	65-74	F		282
Hawkesbury	65-74	F	0	2298
Hawkesbury	65-74	F	1	767
Hawkesbury	65-74	M		289
Hawkesbury	65-74	M	0	2352
Hawkesbury	65-74	M	1	592
Hawkesbury	75-84	F		198
Hawkesbury	75-84	F	0	1138
Hawkesbury	75-84	F	1	288
Hawkesbury	75-84	M		149
Hawkesbury	75-84	M	0	1057
Hawkesbury	75-84	M	1	220
Hawkesbury	85+	F		103
Hawkesbury	85+	F	0	557
Hawkesbury	85+	F	1	50
Hawkesbury	85+	M		65
Hawkesbury	85+	M	0	335
Hawkesbury	85+	M	1	29
Heathcote	15-19	F		106
Heathcote	15-19	F	0	1601
Heathcote	15-19	F	1	589
Heathcote	15-19	M		137
Heathcote	15-19	M	0	1888
Heathcote	15-19	M	1	476
Heathcote	20-24	F		74
Heathcote	20-24	F	0	1554
Heathcote	20-24	F	1	464
Heathcote	20-24	M		76
Heathcote	20-24	M	0	1880
Heathcote	20-24	M	1	387
Heathcote	25-34	F		172
Heathcote	25-34	F	0	3655
Heathcote	25-34	F	1	848
Heathcote	25-34	M		163
Heathcote	25-34	M	0	3557
Heathcote	25-34	M	1	642
Heathcote	35-44	F		192
Heathcote	35-44	F	0	3872
Heathcote	35-44	F	1	1612
Heathcote	35-44	M		212
