SED_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Auburn	Italian	1	0	110
Auburn	Italian	1	1	350
Auburn	Korean			32
Auburn	Korean	0	0	6615
Auburn	Korean	0	1	24
Auburn	Korean	1	0	53
Auburn	Korean	1	1	10
Auburn	Lebanese			139
Auburn	Lebanese	0	0	7334
Auburn	Lebanese	0	1	1583
Auburn	Lebanese	1	0	584
Auburn	Lebanese	1	1	794
Auburn	Macedonian	0	0	107
Auburn	Macedonian	0	1	4
Auburn	Macedonian	1	0	9
Auburn	Macedonian	1	1	12
Auburn	Maltese			3
Auburn	Maltese	0	0	182
Auburn	Maltese	0	1	40
Auburn	Maltese	1	0	21
Auburn	Maltese	1	1	54
Auburn	Maori			13
Auburn	Maori	0	0	242
Auburn	Maori	0	1	19
Auburn	Maori	1	0	15
Auburn	Maori	1	1	6
Auburn	NZ			11
Auburn	NZ	0	0	186
Auburn	NZ	0	1	38
Auburn	NZ	1	0	14
Auburn	NZ	1	1	30
Auburn	(Other)			248
Auburn	(Other)	0	0	25186
Auburn	(Other)	0	1	575
Auburn	(Other)	1	0	424
Auburn	(Other)	1	1	308
Auburn	Polish			4
Auburn	Polish	0	0	253
Auburn	Polish	0	1	30
Auburn	Polish	1	0	10
Auburn	Polish	1	1	34
Auburn	Russian			10
Auburn	Russian	0	0	396
Auburn	Russian	0	1	11
Auburn	Russian	1	0	9
Auburn	Russian	1	1	19
Auburn	Scottish			24
Auburn	Scottish	0	0	396
Auburn	Scottish	0	1	154
Auburn	Scottish	1	0	79
Auburn	Scottish	1	1	828
Auburn	Serbian	0	0	143
Auburn	Serbian	0	1	15
Auburn	Serbian	1	0	3
Auburn	Serbian	1	1	3
Auburn	South African	0	0	110
Auburn	South African	0	1	17
Auburn	South African	1	0	10
Auburn	South African	1	1	5
Auburn	Spanish			4
Auburn	Spanish	0	0	432
Auburn	Spanish	0	1	25
Auburn	Spanish	1	0	13
Auburn	Spanish	1	1	14
Auburn	Sri Lankan			7
Auburn	Sri Lankan	0	0	1018
Auburn	Sri Lankan	0	1	6
Auburn	Sri Lankan	1	0	10
Auburn	Sri Lankan	1	1	4
Auburn	Turkish			65
Auburn	Turkish	0	0	4013
Auburn	Turkish	0	1	331
Auburn	Turkish	1	0	213
Auburn	Turkish	1	1	192
Auburn	Vietnamese			36
Auburn	Vietnamese	0	0	2645
Auburn	Vietnamese	0	1	18
Auburn	Vietnamese	1	0	46
Auburn	Vietnamese	1	1	41
Auburn	Welsh			4
Auburn	Welsh	0	0	49
Auburn	Welsh	0	1	5
Auburn	Welsh	1	0	12
Auburn	Welsh	1	1	56
Ballina				6384
Ballina		0	0	101
Ballina		0	1	48
Ballina		1	0	31
Ballina		1	1	555
Ballina	Australian			496
Ballina	Australian		1	21677
Ballina	Australian	0	0	338
Ballina	Australian	0	1	2875
Ballina	Australian	1	0	2080
Ballina	Australian Aboriginal			7
Ballina	Australian Aboriginal	0	1	16
Ballina	Australian Aboriginal	1	0	10
Ballina	Australian Aboriginal	1	1	316
Ballina	Chinese			7
Ballina	Chinese	0	0	238
Ballina	Chinese	0	1	63
Ballina	Chinese	1	0	40
Ballina	Chinese	1	1	144
Ballina	Croatian	0	0	82
Ballina	Croatian	0	1	14
Ballina	Croatian	1	0	6
Ballina	Croatian	1	1	30
Ballina	Dutch			9
Ballina	Dutch	0	0	610
Ballina	Dutch	0	1	179
Ballina	Dutch	1	0	112
Ballina	Dutch	1	1	245
Ballina	English			511
Ballina	English	0	0	5173
Ballina	English	0	1	2591
Ballina	English	1	0	1839
Ballina	English	1	1	20564
Ballina	Filipino	0	0	157
Ballina	Filipino	0	1	9
Ballina	Filipino	1	0	60
Ballina	Filipino	1	1	25
Ballina	French			8
Ballina	French	0	0	353
Ballina	French	0	1	62
Ballina	French	1	0	48
Ballina	French	1	1	240
Ballina	German			43
Ballina	German	0	0	971
Ballina	German	0	1	282
Ballina	German	1	0	204
Ballina	German	1	1	2029
Ballina	Greek			3
Ballina	Greek	0	0	137
Ballina	Greek	0	1	56
Ballina	Greek	1	0	16
Ballina	Greek	1	1	176
Ballina	Hungarian			3
Ballina	Hungarian	0	0	110
Ballina	Hungarian	0	1	33
Ballina	Hungarian	1	0	10
Ballina	Hungarian	1	1	41
Ballina	Indian			5
Ballina	Indian	0	0	254
Ballina	Indian	0	1	29
Ballina	Indian	1	0	26
Ballina	Indian	1	1	54
Ballina	Irish			174
Ballina	Irish	0	0	1172
Ballina	Irish	0	1	723
Ballina	Irish	1	0	487
Ballina	Irish	1	1	8191
Ballina	Italian			28
Ballina	Italian	0	0	672
Ballina	Italian	0	1	261
Ballina	Italian	1	0	107
Ballina	Italian	1	1	1043
Ballina	Korean	0	0	51
Ballina	Korean	0	1	3
Ballina	Korean	1	0	3
Ballina	Korean	1	1	4
Ballina	Lebanese	0	0	32
Ballina	Lebanese	0	1	26
Ballina	Lebanese	1	0	5
Ballina	Lebanese	1	1	59
Ballina	Macedonian	0	0	19
Ballina	Macedonian	0	1	9
Ballina	Macedonian	1	0	5
Ballina	Macedonian	1	1	3
Ballina	Maltese			3
Ballina	Maltese	0	0	94
Ballina	Maltese	0	1	29
Ballina	Maltese	1	0	22
Ballina	Maltese	1	1	71
Ballina	Maori			6
Ballina	Maori	0	0	109
Ballina	Maori	0	1	45
Ballina	Maori	1	0	33
Ballina	Maori	1	1	22
Ballina	NZ			15
Ballina	NZ	0	0	348
Ballina	NZ	0	1	151
Ballina	NZ	1	0	100
Ballina	NZ	1	1	56
Ballina	(Other)			69
Ballina	(Other)	0	0	2444
Ballina	(Other)	0	1	687
Ballina	(Other)	1	0	500
Ballina	(Other)	1	1	862
Ballina	Polish			3
Ballina	Polish	0	0	239
Ballina	Polish	0	1	55
Ballina	Polish	1	0	30
Ballina	Polish	1	1	116
Ballina	Russian			4
Ballina	Russian	0	0	123
Ballina	Russian	0	1	43
Ballina	Russian	1	0	14
Ballina	Russian	1	1	51
Ballina	Scottish			154
Ballina	Scottish	0	0	1248
Ballina	Scottish	0	1	682
Ballina	Scottish	1	0	481
Ballina	Scottish	1	1	5998
Ballina	Serbian	0	0	28
Ballina	Serbian	0	1	10
Ballina	Serbian	1	0	4
Ballina	Serbian	1	1	5
Ballina	South African			5
Ballina	South African	0	0	202
Ballina	South African	0	1	39
Ballina	South African	1	0	27
Ballina	South African	1	1	18
Ballina	Spanish			3
Ballina	Spanish	0	0	203
Ballina	Spanish	0	1	22
Ballina	Spanish	1	0	10
Ballina	Spanish	1	1	72
Ballina	Sri Lankan	0	0	37
Ballina	Sri Lankan	0	1	17
Ballina	Sri Lankan	1	0	3
Ballina	Sri Lankan	1	1	15
Ballina	Turkish	0	0	28
Ballina	Turkish	0	1	15
Ballina	Turkish	1	1	7
Ballina	Vietnamese	0	0	58
Ballina	Vietnamese	0	1	3
Ballina	Vietnamese	1	0	7
Ballina	Vietnamese	1	1	4
Ballina	Welsh			9
Ballina	Welsh	0	0	222
Ballina	Welsh	0	1	65
Ballina	Welsh	1	0	38
Ballina	Welsh	1	1	236
Balmain				6907
Balmain		0	0	182
Balmain		0	1	22
Balmain		1	0	20
Balmain		1	1	166
Balmain	Australian			203
Balmain	Australian		1	13120
Balmain	Australian	0	0	617
Balmain	Australian	0	1	3433
Balmain	Australian	1	0	2523
Balmain	Australian Aboriginal			3
Balmain	Australian Aboriginal	0	0	6
Balmain	Australian Aboriginal	0	1	15
Balmain	Australian Aboriginal	1	0	10
Balmain	Australian Aboriginal	1	1	164
Balmain	Chinese			51
Balmain	Chinese	0	0	7031
Balmain	Chinese	0	1	172
Balmain	Chinese	1	0	245
Balmain	Chinese	1	1	275
Balmain	Croatian			7
Balmain	Croatian	0	0	268
Balmain	Croatian	0	1	58
Balmain	Croatian	1	0	34
Balmain	Croatian	1	1	77
Balmain	Dutch			5
Balmain	Dutch	0	0	523
Balmain	Dutch	0	1	199
Balmain	Dutch	1	0	118
Balmain	Dutch	1	1	238
Balmain	English			290
Balmain	English	0	0	8083
Balmain	English	0	1	3146
Balmain	English	1	0	2093
Balmain	English	1	1	13337
Balmain	Filipino			5
Balmain	Filipino	0	0	586
Balmain	Filipino	0	1	16
Balmain	Filipino	1	0	98
Balmain	Filipino	1	1	16
Balmain	French			4
Balmain	French	0	0	599
Balmain	French	0	1	74
Balmain	French	1	0	45
Balmain	French	1	1	217
Balmain	German			31
Balmain	German	0	0	1096
Balmain	German	0	1	298
Balmain	German	1	0	228
Balmain	German	1	1	1366
Balmain	Greek			19
Balmain	Greek	0	0	939
Balmain	Greek	0	1	191
Balmain	Greek	1	0	104
Balmain	Greek	1	1	440
Balmain	Hungarian	0	0	237
Balmain	Hungarian	0	1	87
Balmain	Hungarian	1	0	25
Balmain	Hungarian	1	1	59
Balmain	Indian			4
Balmain	Indian	0	0	1138
Balmain	Indian	0	1	64
Balmain	Indian	1	0	61
Balmain	Indian	1	1	19
Balmain	Irish			115
Balmain	Irish	0	0	2778
Balmain	Irish	0	1	1064
Balmain	Irish	1	0	733
Balmain	Irish	1	1	7227
Balmain	Italian			42
Balmain	Italian	0	0	2438
Balmain	Italian	0	1	571
Balmain	Italian	1	0	252
Balmain	Italian	1	1	1230
Balmain	Korean			3
Balmain	Korean	0	0	551
Balmain	Korean	0	1	5
Balmain	Korean	1	0	29
Balmain	Korean	1	1	15
Balmain	Lebanese			5
Balmain	Lebanese	0	0	350
Balmain	Lebanese	0	1	75
Balmain	Lebanese	1	0	53
Balmain	Lebanese	1	1	197
Balmain	Macedonian	0	0	118
Balmain	Macedonian	0	1	12
Balmain	Macedonian	1	0	11
Balmain	Macedonian	1	1	16
Balmain	Maltese			6
Balmain	Maltese	0	0	253
Balmain	Maltese	0	1	102
Balmain	Maltese	1	0	39
Balmain	Maltese	1	1	143
Balmain	Maori			4
Balmain	Maori	0	0	218
Balmain	Maori	0	1	21
Balmain	Maori	1	0	25
Balmain	Maori	1	1	21
Balmain	NZ			11
Balmain	NZ	0	0	714
Balmain	NZ	0	1	153
Balmain	NZ	1	0	179
Balmain	NZ	1	1	44
Balmain	(Other)			76
Balmain	(Other)	0	0	7205
Balmain	(Other)	0	1	935
Balmain	(Other)	1	0	773
Balmain	(Other)	1	1	999
Balmain	Polish	0	0	477
Balmain	Polish	0	1	90
Balmain	Polish	1	0	64
Balmain	Polish	1	1	157
Balmain	Russian			3
Balmain	Russian	0	0	363
Balmain	Russian	0	1	46
Balmain	Russian	1	0	44
Balmain	Russian	1	1	68
Balmain	Scottish			66
Balmain	Scottish	0	0	2117
Balmain	Scottish	0	1	815
Balmain	Scottish	1	0	571
Balmain	Scottish	1	1	4467
Balmain	Serbian			5
Balmain	Serbian	0	0	223
Balmain	Serbian	0	1	29
Balmain	Serbian	1	0	12
Balmain	Serbian	1	1	26
Balmain	South African	0	0	276
Balmain	South African	0	1	63
Balmain	South African	1	0	20
Balmain	South African	1	1	8
Balmain	Spanish			3
Balmain	Spanish	0	0	606
Balmain	Spanish	0	1	40
Balmain	Spanish	1	0	38
Balmain	Spanish	1	1	68
Balmain	Sri Lankan	0	0	273
Balmain	Sri Lankan	0	1	10
Balmain	Sri Lankan	1	0	22
Balmain	Sri Lankan	1	1	11
Balmain	Turkish			6
Balmain	Turkish	0	0	273
Balmain	Turkish	0	1	20
Balmain	Turkish	1	0	6
Balmain	Turkish	1	1	14
Balmain	Vietnamese			10
Balmain	Vietnamese	0	0	884
Balmain	Vietnamese	0	1	20
Balmain	Vietnamese	1	0	26
Balmain	Vietnamese	1	1	18
Balmain	Welsh			3
Balmain	Welsh	0	0	367
Balmain	Welsh	0	1	75
Balmain	Welsh	1	0	56
Balmain	Welsh	1	1	262
Bankstown				5362
Bankstown		0	0	957
Bankstown		0	1	110
Bankstown		1	0	59
Bankstown		1	1	205
Bankstown	Australian			204
Bankstown	Australian		1	5201
Bankstown	Australian	0	0	2423
Bankstown	Australian	0	1	1672
Bankstown	Australian	1	0	831
Bankstown	Australian Aboriginal	0	1	9
Bankstown	Australian Aboriginal	1	0	3
Bankstown	Australian Aboriginal	1	1	80
Bankstown	Chinese			83
Bankstown	Chinese	0	0	7921
Bankstown	Chinese	0	1	46
Bankstown	Chinese	1	0	108
Bankstown	Chinese	1	1	83
Bankstown	Croatian			3
Bankstown	Croatian	0	0	339
Bankstown	Croatian	0	1	31
Bankstown	Croatian	1	0	15
Bankstown	Croatian	1	1	53
Bankstown	Dutch			7
Bankstown	Dutch	0	0	91
Bankstown	Dutch	0	1	6
Bankstown	Dutch	1	0	8
Bankstown	Dutch	1	1	26
Bankstown	English			182
Bankstown	English	0	0	2808
Bankstown	English	0	1	901
Bankstown	English	1	0	496
Bankstown	English	1	1	4189
Bankstown	Filipino			21
Bankstown	Filipino	0	0	952
Bankstown	Filipino	0	1	13
Bankstown	Filipino	1	0	85
Bankstown	Filipino	1	1	10
Bankstown	French			8
Bankstown	French	0	0	185
Bankstown	French	0	1	4
Bankstown	French	1	0	7
Bankstown	French	1	1	39
Bankstown	German			12
Bankstown	German	0	0	440
Bankstown	German	0	1	82
Bankstown	German	1	0	37
Bankstown	German	1	1	337
Bankstown	Greek			26
Bankstown	Greek	0	0	1598
Bankstown	Greek	0	1	204
Bankstown	Greek	1	0	134
Bankstown	Greek	1	1	385
Bankstown	Hungarian			4
Bankstown	Hungarian	0	0	112
Bankstown	Hungarian	0	1	12
Bankstown	Hungarian	1	0	3
Bankstown	Hungarian	1	1	14
Bankstown	Indian			9
Bankstown	Indian	0	0	1500
Bankstown	Indian	0	1	23
Bankstown	Indian	1	0	18
Bankstown	Indian	1	1	15
Bankstown	Irish			31
Bankstown	Irish	0	0	339
Bankstown	Irish	0	1	179
Bankstown	Irish	1	0	108
Bankstown	Irish	1	1	1532
Bankstown	Italian			36
Bankstown	Italian	0	0	1360
Bankstown	Italian	0	1	238
Bankstown	Italian	1	0	115
Bankstown	Italian	1	1	536
Bankstown	Korean			4
Bankstown	Korean	0	0	704
Bankstown	Korean	1	0	16
Bankstown	Lebanese			190
Bankstown	Lebanese	0	0	11233
Bankstown	Lebanese	0	1	2352
Bankstown	Lebanese	1	0	830
Bankstown	Lebanese	1	1	1569
Bankstown	Macedonian			7
Bankstown	Macedonian	0	0	1426
Bankstown	Macedonian	0	1	133
Bankstown	Macedonian	1	0	51
Bankstown	Macedonian	1	1	117
Bankstown	Maltese			5
Bankstown	Maltese	0	0	222
Bankstown	Maltese	0	1	38
Bankstown	Maltese	1	0	20
Bankstown	Maltese	1	1	79
Bankstown	Maori			12
Bankstown	Maori	0	0	356
Bankstown	Maori	0	1	34
Bankstown	Maori	1	0	29
Bankstown	Maori	1	1	15
Bankstown	NZ	0	0	184
Bankstown	NZ	0	1	35
Bankstown	NZ	1	0	27
Bankstown	NZ	1	1	18
Bankstown	(Other)			188
Bankstown	(Other)	0	0	16367
Bankstown	(Other)	0	1	928
Bankstown	(Other)	1	0	545
Bankstown	(Other)	1	1	531
Bankstown	Polish			5
Bankstown	Polish	0	0	454
Bankstown	Polish	0	1	34
Bankstown	Polish	1	0	4
Bankstown	Polish	1	1	57
Bankstown	Russian			4
Bankstown	Russian	0	0	166
Bankstown	Russian	0	1	15
Bankstown	Russian	1	0	8
Bankstown	Russian	1	1	22
Bankstown	Scottish			29
Bankstown	Scottish	0	0	369
Bankstown	Scottish	0	1	149
Bankstown	Scottish	1	0	100
Bankstown	Scottish	1	1	913
Bankstown	Serbian	0	0	193
Bankstown	Serbian	0	1	6
Bankstown	Serbian	1	0	13
Bankstown	Serbian	1	1	7
Bankstown	South African	0	0	54
Bankstown	South African	0	1	5
Bankstown	South African	1	0	7
Bankstown	Spanish			4
Bankstown	Spanish	0	0	346
Bankstown	Spanish	0	1	10
Bankstown	Spanish	1	0	9
Bankstown	Spanish	1	1	24
Bankstown	Sri Lankan	0	0	130
Bankstown	Sri Lankan	0	1	8
Bankstown	Sri Lankan	1	0	9
Bankstown	Turkish			6
Bankstown	Turkish	0	0	506
Bankstown	Turkish	0	1	58
Bankstown	Turkish	1	0	26
Bankstown	Turkish	1	1	51
Bankstown	Vietnamese			120
Bankstown	Vietnamese	0	0	12342
Bankstown	Vietnamese	0	1	54
Bankstown	Vietnamese	1	0	132
Bankstown	Vietnamese	1	1	68
Bankstown	Welsh	0	0	34
Bankstown	Welsh	0	1	9
Bankstown	Welsh	1	0	10
Bankstown	Welsh	1	1	39
Barwon				7673
Barwon		0	0	86
Barwon		0	1	38
Barwon		1	0	23
Barwon		1	1	1074
Barwon	Australian			885
Barwon	Australian		1	34217
Barwon	Australian	0	0	147
Barwon	Australian	0	1	1355
Barwon	Australian	1	0	962
Barwon	Australian Aboriginal			101
Barwon	Australian Aboriginal	0	0	3
Barwon	Australian Aboriginal	0	1	30
Barwon	Australian Aboriginal	1	0	5
Barwon	Australian Aboriginal	1	1	2313
Barwon	Chinese			4
Barwon	Chinese	0	0	185
Barwon	Chinese	0	1	4
Barwon	Chinese	1	0	15
Barwon	Chinese	1	1	141
Barwon	Croatian	0	0	77
Barwon	Croatian	0	1	14
Barwon	Croatian	1	0	10
Barwon	Croatian	1	1	43
Barwon	Dutch			3
Barwon	Dutch	0	0	201
Barwon	Dutch	0	1	77
Barwon	Dutch	1	0	48
Barwon	Dutch	1	1	153
Barwon	English			710
Barwon	English	0	0	1343
Barwon	English	0	1	1132
Barwon	English	1	0	782
Barwon	English	1	1	23546
Barwon	Filipino			10
Barwon	Filipino	0	0	283
Barwon	Filipino	0	1	10
Barwon	Filipino	1	0	67
Barwon	Filipino	1	1	20
Barwon	French	0	0	48
Barwon	French	0	1	9
Barwon	French	1	0	13
Barwon	French	1	1	146
Barwon	German			59
Barwon	German	0	0	347
Barwon	German	0	1	133
Barwon	German	1	0	79
Barwon	German	1	1	2175
Barwon	Greek			10
Barwon	Greek	0	0	80
Barwon	Greek	0	1	24
Barwon	Greek	1	0	7
Barwon	Greek	1	1	108
Barwon	Hungarian			3
Barwon	Hungarian	0	0	40
Barwon	Hungarian	0	1	7
Barwon	Hungarian	1	0	3
Barwon	Hungarian	1	1	15
Barwon	Indian			3
Barwon	Indian	0	0	230
Barwon	Indian	0	1	10
Barwon	Indian	1	0	3
Barwon	Indian	1	1	31
Barwon	Irish			133
Barwon	Irish	0	0	325
Barwon	Irish	0	1	237
Barwon	Irish	1	0	179
Barwon	Irish	1	1	6637
Barwon	Italian			14
Barwon	Italian	0	0	212
Barwon	Italian	0	1	107
Barwon	Italian	1	0	36
Barwon	Italian	1	1	600
Barwon	Korean	0	0	16
Barwon	Korean	1	1	3
Barwon	Lebanese			3
Barwon	Lebanese	0	0	32
Barwon	Lebanese	0	1	13
Barwon	Lebanese	1	0	6
Barwon	Lebanese	1	1	48
Barwon	Macedonian	0	0	9
Barwon	Macedonian	1	1	8
Barwon	Maltese			3
Barwon	Maltese	0	0	95
Barwon	Maltese	0	1	59
Barwon	Maltese	1	0	31
Barwon	Maltese	1	1	147
Barwon	Maori	0	0	104
Barwon	Maori	0	1	40
Barwon	Maori	1	0	24
Barwon	Maori	1	1	22
Barwon	NZ	0	0	84
Barwon	NZ	0	1	58
Barwon	NZ	1	0	52
Barwon	NZ	1	1	44
Barwon	(Other)			32
Barwon	(Other)	0	0	958
Barwon	(Other)	0	1	210
Barwon	(Other)	1	0	148
Barwon	(Other)	1	1	518
Barwon	Polish	0	0	73
Barwon	Polish	0	1	14
Barwon	Polish	1	0	16
Barwon	Polish	1	1	64
Barwon	Russian	0	0	17
Barwon	Russian	0	1	8
Barwon	Russian	1	0	6
Barwon	Russian	1	1	17
Barwon	Scottish			107
Barwon	Scottish	0	0	416
Barwon	Scottish	0	1	268
Barwon	Scottish	1	0	219
Barwon	Scottish	1	1	5325
Barwon	Serbian	0	0	59
Barwon	Serbian	0	1	8
Barwon	Serbian	1	1	11
Barwon	South African			3
Barwon	South African	0	0	84
Barwon	South African	0	1	3
Barwon	South African	1	0	14
Barwon	South African	1	1	8
Barwon	Spanish			3
Barwon	Spanish	0	0	39
Barwon	Spanish	0	1	6
Barwon	Spanish	1	0	4
Barwon	Spanish	1	1	61
Barwon	Sri Lankan			3
Barwon	Sri Lankan	0	0	37
Barwon	Sri Lankan	1	0	4
Barwon	Sri Lankan	1	1	6
Barwon	Turkish	0	0	6
Barwon	Turkish	0	1	3
Barwon	Turkish	1	1	3
Barwon	Vietnamese	0	0	24
Barwon	Vietnamese	0	1	8
Barwon	Vietnamese	1	0	10
Barwon	Welsh	0	0	55
Barwon	Welsh	0	1	17
Barwon	Welsh	1	0	11
Barwon	Welsh	1	1	149
Bathurst				7000
Bathurst		0	0	111
Bathurst		0	1	19
Bathurst		1	0	27
Bathurst		1	1	771
Bathurst	Australian			648
Bathurst	Australian		1	29524
Bathurst	Australian	0	0	257
Bathurst	Australian	0	1	2157
Bathurst	Australian	1	0	1450
Bathurst	Australian Aboriginal			12
Bathurst	Australian Aboriginal	0	0	3
Bathurst	Australian Aboriginal	0	1	14
Bathurst	Australian Aboriginal	1	0	11
Bathurst	Australian Aboriginal	1	1	411
Bathurst	Chinese			10
Bathurst	Chinese	0	0	354
Bathurst	Chinese	0	1	23
Bathurst	Chinese	1	0	34
Bathurst	Chinese	1	1	182
Bathurst	Croatian			3
Bathurst	Croatian	0	0	77
Bathurst	Croatian	0	1	12
Bathurst	Croatian	1	0	14
Bathurst	Croatian	1	1	37
Bathurst	Dutch			16
Bathurst	Dutch	0	0	388
Bathurst	Dutch	0	1	157
Bathurst	Dutch	1	0	90
Bathurst	Dutch	1	1	334
Bathurst	English			653
Bathurst	English	0	0	2952
Bathurst	English	0	1	1921
Bathurst	English	1	0	1451
Bathurst	English	1	1	24606
Bathurst	Filipino			8
Bathurst	Filipino	0	0	246
Bathurst	Filipino	0	1	6
