SED_NAME16	Age	NeedsAssistance	Sex	persons
Ballina	55-64	0	F	5264
Ballina	55-64	0	M	4849
Ballina	55-64	1	F	284
Ballina	55-64	1	M	258
Ballina	65-74		F	426
Ballina	65-74		M	436
Ballina	65-74	0	F	3764
Ballina	65-74	0	M	3706
Ballina	65-74	1	F	230
Ballina	65-74	1	M	302
Ballina	75-84		F	272
Ballina	75-84		M	211
Ballina	75-84	0	F	1827
Ballina	75-84	0	M	1516
Ballina	75-84	1	F	380
Ballina	75-84	1	M	270
Ballina	85+		F	263
Ballina	85+		M	135
Ballina	85+	0	F	585
Ballina	85+	0	M	450
Ballina	85+	1	F	701
Ballina	85+	1	M	297
Balmain	0-4		F	184
Balmain	0-4		M	182
Balmain	0-4	0	F	2315
Balmain	0-4	0	M	2349
Balmain	0-4	1	F	16
Balmain	0-4	1	M	18
Balmain	5-14		F	219
Balmain	5-14		M	274
Balmain	5-14	0	F	3259
Balmain	5-14	0	M	3421
Balmain	5-14	1	F	42
Balmain	5-14	1	M	77
Balmain	15-19		F	128
Balmain	15-19		M	131
Balmain	15-19	0	F	1568
Balmain	15-19	0	M	1279
Balmain	15-19	1	F	16
Balmain	15-19	1	M	34
Balmain	20-24		F	368
Balmain	20-24		M	335
Balmain	20-24	0	F	3681
Balmain	20-24	0	M	3002
Balmain	20-24	1	F	24
Balmain	20-24	1	M	13
Balmain	25-34		F	873
Balmain	25-34		M	849
Balmain	25-34	0	F	7656
Balmain	25-34	0	M	6953
Balmain	25-34	1	F	65
Balmain	25-34	1	M	59
Balmain	35-44		F	678
Balmain	35-44		M	715
Balmain	35-44	0	F	6710
Balmain	35-44	0	M	6371
Balmain	35-44	1	F	76
Balmain	35-44	1	M	85
Balmain	45-54		F	483
Balmain	45-54		M	494
Balmain	45-54	0	F	5058
Balmain	45-54	0	M	4760
Balmain	45-54	1	F	128
Balmain	45-54	1	M	143
Balmain	55-64		F	412
Balmain	55-64		M	376
Balmain	55-64	0	F	3934
Balmain	55-64	0	M	3343
Balmain	55-64	1	F	213
Balmain	55-64	1	M	158
Balmain	65-74		F	273
Balmain	65-74		M	246
Balmain	65-74	0	F	2608
Balmain	65-74	0	M	2301
Balmain	65-74	1	F	260
Balmain	65-74	1	M	210
Balmain	75-84		F	123
Balmain	75-84		M	111
Balmain	75-84	0	F	851
Balmain	75-84	0	M	734
Balmain	75-84	1	F	343
Balmain	75-84	1	M	220
Balmain	85+		F	86
Balmain	85+		M	27
Balmain	85+	0	F	218
Balmain	85+	0	M	150
Balmain	85+	1	F	330
Balmain	85+	1	M	158
Bankstown	0-4		F	299
Bankstown	0-4		M	281
Bankstown	0-4	0	F	3018
Bankstown	0-4	0	M	3090
Bankstown	0-4	1	F	42
Bankstown	0-4	1	M	65
Bankstown	5-14		F	418
Bankstown	5-14		M	463
Bankstown	5-14	0	F	5287
Bankstown	5-14	0	M	5563
Bankstown	5-14	1	F	108
Bankstown	5-14	1	M	210
Bankstown	15-19		F	185
Bankstown	15-19		M	176
Bankstown	15-19	0	F	2591
Bankstown	15-19	0	M	2643
Bankstown	15-19	1	F	33
Bankstown	15-19	1	M	81
Bankstown	20-24		F	231
Bankstown	20-24		M	256
Bankstown	20-24	0	F	2856
Bankstown	20-24	0	M	2837
Bankstown	20-24	1	F	41
Bankstown	20-24	1	M	75
Bankstown	25-34		F	482
Bankstown	25-34		M	650
Bankstown	25-34	0	F	6043
Bankstown	25-34	0	M	5686
Bankstown	25-34	1	F	108
Bankstown	25-34	1	M	135
Bankstown	35-44		F	395
Bankstown	35-44		M	488
Bankstown	35-44	0	F	5042
Bankstown	35-44	0	M	4787
Bankstown	35-44	1	F	167
Bankstown	35-44	1	M	185
Bankstown	45-54		F	385
Bankstown	45-54		M	436
Bankstown	45-54	0	F	4529
Bankstown	45-54	0	M	4437
Bankstown	45-54	1	F	356
Bankstown	45-54	1	M	297
Bankstown	55-64		F	286
Bankstown	55-64		M	339
Bankstown	55-64	0	F	3657
Bankstown	55-64	0	M	3718
Bankstown	55-64	1	F	579
Bankstown	55-64	1	M	470
Bankstown	65-74		F	216
Bankstown	65-74		M	231
Bankstown	65-74	0	F	2139
Bankstown	65-74	0	M	2170
Bankstown	65-74	1	F	545
Bankstown	65-74	1	M	504
Bankstown	75-84		F	151
Bankstown	75-84		M	134
Bankstown	75-84	0	F	1002
Bankstown	75-84	0	M	962
Bankstown	75-84	1	F	751
Bankstown	75-84	1	M	443
Bankstown	85+		F	88
Bankstown	85+		M	51
Bankstown	85+	0	F	353
Bankstown	85+	0	M	295
Bankstown	85+	1	F	669
Bankstown	85+	1	M	338
Barwon	0-4		F	349
Barwon	0-4		M	339
Barwon	0-4	0	F	2153
Barwon	0-4	0	M	2209
Barwon	0-4	1	F	14
Barwon	0-4	1	M	28
Barwon	5-14		F	536
Barwon	5-14		M	536
Barwon	5-14	0	F	4398
Barwon	5-14	0	M	4289
Barwon	5-14	1	F	88
Barwon	5-14	1	M	216
Barwon	15-19		F	200
Barwon	15-19		M	219
Barwon	15-19	0	F	1740
Barwon	15-19	0	M	1875
Barwon	15-19	1	F	42
Barwon	15-19	1	M	73
Barwon	20-24		F	246
Barwon	20-24		M	269
Barwon	20-24	0	F	1742
Barwon	20-24	0	M	1717
Barwon	20-24	1	F	18
Barwon	20-24	1	M	62
Barwon	25-34		F	521
Barwon	25-34		M	586
Barwon	25-34	0	F	4034
Barwon	25-34	0	M	3618
Barwon	25-34	1	F	66
Barwon	25-34	1	M	92
Barwon	35-44		F	507
Barwon	35-44		M	509
Barwon	35-44	0	F	3587
Barwon	35-44	0	M	3472
Barwon	35-44	1	F	121
Barwon	35-44	1	M	131
Barwon	45-54		F	595
Barwon	45-54		M	646
Barwon	45-54	0	F	4331
Barwon	45-54	0	M	4333
Barwon	45-54	1	F	222
Barwon	45-54	1	M	226
Barwon	55-64		F	539
Barwon	55-64		M	674
Barwon	55-64	0	F	4302
Barwon	55-64	0	M	4690
Barwon	55-64	1	F	336
Barwon	55-64	1	M	383
Barwon	65-74		F	465
Barwon	65-74		M	529
Barwon	65-74	0	F	3247
Barwon	65-74	0	M	3528
Barwon	65-74	1	F	375
Barwon	65-74	1	M	438
Barwon	75-84		F	327
Barwon	75-84		M	289
Barwon	75-84	0	F	1807
Barwon	75-84	0	M	1634
Barwon	75-84	1	F	474
Barwon	75-84	1	M	407
Barwon	85+		F	165
Barwon	85+		M	99
Barwon	85+	0	F	487
Barwon	85+	0	M	355
Barwon	85+	1	F	573
Barwon	85+	1	M	256
Bathurst	0-4		F	174
Bathurst	0-4		M	203
Bathurst	0-4	0	F	2052
Bathurst	0-4	0	M	2154
Bathurst	0-4	1	F	11
Bathurst	0-4	1	M	33
Bathurst	5-14		F	355
Bathurst	5-14		M	336
Bathurst	5-14	0	F	4356
Bathurst	5-14	0	M	4565
Bathurst	5-14	1	F	118
Bathurst	5-14	1	M	274
Bathurst	15-19		F	223
Bathurst	15-19		M	238
Bathurst	15-19	0	F	2200
Bathurst	15-19	0	M	2298
Bathurst	15-19	1	F	61
Bathurst	15-19	1	M	119
Bathurst	20-24		F	237
Bathurst	20-24		M	528
Bathurst	20-24	0	F	2058
Bathurst	20-24	0	M	2040
Bathurst	20-24	1	F	62
Bathurst	20-24	1	M	65
Bathurst	25-34		F	325
Bathurst	25-34		M	889
Bathurst	25-34	0	F	3742
Bathurst	25-34	0	M	3690
Bathurst	25-34	1	F	91
Bathurst	25-34	1	M	110
Bathurst	35-44		F	373
Bathurst	35-44		M	688
Bathurst	35-44	0	F	4013
Bathurst	35-44	0	M	3624
Bathurst	35-44	1	F	126
Bathurst	35-44	1	M	129
Bathurst	45-54		F	456
Bathurst	45-54		M	623
Bathurst	45-54	0	F	4543
Bathurst	45-54	0	M	4339
Bathurst	45-54	1	F	198
Bathurst	45-54	1	M	208
Bathurst	55-64		F	451
Bathurst	55-64		M	506
Bathurst	55-64	0	F	4446
Bathurst	55-64	0	M	4331
Bathurst	55-64	1	F	272
Bathurst	55-64	1	M	318
Bathurst	65-74		F	417
Bathurst	65-74		M	477
Bathurst	65-74	0	F	3557
Bathurst	65-74	0	M	3563
Bathurst	65-74	1	F	302
Bathurst	65-74	1	M	350
Bathurst	75-84		F	278
Bathurst	75-84		M	219
Bathurst	75-84	0	F	1642
Bathurst	75-84	0	M	1491
Bathurst	75-84	1	F	441
Bathurst	75-84	1	M	305
Bathurst	85+		F	174
Bathurst	85+		M	87
Bathurst	85+	0	F	458
Bathurst	85+	0	M	340
Bathurst	85+	1	F	496
Bathurst	85+	1	M	201
Baulkham Hills	0-4		F	48
Baulkham Hills	0-4		M	75
Baulkham Hills	0-4	0	F	2400
Baulkham Hills	0-4	0	M	2476
Baulkham Hills	0-4	1	F	13
Baulkham Hills	0-4	1	M	17
Baulkham Hills	5-14		F	125
Baulkham Hills	5-14		M	118
Baulkham Hills	5-14	0	F	5188
Baulkham Hills	5-14	0	M	5433
Baulkham Hills	5-14	1	F	68
Baulkham Hills	5-14	1	M	140
Baulkham Hills	15-19		F	56
Baulkham Hills	15-19		M	62
Baulkham Hills	15-19	0	F	2430
Baulkham Hills	15-19	0	M	2616
Baulkham Hills	15-19	1	F	34
Baulkham Hills	15-19	1	M	61
Baulkham Hills	20-24		F	59
Baulkham Hills	20-24		M	72
Baulkham Hills	20-24	0	F	2251
Baulkham Hills	20-24	0	M	2467
Baulkham Hills	20-24	1	F	23
Baulkham Hills	20-24	1	M	33
Baulkham Hills	25-34		F	164
Baulkham Hills	25-34		M	144
Baulkham Hills	25-34	0	F	4244
Baulkham Hills	25-34	0	M	3980
Baulkham Hills	25-34	1	F	51
Baulkham Hills	25-34	1	M	55
Baulkham Hills	35-44		F	178
Baulkham Hills	35-44		M	157
Baulkham Hills	35-44	0	F	5874
Baulkham Hills	35-44	0	M	5405
Baulkham Hills	35-44	1	F	73
Baulkham Hills	35-44	1	M	63
Baulkham Hills	45-54		F	176
Baulkham Hills	45-54		M	174
Baulkham Hills	45-54	0	F	5445
Baulkham Hills	45-54	0	M	5083
Baulkham Hills	45-54	1	F	88
Baulkham Hills	45-54	1	M	82
Baulkham Hills	55-64		F	158
Baulkham Hills	55-64		M	154
Baulkham Hills	55-64	0	F	4776
Baulkham Hills	55-64	0	M	4384
Baulkham Hills	55-64	1	F	160
Baulkham Hills	55-64	1	M	97
Baulkham Hills	65-74		F	134
Baulkham Hills	65-74		M	113
Baulkham Hills	65-74	0	F	3483
Baulkham Hills	65-74	0	M	3317
Baulkham Hills	65-74	1	F	210
Baulkham Hills	65-74	1	M	207
Baulkham Hills	75-84		F	71
Baulkham Hills	75-84		M	70
Baulkham Hills	75-84	0	F	1193
Baulkham Hills	75-84	0	M	1274
Baulkham Hills	75-84	1	F	377
Baulkham Hills	75-84	1	M	208
Baulkham Hills	85+		F	24
Baulkham Hills	85+		M	10
Baulkham Hills	85+	0	F	253
Baulkham Hills	85+	0	M	231
Baulkham Hills	85+	1	F	376
Baulkham Hills	85+	1	M	150
Bega	0-4		F	123
Bega	0-4		M	118
Bega	0-4	0	F	1304
Bega	0-4	0	M	1349
Bega	0-4	1	F	9
Bega	0-4	1	M	33
Bega	5-14		F	275
Bega	5-14		M	293
Bega	5-14	0	F	3290
Bega	5-14	0	M	3486
Bega	5-14	1	F	88
Bega	5-14	1	M	147
Bega	15-19		F	123
Bega	15-19		M	129
Bega	15-19	0	F	1602
Bega	15-19	0	M	1610
Bega	15-19	1	F	41
Bega	15-19	1	M	66
Bega	20-24		F	111
Bega	20-24		M	109
Bega	20-24	0	F	1044
Bega	20-24	0	M	1108
Bega	20-24	1	F	31
Bega	20-24	1	M	51
Bega	25-34		F	225
Bega	25-34		M	221
Bega	25-34	0	F	2270
Bega	25-34	0	M	2161
Bega	25-34	1	F	83
Bega	25-34	1	M	95
Bega	35-44		F	295
Bega	35-44		M	272
Bega	35-44	0	F	3021
Bega	35-44	0	M	2651
Bega	35-44	1	F	121
Bega	35-44	1	M	126
Bega	45-54		F	375
Bega	45-54		M	410
Bega	45-54	0	F	4226
Bega	45-54	0	M	3780
Bega	45-54	1	F	222
Bega	45-54	1	M	236
Bega	55-64		F	516
Bega	55-64		M	486
Bega	55-64	0	F	5792
Bega	55-64	0	M	5286
Bega	55-64	1	F	380
Bega	55-64	1	M	402
Bega	65-74		F	458
Bega	65-74		M	464
Bega	65-74	0	F	4910
Bega	65-74	0	M	4972
Bega	65-74	1	F	353
Bega	65-74	1	M	430
Bega	75-84		F	285
Bega	75-84		M	284
Bega	75-84	0	F	2204
Bega	75-84	0	M	2172
Bega	75-84	1	F	506
Bega	75-84	1	M	446
Bega	85+		F	158
Bega	85+		M	96
Bega	85+	0	F	625
Bega	85+	0	M	510
Bega	85+	1	F	676
Bega	85+	1	M	314
Blacktown	0-4		F	192
Blacktown	0-4		M	197
Blacktown	0-4	0	F	3093
Blacktown	0-4	0	M	3174
Blacktown	0-4	1	F	32
Blacktown	0-4	1	M	47
Blacktown	5-14		F	263
Blacktown	5-14		M	263
Blacktown	5-14	0	F	5056
Blacktown	5-14	0	M	5307
Blacktown	5-14	1	F	118
Blacktown	5-14	1	M	284
Blacktown	15-19		F	123
Blacktown	15-19		M	138
Blacktown	15-19	0	F	2465
Blacktown	15-19	0	M	2624
Blacktown	15-19	1	F	64
Blacktown	15-19	1	M	89
Blacktown	20-24		F	150
Blacktown	20-24		M	164
Blacktown	20-24	0	F	2701
Blacktown	20-24	0	M	3016
Blacktown	20-24	1	F	52
Blacktown	20-24	1	M	83
Blacktown	25-34		F	383
Blacktown	25-34		M	396
Blacktown	25-34	0	F	7184
Blacktown	25-34	0	M	7037
Blacktown	25-34	1	F	117
Blacktown	25-34	1	M	126
Blacktown	35-44		F	309
Blacktown	35-44		M	330
Blacktown	35-44	0	F	5709
Blacktown	35-44	0	M	6062
Blacktown	35-44	1	F	150
Blacktown	35-44	1	M	140
Blacktown	45-54		F	276
Blacktown	45-54		M	288
Blacktown	45-54	0	F	4596
Blacktown	45-54	0	M	4691
Blacktown	45-54	1	F	286
Blacktown	45-54	1	M	227
Blacktown	55-64		F	261
Blacktown	55-64		M	249
Blacktown	55-64	0	F	4101
Blacktown	55-64	0	M	3972
Blacktown	55-64	1	F	425
Blacktown	55-64	1	M	314
Blacktown	65-74		F	212
Blacktown	65-74		M	179
Blacktown	65-74	0	F	2369
Blacktown	65-74	0	M	2279
Blacktown	65-74	1	F	462
Blacktown	65-74	1	M	378
Blacktown	75-84		F	151
Blacktown	75-84		M	100
Blacktown	75-84	0	F	1151
Blacktown	75-84	0	M	959
Blacktown	75-84	1	F	548
Blacktown	75-84	1	M	318
Blacktown	85+		F	76
Blacktown	85+		M	55
Blacktown	85+	0	F	271
Blacktown	85+	0	M	203
Blacktown	85+	1	F	437
Blacktown	85+	1	M	220
Blue Mountains	0-4		F	86
Blue Mountains	0-4		M	90
Blue Mountains	0-4	0	F	1824
Blue Mountains	0-4	0	M	1883
Blue Mountains	0-4	1	F	20
Blue Mountains	0-4	1	M	45
Blue Mountains	5-14		F	179
Blue Mountains	5-14		M	181
Blue Mountains	5-14	0	F	4091
Blue Mountains	5-14	0	M	4166
Blue Mountains	5-14	1	F	130
Blue Mountains	5-14	1	M	300
Blue Mountains	15-19		F	94
Blue Mountains	15-19		M	84
Blue Mountains	15-19	0	F	1955
Blue Mountains	15-19	0	M	2072
Blue Mountains	15-19	1	F	64
Blue Mountains	15-19	1	M	98
Blue Mountains	20-24		F	75
Blue Mountains	20-24		M	77
Blue Mountains	20-24	0	F	1486
Blue Mountains	20-24	0	M	1592
Blue Mountains	20-24	1	F	41
Blue Mountains	20-24	1	M	44
Blue Mountains	25-34		F	164
Blue Mountains	25-34		M	164
Blue Mountains	25-34	0	F	3145
Blue Mountains	25-34	0	M	2905
Blue Mountains	25-34	1	F	86
Blue Mountains	25-34	1	M	90
Blue Mountains	35-44		F	234
Blue Mountains	35-44		M	225
Blue Mountains	35-44	0	F	4342
Blue Mountains	35-44	0	M	3911
Blue Mountains	35-44	1	F	111
Blue Mountains	35-44	1	M	108
Blue Mountains	45-54		F	271
Blue Mountains	45-54		M	254
Blue Mountains	45-54	0	F	4881
Blue Mountains	45-54	0	M	4411
Blue Mountains	45-54	1	F	174
Blue Mountains	45-54	1	M	158
Blue Mountains	55-64		F	317
Blue Mountains	55-64		M	293
Blue Mountains	55-64	0	F	5195
Blue Mountains	55-64	0	M	4596
Blue Mountains	55-64	1	F	279
Blue Mountains	55-64	1	M	260
Blue Mountains	65-74		F	295
Blue Mountains	65-74		M	273
Blue Mountains	65-74	0	F	3986
Blue Mountains	65-74	0	M	3533
Blue Mountains	65-74	1	F	314
Blue Mountains	65-74	1	M	279
Blue Mountains	75-84		F	154
Blue Mountains	75-84		M	116
Blue Mountains	75-84	0	F	1559
Blue Mountains	75-84	0	M	1353
Blue Mountains	75-84	1	F	391
Blue Mountains	75-84	1	M	250
Blue Mountains	85+		F	68
Blue Mountains	85+		M	31
Blue Mountains	85+	0	F	417
Blue Mountains	85+	0	M	258
Blue Mountains	85+	1	F	542
Blue Mountains	85+	1	M	223
Cabramatta	0-4		F	159
Cabramatta	0-4		M	165
Cabramatta	0-4	0	F	2150
Cabramatta	0-4	0	M	2276
Cabramatta	0-4	1	F	20
Cabramatta	0-4	1	M	27
Cabramatta	5-14		F	274
Cabramatta	5-14		M	309
Cabramatta	5-14	0	F	4750
Cabramatta	5-14	0	M	4962
Cabramatta	5-14	1	F	80
Cabramatta	5-14	1	M	180
Cabramatta	15-19		F	138
Cabramatta	15-19		M	142
Cabramatta	15-19	0	F	2780
Cabramatta	15-19	0	M	2892
Cabramatta	15-19	1	F	48
Cabramatta	15-19	1	M	63
Cabramatta	20-24		F	143
Cabramatta	20-24		M	181
Cabramatta	20-24	0	F	2982
Cabramatta	20-24	0	M	3131
Cabramatta	20-24	1	F	35
Cabramatta	20-24	1	M	61
Cabramatta	25-34		F	310
Cabramatta	25-34		M	265
Cabramatta	25-34	0	F	5366
Cabramatta	25-34	0	M	5045
Cabramatta	25-34	1	F	85
Cabramatta	25-34	1	M	113
Cabramatta	35-44		F	269
Cabramatta	35-44		M	243
Cabramatta	35-44	0	F	4950
Cabramatta	35-44	0	M	4238
Cabramatta	35-44	1	F	160
Cabramatta	35-44	1	M	137
Cabramatta	45-54		F	291
Cabramatta	45-54		M	274
Cabramatta	45-54	0	F	5203
Cabramatta	45-54	0	M	5047
Cabramatta	45-54	1	F	373
Cabramatta	45-54	1	M	308
Cabramatta	55-64		F	279
Cabramatta	55-64		M	256
Cabramatta	55-64	0	F	4526
Cabramatta	55-64	0	M	4284
Cabramatta	55-64	1	F	688
Cabramatta	55-64	1	M	502
Cabramatta	65-74		F	136
Cabramatta	65-74		M	158
Cabramatta	65-74	0	F	2235
Cabramatta	65-74	0	M	2276
Cabramatta	65-74	1	F	603
Cabramatta	65-74	1	M	579
Cabramatta	75-84		F	66
Cabramatta	75-84		M	88
Cabramatta	75-84	0	F	834
Cabramatta	75-84	0	M	829
Cabramatta	75-84	1	F	867
Cabramatta	75-84	1	M	528
Cabramatta	85+		F	42
Cabramatta	85+		M	30
Cabramatta	85+	0	F	152
Cabramatta	85+	0	M	198
Cabramatta	85+	1	F	639
Cabramatta	85+	1	M	350
Camden	0-4		F	181
Camden	0-4		M	191
Camden	0-4	0	F	3295
Camden	0-4	0	M	3380
Camden	0-4	1	F	42
Camden	0-4	1	M	65
Camden	5-14		F	309
Camden	5-14		M	335
Camden	5-14	0	F	6222
Camden	5-14	0	M	6181
Camden	5-14	1	F	167
Camden	5-14	1	M	408
Camden	15-19		F	143
Camden	15-19		M	136
Camden	15-19	0	F	2785
Camden	15-19	0	M	2777
Camden	15-19	1	F	68
Camden	15-19	1	M	115
Camden	20-24		F	158
Camden	20-24		M	163
Camden	20-24	0	F	2557
Camden	20-24	0	M	2569
Camden	20-24	1	F	36
Camden	20-24	1	M	64
Camden	25-34		F	374
Camden	25-34		M	374
Camden	25-34	0	F	6304
Camden	25-34	0	M	5767
Camden	25-34	1	F	85
Camden	25-34	1	M	83
Camden	35-44		F	371
Camden	35-44		M	344
Camden	35-44	0	F	6318
Camden	35-44	0	M	6052
Camden	35-44	1	F	113
Camden	35-44	1	M	99
Camden	45-54		F	281
Camden	45-54		M	320
Camden	45-54	0	F	5247
Camden	45-54	0	M	5099
Camden	45-54	1	F	167
Camden	45-54	1	M	120
Camden	55-64		F	247
Camden	55-64		M	223
Camden	55-64	0	F	3912
Camden	55-64	0	M	3716
Camden	55-64	1	F	251
Camden	55-64	1	M	176
Camden	65-74		F	201
Camden	65-74		M	199
Camden	65-74	0	F	2522
Camden	65-74	0	M	2404
Camden	65-74	1	F	297
Camden	65-74	1	M	288
Camden	75-84		F	112
Camden	75-84		M	93
Camden	75-84	0	F	968
Camden	75-84	0	M	880
Camden	75-84	1	F	386
Camden	75-84	1	M	267
Camden	85+		F	104
Camden	85+		M	55
Camden	85+	0	F	235
Camden	85+	0	M	167
Camden	85+	1	F	453
Camden	85+	1	M	194
Campbelltown	0-4		F	192
Campbelltown	0-4		M	210
Campbelltown	0-4	0	F	2463
Campbelltown	0-4	0	M	2618
Campbelltown	0-4	1	F	38
Campbelltown	0-4	1	M	91
Campbelltown	5-14		F	378
Campbelltown	5-14		M	387
Campbelltown	5-14	0	F	4924
Campbelltown	5-14	0	M	4972
Campbelltown	5-14	1	F	200
Campbelltown	5-14	1	M	447
Campbelltown	15-19		F	169
Campbelltown	15-19		M	191
Campbelltown	15-19	0	F	2427
Campbelltown	15-19	0	M	2522
Campbelltown	15-19	1	F	95
Campbelltown	15-19	1	M	145
Campbelltown	20-24		F	198
Campbelltown	20-24		M	213
Campbelltown	20-24	0	F	2775
Campbelltown	20-24	0	M	2633
Campbelltown	20-24	1	F	81
Campbelltown	20-24	1	M	111
Campbelltown	25-34		F	403
Campbelltown	25-34		M	347
Campbelltown	25-34	0	F	5434
Campbelltown	25-34	0	M	5002
Campbelltown	25-34	1	F	138
Campbelltown	25-34	1	M	180
Campbelltown	35-44		F	361
Campbelltown	35-44		M	342
Campbelltown	35-44	0	F	4729
Campbelltown	35-44	0	M	4368
Campbelltown	35-44	1	F	194
Campbelltown	35-44	1	M	191
Campbelltown	45-54		F	337
Campbelltown	45-54		M	306
Campbelltown	45-54	0	F	4318
Campbelltown	45-54	0	M	3992
Campbelltown	45-54	1	F	295
Campbelltown	45-54	1	M	222
Campbelltown	55-64		F	313
Campbelltown	55-64		M	273
Campbelltown	55-64	0	F	4028
Campbelltown	55-64	0	M	3720
Campbelltown	55-64	1	F	435
Campbelltown	55-64	1	M	319
Campbelltown	65-74		F	267
Campbelltown	65-74		M	231
Campbelltown	65-74	0	F	2756
Campbelltown	65-74	0	M	2540
