SED_NAME16	AustCitizen	Sex	persons
Blain	1	F	3801
Blain	1	M	3892
Braitling	0	F	1194
Braitling	0	M	1150
Braitling	1	F	4229
Braitling	1	M	4030
Brennan	0	F	690
Brennan	0	M	680
Brennan	1	F	3450
Brennan	1	M	3562
Casuarina	0	F	1146
Casuarina	0	M	1291
Casuarina	1	F	3453
Casuarina	1	M	3422
Daly	0	F	642
Daly	0	M	945
Daly	1	F	3917
Daly	1	M	4296
Drysdale	0	F	914
Drysdale	0	M	908
Drysdale	1	F	3350
Drysdale	1	M	3468
Fannie Bay	0	F	1249
Fannie Bay	0	M	1206
Fannie Bay	1	F	2998
Fannie Bay	1	M	3099
Fong Lim	0	F	1035
Fong Lim	0	M	1109
Fong Lim	1	F	2818
Fong Lim	1	M	3025
Goyder (NT)	0	F	757
Goyder (NT)	0	M	834
Goyder (NT)	1	F	3693
Goyder (NT)	1	M	4201
Johnston	0	F	914
Johnston	0	M	889
Johnston	1	F	2860
Johnston	1	M	2985
Karama	0	F	907
Karama	0	M	812
Karama	1	F	3159
Karama	1	M	3068
Katherine	0	F	1145
Katherine	0	M	1264
Katherine	1	F	3536
Katherine	1	M	3834
Namatjira	0	F	769
Namatjira	0	M	1287
Namatjira	1	F	3621
Namatjira	1	M	3551
Nelson	0	F	750
Nelson	0	M	2772
Nelson	1	F	3562
Nelson	1	M	5055
Nhulunbuy	0	F	419
Nhulunbuy	0	M	484
Nhulunbuy	1	F	4301
Nhulunbuy	1	M	4329
Nightcliff	0	F	1185
Nightcliff	0	M	1198
Nightcliff	1	F	2951
Nightcliff	1	M	2930
Port Darwin	0	F	1958
Port Darwin	0	M	2374
Port Darwin	1	F	2542
Port Darwin	1	M	3324
Sanderson	0	F	890
Sanderson	0	M	871
Sanderson	1	F	3235
Sanderson	1	M	3371
Spillett	0	F	885
Spillett	0	M	913
Spillett	1	F	3592
Spillett	1	M	4002
Stuart (NT)	0	F	289
Stuart (NT)	0	M	281
Stuart (NT)	1	F	3485
Stuart (NT)	1	M	3265
Wanguri	0	F	902
Wanguri	0	M	874
Wanguri	1	F	3465
Wanguri	1	M	3619
No usual address (NT)	0	F	344
No usual address (NT)	0	M	387
No usual address (NT)	1	F	813
No usual address (NT)	1	M	945
Migratory - Offshore - Shipping (NT)	0	F	7
Migratory - Offshore - Shipping (NT)	0	M	50
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	11
Brindabella	0	F	3526
Brindabella	0	M	3194
Brindabella	1	F	32480
Brindabella	1	M	31222
Ginninderra	0	F	6285
Ginninderra	0	M	5846
Ginninderra	1	F	32960
Ginninderra	1	M	32148
Kurrajong	0	F	8318
Kurrajong	0	M	8672
Kurrajong	1	F	32679
Kurrajong	1	M	31922
Murrumbidgee	0	F	5715
Murrumbidgee	0	M	5242
Murrumbidgee	1	F	34144
Murrumbidgee	1	M	32543
Yerrabi	0	F	7445
Yerrabi	0	M	7022
Yerrabi	1	F	37869
Yerrabi	1	M	37613
No usual address (ACT)	0	F	62
No usual address (ACT)	0	M	104
No usual address (ACT)	1	F	166
No usual address (ACT)	1	M	208
Unclassified (OT)	0	F	520
Unclassified (OT)	0	M	740
Unclassified (OT)	1	F	1570
Unclassified (OT)	1	M	1692
No usual address (OT)	0	F	9
No usual address (OT)	0	M	5
No usual address (OT)	1	F	19
No usual address (OT)	1	M	16
Migratory - Offshore - Shipping (OT)	1	M	3
