SED_NAME16	HomeCensusNight	Sex	persons
Wollondilly	1	F	36498
Wollondilly	1	M	34812
Wollongong	0	F	1840
Wollongong	0	M	2002
Wollongong	1	F	39674
Wollongong	1	M	39458
Wyong	0	F	1580
Wyong	0	M	1755
Wyong	1	F	38164
Wyong	1	M	35647
No usual address (NSW)	0	F	4939
No usual address (NSW)	0	M	7351
Migratory - Offshore - Shipping (NSW)	0	F	3
Migratory - Offshore - Shipping (NSW)	0	M	3
Migratory - Offshore - Shipping (NSW)	1	F	234
Migratory - Offshore - Shipping (NSW)	1	M	173
Albert Park (Southern Metropolitan)	0	F	1911
Albert Park (Southern Metropolitan)	0	M	2030
Albert Park (Southern Metropolitan)	1	F	36500
Albert Park (Southern Metropolitan)	1	M	35510
Altona (Western Metropolitan)	0	F	1260
Altona (Western Metropolitan)	0	M	1464
Altona (Western Metropolitan)	1	F	44881
Altona (Western Metropolitan)	1	M	44092
Bass (Eastern Victoria)	0	F	2007
Bass (Eastern Victoria)	0	M	2144
Bass (Eastern Victoria)	1	F	35382
Bass (Eastern Victoria)	1	M	33173
Bayswater (Eastern Metropolitan)	0	F	1208
Bayswater (Eastern Metropolitan)	0	M	1238
Bayswater (Eastern Metropolitan)	1	F	30651
Bayswater (Eastern Metropolitan)	1	M	29092
Bellarine (Western Victoria)	0	F	2084
Bellarine (Western Victoria)	0	M	2174
Bellarine (Western Victoria)	1	F	28568
Bellarine (Western Victoria)	1	M	26390
Benambra (Northern Victoria)	0	F	2051
Benambra (Northern Victoria)	0	M	2360
Benambra (Northern Victoria)	1	F	30487
Benambra (Northern Victoria)	1	M	29320
Bendigo East (Northern Victoria)	0	F	1610
Bendigo East (Northern Victoria)	0	M	1752
Bendigo East (Northern Victoria)	1	F	31538
Bendigo East (Northern Victoria)	1	M	29341
Bendigo West (Northern Victoria)	0	F	1697
Bendigo West (Northern Victoria)	0	M	1785
Bendigo West (Northern Victoria)	1	F	28991
Bendigo West (Northern Victoria)	1	M	27651
Bentleigh (Southern Metropolitan)	0	F	1090
Bentleigh (Southern Metropolitan)	0	M	1144
Bentleigh (Southern Metropolitan)	1	F	30358
Bentleigh (Southern Metropolitan)	1	M	28443
Box Hill (Eastern Metropolitan)	0	F	1310
Box Hill (Eastern Metropolitan)	0	M	1371
Box Hill (Eastern Metropolitan)	1	F	34717
Box Hill (Eastern Metropolitan)	1	M	31943
Brighton (Southern Metropolitan)	0	F	1524
Brighton (Southern Metropolitan)	0	M	1608
Brighton (Southern Metropolitan)	1	F	31377
Brighton (Southern Metropolitan)	1	M	27990
Broadmeadows (Northern Metropolitan)	0	F	931
Broadmeadows (Northern Metropolitan)	0	M	1067
Broadmeadows (Northern Metropolitan)	1	F	34936
Broadmeadows (Northern Metropolitan)	1	M	35419
Brunswick (Northern Metropolitan)	0	F	1581
Brunswick (Northern Metropolitan)	0	M	1511
Brunswick (Northern Metropolitan)	1	F	35322
Brunswick (Northern Metropolitan)	1	M	32629
Bulleen (Eastern Metropolitan)	0	F	1122
Bulleen (Eastern Metropolitan)	0	M	1053
Bulleen (Eastern Metropolitan)	1	F	30855
Bulleen (Eastern Metropolitan)	1	M	28633
Bundoora (Northern Metropolitan)	0	F	1210
Bundoora (Northern Metropolitan)	0	M	1108
Bundoora (Northern Metropolitan)	1	F	30239
Bundoora (Northern Metropolitan)	1	M	29208
Buninyong (Western Victoria)	0	F	1543
Buninyong (Western Victoria)	0	M	1676
Buninyong (Western Victoria)	1	F	28599
Buninyong (Western Victoria)	1	M	27401
Burwood (Southern Metropolitan)	0	F	1261
Burwood (Southern Metropolitan)	0	M	1282
Burwood (Southern Metropolitan)	1	F	33482
Burwood (Southern Metropolitan)	1	M	30657
Carrum (South-Eastern Metropolitan)	0	F	1368
Carrum (South-Eastern Metropolitan)	0	M	1494
Carrum (South-Eastern Metropolitan)	1	F	33261
Carrum (South-Eastern Metropolitan)	1	M	31589
Caulfield (Southern Metropolitan)	0	F	1372
Caulfield (Southern Metropolitan)	0	M	1360
Caulfield (Southern Metropolitan)	1	F	32468
Caulfield (Southern Metropolitan)	1	M	30348
Clarinda (South-Eastern Metropolitan)	0	F	1079
Clarinda (South-Eastern Metropolitan)	0	M	1093
Clarinda (South-Eastern Metropolitan)	1	F	35869
Clarinda (South-Eastern Metropolitan)	1	M	35928
Cranbourne (South-Eastern Metropolitan)	0	F	1376
Cranbourne (South-Eastern Metropolitan)	0	M	1442
Cranbourne (South-Eastern Metropolitan)	1	F	47578
Cranbourne (South-Eastern Metropolitan)	1	M	46640
Croydon (Eastern Metropolitan)	0	F	1225
Croydon (Eastern Metropolitan)	0	M	1245
Croydon (Eastern Metropolitan)	1	F	29644
Croydon (Eastern Metropolitan)	1	M	26939
Dandenong (South-Eastern Metropolitan)	0	F	1033
Dandenong (South-Eastern Metropolitan)	0	M	1235
Dandenong (South-Eastern Metropolitan)	1	F	34799
Dandenong (South-Eastern Metropolitan)	1	M	37838
Eildon (Northern Victoria)	0	F	1817
Eildon (Northern Victoria)	0	M	2041
Eildon (Northern Victoria)	1	F	27300
Eildon (Northern Victoria)	1	M	26966
Eltham (Eastern Metropolitan)	0	F	1248
Eltham (Eastern Metropolitan)	0	M	1286
Eltham (Eastern Metropolitan)	1	F	29103
Eltham (Eastern Metropolitan)	1	M	27415
Essendon (Western Metropolitan)	0	F	1365
Essendon (Western Metropolitan)	0	M	1383
Essendon (Western Metropolitan)	1	F	33275
Essendon (Western Metropolitan)	1	M	30979
Euroa (Northern Victoria)	0	F	1780
Euroa (Northern Victoria)	0	M	1952
Euroa (Northern Victoria)	1	F	30220
Euroa (Northern Victoria)	1	M	30253
Evelyn (Eastern Victoria)	0	F	1298
Evelyn (Eastern Victoria)	0	M	1385
Evelyn (Eastern Victoria)	1	F	27807
Evelyn (Eastern Victoria)	1	M	26775
Ferntree Gully (Eastern Metropolitan)	0	F	1038
Ferntree Gully (Eastern Metropolitan)	0	M	1019
Ferntree Gully (Eastern Metropolitan)	1	F	28528
Ferntree Gully (Eastern Metropolitan)	1	M	26863
Footscray (Western Metropolitan)	0	F	1405
Footscray (Western Metropolitan)	0	M	1444
Footscray (Western Metropolitan)	1	F	38673
Footscray (Western Metropolitan)	1	M	39892
Forest Hill (Eastern Metropolitan)	0	F	1068
Forest Hill (Eastern Metropolitan)	0	M	1068
Forest Hill (Eastern Metropolitan)	1	F	29740
Forest Hill (Eastern Metropolitan)	1	M	27732
Frankston (South-Eastern Metropolitan)	0	F	1287
Frankston (South-Eastern Metropolitan)	0	M	1374
Frankston (South-Eastern Metropolitan)	1	F	30275
Frankston (South-Eastern Metropolitan)	1	M	28245
Geelong (Western Victoria)	0	F	1663
Geelong (Western Victoria)	0	M	1673
Geelong (Western Victoria)	1	F	31223
Geelong (Western Victoria)	1	M	28318
Gembrook (Eastern Victoria)	0	F	1340
Gembrook (Eastern Victoria)	0	M	1450
Gembrook (Eastern Victoria)	1	F	33389
Gembrook (Eastern Victoria)	1	M	32156
Gippsland East (Eastern Victoria)	0	F	2226
Gippsland East (Eastern Victoria)	0	M	2494
Gippsland East (Eastern Victoria)	1	F	27874
Gippsland East (Eastern Victoria)	1	M	26615
Gippsland South (Eastern Victoria)	0	F	1870
Gippsland South (Eastern Victoria)	0	M	2150
Gippsland South (Eastern Victoria)	1	F	26611
Gippsland South (Eastern Victoria)	1	M	26318
Hastings (Eastern Victoria)	0	F	1489
Hastings (Eastern Victoria)	0	M	1637
Hastings (Eastern Victoria)	1	F	33080
Hastings (Eastern Victoria)	1	M	32078
Hawthorn (Southern Metropolitan)	0	F	1502
Hawthorn (Southern Metropolitan)	0	M	1406
Hawthorn (Southern Metropolitan)	1	F	32493
Hawthorn (Southern Metropolitan)	1	M	29928
Ivanhoe (Eastern Metropolitan)	0	F	1214
Ivanhoe (Eastern Metropolitan)	0	M	1324
Ivanhoe (Eastern Metropolitan)	1	F	31845
Ivanhoe (Eastern Metropolitan)	1	M	29762
Kew (Southern Metropolitan)	0	F	1312
Kew (Southern Metropolitan)	0	M	1346
Kew (Southern Metropolitan)	1	F	31474
Kew (Southern Metropolitan)	1	M	29012
Keysborough (South-Eastern Metropolitan)	0	F	1018
Keysborough (South-Eastern Metropolitan)	0	M	1075
Keysborough (South-Eastern Metropolitan)	1	F	34282
Keysborough (South-Eastern Metropolitan)	1	M	33722
Kororoit (Western Metropolitan)	0	F	1172
Kororoit (Western Metropolitan)	0	M	1190
Kororoit (Western Metropolitan)	1	F	40796
Kororoit (Western Metropolitan)	1	M	40581
Lara (Western Victoria)	0	F	1373
Lara (Western Victoria)	0	M	1498
Lara (Western Victoria)	1	F	31711
Lara (Western Victoria)	1	M	30776
Lowan (Western Victoria)	0	F	1923
Lowan (Western Victoria)	0	M	2044
Lowan (Western Victoria)	1	F	26703
Lowan (Western Victoria)	1	M	25843
Macedon (Northern Victoria)	0	F	1534
Macedon (Northern Victoria)	0	M	1679
Macedon (Northern Victoria)	1	F	27836
Macedon (Northern Victoria)	1	M	26625
Malvern (Southern Metropolitan)	0	F	1434
Malvern (Southern Metropolitan)	0	M	1422
Malvern (Southern Metropolitan)	1	F	29529
Malvern (Southern Metropolitan)	1	M	26417
Melbourne (Northern Metropolitan)	0	F	2305
Melbourne (Northern Metropolitan)	0	M	2231
Melbourne (Northern Metropolitan)	1	F	57066
Melbourne (Northern Metropolitan)	1	M	53543
Melton (Western Victoria)	0	F	1314
Melton (Western Victoria)	0	M	1417
Melton (Western Victoria)	1	F	38814
Melton (Western Victoria)	1	M	37079
Mildura (Northern Victoria)	0	F	1726
Mildura (Northern Victoria)	0	M	1969
Mildura (Northern Victoria)	1	F	30257
Mildura (Northern Victoria)	1	M	29343
Mill Park (Northern Metropolitan)	0	F	836
Mill Park (Northern Metropolitan)	0	M	885
Mill Park (Northern Metropolitan)	1	F	33949
Mill Park (Northern Metropolitan)	1	M	32914
Monbulk (Eastern Victoria)	0	F	1278
Monbulk (Eastern Victoria)	0	M	1397
Monbulk (Eastern Victoria)	1	F	27373
Monbulk (Eastern Victoria)	1	M	27010
Mordialloc (South-Eastern Metropolitan)	0	F	1280
Mordialloc (South-Eastern Metropolitan)	0	M	1328
Mordialloc (South-Eastern Metropolitan)	1	F	31312
Mordialloc (South-Eastern Metropolitan)	1	M	29043
Mornington (Eastern Victoria)	0	F	1821
Mornington (Eastern Victoria)	0	M	1902
Mornington (Eastern Victoria)	1	F	30333
Mornington (Eastern Victoria)	1	M	27472
Morwell (Eastern Victoria)	0	F	1873
Morwell (Eastern Victoria)	0	M	1987
Morwell (Eastern Victoria)	1	F	31055
Morwell (Eastern Victoria)	1	M	29499
Mount Waverley (Eastern Metropolitan)	0	F	1071
Mount Waverley (Eastern Metropolitan)	0	M	1091
Mount Waverley (Eastern Metropolitan)	1	F	30683
Mount Waverley (Eastern Metropolitan)	1	M	29262
Mulgrave (South-Eastern Metropolitan)	0	F	1004
Mulgrave (South-Eastern Metropolitan)	0	M	1079
Mulgrave (South-Eastern Metropolitan)	1	F	30371
Mulgrave (South-Eastern Metropolitan)	1	M	29916
Murray Plains (Northern Victoria)	0	F	1966
Murray Plains (Northern Victoria)	0	M	2104
Murray Plains (Northern Victoria)	1	F	29636
Murray Plains (Northern Victoria)	1	M	28802
Narracan (Eastern Victoria)	0	F	1831
Narracan (Eastern Victoria)	0	M	1933
Narracan (Eastern Victoria)	1	F	32295
Narracan (Eastern Victoria)	1	M	30546
Narre Warren North (South-Eastern Metrop	0	F	949
Narre Warren North (South-Eastern Metrop	0	M	1040
Narre Warren North (South-Eastern Metrop	1	F	32344
Narre Warren North (South-Eastern Metrop	1	M	31886
Narre Warren South (South-Eastern Metrop	0	F	988
Narre Warren South (South-Eastern Metrop	0	M	1088
Narre Warren South (South-Eastern Metrop	1	F	40245
Narre Warren South (South-Eastern Metrop	1	M	40225
Nepean (Eastern Victoria)	0	F	2486
Nepean (Eastern Victoria)	0	M	2527
Nepean (Eastern Victoria)	1	F	28072
Nepean (Eastern Victoria)	1	M	26038
Niddrie (Western Metropolitan)	0	F	1081
Niddrie (Western Metropolitan)	0	M	1128
Niddrie (Western Metropolitan)	1	F	29582
Niddrie (Western Metropolitan)	1	M	27810
Northcote (Northern Metropolitan)	0	F	1437
Northcote (Northern Metropolitan)	0	M	1372
Northcote (Northern Metropolitan)	1	F	32544
Northcote (Northern Metropolitan)	1	M	29440
Oakleigh (Southern Metropolitan)	0	F	1120
Oakleigh (Southern Metropolitan)	0	M	1179
Oakleigh (Southern Metropolitan)	1	F	35461
Oakleigh (Southern Metropolitan)	1	M	34000
Ovens Valley (Northern Victoria)	0	F	2026
Ovens Valley (Northern Victoria)	0	M	2073
Ovens Valley (Northern Victoria)	1	F	27077
Ovens Valley (Northern Victoria)	1	M	25796
Pascoe Vale (Northern Metropolitan)	0	F	1217
Pascoe Vale (Northern Metropolitan)	0	M	1260
Pascoe Vale (Northern Metropolitan)	1	F	36714
Pascoe Vale (Northern Metropolitan)	1	M	35335
Polwarth (Western Victoria)	0	F	2059
Polwarth (Western Victoria)	0	M	2155
Polwarth (Western Victoria)	1	F	27801
Polwarth (Western Victoria)	1	M	27957
Prahran (Southern Metropolitan)	0	F	2030
Prahran (Southern Metropolitan)	0	M	1849
Prahran (Southern Metropolitan)	1	F	35957
Prahran (Southern Metropolitan)	1	M	33431
Preston (Northern Metropolitan)	0	F	1192
Preston (Northern Metropolitan)	0	M	1182
Preston (Northern Metropolitan)	1	F	33589
Preston (Northern Metropolitan)	1	M	32191
Richmond (Northern Metropolitan)	0	F	1855
Richmond (Northern Metropolitan)	0	M	1908
Richmond (Northern Metropolitan)	1	F	35351
Richmond (Northern Metropolitan)	1	M	33434
Ringwood (Eastern Metropolitan)	0	F	1173
Ringwood (Eastern Metropolitan)	0	M	1170
Ringwood (Eastern Metropolitan)	1	F	30701
Ringwood (Eastern Metropolitan)	1	M	29026
Ripon (Western Victoria)	0	F	1738
Ripon (Western Victoria)	0	M	1918
Ripon (Western Victoria)	1	F	29106
Ripon (Western Victoria)	1	M	29783
Rowville (South-Eastern Metropolitan)	0	F	923
Rowville (South-Eastern Metropolitan)	0	M	932
Rowville (South-Eastern Metropolitan)	1	F	27004
Rowville (South-Eastern Metropolitan)	1	M	26373
Sandringham (Southern Metropolitan)	0	F	1330
Sandringham (Southern Metropolitan)	0	M	1406
Sandringham (Southern Metropolitan)	1	F	29374
Sandringham (Southern Metropolitan)	1	M	26484
Shepparton (Northern Victoria)	0	F	2027
Shepparton (Northern Victoria)	0	M	2033
Shepparton (Northern Victoria)	1	F	32952
Shepparton (Northern Victoria)	1	M	32143
South Barwon (Western Victoria)	0	F	1815
South Barwon (Western Victoria)	0	M	1998
South Barwon (Western Victoria)	1	F	33691
South Barwon (Western Victoria)	1	M	31904
South-West Coast (Western Victoria)	0	F	1980
South-West Coast (Western Victoria)	0	M	2149
South-West Coast (Western Victoria)	1	F	30116
South-West Coast (Western Victoria)	1	M	28466
St Albans (Western Metropolitan)	0	F	1168
St Albans (Western Metropolitan)	0	M	1293
St Albans (Western Metropolitan)	1	F	36033
St Albans (Western Metropolitan)	1	M	36732
Sunbury (Western Metropolitan)	0	F	1134
Sunbury (Western Metropolitan)	0	M	1205
Sunbury (Western Metropolitan)	1	F	29794
Sunbury (Western Metropolitan)	1	M	28430
Sydenham (Western Metropolitan)	0	F	878
Sydenham (Western Metropolitan)	0	M	929
Sydenham (Western Metropolitan)	1	F	37357
Sydenham (Western Metropolitan)	1	M	36287
Tarneit (Western Metropolitan)	0	F	1146
Tarneit (Western Metropolitan)	0	M	1306
Tarneit (Western Metropolitan)	1	F	46500
Tarneit (Western Metropolitan)	1	M	47648
Thomastown (Northern Metropolitan)	0	F	927
Thomastown (Northern Metropolitan)	0	M	955
Thomastown (Northern Metropolitan)	1	F	33457
Thomastown (Northern Metropolitan)	1	M	33295
Warrandyte (Eastern Metropolitan)	0	F	1162
Warrandyte (Eastern Metropolitan)	0	M	1171
Warrandyte (Eastern Metropolitan)	1	F	29636
Warrandyte (Eastern Metropolitan)	1	M	28304
Wendouree (Western Victoria)	0	F	1737
Wendouree (Western Victoria)	0	M	1708
Wendouree (Western Victoria)	1	F	28216
Wendouree (Western Victoria)	1	M	25643
Werribee (Western Metropolitan)	0	F	1207
Werribee (Western Metropolitan)	0	M	1242
Werribee (Western Metropolitan)	1	F	34549
Werribee (Western Metropolitan)	1	M	33572
Williamstown (Western Metropolitan)	0	F	1323
Williamstown (Western Metropolitan)	0	M	1394
Williamstown (Western Metropolitan)	1	F	34910
Williamstown (Western Metropolitan)	1	M	33438
Yan Yean (Northern Victoria)	0	F	1344
Yan Yean (Northern Victoria)	0	M	1441
Yan Yean (Northern Victoria)	1	F	39171
Yan Yean (Northern Victoria)	1	M	37923
Yuroke (Northern Metropolitan)	0	F	1064
Yuroke (Northern Metropolitan)	0	M	1148
Yuroke (Northern Metropolitan)	1	F	43568
Yuroke (Northern Metropolitan)	1	M	43389
No usual address (Vic.)	0	F	3238
No usual address (Vic.)	0	M	4331
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	F	4
Migratory - Offshore - Shipping (Vic.)	1	M	20
Albert	0	F	1157
Albert	0	M	1466
Albert	1	F	34392
Albert	1	M	32866
Algester	0	F	849
Algester	0	M	1048
Algester	1	F	26781
Algester	1	M	25626
Ashgrove	0	F	1029
Ashgrove	0	M	1317
Ashgrove	1	F	22419
Ashgrove	1	M	21798
Aspley	0	F	751
Aspley	0	M	903
Aspley	1	F	22320
Aspley	1	M	20516
Barron River	0	F	1465
Barron River	0	M	2003
Barron River	1	F	29539
Barron River	1	M	27957
Beaudesert	0	F	1159
Beaudesert	0	M	1408
Beaudesert	1	F	28182
Beaudesert	1	M	27329
Brisbane Central	0	F	1660
Brisbane Central	0	M	1887
Brisbane Central	1	F	28826
Brisbane Central	1	M	30138
Broadwater	0	F	1188
Broadwater	0	M	1243
Broadwater	1	F	25978
Broadwater	1	M	23188
Buderim	0	F	1164
Buderim	0	M	1467
Buderim	1	F	25083
Buderim	1	M	22238
Bulimba	0	F	1283
Bulimba	0	M	1467
Bulimba	1	F	25596
Bulimba	1	M	24004
Bundaberg	0	F	1050
Bundaberg	0	M	1286
Bundaberg	1	F	21628
Bundaberg	1	M	19726
Bundamba	0	F	1364
Bundamba	0	M	1667
