SED_NAME16	HomeCensusNight	Sex	persons
Goyder (NT)	1	M	4814
Johnston	0	F	190
Johnston	0	M	213
Johnston	1	F	3584
Johnston	1	M	3661
Karama	0	F	166
Karama	0	M	204
Karama	1	F	3898
Karama	1	M	3674
Katherine	0	F	290
Katherine	0	M	387
Katherine	1	F	4392
Katherine	1	M	4703
Namatjira	0	F	313
Namatjira	0	M	292
Namatjira	1	F	4080
Namatjira	1	M	4550
Nelson	0	F	187
Nelson	0	M	448
Nelson	1	F	4129
Nelson	1	M	7377
Nhulunbuy	0	F	322
Nhulunbuy	0	M	259
Nhulunbuy	1	F	4392
Nhulunbuy	1	M	4551
Nightcliff	0	F	267
Nightcliff	0	M	266
Nightcliff	1	F	3876
Nightcliff	1	M	3856
Port Darwin	0	F	282
Port Darwin	0	M	436
Port Darwin	1	F	4223
Port Darwin	1	M	5260
Sanderson	0	F	207
Sanderson	0	M	241
Sanderson	1	F	3923
Sanderson	1	M	4007
Spillett	0	F	207
Spillett	0	M	349
Spillett	1	F	4274
Spillett	1	M	4567
Stuart (NT)	0	F	337
Stuart (NT)	0	M	271
Stuart (NT)	1	F	3435
Stuart (NT)	1	M	3271
Wanguri	0	F	204
Wanguri	0	M	212
Wanguri	1	F	4160
Wanguri	1	M	4278
No usual address (NT)	0	F	1157
No usual address (NT)	0	M	1332
Migratory - Offshore - Shipping (NT)	1	F	14
Migratory - Offshore - Shipping (NT)	1	M	61
Brindabella	0	F	1587
Brindabella	0	M	1745
Brindabella	1	F	34425
Brindabella	1	M	32674
Ginninderra	0	F	1855
Ginninderra	0	M	1898
Ginninderra	1	F	37391
Ginninderra	1	M	36097
Kurrajong	0	F	2505
Kurrajong	0	M	2465
Kurrajong	1	F	38487
Kurrajong	1	M	38131
Murrumbidgee	0	F	2023
Murrumbidgee	0	M	2034
Murrumbidgee	1	F	37837
Murrumbidgee	1	M	35755
Yerrabi	0	F	1715
Yerrabi	0	M	1847
Yerrabi	1	F	43600
Yerrabi	1	M	42787
No usual address (ACT)	0	F	228
No usual address (ACT)	0	M	312
Unclassified (OT)	0	F	134
Unclassified (OT)	0	M	143
Unclassified (OT)	1	F	1962
Unclassified (OT)	1	M	2289
No usual address (OT)	0	F	28
No usual address (OT)	0	M	21
Migratory - Offshore - Shipping (OT)	1	M	3
