SED_NAME16	OnlyEnglishSpokenHome	Sex	persons
Casuarina	1	M	2774
Daly	0	F	1664
Daly	0	M	1648
Daly	1	F	2286
Daly	1	M	2743
Drysdale	0	F	675
Drysdale	0	M	613
Drysdale	1	F	3044
Drysdale	1	M	3221
Fannie Bay	0	F	997
Fannie Bay	0	M	943
Fannie Bay	1	F	2777
Fannie Bay	1	M	2876
Fong Lim	0	F	895
Fong Lim	0	M	825
Fong Lim	1	F	2570
Fong Lim	1	M	2835
Goyder (NT)	0	F	366
Goyder (NT)	0	M	318
Goyder (NT)	1	F	3562
Goyder (NT)	1	M	4096
Johnston	0	F	1083
Johnston	0	M	1047
Johnston	1	F	2309
Johnston	1	M	2437
Karama	0	F	1189
Karama	0	M	1054
Karama	1	F	2415
Karama	1	M	2394
Katherine	0	F	735
Katherine	0	M	698
Katherine	1	F	3019
Katherine	1	M	3322
Namatjira	0	F	2160
Namatjira	0	M	1896
Namatjira	1	F	1554
Namatjira	1	M	1699
Nelson	0	F	285
Nelson	0	M	424
Nelson	1	F	3473
Nelson	1	M	4917
Nhulunbuy	0	F	3079
Nhulunbuy	0	M	3027
Nhulunbuy	1	F	1264
Nhulunbuy	1	M	1326
Nightcliff	0	F	1108
Nightcliff	0	M	1123
Nightcliff	1	F	2560
Nightcliff	1	M	2519
Port Darwin	0	F	1325
Port Darwin	0	M	1435
Port Darwin	1	F	2542
Port Darwin	1	M	3340
Sanderson	0	F	1108
Sanderson	0	M	1037
Sanderson	1	F	2664
Sanderson	1	M	2820
Spillett	0	F	884
Spillett	0	M	832
Spillett	1	F	3198
Spillett	1	M	3601
Stuart (NT)	0	F	2762
Stuart (NT)	0	M	2511
Stuart (NT)	1	F	510
Stuart (NT)	1	M	560
Wanguri	0	F	1353
Wanguri	0	M	1290
Wanguri	1	F	2706
Wanguri	1	M	2851
No usual address (NT)	0	F	218
No usual address (NT)	0	M	234
No usual address (NT)	1	F	642
No usual address (NT)	1	M	720
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	37
Migratory - Offshore - Shipping (NT)	1	F	10
Migratory - Offshore - Shipping (NT)	1	M	16
Brindabella	0	F	5424
Brindabella	0	M	4882
Brindabella	1	F	29009
Brindabella	1	M	28016
Ginninderra	0	F	8732
Ginninderra	0	M	8043
Ginninderra	1	F	28606
Ginninderra	1	M	28074
Kurrajong	0	F	9009
Kurrajong	0	M	8177
Kurrajong	1	F	29067
Kurrajong	1	M	28876
Murrumbidgee	0	F	7825
Murrumbidgee	0	M	6757
Murrumbidgee	1	F	29930
Murrumbidgee	1	M	28915
Yerrabi	0	F	14162
Yerrabi	0	M	13583
Yerrabi	1	F	29177
Yerrabi	1	M	28970
No usual address (ACT)	0	F	41
No usual address (ACT)	0	M	42
No usual address (ACT)	1	F	160
No usual address (ACT)	1	M	190
Unclassified (OT)	0	F	1062
Unclassified (OT)	0	M	1055
Unclassified (OT)	1	F	812
Unclassified (OT)	1	M	871
No usual address (OT)	0	F	10
No usual address (OT)	0	M	5
No usual address (OT)	1	F	21
No usual address (OT)	1	M	20
Migratory - Offshore - Shipping (OT)	1	M	3
