SED_NAME16	Age	persons
Mulgrave (South-Eastern Metropolitan)	15-19	3495
Mulgrave (South-Eastern Metropolitan)	20-24	4261
Mulgrave (South-Eastern Metropolitan)	25-34	9247
Mulgrave (South-Eastern Metropolitan)	35-44	7992
Mulgrave (South-Eastern Metropolitan)	45-54	7965
Mulgrave (South-Eastern Metropolitan)	55-64	7176
Mulgrave (South-Eastern Metropolitan)	65-74	6479
Mulgrave (South-Eastern Metropolitan)	75-84	3867
Mulgrave (South-Eastern Metropolitan)	85+	1692
Murray Plains (Northern Victoria)	0-4	3591
Murray Plains (Northern Victoria)	5-14	7719
Murray Plains (Northern Victoria)	15-19	3924
Murray Plains (Northern Victoria)	20-24	3064
Murray Plains (Northern Victoria)	25-34	6215
Murray Plains (Northern Victoria)	35-44	6693
Murray Plains (Northern Victoria)	45-54	8363
Murray Plains (Northern Victoria)	55-64	8824
Murray Plains (Northern Victoria)	65-74	7452
Murray Plains (Northern Victoria)	75-84	4635
Murray Plains (Northern Victoria)	85+	2019
Narracan (Eastern Victoria)	0-4	3883
Narracan (Eastern Victoria)	5-14	8606
Narracan (Eastern Victoria)	15-19	4184
Narracan (Eastern Victoria)	20-24	3647
Narracan (Eastern Victoria)	25-34	7123
Narracan (Eastern Victoria)	35-44	7446
Narracan (Eastern Victoria)	45-54	9163
Narracan (Eastern Victoria)	55-64	9334
Narracan (Eastern Victoria)	65-74	7801
Narracan (Eastern Victoria)	75-84	3938
Narracan (Eastern Victoria)	85+	1472
Narre Warren North (South-Eastern Metrop	0-4	4214
Narre Warren North (South-Eastern Metrop	5-14	8485
Narre Warren North (South-Eastern Metrop	15-19	4838
Narre Warren North (South-Eastern Metrop	20-24	5038
Narre Warren North (South-Eastern Metrop	25-34	9143
Narre Warren North (South-Eastern Metrop	35-44	8546
Narre Warren North (South-Eastern Metrop	45-54	9642
Narre Warren North (South-Eastern Metrop	55-64	8185
Narre Warren North (South-Eastern Metrop	65-74	4705
Narre Warren North (South-Eastern Metrop	75-84	2380
Narre Warren North (South-Eastern Metrop	85+	1046
Narre Warren South (South-Eastern Metrop	0-4	6413
Narre Warren South (South-Eastern Metrop	5-14	14019
Narre Warren South (South-Eastern Metrop	15-19	6724
Narre Warren South (South-Eastern Metrop	20-24	5917
Narre Warren South (South-Eastern Metrop	25-34	10607
Narre Warren South (South-Eastern Metrop	35-44	13323
Narre Warren South (South-Eastern Metrop	45-54	11794
Narre Warren South (South-Eastern Metrop	55-64	7617
Narre Warren South (South-Eastern Metrop	65-74	4058
Narre Warren South (South-Eastern Metrop	75-84	1632
Narre Warren South (South-Eastern Metrop	85+	450
Nepean (Eastern Victoria)	0-4	2726
Nepean (Eastern Victoria)	5-14	6064
Nepean (Eastern Victoria)	15-19	2691
Nepean (Eastern Victoria)	20-24	2300
Nepean (Eastern Victoria)	25-34	4753
Nepean (Eastern Victoria)	35-44	6099
Nepean (Eastern Victoria)	45-54	7522
Nepean (Eastern Victoria)	55-64	8886
Nepean (Eastern Victoria)	65-74	9768
Nepean (Eastern Victoria)	75-84	5804
Nepean (Eastern Victoria)	85+	2493
Niddrie (Western Metropolitan)	0-4	3299
Niddrie (Western Metropolitan)	5-14	6761
Niddrie (Western Metropolitan)	15-19	3423
Niddrie (Western Metropolitan)	20-24	3439
Niddrie (Western Metropolitan)	25-34	7163
Niddrie (Western Metropolitan)	35-44	8012
Niddrie (Western Metropolitan)	45-54	8367
Niddrie (Western Metropolitan)	55-64	6738
Niddrie (Western Metropolitan)	65-74	6323
Niddrie (Western Metropolitan)	75-84	4330
Niddrie (Western Metropolitan)	85+	1746
Northcote (Northern Metropolitan)	0-4	3679
Northcote (Northern Metropolitan)	5-14	6721
Northcote (Northern Metropolitan)	15-19	2774
Northcote (Northern Metropolitan)	20-24	4420
Northcote (Northern Metropolitan)	25-34	13071
Northcote (Northern Metropolitan)	35-44	11117
Northcote (Northern Metropolitan)	45-54	9104
Northcote (Northern Metropolitan)	55-64	5989
Northcote (Northern Metropolitan)	65-74	3695
Northcote (Northern Metropolitan)	75-84	2901
Northcote (Northern Metropolitan)	85+	1328
Oakleigh (Southern Metropolitan)	0-4	3991
Oakleigh (Southern Metropolitan)	5-14	6547
Oakleigh (Southern Metropolitan)	15-19	4709
Oakleigh (Southern Metropolitan)	20-24	9148
Oakleigh (Southern Metropolitan)	25-34	14069
Oakleigh (Southern Metropolitan)	35-44	9778
Oakleigh (Southern Metropolitan)	45-54	8129
Oakleigh (Southern Metropolitan)	55-64	6124
Oakleigh (Southern Metropolitan)	65-74	4401
Oakleigh (Southern Metropolitan)	75-84	3218
Oakleigh (Southern Metropolitan)	85+	1649
Ovens Valley (Northern Victoria)	0-4	3019
Ovens Valley (Northern Victoria)	5-14	6925
Ovens Valley (Northern Victoria)	15-19	3218
Ovens Valley (Northern Victoria)	20-24	2559
Ovens Valley (Northern Victoria)	25-34	5233
Ovens Valley (Northern Victoria)	35-44	6281
Ovens Valley (Northern Victoria)	45-54	7678
Ovens Valley (Northern Victoria)	55-64	8402
Ovens Valley (Northern Victoria)	65-74	7388
Ovens Valley (Northern Victoria)	75-84	4319
Ovens Valley (Northern Victoria)	85+	1957
Pascoe Vale (Northern Metropolitan)	0-4	5158
Pascoe Vale (Northern Metropolitan)	5-14	7819
Pascoe Vale (Northern Metropolitan)	15-19	3472
Pascoe Vale (Northern Metropolitan)	20-24	5217
Pascoe Vale (Northern Metropolitan)	25-34	14285
Pascoe Vale (Northern Metropolitan)	35-44	11691
Pascoe Vale (Northern Metropolitan)	45-54	9263
Pascoe Vale (Northern Metropolitan)	55-64	6584
Pascoe Vale (Northern Metropolitan)	65-74	4514
Pascoe Vale (Northern Metropolitan)	75-84	4097
Pascoe Vale (Northern Metropolitan)	85+	2413
Polwarth (Western Victoria)	0-4	3415
Polwarth (Western Victoria)	5-14	7892
Polwarth (Western Victoria)	15-19	3557
Polwarth (Western Victoria)	20-24	2808
Polwarth (Western Victoria)	25-34	5811
Polwarth (Western Victoria)	35-44	6851
Polwarth (Western Victoria)	45-54	8424
Polwarth (Western Victoria)	55-64	8866
Polwarth (Western Victoria)	65-74	7033
Polwarth (Western Victoria)	75-84	3738
Polwarth (Western Victoria)	85+	1570
Prahran (Southern Metropolitan)	0-4	2656
Prahran (Southern Metropolitan)	5-14	3254
Prahran (Southern Metropolitan)	15-19	2267
Prahran (Southern Metropolitan)	20-24	6899
Prahran (Southern Metropolitan)	25-34	24198
Prahran (Southern Metropolitan)	35-44	11368
Prahran (Southern Metropolitan)	45-54	7538
Prahran (Southern Metropolitan)	55-64	6096
Prahran (Southern Metropolitan)	65-74	4769
Prahran (Southern Metropolitan)	75-84	2807
Prahran (Southern Metropolitan)	85+	1420
Preston (Northern Metropolitan)	0-4	4564
Preston (Northern Metropolitan)	5-14	6606
Preston (Northern Metropolitan)	15-19	2943
Preston (Northern Metropolitan)	20-24	4818
Preston (Northern Metropolitan)	25-34	13229
Preston (Northern Metropolitan)	35-44	10410
Preston (Northern Metropolitan)	45-54	8455
Preston (Northern Metropolitan)	55-64	6488
Preston (Northern Metropolitan)	65-74	4582
Preston (Northern Metropolitan)	75-84	3944
Preston (Northern Metropolitan)	85+	2111
Richmond (Northern Metropolitan)	0-4	3377
Richmond (Northern Metropolitan)	5-14	4588
Richmond (Northern Metropolitan)	15-19	2136
Richmond (Northern Metropolitan)	20-24	5715
Richmond (Northern Metropolitan)	25-34	23041
Richmond (Northern Metropolitan)	35-44	11966
Richmond (Northern Metropolitan)	45-54	8145
Richmond (Northern Metropolitan)	55-64	6353
Richmond (Northern Metropolitan)	65-74	4182
Richmond (Northern Metropolitan)	75-84	2195
Richmond (Northern Metropolitan)	85+	842
Ringwood (Eastern Metropolitan)	0-4	4264
Ringwood (Eastern Metropolitan)	5-14	7301
Ringwood (Eastern Metropolitan)	15-19	3316
Ringwood (Eastern Metropolitan)	20-24	3467
Ringwood (Eastern Metropolitan)	25-34	9687
Ringwood (Eastern Metropolitan)	35-44	9650
Ringwood (Eastern Metropolitan)	45-54	8153
Ringwood (Eastern Metropolitan)	55-64	6449
Ringwood (Eastern Metropolitan)	65-74	5111
Ringwood (Eastern Metropolitan)	75-84	3241
Ringwood (Eastern Metropolitan)	85+	1428
Ripon (Western Victoria)	0-4	3180
Ripon (Western Victoria)	5-14	7149
Ripon (Western Victoria)	15-19	3376
Ripon (Western Victoria)	20-24	2777
Ripon (Western Victoria)	25-34	5812
Ripon (Western Victoria)	35-44	6795
Ripon (Western Victoria)	45-54	8638
Ripon (Western Victoria)	55-64	9822
Ripon (Western Victoria)	65-74	8549
Ripon (Western Victoria)	75-84	4511
Ripon (Western Victoria)	85+	1929
Rowville (South-Eastern Metropolitan)	0-4	3005
Rowville (South-Eastern Metropolitan)	5-14	7262
Rowville (South-Eastern Metropolitan)	15-19	4330
Rowville (South-Eastern Metropolitan)	20-24	4121
Rowville (South-Eastern Metropolitan)	25-34	6256
Rowville (South-Eastern Metropolitan)	35-44	7448
Rowville (South-Eastern Metropolitan)	45-54	9169
Rowville (South-Eastern Metropolitan)	55-64	7107
Rowville (South-Eastern Metropolitan)	65-74	4015
Rowville (South-Eastern Metropolitan)	75-84	1994
Rowville (South-Eastern Metropolitan)	85+	532
Sandringham (Southern Metropolitan)	0-4	3097
Sandringham (Southern Metropolitan)	5-14	7460
Sandringham (Southern Metropolitan)	15-19	3414
Sandringham (Southern Metropolitan)	20-24	3022
Sandringham (Southern Metropolitan)	25-34	5804
Sandringham (Southern Metropolitan)	35-44	7967
Sandringham (Southern Metropolitan)	45-54	9236
Sandringham (Southern Metropolitan)	55-64	7491
Sandringham (Southern Metropolitan)	65-74	5827
Sandringham (Southern Metropolitan)	75-84	3124
Sandringham (Southern Metropolitan)	85+	2162
Shepparton (Northern Victoria)	0-4	4513
Shepparton (Northern Victoria)	5-14	9155
Shepparton (Northern Victoria)	15-19	4681
Shepparton (Northern Victoria)	20-24	3888
Shepparton (Northern Victoria)	25-34	8342
Shepparton (Northern Victoria)	35-44	8138
Shepparton (Northern Victoria)	45-54	9153
Shepparton (Northern Victoria)	55-64	8685
Shepparton (Northern Victoria)	65-74	6906
Shepparton (Northern Victoria)	75-84	3997
Shepparton (Northern Victoria)	85+	1702
South Barwon (Western Victoria)	0-4	4789
South Barwon (Western Victoria)	5-14	9257
South Barwon (Western Victoria)	15-19	4520
South Barwon (Western Victoria)	20-24	4914
South Barwon (Western Victoria)	25-34	8639
South Barwon (Western Victoria)	35-44	9489
South Barwon (Western Victoria)	45-54	8805
South Barwon (Western Victoria)	55-64	7806
South Barwon (Western Victoria)	65-74	6241
South Barwon (Western Victoria)	75-84	3309
South Barwon (Western Victoria)	85+	1635
South-West Coast (Western Victoria)	0-4	3558
South-West Coast (Western Victoria)	5-14	7884
South-West Coast (Western Victoria)	15-19	4032
South-West Coast (Western Victoria)	20-24	3552
South-West Coast (Western Victoria)	25-34	6678
South-West Coast (Western Victoria)	35-44	7389
South-West Coast (Western Victoria)	45-54	8770
South-West Coast (Western Victoria)	55-64	8789
South-West Coast (Western Victoria)	65-74	6760
South-West Coast (Western Victoria)	75-84	3626
South-West Coast (Western Victoria)	85+	1661
St Albans (Western Metropolitan)	0-4	4898
St Albans (Western Metropolitan)	5-14	7877
St Albans (Western Metropolitan)	15-19	4432
St Albans (Western Metropolitan)	20-24	6309
St Albans (Western Metropolitan)	25-34	13266
St Albans (Western Metropolitan)	35-44	9533
St Albans (Western Metropolitan)	45-54	8868
St Albans (Western Metropolitan)	55-64	8616
St Albans (Western Metropolitan)	65-74	6278
St Albans (Western Metropolitan)	75-84	3743
St Albans (Western Metropolitan)	85+	1401
Sunbury (Western Metropolitan)	0-4	3903
Sunbury (Western Metropolitan)	5-14	7301
Sunbury (Western Metropolitan)	15-19	3753
Sunbury (Western Metropolitan)	20-24	3978
Sunbury (Western Metropolitan)	25-34	8270
Sunbury (Western Metropolitan)	35-44	8165
Sunbury (Western Metropolitan)	45-54	8345
Sunbury (Western Metropolitan)	55-64	7575
Sunbury (Western Metropolitan)	65-74	5590
Sunbury (Western Metropolitan)	75-84	2701
Sunbury (Western Metropolitan)	85+	980
Sydenham (Western Metropolitan)	0-4	5117
Sydenham (Western Metropolitan)	5-14	11653
Sydenham (Western Metropolitan)	15-19	5567
Sydenham (Western Metropolitan)	20-24	5398
Sydenham (Western Metropolitan)	25-34	10796
Sydenham (Western Metropolitan)	35-44	12121
Sydenham (Western Metropolitan)	45-54	10957
Sydenham (Western Metropolitan)	55-64	7569
Sydenham (Western Metropolitan)	65-74	4002
Sydenham (Western Metropolitan)	75-84	1606
Sydenham (Western Metropolitan)	85+	654
Tarneit (Western Metropolitan)	0-4	10147
Tarneit (Western Metropolitan)	5-14	14403
Tarneit (Western Metropolitan)	15-19	5728
Tarneit (Western Metropolitan)	20-24	6156
Tarneit (Western Metropolitan)	25-34	20316
Tarneit (Western Metropolitan)	35-44	16001
Tarneit (Western Metropolitan)	45-54	10495
Tarneit (Western Metropolitan)	55-64	7449
Tarneit (Western Metropolitan)	65-74	4033
Tarneit (Western Metropolitan)	75-84	1488
Tarneit (Western Metropolitan)	85+	390
Thomastown (Northern Metropolitan)	0-4	5384
Thomastown (Northern Metropolitan)	5-14	8093
Thomastown (Northern Metropolitan)	15-19	3672
Thomastown (Northern Metropolitan)	20-24	4354
Thomastown (Northern Metropolitan)	25-34	12140
Thomastown (Northern Metropolitan)	35-44	9819
Thomastown (Northern Metropolitan)	45-54	7646
Thomastown (Northern Metropolitan)	55-64	6643
Thomastown (Northern Metropolitan)	65-74	5969
Thomastown (Northern Metropolitan)	75-84	3867
Thomastown (Northern Metropolitan)	85+	1032
Warrandyte (Eastern Metropolitan)	0-4	2903
Warrandyte (Eastern Metropolitan)	5-14	7783
Warrandyte (Eastern Metropolitan)	15-19	4494
Warrandyte (Eastern Metropolitan)	20-24	3872
Warrandyte (Eastern Metropolitan)	25-34	5794
Warrandyte (Eastern Metropolitan)	35-44	7384
Warrandyte (Eastern Metropolitan)	45-54	9323
Warrandyte (Eastern Metropolitan)	55-64	7830
Warrandyte (Eastern Metropolitan)	65-74	5935
Warrandyte (Eastern Metropolitan)	75-84	3432
Warrandyte (Eastern Metropolitan)	85+	1523
Wendouree (Western Victoria)	0-4	3479
Wendouree (Western Victoria)	5-14	7080
Wendouree (Western Victoria)	15-19	3907
Wendouree (Western Victoria)	20-24	3834
Wendouree (Western Victoria)	25-34	7176
Wendouree (Western Victoria)	35-44	6744
Wendouree (Western Victoria)	45-54	7546
Wendouree (Western Victoria)	55-64	6957
Wendouree (Western Victoria)	65-74	5643
Wendouree (Western Victoria)	75-84	3387
Wendouree (Western Victoria)	85+	1546
Werribee (Western Metropolitan)	0-4	5658
Werribee (Western Metropolitan)	5-14	9621
Werribee (Western Metropolitan)	15-19	4244
Werribee (Western Metropolitan)	20-24	4737
Werribee (Western Metropolitan)	25-34	11754
Werribee (Western Metropolitan)	35-44	10088
Werribee (Western Metropolitan)	45-54	8864
Werribee (Western Metropolitan)	55-64	7463
Werribee (Western Metropolitan)	65-74	4867
Werribee (Western Metropolitan)	75-84	2348
Werribee (Western Metropolitan)	85+	922
Williamstown (Western Metropolitan)	0-4	5321
Williamstown (Western Metropolitan)	5-14	8294
Williamstown (Western Metropolitan)	15-19	3425
Williamstown (Western Metropolitan)	20-24	3860
Williamstown (Western Metropolitan)	25-34	11025
Williamstown (Western Metropolitan)	35-44	12318
Williamstown (Western Metropolitan)	45-54	10156
Williamstown (Western Metropolitan)	55-64	7215
Williamstown (Western Metropolitan)	65-74	4516
Williamstown (Western Metropolitan)	75-84	3278
Williamstown (Western Metropolitan)	85+	1659
Yan Yean (Northern Victoria)	0-4	7225
Yan Yean (Northern Victoria)	5-14	12334
Yan Yean (Northern Victoria)	15-19	5139
Yan Yean (Northern Victoria)	20-24	4635
Yan Yean (Northern Victoria)	25-34	12433
Yan Yean (Northern Victoria)	35-44	12410
Yan Yean (Northern Victoria)	45-54	10568
Yan Yean (Northern Victoria)	55-64	7768
Yan Yean (Northern Victoria)	65-74	5047
Yan Yean (Northern Victoria)	75-84	1773
Yan Yean (Northern Victoria)	85+	558
Yuroke (Northern Metropolitan)	0-4	8032
Yuroke (Northern Metropolitan)	5-14	13919
Yuroke (Northern Metropolitan)	15-19	6476
Yuroke (Northern Metropolitan)	20-24	6594
Yuroke (Northern Metropolitan)	25-34	15361
Yuroke (Northern Metropolitan)	35-44	13409
Yuroke (Northern Metropolitan)	45-54	11695
Yuroke (Northern Metropolitan)	55-64	7779
Yuroke (Northern Metropolitan)	65-74	3953
Yuroke (Northern Metropolitan)	75-84	1505
Yuroke (Northern Metropolitan)	85+	439
No usual address (Vic.)	0-4	379
No usual address (Vic.)	5-14	367
No usual address (Vic.)	15-19	357
No usual address (Vic.)	20-24	898
No usual address (Vic.)	25-34	1848
No usual address (Vic.)	35-44	1295
No usual address (Vic.)	45-54	975
No usual address (Vic.)	55-64	816
No usual address (Vic.)	65-74	482
No usual address (Vic.)	75-84	121
No usual address (Vic.)	85+	38
Migratory - Offshore - Shipping (Vic.)	25-34	4
Migratory - Offshore - Shipping (Vic.)	35-44	3
Migratory - Offshore - Shipping (Vic.)	45-54	11
Migratory - Offshore - Shipping (Vic.)	55-64	5
Albert	0-4	5723
Albert	5-14	11588
Albert	15-19	5001
Albert	20-24	4324
Albert	25-34	10116
Albert	35-44	10920
Albert	45-54	9186
Albert	55-64	6570
Albert	65-74	4381
Albert	75-84	1577
Albert	85+	499
Algester	0-4	4113
Algester	5-14	7934
Algester	15-19	3882
Algester	20-24	3564
Algester	25-34	8136
Algester	35-44	7922
Algester	45-54	7494
Algester	55-64	5598
Algester	65-74	3443
Algester	75-84	1516
Algester	85+	715
Ashgrove	0-4	2929
Ashgrove	5-14	6775
Ashgrove	15-19	3199
Ashgrove	20-24	3677
Ashgrove	25-34	5842
Ashgrove	35-44	6968
Ashgrove	45-54	6847
Ashgrove	55-64	4726
Ashgrove	65-74	3253
Ashgrove	75-84	1617
Ashgrove	85+	719
Aspley	0-4	2531
Aspley	5-14	5526
Aspley	15-19	2852
Aspley	20-24	2757
Aspley	25-34	5293
Aspley	35-44	5888
Aspley	45-54	6176
Aspley	55-64	5342
Aspley	65-74	4196
Aspley	75-84	2646
Aspley	85+	1288
Barron River	0-4	3688
Barron River	5-14	8810
Barron River	15-19	3754
Barron River	20-24	2939
Barron River	25-34	7053
Barron River	35-44	9119
Barron River	45-54	9852
Barron River	55-64	8113
Barron River	65-74	5197
Barron River	75-84	1856
Barron River	85+	579
Beaudesert	0-4	3516
Beaudesert	5-14	8523
Beaudesert	15-19	3785
Beaudesert	20-24	2980
Beaudesert	25-34	6055
Beaudesert	35-44	7495
Beaudesert	45-54	8603
Beaudesert	55-64	7581
Beaudesert	65-74	6001
Beaudesert	75-84	2641
Beaudesert	85+	893
Brisbane Central	0-4	2146
Brisbane Central	5-14	2917
Brisbane Central	15-19	2883
Brisbane Central	20-24	8737
Brisbane Central	25-34	19435
Brisbane Central	35-44	9254
Brisbane Central	45-54	6595
Brisbane Central	55-64	5186
Brisbane Central	65-74	3170
Brisbane Central	75-84	1403
Brisbane Central	85+	781
Broadwater	0-4	2442
Broadwater	5-14	4570
Broadwater	15-19	2421
Broadwater	20-24	3144
Broadwater	25-34	6023
Broadwater	35-44	6333
Broadwater	45-54	6836
Broadwater	55-64	6974
Broadwater	65-74	7135
Broadwater	75-84	4007
Broadwater	85+	1719
Buderim	0-4	2777
Buderim	5-14	6883
Buderim	15-19	3319
Buderim	20-24	2721
Buderim	25-34	5094
Buderim	35-44	6321
Buderim	45-54	7271
Buderim	55-64	6201
Buderim	65-74	5212
Buderim	75-84	2861
Buderim	85+	1299
Bulimba	0-4	3601
Bulimba	5-14	6364
Bulimba	15-19	2715
Bulimba	20-24	3754
Bulimba	25-34	9866
Bulimba	35-44	8766
Bulimba	45-54	7172
Bulimba	55-64	4955
Bulimba	65-74	2785
Bulimba	75-84	1507
Bulimba	85+	860
Bundaberg	0-4	2511
Bundaberg	5-14	5314
Bundaberg	15-19	2666
Bundaberg	20-24	2720
Bundaberg	25-34	5177
Bundaberg	35-44	4556
Bundaberg	45-54	5199
Bundaberg	55-64	5319
Bundaberg	65-74	4992
Bundaberg	75-84	3634
Bundaberg	85+	1620
Bundamba	0-4	7888
Bundamba	5-14	13365
Bundamba	15-19	5624
Bundamba	20-24	6035
Bundamba	25-34	13989
Bundamba	35-44	11582
Bundamba	45-54	9063
Bundamba	55-64	6369
Bundamba	65-74	3593
Bundamba	75-84	1549
Bundamba	85+	503
Burdekin	0-4	2659
Burdekin	5-14	5744
Burdekin	15-19	3126
Burdekin	20-24	3743
Burdekin	25-34	6110
Burdekin	35-44	5867
Burdekin	45-54	6537
Burdekin	55-64	6393
Burdekin	65-74	4834
Burdekin	75-84	2422
Burdekin	85+	830
Burleigh	0-4	3054
Burleigh	5-14	6008
Burleigh	15-19	2722
Burleigh	20-24	2822
Burleigh	25-34	7531
Burleigh	35-44	7696
Burleigh	45-54	6607
Burleigh	55-64	5944
Burleigh	65-74	4973
Burleigh	75-84	2848
Burleigh	85+	1284
Burnett	0-4	2271
Burnett	5-14	6200
Burnett	15-19	2850
Burnett	20-24	1859
Burnett	25-34	3975
Burnett	35-44	5316
Burnett	45-54	7015
Burnett	55-64	7974
Burnett	65-74	7362
Burnett	75-84	2928
Burnett	85+	663
Cairns	0-4	3617
Cairns	5-14	7020
Cairns	15-19	3461
Cairns	20-24	4007
Cairns	25-34	9464
Cairns	35-44	8595
Cairns	45-54	8316
Cairns	55-64	7305
Cairns	65-74	5011
Cairns	75-84	2404
Cairns	85+	1034
Callide	0-4	2733
Callide	5-14	6233
Callide	15-19	2574
Callide	20-24	2128
Callide	25-34	4796
Callide	35-44	5257
Callide	45-54	6586
Callide	55-64	6634
Callide	65-74	5634
Callide	75-84	2718
Callide	85+	883
Caloundra	0-4	2651
Caloundra	5-14	6338
Caloundra	15-19	3039
Caloundra	20-24	2303
Caloundra	25-34	4988
Caloundra	35-44	6396
Caloundra	45-54	6966
Caloundra	55-64	6840
Caloundra	65-74	6615
Caloundra	75-84	3435
Caloundra	85+	1532
Capalaba	0-4	2952
Capalaba	5-14	6280
Capalaba	15-19	3002
Capalaba	20-24	3031
Capalaba	25-34	6264
Capalaba	35-44	6358
Capalaba	45-54	6493
Capalaba	55-64	6300
Capalaba	65-74	4125
Capalaba	75-84	1773
Capalaba	85+	780
Chatsworth	0-4	3315
Chatsworth	5-14	7007
Chatsworth	15-19	3301
Chatsworth	20-24	3390
Chatsworth	25-34	6772
Chatsworth	35-44	7727
Chatsworth	45-54	7265
Chatsworth	55-64	5872
Chatsworth	65-74	3765
Chatsworth	75-84	1931
Chatsworth	85+	793
Clayfield	0-4	2784
Clayfield	5-14	5478
Clayfield	15-19	2807
Clayfield	20-24	4055
Clayfield	25-34	10049
Clayfield	35-44	7919
Clayfield	45-54	7395
Clayfield	55-64	5584
Clayfield	65-74	3503
Clayfield	75-84	1733
Clayfield	85+	920
Cleveland	0-4	2425
Cleveland	5-14	6470
Cleveland	15-19	3538
Cleveland	20-24	2781
Cleveland	25-34	4547
Cleveland	35-44	5900
Cleveland	45-54	7611
Cleveland	55-64	7168
Cleveland	65-74	5482
Cleveland	75-84	2984
Cleveland	85+	1372
Condamine	0-4	4101
Condamine	5-14	8758
Condamine	15-19	4081
Condamine	20-24	3655
Condamine	25-34	6742
Condamine	35-44	7113
Condamine	45-54	7689
Condamine	55-64	6937
Condamine	65-74	5037
Condamine	75-84	2418
Condamine	85+	873
Cook	0-4	3914
Cook	5-14	7920
Cook	15-19	3186
Cook	20-24	3288
Cook	25-34	6972
Cook	35-44	6550
Cook	45-54	6873
Cook	55-64	6335
Cook	65-74	4185
Cook	75-84	1851
Cook	85+	566
Coomera	0-4	5824
Coomera	5-14	10952
Coomera	15-19	4832
Coomera	20-24	4701
Coomera	25-34	10156
Coomera	35-44	10121
Coomera	45-54	9646
Coomera	55-64	7654
Coomera	65-74	6734
Coomera	75-84	3043
Coomera	85+	994
Currumbin	0-4	2563
Currumbin	5-14	5562
Currumbin	15-19	2746
Currumbin	20-24	2583
Currumbin	25-34	5491
Currumbin	35-44	6190
Currumbin	45-54	6843
Currumbin	55-64	6898
Currumbin	65-74	5331
Currumbin	75-84	2856
Currumbin	85+	1465
Dalrymple	0-4	3087
Dalrymple	5-14	6919
Dalrymple	15-19	2935
Dalrymple	20-24	2373
Dalrymple	25-34	5581
Dalrymple	35-44	5959
Dalrymple	45-54	6476
Dalrymple	55-64	6510
Dalrymple	65-74	5203
Dalrymple	75-84	2549
Dalrymple	85+	862
Everton	0-4	2936
Everton	5-14	6489
Everton	15-19	3045
Everton	20-24	3036
Everton	25-34	5913
Everton	35-44	6963
Everton	45-54	6679
Everton	55-64	4883
Everton	65-74	3617
Everton	75-84	1778
Everton	85+	859
Ferny Grove	0-4	2984
Ferny Grove	5-14	6952
Ferny Grove	15-19	3151
Ferny Grove	20-24	2331
Ferny Grove	25-34	4710
Ferny Grove	35-44	6998
Ferny Grove	45-54	6939
Ferny Grove	55-64	5286
Ferny Grove	65-74	4193
Ferny Grove	75-84	1513
Ferny Grove	85+	653
Gaven	0-4	4082
Gaven	5-14	8414
Gaven	15-19	3899
Gaven	20-24	3534
Gaven	25-34	7737
Gaven	35-44	8655
Gaven	45-54	8261
Gaven	55-64	6270
Gaven	65-74	4509
Gaven	75-84	2209
Gaven	85+	891
Gladstone	0-4	4337
Gladstone	5-14	8619
Gladstone	15-19	3503
Gladstone	20-24	3476
Gladstone	25-34	8150
Gladstone	35-44	8136
Gladstone	45-54	8105
Gladstone	55-64	6082
Gladstone	65-74	3275
Gladstone	75-84	1457
Gladstone	85+	477
Glass House	0-4	2998
Glass House	5-14	7440
Glass House	15-19	3441
Glass House	20-24	3031
Glass House	25-34	5832
Glass House	35-44	6919
Glass House	45-54	7993
Glass House	55-64	7712
Glass House	65-74	6584
Glass House	75-84	2630
Glass House	85+	802
Greenslopes	0-4	3096
Greenslopes	5-14	5715
Greenslopes	15-19	2578
Greenslopes	20-24	3650
Greenslopes	25-34	8619
Greenslopes	35-44	7486
Greenslopes	45-54	6160
Greenslopes	55-64	4335
Greenslopes	65-74	2803
Greenslopes	75-84	1822
Greenslopes	85+	1070
Gregory	0-4	3490
Gregory	5-14	6278
Gregory	15-19	2307
Gregory	20-24	2513
Gregory	25-34	6371
Gregory	35-44	5735
Gregory	45-54	5847
Gregory	55-64	4726
Gregory	65-74	2691
Gregory	75-84	1181
Gregory	85+	363
Gympie	0-4	2584
Gympie	5-14	6398
Gympie	15-19	2774
Gympie	20-24	2123
Gympie	25-34	4383
Gympie	35-44	5333
Gympie	45-54	7043
Gympie	55-64	7754
Gympie	65-74	6812
Gympie	75-84	3060
Gympie	85+	1028
Hervey Bay	0-4	2542
Hervey Bay	5-14	6296
Hervey Bay	15-19	2878
Hervey Bay	20-24	2234
Hervey Bay	25-34	4593
Hervey Bay	35-44	5438
Hervey Bay	45-54	6475
Hervey Bay	55-64	7667
Hervey Bay	65-74	8622
Hervey Bay	75-84	4774
Hervey Bay	85+	1517
Hinchinbrook	0-4	3759
Hinchinbrook	5-14	6951
Hinchinbrook	15-19	2938
Hinchinbrook	20-24	2980
Hinchinbrook	25-34	7065
Hinchinbrook	35-44	6537
Hinchinbrook	45-54	6986
Hinchinbrook	55-64	7057
Hinchinbrook	65-74	5224
Hinchinbrook	75-84	2475
Hinchinbrook	85+	820
Inala	0-4	4291
Inala	5-14	8212
Inala	15-19	4216
Inala	20-24	4603
Inala	25-34	9266
Inala	35-44	8284
Inala	45-54	7827
Inala	55-64	5847
Inala	65-74	3575
Inala	75-84	1796
Inala	85+	592
