SED_NAME16	Age	persons
Blacktown	75-84	3220
Blacktown	85+	1264
Blue Mountains	0-4	3954
Blue Mountains	5-14	9045
Blue Mountains	15-19	4374
Blue Mountains	20-24	3319
Blue Mountains	25-34	6555
Blue Mountains	35-44	8936
Blue Mountains	45-54	10154
Blue Mountains	55-64	10944
Blue Mountains	65-74	8679
Blue Mountains	75-84	3827
Blue Mountains	85+	1545
Cabramatta	0-4	4799
Cabramatta	5-14	10563
Cabramatta	15-19	6059
Cabramatta	20-24	6538
Cabramatta	25-34	11177
Cabramatta	35-44	9992
Cabramatta	45-54	11501
Cabramatta	55-64	10540
Cabramatta	65-74	5994
Cabramatta	75-84	3219
Cabramatta	85+	1407
Camden	0-4	7147
Camden	5-14	13621
Camden	15-19	6021
Camden	20-24	5555
Camden	25-34	12993
Camden	35-44	13296
Camden	45-54	11231
Camden	55-64	8518
Camden	65-74	5909
Camden	75-84	2704
Camden	85+	1199
Campbelltown	0-4	5599
Campbelltown	5-14	11307
Campbelltown	15-19	5553
Campbelltown	20-24	6013
Campbelltown	25-34	11495
Campbelltown	35-44	10183
Campbelltown	45-54	9468
Campbelltown	55-64	9092
Campbelltown	65-74	6662
Campbelltown	75-84	2659
Campbelltown	85+	799
Canterbury	0-4	5361
Canterbury	5-14	10032
Canterbury	15-19	5087
Canterbury	20-24	5997
Canterbury	25-34	14304
Canterbury	35-44	12550
Canterbury	45-54	12091
Canterbury	55-64	9366
Canterbury	65-74	6720
Canterbury	75-84	4656
Canterbury	85+	1857
Castle Hill	0-4	4834
Castle Hill	5-14	12855
Castle Hill	15-19	6107
Castle Hill	20-24	4928
Castle Hill	25-34	8068
Castle Hill	35-44	12129
Castle Hill	45-54	11783
Castle Hill	55-64	9120
Castle Hill	65-74	6357
Castle Hill	75-84	2668
Castle Hill	85+	974
Cessnock	0-4	5485
Cessnock	5-14	10633
Cessnock	15-19	4755
Cessnock	20-24	4620
Cessnock	25-34	10161
Cessnock	35-44	9901
Cessnock	45-54	9584
Cessnock	55-64	9470
Cessnock	65-74	7282
Cessnock	75-84	3329
Cessnock	85+	1424
Charlestown	0-4	4509
Charlestown	5-14	9347
Charlestown	15-19	4362
Charlestown	20-24	4073
Charlestown	25-34	8417
Charlestown	35-44	9330
Charlestown	45-54	9629
Charlestown	55-64	8684
Charlestown	65-74	7119
Charlestown	75-84	4546
Charlestown	85+	2032
Clarence	0-4	3839
Clarence	5-14	8849
Clarence	15-19	4467
Clarence	20-24	3165
Clarence	25-34	6139
Clarence	35-44	7623
Clarence	45-54	9647
Clarence	55-64	11650
Clarence	65-74	10215
Clarence	75-84	5664
Clarence	85+	2258
Coffs Harbour	0-4	4055
Coffs Harbour	5-14	9301
Coffs Harbour	15-19	4331
Coffs Harbour	20-24	3688
Coffs Harbour	25-34	7649
Coffs Harbour	35-44	8219
Coffs Harbour	45-54	9633
Coffs Harbour	55-64	10689
Coffs Harbour	65-74	8512
Coffs Harbour	75-84	4793
Coffs Harbour	85+	2070
Coogee	0-4	5176
Coogee	5-14	8104
Coogee	15-19	3263
Coogee	20-24	5288
Coogee	25-34	18145
Coogee	35-44	14396
Coogee	45-54	10641
Coogee	55-64	7456
Coogee	65-74	5451
Coogee	75-84	3235
Coogee	85+	2009
Cootamundra	0-4	4080
Cootamundra	5-14	9481
Cootamundra	15-19	4158
Cootamundra	20-24	3425
Cootamundra	25-34	6733
Cootamundra	35-44	7802
Cootamundra	45-54	9296
Cootamundra	55-64	10131
Cootamundra	65-74	9102
Cootamundra	75-84	5295
Cootamundra	85+	2270
Cronulla	0-4	4340
Cronulla	5-14	9271
Cronulla	15-19	4378
Cronulla	20-24	4259
Cronulla	25-34	9319
Cronulla	35-44	9989
Cronulla	45-54	10203
Cronulla	55-64	9508
Cronulla	65-74	6675
Cronulla	75-84	3889
Cronulla	85+	1893
Davidson	0-4	4119
Davidson	5-14	12210
Davidson	15-19	5827
Davidson	20-24	4168
Davidson	25-34	5878
Davidson	35-44	10296
Davidson	45-54	12183
Davidson	55-64	8784
Davidson	65-74	7491
Davidson	75-84	4884
Davidson	85+	2461
Drummoyne	0-4	5023
Drummoyne	5-14	8269
Drummoyne	15-19	3633
Drummoyne	20-24	5301
Drummoyne	25-34	14138
Drummoyne	35-44	12268
Drummoyne	45-54	10475
Drummoyne	55-64	8754
Drummoyne	65-74	6602
Drummoyne	75-84	3845
Drummoyne	85+	1946
Dubbo	0-4	5491
Dubbo	5-14	10508
Dubbo	15-19	4602
Dubbo	20-24	4412
Dubbo	25-34	9717
Dubbo	35-44	8907
Dubbo	45-54	9911
Dubbo	55-64	9608
Dubbo	65-74	7516
Dubbo	75-84	4221
Dubbo	85+	1650
East Hills	0-4	5136
East Hills	5-14	10252
East Hills	15-19	4926
East Hills	20-24	5157
East Hills	25-34	10038
East Hills	35-44	10454
East Hills	45-54	10030
East Hills	55-64	9114
East Hills	65-74	6242
East Hills	75-84	3870
East Hills	85+	2125
Epping	0-4	3912
Epping	5-14	10420
Epping	15-19	5869
Epping	20-24	5705
Epping	25-34	8549
Epping	35-44	10291
Epping	45-54	11619
Epping	55-64	10091
Epping	65-74	6479
Epping	75-84	4259
Epping	85+	2749
Fairfield	0-4	5861
Fairfield	5-14	11644
Fairfield	15-19	6025
Fairfield	20-24	6609
Fairfield	25-34	12431
Fairfield	35-44	11061
Fairfield	45-54	11538
Fairfield	55-64	10025
Fairfield	65-74	6269
Fairfield	75-84	3819
Fairfield	85+	1726
Gosford	0-4	4183
Gosford	5-14	8167
Gosford	15-19	4026
Gosford	20-24	4047
Gosford	25-34	8405
Gosford	35-44	9133
Gosford	45-54	10069
Gosford	55-64	9822
Gosford	65-74	8561
Gosford	75-84	4967
Gosford	85+	2479
Goulburn	0-4	4304
Goulburn	5-14	9712
Goulburn	15-19	4602
Goulburn	20-24	3565
Goulburn	25-34	7504
Goulburn	35-44	8925
Goulburn	45-54	10824
Goulburn	55-64	10720
Goulburn	65-74	9281
Goulburn	75-84	4566
Goulburn	85+	1755
Granville	0-4	7460
Granville	5-14	11658
Granville	15-19	5097
Granville	20-24	6901
Granville	25-34	18111
Granville	35-44	13270
Granville	45-54	10138
Granville	55-64	8358
Granville	65-74	5503
Granville	75-84	3174
Granville	85+	1391
Hawkesbury	0-4	4621
Hawkesbury	5-14	10143
Hawkesbury	15-19	5291
Hawkesbury	20-24	4921
Hawkesbury	25-34	8826
Hawkesbury	35-44	9247
Hawkesbury	45-54	11035
Hawkesbury	55-64	9082
Hawkesbury	65-74	6583
Hawkesbury	75-84	3061
Hawkesbury	85+	1128
Heathcote	0-4	5077
Heathcote	5-14	10305
Heathcote	15-19	4807
Heathcote	20-24	4435
Heathcote	25-34	9035
Heathcote	35-44	10919
Heathcote	45-54	10747
Heathcote	55-64	9256
Heathcote	65-74	6791
Heathcote	75-84	3173
Heathcote	85+	1606
Heffron	0-4	5084
Heffron	5-14	6541
Heffron	15-19	6528
Heffron	20-24	15210
Heffron	25-34	28292
Heffron	35-44	15667
Heffron	45-54	10437
Heffron	55-64	7460
Heffron	65-74	4958
Heffron	75-84	2989
Heffron	85+	1064
Holsworthy	0-4	6473
Holsworthy	5-14	12777
Holsworthy	15-19	6157
Holsworthy	20-24	5830
Holsworthy	25-34	11541
Holsworthy	35-44	12362
Holsworthy	45-54	11384
Holsworthy	55-64	8462
Holsworthy	65-74	5506
Holsworthy	75-84	2716
Holsworthy	85+	1211
Hornsby	0-4	4936
Hornsby	5-14	10901
Hornsby	15-19	5095
Hornsby	20-24	4517
Hornsby	25-34	8536
Hornsby	35-44	11902
Hornsby	45-54	11784
Hornsby	55-64	9551
Hornsby	65-74	6874
Hornsby	75-84	3525
Hornsby	85+	1397
Keira	0-4	4759
Keira	5-14	10305
Keira	15-19	5046
Keira	20-24	5119
Keira	25-34	8752
Keira	35-44	10464
Keira	45-54	10502
Keira	55-64	9510
Keira	65-74	7205
Keira	75-84	4562
Keira	85+	2162
Kiama	0-4	4031
Kiama	5-14	8734
Kiama	15-19	4431
Kiama	20-24	3951
Kiama	25-34	7420
Kiama	35-44	8101
Kiama	45-54	9270
Kiama	55-64	10360
Kiama	65-74	8426
Kiama	75-84	4502
Kiama	85+	2044
Kogarah	0-4	5571
Kogarah	5-14	9181
Kogarah	15-19	5240
Kogarah	20-24	7704
Kogarah	25-34	18413
Kogarah	35-44	12151
Kogarah	45-54	11104
Kogarah	55-64	9695
Kogarah	65-74	6521
Kogarah	75-84	4201
Kogarah	85+	2176
Ku-ring-gai	0-4	4480
Ku-ring-gai	5-14	11564
Ku-ring-gai	15-19	6010
Ku-ring-gai	20-24	4343
Ku-ring-gai	25-34	7844
Ku-ring-gai	35-44	11145
Ku-ring-gai	45-54	11910
Ku-ring-gai	55-64	8723
Ku-ring-gai	65-74	6767
Ku-ring-gai	75-84	4561
Ku-ring-gai	85+	2887
Lake Macquarie	0-4	3946
Lake Macquarie	5-14	8210
Lake Macquarie	15-19	4359
Lake Macquarie	20-24	3969
Lake Macquarie	25-34	7448
Lake Macquarie	35-44	7879
Lake Macquarie	45-54	9312
Lake Macquarie	55-64	9961
Lake Macquarie	65-74	8843
Lake Macquarie	75-84	4865
Lake Macquarie	85+	2273
Lakemba	0-4	7525
Lakemba	5-14	13162
Lakemba	15-19	5952
Lakemba	20-24	6913
Lakemba	25-34	15225
Lakemba	35-44	12157
Lakemba	45-54	10574
Lakemba	55-64	8984
Lakemba	65-74	5779
Lakemba	75-84	3683
Lakemba	85+	1668
Lane Cove	0-4	5068
Lane Cove	5-14	9981
Lane Cove	15-19	4731
Lane Cove	20-24	4451
Lane Cove	25-34	12254
Lane Cove	35-44	12670
Lane Cove	45-54	11200
Lane Cove	55-64	8717
Lane Cove	65-74	6553
Lane Cove	75-84	3871
Lane Cove	85+	2405
Lismore	0-4	3718
Lismore	5-14	9260
Lismore	15-19	4519
Lismore	20-24	3579
Lismore	25-34	6730
Lismore	35-44	8316
Lismore	45-54	10497
Lismore	55-64	12320
Lismore	65-74	8584
Lismore	75-84	4352
Lismore	85+	2065
Liverpool	0-4	6881
Liverpool	5-14	13583
Liverpool	15-19	6705
Liverpool	20-24	6790
Liverpool	25-34	13677
Liverpool	35-44	13041
Liverpool	45-54	12119
Liverpool	55-64	9495
Liverpool	65-74	5192
Liverpool	75-84	2841
Liverpool	85+	801
Londonderry	0-4	7632
Londonderry	5-14	12997
Londonderry	15-19	6016
Londonderry	20-24	6932
Londonderry	25-34	14838
Londonderry	35-44	12500
Londonderry	45-54	10787
Londonderry	55-64	9368
Londonderry	65-74	6865
Londonderry	75-84	3067
Londonderry	85+	820
Macquarie Fields	0-4	6592
Macquarie Fields	5-14	12081
Macquarie Fields	15-19	5776
Macquarie Fields	20-24	6065
Macquarie Fields	25-34	13077
Macquarie Fields	35-44	12091
Macquarie Fields	45-54	11174
Macquarie Fields	55-64	10283
Macquarie Fields	65-74	5938
Macquarie Fields	75-84	2337
Macquarie Fields	85+	941
Maitland	0-4	5772
Maitland	5-14	11115
Maitland	15-19	4939
Maitland	20-24	4800
Maitland	25-34	10564
Maitland	35-44	10165
Maitland	45-54	9952
Maitland	55-64	8835
Maitland	65-74	6526
Maitland	75-84	3233
Maitland	85+	1271
Manly	0-4	5343
Manly	5-14	10580
Manly	15-19	3944
Manly	20-24	3875
Manly	25-34	12569
Manly	35-44	13828
Manly	45-54	11738
Manly	55-64	8175
Manly	65-74	5778
Manly	75-84	2909
Manly	85+	1583
Maroubra	0-4	4717
Maroubra	5-14	9270
Maroubra	15-19	4599
Maroubra	20-24	6057
Maroubra	25-34	11915
Maroubra	35-44	12190
Maroubra	45-54	11098
Maroubra	55-64	8777
Maroubra	65-74	6860
Maroubra	75-84	4207
Maroubra	85+	2026
Miranda	0-4	4729
Miranda	5-14	9262
Miranda	15-19	4215
Miranda	20-24	4168
Miranda	25-34	8510
Miranda	35-44	10275
Miranda	45-54	10128
Miranda	55-64	9151
Miranda	65-74	6987
Miranda	75-84	4218
Miranda	85+	2520
Monaro	0-4	4582
Monaro	5-14	9793
Monaro	15-19	4690
Monaro	20-24	4301
Monaro	25-34	9884
Monaro	35-44	10307
Monaro	45-54	11971
Monaro	55-64	9829
Monaro	65-74	6509
Monaro	75-84	2999
Monaro	85+	1139
Mount Druitt	0-4	7037
Mount Druitt	5-14	13919
Mount Druitt	15-19	6947
Mount Druitt	20-24	6640
Mount Druitt	25-34	13099
Mount Druitt	35-44	12208
Mount Druitt	45-54	11435
Mount Druitt	55-64	8996
Mount Druitt	65-74	5364
Mount Druitt	75-84	2134
Mount Druitt	85+	933
Mulgoa	0-4	5778
Mulgoa	5-14	12113
Mulgoa	15-19	6156
Mulgoa	20-24	5872
Mulgoa	25-34	11758
Mulgoa	35-44	11483
Mulgoa	45-54	11372
Mulgoa	55-64	9610
Mulgoa	65-74	4916
Mulgoa	75-84	1854
Mulgoa	85+	506
Murray	0-4	5136
Murray	5-14	10867
Murray	15-19	5119
Murray	20-24	4233
Murray	25-34	9248
Murray	35-44	9196
Murray	45-54	10789
Murray	55-64	11450
Murray	65-74	9133
Murray	75-84	5550
Murray	85+	2187
Myall Lakes	0-4	3379
Myall Lakes	5-14	7914
Myall Lakes	15-19	3885
Myall Lakes	20-24	2818
Myall Lakes	25-34	5545
Myall Lakes	35-44	6573
Myall Lakes	45-54	8890
Myall Lakes	55-64	11230
Myall Lakes	65-74	11517
Myall Lakes	75-84	6496
Myall Lakes	85+	2812
Newcastle	0-4	3745
Newcastle	5-14	6894
Newcastle	15-19	3339
Newcastle	20-24	5810
Newcastle	25-34	12188
Newcastle	35-44	9238
Newcastle	45-54	9483
Newcastle	55-64	9240
Newcastle	65-74	6419
Newcastle	75-84	3508
Newcastle	85+	1790
Newtown	0-4	3216
Newtown	5-14	4268
Newtown	15-19	3637
Newtown	20-24	10878
Newtown	25-34	24691
Newtown	35-44	13614
Newtown	45-54	9689
Newtown	55-64	6699
Newtown	65-74	4192
Newtown	75-84	2356
Newtown	85+	784
North Shore	0-4	4017
North Shore	5-14	6486
North Shore	15-19	2869
North Shore	20-24	3885
North Shore	25-34	15965
North Shore	35-44	12895
North Shore	45-54	10009
North Shore	55-64	8530
North Shore	65-74	7322
North Shore	75-84	3562
North Shore	85+	1732
Northern Tablelands	0-4	4881
Northern Tablelands	5-14	10316
Northern Tablelands	15-19	5449
Northern Tablelands	20-24	5319
Northern Tablelands	25-34	8531
Northern Tablelands	35-44	8634
Northern Tablelands	45-54	10252
Northern Tablelands	55-64	10454
Northern Tablelands	65-74	8740
Northern Tablelands	75-84	4875
Northern Tablelands	85+	1786
Oatley	0-4	4421
Oatley	5-14	9123
Oatley	15-19	4832
Oatley	20-24	4991
Oatley	25-34	9941
Oatley	35-44	10189
Oatley	45-54	10550
Oatley	55-64	9232
Oatley	65-74	6651
Oatley	75-84	4117
Oatley	85+	2269
Orange	0-4	5382
Orange	5-14	10955
Orange	15-19	5168
Orange	20-24	4126
Orange	25-34	9084
Orange	35-44	9208
Orange	45-54	10007
Orange	55-64	9578
Orange	65-74	7814
Orange	75-84	4653
Orange	85+	1919
Oxley	0-4	3759
Oxley	5-14	8926
Oxley	15-19	4130
Oxley	20-24	3053
Oxley	25-34	6125
Oxley	35-44	7264
Oxley	45-54	9592
Oxley	55-64	12095
Oxley	65-74	10311
Oxley	75-84	5302
Oxley	85+	2285
Parramatta	0-4	7883
Parramatta	5-14	10772
Parramatta	15-19	5046
Parramatta	20-24	6849
Parramatta	25-34	22971
Parramatta	35-44	16285
Parramatta	45-54	11798
Parramatta	55-64	9788
Parramatta	65-74	6025
Parramatta	75-84	3429
Parramatta	85+	1620
Penrith	0-4	5609
Penrith	5-14	10334
Penrith	15-19	4962
Penrith	20-24	5246
Penrith	25-34	11721
Penrith	35-44	10956
Penrith	45-54	9702
Penrith	55-64	8984
Penrith	65-74	6729
Penrith	75-84	3153
Penrith	85+	1389
Pittwater	0-4	4096
Pittwater	5-14	9396
Pittwater	15-19	4083
Pittwater	20-24	3507
Pittwater	25-34	6382
Pittwater	35-44	9348
Pittwater	45-54	10631
Pittwater	55-64	9649
Pittwater	65-74	7973
Pittwater	75-84	4425
Pittwater	85+	2602
Port Macquarie	0-4	3351
Port Macquarie	5-14	8256
Port Macquarie	15-19	4019
Port Macquarie	20-24	2726
Port Macquarie	25-34	5996
Port Macquarie	35-44	7422
Port Macquarie	45-54	9429
Port Macquarie	55-64	10804
Port Macquarie	65-74	11591
Port Macquarie	75-84	6741
Port Macquarie	85+	2785
Port Stephens	0-4	3806
Port Stephens	5-14	8755
Port Stephens	15-19	4200
Port Stephens	20-24	3561
Port Stephens	25-34	6604
Port Stephens	35-44	7884
Port Stephens	45-54	9459
Port Stephens	55-64	10079
Port Stephens	65-74	10062
Port Stephens	75-84	5134
Port Stephens	85+	1840
Prospect	0-4	5587
Prospect	5-14	10912
Prospect	15-19	4914
Prospect	20-24	5224
Prospect	25-34	11549
Prospect	35-44	12087
Prospect	45-54	10062
Prospect	55-64	9351
Prospect	65-74	7088
Prospect	75-84	3515
Prospect	85+	1437
Riverstone	0-4	7636
Riverstone	5-14	14523
Riverstone	15-19	6091
Riverstone	20-24	5407
Riverstone	25-34	13531
Riverstone	35-44	16657
Riverstone	45-54	11621
Riverstone	55-64	7821
Riverstone	65-74	4479
Riverstone	75-84	1617
Riverstone	85+	475
Rockdale	0-4	5080
Rockdale	5-14	8379
Rockdale	15-19	4189
Rockdale	20-24	6438
Rockdale	25-34	17625
Rockdale	35-44	12405
Rockdale	45-54	10464
Rockdale	55-64	8480
Rockdale	65-74	6679
Rockdale	75-84	4346
Rockdale	85+	2111
Ryde	0-4	5676
Ryde	5-14	8820
Ryde	15-19	4816
Ryde	20-24	8425
Ryde	25-34	18481
Ryde	35-44	13637
Ryde	45-54	10871
Ryde	55-64	9606
Ryde	65-74	6454
Ryde	75-84	3996
Ryde	85+	2181
Seven Hills	0-4	6455
Seven Hills	5-14	10667
Seven Hills	15-19	4450
Seven Hills	20-24	4651
Seven Hills	25-34	13899
Seven Hills	35-44	13281
Seven Hills	45-54	9996
Seven Hills	55-64	8644
Seven Hills	65-74	6924
Seven Hills	75-84	3840
Seven Hills	85+	1637
Shellharbour	0-4	5132
Shellharbour	5-14	10818
Shellharbour	15-19	5411
Shellharbour	20-24	4874
Shellharbour	25-34	9398
Shellharbour	35-44	10300
Shellharbour	45-54	10787
Shellharbour	55-64	9994
Shellharbour	65-74	8241
Shellharbour	75-84	4683
Shellharbour	85+	1582
South Coast	0-4	3543
South Coast	5-14	7807
South Coast	15-19	3628
South Coast	20-24	2976
South Coast	25-34	6175
South Coast	35-44	6907
South Coast	45-54	8519
South Coast	55-64	10766
South Coast	65-74	10940
South Coast	75-84	5985
South Coast	85+	2298
Strathfield	0-4	4925
Strathfield	5-14	8536
Strathfield	15-19	5438
Strathfield	20-24	9807
Strathfield	25-34	21205
Strathfield	35-44	12190
Strathfield	45-54	11076
Strathfield	55-64	9067
Strathfield	65-74	5796
Strathfield	75-84	3929
Strathfield	85+	1985
Summer Hill	0-4	4296
Summer Hill	5-14	7512
Summer Hill	15-19	3417
Summer Hill	20-24	6147
Summer Hill	25-34	16685
Summer Hill	35-44	12788
Summer Hill	45-54	10877
Summer Hill	55-64	8251
Summer Hill	65-74	5464
Summer Hill	75-84	3738
Summer Hill	85+	1880
Swansea	0-4	3874
Swansea	5-14	8508
Swansea	15-19	4420
Swansea	20-24	3920
Swansea	25-34	6727
Swansea	35-44	7796
Swansea	45-54	9605
Swansea	55-64	9908
Swansea	65-74	9213
Swansea	75-84	5385
Swansea	85+	1930
Sydney	0-4	2983
Sydney	5-14	3221
Sydney	15-19	2664
Sydney	20-24	11004
Sydney	25-34	33033
Sydney	35-44	16960
Sydney	45-54	10737
Sydney	55-64	8304
Sydney	65-74	5827
Sydney	75-84	2583
Sydney	85+	1212
Tamworth	0-4	5111
Tamworth	5-14	10435
Tamworth	15-19	4698
Tamworth	20-24	4083
Tamworth	25-34	9192
Tamworth	35-44	8835
Tamworth	45-54	9829
Tamworth	55-64	10051
Tamworth	65-74	8132
Tamworth	75-84	4766
Tamworth	85+	1901
Terrigal	0-4	4083
Terrigal	5-14	9556
Terrigal	15-19	4606
Terrigal	20-24	3608
Terrigal	25-34	6845
Terrigal	35-44	8730
Terrigal	45-54	10027
Terrigal	55-64	9862
Terrigal	65-74	8464
Terrigal	75-84	4969
Terrigal	85+	2383
The Entrance	0-4	4320
The Entrance	5-14	9332
The Entrance	15-19	4456
The Entrance	20-24	4134
The Entrance	25-34	8311
The Entrance	35-44	8876
The Entrance	45-54	9644
The Entrance	55-64	9398
The Entrance	65-74	7640
The Entrance	75-84	4434
The Entrance	85+	2489
Tweed	0-4	3983
Tweed	5-14	8566
Tweed	15-19	4104
Tweed	20-24	3342
Tweed	25-34	6945
Tweed	35-44	8596
Tweed	45-54	9735
Tweed	55-64	11016
Tweed	65-74	10238
Tweed	75-84	6567
Tweed	85+	3070
Upper Hunter	0-4	4862
Upper Hunter	5-14	10544
Upper Hunter	15-19	4761
Upper Hunter	20-24	4034
Upper Hunter	25-34	8767
Upper Hunter	35-44	9245
Upper Hunter	45-54	10693
Upper Hunter	55-64	9917
Upper Hunter	65-74	7381
Upper Hunter	75-84	3872
Upper Hunter	85+	1452
Vaucluse	0-4	4454
Vaucluse	5-14	8392
Vaucluse	15-19	3581
Vaucluse	20-24	4410
Vaucluse	25-34	16299
Vaucluse	35-44	12654
Vaucluse	45-54	9837
Vaucluse	55-64	7810
Vaucluse	65-74	6725
Vaucluse	75-84	3651
Vaucluse	85+	1968
Wagga Wagga	0-4	5027
Wagga Wagga	5-14	10374
Wagga Wagga	15-19	5149
Wagga Wagga	20-24	5583
Wagga Wagga	25-34	9947
Wagga Wagga	35-44	9083
Wagga Wagga	45-54	9443
Wagga Wagga	55-64	9306
Wagga Wagga	65-74	6843
Wagga Wagga	75-84	3957
Wagga Wagga	85+	1818
Wakehurst	0-4	5009
Wakehurst	5-14	10798
Wakehurst	15-19	4920
Wakehurst	20-24	4196
Wakehurst	25-34	9292
Wakehurst	35-44	11992
Wakehurst	45-54	11821
Wakehurst	55-64	8467
Wakehurst	65-74	6335
Wakehurst	75-84	4212
Wakehurst	85+	2072
Wallsend	0-4	5129
Wallsend	5-14	9509
Wallsend	15-19	5291
Wallsend	20-24	7546
Wallsend	25-34	11381
Wallsend	35-44	10061
Wallsend	45-54	9609
Wallsend	55-64	8967
Wallsend	65-74	6929
Wallsend	75-84	4127
Wallsend	85+	2234
Willoughby	0-4	5734
Willoughby	5-14	10319
Willoughby	15-19	4204
Willoughby	20-24	4852
Willoughby	25-34	13295
Willoughby	35-44	14349
Willoughby	45-54	11509
Willoughby	55-64	8773
Willoughby	65-74	6504
Willoughby	75-84	3363
Willoughby	85+	1910
Wollondilly	0-4	4526
Wollondilly	5-14	10507
Wollondilly	15-19	5035
Wollondilly	20-24	3924
Wollondilly	25-34	7792
Wollondilly	35-44	9144
Wollondilly	45-54	10188
Wollondilly	55-64	9531
Wollondilly	65-74	8035
Wollondilly	75-84	4289
Wollondilly	85+	1600
Wollongong	0-4	4408
Wollongong	5-14	8427
Wollongong	15-19	5095
Wollongong	20-24	7967
Wollongong	25-34	12454
Wollongong	35-44	9632
Wollongong	45-54	10217
Wollongong	55-64	9723
Wollongong	65-74	7535
Wollongong	75-84	5245
Wollongong	85+	2265
Wyong	0-4	4886
Wyong	5-14	10528
Wyong	15-19	5041
Wyong	20-24	4633
Wyong	25-34	8624
Wyong	35-44	9432
Wyong	45-54	9983
Wyong	55-64	9178
Wyong	65-74	7786
Wyong	75-84	4849
Wyong	85+	2202
No usual address (NSW)	0-4	338
No usual address (NSW)	5-14	402
No usual address (NSW)	15-19	517
No usual address (NSW)	20-24	1358
No usual address (NSW)	25-34	2703
No usual address (NSW)	35-44	1900
No usual address (NSW)	45-54	1798
No usual address (NSW)	55-64	1722
No usual address (NSW)	65-74	1196
No usual address (NSW)	75-84	282
No usual address (NSW)	85+	78
Migratory - Offshore - Shipping (NSW)	0-4	14
Migratory - Offshore - Shipping (NSW)	5-14	22
Migratory - Offshore - Shipping (NSW)	15-19	12
Migratory - Offshore - Shipping (NSW)	20-24	9
Migratory - Offshore - Shipping (NSW)	25-34	32
Migratory - Offshore - Shipping (NSW)	35-44	34
Migratory - Offshore - Shipping (NSW)	45-54	50
Migratory - Offshore - Shipping (NSW)	55-64	74
Migratory - Offshore - Shipping (NSW)	65-74	108
Migratory - Offshore - Shipping (NSW)	75-84	42
Migratory - Offshore - Shipping (NSW)	85+	10
Albert Park (Southern Metropolitan)	0-4	3380
Albert Park (Southern Metropolitan)	5-14	4314
Albert Park (Southern Metropolitan)	15-19	2472
Albert Park (Southern Metropolitan)	20-24	6531
Albert Park (Southern Metropolitan)	25-34	20435
Albert Park (Southern Metropolitan)	35-44	12802
Albert Park (Southern Metropolitan)	45-54	9621
Albert Park (Southern Metropolitan)	55-64	7680
Albert Park (Southern Metropolitan)	65-74	5452
Albert Park (Southern Metropolitan)	75-84	2377
Albert Park (Southern Metropolitan)	85+	884
