SED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Blacktown	1	4	5267
Blacktown	1	5	2506
Blacktown	1	6	1985
Blue Mountains	0	1	7039
Blue Mountains	0	2	699
Blue Mountains	0	3	76
Blue Mountains	0	4	23
Blue Mountains	0	5	14
Blue Mountains	0	6	8
Blue Mountains	1	2	8716
Blue Mountains	1	3	3957
Blue Mountains	1	4	3823
Blue Mountains	1	5	1689
Blue Mountains	1	6	718
Cabramatta	0	1	3350
Cabramatta	0	2	392
Cabramatta	0	3	95
Cabramatta	0	4	25
Cabramatta	0	5	22
Cabramatta	0	6	20
Cabramatta	1	2	4786
Cabramatta	1	3	4303
Cabramatta	1	4	4681
Cabramatta	1	5	2772
Cabramatta	1	6	2619
Camden	0	1	3707
Camden	0	2	334
Camden	0	3	56
Camden	0	4	15
Camden	0	5	7
Camden	0	6	3
Camden	1	2	7110
Camden	1	3	4968
Camden	1	4	6070
Camden	1	5	2995
Camden	1	6	1626
Campbelltown	0	1	4989
Campbelltown	0	2	519
Campbelltown	0	3	73
Campbelltown	0	4	33
Campbelltown	0	5	16
Campbelltown	0	6	3
Campbelltown	1	2	7055
Campbelltown	1	3	4537
Campbelltown	1	4	4228
Campbelltown	1	5	2200
Campbelltown	1	6	1723
Canterbury	0	1	5524
Canterbury	0	2	865
Canterbury	0	3	229
Canterbury	0	4	125
Canterbury	0	5	55
Canterbury	0	6	42
Canterbury	1	2	7711
Canterbury	1	3	5398
Canterbury	1	4	5314
Canterbury	1	5	2275
Canterbury	1	6	1505
Castle Hill	0	1	2531
Castle Hill	0	2	200
Castle Hill	0	3	64
Castle Hill	0	4	14
Castle Hill	0	5	6
Castle Hill	0	6	3
Castle Hill	1	2	5786
Castle Hill	1	3	4392
Castle Hill	1	4	6295
Castle Hill	1	5	3075
Castle Hill	1	6	1419
Cessnock	0	1	6080
Cessnock	0	2	603
Cessnock	0	3	64
Cessnock	0	4	22
Cessnock	0	5	6
Cessnock	1	2	8311
Cessnock	1	3	4290
Cessnock	1	4	4228
Cessnock	1	5	1930
Cessnock	1	6	892
Charlestown	0	1	6584
Charlestown	0	2	599
Charlestown	0	3	141
Charlestown	0	4	43
Charlestown	0	5	4
Charlestown	0	6	9
Charlestown	1	2	8553
Charlestown	1	3	4212
Charlestown	1	4	4452
Charlestown	1	5	1674
Charlestown	1	6	604
Clarence	0	1	8257
Clarence	0	2	788
Clarence	0	3	63
Clarence	0	4	13
Clarence	0	5	5
Clarence	0	6	3
Clarence	1	2	10185
Clarence	1	3	3533
Clarence	1	4	2941
Clarence	1	5	1528
Clarence	1	6	862
Coffs Harbour	0	1	7276
Coffs Harbour	0	2	846
Coffs Harbour	0	3	117
Coffs Harbour	0	4	44
Coffs Harbour	0	5	10
Coffs Harbour	0	6	12
Coffs Harbour	1	2	9151
Coffs Harbour	1	3	3803
Coffs Harbour	1	4	3401
Coffs Harbour	1	5	1551
Coffs Harbour	1	6	832
Coogee	0	1	8659
Coogee	0	2	2269
Coogee	0	3	807
Coogee	0	4	271
Coogee	0	5	78
Coogee	0	6	24
Coogee	1	2	9041
Coogee	1	3	4569
Coogee	1	4	4168
Coogee	1	5	1327
Coogee	1	6	370
Cootamundra	0	1	8052
Cootamundra	0	2	530
Cootamundra	0	3	48
Cootamundra	0	4	4
Cootamundra	0	5	7
Cootamundra	0	6	4
Cootamundra	1	2	9508
Cootamundra	1	3	3297
Cootamundra	1	4	2865
Cootamundra	1	5	1619
Cootamundra	1	6	849
Cronulla	0	1	6195
Cronulla	0	2	614
Cronulla	0	3	95
Cronulla	0	4	23
Cronulla	0	5	3
Cronulla	0	6	7
Cronulla	1	2	8031
Cronulla	1	3	3904
Cronulla	1	4	4759
Cronulla	1	5	2143
Cronulla	1	6	742
Davidson	0	1	3910
Davidson	0	2	258
Davidson	0	3	64
Davidson	0	4	25
Davidson	0	5	15
Davidson	0	6	8
Davidson	1	2	6844
Davidson	1	3	4219
Davidson	1	4	6207
Davidson	1	5	2763
Davidson	1	6	936
Drummoyne	0	1	6597
Drummoyne	0	2	1111
Drummoyne	0	3	401
Drummoyne	0	4	114
Drummoyne	0	5	28
Drummoyne	0	6	18
Drummoyne	1	2	9115
Drummoyne	1	3	5042
Drummoyne	1	4	4879
Drummoyne	1	5	1604
Drummoyne	1	6	606
Dubbo	0	1	7234
Dubbo	0	2	640
Dubbo	0	3	107
Dubbo	0	4	21
Dubbo	0	5	3
Dubbo	0	6	3
Dubbo	1	2	8641
Dubbo	1	3	4033
Dubbo	1	4	3537
Dubbo	1	5	1829
Dubbo	1	6	936
East Hills	0	1	4669
East Hills	0	2	339
East Hills	0	3	91
East Hills	0	4	38
East Hills	0	5	17
East Hills	0	6	4
East Hills	1	2	6175
East Hills	1	3	4290
East Hills	1	4	4977
East Hills	1	5	2424
East Hills	1	6	1579
Epping	0	1	3977
Epping	0	2	382
Epping	0	3	169
Epping	0	4	85
Epping	0	5	34
Epping	0	6	30
Epping	1	2	6434
Epping	1	3	4800
Epping	1	4	6290
Epping	1	5	2425
Epping	1	6	1102
Fairfield	0	1	4533
Fairfield	0	2	473
Fairfield	0	3	112
Fairfield	0	4	66
Fairfield	0	5	20
Fairfield	0	6	13
Fairfield	1	2	5577
Fairfield	1	3	4341
Fairfield	1	4	4613
Fairfield	1	5	2802
Fairfield	1	6	2867
Gosford	0	1	8979
Gosford	0	2	902
Gosford	0	3	119
Gosford	0	4	27
Gosford	0	5	12
Gosford	0	6	9
Gosford	1	2	9010
Gosford	1	3	4047
Gosford	1	4	3766
Gosford	1	5	1423
Gosford	1	6	727
Goulburn	0	1	7459
Goulburn	0	2	535
Goulburn	0	3	60
Goulburn	0	4	18
Goulburn	0	5	9
Goulburn	0	6	4
Goulburn	1	2	9747
Goulburn	1	3	3711
Goulburn	1	4	3645
Goulburn	1	5	1782
Goulburn	1	6	822
Granville	0	1	5670
Granville	0	2	671
Granville	0	3	242
Granville	0	4	169
Granville	0	5	97
Granville	0	6	97
Granville	1	2	6239
Granville	1	3	5150
Granville	1	4	4891
Granville	1	5	2735
Granville	1	6	2291
Hawkesbury	0	1	4719
Hawkesbury	0	2	457
Hawkesbury	0	3	70
Hawkesbury	0	4	24
Hawkesbury	0	5	5
Hawkesbury	0	6	3
Hawkesbury	1	2	6854
Hawkesbury	1	3	4012
Hawkesbury	1	4	4311
Hawkesbury	1	5	2243
Hawkesbury	1	6	1299
Heathcote	0	1	4673
Heathcote	0	2	413
Heathcote	0	3	51
Heathcote	0	4	16
Heathcote	0	5	6
Heathcote	1	2	7622
Heathcote	1	3	4614
Heathcote	1	4	5428
Heathcote	1	5	2310
Heathcote	1	6	784
Heffron	0	1	10366
Heffron	0	2	3375
Heffron	0	3	1614
Heffron	0	4	734
Heffron	0	5	295
Heffron	0	6	140
Heffron	1	2	11512
Heffron	1	3	5346
Heffron	1	4	4092
Heffron	1	5	1360
Heffron	1	6	654
Holsworthy	0	1	3501
Holsworthy	0	2	267
Holsworthy	0	3	51
Holsworthy	0	4	17
Holsworthy	0	5	4
Holsworthy	0	6	3
Holsworthy	1	2	5482
Holsworthy	1	3	4576
Holsworthy	1	4	5797
Holsworthy	1	5	3018
Holsworthy	1	6	1893
Hornsby	0	1	4502
Hornsby	0	2	462
Hornsby	0	3	101
Hornsby	0	4	35
Hornsby	0	5	11
Hornsby	0	6	3
Hornsby	1	2	7219
Hornsby	1	3	4844
Hornsby	1	4	5682
Hornsby	1	5	2369
Hornsby	1	6	1071
Keira	0	1	6774
Keira	0	2	594
Keira	0	3	185
Keira	0	4	102
Keira	0	5	40
Keira	0	6	26
Keira	1	2	8448
Keira	1	3	4199
Keira	1	4	4912
Keira	1	5	2076
Keira	1	6	775
Kiama	0	1	5674
Kiama	0	2	450
Kiama	0	3	62
Kiama	0	4	12
Kiama	0	5	5
Kiama	1	2	8866
Kiama	1	3	3659
Kiama	1	4	3843
Kiama	1	5	1759
Kiama	1	6	778
Kogarah	0	1	5564
Kogarah	0	2	948
Kogarah	0	3	476
Kogarah	0	4	242
Kogarah	0	5	94
Kogarah	0	6	53
Kogarah	1	2	7310
Kogarah	1	3	5819
Kogarah	1	4	5431
Kogarah	1	5	2422
Kogarah	1	6	1645
Ku-ring-gai	0	1	4835
Ku-ring-gai	0	2	356
Ku-ring-gai	0	3	71
Ku-ring-gai	0	4	30
Ku-ring-gai	0	5	13
Ku-ring-gai	0	6	4
Ku-ring-gai	1	2	7584
Ku-ring-gai	1	3	4772
Ku-ring-gai	1	4	5887
Ku-ring-gai	1	5	2337
Ku-ring-gai	1	6	838
Lake Macquarie	0	1	6438
Lake Macquarie	0	2	570
Lake Macquarie	0	3	71
Lake Macquarie	0	4	12
Lake Macquarie	0	5	3
Lake Macquarie	0	6	4
Lake Macquarie	1	2	9074
Lake Macquarie	1	3	3969
Lake Macquarie	1	4	3778
Lake Macquarie	1	5	1614
Lake Macquarie	1	6	758
Lakemba	0	1	5381
Lakemba	0	2	567
Lakemba	0	3	182
Lakemba	0	4	144
Lakemba	0	5	80
Lakemba	0	6	78
Lakemba	1	2	5648
Lakemba	1	3	4650
Lakemba	1	4	4572
Lakemba	1	5	3048
Lakemba	1	6	2855
Lane Cove	0	1	7461
Lane Cove	0	2	878
Lane Cove	0	3	179
Lane Cove	0	4	64
Lane Cove	0	5	20
Lane Cove	1	2	8601
Lane Cove	1	3	4715
Lane Cove	1	4	5088
Lane Cove	1	5	2042
Lane Cove	1	6	665
Lismore	0	1	8410
Lismore	0	2	985
Lismore	0	3	134
Lismore	0	4	39
Lismore	0	5	16
Lismore	0	6	3
Lismore	1	2	9245
Lismore	1	3	3689
Lismore	1	4	3127
Lismore	1	5	1593
Lismore	1	6	762
Liverpool	0	1	4810
Liverpool	0	2	463
Liverpool	0	3	75
Liverpool	0	4	22
Liverpool	0	5	13
Liverpool	0	6	3
Liverpool	1	2	5349
Liverpool	1	3	4782
Liverpool	1	4	5415
Liverpool	1	5	3043
Liverpool	1	6	2428
Londonderry	0	1	5906
Londonderry	0	2	718
Londonderry	0	3	102
Londonderry	0	4	28
Londonderry	0	5	7
Londonderry	0	6	8
Londonderry	1	2	7550
Londonderry	1	3	5140
Londonderry	1	4	4801
Londonderry	1	5	2621
Londonderry	1	6	2062
Macquarie Fields	0	1	4423
Macquarie Fields	0	2	441
Macquarie Fields	0	3	69
Macquarie Fields	0	4	19
Macquarie Fields	0	5	10
Macquarie Fields	0	6	5
Macquarie Fields	1	2	6674
Macquarie Fields	1	3	5183
Macquarie Fields	1	4	5637
Macquarie Fields	1	5	2541
Macquarie Fields	1	6	1822
Maitland	0	1	5944
Maitland	0	2	558
Maitland	0	3	83
Maitland	0	4	13
Maitland	0	5	4
Maitland	1	2	8660
Maitland	1	3	4513
Maitland	1	4	4616
Maitland	1	5	2011
Maitland	1	6	916
Manly	0	1	6741
Manly	0	2	1147
Manly	0	3	356
Manly	0	4	81
Manly	0	5	37
Manly	0	6	12
Manly	1	2	8645
Manly	1	3	4460
Manly	1	4	5199
Manly	1	5	1990
Manly	1	6	553
Maroubra	0	1	7005
Maroubra	0	2	936
Maroubra	0	3	384
Maroubra	0	4	156
Maroubra	0	5	60
Maroubra	0	6	47
Maroubra	1	2	7435
Maroubra	1	3	4524
Maroubra	1	4	5056
Maroubra	1	5	1922
Maroubra	1	6	839
Miranda	0	1	5523
Miranda	0	2	480
Miranda	0	3	73
Miranda	0	4	26
Miranda	0	5	4
Miranda	0	6	3
Miranda	1	2	7463
Miranda	1	3	4361
Miranda	1	4	5053
Miranda	1	5	2123
Miranda	1	6	762
Monaro	0	1	7453
Monaro	0	2	589
Monaro	0	3	97
Monaro	0	4	25
Monaro	0	5	6
Monaro	0	6	11
Monaro	1	2	8532
Monaro	1	3	4085
Monaro	1	4	4175
Monaro	1	5	1803
Monaro	1	6	702
Mount Druitt	0	1	3473
Mount Druitt	0	2	407
Mount Druitt	0	3	59
Mount Druitt	0	4	22
Mount Druitt	0	5	7
Mount Druitt	0	6	3
Mount Druitt	1	2	5332
Mount Druitt	1	3	4872
Mount Druitt	1	4	5344
Mount Druitt	1	5	3136
Mount Druitt	1	6	2505
Mulgoa	0	1	2512
Mulgoa	0	2	240
Mulgoa	0	3	38
Mulgoa	0	4	14
Mulgoa	0	5	3
Mulgoa	1	2	5759
Mulgoa	1	3	4628
Mulgoa	1	4	5796
Mulgoa	1	5	2922
Mulgoa	1	6	1765
Murray	0	1	8309
Murray	0	2	624
Murray	0	3	84
Murray	0	4	31
Murray	0	5	9
Murray	0	6	18
Murray	1	2	10180
Murray	1	3	3710
Murray	1	4	3708
Murray	1	5	2025
Murray	1	6	897
Myall Lakes	0	1	8617
Myall Lakes	0	2	740
Myall Lakes	0	3	70
Myall Lakes	0	4	11
Myall Lakes	0	5	3
Myall Lakes	1	2	10816
Myall Lakes	1	3	3403
Myall Lakes	1	4	2815
Myall Lakes	1	5	1287
Myall Lakes	1	6	658
Newcastle	0	1	9682
Newcastle	0	2	1539
Newcastle	0	3	577
Newcastle	0	4	151
Newcastle	0	5	28
Newcastle	0	6	13
Newcastle	1	2	8904
Newcastle	1	3	3734
Newcastle	1	4	3229
Newcastle	1	5	1169
Newcastle	1	6	376
Newtown	0	1	12390
Newtown	0	2	2893
Newtown	0	3	1504
Newtown	0	4	728
Newtown	0	5	245
Newtown	0	6	146
Newtown	1	2	9446
Newtown	1	3	3367
Newtown	1	4	2457
Newtown	1	5	656
Newtown	1	6	251
North Shore	0	1	11205
North Shore	0	2	1401
North Shore	0	3	398
North Shore	0	4	61
North Shore	0	5	17
North Shore	0	6	3
North Shore	1	2	11213
North Shore	1	3	4214
North Shore	1	4	3235
North Shore	1	5	1044
North Shore	1	6	266
Northern Tablelands	0	1	8395
Northern Tablelands	0	2	758
Northern Tablelands	0	3	127
Northern Tablelands	0	4	55
Northern Tablelands	0	5	24
Northern Tablelands	0	6	4
Northern Tablelands	1	2	9701
Northern Tablelands	1	3	3705
Northern Tablelands	1	4	3312
Northern Tablelands	1	5	1721
Northern Tablelands	1	6	826
Oatley	0	1	5143
Oatley	0	2	465
Oatley	0	3	106
Oatley	0	4	47
Oatley	0	5	22
Oatley	0	6	13
Oatley	1	2	6774
Oatley	1	3	4497
Oatley	1	4	5179
Oatley	1	5	2178
Oatley	1	6	1159
Orange	0	1	7970
Orange	0	2	589
Orange	0	3	81
Orange	0	4	37
Orange	0	5	17
Orange	0	6	3
Orange	1	2	9124
Orange	1	3	3796
Orange	1	4	3708
Orange	1	5	1959
Orange	1	6	918
Oxley	0	1	8092
Oxley	0	2	754
Oxley	0	3	62
Oxley	0	4	17
Oxley	0	5	9
Oxley	0	6	3
Oxley	1	2	9874
Oxley	1	3	3571
Oxley	1	4	2939
Oxley	1	5	1479
Oxley	1	6	846
Parramatta	0	1	7524
Parramatta	0	2	1172
Parramatta	0	3	408
Parramatta	0	4	185
Parramatta	0	5	65
Parramatta	0	6	44
Parramatta	1	2	8699
Parramatta	1	3	6928
Parramatta	1	4	5968
Parramatta	1	5	2359
Parramatta	1	6	1274
Penrith	0	1	6511
Penrith	0	2	662
Penrith	0	3	110
Penrith	0	4	29
Penrith	0	5	12
Penrith	1	2	8052
Penrith	1	3	4532
Penrith	1	4	4596
Penrith	1	5	1983
Penrith	1	6	1073
Pittwater	0	1	5574
Pittwater	0	2	420
Pittwater	0	3	86
Pittwater	0	4	20
Pittwater	0	5	8
Pittwater	0	6	3
Pittwater	1	2	7645
Pittwater	1	3	3709
Pittwater	1	4	4779
Pittwater	1	5	1985
Pittwater	1	6	793
Port Macquarie	0	1	8474
Port Macquarie	0	2	776
Port Macquarie	0	3	106
Port Macquarie	0	4	32
Port Macquarie	0	5	7
Port Macquarie	1	2	11226
Port Macquarie	1	3	3514
Port Macquarie	1	4	3084
Port Macquarie	1	5	1395
Port Macquarie	1	6	590
Port Stephens	0	1	6637
Port Stephens	0	2	567
Port Stephens	0	3	64
Port Stephens	0	4	12
Port Stephens	0	5	5
Port Stephens	1	2	9706
Port Stephens	1	3	3541
Port Stephens	1	4	3431
Port Stephens	1	5	1550
Port Stephens	1	6	773
Prospect	0	1	3978
Prospect	0	2	353
Prospect	0	3	62
Prospect	0	4	33
Prospect	0	5	14
Prospect	0	6	32
Prospect	1	2	5978
Prospect	1	3	4855
Prospect	1	4	5278
Prospect	1	5	2659
Prospect	1	6	1718
Riverstone	0	1	2624
Riverstone	0	2	300
Riverstone	0	3	79
Riverstone	0	4	34
Riverstone	0	5	21
Riverstone	0	6	25
Riverstone	1	2	5334
Riverstone	1	3	5371
Riverstone	1	4	7409
Riverstone	1	5	2978
Riverstone	1	6	1720
Rockdale	0	1	7215
Rockdale	0	2	1230
Rockdale	0	3	400
Rockdale	0	4	184
Rockdale	0	5	83
Rockdale	0	6	58
Rockdale	1	2	8390
Rockdale	1	3	5036
Rockdale	1	4	4732
Rockdale	1	5	1992
Rockdale	1	6	1180
Ryde	0	1	7581
Ryde	0	2	1228
Ryde	0	3	468
Ryde	0	4	199
Ryde	0	5	116
Ryde	0	6	93
Ryde	1	2	9080
Ryde	1	3	5815
Ryde	1	4	5342
Ryde	1	5	1971
Ryde	1	6	1104
Seven Hills	0	1	5453
Seven Hills	0	2	541
Seven Hills	0	3	130
Seven Hills	0	4	71
Seven Hills	0	5	29
Seven Hills	0	6	29
Seven Hills	1	2	7416
Seven Hills	1	3	5340
Seven Hills	1	4	5709
Seven Hills	1	5	2229
Seven Hills	1	6	1192
Shellharbour	0	1	6207
Shellharbour	0	2	473
Shellharbour	0	3	45
Shellharbour	0	4	20
Shellharbour	0	5	7
Shellharbour	1	2	9079
Shellharbour	1	3	4781
Shellharbour	1	4	4899
Shellharbour	1	5	2085
Shellharbour	1	6	1037
South Coast	0	1	7922
South Coast	0	2	672
South Coast	0	3	52
South Coast	0	4	18
South Coast	0	5	3
South Coast	0	6	3
South Coast	1	2	10332
South Coast	1	3	3361
South Coast	1	4	2856
South Coast	1	5	1288
South Coast	1	6	682
Strathfield	0	1	5884
Strathfield	0	2	1366
Strathfield	0	3	732
Strathfield	0	4	425
Strathfield	0	5	194
Strathfield	0	6	162
Strathfield	1	2	7256
Strathfield	1	3	5512
Strathfield	1	4	5421
Strathfield	1	5	2296
Strathfield	1	6	1357
Summer Hill	0	1	8028
Summer Hill	0	2	1717
Summer Hill	0	3	574
Summer Hill	0	4	224
Summer Hill	0	5	84
Summer Hill	0	6	48
Summer Hill	1	2	8266
Summer Hill	1	3	4814
Summer Hill	1	4	4128
Summer Hill	1	5	1428
Summer Hill	1	6	699
Swansea	0	1	7083
Swansea	0	2	605
Swansea	0	3	58
Swansea	0	4	18
Swansea	0	5	3
Swansea	0	6	3
Swansea	1	2	9482
Swansea	1	3	3910
Swansea	1	4	3902
Swansea	1	5	1625
Swansea	1	6	691
Sydney	0	1	15632
Sydney	0	2	2776
Sydney	0	3	1130
Sydney	0	4	816
Sydney	0	5	274
Sydney	0	6	256
Sydney	1	2	12107
Sydney	1	3	3354
Sydney	1	4	2234
Sydney	1	5	635
Sydney	1	6	384
Tamworth	0	1	7876
Tamworth	0	2	683
Tamworth	0	3	99
Tamworth	0	4	29
Tamworth	0	5	11
Tamworth	0	6	20
Tamworth	1	2	9341
Tamworth	1	3	3996
Tamworth	1	4	3640
Tamworth	1	5	1755
Tamworth	1	6	817
Terrigal	0	1	6204
Terrigal	0	2	483
Terrigal	0	3	112
Terrigal	0	4	30
Terrigal	0	5	7
Terrigal	0	6	4
Terrigal	1	2	8491
Terrigal	1	3	3964
Terrigal	1	4	4461
Terrigal	1	5	1965
Terrigal	1	6	758
The Entrance	0	1	7076
The Entrance	0	2	650
The Entrance	0	3	89
The Entrance	0	4	29
The Entrance	0	5	9
The Entrance	0	6	4
The Entrance	1	2	8239
The Entrance	1	3	3978
The Entrance	1	4	4070
The Entrance	1	5	1812
The Entrance	1	6	839
Tweed	0	1	8517
Tweed	0	2	954
Tweed	0	3	117
Tweed	0	4	26
Tweed	0	5	7
Tweed	0	6	4
Tweed	1	2	10194
Tweed	1	3	3783
Tweed	1	4	3654
Tweed	1	5	1525
Tweed	1	6	724
Upper Hunter	0	1	6971
Upper Hunter	0	2	607
Upper Hunter	0	3	66
Upper Hunter	0	4	19
Upper Hunter	0	5	3
Upper Hunter	1	2	9049
Upper Hunter	1	3	3914
Upper Hunter	1	4	3889
Upper Hunter	1	5	1810
Upper Hunter	1	6	779
Vaucluse	0	1	8417
Vaucluse	0	2	1991
Vaucluse	0	3	625
Vaucluse	0	4	209
Vaucluse	0	5	36
Vaucluse	0	6	28
Vaucluse	1	2	9125
Vaucluse	1	3	4096
Vaucluse	1	4	3785
Vaucluse	1	5	1567
Vaucluse	1	6	491
Wagga Wagga	0	1	7408
Wagga Wagga	0	2	738
Wagga Wagga	0	3	196
Wagga Wagga	0	4	77
Wagga Wagga	0	5	20
Wagga Wagga	0	6	10
Wagga Wagga	1	2	9045
Wagga Wagga	1	3	3777
Wagga Wagga	1	4	3725
Wagga Wagga	1	5	1848
Wagga Wagga	1	6	824
Wakehurst	0	1	5762
Wakehurst	0	2	586
Wakehurst	0	3	139
Wakehurst	0	4	47
Wakehurst	0	5	9
Wakehurst	0	6	5
Wakehurst	1	2	7131
Wakehurst	1	3	4375
Wakehurst	1	4	5630
Wakehurst	1	5	2285
Wakehurst	1	6	985
Wallsend	0	1	7654
Wallsend	0	2	937
Wallsend	0	3	378
Wallsend	0	4	187
Wallsend	0	5	87
Wallsend	0	6	78
Wallsend	1	2	8794
Wallsend	1	3	4560
Wallsend	1	4	4427
Wallsend	1	5	1750
Wallsend	1	6	762
Willoughby	0	1	7306
Willoughby	0	2	1045
Willoughby	0	3	353
Willoughby	0	4	112
Willoughby	0	5	52
Willoughby	0	6	29
Willoughby	1	2	8735
Willoughby	1	3	5292
Willoughby	1	4	5473
Willoughby	1	5	1927
Willoughby	1	6	615
Wollondilly	0	1	4943
Wollondilly	0	2	373
Wollondilly	0	3	46
Wollondilly	0	4	9
Wollondilly	0	5	9
Wollondilly	0	6	3
Wollondilly	1	2	8079
Wollondilly	1	3	3761
Wollondilly	1	4	4221
Wollondilly	1	5	2229
Wollondilly	1	6	1224
Wollongong	0	1	9320
Wollongong	0	2	1337
Wollongong	0	3	479
Wollongong	0	4	193
Wollongong	0	5	54
Wollongong	0	6	36
Wollongong	1	2	9202
Wollongong	1	3	4285
Wollongong	1	4	3917
Wollongong	1	5	1604
Wollongong	1	6	908
Wyong	0	1	6570
Wyong	0	2	732
Wyong	0	3	78
Wyong	0	4	24
Wyong	0	5	11
Wyong	0	6	3
Wyong	1	2	8066
Wyong	1	3	4149
Wyong	1	4	4172
Wyong	1	5	2044
Wyong	1	6	1109
Albert Park (Southern Metropolitan)	0	1	12551
Albert Park (Southern Metropolitan)	0	2	2359
Albert Park (Southern Metropolitan)	0	3	711
Albert Park (Southern Metropolitan)	0	4	177
Albert Park (Southern Metropolitan)	0	5	43
Albert Park (Southern Metropolitan)	0	6	22
Albert Park (Southern Metropolitan)	1	2	10970
Albert Park (Southern Metropolitan)	1	3	3528
Albert Park (Southern Metropolitan)	1	4	2278
Albert Park (Southern Metropolitan)	1	5	615
Albert Park (Southern Metropolitan)	1	6	155
Altona (Western Metropolitan)	0	1	5278
Altona (Western Metropolitan)	0	2	653
Altona (Western Metropolitan)	0	3	147
Altona (Western Metropolitan)	0	4	51
Altona (Western Metropolitan)	0	5	30
Altona (Western Metropolitan)	0	6	11
Altona (Western Metropolitan)	1	2	7711
Altona (Western Metropolitan)	1	3	6134
Altona (Western Metropolitan)	1	4	6626
Altona (Western Metropolitan)	1	5	2419
Altona (Western Metropolitan)	1	6	1144
Bass (Eastern Victoria)	0	1	6873
Bass (Eastern Victoria)	0	2	552
Bass (Eastern Victoria)	0	3	68
Bass (Eastern Victoria)	0	4	21
Bass (Eastern Victoria)	0	5	5
Bass (Eastern Victoria)	1	2	8452
Bass (Eastern Victoria)	1	3	3816
Bass (Eastern Victoria)	1	4	3832
Bass (Eastern Victoria)	1	5	1753
Bass (Eastern Victoria)	1	6	884
Bayswater (Eastern Metropolitan)	0	1	5727
Bayswater (Eastern Metropolitan)	0	2	551
Bayswater (Eastern Metropolitan)	0	3	94
Bayswater (Eastern Metropolitan)	0	4	34
Bayswater (Eastern Metropolitan)	0	5	14
Bayswater (Eastern Metropolitan)	0	6	8
Bayswater (Eastern Metropolitan)	1	2	6819
Bayswater (Eastern Metropolitan)	1	3	3907
Bayswater (Eastern Metropolitan)	1	4	3742
Bayswater (Eastern Metropolitan)	1	5	1362
Bayswater (Eastern Metropolitan)	1	6	560
Bellarine (Western Victoria)	0	1	5665
Bellarine (Western Victoria)	0	2	396
Bellarine (Western Victoria)	0	3	31
Bellarine (Western Victoria)	0	4	11
Bellarine (Western Victoria)	1	2	7959
Bellarine (Western Victoria)	1	3	2955
Bellarine (Western Victoria)	1	4	3173
Bellarine (Western Victoria)	1	5	1356
Bellarine (Western Victoria)	1	6	466
Benambra (Northern Victoria)	0	1	6314
Benambra (Northern Victoria)	0	2	560
Benambra (Northern Victoria)	0	3	60
Benambra (Northern Victoria)	0	4	31
Benambra (Northern Victoria)	0	5	10
