SED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Nepean (Eastern Victoria)	1	5	1065
Nepean (Eastern Victoria)	1	6	359
Niddrie (Western Metropolitan)	0	1	4712
Niddrie (Western Metropolitan)	0	2	364
Niddrie (Western Metropolitan)	0	3	94
Niddrie (Western Metropolitan)	0	4	18
Niddrie (Western Metropolitan)	0	5	10
Niddrie (Western Metropolitan)	1	2	6644
Niddrie (Western Metropolitan)	1	3	3631
Niddrie (Western Metropolitan)	1	4	3928
Niddrie (Western Metropolitan)	1	5	1513
Niddrie (Western Metropolitan)	1	6	507
Northcote (Northern Metropolitan)	0	1	7250
Northcote (Northern Metropolitan)	0	2	1411
Northcote (Northern Metropolitan)	0	3	613
Northcote (Northern Metropolitan)	0	4	269
Northcote (Northern Metropolitan)	0	5	75
Northcote (Northern Metropolitan)	0	6	22
Northcote (Northern Metropolitan)	1	2	6875
Northcote (Northern Metropolitan)	1	3	3479
Northcote (Northern Metropolitan)	1	4	3608
Northcote (Northern Metropolitan)	1	5	1075
Northcote (Northern Metropolitan)	1	6	341
Oakleigh (Southern Metropolitan)	0	1	6898
Oakleigh (Southern Metropolitan)	0	2	1214
Oakleigh (Southern Metropolitan)	0	3	632
Oakleigh (Southern Metropolitan)	0	4	391
Oakleigh (Southern Metropolitan)	0	5	157
Oakleigh (Southern Metropolitan)	0	6	95
Oakleigh (Southern Metropolitan)	1	2	6895
Oakleigh (Southern Metropolitan)	1	3	4039
Oakleigh (Southern Metropolitan)	1	4	3923
Oakleigh (Southern Metropolitan)	1	5	1291
Oakleigh (Southern Metropolitan)	1	6	454
Ovens Valley (Northern Victoria)	0	1	6433
Ovens Valley (Northern Victoria)	0	2	478
Ovens Valley (Northern Victoria)	0	3	56
Ovens Valley (Northern Victoria)	0	4	23
Ovens Valley (Northern Victoria)	0	5	7
Ovens Valley (Northern Victoria)	0	6	3
Ovens Valley (Northern Victoria)	1	2	7818
Ovens Valley (Northern Victoria)	1	3	2627
Ovens Valley (Northern Victoria)	1	4	2526
Ovens Valley (Northern Victoria)	1	5	1199
Ovens Valley (Northern Victoria)	1	6	464
Pascoe Vale (Northern Metropolitan)	0	1	6914
Pascoe Vale (Northern Metropolitan)	0	2	907
Pascoe Vale (Northern Metropolitan)	0	3	371
Pascoe Vale (Northern Metropolitan)	0	4	154
Pascoe Vale (Northern Metropolitan)	0	5	69
Pascoe Vale (Northern Metropolitan)	0	6	50
Pascoe Vale (Northern Metropolitan)	1	2	7634
Pascoe Vale (Northern Metropolitan)	1	3	4421
Pascoe Vale (Northern Metropolitan)	1	4	4257
Pascoe Vale (Northern Metropolitan)	1	5	1570
Pascoe Vale (Northern Metropolitan)	1	6	751
Polwarth (Western Victoria)	0	1	6113
Polwarth (Western Victoria)	0	2	450
Polwarth (Western Victoria)	0	3	67
Polwarth (Western Victoria)	0	4	11
Polwarth (Western Victoria)	0	5	11
Polwarth (Western Victoria)	0	6	9
Polwarth (Western Victoria)	1	2	7610
Polwarth (Western Victoria)	1	3	2748
Polwarth (Western Victoria)	1	4	2864
Polwarth (Western Victoria)	1	5	1454
Polwarth (Western Victoria)	1	6	652
Prahran (Southern Metropolitan)	0	1	14036
Prahran (Southern Metropolitan)	0	2	3092
Prahran (Southern Metropolitan)	0	3	833
Prahran (Southern Metropolitan)	0	4	173
Prahran (Southern Metropolitan)	0	5	27
Prahran (Southern Metropolitan)	0	6	16
Prahran (Southern Metropolitan)	1	2	10681
Prahran (Southern Metropolitan)	1	3	2933
Prahran (Southern Metropolitan)	1	4	1773
Prahran (Southern Metropolitan)	1	5	456
Prahran (Southern Metropolitan)	1	6	139
Preston (Northern Metropolitan)	0	1	7451
Preston (Northern Metropolitan)	0	2	1040
Preston (Northern Metropolitan)	0	3	393
Preston (Northern Metropolitan)	0	4	174
Preston (Northern Metropolitan)	0	5	42
Preston (Northern Metropolitan)	0	6	55
Preston (Northern Metropolitan)	1	2	6981
Preston (Northern Metropolitan)	1	3	3926
Preston (Northern Metropolitan)	1	4	3526
Preston (Northern Metropolitan)	1	5	1325
Preston (Northern Metropolitan)	1	6	685
Richmond (Northern Metropolitan)	0	1	10054
Richmond (Northern Metropolitan)	0	2	2462
Richmond (Northern Metropolitan)	0	3	1197
Richmond (Northern Metropolitan)	0	4	430
Richmond (Northern Metropolitan)	0	5	104
Richmond (Northern Metropolitan)	0	6	26
Richmond (Northern Metropolitan)	1	2	9670
Richmond (Northern Metropolitan)	1	3	3332
Richmond (Northern Metropolitan)	1	4	2378
Richmond (Northern Metropolitan)	1	5	639
Richmond (Northern Metropolitan)	1	6	285
Ringwood (Eastern Metropolitan)	0	1	5999
Ringwood (Eastern Metropolitan)	0	2	625
Ringwood (Eastern Metropolitan)	0	3	134
Ringwood (Eastern Metropolitan)	0	4	67
Ringwood (Eastern Metropolitan)	0	5	10
Ringwood (Eastern Metropolitan)	0	6	9
Ringwood (Eastern Metropolitan)	1	2	6840
Ringwood (Eastern Metropolitan)	1	3	3743
Ringwood (Eastern Metropolitan)	1	4	3865
Ringwood (Eastern Metropolitan)	1	5	1443
Ringwood (Eastern Metropolitan)	1	6	521
Ripon (Western Victoria)	0	1	7810
Ripon (Western Victoria)	0	2	618
Ripon (Western Victoria)	0	3	60
Ripon (Western Victoria)	0	4	21
Ripon (Western Victoria)	0	5	21
Ripon (Western Victoria)	0	6	14
Ripon (Western Victoria)	1	2	8532
Ripon (Western Victoria)	1	3	2933
Ripon (Western Victoria)	1	4	2568
Ripon (Western Victoria)	1	5	1175
Ripon (Western Victoria)	1	6	594
Rowville (South-Eastern Metropolitan)	0	1	2476
Rowville (South-Eastern Metropolitan)	0	2	212
Rowville (South-Eastern Metropolitan)	0	3	50
Rowville (South-Eastern Metropolitan)	0	4	17
Rowville (South-Eastern Metropolitan)	0	5	3
Rowville (South-Eastern Metropolitan)	1	2	4714
Rowville (South-Eastern Metropolitan)	1	3	3498
Rowville (South-Eastern Metropolitan)	1	4	4491
Rowville (South-Eastern Metropolitan)	1	5	1685
Rowville (South-Eastern Metropolitan)	1	6	668
Sandringham (Southern Metropolitan)	0	1	6026
Sandringham (Southern Metropolitan)	0	2	450
Sandringham (Southern Metropolitan)	0	3	45
Sandringham (Southern Metropolitan)	0	4	12
Sandringham (Southern Metropolitan)	0	5	7
Sandringham (Southern Metropolitan)	0	6	5
Sandringham (Southern Metropolitan)	1	2	6813
Sandringham (Southern Metropolitan)	1	3	3164
Sandringham (Southern Metropolitan)	1	4	3943
Sandringham (Southern Metropolitan)	1	5	1391
Sandringham (Southern Metropolitan)	1	6	318
Shepparton (Northern Victoria)	0	1	6927
Shepparton (Northern Victoria)	0	2	579
Shepparton (Northern Victoria)	0	3	99
Shepparton (Northern Victoria)	0	4	46
Shepparton (Northern Victoria)	0	5	19
Shepparton (Northern Victoria)	0	6	9
Shepparton (Northern Victoria)	1	2	7883
Shepparton (Northern Victoria)	1	3	3470
Shepparton (Northern Victoria)	1	4	3301
Shepparton (Northern Victoria)	1	5	1651
Shepparton (Northern Victoria)	1	6	872
South Barwon (Western Victoria)	0	1	4929
South Barwon (Western Victoria)	0	2	449
South Barwon (Western Victoria)	0	3	203
South Barwon (Western Victoria)	0	4	125
South Barwon (Western Victoria)	0	5	70
South Barwon (Western Victoria)	0	6	58
South Barwon (Western Victoria)	1	2	7634
South Barwon (Western Victoria)	1	3	3605
South Barwon (Western Victoria)	1	4	4398
South Barwon (Western Victoria)	1	5	1814
South Barwon (Western Victoria)	1	6	554
South-West Coast (Western Victoria)	0	1	6781
South-West Coast (Western Victoria)	0	2	552
South-West Coast (Western Victoria)	0	3	116
South-West Coast (Western Victoria)	0	4	52
South-West Coast (Western Victoria)	0	5	15
South-West Coast (Western Victoria)	0	6	16
South-West Coast (Western Victoria)	1	2	7902
South-West Coast (Western Victoria)	1	3	3064
South-West Coast (Western Victoria)	1	4	3010
South-West Coast (Western Victoria)	1	5	1375
South-West Coast (Western Victoria)	1	6	556
St Albans (Western Metropolitan)	0	1	5281
St Albans (Western Metropolitan)	0	2	562
St Albans (Western Metropolitan)	0	3	212
St Albans (Western Metropolitan)	0	4	162
St Albans (Western Metropolitan)	0	5	90
St Albans (Western Metropolitan)	0	6	67
St Albans (Western Metropolitan)	1	2	6370
St Albans (Western Metropolitan)	1	3	4329
St Albans (Western Metropolitan)	1	4	3871
St Albans (Western Metropolitan)	1	5	1967
St Albans (Western Metropolitan)	1	6	1558
Sunbury (Western Metropolitan)	0	1	4715
Sunbury (Western Metropolitan)	0	2	421
Sunbury (Western Metropolitan)	0	3	60
Sunbury (Western Metropolitan)	0	4	19
Sunbury (Western Metropolitan)	0	6	3
Sunbury (Western Metropolitan)	1	2	6467
Sunbury (Western Metropolitan)	1	3	3746
Sunbury (Western Metropolitan)	1	4	3722
Sunbury (Western Metropolitan)	1	5	1569
Sunbury (Western Metropolitan)	1	6	643
Sydenham (Western Metropolitan)	0	1	2781
Sydenham (Western Metropolitan)	0	2	208
Sydenham (Western Metropolitan)	0	3	46
Sydenham (Western Metropolitan)	0	4	23
Sydenham (Western Metropolitan)	0	5	10
Sydenham (Western Metropolitan)	0	6	8
Sydenham (Western Metropolitan)	1	2	5131
Sydenham (Western Metropolitan)	1	3	4360
Sydenham (Western Metropolitan)	1	4	6050
Sydenham (Western Metropolitan)	1	5	2607
Sydenham (Western Metropolitan)	1	6	1269
Tarneit (Western Metropolitan)	0	1	3607
Tarneit (Western Metropolitan)	0	2	448
Tarneit (Western Metropolitan)	0	3	109
Tarneit (Western Metropolitan)	0	4	50
Tarneit (Western Metropolitan)	0	5	26
Tarneit (Western Metropolitan)	0	6	18
Tarneit (Western Metropolitan)	1	2	6433
Tarneit (Western Metropolitan)	1	3	6270
Tarneit (Western Metropolitan)	1	4	6330
Tarneit (Western Metropolitan)	1	5	2890
Tarneit (Western Metropolitan)	1	6	2140
Thomastown (Northern Metropolitan)	0	1	3926
Thomastown (Northern Metropolitan)	0	2	350
Thomastown (Northern Metropolitan)	0	3	87
Thomastown (Northern Metropolitan)	0	4	56
Thomastown (Northern Metropolitan)	0	5	21
Thomastown (Northern Metropolitan)	0	6	14
Thomastown (Northern Metropolitan)	1	2	6339
Thomastown (Northern Metropolitan)	1	3	4259
Thomastown (Northern Metropolitan)	1	4	4030
Thomastown (Northern Metropolitan)	1	5	1946
Thomastown (Northern Metropolitan)	1	6	1338
Warrandyte (Eastern Metropolitan)	0	1	3135
Warrandyte (Eastern Metropolitan)	0	2	247
Warrandyte (Eastern Metropolitan)	0	3	43
Warrandyte (Eastern Metropolitan)	0	4	23
Warrandyte (Eastern Metropolitan)	0	5	12
Warrandyte (Eastern Metropolitan)	0	6	3
Warrandyte (Eastern Metropolitan)	1	2	5693
Warrandyte (Eastern Metropolitan)	1	3	3587
Warrandyte (Eastern Metropolitan)	1	4	4424
Warrandyte (Eastern Metropolitan)	1	5	1930
Warrandyte (Eastern Metropolitan)	1	6	677
Wendouree (Western Victoria)	0	1	6880
Wendouree (Western Victoria)	0	2	730
Wendouree (Western Victoria)	0	3	174
Wendouree (Western Victoria)	0	4	63
Wendouree (Western Victoria)	0	5	18
Wendouree (Western Victoria)	0	6	3
Wendouree (Western Victoria)	1	2	6777
Wendouree (Western Victoria)	1	3	2954
Wendouree (Western Victoria)	1	4	2814
Wendouree (Western Victoria)	1	5	1223
Wendouree (Western Victoria)	1	6	438
Werribee (Western Metropolitan)	0	1	5000
Werribee (Western Metropolitan)	0	2	554
Werribee (Western Metropolitan)	0	3	93
Werribee (Western Metropolitan)	0	4	32
Werribee (Western Metropolitan)	0	5	11
Werribee (Western Metropolitan)	0	6	6
Werribee (Western Metropolitan)	1	2	6437
Werribee (Western Metropolitan)	1	3	4368
Werribee (Western Metropolitan)	1	4	4266
Werribee (Western Metropolitan)	1	5	1794
Werribee (Western Metropolitan)	1	6	1138
Williamstown (Western Metropolitan)	0	1	6609
Williamstown (Western Metropolitan)	0	2	807
Williamstown (Western Metropolitan)	0	3	323
Williamstown (Western Metropolitan)	0	4	83
Williamstown (Western Metropolitan)	0	5	22
Williamstown (Western Metropolitan)	0	6	14
Williamstown (Western Metropolitan)	1	2	7808
Williamstown (Western Metropolitan)	1	3	4241
Williamstown (Western Metropolitan)	1	4	4479
Williamstown (Western Metropolitan)	1	5	1460
Williamstown (Western Metropolitan)	1	6	532
Yan Yean (Northern Victoria)	0	1	3680
Yan Yean (Northern Victoria)	0	2	380
Yan Yean (Northern Victoria)	0	3	44
Yan Yean (Northern Victoria)	0	4	17
Yan Yean (Northern Victoria)	0	5	4
Yan Yean (Northern Victoria)	1	2	6860
Yan Yean (Northern Victoria)	1	3	4842
Yan Yean (Northern Victoria)	1	4	5875
Yan Yean (Northern Victoria)	1	5	2600
Yan Yean (Northern Victoria)	1	6	1005
Yuroke (Northern Metropolitan)	0	1	2867
Yuroke (Northern Metropolitan)	0	2	323
Yuroke (Northern Metropolitan)	0	3	59
Yuroke (Northern Metropolitan)	0	4	28
Yuroke (Northern Metropolitan)	0	5	9
Yuroke (Northern Metropolitan)	0	6	8
Yuroke (Northern Metropolitan)	1	2	5444
Yuroke (Northern Metropolitan)	1	3	5018
Yuroke (Northern Metropolitan)	1	4	6171
Yuroke (Northern Metropolitan)	1	5	3121
Yuroke (Northern Metropolitan)	1	6	2283
Albert	0	1	2690
Albert	0	2	564
Albert	0	3	110
Albert	0	4	34
Albert	0	5	5
Albert	1	2	6034
Albert	1	3	4228
Albert	1	4	4610
Albert	1	5	2154
Albert	1	6	1161
Algester	0	1	2691
Algester	0	2	425
Algester	0	3	99
Algester	0	4	29
Algester	0	5	8
Algester	0	6	3
Algester	1	2	4577
Algester	1	3	3421
Algester	1	4	3583
Algester	1	5	1530
Algester	1	6	959
Ashgrove	0	1	3345
Ashgrove	0	2	520
Ashgrove	0	3	192
Ashgrove	0	4	63
Ashgrove	0	5	16
Ashgrove	0	6	6
Ashgrove	1	2	4565
Ashgrove	1	3	2534
Ashgrove	1	4	3188
Ashgrove	1	5	1282
Ashgrove	1	6	388
Aspley	0	1	3111
Aspley	0	2	340
Aspley	0	3	95
Aspley	0	4	33
Aspley	0	5	8
Aspley	0	6	3
Aspley	1	2	5041
Aspley	1	3	2594
Aspley	1	4	2921
Aspley	1	5	1135
Aspley	1	6	472
Barron River	0	1	4801
Barron River	0	2	790
Barron River	0	3	132
Barron River	0	4	38
Barron River	0	5	8
Barron River	0	6	3
Barron River	1	2	7435
Barron River	1	3	3518
Barron River	1	4	3426
Barron River	1	5	1247
Barron River	1	6	543
Beaudesert	0	1	3776
Beaudesert	0	2	425
Beaudesert	0	3	44
Beaudesert	0	4	11
Beaudesert	0	6	3
Beaudesert	1	2	6626
Beaudesert	1	3	3077
Beaudesert	1	4	3125
Beaudesert	1	5	1434
Beaudesert	1	6	918
Brisbane Central	0	1	9209
Brisbane Central	0	2	2482
Brisbane Central	0	3	891
Brisbane Central	0	4	397
Brisbane Central	0	5	143
Brisbane Central	0	6	83
Brisbane Central	1	2	7800
Brisbane Central	1	3	2388
Brisbane Central	1	4	1627
Brisbane Central	1	5	479
Brisbane Central	1	6	178
Broadwater	0	1	6628
Broadwater	0	2	901
Broadwater	0	3	153
Broadwater	0	4	39
Broadwater	0	5	13
Broadwater	0	6	6
Broadwater	1	2	7676
Broadwater	1	3	2803
Broadwater	1	4	2036
Broadwater	1	5	685
Broadwater	1	6	277
Buderim	0	1	3676
Buderim	0	2	477
Buderim	0	3	160
Buderim	0	4	52
Buderim	0	5	10
Buderim	0	6	4
Buderim	1	2	6110
Buderim	1	3	2708
Buderim	1	4	3131
Buderim	1	5	1146
Buderim	1	6	462
Bulimba	0	1	4483
Bulimba	0	2	916
Bulimba	0	3	353
Bulimba	0	4	90
Bulimba	0	5	36
Bulimba	0	6	13
Bulimba	1	2	5587
Bulimba	1	3	3012
Bulimba	1	4	3111
Bulimba	1	5	1113
Bulimba	1	6	381
Bundaberg	0	1	5322
Bundaberg	0	2	520
Bundaberg	0	3	81
Bundaberg	0	4	31
Bundaberg	0	5	7
Bundaberg	0	6	7
Bundaberg	1	2	5654
Bundaberg	1	3	2311
Bundaberg	1	4	1805
Bundaberg	1	5	810
Bundaberg	1	6	441
Bundamba	0	1	3997
Bundamba	0	2	748
Bundamba	0	3	141
Bundamba	0	4	34
Bundamba	0	5	7
Bundamba	0	6	7
Bundamba	1	2	6340
Bundamba	1	3	4605
Bundamba	1	4	4610
Bundamba	1	5	2203
Bundamba	1	6	1759
Burdekin	0	1	4526
Burdekin	0	2	464
Burdekin	0	3	92
Burdekin	0	4	28
Burdekin	0	5	18
Burdekin	0	6	11
Burdekin	1	2	5801
Burdekin	1	3	2385
Burdekin	1	4	2199
Burdekin	1	5	998
Burdekin	1	6	453
Burleigh	0	1	5206
Burleigh	0	2	927
Burleigh	0	3	236
Burleigh	0	4	61
Burleigh	0	5	8
Burleigh	0	6	7
Burleigh	1	2	6164
Burleigh	1	3	2926
Burleigh	1	4	2719
Burleigh	1	5	950
Burleigh	1	6	400
Burnett	0	1	3995
Burnett	0	2	479
Burnett	0	3	55
Burnett	0	4	12
Burnett	0	5	3
Burnett	1	2	7498
Burnett	1	3	2305
Burnett	1	4	2192
Burnett	1	5	993
Burnett	1	6	506
Cairns	0	1	7531
Cairns	0	2	1025
Cairns	0	3	226
Cairns	0	4	87
Cairns	0	5	15
Cairns	0	6	20
Cairns	1	2	6367
Cairns	1	3	3079
Cairns	1	4	2264
Cairns	1	5	1028
Cairns	1	6	626
Callide	0	1	4598
Callide	0	2	404
Callide	0	3	66
Callide	0	4	26
Callide	0	5	8
Callide	0	6	13
Callide	1	2	5971
Callide	1	3	2058
Callide	1	4	1937
Callide	1	5	984
Callide	1	6	606
Caloundra	0	1	4720
Caloundra	0	2	544
Caloundra	0	3	95
Caloundra	0	4	15
Caloundra	0	5	5
Caloundra	0	6	4
Caloundra	1	2	6973
Caloundra	1	3	2717
Caloundra	1	4	2629
Caloundra	1	5	1061
Caloundra	1	6	470
Capalaba	0	1	3347
Capalaba	0	2	387
Capalaba	0	3	71
Capalaba	0	4	22
Capalaba	0	6	3
Capalaba	1	2	5188
Capalaba	1	3	2952
Capalaba	1	4	2932
Capalaba	1	5	1210
Capalaba	1	6	590
Chatsworth	0	1	3133
Chatsworth	0	2	443
Chatsworth	0	3	184
Chatsworth	0	4	50
Chatsworth	0	5	14
Chatsworth	0	6	12
Chatsworth	1	2	5300
Chatsworth	1	3	3046
Chatsworth	1	4	3534
Chatsworth	1	5	1342
Chatsworth	1	6	555
Clayfield	0	1	6692
Clayfield	0	2	1098
Clayfield	0	3	233
Clayfield	0	4	71
Clayfield	0	5	20
Clayfield	0	6	6
Clayfield	1	2	6033
Clayfield	1	3	2777
Clayfield	1	4	2549
Clayfield	1	5	1015
Clayfield	1	6	313
Cleveland	0	1	4045
Cleveland	0	2	330
Cleveland	0	3	56
Cleveland	0	4	16
Cleveland	1	2	6179
Cleveland	1	3	2862
Cleveland	1	4	3084
Cleveland	1	5	1184
Cleveland	1	6	521
Condamine	0	1	3646
Condamine	0	2	409
Condamine	0	3	61
Condamine	0	4	30
Condamine	0	5	12
Condamine	0	6	3
Condamine	1	2	6472
Condamine	1	3	2861
Condamine	1	4	2958
Condamine	1	5	1553
Condamine	1	6	896
Cook	0	1	4173
Cook	0	2	513
Cook	0	3	78
Cook	0	4	29
Cook	0	5	7
Cook	0	6	13
Cook	1	2	4748
Cook	1	3	2068
Cook	1	4	2091
Cook	1	5	1109
Cook	1	6	1205
Coomera	0	1	4228
Coomera	0	2	700
Coomera	0	3	125
Coomera	0	4	42
Coomera	0	5	5
Coomera	0	6	3
Coomera	1	2	8012
Coomera	1	3	4347
Coomera	1	4	4427
Coomera	1	5	1796
Coomera	1	6	1026
Currumbin	0	1	4807
Currumbin	0	2	735
Currumbin	0	3	126
Currumbin	0	4	31
Currumbin	0	5	8
Currumbin	0	6	7
Currumbin	1	2	5803
Currumbin	1	3	2636
Currumbin	1	4	2485
Currumbin	1	5	994
Currumbin	1	6	455
Dalrymple	0	1	4619
Dalrymple	0	2	414
Dalrymple	0	3	54
Dalrymple	0	4	19
Dalrymple	0	5	3
Dalrymple	1	2	5849
Dalrymple	1	3	2132
Dalrymple	1	4	2172
Dalrymple	1	5	1026
Dalrymple	1	6	589
Everton	0	1	3220
Everton	0	2	437
Everton	0	3	84
Everton	0	4	27
Everton	0	5	9
Everton	1	2	4873
Everton	1	3	2767
Everton	1	4	3212
Everton	1	5	1238
Everton	1	6	432
Ferny Grove	0	1	2345
Ferny Grove	0	2	212
Ferny Grove	0	3	45
Ferny Grove	0	4	12
Ferny Grove	1	2	4781
Ferny Grove	1	3	2631
Ferny Grove	1	4	3329
Ferny Grove	1	5	1341
Ferny Grove	1	6	553
Gaven	0	1	3416
Gaven	0	2	597
Gaven	0	3	139
Gaven	0	4	32
Gaven	0	5	10
Gaven	1	2	5690
Gaven	1	3	3590
Gaven	1	4	3720
Gaven	1	5	1487
Gaven	1	6	853
Gladstone	0	1	4194
Gladstone	0	2	477
Gladstone	0	3	78
Gladstone	0	4	18
Gladstone	0	5	3
Gladstone	1	2	6067
Gladstone	1	3	3066
Gladstone	1	4	3222
Gladstone	1	5	1338
Gladstone	1	6	603
Glass House	0	1	3363
Glass House	0	2	474
Glass House	0	3	70
Glass House	0	4	15
Glass House	0	5	3
Glass House	0	6	11
Glass House	1	2	6759
Glass House	1	3	2857
Glass House	1	4	2815
Glass House	1	5	1371
Glass House	1	6	818
Greenslopes	0	1	4572
Greenslopes	0	2	776
Greenslopes	0	3	296
Greenslopes	0	4	100
Greenslopes	0	5	27
Greenslopes	0	6	7
Greenslopes	1	2	5117
Greenslopes	1	3	2593
Greenslopes	1	4	2735
Greenslopes	1	5	1059
Greenslopes	1	6	369
Gregory	0	1	3700
Gregory	0	2	304
Gregory	0	3	49
Gregory	0	4	6
Gregory	1	2	4234
Gregory	1	3	1882
Gregory	1	4	2058
Gregory	1	5	1052
Gregory	1	6	531
Gympie	0	1	4940
Gympie	0	2	525
Gympie	0	3	83
Gympie	0	4	13
Gympie	0	5	4
Gympie	0	6	3
Gympie	1	2	6918
Gympie	1	3	2426
Gympie	1	4	2100
Gympie	1	5	975
Gympie	1	6	610
Hervey Bay	0	1	5618
Hervey Bay	0	2	662
Hervey Bay	0	3	76
Hervey Bay	0	4	10
Hervey Bay	0	5	5
Hervey Bay	1	2	8175
Hervey Bay	1	3	2555
Hervey Bay	1	4	2088
Hervey Bay	1	5	956
Hervey Bay	1	6	521
Hinchinbrook	0	1	4305
Hinchinbrook	0	2	496
Hinchinbrook	0	3	75
Hinchinbrook	0	4	18
Hinchinbrook	0	5	6
Hinchinbrook	0	6	3
Hinchinbrook	1	2	6924
Hinchinbrook	1	3	2859
Hinchinbrook	1	4	2652
Hinchinbrook	1	5	1171
Hinchinbrook	1	6	514
Inala	0	1	3291
Inala	0	2	545
Inala	0	3	100
Inala	0	4	22
Inala	0	5	14
Inala	0	6	4
Inala	1	2	4493
Inala	1	3	3226
Inala	1	4	2987
Inala	1	5	1475
Inala	1	6	1230
Indooroopilly	0	1	3904
Indooroopilly	0	2	1120
Indooroopilly	0	3	749
Indooroopilly	0	4	347
Indooroopilly	0	5	139
Indooroopilly	0	6	74
Indooroopilly	1	2	4670
Indooroopilly	1	3	2381
Indooroopilly	1	4	2593
Indooroopilly	1	5	1044
Indooroopilly	1	6	292
Ipswich	0	1	4712
Ipswich	0	2	531
Ipswich	0	3	99
Ipswich	0	4	33
Ipswich	0	5	5
Ipswich	0	6	3
Ipswich	1	2	5513
Ipswich	1	3	3034
Ipswich	1	4	2684
Ipswich	1	5	1204
Ipswich	1	6	704
Ipswich West	0	1	3924
Ipswich West	0	2	501
Ipswich West	0	3	62
Ipswich West	0	4	15
Ipswich West	0	5	3
Ipswich West	1	2	5671
Ipswich West	1	3	3103
Ipswich West	1	4	3011
Ipswich West	1	5	1374
Ipswich West	1	6	851
Kallangur	0	1	3535
Kallangur	0	2	455
Kallangur	0	3	89
Kallangur	0	4	21
Kallangur	1	2	5737
Kallangur	1	3	3231
Kallangur	1	4	3146
Kallangur	1	5	1340
Kallangur	1	6	743
Kawana	0	1	4293
Kawana	0	2	527
Kawana	0	3	171
Kawana	0	4	52
Kawana	0	5	20
Kawana	0	6	3
Kawana	1	2	6592
Kawana	1	3	2837
Kawana	1	4	3089
Kawana	1	5	1208
Kawana	1	6	508
Keppel	0	1	4370
Keppel	0	2	448
Keppel	0	3	79
Keppel	0	4	35
Keppel	0	5	6
Keppel	0	6	3
Keppel	1	2	6523
Keppel	1	3	2899
Keppel	1	4	2894
Keppel	1	5	1278
Keppel	1	6	610
Lockyer	0	1	3235
Lockyer	0	2	488
Lockyer	0	3	107
Lockyer	0	4	61
Lockyer	0	5	41
Lockyer	0	6	31
Lockyer	1	2	5862
Lockyer	1	3	2735
Lockyer	1	4	2835
Lockyer	1	5	1501
Lockyer	1	6	970
Logan	0	1	2170
Logan	0	2	336
Logan	0	3	47
Logan	0	4	12
Logan	0	5	7
Logan	0	6	4
Logan	1	2	4430
Logan	1	3	2793
Logan	1	4	2888
Logan	1	5	1467
Logan	1	6	1188
Lytton	0	1	4413
Lytton	0	2	490
Lytton	0	3	79
Lytton	0	4	19
Lytton	0	5	3
Lytton	1	2	5476
Lytton	1	3	3150
Lytton	1	4	2954
Lytton	1	5	1110
Lytton	1	6	477
Mackay	0	1	4966
Mackay	0	2	527
Mackay	0	3	95
Mackay	0	4	20
Mackay	0	5	3
Mackay	1	2	5165
Mackay	1	3	2360
Mackay	1	4	2009
Mackay	1	5	871
Mackay	1	6	362
Mansfield	0	1	3036
Mansfield	0	2	444
Mansfield	0	3	244
Mansfield	0	4	89
Mansfield	0	5	38
Mansfield	0	6	17
Mansfield	1	2	4416
Mansfield	1	3	2610
Mansfield	1	4	2969
Mansfield	1	5	1261
Mansfield	1	6	630
Maroochydore	0	1	6369
Maroochydore	0	2	1062
Maroochydore	0	3	231
Maroochydore	0	4	69
Maroochydore	0	5	16
Maroochydore	0	6	7
Maroochydore	1	2	7417
Maroochydore	1	3	2756
Maroochydore	1	4	2261
Maroochydore	1	5	801
Maroochydore	1	6	255
Maryborough	0	1	5079
Maryborough	0	2	606
Maryborough	0	3	59
Maryborough	0	4	10
Maryborough	1	2	7452
Maryborough	1	3	2456
Maryborough	1	4	2048
Maryborough	1	5	943
Maryborough	1	6	561
Mermaid Beach	0	1	4646
Mermaid Beach	0	2	1003
Mermaid Beach	0	3	301
Mermaid Beach	0	4	98
Mermaid Beach	0	5	30
Mermaid Beach	0	6	10
Mermaid Beach	1	2	6292
Mermaid Beach	1	3	3103
Mermaid Beach	1	4	2855
Mermaid Beach	1	5	1038
Mermaid Beach	1	6	388
Mirani	0	1	3729
Mirani	0	2	374
Mirani	0	3	45
Mirani	0	4	13
Mirani	1	2	6186
Mirani	1	3	2680
Mirani	1	4	2663
Mirani	1	5	1312
Mirani	1	6	630
Moggill	0	1	2113
Moggill	0	2	232
Moggill	0	3	68
Moggill	0	4	39
Moggill	0	5	15
Moggill	0	6	3
Moggill	1	2	4709
Moggill	1	3	2711
Moggill	1	4	3559
Moggill	1	5	1482
Moggill	1	6	536
Morayfield	0	1	2798
Morayfield	0	2	404
Morayfield	0	3	79
Morayfield	0	4	29
Morayfield	0	5	9
Morayfield	0	6	13
Morayfield	1	2	5360
Morayfield	1	3	3232
Morayfield	1	4	3433
Morayfield	1	5	1606
Morayfield	1	6	993
Mount Coot-tha	0	1	4624
Mount Coot-tha	0	2	1347
Mount Coot-tha	0	3	756
Mount Coot-tha	0	4	291
Mount Coot-tha	0	5	87
Mount Coot-tha	0	6	39
Mount Coot-tha	1	2	4893
Mount Coot-tha	1	3	2164
