SED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Auburn	0-4	0	Both	182
Auburn	0-4	0	Father only	59
Auburn	0-4	0	Mother only	101
Auburn	0-4	0	Neither	334
Auburn	0-4	1		52
Auburn	0-4	1	Both	748
Auburn	0-4	1	Father only	480
Auburn	0-4	1	Mother only	677
Auburn	0-4	1	Neither	4449
Auburn	5-9	0		37
Auburn	5-9	0	Both	150
Auburn	5-9	0	Father only	59
Auburn	5-9	0	Mother only	132
Auburn	5-9	0	Neither	436
Auburn	5-9	1		47
Auburn	5-9	1	Both	534
Auburn	5-9	1	Father only	407
Auburn	5-9	1	Mother only	614
Auburn	5-9	1	Neither	3549
Auburn	10-12	0		21
Auburn	10-12	0	Both	80
Auburn	10-12	0	Father only	43
Auburn	10-12	0	Mother only	82
Auburn	10-12	0	Neither	334
Auburn	10-12	1		25
Auburn	10-12	1	Both	248
Auburn	10-12	1	Father only	180
Auburn	10-12	1	Mother only	311
Auburn	10-12	1	Neither	1740
Auburn	13-14	0		9
Auburn	13-14	0	Both	43
Auburn	13-14	0	Father only	23
Auburn	13-14	0	Mother only	41
Auburn	13-14	0	Neither	243
Auburn	13-14	1		15
Auburn	13-14	1	Both	146
Auburn	13-14	1	Father only	80
Auburn	13-14	1	Mother only	203
Auburn	13-14	1	Neither	1131
Auburn	15-17	0		17
Auburn	15-17	0	Both	71
Auburn	15-17	0	Father only	30
Auburn	15-17	0	Mother only	50
Auburn	15-17	0	Neither	374
Auburn	15-17	1		4
Auburn	15-17	1	Both	148
Auburn	15-17	1	Father only	97
Auburn	15-17	1	Mother only	194
Auburn	15-17	1	Neither	1723
Auburn	18-20	0		7
Auburn	18-20	0	Both	11
Auburn	18-20	0	Father only	15
Auburn	18-20	0	Mother only	16
Auburn	18-20	0	Neither	284
Auburn	18-20	1		8
Auburn	18-20	1	Both	83
Auburn	18-20	1	Father only	38
Auburn	18-20	1	Mother only	74
Auburn	18-20	1	Neither	1319
Auburn	21-24	0		4
Auburn	21-24	0	Both	11
Auburn	21-24	0	Father only	10
Auburn	21-24	0	Mother only	10
Auburn	21-24	0	Neither	190
Auburn	21-24	1	Both	27
Auburn	21-24	1	Father only	18
Auburn	21-24	1	Mother only	29
Auburn	21-24	1	Neither	727
Ballina	0-4	0		28
Ballina	0-4	0	Both	322
Ballina	0-4	0	Father only	35
Ballina	0-4	0	Mother only	73
Ballina	0-4	0	Neither	16
Ballina	0-4	1		22
Ballina	0-4	1	Both	1882
Ballina	0-4	1	Father only	366
Ballina	0-4	1	Mother only	303
Ballina	0-4	1	Neither	221
Ballina	5-9	0		24
Ballina	5-9	0	Both	584
Ballina	5-9	0	Father only	67
Ballina	5-9	0	Mother only	129
Ballina	5-9	0	Neither	49
Ballina	5-9	1		33
Ballina	5-9	1	Both	2077
Ballina	5-9	1	Father only	325
Ballina	5-9	1	Mother only	341
Ballina	5-9	1	Neither	257
Ballina	10-12	0		20
Ballina	10-12	0	Both	408
Ballina	10-12	0	Father only	44
Ballina	10-12	0	Mother only	104
Ballina	10-12	0	Neither	41
Ballina	10-12	1		6
Ballina	10-12	1	Both	1162
Ballina	10-12	1	Father only	159
Ballina	10-12	1	Mother only	198
Ballina	10-12	1	Neither	153
Ballina	13-14	0		13
Ballina	13-14	0	Both	334
Ballina	13-14	0	Father only	43
Ballina	13-14	0	Mother only	59
Ballina	13-14	0	Neither	38
Ballina	13-14	1		9
Ballina	13-14	1	Both	764
Ballina	13-14	1	Father only	90
Ballina	13-14	1	Mother only	124
Ballina	13-14	1	Neither	98
Ballina	15-17	0		17
Ballina	15-17	0	Both	421
Ballina	15-17	0	Father only	55
Ballina	15-17	0	Mother only	88
Ballina	15-17	0	Neither	47
Ballina	15-17	1		7
Ballina	15-17	1	Both	1097
Ballina	15-17	1	Father only	106
Ballina	15-17	1	Mother only	123
Ballina	15-17	1	Neither	129
Ballina	18-20	0	Both	97
Ballina	18-20	0	Father only	23
Ballina	18-20	0	Mother only	31
Ballina	18-20	0	Neither	10
Ballina	18-20	1		4
Ballina	18-20	1	Both	257
Ballina	18-20	1	Father only	19
Ballina	18-20	1	Mother only	20
Ballina	18-20	1	Neither	20
Ballina	21-24	0	Both	17
Ballina	21-24	0	Father only	5
Ballina	21-24	0	Mother only	3
Ballina	21-24	1	Both	74
Ballina	21-24	1	Father only	14
Ballina	21-24	1	Mother only	6
Ballina	21-24	1	Neither	3
Balmain	0-4	0		10
Balmain	0-4	0	Both	140
Balmain	0-4	0	Father only	29
Balmain	0-4	0	Mother only	53
Balmain	0-4	0	Neither	62
Balmain	0-4	1		21
Balmain	0-4	1	Both	1864
Balmain	0-4	1	Father only	644
Balmain	0-4	1	Mother only	778
Balmain	0-4	1	Neither	996
Balmain	5-9	0		12
Balmain	5-9	0	Both	213
Balmain	5-9	0	Father only	65
Balmain	5-9	0	Mother only	84
Balmain	5-9	0	Neither	98
Balmain	5-9	1		8
Balmain	5-9	1	Both	1558
Balmain	5-9	1	Father only	468
Balmain	5-9	1	Mother only	592
Balmain	5-9	1	Neither	772
Balmain	10-12	0		7
Balmain	10-12	0	Both	148
Balmain	10-12	0	Father only	32
Balmain	10-12	0	Mother only	53
Balmain	10-12	0	Neither	67
Balmain	10-12	1		3
Balmain	10-12	1	Both	722
Balmain	10-12	1	Father only	191
Balmain	10-12	1	Mother only	235
Balmain	10-12	1	Neither	298
Balmain	13-14	0		3
Balmain	13-14	0	Both	93
Balmain	13-14	0	Father only	24
Balmain	13-14	0	Mother only	38
Balmain	13-14	0	Neither	42
Balmain	13-14	1		8
Balmain	13-14	1	Both	425
Balmain	13-14	1	Father only	117
Balmain	13-14	1	Mother only	150
Balmain	13-14	1	Neither	169
Balmain	15-17	0		10
Balmain	15-17	0	Both	106
Balmain	15-17	0	Father only	54
Balmain	15-17	0	Mother only	55
Balmain	15-17	0	Neither	104
Balmain	15-17	1	Both	430
Balmain	15-17	1	Father only	137
Balmain	15-17	1	Mother only	168
Balmain	15-17	1	Neither	215
Balmain	18-20	0		3
Balmain	18-20	0	Both	71
Balmain	18-20	0	Father only	19
Balmain	18-20	0	Mother only	35
Balmain	18-20	0	Neither	56
Balmain	18-20	1	Both	210
Balmain	18-20	1	Father only	47
Balmain	18-20	1	Mother only	85
Balmain	18-20	1	Neither	115
Balmain	21-24	0		3
Balmain	21-24	0	Both	47
Balmain	21-24	0	Father only	15
Balmain	21-24	0	Mother only	19
Balmain	21-24	0	Neither	34
Balmain	21-24	1	Both	115
Balmain	21-24	1	Father only	28
Balmain	21-24	1	Mother only	37
Balmain	21-24	1	Neither	56
Bankstown	0-4	0		48
Bankstown	0-4	0	Both	339
Bankstown	0-4	0	Father only	95
Bankstown	0-4	0	Mother only	165
Bankstown	0-4	0	Neither	354
Bankstown	0-4	1		49
Bankstown	0-4	1	Both	1133
Bankstown	0-4	1	Father only	424
Bankstown	0-4	1	Mother only	785
Bankstown	0-4	1	Neither	2894
Bankstown	5-9	0		69
Bankstown	5-9	0	Both	266
Bankstown	5-9	0	Father only	109
Bankstown	5-9	0	Mother only	239
Bankstown	5-9	0	Neither	503
Bankstown	5-9	1		41
Bankstown	5-9	1	Both	869
Bankstown	5-9	1	Father only	378
Bankstown	5-9	1	Mother only	768
Bankstown	5-9	1	Neither	2639
Bankstown	10-12	0		25
Bankstown	10-12	0	Both	144
Bankstown	10-12	0	Father only	73
Bankstown	10-12	0	Mother only	126
Bankstown	10-12	0	Neither	391
Bankstown	10-12	1		31
Bankstown	10-12	1	Both	407
Bankstown	10-12	1	Father only	185
Bankstown	10-12	1	Mother only	423
Bankstown	10-12	1	Neither	1504
Bankstown	13-14	0		25
Bankstown	13-14	0	Both	80
Bankstown	13-14	0	Father only	40
Bankstown	13-14	0	Mother only	79
Bankstown	13-14	0	Neither	321
Bankstown	13-14	1		12
Bankstown	13-14	1	Both	212
Bankstown	13-14	1	Father only	108
Bankstown	13-14	1	Mother only	213
Bankstown	13-14	1	Neither	1022
Bankstown	15-17	0		20
Bankstown	15-17	0	Both	114
Bankstown	15-17	0	Father only	31
Bankstown	15-17	0	Mother only	86
Bankstown	15-17	0	Neither	482
Bankstown	15-17	1		6
Bankstown	15-17	1	Both	235
Bankstown	15-17	1	Father only	121
Bankstown	15-17	1	Mother only	276
Bankstown	15-17	1	Neither	1435
Bankstown	18-20	0		5
Bankstown	18-20	0	Both	31
Bankstown	18-20	0	Father only	18
Bankstown	18-20	0	Mother only	36
Bankstown	18-20	0	Neither	271
Bankstown	18-20	1		4
Bankstown	18-20	1	Both	105
Bankstown	18-20	1	Father only	52
Bankstown	18-20	1	Mother only	120
Bankstown	18-20	1	Neither	1066
Bankstown	21-24	0	Both	15
Bankstown	21-24	0	Father only	10
Bankstown	21-24	0	Mother only	16
Bankstown	21-24	0	Neither	197
Bankstown	21-24	1		3
Bankstown	21-24	1	Both	58
Bankstown	21-24	1	Father only	21
Bankstown	21-24	1	Mother only	37
Bankstown	21-24	1	Neither	550
Barwon	0-4	0		63
Barwon	0-4	0	Both	1125
Barwon	0-4	0	Father only	7
Barwon	0-4	0	Mother only	31
Barwon	0-4	0	Neither	12
Barwon	0-4	1		28
Barwon	0-4	1	Both	2792
Barwon	0-4	1	Father only	132
Barwon	0-4	1	Mother only	77
Barwon	0-4	1	Neither	115
Barwon	5-9	0		69
Barwon	5-9	0	Both	1253
Barwon	5-9	0	Father only	15
Barwon	5-9	0	Mother only	37
Barwon	5-9	0	Neither	12
Barwon	5-9	1		34
Barwon	5-9	1	Both	3066
Barwon	5-9	1	Father only	128
Barwon	5-9	1	Mother only	93
Barwon	5-9	1	Neither	120
Barwon	10-12	0		30
Barwon	10-12	0	Both	727
Barwon	10-12	0	Father only	5
Barwon	10-12	0	Mother only	17
Barwon	10-12	0	Neither	8
Barwon	10-12	1		22
Barwon	10-12	1	Both	1589
Barwon	10-12	1	Father only	54
Barwon	10-12	1	Mother only	39
Barwon	10-12	1	Neither	47
Barwon	13-14	0		24
Barwon	13-14	0	Both	496
Barwon	13-14	0	Father only	6
Barwon	13-14	0	Mother only	18
Barwon	13-14	0	Neither	3
Barwon	13-14	1		7
Barwon	13-14	1	Both	849
Barwon	13-14	1	Father only	22
Barwon	13-14	1	Mother only	47
Barwon	13-14	1	Neither	25
Barwon	15-17	0		6
Barwon	15-17	0	Both	509
Barwon	15-17	0	Father only	11
Barwon	15-17	0	Mother only	15
Barwon	15-17	0	Neither	7
Barwon	15-17	1		9
Barwon	15-17	1	Both	1036
Barwon	15-17	1	Father only	39
Barwon	15-17	1	Mother only	27
Barwon	15-17	1	Neither	28
Barwon	18-20	0	Both	64
Barwon	18-20	0	Mother only	4
Barwon	18-20	0	Neither	5
Barwon	18-20	1		3
Barwon	18-20	1	Both	140
Barwon	18-20	1	Father only	4
Barwon	18-20	1	Mother only	3
Barwon	18-20	1	Neither	5
Barwon	21-24	0	Both	10
Barwon	21-24	1	Both	28
Barwon	21-24	1	Mother only	4
Bathurst	0-4	0		50
Bathurst	0-4	0	Both	774
Bathurst	0-4	0	Father only	18
Bathurst	0-4	0	Mother only	36
Bathurst	0-4	0	Neither	15
Bathurst	0-4	1		19
Bathurst	0-4	1	Both	2855
Bathurst	0-4	1	Father only	162
Bathurst	0-4	1	Mother only	131
Bathurst	0-4	1	Neither	143
Bathurst	5-9	0		48
Bathurst	5-9	0	Both	937
Bathurst	5-9	0	Father only	33
Bathurst	5-9	0	Mother only	62
Bathurst	5-9	0	Neither	16
Bathurst	5-9	1		29
Bathurst	5-9	1	Both	3001
Bathurst	5-9	1	Father only	178
Bathurst	5-9	1	Mother only	193
Bathurst	5-9	1	Neither	163
Bathurst	10-12	0		17
Bathurst	10-12	0	Both	584
Bathurst	10-12	0	Father only	31
Bathurst	10-12	0	Mother only	24
Bathurst	10-12	0	Neither	18
Bathurst	10-12	1		24
Bathurst	10-12	1	Both	1712
Bathurst	10-12	1	Father only	87
Bathurst	10-12	1	Mother only	118
Bathurst	10-12	1	Neither	97
Bathurst	13-14	0		13
Bathurst	13-14	0	Both	392
Bathurst	13-14	0	Father only	24
Bathurst	13-14	0	Mother only	22
Bathurst	13-14	0	Neither	12
Bathurst	13-14	1		12
Bathurst	13-14	1	Both	1137
Bathurst	13-14	1	Father only	69
Bathurst	13-14	1	Mother only	63
Bathurst	13-14	1	Neither	72
Bathurst	15-17	0		22
Bathurst	15-17	0	Both	493
Bathurst	15-17	0	Father only	36
Bathurst	15-17	0	Mother only	55
Bathurst	15-17	0	Neither	21
Bathurst	15-17	1		11
Bathurst	15-17	1	Both	1478
Bathurst	15-17	1	Father only	96
Bathurst	15-17	1	Mother only	85
Bathurst	15-17	1	Neither	83
Bathurst	18-20	0	Both	101
Bathurst	18-20	0	Father only	11
Bathurst	18-20	0	Mother only	10
Bathurst	18-20	0	Neither	9
Bathurst	18-20	1	Both	296
Bathurst	18-20	1	Father only	15
Bathurst	18-20	1	Mother only	15
Bathurst	18-20	1	Neither	34
Bathurst	21-24	0	Both	25
Bathurst	21-24	0	Father only	3
Bathurst	21-24	0	Mother only	4
Bathurst	21-24	1	Both	87
Bathurst	21-24	1	Father only	9
Bathurst	21-24	1	Mother only	7
Bathurst	21-24	1	Neither	3
Baulkham Hills	0-4	0		9
Baulkham Hills	0-4	0	Both	106
Baulkham Hills	0-4	0	Father only	10
Baulkham Hills	0-4	0	Mother only	25
Baulkham Hills	0-4	0	Neither	85
Baulkham Hills	0-4	1		12
Baulkham Hills	0-4	1	Both	1546
Baulkham Hills	0-4	1	Father only	410
Baulkham Hills	0-4	1	Mother only	385
Baulkham Hills	0-4	1	Neither	2293
Baulkham Hills	5-9	0		6
Baulkham Hills	5-9	0	Both	170
Baulkham Hills	5-9	0	Father only	39
Baulkham Hills	5-9	0	Mother only	55
Baulkham Hills	5-9	0	Neither	166
Baulkham Hills	5-9	1		13
Baulkham Hills	5-9	1	Both	1912
Baulkham Hills	5-9	1	Father only	438
Baulkham Hills	5-9	1	Mother only	443
Baulkham Hills	5-9	1	Neither	2553
Baulkham Hills	10-12	0		7
Baulkham Hills	10-12	0	Both	145
Baulkham Hills	10-12	0	Father only	31
Baulkham Hills	10-12	0	Mother only	36
Baulkham Hills	10-12	0	Neither	101
Baulkham Hills	10-12	1		4
Baulkham Hills	10-12	1	Both	1056
Baulkham Hills	10-12	1	Father only	196
Baulkham Hills	10-12	1	Mother only	266
Baulkham Hills	10-12	1	Neither	1213
Baulkham Hills	13-14	0		6
Baulkham Hills	13-14	0	Both	98
Baulkham Hills	13-14	0	Father only	23
Baulkham Hills	13-14	0	Mother only	33
Baulkham Hills	13-14	0	Neither	66
Baulkham Hills	13-14	1		4
Baulkham Hills	13-14	1	Both	695
Baulkham Hills	13-14	1	Father only	138
Baulkham Hills	13-14	1	Mother only	155
Baulkham Hills	13-14	1	Neither	755
Baulkham Hills	15-17	0	Both	153
Baulkham Hills	15-17	0	Father only	29
Baulkham Hills	15-17	0	Mother only	31
Baulkham Hills	15-17	0	Neither	157
Baulkham Hills	15-17	1		8
Baulkham Hills	15-17	1	Both	942
Baulkham Hills	15-17	1	Father only	188
Baulkham Hills	15-17	1	Mother only	219
Baulkham Hills	15-17	1	Neither	1140
Baulkham Hills	18-20	0		7
Baulkham Hills	18-20	0	Both	69
Baulkham Hills	18-20	0	Father only	14
Baulkham Hills	18-20	0	Mother only	19
Baulkham Hills	18-20	0	Neither	116
Baulkham Hills	18-20	1		3
Baulkham Hills	18-20	1	Both	561
Baulkham Hills	18-20	1	Father only	108
Baulkham Hills	18-20	1	Mother only	109
Baulkham Hills	18-20	1	Neither	905
Baulkham Hills	21-24	0	Both	30
Baulkham Hills	21-24	0	Father only	11
Baulkham Hills	21-24	0	Mother only	9
Baulkham Hills	21-24	0	Neither	66
Baulkham Hills	21-24	1	Both	241
Baulkham Hills	21-24	1	Father only	51
Baulkham Hills	21-24	1	Mother only	62
Baulkham Hills	21-24	1	Neither	498
Bega	0-4	0		22
Bega	0-4	0	Both	490
Bega	0-4	0	Father only	23
Bega	0-4	0	Mother only	19
Bega	0-4	0	Neither	7
Bega	0-4	1		19
Bega	0-4	1	Both	1761
Bega	0-4	1	Father only	160
Bega	0-4	1	Mother only	103
Bega	0-4	1	Neither	73
Bega	5-9	0		26
Bega	5-9	0	Both	778
Bega	5-9	0	Father only	39
Bega	5-9	0	Mother only	59
Bega	5-9	0	Neither	14
Bega	5-9	1		17
Bega	5-9	1	Both	2116
Bega	5-9	1	Father only	141
Bega	5-9	1	Mother only	151
Bega	5-9	1	Neither	80
Bega	10-12	0		17
Bega	10-12	0	Both	469
Bega	10-12	0	Father only	31
Bega	10-12	0	Mother only	40
Bega	10-12	0	Neither	19
Bega	10-12	1		15
Bega	10-12	1	Both	1283
Bega	10-12	1	Father only	79
Bega	10-12	1	Mother only	90
Bega	10-12	1	Neither	50
Bega	13-14	0		11
Bega	13-14	0	Both	336
Bega	13-14	0	Father only	31
Bega	13-14	0	Mother only	44
Bega	13-14	0	Neither	8
Bega	13-14	1		6
Bega	13-14	1	Both	816
Bega	13-14	1	Father only	57
Bega	13-14	1	Mother only	75
Bega	13-14	1	Neither	40
Bega	15-17	0		20
Bega	15-17	0	Both	406
Bega	15-17	0	Father only	27
Bega	15-17	0	Mother only	52
Bega	15-17	0	Neither	19
Bega	15-17	1		3
Bega	15-17	1	Both	975
Bega	15-17	1	Father only	79
Bega	15-17	1	Mother only	98
Bega	15-17	1	Neither	62
Bega	18-20	0	Both	64
Bega	18-20	0	Father only	10
Bega	18-20	0	Mother only	5
Bega	18-20	0	Neither	6
Bega	18-20	1	Both	156
Bega	18-20	1	Father only	13
Bega	18-20	1	Mother only	11
Bega	18-20	1	Neither	9
Bega	21-24	0	Both	10
Bega	21-24	1	Both	23
Blacktown	0-4	0		37
Blacktown	0-4	0	Both	506
Blacktown	0-4	0	Father only	54
Blacktown	0-4	0	Mother only	115
Blacktown	0-4	0	Neither	208
Blacktown	0-4	1		24
Blacktown	0-4	1	Both	1364
Blacktown	0-4	1	Father only	326
Blacktown	0-4	1	Mother only	406
Blacktown	0-4	1	Neither	3338
Blacktown	5-9	0		38
Blacktown	5-9	0	Both	543
Blacktown	5-9	0	Father only	68
Blacktown	5-9	0	Mother only	131
Blacktown	5-9	0	Neither	307
Blacktown	5-9	1		37
Blacktown	5-9	1	Both	1199
Blacktown	5-9	1	Father only	274
Blacktown	5-9	1	Mother only	356
Blacktown	5-9	1	Neither	2914
Blacktown	10-12	0		30
Blacktown	10-12	0	Both	342
Blacktown	10-12	0	Father only	50
Blacktown	10-12	0	Mother only	86
Blacktown	10-12	0	Neither	206
Blacktown	10-12	1		11
Blacktown	10-12	1	Both	600
Blacktown	10-12	1	Father only	120
Blacktown	10-12	1	Mother only	160
Blacktown	10-12	1	Neither	1403
Blacktown	13-14	0		16
Blacktown	13-14	0	Both	241
Blacktown	13-14	0	Father only	47
Blacktown	13-14	0	Mother only	49
Blacktown	13-14	0	Neither	154
Blacktown	13-14	1		12
Blacktown	13-14	1	Both	414
Blacktown	13-14	1	Father only	87
Blacktown	13-14	1	Mother only	103
Blacktown	13-14	1	Neither	832
Blacktown	15-17	0		19
Blacktown	15-17	0	Both	259
Blacktown	15-17	0	Father only	53
Blacktown	15-17	0	Mother only	76
Blacktown	15-17	0	Neither	240
Blacktown	15-17	1		7
Blacktown	15-17	1	Both	521
Blacktown	15-17	1	Father only	115
Blacktown	15-17	1	Mother only	116
Blacktown	15-17	1	Neither	1287
Blacktown	18-20	0	Both	72
Blacktown	18-20	0	Father only	25
Blacktown	18-20	0	Mother only	25
Blacktown	18-20	0	Neither	157
Blacktown	18-20	1		5
Blacktown	18-20	1	Both	180
Blacktown	18-20	1	Father only	58
Blacktown	18-20	1	Mother only	50
Blacktown	18-20	1	Neither	895
Blacktown	21-24	0		4
Blacktown	21-24	0	Both	33
Blacktown	21-24	0	Father only	7
Blacktown	21-24	0	Mother only	5
Blacktown	21-24	0	Neither	98
Blacktown	21-24	1		4
Blacktown	21-24	1	Both	78
Blacktown	21-24	1	Father only	21
Blacktown	21-24	1	Mother only	20
Blacktown	21-24	1	Neither	448
Blue Mountains	0-4	0		16
Blue Mountains	0-4	0	Both	353
Blue Mountains	0-4	0	Father only	33
Blue Mountains	0-4	0	Mother only	54
Blue Mountains	0-4	0	Neither	12
Blue Mountains	0-4	1		14
Blue Mountains	0-4	1	Both	2434
Blue Mountains	0-4	1	Father only	305
Blue Mountains	0-4	1	Mother only	353
Blue Mountains	0-4	1	Neither	146
Blue Mountains	5-9	0		21
Blue Mountains	5-9	0	Both	537
Blue Mountains	5-9	0	Father only	65
Blue Mountains	5-9	0	Mother only	104
Blue Mountains	5-9	0	Neither	36
Blue Mountains	5-9	1		18
Blue Mountains	5-9	1	Both	2486
Blue Mountains	5-9	1	Father only	383
Blue Mountains	5-9	1	Mother only	461
Blue Mountains	5-9	1	Neither	220
Blue Mountains	10-12	0		9
Blue Mountains	10-12	0	Both	362
Blue Mountains	10-12	0	Father only	69
Blue Mountains	10-12	0	Mother only	72
Blue Mountains	10-12	0	Neither	43
Blue Mountains	10-12	1		4
Blue Mountains	10-12	1	Both	1453
Blue Mountains	10-12	1	Father only	204
Blue Mountains	10-12	1	Mother only	258
Blue Mountains	10-12	1	Neither	145
Blue Mountains	13-14	0		3
Blue Mountains	13-14	0	Both	236
Blue Mountains	13-14	0	Father only	42
Blue Mountains	13-14	0	Mother only	53
Blue Mountains	13-14	0	Neither	26
Blue Mountains	13-14	1		4
Blue Mountains	13-14	1	Both	895
Blue Mountains	13-14	1	Father only	113
Blue Mountains	13-14	1	Mother only	169
Blue Mountains	13-14	1	Neither	100
Blue Mountains	15-17	0		11
Blue Mountains	15-17	0	Both	344
Blue Mountains	15-17	0	Father only	54
Blue Mountains	15-17	0	Mother only	88
Blue Mountains	15-17	0	Neither	56
Blue Mountains	15-17	1		9
Blue Mountains	15-17	1	Both	1198
Blue Mountains	15-17	1	Father only	183
Blue Mountains	15-17	1	Mother only	234
Blue Mountains	15-17	1	Neither	150
Blue Mountains	18-20	0	Both	94
Blue Mountains	18-20	0	Father only	12
Blue Mountains	18-20	0	Mother only	22
Blue Mountains	18-20	0	Neither	9
Blue Mountains	18-20	1	Both	415
Blue Mountains	18-20	1	Father only	74
Blue Mountains	18-20	1	Mother only	78
Blue Mountains	18-20	1	Neither	46
Blue Mountains	21-24	0	Both	42
Blue Mountains	21-24	0	Father only	12
Blue Mountains	21-24	0	Mother only	19
Blue Mountains	21-24	0	Neither	5
Blue Mountains	21-24	1	Both	182
Blue Mountains	21-24	1	Father only	28
Blue Mountains	21-24	1	Mother only	39
Blue Mountains	21-24	1	Neither	39
Cabramatta	0-4	0		73
Cabramatta	0-4	0	Both	227
Cabramatta	0-4	0	Father only	86
Cabramatta	0-4	0	Mother only	92
Cabramatta	0-4	0	Neither	562
Cabramatta	0-4	1		29
Cabramatta	0-4	1	Both	541
Cabramatta	0-4	1	Father only	305
Cabramatta	0-4	1	Mother only	307
Cabramatta	0-4	1	Neither	2294
Cabramatta	5-9	0		81
Cabramatta	5-9	0	Both	212
Cabramatta	5-9	0	Father only	104
Cabramatta	5-9	0	Mother only	117
Cabramatta	5-9	0	Neither	873
Cabramatta	5-9	1		38
Cabramatta	5-9	1	Both	447
Cabramatta	5-9	1	Father only	232
Cabramatta	5-9	1	Mother only	231
Cabramatta	5-9	1	Neither	2582
Cabramatta	10-12	0		54
Cabramatta	10-12	0	Both	129
Cabramatta	10-12	0	Father only	38
Cabramatta	10-12	0	Mother only	59
Cabramatta	10-12	0	Neither	617
Cabramatta	10-12	1		24
Cabramatta	10-12	1	Both	255
Cabramatta	10-12	1	Father only	93
Cabramatta	10-12	1	Mother only	126
Cabramatta	10-12	1	Neither	1618
Cabramatta	13-14	0		41
Cabramatta	13-14	0	Both	93
Cabramatta	13-14	0	Father only	22
Cabramatta	13-14	0	Mother only	40
Cabramatta	13-14	0	Neither	431
Cabramatta	13-14	1		10
Cabramatta	13-14	1	Both	141
Cabramatta	13-14	1	Father only	49
Cabramatta	13-14	1	Mother only	80
Cabramatta	13-14	1	Neither	1197
Cabramatta	15-17	0		40
Cabramatta	15-17	0	Both	99
Cabramatta	15-17	0	Father only	32
Cabramatta	15-17	0	Mother only	37
Cabramatta	15-17	0	Neither	632
Cabramatta	15-17	1		8
Cabramatta	15-17	1	Both	213
Cabramatta	15-17	1	Father only	84
Cabramatta	15-17	1	Mother only	110
Cabramatta	15-17	1	Neither	1804
Cabramatta	18-20	0		29
Cabramatta	18-20	0	Both	23
Cabramatta	18-20	0	Father only	10
Cabramatta	18-20	0	Mother only	15
Cabramatta	18-20	0	Neither	449
Cabramatta	18-20	1		5
Cabramatta	18-20	1	Both	103
Cabramatta	18-20	1	Father only	24
Cabramatta	18-20	1	Mother only	45
Cabramatta	18-20	1	Neither	1311
Cabramatta	21-24	0		5
Cabramatta	21-24	0	Both	15
Cabramatta	21-24	0	Father only	13
Cabramatta	21-24	0	Mother only	13
Cabramatta	21-24	0	Neither	219
Cabramatta	21-24	1		3
Cabramatta	21-24	1	Both	51
Cabramatta	21-24	1	Father only	19
Cabramatta	21-24	1	Mother only	32
Cabramatta	21-24	1	Neither	727
Camden	0-4	0		18
Camden	0-4	0	Both	471
Camden	0-4	0	Father only	45
Camden	0-4	0	Mother only	75
Camden	0-4	0	Neither	57
Camden	0-4	1		36
Camden	0-4	1	Both	4197
Camden	0-4	1	Father only	477
Camden	0-4	1	Mother only	582
Camden	0-4	1	Neither	798
Camden	5-9	0		19
Camden	5-9	0	Both	713
Camden	5-9	0	Father only	56
Camden	5-9	0	Mother only	101
