SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC32891,125,0,0,0,0,130,120,0,0,0,0,121,16,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,7,282,0,0,0,0,280
SSC32892,34,0,0,0,0,37,44,0,0,3,0,48,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,3,0,93
SSC32893,32,0,0,0,0,32,24,0,0,0,0,24,11,0,0,0,0,9,0,0,6,0,0,7,9,0,0,3,0,6,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,22,0,11,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,79,0,11,3,0,90
SSC32894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC32895,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC32896,62,3,133,32,4,227,51,10,136,3,3,205,29,22,479,0,0,530,0,0,13,0,0,13,14,11,80,4,0,106,0,0,14,0,0,14,0,0,21,3,0,30,3,0,0,0,0,5,43,32,614,5,3,695,0,0,3,0,0,3,4,3,22,3,0,30,161,45,901,46,6,1166
SSC32897,100,10,0,0,0,105,191,18,0,0,0,207,72,44,3,0,0,123,58,26,8,0,0,89,45,24,0,0,0,68,3,0,0,0,3,4,16,16,0,0,0,31,3,0,0,0,0,3,207,102,14,0,3,323,3,0,0,0,0,3,12,0,0,0,3,16,503,133,14,3,8,657
SSC32898,48,0,0,0,0,54,84,0,0,0,0,84,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,4,155,0,0,4,0,157
SSC32899,74,0,0,0,0,74,34,0,0,0,0,34,7,0,3,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,24,0,3,0,0,27,0,0,0,0,0,0,5,0,0,0,0,5,145,0,3,0,0,145
SSC32900,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC32901,344,44,67,0,15,465,643,44,65,0,4,757,281,145,205,0,5,640,7,0,7,0,0,16,62,30,49,0,8,154,0,0,0,0,0,0,4,3,6,0,0,9,3,3,3,0,0,15,365,180,276,0,14,839,7,3,0,0,0,6,20,8,7,0,3,39,1375,285,413,0,33,2108
SSC32902,187,3,0,18,0,211,431,7,0,0,0,438,245,20,7,0,0,265,3,18,0,0,0,23,65,4,0,0,0,75,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,6,325,38,4,3,0,376,6,0,0,0,0,4,18,0,0,3,0,28,970,54,12,22,0,1060
SSC32903,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC32904,21,9,3,0,0,32,71,31,5,0,0,100,21,26,0,0,0,54,0,3,0,0,0,3,12,0,0,0,0,14,0,0,0,0,0,0,34,54,3,0,0,87,0,0,0,0,0,0,68,85,3,0,0,154,0,0,0,0,0,0,4,4,0,0,0,8,160,122,8,0,0,298
SSC32905,38,0,0,0,0,38,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63
SSC32906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32907,20,0,0,0,0,20,35,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,75,0,0,0,0,75
SSC32908,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC32909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC32910,420,131,140,0,0,686,556,184,125,0,3,868,116,201,236,4,3,552,4,21,11,0,0,34,61,79,89,3,5,237,0,0,3,0,0,3,3,14,13,0,0,21,4,3,4,0,0,8,187,312,355,6,8,863,3,0,6,0,0,13,34,19,8,0,0,65,1195,648,630,9,11,2488
SSC32911,270,0,0,0,0,276,202,3,0,0,0,203,77,7,39,0,0,126,23,7,7,0,0,42,67,4,15,3,0,84,5,0,0,0,0,6,47,0,10,9,0,57,3,0,0,0,0,10,227,20,68,13,0,329,8,0,0,0,0,8,30,3,3,0,0,33,733,28,72,16,0,852
SSC32912,55,0,0,3,0,61,40,0,0,0,0,38,12,0,9,0,0,23,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,4,0,40,0,0,0,0,0,0,3,0,0,0,0,3,128,0,7,10,0,143
SSC32913,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25
SSC32914,20,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,36
SSC32915,56,0,0,0,0,56,64,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,137,0,0,0,0,143
SSC32916,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC32917,49,0,0,0,0,49,26,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,4,91,0,0,0,0,87
SSC32918,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32919,389,59,58,0,0,506,293,6,28,0,0,332,101,8,10,0,0,117,0,0,0,0,0,0,25,8,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,139,15,18,0,0,172,17,41,4,0,0,64,5,3,0,0,3,11,840,129,106,0,7,1083
SSC32920,13,0,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,30
SSC32921,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC32922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC32923,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC32924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,0,0,0,74,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,9,0,0,0,0,0,0,68,9,0,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,70,9,0,4,0,91
SSC32925,15,0,0,0,0,15,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,40
SSC32926,433,21,0,0,0,447,858,57,0,0,3,920,250,155,14,0,0,420,11,31,3,0,0,50,100,23,9,0,0,130,0,0,0,0,0,0,6,3,0,0,0,11,6,0,0,0,0,6,371,215,23,0,0,617,3,3,0,0,0,5,27,8,0,0,0,37,1697,297,28,0,3,2024
SSC32927,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC32928,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6
SSC32929,70,0,0,0,0,71,40,0,0,0,0,40,3,4,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,42,4,0,0,0,46,3,0,0,0,0,3,3,0,0,0,0,3,161,4,0,0,0,162
SSC32930,100,0,0,0,0,102,108,0,0,0,0,108,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,240,0,0,0,0,243
SSC32931,333,0,0,0,0,333,561,0,0,0,0,561,273,22,4,0,0,302,3,0,0,0,0,3,50,0,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,340,22,4,0,4,363,3,0,0,0,0,3,26,3,0,0,0,31,1262,24,4,0,4,1289
SSC32932,643,170,0,26,4,841,2853,261,0,0,8,3123,1986,712,0,0,4,2703,45,10,0,0,0,52,283,142,0,3,0,431,6,13,0,0,0,18,22,18,0,5,0,48,12,0,0,0,0,15,2359,892,0,10,5,3270,18,24,0,0,0,43,108,38,0,3,0,146,5985,1386,3,45,18,7429
SSC32933,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC32934,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21
SSC32935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC32936,23,0,0,0,0,23,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,37
SSC32937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC32938,22,0,0,0,0,22,38,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,69
SSC32939,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,24
SSC32940,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC32941,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20
SSC32942,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,27
SSC32943,242,0,0,0,0,242,606,0,0,0,0,606,124,3,0,0,0,127,15,0,0,0,0,15,16,0,0,0,0,16,0,0,0,0,0,0,208,0,0,0,0,208,0,0,0,0,0,0,361,3,0,0,0,366,8,0,0,0,0,8,15,0,0,0,0,12,1225,3,0,0,0,1230
SSC32944,55,0,0,0,0,60,98,0,0,0,0,96,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,173,0,0,0,3,178
SSC32945,860,21,60,3,0,947,770,22,101,0,0,893,438,75,308,0,3,826,39,23,23,0,0,82,165,26,93,0,4,290,16,0,18,0,0,33,3,5,17,0,0,22,16,3,8,0,0,22,676,127,465,0,6,1277,40,3,26,0,0,66,55,3,27,0,3,82,2403,176,678,3,10,3273
SSC32946,10,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24
SSC32947,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC32948,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC32949,28,0,0,0,0,32,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3,75
SSC32950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32951,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC32952,14,0,0,0,0,14,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
SSC32953,1254,178,54,89,15,1591,707,70,19,12,7,810,549,257,93,0,17,919,59,54,7,0,0,115,172,77,21,0,7,278,0,3,0,0,0,12,18,6,8,18,3,52,10,3,0,0,0,15,813,404,134,19,25,1395,19,14,4,0,3,33,72,20,6,6,62,173,2864,685,218,131,113,4002
SSC32954,1283,10,16,0,0,1309,607,8,0,0,3,618,366,32,8,0,0,399,19,15,0,0,0,34,110,6,4,0,3,122,14,7,0,0,0,21,24,0,0,0,0,24,5,0,0,0,0,5,539,55,12,0,5,605,110,10,0,0,0,122,74,3,0,0,0,73,2612,81,25,0,5,2725
SSC32955,34,0,0,0,0,34,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,81,0,0,0,0,84
SSC32956,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC32957,56,0,0,0,0,59,69,0,0,3,0,72,14,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,153,0,0,3,3,158
SSC32958,52,0,0,0,0,52,69,0,0,0,0,65,3,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,137
SSC32959,60,0,0,0,0,59,52,0,0,0,0,53,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,19,4,0,0,0,0,4,3,0,0,0,0,3,128,0,0,0,0,134
SSC32960,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,34
SSC32961,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22
SSC32962,624,328,80,0,0,1021,993,639,98,0,0,1733,533,669,481,0,3,1687,126,97,24,0,0,238,124,171,158,0,0,458,3,9,8,0,0,17,9,15,31,0,0,54,3,3,12,0,0,20,793,965,713,0,3,2480,8,11,0,0,0,17,44,45,20,0,0,120,2465,1983,919,3,3,5366
SSC32963,18,0,0,0,0,18,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
SSC32964,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC32965,24,0,0,0,0,24,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,43,0,0,0,0,43
SSC32966,31,0,0,0,0,31,52,0,0,0,0,52,16,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,121,0,0,0,0,121
SSC32967,34,0,0,0,0,35,77,0,0,0,0,74,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,133,0,0,3,0,138
SSC32968,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
SSC32969,43,0,0,0,0,42,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,0,83
SSC32970,94,0,0,0,0,94,109,0,0,0,3,111,15,0,0,0,0,15,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,46,0,0,0,0,0,0,5,0,0,0,0,5,247,0,0,0,4,255
SSC32971,127,0,0,0,0,127,126,0,0,0,0,126,15,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,3,0,0,0,0,3,10,0,0,0,0,10,299,0,0,0,0,302
SSC32972,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC32973,44,0,0,0,0,44,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,122,0,0,0,0,122
