SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC30020,40,1950,786,400,2195,0.8,1962,2.8
SSC30021,39,0,749,0,1875,0.6,2124,3.1
SSC30022,41,1950,647,330,1761,0.9,1712,3.2
SSC30023,35,0,2042,0,0,0,0,0
SSC30024,32,2000,951,380,2400,0.9,1724,2
SSC30025,50,0,649,0,1499,0,1499,0
SSC30026,33,2167,947,370,2474,0.8,1865,2.4
SSC30027,37,1083,444,240,1079,0.8,833,2.3
SSC30028,0,0,0,0,0,0,0,0
SSC30029,43,1755,709,250,1949,0.7,1708,2.4
SSC30030,45,1829,760,335,1738,0.8,1377,2.1
SSC30031,37,1820,708,375,1783,0.8,1591,2.8
SSC30032,35,1753,673,390,1666,0.8,1526,2.8
SSC30033,50,0,450,0,1375,0.5,833,2
SSC30034,36,2080,846,400,2139,0.8,2049,3.1
SSC30035,49,1300,545,0,974,0.9,1124,2.6
SSC30036,53,1259,537,0,1187,0.7,850,2.3
SSC30037,37,1300,531,237,1412,0.8,965,2.1
SSC30038,43,1798,638,380,1786,0.7,1724,2.9
SSC30039,39,2167,717,200,2129,0.8,1740,2.7
SSC30040,41,2000,863,310,2170,0.8,1976,2.7
SSC30041,51,1300,482,220,1148,0.7,892,2.2
SSC30042,43,1517,587,195,1383,0.7,1183,2.7
SSC30043,46,0,483,0,1312,1,1125,2.3
SSC30044,40,1717,740,185,1833,0.8,1460,2.6
SSC30045,43,1138,713,88,1525,0.7,1116,2.3
SSC30046,61,0,0,0,0,0,0,0
SSC30047,40,1842,731,310,1937,0.9,1730,2.9
SSC30048,53,1200,531,200,1531,1,1012,2.1
SSC30049,47,1300,473,240,1065,0.8,945,2.4
SSC30050,51,1343,450,0,850,1.3,949,2.2
SSC30051,31,0,762,0,1437,0.6,1375,1.4
SSC30052,0,0,0,0,0,0,0,0
SSC30053,24,0,1018,0,1374,0,1375,5
SSC30054,45,1500,466,66,1156,0.8,875,2.4
SSC30055,45,384,446,100,1062,0.7,866,2.2
SSC30056,45,1275,465,218,1068,0.8,1018,2.5
SSC30057,56,1664,515,253,1174,0.7,854,1.9
SSC30058,34,1863,693,290,1697,0.8,1421,2.6
SSC30059,54,1257,530,13,1374,0.7,774,2.2
SSC30060,45,0,383,0,1375,0.8,1249,2.5
SSC30061,52,0,566,0,1312,0.7,933,2
SSC30062,38,1827,763,370,2122,0.8,1981,3
SSC30063,32,2000,758,345,2094,0.9,1585,2.3
SSC30064,41,2167,909,450,2596,0.7,2586,3.1
SSC30065,43,1340,612,0,1593,0.8,1531,2.9
SSC30066,55,1083,465,220,1374,0.6,982,2.3
SSC30067,47,1200,443,260,944,0.8,820,2.3
SSC30068,45,1469,491,216,1118,0.8,958,2.5
SSC30069,0,0,0,0,0,0,0,0
SSC30070,48,1674,545,250,1406,0.7,1298,2.6
SSC30071,36,453,608,110,1266,0.8,1014,2.2
SSC30072,52,650,444,175,1187,0.7,833,1.9
SSC30073,37,1950,825,395,2098,0.8,1879,2.7
SSC30074,46,0,250,0,0,0,0,0
SSC30075,42,1500,548,265,1321,0.8,1187,2.7
SSC30076,0,0,0,0,0,0,0,0
SSC30077,59,1127,486,225,984,0.7,794,1.7
SSC30078,41,0,937,0,1583,0.7,1541,2.2
SSC30079,51,0,1062,0,0,1,2124,1
SSC30080,39,1430,532,320,1238,0.8,1066,2.3
SSC30081,41,0,887,0,1625,0.9,1833,3
SSC30082,41,2167,751,0,2291,0.8,1875,2.7
SSC30083,41,0,599,0,1375,0.8,1333,2
SSC30084,39,1950,638,290,1625,0.8,1440,2.5
SSC30085,43,2113,753,370,2023,0.9,1833,2.9
SSC30086,43,1950,632,400,1610,0.8,1448,2.7
SSC30087,33,2741,774,200,1625,0.9,1303,2.7
SSC30088,40,1800,615,400,1563,0.8,1408,2.7
SSC30089,39,2413,1018,360,2757,0.8,1967,2.3
SSC30090,35,1378,725,0,2249,0.6,1875,3
SSC30091,31,1907,765,360,1937,0.8,1835,2.9
SSC30092,36,2464,962,430,2848,0.9,2289,2.8
SSC30093,42,1855,634,400,1610,0.8,1334,2.5
SSC30094,46,1534,464,100,1156,0.8,1093,2.5
SSC30095,42,2000,729,385,1955,0.8,1500,2.5
SSC30096,45,1415,528,250,1257,0.8,960,2.3
SSC30097,48,2354,714,255,2031,0.8,1562,2.6
SSC30098,49,1100,448,225,1265,1,836,2
SSC30099,45,1700,691,193,1895,0.7,1625,2.5
SSC30100,37,0,933,0,3999,0,2374,2
SSC30101,31,2167,952,400,2514,0.9,1970,2.3
SSC30102,45,433,517,70,1230,0.7,789,2.2
SSC30103,29,2300,1004,400,2326,0.8,2279,3.3
SSC30104,28,0,260,100,678,1.4,992,4.2
SSC30105,43,1600,615,300,1375,0.9,1339,3.1
SSC30106,46,1300,497,250,1209,0.7,950,2.2
SSC30107,45,1485,526,290,1265,0.7,1000,2.3
SSC30108,47,0,369,0,725,0.7,687,2
SSC30109,49,1153,474,230,1151,0.8,1005,2.4
SSC30110,43,1313,603,220,1462,0.8,1110,2.3
SSC30111,47,1242,518,200,1212,0.8,889,2.2
SSC30112,36,1500,700,123,1666,0.8,1666,2.9
SSC30113,25,0,368,108,815,1.2,850,3.4
SSC30114,56,1300,413,158,767,0.8,678,1.7
SSC30115,52,0,724,0,0,0.5,1374,2
SSC30116,31,1950,760,405,1789,0.8,1710,3.1
SSC30117,42,1667,575,125,1343,0.9,1205,2.8
SSC30118,37,1084,619,0,1083,0.7,1083,2
SSC30119,35,1900,762,340,1861,0.8,1631,2.6
SSC30120,40,1950,525,200,1375,0.8,1291,2.5
SSC30121,43,1842,602,200,1906,0.8,1660,2.7
SSC30122,25,0,1875,0,4749,0.6,4250,2
SSC30123,36,1733,725,370,1730,0.8,1584,2.8
SSC30124,57,1950,606,340,1392,0.6,1171,2.1
SSC30125,54,1452,437,250,916,0.8,810,2.1
SSC30126,34,0,687,0,1874,2,0,4
SSC30127,54,1717,526,250,1224,0.8,1023,2.2
SSC30128,47,1115,535,180,1187,0.8,1161,2.5
SSC30129,47,1288,575,290,1474,0.7,1270,2.4
SSC30130,37,1300,1329,0,2666,0.8,2750,2.8
SSC30131,53,867,394,133,1062,0.9,768,2.1
SSC30132,36,2400,1076,425,2814,0.8,2309,2.6
SSC30133,55,2178,610,380,1211,0.7,1142,2.2
SSC30134,37,2392,908,250,2349,0.9,2181,3.1
SSC30135,24,0,568,112,1259,1.3,1337,3.5
SSC30136,54,1148,519,100,1343,0.7,1062,2.5
SSC30137,40,2600,712,300,1833,0.8,1583,2.6
SSC30138,43,1775,733,150,1406,1,1312,2.9
SSC30139,32,0,665,122,1125,0.6,1375,2.5
SSC30140,32,0,450,0,0,0,0,0
SSC30141,38,1300,676,200,1910,0.8,1708,2.8
SSC30142,44,1517,477,170,1399,0.7,1268,2.2
SSC30143,43,2149,680,330,1924,0.7,1775,2.5
SSC30144,53,0,556,0,0,0,0,2
SSC30145,61,0,474,0,0,0,0,0
SSC30146,43,1864,852,283,2107,0.7,2035,2.6
SSC30147,56,1800,533,385,1298,0.7,1160,2.4
SSC30148,32,1821,710,400,2014,0.8,2012,3.3
SSC30149,37,1950,737,378,1940,0.8,1663,2.6
SSC30150,37,1300,520,148,1145,0.9,1071,2.8
SSC30151,38,0,649,0,0,0,0,0
SSC30152,50,726,588,61,1444,0.7,1053,1.9
SSC30153,41,1700,543,0,1375,0.7,1124,1.3
SSC30154,42,1200,715,150,1657,0.8,1237,2.2
SSC30155,62,0,350,0,450,0.4,725,1.5
SSC30156,37,2600,1035,460,3133,0.8,2538,2.8
SSC30157,52,867,450,180,788,0.8,725,1.7
SSC30158,44,1800,734,390,1796,0.7,1726,2.8
SSC30159,50,1602,553,300,1281,0.7,1088,2.2
SSC30160,34,1325,417,0,1249,1,1187,3
SSC30161,42,824,450,0,1375,0.8,1375,2.8
SSC30162,24,0,715,0,0,0,0,0
SSC30163,48,725,575,0,1625,0.4,949,1.5
SSC30164,47,1950,671,350,1718,0.7,1420,2.4
SSC30165,0,0,0,0,0,0,0,0
SSC30166,41,1997,733,450,1992,0.8,1953,3.1
SSC30167,34,2217,665,0,1875,0.8,1624,3
SSC30168,30,0,724,0,1666,0.9,1708,3.4
SSC30169,44,1600,485,200,1125,0.7,935,2.1
SSC30170,54,0,575,160,1499,0.8,833,2
SSC30171,17,0,0,0,0,0,0,0
SSC30172,35,0,866,0,1249,1,966,4
SSC30173,38,1000,845,175,1833,0.8,1781,2.4
SSC30174,56,2158,681,215,1937,0.8,1812,2.3
SSC30175,46,1755,674,0,1437,0.7,1416,2.1
SSC30176,47,0,437,0,0,0,0,2
SSC30177,51,0,512,220,900,0.4,637,1.8
SSC30178,0,0,0,0,0,0,0,0
SSC30179,43,1127,566,200,1375,0.7,985,2.2
SSC30180,0,0,0,0,0,0,0,0
SSC30181,45,0,563,0,1343,0.8,928,2.4
SSC30182,0,0,0,0,0,0,0,0
SSC30183,37,1300,603,260,1339,0.8,1156,2.2
SSC30184,42,1651,561,350,1342,0.8,1095,2.4
SSC30185,36,0,1041,0,2250,0.3,1625,1.6
SSC30186,55,959,404,200,790,0.8,702,2.1
SSC30187,20,0,0,0,0,0,0,0
SSC30188,50,0,2124,0,0,0,0,0
SSC30189,41,1685,762,350,1822,0.7,1678,2.7
SSC30190,63,0,474,0,1499,0.7,725,1.4
SSC30191,50,1517,501,300,1225,0.8,1039,2.4
SSC30192,36,2037,676,300,1751,0.8,1461,2.6
SSC30193,46,734,550,100,1374,1,1042,2.3
SSC30194,43,1442,491,290,1194,0.8,962,2.4
SSC30195,39,625,587,0,1833,1,1375,3.4
SSC30196,48,1328,437,0,1124,0.6,1333,2.3
SSC30197,28,0,924,150,2536,0.7,1843,2.6
SSC30198,47,500,575,150,1292,0.8,1062,2.6
SSC30199,41,2167,794,265,2401,0.8,2327,2.9
SSC30200,46,1720,572,351,1489,0.8,1399,2.6
SSC30201,29,0,474,0,850,0,966,2
SSC30202,41,1400,541,185,1625,0.9,1542,2.6
SSC30203,45,1733,537,0,933,0.7,949,2.1
SSC30204,37,1500,531,285,1255,0.9,1012,2.4
SSC30205,44,1884,570,257,1478,0.8,1255,2.5
SSC30206,49,2080,687,0,1374,0.2,1062,1.5
SSC30207,39,1733,567,330,1376,0.8,1225,2.7
SSC30208,37,0,525,0,1374,0.9,1624,2.5
SSC30209,42,0,933,0,1875,0.7,1624,3.1
SSC30210,32,0,725,0,2250,0.9,1625,2.8
SSC30211,40,1566,830,290,2060,0.8,1424,2.3
SSC30212,47,1800,845,430,2216,0.6,2089,2.6
SSC30213,45,1083,496,120,1384,0.8,1029,2.4
SSC30214,51,910,515,0,1125,0.6,949,1.8
SSC30215,56,1430,460,285,982,0.7,786,2
SSC30216,31,1647,707,320,1656,0.8,1511,2.9
SSC30217,40,2000,763,400,2166,0.7,2017,3
SSC30218,46,1230,512,213,1625,0.8,1458,2.8
SSC30219,0,0,0,0,0,0,0,0
SSC30220,0,0,0,0,0,0,0,0
SSC30221,47,1517,537,330,1381,0.8,1262,2.6
SSC30222,32,1674,589,345,1346,0.8,1295,2.9
SSC30223,51,1192,398,155,1062,0.8,942,2.6
SSC30224,51,2323,428,250,900,0.7,933,2.5
SSC30225,53,1432,506,200,1325,0.6,1031,2.1
SSC30226,38,2058,831,435,2210,0.8,2094,2.9
SSC30227,52,0,1291,0,0,1,0,1
SSC30228,34,1469,647,250,1451,0.8,1212,2.7
SSC30229,28,0,743,0,949,1,1312,2
SSC30230,45,1324,630,150,1357,0.8,1238,2.5
SSC30231,46,1597,552,245,1281,0.9,1275,2.9
SSC30232,39,2383,732,250,2200,0.9,2083,3
SSC30233,56,0,379,198,833,0.6,706,1.5
SSC30234,55,975,405,240,777,0.8,756,2.2
SSC30235,43,2167,474,75,1187,0.6,1125,2.8
SSC30236,34,0,556,290,1416,1.1,1416,3.4
SSC30237,43,2058,672,500,1865,0.8,1634,2.8
SSC30238,30,1695,712,345,1666,0.8,1594,3
SSC30239,56,2000,408,160,762,0.7,687,2.2
SSC30240,39,2000,655,250,1416,0.6,1350,2.6
SSC30241,45,1322,417,0,900,0.9,949,3
SSC30242,31,1928,753,410,1735,0.8,1754,3.3
SSC30243,35,1300,549,250,1275,0.8,1016,2.3
SSC30244,47,1517,507,325,1245,0.8,949,2.3
SSC30245,48,1400,440,170,988,0.8,891,2.4
SSC30246,44,1717,568,134,1258,1,1107,2.7
SSC30247,47,1650,531,150,1406,0.9,1312,2.5
SSC30248,44,1300,677,218,1575,0.8,1531,2.8
SSC30249,46,1300,543,220,1358,0.8,1279,2.6
SSC30250,55,867,417,183,817,0.7,712,2
SSC30251,39,1733,630,365,1435,0.9,1156,2.2
SSC30252,47,1733,645,350,1469,0.9,1114,2
SSC30253,35,0,825,0,1624,0.8,1812,3
SSC30254,34,1592,763,250,2068,0.8,1820,2.6
SSC30255,52,1142,524,220,1138,0.9,1048,1.9
SSC30256,68,0,274,0,0,0.5,0,2
SSC30257,41,0,749,0,1249,1,1249,3
SSC30258,47,1387,554,280,1093,0.9,943,2.2
SSC30259,49,763,599,175,1374,0.7,1050,2.1
SSC30260,36,0,1583,0,0,0,0,0
SSC30261,31,0,729,120,1937,0.9,1437,2.6
SSC30262,44,2562,675,250,1399,0.7,1031,2.4
SSC30263,41,1961,712,400,1918,0.8,1673,2.8
SSC30264,45,2000,858,460,2049,0.7,1899,2.4
SSC30265,45,1625,665,168,1875,0.7,1812,3
SSC30266,33,2500,795,420,1951,0.9,1621,2.4
SSC30267,60,0,425,0,1062,0.6,1042,2
SSC30268,40,1408,474,0,1583,0.8,974,2.5
SSC30269,47,1733,551,363,1375,0.8,1260,2.6
SSC30270,39,1733,708,300,1728,0.9,1539,2.7
SSC30271,54,1423,433,123,1274,1,833,2.4
SSC30272,48,867,508,140,1266,0.8,936,2.2
SSC30273,0,0,0,0,0,0,0,0
SSC30274,56,953,418,220,931,0.7,731,2.2
SSC30275,55,874,409,228,878,0.8,719,2.4
SSC30276,54,1052,417,200,924,0.8,778,2.2
SSC30277,0,0,0,0,0,0,0,0
SSC30278,45,1300,597,165,1600,0.7,1375,2.7
SSC30279,28,2167,735,275,1691,0.7,1479,2.8
SSC30280,54,1517,485,340,1562,0.8,1437,2.7
SSC30281,36,1517,630,310,1590,0.8,1417,2.6
SSC30282,49,1517,442,0,966,0.6,933,2.2
SSC30283,30,1520,1104,150,2415,0.8,2184,2.7
SSC30284,0,0,0,0,0,0,0,0
SSC30285,44,1517,656,220,1841,0.8,1795,2.7
SSC30286,52,867,575,0,985,0.7,977,2.2
SSC30287,42,0,824,0,1406,0,1458,2.8
SSC30288,45,1400,524,250,1339,0.8,1201,2.6
SSC30289,40,1779,635,393,1521,0.8,1355,2.6
SSC30290,49,1014,439,43,1053,1,737,2.1
SSC30291,45,1423,452,155,1062,0.9,819,2.4
SSC30292,39,0,695,0,1875,0.8,1749,3.3
SSC30293,47,2167,892,380,2307,0.7,2237,2.7
SSC30294,40,1733,686,300,1687,0.8,1517,2.7
SSC30295,36,2000,722,350,1768,0.9,1730,2.9
SSC30296,42,1517,949,87,2017,0.8,1968,2.4
SSC30297,52,0,674,0,1374,0.6,1624,4.2
SSC30298,54,0,724,0,0,0.3,749,1
SSC30299,55,0,430,0,1312,1,1062,1.9
SSC30300,43,949,843,0,1749,0.8,1031,2.6
SSC30301,56,0,656,250,1375,1.1,739,1.6
SSC30302,27,2000,890,330,2009,0.8,1900,3
SSC30303,22,0,288,73,817,1,693,3.7
SSC30304,38,1950,652,420,1745,0.8,1625,2.9
SSC30305,50,1300,460,255,1166,0.9,1097,2.5
SSC30306,44,536,643,130,1125,0.7,885,2.2
SSC30307,0,0,0,0,0,0,0,0
SSC30308,50,1083,523,230,1281,0.9,1300,2.7
SSC30309,38,0,700,0,1375,0,2124,0
SSC30310,43,1950,565,260,1583,0.9,1474,2.8
SSC30311,64,1452,463,267,985,0.7,761,1.9
SSC30312,33,0,739,120,1666,0.8,1374,2.8
SSC30313,34,1924,756,365,1792,0.8,1555,2.8
SSC30314,39,2228,740,535,2164,0.8,2198,3.3
SSC30315,39,0,682,92,1375,0.8,1333,2.8
SSC30316,50,1167,407,120,1024,0.9,875,2
SSC30317,32,1300,599,0,1375,0.7,1125,2.8
SSC30318,41,2080,708,160,1562,0.7,939,2.7
SSC30319,45,1625,517,250,1322,0.8,1252,2.7
SSC30320,54,0,408,0,899,0.7,743,2.3
SSC30321,54,0,949,0,1874,0.8,1042,1.6
SSC30322,50,325,441,0,1166,0.9,825,2.4
SSC30323,47,1300,489,265,1218,0.8,956,2.3
SSC30324,37,1775,512,150,1187,0.8,1125,2.5
SSC30325,55,0,459,115,1375,0.6,899,2.3
SSC30326,37,1797,673,395,1766,0.8,1585,2.7
SSC30327,0,0,0,0,0,0,0,0
SSC30328,54,500,442,0,1187,0.6,1041,2.1
SSC30329,60,1200,426,215,825,0.7,770,1.9
SSC30330,0,0,0,0,0,0,0,0
SSC30331,44,1400,457,290,1152,0.8,1075,2.8
SSC30332,51,1871,605,265,1471,0.9,1337,2.5
SSC30333,40,2000,456,0,1292,1,1125,2.4
SSC30334,42,1300,508,251,1163,0.8,890,2
SSC30335,40,952,466,239,1187,0.9,1075,2.5
SSC30336,46,2600,630,0,2125,0.8,1624,2.5
SSC30337,57,1083,453,250,963,0.7,685,1.9
SSC30338,32,1560,609,340,1392,0.8,1308,2.9
SSC30339,46,1517,514,200,1153,0.8,1148,2.4
SSC30340,57,0,574,0,0,0,874,2
SSC30341,44,1701,666,250,1593,0.8,1412,2.6
SSC30342,39,906,763,99,1600,0.8,1261,2.3
SSC30343,0,0,0,0,0,0,0,0
SSC30344,41,1733,585,250,1381,0.8,1093,2.4
SSC30345,30,2000,857,365,1856,1.1,1353,1.7
SSC30346,39,1300,753,90,1550,0.7,1428,2.8
SSC30347,41,2167,732,430,1940,0.8,1845,2.9
SSC30348,34,2058,710,280,2101,0.8,1893,2.7
SSC30349,48,1161,451,130,1233,0.8,888,2.3
SSC30350,58,0,537,0,0,1,762,1.5
SSC30351,40,0,547,75,1312,0.9,1437,2.9
SSC30352,34,1325,860,100,1449,1,1410,2.3
SSC30353,45,1733,659,0,1312,0.9,1375,3.3
SSC30354,40,2318,478,0,1687,0.9,1468,2.7
SSC30355,36,1810,715,380,1822,0.8,1684,2.8
SSC30356,45,1213,696,100,1833,0.8,1395,2.4
SSC30357,53,867,403,200,1062,0.7,887,2.3
SSC30358,62,1125,477,250,1093,0.8,944,2
SSC30359,58,0,819,0,1874,0.6,1874,2
SSC30360,23,0,1050,0,1875,0,2125,0
SSC30361,45,1300,660,200,1587,0.8,1265,2.4
SSC30362,41,1733,702,335,1825,0.9,1624,2.5
SSC30363,38,1582,579,330,1449,0.8,1372,2.9
SSC30364,32,1517,636,300,1476,0.8,1262,2.6
SSC30365,34,1733,681,360,1659,0.8,1536,2.9
SSC30366,44,0,850,215,1624,0.8,1437,2
SSC30367,38,2300,1347,500,3333,0.9,3356,3
SSC30368,42,1517,595,275,1470,0.9,1294,2.9
SSC30369,32,1387,665,340,1279,0.9,1092,2.3
SSC30370,0,0,0,0,0,0,0,0
SSC30371,42,2262,851,450,2587,0.7,2408,3
SSC30372,44,1733,584,320,1478,0.8,1385,2.8
SSC30373,39,867,588,0,1437,0.7,1031,2.4
SSC30374,41,1234,792,148,1958,0.9,1833,2.4
SSC30375,41,1950,749,360,2021,0.8,1606,2.5
SSC30376,41,1500,562,290,1416,0.8,1224,2.6
SSC30377,44,0,368,185,774,0.7,674,1.9
SSC30378,41,900,634,120,1375,0.7,1062,2.4
SSC30379,38,1800,835,400,2046,0.8,1908,2.8
SSC30380,0,0,0,0,0,0,0,0
SSC30381,29,2000,708,545,2181,1.1,1756,2
SSC30382,41,1733,754,360,1496,1,1219,1.8
SSC30383,43,2167,744,500,1923,0.8,1700,2.6
SSC30384,52,0,850,0,1708,0.6,1542,1.8
SSC30385,42,1430,516,245,1264,0.7,977,2.4
SSC30386,35,0,687,0,1124,1,949,0
SSC30387,40,2106,551,310,1375,0.9,1771,3.3
SSC30388,46,2500,882,374,3202,0.7,2915,3.1
SSC30389,49,2184,706,275,1687,0.9,1333,2.2
SSC30390,48,867,462,245,1125,0.8,1036,2.5
SSC30391,36,940,700,155,1562,0.9,1446,2.8
SSC30392,35,2600,1075,508,2970,0.8,2961,3.3
SSC30393,49,1100,467,250,1171,0.8,1008,2.3
SSC30394,56,661,415,55,900,0.6,619,1.7
SSC30395,39,1600,561,158,1525,0.9,1421,2.8
SSC30396,17,0,0,0,0,0,0,0
SSC30397,32,1495,594,340,1367,0.9,1298,2.8
SSC30398,42,1950,479,155,1291,0.7,880,2.4
SSC30399,54,1335,474,0,1062,1.1,949,2.2
SSC30400,54,0,1124,0,1874,0.8,1874,2
SSC30401,41,1244,459,124,1166,0.9,1125,3.1
SSC30402,50,1500,489,0,1343,0.9,1187,2.2
SSC30403,0,0,0,0,0,0,0,0
SSC30404,33,2058,747,300,1923,0.8,1682,2.8
SSC30405,46,1387,452,245,1119,0.8,1042,2.6
SSC30406,40,2061,695,420,2003,0.8,1981,3.2
SSC30407,0,0,0,0,0,0,0,0
SSC30408,42,0,833,0,1625,0.8,1375,2.6
SSC30409,40,1999,680,375,1657,0.8,1383,2.4
SSC30410,45,1902,658,400,1715,0.7,1402,2.5
SSC30411,47,1300,687,0,1062,0.8,1125,2.9
SSC30412,41,1450,593,0,1468,0.9,1437,2.6
SSC30413,45,1300,662,298,1514,0.8,1416,2.6
SSC30414,37,2729,1144,485,2986,0.9,2433,2.5
SSC30415,0,0,0,0,0,0,0,0
SSC30416,60,1300,383,0,833,0.9,784,2.3
SSC30417,0,0,0,0,0,0,0,0
SSC30418,64,0,399,0,0,0,0,0
SSC30419,0,0,0,0,0,0,0,0
SSC30420,50,1105,389,235,833,0.8,753,2.3
SSC30421,50,0,565,0,1124,1.1,850,1.5
SSC30422,55,1471,487,0,1271,0.8,1187,2.2
SSC30423,28,0,541,200,900,0.9,714,2
SSC30424,40,1343,525,270,1152,0.8,930,2.4
SSC30425,47,1300,464,255,1012,0.8,833,2.2
SSC30426,39,1170,470,228,1041,0.8,781,2.2
SSC30427,39,1222,481,225,1183,0.8,788,2
SSC30428,42,2194,750,400,1968,0.8,1652,2.6
SSC30429,34,1400,602,300,1389,0.8,1231,2.5
SSC30430,35,0,725,0,1374,0,1374,1
SSC30431,39,0,849,0,0,1,1187,1.5
SSC30432,35,0,771,0,1625,0.7,1624,2.8
SSC30433,49,1354,454,250,1213,0.8,1062,2.4
SSC30434,37,1387,581,231,1164,0.9,916,2
SSC30435,43,1400,619,0,1542,0.9,1562,3.1
SSC30436,53,0,604,0,1625,0.4,1125,1.4
SSC30437,43,1950,529,190,1416,0.9,1294,2.9
SSC30438,28,0,703,0,1312,0.7,1083,3
SSC30439,49,1833,666,270,1481,0.8,1463,2.7
SSC30440,42,2167,928,578,2855,0.8,2826,3.3
SSC30441,42,1767,810,0,1937,0.8,1812,3
SSC30442,48,2020,584,43,1125,0.7,1031,2.3
SSC30443,45,2600,778,300,2374,0.7,2198,3.1
SSC30444,27,1950,962,330,2014,0.8,1884,2.8
SSC30445,35,1300,450,280,949,0.7,1031,2.5
SSC30446,38,0,795,140,1437,1.2,1104,2.6
SSC30447,34,0,487,0,1062,0.8,900,2.4
SSC30448,41,1950,719,390,1743,0.8,1386,2.2
SSC30449,41,1900,661,410,1668,0.8,1399,2.6
SSC30450,44,2133,602,75,1791,0.7,1156,2.3
SSC30451,55,0,341,0,687,1,687,2
SSC30452,51,1250,449,265,983,0.8,847,2.3
SSC30453,39,1706,593,378,1542,0.8,1301,2.7
SSC30454,37,1733,638,325,1626,0.8,1457,2.8
SSC30455,45,2000,594,400,1713,0.8,1378,2.7
SSC30456,66,0,389,0,674,0.7,700,2
SSC30457,0,0,0,0,0,0,0,0
SSC30458,62,1425,418,270,877,0.7,775,2.1
SSC30459,51,1159,378,250,900,0.9,762,2.4
SSC30460,60,1127,377,250,702,1,642,2
SSC30461,37,0,1937,0,0,0,0,0
SSC30462,36,2479,878,245,2428,0.9,2236,2.9
SSC30463,32,2000,834,350,1956,0.8,1873,3
SSC30464,54,1300,612,0,1625,0.7,1374,2
SSC30465,42,780,561,208,949,0.7,979,2.4
SSC30466,62,867,385,240,773,0.7,753,2
SSC30467,35,0,0,0,0,0,0,0
SSC30468,35,0,389,0,1149,0.7,725,3.5
SSC30469,0,0,0,0,0,0,0,0
SSC30470,49,1318,427,150,871,0.9,711,2.4
SSC30471,49,0,599,0,1024,0.5,1024,1.6
SSC30472,55,0,521,0,962,0.8,762,2
SSC30473,40,1733,814,413,2018,0.8,1916,3.1
SSC30474,35,1580,518,290,1269,0.8,1070,2.6
SSC30475,35,1408,483,280,1155,0.8,978,2.6
SSC30476,41,0,612,0,0,0,0,0
SSC30477,41,0,349,0,0,0,575,5
SSC30478,40,1300,425,230,1812,0.7,1562,2.2
SSC30479,49,2383,739,260,1437,0.8,1375,2.2
SSC30480,33,1834,725,200,1874,1,1458,2.6
SSC30481,42,1929,773,360,2034,0.9,1486,1.9
SSC30482,35,1408,712,300,1430,1,1166,1.9
SSC30483,32,1800,656,400,1632,0.8,1611,3.1
SSC30484,44,1408,565,125,1625,0.9,1044,2.2
SSC30485,52,0,900,0,0,0.6,0,0
SSC30486,39,0,1062,0,0,1,0,4
SSC30487,46,1395,511,150,1284,0.8,1205,2.4
SSC30488,50,0,754,0,1437,0.6,1437,2
SSC30489,41,1213,585,290,1406,1,1312,2.5
SSC30490,28,0,537,0,1312,0.5,1174,1
SSC30491,32,0,700,100,2374,0.9,1749,2.3
SSC30492,66,0,430,0,0,1.1,525,1.6
SSC30493,35,2503,680,175,1875,0.8,1791,1.8
SSC30494,31,2100,736,250,2003,0.8,1803,2.9
SSC30495,58,1517,492,310,1168,0.8,833,1.9
SSC30496,34,1846,620,420,1444,0.8,1306,2.6
SSC30497,45,1539,504,255,1536,0.9,1437,2.7
SSC30498,38,0,612,0,1350,0.8,974,2.7
SSC30499,35,1450,665,265,1485,0.8,1316,2.7
SSC30500,30,0,687,0,2125,0.7,2250,1
SSC30501,45,1250,484,270,1020,1,985,2.7
SSC30502,52,2000,840,0,2062,0.7,1666,2.2
SSC30503,0,0,0,0,0,0,0,0
SSC30504,36,1647,681,330,1721,0.8,1565,2.9
SSC30505,45,0,712,0,2750,0.7,2374,3
SSC30506,36,0,645,125,1312,1,1107,2.1
SSC30507,39,2000,603,180,1399,1,1199,2.6
SSC30508,35,2364,1004,410,2767,0.8,2280,2.8
SSC30509,43,2383,785,300,2585,0.8,2419,3.2
SSC30510,36,1000,534,0,1174,0.7,939,2.9
SSC30511,40,0,0,0,0,0,0,0
SSC30512,45,3000,675,160,1375,0.7,900,2.2
SSC30513,43,1733,769,283,1968,0.8,1512,2.4
SSC30514,37,2384,597,60,1687,1,1625,3
SSC30515,29,0,725,0,0,0,0,0
SSC30516,56,0,532,0,1062,1.4,850,1.5
SSC30517,50,1538,476,300,1152,0.8,1111,2.6
SSC30518,48,0,556,0,1125,0.4,725,2.5
SSC30519,60,0,449,0,0,0,0,0
SSC30520,47,1517,588,158,1274,0.8,1275,2.8
SSC30521,51,1127,599,180,1562,0.9,1562,2.6
SSC30522,44,975,487,123,1083,0.8,1062,1.9
SSC30523,34,2123,879,430,2295,0.8,1871,2.6
SSC30524,37,2200,793,420,2053,0.8,1830,2.8
SSC30525,35,1800,736,310,1509,0.8,1300,2.4
SSC30526,53,2167,425,0,1275,1.3,1354,2.5
SSC30527,39,1777,651,370,1604,0.9,1458,2.8
