SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC12059,45,1300,442,200,1187,0.8,700,1.9
SSC12060,47,4000,1151,850,3558,0.7,3422,3
SSC12061,52,1800,597,250,1525,0.8,1255,2.3
SSC12062,37,2600,850,0,2750,0.5,2583,2.9
SSC12063,44,1200,966,0,2166,0.6,1937,2.1
SSC12064,47,1997,548,295,1525,0.8,1093,2.7
SSC12065,54,2000,678,0,1583,0.6,1458,2
SSC12066,38,1636,658,0,1812,0.8,1666,3.1
SSC12067,44,1584,483,320,1359,0.8,1097,2.5
SSC12068,22,0,779,250,2204,0.9,2173,3.2
SSC12069,74,0,0,0,0,0,0,0
SSC12070,43,2059,433,0,966,0.8,1062,2.4
SSC12071,37,1928,812,300,2007,0.8,1692,2.6
SSC12072,41,1473,599,275,1471,0.9,1375,2.9
SSC12073,42,2600,791,600,2376,0.8,2273,3
SSC12074,35,1950,703,400,1929,0.8,1813,3
SSC12075,40,0,575,0,1624,0.8,900,2.5
SSC12076,50,1400,458,240,1003,0.8,795,2.3
SSC12077,46,1517,555,300,1335,0.8,976,2.1
SSC12078,45,0,637,158,1542,0.8,1593,2.3
SSC12079,33,2000,771,400,2115,0.9,2039,3.2
SSC12080,35,1517,532,280,1414,0.9,1260,2.9
SSC12081,45,0,900,0,0,0.5,900,1
SSC12082,34,4108,700,0,1187,0.8,1187,3.2
SSC12083,42,1617,541,223,1375,0.9,1166,2.8
SSC12084,39,2000,621,280,2083,0.9,1875,2.7
SSC12085,28,1900,461,355,1783,0.8,1296,2.6
SSC12086,43,1950,568,343,1375,0.8,1218,2.7
SSC12087,44,1896,770,320,2062,0.6,1624,2.3
SSC12088,35,2600,889,630,2587,0.8,2564,3.4
SSC12089,32,2512,991,595,2552,0.9,2559,3.5
SSC12090,35,1768,663,315,1673,0.8,1445,2.8
SSC12091,44,1842,687,200,1625,0.8,1449,2.6
SSC12092,43,2300,672,346,1825,0.8,1895,3.2
SSC12093,30,0,658,300,1375,0.9,1208,3
SSC12094,41,2167,588,400,1601,0.9,1613,3.4
SSC12095,44,997,447,213,892,0.8,712,2
SSC12096,44,1430,492,311,1157,0.8,1061,2.7
SSC12097,51,867,550,46,900,0.6,1187,1.7
SSC12098,67,0,524,0,0,1,0,1
SSC12099,26,2600,514,515,2200,1.1,1646,2.4
SSC12100,42,2800,798,420,2577,0.8,2604,3.4
SSC12101,40,2500,698,234,2265,0.9,2050,3.4
SSC12102,49,1337,715,7,1458,0.7,1187,2.3
SSC12103,46,1274,507,110,1166,0.8,788,2.3
SSC12104,62,0,374,0,0,0.5,1149,2
SSC12105,54,0,900,0,0,0,0,0
SSC12106,54,0,450,0,0,0,1649,0
SSC12107,39,0,724,0,1499,0.6,1499,2
SSC12108,55,1076,564,0,1083,0.6,1031,1.6
SSC12109,55,1517,477,300,1201,0.7,1025,2.5
SSC12110,0,0,0,0,0,0,0,0
SSC12111,54,867,490,150,1125,0.6,914,1.9
SSC12112,0,0,0,0,0,0,0,0
SSC12113,48,0,629,120,1624,0.7,1624,2.1
SSC12114,48,0,599,0,1625,0.7,1125,2.3
SSC12115,55,1138,423,120,899,0.6,749,1.9
SSC12116,50,1989,651,388,1639,0.8,1306,2.3
SSC12117,42,2000,716,400,1985,0.8,1836,2.8
SSC12118,49,1929,639,420,1708,0.7,1581,2.5
SSC12119,60,1463,479,270,1125,0.6,873,2.1
SSC12120,52,1734,687,200,1437,0.6,1624,2
SSC12121,51,792,560,0,2250,0.8,2125,2.6
SSC12122,47,1733,587,185,1487,0.8,1325,2.5
SSC12123,46,2000,543,90,1375,0.6,1125,2.4
SSC12124,39,0,693,30,1187,0.5,1100,2.7
SSC12125,45,1950,722,370,2004,0.7,1798,2.6
SSC12126,50,1300,374,0,1166,0.7,899,2.3
SSC12127,52,412,384,0,784,0.6,739,2.7
SSC12128,49,1300,488,245,1131,0.8,1104,2.7
SSC12129,40,3000,951,646,2918,0.9,2534,2.9
SSC12130,41,3000,843,850,2826,0.8,2590,3.2
SSC12131,39,1733,579,350,1447,0.8,1222,2.6
SSC12132,53,1551,558,250,962,0.8,1062,2.3
SSC12133,48,2000,742,379,1625,0.8,1316,2.2
SSC12134,47,2000,783,370,1987,0.7,1592,2.5
SSC12135,0,0,0,0,0,0,0,0
SSC12136,51,0,1021,0,2124,0.7,1875,2.1
SSC12137,37,1733,680,385,1773,0.8,1757,3.1
SSC12138,42,1950,725,0,2250,0.7,2249,2.8
SSC12139,54,1425,479,150,1178,0.8,1071,2.3
SSC12140,52,1500,503,228,1278,0.7,1055,2.3
SSC12141,47,1872,566,340,1467,0.8,1082,2.4
SSC12142,66,1713,461,200,868,0.7,645,1.6
SSC12143,44,1264,537,275,1354,1,1375,2.5
SSC12144,41,0,941,0,0,0,0,1
SSC12145,44,1950,626,368,1723,0.8,1582,3
SSC12146,44,1820,632,315,1562,0.8,1275,2.4
SSC12147,0,0,0,0,0,0,0,0
SSC12148,44,0,737,0,1874,0.9,1542,2.6
SSC12149,39,2167,825,480,2258,0.8,2114,3
SSC12150,34,2129,835,430,2031,0.8,1904,2.9
SSC12151,48,1153,683,0,1825,0.7,1781,2.6
SSC12152,61,0,433,0,0,0,0,2
SSC12153,46,1339,544,330,1145,0.7,1076,2.5
SSC12154,46,2000,628,360,1604,0.8,1230,2.4
SSC12155,46,2167,888,320,2125,0.8,1937,2.5
SSC12156,27,2500,479,525,1993,1.1,1374,2.7
SSC12157,53,0,225,0,0,0.6,0,2
SSC12158,40,2350,588,480,1774,0.9,1564,2.9
SSC12159,28,0,630,0,1874,0.5,1437,1.7
SSC12160,42,0,493,12,1208,0.7,1125,2.5
SSC12161,48,1272,565,170,1166,0.7,1136,2.3
SSC12162,26,0,1024,0,0,1,0,0
SSC12163,34,1714,639,325,1453,0.9,1229,2.5
SSC12164,44,1950,742,290,1894,0.7,1801,2.8
SSC12165,57,1300,468,290,962,0.7,767,1.9
SSC12166,47,1525,604,150,1375,1,1042,2.2
SSC12167,0,0,0,0,0,0,0,0
SSC12168,59,0,575,0,1312,0.6,1312,2
SSC12169,55,433,350,0,774,0.9,675,2
SSC12170,39,1300,483,38,1875,0.8,1625,2.4
SSC12171,40,2600,928,200,2926,0.8,2942,3.6
SSC12172,40,2400,751,420,2148,0.9,1709,2.6
SSC12173,40,2579,1424,540,3355,1,2233,1.8
SSC12174,39,1517,462,290,1375,0.8,1156,2.8
SSC12175,0,0,0,0,0,0,0,0
SSC12176,41,1993,537,160,2083,0.8,1749,2.2
SSC12177,52,3092,537,0,1374,0.7,1187,2.5
SSC12178,48,1500,554,380,1343,0.7,1218,2.7
SSC12179,43,825,440,193,1562,0.6,725,2
SSC12180,0,0,0,0,0,0,0,0
SSC12181,33,2000,673,440,1708,1.2,1626,2.7
SSC12182,41,2500,702,563,2104,0.9,2051,3.1
SSC12183,43,0,584,200,1312,0.6,1124,2.8
SSC12184,39,0,675,0,0,0,0,0
SSC12185,46,1729,689,405,1861,0.7,1504,2.3
SSC12186,49,1192,669,0,1624,0.6,1024,2.2
SSC12187,35,1517,460,300,1178,0.8,1038,2.7
SSC12188,48,1300,604,265,1284,0.7,1069,2.3
SSC12189,47,0,850,0,0,0,0,0
SSC12190,0,0,0,0,0,0,0,0
SSC12191,53,1385,504,225,1264,0.7,1021,2.7
SSC12192,53,758,457,120,971,0.8,781,2.2
SSC12193,36,1387,665,250,1486,0.7,1196,2.4
SSC12194,39,1387,647,300,1444,0.7,1237,2.5
SSC12195,44,740,418,125,922,0.8,857,2.6
SSC12196,57,1733,456,30,1125,0.6,754,1.9
SSC12197,45,1800,677,375,1553,0.8,1436,2.6
SSC12198,0,0,0,0,0,0,0,0
SSC12199,36,550,921,245,1958,0.9,1410,1.8
SSC12200,39,1894,722,380,1951,0.8,1638,2.6
SSC12201,38,1950,679,301,1819,0.8,1421,2.6
SSC12202,51,1257,467,250,1062,0.8,821,2.3
SSC12203,55,0,550,0,1125,0.7,724,1.6
SSC12204,55,867,447,255,1125,0.8,871,2.2
SSC12205,61,0,812,0,0,0,0,0
SSC12206,45,2000,669,230,1658,0.8,1544,2.9
SSC12207,25,0,850,0,0,0,0,0
SSC12208,58,1227,512,110,1166,0.6,762,1.8
SSC12209,43,1500,522,250,1420,0.9,1366,2.8
SSC12210,58,1151,408,250,762,0.7,674,2.4
SSC12211,44,1495,523,310,1333,0.9,1270,2.8
SSC12212,48,968,465,233,1375,1.1,1145,2
SSC12213,42,1473,453,290,949,0.9,924,2.8
SSC12214,49,1598,435,0,1375,1,1333,2.9
SSC12215,43,2167,737,355,1816,0.8,1723,2.9
SSC12216,37,2600,757,504,2041,0.9,1898,3
SSC12217,40,3000,1572,610,3666,0.9,2856,2.1
SSC12218,44,2253,806,350,2164,0.8,2005,2.9
SSC12219,43,2167,791,423,2235,0.8,2042,2.7
SSC12220,44,2645,910,277,2379,0.8,2277,2.8
SSC12221,40,1378,496,280,1269,0.8,991,2.4
SSC12222,40,542,556,0,1125,0.6,1025,2.6
SSC12223,48,0,350,0,1374,1,1624,0
SSC12224,44,480,425,0,1042,0.6,1042,2.1
SSC12225,36,700,725,200,1375,0.8,974,2.7
SSC12226,43,2754,664,530,1762,0.9,1395,2.8
SSC12227,43,3000,914,698,2677,0.8,2511,3.1
SSC12228,52,1706,608,183,1350,0.7,919,2.3
SSC12229,48,1200,465,235,1067,0.7,814,2.2
SSC12230,43,2500,637,185,1550,0.9,1531,2.7
SSC12231,51,2000,771,235,1937,0.6,1625,2.1
SSC12232,48,1753,972,475,2187,0.9,1974,2.5
SSC12233,46,1248,710,235,1550,0.8,1375,2.4
SSC12234,44,2979,885,0,2750,0.7,1958,2.9
SSC12235,47,1257,628,205,1568,0.9,1509,2.7
SSC12236,47,919,461,300,1624,1,1375,2.5
SSC12237,54,1624,493,275,1399,0.8,1156,2.1
SSC12238,42,1638,738,310,1834,0.7,1553,2.7
SSC12239,46,1571,507,300,2022,0.6,1649,2.3
SSC12240,34,0,1375,0,0,0,1749,0
SSC12241,52,0,0,0,0,0,0,0
SSC12242,38,867,523,150,1216,0.8,1048,2.5
SSC12243,50,1733,490,330,1187,0.8,1034,2.5
SSC12244,61,1517,444,310,1007,0.7,789,1.9
SSC12245,43,0,630,0,1687,0.7,1624,1.8
SSC12246,44,2600,1202,250,2750,0.9,2625,2.9
SSC12247,50,1426,486,303,1214,0.7,866,2.3
SSC12248,39,1733,488,323,1290,0.8,1092,2.6
SSC12249,42,0,617,180,1562,0.8,900,2
SSC12250,43,1555,492,280,1189,0.8,898,2.1
SSC12251,44,1733,662,395,1875,0.8,1847,3
SSC12252,0,0,0,0,0,0,0,0
SSC12253,48,1600,521,320,1339,0.8,1004,2.4
SSC12254,51,1083,458,268,1042,0.7,852,2.3
SSC12255,42,1733,762,200,1954,0.8,1691,3
SSC12256,43,2100,768,380,2259,0.7,1939,2.8
SSC12257,31,1600,427,350,1052,1.4,1012,3.2
SSC12258,41,2359,678,493,2305,0.8,2125,3.2
SSC12259,56,1447,453,328,1003,0.7,824,2.3
SSC12260,34,2000,583,115,1791,1.1,1562,2.5
SSC12261,36,1898,600,310,1594,0.9,1251,2.6
SSC12262,40,1608,612,0,1281,0.7,1300,3.3
SSC12263,42,2167,644,350,2250,0.8,2083,3.1
SSC12264,39,1777,693,310,1814,0.8,1341,2.4
SSC12265,56,0,1292,0,2750,0.6,2750,2.5
SSC12266,37,2600,1117,520,2764,1,2192,2.4
SSC12267,34,2400,1104,500,2580,1.1,2161,2.4
SSC12268,36,3000,1096,570,3085,0.9,2567,2.8
SSC12269,58,1600,428,0,833,0.5,675,1.4
SSC12270,46,1400,434,250,1176,1.1,1021,2.7
SSC12271,64,867,596,0,1125,0.7,1187,1.6
SSC12272,38,0,537,380,1375,0.5,1874,1
SSC12273,50,1083,430,200,911,0.8,789,2.6
SSC12274,59,0,374,0,0,0,0,0
SSC12275,39,1733,488,350,1372,0.9,1330,3.2
SSC12276,43,2167,837,420,2419,0.8,2115,2.6
SSC12277,50,1594,700,0,1499,0.6,762,1.9
SSC12278,36,2000,735,350,1968,0.8,1727,2.9
SSC12279,42,867,461,200,1083,1,747,2.3
SSC12280,38,0,706,138,1874,0.5,1249,2.1
SSC12281,49,1733,850,280,2083,0.8,1406,2.5
SSC12282,58,1603,450,0,1437,0.5,1087,2
SSC12283,65,1300,447,250,909,0.7,716,1.8
SSC12284,60,0,574,0,725,0.5,674,1.3
SSC12285,39,2800,1395,530,3250,1,2277,1.9
SSC12286,40,0,687,0,1874,0.8,1625,2.7
SSC12287,40,1300,540,210,1251,0.8,933,2.2
SSC12288,54,1200,445,260,1068,0.7,856,2.3
SSC12289,45,1733,636,333,1678,0.8,1314,2.4
SSC12290,47,780,519,60,949,0.8,850,2.4
SSC12291,43,2167,787,254,1906,0.8,1775,2.7
SSC12292,0,0,0,0,0,0,0,0
SSC12293,40,1300,643,200,1487,0.7,1207,2.4
SSC12294,47,0,518,188,1749,0.8,1125,2.6
SSC12295,41,1365,484,263,1266,0.9,1278,2.7
SSC12296,48,1257,408,133,825,0.7,661,2.3
SSC12297,36,3000,1092,560,2847,1,2256,2.5
SSC12298,53,0,649,0,0,0,0,0
SSC12299,53,2048,619,0,1875,0.8,2083,2.4
SSC12300,52,1517,481,325,1185,0.7,983,2.2
SSC12301,0,0,0,0,0,0,0,0
SSC12302,40,3375,700,0,2250,1,2750,2.3
SSC12303,43,1992,724,450,1792,0.8,1577,2.6
SSC12304,40,2167,901,495,2311,0.8,2153,3
SSC12305,35,2518,683,485,1854,0.8,1634,3
SSC12306,43,0,966,0,2250,0.4,2125,3
SSC12307,33,1500,473,290,1079,0.9,959,2.8
SSC12308,35,1753,621,330,1468,0.9,1298,2.7
SSC12309,52,1787,584,350,1719,0.7,1164,2.1
SSC12310,40,2102,599,0,1062,1,899,2.4
SSC12311,45,0,524,0,850,0.9,900,3
SSC12312,42,1647,703,0,1916,0.8,1781,3.1
SSC12313,36,2510,927,470,2612,1,1974,2.3
SSC12314,49,1250,495,250,1333,0.8,1187,3
SSC12315,33,2075,922,600,2244,1.1,2207,2.9
SSC12316,33,2100,524,470,1495,1.1,1571,3.2
SSC12317,0,0,0,0,0,0,0,0
SSC12318,41,1335,612,277,1890,0.8,1487,2.8
SSC12319,43,2200,1077,260,2591,0.7,2422,2.9
SSC12320,51,867,434,150,910,0.9,681,2
SSC12321,55,1400,599,330,1359,0.6,1260,2.3
SSC12322,42,3402,993,950,3323,0.8,3297,3.3
SSC12323,51,802,420,175,900,0.9,706,1.9
SSC12324,62,0,474,0,1125,0.5,1187,1.7
SSC12325,39,3000,1133,498,3166,1,2310,2.5
SSC12326,60,0,225,0,0,0,0,0
SSC12327,56,900,442,0,1093,0.5,966,1.9
SSC12328,43,1430,514,200,1318,0.8,1279,2.8
SSC12329,53,0,724,0,0,0.5,1375,2
SSC12330,39,1950,593,210,1625,0.7,1531,2.4
SSC12331,53,0,469,0,1124,0.6,1312,2
SSC12332,40,0,0,0,0,0,0,0
SSC12333,54,1745,479,215,1208,0.9,962,2.2
SSC12334,41,1813,486,230,1125,0.7,1062,2.5
SSC12335,44,1986,824,390,2250,0.7,2045,2.6
SSC12336,46,2102,728,280,1946,0.8,1786,2.6
SSC12337,69,0,374,0,725,0.5,687,1.7
SSC12338,15,0,449,0,1125,0.5,1124,2
SSC12339,39,3000,982,554,3077,0.9,2513,2.8
SSC12340,39,1474,624,63,1375,0.7,1312,2.6
SSC12341,45,4333,1319,1050,4124,0.8,3692,2.9
SSC12342,53,0,1687,0,0,0,0,0
SSC12343,40,1886,676,380,1956,0.8,1742,2.9
SSC12344,40,1300,485,240,1187,0.8,838,2.2
SSC12345,40,1350,655,280,1365,0.7,1134,2.2
SSC12346,57,892,455,190,1208,0.7,787,1.9
SSC12347,47,1300,495,245,1233,0.7,834,2.1
SSC12348,37,1517,530,0,1937,0.9,1562,2.3
SSC12349,40,2622,930,570,2452,1,2041,2.5
SSC12350,42,1200,820,0,1708,0.7,1583,2.7
SSC12351,57,1387,517,265,1224,0.7,1083,2.3
SSC12352,50,1950,677,300,1656,0.7,1388,2.4
SSC12353,36,0,850,0,1749,1.3,1375,2.7
SSC12354,34,2000,530,388,1562,0.9,1125,2.8
SSC12355,52,0,0,0,0,0,0,0
SSC12356,35,1842,630,145,1292,0.9,1156,3.3
SSC12357,53,1842,924,0,1937,0.8,1937,2.8
SSC12358,53,0,575,0,1874,0.8,949,2.3
SSC12359,58,1100,725,350,1625,0.9,1375,1.7
SSC12360,44,1300,568,260,1381,0.7,1086,2.2
SSC12361,34,1647,466,340,1188,1.1,1089,2.8
SSC12362,37,2145,829,400,2299,0.7,2151,2.9
SSC12363,36,2167,675,450,1838,1,1888,3.5
SSC12364,45,1400,597,170,1343,0.8,1166,2.5
SSC12365,32,1800,922,380,2110,0.8,2005,2.8
SSC12366,56,1517,428,0,949,0.8,849,1.7
SSC12367,46,1530,588,148,1354,0.9,1281,2.6
SSC12368,45,1733,611,290,1808,0.8,1797,2.8
SSC12369,49,867,545,150,1375,0.7,960,2.2
SSC12370,48,1350,687,0,1624,0.6,1562,2.2
SSC12371,40,2275,778,535,2269,0.9,2083,3
SSC12372,51,0,457,163,1021,1,486,1.4
SSC12373,54,1733,583,0,1392,0.7,1187,2.2
SSC12374,47,0,574,0,2749,0.6,2250,2.5
SSC12375,38,2200,694,380,1800,0.9,1862,3.4
SSC12376,51,1600,601,350,1361,0.7,1230,2.4
SSC12377,46,1105,458,278,1125,0.7,849,2
SSC12378,43,1733,544,315,1270,0.8,972,2.2
SSC12379,56,0,725,0,1125,0.5,1218,2.1
SSC12380,0,0,0,0,0,0,0,0
SSC12381,42,2550,645,0,2035,0.7,1671,3
SSC12382,35,2010,675,0,1625,1,2249,2.6
SSC12383,68,0,487,0,0,0.6,1062,1.6
SSC12384,52,1950,712,0,2250,0.8,2562,2.7
SSC12385,45,4333,1402,983,4380,0.8,4050,3.2
SSC12386,42,1800,776,110,1797,0.8,1666,2.8
SSC12387,44,1867,762,220,1774,0.8,1397,2.2
SSC12388,43,0,687,160,1625,0.8,1062,2.2
SSC12389,43,1800,719,320,2074,0.7,1527,2.4
SSC12390,53,1151,529,185,1303,0.7,1093,2.5
SSC12391,52,1322,619,0,1812,0.5,1499,2.4
SSC12392,43,0,430,0,900,1,825,2.2
SSC12393,57,0,325,0,0,0,0,0
SSC12394,55,0,825,0,2249,0.6,1812,2
SSC12395,38,1863,826,300,2691,0.9,2694,3.4
SSC12396,48,2105,757,340,2069,0.7,1775,2.7
SSC12397,55,2761,1093,0,3062,0.9,2250,2.5
SSC12398,48,1008,454,200,887,0.8,704,2.2
SSC12399,47,1400,515,0,900,1,900,1.8
SSC12400,20,0,225,0,0,0,0,0
SSC12401,43,2167,731,200,2147,0.8,2087,2.9
SSC12402,50,1170,492,0,1562,0.8,1062,2
SSC12403,58,2644,449,0,1649,1,725,2.3
SSC12404,56,0,272,0,900,0.8,366,1.2
SSC12405,52,0,725,0,2624,0.6,2624,2
SSC12406,46,0,424,0,1024,0.8,575,2
SSC12407,45,2500,519,0,1625,0.8,1499,2.9
SSC12408,47,1663,669,265,1525,0.9,1187,2.1
SSC12409,53,867,700,0,1708,0.9,1416,2.1
SSC12410,48,1625,527,118,1531,0.9,1275,2.9
SSC12411,58,0,324,0,0,0,0,2
SSC12412,43,2167,770,193,1944,0.8,1569,2.8
SSC12413,48,1300,575,130,1474,0.6,1333,2.3
SSC12414,34,1040,668,0,1562,0.7,1416,2.3
SSC12415,55,1600,492,300,1375,0.8,1208,2.2
SSC12416,37,0,675,193,1687,0.8,966,1.7
SSC12417,0,0,0,0,0,0,0,0
SSC12418,44,1900,721,240,1854,0.8,1525,2.8
SSC12419,35,2500,813,365,2270,0.8,2234,3.6
SSC12420,46,1322,504,250,1281,0.7,825,2.6
SSC12421,44,2600,784,500,2356,0.8,2168,3
SSC12422,33,1842,437,350,1182,1,1068,3.1
SSC12423,44,2305,675,90,2031,0.7,1937,2.9
SSC12424,49,1532,507,210,1050,0.7,939,1.9
SSC12425,29,0,687,0,1187,0.6,1062,3
SSC12426,45,1300,556,200,1452,0.8,1087,2.4
SSC12427,52,1300,540,248,1517,0.8,1437,2.8
SSC12428,53,0,933,0,1624,0,1624,0
SSC12429,50,0,749,0,1437,0,1416,2
SSC12430,48,1235,482,250,1135,0.7,886,2.3
SSC12431,56,1300,455,260,1041,0.7,824,2.1
SSC12432,48,2000,720,433,1916,0.8,1755,2.7
SSC12433,35,1700,518,310,1337,1,1211,2.9
SSC12434,35,1907,786,400,2021,0.8,1930,2.9
SSC12435,35,2659,911,560,2639,0.8,2635,3.5
SSC12436,0,0,0,0,0,0,0,0
SSC12437,29,2000,658,460,1996,1.2,1631,2.1
SSC12438,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0
SSC12440,49,0,725,0,2250,1,900,1
SSC12441,54,2383,886,550,2053,0.7,1968,2.2
SSC12442,54,0,725,0,2250,0.6,1875,1.8
SSC12443,46,2500,894,455,2368,0.8,2055,2.6
SSC12444,39,1300,655,120,1446,0.6,1303,2.7
SSC12445,45,1733,515,350,1240,1,1006,2.5
SSC12446,51,975,494,165,1375,0.6,959,2
SSC12447,44,0,562,0,2062,1.1,1874,2.8
SSC12448,37,2600,537,260,2218,0.8,2091,2.9
SSC12449,43,1300,537,280,1323,0.8,1040,2.2
SSC12450,63,0,466,0,949,0.8,900,2
SSC12451,41,2167,1087,300,2750,0.8,2449,2.9
SSC12452,48,1251,548,300,1093,0.9,1025,2.2
SSC12453,43,2600,694,137,2252,0.9,1471,2.6
SSC12454,44,0,575,220,2499,0.5,1875,2
SSC12455,44,1500,515,300,1179,0.7,968,2.4
SSC12456,33,0,816,0,1812,1.2,1687,3.7
SSC12457,52,650,441,165,1031,0.8,743,2
SSC12458,72,0,575,0,0,0,0,0
SSC12459,28,0,900,100,2374,0.7,2312,2.7
SSC12460,53,1508,463,315,1104,0.7,1018,2.3
SSC12461,51,1517,588,335,1310,0.7,1137,2.3
SSC12462,43,2028,735,350,2416,0.9,2249,2.8
SSC12463,59,0,1312,0,2374,0.4,2125,1.6
SSC12464,30,1638,630,80,1625,0.8,1562,2.6
SSC12465,40,2025,593,315,2013,1,1771,3
SSC12466,49,2800,914,336,1874,0.7,1625,2.8
SSC12467,50,1263,519,133,1352,0.7,949,2.3
SSC12468,39,2167,746,285,2219,0.8,1671,2.5
SSC12469,45,0,530,180,1437,0.5,762,2
SSC12470,42,1225,552,195,1303,0.8,1321,3.2
SSC12471,46,0,280,0,0,0.5,1125,1.5
SSC12472,41,2167,688,220,1760,0.9,1471,3
SSC12473,44,1213,591,150,1529,0.8,1264,2.3
SSC12474,47,1083,456,225,1095,0.7,837,2.3
SSC12475,36,2882,1280,650,3277,1,2449,2.2
SSC12476,36,2400,935,500,2357,1.1,1959,2.5
SSC12477,41,1465,557,340,1310,0.8,1187,2.6
SSC12478,64,1430,452,150,792,0.9,686,1.8
SSC12479,40,1517,824,75,1812,0.7,1399,2.1
SSC12480,51,0,532,250,1312,0.7,1125,2.7
SSC12481,45,1993,841,300,2299,0.9,2031,3
SSC12482,54,1354,485,265,1129,0.6,947,2
SSC12483,55,1148,703,0,1624,1.1,1375,2
SSC12484,40,2600,780,363,2172,0.9,2133,3.4
SSC12485,36,2000,596,370,1617,0.9,1408,2.9
SSC12486,43,2084,787,240,2049,0.7,1775,2.5
SSC12487,39,2782,1075,190,2777,0.8,2555,2.9
SSC12488,37,1915,682,400,1801,0.8,1637,2.9
SSC12489,60,0,350,0,0,0,574,1
SSC12490,0,0,0,0,0,0,0,0
SSC12491,41,369,680,0,1374,0.8,1312,2.7
SSC12492,47,1680,569,285,1261,0.8,955,2.1
SSC12493,53,1609,575,140,1375,0.6,1142,2.1
SSC12494,48,1400,484,183,1350,0.8,1300,2.5
SSC12495,43,1113,458,0,1218,1.1,1187,4
SSC12496,58,0,379,0,899,1,466,1
SSC12497,0,0,0,0,0,0,0,0
SSC12498,45,1800,666,378,1948,0.8,1575,2.6
SSC12499,46,1387,604,300,1583,0.7,1458,2.4
SSC12500,39,2200,688,275,1902,0.8,1761,3
SSC12501,37,2600,774,540,2221,1,1722,2.5
SSC12502,36,1985,676,300,1928,0.7,1861,2.8
SSC12503,39,1213,695,200,1642,0.8,1476,2.8
SSC12504,36,2383,793,450,2096,1.1,1814,2.5
SSC12505,40,2600,625,300,1704,0.8,1161,2.5
SSC12506,35,2167,624,485,2011,1,1641,2.6
SSC12507,36,3900,667,250,2125,0.7,1812,2.7
SSC12508,56,531,450,150,1125,0.7,1125,2.2
SSC12509,32,0,900,0,2100,0.6,2083,3.1
SSC12510,48,1593,565,220,1375,0.7,1224,2.4
SSC12511,39,1733,646,280,1699,0.9,1446,2.8
SSC12512,53,1733,698,323,1875,0.8,1702,2.7
SSC12513,41,1517,562,280,1380,0.8,1143,2.6
SSC12514,36,1733,628,360,1677,0.8,1501,2.8
SSC12515,56,1083,624,0,1374,0.7,1083,1.8
SSC12516,40,2400,900,0,2250,0.7,1799,3
SSC12517,45,1700,617,220,1774,0.9,1468,2.8
SSC12518,37,1893,792,400,1883,0.8,1503,2.2
SSC12519,32,2490,806,610,2103,1.2,1955,2.7
SSC12520,43,3000,864,400,2750,0.8,2700,3.2
SSC12521,42,0,706,0,1375,0.6,1125,2.5
SSC12522,51,932,486,130,1125,0.8,840,2.1
SSC12523,51,466,669,20,1687,0.7,1291,2.4
SSC12524,40,2500,701,435,2083,1,1713,2.8
SSC12525,45,0,684,0,1937,0.8,1312,2.7
SSC12526,42,1279,533,81,1583,0.7,1199,2.5
SSC12527,39,1400,682,283,1625,0.7,1583,3.1
SSC12528,37,1842,550,0,1624,0.5,1562,1.5
SSC12529,52,675,575,125,1374,0.9,1062,2.4
SSC12530,36,1698,622,320,1547,0.9,1178,2.2
SSC12531,50,0,900,0,0,0,0,0
SSC12532,48,0,725,0,1999,0.6,1999,2.6
SSC12533,34,0,924,0,2125,0.8,2874,4
SSC12534,37,1712,681,350,1676,0.8,1319,2.2
SSC12535,0,0,0,0,0,0,0,0
SSC12536,34,1680,616,300,1649,0.9,1310,2.3
SSC12537,40,0,728,0,1562,0.7,1224,2.3
SSC12538,32,1885,577,440,1678,1.1,1639,3.2
SSC12539,53,0,450,0,1375,0.5,1375,2
SSC12540,40,2500,644,200,1875,0.8,1762,3
SSC12541,45,1788,779,213,2187,0.9,1531,2.2
SSC12542,34,2167,814,400,2086,0.8,1925,3
SSC12543,40,1721,590,285,1542,0.8,1420,3.3
SSC12544,42,1610,644,200,1520,0.7,1125,2.4
SSC12545,46,2167,737,340,1906,0.8,1934,2.8
SSC12546,38,1890,769,550,1812,0.8,2124,2.6
SSC12547,42,2919,1496,580,3530,1,2379,1.9
SSC12548,46,0,483,0,2499,0.9,1437,2.4
SSC12549,44,1720,707,215,1958,0.7,1721,2.6
SSC12550,32,2076,945,430,2026,1.2,1704,2.1
SSC12551,0,0,0,0,0,0,0,0
SSC12552,63,0,385,200,900,0.6,769,2.1
SSC12553,47,1408,636,340,1433,0.7,1117,2.2
SSC12554,36,1820,723,350,1875,0.8,1762,3
SSC12555,45,1645,662,380,1812,0.7,1562,2.6
SSC12556,46,1480,611,300,1552,0.8,1466,2.7
SSC12557,48,2167,527,250,1333,0.8,1145,2.4
SSC12558,54,875,529,185,1292,0.7,1062,2.2
SSC12559,40,0,1012,0,0,0,0,0
SSC12560,52,1127,468,165,1300,0.7,1399,2.3
SSC12561,0,0,0,0,0,0,0,0
SSC12562,54,0,519,0,1374,0.7,1187,2.2
