SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,4,0,5,3,3,0,0,6,3,4,0,0,5,0,4,0,0,4,3,3,0,0,12,0,13,3,0,17,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,5,0,0,0,0,0,13,47,8,0,69
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0,13
SSC10014,12,3,0,0,14,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,6,0,0,0,13,6,3,9,0,13,27,8,6,0,44,15,9,7,0,29,17,21,20,0,50,11,36,6,0,54,9,37,12,3,57,20,55,11,0,79,40,111,16,0,171,31,89,12,0,131,11,93,7,0,113,12,56,10,0,71,16,100,4,0,121,9,67,13,0,86,4,7,4,0,16,242,690,128,6,1070
SSC10015,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,6,7,0,0,0,11,7,0,0,0,6,3,0,0,0,3,6,5,0,0,10,0,4,0,0,3,0,5,0,0,6,3,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,8,3,3,0,0,7,0,0,0,0,4,55,22,8,0,85
SSC10016,3,0,3,0,9,4,0,3,0,10,3,3,5,0,11,4,0,5,0,16,22,3,17,0,37,20,0,18,0,37,56,7,22,3,86,36,11,26,3,75,47,36,48,5,134,44,39,23,4,111,27,31,18,6,81,31,39,20,4,88,73,116,12,3,201,53,97,14,0,162,25,88,3,0,116,18,46,3,0,69,18,82,3,0,101,41,89,34,0,163,5,7,3,0,18,528,697,286,27,1541
SSC10017,3,0,3,0,10,3,0,0,0,5,0,0,3,0,3,0,0,3,0,6,17,0,11,0,29,19,0,10,0,25,89,7,8,0,108,50,11,14,0,78,71,17,23,3,110,56,36,12,0,107,25,48,13,3,86,29,42,16,5,93,50,100,35,3,186,46,118,8,3,172,25,114,3,0,141,19,50,0,0,63,39,130,3,0,168,35,77,10,0,124,3,6,0,0,8,581,750,173,19,1532
SSC10018,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,20,3,0,7,0,9,22,4,0,0,24,15,3,3,0,21,19,3,3,0,26,7,5,0,0,17,3,11,0,0,19,3,10,3,0,15,8,21,0,0,35,3,16,0,0,18,4,7,0,0,8,0,3,0,0,3,0,0,0,0,0,5,10,4,0,24,5,3,0,0,9,113,99,36,3,253
SSC10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,6,0,0,3,0,0,0,0,0,3,15,0,0,22
SSC10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,13
SSC10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,4,0,6,12,0,0,0,9,0,3,4,0,11,7,11,3,0,18,11,9,0,0,18,10,8,3,0,15,0,9,0,0,16,13,14,3,0,20,9,17,0,0,26,5,10,0,0,20,7,9,0,0,14,0,18,0,0,22,3,15,0,0,21,0,0,0,0,3,72,125,28,0,228
SSC10022,3,3,6,0,12,3,4,7,0,10,0,4,15,0,23,0,5,29,3,38,11,9,54,0,76,0,14,49,3,69,27,16,59,4,108,7,21,28,0,60,9,16,29,3,56,6,19,22,3,51,3,15,14,0,29,5,13,3,0,17,3,15,7,0,28,3,13,0,0,15,0,4,0,0,3,0,0,4,0,5,0,0,3,0,4,8,35,39,3,77,4,9,17,4,35,100,206,395,18,715
SSC10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,12,12,0,31
SSC10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,11,0,0,18
SSC10025,10,4,7,0,18,4,3,3,0,13,6,3,12,0,23,5,0,18,0,28,40,8,23,0,68,36,13,70,0,116,188,23,39,3,255,89,31,76,3,198,104,99,75,6,286,92,145,57,3,292,61,169,39,0,272,74,172,41,0,291,144,357,39,0,545,75,303,15,0,400,55,139,8,0,202,23,93,0,0,120,26,142,3,0,170,85,195,56,0,336,19,19,13,0,51,1136,1919,596,25,3674
SSC10026,10,5,7,0,18,3,0,0,0,10,4,0,16,0,23,0,0,21,0,22,37,7,30,0,70,21,8,57,4,95,147,14,62,0,224,69,31,48,7,150,65,48,48,5,170,68,76,42,4,186,51,73,27,0,151,48,75,22,0,146,74,116,18,0,205,37,73,12,3,126,11,40,4,0,62,4,32,3,0,37,9,29,0,0,35,40,93,30,0,164,14,4,5,0,30,710,737,446,26,1915
SSC10027,3,0,0,0,9,3,0,0,0,3,0,0,0,0,6,0,0,3,0,3,9,0,5,0,21,7,5,11,0,17,38,4,14,0,51,28,3,19,3,53,56,26,19,0,99,46,21,13,0,83,38,19,20,0,78,35,25,4,0,68,77,65,9,0,153,40,60,3,0,107,30,49,3,0,78,21,26,3,0,52,54,64,3,0,119,42,54,14,0,111,6,0,4,0,5,532,416,160,9,1122
SSC10028,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,0,0,0,6,9,0,3,0,10,21,0,0,0,21,10,3,3,0,20,11,13,3,0,19,6,6,4,0,18,12,14,3,0,26,0,0,0,0,3,8,12,0,0,21,3,7,0,0,8,3,4,0,0,6,3,0,0,0,4,3,5,0,0,9,5,10,3,0,15,0,0,0,0,7,104,73,25,0,206
SSC10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,8,0,0,0,0,0,0,0,0,0,7,8,7,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,27,20,3,0,50
SSC10030,6,0,3,0,13,4,0,0,0,7,3,0,6,0,4,6,0,6,0,15,13,0,4,0,20,10,3,16,0,29,29,8,9,3,42,9,3,12,5,29,31,8,10,3,49,50,17,13,5,85,42,19,13,8,79,56,14,16,3,90,176,58,22,4,268,192,59,7,9,265,150,64,0,6,227,125,56,6,5,199,261,207,3,3,475,109,46,6,0,159,10,0,0,0,16,1283,572,154,55,2062
SSC10031,3,3,0,0,10,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,0,0,0,11,3,5,3,0,8,24,4,3,0,32,11,9,9,0,27,27,23,10,0,53,28,23,4,0,52,12,19,3,5,37,9,23,6,0,41,39,54,8,0,99,18,52,14,0,85,10,52,7,0,66,9,54,0,0,64,20,168,5,0,196,12,74,14,0,97,5,9,3,0,10,240,562,80,7,896
SSC10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,11,15,3,0,25
SSC10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,15,5,0,20
SSC10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,10,0,0,19
SSC10036,8,5,3,0,19,6,0,0,0,9,7,3,4,0,9,0,0,0,0,0,20,3,8,0,26,15,6,9,0,26,47,3,9,0,58,32,12,19,0,61,71,30,15,0,119,39,34,26,0,100,32,23,19,3,78,23,44,12,0,77,55,98,12,0,168,35,140,8,0,183,24,83,3,4,118,20,119,10,0,146,54,351,6,3,421,34,130,24,0,185,7,6,4,0,23,536,1090,192,16,1829
SSC10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,21
SSC10038,23,0,4,4,33,8,0,4,0,13,9,0,11,3,21,3,4,10,0,14,25,7,20,4,55,18,17,30,0,67,77,27,26,5,131,32,39,15,8,94,59,50,24,6,133,55,65,22,9,147,41,58,14,0,112,27,43,12,0,89,72,122,24,7,229,39,79,9,4,136,29,37,0,0,69,12,18,3,0,24,19,40,7,0,60,25,75,15,0,118,11,3,0,0,18,575,690,246,52,1571
SSC10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14
SSC10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,14,3,0,31
SSC10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,4,0,0,3,0,3,3,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,5,4,0,0,0,3,0,3,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,13,18,9,3,39
SSC10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,22
SSC10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,15
SSC10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,7,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,17,18,3,0,40
SSC10045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,0,6,0,0,8,5,4,0,0,12,13,3,0,0,18,5,0,0,0,4,0,3,0,0,8,3,9,0,0,7,6,9,0,0,10,4,8,0,0,15,3,3,0,0,5,0,3,0,0,3,4,9,0,0,13,7,9,0,0,15,0,0,0,0,3,60,56,12,3,132
SSC10046,5,0,3,0,12,0,3,0,0,3,4,0,8,3,15,0,0,8,0,14,23,0,9,0,31,20,0,24,4,49,131,7,34,0,175,77,20,22,5,133,107,54,36,4,200,70,55,25,4,154,34,35,20,0,96,41,63,18,0,113,56,98,7,4,165,34,50,7,0,92,18,30,3,0,50,11,19,0,0,28,17,40,4,0,64,43,75,33,0,152,13,5,7,0,27,719,559,270,23,1568
SSC10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,0,29
SSC10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,10
SSC10049,12,4,9,0,21,6,0,5,0,9,7,0,15,3,23,0,3,25,0,31,23,16,59,0,95,19,10,65,0,94,87,32,70,6,187,46,57,55,3,163,52,66,54,3,177,46,69,43,5,161,41,69,37,0,142,45,76,14,3,136,73,114,31,3,224,35,81,19,0,141,11,47,6,0,67,8,30,3,0,41,3,46,8,3,58,23,103,46,4,173,11,13,22,0,42,532,830,589,36,1989
SSC10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8
SSC10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
