SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC12670,925,2106,33,57,42,72,79,129,27,35,0,0,0,0,4,4,26,41,0,0,0,0,0,0,3,4,3,4,0,0,1031,2274,608,..,1645,2274
SSC12671,849,2254,18,20,0,3,19,19,38,54,0,0,0,0,0,0,38,54,6,7,3,8,0,7,4,3,13,26,9,16,920,2372,108,..,1021,2372
SSC12672,1979,6215,118,292,523,1211,637,1504,434,884,450,778,188,357,6,7,1079,2031,0,0,0,3,0,0,27,52,29,58,24,62,3746,9863,414,..,4160,9863
SSC12673,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,3,..,21,37
SSC12674,78,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,81,190,3,..,82,190
SSC12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12676,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,155,3,..,66,155
SSC12677,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,..,23,9
SSC12678,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,98,23,..,74,98
SSC12679,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,4,..,35,70
SSC12680,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,4,..,12,16
SSC12681,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,..,13,26
SSC12682,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,66,8,..,26,66
SSC12683,75,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,78,197,16,..,92,197
SSC12684,21,45,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,51,3,..,28,51
SSC12685,199,502,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,5,0,3,0,0,0,0,4,5,0,3,208,519,23,..,229,519
SSC12686,715,2221,230,483,122,326,351,809,83,176,181,366,334,658,4,3,608,1205,0,0,0,0,0,0,4,14,4,14,11,27,1693,4267,196,..,1886,4267
SSC12687,64,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,179,8,..,77,179
SSC12688,44,113,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,47,117,6,..,52,117
SSC12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12690,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC12691,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,3,..,13,20
SSC12692,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,..,7,16
SSC12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,..,3,0
SSC12695,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,5,..,14,31
SSC12696,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,4,..,19,24
SSC12697,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,103,20,..,73,103
SSC12698,180,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,6,13,189,548,45,..,236,548
SSC12699,351,900,22,28,0,0,22,28,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,3,16,35,0,9,398,969,35,..,432,969
SSC12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,0,4
SSC12701,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,72,0,..,31,72
SSC12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,4,0
SSC12703,571,1740,15,24,7,18,20,42,3,0,0,0,0,0,0,0,3,0,9,17,15,19,0,0,0,3,21,35,0,4,618,1821,46,..,667,1821
SSC12704,117,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,120,296,31,..,152,296
SSC12705,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,9,..,11,24
SSC12706,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,..,5,11
SSC12707,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,3,..,33,66
SSC12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12709,83,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,223,14,..,101,223
SSC12710,686,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,4,7,691,2207,39,..,726,2207
SSC12711,0,0,0,0,9,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,..,7,15
SSC12712,2583,8244,45,103,330,876,368,980,16,25,0,0,40,89,5,18,55,125,0,0,0,0,0,0,0,7,0,7,14,32,3018,9399,168,..,3187,9399
SSC12713,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,3,..,16,32
SSC12714,186,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,7,191,451,17,..,211,451
SSC12715,44,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,45,162,5,..,51,162
SSC12716,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,0,..,19,40
SSC12717,41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,93,28,..,69,93
SSC12718,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC12719,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,3,..,16,36
SSC12720,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,10,..,22,36
SSC12721,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,3,..,27,71
SSC12722,2607,6864,147,349,14,32,162,378,428,643,0,0,0,0,3,4,431,653,26,43,7,14,0,3,27,66,63,136,20,49,3284,8070,484,..,3767,8070
SSC12723,954,2154,287,432,48,128,333,561,4,8,5,5,12,20,0,0,17,33,0,0,0,4,0,0,3,3,3,11,9,13,1319,2777,174,..,1498,2777
SSC12724,228,676,9,15,3,11,16,28,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,244,712,41,..,283,712
SSC12725,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,14,..,27,16
SSC12726,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,3,..,32,78
SSC12727,431,1084,131,211,5,9,131,224,12,15,0,0,0,0,0,0,12,15,0,0,0,0,0,0,6,15,6,15,6,8,590,1345,62,..,650,1345
SSC12728,1617,4913,219,475,385,1232,605,1709,193,388,353,722,968,2089,0,0,1513,3196,0,0,0,0,0,0,5,22,5,22,9,32,3753,9871,274,..,4019,9871
SSC12729,45,120,6,13,77,193,83,211,34,83,128,295,101,238,0,0,261,619,0,0,0,0,0,0,3,6,3,6,4,3,390,954,50,..,445,954
SSC12730,68,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,176,20,..,89,176
SSC12731,97,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,252,4,..,100,252
SSC12732,225,550,10,25,0,0,10,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,242,578,30,..,267,578
SSC12733,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,20,..,50,66
SSC12734,1439,3316,29,35,9,11,36,46,103,154,0,0,0,0,0,0,103,154,30,59,3,6,0,0,3,11,34,71,14,44,1632,3636,184,..,1818,3636
SSC12735,321,755,5,17,40,76,50,90,17,34,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,4,7,387,883,139,..,519,883
SSC12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12737,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,50,128,11,..,59,128
SSC12738,3901,12079,719,1868,620,1524,1337,3397,1468,2910,2611,4716,1579,2636,43,91,5699,10354,0,0,4,8,0,0,45,109,53,121,33,67,11022,26010,1372,..,12398,26010
SSC12739,2716,6933,274,411,31,76,302,485,79,126,0,0,0,0,0,0,83,127,43,57,0,0,0,0,11,19,51,78,28,53,3193,7672,353,..,3542,7672
SSC12740,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,3,..,13,32
SSC12741,210,489,0,3,3,3,0,3,8,9,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,4,220,513,195,..,415,513
SSC12742,42,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,113,5,..,44,113
SSC12743,174,389,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,3,4,4,5,14,192,421,84,..,274,421
SSC12744,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,5,..,16,21
SSC12745,3332,11077,45,87,92,208,131,302,4,3,0,0,0,3,0,0,3,7,0,0,0,6,0,0,0,0,0,6,0,11,3470,11401,118,..,3588,11401
SSC12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12747,55,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,57,141,10,..,63,141
SSC12748,1406,3354,59,79,7,10,68,88,64,76,0,0,0,0,0,0,60,76,0,0,0,0,0,0,3,12,3,12,0,0,1533,3533,168,..,1697,3533
SSC12749,86,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,3,0,0,9,9,0,3,96,200,10,..,106,200
SSC12750,2149,6620,17,44,75,193,88,232,4,13,0,0,0,0,3,4,7,14,0,0,0,0,0,0,0,5,0,5,10,16,2257,6889,126,..,2381,6889
SSC12751,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,5,9
SSC12752,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC12753,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,3,..,19,18
SSC12754,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,17,..,31,35
SSC12755,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SSC12756,2231,7963,635,1982,766,2892,1400,4872,22,36,364,891,884,2261,0,3,1274,3186,0,0,0,0,11,37,7,23,18,59,14,42,4936,16128,313,..,5248,16128
SSC12757,50,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,146,3,..,49,146
SSC12758,74,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,76,199,13,..,86,199
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12760,42,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,42,106,0,..,42,106
SSC12761,109,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,261,13,..,119,261
SSC12762,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,..,9,15
SSC12763,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,..,9,21
SSC12764,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,5,..,17,26
SSC12765,201,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,203,677,16,..,226,677
SSC12766,993,2561,241,384,54,115,292,504,65,118,0,0,0,0,0,0,65,118,0,5,0,5,0,0,3,4,7,15,3,4,1361,3199,106,..,1467,3199
SSC12767,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,14,..,23,15
SSC12768,505,1498,3,12,7,17,9,28,30,54,0,0,0,0,0,0,30,54,0,3,0,0,0,0,3,3,3,4,0,0,551,1576,46,..,598,1576
SSC12769,319,968,3,4,0,4,3,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,332,995,16,..,344,995
SSC12770,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,0,8
SSC12771,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,8,..,19,37
SSC12772,518,1555,18,49,7,23,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,555,1635,32,..,580,1635
SSC12773,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,3,..,31,68
SSC12774,302,1011,10,18,34,133,44,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,346,1161,22,..,364,1161
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12776,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,3,..,27,54
SSC12777,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SSC12778,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,0,36,79,19,..,55,79
SSC12779,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,3,..,25,44
SSC12780,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,..,6,16
SSC12781,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,129,7,..,58,129
SSC12782,527,1500,13,30,3,3,16,34,10,27,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,3,5,555,1565,42,..,595,1565
SSC12783,31,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,88,3,..,34,88
SSC12784,451,1297,0,0,0,0,0,0,4,12,0,4,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,457,1311,27,..,484,1311
SSC12785,2539,8656,74,130,223,532,293,665,43,90,7,16,10,9,3,4,64,122,0,0,0,0,0,3,6,24,7,24,6,17,2909,9480,185,..,3094,9480
SSC12786,112,330,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,117,330,22,..,138,330
SSC12787,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,3,..,26,43
SSC12788,1029,2952,3,8,0,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,2967,57,..,1096,2967
SSC12789,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,..,6,19
SSC12790,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,83,5,..,39,83
SSC12791,502,1310,9,20,22,50,39,73,11,21,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,551,1406,39,..,589,1406
SSC12792,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,..,12,13
SSC12793,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,0,..,9,19
SSC12794,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,0,..,24,63
SSC12795,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,8,..,40,57
SSC12796,295,1075,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,11,301,1099,10,..,308,1099
SSC12797,387,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,396,870,158,..,556,870
SSC12798,31,77,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,19,..,56,85
SSC12799,118,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,349,6,..,129,349
SSC12800,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,11,12,0,0,0,0,20,23,4,5,47,80,3,..,48,80
SSC12801,1648,4525,7,9,29,47,30,50,11,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,5,0,5,3,7,1697,4605,120,..,1817,4605
SSC12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12803,47,107,0,0,0,0,0,0,14,21,0,0,0,0,0,0,14,21,0,0,22,29,0,0,0,0,20,30,3,0,83,158,11,..,90,158
SSC12804,33,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,38,..,67,58
SSC12805,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,5,..,28,51
SSC12806,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,11,..,45,81
SSC12807,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,5,..,28,50
SSC12808,60,165,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,169,0,..,61,169
SSC12809,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,6,..,38,63
SSC12810,23,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,83,0,..,23,83
SSC12811,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,45,17,..,40,45
SSC12812,3437,8831,268,444,17,29,290,474,181,281,10,9,0,0,0,0,187,288,24,31,31,39,0,0,4,6,60,81,19,43,3988,9710,525,..,4511,9710
SSC12813,195,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,559,16,..,210,559
SSC12814,524,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,534,1745,48,..,582,1745
SSC12815,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,85,3,..,31,85
SSC12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12817,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,14,..,32,53
SSC12818,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,..,7,12
SSC12819,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,77,0,..,35,77
SSC12820,63,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,63,158,12,..,72,158
SSC12821,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,10,..,34,56
SSC12822,170,473,3,5,0,0,5,9,6,16,0,0,0,0,0,0,6,16,9,14,3,8,0,0,0,9,18,24,0,0,193,524,26,..,225,524
SSC12823,44,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,118,9,..,51,118
SSC12824,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,6,..,23,43
SSC12825,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,7,..,39,79
SSC12826,159,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,500,9,..,170,500
SSC12827,44,118,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,120,12,..,51,120
SSC12828,1184,2917,31,63,7,14,40,76,78,117,0,0,0,0,0,0,79,118,17,20,7,23,0,0,3,3,23,45,10,13,1338,3173,150,..,1491,3173
SSC12829,168,442,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,0,4,11,0,0,179,458,8,..,192,458
SSC12830,710,1658,42,65,0,4,43,70,100,145,0,0,0,0,0,0,100,145,4,4,7,16,0,0,3,11,16,34,7,8,875,1913,331,..,1206,1913
SSC12831,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,8,..,30,57
SSC12832,101,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,5,10,0,3,105,235,35,..,140,235
SSC12833,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,..,15,30
SSC12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12835,37,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,42,106,6,..,45,106
