POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2088,2015,573,1400,7,8,4004,1373,455,1081,3,12,2919,281,205,2393,28,4,2914,0,0,39,0,0,41,119,69,496,13,0,698,4,0,42,0,0,48,9,0,15,4,0,22,17,0,34,0,3,60,430,279,3021,38,7,3779,16,3,57,0,0,79,65,33,134,0,3,244,3901,1337,5699,53,33,11022
POA2089,216,206,830,0,5,1259,145,184,776,0,0,1104,42,106,2091,14,7,2251,0,4,14,0,0,16,11,41,383,0,0,435,0,0,9,0,0,10,0,0,13,3,0,17,0,3,23,0,0,27,54,148,2530,11,7,2755,0,4,15,0,0,20,8,9,81,0,0,104,431,551,4230,16,16,5245
POA2090,489,237,1039,0,4,1762,372,213,825,0,0,1414,81,129,1932,3,3,2148,0,10,29,0,0,33,33,32,353,0,4,427,0,0,3,0,0,7,0,0,10,0,0,11,5,0,21,0,0,25,115,171,2352,7,4,2650,5,0,19,0,0,29,17,14,87,0,0,121,1005,644,4317,4,12,5982
POA2092,764,56,37,0,0,865,822,61,33,0,0,916,156,29,24,0,0,216,26,17,0,0,0,42,56,3,7,0,0,69,3,0,0,0,0,3,0,18,0,0,0,21,4,0,0,0,0,6,250,70,34,3,3,362,3,0,0,0,0,8,32,3,0,0,0,36,1879,195,105,5,5,2188
POA2093,1851,334,456,9,3,2648,1907,280,776,10,4,2972,286,168,1100,17,5,1572,27,23,64,0,0,116,130,54,204,5,3,400,7,0,11,0,0,12,0,0,12,0,0,17,9,3,8,0,0,21,456,252,1394,24,10,2136,17,0,25,0,0,47,70,19,58,3,4,153,4300,880,2707,39,18,7946
POA2094,259,199,311,0,0,772,287,156,254,4,0,704,58,99,437,5,0,605,0,0,4,0,0,4,17,26,95,3,3,141,0,0,0,0,0,3,0,0,0,0,0,3,0,5,10,0,0,10,82,130,555,7,4,770,0,0,3,0,0,3,10,11,21,0,0,46,638,497,1154,5,10,2300
POA2095,358,271,1099,0,6,1734,237,235,776,0,3,1247,85,125,2182,13,13,2409,6,0,145,0,0,150,28,75,545,11,5,663,7,0,40,0,0,45,6,0,23,0,0,23,0,3,28,0,0,31,125,199,2959,24,17,3323,5,6,36,0,0,46,16,12,137,3,4,172,739,723,5011,26,24,6524
POA2096,910,67,474,5,4,1462,956,55,745,0,3,1762,181,63,1292,0,8,1539,3,19,22,0,0,41,88,27,279,3,8,402,0,0,8,0,0,8,3,3,7,0,0,21,5,3,20,0,0,29,281,106,1624,9,11,2030,4,3,9,3,0,26,50,3,60,21,3,134,2198,241,2926,34,23,5411
POA2097,1381,74,338,0,3,1798,1524,49,441,4,0,2020,217,37,558,12,0,820,3,0,3,0,0,6,99,11,102,4,3,224,3,4,17,0,0,23,7,0,0,0,0,15,10,3,10,0,0,18,333,56,695,17,9,1098,16,0,21,0,0,38,75,4,47,0,3,124,3328,175,1538,26,16,5082
POA2099,2351,171,1402,0,4,3932,2574,186,1971,6,17,4750,525,125,2984,15,16,3658,110,228,150,0,0,497,242,42,535,7,9,837,13,6,33,0,0,53,22,32,33,3,3,84,21,4,37,0,0,58,927,441,3770,21,28,5187,39,54,216,0,0,309,130,35,239,0,12,414,6018,890,7602,27,59,14595
POA2100,1998,144,104,6,3,2256,2256,181,411,0,9,2857,387,107,329,5,4,841,3,20,63,0,0,86,173,31,78,15,12,307,6,39,53,0,0,99,18,5,8,0,0,32,16,6,8,0,0,32,604,207,546,21,19,1390,27,33,6,0,0,65,109,23,33,0,7,174,4992,582,1094,30,40,6742
POA2101,1437,208,607,68,8,2326,1571,74,641,5,4,2301,255,51,844,14,11,1185,4,21,19,0,0,48,175,30,189,12,12,419,3,48,46,0,0,99,9,17,16,14,4,59,13,8,18,3,6,41,460,178,1133,33,39,1843,31,119,114,0,0,264,84,40,81,6,7,216,3586,618,2571,120,50,6954
POA2102,427,188,105,0,3,725,573,318,229,0,0,1117,98,82,121,0,5,308,0,0,0,0,0,0,36,32,38,0,0,108,6,0,3,0,0,13,7,6,3,0,0,12,3,4,0,0,0,6,146,122,168,4,7,439,14,15,58,0,0,85,16,14,17,0,0,46,1181,647,576,4,8,2415
POA2103,884,308,382,10,3,1599,825,154,216,3,3,1201,129,94,320,6,5,557,0,0,3,0,0,4,74,44,88,5,0,214,0,18,5,0,0,25,4,0,4,0,4,9,0,3,5,0,0,6,215,153,416,11,9,819,4,4,30,0,0,36,50,16,31,0,3,93,1979,637,1079,29,24,3746
POA2104,429,158,91,0,0,681,338,28,6,0,0,377,28,3,3,0,0,40,0,0,0,0,0,0,14,8,0,0,0,22,0,12,8,0,0,23,0,5,0,0,0,7,4,3,0,0,0,5,45,36,12,0,0,97,3,160,69,0,0,230,22,26,11,0,0,60,843,408,187,0,4,1441
POA2105,272,6,10,9,0,299,255,3,0,0,0,258,37,0,0,0,0,35,0,0,0,0,0,0,22,0,0,0,3,25,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,63,0,0,0,3,67,4,0,0,0,0,4,18,0,0,0,0,17,605,6,16,9,3,640
POA2106,878,117,228,8,3,1240,970,48,214,14,0,1240,152,35,306,22,14,521,0,0,0,0,0,0,87,8,86,3,4,190,0,0,0,0,0,3,4,0,0,0,0,10,3,0,0,0,0,4,246,47,394,25,19,724,8,0,3,0,0,16,41,7,57,12,3,118,2142,217,895,51,23,3339
POA2107,1888,23,225,6,3,2146,1828,26,107,0,4,1959,302,14,145,0,4,464,0,0,0,0,0,0,136,13,44,0,3,199,3,0,0,0,0,3,3,0,3,0,0,5,14,0,3,0,0,19,458,20,200,5,10,693,12,3,3,0,0,16,76,3,26,0,5,114,4257,80,562,10,19,4927
POA2108,309,0,18,0,6,334,126,0,9,0,3,139,60,0,15,0,4,80,0,0,0,0,0,0,26,0,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,91,0,18,4,4,119,14,0,0,0,0,11,10,0,0,0,0,12,554,3,42,4,13,612
POA2109,0,24,47,0,0,65,0,0,117,0,0,114,0,0,423,0,0,426,0,0,0,0,0,0,0,0,69,0,3,74,0,43,0,0,12,58,0,4,11,0,9,18,0,0,7,0,0,7,3,55,506,0,25,583,6,28,0,0,0,35,0,5,13,0,0,20,5,112,680,0,25,817
POA2110,1050,119,112,0,0,1282,854,114,81,0,3,1048,148,68,166,3,3,385,0,0,148,0,0,154,53,18,44,0,0,119,3,0,7,0,0,9,0,8,4,0,0,18,9,0,0,0,0,8,216,95,371,3,6,697,18,3,43,0,0,71,42,8,19,0,0,70,2173,348,629,3,14,3170
POA2111,1233,278,216,0,4,1730,1088,220,402,0,5,1717,210,187,863,4,4,1271,0,25,256,0,0,288,89,35,96,0,3,231,3,0,15,0,0,21,8,4,4,0,0,18,13,3,0,0,0,18,327,252,1240,9,8,1841,13,7,10,0,0,29,58,14,41,0,5,118,2716,769,1912,9,28,5432
POA2112,2552,376,499,0,7,3435,2172,402,991,3,16,3581,607,289,2155,6,20,3071,76,151,114,0,0,335,277,76,313,0,3,674,9,34,49,0,0,89,26,34,21,0,0,75,19,3,11,0,0,37,1018,585,2660,12,24,4288,32,21,53,0,0,109,116,31,91,0,10,256,5886,1422,4290,10,57,11673
POA2113,1564,245,216,10,0,2028,1371,277,285,0,0,1937,326,294,958,3,8,1592,29,138,194,0,0,361,120,57,165,0,0,343,0,9,8,0,0,16,9,25,16,0,0,47,12,10,4,0,0,28,499,520,1351,0,13,2388,17,3,17,0,0,42,74,16,44,0,3,139,3525,1068,1910,15,17,6528
POA2114,1676,189,509,0,3,2373,1400,247,953,0,4,2606,406,149,2327,34,7,2929,48,48,82,0,0,176,153,25,291,6,0,477,3,12,20,0,0,40,17,13,14,0,0,49,16,3,18,0,0,35,640,260,2751,44,7,3702,18,0,10,0,0,30,69,15,66,0,6,161,3811,715,4285,44,19,8874
POA2115,759,107,12,0,3,883,774,330,20,0,7,1132,300,128,38,12,8,479,295,121,147,0,0,565,88,26,3,0,3,121,4,10,3,0,0,14,92,90,7,0,0,191,17,3,0,0,0,18,786,376,196,11,15,1386,14,5,3,0,0,23,54,22,10,0,0,81,2398,838,241,16,19,3508
POA2116,401,121,13,3,0,538,487,280,26,0,3,786,163,220,53,3,3,439,141,86,54,0,0,279,52,45,14,0,0,113,3,11,0,0,0,16,3,0,0,0,0,5,3,4,0,0,0,9,365,369,116,3,6,854,8,0,0,0,0,16,34,16,3,0,0,53,1296,780,161,3,6,2244
POA2117,1430,418,59,4,0,1905,1387,900,155,3,5,2454,447,530,240,14,9,1245,256,235,367,0,0,861,145,107,27,3,0,282,10,23,63,0,3,107,21,39,3,0,0,63,14,17,3,0,0,32,894,954,694,19,12,2577,24,20,9,0,0,53,91,56,38,0,4,181,3823,2340,955,22,25,7164
POA2118,2371,220,171,0,3,2762,1810,416,421,3,4,2658,598,273,605,0,6,1481,28,26,37,0,0,91,177,60,112,3,7,355,11,10,33,0,4,60,25,39,0,0,4,68,10,0,3,0,0,16,856,407,793,3,12,2069,24,0,81,0,0,107,85,24,48,0,9,162,5142,1064,1517,7,28,7757
POA2119,1594,58,68,0,0,1724,1343,39,22,0,0,1411,249,13,29,3,3,297,3,0,0,0,0,3,57,7,3,0,0,68,5,0,33,0,0,37,10,3,0,0,0,6,12,0,0,0,0,13,327,21,65,4,4,423,8,0,14,0,0,21,40,0,4,0,0,42,3319,123,176,4,6,3625
POA2120,2276,217,60,3,3,2555,2381,259,90,0,4,2737,442,154,137,3,5,744,31,78,16,0,0,122,132,26,21,3,0,185,13,9,0,0,0,19,17,15,0,0,0,30,18,3,0,0,0,19,653,283,177,9,3,1123,15,25,16,0,0,56,98,14,11,0,8,131,5422,789,360,9,22,6600
POA2121,2654,293,381,0,5,3332,2021,307,543,3,3,2879,566,301,1273,4,6,2150,18,9,13,0,0,40,242,51,192,0,0,491,9,0,30,0,0,40,31,6,14,0,0,54,19,0,15,0,0,33,885,378,1541,5,10,2813,27,9,19,0,0,59,102,39,52,0,0,197,5684,1022,2535,5,23,9272
POA2122,2210,756,330,3,22,3326,1639,921,404,8,7,2976,453,904,1180,16,7,2553,62,237,62,0,0,359,311,211,219,6,3,752,13,53,28,0,0,100,30,28,20,0,0,89,21,20,11,0,0,52,897,1457,1520,19,11,3909,32,60,55,3,17,164,116,66,90,4,20,297,4888,3257,2394,42,77,10663
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,2127,76,10,0,0,2212,2009,131,13,0,0,2151,301,57,17,0,0,370,3,18,3,0,0,25,78,7,5,0,0,94,4,35,11,0,0,49,10,7,0,0,0,13,5,3,0,0,0,7,396,127,39,0,3,562,17,20,24,0,0,62,67,8,7,0,3,80,4609,366,80,3,4,5070
POA2126,1957,259,105,0,0,2329,2133,361,4,3,4,2504,420,214,5,0,3,646,3,6,0,0,0,7,69,35,4,0,3,107,11,10,10,0,0,25,12,3,0,0,0,14,8,4,0,0,0,15,521,265,24,0,3,816,13,27,41,0,0,76,47,8,16,0,0,82,4677,921,185,6,9,5797
POA2127,205,111,403,0,3,720,310,199,1344,0,3,1861,97,77,2370,0,4,2550,5,0,8,0,0,10,24,14,204,0,0,245,0,0,8,0,0,3,8,7,11,0,0,21,3,0,11,0,0,14,137,100,2605,0,4,2845,0,0,11,0,0,12,4,0,88,0,0,94,655,415,4454,0,13,5531
POA2128,75,7,21,0,0,104,79,61,140,0,0,281,48,66,174,0,0,281,0,0,0,0,0,0,20,12,27,0,0,60,0,0,3,0,0,3,9,0,3,0,0,7,0,0,0,0,0,5,77,73,210,0,0,358,0,3,0,0,0,0,15,0,9,0,0,28,246,146,384,0,0,770
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,275,125,182,0,0,585,197,180,349,0,0,727,51,98,1044,0,0,1200,0,0,35,0,0,34,21,35,156,3,0,211,6,0,12,0,0,22,0,0,6,0,0,6,3,3,6,0,0,15,83,139,1264,0,0,1490,7,3,12,0,0,14,10,8,36,0,7,57,565,462,1837,4,7,2879
POA2131,956,191,766,3,3,1921,575,212,1020,9,3,1819,208,179,2959,19,10,3374,11,10,115,0,0,132,131,49,476,7,13,672,8,12,68,0,0,90,13,4,34,0,3,57,10,3,39,0,0,50,385,257,3686,23,27,4381,10,3,35,0,0,50,48,12,166,5,145,372,1983,676,5671,42,179,8546
POA2132,955,160,137,5,0,1255,647,199,196,7,0,1046,182,115,350,17,3,663,11,7,64,0,0,84,61,26,75,11,5,176,22,6,17,0,5,45,15,3,6,0,0,28,11,3,0,0,0,16,295,170,510,22,10,1012,3,3,46,0,0,58,47,18,29,0,0,96,1952,545,923,32,19,3472
POA2133,794,352,111,0,0,1253,599,446,194,3,3,1249,211,163,489,5,3,874,17,70,72,0,0,160,54,30,48,0,3,141,0,3,22,0,0,25,0,12,14,0,0,26,3,7,4,0,0,12,297,277,641,9,6,1240,7,11,4,0,0,21,44,21,23,0,3,98,1735,1112,973,17,20,3856
POA2134,709,217,363,0,7,1289,336,108,483,0,4,935,163,130,1617,17,17,1945,0,35,123,0,0,157,105,44,422,0,4,576,7,3,25,0,0,31,14,10,74,0,0,99,8,8,16,0,0,38,306,230,2265,20,26,2845,12,3,21,0,0,40,54,11,94,4,11,182,1417,567,3229,21,46,5285
POA2135,1904,105,394,10,7,2415,1233,87,487,4,3,1815,364,136,1901,14,9,2423,26,6,115,0,0,144,128,25,356,4,0,518,6,5,20,0,3,31,17,0,33,0,3,54,10,3,27,0,3,46,545,177,2449,21,25,3218,18,4,31,0,0,56,93,19,241,3,0,349,3797,385,3599,36,32,7844
POA2136,618,162,54,0,0,836,440,174,180,0,5,793,146,86,261,10,6,519,4,57,19,0,0,79,37,23,40,0,3,108,3,11,0,0,0,13,4,11,9,0,0,18,3,3,0,0,0,11,203,191,331,16,10,742,12,3,3,0,0,13,31,16,8,0,3,55,1296,543,572,15,15,2438
POA2137,2175,242,979,20,13,3428,1470,304,1000,36,3,2823,423,156,1393,71,14,2063,17,76,70,0,3,169,115,23,170,16,10,335,4,11,22,0,0,41,14,47,50,0,0,115,20,9,15,3,0,47,597,324,1723,97,28,2766,17,3,16,0,0,34,101,18,73,0,3,192,4367,888,3793,150,41,9238
POA2138,861,77,506,3,0,1445,597,174,1416,3,0,2188,172,116,2536,4,0,2830,16,15,30,0,0,60,67,27,421,3,0,515,3,0,7,0,0,11,3,13,57,0,0,72,4,0,12,0,0,19,267,171,3063,6,4,3511,5,4,27,0,0,42,46,11,93,0,0,156,1776,442,5098,12,11,7335
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,287,30,287,5,3,606,226,84,1143,28,12,1503,122,100,1983,32,39,2275,5,21,85,0,0,110,47,17,251,8,13,340,7,7,24,0,0,36,4,0,72,0,9,84,3,0,19,0,0,19,184,146,2429,46,60,2863,3,3,13,0,0,16,22,3,126,3,15,173,722,262,4001,85,94,5161
POA2141,1820,275,228,3,3,2329,1336,562,507,9,3,2415,702,411,1184,27,9,2339,56,102,92,4,0,254,337,111,152,13,8,612,11,9,21,0,0,42,40,26,22,0,3,83,23,3,9,0,0,42,1168,657,1485,46,18,3375,21,3,11,0,0,43,166,47,72,5,26,324,4514,1550,2297,68,55,8479
POA2142,1140,91,247,4,11,1493,1029,313,733,7,8,2082,472,237,1875,9,24,2607,201,157,407,0,0,768,291,67,236,6,10,614,12,30,50,0,0,82,65,13,22,3,0,102,19,3,9,0,0,39,1058,505,2602,19,38,4222,26,5,21,0,0,53,129,40,128,6,8,313,3378,957,3732,37,61,8164
POA2143,694,42,55,0,0,791,586,64,127,0,3,792,242,55,227,12,7,539,115,23,97,0,7,237,117,12,31,3,0,164,9,6,0,0,0,19,21,0,3,0,0,30,13,0,0,0,0,15,525,100,357,20,12,1009,8,0,4,0,0,15,65,4,22,0,5,91,1875,218,565,26,17,2705
POA2144,1663,175,383,22,8,2250,1396,274,764,17,12,2468,721,253,2099,23,13,3109,54,139,199,0,0,389,354,71,342,15,10,786,17,21,50,0,0,86,96,23,73,4,0,190,36,7,23,0,0,60,1269,513,2781,46,21,4628,24,9,33,0,0,65,193,52,235,8,15,503,4559,1021,4197,86,54,9919
POA2145,5325,812,375,20,9,6538,5181,1784,1225,34,21,8254,1900,1256,3187,17,37,6398,358,628,456,0,7,1449,576,215,273,4,12,1083,31,70,102,0,0,202,85,112,16,3,0,216,51,19,28,0,0,106,3003,2302,4068,29,51,9446,62,30,81,0,3,177,340,152,164,3,31,700,13911,5085,5913,84,119,25119
POA2146,1568,124,16,0,3,1719,1495,512,147,0,10,2166,503,291,199,0,14,1010,34,194,18,0,0,250,157,35,31,0,4,220,7,32,0,0,0,38,11,3,5,0,0,18,12,5,0,0,0,19,718,565,255,0,19,1555,15,9,3,0,0,26,103,24,13,0,4,146,3904,1238,426,4,37,5611
POA2147,3612,61,11,0,0,3689,4328,192,7,11,6,4536,1526,149,21,27,17,1732,553,317,191,0,0,1064,431,32,3,18,9,489,18,43,3,0,0,62,48,3,0,3,0,52,45,7,8,3,0,59,2621,545,224,43,20,3461,59,17,3,0,0,78,293,42,14,0,7,356,10912,858,269,52,32,12118
POA2148,4747,283,100,3,3,5139,5414,998,354,0,14,6791,2765,849,1272,3,17,4913,365,333,291,0,0,993,790,178,129,3,18,1122,24,27,43,0,0,94,99,16,19,4,0,138,64,17,16,0,0,93,4109,1430,1760,11,44,7347,67,30,28,0,0,127,446,103,95,0,17,660,14776,2841,2348,13,77,20059
POA2150,381,98,642,11,3,1136,246,167,1383,36,9,1839,233,231,5278,86,25,5859,21,54,345,0,0,417,114,52,744,19,3,930,8,19,64,0,0,91,15,14,62,0,0,93,4,0,37,0,0,47,389,366,6529,110,33,7435,9,9,36,0,0,52,46,22,259,0,23,345,1073,664,8852,160,64,10811
POA2151,1387,127,286,0,0,1804,1286,346,658,0,0,2288,358,278,1347,3,3,1992,122,106,178,0,0,405,130,55,161,0,5,345,15,22,32,0,3,77,29,3,11,0,12,55,16,5,8,0,0,32,663,469,1742,5,27,2906,17,3,53,0,0,71,52,26,85,3,4,162,3394,970,2817,7,31,7228
POA2152,770,160,188,0,0,1118,879,313,241,0,0,1436,226,191,548,0,0,967,52,53,72,0,0,184,74,43,34,0,3,149,3,18,37,0,0,62,5,3,7,0,0,16,3,4,3,0,0,10,365,317,702,3,3,1390,11,7,186,0,0,206,33,17,62,0,3,114,2059,821,1375,3,10,4261
POA2153,5668,583,285,0,4,6540,6752,899,309,0,0,7959,1246,628,545,3,4,2430,33,45,7,0,0,76,299,88,56,0,0,446,18,23,39,0,0,83,30,31,4,0,0,68,19,3,9,0,0,31,1650,816,658,4,9,3138,54,4,122,0,0,178,199,38,52,0,12,293,14324,2343,1422,7,26,18118
POA2154,3802,351,341,3,0,4500,4199,416,288,0,6,4918,936,376,541,0,7,1860,5,25,3,0,3,37,237,74,91,0,3,404,11,31,88,0,0,127,21,21,9,0,0,44,16,5,3,0,0,27,1214,534,731,0,12,2498,64,213,200,0,3,477,140,42,62,0,3,248,9418,1560,1623,4,27,12639
POA2155,3100,210,45,5,9,3373,8109,834,120,0,17,9086,1683,400,192,0,13,2288,12,3,3,0,0,20,288,50,17,0,4,360,0,0,6,0,0,7,100,20,3,12,0,140,26,4,0,0,3,35,2110,479,223,15,22,2851,40,5,54,0,0,101,209,13,11,45,6,281,13569,1546,450,72,53,15692
POA2156,1542,156,15,0,3,1712,1492,71,3,8,3,1571,147,16,0,0,0,166,0,0,3,0,0,3,70,10,0,0,4,81,3,7,18,0,0,29,11,0,0,0,0,11,8,0,0,0,0,16,240,41,23,4,3,310,55,139,70,0,0,258,68,12,0,0,7,89,3399,412,112,6,16,3946
POA2157,430,0,0,0,0,432,444,0,0,0,5,452,83,0,0,3,0,82,0,0,0,0,0,0,69,3,0,0,0,77,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,168,3,3,3,3,176,9,0,0,0,0,9,16,0,0,0,0,18,1067,3,3,3,10,1088
POA2158,962,88,85,44,0,1174,894,78,3,4,3,986,158,39,4,5,5,212,0,0,0,0,0,0,86,11,7,0,3,103,0,0,0,0,0,0,11,0,0,14,0,26,18,3,0,0,0,22,279,52,8,22,5,371,32,0,3,0,0,30,35,6,5,7,0,57,2203,219,102,72,13,2619
POA2159,639,29,23,0,0,689,558,9,16,3,0,590,77,4,11,0,0,92,0,0,0,0,0,0,81,0,0,0,4,83,3,3,4,0,0,7,8,0,0,3,0,8,8,0,0,0,0,7,178,7,16,7,3,215,24,14,9,0,0,52,26,4,5,0,0,36,1422,61,68,9,10,1574
POA2160,2286,279,289,5,4,2869,1743,543,626,8,8,2928,864,489,1697,39,22,3104,160,203,408,0,0,769,348,96,193,6,9,650,24,98,62,0,0,184,58,22,25,3,0,112,28,13,20,0,0,64,1479,920,2409,45,28,4880,41,47,15,0,0,109,190,61,116,7,4,383,5742,1854,3462,67,49,11166
POA2161,1899,144,87,3,4,2140,1995,437,342,3,9,2780,766,265,817,4,12,1868,191,427,304,0,0,919,395,80,83,3,8,573,7,66,45,0,0,115,94,14,22,0,0,132,36,11,12,0,0,56,1486,867,1282,10,18,3666,36,16,7,0,0,62,214,50,73,0,6,345,5634,1516,1796,18,46,8997
POA2162,1480,125,57,0,0,1665,1288,244,107,0,5,1646,540,118,130,10,9,804,343,177,182,0,0,709,224,58,27,10,6,317,22,28,15,0,0,63,56,7,7,0,0,72,18,6,3,0,0,26,1205,391,364,22,16,1997,26,10,5,0,0,41,123,30,21,0,3,178,4122,804,546,20,25,5522
POA2163,449,17,94,3,0,558,433,45,126,0,0,605,149,18,315,12,4,493,509,71,329,0,0,914,85,11,43,3,3,148,11,6,4,0,0,17,23,0,11,0,0,37,8,0,5,0,0,21,784,106,710,14,4,1626,18,0,7,0,0,27,69,15,57,3,0,142,1755,173,989,26,9,2956
POA2164,1956,75,0,23,3,2060,1572,191,15,3,9,1784,746,168,66,4,16,1001,118,102,162,0,0,375,239,21,10,6,3,277,10,7,45,0,0,69,60,6,4,39,4,111,17,6,7,0,0,29,1189,312,286,50,26,1865,27,5,0,0,0,40,152,21,25,7,7,206,4898,596,331,81,43,5946
POA2165,2789,218,248,22,7,3284,2090,519,376,11,0,3002,1306,621,1596,30,36,3594,221,358,429,0,3,1013,414,98,126,12,11,657,17,25,63,0,0,112,87,36,47,5,3,182,40,10,23,0,0,76,2094,1150,2282,46,53,5629,57,6,16,3,0,84,264,66,109,5,23,465,7302,1960,3027,92,80,12463
POA2166,3328,508,620,23,4,4489,2536,726,571,34,13,3879,1284,580,1562,49,21,3497,383,477,131,12,6,1006,621,184,278,12,12,1112,35,65,41,3,0,141,137,38,71,5,3,244,47,12,28,3,0,96,2499,1361,2108,79,44,6095,60,41,25,3,0,133,302,97,141,8,14,557,8735,2729,3467,144,78,15151
POA2167,550,128,3,0,0,683,968,278,8,0,3,1259,378,225,11,9,3,620,4,122,0,0,0,126,70,30,3,0,0,106,0,3,0,0,0,3,14,3,0,0,0,22,4,3,0,0,0,7,472,383,20,5,6,888,3,4,0,0,0,12,42,20,3,0,0,67,2045,812,31,8,9,2902
POA2168,2766,154,3,0,3,2925,3921,370,6,0,3,4305,1260,225,48,0,4,1533,1131,314,747,0,12,2202,416,55,13,0,4,486,41,17,45,0,0,103,95,12,16,0,3,121,37,5,6,0,0,51,2972,625,872,3,20,4499,54,10,12,0,0,67,341,34,65,0,3,447,10051,1193,959,7,31,12243
POA2170,6685,515,634,3,6,7846,8799,1234,1196,3,21,11257,2463,1193,3568,23,23,7268,717,787,611,0,13,2129,746,154,300,4,12,1213,44,90,95,0,3,226,173,40,65,3,5,281,95,15,51,0,7,168,4236,2281,4688,29,59,11291,149,54,48,0,0,250,607,177,261,7,16,1063,20477,4257,6836,43,95,31702
POA2171,1728,46,0,0,3,1779,5191,267,9,0,15,5477,959,230,13,4,3,1204,36,8,0,0,0,49,225,31,3,0,5,266,17,4,0,0,0,22,61,6,0,0,4,68,24,0,0,0,0,26,1325,278,12,4,5,1635,29,0,0,0,0,29,210,13,0,0,5,228,8492,602,18,6,28,9148
POA2172,240,0,0,0,0,240,438,0,0,0,0,444,34,0,0,0,0,38,3,0,0,0,0,5,13,0,3,0,0,15,0,0,0,0,0,0,35,28,0,0,0,63,3,0,0,0,0,4,91,36,3,0,0,127,3,0,0,0,0,3,11,0,0,0,0,11,782,34,3,0,0,822
