POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6705,83,52,54,26,24,26,16,3,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,5,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,3,0,10,11,22,25,25,5,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,11,20,43,41,3,0,144,3,3,17,11,20,43,41,3,0,144,88,51,67,40,46,70,54,9,0,422
POA6707,532,233,374,402,348,277,213,51,11,2444,0,0,0,0,4,0,0,0,0,10,3,3,12,8,13,53,48,9,0,148,24,0,9,16,15,87,92,18,0,272,3,3,8,4,16,44,53,3,3,130,3,0,3,8,12,27,32,7,0,98,65,36,135,87,147,389,533,189,20,1598,0,4,3,0,3,8,12,0,0,35,0,0,0,0,4,3,3,0,0,14,0,0,0,0,3,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,105,47,175,133,209,625,774,224,20,2323,105,48,179,132,215,627,774,224,20,2334,641,283,555,532,564,903,987,276,32,4772
POA6710,131,189,1087,947,882,544,72,17,3,3870,0,3,0,5,8,0,0,0,0,18,9,10,79,70,110,66,17,0,0,353,0,5,57,46,55,41,21,4,0,228,3,32,196,248,237,153,18,0,0,884,0,3,29,28,32,24,6,0,0,126,8,93,720,618,561,366,71,22,0,2471,0,0,3,4,8,8,0,0,0,21,0,0,8,3,4,3,3,0,0,16,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,150,1085,1022,1005,661,136,32,0,4111,19,150,1088,1023,1012,666,136,32,0,4129,155,341,2174,1968,1893,1206,210,46,3,7998
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,3,0,5,0,0,0,8,0,0,0,3,0,5,0,0,0,14
POA6712,0,71,596,543,412,184,21,0,0,1823,0,0,21,11,3,8,0,0,0,42,0,14,91,83,75,36,0,0,0,294,0,5,68,46,73,21,3,0,0,224,0,15,188,195,170,69,0,0,0,639,0,0,21,40,31,16,0,0,0,114,0,68,717,694,625,308,15,0,0,2418,0,0,7,3,11,0,0,0,0,22,0,0,0,3,7,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,106,1084,1072,988,452,24,0,0,3732,0,106,1105,1089,991,457,24,0,0,3777,0,174,1700,1626,1406,645,43,0,0,5597
POA6713,310,84,130,199,207,74,24,6,5,1038,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,13,0,0,0,0,0,3,5,4,0,11,0,0,3,0,4,8,10,0,0,26,0,0,0,0,0,0,4,0,0,4,13,3,3,13,13,17,7,0,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,22,18,25,35,5,0,130,13,3,13,22,18,25,33,5,0,136,326,82,143,219,233,99,55,17,5,1172
POA6714,4050,1757,3526,2977,2107,1114,275,46,10,15871,6,0,20,10,6,4,0,0,0,41,3,5,37,35,50,44,33,8,0,216,9,6,38,70,85,70,69,10,0,362,6,13,59,66,78,65,31,11,3,330,5,0,22,25,35,28,37,11,0,158,66,150,531,514,574,438,249,60,4,2585,0,0,4,11,16,8,15,0,0,53,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,84,177,691,730,838,652,435,97,4,3704,91,184,708,735,847,651,435,97,4,3747,4143,1941,4232,3715,2954,1770,707,143,15,19616
POA6716,189,42,153,127,123,62,10,0,0,704,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,9,9,0,0,17,0,0,3,3,3,8,7,0,0,19,0,0,4,4,0,9,4,3,0,25,0,0,3,0,3,3,6,0,0,13,6,24,66,66,75,77,27,3,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,75,74,79,96,57,8,0,421,6,24,75,74,82,96,57,8,0,424,193,64,225,201,207,158,64,4,0,1128
POA6718,175,165,174,158,129,93,50,22,4,957,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,3,0,0,7,0,0,0,0,3,0,3,3,0,9,9,3,12,10,15,15,22,0,0,87,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,10,14,19,20,43,4,0,124,14,6,10,14,19,20,43,4,0,125,189,168,182,169,149,111,84,21,7,1081
POA6720,646,273,481,443,339,193,37,4,0,2413,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,14,10,3,0,42,3,0,3,7,8,14,15,0,0,46,0,0,9,7,6,10,9,3,0,44,0,0,3,3,7,6,7,0,0,25,23,22,116,74,84,89,64,11,3,495,0,0,0,0,0,6,4,0,0,7,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,133,95,114,146,108,18,3,671,24,22,133,95,114,146,108,18,3,671,672,295,616,540,452,333,145,26,3,3086
POA6721,894,364,984,791,616,388,113,31,4,4191,0,0,0,3,0,0,0,0,0,7,3,5,22,27,40,40,34,4,0,166,3,0,41,29,28,51,62,17,0,234,3,9,27,50,87,46,24,7,0,259,0,0,12,6,19,20,29,0,0,90,20,76,289,223,274,252,186,31,0,1348,0,0,3,11,9,10,9,3,0,45,0,0,0,0,4,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,88,396,349,455,432,344,58,0,2153,33,88,401,350,459,433,344,58,0,2162,925,453,1386,1140,1076,818,458,90,4,6355
POA6722,2359,1096,2075,1458,1264,723,209,65,27,9270,3,0,0,6,3,3,0,0,0,16,3,0,23,12,14,19,18,9,0,102,10,4,9,21,13,28,30,3,0,117,10,0,29,22,31,41,31,6,0,167,0,0,10,11,15,28,16,5,0,79,51,77,280,251,251,193,70,13,0,1183,0,0,4,3,0,11,13,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,94,357,319,332,315,179,37,0,1693,78,94,353,322,335,314,179,37,0,1714,2433,1187,2433,1775,1594,1032,392,99,29,10982
POA6725,2484,1097,1834,1597,1317,1110,446,147,40,10067,6,3,11,5,3,3,0,3,0,33,16,10,29,19,41,129,155,24,3,438,83,10,46,66,60,192,236,38,4,741,10,11,27,12,40,108,140,7,0,359,14,9,8,14,25,68,108,17,4,267,128,126,220,185,220,510,605,187,23,2209,4,0,4,3,3,21,24,7,0,68,0,8,11,14,4,11,3,0,0,47,3,0,0,3,4,24,21,0,0,63,0,0,0,0,0,0,0,0,0,0,263,181,350,317,403,1067,1292,279,29,4179,266,182,357,324,405,1070,1292,280,29,4215,2751,1283,2191,1921,1723,2183,1743,426,75,14286
POA6726,1266,502,814,811,739,578,249,74,9,5042,0,4,3,3,3,3,6,0,0,22,17,13,14,31,59,81,113,24,0,345,52,35,36,56,95,205,270,59,4,807,10,4,10,13,41,41,43,14,0,168,0,5,3,6,20,60,73,12,0,188,99,73,177,115,236,375,607,177,18,1872,0,0,3,3,0,9,17,4,0,38,4,0,8,0,3,5,0,0,0,24,0,0,0,0,5,9,6,0,0,23,0,0,0,0,0,0,0,0,0,0,181,132,247,229,464,785,1131,287,18,3468,181,129,249,235,466,787,1135,287,18,3489,1449,633,1070,1041,1203,1363,1382,365,33,8529
POA6728,1469,758,929,782,645,573,238,76,24,5497,13,5,16,0,8,3,3,0,0,52,23,7,5,19,33,75,71,9,0,250,46,9,21,31,41,92,76,3,4,326,14,11,14,18,26,47,65,13,3,215,0,0,0,4,18,24,44,8,0,95,101,52,134,88,106,127,112,24,7,755,0,3,10,0,3,19,15,0,0,43,3,0,3,3,0,7,3,0,0,25,3,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,194,93,194,174,232,394,379,57,17,1722,202,102,208,172,240,394,378,57,17,1770,1676,860,1141,952,879,973,621,135,39,7270
POA6731,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
POA6740,317,179,173,156,144,100,85,25,4,1183,0,5,0,0,6,0,0,0,0,17,3,3,14,8,9,18,39,15,0,111,29,0,4,21,17,42,43,0,0,164,0,3,0,4,11,13,18,0,0,51,0,0,5,0,3,3,3,3,0,23,34,12,62,41,53,63,62,10,0,338,0,0,0,0,0,9,3,0,0,10,0,0,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21,85,85,103,148,165,28,0,714,73,27,86,84,109,154,170,28,0,735,384,212,256,239,249,253,252,56,3,1915
POA6743,1324,725,1003,806,821,649,251,67,14,5664,7,5,3,3,3,7,0,0,0,36,28,8,44,44,62,140,145,27,3,490,48,11,33,44,62,145,148,31,3,533,4,14,23,13,38,89,87,3,0,277,14,6,8,17,24,41,67,7,0,190,103,84,238,187,246,274,182,45,0,1364,6,4,5,8,10,23,22,0,0,79,9,10,16,16,9,8,4,6,0,76,3,0,3,4,7,12,6,0,0,35,0,0,0,0,0,0,0,0,0,0,215,135,378,327,466,739,665,124,7,3045,218,140,379,333,472,745,664,124,7,3082,1535,869,1382,1135,1285,1390,922,193,22,8740
POA6751,907,324,1173,985,669,377,68,9,3,4524,0,3,9,5,5,7,0,0,0,32,11,5,29,32,41,44,66,15,0,246,18,3,47,48,46,82,50,17,0,307,0,11,44,62,63,57,36,4,0,277,0,0,18,23,21,19,19,3,0,105,30,138,748,705,689,430,103,18,0,2867,0,0,5,11,3,4,3,0,0,32,0,0,0,0,9,0,3,3,0,13,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,59,159,894,888,873,637,283,68,0,3853,62,160,902,900,877,641,283,68,0,3892,971,486,2077,1885,1545,1017,352,76,3,8418
POA6753,1246,666,1806,1371,1012,542,78,13,4,6728,0,3,11,4,5,0,0,0,0,22,0,4,53,38,33,31,10,0,0,166,0,3,41,44,35,26,11,4,0,164,3,7,75,81,80,58,5,0,0,308,0,8,23,24,30,13,3,0,0,99,29,294,1434,1220,1093,602,69,8,0,4756,0,0,3,9,19,4,3,0,0,45,0,0,5,3,0,7,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,313,1632,1423,1306,739,98,9,0,5565,36,320,1645,1427,1309,739,98,9,0,5591,1282,982,3454,2793,2321,1283,176,26,3,12316
POA6754,392,108,232,276,169,88,13,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,19,0,0,7,5,0,0,0,0,0,13,0,0,9,12,4,0,0,0,0,29,0,0,3,0,3,4,0,0,0,14,4,20,125,97,78,49,6,3,0,381,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,149,116,98,63,11,3,0,464,4,27,149,116,96,63,11,3,0,468,392,136,386,387,267,144,26,3,0,1740
POA6758,30,126,551,401,330,170,23,0,0,1635,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,6,0,25,0,3,15,10,5,4,3,0,0,36,0,0,3,8,17,3,0,0,0,35,0,0,3,3,7,0,0,0,0,15,0,47,231,232,200,101,17,0,0,839,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,259,254,241,115,19,5,0,958,0,52,259,255,241,115,19,5,0,957,33,180,810,657,565,288,48,5,0,2587
POA6760,137,74,122,80,72,59,40,8,3,591,0,4,0,0,0,0,0,0,0,9,0,3,3,0,8,3,11,0,0,27,0,0,10,8,4,6,14,0,0,43,0,0,3,5,9,3,9,0,0,36,0,0,3,0,6,0,4,0,0,17,5,16,75,59,59,58,36,3,0,313,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,94,74,87,72,79,7,0,435,5,24,94,73,88,67,79,7,0,443,142,97,215,157,156,135,120,14,3,1035
POA6762,83,70,247,169,131,76,20,3,0,804,0,0,3,3,0,0,0,0,0,13,0,0,8,4,6,3,0,0,0,18,0,0,6,8,6,0,4,0,0,25,0,0,13,6,14,3,3,0,0,39,0,0,3,3,0,3,0,0,0,9,3,19,135,133,131,59,9,0,0,478,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,164,157,153,70,11,0,0,585,3,18,168,163,159,73,11,0,0,598,87,91,412,332,289,145,32,3,0,1396
POA6765,414,252,324,209,202,133,65,20,14,1630,9,3,0,3,7,0,3,0,0,29,5,0,0,7,3,27,37,3,0,88,0,0,6,8,9,33,29,8,0,88,0,0,9,3,11,38,28,5,0,95,0,0,0,0,3,3,13,3,0,28,26,21,45,31,50,57,29,10,0,266,4,0,6,0,0,17,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,35,21,63,58,70,177,140,33,7,594,46,30,67,59,73,182,145,33,7,626,453,279,384,271,276,318,205,46,17,2254
POA6770,712,394,486,355,274,241,92,31,4,2599,30,25,8,9,5,0,0,0,0,74,3,14,4,5,6,34,46,0,0,112,4,11,3,4,11,27,57,10,0,127,11,3,7,8,13,18,18,0,0,77,0,0,0,0,3,3,15,0,0,21,45,60,78,53,59,69,55,7,0,422,0,0,0,0,3,3,3,0,0,6,0,4,3,5,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,57,99,91,71,98,163,191,19,0,791,87,119,97,81,102,167,191,24,0,867,795,513,582,434,382,406,284,57,6,3463
POA7000,1838,1909,2332,1719,1754,1682,1003,486,192,12913,0,10,8,0,4,5,3,0,0,30,13,19,63,66,60,58,26,9,3,320,20,35,89,98,124,60,29,9,3,463,8,21,52,35,52,59,15,0,0,245,3,7,16,18,19,12,11,0,0,90,0,0,11,12,29,8,3,0,0,62,74,135,179,159,147,167,119,83,43,1112,0,0,3,0,4,0,0,0,0,7,0,3,13,8,11,4,3,0,0,39,0,0,0,0,0,0,0,0,0,0,118,222,424,402,442,377,213,97,46,2339,118,228,436,402,444,390,213,97,47,2374,1959,2134,2770,2122,2196,2067,1220,585,241,15283
POA7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA7004,983,996,1019,926,838,810,674,391,303,6934,3,0,0,3,0,0,3,3,0,23,0,5,9,10,12,14,13,3,0,67,0,11,27,20,23,9,7,0,0,97,5,5,10,8,14,16,6,3,3,83,0,4,5,4,0,3,7,0,0,20,0,0,0,3,3,0,3,0,0,14,18,67,32,30,43,34,41,31,27,328,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,29,93,76,84,106,81,74,34,32,615,31,96,78,92,105,85,75,36,30,637,1020,1088,1102,1013,946,900,750,425,335,7575
POA7005,1624,2377,2007,1227,1388,1429,1231,738,427,12448,3,8,0,0,0,0,3,0,4,19,4,10,18,5,12,14,14,3,0,73,3,23,15,12,16,6,20,10,0,100,3,5,4,12,17,14,5,0,0,59,0,0,5,0,0,3,0,0,0,13,0,0,3,0,0,0,3,0,0,10,43,96,73,33,31,44,31,11,4,361,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,54,132,116,64,83,79,75,33,3,636,51,143,116,64,81,86,82,28,8,659,1676,2520,2122,1291,1471,1515,1313,769,431,13109
POA7007,523,399,325,374,446,402,284,93,33,2876,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,9,8,4,8,4,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,14,14,9,9,7,6,3,80,11,19,14,14,6,13,5,6,3,90,536,416,340,380,451,411,297,107,31,2967
POA7008,1904,1402,1551,1603,1598,1413,925,559,374,11332,3,6,0,0,3,4,3,3,5,30,3,0,0,3,0,5,4,0,0,17,3,0,4,3,4,3,3,0,0,18,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,4,0,0,11,0,0,3,0,0,0,0,0,0,5,32,56,61,26,35,61,49,26,19,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,66,70,33,41,79,65,26,22,442,36,67,77,33,45,81,65,34,25,472,1946,1473,1633,1640,1646,1495,988,591,398,11803
POA7009,2151,1489,1831,1546,1584,1482,985,523,229,11824,5,0,0,0,4,0,3,3,0,26,4,0,3,4,3,0,3,0,0,18,5,5,6,3,3,8,0,5,0,27,5,0,4,0,3,7,0,0,0,24,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,11,39,82,55,34,48,35,16,10,3,325,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,93,71,42,58,57,25,15,3,411,55,94,75,42,65,53,30,19,3,435,2209,1580,1903,1594,1650,1538,1015,541,236,12259
POA7010,2816,1939,1983,1878,2070,2086,1567,1065,517,15935,9,9,8,6,3,3,9,11,3,54,3,0,3,4,4,4,3,3,0,19,0,3,7,0,4,7,6,0,0,26,0,0,6,5,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,81,99,97,52,49,52,29,9,6,478,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,90,106,119,59,65,67,41,10,6,560,95,120,120,61,64,68,43,23,13,618,2906,2055,2111,1943,2136,2157,1612,1085,529,16550
POA7011,2725,1714,1820,1684,1865,1643,1299,893,328,13971,5,3,4,3,4,3,6,3,4,38,0,0,0,0,3,0,0,0,0,14,0,3,6,0,0,3,0,0,0,14,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,93,70,59,30,31,19,7,4,386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,72,101,77,71,35,38,28,12,4,446,81,107,81,73,46,46,34,14,3,479,2811,1817,1899,1751,1907,1685,1330,907,333,14450
POA7012,163,102,68,108,141,118,63,18,6,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,3,5,0,0,20,3,4,3,5,0,4,5,0,0,21,162,103,71,107,142,115,64,22,6,803
POA7015,1511,926,1047,1155,1212,1347,1073,810,602,9691,0,0,0,0,0,0,4,7,6,17,0,0,3,0,3,9,3,0,0,16,0,0,8,0,5,5,3,0,0,23,0,0,3,0,3,7,3,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,26,54,46,25,22,28,19,3,19,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,54,58,30,32,43,34,3,19,296,26,53,58,30,34,47,36,15,25,317,1541,981,1103,1185,1244,1394,1108,821,628,10008
