POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA2250,415,3006,2129,20084,502,26127,3,18,6,222,6,251,1165,59,86,161,18,1489,114,30,14,57,4,221,471,145,91,287,11,1010,5706,2817,1874,17628,407,28425,588,29,93,24,5,742,185,48,22,171,11,432,629,208,155,1401,39,2428,263,90,34,188,7,581,106,32,8,41,4,193,737,22,21,28,0,804,1172,653,396,6025,91,8343,557,247,86,784,20,1702,411,7,13,10,0,436,108,48,15,57,0,228,16,5,4,3,0,28,206,71,39,204,5,524,233,58,40,34,7,365,351,186,125,84,6,754,239,49,18,93,3,399,187,21,25,33,4,271,1279,669,454,4547,103,7043,63,12,0,24,0,97,307,59,44,30,8,439,284,19,13,63,0,382,87,13,14,9,3,127,55,15,4,3,0,79,107,3,10,4,0,120,232,66,55,226,3,587,2897,564,427,698,49,4637,116,50,30,377,3604,4181,15583,5324,3685,37952,4653,67194
POA2251,142,1506,1053,10335,180,13210,0,3,8,78,6,93,165,23,13,73,3,279,51,18,8,53,0,132,244,77,33,147,6,509,3199,1448,1008,9179,241,15076,88,5,19,8,3,132,92,18,16,105,0,225,322,103,66,664,20,1179,80,33,10,85,0,213,68,13,11,18,6,112,99,19,4,14,0,140,676,345,253,3360,72,4705,261,99,35,367,10,765,50,0,0,3,0,53,34,14,6,35,3,88,5,0,0,5,0,11,122,27,18,79,0,243,48,17,11,12,0,88,152,90,47,48,5,345,103,37,20,47,4,203,76,12,21,32,0,134,690,366,272,2446,42,3816,21,0,0,4,0,32,146,39,14,12,0,202,106,11,8,45,0,168,10,4,0,0,0,26,8,0,3,3,0,20,26,0,3,4,0,30,146,35,25,129,3,344,867,289,212,382,20,1775,43,22,4,225,1277,1570,6451,2700,1862,19973,1727,32702
POA2256,67,631,438,4955,155,6238,0,5,0,85,3,99,257,8,26,32,7,323,35,7,0,13,0,57,91,16,16,46,0,172,1239,596,405,4246,140,6629,119,7,25,6,0,161,51,11,5,27,0,97,154,44,28,293,4,524,44,13,0,43,0,103,22,4,3,5,0,40,74,4,4,3,0,80,297,152,119,1618,43,2227,128,68,29,169,6,398,26,0,0,0,0,32,16,12,3,5,0,34,4,0,0,0,0,4,48,14,13,42,0,119,50,19,7,13,0,91,63,33,17,24,0,135,54,11,9,16,0,85,63,3,0,15,0,80,320,145,96,1120,27,1712,14,0,0,0,0,15,42,4,4,3,0,54,64,6,7,23,0,94,10,0,0,8,0,18,9,0,0,3,0,15,33,0,3,0,0,39,40,12,13,33,0,94,536,105,88,162,14,903,27,14,11,119,827,999,3210,1133,779,9333,1140,15598
POA2257,157,1240,900,9584,219,12102,0,15,10,141,3,164,163,16,22,64,0,260,55,18,6,27,0,100,180,50,40,107,4,387,2200,1084,766,8365,217,12634,127,14,53,8,3,208,82,10,17,61,0,173,265,85,37,528,16,927,102,38,10,83,0,235,53,10,9,7,0,73,77,9,8,20,0,121,521,279,164,2955,47,3969,251,91,28,306,10,685,25,0,4,3,0,33,23,14,3,26,0,71,6,4,0,5,0,13,115,19,15,69,3,222,95,37,21,19,0,178,135,64,37,45,3,288,88,16,13,36,0,153,102,14,6,14,0,133,521,275,201,1931,46,2978,15,6,0,3,0,26,61,18,8,4,0,86,86,12,6,33,3,137,23,4,0,3,0,32,29,4,3,5,0,33,23,3,0,0,0,23,69,20,8,96,0,188,992,281,225,321,24,1841,49,13,11,183,1530,1777,5346,2193,1536,17928,2008,29010
POA2258,26,234,205,1785,25,2277,0,0,0,9,0,6,42,9,14,10,0,73,3,0,0,3,0,9,41,18,7,27,0,89,452,222,172,1549,35,2435,19,0,7,0,0,17,16,6,5,11,0,38,40,19,15,123,3,200,10,4,0,13,0,22,7,0,0,5,0,11,21,3,0,6,0,30,84,46,49,494,11,678,41,11,10,65,3,133,12,0,4,0,0,14,10,0,0,0,0,13,0,0,0,0,0,0,21,3,0,16,0,37,10,0,5,0,0,21,23,11,20,3,0,58,16,0,0,12,0,24,20,0,3,0,0,23,104,62,37,350,12,566,0,0,0,0,0,0,18,6,7,0,0,31,7,0,0,0,0,6,4,0,3,0,0,7,0,0,0,0,0,0,15,0,3,0,0,16,19,4,0,15,0,35,161,40,20,40,3,261,15,0,4,17,184,217,970,397,335,3211,254,5164
POA2259,321,2472,1625,21200,416,26037,0,11,4,259,8,285,495,34,43,120,9,691,77,31,10,55,3,170,400,128,70,224,9,828,3627,2127,1583,17627,426,25393,403,19,96,16,8,551,111,19,28,165,8,332,391,148,120,1275,27,1963,145,42,27,164,3,374,82,29,8,38,3,162,450,15,16,28,3,518,744,447,265,5162,83,6703,468,189,92,777,21,1542,90,0,0,0,0,93,74,30,7,34,0,149,16,4,0,10,0,27,321,103,42,341,9,814,211,76,59,39,6,389,246,148,91,66,3,543,134,34,23,78,3,270,89,10,12,23,0,146,959,491,352,3929,70,5801,38,4,3,15,0,61,129,17,22,8,3,187,228,21,13,62,0,326,36,9,4,6,0,55,21,3,3,4,0,28,56,4,17,5,3,84,147,36,29,192,7,408,1735,418,238,647,38,3063,131,30,24,456,2951,3582,10105,4200,2903,38453,3850,59513
POA2260,124,1005,777,7220,100,9223,0,0,0,31,0,29,203,14,12,47,0,279,54,11,10,23,0,92,204,55,34,104,4,400,2163,936,747,6472,103,10411,57,6,23,0,3,89,95,21,17,73,0,205,225,86,45,511,12,875,103,25,19,76,0,221,29,8,6,14,0,61,118,27,11,7,0,167,453,251,163,2601,51,3518,246,78,35,311,11,678,27,0,6,0,0,31,31,5,4,24,0,62,10,9,0,10,0,23,92,37,15,104,3,249,59,22,20,14,0,113,118,56,44,34,3,258,80,22,21,41,4,168,49,3,9,20,0,75,487,220,152,1754,27,2647,30,9,6,11,0,51,180,10,20,9,0,216,68,5,8,37,0,118,19,3,0,3,0,26,23,0,7,4,0,32,15,0,0,3,0,20,86,30,14,101,0,237,783,222,154,295,11,1473,38,7,12,120,908,1086,4875,1840,1366,14162,1170,23417
POA2261,245,2193,1470,18760,427,23102,3,17,8,177,3,206,251,23,31,144,6,459,72,19,25,27,3,142,244,105,68,202,5,623,3174,1945,1420,16120,457,23116,195,13,61,14,5,288,100,18,18,172,0,311,332,152,84,1198,29,1789,179,62,26,134,3,400,61,16,3,20,0,104,165,33,12,33,0,238,755,524,308,5444,95,7122,481,208,51,578,23,1344,39,0,8,0,0,54,60,22,14,45,3,149,20,5,0,5,0,30,278,97,52,202,12,642,211,71,37,37,3,359,209,129,87,63,4,489,120,26,26,76,0,248,67,20,12,40,0,140,778,502,329,3548,75,5233,41,3,0,7,0,53,75,15,20,15,0,127,148,13,16,66,0,245,12,3,3,3,0,15,22,12,0,5,0,36,20,0,0,0,0,21,114,41,31,171,4,360,1210,416,238,519,19,2393,85,29,34,410,2664,3218,7788,3931,2601,34826,3603,52754
POA2262,89,830,566,8005,180,9669,0,4,3,163,7,175,86,6,4,41,4,143,23,11,3,7,0,43,119,45,20,86,3,276,1183,757,553,6609,167,9265,97,6,47,3,0,154,28,9,5,64,3,108,111,45,21,437,5,626,38,18,10,31,3,98,25,11,4,13,0,51,36,9,3,3,0,51,222,171,81,1815,38,2331,150,71,23,261,11,514,5,0,0,0,0,10,46,14,5,9,0,76,4,0,0,3,0,7,118,31,14,69,5,238,98,19,17,33,3,178,82,44,30,35,0,188,43,16,7,24,0,84,18,7,0,17,3,50,277,165,112,1383,29,1966,20,0,3,10,0,33,29,4,3,5,0,46,49,4,0,23,3,79,3,0,0,3,0,8,7,8,0,3,0,17,13,0,8,0,0,20,37,15,5,37,0,104,413,140,76,178,14,823,36,6,10,171,891,1114,2849,1459,992,14275,1259,20830
POA2263,111,921,606,8732,277,10651,0,3,0,132,3,134,98,11,13,52,3,182,39,12,0,15,0,62,117,40,20,69,6,245,1458,871,537,7145,203,10211,92,5,25,4,0,130,45,9,4,49,0,107,139,59,38,464,15,715,67,11,3,43,0,127,29,9,0,10,0,47,88,6,11,11,0,114,327,195,122,2269,48,2958,148,85,26,291,16,568,4,0,0,0,0,4,21,6,4,25,0,54,7,0,0,0,0,6,111,22,8,96,3,250,90,17,18,24,0,147,109,49,35,38,3,233,55,15,12,29,0,120,24,4,12,8,0,51,361,235,132,1620,48,2396,19,8,0,4,0,36,34,11,3,12,0,55,42,3,8,17,0,75,6,4,0,0,0,11,3,3,0,0,0,7,31,0,0,0,0,36,62,18,15,73,0,164,563,155,104,235,8,1066,39,17,9,190,1716,1972,3540,1642,1032,15813,2239,24267
POA2264,85,513,412,5124,113,6248,0,0,0,66,0,70,63,9,11,24,0,109,29,7,3,4,0,41,113,26,25,47,0,211,928,510,401,4560,121,6522,57,0,8,0,0,65,33,7,8,41,0,88,141,54,30,368,3,608,27,10,6,32,0,71,22,3,0,7,0,33,45,7,6,0,0,55,173,112,80,1258,27,1653,77,27,5,156,0,267,17,0,0,0,0,17,14,6,0,14,0,35,5,0,0,3,0,7,29,9,3,34,0,72,49,19,7,9,0,86,55,28,23,20,0,129,41,5,7,25,0,77,12,6,0,11,0,33,252,118,108,1152,25,1660,14,0,0,0,0,15,44,8,10,3,0,56,34,5,5,12,0,52,8,0,3,0,0,8,3,3,0,0,0,8,0,0,0,0,0,0,30,9,5,55,0,99,427,91,61,147,9,728,12,4,7,98,533,649,2221,949,728,9558,777,14233
POA2265,37,281,207,1751,150,2423,0,0,0,22,0,17,25,0,5,5,0,41,11,3,0,3,0,18,40,10,5,21,3,76,407,227,183,1647,41,2500,31,0,10,0,0,42,18,6,4,10,0,38,68,32,17,222,6,344,3,0,3,6,0,12,6,0,0,3,0,12,24,3,4,3,0,33,70,55,31,444,6,610,35,16,10,64,0,120,16,0,0,0,0,19,3,3,0,4,0,13,3,0,3,0,0,4,10,5,0,6,0,24,20,4,0,0,0,24,49,21,10,11,12,102,19,3,3,11,0,34,12,0,3,5,0,26,107,74,46,428,4,668,8,0,3,0,0,13,37,3,9,0,0,48,14,3,0,5,0,23,3,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,10,3,4,20,0,37,327,50,52,72,10,507,15,0,4,41,301,357,1087,472,357,3365,519,5805
POA2267,5,98,65,975,20,1167,0,0,0,18,0,21,14,0,0,4,0,15,11,0,0,6,0,17,16,3,4,5,0,31,158,101,64,993,23,1340,5,0,4,0,0,6,9,0,0,7,0,15,15,12,5,76,0,110,5,0,0,3,0,10,10,0,0,0,0,10,0,0,0,0,0,0,21,30,10,308,7,377,17,16,0,33,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,13,3,3,0,0,0,3,14,10,0,4,0,28,4,3,3,7,0,17,0,0,0,3,0,5,43,31,19,233,3,336,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,28,0,30,71,10,12,23,0,120,3,3,0,13,84,104,374,189,112,1955,126,2759
POA2278,9,68,41,1084,7,1211,0,7,0,19,0,23,0,3,0,3,0,6,0,0,0,0,0,4,12,3,10,15,0,35,63,64,48,1019,14,1204,3,0,0,0,0,4,0,0,0,8,0,8,18,4,8,68,0,103,0,4,0,4,0,7,3,0,0,6,0,5,3,0,0,0,0,7,7,11,6,243,0,262,9,6,0,18,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,4,0,0,3,0,7,0,0,0,0,0,0,0,3,4,3,0,15,14,3,3,15,0,31,0,0,0,4,0,4,11,18,6,257,3,298,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,3,30,0,39,23,24,5,30,0,77,6,0,0,24,74,111,165,132,79,2101,99,2570
POA2280,81,913,645,10053,199,11895,0,4,3,69,0,75,179,12,25,54,8,284,28,6,4,12,0,51,127,54,28,142,3,349,1119,844,594,9486,172,12214,77,3,42,0,0,120,13,13,0,69,0,99,172,71,68,757,16,1091,47,23,3,73,0,145,22,8,0,4,0,37,104,6,4,7,0,122,230,189,104,2498,33,3053,123,61,18,278,8,487,16,0,4,0,0,29,13,3,3,30,0,47,54,8,10,31,0,99,35,12,6,33,0,90,17,19,9,11,0,52,59,47,34,30,0,172,69,25,23,78,3,193,25,4,3,17,0,55,339,292,192,2442,39,3310,10,3,0,4,0,15,63,22,5,13,0,102,29,6,3,20,0,64,15,0,3,4,0,16,0,0,0,0,0,0,14,0,7,3,0,22,80,30,25,197,3,335,498,147,128,285,12,1070,22,10,9,169,983,1190,2984,1665,1160,19509,1369,26678
POA2281,37,449,361,5510,109,6472,0,3,0,68,0,69,46,3,14,39,0,110,15,0,0,3,0,25,78,26,15,49,4,171,638,459,322,4891,110,6416,41,0,22,0,0,65,20,3,3,26,0,46,91,41,26,423,9,579,24,10,5,38,0,80,20,3,3,7,0,36,25,5,0,8,0,35,149,115,56,1351,25,1689,57,29,15,136,0,228,4,0,0,0,0,6,8,3,0,5,0,12,13,0,0,3,0,18,47,3,7,30,0,85,20,14,3,5,0,41,32,14,21,20,0,85,38,5,3,16,0,69,17,8,3,17,0,46,149,138,99,1304,31,1719,13,0,3,3,0,18,10,3,0,0,0,19,23,4,0,3,0,29,0,0,0,6,0,9,0,0,0,0,0,3,6,0,0,0,0,6,44,25,11,70,0,151,244,75,59,145,3,527,17,5,12,129,541,704,1562,859,630,10456,773,14274
POA2282,44,504,371,5250,73,6243,0,0,0,25,0,24,142,5,19,27,0,195,11,5,0,4,0,27,101,31,11,57,3,198,821,512,360,4874,58,6626,26,3,12,4,0,41,17,6,8,46,3,80,169,52,61,462,15,758,31,9,11,45,0,93,25,3,0,8,0,42,92,3,0,3,0,101,153,104,75,1400,18,1762,114,45,26,180,3,367,13,0,3,3,0,18,5,3,0,19,0,21,52,6,5,7,0,75,16,7,0,24,0,54,19,10,6,10,0,45,31,32,10,20,0,96,89,24,14,55,3,184,11,3,3,10,0,31,249,148,101,1331,22,1851,11,0,3,5,0,22,54,14,12,4,0,86,24,12,3,12,0,48,22,3,0,0,0,27,15,0,0,0,0,15,11,0,4,0,0,15,51,11,15,97,0,176,387,97,72,172,3,743,15,9,0,68,449,548,2265,965,713,10218,611,14777
POA2283,75,749,536,8653,136,10147,0,8,3,111,0,120,119,5,18,38,0,183,31,3,6,12,0,57,168,40,32,90,0,329,1224,773,598,7773,148,10517,77,7,16,3,0,109,33,10,7,54,0,107,219,77,57,657,7,1019,41,9,0,38,4,97,25,3,0,14,0,44,38,5,0,6,0,56,245,177,108,2222,30,2788,107,41,16,213,4,380,13,0,4,0,0,17,17,3,6,15,0,39,15,9,3,5,0,27,27,8,16,23,0,74,42,26,15,17,0,100,60,34,23,18,0,138,63,27,10,57,0,150,43,10,0,19,0,67,354,254,150,2236,37,3032,13,0,0,0,0,16,16,0,0,3,0,25,31,10,4,35,0,75,3,0,3,0,0,5,7,0,0,0,0,7,21,0,6,0,0,28,69,34,21,139,3,264,482,155,80,236,15,969,29,7,5,192,1055,1295,2926,1462,1036,16508,1372,23300
POA2284,39,365,236,3896,81,4618,0,3,3,47,0,51,51,6,0,41,0,101,10,0,0,3,0,11,66,14,17,51,3,146,415,336,248,3619,89,4705,38,0,19,3,0,61,3,0,0,35,0,43,91,48,20,309,14,481,26,10,0,22,3,61,7,3,0,3,0,16,45,0,0,5,0,55,97,91,47,914,14,1162,43,18,6,90,0,159,0,0,0,0,0,0,4,0,0,7,0,12,27,3,0,3,0,40,14,3,3,17,0,33,28,11,4,10,0,50,34,23,6,9,0,72,35,5,9,33,0,82,4,0,0,5,0,15,99,114,63,864,18,1160,6,0,0,0,0,9,7,0,3,0,0,9,16,5,0,13,0,40,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,16,21,24,14,60,0,111,262,72,61,114,3,509,9,11,0,90,489,603,1235,677,440,7482,663,10500
POA2285,115,1082,690,11913,189,13999,0,12,3,158,0,174,217,6,31,76,0,333,64,13,3,23,0,100,123,70,37,107,0,334,887,916,624,10288,163,12879,145,12,54,17,3,237,23,6,0,71,0,101,235,115,84,854,9,1301,57,36,15,88,0,193,26,7,3,19,0,65,281,8,7,12,3,307,153,192,120,2746,24,3240,176,88,26,338,3,633,56,4,3,0,0,63,22,3,3,21,0,53,93,25,16,64,0,199,24,11,3,55,0,87,37,18,13,14,0,87,51,58,33,27,0,174,219,34,32,143,3,428,42,14,6,30,0,90,329,252,193,2577,24,3373,30,0,0,5,0,43,49,14,3,3,0,66,38,0,3,21,0,69,38,3,11,10,3,64,0,5,4,0,0,6,42,0,12,0,0,52,57,46,28,209,0,345,897,223,128,379,13,1641,40,10,4,286,1045,1390,3796,1912,1261,22312,1428,30714
POA2286,3,114,89,1654,39,1887,0,0,0,26,0,28,7,0,5,9,0,19,3,0,4,0,0,5,18,5,4,30,0,62,122,115,82,1446,20,1792,6,0,4,5,0,15,0,0,0,9,0,17,25,15,3,89,3,134,0,0,0,10,0,12,3,0,0,0,0,3,7,0,0,5,0,12,19,24,12,342,6,402,3,0,0,30,3,39,0,0,0,0,0,0,4,0,3,0,0,6,3,0,0,3,0,9,4,0,0,3,0,7,0,0,3,0,0,9,6,6,3,3,0,11,9,3,5,4,0,23,5,0,0,0,0,8,38,33,30,400,3,503,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,21,0,26,48,19,16,49,0,131,3,0,3,38,145,186,285,206,154,3069,197,3909
POA2287,184,1114,818,12681,244,15043,0,13,8,191,3,215,933,15,48,55,19,1074,94,22,3,15,0,138,111,78,34,148,5,368,1146,1013,702,11300,183,14348,262,7,73,12,4,361,37,13,4,92,0,153,225,120,50,1036,20,1447,115,44,16,106,0,278,35,12,0,6,0,60,557,16,11,13,3,589,219,183,132,3294,43,3872,221,99,34,430,6,789,188,4,7,5,0,205,10,9,3,16,0,30,374,51,26,119,6,580,35,13,6,40,0,95,57,10,12,11,4,91,77,61,63,33,3,241,265,56,46,182,3,557,50,3,10,32,0,93,354,303,178,3072,35,3943,96,4,9,18,0,123,51,7,4,8,3,70,66,7,3,40,0,113,80,0,7,7,0,92,16,4,3,3,0,22,119,3,3,3,0,131,58,33,27,232,3,355,1762,254,193,407,14,2625,83,12,11,284,1326,1723,6756,2084,1461,24305,1801,36400
POA2289,60,728,507,6462,83,7838,0,0,0,56,0,58,174,15,26,35,4,257,23,14,5,0,0,40,75,41,16,101,0,230,786,708,434,6246,98,8266,74,4,22,0,0,101,31,3,23,42,0,103,126,80,45,561,7,825,113,26,10,78,0,235,28,5,4,10,5,52,108,3,3,4,0,119,174,186,121,2126,27,2641,227,71,30,269,3,601,26,0,3,0,0,31,7,3,0,16,0,30,277,16,13,61,5,380,11,9,6,25,0,44,15,15,7,8,0,39,42,50,20,15,0,122,86,22,16,55,0,172,18,10,9,12,0,46,280,214,142,1743,36,2411,31,3,7,8,0,50,48,6,5,4,0,63,21,3,3,22,0,46,14,3,0,5,0,27,6,0,0,0,0,4,32,0,3,3,0,39,33,38,17,136,3,225,529,144,152,253,9,1088,14,14,5,110,521,671,2898,1397,949,13124,753,19117
POA2290,77,1215,841,12042,193,14369,0,12,3,128,0,144,273,16,26,63,6,382,34,10,5,11,0,53,131,72,32,148,3,392,1279,1075,805,11294,185,14630,134,4,43,9,0,186,29,13,19,112,0,178,257,120,70,910,14,1372,108,25,14,91,3,236,35,10,4,21,3,66,174,13,9,15,0,208,281,222,177,3339,44,4060,268,104,26,422,9,830,60,0,3,0,0,65,10,0,0,32,0,46,214,30,12,80,5,333,26,16,6,42,0,83,49,20,10,15,0,103,73,65,46,38,0,225,136,29,21,98,3,290,34,8,11,41,0,88,434,331,196,3083,39,4076,34,6,3,7,0,48,49,12,20,0,0,83,38,14,8,33,0,92,15,0,3,0,0,13,7,7,0,0,0,15,36,5,3,0,0,40,83,49,17,235,4,388,849,244,179,369,18,1650,36,10,13,266,1358,1685,4302,2161,1492,23704,1763,33426
POA2291,31,495,387,4317,59,5296,0,0,0,13,0,15,93,11,15,17,0,144,17,11,4,7,0,50,54,31,28,66,0,179,599,468,340,4397,50,5858,36,0,25,0,0,68,24,12,16,54,0,101,96,49,26,393,6,566,92,26,9,79,0,208,14,3,3,6,0,21,76,6,13,3,3,102,156,136,104,1790,21,2215,142,35,11,210,3,398,17,0,0,0,0,22,7,3,3,19,0,28,62,16,7,35,0,117,11,3,7,30,0,42,19,3,3,8,0,32,43,23,17,15,0,103,61,9,5,48,0,128,22,4,4,15,0,44,184,144,105,1383,15,1840,10,0,0,3,0,13,31,15,0,5,0,47,16,4,4,14,0,40,15,0,0,0,0,17,0,0,0,0,0,0,15,3,0,0,0,18,29,24,6,93,0,158,354,122,97,175,0,751,12,3,3,73,564,658,1843,950,711,9226,689,13417
POA2292,15,66,72,750,10,924,0,0,0,20,0,22,36,4,4,0,0,44,4,3,0,0,0,7,9,3,5,11,0,35,97,68,57,780,14,1015,7,0,3,0,0,13,9,7,0,14,0,27,22,5,8,82,0,116,14,6,0,12,0,35,0,3,0,0,0,3,20,0,3,0,0,20,23,16,12,342,3,399,49,10,3,50,0,107,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,19,0,72,0,0,3,4,0,8,8,0,6,0,0,17,4,4,3,0,0,12,5,0,0,3,0,14,4,0,0,0,0,4,19,22,11,248,4,310,5,0,3,0,0,7,3,0,4,0,0,6,3,0,0,3,0,9,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,3,3,0,16,0,27,85,30,18,56,3,183,0,0,0,18,83,102,412,152,127,1667,113,2465
POA2293,6,96,64,756,6,933,0,0,0,3,0,6,16,0,0,7,0,24,6,3,0,4,0,16,6,9,5,6,0,27,114,108,56,881,13,1168,10,0,3,0,0,15,9,0,0,8,0,15,20,10,4,97,0,126,12,4,0,17,0,33,5,3,0,0,0,9,4,3,0,0,0,12,35,20,12,355,5,431,21,7,5,56,4,87,0,0,0,0,0,0,0,0,0,4,0,6,9,3,0,4,0,12,3,0,0,3,0,8,8,0,3,0,0,8,10,0,0,3,0,16,12,3,6,11,0,31,3,0,0,3,0,9,44,35,29,252,4,359,0,0,0,3,0,3,7,3,0,0,0,14,8,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,14,0,27,76,24,18,32,0,148,0,0,0,14,118,137,341,194,122,1726,145,2521
