POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA2018,35,3,54,0,0,86,12,3,9,0,0,24,6,0,8,0,0,19,8,3,30,0,0,36,11,0,28,0,0,43,38,9,116,0,0,161,37,3,126,0,0,180,84,14,225,0,3,334,52,11,132,0,0,187,102,23,119,0,0,245,139,19,56,3,0,216,30,6,21,0,0,57,556,93,922,3,10,1581
POA2019,21,8,12,0,0,49,10,5,8,0,0,24,4,0,0,0,0,9,11,4,3,0,0,21,15,18,15,0,0,43,44,28,41,0,0,111,41,23,46,0,0,110,84,55,114,0,0,254,56,60,94,0,0,213,90,141,91,4,0,329,110,75,42,0,0,232,26,19,25,0,0,63,511,449,489,8,3,1461
POA2020,29,9,36,0,0,67,6,0,6,0,0,16,9,0,13,0,0,17,18,3,7,0,0,23,15,0,24,0,0,44,42,9,62,0,0,111,43,13,79,0,0,134,74,10,174,0,0,255,82,15,151,0,0,250,125,37,149,0,4,307,95,16,64,0,3,180,45,11,29,0,0,82,561,122,784,4,10,1479
POA2021,7,57,20,0,0,90,0,8,0,0,0,12,0,7,3,0,0,12,0,10,7,0,0,17,3,6,15,0,0,26,3,44,39,3,0,91,0,40,48,0,0,90,4,99,82,0,0,186,3,71,41,3,0,120,11,158,64,0,0,233,32,517,53,9,4,614,3,45,8,0,0,60,77,1054,389,15,3,1541
POA2022,19,28,34,5,0,78,0,9,0,0,0,16,0,3,0,0,0,9,0,7,4,0,0,16,3,6,7,3,0,17,13,39,32,0,0,78,6,15,38,4,0,68,22,58,55,3,0,138,18,32,43,0,0,92,26,83,53,5,0,166,85,213,38,3,0,340,7,19,13,0,0,39,198,507,322,21,5,1057
POA2023,69,5,24,0,0,99,8,0,8,0,0,10,4,0,8,0,0,11,4,0,10,0,0,13,4,0,10,0,0,16,15,0,36,0,0,53,6,3,47,0,0,56,35,9,79,0,0,123,6,0,79,0,0,85,30,7,115,0,0,148,241,27,146,0,3,415,45,7,26,0,0,81,472,61,576,0,3,1107
POA2024,38,20,14,0,0,67,4,3,3,0,0,7,3,0,3,0,0,7,5,3,8,0,0,15,3,11,6,0,0,16,17,14,31,0,0,65,13,8,30,0,0,55,21,39,51,3,0,112,21,19,47,0,0,87,38,55,64,0,0,163,202,164,51,0,0,422,26,12,21,0,0,61,396,359,324,3,4,1082
POA2025,11,21,10,0,0,45,0,4,4,0,0,11,3,0,5,0,0,5,0,3,3,0,0,4,3,5,3,0,0,14,4,11,18,0,0,34,4,14,18,0,0,34,8,26,48,0,0,83,5,16,42,0,0,58,12,29,53,0,0,99,75,138,58,0,0,276,12,22,16,0,0,43,147,291,283,0,3,715
POA2026,28,48,86,0,0,170,0,8,20,0,0,36,7,6,23,0,0,35,3,16,27,0,0,45,7,17,35,0,0,60,17,47,93,0,0,156,7,43,109,0,0,168,37,80,254,3,0,371,23,55,180,0,0,256,51,121,284,3,0,466,208,348,250,0,3,816,28,42,64,0,0,139,419,829,1439,4,12,2702
POA2027,9,9,47,0,0,64,0,0,3,0,0,3,0,0,8,0,0,8,0,0,7,0,0,7,0,4,9,0,0,8,0,5,20,0,0,26,0,3,34,0,0,33,3,8,61,0,0,72,0,8,33,0,0,38,3,7,69,0,0,85,54,48,124,0,0,225,6,0,21,0,0,30,80,92,440,0,3,608
POA2028,6,10,24,0,0,41,3,0,4,0,0,10,0,0,3,0,0,3,0,0,6,0,0,5,0,3,3,0,0,5,0,3,13,0,0,17,3,3,15,0,0,16,3,8,45,0,0,51,4,0,26,0,0,36,9,0,65,0,0,73,41,30,56,0,0,130,3,3,17,0,0,21,78,60,273,0,3,412
POA2029,32,9,21,0,0,62,3,0,14,0,0,22,3,0,0,0,0,8,0,4,8,0,0,17,6,0,9,0,0,16,10,3,23,0,0,37,11,6,31,0,0,47,16,11,69,0,0,98,7,14,66,0,0,84,24,28,86,0,0,140,135,55,86,0,0,281,26,10,22,0,0,56,280,137,443,3,9,866
POA2030,85,5,19,0,0,118,3,3,7,0,0,9,11,3,3,0,0,15,7,4,5,0,0,17,4,0,10,0,0,13,39,6,34,0,0,78,24,3,39,0,0,64,56,15,62,0,0,134,28,13,48,0,0,94,72,20,103,0,3,204,446,99,65,0,3,619,84,11,21,0,0,121,862,183,411,13,10,1469
POA2031,37,48,84,0,0,175,11,8,15,0,0,31,6,5,18,0,0,34,10,15,23,0,0,44,15,31,44,3,0,89,42,55,122,4,0,215,41,44,145,0,0,237,54,87,275,4,3,426,43,58,241,3,0,341,93,147,299,3,0,544,319,370,171,6,0,875,43,47,60,3,0,154,723,910,1492,34,7,3168
POA2032,29,14,19,0,0,65,10,3,7,0,0,17,6,3,9,0,0,18,10,6,4,0,0,22,11,7,14,0,0,29,33,15,25,0,0,73,22,11,44,0,0,74,58,32,77,0,0,161,34,23,47,0,0,104,85,37,48,0,0,176,161,54,14,0,0,240,32,10,9,0,0,53,496,211,313,0,3,1028
POA2033,26,8,21,0,0,56,5,0,6,0,0,9,0,0,4,0,0,8,4,0,4,0,0,7,6,0,14,0,0,17,14,4,44,0,0,62,10,11,56,0,0,75,21,6,76,0,0,98,9,4,69,0,0,83,29,15,73,0,0,114,114,26,47,4,0,199,25,0,19,0,0,44,254,82,426,12,0,778
POA2034,40,12,47,0,0,104,4,0,8,0,0,15,10,3,8,0,0,21,5,3,22,0,0,31,6,7,16,0,0,39,36,27,71,0,0,132,16,18,74,0,0,113,44,32,144,0,3,223,28,31,119,0,0,182,65,56,186,3,3,318,216,125,143,3,7,498,40,18,35,0,0,92,513,339,880,10,18,1759
POA2035,87,45,64,0,3,199,18,9,14,0,0,42,15,8,8,0,0,42,25,17,15,0,0,58,29,28,17,0,0,74,77,52,72,0,0,199,66,46,96,4,0,209,149,108,212,3,0,477,120,103,128,0,0,356,222,205,144,0,3,567,445,221,80,0,0,748,74,43,33,0,0,147,1324,888,884,9,6,3111
POA2036,75,30,30,0,0,139,19,8,12,0,0,41,18,8,13,0,0,34,21,7,9,0,0,41,44,17,14,0,0,84,105,44,70,0,0,218,89,39,114,0,0,251,188,85,161,0,0,438,148,79,123,0,0,359,237,141,105,0,4,485,385,117,54,0,0,554,97,19,18,0,0,137,1438,597,727,8,3,2777
POA2037,0,36,22,0,0,65,0,5,10,0,0,16,0,9,5,0,0,9,5,9,14,0,0,21,0,9,15,0,0,22,3,35,29,0,0,64,0,43,42,0,0,80,14,81,72,5,0,166,3,68,51,3,0,122,3,140,64,3,0,204,28,224,62,0,3,311,0,22,13,0,0,39,57,681,383,10,3,1131
POA2038,4,44,6,0,0,57,0,12,0,0,0,12,0,13,3,0,0,12,0,26,3,0,0,33,7,17,4,0,0,20,4,58,16,0,0,83,5,55,10,0,0,73,3,92,25,0,0,122,11,78,23,0,0,114,9,135,26,3,0,176,19,315,19,0,3,359,6,34,3,0,0,43,65,872,149,10,7,1099
POA2039,9,20,19,3,0,50,6,0,0,0,0,12,0,10,3,0,0,10,3,12,3,0,0,19,3,13,3,0,0,17,17,31,14,0,0,68,12,43,18,0,0,78,16,59,57,0,0,136,16,67,44,3,0,135,48,145,57,0,0,246,75,244,48,0,0,369,4,22,10,0,0,40,210,670,274,13,8,1173
POA2040,44,56,7,3,0,120,17,22,4,0,0,45,10,14,4,0,0,32,13,24,3,0,0,38,19,19,5,0,0,54,43,88,23,0,0,152,61,86,27,0,0,175,89,180,54,0,0,324,112,157,48,0,3,322,201,371,61,3,0,641,336,440,37,0,0,819,42,52,3,0,0,97,984,1516,273,15,10,2804
POA2041,11,81,16,0,0,108,3,18,0,0,0,26,4,13,9,0,0,29,0,28,3,0,0,31,0,34,4,0,0,37,10,70,25,0,0,102,4,62,21,0,0,91,15,109,57,0,0,177,5,109,46,0,0,161,29,201,56,0,0,285,77,528,50,3,6,659,7,43,8,0,0,63,173,1294,299,6,6,1771
POA2042,11,68,13,3,0,100,6,16,8,0,0,32,0,11,7,0,0,21,3,21,9,0,0,31,3,31,21,0,0,54,16,102,40,0,0,154,11,82,66,0,0,156,24,151,88,0,0,260,13,150,34,0,0,206,36,291,53,0,0,387,49,307,32,0,0,390,6,40,7,3,0,60,175,1278,371,12,3,1843
POA2043,5,36,16,0,0,59,0,3,3,0,0,12,0,0,8,0,0,12,0,8,6,0,0,13,0,10,12,0,0,21,3,27,36,0,0,71,5,44,71,0,0,113,4,65,141,0,0,213,8,64,120,0,0,191,3,140,121,0,0,267,14,134,53,0,0,194,0,14,5,0,0,25,42,544,598,0,3,1184
POA2044,16,17,3,0,0,39,9,6,0,0,0,13,9,3,0,0,0,10,9,6,5,0,0,20,14,15,5,0,0,36,26,28,15,0,0,69,41,38,19,0,0,108,69,68,26,0,0,166,84,80,21,0,0,180,103,96,28,0,0,233,65,88,14,0,0,171,24,12,0,0,0,39,462,473,142,5,0,1082
POA2045,34,4,0,0,0,40,0,0,0,0,0,0,8,3,0,0,0,15,9,0,0,0,0,15,15,0,0,0,0,22,21,7,4,0,0,30,33,17,6,0,0,55,58,16,3,0,0,78,33,7,0,0,0,52,73,10,0,0,0,88,183,26,3,0,0,215,25,4,0,0,0,32,508,102,22,4,0,633
POA2046,104,21,41,3,0,167,23,8,7,0,0,36,19,4,19,0,0,38,27,0,24,0,0,52,58,10,27,0,0,95,102,29,76,0,0,211,96,27,82,0,0,212,178,44,198,0,0,423,135,43,166,3,0,352,243,96,214,0,0,556,545,73,119,0,3,741,84,18,30,0,0,130,1605,377,1002,12,7,3000
POA2047,23,8,21,0,0,56,3,3,10,0,0,14,6,0,5,0,0,14,5,0,5,0,0,12,6,9,13,0,0,35,31,10,43,0,3,89,28,9,33,0,0,77,59,23,87,0,4,176,45,21,78,3,0,143,74,50,122,3,0,246,222,52,66,0,0,342,25,12,24,0,0,62,525,195,518,11,4,1251
POA2048,8,29,10,0,0,48,3,4,4,0,0,11,4,3,4,0,0,10,0,8,4,0,0,13,7,13,3,0,0,26,16,18,18,0,0,51,20,27,39,0,0,86,24,58,66,0,0,152,21,36,34,0,0,85,25,100,31,0,0,162,58,131,9,0,0,205,3,13,3,0,0,22,188,446,232,3,0,860
POA2049,26,21,11,0,0,52,4,3,0,0,0,6,8,3,3,0,0,12,14,3,4,0,0,22,8,12,11,0,0,30,29,33,33,0,3,102,31,25,39,0,0,99,53,66,104,0,4,224,53,61,53,3,0,169,90,109,53,3,3,255,107,126,17,0,0,246,14,15,7,0,0,38,430,477,330,8,14,1254
POA2050,0,12,28,0,0,44,0,4,4,0,0,6,3,3,3,0,0,9,0,4,5,0,0,13,0,3,14,0,0,21,0,18,42,0,0,57,0,20,78,0,0,94,3,36,135,0,0,178,7,26,92,0,0,127,7,80,109,0,0,193,16,78,83,0,0,176,0,6,15,0,0,23,37,291,599,3,3,936
POA2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
POA2060,17,24,39,0,0,79,0,3,10,0,0,12,0,3,16,0,0,20,0,5,7,0,0,15,3,7,17,0,0,27,7,22,53,0,0,85,4,12,66,0,0,84,18,42,114,0,0,175,8,28,93,0,0,127,21,50,97,0,0,164,71,102,107,0,3,282,5,16,24,0,0,44,160,311,638,3,3,1116
POA2061,3,8,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,8,0,0,6,0,0,6,0,5,25,0,0,27,3,3,18,0,0,18,0,7,51,0,0,49,0,3,44,0,0,46,0,7,56,0,0,64,12,14,88,0,0,105,3,3,9,0,0,15,21,36,325,0,0,380
POA2062,30,3,17,0,0,50,3,3,9,0,0,11,9,0,3,0,0,7,3,0,12,0,0,14,3,3,15,0,0,21,11,13,33,0,0,57,9,6,46,0,0,65,22,19,64,0,0,110,22,9,62,0,0,95,40,33,66,0,0,133,124,52,67,0,0,240,10,12,10,0,0,31,277,160,410,0,0,848
POA2063,47,3,7,0,0,53,3,0,0,0,0,8,9,0,0,0,0,9,7,0,0,0,0,6,12,0,0,0,0,8,24,3,3,0,0,33,19,0,5,0,0,27,34,3,5,0,0,49,31,0,7,0,0,42,64,5,9,0,0,83,256,13,7,0,0,278,32,4,0,0,0,37,539,35,48,0,0,622
POA2064,27,7,28,0,0,62,5,0,8,0,0,9,9,0,8,0,0,17,3,0,11,0,0,14,5,4,7,0,0,22,17,6,44,0,0,69,16,10,51,0,0,76,20,16,83,0,0,120,21,19,71,0,0,105,37,22,82,0,0,140,117,22,34,0,0,175,17,3,18,0,0,33,290,108,451,0,0,850
POA2065,82,23,107,0,0,216,19,6,22,0,0,50,5,3,17,0,0,23,15,11,22,0,0,43,9,9,42,0,0,66,41,35,139,0,0,209,40,33,168,0,3,242,102,74,316,0,0,491,53,58,266,0,0,376,129,121,374,0,0,625,388,164,239,3,3,794,44,18,50,0,0,109,918,560,1764,3,7,3244
POA2066,137,7,52,0,0,201,26,0,16,0,0,39,21,4,12,0,0,40,21,5,20,0,0,46,32,10,45,0,0,82,106,20,137,0,0,257,87,15,217,0,0,313,221,33,385,0,0,636,151,28,303,0,0,478,302,55,306,0,0,662,847,67,124,0,0,1041,109,8,57,0,0,179,2057,259,1670,0,0,3984
POA2067,106,11,92,0,0,203,19,3,12,0,0,41,22,3,7,0,0,34,17,0,28,0,0,41,22,3,29,0,0,52,58,11,73,0,0,142,37,3,75,0,0,123,110,14,193,0,0,322,83,14,133,0,0,222,166,24,201,0,0,390,352,31,139,0,0,527,52,8,37,0,0,90,1040,125,1015,0,0,2186
POA2068,133,18,18,0,0,164,18,0,3,0,0,29,11,3,5,0,0,21,22,3,4,0,0,30,30,6,4,0,0,41,76,10,19,0,0,110,73,6,21,0,0,102,138,22,52,0,0,220,95,10,33,0,0,135,233,38,36,0,0,314,659,81,19,0,4,758,75,11,3,0,0,95,1568,212,222,0,3,2013
POA2069,118,3,16,0,0,136,18,0,0,0,0,18,24,0,0,0,0,24,15,0,8,0,0,22,18,0,10,0,0,30,68,0,21,0,0,91,56,4,19,0,0,80,125,6,43,0,0,178,83,0,34,0,0,118,195,7,40,0,0,241,574,11,20,0,0,606,85,0,9,0,0,90,1381,40,213,0,0,1634
POA2070,109,0,26,0,0,132,18,0,3,0,0,17,15,0,0,0,0,15,15,0,8,0,0,19,17,0,9,0,0,22,54,0,22,0,0,73,56,3,23,0,0,83,124,3,55,0,0,183,68,3,52,0,0,119,173,0,62,0,0,239,495,0,34,0,0,525,49,0,11,0,0,58,1192,13,296,0,0,1500
POA2071,99,0,18,0,0,113,13,0,3,0,0,14,9,0,3,0,0,17,13,0,7,0,0,23,15,0,4,0,0,23,57,0,26,0,0,84,40,3,31,0,0,80,99,0,81,0,0,183,58,0,84,0,0,141,132,0,70,0,0,202,475,4,57,0,0,534,72,0,11,0,0,87,1079,12,408,0,0,1507
POA2072,54,0,14,0,0,67,6,0,0,0,0,10,3,0,0,0,0,3,7,0,8,0,0,17,10,0,0,0,0,10,23,0,22,0,0,49,26,0,19,0,0,52,48,7,53,0,0,110,28,4,27,0,0,66,81,5,47,0,0,138,186,8,19,0,0,214,31,0,6,0,0,38,515,28,226,0,0,768
POA2073,119,0,10,0,0,125,14,0,0,0,0,18,19,0,0,0,0,19,22,0,0,0,0,25,38,0,4,0,0,40,105,3,15,0,0,125,98,3,17,0,0,114,200,8,45,0,0,251,146,0,25,0,0,169,333,4,39,0,0,370,725,7,19,0,0,751,94,0,3,0,0,96,1911,25,169,0,0,2111
POA2074,174,6,6,0,0,182,40,3,0,0,0,40,25,0,3,0,0,32,28,3,9,0,0,34,33,4,3,0,0,45,125,9,31,0,0,161,130,5,25,0,0,159,301,5,65,0,0,369,214,6,38,0,0,258,444,12,50,0,0,503,838,13,28,0,0,880,105,0,7,0,0,122,2458,69,262,0,0,2784
POA2075,154,6,21,0,0,183,20,3,3,0,0,29,22,0,0,0,0,20,28,3,9,0,0,36,38,3,14,0,0,50,114,7,22,0,0,144,132,4,48,0,0,184,225,13,110,0,0,352,181,7,78,0,0,264,431,22,78,0,0,528,834,25,38,0,0,897,103,4,17,0,0,126,2273,100,435,0,0,2812
POA2076,165,8,9,0,0,187,27,5,9,0,0,39,47,5,3,0,0,51,35,3,4,0,0,41,53,4,6,0,0,68,137,15,23,0,0,174,176,13,21,0,0,209,335,30,74,0,3,432,275,30,43,0,0,344,552,29,44,0,0,624,846,22,20,0,0,887,127,4,3,0,0,141,2780,162,247,0,3,3194
POA2077,173,9,71,0,0,259,36,4,23,0,0,58,39,5,17,0,0,65,65,3,27,0,0,101,62,3,74,0,0,136,208,24,203,0,0,437,254,29,273,0,0,563,465,52,494,0,0,1008,430,48,288,0,0,767,524,54,144,0,0,717,354,15,57,0,0,431,106,8,46,0,0,160,2707,253,1727,0,6,4695
POA2079,42,0,0,0,0,42,27,0,0,0,0,27,23,0,0,0,0,19,21,0,0,0,0,21,45,3,0,0,0,45,84,3,0,0,0,88,92,3,0,0,0,97,188,8,0,0,0,191,175,13,0,0,0,186,236,5,0,0,0,245,98,4,0,0,0,104,32,0,0,0,0,39,1061,34,0,0,0,1098
POA2080,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,5,0,0,0,0,5,25,3,0,0,0,25,21,0,0,0,0,21,47,4,0,0,0,46,45,4,0,0,0,44,48,0,0,0,0,48,28,0,0,0,0,33,5,0,0,0,0,6,250,11,0,0,0,260
POA2081,40,3,0,0,0,42,16,0,0,0,0,15,3,0,0,0,0,3,11,0,0,0,0,11,29,0,0,0,0,25,71,4,0,0,0,72,68,0,0,0,0,73,160,12,0,0,0,167,108,8,0,0,0,118,180,8,0,0,0,186,93,0,0,0,0,90,25,4,0,0,0,30,805,35,0,0,0,841
POA2082,44,0,0,0,0,46,17,0,0,0,0,17,4,0,0,0,0,4,19,0,0,0,0,16,20,0,0,0,0,21,57,3,0,0,0,57,82,8,0,0,0,85,157,4,0,0,0,164,166,7,5,0,0,180,137,5,0,0,0,143,72,3,0,0,0,79,25,0,0,0,0,30,797,25,7,0,3,833
POA2083,18,0,0,0,0,14,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,22,0,0,0,0,25,26,0,0,0,0,26,44,0,0,0,0,44,32,0,0,0,0,30,32,0,0,0,0,32,20,0,0,0,0,20,9,0,0,0,0,9,215,0,0,0,4,221
POA2084,7,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,9,16,0,0,0,0,16,32,0,4,0,0,33,22,0,0,0,0,23,45,0,0,0,0,47,54,0,3,0,0,57,57,0,0,0,0,56,141,3,3,0,0,145,25,0,0,0,0,32,414,5,12,0,0,434
POA2085,73,4,0,0,0,81,15,0,0,0,0,17,8,3,0,0,0,13,21,4,0,0,0,29,29,3,0,0,0,34,89,5,3,0,0,101,83,3,0,0,0,88,144,13,6,0,0,158,164,13,0,0,0,181,308,18,0,0,0,332,394,12,3,3,0,413,76,5,0,0,0,85,1410,88,12,3,0,1512
POA2086,70,6,0,0,0,73,19,0,0,0,0,19,20,0,0,0,0,20,30,3,0,0,0,28,37,0,0,0,0,34,105,3,0,0,0,106,87,0,0,0,0,88,245,6,0,0,0,253,206,8,3,0,0,223,406,22,0,0,0,428,498,10,3,0,0,505,81,0,0,0,0,84,1804,58,15,0,0,1879
