LGA_NAME16	Age5yr	Indigenous	persons
Camden (A)	20-24		228
Camden (A)	20-24	0	4452
Camden (A)	20-24	1	161
Camden (A)	25-29		256
Camden (A)	25-29	0	5311
Camden (A)	25-29	1	124
Camden (A)	30-34		282
Camden (A)	30-34	0	5789
Camden (A)	30-34	1	132
Camden (A)	35-39		258
Camden (A)	35-39	0	5491
Camden (A)	35-39	1	101
Camden (A)	40-44		233
Camden (A)	40-44	0	5751
Camden (A)	40-44	1	121
Camden (A)	45-49		215
Camden (A)	45-49	0	4930
Camden (A)	45-49	1	90
Camden (A)	50-54		213
Camden (A)	50-54	0	4306
Camden (A)	50-54	1	77
Camden (A)	55-59		152
Camden (A)	55-59	0	3738
Camden (A)	55-59	1	70
Camden (A)	60-64		143
Camden (A)	60-64	0	3224
Camden (A)	60-64	1	48
Camden (A)	65+		451
Camden (A)	65+	0	7729
Camden (A)	65+	1	67
Campbelltown (C) (NSW)	0-4		577
Campbelltown (C) (NSW)	0-4	0	10255
Campbelltown (C) (NSW)	0-4	1	765
Campbelltown (C) (NSW)	5-9		630
Campbelltown (C) (NSW)	5-9	0	10247
Campbelltown (C) (NSW)	5-9	1	771
Campbelltown (C) (NSW)	10-14		530
Campbelltown (C) (NSW)	10-14	0	9340
Campbelltown (C) (NSW)	10-14	1	738
Campbelltown (C) (NSW)	15-19		531
Campbelltown (C) (NSW)	15-19	0	9465
Campbelltown (C) (NSW)	15-19	1	650
Campbelltown (C) (NSW)	20-24		615
Campbelltown (C) (NSW)	20-24	0	10285
Campbelltown (C) (NSW)	20-24	1	559
Campbelltown (C) (NSW)	25-29		583
Campbelltown (C) (NSW)	25-29	0	10201
Campbelltown (C) (NSW)	25-29	1	431
Campbelltown (C) (NSW)	30-34		617
Campbelltown (C) (NSW)	30-34	0	11147
Campbelltown (C) (NSW)	30-34	1	325
Campbelltown (C) (NSW)	35-39		573
Campbelltown (C) (NSW)	35-39	0	9996
Campbelltown (C) (NSW)	35-39	1	322
Campbelltown (C) (NSW)	40-44		481
Campbelltown (C) (NSW)	40-44	0	9411
Campbelltown (C) (NSW)	40-44	1	319
Campbelltown (C) (NSW)	45-49		468
Campbelltown (C) (NSW)	45-49	0	8782
Campbelltown (C) (NSW)	45-49	1	285
Campbelltown (C) (NSW)	50-54		460
Campbelltown (C) (NSW)	50-54	0	9349
Campbelltown (C) (NSW)	50-54	1	222
Campbelltown (C) (NSW)	55-59		448
Campbelltown (C) (NSW)	55-59	0	9166
Campbelltown (C) (NSW)	55-59	1	212
Campbelltown (C) (NSW)	60-64		448
Campbelltown (C) (NSW)	60-64	0	8108
Campbelltown (C) (NSW)	60-64	1	166
Campbelltown (C) (NSW)	65+		1426
Campbelltown (C) (NSW)	65+	0	16881
Campbelltown (C) (NSW)	65+	1	215
Canada Bay (A)	0-4		271
Canada Bay (A)	0-4	0	5157
Canada Bay (A)	0-4	1	33
Canada Bay (A)	5-9		211
Canada Bay (A)	5-9	0	4554
Canada Bay (A)	5-9	1	38
Canada Bay (A)	10-14		173
Canada Bay (A)	10-14	0	3806
Canada Bay (A)	10-14	1	42
Canada Bay (A)	15-19		199
Canada Bay (A)	15-19	0	3779
Canada Bay (A)	15-19	1	29
Canada Bay (A)	20-24		372
Canada Bay (A)	20-24	0	5880
Canada Bay (A)	20-24	1	34
Canada Bay (A)	25-29		539
Canada Bay (A)	25-29	0	7609
Canada Bay (A)	25-29	1	31
Canada Bay (A)	30-34		531
Canada Bay (A)	30-34	0	7944
Canada Bay (A)	30-34	1	27
Canada Bay (A)	35-39		421
Canada Bay (A)	35-39	0	6482
Canada Bay (A)	35-39	1	28
Canada Bay (A)	40-44		336
Canada Bay (A)	40-44	0	6039
Canada Bay (A)	40-44	1	33
Canada Bay (A)	45-49		309
Canada Bay (A)	45-49	0	5470
Canada Bay (A)	45-49	1	26
Canada Bay (A)	50-54		283
Canada Bay (A)	50-54	0	5124
Canada Bay (A)	50-54	1	27
Canada Bay (A)	55-59		280
Canada Bay (A)	55-59	0	4683
Canada Bay (A)	55-59	1	23
Canada Bay (A)	60-64		222
Canada Bay (A)	60-64	0	4044
Canada Bay (A)	60-64	1	15
Canada Bay (A)	65+		712
Canada Bay (A)	65+	0	12170
Canada Bay (A)	65+	1	22
Canterbury-Bankstown (A)	0-4		1340
Canterbury-Bankstown (A)	0-4	0	23382
Canterbury-Bankstown (A)	0-4	1	264
Canterbury-Bankstown (A)	5-9		1270
Canterbury-Bankstown (A)	5-9	0	22632
Canterbury-Bankstown (A)	5-9	1	276
Canterbury-Bankstown (A)	10-14		1078
Canterbury-Bankstown (A)	10-14	0	20557
Canterbury-Bankstown (A)	10-14	1	250
Canterbury-Bankstown (A)	15-19		1019
Canterbury-Bankstown (A)	15-19	0	20624
Canterbury-Bankstown (A)	15-19	1	224
Canterbury-Bankstown (A)	20-24		1284
Canterbury-Bankstown (A)	20-24	0	22968
Canterbury-Bankstown (A)	20-24	1	236
Canterbury-Bankstown (A)	25-29		1417
Canterbury-Bankstown (A)	25-29	0	24902
Canterbury-Bankstown (A)	25-29	1	171
Canterbury-Bankstown (A)	30-34		1407
Canterbury-Bankstown (A)	30-34	0	25005
Canterbury-Bankstown (A)	30-34	1	159
Canterbury-Bankstown (A)	35-39		1254
Canterbury-Bankstown (A)	35-39	0	22608
Canterbury-Bankstown (A)	35-39	1	133
Canterbury-Bankstown (A)	40-44		1197
Canterbury-Bankstown (A)	40-44	0	21528
Canterbury-Bankstown (A)	40-44	1	140
Canterbury-Bankstown (A)	45-49		1161
Canterbury-Bankstown (A)	45-49	0	20691
Canterbury-Bankstown (A)	45-49	1	170
Canterbury-Bankstown (A)	50-54		1121
Canterbury-Bankstown (A)	50-54	0	20535
Canterbury-Bankstown (A)	50-54	1	131
Canterbury-Bankstown (A)	55-59		967
Canterbury-Bankstown (A)	55-59	0	19024
Canterbury-Bankstown (A)	55-59	1	122
Canterbury-Bankstown (A)	60-64		866
Canterbury-Bankstown (A)	60-64	0	15867
Canterbury-Bankstown (A)	60-64	1	95
Canterbury-Bankstown (A)	65+		2869
Canterbury-Bankstown (A)	65+	0	45207
Canterbury-Bankstown (A)	65+	1	176
Carrathool (A)	0-4		17
Carrathool (A)	0-4	0	148
Carrathool (A)	0-4	1	24
Carrathool (A)	5-9		14
Carrathool (A)	5-9	0	135
Carrathool (A)	5-9	1	17
Carrathool (A)	10-14		14
Carrathool (A)	10-14	0	141
Carrathool (A)	10-14	1	23
Carrathool (A)	15-19		13
Carrathool (A)	15-19	0	124
Carrathool (A)	15-19	1	24
Carrathool (A)	20-24		12
Carrathool (A)	20-24	0	122
Carrathool (A)	20-24	1	21
Carrathool (A)	25-29		23
Carrathool (A)	25-29	0	146
Carrathool (A)	25-29	1	16
Carrathool (A)	30-34		22
Carrathool (A)	30-34	0	150
Carrathool (A)	30-34	1	8
Carrathool (A)	35-39		12
Carrathool (A)	35-39	0	109
Carrathool (A)	35-39	1	16
Carrathool (A)	40-44		22
Carrathool (A)	40-44	0	167
Carrathool (A)	40-44	1	3
Carrathool (A)	45-49		18
Carrathool (A)	45-49	0	172
Carrathool (A)	45-49	1	12
Carrathool (A)	50-54		17
Carrathool (A)	50-54	0	166
Carrathool (A)	50-54	1	10
Carrathool (A)	55-59		21
Carrathool (A)	55-59	0	180
Carrathool (A)	55-59	1	14
Carrathool (A)	60-64		8
Carrathool (A)	60-64	0	147
Carrathool (A)	60-64	1	11
Carrathool (A)	65+		29
Carrathool (A)	65+	0	373
Carrathool (A)	65+	1	9
Central Coast (C) (NSW)	0-4		895
Central Coast (C) (NSW)	0-4	0	16780
Central Coast (C) (NSW)	0-4	1	1504
Central Coast (C) (NSW)	5-9		971
Central Coast (C) (NSW)	5-9	0	18505
Central Coast (C) (NSW)	5-9	1	1441
Central Coast (C) (NSW)	10-14		933
Central Coast (C) (NSW)	10-14	0	17933
Central Coast (C) (NSW)	10-14	1	1461
Central Coast (C) (NSW)	15-19		968
Central Coast (C) (NSW)	15-19	0	17543
Central Coast (C) (NSW)	15-19	1	1418
Central Coast (C) (NSW)	20-24		996
Central Coast (C) (NSW)	20-24	0	16076
Central Coast (C) (NSW)	20-24	1	1102
Central Coast (C) (NSW)	25-29		898
Central Coast (C) (NSW)	25-29	0	15445
Central Coast (C) (NSW)	25-29	1	856
Central Coast (C) (NSW)	30-34		901
Central Coast (C) (NSW)	30-34	0	16487
Central Coast (C) (NSW)	30-34	1	696
Central Coast (C) (NSW)	35-39		907
Central Coast (C) (NSW)	35-39	0	16973
Central Coast (C) (NSW)	35-39	1	630
Central Coast (C) (NSW)	40-44		1044
Central Coast (C) (NSW)	40-44	0	19209
Central Coast (C) (NSW)	40-44	1	621
Central Coast (C) (NSW)	45-49		1137
Central Coast (C) (NSW)	45-49	0	19956
Central Coast (C) (NSW)	45-49	1	642
Central Coast (C) (NSW)	50-54		1071
Central Coast (C) (NSW)	50-54	0	20185
Central Coast (C) (NSW)	50-54	1	635
Central Coast (C) (NSW)	55-59		1165
Central Coast (C) (NSW)	55-59	0	20392
Central Coast (C) (NSW)	55-59	1	486
Central Coast (C) (NSW)	60-64		1085
Central Coast (C) (NSW)	60-64	0	18883
Central Coast (C) (NSW)	60-64	1	356
Central Coast (C) (NSW)	65+		4656
Central Coast (C) (NSW)	65+	0	63259
Central Coast (C) (NSW)	65+	1	644
Central Darling (A)	0-4		22
Central Darling (A)	0-4	0	52
Central Darling (A)	0-4	1	66
Central Darling (A)	5-9		16
Central Darling (A)	5-9	0	44
Central Darling (A)	5-9	1	61
Central Darling (A)	10-14		13
Central Darling (A)	10-14	0	35
Central Darling (A)	10-14	1	50
Central Darling (A)	15-19		13
Central Darling (A)	15-19	0	31
Central Darling (A)	15-19	1	80
Central Darling (A)	20-24		16
Central Darling (A)	20-24	0	33
Central Darling (A)	20-24	1	63
Central Darling (A)	25-29		12
Central Darling (A)	25-29	0	46
Central Darling (A)	25-29	1	60
Central Darling (A)	30-34		17
Central Darling (A)	30-34	0	52
Central Darling (A)	30-34	1	63
Central Darling (A)	35-39		11
Central Darling (A)	35-39	0	54
Central Darling (A)	35-39	1	42
Central Darling (A)	40-44		17
Central Darling (A)	40-44	0	36
Central Darling (A)	40-44	1	55
Central Darling (A)	45-49		19
Central Darling (A)	45-49	0	55
Central Darling (A)	45-49	1	47
Central Darling (A)	50-54		20
Central Darling (A)	50-54	0	57
Central Darling (A)	50-54	1	52
Central Darling (A)	55-59		23
Central Darling (A)	55-59	0	86
Central Darling (A)	55-59	1	29
Central Darling (A)	60-64		17
Central Darling (A)	60-64	0	90
Central Darling (A)	60-64	1	26
Central Darling (A)	65+		42
Central Darling (A)	65+	0	205
Central Darling (A)	65+	1	45
Cessnock (C)	0-4		251
Cessnock (C)	0-4	0	3100
Cessnock (C)	0-4	1	445
Cessnock (C)	5-9		254
Cessnock (C)	5-9	0	3232
Cessnock (C)	5-9	1	506
Cessnock (C)	10-14		239
Cessnock (C)	10-14	0	2892
Cessnock (C)	10-14	1	460
Cessnock (C)	15-19		213
Cessnock (C)	15-19	0	2850
Cessnock (C)	15-19	1	386
Cessnock (C)	20-24		222
Cessnock (C)	20-24	0	2845
Cessnock (C)	20-24	1	380
Cessnock (C)	25-29		232
Cessnock (C)	25-29	0	3000
Cessnock (C)	25-29	1	280
Cessnock (C)	30-34		252
Cessnock (C)	30-34	0	3127
Cessnock (C)	30-34	1	252
Cessnock (C)	35-39		165
Cessnock (C)	35-39	0	2898
Cessnock (C)	35-39	1	234
Cessnock (C)	40-44		226
Cessnock (C)	40-44	0	3129
Cessnock (C)	40-44	1	215
Cessnock (C)	45-49		231
Cessnock (C)	45-49	0	3164
Cessnock (C)	45-49	1	216
Cessnock (C)	50-54		223
Cessnock (C)	50-54	0	2980
Cessnock (C)	50-54	1	175
Cessnock (C)	55-59		247
Cessnock (C)	55-59	0	3311
Cessnock (C)	55-59	1	170
Cessnock (C)	60-64		239
Cessnock (C)	60-64	0	3096
Cessnock (C)	60-64	1	110
Cessnock (C)	65+		780
Cessnock (C)	65+	0	8154
Cessnock (C)	65+	1	169
Clarence Valley (A)	0-4		163
Clarence Valley (A)	0-4	0	1939
Clarence Valley (A)	0-4	1	366
Clarence Valley (A)	5-9		192
Clarence Valley (A)	5-9	0	2372
Clarence Valley (A)	5-9	1	402
Clarence Valley (A)	10-14		204
Clarence Valley (A)	10-14	0	2321
Clarence Valley (A)	10-14	1	350
Clarence Valley (A)	15-19		236
Clarence Valley (A)	15-19	0	2391
Clarence Valley (A)	15-19	1	340
Clarence Valley (A)	20-24		146
Clarence Valley (A)	20-24	0	1660
Clarence Valley (A)	20-24	1	240
Clarence Valley (A)	25-29		139
Clarence Valley (A)	25-29	0	1748
Clarence Valley (A)	25-29	1	201
Clarence Valley (A)	30-34		143
Clarence Valley (A)	30-34	0	1730
Clarence Valley (A)	30-34	1	182
Clarence Valley (A)	35-39		166
Clarence Valley (A)	35-39	0	1993
Clarence Valley (A)	35-39	1	150
Clarence Valley (A)	40-44		222
Clarence Valley (A)	40-44	0	2448
Clarence Valley (A)	40-44	1	170
Clarence Valley (A)	45-49		213
Clarence Valley (A)	45-49	0	2657
Clarence Valley (A)	45-49	1	178
Clarence Valley (A)	50-54		247
Clarence Valley (A)	50-54	0	3235
Clarence Valley (A)	50-54	1	172
Clarence Valley (A)	55-59		326
Clarence Valley (A)	55-59	0	3664
Clarence Valley (A)	55-59	1	158
Clarence Valley (A)	60-64		284
Clarence Valley (A)	60-64	0	3807
Clarence Valley (A)	60-64	1	109
Clarence Valley (A)	65+		967
Clarence Valley (A)	65+	0	11837
Clarence Valley (A)	65+	1	195
Cobar (A)	0-4		53
Cobar (A)	0-4	0	246
Cobar (A)	0-4	1	72
Cobar (A)	5-9		37
Cobar (A)	5-9	0	258
Cobar (A)	5-9	1	72
Cobar (A)	10-14		27
Cobar (A)	10-14	0	199
Cobar (A)	10-14	1	66
Cobar (A)	15-19		23
Cobar (A)	15-19	0	163
Cobar (A)	15-19	1	64
Cobar (A)	20-24		37
Cobar (A)	20-24	0	175
Cobar (A)	20-24	1	51
Cobar (A)	25-29		38
Cobar (A)	25-29	0	272
Cobar (A)	25-29	1	37
Cobar (A)	30-34		41
Cobar (A)	30-34	0	279
Cobar (A)	30-34	1	41
Cobar (A)	35-39		39
Cobar (A)	35-39	0	225
Cobar (A)	35-39	1	38
Cobar (A)	40-44		32
Cobar (A)	40-44	0	218
Cobar (A)	40-44	1	30
Cobar (A)	45-49		28
Cobar (A)	45-49	0	183
Cobar (A)	45-49	1	29
Cobar (A)	50-54		44
Cobar (A)	50-54	0	263
Cobar (A)	50-54	1	36
Cobar (A)	55-59		41
Cobar (A)	55-59	0	257
Cobar (A)	55-59	1	32
Cobar (A)	60-64		32
Cobar (A)	60-64	0	216
Cobar (A)	60-64	1	19
Cobar (A)	65+		61
Cobar (A)	65+	0	525
Cobar (A)	65+	1	47
Coffs Harbour (C)	0-4		254
Coffs Harbour (C)	0-4	0	3411
Coffs Harbour (C)	0-4	1	388
Coffs Harbour (C)	5-9		268
Coffs Harbour (C)	5-9	0	4021
Coffs Harbour (C)	5-9	1	474
Coffs Harbour (C)	10-14		240
Coffs Harbour (C)	10-14	0	3898
Coffs Harbour (C)	10-14	1	401
Coffs Harbour (C)	15-19		243
Coffs Harbour (C)	15-19	0	3670
Coffs Harbour (C)	15-19	1	415
Coffs Harbour (C)	20-24		272
Coffs Harbour (C)	20-24	0	3128
Coffs Harbour (C)	20-24	1	293
Coffs Harbour (C)	25-29		270
Coffs Harbour (C)	25-29	0	3236
Coffs Harbour (C)	25-29	1	257
Coffs Harbour (C)	30-34		247
Coffs Harbour (C)	30-34	0	3444
Coffs Harbour (C)	30-34	1	200
Coffs Harbour (C)	35-39		230
Coffs Harbour (C)	35-39	0	3377
Coffs Harbour (C)	35-39	1	185
Coffs Harbour (C)	40-44		259
Coffs Harbour (C)	40-44	0	3997
Coffs Harbour (C)	40-44	1	175
Coffs Harbour (C)	45-49		299
Coffs Harbour (C)	45-49	0	4179
Coffs Harbour (C)	45-49	1	222
Coffs Harbour (C)	50-54		327
Coffs Harbour (C)	50-54	0	4451
Coffs Harbour (C)	50-54	1	163
Coffs Harbour (C)	55-59		407
Coffs Harbour (C)	55-59	0	4811
Coffs Harbour (C)	55-59	1	178
Coffs Harbour (C)	60-64		338
Coffs Harbour (C)	60-64	0	4848
Coffs Harbour (C)	60-64	1	117
Coffs Harbour (C)	65+		1141
Coffs Harbour (C)	65+	0	14043
Coffs Harbour (C)	65+	1	184
Coolamon (A)	0-4		20
Coolamon (A)	0-4	0	206
Coolamon (A)	0-4	1	17
Coolamon (A)	5-9		22
Coolamon (A)	5-9	0	255
Coolamon (A)	5-9	1	21
Coolamon (A)	10-14		39
Coolamon (A)	10-14	0	283
Coolamon (A)	10-14	1	18
Coolamon (A)	15-19		17
Coolamon (A)	15-19	0	232
Coolamon (A)	15-19	1	17
Coolamon (A)	20-24		16
Coolamon (A)	20-24	0	184
Coolamon (A)	20-24	1	5
Coolamon (A)	25-29		23
Coolamon (A)	25-29	0	159
Coolamon (A)	25-29	1	9
Coolamon (A)	30-34		22
Coolamon (A)	30-34	0	141
Coolamon (A)	30-34	1	5
Coolamon (A)	35-39		33
Coolamon (A)	35-39	0	179
Coolamon (A)	35-39	1	5
Coolamon (A)	40-44		24
Coolamon (A)	40-44	0	211
Coolamon (A)	40-44	1	3
Coolamon (A)	45-49		18
Coolamon (A)	45-49	0	266
Coolamon (A)	45-49	1	13
Coolamon (A)	50-54		29
Coolamon (A)	50-54	0	263
Coolamon (A)	50-54	1	5
Coolamon (A)	55-59		27
Coolamon (A)	55-59	0	262
Coolamon (A)	55-59	1	4
Coolamon (A)	60-64		31
Coolamon (A)	60-64	0	229
Coolamon (A)	65+		146
Coolamon (A)	65+	0	849
Coolamon (A)	65+	1	11
Coonamble (A)	0-4		34
Coonamble (A)	0-4	0	94
Coonamble (A)	0-4	1	140
Coonamble (A)	5-9		36
Coonamble (A)	5-9	0	88
Coonamble (A)	5-9	1	140
Coonamble (A)	10-14		30
Coonamble (A)	10-14	0	83
Coonamble (A)	10-14	1	145
Coonamble (A)	15-19		32
Coonamble (A)	15-19	0	74
Coonamble (A)	15-19	1	91
Coonamble (A)	20-24		18
Coonamble (A)	20-24	0	101
Coonamble (A)	20-24	1	94
Coonamble (A)	25-29		41
Coonamble (A)	25-29	0	118
Coonamble (A)	25-29	1	69
Coonamble (A)	30-34		27
Coonamble (A)	30-34	0	132
Coonamble (A)	30-34	1	49
Coonamble (A)	35-39		26
Coonamble (A)	35-39	0	92
Coonamble (A)	35-39	1	49
Coonamble (A)	40-44		36
Coonamble (A)	40-44	0	103
Coonamble (A)	40-44	1	74
Coonamble (A)	45-49		48
Coonamble (A)	45-49	0	158
Coonamble (A)	45-49	1	75
Coonamble (A)	50-54		38
Coonamble (A)	50-54	0	183
Coonamble (A)	50-54	1	57
Coonamble (A)	55-59		41
Coonamble (A)	55-59	0	187
Coonamble (A)	55-59	1	60
Coonamble (A)	60-64		31
Coonamble (A)	60-64	0	180
Coonamble (A)	60-64	1	47
Coonamble (A)	65+		142
Coonamble (A)	65+	0	552
Coonamble (A)	65+	1	86
Cowra (A)	0-4		43
Cowra (A)	0-4	0	500
Cowra (A)	0-4	1	110
Cowra (A)	5-9		61
Cowra (A)	5-9	0	572
Cowra (A)	5-9	1	98
Cowra (A)	10-14		52
Cowra (A)	10-14	0	607
Cowra (A)	10-14	1	109
Cowra (A)	15-19		64
Cowra (A)	15-19	0	571
Cowra (A)	15-19	1	101
Cowra (A)	20-24		65
Cowra (A)	20-24	0	511
Cowra (A)	20-24	1	82
Cowra (A)	25-29		45
Cowra (A)	25-29	0	431
Cowra (A)	25-29	1	58
Cowra (A)	30-34		46
Cowra (A)	30-34	0	457
Cowra (A)	30-34	1	37
Cowra (A)	35-39		57
Cowra (A)	35-39	0	472
Cowra (A)	35-39	1	56
Cowra (A)	40-44		38
Cowra (A)	40-44	0	587
Cowra (A)	40-44	1	53
Cowra (A)	45-49		57
Cowra (A)	45-49	0	687
Cowra (A)	45-49	1	67
Cowra (A)	50-54		61
Cowra (A)	50-54	0	729
Cowra (A)	50-54	1	54
Cowra (A)	55-59		70
Cowra (A)	55-59	0	762
Cowra (A)	55-59	1	43
Cowra (A)	60-64		64
Cowra (A)	60-64	0	838
Cowra (A)	60-64	1	35
Cowra (A)	65+		245
Cowra (A)	65+	0	2777
Cowra (A)	65+	1	81
Cumberland (A)	0-4		837
Cumberland (A)	0-4	0	15895
Cumberland (A)	0-4	1	150
Cumberland (A)	5-9		719
Cumberland (A)	5-9	0	14297
Cumberland (A)	5-9	1	147
Cumberland (A)	10-14		539
Cumberland (A)	10-14	0	11681
Cumberland (A)	10-14	1	100
Cumberland (A)	15-19		547
Cumberland (A)	15-19	0	11869
Cumberland (A)	15-19	1	118
Cumberland (A)	20-24		896
Cumberland (A)	20-24	0	16132
Cumberland (A)	20-24	1	131
Cumberland (A)	25-29		1090
Cumberland (A)	25-29	0	20176
Cumberland (A)	25-29	1	114
Cumberland (A)	30-34		1086
Cumberland (A)	30-34	0	19623
Cumberland (A)	30-34	1	77
Cumberland (A)	35-39		873
Cumberland (A)	35-39	0	15980
Cumberland (A)	35-39	1	81
Cumberland (A)	40-44		619
Cumberland (A)	40-44	0	12826
Cumberland (A)	40-44	1	74
Cumberland (A)	45-49		589
Cumberland (A)	45-49	0	11841
Cumberland (A)	45-49	1	87
Cumberland (A)	50-54		609
Cumberland (A)	50-54	0	11501
Cumberland (A)	50-54	1	91
Cumberland (A)	55-59		567
Cumberland (A)	55-59	0	10614
Cumberland (A)	55-59	1	61
Cumberland (A)	60-64		473
Cumberland (A)	60-64	0	8802
Cumberland (A)	60-64	1	65
Cumberland (A)	65+		1375
Cumberland (A)	65+	0	22642
Cumberland (A)	65+	1	99
Dungog (A)	0-4		31
Dungog (A)	0-4	0	400
Dungog (A)	0-4	1	47
Dungog (A)	5-9		33
Dungog (A)	5-9	0	501
Dungog (A)	5-9	1	71
Dungog (A)	10-14		50
Dungog (A)	10-14	0	466
Dungog (A)	10-14	1	50
Dungog (A)	15-19		47
Dungog (A)	15-19	0	450
Dungog (A)	15-19	1	60
Dungog (A)	20-24		34
Dungog (A)	20-24	0	316
Dungog (A)	20-24	1	23
Dungog (A)	25-29		33
Dungog (A)	25-29	0	313
Dungog (A)	25-29	1	22
Dungog (A)	30-34		37
Dungog (A)	30-34	0	397
Dungog (A)	30-34	1	21
Dungog (A)	35-39		30
Dungog (A)	35-39	0	430
Dungog (A)	35-39	1	19
Dungog (A)	40-44		32
Dungog (A)	40-44	0	467
Dungog (A)	40-44	1	18
Dungog (A)	45-49		50
Dungog (A)	45-49	0	550
Dungog (A)	45-49	1	28
Dungog (A)	50-54		44
Dungog (A)	50-54	0	640
Dungog (A)	50-54	1	17
Dungog (A)	55-59		50
Dungog (A)	55-59	0	670
Dungog (A)	55-59	1	23
Dungog (A)	60-64		55
Dungog (A)	60-64	0	638
Dungog (A)	60-64	1	14
Dungog (A)	65+		116
Dungog (A)	65+	0	1648
Dungog (A)	65+	1	38
Edward River (A)	0-4		39
Edward River (A)	0-4	0	409
Edward River (A)	0-4	1	42
Edward River (A)	5-9		50
Edward River (A)	5-9	0	478
Edward River (A)	5-9	1	38
Edward River (A)	10-14		44
Edward River (A)	10-14	0	439
Edward River (A)	10-14	1	42
Edward River (A)	15-19		44
Edward River (A)	15-19	0	429
Edward River (A)	15-19	1	38
Edward River (A)	20-24		49
Edward River (A)	20-24	0	382
Edward River (A)	20-24	1	44
Edward River (A)	25-29		44
Edward River (A)	25-29	0	394
Edward River (A)	25-29	1	19
Edward River (A)	30-34		32
Edward River (A)	30-34	0	358
Edward River (A)	30-34	1	14
Edward River (A)	35-39		37
Edward River (A)	35-39	0	380
Edward River (A)	35-39	1	12
Edward River (A)	40-44		47
Edward River (A)	40-44	0	489
Edward River (A)	40-44	1	16
Edward River (A)	45-49		63
Edward River (A)	45-49	0	457
Edward River (A)	45-49	1	20
Edward River (A)	50-54		54
Edward River (A)	50-54	0	513
Edward River (A)	50-54	1	18
Edward River (A)	55-59		82
Edward River (A)	55-59	0	597
Edward River (A)	55-59	1	19
Edward River (A)	60-64		64
Edward River (A)	60-64	0	587
Edward River (A)	60-64	1	14
Edward River (A)	65+		229
Edward River (A)	65+	0	1713
Edward River (A)	65+	1	32
Eurobodalla (A)	0-4		97
Eurobodalla (A)	0-4	0	1153
Eurobodalla (A)	0-4	1	231
Eurobodalla (A)	5-9		125
Eurobodalla (A)	5-9	0	1485
Eurobodalla (A)	5-9	1	277
Eurobodalla (A)	10-14		148
Eurobodalla (A)	10-14	0	1570
Eurobodalla (A)	10-14	1	241
Eurobodalla (A)	15-19		124
Eurobodalla (A)	15-19	0	1466
Eurobodalla (A)	15-19	1	205
Eurobodalla (A)	20-24		100
Eurobodalla (A)	20-24	0	1032
Eurobodalla (A)	20-24	1	146
Eurobodalla (A)	25-29		89
Eurobodalla (A)	25-29	0	1047
Eurobodalla (A)	25-29	1	103
Eurobodalla (A)	30-34		95
Eurobodalla (A)	30-34	0	1171
Eurobodalla (A)	30-34	1	111
Eurobodalla (A)	35-39		103
Eurobodalla (A)	35-39	0	1262
Eurobodalla (A)	35-39	1	120
Eurobodalla (A)	40-44		138
Eurobodalla (A)	40-44	0	1658
Eurobodalla (A)	40-44	1	120
Eurobodalla (A)	45-49		154
Eurobodalla (A)	45-49	0	1876
Eurobodalla (A)	45-49	1	111
Eurobodalla (A)	50-54		178
Eurobodalla (A)	50-54	0	2231
Eurobodalla (A)	50-54	1	111
Eurobodalla (A)	55-59		226
Eurobodalla (A)	55-59	0	2855
Eurobodalla (A)	55-59	1	103
Eurobodalla (A)	60-64		251
Eurobodalla (A)	60-64	0	3277
Eurobodalla (A)	60-64	1	75
Eurobodalla (A)	65+		896
Eurobodalla (A)	65+	0	10350
Eurobodalla (A)	65+	1	127
Fairfield (C)	0-4		526
Fairfield (C)	0-4	0	11387
Fairfield (C)	0-4	1	181
Fairfield (C)	5-9		540
Fairfield (C)	5-9	0	12074
Fairfield (C)	5-9	1	171
Fairfield (C)	10-14		523
Fairfield (C)	10-14	0	12402
Fairfield (C)	10-14	1	144
Fairfield (C)	15-19		522
Fairfield (C)	15-19	0	13501
Fairfield (C)	15-19	1	146
Fairfield (C)	20-24		585
Fairfield (C)	20-24	0	14598
Fairfield (C)	20-24	1	150
Fairfield (C)	25-29		591
Fairfield (C)	25-29	0	13353
Fairfield (C)	25-29	1	103
Fairfield (C)	30-34		565
Fairfield (C)	30-34	0	12398
Fairfield (C)	30-34	1	82
Fairfield (C)	35-39		510
Fairfield (C)	35-39	0	11414
Fairfield (C)	35-39	1	71
Fairfield (C)	40-44		500
Fairfield (C)	40-44	0	12205
Fairfield (C)	40-44	1	71
Fairfield (C)	45-49		589
Fairfield (C)	45-49	0	12879
Fairfield (C)	45-49	1	78
Fairfield (C)	50-54		535
Fairfield (C)	50-54	0	12977
Fairfield (C)	50-54	1	80
Fairfield (C)	55-59		559
Fairfield (C)	55-59	0	12892
Fairfield (C)	55-59	1	63
Fairfield (C)	60-64		452
Fairfield (C)	60-64	0	10926
Fairfield (C)	60-64	1	47
Fairfield (C)	65+		1262
Fairfield (C)	65+	0	26080
Fairfield (C)	65+	1	102
Federation (A)	0-4		45
Federation (A)	0-4	0	547
Federation (A)	0-4	1	34
Federation (A)	5-9		56
Federation (A)	5-9	0	668
Federation (A)	5-9	1	26
Federation (A)	10-14		49
Federation (A)	10-14	0	657
Federation (A)	10-14	1	12
Federation (A)	15-19		53
Federation (A)	15-19	0	599
Federation (A)	15-19	1	15
Federation (A)	20-24		35
Federation (A)	20-24	0	463
