LGA_NAME16	FamilyHousehold	IncomeHousehold.max	households
Bega Valley (A)	0		309
Bega Valley (A)	0	0	87
Bega Valley (A)	0	7875	74
Bega Valley (A)	0	15750	267
Bega Valley (A)	0	21000	467
Bega Valley (A)	0	26250	1068
Bega Valley (A)	0	34125	457
Bega Valley (A)	0	42000	384
Bega Valley (A)	0	52500	398
Bega Valley (A)	0	65625	303
Bega Valley (A)	0	78750	193
Bega Valley (A)	0	91875	92
Bega Valley (A)	0	105000	88
Bega Valley (A)	0	131250	82
Bega Valley (A)	0	157500	9
Bega Valley (A)	0	183750	4
Bega Valley (A)	0	210000	56
Bega Valley (A)	0	Inf	3
Bega Valley (A)	1		1120
Bega Valley (A)	1	0	63
Bega Valley (A)	1	7875	67
Bega Valley (A)	1	15750	75
Bega Valley (A)	1	21000	76
Bega Valley (A)	1	26250	391
Bega Valley (A)	1	34125	337
Bega Valley (A)	1	42000	999
Bega Valley (A)	1	52500	752
Bega Valley (A)	1	65625	1035
Bega Valley (A)	1	78750	903
Bega Valley (A)	1	91875	529
Bega Valley (A)	1	105000	507
Bega Valley (A)	1	131250	903
Bega Valley (A)	1	157500	472
Bega Valley (A)	1	183750	266
Bega Valley (A)	1	210000	130
Bega Valley (A)	1	Inf	233
Bellingen (A)	0		124
Bellingen (A)	0	0	36
Bellingen (A)	0	7875	18
Bellingen (A)	0	15750	108
Bellingen (A)	0	21000	174
Bellingen (A)	0	26250	387
Bellingen (A)	0	34125	178
Bellingen (A)	0	42000	127
Bellingen (A)	0	52500	122
Bellingen (A)	0	65625	124
Bellingen (A)	0	78750	57
Bellingen (A)	0	91875	34
Bellingen (A)	0	105000	35
Bellingen (A)	0	131250	44
Bellingen (A)	0	157500	7
Bellingen (A)	0	210000	16
Bellingen (A)	0	Inf	3
Bellingen (A)	1		416
Bellingen (A)	1	0	18
Bellingen (A)	1	7875	18
Bellingen (A)	1	15750	35
Bellingen (A)	1	21000	29
Bellingen (A)	1	26250	129
Bellingen (A)	1	34125	147
Bellingen (A)	1	42000	380
Bellingen (A)	1	52500	301
Bellingen (A)	1	65625	395
Bellingen (A)	1	78750	317
Bellingen (A)	1	91875	211
Bellingen (A)	1	105000	230
Bellingen (A)	1	131250	312
Bellingen (A)	1	157500	175
Bellingen (A)	1	183750	88
Bellingen (A)	1	210000	56
Bellingen (A)	1	Inf	91
Berrigan (A)	0		109
Berrigan (A)	0	0	26
Berrigan (A)	0	7875	8
Berrigan (A)	0	15750	84
Berrigan (A)	0	21000	117
Berrigan (A)	0	26250	269
Berrigan (A)	0	34125	115
Berrigan (A)	0	42000	95
Berrigan (A)	0	52500	97
Berrigan (A)	0	65625	93
Berrigan (A)	0	78750	30
Berrigan (A)	0	91875	29
Berrigan (A)	0	105000	28
Berrigan (A)	0	131250	32
Berrigan (A)	0	210000	21
Berrigan (A)	1		250
Berrigan (A)	1	0	17
Berrigan (A)	1	7875	19
Berrigan (A)	1	15750	26
Berrigan (A)	1	21000	15
Berrigan (A)	1	26250	101
Berrigan (A)	1	34125	74
Berrigan (A)	1	42000	266
Berrigan (A)	1	52500	151
Berrigan (A)	1	65625	235
Berrigan (A)	1	78750	197
Berrigan (A)	1	91875	125
Berrigan (A)	1	105000	149
Berrigan (A)	1	131250	211
Berrigan (A)	1	157500	119
Berrigan (A)	1	183750	50
Berrigan (A)	1	210000	33
Berrigan (A)	1	Inf	68
Blacktown (C)	0		1395
Blacktown (C)	0	0	618
Blacktown (C)	0	7875	223
Blacktown (C)	0	15750	1138
Blacktown (C)	0	21000	1817
Blacktown (C)	0	26250	2850
Blacktown (C)	0	34125	1181
Blacktown (C)	0	42000	1206
Blacktown (C)	0	52500	1545
Blacktown (C)	0	65625	1568
Blacktown (C)	0	78750	1158
Blacktown (C)	0	91875	882
Blacktown (C)	0	105000	666
Blacktown (C)	0	131250	891
Blacktown (C)	0	157500	168
Blacktown (C)	0	183750	86
Blacktown (C)	0	210000	256
Blacktown (C)	0	Inf	73
Blacktown (C)	1		8356
Blacktown (C)	1	0	712
Blacktown (C)	1	7875	326
Blacktown (C)	1	15750	612
Blacktown (C)	1	21000	590
Blacktown (C)	1	26250	1847
Blacktown (C)	1	34125	2107
Blacktown (C)	1	42000	4680
Blacktown (C)	1	52500	4166
Blacktown (C)	1	65625	5734
Blacktown (C)	1	78750	6174
Blacktown (C)	1	91875	5502
Blacktown (C)	1	105000	5778
Blacktown (C)	1	131250	12099
Blacktown (C)	1	157500	8512
Blacktown (C)	1	183750	5785
Blacktown (C)	1	210000	3793
Blacktown (C)	1	Inf	6600
Bland (A)	0		63
Bland (A)	0	0	17
Bland (A)	0	7875	9
Bland (A)	0	15750	36
Bland (A)	0	21000	88
Bland (A)	0	26250	135
Bland (A)	0	34125	61
Bland (A)	0	42000	58
Bland (A)	0	52500	53
Bland (A)	0	65625	59
Bland (A)	0	78750	33
Bland (A)	0	91875	23
Bland (A)	0	105000	17
Bland (A)	0	131250	20
Bland (A)	0	210000	20
Bland (A)	1		211
Bland (A)	1	0	20
Bland (A)	1	7875	6
Bland (A)	1	15750	18
Bland (A)	1	21000	16
Bland (A)	1	26250	53
Bland (A)	1	34125	47
Bland (A)	1	42000	140
Bland (A)	1	52500	111
Bland (A)	1	65625	170
Bland (A)	1	78750	110
Bland (A)	1	91875	80
Bland (A)	1	105000	112
Bland (A)	1	131250	145
Bland (A)	1	157500	83
Bland (A)	1	183750	55
Bland (A)	1	210000	38
Bland (A)	1	Inf	73
Blayney (A)	0		64
Blayney (A)	0	0	21
Blayney (A)	0	7875	8
Blayney (A)	0	15750	57
Blayney (A)	0	21000	84
Blayney (A)	0	26250	157
Blayney (A)	0	34125	77
Blayney (A)	0	42000	67
Blayney (A)	0	52500	63
Blayney (A)	0	65625	59
Blayney (A)	0	78750	26
Blayney (A)	0	91875	26
Blayney (A)	0	105000	18
Blayney (A)	0	131250	23
Blayney (A)	0	157500	4
Blayney (A)	0	210000	9
Blayney (A)	1		225
Blayney (A)	1	0	11
Blayney (A)	1	7875	15
Blayney (A)	1	15750	24
Blayney (A)	1	21000	18
Blayney (A)	1	26250	55
Blayney (A)	1	34125	61
Blayney (A)	1	42000	152
Blayney (A)	1	52500	126
Blayney (A)	1	65625	155
Blayney (A)	1	78750	170
Blayney (A)	1	91875	114
Blayney (A)	1	105000	133
Blayney (A)	1	131250	234
Blayney (A)	1	157500	146
Blayney (A)	1	183750	93
Blayney (A)	1	210000	68
Blayney (A)	1	Inf	94
Blue Mountains (C)	0		525
Blue Mountains (C)	0	0	175
Blue Mountains (C)	0	7875	89
Blue Mountains (C)	0	15750	390
Blue Mountains (C)	0	21000	623
Blue Mountains (C)	0	26250	1528
Blue Mountains (C)	0	34125	883
Blue Mountains (C)	0	42000	733
Blue Mountains (C)	0	52500	765
Blue Mountains (C)	0	65625	647
Blue Mountains (C)	0	78750	502
Blue Mountains (C)	0	91875	404
Blue Mountains (C)	0	105000	336
Blue Mountains (C)	0	131250	407
Blue Mountains (C)	0	157500	54
Blue Mountains (C)	0	183750	24
Blue Mountains (C)	0	210000	120
Blue Mountains (C)	0	Inf	20
Blue Mountains (C)	1		2103
Blue Mountains (C)	1	0	105
Blue Mountains (C)	1	7875	65
Blue Mountains (C)	1	15750	95
Blue Mountains (C)	1	21000	101
Blue Mountains (C)	1	26250	404
Blue Mountains (C)	1	34125	492
Blue Mountains (C)	1	42000	1248
Blue Mountains (C)	1	52500	1180
Blue Mountains (C)	1	65625	1685
Blue Mountains (C)	1	78750	1551
Blue Mountains (C)	1	91875	1271
Blue Mountains (C)	1	105000	1344
Blue Mountains (C)	1	131250	2643
Blue Mountains (C)	1	157500	2043
Blue Mountains (C)	1	183750	1316
Blue Mountains (C)	1	210000	953
Blue Mountains (C)	1	Inf	1812
Bogan (A)	0		31
Bogan (A)	0	0	3
Bogan (A)	0	15750	20
Bogan (A)	0	21000	32
Bogan (A)	0	26250	74
Bogan (A)	0	34125	22
Bogan (A)	0	42000	17
Bogan (A)	0	52500	30
Bogan (A)	0	65625	27
Bogan (A)	0	78750	17
Bogan (A)	0	91875	18
Bogan (A)	0	105000	13
Bogan (A)	0	131250	18
Bogan (A)	0	210000	7
Bogan (A)	1		123
Bogan (A)	1	0	6
Bogan (A)	1	15750	6
Bogan (A)	1	21000	3
Bogan (A)	1	26250	27
Bogan (A)	1	34125	20
Bogan (A)	1	42000	63
Bogan (A)	1	52500	44
Bogan (A)	1	65625	42
Bogan (A)	1	78750	36
Bogan (A)	1	91875	38
Bogan (A)	1	105000	38
Bogan (A)	1	131250	79
Bogan (A)	1	157500	42
Bogan (A)	1	183750	35
Bogan (A)	1	210000	17
Bogan (A)	1	Inf	36
Botany Bay (C)	0		436
Botany Bay (C)	0	0	299
Botany Bay (C)	0	7875	88
Botany Bay (C)	0	15750	295
Botany Bay (C)	0	21000	473
Botany Bay (C)	0	26250	693
Botany Bay (C)	0	34125	271
Botany Bay (C)	0	42000	290
Botany Bay (C)	0	52500	318
Botany Bay (C)	0	65625	365
Botany Bay (C)	0	78750	287
Botany Bay (C)	0	91875	214
Botany Bay (C)	0	105000	208
Botany Bay (C)	0	131250	332
Botany Bay (C)	0	157500	85
Botany Bay (C)	0	183750	58
Botany Bay (C)	0	210000	141
Botany Bay (C)	0	Inf	83
Botany Bay (C)	1		1246
Botany Bay (C)	1	0	134
Botany Bay (C)	1	7875	49
Botany Bay (C)	1	15750	60
Botany Bay (C)	1	21000	55
Botany Bay (C)	1	26250	264
Botany Bay (C)	1	34125	297
Botany Bay (C)	1	42000	617
Botany Bay (C)	1	52500	525
Botany Bay (C)	1	65625	777
Botany Bay (C)	1	78750	744
Botany Bay (C)	1	91875	684
Botany Bay (C)	1	105000	692
Botany Bay (C)	1	131250	1415
Botany Bay (C)	1	157500	1112
Botany Bay (C)	1	183750	870
Botany Bay (C)	1	210000	641
Botany Bay (C)	1	Inf	1285
Bourke (A)	0		27
Bourke (A)	0	0	7
Bourke (A)	0	15750	19
Bourke (A)	0	21000	16
Bourke (A)	0	26250	44
Bourke (A)	0	34125	17
Bourke (A)	0	42000	20
Bourke (A)	0	52500	33
Bourke (A)	0	65625	29
Bourke (A)	0	78750	12
Bourke (A)	0	91875	12
Bourke (A)	0	105000	11
Bourke (A)	0	131250	15
Bourke (A)	0	210000	8
Bourke (A)	1		119
Bourke (A)	1	0	5
Bourke (A)	1	7875	3
Bourke (A)	1	15750	3
Bourke (A)	1	21000	6
Bourke (A)	1	26250	14
Bourke (A)	1	34125	9
Bourke (A)	1	42000	43
Bourke (A)	1	52500	40
Bourke (A)	1	65625	31
Bourke (A)	1	78750	47
Bourke (A)	1	91875	27
Bourke (A)	1	105000	33
Bourke (A)	1	131250	61
Bourke (A)	1	157500	49
Bourke (A)	1	183750	27
Bourke (A)	1	210000	14
Bourke (A)	1	Inf	16
Brewarrina (A)	0		15
Brewarrina (A)	0	15750	19
Brewarrina (A)	0	21000	29
Brewarrina (A)	0	26250	33
Brewarrina (A)	0	34125	17
Brewarrina (A)	0	42000	10
Brewarrina (A)	0	52500	12
Brewarrina (A)	0	65625	6
Brewarrina (A)	0	78750	12
Brewarrina (A)	0	91875	10
Brewarrina (A)	0	105000	7
Brewarrina (A)	0	131250	3
Brewarrina (A)	0	210000	3
Brewarrina (A)	1		79
Brewarrina (A)	1	0	4
Brewarrina (A)	1	7875	7
Brewarrina (A)	1	15750	10
Brewarrina (A)	1	21000	15
Brewarrina (A)	1	26250	25
Brewarrina (A)	1	34125	19
Brewarrina (A)	1	42000	32
Brewarrina (A)	1	52500	40
Brewarrina (A)	1	65625	28
Brewarrina (A)	1	78750	24
Brewarrina (A)	1	91875	26
Brewarrina (A)	1	105000	14
Brewarrina (A)	1	131250	25
Brewarrina (A)	1	157500	13
Brewarrina (A)	1	183750	10
Brewarrina (A)	1	210000	3
Brewarrina (A)	1	Inf	12
Broken Hill (C)	0		239
Broken Hill (C)	0	0	43
Broken Hill (C)	0	7875	27
Broken Hill (C)	0	15750	185
Broken Hill (C)	0	21000	325
Broken Hill (C)	0	26250	650
Broken Hill (C)	0	34125	244
Broken Hill (C)	0	42000	198
Broken Hill (C)	0	52500	169
Broken Hill (C)	0	65625	172
Broken Hill (C)	0	78750	117
Broken Hill (C)	0	91875	102
Broken Hill (C)	0	105000	94
Broken Hill (C)	0	131250	95
Broken Hill (C)	0	157500	7
Broken Hill (C)	0	183750	8
Broken Hill (C)	0	210000	39
Broken Hill (C)	1		622
Broken Hill (C)	1	0	22
Broken Hill (C)	1	7875	19
Broken Hill (C)	1	15750	45
Broken Hill (C)	1	21000	53
Broken Hill (C)	1	26250	207
Broken Hill (C)	1	34125	203
Broken Hill (C)	1	42000	503
Broken Hill (C)	1	52500	355
Broken Hill (C)	1	65625	406
Broken Hill (C)	1	78750	328
Broken Hill (C)	1	91875	235
Broken Hill (C)	1	105000	269
Broken Hill (C)	1	131250	426
Broken Hill (C)	1	157500	300
Broken Hill (C)	1	183750	183
Broken Hill (C)	1	210000	100
Broken Hill (C)	1	Inf	188
Burwood (A)	0		308
Burwood (A)	0	0	383
Burwood (A)	0	7875	64
Burwood (A)	0	15750	157
Burwood (A)	0	21000	283
Burwood (A)	0	26250	372
Burwood (A)	0	34125	243
Burwood (A)	0	42000	207
Burwood (A)	0	52500	254
Burwood (A)	0	65625	312
Burwood (A)	0	78750	212
Burwood (A)	0	91875	201
Burwood (A)	0	105000	151
Burwood (A)	0	131250	259
Burwood (A)	0	157500	81
Burwood (A)	0	183750	50
Burwood (A)	0	210000	95
Burwood (A)	0	Inf	71
Burwood (A)	1		832
Burwood (A)	1	0	175
Burwood (A)	1	7875	83
Burwood (A)	1	15750	73
Burwood (A)	1	21000	50
Burwood (A)	1	26250	182
Burwood (A)	1	34125	195
Burwood (A)	1	42000	470
Burwood (A)	1	52500	381
Burwood (A)	1	65625	555
Burwood (A)	1	78750	558
Burwood (A)	1	91875	470
Burwood (A)	1	105000	494
Burwood (A)	1	131250	990
Burwood (A)	1	157500	760
Burwood (A)	1	183750	529
Burwood (A)	1	210000	376
Burwood (A)	1	Inf	1070
Byron (A)	0		391
Byron (A)	0	0	63
Byron (A)	0	7875	58
Byron (A)	0	15750	207
Byron (A)	0	21000	328
Byron (A)	0	26250	731
Byron (A)	0	34125	428
Byron (A)	0	42000	364
Byron (A)	0	52500	339
Byron (A)	0	65625	311
Byron (A)	0	78750	233
Byron (A)	0	91875	140
Byron (A)	0	105000	107
Byron (A)	0	131250	165
Byron (A)	0	157500	49
Byron (A)	0	183750	25
Byron (A)	0	210000	68
Byron (A)	0	Inf	23
Byron (A)	1		1057
Byron (A)	1	0	53
Byron (A)	1	7875	42
Byron (A)	1	15750	62
Byron (A)	1	21000	67
Byron (A)	1	26250	234
Byron (A)	1	34125	296
Byron (A)	1	42000	554
Byron (A)	1	52500	519
Byron (A)	1	65625	713
Byron (A)	1	78750	703
Byron (A)	1	91875	469
Byron (A)	1	105000	471
Byron (A)	1	131250	754
Byron (A)	1	157500	480
Byron (A)	1	183750	257
Byron (A)	1	210000	187
Byron (A)	1	Inf	427
Cabonne (A)	0		106
Cabonne (A)	0	0	32
Cabonne (A)	0	7875	20
Cabonne (A)	0	15750	72
Cabonne (A)	0	21000	127
Cabonne (A)	0	26250	265
Cabonne (A)	0	34125	115
Cabonne (A)	0	42000	112
Cabonne (A)	0	52500	106
Cabonne (A)	0	65625	72
Cabonne (A)	0	78750	54
Cabonne (A)	0	91875	44
Cabonne (A)	0	105000	25
Cabonne (A)	0	131250	35
Cabonne (A)	0	157500	4
Cabonne (A)	0	210000	16
Cabonne (A)	0	Inf	3
Cabonne (A)	1		460
Cabonne (A)	1	0	30
Cabonne (A)	1	7875	18
Cabonne (A)	1	15750	21
Cabonne (A)	1	21000	21
Cabonne (A)	1	26250	94
Cabonne (A)	1	34125	94
Cabonne (A)	1	42000	298
Cabonne (A)	1	52500	213
Cabonne (A)	1	65625	268
Cabonne (A)	1	78750	300
Cabonne (A)	1	91875	215
Cabonne (A)	1	105000	216
Cabonne (A)	1	131250	422
Cabonne (A)	1	157500	271
Cabonne (A)	1	183750	186
Cabonne (A)	1	210000	109
Cabonne (A)	1	Inf	230
Camden (A)	0		221
Camden (A)	0	0	101
Camden (A)	0	7875	55
Camden (A)	0	15750	154
Camden (A)	0	21000	256
Camden (A)	0	26250	591
Camden (A)	0	34125	287
Camden (A)	0	42000	247
Camden (A)	0	52500	293
Camden (A)	0	65625	370
Camden (A)	0	78750	268
Camden (A)	0	91875	232
Camden (A)	0	105000	192
Camden (A)	0	131250	246
Camden (A)	0	157500	42
Camden (A)	0	183750	18
Camden (A)	0	210000	68
Camden (A)	0	Inf	19
Camden (A)	1		1993
Camden (A)	1	0	116
Camden (A)	1	7875	52
Camden (A)	1	15750	75
Camden (A)	1	21000	61
Camden (A)	1	26250	287
Camden (A)	1	34125	279
Camden (A)	1	42000	848
Camden (A)	1	52500	776
Camden (A)	1	65625	1130
Camden (A)	1	78750	1269
Camden (A)	1	91875	1294
Camden (A)	1	105000	1365
Camden (A)	1	131250	3209
Camden (A)	1	157500	2595
Camden (A)	1	183750	1771
Camden (A)	1	210000	1180
Camden (A)	1	Inf	2113
Campbelltown (C) (NSW)	0		732
Campbelltown (C) (NSW)	0	0	274
Campbelltown (C) (NSW)	0	7875	150
Campbelltown (C) (NSW)	0	15750	593
Campbelltown (C) (NSW)	0	21000	992
Campbelltown (C) (NSW)	0	26250	1795
Campbelltown (C) (NSW)	0	34125	786
Campbelltown (C) (NSW)	0	42000	719
Campbelltown (C) (NSW)	0	52500	981
Campbelltown (C) (NSW)	0	65625	1002
Campbelltown (C) (NSW)	0	78750	693
Campbelltown (C) (NSW)	0	91875	539
Campbelltown (C) (NSW)	0	105000	370
Campbelltown (C) (NSW)	0	131250	452
Campbelltown (C) (NSW)	0	157500	80
Campbelltown (C) (NSW)	0	183750	29
Campbelltown (C) (NSW)	0	210000	113
Campbelltown (C) (NSW)	0	Inf	34
Campbelltown (C) (NSW)	1		4190
Campbelltown (C) (NSW)	1	0	327
Campbelltown (C) (NSW)	1	7875	138
Campbelltown (C) (NSW)	1	15750	323
Campbelltown (C) (NSW)	1	21000	355
Campbelltown (C) (NSW)	1	26250	1094
Campbelltown (C) (NSW)	1	34125	1274
Campbelltown (C) (NSW)	1	42000	2711
Campbelltown (C) (NSW)	1	52500	2402
Campbelltown (C) (NSW)	1	65625	3280
Campbelltown (C) (NSW)	1	78750	3276
Campbelltown (C) (NSW)	1	91875	2965
Campbelltown (C) (NSW)	1	105000	2821
Campbelltown (C) (NSW)	1	131250	5385
Campbelltown (C) (NSW)	1	157500	3458
Campbelltown (C) (NSW)	1	183750	2107
Campbelltown (C) (NSW)	1	210000	1331
Campbelltown (C) (NSW)	1	Inf	2194
Canada Bay (A)	0		671
Canada Bay (A)	0	0	560
Canada Bay (A)	0	7875	126
Canada Bay (A)	0	15750	353
Canada Bay (A)	0	21000	539
Canada Bay (A)	0	26250	895
Canada Bay (A)	0	34125	490
Canada Bay (A)	0	42000	472
Canada Bay (A)	0	52500	568
Canada Bay (A)	0	65625	689
Canada Bay (A)	0	78750	569
Canada Bay (A)	0	91875	559
Canada Bay (A)	0	105000	501
Canada Bay (A)	0	131250	953
Canada Bay (A)	0	157500	186
Canada Bay (A)	0	183750	108
Canada Bay (A)	0	210000	672
Canada Bay (A)	0	Inf	196
Canada Bay (A)	1		2291
Canada Bay (A)	1	0	353
Canada Bay (A)	1	7875	115
Canada Bay (A)	1	15750	140
Canada Bay (A)	1	21000	115
Canada Bay (A)	1	26250	398
Canada Bay (A)	1	34125	369
Canada Bay (A)	1	42000	899
Canada Bay (A)	1	52500	831
Canada Bay (A)	1	65625	1217
Canada Bay (A)	1	78750	1196
Canada Bay (A)	1	91875	1016
Canada Bay (A)	1	105000	1135
Canada Bay (A)	1	131250	2664
Canada Bay (A)	1	157500	2048
Canada Bay (A)	1	183750	1663
Canada Bay (A)	1	210000	1728
Canada Bay (A)	1	Inf	4789
Canterbury-Bankstown (A)	0		1954
Canterbury-Bankstown (A)	0	0	1068
Canterbury-Bankstown (A)	0	7875	407
Canterbury-Bankstown (A)	0	15750	1897
Canterbury-Bankstown (A)	0	21000	2896
Canterbury-Bankstown (A)	0	26250	4401
Canterbury-Bankstown (A)	0	34125	1897
Canterbury-Bankstown (A)	0	42000	1715
Canterbury-Bankstown (A)	0	52500	1840
Canterbury-Bankstown (A)	0	65625	1933
Canterbury-Bankstown (A)	0	78750	1266
Canterbury-Bankstown (A)	0	91875	967
Canterbury-Bankstown (A)	0	105000	755
Canterbury-Bankstown (A)	0	131250	939
Canterbury-Bankstown (A)	0	157500	260
Canterbury-Bankstown (A)	0	183750	131
Canterbury-Bankstown (A)	0	210000	307
Canterbury-Bankstown (A)	0	Inf	114
Canterbury-Bankstown (A)	1		9057
Canterbury-Bankstown (A)	1	0	1284
Canterbury-Bankstown (A)	1	7875	505
Canterbury-Bankstown (A)	1	15750	1009
Canterbury-Bankstown (A)	1	21000	802
Canterbury-Bankstown (A)	1	26250	2934
Canterbury-Bankstown (A)	1	34125	3038
Canterbury-Bankstown (A)	1	42000	6525
Canterbury-Bankstown (A)	1	52500	5682
Canterbury-Bankstown (A)	1	65625	7008
Canterbury-Bankstown (A)	1	78750	6617
Canterbury-Bankstown (A)	1	91875	5273
Canterbury-Bankstown (A)	1	105000	5028
Canterbury-Bankstown (A)	1	131250	9405
Canterbury-Bankstown (A)	1	157500	6269
Canterbury-Bankstown (A)	1	183750	4149
Canterbury-Bankstown (A)	1	210000	2846
Canterbury-Bankstown (A)	1	Inf	5577
Carrathool (A)	0		21
Carrathool (A)	0	0	9
Carrathool (A)	0	7875	4
Carrathool (A)	0	15750	18
Carrathool (A)	0	21000	29
Carrathool (A)	0	26250	49
Carrathool (A)	0	34125	32
Carrathool (A)	0	42000	20
Carrathool (A)	0	52500	32
Carrathool (A)	0	65625	36
Carrathool (A)	0	78750	18
Carrathool (A)	0	91875	10
Carrathool (A)	0	105000	11
Carrathool (A)	0	131250	15
Carrathool (A)	0	210000	3
