LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Melbourne (C)	0	1	1	1	14
Melbourne (C)	1	0	0	1	609
Melbourne (C)	1	0	1	0	516
Melbourne (C)	1	0	1	1	165
Melbourne (C)	1	1	0	0	3929
Melbourne (C)	1	1	0	1	38
Melbourne (C)	1	1	1	0	327
Melbourne (C)	1	1	1	1	20
Melton (C)					464
Melton (C)	0	0	0	1	1936
Melton (C)	0	0	1	0	506
Melton (C)	0	0	1	1	331
Melton (C)	0	1	0	0	2495
Melton (C)	0	1	0	1	244
Melton (C)	0	1	1	0	491
Melton (C)	0	1	1	1	125
Melton (C)	1	0	0	1	2985
Melton (C)	1	0	1	0	1268
Melton (C)	1	0	1	1	1055
Melton (C)	1	1	0	0	11173
Melton (C)	1	1	0	1	525
Melton (C)	1	1	1	0	1994
Melton (C)	1	1	1	1	369
Mildura (RC)					189
Mildura (RC)	0	0	0	1	767
Mildura (RC)	0	0	1	0	216
Mildura (RC)	0	0	1	1	90
Mildura (RC)	0	1	0	0	1072
Mildura (RC)	0	1	0	1	80
Mildura (RC)	0	1	1	0	189
Mildura (RC)	0	1	1	1	44
Mildura (RC)	1	0	0	1	962
Mildura (RC)	1	0	1	0	456
Mildura (RC)	1	0	1	1	261
Mildura (RC)	1	1	0	0	2838
Mildura (RC)	1	1	0	1	174
Mildura (RC)	1	1	1	0	626
Mildura (RC)	1	1	1	1	111
Mitchell (S)					119
Mitchell (S)	0	0	0	1	601
Mitchell (S)	0	0	1	0	181
Mitchell (S)	0	0	1	1	76
Mitchell (S)	0	1	0	0	695
Mitchell (S)	0	1	0	1	85
Mitchell (S)	0	1	1	0	133
Mitchell (S)	0	1	1	1	34
Mitchell (S)	1	0	0	1	926
Mitchell (S)	1	0	1	0	369
Mitchell (S)	1	0	1	1	247
Mitchell (S)	1	1	0	0	2621
Mitchell (S)	1	1	0	1	171
Mitchell (S)	1	1	1	0	511
Mitchell (S)	1	1	1	1	100
Moira (S)					82
Moira (S)	0	0	0	1	373
Moira (S)	0	0	1	0	84
Moira (S)	0	0	1	1	39
Moira (S)	0	1	0	0	511
Moira (S)	0	1	0	1	47
Moira (S)	0	1	1	0	87
Moira (S)	0	1	1	1	17
Moira (S)	1	0	0	1	541
Moira (S)	1	0	1	0	229
Moira (S)	1	0	1	1	127
Moira (S)	1	1	0	0	1419
Moira (S)	1	1	0	1	80
Moira (S)	1	1	1	0	288
Moira (S)	1	1	1	1	71
Monash (C)					1102
Monash (C)	0	0	0	1	2718
Monash (C)	0	0	1	0	1083
Monash (C)	0	0	1	1	349
Monash (C)	0	1	0	0	1659
Monash (C)	0	1	0	1	131
Monash (C)	0	1	1	0	469
Monash (C)	0	1	1	1	48
Monash (C)	1	0	0	1	4289
Monash (C)	1	0	1	0	3016
Monash (C)	1	0	1	1	1453
Monash (C)	1	1	0	0	12053
Monash (C)	1	1	0	1	263
Monash (C)	1	1	1	0	2296
Monash (C)	1	1	1	1	178
Moonee Valley (C)					776
Moonee Valley (C)	0	0	0	1	1945
Moonee Valley (C)	0	0	1	0	573
Moonee Valley (C)	0	0	1	1	224
Moonee Valley (C)	0	1	0	0	1270
Moonee Valley (C)	0	1	0	1	74
Moonee Valley (C)	0	1	1	0	267
Moonee Valley (C)	0	1	1	1	28
Moonee Valley (C)	1	0	0	1	2700
Moonee Valley (C)	1	0	1	0	1521
Moonee Valley (C)	1	0	1	1	895
Moonee Valley (C)	1	1	0	0	7552
Moonee Valley (C)	1	1	0	1	186
Moonee Valley (C)	1	1	1	0	1435
Moonee Valley (C)	1	1	1	1	133
Moorabool (S)					79
Moorabool (S)	0	0	0	1	480
Moorabool (S)	0	0	1	0	129
Moorabool (S)	0	0	1	1	56
Moorabool (S)	0	1	0	0	502
Moorabool (S)	0	1	0	1	43
Moorabool (S)	0	1	1	0	98
Moorabool (S)	0	1	1	1	17
Moorabool (S)	1	0	0	1	774
Moorabool (S)	1	0	1	0	340
Moorabool (S)	1	0	1	1	236
Moorabool (S)	1	1	0	0	2047
Moorabool (S)	1	1	0	1	122
Moorabool (S)	1	1	1	0	369
Moorabool (S)	1	1	1	1	68
Moreland (C)					1148
Moreland (C)	0	0	0	1	2686
Moreland (C)	0	0	1	0	619
Moreland (C)	0	0	1	1	249
Moreland (C)	0	1	0	0	1665
Moreland (C)	0	1	0	1	100
Moreland (C)	0	1	1	0	329
Moreland (C)	0	1	1	1	49
Moreland (C)	1	0	0	1	2936
Moreland (C)	1	0	1	0	1298
Moreland (C)	1	0	1	1	893
Moreland (C)	1	1	0	0	10641
Moreland (C)	1	1	0	1	275
Moreland (C)	1	1	1	0	1408
Moreland (C)	1	1	1	1	227
Mornington Peninsula (S)					397
Mornington Peninsula (S)	0	0	0	1	2356
Mornington Peninsula (S)	0	0	1	0	683
Mornington Peninsula (S)	0	0	1	1	282
Mornington Peninsula (S)	0	1	0	0	2359
Mornington Peninsula (S)	0	1	0	1	189
Mornington Peninsula (S)	0	1	1	0	440
Mornington Peninsula (S)	0	1	1	1	66
Mornington Peninsula (S)	1	0	0	1	3296
Mornington Peninsula (S)	1	0	1	0	1474
Mornington Peninsula (S)	1	0	1	1	963
Mornington Peninsula (S)	1	1	0	0	8937
Mornington Peninsula (S)	1	1	0	1	434
Mornington Peninsula (S)	1	1	1	0	1714
Mornington Peninsula (S)	1	1	1	1	248
Mount Alexander (S)					68
Mount Alexander (S)	0	0	0	1	273
Mount Alexander (S)	0	0	1	0	98
Mount Alexander (S)	0	0	1	1	21
Mount Alexander (S)	0	1	0	0	290
Mount Alexander (S)	0	1	0	1	19
Mount Alexander (S)	0	1	1	0	57
Mount Alexander (S)	0	1	1	1	8
Mount Alexander (S)	1	0	0	1	303
Mount Alexander (S)	1	0	1	0	150
Mount Alexander (S)	1	0	1	1	68
Mount Alexander (S)	1	1	0	0	912
Mount Alexander (S)	1	1	0	1	45
Mount Alexander (S)	1	1	1	0	167
Mount Alexander (S)	1	1	1	1	27
Moyne (S)					53
Moyne (S)	0	0	0	1	189
Moyne (S)	0	0	1	0	31
Moyne (S)	0	0	1	1	27
Moyne (S)	0	1	0	0	190
Moyne (S)	0	1	0	1	18
Moyne (S)	0	1	1	0	36
Moyne (S)	0	1	1	1	4
Moyne (S)	1	0	0	1	287
Moyne (S)	1	0	1	0	133
Moyne (S)	1	0	1	1	101
Moyne (S)	1	1	0	0	1043
Moyne (S)	1	1	0	1	39
Moyne (S)	1	1	1	0	207
Moyne (S)	1	1	1	1	50
Murrindindi (S)					32
Murrindindi (S)	0	0	0	1	169
Murrindindi (S)	0	0	1	0	40
Murrindindi (S)	0	0	1	1	19
Murrindindi (S)	0	1	0	0	151
Murrindindi (S)	0	1	0	1	9
Murrindindi (S)	0	1	1	0	28
Murrindindi (S)	0	1	1	1	5
Murrindindi (S)	1	0	0	1	277
Murrindindi (S)	1	0	1	0	107
Murrindindi (S)	1	0	1	1	66
Murrindindi (S)	1	1	0	0	704
Murrindindi (S)	1	1	0	1	47
Murrindindi (S)	1	1	1	0	121
Murrindindi (S)	1	1	1	1	17
Nillumbik (S)					133
Nillumbik (S)	0	0	0	1	755
Nillumbik (S)	0	0	1	0	265
Nillumbik (S)	0	0	1	1	134
Nillumbik (S)	0	1	0	0	571
Nillumbik (S)	0	1	0	1	52
Nillumbik (S)	0	1	1	0	144
Nillumbik (S)	0	1	1	1	23
Nillumbik (S)	1	0	0	1	2098
Nillumbik (S)	1	0	1	0	1036
Nillumbik (S)	1	0	1	1	792
Nillumbik (S)	1	1	0	0	4332
Nillumbik (S)	1	1	0	1	195
Nillumbik (S)	1	1	1	0	1077
Nillumbik (S)	1	1	1	1	127
Northern Grampians (S)					47
Northern Grampians (S)	0	0	0	1	141
Northern Grampians (S)	0	0	1	0	47
Northern Grampians (S)	0	0	1	1	12
Northern Grampians (S)	0	1	0	0	164
Northern Grampians (S)	0	1	0	1	15
Northern Grampians (S)	0	1	1	0	34
Northern Grampians (S)	0	1	1	1	8
Northern Grampians (S)	1	0	0	1	201
Northern Grampians (S)	1	0	1	0	110
Northern Grampians (S)	1	0	1	1	41
Northern Grampians (S)	1	1	0	0	516
Northern Grampians (S)	1	1	0	1	25
Northern Grampians (S)	1	1	1	0	128
Northern Grampians (S)	1	1	1	1	19
Port Phillip (C)					673
Port Phillip (C)	0	0	0	1	933
Port Phillip (C)	0	0	1	0	461
Port Phillip (C)	0	0	1	1	81
Port Phillip (C)	0	1	0	0	1034
Port Phillip (C)	0	1	0	1	21
Port Phillip (C)	0	1	1	0	133
Port Phillip (C)	0	1	1	1	3
Port Phillip (C)	1	0	0	1	778
Port Phillip (C)	1	0	1	0	693
Port Phillip (C)	1	0	1	1	234
Port Phillip (C)	1	1	0	0	5106
Port Phillip (C)	1	1	0	1	50
Port Phillip (C)	1	1	1	0	480
Port Phillip (C)	1	1	1	1	24
Pyrenees (S)					15
Pyrenees (S)	0	0	0	1	96
Pyrenees (S)	0	0	1	0	13
Pyrenees (S)	0	0	1	1	6
Pyrenees (S)	0	1	0	0	87
Pyrenees (S)	0	1	0	1	11
Pyrenees (S)	0	1	1	0	11
Pyrenees (S)	1	0	0	1	136
Pyrenees (S)	1	0	1	0	44
Pyrenees (S)	1	0	1	1	35
Pyrenees (S)	1	1	0	0	330
Pyrenees (S)	1	1	0	1	24
Pyrenees (S)	1	1	1	0	68
Pyrenees (S)	1	1	1	1	10
Queenscliffe (B)					7
Queenscliffe (B)	0	0	0	1	28
Queenscliffe (B)	0	0	1	0	12
Queenscliffe (B)	0	0	1	1	7
Queenscliffe (B)	0	1	0	0	29
Queenscliffe (B)	0	1	1	0	3
Queenscliffe (B)	0	1	1	1	3
Queenscliffe (B)	1	0	0	1	42
Queenscliffe (B)	1	0	1	0	35
Queenscliffe (B)	1	0	1	1	13
Queenscliffe (B)	1	1	0	0	97
Queenscliffe (B)	1	1	0	1	3
Queenscliffe (B)	1	1	1	0	27
Queenscliffe (B)	1	1	1	1	4
South Gippsland (S)					72
South Gippsland (S)	0	0	0	1	351
South Gippsland (S)	0	0	1	0	125
South Gippsland (S)	0	0	1	1	32
South Gippsland (S)	0	1	0	0	389
South Gippsland (S)	0	1	0	1	29
South Gippsland (S)	0	1	1	0	66
South Gippsland (S)	0	1	1	1	7
South Gippsland (S)	1	0	0	1	500
South Gippsland (S)	1	0	1	0	245
South Gippsland (S)	1	0	1	1	139
South Gippsland (S)	1	1	0	0	1542
South Gippsland (S)	1	1	0	1	73
South Gippsland (S)	1	1	1	0	342
South Gippsland (S)	1	1	1	1	37
Southern Grampians (S)					40
Southern Grampians (S)	0	0	0	1	214
Southern Grampians (S)	0	0	1	0	60
Southern Grampians (S)	0	0	1	1	22
Southern Grampians (S)	0	1	0	0	199
Southern Grampians (S)	0	1	0	1	15
Southern Grampians (S)	0	1	1	0	44
Southern Grampians (S)	0	1	1	1	5
Southern Grampians (S)	1	0	0	1	310
Southern Grampians (S)	1	0	1	0	124
Southern Grampians (S)	1	0	1	1	73
Southern Grampians (S)	1	1	0	0	879
Southern Grampians (S)	1	1	0	1	42
Southern Grampians (S)	1	1	1	0	188
Southern Grampians (S)	1	1	1	1	23
Stonnington (C)					766
Stonnington (C)	0	0	0	1	1047
Stonnington (C)	0	0	1	0	483
Stonnington (C)	0	0	1	1	125
Stonnington (C)	0	1	0	0	800
Stonnington (C)	0	1	0	1	29
Stonnington (C)	0	1	1	0	178
Stonnington (C)	0	1	1	1	9
Stonnington (C)	1	0	0	1	1227
Stonnington (C)	1	0	1	0	1252
Stonnington (C)	1	0	1	1	530
Stonnington (C)	1	1	0	0	5175
Stonnington (C)	1	1	0	1	73
Stonnington (C)	1	1	1	0	958
Stonnington (C)	1	1	1	1	59
Strathbogie (S)					34
Strathbogie (S)	0	0	0	1	147
Strathbogie (S)	0	0	1	0	36
Strathbogie (S)	0	0	1	1	13
Strathbogie (S)	0	1	0	0	146
Strathbogie (S)	0	1	0	1	7
Strathbogie (S)	0	1	1	0	27
Strathbogie (S)	0	1	1	1	5
Strathbogie (S)	1	0	0	1	197
Strathbogie (S)	1	0	1	0	71
Strathbogie (S)	1	0	1	1	33
Strathbogie (S)	1	1	0	0	457
Strathbogie (S)	1	1	0	1	19
Strathbogie (S)	1	1	1	0	86
Strathbogie (S)	1	1	1	1	12
Surf Coast (S)					71
Surf Coast (S)	0	0	0	1	286
Surf Coast (S)	0	0	1	0	111
Surf Coast (S)	0	0	1	1	42
Surf Coast (S)	0	1	0	0	311
Surf Coast (S)	0	1	0	1	12
Surf Coast (S)	0	1	1	0	68
Surf Coast (S)	0	1	1	1	3
Surf Coast (S)	1	0	0	1	503
Surf Coast (S)	1	0	1	0	327
Surf Coast (S)	1	0	1	1	191
Surf Coast (S)	1	1	0	0	2160
Surf Coast (S)	1	1	0	1	58
Surf Coast (S)	1	1	1	0	399
Surf Coast (S)	1	1	1	1	49
Swan Hill (RC)					80
Swan Hill (RC)	0	0	0	1	213
Swan Hill (RC)	0	0	1	0	67
Swan Hill (RC)	0	0	1	1	28
Swan Hill (RC)	0	1	0	0	336
Swan Hill (RC)	0	1	0	1	22
Swan Hill (RC)	0	1	1	0	67
Swan Hill (RC)	0	1	1	1	9
Swan Hill (RC)	1	0	0	1	360
Swan Hill (RC)	1	0	1	0	164
Swan Hill (RC)	1	0	1	1	87
Swan Hill (RC)	1	1	0	0	1088
Swan Hill (RC)	1	1	0	1	52
Swan Hill (RC)	1	1	1	0	237
Swan Hill (RC)	1	1	1	1	41
Towong (S)					16
Towong (S)	0	0	0	1	49
Towong (S)	0	0	1	0	22
Towong (S)	0	0	1	1	7
Towong (S)	0	1	0	0	59
Towong (S)	0	1	0	1	5
Towong (S)	0	1	1	0	14
Towong (S)	0	1	1	1	3
Towong (S)	1	0	0	1	82
Towong (S)	1	0	1	0	69
Towong (S)	1	0	1	1	20
Towong (S)	1	1	0	0	287
Towong (S)	1	1	0	1	12
Towong (S)	1	1	1	0	72
Towong (S)	1	1	1	1	8
Wangaratta (RC)					97
Wangaratta (RC)	0	0	0	1	380
Wangaratta (RC)	0	0	1	0	101
Wangaratta (RC)	0	0	1	1	42
Wangaratta (RC)	0	1	0	0	484
Wangaratta (RC)	0	1	0	1	40
Wangaratta (RC)	0	1	1	0	79
Wangaratta (RC)	0	1	1	1	17
Wangaratta (RC)	1	0	0	1	508
Wangaratta (RC)	1	0	1	0	210
Wangaratta (RC)	1	0	1	1	131
Wangaratta (RC)	1	1	0	0	1595
Wangaratta (RC)	1	1	0	1	86
Wangaratta (RC)	1	1	1	0	308
Wangaratta (RC)	1	1	1	1	58
Warrnambool (C)					120
Warrnambool (C)	0	0	0	1	443
Warrnambool (C)	0	0	1	0	163
Warrnambool (C)	0	0	1	1	66
Warrnambool (C)	0	1	0	0	588
Warrnambool (C)	0	1	0	1	43
Warrnambool (C)	0	1	1	0	115
Warrnambool (C)	0	1	1	1	26
Warrnambool (C)	1	0	0	1	617
Warrnambool (C)	1	0	1	0	260
Warrnambool (C)	1	0	1	1	205
Warrnambool (C)	1	1	0	0	1845
Warrnambool (C)	1	1	0	1	88
Warrnambool (C)	1	1	1	0	340
Warrnambool (C)	1	1	1	1	65
Wellington (S)					134
Wellington (S)	0	0	0	1	497
Wellington (S)	0	0	1	0	181
Wellington (S)	0	0	1	1	53
Wellington (S)	0	1	0	0	642
Wellington (S)	0	1	0	1	45
Wellington (S)	0	1	1	0	132
Wellington (S)	0	1	1	1	24
Wellington (S)	1	0	0	1	783
Wellington (S)	1	0	1	0	356
Wellington (S)	1	0	1	1	181
Wellington (S)	1	1	0	0	2319
Wellington (S)	1	1	0	1	124
Wellington (S)	1	1	1	0	453
Wellington (S)	1	1	1	1	84
West Wimmera (S)					14
West Wimmera (S)	0	0	0	1	33
West Wimmera (S)	0	0	1	0	16
West Wimmera (S)	0	0	1	1	3
West Wimmera (S)	0	1	0	0	33
West Wimmera (S)	0	1	0	1	3
West Wimmera (S)	0	1	1	0	8
West Wimmera (S)	0	1	1	1	4
West Wimmera (S)	1	0	0	1	62
West Wimmera (S)	1	0	1	0	43
West Wimmera (S)	1	0	1	1	14
West Wimmera (S)	1	1	0	0	211
West Wimmera (S)	1	1	0	1	10
West Wimmera (S)	1	1	1	0	41
West Wimmera (S)	1	1	1	1	5
Whitehorse (C)					839
Whitehorse (C)	0	0	0	1	2501
Whitehorse (C)	0	0	1	0	1015
Whitehorse (C)	0	0	1	1	345
Whitehorse (C)	0	1	0	0	1519
Whitehorse (C)	0	1	0	1	83
Whitehorse (C)	0	1	1	0	399
Whitehorse (C)	0	1	1	1	46
Whitehorse (C)	1	0	0	1	3439
Whitehorse (C)	1	0	1	0	2532
Whitehorse (C)	1	0	1	1	1210
Whitehorse (C)	1	1	0	0	11360
Whitehorse (C)	1	1	0	1	211
Whitehorse (C)	1	1	1	0	2057
Whitehorse (C)	1	1	1	1	155
Whittlesea (C)					839
Whittlesea (C)	0	0	0	1	3389
Whittlesea (C)	0	0	1	0	778
Whittlesea (C)	0	0	1	1	490
Whittlesea (C)	0	1	0	0	3020
Whittlesea (C)	0	1	0	1	313
Whittlesea (C)	0	1	1	0	571
Whittlesea (C)	0	1	1	1	111
Whittlesea (C)	1	0	0	1	5562
Whittlesea (C)	1	0	1	0	1934
Whittlesea (C)	1	0	1	1	1694
Whittlesea (C)	1	1	0	0	15718
Whittlesea (C)	1	1	0	1	681
Whittlesea (C)	1	1	1	0	2473
Whittlesea (C)	1	1	1	1	453
Wodonga (C)					127
Wodonga (C)	0	0	0	1	514
Wodonga (C)	0	0	1	0	189
Wodonga (C)	0	0	1	1	57
Wodonga (C)	0	1	0	0	912
Wodonga (C)	0	1	0	1	77
Wodonga (C)	0	1	1	0	153
Wodonga (C)	0	1	1	1	23
Wodonga (C)	1	0	0	1	621
Wodonga (C)	1	0	1	0	313
Wodonga (C)	1	0	1	1	193
Wodonga (C)	1	1	0	0	2447
Wodonga (C)	1	1	0	1	100
Wodonga (C)	1	1	1	0	445
Wodonga (C)	1	1	1	1	71
Wyndham (C)					728
Wyndham (C)	0	0	0	1	2705
Wyndham (C)	0	0	1	0	847
Wyndham (C)	0	0	1	1	420
Wyndham (C)	0	1	0	0	3511
Wyndham (C)	0	1	0	1	294
Wyndham (C)	0	1	1	0	714
Wyndham (C)	0	1	1	1	185
Wyndham (C)	1	0	0	1	4107
Wyndham (C)	1	0	1	0	2085
Wyndham (C)	1	0	1	1	1422
Wyndham (C)	1	1	0	0	20886
Wyndham (C)	1	1	0	1	678
Wyndham (C)	1	1	1	0	2831
Wyndham (C)	1	1	1	1	492
Yarra (C)					659
Yarra (C)	0	0	0	1	976
Yarra (C)	0	0	1	0	414
Yarra (C)	0	0	1	1	103
Yarra (C)	0	1	0	0	906
Yarra (C)	0	1	0	1	36
Yarra (C)	0	1	1	0	158
Yarra (C)	0	1	1	1	19
Yarra (C)	1	0	0	1	752
Yarra (C)	1	0	1	0	570
Yarra (C)	1	0	1	1	220
Yarra (C)	1	1	0	0	3912
Yarra (C)	1	1	0	1	58
Yarra (C)	1	1	1	0	409
Yarra (C)	1	1	1	1	17
Yarra Ranges (S)					449
Yarra Ranges (S)	0	0	0	1	2420
Yarra Ranges (S)	0	0	1	0	721
Yarra Ranges (S)	0	0	1	1	357
Yarra Ranges (S)	0	1	0	0	2032
Yarra Ranges (S)	0	1	0	1	204
Yarra Ranges (S)	0	1	1	0	444
Yarra Ranges (S)	0	1	1	1	93
Yarra Ranges (S)	1	0	0	1	4212
Yarra Ranges (S)	1	0	1	0	1577
Yarra Ranges (S)	1	0	1	1	1322
Yarra Ranges (S)	1	1	0	0	9722
Yarra Ranges (S)	1	1	0	1	492
Yarra Ranges (S)	1	1	1	0	1860
Yarra Ranges (S)	1	1	1	1	316
Yarriambiack (S)					12
Yarriambiack (S)	0	0	0	1	90
Yarriambiack (S)	0	0	1	0	22
Yarriambiack (S)	0	0	1	1	9
Yarriambiack (S)	0	1	0	0	91
Yarriambiack (S)	0	1	0	1	9
Yarriambiack (S)	0	1	1	0	20
Yarriambiack (S)	0	1	1	1	3
Yarriambiack (S)	1	0	0	1	109
Yarriambiack (S)	1	0	1	0	67
Yarriambiack (S)	1	0	1	1	25
Yarriambiack (S)	1	1	0	0	292
Yarriambiack (S)	1	1	0	1	14
Yarriambiack (S)	1	1	1	0	64
Yarriambiack (S)	1	1	1	1	11
Unincorporated Vic	0	0	0	1	3
Unincorporated Vic	0	1	0	0	13
Unincorporated Vic	1	0	0	1	3
Unincorporated Vic	1	1	0	0	23
Aurukun (S)					22
Aurukun (S)	0	0	0	1	27
Aurukun (S)	0	0	1	0	3
Aurukun (S)	0	1	0	0	55
Aurukun (S)	0	1	0	1	17
Aurukun (S)	0	1	1	1	3
Aurukun (S)	1	0	0	1	16
Aurukun (S)	1	1	0	0	73
Aurukun (S)	1	1	0	1	13
Aurukun (S)	1	1	1	0	3
Aurukun (S)	1	1	1	1	4
Balonne (S)					13
Balonne (S)	0	0	0	1	56
Balonne (S)	0	0	1	0	5
Balonne (S)	0	1	0	0	74
Balonne (S)	0	1	0	1	9
Balonne (S)	0	1	1	0	4
Balonne (S)	0	1	1	1	4
Balonne (S)	1	0	0	1	71
Balonne (S)	1	0	1	0	27
Balonne (S)	1	0	1	1	10
Balonne (S)	1	1	0	0	281
Balonne (S)	1	1	0	1	19
Balonne (S)	1	1	1	0	37
Balonne (S)	1	1	1	1	13
Banana (S)					45
Banana (S)	0	0	0	1	143
Banana (S)	0	0	1	0	25
Banana (S)	0	0	1	1	9
Banana (S)	0	1	0	0	173
Banana (S)	0	1	0	1	10
Banana (S)	0	1	1	0	21
Banana (S)	0	1	1	1	5
Banana (S)	1	0	0	1	268
Banana (S)	1	0	1	0	91
Banana (S)	1	0	1	1	46
Banana (S)	1	1	0	0	1038
Banana (S)	1	1	0	1	48
Banana (S)	1	1	1	0	153
Banana (S)	1	1	1	1	30
Barcaldine (R)					6
Barcaldine (R)	0	0	0	1	32
Barcaldine (R)	0	0	1	0	3
Barcaldine (R)	0	1	0	0	41
Barcaldine (R)	0	1	0	1	3
Barcaldine (R)	0	1	1	0	6
Barcaldine (R)	1	0	0	1	55
Barcaldine (R)	1	0	1	0	14
Barcaldine (R)	1	0	1	1	7
Barcaldine (R)	1	1	0	0	187
Barcaldine (R)	1	1	0	1	6
Barcaldine (R)	1	1	1	0	23
Barcaldine (R)	1	1	1	1	3
Barcoo (S)	0	0	0	1	7
Barcoo (S)	0	1	0	0	4
Barcoo (S)	1	0	0	1	6
Barcoo (S)	1	1	0	0	18
Blackall-Tambo (R)					5
Blackall-Tambo (R)	0	0	0	1	24
Blackall-Tambo (R)	0	0	1	0	3
Blackall-Tambo (R)	0	0	1	1	3
Blackall-Tambo (R)	0	1	0	0	18
Blackall-Tambo (R)	0	1	0	1	3
Blackall-Tambo (R)	0	1	1	0	3
Blackall-Tambo (R)	1	0	0	1	35
Blackall-Tambo (R)	1	0	1	0	11
Blackall-Tambo (R)	1	0	1	1	8
Blackall-Tambo (R)	1	1	0	0	110
Blackall-Tambo (R)	1	1	0	1	8
Blackall-Tambo (R)	1	1	1	0	15
Boulia (S)					3
Boulia (S)	0	0	0	1	7
Boulia (S)	0	1	0	0	11
Boulia (S)	1	0	0	1	7
Boulia (S)	1	1	0	0	12
Brisbane (C)					6857
Brisbane (C)	0	0	0	1	14555
Brisbane (C)	0	0	1	0	5211
Brisbane (C)	0	0	1	1	1816
Brisbane (C)	0	1	0	0	14591
Brisbane (C)	0	1	0	1	1114
Brisbane (C)	0	1	1	0	2777
Brisbane (C)	0	1	1	1	455
Brisbane (C)	1	0	0	1	19020
Brisbane (C)	1	0	1	0	12979
Brisbane (C)	1	0	1	1	6306
Brisbane (C)	1	1	0	0	75678
Brisbane (C)	1	1	0	1	2396
Brisbane (C)	1	1	1	0	12595
Brisbane (C)	1	1	1	1	1636
Bulloo (S)	0	1	0	0	10
Bulloo (S)	1	0	0	1	7
Bulloo (S)	1	0	1	0	4
Bulloo (S)	1	1	0	0	17
Bundaberg (R)					339
Bundaberg (R)	0	0	0	1	1433
Bundaberg (R)	0	0	1	0	303
Bundaberg (R)	0	0	1	1	124
Bundaberg (R)	0	1	0	0	1948
Bundaberg (R)	0	1	0	1	210
Bundaberg (R)	0	1	1	0	296
Bundaberg (R)	0	1	1	1	60
Bundaberg (R)	1	0	0	1	1665
Bundaberg (R)	1	0	1	0	632
Bundaberg (R)	1	0	1	1	341
Bundaberg (R)	1	1	0	0	4446
Bundaberg (R)	1	1	0	1	351
Bundaberg (R)	1	1	1	0	873
Bundaberg (R)	1	1	1	1	183
Burdekin (S)					56
Burdekin (S)	0	0	0	1	227
Burdekin (S)	0	0	1	0	41
Burdekin (S)	0	0	1	1	19
Burdekin (S)	0	1	0	0	260
Burdekin (S)	0	1	0	1	16
Burdekin (S)	0	1	1	0	39
Burdekin (S)	0	1	1	1	13
Burdekin (S)	1	0	0	1	427
Burdekin (S)	1	0	1	0	114
Burdekin (S)	1	0	1	1	88
Burdekin (S)	1	1	0	0	920
Burdekin (S)	1	1	0	1	68
Burdekin (S)	1	1	1	0	187
Burdekin (S)	1	1	1	1	36
Burke (S)	0	1	0	0	3
Burke (S)	1	0	0	1	5
Burke (S)	1	1	0	0	11
Burke (S)	1	1	1	0	3
Cairns (R)					610
Cairns (R)	0	0	0	1	2158
Cairns (R)	0	0	1	0	739
Cairns (R)	0	0	1	1	235
Cairns (R)	0	1	0	0	3723
Cairns (R)	0	1	0	1	341
Cairns (R)	0	1	1	0	525
Cairns (R)	0	1	1	1	102
Cairns (R)	1	0	0	1	2336
Cairns (R)	1	0	1	0	1137
Cairns (R)	1	0	1	1	543
Cairns (R)	1	1	0	0	9484
Cairns (R)	1	1	0	1	539
Cairns (R)	1	1	1	0	1563
Cairns (R)	1	1	1	1	293
Carpentaria (S)					11
Carpentaria (S)	0	0	0	1	26
Carpentaria (S)	0	1	0	0	54
Carpentaria (S)	0	1	0	1	15
Carpentaria (S)	0	1	1	0	3
Carpentaria (S)	0	1	1	1	3
Carpentaria (S)	1	0	0	1	19
Carpentaria (S)	1	1	0	0	93
Carpentaria (S)	1	1	0	1	12
Carpentaria (S)	1	1	1	0	4
Carpentaria (S)	1	1	1	1	3
Cassowary Coast (R)					114
Cassowary Coast (R)	0	0	0	1	396
Cassowary Coast (R)	0	0	1	0	70
Cassowary Coast (R)	0	0	1	1	24
Cassowary Coast (R)	0	1	0	0	530
Cassowary Coast (R)	0	1	0	1	63
Cassowary Coast (R)	0	1	1	0	70
Cassowary Coast (R)	0	1	1	1	25
Cassowary Coast (R)	1	0	0	1	501
Cassowary Coast (R)	1	0	1	0	172
Cassowary Coast (R)	1	0	1	1	104
Cassowary Coast (R)	1	1	0	0	1474
Cassowary Coast (R)	1	1	0	1	97
Cassowary Coast (R)	1	1	1	0	244
Cassowary Coast (R)	1	1	1	1	58
Central Highlands (R) (Qld)					77
Central Highlands (R) (Qld)	0	0	0	1	191
Central Highlands (R) (Qld)	0	0	1	0	52
Central Highlands (R) (Qld)	0	0	1	1	17
Central Highlands (R) (Qld)	0	1	0	0	367
Central Highlands (R) (Qld)	0	1	0	1	32
Central Highlands (R) (Qld)	0	1	1	0	60
Central Highlands (R) (Qld)	0	1	1	1	10
Central Highlands (R) (Qld)	1	0	0	1	408
Central Highlands (R) (Qld)	1	0	1	0	142
Central Highlands (R) (Qld)	1	0	1	1	112
Central Highlands (R) (Qld)	1	1	0	0	2254
Central Highlands (R) (Qld)	1	1	0	1	86
Central Highlands (R) (Qld)	1	1	1	0	316
Central Highlands (R) (Qld)	1	1	1	1	58
Charters Towers (R)					43
Charters Towers (R)	0	0	0	1	156
Charters Towers (R)	0	0	1	0	38
Charters Towers (R)	0	0	1	1	12
