LGA_NAME16	Age	HoursHousekeeping	Sex	adults
Bellingen (A)	55-64	30+	F	179
Bellingen (A)	55-64	30+	M	78
Bellingen (A)	65-74		F	93
Bellingen (A)	65-74		M	90
Bellingen (A)	65-74	0	F	130
Bellingen (A)	65-74	0	M	184
Bellingen (A)	65-74	<5	F	52
Bellingen (A)	65-74	<5	M	129
Bellingen (A)	65-74	5-14	F	191
Bellingen (A)	65-74	5-14	M	228
Bellingen (A)	65-74	15-29	F	200
Bellingen (A)	65-74	15-29	M	141
Bellingen (A)	65-74	30+	F	189
Bellingen (A)	65-74	30+	M	94
Bellingen (A)	75-84		F	89
Bellingen (A)	75-84		M	63
Bellingen (A)	75-84	0	F	132
Bellingen (A)	75-84	0	M	126
Bellingen (A)	75-84	<5	F	35
Bellingen (A)	75-84	<5	M	46
Bellingen (A)	75-84	5-14	F	67
Bellingen (A)	75-84	5-14	M	87
Bellingen (A)	75-84	15-29	F	63
Bellingen (A)	75-84	15-29	M	72
Bellingen (A)	75-84	30+	F	92
Bellingen (A)	75-84	30+	M	52
Bellingen (A)	85+		F	41
Bellingen (A)	85+		M	28
Bellingen (A)	85+	0	F	112
Bellingen (A)	85+	0	M	64
Bellingen (A)	85+	<5	F	19
Bellingen (A)	85+	<5	M	17
Bellingen (A)	85+	5-14	F	28
Bellingen (A)	85+	5-14	M	10
Bellingen (A)	85+	15-29	F	16
Bellingen (A)	85+	15-29	M	13
Bellingen (A)	85+	30+	F	13
Bellingen (A)	85+	30+	M	7
Berrigan (A)	15-19		F	41
Berrigan (A)	15-19		M	56
Berrigan (A)	15-19	0	F	48
Berrigan (A)	15-19	0	M	71
Berrigan (A)	15-19	<5	F	86
Berrigan (A)	15-19	<5	M	84
Berrigan (A)	15-19	5-14	F	23
Berrigan (A)	15-19	5-14	M	10
Berrigan (A)	15-19	15-29	F	3
Berrigan (A)	15-19	30+	M	3
Berrigan (A)	20-24		F	24
Berrigan (A)	20-24		M	23
Berrigan (A)	20-24	0	F	20
Berrigan (A)	20-24	0	M	48
Berrigan (A)	20-24	<5	F	33
Berrigan (A)	20-24	<5	M	62
Berrigan (A)	20-24	5-14	F	42
Berrigan (A)	20-24	5-14	M	36
Berrigan (A)	20-24	15-29	F	8
Berrigan (A)	20-24	15-29	M	5
Berrigan (A)	20-24	30+	F	20
Berrigan (A)	20-24	30+	M	4
Berrigan (A)	25-34		F	45
Berrigan (A)	25-34		M	45
Berrigan (A)	25-34	0	F	24
Berrigan (A)	25-34	0	M	86
Berrigan (A)	25-34	<5	F	50
Berrigan (A)	25-34	<5	M	119
Berrigan (A)	25-34	5-14	F	109
Berrigan (A)	25-34	5-14	M	94
Berrigan (A)	25-34	15-29	F	61
Berrigan (A)	25-34	15-29	M	16
Berrigan (A)	25-34	30+	F	90
Berrigan (A)	25-34	30+	M	12
Berrigan (A)	35-44		F	44
Berrigan (A)	35-44		M	41
Berrigan (A)	35-44	0	F	38
Berrigan (A)	35-44	0	M	74
Berrigan (A)	35-44	<5	F	33
Berrigan (A)	35-44	<5	M	126
Berrigan (A)	35-44	5-14	F	118
Berrigan (A)	35-44	5-14	M	106
Berrigan (A)	35-44	15-29	F	96
Berrigan (A)	35-44	15-29	M	31
Berrigan (A)	35-44	30+	F	118
Berrigan (A)	35-44	30+	M	18
Berrigan (A)	45-54		F	61
Berrigan (A)	45-54		M	49
Berrigan (A)	45-54	0	F	43
Berrigan (A)	45-54	0	M	89
Berrigan (A)	45-54	<5	F	35
Berrigan (A)	45-54	<5	M	123
Berrigan (A)	45-54	5-14	F	168
Berrigan (A)	45-54	5-14	M	138
Berrigan (A)	45-54	15-29	F	114
Berrigan (A)	45-54	15-29	M	24
Berrigan (A)	45-54	30+	F	68
Berrigan (A)	45-54	30+	M	13
Berrigan (A)	55-64		F	69
Berrigan (A)	55-64		M	71
Berrigan (A)	55-64	0	F	106
Berrigan (A)	55-64	0	M	153
Berrigan (A)	55-64	<5	F	44
Berrigan (A)	55-64	<5	M	175
Berrigan (A)	55-64	5-14	F	169
Berrigan (A)	55-64	5-14	M	160
Berrigan (A)	55-64	15-29	F	155
Berrigan (A)	55-64	15-29	M	49
Berrigan (A)	55-64	30+	F	128
Berrigan (A)	55-64	30+	M	29
Berrigan (A)	65-74		F	91
Berrigan (A)	65-74		M	111
Berrigan (A)	65-74	0	F	155
Berrigan (A)	65-74	0	M	214
Berrigan (A)	65-74	<5	F	27
Berrigan (A)	65-74	<5	M	120
Berrigan (A)	65-74	5-14	F	126
Berrigan (A)	65-74	5-14	M	153
Berrigan (A)	65-74	15-29	F	120
Berrigan (A)	65-74	15-29	M	73
Berrigan (A)	65-74	30+	F	139
Berrigan (A)	65-74	30+	M	42
Berrigan (A)	75-84		F	70
Berrigan (A)	75-84		M	66
Berrigan (A)	75-84	0	F	102
Berrigan (A)	75-84	0	M	133
Berrigan (A)	75-84	<5	F	30
Berrigan (A)	75-84	<5	M	43
Berrigan (A)	75-84	5-14	F	50
Berrigan (A)	75-84	5-14	M	73
Berrigan (A)	75-84	15-29	F	57
Berrigan (A)	75-84	15-29	M	35
Berrigan (A)	75-84	30+	F	53
Berrigan (A)	75-84	30+	M	23
Berrigan (A)	85+		F	46
Berrigan (A)	85+		M	33
Berrigan (A)	85+	0	F	96
Berrigan (A)	85+	0	M	59
Berrigan (A)	85+	<5	F	12
Berrigan (A)	85+	<5	M	8
Berrigan (A)	85+	5-14	F	12
Berrigan (A)	85+	5-14	M	9
Berrigan (A)	85+	15-29	F	6
Berrigan (A)	85+	15-29	M	10
Berrigan (A)	85+	30+	F	8
Berrigan (A)	85+	30+	M	9
Blacktown (C)	15-19		F	853
Blacktown (C)	15-19		M	978
Blacktown (C)	15-19	0	F	4159
Blacktown (C)	15-19	0	M	5267
Blacktown (C)	15-19	<5	F	4297
Blacktown (C)	15-19	<5	M	4517
Blacktown (C)	15-19	5-14	F	1573
Blacktown (C)	15-19	5-14	M	1110
Blacktown (C)	15-19	15-29	F	238
Blacktown (C)	15-19	15-29	M	142
Blacktown (C)	15-19	30+	F	109
Blacktown (C)	15-19	30+	M	43
Blacktown (C)	20-24		F	654
Blacktown (C)	20-24		M	937
Blacktown (C)	20-24	0	F	3411
Blacktown (C)	20-24	0	M	5152
Blacktown (C)	20-24	<5	F	3486
Blacktown (C)	20-24	<5	M	3866
Blacktown (C)	20-24	5-14	F	2433
Blacktown (C)	20-24	5-14	M	1471
Blacktown (C)	20-24	15-29	F	598
Blacktown (C)	20-24	15-29	M	252
Blacktown (C)	20-24	30+	F	480
Blacktown (C)	20-24	30+	M	101
Blacktown (C)	25-34		F	1609
Blacktown (C)	25-34		M	1975
Blacktown (C)	25-34	0	F	5334
Blacktown (C)	25-34	0	M	8193
Blacktown (C)	25-34	<5	F	4605
Blacktown (C)	25-34	<5	M	7869
Blacktown (C)	25-34	5-14	F	6855
Blacktown (C)	25-34	5-14	M	5666
Blacktown (C)	25-34	15-29	F	3690
Blacktown (C)	25-34	15-29	M	1120
Blacktown (C)	25-34	30+	F	4871
Blacktown (C)	25-34	30+	M	463
Blacktown (C)	35-44		F	1431
Blacktown (C)	35-44		M	1823
Blacktown (C)	35-44	0	F	4081
Blacktown (C)	35-44	0	M	6424
Blacktown (C)	35-44	<5	F	2492
Blacktown (C)	35-44	<5	M	7131
Blacktown (C)	35-44	5-14	F	6933
Blacktown (C)	35-44	5-14	M	7790
Blacktown (C)	35-44	15-29	F	4904
Blacktown (C)	35-44	15-29	M	1792
Blacktown (C)	35-44	30+	F	5750
Blacktown (C)	35-44	30+	M	839
Blacktown (C)	45-54		F	1222
Blacktown (C)	45-54		M	1548
Blacktown (C)	45-54	0	F	3920
Blacktown (C)	45-54	0	M	5819
Blacktown (C)	45-54	<5	F	2183
Blacktown (C)	45-54	<5	M	5380
Blacktown (C)	45-54	5-14	F	6273
Blacktown (C)	45-54	5-14	M	5982
Blacktown (C)	45-54	15-29	F	3996
Blacktown (C)	45-54	15-29	M	1456
Blacktown (C)	45-54	30+	F	3628
Blacktown (C)	45-54	30+	M	677
Blacktown (C)	55-64		F	1139
Blacktown (C)	55-64		M	1162
Blacktown (C)	55-64	0	F	3859
Blacktown (C)	55-64	0	M	5126
Blacktown (C)	55-64	<5	F	1823
Blacktown (C)	55-64	<5	M	3871
Blacktown (C)	55-64	5-14	F	4576
Blacktown (C)	55-64	5-14	M	4332
Blacktown (C)	55-64	15-29	F	3076
Blacktown (C)	55-64	15-29	M	1250
Blacktown (C)	55-64	30+	F	2820
Blacktown (C)	55-64	30+	M	670
Blacktown (C)	65-74		F	1081
Blacktown (C)	65-74		M	935
Blacktown (C)	65-74	0	F	3243
Blacktown (C)	65-74	0	M	3705
Blacktown (C)	65-74	<5	F	912
Blacktown (C)	65-74	<5	M	1732
Blacktown (C)	65-74	5-14	F	2233
Blacktown (C)	65-74	5-14	M	2303
Blacktown (C)	65-74	15-29	F	1782
Blacktown (C)	65-74	15-29	M	1012
Blacktown (C)	65-74	30+	F	1907
Blacktown (C)	65-74	30+	M	695
Blacktown (C)	75-84		F	722
Blacktown (C)	75-84		M	520
Blacktown (C)	75-84	0	F	1964
Blacktown (C)	75-84	0	M	1738
Blacktown (C)	75-84	<5	F	540
Blacktown (C)	75-84	<5	M	596
Blacktown (C)	75-84	5-14	F	866
Blacktown (C)	75-84	5-14	M	766
Blacktown (C)	75-84	15-29	F	652
Blacktown (C)	75-84	15-29	M	397
Blacktown (C)	75-84	30+	F	602
Blacktown (C)	75-84	30+	M	312
Blacktown (C)	85+		F	292
Blacktown (C)	85+		M	193
Blacktown (C)	85+	0	F	1363
Blacktown (C)	85+	0	M	661
Blacktown (C)	85+	<5	F	213
Blacktown (C)	85+	<5	M	150
Blacktown (C)	85+	5-14	F	240
Blacktown (C)	85+	5-14	M	115
Blacktown (C)	85+	15-29	F	101
Blacktown (C)	85+	15-29	M	80
Blacktown (C)	85+	30+	F	87
Blacktown (C)	85+	30+	M	50
Bland (A)	15-19		F	33
Bland (A)	15-19		M	31
Bland (A)	15-19	0	F	42
Bland (A)	15-19	0	M	52
Bland (A)	15-19	<5	F	57
Bland (A)	15-19	<5	M	55
Bland (A)	15-19	5-14	F	21
Bland (A)	15-19	5-14	M	29
Bland (A)	15-19	15-29	F	9
Bland (A)	15-19	15-29	M	7
Bland (A)	15-19	30+	F	3
Bland (A)	20-24		F	17
Bland (A)	20-24		M	13
Bland (A)	20-24	0	F	16
Bland (A)	20-24	0	M	41
Bland (A)	20-24	<5	F	33
Bland (A)	20-24	<5	M	59
Bland (A)	20-24	5-14	F	41
Bland (A)	20-24	5-14	M	23
Bland (A)	20-24	15-29	F	10
Bland (A)	20-24	15-29	M	3
Bland (A)	20-24	30+	F	8
Bland (A)	20-24	30+	M	3
Bland (A)	25-34		F	27
Bland (A)	25-34		M	37
Bland (A)	25-34	0	F	18
Bland (A)	25-34	0	M	61
Bland (A)	25-34	<5	F	37
Bland (A)	25-34	<5	M	97
Bland (A)	25-34	5-14	F	65
Bland (A)	25-34	5-14	M	75
Bland (A)	25-34	15-29	F	49
Bland (A)	25-34	15-29	M	14
Bland (A)	25-34	30+	F	91
Bland (A)	25-34	30+	M	6
Bland (A)	35-44		F	35
Bland (A)	35-44		M	39
Bland (A)	35-44	0	F	25
Bland (A)	35-44	0	M	58
Bland (A)	35-44	<5	F	23
Bland (A)	35-44	<5	M	90
Bland (A)	35-44	5-14	F	102
Bland (A)	35-44	5-14	M	110
Bland (A)	35-44	15-29	F	76
Bland (A)	35-44	15-29	M	29
Bland (A)	35-44	30+	F	83
Bland (A)	35-44	30+	M	14
Bland (A)	45-54		F	53
Bland (A)	45-54		M	44
Bland (A)	45-54	0	F	43
Bland (A)	45-54	0	M	75
Bland (A)	45-54	<5	F	27
Bland (A)	45-54	<5	M	99
Bland (A)	45-54	5-14	F	105
Bland (A)	45-54	5-14	M	96
Bland (A)	45-54	15-29	F	61
Bland (A)	45-54	15-29	M	17
Bland (A)	45-54	30+	F	68
Bland (A)	45-54	30+	M	24
Bland (A)	55-64		F	52
Bland (A)	55-64		M	75
Bland (A)	55-64	0	F	44
Bland (A)	55-64	0	M	116
Bland (A)	55-64	<5	F	33
Bland (A)	55-64	<5	M	117
Bland (A)	55-64	5-14	F	95
Bland (A)	55-64	5-14	M	95
Bland (A)	55-64	15-29	F	94
Bland (A)	55-64	15-29	M	36
Bland (A)	55-64	30+	F	90
Bland (A)	55-64	30+	M	14
Bland (A)	65-74		F	48
Bland (A)	65-74		M	52
Bland (A)	65-74	0	F	49
Bland (A)	65-74	0	M	95
Bland (A)	65-74	<5	F	16
Bland (A)	65-74	<5	M	60
Bland (A)	65-74	5-14	F	50
Bland (A)	65-74	5-14	M	79
Bland (A)	65-74	15-29	F	64
Bland (A)	65-74	15-29	M	23
Bland (A)	65-74	30+	F	69
Bland (A)	65-74	30+	M	18
Bland (A)	75-84		F	64
Bland (A)	75-84		M	43
Bland (A)	75-84	0	F	66
Bland (A)	75-84	0	M	59
Bland (A)	75-84	<5	F	19
Bland (A)	75-84	<5	M	27
Bland (A)	75-84	5-14	F	37
Bland (A)	75-84	5-14	M	30
Bland (A)	75-84	15-29	F	23
Bland (A)	75-84	15-29	M	26
Bland (A)	75-84	30+	F	42
Bland (A)	75-84	30+	M	18
Bland (A)	85+		F	54
Bland (A)	85+		M	27
Bland (A)	85+	0	F	32
Bland (A)	85+	0	M	24
Bland (A)	85+	<5	F	12
Bland (A)	85+	<5	M	12
Bland (A)	85+	5-14	F	20
Bland (A)	85+	5-14	M	7
Bland (A)	85+	15-29	F	13
Bland (A)	85+	30+	F	10
Bland (A)	85+	30+	M	9
Blayney (A)	15-19		F	37
Blayney (A)	15-19		M	26
Blayney (A)	15-19	0	F	65
Blayney (A)	15-19	0	M	71
Blayney (A)	15-19	<5	F	92
Blayney (A)	15-19	<5	M	107
Blayney (A)	15-19	5-14	F	24
Blayney (A)	15-19	5-14	M	20
Blayney (A)	15-19	15-29	F	3
Blayney (A)	15-19	15-29	M	3
Blayney (A)	20-24		F	18
Blayney (A)	20-24		M	22
Blayney (A)	20-24	0	F	28
Blayney (A)	20-24	0	M	50
Blayney (A)	20-24	<5	F	41
Blayney (A)	20-24	<5	M	59
Blayney (A)	20-24	5-14	F	44
Blayney (A)	20-24	5-14	M	22
Blayney (A)	20-24	15-29	F	15
Blayney (A)	20-24	30+	F	13
Blayney (A)	20-24	30+	M	4
Blayney (A)	25-34		F	23
Blayney (A)	25-34		M	27
Blayney (A)	25-34	0	F	28
Blayney (A)	25-34	0	M	53
Blayney (A)	25-34	<5	F	59
Blayney (A)	25-34	<5	M	113
Blayney (A)	25-34	5-14	F	102
Blayney (A)	25-34	5-14	M	111
Blayney (A)	25-34	15-29	F	62
Blayney (A)	25-34	15-29	M	20
Blayney (A)	25-34	30+	F	103
Blayney (A)	25-34	30+	M	13
Blayney (A)	35-44		F	39
Blayney (A)	35-44		M	31
Blayney (A)	35-44	0	F	35
Blayney (A)	35-44	0	M	55
Blayney (A)	35-44	<5	F	39
Blayney (A)	35-44	<5	M	94
Blayney (A)	35-44	5-14	F	145
Blayney (A)	35-44	5-14	M	149
Blayney (A)	35-44	15-29	F	94
Blayney (A)	35-44	15-29	M	39
Blayney (A)	35-44	30+	F	118
Blayney (A)	35-44	30+	M	26
Blayney (A)	45-54		F	38
Blayney (A)	45-54		M	55
Blayney (A)	45-54	0	F	33
Blayney (A)	45-54	0	M	88
Blayney (A)	45-54	<5	F	59
Blayney (A)	45-54	<5	M	136
Blayney (A)	45-54	5-14	F	179
Blayney (A)	45-54	5-14	M	145
Blayney (A)	45-54	15-29	F	129
Blayney (A)	45-54	15-29	M	64
Blayney (A)	45-54	30+	F	70
Blayney (A)	45-54	30+	M	34
Blayney (A)	55-64		F	40
Blayney (A)	55-64		M	48
Blayney (A)	55-64	0	F	50
Blayney (A)	55-64	0	M	102
Blayney (A)	55-64	<5	F	52
Blayney (A)	55-64	<5	M	129
Blayney (A)	55-64	5-14	F	147
Blayney (A)	55-64	5-14	M	160
Blayney (A)	55-64	15-29	F	121
Blayney (A)	55-64	15-29	M	47
Blayney (A)	55-64	30+	F	76
Blayney (A)	55-64	30+	M	29
Blayney (A)	65-74		F	39
Blayney (A)	65-74		M	51
Blayney (A)	65-74	0	F	69
Blayney (A)	65-74	0	M	106
Blayney (A)	65-74	<5	F	23
Blayney (A)	65-74	<5	M	75
Blayney (A)	65-74	5-14	F	60
Blayney (A)	65-74	5-14	M	78
Blayney (A)	65-74	15-29	F	81
Blayney (A)	65-74	15-29	M	49
Blayney (A)	65-74	30+	F	91
Blayney (A)	65-74	30+	M	29
Blayney (A)	75-84		F	36
Blayney (A)	75-84		M	46
Blayney (A)	75-84	0	F	72
Blayney (A)	75-84	0	M	64
Blayney (A)	75-84	<5	F	21
Blayney (A)	75-84	<5	M	20
Blayney (A)	75-84	5-14	F	29
Blayney (A)	75-84	5-14	M	37
Blayney (A)	75-84	15-29	F	39
Blayney (A)	75-84	15-29	M	25
Blayney (A)	75-84	30+	F	23
Blayney (A)	75-84	30+	M	22
Blayney (A)	85+		F	13
Blayney (A)	85+		M	20
Blayney (A)	85+	0	F	52
Blayney (A)	85+	0	M	24
Blayney (A)	85+	<5	F	11
Blayney (A)	85+	<5	M	10
Blayney (A)	85+	5-14	F	9
Blayney (A)	85+	5-14	M	11
Blayney (A)	85+	15-29	F	8
Blayney (A)	85+	15-29	M	6
Blayney (A)	85+	30+	F	5
Blue Mountains (C)	15-19		F	140
Blue Mountains (C)	15-19		M	144
Blue Mountains (C)	15-19	0	F	663
Blue Mountains (C)	15-19	0	M	804
Blue Mountains (C)	15-19	<5	F	1218
Blue Mountains (C)	15-19	<5	M	1298
Blue Mountains (C)	15-19	5-14	F	253
Blue Mountains (C)	15-19	5-14	M	185
Blue Mountains (C)	15-19	15-29	F	33
Blue Mountains (C)	15-19	15-29	M	19
Blue Mountains (C)	15-19	30+	F	10
Blue Mountains (C)	15-19	30+	M	6
Blue Mountains (C)	20-24		F	90
Blue Mountains (C)	20-24		M	100
Blue Mountains (C)	20-24	0	F	376
Blue Mountains (C)	20-24	0	M	622
Blue Mountains (C)	20-24	<5	F	730
Blue Mountains (C)	20-24	<5	M	856
Blue Mountains (C)	20-24	5-14	F	416
Blue Mountains (C)	20-24	5-14	M	267
Blue Mountains (C)	20-24	15-29	F	86
Blue Mountains (C)	20-24	15-29	M	31
Blue Mountains (C)	20-24	30+	F	57
Blue Mountains (C)	20-24	30+	M	6
Blue Mountains (C)	25-34		F	174
Blue Mountains (C)	25-34		M	186
Blue Mountains (C)	25-34	0	F	287
Blue Mountains (C)	25-34	0	M	627
Blue Mountains (C)	25-34	<5	F	707
Blue Mountains (C)	25-34	<5	M	1237
Blue Mountains (C)	25-34	5-14	F	1131
Blue Mountains (C)	25-34	5-14	M	1046
Blue Mountains (C)	25-34	15-29	F	546
Blue Mountains (C)	25-34	15-29	M	203
Blue Mountains (C)	25-34	30+	F	742
Blue Mountains (C)	25-34	30+	M	90
Blue Mountains (C)	35-44		F	209
Blue Mountains (C)	35-44		M	267
Blue Mountains (C)	35-44	0	F	245
Blue Mountains (C)	35-44	0	M	529
Blue Mountains (C)	35-44	<5	F	558
Blue Mountains (C)	35-44	<5	M	1381
Blue Mountains (C)	35-44	5-14	F	1668
Blue Mountains (C)	35-44	5-14	M	1804
Blue Mountains (C)	35-44	15-29	F	1220
Blue Mountains (C)	35-44	15-29	M	457
Blue Mountains (C)	35-44	30+	F	1159
Blue Mountains (C)	35-44	30+	M	192
Blue Mountains (C)	45-54		F	277
Blue Mountains (C)	45-54		M	286
Blue Mountains (C)	45-54	0	F	279
Blue Mountains (C)	45-54	0	M	612
Blue Mountains (C)	45-54	<5	F	703
Blue Mountains (C)	45-54	<5	M	1456
Blue Mountains (C)	45-54	5-14	F	2284
Blue Mountains (C)	45-54	5-14	M	2072
Blue Mountains (C)	45-54	15-29	F	1368
Blue Mountains (C)	45-54	15-29	M	564
Blue Mountains (C)	45-54	30+	F	850
Blue Mountains (C)	45-54	30+	M	220
Blue Mountains (C)	55-64		F	330
Blue Mountains (C)	55-64		M	318
Blue Mountains (C)	55-64	0	F	518
Blue Mountains (C)	55-64	0	M	831
Blue Mountains (C)	55-64	<5	F	766
Blue Mountains (C)	55-64	<5	M	1333
Blue Mountains (C)	55-64	5-14	F	2340
Blue Mountains (C)	55-64	5-14	M	2136
Blue Mountains (C)	55-64	15-29	F	1386
Blue Mountains (C)	55-64	15-29	M	648
Blue Mountains (C)	55-64	30+	F	872
Blue Mountains (C)	55-64	30+	M	275
Blue Mountains (C)	65-74		F	380
Blue Mountains (C)	65-74		M	327
Blue Mountains (C)	65-74	0	F	742
Blue Mountains (C)	65-74	0	M	820
Blue Mountains (C)	65-74	<5	F	367
Blue Mountains (C)	65-74	<5	M	705
Blue Mountains (C)	65-74	5-14	F	1277
Blue Mountains (C)	65-74	5-14	M	1434
Blue Mountains (C)	65-74	15-29	F	1147
Blue Mountains (C)	65-74	15-29	M	678
Blue Mountains (C)	65-74	30+	F	974
Blue Mountains (C)	65-74	30+	M	422
Blue Mountains (C)	75-84		F	274
Blue Mountains (C)	75-84		M	186
Blue Mountains (C)	75-84	0	F	623
Blue Mountains (C)	75-84	0	M	527
Blue Mountains (C)	75-84	<5	F	181
Blue Mountains (C)	75-84	<5	M	225
Blue Mountains (C)	75-84	5-14	F	427
Blue Mountains (C)	75-84	5-14	M	436
Blue Mountains (C)	75-84	15-29	F	365
Blue Mountains (C)	75-84	15-29	M	274
Blue Mountains (C)	75-84	30+	F	400
Blue Mountains (C)	75-84	30+	M	209
Blue Mountains (C)	85+		F	138
Blue Mountains (C)	85+		M	68
Blue Mountains (C)	85+	0	F	538
Blue Mountains (C)	85+	0	M	259
Blue Mountains (C)	85+	<5	F	128
Blue Mountains (C)	85+	<5	M	70
Blue Mountains (C)	85+	5-14	F	134
Blue Mountains (C)	85+	5-14	M	82
Blue Mountains (C)	85+	15-29	F	70
Blue Mountains (C)	85+	15-29	M	45
Blue Mountains (C)	85+	30+	F	72
Blue Mountains (C)	85+	30+	M	32
Bogan (A)	15-19		F	11
Bogan (A)	15-19		M	23
Bogan (A)	15-19	0	F	31
Bogan (A)	15-19	0	M	30
Bogan (A)	15-19	<5	F	27
Bogan (A)	15-19	<5	M	26
Bogan (A)	15-19	5-14	F	13
Bogan (A)	15-19	5-14	M	4
Bogan (A)	20-24		F	10
Bogan (A)	20-24		M	9
Bogan (A)	20-24	0	F	12
Bogan (A)	20-24	0	M	31
Bogan (A)	20-24	<5	F	17
Bogan (A)	20-24	<5	M	25
Bogan (A)	20-24	5-14	F	18
Bogan (A)	20-24	5-14	M	14
Bogan (A)	20-24	15-29	F	4
Bogan (A)	20-24	15-29	M	3
Bogan (A)	20-24	30+	F	10
Bogan (A)	25-34		F	16
Bogan (A)	25-34		M	23
Bogan (A)	25-34	0	F	17
Bogan (A)	25-34	0	M	42
Bogan (A)	25-34	<5	F	15
Bogan (A)	25-34	<5	M	39
Bogan (A)	25-34	5-14	F	52
Bogan (A)	25-34	5-14	M	42
Bogan (A)	25-34	15-29	F	23
Bogan (A)	25-34	15-29	M	10
Bogan (A)	25-34	30+	F	33
Bogan (A)	25-34	30+	M	4
Bogan (A)	35-44		F	19
Bogan (A)	35-44		M	23
Bogan (A)	35-44	0	F	11
Bogan (A)	35-44	0	M	31
Bogan (A)	35-44	<5	F	12
Bogan (A)	35-44	<5	M	31
Bogan (A)	35-44	5-14	F	39
Bogan (A)	35-44	5-14	M	45
Bogan (A)	35-44	15-29	F	32
Bogan (A)	35-44	15-29	M	11
Bogan (A)	35-44	30+	F	35
Bogan (A)	35-44	30+	M	9
Bogan (A)	45-54		F	17
Bogan (A)	45-54		M	30
Bogan (A)	45-54	0	F	17
Bogan (A)	45-54	0	M	61
Bogan (A)	45-54	<5	F	14
Bogan (A)	45-54	<5	M	54
Bogan (A)	45-54	5-14	F	55
Bogan (A)	45-54	5-14	M	58
Bogan (A)	45-54	15-29	F	43
Bogan (A)	45-54	15-29	M	9
Bogan (A)	45-54	30+	F	25
Bogan (A)	55-64		F	26
Bogan (A)	55-64		M	15
Bogan (A)	55-64	0	F	14
Bogan (A)	55-64	0	M	33
Bogan (A)	55-64	<5	F	10
Bogan (A)	55-64	<5	M	37
Bogan (A)	55-64	5-14	F	44
Bogan (A)	55-64	5-14	M	39
Bogan (A)	55-64	15-29	F	23
Bogan (A)	55-64	15-29	M	12
Bogan (A)	55-64	30+	F	23
Bogan (A)	55-64	30+	M	5
Bogan (A)	65-74		F	19
Bogan (A)	65-74		M	19
Bogan (A)	65-74	0	F	41
Bogan (A)	65-74	0	M	39
Bogan (A)	65-74	<5	F	4
Bogan (A)	65-74	<5	M	24
Bogan (A)	65-74	5-14	F	29
Bogan (A)	65-74	5-14	M	25
Bogan (A)	65-74	15-29	F	26
Bogan (A)	65-74	15-29	M	12
Bogan (A)	65-74	30+	F	37
Bogan (A)	65-74	30+	M	13
Bogan (A)	75-84		F	22
Bogan (A)	75-84		M	22
Bogan (A)	75-84	0	F	26
Bogan (A)	75-84	0	M	32
Bogan (A)	75-84	<5	F	3
Bogan (A)	75-84	<5	M	14
Bogan (A)	75-84	5-14	F	11
Bogan (A)	75-84	5-14	M	10
Bogan (A)	75-84	15-29	F	17
Bogan (A)	75-84	15-29	M	6
Bogan (A)	75-84	30+	F	19
Bogan (A)	75-84	30+	M	3
Bogan (A)	85+		F	13
Bogan (A)	85+		M	8
Bogan (A)	85+	0	F	15
Bogan (A)	85+	0	M	9
Bogan (A)	85+	<5	F	4
Bogan (A)	85+	5-14	F	6
Bogan (A)	85+	5-14	M	5
Bogan (A)	85+	15-29	F	7
Botany Bay (C)	15-19		F	109
Botany Bay (C)	15-19		M	116
Botany Bay (C)	15-19	0	F	590
Botany Bay (C)	15-19	0	M	715
Botany Bay (C)	15-19	<5	F	464
Botany Bay (C)	15-19	<5	M	459
Botany Bay (C)	15-19	5-14	F	83
Botany Bay (C)	15-19	5-14	M	90
Botany Bay (C)	15-19	15-29	F	13
Botany Bay (C)	15-19	15-29	M	5
Botany Bay (C)	15-19	30+	F	4
Botany Bay (C)	20-24		F	144
Botany Bay (C)	20-24		M	166
Botany Bay (C)	20-24	0	F	655
Botany Bay (C)	20-24	0	M	897
Botany Bay (C)	20-24	<5	F	667
Botany Bay (C)	20-24	<5	M	592
Botany Bay (C)	20-24	5-14	F	338
Botany Bay (C)	20-24	5-14	M	224
Botany Bay (C)	20-24	15-29	F	53
Botany Bay (C)	20-24	15-29	M	28
Botany Bay (C)	20-24	30+	F	22
Botany Bay (C)	20-24	30+	M	15
Botany Bay (C)	25-34		F	356
Botany Bay (C)	25-34		M	401
Botany Bay (C)	25-34	0	F	1022
Botany Bay (C)	25-34	0	M	1444
Botany Bay (C)	25-34	<5	F	1072
Botany Bay (C)	25-34	<5	M	1518
Botany Bay (C)	25-34	5-14	F	1096
Botany Bay (C)	25-34	5-14	M	924
Botany Bay (C)	25-34	15-29	F	402
Botany Bay (C)	25-34	15-29	M	110
Botany Bay (C)	25-34	30+	F	372
Botany Bay (C)	25-34	30+	M	45
Botany Bay (C)	35-44		F	247
Botany Bay (C)	35-44		M	272
Botany Bay (C)	35-44	0	F	503
Botany Bay (C)	35-44	0	M	837
Botany Bay (C)	35-44	<5	F	483
Botany Bay (C)	35-44	<5	M	1143
Botany Bay (C)	35-44	5-14	F	1114
Botany Bay (C)	35-44	5-14	M	967
Botany Bay (C)	35-44	15-29	F	620
Botany Bay (C)	35-44	15-29	M	230
Botany Bay (C)	35-44	30+	F	632
Botany Bay (C)	35-44	30+	M	95
Botany Bay (C)	45-54		F	176
Botany Bay (C)	45-54		M	238
