LGA_NAME16	HomeCensusNight	Sex	persons
Joondalup (C)	0	F	2582
Joondalup (C)	0	M	4214
Joondalup (C)	1	F	75318
Joondalup (C)	1	M	72329
Kalamunda (S)	0	F	1180
Kalamunda (S)	0	M	1758
Kalamunda (S)	1	F	27809
Kalamunda (S)	1	M	26701
Kalgoorlie/Boulder (C)	0	F	742
Kalgoorlie/Boulder (C)	0	M	1039
Kalgoorlie/Boulder (C)	1	F	13642
Kalgoorlie/Boulder (C)	1	M	14632
Karratha (C)	0	F	425
Karratha (C)	0	M	764
Karratha (C)	1	F	9109
Karratha (C)	1	M	11179
Katanning (S)	0	F	127
Katanning (S)	0	M	154
Katanning (S)	1	F	1898
Katanning (S)	1	M	1969
Kellerberrin (S)	0	F	30
Kellerberrin (S)	0	M	37
Kellerberrin (S)	1	F	579
Kellerberrin (S)	1	M	575
Kent (S)	0	F	23
Kent (S)	0	M	29
Kent (S)	1	F	224
Kent (S)	1	M	287
Kojonup (S)	0	F	58
Kojonup (S)	0	M	57
Kojonup (S)	1	F	919
Kojonup (S)	1	M	945
Kondinin (S)	0	F	31
Kondinin (S)	0	M	54
Kondinin (S)	1	F	364
Kondinin (S)	1	M	417
Koorda (S)	0	F	8
Koorda (S)	0	M	22
Koorda (S)	1	F	188
Koorda (S)	1	M	194
Kulin (S)	0	F	35
Kulin (S)	0	M	41
Kulin (S)	1	F	329
Kulin (S)	1	M	358
Kwinana (C)	0	F	691
Kwinana (C)	0	M	1154
Kwinana (C)	1	F	18258
Kwinana (C)	1	M	18814
Lake Grace (S)	0	F	75
Lake Grace (S)	0	M	69
Lake Grace (S)	1	F	528
Lake Grace (S)	1	M	591
Laverton (S)	0	F	29
Laverton (S)	0	M	44
Laverton (S)	1	F	338
Laverton (S)	1	M	742
Leonora (S)	0	F	38
Leonora (S)	0	M	52
Leonora (S)	1	F	487
Leonora (S)	1	M	830
Mandurah (C)	0	F	2470
Mandurah (C)	0	M	3666
Mandurah (C)	1	F	39151
Mandurah (C)	1	M	35522
Manjimup (S)	0	F	326
Manjimup (S)	0	M	379
Manjimup (S)	1	F	4259
Manjimup (S)	1	M	4284
Meekatharra (S)	0	F	47
Meekatharra (S)	0	M	47
Meekatharra (S)	1	F	389
Meekatharra (S)	1	M	591
Melville (C)	0	F	1791
Melville (C)	0	M	2456
Melville (C)	1	F	48992
Melville (C)	1	M	44844
Menzies (S)	0	F	14
Menzies (S)	0	M	35
Menzies (S)	1	F	161
Menzies (S)	1	M	281
Merredin (S)	0	F	94
Merredin (S)	0	M	129
Merredin (S)	1	F	1494
Merredin (S)	1	M	1633
Mingenew (S)	0	F	12
Mingenew (S)	0	M	24
Mingenew (S)	1	F	186
Mingenew (S)	1	M	232
Moora (S)	0	F	60
Moora (S)	0	M	72
Moora (S)	1	F	1111
Moora (S)	1	M	1191
Morawa (S)	0	F	24
Morawa (S)	0	M	27
Morawa (S)	1	F	326
Morawa (S)	1	M	369
Mosman Park (T)	0	F	246
Mosman Park (T)	0	M	260
Mosman Park (T)	1	F	4454
Mosman Park (T)	1	M	3799
Mount Magnet (S)	0	F	21
Mount Magnet (S)	0	M	20
Mount Magnet (S)	1	F	203
Mount Magnet (S)	1	M	246
Mount Marshall (S)	0	F	17
Mount Marshall (S)	0	M	18
Mount Marshall (S)	1	F	222
Mount Marshall (S)	1	M	264
Mukinbudin (S)	0	F	21
Mukinbudin (S)	0	M	31
Mukinbudin (S)	1	F	238
Mukinbudin (S)	1	M	259
Mundaring (S)	0	F	776
Mundaring (S)	0	M	1211
Mundaring (S)	1	F	17480
Mundaring (S)	1	M	18693
Murchison (S)	0	F	11
Murchison (S)	0	M	6
Murchison (S)	1	F	64
Murchison (S)	1	M	80
Murray (S)	0	F	459
Murray (S)	0	M	773
Murray (S)	1	F	7870
Murray (S)	1	M	7594
Nannup (S)	0	F	66
Nannup (S)	0	M	60
Nannup (S)	1	F	577
Nannup (S)	1	M	625
Narembeen (S)	0	F	36
Narembeen (S)	0	M	39
Narembeen (S)	1	F	356
Narembeen (S)	1	M	370
Narrogin (S)	0	F	146
Narrogin (S)	0	M	208
Narrogin (S)	1	F	2490
Narrogin (S)	1	M	2309
Nedlands (C)	0	F	406
Nedlands (C)	0	M	511
Nedlands (C)	1	F	10287
Nedlands (C)	1	M	9920
Ngaanyatjarraku (S)	0	F	63
Ngaanyatjarraku (S)	0	M	56
Ngaanyatjarraku (S)	1	F	753
Ngaanyatjarraku (S)	1	M	730
Northam (S)	0	F	274
Northam (S)	0	M	382
Northam (S)	1	F	5114
Northam (S)	1	M	5345
Northampton (S)	0	F	149
Northampton (S)	0	M	191
Northampton (S)	1	F	1439
Northampton (S)	1	M	1539
Nungarin (S)	0	F	12
Nungarin (S)	0	M	13
Nungarin (S)	1	F	108
Nungarin (S)	1	M	118
Peppermint Grove (S)	0	F	37
Peppermint Grove (S)	0	M	43
Peppermint Grove (S)	1	F	911
Peppermint Grove (S)	1	M	657
Perenjori (S)	0	F	16
Perenjori (S)	0	M	20
Perenjori (S)	1	F	207
Perenjori (S)	1	M	372
Perth (C)	0	F	551
Perth (C)	0	M	807
Perth (C)	1	F	9781
Perth (C)	1	M	10664
Pingelly (S)	0	F	46
Pingelly (S)	0	M	56
Pingelly (S)	1	F	519
Pingelly (S)	1	M	523
Plantagenet (S)	0	F	164
Plantagenet (S)	0	M	194
Plantagenet (S)	1	F	2306
Plantagenet (S)	1	M	2424
Port Hedland (T)	0	F	387
Port Hedland (T)	0	M	522
Port Hedland (T)	1	F	6358
Port Hedland (T)	1	M	7208
Quairading (S)	0	F	51
Quairading (S)	0	M	48
Quairading (S)	1	F	467
Quairading (S)	1	M	457
Ravensthorpe (S)	0	F	93
Ravensthorpe (S)	0	M	108
Ravensthorpe (S)	1	F	697
Ravensthorpe (S)	1	M	834
Rockingham (C)	0	F	2643
Rockingham (C)	0	M	5107
Rockingham (C)	1	F	60442
Rockingham (C)	1	M	56924
Sandstone (S)	0	F	7
Sandstone (S)	0	M	5
Sandstone (S)	1	F	29
Sandstone (S)	1	M	48
Serpentine-Jarrahdale (S)	0	F	416
Serpentine-Jarrahdale (S)	0	M	796
Serpentine-Jarrahdale (S)	1	F	12809
Serpentine-Jarrahdale (S)	1	M	12813
Shark Bay (S)	0	F	21
Shark Bay (S)	0	M	48
Shark Bay (S)	1	F	416
Shark Bay (S)	1	M	464
South Perth (C)	0	F	957
South Perth (C)	0	M	1144
South Perth (C)	1	F	20485
South Perth (C)	1	M	19399
Stirling (C)	0	F	4109
Stirling (C)	0	M	5394
Stirling (C)	1	F	103430
Stirling (C)	1	M	97269
Subiaco (C)	0	F	465
Subiaco (C)	0	M	510
Subiaco (C)	1	F	9473
Subiaco (C)	1	M	8913
Swan (C)	0	F	2289
Swan (C)	0	M	3688
Swan (C)	1	F	65080
Swan (C)	1	M	62792
Tammin (S)	0	F	18
Tammin (S)	0	M	19
Tammin (S)	1	F	169
Tammin (S)	1	M	196
Three Springs (S)	0	F	23
Three Springs (S)	0	M	31
Three Springs (S)	1	F	266
Three Springs (S)	1	M	275
Toodyay (S)	0	F	123
Toodyay (S)	0	M	201
Toodyay (S)	1	F	2066
Toodyay (S)	1	M	2042
Trayning (S)	0	F	7
Trayning (S)	0	M	13
Trayning (S)	1	F	142
Trayning (S)	1	M	180
Upper Gascoyne (S)	0	F	6
Upper Gascoyne (S)	0	M	3
Upper Gascoyne (S)	1	F	116
Upper Gascoyne (S)	1	M	158
Victoria Park (T)	0	F	734
Victoria Park (T)	0	M	1014
Victoria Park (T)	1	F	16825
Victoria Park (T)	1	M	16416
Victoria Plains (S)	0	F	22
Victoria Plains (S)	0	M	32
Victoria Plains (S)	1	F	397
Victoria Plains (S)	1	M	464
Vincent (C)	0	F	806
Vincent (C)	0	M	999
Vincent (C)	1	F	16077
Vincent (C)	1	M	15813
Wagin (S)	0	F	74
Wagin (S)	0	M	77
Wagin (S)	1	F	869
Wagin (S)	1	M	835
Wandering (S)	0	F	12
Wandering (S)	0	M	12
Wandering (S)	1	F	208
Wandering (S)	1	M	216
Wanneroo (C)	0	F	3029
Wanneroo (C)	0	M	4923
Wanneroo (C)	1	F	92169
Wanneroo (C)	1	M	88097
Waroona (S)	0	F	122
Waroona (S)	0	M	187
Waroona (S)	1	F	1950
Waroona (S)	1	M	1883
West Arthur (S)	0	F	26
West Arthur (S)	0	M	20
West Arthur (S)	1	F	368
West Arthur (S)	1	M	397
Westonia (S)	0	F	6
Westonia (S)	0	M	22
Westonia (S)	1	F	118
Westonia (S)	1	M	158
Wickepin (S)	0	F	32
Wickepin (S)	0	M	30
Wickepin (S)	1	F	306
Wickepin (S)	1	M	350
Williams (S)	0	F	37
Williams (S)	0	M	47
Williams (S)	1	F	424
Williams (S)	1	M	468
Wiluna (S)	0	F	17
Wiluna (S)	0	M	24
Wiluna (S)	1	F	216
Wiluna (S)	1	M	488
Wongan-Ballidu (S)	0	F	37
Wongan-Ballidu (S)	0	M	49
Wongan-Ballidu (S)	1	F	587
Wongan-Ballidu (S)	1	M	663
Woodanilling (S)	0	F	19
Woodanilling (S)	0	M	17
Woodanilling (S)	1	F	172
Woodanilling (S)	1	M	200
Wyalkatchem (S)	0	F	16
Wyalkatchem (S)	0	M	13
Wyalkatchem (S)	1	F	223
Wyalkatchem (S)	1	M	260
Wyndham-East Kimberley (S)	0	F	312
Wyndham-East Kimberley (S)	0	M	327
Wyndham-East Kimberley (S)	1	F	3307
Wyndham-East Kimberley (S)	1	M	3205
Yalgoo (S)	0	F	7
Yalgoo (S)	0	M	28
Yalgoo (S)	1	F	111
Yalgoo (S)	1	M	192
Yilgarn (S)	0	F	26
Yilgarn (S)	0	M	78
Yilgarn (S)	1	F	442
Yilgarn (S)	1	M	654
York (S)	0	F	107
York (S)	0	M	178
York (S)	1	F	1687
York (S)	1	M	1632
No usual address (WA)	0	F	2415
No usual address (WA)	0	M	3532
Migratory - Offshore - Shipping (WA)	0	F	5
Migratory - Offshore - Shipping (WA)	0	M	8
Migratory - Offshore - Shipping (WA)	1	F	27
Migratory - Offshore - Shipping (WA)	1	M	397
Break O'Day (M)	0	F	301
Break O'Day (M)	0	M	297
Break O'Day (M)	1	F	2706
Break O'Day (M)	1	M	2807
Brighton (M)	0	F	392
Brighton (M)	0	M	418
Brighton (M)	1	F	8063
Brighton (M)	1	M	7642
Burnie (C)	0	F	502
Burnie (C)	0	M	598
Burnie (C)	1	F	9310
Burnie (C)	1	M	8492
Central Coast (M) (Tas.)	0	F	706
Central Coast (M) (Tas.)	0	M	787
Central Coast (M) (Tas.)	1	F	10274
Central Coast (M) (Tas.)	1	M	9593
Central Highlands (M) (Tas.)	0	F	68
Central Highlands (M) (Tas.)	0	M	102
Central Highlands (M) (Tas.)	1	F	930
Central Highlands (M) (Tas.)	1	M	1048
Circular Head (M)	0	F	243
Circular Head (M)	0	M	299
Circular Head (M)	1	F	3633
Circular Head (M)	1	M	3749
Clarence (C)	0	F	1573
Clarence (C)	0	M	1633
Clarence (C)	1	F	26658
Clarence (C)	1	M	24955
Derwent Valley (M)	0	F	235
Derwent Valley (M)	0	M	276
Derwent Valley (M)	1	F	4778
Derwent Valley (M)	1	M	4730
Devonport (C)	0	F	800
Devonport (C)	0	M	832
Devonport (C)	1	F	12233
Devonport (C)	1	M	10837
Dorset (M)	0	F	229
Dorset (M)	0	M	256
Dorset (M)	1	F	3068
Dorset (M)	1	M	3061
Flinders (M) (Tas.)	0	F	56
Flinders (M) (Tas.)	0	M	41
Flinders (M) (Tas.)	1	F	360
Flinders (M) (Tas.)	1	M	444
George Town (M)	0	F	206
George Town (M)	0	M	262
George Town (M)	1	F	3181
George Town (M)	1	M	3113
Glamorgan/Spring Bay (M)	0	F	272
Glamorgan/Spring Bay (M)	0	M	284
Glamorgan/Spring Bay (M)	1	F	1886
Glamorgan/Spring Bay (M)	1	M	1956
Glenorchy (C)	0	F	1177
Glenorchy (C)	0	M	1218
Glenorchy (C)	1	F	22687
Glenorchy (C)	1	M	21164
Hobart (C)	0	F	1614
Hobart (C)	0	M	1573
Hobart (C)	1	F	24249
Hobart (C)	1	M	23005
Huon Valley (M)	0	F	447
Huon Valley (M)	0	M	505
Huon Valley (M)	1	F	7667
Huon Valley (M)	1	M	7573
Kentish (M)	0	F	177
Kentish (M)	0	M	234
Kentish (M)	1	F	2820
Kentish (M)	1	M	2897
King Island (M)	0	F	85
King Island (M)	0	M	85
King Island (M)	1	F	685
King Island (M)	1	M	723
Kingborough (M)	0	F	1023
Kingborough (M)	0	M	1082
Kingborough (M)	1	F	17499
Kingborough (M)	1	M	16246
Latrobe (M) (Tas.)	0	F	413
Latrobe (M) (Tas.)	0	M	461
Latrobe (M) (Tas.)	1	F	5035
Latrobe (M) (Tas.)	1	M	4799
Launceston (C)	0	F	1855
Launceston (C)	0	M	1990
Launceston (C)	1	F	31848
Launceston (C)	1	M	29579
Meander Valley (M)	0	F	618
Meander Valley (M)	0	M	643
Meander Valley (M)	1	F	9236
Meander Valley (M)	1	M	8789
Northern Midlands (M)	0	F	346
Northern Midlands (M)	0	M	434
Northern Midlands (M)	1	F	6114
Northern Midlands (M)	1	M	5928
Sorell (M)	0	F	466
Sorell (M)	0	M	500
Sorell (M)	1	F	6822
Sorell (M)	1	M	6632
Southern Midlands (M)	0	F	153
Southern Midlands (M)	0	M	170
Southern Midlands (M)	1	F	2772
Southern Midlands (M)	1	M	2947
Tasman (M)	0	F	127
Tasman (M)	0	M	142
Tasman (M)	1	F	1024
Tasman (M)	1	M	1084
Waratah/Wynyard (M)	0	F	446
Waratah/Wynyard (M)	0	M	509
Waratah/Wynyard (M)	1	F	6414
Waratah/Wynyard (M)	1	M	6210
West Coast (M)	0	F	136
West Coast (M)	0	M	145
West Coast (M)	1	F	1856
West Coast (M)	1	M	2016
West Tamar (M)	0	F	686
West Tamar (M)	0	M	751
West Tamar (M)	1	F	10907
West Tamar (M)	1	M	10376
No usual address (Tas.)	0	F	393
No usual address (Tas.)	0	M	524
Migratory - Offshore - Shipping (Tas.)	0	M	3
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	46
Alice Springs (T)	0	F	862
Alice Springs (T)	0	M	925
Alice Springs (T)	1	F	11761
Alice Springs (T)	1	M	11198
Barkly (R)	0	F	238
Barkly (R)	0	M	286
Barkly (R)	1	F	2989
Barkly (R)	1	M	3141
Belyuen (S)	0	F	6
Belyuen (S)	0	M	5
Belyuen (S)	1	F	73
Belyuen (S)	1	M	89
Central Desert (R)	0	F	196
Central Desert (R)	0	M	155
Central Desert (R)	1	F	1695
Central Desert (R)	1	M	1629
Coomalie (S)	0	F	41
Coomalie (S)	0	M	52
Coomalie (S)	1	F	582
Coomalie (S)	1	M	641
Darwin (C)	0	F	1989
Darwin (C)	0	M	2461
Darwin (C)	1	F	36363
Darwin (C)	1	M	37986
East Arnhem (R)	0	F	253
East Arnhem (R)	0	M	198
East Arnhem (R)	1	F	4299
East Arnhem (R)	1	M	4286
Katherine (T)	0	F	290
Katherine (T)	0	M	387
Katherine (T)	1	F	4362
Katherine (T)	1	M	4673
Litchfield (M)	0	F	417
Litchfield (M)	0	M	738
Litchfield (M)	1	F	9269
Litchfield (M)	1	M	13430
MacDonnell (R)	0	F	242
MacDonnell (R)	0	M	215
MacDonnell (R)	1	F	2651
MacDonnell (R)	1	M	2921
Palmerston (C)	0	F	697
Palmerston (C)	0	M	964
Palmerston (C)	1	F	16049
Palmerston (C)	1	M	16081
Roper Gulf (R)	0	F	193
Roper Gulf (R)	0	M	189
Roper Gulf (R)	1	F	2993
Roper Gulf (R)	1	M	3129
Tiwi Islands (R)	0	F	39
Tiwi Islands (R)	0	M	54
Tiwi Islands (R)	1	F	1186
Tiwi Islands (R)	1	M	1175
Victoria Daly (R)	0	F	101
Victoria Daly (R)	0	M	79
Victoria Daly (R)	1	F	1271
Victoria Daly (R)	1	M	1368
Wagait (S)	0	F	21
Wagait (S)	0	M	31
Wagait (S)	1	F	207
Wagait (S)	1	M	205
West Arnhem (R)	0	F	177
West Arnhem (R)	0	M	183
West Arnhem (R)	1	F	2859
West Arnhem (R)	1	M	2972
West Daly (R)	0	F	94
West Daly (R)	0	M	61
West Daly (R)	1	F	1512
West Daly (R)	1	M	1496
Unincorporated NT	0	F	252
Unincorporated NT	0	M	262
Unincorporated NT	1	F	2880
Unincorporated NT	1	M	3514
No usual address (NT)	0	F	1157
No usual address (NT)	0	M	1332
Migratory - Offshore - Shipping (NT)	1	F	14
Migratory - Offshore - Shipping (NT)	1	M	61
Unincorporated ACT	0	F	9690
Unincorporated ACT	0	M	9991
Unincorporated ACT	1	F	191735
Unincorporated ACT	1	M	185433
No usual address (ACT)	0	F	228
No usual address (ACT)	0	M	312
Unincorp. Other Territories	0	F	134
Unincorp. Other Territories	0	M	143
Unincorp. Other Territories	1	F	1962
Unincorp. Other Territories	1	M	2289
No usual address (OT)	0	F	28
No usual address (OT)	0	M	21
Migratory - Offshore - Shipping (OT)	1	M	3
