LGA_NAME16	HomeCensusNight	Sex	persons
Cessnock (C)	1	F	26589
Cessnock (C)	1	M	26173
Clarence Valley (A)	0	F	1417
Clarence Valley (A)	0	M	1548
Clarence Valley (A)	1	F	24107
Clarence Valley (A)	1	M	23595
Cobar (A)	0	F	155
Cobar (A)	0	M	189
Cobar (A)	1	F	2104
Cobar (A)	1	M	2206
Coffs Harbour (C)	0	F	1964
Coffs Harbour (C)	0	M	2241
Coffs Harbour (C)	1	F	35666
Coffs Harbour (C)	1	M	33076
Coolamon (A)	0	F	125
Coolamon (A)	0	M	134
Coolamon (A)	1	F	2034
Coolamon (A)	1	M	2024
Coonamble (A)	0	F	120
Coonamble (A)	0	M	134
Coonamble (A)	1	F	1848
Coonamble (A)	1	M	1821
Cowra (A)	0	F	330
Cowra (A)	0	M	372
Cowra (A)	1	F	5977
Cowra (A)	1	M	5776
Cumberland (A)	0	F	2680
Cumberland (A)	0	M	3167
Cumberland (A)	1	F	102317
Cumberland (A)	1	M	107914
Dungog (A)	0	F	202
Dungog (A)	0	M	270
Dungog (A)	1	F	4281
Dungog (A)	1	M	4228
Edward River (A)	0	F	312
Edward River (A)	0	M	295
Edward River (A)	1	F	4182
Edward River (A)	1	M	4061
Eurobodalla (A)	0	F	1321
Eurobodalla (A)	0	M	1483
Eurobodalla (A)	1	F	17637
Eurobodalla (A)	1	M	16791
Fairfield (C)	0	F	2684
Fairfield (C)	0	M	2950
Fairfield (C)	1	F	98175
Fairfield (C)	1	M	95008
Federation (A)	0	F	434
Federation (A)	0	M	463
Federation (A)	1	F	5744
Federation (A)	1	M	5639
Forbes (A)	0	F	284
Forbes (A)	0	M	298
Forbes (A)	1	F	4492
Forbes (A)	1	M	4514
Georges River (A)	0	F	1954
Georges River (A)	0	M	2050
Georges River (A)	1	F	73130
Georges River (A)	1	M	69701
Gilgandra (A)	0	F	142
Gilgandra (A)	0	M	166
Gilgandra (A)	1	F	2001
Gilgandra (A)	1	M	1924
Glen Innes Severn (A)	0	F	302
Glen Innes Severn (A)	0	M	310
Glen Innes Severn (A)	1	F	4152
Glen Innes Severn (A)	1	M	4071
Goulburn Mulwaree (A)	0	F	747
Goulburn Mulwaree (A)	0	M	848
Goulburn Mulwaree (A)	1	F	13877
Goulburn Mulwaree (A)	1	M	14136
Greater Hume Shire (A)	0	F	290
Greater Hume Shire (A)	0	M	342
Greater Hume Shire (A)	1	F	4879
Greater Hume Shire (A)	1	M	4845
Griffith (C)	0	F	660
Griffith (C)	0	M	691
Griffith (C)	1	F	12180
Griffith (C)	1	M	12103
Gundagai (A)	0	F	359
Gundagai (A)	0	M	398
Gundagai (A)	1	F	5265
Gundagai (A)	1	M	5116
Gunnedah (A)	0	F	298
Gunnedah (A)	0	M	354
Gunnedah (A)	1	F	5811
Gunnedah (A)	1	M	5745
Gwydir (A)	0	F	189
Gwydir (A)	0	M	188
Gwydir (A)	1	F	2403
Gwydir (A)	1	M	2471
Hawkesbury (C)	0	F	1148
Hawkesbury (C)	0	M	1278
Hawkesbury (C)	1	F	31491
Hawkesbury (C)	1	M	30673
Hay (A)	0	F	115
Hay (A)	0	M	151
Hay (A)	1	F	1347
Hay (A)	1	M	1334
Hilltops (A)	0	F	551
Hilltops (A)	0	M	605
Hilltops (A)	1	F	8852
Hilltops (A)	1	M	8486
Hornsby (A)	0	F	2093
Hornsby (A)	0	M	2405
Hornsby (A)	1	F	70934
Hornsby (A)	1	M	67234
Hunters Hill (A)	0	F	273
Hunters Hill (A)	0	M	304
Hunters Hill (A)	1	F	6743
Hunters Hill (A)	1	M	6683
Inner West (A)	0	F	3744
Inner West (A)	0	M	3624
Inner West (A)	1	F	89554
Inner West (A)	1	M	85115
Inverell (A)	0	F	508
Inverell (A)	0	M	549
Inverell (A)	1	F	7913
Inverell (A)	1	M	7514
Junee (A)	0	F	136
Junee (A)	0	M	202
Junee (A)	1	F	2584
Junee (A)	1	M	3371
Kempsey (A)	0	F	737
Kempsey (A)	0	M	829
Kempsey (A)	1	F	13701
Kempsey (A)	1	M	13625
Kiama (A)	0	F	634
Kiama (A)	0	M	742
Kiama (A)	1	F	10303
Kiama (A)	1	M	9788
Ku-ring-gai (A)	0	F	2001
Ku-ring-gai (A)	0	M	2085
Ku-ring-gai (A)	1	F	59397
Ku-ring-gai (A)	1	M	54580
Kyogle (A)	0	F	207
Kyogle (A)	0	M	259
Kyogle (A)	1	F	4196
Kyogle (A)	1	M	4274
Lachlan (A)	0	F	171
Lachlan (A)	0	M	199
Lachlan (A)	1	F	2930
Lachlan (A)	1	M	2897
Lake Macquarie (C)	0	F	4713
Lake Macquarie (C)	0	M	5523
Lake Macquarie (C)	1	F	96363
Lake Macquarie (C)	1	M	90773
Lane Cove (A)	0	F	604
Lane Cove (A)	0	M	675
Lane Cove (A)	1	F	17707
Lane Cove (A)	1	M	17057
Leeton (A)	0	F	237
Leeton (A)	0	M	316
Leeton (A)	1	F	5393
Leeton (A)	1	M	5217
Lismore (C)	0	F	1096
Lismore (C)	0	M	1126
Lismore (C)	1	F	21067
Lismore (C)	1	M	19847
Lithgow (C)	0	F	558
Lithgow (C)	0	M	648
Lithgow (C)	1	F	9842
Lithgow (C)	1	M	10048
Liverpool (C)	0	F	2488
Liverpool (C)	0	M	2860
Liverpool (C)	1	F	100494
Liverpool (C)	1	M	98493
Liverpool Plains (A)	0	F	242
Liverpool Plains (A)	0	M	245
Liverpool Plains (A)	1	F	3572
Liverpool Plains (A)	1	M	3624
Lockhart (A)	0	F	71
Lockhart (A)	0	M	91
Lockhart (A)	1	F	1510
Lockhart (A)	1	M	1449
Maitland (C)	0	F	1645
Maitland (C)	0	M	1943
Maitland (C)	1	F	37923
Maitland (C)	1	M	35787
Mid-Coast (A)	0	F	2696
Mid-Coast (A)	0	M	2999
Mid-Coast (A)	1	F	43521
Mid-Coast (A)	1	M	41091
Mid-Western Regional (A)	0	F	647
Mid-Western Regional (A)	0	M	751
Mid-Western Regional (A)	1	F	11326
Mid-Western Regional (A)	1	M	11350
Moree Plains (A)	0	F	460
Moree Plains (A)	0	M	516
Moree Plains (A)	1	F	6062
Moree Plains (A)	1	M	6124
Mosman (A)	0	F	694
Mosman (A)	0	M	705
Mosman (A)	1	F	14593
Mosman (A)	1	M	12485
Murray River (A)	0	F	436
Murray River (A)	0	M	475
Murray River (A)	1	F	5447
Murray River (A)	1	M	5321
Murrumbidgee (A)	0	F	126
Murrumbidgee (A)	0	M	158
Murrumbidgee (A)	1	F	1687
Murrumbidgee (A)	1	M	1864
Muswellbrook (A)	0	F	376
Muswellbrook (A)	0	M	387
Muswellbrook (A)	1	F	7467
Muswellbrook (A)	1	M	7859
Nambucca (A)	0	F	554
Nambucca (A)	0	M	571
Nambucca (A)	1	F	9244
Nambucca (A)	1	M	8847
Narrabri (A)	0	F	373
Narrabri (A)	0	M	398
Narrabri (A)	1	F	6183
Narrabri (A)	1	M	6128
Narrandera (A)	0	F	182
Narrandera (A)	0	M	221
Narrandera (A)	1	F	2767
Narrandera (A)	1	M	2684
Narromine (A)	0	F	190
Narromine (A)	0	M	222
Narromine (A)	1	F	3039
Narromine (A)	1	M	2991
Newcastle (C)	0	F	3674
Newcastle (C)	0	M	4548
Newcastle (C)	1	F	75089
Newcastle (C)	1	M	72097
North Sydney (A)	0	F	1628
North Sydney (A)	0	M	1594
North Sydney (A)	1	F	34121
North Sydney (A)	1	M	30318
Northern Beaches (A)	0	F	5073
Northern Beaches (A)	0	M	5542
Northern Beaches (A)	1	F	124296
Northern Beaches (A)	1	M	117964
Oberon (A)	0	F	136
Oberon (A)	0	M	162
Oberon (A)	1	F	2406
Oberon (A)	1	M	2593
Orange (C)	0	F	1048
Orange (C)	0	M	1213
Orange (C)	1	F	19685
Orange (C)	1	M	18402
Parkes (A)	0	F	449
Parkes (A)	0	M	502
Parkes (A)	1	F	6969
Parkes (A)	1	M	6686
Parramatta (C)	0	F	2955
Parramatta (C)	0	M	3229
Parramatta (C)	1	F	110040
Parramatta (C)	1	M	109922
Penrith (C)	0	F	3022
Penrith (C)	0	M	3425
Penrith (C)	1	F	96221
Penrith (C)	1	M	93401
Port Macquarie-Hastings (A)	0	F	2236
Port Macquarie-Hastings (A)	0	M	2345
Port Macquarie-Hastings (A)	1	F	38615
Port Macquarie-Hastings (A)	1	M	35350
Port Stephens (A)	0	F	1931
Port Stephens (A)	0	M	2339
Port Stephens (A)	1	F	33243
Port Stephens (A)	1	M	32039
Queanbeyan-Palerang Regional (A)	0	F	1322
Queanbeyan-Palerang Regional (A)	0	M	1551
Queanbeyan-Palerang Regional (A)	1	F	26573
Queanbeyan-Palerang Regional (A)	1	M	26582
Randwick (C)	0	F	2531
Randwick (C)	0	M	2646
Randwick (C)	1	F	68946
Randwick (C)	1	M	66535
Richmond Valley (A)	0	F	533
Richmond Valley (A)	0	M	613
Richmond Valley (A)	1	F	10961
Richmond Valley (A)	1	M	10701
Rockdale (C)	0	F	1589
Rockdale (C)	0	M	1607
Rockdale (C)	1	F	53737
Rockdale (C)	1	M	52468
Ryde (C)	0	F	1720
Ryde (C)	0	M	1827
Ryde (C)	1	F	58073
Ryde (C)	1	M	54681
Shellharbour (C)	0	F	1346
Shellharbour (C)	0	M	1597
Shellharbour (C)	1	F	33669
Shellharbour (C)	1	M	31849
Shoalhaven (C)	0	F	3156
Shoalhaven (C)	0	M	3652
Shoalhaven (C)	1	F	47203
Shoalhaven (C)	1	M	45640
Singleton (A)	0	F	560
Singleton (A)	0	M	622
Singleton (A)	1	F	10725
Singleton (A)	1	M	11084
Snowy Monaro Regional (A)	0	F	639
Snowy Monaro Regional (A)	0	M	762
Snowy Monaro Regional (A)	1	F	9115
Snowy Monaro Regional (A)	1	M	9691
Snowy Valleys (A)	0	F	458
Snowy Valleys (A)	0	M	514
Snowy Valleys (A)	1	F	6666
Snowy Valleys (A)	1	M	6760
Strathfield (A)	0	F	547
Strathfield (A)	0	M	707
Strathfield (A)	1	F	19331
Strathfield (A)	1	M	19725
Sutherland Shire (A)	0	F	3858
Sutherland Shire (A)	0	M	4298
Sutherland Shire (A)	1	F	107896
Sutherland Shire (A)	1	M	102416
Sydney (C)	0	F	4351
Sydney (C)	0	M	4964
Sydney (C)	1	F	96181
Sydney (C)	1	M	102881
Tamworth Regional (A)	0	F	1650
Tamworth Regional (A)	0	M	1890
Tamworth Regional (A)	1	F	28932
Tamworth Regional (A)	1	M	27189
Temora (A)	0	F	170
Temora (A)	0	M	182
Temora (A)	1	F	2897
Temora (A)	1	M	2855
Tenterfield (A)	0	F	235
Tenterfield (A)	0	M	218
Tenterfield (A)	1	F	3142
Tenterfield (A)	1	M	3030
The Hills Shire (A)	0	F	2123
The Hills Shire (A)	0	M	2337
The Hills Shire (A)	1	F	77672
The Hills Shire (A)	1	M	75118
Tweed (A)	0	F	2198
Tweed (A)	0	M	2484
Tweed (A)	1	F	45063
Tweed (A)	1	M	41627
Upper Hunter Shire (A)	0	F	330
Upper Hunter Shire (A)	0	M	407
Upper Hunter Shire (A)	1	F	6814
Upper Hunter Shire (A)	1	M	6563
Upper Lachlan Shire (A)	0	F	218
Upper Lachlan Shire (A)	0	M	237
Upper Lachlan Shire (A)	1	F	3567
Upper Lachlan Shire (A)	1	M	3677
Uralla (A)	0	F	206
Uralla (A)	0	M	182
Uralla (A)	1	F	2917
Uralla (A)	1	M	2745
Wagga Wagga (C)	0	F	1731
Wagga Wagga (C)	0	M	1994
Wagga Wagga (C)	1	F	30146
Wagga Wagga (C)	1	M	28508
Walcha (A)	0	F	80
Walcha (A)	0	M	91
Walcha (A)	1	F	1456
Walcha (A)	1	M	1461
Walgett (A)	0	F	225
Walgett (A)	0	M	298
Walgett (A)	1	F	2646
Walgett (A)	1	M	2942
Warren (A)	0	F	105
Warren (A)	0	M	102
Warren (A)	1	F	1261
Warren (A)	1	M	1258
Warrumbungle Shire (A)	0	F	336
Warrumbungle Shire (A)	0	M	366
Warrumbungle Shire (A)	1	F	4363
Warrumbungle Shire (A)	1	M	4321
Waverley (A)	0	F	1446
Waverley (A)	0	M	1405
Waverley (A)	1	F	32882
Waverley (A)	1	M	31078
Weddin (A)	0	F	122
Weddin (A)	0	M	137
Weddin (A)	1	F	1708
Weddin (A)	1	M	1696
Wentworth (A)	0	F	209
Wentworth (A)	0	M	269
Wentworth (A)	1	F	3085
Wentworth (A)	1	M	3239
Western Plains Regional (A)	0	F	1432
Western Plains Regional (A)	0	M	1646
Western Plains Regional (A)	1	F	24073
Western Plains Regional (A)	1	M	22922
Willoughby (C)	0	F	1230
Willoughby (C)	0	M	1315
Willoughby (C)	1	F	37392
Willoughby (C)	1	M	34364
Wingecarribee (A)	0	F	1254
Wingecarribee (A)	0	M	1375
Wingecarribee (A)	1	F	23730
Wingecarribee (A)	1	M	21516
Wollondilly (A)	0	F	832
Wollondilly (A)	0	M	983
Wollondilly (A)	1	F	23483
Wollondilly (A)	1	M	23219
Wollongong (C)	0	F	4361
Wollongong (C)	0	M	4888
Wollongong (C)	1	F	98721
Wollongong (C)	1	M	95656
Woollahra (A)	0	F	1266
Woollahra (A)	0	M	1332
Woollahra (A)	1	F	27739
Woollahra (A)	1	M	23895
Yass Valley (A)	0	F	414
Yass Valley (A)	0	M	444
Yass Valley (A)	1	F	7793
Yass Valley (A)	1	M	7487
Unincorporated NSW	0	F	96
Unincorporated NSW	0	M	63
Unincorporated NSW	1	F	399
Unincorporated NSW	1	M	502
No usual address (NSW)	0	F	4939
No usual address (NSW)	0	M	7351
Migratory - Offshore - Shipping (NSW)	0	F	3
Migratory - Offshore - Shipping (NSW)	0	M	3
Migratory - Offshore - Shipping (NSW)	1	F	234
Migratory - Offshore - Shipping (NSW)	1	M	173
Alpine (S)	0	F	512
Alpine (S)	0	M	558
Alpine (S)	1	F	5754
Alpine (S)	1	M	5512
Ararat (RC)	0	F	344
Ararat (RC)	0	M	392
Ararat (RC)	1	F	5106
Ararat (RC)	1	M	5759
Ballarat (C)	0	F	2958
Ballarat (C)	0	M	2959
Ballarat (C)	1	F	49862
Ballarat (C)	1	M	45904
Banyule (C)	0	F	2466
Banyule (C)	0	M	2522
Banyule (C)	1	F	60180
Banyule (C)	1	M	56706
Bass Coast (S)	0	F	1316
Bass Coast (S)	0	M	1401
Bass Coast (S)	1	F	15597
Bass Coast (S)	1	M	14491
Baw Baw (S)	0	F	1407
Baw Baw (S)	0	M	1443
Baw Baw (S)	1	F	23528
Baw Baw (S)	1	M	22103
Bayside (C)	0	F	2210
Bayside (C)	0	M	2428
Bayside (C)	1	F	48654
Bayside (C)	1	M	43795
Benalla (RC)	0	F	467
Benalla (RC)	0	M	489
Benalla (RC)	1	F	6680
Benalla (RC)	1	M	6227
Boroondara (C)	0	F	3572
Boroondara (C)	0	M	3606
Boroondara (C)	1	F	83508
Boroondara (C)	1	M	76545
Brimbank (C)	0	F	2974
Brimbank (C)	0	M	3147
Brimbank (C)	1	F	94107
Brimbank (C)	1	M	94094
Buloke (S)	0	F	193
Buloke (S)	0	M	201
Buloke (S)	1	F	2873
Buloke (S)	1	M	2939
Campaspe (S)	0	F	1152
Campaspe (S)	0	M	1237
Campaspe (S)	1	F	17616
Campaspe (S)	1	M	17057
Cardinia (S)	0	F	1759
Cardinia (S)	0	M	1937
Cardinia (S)	1	F	46019
Cardinia (S)	1	M	44418
Casey (C)	0	F	4249
Casey (C)	0	M	4601
Casey (C)	1	F	146030
Casey (C)	1	M	144423
Central Goldfields (S)	0	F	324
Central Goldfields (S)	0	M	398
Central Goldfields (S)	1	F	6261
Central Goldfields (S)	1	M	6015
Colac-Otway (S)	0	F	777
Colac-Otway (S)	0	M	770
Colac-Otway (S)	1	F	9707
Colac-Otway (S)	1	M	9719
Corangamite (S)	0	F	527
Corangamite (S)	0	M	572
Corangamite (S)	1	F	7446
Corangamite (S)	1	M	7515
Darebin (C)	0	F	2846
Darebin (C)	0	M	2747
Darebin (C)	1	F	72975
Darebin (C)	1	M	68158
East Gippsland (S)	0	F	1775
East Gippsland (S)	0	M	1966
East Gippsland (S)	1	F	21155
East Gippsland (S)	1	M	20142
Frankston (C)	0	F	2700
Frankston (C)	0	M	2943
Frankston (C)	1	F	66022
Frankston (C)	1	M	62477
Gannawarra (S)	0	F	311
Gannawarra (S)	0	M	354
Gannawarra (S)	1	F	4983
Gannawarra (S)	1	M	4898
Glen Eira (C)	0	F	2598
Glen Eira (C)	0	M	2660
Glen Eira (C)	1	F	70142
Glen Eira (C)	1	M	65483
Glenelg (S)	0	F	681
Glenelg (S)	0	M	750
Glenelg (S)	1	F	9124
Glenelg (S)	1	M	8998
Golden Plains (S)	0	F	449
Golden Plains (S)	0	M	546
Golden Plains (S)	1	F	10228
Golden Plains (S)	1	M	10471
Greater Bendigo (C)	0	F	2848
Greater Bendigo (C)	0	M	3150
Greater Bendigo (C)	1	F	54043
Greater Bendigo (C)	1	M	50442
Greater Dandenong (C)	0	F	2124
Greater Dandenong (C)	0	M	2277
Greater Dandenong (C)	1	F	72375
Greater Dandenong (C)	1	M	75270
Greater Geelong (C)	0	F	6101
Greater Geelong (C)	0	M	6393
Greater Geelong (C)	1	F	114116
Greater Geelong (C)	1	M	106821
Greater Shepparton (C)	0	F	1807
Greater Shepparton (C)	0	M	1859
Greater Shepparton (C)	1	F	30318
Greater Shepparton (C)	1	M	29851
Hepburn (S)	0	F	523
Hepburn (S)	0	M	531
Hepburn (S)	1	F	7420
Hepburn (S)	1	M	6857
Hindmarsh (S)	0	F	174
Hindmarsh (S)	0	M	190
Hindmarsh (S)	1	F	2702
Hindmarsh (S)	1	M	2658
Hobsons Bay (C)	0	F	1543
Hobsons Bay (C)	0	M	1720
Hobsons Bay (C)	1	F	43610
Hobsons Bay (C)	1	M	41908
Horsham (RC)	0	F	650
Horsham (RC)	0	M	704
Horsham (RC)	1	F	9419
Horsham (RC)	1	M	8866
Hume (C)	0	F	2782
Hume (C)	0	M	3028
Hume (C)	1	F	96326
Hume (C)	1	M	95246
Indigo (S)	0	F	555
Indigo (S)	0	M	563
Indigo (S)	1	F	7540
Indigo (S)	1	M	7300
Kingston (C) (Vic.)	0	F	2933
Kingston (C) (Vic.)	0	M	3078
Kingston (C) (Vic.)	1	F	74823
Kingston (C) (Vic.)	1	M	70559
Knox (C)	0	F	2797
Knox (C)	0	M	2779
Knox (C)	1	F	75999
Knox (C)	1	M	72536
Latrobe (C) (Vic.)	0	F	2111
Latrobe (C) (Vic.)	0	M	2253
Latrobe (C) (Vic.)	1	F	35353
Latrobe (C) (Vic.)	1	M	33536
Loddon (S)	0	F	258
Loddon (S)	0	M	237
Loddon (S)	1	F	3410
Loddon (S)	1	M	3607
Macedon Ranges (S)	0	F	1141
Macedon Ranges (S)	0	M	1250
Macedon Ranges (S)	1	F	22278
Macedon Ranges (S)	1	M	21437
Manningham (C)	0	F	2177
Manningham (C)	0	M	2093
Manningham (C)	1	F	57777
Manningham (C)	1	M	54211
Mansfield (S)	0	F	399
Mansfield (S)	0	M	488
Mansfield (S)	1	F	3914
Mansfield (S)	1	M	3784
Maribyrnong (C)	0	F	1520
Maribyrnong (C)	0	M	1511
Maribyrnong (C)	1	F	39368
Maribyrnong (C)	1	M	39895
Maroondah (C)	0	F	2136
Maroondah (C)	0	M	2242
Maroondah (C)	1	F	54842
Maroondah (C)	1	M	51153
Melbourne (C)	0	F	2758
Melbourne (C)	0	M	2643
Melbourne (C)	1	F	67065
Melbourne (C)	1	M	63501
Melton (C)	0	F	1803
Melton (C)	0	M	1960
Melton (C)	1	F	66754
Melton (C)	1	M	64923
Mildura (RC)	0	F	1454
Mildura (RC)	0	M	1685
Mildura (RC)	1	F	25939
Mildura (RC)	1	M	24791
Mitchell (S)	0	F	888
Mitchell (S)	0	M	958
Mitchell (S)	1	F	19458
Mitchell (S)	1	M	19613
Moira (S)	0	F	1090
Moira (S)	0	M	1101
Moira (S)	1	F	13515
Moira (S)	1	M	13406
Monash (C)	0	F	3026
Monash (C)	0	M	3104
Monash (C)	1	F	89863
Monash (C)	1	M	86625
Moonee Valley (C)	0	F	2225
Moonee Valley (C)	0	M	2300
Moonee Valley (C)	1	F	58055
Moonee Valley (C)	1	M	54094
Moorabool (S)	0	F	656
Moorabool (S)	0	M	739
Moorabool (S)	1	F	15412
Moorabool (S)	1	M	15012
Moreland (C)	0	F	2974
Moreland (C)	0	M	3018
Moreland (C)	1	F	80076
Moreland (C)	1	M	76494
Mornington Peninsula (S)	0	F	5101
Mornington Peninsula (S)	0	M	5298
Mornington Peninsula (S)	1	F	75022
Mornington Peninsula (S)	1	M	69571
Mount Alexander (S)	0	F	602
Mount Alexander (S)	0	M	563
Mount Alexander (S)	1	F	8770
Mount Alexander (S)	1	M	8832
Moyne (S)	0	F	508
Moyne (S)	0	M	521
Moyne (S)	1	F	7733
Moyne (S)	1	M	7735
Murrindindi (S)	0	F	531
Murrindindi (S)	0	M	568
Murrindindi (S)	1	F	6241
Murrindindi (S)	1	M	6392
Nillumbik (S)	0	F	1257
Nillumbik (S)	0	M	1386
Nillumbik (S)	1	F	29755
Nillumbik (S)	1	M	28876
Northern Grampians (S)	0	F	362
Northern Grampians (S)	0	M	327
Northern Grampians (S)	1	F	5422
Northern Grampians (S)	1	M	5323
Port Phillip (C)	0	F	2589
Port Phillip (C)	0	M	2599
Port Phillip (C)	1	F	48974
Port Phillip (C)	1	M	46711
Pyrenees (S)	0	F	186
Pyrenees (S)	0	M	250
Pyrenees (S)	1	F	3223
Pyrenees (S)	1	M	3585
Queenscliffe (B)	0	F	181
Queenscliffe (B)	0	M	186
Queenscliffe (B)	1	F	1344
Queenscliffe (B)	1	M	1142
South Gippsland (S)	0	F	989
South Gippsland (S)	0	M	1084
South Gippsland (S)	1	F	13654
South Gippsland (S)	1	M	12973
Southern Grampians (S)	0	F	575
Southern Grampians (S)	0	M	578
Southern Grampians (S)	1	F	7608
Southern Grampians (S)	1	M	7182
Stonnington (C)	0	F	2732
Stonnington (C)	0	M	2663
Stonnington (C)	1	F	51730
Stonnington (C)	1	M	46704
Strathbogie (S)	0	F	353
Strathbogie (S)	0	M	394
Strathbogie (S)	1	F	4847
Strathbogie (S)	1	M	4679
Surf Coast (S)	0	F	1078
Surf Coast (S)	0	M	1221
Surf Coast (S)	1	F	13740
Surf Coast (S)	1	M	13361
Swan Hill (RC)	0	F	589
Swan Hill (RC)	0	M	673
Swan Hill (RC)	1	F	9634
Swan Hill (RC)	1	M	9696
Towong (S)	0	F	218
Towong (S)	0	M	282
Towong (S)	1	F	2686
Towong (S)	1	M	2796
Wangaratta (RC)	0	F	879
Wangaratta (RC)	0	M	883
Wangaratta (RC)	1	F	13784
Wangaratta (RC)	1	M	12760
Warrnambool (C)	0	F	1026
Warrnambool (C)	0	M	1105
Warrnambool (C)	1	F	16473
Warrnambool (C)	1	M	15047
Wellington (S)	0	F	1335
Wellington (S)	0	M	1602
Wellington (S)	1	F	19950
Wellington (S)	1	M	20089
West Wimmera (S)	0	F	162
West Wimmera (S)	0	M	167
West Wimmera (S)	1	F	1781
West Wimmera (S)	1	M	1797
Whitehorse (C)	0	F	2995
Whitehorse (C)	0	M	2968
Whitehorse (C)	1	F	81033
Whitehorse (C)	1	M	75082
Whittlesea (C)	0	F	2758
Whittlesea (C)	0	M	2811
Whittlesea (C)	1	F	97195
Whittlesea (C)	1	M	94724
Wodonga (C)	0	F	1141
Wodonga (C)	0	M	1338
Wodonga (C)	1	F	18907
Wodonga (C)	1	M	17960
Wyndham (C)	0	F	2944
Wyndham (C)	0	M	3232
Wyndham (C)	1	F	105374
Wyndham (C)	1	M	105576
Yarra (C)	0	F	2250
Yarra (C)	0	M	2278
Yarra (C)	1	F	42368
Yarra (C)	1	M	39755
Yarra Ranges (S)	0	F	3454
Yarra Ranges (S)	0	M	3727
Yarra Ranges (S)	1	F	72267
Yarra Ranges (S)	1	M	70091
Yarriambiack (S)	0	F	238
Yarriambiack (S)	0	M	227
Yarriambiack (S)	1	F	3070
Yarriambiack (S)	1	M	3143
Unincorporated Vic	0	F	17
Unincorporated Vic	0	M	24
Unincorporated Vic	1	F	390
Unincorporated Vic	1	M	449
No usual address (Vic.)	0	F	3238
