LGA_NAME16	Age	Sex	persons
Southern Downs (R)	25-34	F	1617
Southern Downs (R)	25-34	M	1563
Southern Downs (R)	35-44	F	1962
Southern Downs (R)	35-44	M	1697
Southern Downs (R)	45-54	F	2374
Southern Downs (R)	45-54	M	2192
Southern Downs (R)	55-64	F	2688
Southern Downs (R)	55-64	M	2494
Southern Downs (R)	65-74	F	2339
Southern Downs (R)	65-74	M	2397
Southern Downs (R)	75-84	F	1292
Southern Downs (R)	75-84	M	1149
Southern Downs (R)	85+	F	574
Southern Downs (R)	85+	M	336
Sunshine Coast (R)	0-4	F	7675
Sunshine Coast (R)	0-4	M	7980
Sunshine Coast (R)	5-14	F	18338
Sunshine Coast (R)	5-14	M	19387
Sunshine Coast (R)	15-19	F	8786
Sunshine Coast (R)	15-19	M	8919
Sunshine Coast (R)	20-24	F	7683
Sunshine Coast (R)	20-24	M	7636
Sunshine Coast (R)	25-34	F	16190
Sunshine Coast (R)	25-34	M	15006
Sunshine Coast (R)	35-44	F	19329
Sunshine Coast (R)	35-44	M	17752
Sunshine Coast (R)	45-54	F	21851
Sunshine Coast (R)	45-54	M	19269
Sunshine Coast (R)	55-64	F	20471
Sunshine Coast (R)	55-64	M	18202
Sunshine Coast (R)	65-74	F	17643
Sunshine Coast (R)	65-74	M	16222
Sunshine Coast (R)	75-84	F	9692
Sunshine Coast (R)	75-84	M	8634
Sunshine Coast (R)	85+	F	4749
Sunshine Coast (R)	85+	M	2964
Tablelands (R)	0-4	F	643
Tablelands (R)	0-4	M	687
Tablelands (R)	5-14	F	1534
Tablelands (R)	5-14	M	1647
Tablelands (R)	15-19	F	682
Tablelands (R)	15-19	M	735
Tablelands (R)	20-24	F	501
Tablelands (R)	20-24	M	525
Tablelands (R)	25-34	F	1100
Tablelands (R)	25-34	M	974
Tablelands (R)	35-44	F	1345
Tablelands (R)	35-44	M	1165
Tablelands (R)	45-54	F	1807
Tablelands (R)	45-54	M	1613
Tablelands (R)	55-64	F	2033
Tablelands (R)	55-64	M	1947
Tablelands (R)	65-74	F	1715
Tablelands (R)	65-74	M	1791
Tablelands (R)	75-84	F	876
Tablelands (R)	75-84	M	872
Tablelands (R)	85+	F	366
Tablelands (R)	85+	M	259
Toowoomba (R)	0-4	F	5054
Toowoomba (R)	0-4	M	5259
Toowoomba (R)	5-14	F	11121
Toowoomba (R)	5-14	M	11154
Toowoomba (R)	15-19	F	5225
Toowoomba (R)	15-19	M	5445
Toowoomba (R)	20-24	F	4947
Toowoomba (R)	20-24	M	5232
Toowoomba (R)	25-34	F	10046
Toowoomba (R)	25-34	M	9752
Toowoomba (R)	35-44	F	9848
Toowoomba (R)	35-44	M	9185
Toowoomba (R)	45-54	F	10611
Toowoomba (R)	45-54	M	9859
Toowoomba (R)	55-64	F	10111
Toowoomba (R)	55-64	M	9373
Toowoomba (R)	65-74	F	8313
Toowoomba (R)	65-74	M	7493
Toowoomba (R)	75-84	F	4876
Toowoomba (R)	75-84	M	4069
Toowoomba (R)	85+	F	2456
Toowoomba (R)	85+	M	1351
Torres (S)	0-4	F	163
Torres (S)	0-4	M	152
Torres (S)	5-14	F	317
Torres (S)	5-14	M	357
Torres (S)	15-19	F	135
Torres (S)	15-19	M	158
Torres (S)	20-24	F	142
Torres (S)	20-24	M	147
Torres (S)	25-34	F	322
Torres (S)	25-34	M	295
Torres (S)	35-44	F	281
Torres (S)	35-44	M	208
Torres (S)	45-54	F	200
Torres (S)	45-54	M	198
Torres (S)	55-64	F	174
Torres (S)	55-64	M	178
Torres (S)	65-74	F	63
Torres (S)	65-74	M	71
Torres (S)	75-84	F	23
Torres (S)	75-84	M	24
Torres (S)	85+	F	12
Torres (S)	85+	M	8
Torres Strait Island (R)	0-4	F	262
Torres Strait Island (R)	0-4	M	279
Torres Strait Island (R)	5-14	F	509
Torres Strait Island (R)	5-14	M	510
Torres Strait Island (R)	15-19	F	153
Torres Strait Island (R)	15-19	M	198
Torres Strait Island (R)	20-24	F	226
Torres Strait Island (R)	20-24	M	187
Torres Strait Island (R)	25-34	F	340
Torres Strait Island (R)	25-34	M	360
Torres Strait Island (R)	35-44	F	245
Torres Strait Island (R)	35-44	M	246
Torres Strait Island (R)	45-54	F	191
Torres Strait Island (R)	45-54	M	230
Torres Strait Island (R)	55-64	F	184
Torres Strait Island (R)	55-64	M	177
Torres Strait Island (R)	65-74	F	83
Torres Strait Island (R)	65-74	M	78
Torres Strait Island (R)	75-84	F	26
Torres Strait Island (R)	75-84	M	24
Torres Strait Island (R)	85+	F	7
Torres Strait Island (R)	85+	M	5
Townsville (C)	0-4	F	6038
Townsville (C)	0-4	M	6596
Townsville (C)	5-14	F	12333
Townsville (C)	5-14	M	12745
Townsville (C)	15-19	F	6414
Townsville (C)	15-19	M	6847
Townsville (C)	20-24	F	7538
Townsville (C)	20-24	M	8199
Townsville (C)	25-34	F	13920
Townsville (C)	25-34	M	13808
Townsville (C)	35-44	F	12698
Townsville (C)	35-44	M	12141
Townsville (C)	45-54	F	12460
Townsville (C)	45-54	M	12021
Townsville (C)	55-64	F	10302
Townsville (C)	55-64	M	10207
Townsville (C)	65-74	F	6814
Townsville (C)	65-74	M	6950
Townsville (C)	75-84	F	3474
Townsville (C)	75-84	M	2940
Townsville (C)	85+	F	1417
Townsville (C)	85+	M	890
Weipa (T)	0-4	F	163
Weipa (T)	0-4	M	208
Weipa (T)	5-14	F	323
Weipa (T)	5-14	M	340
Weipa (T)	15-19	F	118
Weipa (T)	15-19	M	104
Weipa (T)	20-24	F	93
Weipa (T)	20-24	M	127
Weipa (T)	25-34	F	355
Weipa (T)	25-34	M	355
Weipa (T)	35-44	F	318
Weipa (T)	35-44	M	380
Weipa (T)	45-54	F	274
Weipa (T)	45-54	M	332
Weipa (T)	55-64	F	111
Weipa (T)	55-64	M	201
Weipa (T)	65-74	F	38
Weipa (T)	65-74	M	50
Weipa (T)	75-84	F	5
Weipa (T)	75-84	M	7
Western Downs (R)	0-4	F	1159
Western Downs (R)	0-4	M	1237
Western Downs (R)	5-14	F	2392
Western Downs (R)	5-14	M	2599
Western Downs (R)	15-19	F	1005
Western Downs (R)	15-19	M	1101
Western Downs (R)	20-24	F	938
Western Downs (R)	20-24	M	962
Western Downs (R)	25-34	F	2018
Western Downs (R)	25-34	M	2125
Western Downs (R)	35-44	F	2123
Western Downs (R)	35-44	M	2120
Western Downs (R)	45-54	F	2198
Western Downs (R)	45-54	M	2314
Western Downs (R)	55-64	F	1896
Western Downs (R)	55-64	M	2029
Western Downs (R)	65-74	F	1438
Western Downs (R)	65-74	M	1621
Western Downs (R)	75-84	F	808
Western Downs (R)	75-84	M	770
Western Downs (R)	85+	F	352
Western Downs (R)	85+	M	242
Whitsunday (R)	0-4	F	954
Whitsunday (R)	0-4	M	1062
Whitsunday (R)	5-14	F	1957
Whitsunday (R)	5-14	M	2148
Whitsunday (R)	15-19	F	778
Whitsunday (R)	15-19	M	889
Whitsunday (R)	20-24	F	1076
Whitsunday (R)	20-24	M	1064
Whitsunday (R)	25-34	F	2544
Whitsunday (R)	25-34	M	2663
Whitsunday (R)	35-44	F	2221
Whitsunday (R)	35-44	M	2286
Whitsunday (R)	45-54	F	2231
Whitsunday (R)	45-54	M	2382
Whitsunday (R)	55-64	F	2203
Whitsunday (R)	55-64	M	2395
Whitsunday (R)	65-74	F	1418
Whitsunday (R)	65-74	M	1762
Whitsunday (R)	75-84	F	636
Whitsunday (R)	75-84	M	665
Whitsunday (R)	85+	F	263
Whitsunday (R)	85+	M	176
Winton (S)	0-4	F	33
Winton (S)	0-4	M	37
Winton (S)	5-14	F	56
Winton (S)	5-14	M	59
Winton (S)	15-19	F	27
Winton (S)	15-19	M	24
Winton (S)	20-24	F	38
Winton (S)	20-24	M	20
Winton (S)	25-34	F	65
Winton (S)	25-34	M	67
Winton (S)	35-44	F	57
Winton (S)	35-44	M	56
Winton (S)	45-54	F	88
Winton (S)	45-54	M	75
Winton (S)	55-64	F	75
Winton (S)	55-64	M	98
Winton (S)	65-74	F	67
Winton (S)	65-74	M	84
Winton (S)	75-84	F	27
Winton (S)	75-84	M	46
Winton (S)	85+	F	15
Winton (S)	85+	M	20
Woorabinda (S)	0-4	F	57
Woorabinda (S)	0-4	M	51
Woorabinda (S)	5-14	F	105
Woorabinda (S)	5-14	M	108
Woorabinda (S)	15-19	F	46
Woorabinda (S)	15-19	M	45
Woorabinda (S)	20-24	F	55
Woorabinda (S)	20-24	M	51
Woorabinda (S)	25-34	F	61
Woorabinda (S)	25-34	M	59
Woorabinda (S)	35-44	F	52
Woorabinda (S)	35-44	M	55
Woorabinda (S)	45-54	F	64
Woorabinda (S)	45-54	M	48
Woorabinda (S)	55-64	F	35
Woorabinda (S)	55-64	M	36
Woorabinda (S)	65-74	F	21
Woorabinda (S)	65-74	M	9
Woorabinda (S)	75-84	M	4
Wujal Wujal (S)	0-4	F	15
Wujal Wujal (S)	0-4	M	19
Wujal Wujal (S)	5-14	F	19
Wujal Wujal (S)	5-14	M	14
Wujal Wujal (S)	15-19	F	6
Wujal Wujal (S)	15-19	M	10
Wujal Wujal (S)	20-24	F	13
Wujal Wujal (S)	20-24	M	14
Wujal Wujal (S)	25-34	F	29
Wujal Wujal (S)	25-34	M	23
Wujal Wujal (S)	35-44	F	24
Wujal Wujal (S)	35-44	M	17
Wujal Wujal (S)	45-54	F	18
Wujal Wujal (S)	45-54	M	16
Wujal Wujal (S)	55-64	F	15
Wujal Wujal (S)	55-64	M	13
Wujal Wujal (S)	65-74	F	5
Wujal Wujal (S)	65-74	M	4
Yarrabah (S)	0-4	F	138
Yarrabah (S)	0-4	M	133
Yarrabah (S)	5-14	F	290
Yarrabah (S)	5-14	M	308
Yarrabah (S)	15-19	F	130
Yarrabah (S)	15-19	M	128
Yarrabah (S)	20-24	F	113
Yarrabah (S)	20-24	M	119
Yarrabah (S)	25-34	F	174
Yarrabah (S)	25-34	M	192
Yarrabah (S)	35-44	F	126
Yarrabah (S)	35-44	M	139
Yarrabah (S)	45-54	F	163
Yarrabah (S)	45-54	M	133
Yarrabah (S)	55-64	F	84
Yarrabah (S)	55-64	M	89
Yarrabah (S)	65-74	F	43
Yarrabah (S)	65-74	M	25
Yarrabah (S)	75-84	F	14
Yarrabah (S)	75-84	M	7
Yarrabah (S)	85+	F	4
No usual address (Qld)	0-4	F	160
No usual address (Qld)	0-4	M	182
No usual address (Qld)	5-14	F	233
No usual address (Qld)	5-14	M	249
No usual address (Qld)	15-19	F	203
No usual address (Qld)	15-19	M	212
No usual address (Qld)	20-24	F	576
No usual address (Qld)	20-24	M	559
No usual address (Qld)	25-34	F	1005
No usual address (Qld)	25-34	M	1288
No usual address (Qld)	35-44	F	514
No usual address (Qld)	35-44	M	964
No usual address (Qld)	45-54	F	688
No usual address (Qld)	45-54	M	975
No usual address (Qld)	55-64	F	1224
No usual address (Qld)	55-64	M	1147
No usual address (Qld)	65-74	F	798
No usual address (Qld)	65-74	M	1120
No usual address (Qld)	75-84	F	153
No usual address (Qld)	75-84	M	225
No usual address (Qld)	85+	F	18
No usual address (Qld)	85+	M	19
Migratory - Offshore - Shipping (Qld)	0-4	F	3
Migratory - Offshore - Shipping (Qld)	15-19	F	5
Migratory - Offshore - Shipping (Qld)	15-19	M	3
Migratory - Offshore - Shipping (Qld)	20-24	F	4
Migratory - Offshore - Shipping (Qld)	20-24	M	3
Migratory - Offshore - Shipping (Qld)	25-34	F	6
Migratory - Offshore - Shipping (Qld)	25-34	M	4
Migratory - Offshore - Shipping (Qld)	35-44	F	3
Migratory - Offshore - Shipping (Qld)	35-44	M	7
Migratory - Offshore - Shipping (Qld)	45-54	F	7
Migratory - Offshore - Shipping (Qld)	45-54	M	10
Migratory - Offshore - Shipping (Qld)	55-64	F	19
Migratory - Offshore - Shipping (Qld)	55-64	M	7
Migratory - Offshore - Shipping (Qld)	65-74	F	16
Migratory - Offshore - Shipping (Qld)	65-74	M	13
Migratory - Offshore - Shipping (Qld)	75-84	F	7
Migratory - Offshore - Shipping (Qld)	75-84	M	7
Adelaide (C)	0-4	F	254
Adelaide (C)	0-4	M	254
Adelaide (C)	5-14	F	359
Adelaide (C)	5-14	M	352
Adelaide (C)	15-19	F	832
Adelaide (C)	15-19	M	752
Adelaide (C)	20-24	F	2432
Adelaide (C)	20-24	M	2266
Adelaide (C)	25-34	F	2463
Adelaide (C)	25-34	M	2733
Adelaide (C)	35-44	F	1014
Adelaide (C)	35-44	M	1359
Adelaide (C)	45-54	F	945
Adelaide (C)	45-54	M	1187
Adelaide (C)	55-64	F	939
Adelaide (C)	55-64	M	1052
Adelaide (C)	65-74	F	878
Adelaide (C)	65-74	M	879
Adelaide (C)	75-84	F	406
Adelaide (C)	75-84	M	336
Adelaide (C)	85+	F	238
Adelaide (C)	85+	M	141
Adelaide Hills (DC)	0-4	F	964
Adelaide Hills (DC)	0-4	M	969
Adelaide Hills (DC)	5-14	F	2646
Adelaide Hills (DC)	5-14	M	2681
Adelaide Hills (DC)	15-19	F	1257
Adelaide Hills (DC)	15-19	M	1422
Adelaide Hills (DC)	20-24	F	890
Adelaide Hills (DC)	20-24	M	1063
Adelaide Hills (DC)	25-34	F	1542
Adelaide Hills (DC)	25-34	M	1481
Adelaide Hills (DC)	35-44	F	2538
Adelaide Hills (DC)	35-44	M	2264
Adelaide Hills (DC)	45-54	F	3165
Adelaide Hills (DC)	45-54	M	3137
Adelaide Hills (DC)	55-64	F	3044
Adelaide Hills (DC)	55-64	M	2984
Adelaide Hills (DC)	65-74	F	2208
Adelaide Hills (DC)	65-74	M	2209
Adelaide Hills (DC)	75-84	F	875
Adelaide Hills (DC)	75-84	M	860
Adelaide Hills (DC)	85+	F	408
Adelaide Hills (DC)	85+	M	267
Alexandrina (DC)	0-4	F	565
Alexandrina (DC)	0-4	M	574
Alexandrina (DC)	5-14	F	1427
Alexandrina (DC)	5-14	M	1479
Alexandrina (DC)	15-19	F	677
Alexandrina (DC)	15-19	M	633
Alexandrina (DC)	20-24	F	497
Alexandrina (DC)	20-24	M	523
Alexandrina (DC)	25-34	F	1030
Alexandrina (DC)	25-34	M	958
Alexandrina (DC)	35-44	F	1398
Alexandrina (DC)	35-44	M	1255
Alexandrina (DC)	45-54	F	1731
Alexandrina (DC)	45-54	M	1619
Alexandrina (DC)	55-64	F	2115
Alexandrina (DC)	55-64	M	1981
Alexandrina (DC)	65-74	F	2238
Alexandrina (DC)	65-74	M	2125
Alexandrina (DC)	75-84	F	1116
Alexandrina (DC)	75-84	M	1119
Alexandrina (DC)	85+	F	487
Alexandrina (DC)	85+	M	343
Anangu Pitjantjatjara (AC)	0-4	F	105
Anangu Pitjantjatjara (AC)	0-4	M	84
Anangu Pitjantjatjara (AC)	5-14	F	181
Anangu Pitjantjatjara (AC)	5-14	M	179
Anangu Pitjantjatjara (AC)	15-19	F	90
Anangu Pitjantjatjara (AC)	15-19	M	90
Anangu Pitjantjatjara (AC)	20-24	F	135
Anangu Pitjantjatjara (AC)	20-24	M	118
Anangu Pitjantjatjara (AC)	25-34	F	211
Anangu Pitjantjatjara (AC)	25-34	M	200
Anangu Pitjantjatjara (AC)	35-44	F	164
Anangu Pitjantjatjara (AC)	35-44	M	156
Anangu Pitjantjatjara (AC)	45-54	F	141
Anangu Pitjantjatjara (AC)	45-54	M	128
Anangu Pitjantjatjara (AC)	55-64	F	100
Anangu Pitjantjatjara (AC)	55-64	M	74
Anangu Pitjantjatjara (AC)	65-74	F	34
Anangu Pitjantjatjara (AC)	65-74	M	39
Anangu Pitjantjatjara (AC)	75-84	F	18
Anangu Pitjantjatjara (AC)	75-84	M	15
Anangu Pitjantjatjara (AC)	85+	F	10
Anangu Pitjantjatjara (AC)	85+	M	5
Barossa (DC)	0-4	F	610
Barossa (DC)	0-4	M	661
Barossa (DC)	5-14	F	1502
Barossa (DC)	5-14	M	1607
Barossa (DC)	15-19	F	729
Barossa (DC)	15-19	M	747
Barossa (DC)	20-24	F	475
Barossa (DC)	20-24	M	566
Barossa (DC)	25-34	F	1115
Barossa (DC)	25-34	M	1144
Barossa (DC)	35-44	F	1533
Barossa (DC)	35-44	M	1410
Barossa (DC)	45-54	F	1723
Barossa (DC)	45-54	M	1634
Barossa (DC)	55-64	F	1761
Barossa (DC)	55-64	M	1674
Barossa (DC)	65-74	F	1343
Barossa (DC)	65-74	M	1331
Barossa (DC)	75-84	F	743
Barossa (DC)	75-84	M	643
Barossa (DC)	85+	F	400
Barossa (DC)	85+	M	228
Barunga West (DC)	0-4	F	64
Barunga West (DC)	0-4	M	58
Barunga West (DC)	5-14	F	105
Barunga West (DC)	5-14	M	122
Barunga West (DC)	15-19	F	53
Barunga West (DC)	15-19	M	58
Barunga West (DC)	20-24	F	22
Barunga West (DC)	20-24	M	42
Barunga West (DC)	25-34	F	83
Barunga West (DC)	25-34	M	87
Barunga West (DC)	35-44	F	123
Barunga West (DC)	35-44	M	113
Barunga West (DC)	45-54	F	162
Barunga West (DC)	45-54	M	187
Barunga West (DC)	55-64	F	219
Barunga West (DC)	55-64	M	228
Barunga West (DC)	65-74	F	216
Barunga West (DC)	65-74	M	264
Barunga West (DC)	75-84	F	124
Barunga West (DC)	75-84	M	107
Barunga West (DC)	85+	F	66
Barunga West (DC)	85+	M	40
Berri and Barmera (DC)	0-4	F	272
Berri and Barmera (DC)	0-4	M	288
Berri and Barmera (DC)	5-14	F	608
Berri and Barmera (DC)	5-14	M	729
Berri and Barmera (DC)	15-19	F	298
Berri and Barmera (DC)	15-19	M	350
Berri and Barmera (DC)	20-24	F	256
Berri and Barmera (DC)	20-24	M	238
Berri and Barmera (DC)	25-34	F	538
Berri and Barmera (DC)	25-34	M	507
Berri and Barmera (DC)	35-44	F	584
Berri and Barmera (DC)	35-44	M	562
Berri and Barmera (DC)	45-54	F	735
Berri and Barmera (DC)	45-54	M	703
Berri and Barmera (DC)	55-64	F	776
Berri and Barmera (DC)	55-64	M	811
Berri and Barmera (DC)	65-74	F	607
Berri and Barmera (DC)	65-74	M	634
Berri and Barmera (DC)	75-84	F	393
Berri and Barmera (DC)	75-84	M	325
Berri and Barmera (DC)	85+	F	211
Berri and Barmera (DC)	85+	M	119
Burnside (C)	0-4	F	999
Burnside (C)	0-4	M	953
Burnside (C)	5-14	F	2739
Burnside (C)	5-14	M	2805
Burnside (C)	15-19	F	1640
Burnside (C)	15-19	M	1496
Burnside (C)	20-24	F	1240
Burnside (C)	20-24	M	1336
Burnside (C)	25-34	F	2019
Burnside (C)	25-34	M	1948
Burnside (C)	35-44	F	2915
Burnside (C)	35-44	M	2420
Burnside (C)	45-54	F	3188
Burnside (C)	45-54	M	2908
Burnside (C)	55-64	F	3044
Burnside (C)	55-64	M	2658
Burnside (C)	65-74	F	2689
Burnside (C)	65-74	M	2354
Burnside (C)	75-84	F	1621
Burnside (C)	75-84	M	1261
Burnside (C)	85+	F	1079
Burnside (C)	85+	M	580
Campbelltown (C) (SA)	0-4	F	1264
Campbelltown (C) (SA)	0-4	M	1420
Campbelltown (C) (SA)	5-14	F	2592
Campbelltown (C) (SA)	5-14	M	2915
Campbelltown (C) (SA)	15-19	F	1458
Campbelltown (C) (SA)	15-19	M	1571
Campbelltown (C) (SA)	20-24	F	1523
Campbelltown (C) (SA)	20-24	M	1694
Campbelltown (C) (SA)	25-34	F	3205
Campbelltown (C) (SA)	25-34	M	3093
Campbelltown (C) (SA)	35-44	F	3263
Campbelltown (C) (SA)	35-44	M	3171
Campbelltown (C) (SA)	45-54	F	3540
Campbelltown (C) (SA)	45-54	M	3454
Campbelltown (C) (SA)	55-64	F	2979
Campbelltown (C) (SA)	55-64	M	2566
Campbelltown (C) (SA)	65-74	F	2802
Campbelltown (C) (SA)	65-74	M	2126
Campbelltown (C) (SA)	75-84	F	2108
Campbelltown (C) (SA)	75-84	M	1749
Campbelltown (C) (SA)	85+	F	1040
Campbelltown (C) (SA)	85+	M	629
Ceduna (DC)	0-4	F	126
Ceduna (DC)	0-4	M	125
Ceduna (DC)	5-14	F	225
Ceduna (DC)	5-14	M	238
Ceduna (DC)	15-19	F	100
Ceduna (DC)	15-19	M	111
Ceduna (DC)	20-24	F	94
Ceduna (DC)	20-24	M	110
Ceduna (DC)	25-34	F	221
Ceduna (DC)	25-34	M	190
Ceduna (DC)	35-44	F	223
Ceduna (DC)	35-44	M	197
Ceduna (DC)	45-54	F	215
Ceduna (DC)	45-54	M	207
Ceduna (DC)	55-64	F	246
Ceduna (DC)	55-64	M	245
Ceduna (DC)	65-74	F	164
Ceduna (DC)	65-74	M	187
Ceduna (DC)	75-84	F	66
Ceduna (DC)	75-84	M	64
Ceduna (DC)	85+	F	46
Ceduna (DC)	85+	M	25
Charles Sturt (C)	0-4	F	2906
Charles Sturt (C)	0-4	M	3079
Charles Sturt (C)	5-14	F	5555
Charles Sturt (C)	5-14	M	5798
Charles Sturt (C)	15-19	F	3074
Charles Sturt (C)	15-19	M	3208
Charles Sturt (C)	20-24	F	3654
Charles Sturt (C)	20-24	M	3888
Charles Sturt (C)	25-34	F	7833
Charles Sturt (C)	25-34	M	7824
Charles Sturt (C)	35-44	F	7058
Charles Sturt (C)	35-44	M	7100
Charles Sturt (C)	45-54	F	7922
Charles Sturt (C)	45-54	M	7748
Charles Sturt (C)	55-64	F	7274
Charles Sturt (C)	55-64	M	6633
Charles Sturt (C)	65-74	F	5612
Charles Sturt (C)	65-74	M	5016
Charles Sturt (C)	75-84	F	3915
Charles Sturt (C)	75-84	M	3037
Charles Sturt (C)	85+	F	2310
Charles Sturt (C)	85+	M	1322
Clare and Gilbert Valleys (DC)	0-4	F	221
Clare and Gilbert Valleys (DC)	0-4	M	256
Clare and Gilbert Valleys (DC)	5-14	F	561
Clare and Gilbert Valleys (DC)	5-14	M	588
Clare and Gilbert Valleys (DC)	15-19	F	218
Clare and Gilbert Valleys (DC)	15-19	M	233
Clare and Gilbert Valleys (DC)	20-24	F	162
Clare and Gilbert Valleys (DC)	20-24	M	166
Clare and Gilbert Valleys (DC)	25-34	F	460
Clare and Gilbert Valleys (DC)	25-34	M	467
Clare and Gilbert Valleys (DC)	35-44	F	503
Clare and Gilbert Valleys (DC)	35-44	M	406
Clare and Gilbert Valleys (DC)	45-54	F	645
Clare and Gilbert Valleys (DC)	45-54	M	632
Clare and Gilbert Valleys (DC)	55-64	F	741
Clare and Gilbert Valleys (DC)	55-64	M	751
Clare and Gilbert Valleys (DC)	65-74	F	590
Clare and Gilbert Valleys (DC)	65-74	M	588
Clare and Gilbert Valleys (DC)	75-84	F	255
Clare and Gilbert Valleys (DC)	75-84	M	293
Clare and Gilbert Valleys (DC)	85+	F	179
Clare and Gilbert Valleys (DC)	85+	M	99
Cleve (DC)	0-4	F	62
Cleve (DC)	0-4	M	70
Cleve (DC)	5-14	F	102
Cleve (DC)	5-14	M	131
Cleve (DC)	15-19	F	49
Cleve (DC)	15-19	M	49
Cleve (DC)	20-24	F	26
Cleve (DC)	20-24	M	42
Cleve (DC)	25-34	F	90
Cleve (DC)	25-34	M	97
Cleve (DC)	35-44	F	105
Cleve (DC)	35-44	M	89
Cleve (DC)	45-54	F	119
Cleve (DC)	45-54	M	127
Cleve (DC)	55-64	F	118
Cleve (DC)	55-64	M	160
Cleve (DC)	65-74	F	97
Cleve (DC)	65-74	M	90
Cleve (DC)	75-84	F	48
Cleve (DC)	75-84	M	50
Cleve (DC)	85+	F	38
Cleve (DC)	85+	M	23
Coober Pedy (DC)	0-4	F	55
Coober Pedy (DC)	0-4	M	57
Coober Pedy (DC)	5-14	F	87
Coober Pedy (DC)	5-14	M	87
Coober Pedy (DC)	15-19	F	32
Coober Pedy (DC)	15-19	M	22
Coober Pedy (DC)	20-24	F	49
Coober Pedy (DC)	20-24	M	33
Coober Pedy (DC)	25-34	F	117
Coober Pedy (DC)	25-34	M	129
Coober Pedy (DC)	35-44	F	91
Coober Pedy (DC)	35-44	M	89
Coober Pedy (DC)	45-54	F	128
Coober Pedy (DC)	45-54	M	138
Coober Pedy (DC)	55-64	F	100
Coober Pedy (DC)	55-64	M	149
Coober Pedy (DC)	65-74	F	100
Coober Pedy (DC)	65-74	M	162
Coober Pedy (DC)	75-84	F	32
Coober Pedy (DC)	75-84	M	87
Coober Pedy (DC)	85+	F	3
Coober Pedy (DC)	85+	M	6
Copper Coast (DC)	0-4	F	303
Copper Coast (DC)	0-4	M	340
Copper Coast (DC)	5-14	F	701
Copper Coast (DC)	5-14	M	839
Copper Coast (DC)	15-19	F	350
Copper Coast (DC)	15-19	M	385
Copper Coast (DC)	20-24	F	292
Copper Coast (DC)	20-24	M	277
Copper Coast (DC)	25-34	F	655
Copper Coast (DC)	25-34	M	619
Copper Coast (DC)	35-44	F	648
Copper Coast (DC)	35-44	M	623
Copper Coast (DC)	45-54	F	947
Copper Coast (DC)	45-54	M	938
Copper Coast (DC)	55-64	F	1156
Copper Coast (DC)	55-64	M	1085
Copper Coast (DC)	65-74	F	1147
Copper Coast (DC)	65-74	M	1163
Copper Coast (DC)	75-84	F	634
Copper Coast (DC)	75-84	M	579
Copper Coast (DC)	85+	F	267
Copper Coast (DC)	85+	M	179
Elliston (DC)	0-4	F	29
Elliston (DC)	0-4	M	35
Elliston (DC)	5-14	F	64
Elliston (DC)	5-14	M	77
Elliston (DC)	15-19	F	22
Elliston (DC)	15-19	M	11
Elliston (DC)	20-24	F	22
Elliston (DC)	20-24	M	21
Elliston (DC)	25-34	F	57
Elliston (DC)	25-34	M	49
Elliston (DC)	35-44	F	51
Elliston (DC)	35-44	M	61
Elliston (DC)	45-54	F	76
Elliston (DC)	45-54	M	89
Elliston (DC)	55-64	F	94
Elliston (DC)	55-64	M	125
Elliston (DC)	65-74	F	48
Elliston (DC)	65-74	M	63
Elliston (DC)	75-84	F	21
Elliston (DC)	75-84	M	26
Elliston (DC)	85+	F	14
Elliston (DC)	85+	M	7
Flinders Ranges (DC)	0-4	F	44
Flinders Ranges (DC)	0-4	M	39
Flinders Ranges (DC)	5-14	F	82
Flinders Ranges (DC)	5-14	M	85
Flinders Ranges (DC)	15-19	F	44
Flinders Ranges (DC)	15-19	M	39
Flinders Ranges (DC)	20-24	F	38
Flinders Ranges (DC)	20-24	M	38
Flinders Ranges (DC)	25-34	F	68
Flinders Ranges (DC)	25-34	M	70
Flinders Ranges (DC)	35-44	F	92
Flinders Ranges (DC)	35-44	M	70
Flinders Ranges (DC)	45-54	F	126
Flinders Ranges (DC)	45-54	M	123
Flinders Ranges (DC)	55-64	F	150
Flinders Ranges (DC)	55-64	M	143
Flinders Ranges (DC)	65-74	F	120
Flinders Ranges (DC)	65-74	M	131
Flinders Ranges (DC)	75-84	F	51
Flinders Ranges (DC)	75-84	M	58
Flinders Ranges (DC)	85+	F	29
Flinders Ranges (DC)	85+	M	11
Franklin Harbour (DC)	0-4	F	27
Franklin Harbour (DC)	0-4	M	43
Franklin Harbour (DC)	5-14	F	64
Franklin Harbour (DC)	5-14	M	86
Franklin Harbour (DC)	15-19	F	24
Franklin Harbour (DC)	15-19	M	26
Franklin Harbour (DC)	20-24	F	20
Franklin Harbour (DC)	20-24	M	36
Franklin Harbour (DC)	25-34	F	57
Franklin Harbour (DC)	25-34	M	54
Franklin Harbour (DC)	35-44	F	65
Franklin Harbour (DC)	35-44	M	65
Franklin Harbour (DC)	45-54	F	88
Franklin Harbour (DC)	45-54	M	104
Franklin Harbour (DC)	55-64	F	106
Franklin Harbour (DC)	55-64	M	103
Franklin Harbour (DC)	65-74	F	103
Franklin Harbour (DC)	65-74	M	126
Franklin Harbour (DC)	75-84	F	24
Franklin Harbour (DC)	75-84	M	34
Franklin Harbour (DC)	85+	F	28
Franklin Harbour (DC)	85+	M	16
Gawler (T)	0-4	F	662
Gawler (T)	0-4	M	674
