LGA_NAME16	Age	Sex	Volunteer	adults
Baw Baw (S)	15-19	F		138
Baw Baw (S)	15-19	F	0	1005
Baw Baw (S)	15-19	F	1	307
Baw Baw (S)	15-19	M		156
Baw Baw (S)	15-19	M	0	1087
Baw Baw (S)	15-19	M	1	311
Baw Baw (S)	20-24	F		103
Baw Baw (S)	20-24	F	0	913
Baw Baw (S)	20-24	F	1	231
Baw Baw (S)	20-24	M		106
Baw Baw (S)	20-24	M	0	966
Baw Baw (S)	20-24	M	1	199
Baw Baw (S)	25-34	F		162
Baw Baw (S)	25-34	F	0	1991
Baw Baw (S)	25-34	F	1	587
Baw Baw (S)	25-34	M		181
Baw Baw (S)	25-34	M	0	1935
Baw Baw (S)	25-34	M	1	416
Baw Baw (S)	35-44	F		208
Baw Baw (S)	35-44	F	0	1696
Baw Baw (S)	35-44	F	1	961
Baw Baw (S)	35-44	M		179
Baw Baw (S)	35-44	M	0	1730
Baw Baw (S)	35-44	M	1	650
Baw Baw (S)	45-54	F		238
Baw Baw (S)	45-54	F	0	2196
Baw Baw (S)	45-54	F	1	965
Baw Baw (S)	45-54	M		251
Baw Baw (S)	45-54	M	0	2101
Baw Baw (S)	45-54	M	1	748
Baw Baw (S)	55-64	F		291
Baw Baw (S)	55-64	F	0	2236
Baw Baw (S)	55-64	F	1	979
Baw Baw (S)	55-64	M		259
Baw Baw (S)	55-64	M	0	2232
Baw Baw (S)	55-64	M	1	721
Baw Baw (S)	65-74	F		284
Baw Baw (S)	65-74	F	0	1760
Baw Baw (S)	65-74	F	1	888
Baw Baw (S)	65-74	M		272
Baw Baw (S)	65-74	M	0	1817
Baw Baw (S)	65-74	M	1	708
Baw Baw (S)	75-84	F		229
Baw Baw (S)	75-84	F	0	920
Baw Baw (S)	75-84	F	1	354
Baw Baw (S)	75-84	M		196
Baw Baw (S)	75-84	M	0	909
Baw Baw (S)	75-84	M	1	319
Baw Baw (S)	85+	F		149
Baw Baw (S)	85+	F	0	496
Baw Baw (S)	85+	F	1	61
Baw Baw (S)	85+	M		91
Baw Baw (S)	85+	M	0	277
Baw Baw (S)	85+	M	1	33
Bayside (C)	15-19	F		173
Bayside (C)	15-19	F	0	1979
Bayside (C)	15-19	F	1	816
Bayside (C)	15-19	M		182
Bayside (C)	15-19	M	0	2322
Bayside (C)	15-19	M	1	718
Bayside (C)	20-24	F		127
Bayside (C)	20-24	F	0	1642
Bayside (C)	20-24	F	1	603
Bayside (C)	20-24	M		138
Bayside (C)	20-24	M	0	1885
Bayside (C)	20-24	M	1	520
Bayside (C)	25-34	F		264
Bayside (C)	25-34	F	0	3252
Bayside (C)	25-34	F	1	722
Bayside (C)	25-34	M		269
Bayside (C)	25-34	M	0	2986
Bayside (C)	25-34	M	1	491
Bayside (C)	35-44	F		341
Bayside (C)	35-44	F	0	4406
Bayside (C)	35-44	F	1	1977
Bayside (C)	35-44	M		340
Bayside (C)	35-44	M	0	4082
Bayside (C)	35-44	M	1	1275
Bayside (C)	45-54	F		438
Bayside (C)	45-54	F	0	5304
Bayside (C)	45-54	F	1	2624
Bayside (C)	45-54	M		436
Bayside (C)	45-54	M	0	4951
Bayside (C)	45-54	M	1	2111
Bayside (C)	55-64	F		357
Bayside (C)	55-64	F	0	4631
Bayside (C)	55-64	F	1	1597
Bayside (C)	55-64	M		361
Bayside (C)	55-64	M	0	4277
Bayside (C)	55-64	M	1	1423
Bayside (C)	65-74	F		328
Bayside (C)	65-74	F	0	3455
Bayside (C)	65-74	F	1	1362
Bayside (C)	65-74	M		278
Bayside (C)	65-74	M	0	3179
Bayside (C)	65-74	M	1	1111
Bayside (C)	75-84	F		278
Bayside (C)	75-84	F	0	2051
Bayside (C)	75-84	F	1	636
Bayside (C)	75-84	M		218
Bayside (C)	75-84	M	0	1651
Bayside (C)	75-84	M	1	510
Bayside (C)	85+	F		343
Bayside (C)	85+	F	0	1855
Bayside (C)	85+	F	1	197
Bayside (C)	85+	M		142
Bayside (C)	85+	M	0	972
Bayside (C)	85+	M	1	122
Benalla (RC)	15-19	F		58
Benalla (RC)	15-19	F	0	220
Benalla (RC)	15-19	F	1	100
Benalla (RC)	15-19	M		61
Benalla (RC)	15-19	M	0	275
Benalla (RC)	15-19	M	1	66
Benalla (RC)	20-24	F		33
Benalla (RC)	20-24	F	0	210
Benalla (RC)	20-24	F	1	61
Benalla (RC)	20-24	M		32
Benalla (RC)	20-24	M	0	256
Benalla (RC)	20-24	M	1	54
Benalla (RC)	25-34	F		46
Benalla (RC)	25-34	F	0	435
Benalla (RC)	25-34	F	1	157
Benalla (RC)	25-34	M		57
Benalla (RC)	25-34	M	0	401
Benalla (RC)	25-34	M	1	116
Benalla (RC)	35-44	F		60
Benalla (RC)	35-44	F	0	416
Benalla (RC)	35-44	F	1	216
Benalla (RC)	35-44	M		51
Benalla (RC)	35-44	M	0	409
Benalla (RC)	35-44	M	1	157
Benalla (RC)	45-54	F		82
Benalla (RC)	45-54	F	0	617
Benalla (RC)	45-54	F	1	319
Benalla (RC)	45-54	M		80
Benalla (RC)	45-54	M	0	528
Benalla (RC)	45-54	M	1	230
Benalla (RC)	55-64	F		98
Benalla (RC)	55-64	F	0	734
Benalla (RC)	55-64	F	1	348
Benalla (RC)	55-64	M		93
Benalla (RC)	55-64	M	0	679
Benalla (RC)	55-64	M	1	318
Benalla (RC)	65-74	F		106
Benalla (RC)	65-74	F	0	587
Benalla (RC)	65-74	F	1	313
Benalla (RC)	65-74	M		110
Benalla (RC)	65-74	M	0	588
Benalla (RC)	65-74	M	1	284
Benalla (RC)	75-84	F		75
Benalla (RC)	75-84	F	0	353
Benalla (RC)	75-84	F	1	148
Benalla (RC)	75-84	M		68
Benalla (RC)	75-84	M	0	324
Benalla (RC)	75-84	M	1	135
Benalla (RC)	85+	F		43
Benalla (RC)	85+	F	0	242
Benalla (RC)	85+	F	1	34
Benalla (RC)	85+	M		31
Benalla (RC)	85+	M	0	143
Benalla (RC)	85+	M	1	32
Boroondara (C)	15-19	F		285
Boroondara (C)	15-19	F	0	3722
Boroondara (C)	15-19	F	1	1930
Boroondara (C)	15-19	M		296
Boroondara (C)	15-19	M	0	3985
Boroondara (C)	15-19	M	1	1683
Boroondara (C)	20-24	F		329
Boroondara (C)	20-24	F	0	4362
Boroondara (C)	20-24	F	1	1844
Boroondara (C)	20-24	M		358
Boroondara (C)	20-24	M	0	4925
Boroondara (C)	20-24	M	1	1529
Boroondara (C)	25-34	F		667
Boroondara (C)	25-34	F	0	8445
Boroondara (C)	25-34	F	1	2311
Boroondara (C)	25-34	M		707
Boroondara (C)	25-34	M	0	8538
Boroondara (C)	25-34	M	1	1867
Boroondara (C)	35-44	F		537
Boroondara (C)	35-44	F	0	7151
Boroondara (C)	35-44	F	1	3485
Boroondara (C)	35-44	M		522
Boroondara (C)	35-44	M	0	6789
Boroondara (C)	35-44	M	1	2253
Boroondara (C)	45-54	F		537
Boroondara (C)	45-54	F	0	8000
Boroondara (C)	45-54	F	1	4288
Boroondara (C)	45-54	M		610
Boroondara (C)	45-54	M	0	7272
Boroondara (C)	45-54	M	1	3395
Boroondara (C)	55-64	F		475
Boroondara (C)	55-64	F	0	6762
Boroondara (C)	55-64	F	1	2716
Boroondara (C)	55-64	M		455
Boroondara (C)	55-64	M	0	6173
Boroondara (C)	55-64	M	1	2403
Boroondara (C)	65-74	F		472
Boroondara (C)	65-74	F	0	4910
Boroondara (C)	65-74	F	1	2093
Boroondara (C)	65-74	M		363
Boroondara (C)	65-74	M	0	4280
Boroondara (C)	65-74	M	1	1837
Boroondara (C)	75-84	F		404
Boroondara (C)	75-84	F	0	3072
Boroondara (C)	75-84	F	1	1052
Boroondara (C)	75-84	M		301
Boroondara (C)	75-84	M	0	2396
Boroondara (C)	75-84	M	1	810
Boroondara (C)	85+	F		343
Boroondara (C)	85+	F	0	2583
Boroondara (C)	85+	F	1	276
Boroondara (C)	85+	M		161
Boroondara (C)	85+	M	0	1240
Boroondara (C)	85+	M	1	225
Brimbank (C)	15-19	F		533
Brimbank (C)	15-19	F	0	4552
Brimbank (C)	15-19	F	1	918
Brimbank (C)	15-19	M		578
Brimbank (C)	15-19	M	0	4946
Brimbank (C)	15-19	M	1	726
Brimbank (C)	20-24	F		520
Brimbank (C)	20-24	F	0	5309
Brimbank (C)	20-24	F	1	1167
Brimbank (C)	20-24	M		644
Brimbank (C)	20-24	M	0	6633
Brimbank (C)	20-24	M	1	882
Brimbank (C)	25-34	F		1073
Brimbank (C)	25-34	F	0	12424
Brimbank (C)	25-34	F	1	1688
Brimbank (C)	25-34	M		1370
Brimbank (C)	25-34	M	0	13367
Brimbank (C)	25-34	M	1	1387
Brimbank (C)	35-44	F		905
Brimbank (C)	35-44	F	0	10350
Brimbank (C)	35-44	F	1	1981
Brimbank (C)	35-44	M		926
Brimbank (C)	35-44	M	0	10678
Brimbank (C)	35-44	M	1	1483
Brimbank (C)	45-54	F		840
Brimbank (C)	45-54	F	0	10110
Brimbank (C)	45-54	F	1	1669
Brimbank (C)	45-54	M		887
Brimbank (C)	45-54	M	0	10014
Brimbank (C)	45-54	M	1	1354
Brimbank (C)	55-64	F		800
Brimbank (C)	55-64	F	0	9535
Brimbank (C)	55-64	F	1	1167
Brimbank (C)	55-64	M		771
Brimbank (C)	55-64	M	0	8912
Brimbank (C)	55-64	M	1	988
Brimbank (C)	65-74	F		788
Brimbank (C)	65-74	F	0	6341
Brimbank (C)	65-74	F	1	758
Brimbank (C)	65-74	M		727
Brimbank (C)	65-74	M	0	6337
Brimbank (C)	65-74	M	1	623
Brimbank (C)	75-84	F		526
Brimbank (C)	75-84	F	0	3469
Brimbank (C)	75-84	F	1	246
Brimbank (C)	75-84	M		471
Brimbank (C)	75-84	M	0	2924
Brimbank (C)	75-84	M	1	231
Brimbank (C)	85+	F		310
Brimbank (C)	85+	F	0	1512
Brimbank (C)	85+	F	1	44
Brimbank (C)	85+	M		183
Brimbank (C)	85+	M	0	841
Brimbank (C)	85+	M	1	35
Buloke (S)	15-19	F		15
Buloke (S)	15-19	F	0	66
Buloke (S)	15-19	F	1	85
Buloke (S)	15-19	M		17
Buloke (S)	15-19	M	0	79
Buloke (S)	15-19	M	1	81
Buloke (S)	20-24	F		10
Buloke (S)	20-24	F	0	49
Buloke (S)	20-24	F	1	24
Buloke (S)	20-24	M		7
Buloke (S)	20-24	M	0	64
Buloke (S)	20-24	M	1	44
Buloke (S)	25-34	F		27
Buloke (S)	25-34	F	0	113
Buloke (S)	25-34	F	1	98
Buloke (S)	25-34	M		26
Buloke (S)	25-34	M	0	115
Buloke (S)	25-34	M	1	93
Buloke (S)	35-44	F		15
Buloke (S)	35-44	F	0	118
Buloke (S)	35-44	F	1	152
Buloke (S)	35-44	M		14
Buloke (S)	35-44	M	0	124
Buloke (S)	35-44	M	1	123
Buloke (S)	45-54	F		38
Buloke (S)	45-54	F	0	165
Buloke (S)	45-54	F	1	226
Buloke (S)	45-54	M		41
Buloke (S)	45-54	M	0	183
Buloke (S)	45-54	M	1	207
Buloke (S)	55-64	F		53
Buloke (S)	55-64	F	0	223
Buloke (S)	55-64	F	1	209
Buloke (S)	55-64	M		69
Buloke (S)	55-64	M	0	238
Buloke (S)	55-64	M	1	243
Buloke (S)	65-74	F		46
Buloke (S)	65-74	F	0	183
Buloke (S)	65-74	F	1	163
Buloke (S)	65-74	M		64
Buloke (S)	65-74	M	0	218
Buloke (S)	65-74	M	1	151
Buloke (S)	75-84	F		57
Buloke (S)	75-84	F	0	161
Buloke (S)	75-84	F	1	92
Buloke (S)	75-84	M		46
Buloke (S)	75-84	M	0	157
Buloke (S)	75-84	M	1	71
Buloke (S)	85+	F		49
Buloke (S)	85+	F	0	131
Buloke (S)	85+	F	1	28
Buloke (S)	85+	M		37
Buloke (S)	85+	M	0	81
Buloke (S)	85+	M	1	18
Campaspe (S)	15-19	F		147
Campaspe (S)	15-19	F	0	681
Campaspe (S)	15-19	F	1	262
Campaspe (S)	15-19	M		166
Campaspe (S)	15-19	M	0	833
Campaspe (S)	15-19	M	1	247
Campaspe (S)	20-24	F		59
Campaspe (S)	20-24	F	0	625
Campaspe (S)	20-24	F	1	145
Campaspe (S)	20-24	M		64
Campaspe (S)	20-24	M	0	686
Campaspe (S)	20-24	M	1	171
Campaspe (S)	25-34	F		150
Campaspe (S)	25-34	F	0	1270
Campaspe (S)	25-34	F	1	439
Campaspe (S)	25-34	M		111
Campaspe (S)	25-34	M	0	1256
Campaspe (S)	25-34	M	1	298
Campaspe (S)	35-44	F		157
Campaspe (S)	35-44	F	0	1233
Campaspe (S)	35-44	F	1	651
Campaspe (S)	35-44	M		166
Campaspe (S)	35-44	M	0	1248
Campaspe (S)	35-44	M	1	469
Campaspe (S)	45-54	F		187
Campaspe (S)	45-54	F	0	1622
Campaspe (S)	45-54	F	1	798
Campaspe (S)	45-54	M		204
Campaspe (S)	45-54	M	0	1616
Campaspe (S)	45-54	M	1	635
Campaspe (S)	55-64	F		217
Campaspe (S)	55-64	F	0	1754
Campaspe (S)	55-64	F	1	710
Campaspe (S)	55-64	M		228
Campaspe (S)	55-64	M	0	1844
Campaspe (S)	55-64	M	1	605
Campaspe (S)	65-74	F		265
Campaspe (S)	65-74	F	0	1263
Campaspe (S)	65-74	F	1	715
Campaspe (S)	65-74	M		266
Campaspe (S)	65-74	M	0	1443
Campaspe (S)	65-74	M	1	594
Campaspe (S)	75-84	F		262
Campaspe (S)	75-84	F	0	805
Campaspe (S)	75-84	F	1	364
Campaspe (S)	75-84	M		231
Campaspe (S)	75-84	M	0	777
Campaspe (S)	75-84	M	1	300
Campaspe (S)	85+	F		144
Campaspe (S)	85+	F	0	513
Campaspe (S)	85+	F	1	65
Campaspe (S)	85+	M		111
Campaspe (S)	85+	M	0	279
Campaspe (S)	85+	M	1	49
Cardinia (S)	15-19	F		276
Cardinia (S)	15-19	F	0	2155
Cardinia (S)	15-19	F	1	579
Cardinia (S)	15-19	M		317
Cardinia (S)	15-19	M	0	2408
Cardinia (S)	15-19	M	1	494
Cardinia (S)	20-24	F		188
Cardinia (S)	20-24	F	0	2343
Cardinia (S)	20-24	F	1	499
Cardinia (S)	20-24	M		196
Cardinia (S)	20-24	M	0	2336
Cardinia (S)	20-24	M	1	375
Cardinia (S)	25-34	F		395
Cardinia (S)	25-34	F	0	5769
Cardinia (S)	25-34	F	1	1080
Cardinia (S)	25-34	M		375
Cardinia (S)	25-34	M	0	5367
Cardinia (S)	25-34	M	1	730
Cardinia (S)	35-44	F		391
Cardinia (S)	35-44	F	0	4588
Cardinia (S)	35-44	F	1	1761
Cardinia (S)	35-44	M		397
Cardinia (S)	35-44	M	0	4861
Cardinia (S)	35-44	M	1	1198
Cardinia (S)	45-54	F		401
Cardinia (S)	45-54	F	0	4529
Cardinia (S)	45-54	F	1	1454
Cardinia (S)	45-54	M		409
Cardinia (S)	45-54	M	0	4506
Cardinia (S)	45-54	M	1	1176
Cardinia (S)	55-64	F		334
Cardinia (S)	55-64	F	0	3550
Cardinia (S)	55-64	F	1	1005
Cardinia (S)	55-64	M		344
Cardinia (S)	55-64	M	0	3606
Cardinia (S)	55-64	M	1	799
Cardinia (S)	65-74	F		300
Cardinia (S)	65-74	F	0	2541
Cardinia (S)	65-74	F	1	745
Cardinia (S)	65-74	M		284
Cardinia (S)	65-74	M	0	2395
Cardinia (S)	65-74	M	1	641
Cardinia (S)	75-84	F		218
Cardinia (S)	75-84	F	0	1102
Cardinia (S)	75-84	F	1	272
Cardinia (S)	75-84	M		196
Cardinia (S)	75-84	M	0	1101
Cardinia (S)	75-84	M	1	235
Cardinia (S)	85+	F		116
Cardinia (S)	85+	F	0	564
Cardinia (S)	85+	F	1	53
Cardinia (S)	85+	M		71
Cardinia (S)	85+	M	0	342
Cardinia (S)	85+	M	1	38
Casey (C)	15-19	F		694
Casey (C)	15-19	F	0	7746
Casey (C)	15-19	F	1	1639
Casey (C)	15-19	M		775
Casey (C)	15-19	M	0	8789
Casey (C)	15-19	M	1	1312
Casey (C)	20-24	F		596
Casey (C)	20-24	F	0	7713
Casey (C)	20-24	F	1	1652
Casey (C)	20-24	M		697
Casey (C)	20-24	M	0	8811
Casey (C)	20-24	M	1	1206
Casey (C)	25-34	F		1307
Casey (C)	25-34	F	0	18808
Casey (C)	25-34	F	1	2890
Casey (C)	25-34	M		1369
Casey (C)	25-34	M	0	17919
Casey (C)	25-34	M	1	2132
Casey (C)	35-44	F		1095
Casey (C)	35-44	F	0	17075
Casey (C)	35-44	F	1	4273
Casey (C)	35-44	M		1284
Casey (C)	35-44	M	0	17896
Casey (C)	35-44	M	1	3236
Casey (C)	45-54	F		1096
Casey (C)	45-54	F	0	15604
Casey (C)	45-54	F	1	3316
Casey (C)	45-54	M		1112
Casey (C)	45-54	M	0	15664
Casey (C)	45-54	M	1	2948
Casey (C)	55-64	F		909
Casey (C)	55-64	F	0	12255
Casey (C)	55-64	F	1	2119
Casey (C)	55-64	M		894
Casey (C)	55-64	M	0	12029
Casey (C)	55-64	M	1	1886
Casey (C)	65-74	F		811
Casey (C)	65-74	F	0	7216
Casey (C)	65-74	F	1	1403
Casey (C)	65-74	M		713
Casey (C)	65-74	M	0	6989
Casey (C)	65-74	M	1	1153
Casey (C)	75-84	F		590
Casey (C)	75-84	F	0	3728
Casey (C)	75-84	F	1	525
Casey (C)	75-84	M		503
Casey (C)	75-84	M	0	3155
Casey (C)	75-84	M	1	449
Casey (C)	85+	F		309
Casey (C)	85+	F	0	1786
Casey (C)	85+	F	1	77
Casey (C)	85+	M		196
Casey (C)	85+	M	0	1009
Casey (C)	85+	M	1	69
Central Goldfields (S)	15-19	F		36
Central Goldfields (S)	15-19	F	0	221
Central Goldfields (S)	15-19	F	1	66
Central Goldfields (S)	15-19	M		42
Central Goldfields (S)	15-19	M	0	245
Central Goldfields (S)	15-19	M	1	80
Central Goldfields (S)	20-24	F		18
Central Goldfields (S)	20-24	F	0	231
Central Goldfields (S)	20-24	F	1	43
Central Goldfields (S)	20-24	M		20
Central Goldfields (S)	20-24	M	0	249
Central Goldfields (S)	20-24	M	1	59
Central Goldfields (S)	25-34	F		28
Central Goldfields (S)	25-34	F	0	387
Central Goldfields (S)	25-34	F	1	123
Central Goldfields (S)	25-34	M		36
Central Goldfields (S)	25-34	M	0	339
Central Goldfields (S)	25-34	M	1	86
Central Goldfields (S)	35-44	F		42
Central Goldfields (S)	35-44	F	0	372
Central Goldfields (S)	35-44	F	1	203
Central Goldfields (S)	35-44	M		48
Central Goldfields (S)	35-44	M	0	433
Central Goldfields (S)	35-44	M	1	128
Central Goldfields (S)	45-54	F		61
Central Goldfields (S)	45-54	F	0	578
Central Goldfields (S)	45-54	F	1	239
Central Goldfields (S)	45-54	M		79
Central Goldfields (S)	45-54	M	0	581
Central Goldfields (S)	45-54	M	1	189
Central Goldfields (S)	55-64	F		81
Central Goldfields (S)	55-64	F	0	678
Central Goldfields (S)	55-64	F	1	269
Central Goldfields (S)	55-64	M		76
Central Goldfields (S)	55-64	M	0	690
Central Goldfields (S)	55-64	M	1	241
Central Goldfields (S)	65-74	F		130
Central Goldfields (S)	65-74	F	0	615
Central Goldfields (S)	65-74	F	1	288
Central Goldfields (S)	65-74	M		103
Central Goldfields (S)	65-74	M	0	686
Central Goldfields (S)	65-74	M	1	217
Central Goldfields (S)	75-84	F		106
Central Goldfields (S)	75-84	F	0	388
Central Goldfields (S)	75-84	F	1	114
Central Goldfields (S)	75-84	M		91
Central Goldfields (S)	75-84	M	0	389
Central Goldfields (S)	75-84	M	1	84
Central Goldfields (S)	85+	F		49
Central Goldfields (S)	85+	F	0	220
Central Goldfields (S)	85+	F	1	17
Central Goldfields (S)	85+	M		32
Central Goldfields (S)	85+	M	0	99
Central Goldfields (S)	85+	M	1	25
Colac-Otway (S)	15-19	F		70
Colac-Otway (S)	15-19	F	0	382
Colac-Otway (S)	15-19	F	1	125
Colac-Otway (S)	15-19	M		74
Colac-Otway (S)	15-19	M	0	424
Colac-Otway (S)	15-19	M	1	122
Colac-Otway (S)	20-24	F		43
Colac-Otway (S)	20-24	F	0	368
Colac-Otway (S)	20-24	F	1	104
Colac-Otway (S)	20-24	M		53
Colac-Otway (S)	20-24	M	0	416
Colac-Otway (S)	20-24	M	1	103
Colac-Otway (S)	25-34	F		65
Colac-Otway (S)	25-34	F	0	732
Colac-Otway (S)	25-34	F	1	264
Colac-Otway (S)	25-34	M		99
Colac-Otway (S)	25-34	M	0	828
Colac-Otway (S)	25-34	M	1	214
Colac-Otway (S)	35-44	F		71
Colac-Otway (S)	35-44	F	0	666
Colac-Otway (S)	35-44	F	1	375
Colac-Otway (S)	35-44	M		79
Colac-Otway (S)	35-44	M	0	762
Colac-Otway (S)	35-44	M	1	310
Colac-Otway (S)	45-54	F		96
Colac-Otway (S)	45-54	F	0	873
Colac-Otway (S)	45-54	F	1	475
Colac-Otway (S)	45-54	M		112
Colac-Otway (S)	45-54	M	0	883
Colac-Otway (S)	45-54	M	1	385
Colac-Otway (S)	55-64	F		122
Colac-Otway (S)	55-64	F	0	1064
Colac-Otway (S)	55-64	F	1	417
Colac-Otway (S)	55-64	M		131
Colac-Otway (S)	55-64	M	0	1011
Colac-Otway (S)	55-64	M	1	403
Colac-Otway (S)	65-74	F		135
Colac-Otway (S)	65-74	F	0	756
Colac-Otway (S)	65-74	F	1	408
Colac-Otway (S)	65-74	M		138
Colac-Otway (S)	65-74	M	0	780
Colac-Otway (S)	65-74	M	1	357
Colac-Otway (S)	75-84	F		127
Colac-Otway (S)	75-84	F	0	443
Colac-Otway (S)	75-84	F	1	193
Colac-Otway (S)	75-84	M		98
Colac-Otway (S)	75-84	M	0	392
Colac-Otway (S)	75-84	M	1	147
Colac-Otway (S)	85+	F		65
Colac-Otway (S)	85+	F	0	274
Colac-Otway (S)	85+	F	1	39
Colac-Otway (S)	85+	M		41
Colac-Otway (S)	85+	M	0	152
Colac-Otway (S)	85+	M	1	17
Corangamite (S)	15-19	F		45
Corangamite (S)	15-19	F	0	256
Corangamite (S)	15-19	F	1	163
Corangamite (S)	15-19	M		77
Corangamite (S)	15-19	M	0	336
Corangamite (S)	15-19	M	1	145
Corangamite (S)	20-24	F		29
Corangamite (S)	20-24	F	0	234
Corangamite (S)	20-24	F	1	80
Corangamite (S)	20-24	M		25
Corangamite (S)	20-24	M	0	282
Corangamite (S)	20-24	M	1	86
Corangamite (S)	25-34	F		47
Corangamite (S)	25-34	F	0	434
Corangamite (S)	25-34	F	1	198
Corangamite (S)	25-34	M		58
Corangamite (S)	25-34	M	0	476
Corangamite (S)	25-34	M	1	149
Corangamite (S)	35-44	F		60
Corangamite (S)	35-44	F	0	425
Corangamite (S)	35-44	F	1	366
Corangamite (S)	35-44	M		67
Corangamite (S)	35-44	M	0	466
Corangamite (S)	35-44	M	1	270
Corangamite (S)	45-54	F		88
Corangamite (S)	45-54	F	0	612
Corangamite (S)	45-54	F	1	424
Corangamite (S)	45-54	M		111
Corangamite (S)	45-54	M	0	686
Corangamite (S)	45-54	M	1	379
Corangamite (S)	55-64	F		96
Corangamite (S)	55-64	F	0	737
Corangamite (S)	55-64	F	1	367
Corangamite (S)	55-64	M		110
Corangamite (S)	55-64	M	0	699
Corangamite (S)	55-64	M	1	387
Corangamite (S)	65-74	F		108
Corangamite (S)	65-74	F	0	513
Corangamite (S)	65-74	F	1	343
Corangamite (S)	65-74	M		118
Corangamite (S)	65-74	M	0	604
Corangamite (S)	65-74	M	1	303
Corangamite (S)	75-84	F		109
Corangamite (S)	75-84	F	0	361
Corangamite (S)	75-84	F	1	179
Corangamite (S)	75-84	M		88
Corangamite (S)	75-84	M	0	319
Corangamite (S)	75-84	M	1	137
Corangamite (S)	85+	F		49
Corangamite (S)	85+	F	0	205
Corangamite (S)	85+	F	1	40
Corangamite (S)	85+	M		39
Corangamite (S)	85+	M	0	121
Corangamite (S)	85+	M	1	20
Darebin (C)	15-19	F		306
Darebin (C)	15-19	F	0	2330
Darebin (C)	15-19	F	1	774
Darebin (C)	15-19	M		317
Darebin (C)	15-19	M	0	2666
Darebin (C)	15-19	M	1	533
Darebin (C)	20-24	F		440
Darebin (C)	20-24	F	0	4146
Darebin (C)	20-24	F	1	1322
Darebin (C)	20-24	M		445
Darebin (C)	20-24	M	0	4129
Darebin (C)	20-24	M	1	865
Darebin (C)	25-34	F		1089
Darebin (C)	25-34	F	0	10636
Darebin (C)	25-34	F	1	2761
Darebin (C)	25-34	M		1181
Darebin (C)	25-34	M	0	10955
Darebin (C)	25-34	M	1	1854
Darebin (C)	35-44	F		771
Darebin (C)	35-44	F	0	8385
Darebin (C)	35-44	F	1	2619
Darebin (C)	35-44	M		860
Darebin (C)	35-44	M	0	8484
Darebin (C)	35-44	M	1	1806
Darebin (C)	45-54	F		665
Darebin (C)	45-54	F	0	6966
Darebin (C)	45-54	F	1	2280
Darebin (C)	45-54	M		681
Darebin (C)	45-54	M	0	6813
Darebin (C)	45-54	M	1	1713
Darebin (C)	55-64	F		528
Darebin (C)	55-64	F	0	5293
Darebin (C)	55-64	F	1	1194
Darebin (C)	55-64	M		494
Darebin (C)	55-64	M	0	5063
Darebin (C)	55-64	M	1	1021
Darebin (C)	65-74	F		473
Darebin (C)	65-74	F	0	4008
Darebin (C)	65-74	F	1	642
Darebin (C)	65-74	M		423
Darebin (C)	65-74	M	0	3342
Darebin (C)	65-74	M	1	519
Darebin (C)	75-84	F		516
Darebin (C)	75-84	F	0	3525
Darebin (C)	75-84	F	1	330
Darebin (C)	75-84	M		395
Darebin (C)	75-84	M	0	2771
Darebin (C)	75-84	M	1	213
Darebin (C)	85+	F		492
Darebin (C)	85+	F	0	1770
Darebin (C)	85+	F	1	88
Darebin (C)	85+	M		225
Darebin (C)	85+	M	0	1125
Darebin (C)	85+	M	1	48
East Gippsland (S)	15-19	F		148
East Gippsland (S)	15-19	F	0	719
East Gippsland (S)	15-19	F	1	230
East Gippsland (S)	15-19	M		186
East Gippsland (S)	15-19	M	0	824
East Gippsland (S)	15-19	M	1	184
East Gippsland (S)	20-24	F		87
East Gippsland (S)	20-24	F	0	629
East Gippsland (S)	20-24	F	1	174
East Gippsland (S)	20-24	M		97
East Gippsland (S)	20-24	M	0	675
East Gippsland (S)	20-24	M	1	158
East Gippsland (S)	25-34	F		174
East Gippsland (S)	25-34	F	0	1367
East Gippsland (S)	25-34	F	1	443
East Gippsland (S)	25-34	M		182
East Gippsland (S)	25-34	M	0	1330
East Gippsland (S)	25-34	M	1	325
East Gippsland (S)	35-44	F		193
East Gippsland (S)	35-44	F	0	1318
East Gippsland (S)	35-44	F	1	735
East Gippsland (S)	35-44	M		198
East Gippsland (S)	35-44	M	0	1328
East Gippsland (S)	35-44	M	1	510
East Gippsland (S)	45-54	F		260
East Gippsland (S)	45-54	F	0	1931
East Gippsland (S)	45-54	F	1	864
East Gippsland (S)	45-54	M		276
East Gippsland (S)	45-54	M	0	1749
East Gippsland (S)	45-54	M	1	690
East Gippsland (S)	55-64	F		322
East Gippsland (S)	55-64	F	0	2375
East Gippsland (S)	55-64	F	1	1048
East Gippsland (S)	55-64	M		305
East Gippsland (S)	55-64	M	0	2242
East Gippsland (S)	55-64	M	1	907
East Gippsland (S)	65-74	F		382
East Gippsland (S)	65-74	F	0	2103
East Gippsland (S)	65-74	F	1	1123
East Gippsland (S)	65-74	M		455
East Gippsland (S)	65-74	M	0	2456
East Gippsland (S)	65-74	M	1	990
East Gippsland (S)	75-84	F		373
East Gippsland (S)	75-84	F	0	1105
East Gippsland (S)	75-84	F	1	455
East Gippsland (S)	75-84	M		255
East Gippsland (S)	75-84	M	0	1199
East Gippsland (S)	75-84	M	1	415
East Gippsland (S)	85+	F		231
East Gippsland (S)	85+	F	0	520
