LGA_NAME16	OnlyEnglishSpokenHome	Sex	persons
Irwin (S)	0	F	48
Irwin (S)	0	M	25
Irwin (S)	1	F	1615
Irwin (S)	1	M	1640
Jerramungup (S)	0	F	19
Jerramungup (S)	0	M	9
Jerramungup (S)	1	F	414
Jerramungup (S)	1	M	526
Joondalup (C)	0	F	9032
Joondalup (C)	0	M	7860
Joondalup (C)	1	F	66109
Joondalup (C)	1	M	65543
Kalamunda (S)	0	F	3622
Kalamunda (S)	0	M	3169
Kalamunda (S)	1	F	23845
Kalamunda (S)	1	M	23620
Kalgoorlie/Boulder (C)	0	F	1727
Kalgoorlie/Boulder (C)	0	M	1735
Kalgoorlie/Boulder (C)	1	F	11331
Kalgoorlie/Boulder (C)	1	M	12279
Karratha (C)	0	F	1312
Karratha (C)	0	M	1412
Karratha (C)	1	F	7231
Karratha (C)	1	M	8753
Katanning (S)	0	F	370
Katanning (S)	0	M	419
Katanning (S)	1	F	1378
Katanning (S)	1	M	1427
Kellerberrin (S)	0	F	16
Kellerberrin (S)	0	M	19
Kellerberrin (S)	1	F	531
Kellerberrin (S)	1	M	536
Kent (S)	0	M	6
Kent (S)	1	F	212
Kent (S)	1	M	261
Kojonup (S)	0	F	32
Kojonup (S)	0	M	37
Kojonup (S)	1	F	848
Kojonup (S)	1	M	870
Kondinin (S)	0	F	23
Kondinin (S)	0	M	23
Kondinin (S)	1	F	342
Kondinin (S)	1	M	419
Koorda (S)	1	F	187
Koorda (S)	1	M	207
Kulin (S)	0	F	13
Kulin (S)	0	M	9
Kulin (S)	1	F	331
Kulin (S)	1	M	357
Kwinana (C)	0	F	3794
Kwinana (C)	0	M	3625
Kwinana (C)	1	F	13864
Kwinana (C)	1	M	13950
Lake Grace (S)	0	F	25
Lake Grace (S)	0	M	30
Lake Grace (S)	1	F	515
Lake Grace (S)	1	M	571
Laverton (S)	0	F	99
Laverton (S)	0	M	106
Laverton (S)	1	F	212
Laverton (S)	1	M	519
Leonora (S)	0	F	47
Leonora (S)	0	M	64
Leonora (S)	1	F	380
Leonora (S)	1	M	593
Mandurah (C)	0	F	3007
Mandurah (C)	0	M	2464
Mandurah (C)	1	F	36123
Mandurah (C)	1	M	34045
Manjimup (S)	0	F	266
Manjimup (S)	0	M	233
Manjimup (S)	1	F	3914
Manjimup (S)	1	M	4033
Meekatharra (S)	0	F	34
Meekatharra (S)	0	M	52
Meekatharra (S)	1	F	304
Meekatharra (S)	1	M	448
Melville (C)	0	F	10428
Melville (C)	0	M	9069
Melville (C)	1	F	37969
Melville (C)	1	M	35928
Menzies (S)	0	F	91
Menzies (S)	0	M	104
Menzies (S)	1	F	71
Menzies (S)	1	M	159
Merredin (S)	0	F	73
Merredin (S)	0	M	166
Merredin (S)	1	F	1395
Merredin (S)	1	M	1466
Mingenew (S)	0	M	5
Mingenew (S)	1	F	183
Mingenew (S)	1	M	233
Moora (S)	0	F	41
Moora (S)	0	M	39
Moora (S)	1	F	1016
Moora (S)	1	M	1103
Morawa (S)	0	F	16
Morawa (S)	0	M	7
Morawa (S)	1	F	298
Morawa (S)	1	M	365
Mosman Park (T)	0	F	663
Mosman Park (T)	0	M	519
Mosman Park (T)	1	F	3685
Mosman Park (T)	1	M	3195
Mount Magnet (S)	0	F	8
Mount Magnet (S)	0	M	11
Mount Magnet (S)	1	F	156
Mount Magnet (S)	1	M	188
Mount Marshall (S)	0	F	3
Mount Marshall (S)	1	F	216
Mount Marshall (S)	1	M	261
Mukinbudin (S)	0	F	3
Mukinbudin (S)	0	M	4
Mukinbudin (S)	1	F	241
Mukinbudin (S)	1	M	270
Mundaring (S)	0	F	1246
Mundaring (S)	0	M	1090
Mundaring (S)	1	F	16100
Mundaring (S)	1	M	15935
Murchison (S)	0	F	8
Murchison (S)	0	M	5
Murchison (S)	1	F	44
Murchison (S)	1	M	47
Murray (S)	0	F	274
Murray (S)	0	M	218
Murray (S)	1	F	7468
Murray (S)	1	M	7424
Nannup (S)	0	F	26
Nannup (S)	0	M	9
Nannup (S)	1	F	557
Nannup (S)	1	M	615
Narembeen (S)	0	F	18
Narembeen (S)	0	M	18
Narembeen (S)	1	F	347
Narembeen (S)	1	M	358
Narrogin (S)	0	F	159
Narrogin (S)	0	M	144
Narrogin (S)	1	F	2187
Narrogin (S)	1	M	2103
Nedlands (C)	0	F	1725
Nedlands (C)	0	M	1458
Nedlands (C)	1	F	8512
Nedlands (C)	1	M	8476
Ngaanyatjarraku (S)	0	F	668
Ngaanyatjarraku (S)	0	M	627
Ngaanyatjarraku (S)	1	F	80
Ngaanyatjarraku (S)	1	M	76
Northam (S)	0	F	287
Northam (S)	0	M	271
Northam (S)	1	F	4601
Northam (S)	1	M	4478
Northampton (S)	0	F	43
Northampton (S)	0	M	32
Northampton (S)	1	F	1395
Northampton (S)	1	M	1520
Nungarin (S)	0	F	3
Nungarin (S)	0	M	4
Nungarin (S)	1	F	104
Nungarin (S)	1	M	116
Peppermint Grove (S)	0	F	84
Peppermint Grove (S)	0	M	61
Peppermint Grove (S)	1	F	799
Peppermint Grove (S)	1	M	587
Perenjori (S)	0	F	6
Perenjori (S)	0	M	21
Perenjori (S)	1	F	197
Perenjori (S)	1	M	331
Perth (C)	0	F	4160
Perth (C)	0	M	3882
Perth (C)	1	F	4541
Perth (C)	1	M	5684
Pingelly (S)	0	F	17
Pingelly (S)	0	M	4
Pingelly (S)	1	F	487
Pingelly (S)	1	M	512
Plantagenet (S)	0	F	136
Plantagenet (S)	0	M	156
Plantagenet (S)	1	F	2128
Plantagenet (S)	1	M	2163
Port Hedland (T)	0	F	1052
Port Hedland (T)	0	M	1016
Port Hedland (T)	1	F	4656
Port Hedland (T)	1	M	5487
Quairading (S)	0	F	7
Quairading (S)	0	M	16
Quairading (S)	1	F	448
Quairading (S)	1	M	421
Ravensthorpe (S)	0	F	43
Ravensthorpe (S)	0	M	40
Ravensthorpe (S)	1	F	652
Ravensthorpe (S)	1	M	784
Rockingham (C)	0	F	5216
Rockingham (C)	0	M	4455
Rockingham (C)	1	F	53746
Rockingham (C)	1	M	52801
Sandstone (S)	1	F	24
Sandstone (S)	1	M	43
Serpentine-Jarrahdale (S)	0	F	1258
Serpentine-Jarrahdale (S)	0	M	1212
Serpentine-Jarrahdale (S)	1	F	11227
Serpentine-Jarrahdale (S)	1	M	11217
Shark Bay (S)	0	F	31
Shark Bay (S)	0	M	32
Shark Bay (S)	1	F	364
Shark Bay (S)	1	M	425
South Perth (C)	0	F	4853
South Perth (C)	0	M	4417
South Perth (C)	1	F	15159
South Perth (C)	1	M	14742
Stirling (C)	0	F	29619
Stirling (C)	0	M	27755
Stirling (C)	1	F	71111
Stirling (C)	1	M	68266
Subiaco (C)	0	F	2260
Subiaco (C)	0	M	2077
Subiaco (C)	1	F	7002
Subiaco (C)	1	M	6690
Swan (C)	0	F	14200
Swan (C)	0	M	13536
Swan (C)	1	F	48538
Swan (C)	1	M	48536
Tammin (S)	0	F	6
Tammin (S)	0	M	4
Tammin (S)	1	F	156
Tammin (S)	1	M	183
Three Springs (S)	0	F	10
Three Springs (S)	0	M	13
Three Springs (S)	1	F	251
Three Springs (S)	1	M	261
Toodyay (S)	0	F	84
Toodyay (S)	0	M	73
Toodyay (S)	1	F	1914
Toodyay (S)	1	M	1959
Trayning (S)	0	F	3
Trayning (S)	0	M	3
Trayning (S)	1	F	127
Trayning (S)	1	M	165
Upper Gascoyne (S)	0	F	8
Upper Gascoyne (S)	0	M	10
Upper Gascoyne (S)	1	F	103
Upper Gascoyne (S)	1	M	126
Victoria Park (T)	0	F	4863
Victoria Park (T)	0	M	4572
Victoria Park (T)	1	F	11107
Victoria Park (T)	1	M	11280
Victoria Plains (S)	0	F	17
Victoria Plains (S)	0	M	15
Victoria Plains (S)	1	F	371
Victoria Plains (S)	1	M	423
Vincent (C)	0	F	3905
Vincent (C)	0	M	3443
Vincent (C)	1	F	11651
Vincent (C)	1	M	11906
Wagin (S)	0	F	18
Wagin (S)	0	M	15
Wagin (S)	1	F	832
Wagin (S)	1	M	808
Wandering (S)	0	F	8
Wandering (S)	0	M	3
Wandering (S)	1	F	190
Wandering (S)	1	M	197
Wanneroo (C)	0	F	19731
Wanneroo (C)	0	M	18520
Wanneroo (C)	1	F	70251
Wanneroo (C)	1	M	69021
Waroona (S)	0	F	119
Waroona (S)	0	M	117
Waroona (S)	1	F	1727
Waroona (S)	1	M	1732
West Arthur (S)	0	F	9
West Arthur (S)	0	M	5
West Arthur (S)	1	F	349
West Arthur (S)	1	M	380
Westonia (S)	0	F	12
Westonia (S)	0	M	8
Westonia (S)	1	F	103
Westonia (S)	1	M	150
Wickepin (S)	0	F	3
Wickepin (S)	0	M	4
Wickepin (S)	1	F	315
Wickepin (S)	1	M	344
Williams (S)	0	F	9
Williams (S)	0	M	11
Williams (S)	1	F	411
Williams (S)	1	M	457
Wiluna (S)	0	F	107
Wiluna (S)	0	M	113
Wiluna (S)	1	F	93
Wiluna (S)	1	M	287
Wongan-Ballidu (S)	0	F	21
Wongan-Ballidu (S)	0	M	30
Wongan-Ballidu (S)	1	F	576
Wongan-Ballidu (S)	1	M	649
Woodanilling (S)	0	F	6
Woodanilling (S)	0	M	4
Woodanilling (S)	1	F	173
Woodanilling (S)	1	M	203
Wyalkatchem (S)	0	F	4
Wyalkatchem (S)	0	M	6
Wyalkatchem (S)	1	F	206
Wyalkatchem (S)	1	M	231
Wyndham-East Kimberley (S)	0	F	453
Wyndham-East Kimberley (S)	0	M	393
Wyndham-East Kimberley (S)	1	F	2717
Wyndham-East Kimberley (S)	1	M	2694
Yalgoo (S)	0	F	3
Yalgoo (S)	0	M	18
Yalgoo (S)	1	F	93
Yalgoo (S)	1	M	164
Yilgarn (S)	0	F	17
Yilgarn (S)	0	M	30
Yilgarn (S)	1	F	401
Yilgarn (S)	1	M	581
York (S)	0	F	43
York (S)	0	M	41
York (S)	1	F	1561
York (S)	1	M	1572
No usual address (WA)	0	F	281
No usual address (WA)	0	M	305
No usual address (WA)	1	F	1559
No usual address (WA)	1	M	2258
Migratory - Offshore - Shipping (WA)	0	F	3
Migratory - Offshore - Shipping (WA)	0	M	51
Migratory - Offshore - Shipping (WA)	1	F	14
Migratory - Offshore - Shipping (WA)	1	M	288
Break O'Day (M)	0	F	80
Break O'Day (M)	0	M	49
Break O'Day (M)	1	F	2724
Break O'Day (M)	1	M	2799
Brighton (M)	0	F	173
Brighton (M)	0	M	142
Brighton (M)	1	F	7709
Brighton (M)	1	M	7376
Burnie (C)	0	F	295
Burnie (C)	0	M	250
Burnie (C)	1	F	8988
Burnie (C)	1	M	8300
Central Coast (M) (Tas.)	0	F	220
Central Coast (M) (Tas.)	0	M	159
Central Coast (M) (Tas.)	1	F	10128
Central Coast (M) (Tas.)	1	M	9615
Central Highlands (M) (Tas.)	0	F	15
Central Highlands (M) (Tas.)	0	M	8
Central Highlands (M) (Tas.)	1	F	925
Central Highlands (M) (Tas.)	1	M	1049
Circular Head (M)	0	F	84
Circular Head (M)	0	M	88
Circular Head (M)	1	F	3494
Circular Head (M)	1	M	3655
Clarence (C)	0	F	1201
Clarence (C)	0	M	1029
Clarence (C)	1	F	25651
Clarence (C)	1	M	23819
Derwent Valley (M)	0	F	84
Derwent Valley (M)	0	M	76
Derwent Valley (M)	1	F	4582
Derwent Valley (M)	1	M	4622
Devonport (C)	0	F	416
Devonport (C)	0	M	310
Devonport (C)	1	F	11871
Devonport (C)	1	M	10656
Dorset (M)	0	F	56
Dorset (M)	0	M	66
Dorset (M)	1	F	3011
Dorset (M)	1	M	3006
Flinders (M) (Tas.)	0	F	9
Flinders (M) (Tas.)	0	M	9
Flinders (M) (Tas.)	1	F	388
Flinders (M) (Tas.)	1	M	452
George Town (M)	0	F	63
George Town (M)	0	M	48
George Town (M)	1	F	3035
George Town (M)	1	M	3026
Glamorgan/Spring Bay (M)	0	F	70
Glamorgan/Spring Bay (M)	0	M	53
Glamorgan/Spring Bay (M)	1	F	1905
Glamorgan/Spring Bay (M)	1	M	2004
Glenorchy (C)	0	F	2315
Glenorchy (C)	0	M	2072
Glenorchy (C)	1	F	19961
Glenorchy (C)	1	M	18823
Hobart (C)	0	F	3938
Hobart (C)	0	M	3654
Hobart (C)	1	F	20476
Hobart (C)	1	M	19403
Huon Valley (M)	0	F	303
Huon Valley (M)	0	M	262
Huon Valley (M)	1	F	7257
Huon Valley (M)	1	M	7278
Kentish (M)	0	F	104
Kentish (M)	0	M	92
Kentish (M)	1	F	2688
Kentish (M)	1	M	2837
King Island (M)	0	F	34
King Island (M)	0	M	38
King Island (M)	1	F	663
King Island (M)	1	M	715
Kingborough (M)	0	F	1208
Kingborough (M)	0	M	960
Kingborough (M)	1	F	16533
Kingborough (M)	1	M	15557
Latrobe (M) (Tas.)	0	F	120
Latrobe (M) (Tas.)	0	M	95
Latrobe (M) (Tas.)	1	F	5006
Latrobe (M) (Tas.)	1	M	4818
Launceston (C)	0	F	2309
Launceston (C)	0	M	2342
Launceston (C)	1	F	29029
Launceston (C)	1	M	26989
Meander Valley (M)	0	F	273
Meander Valley (M)	0	M	225
Meander Valley (M)	1	F	8969
Meander Valley (M)	1	M	8625
Northern Midlands (M)	0	F	110
Northern Midlands (M)	0	M	92
Northern Midlands (M)	1	F	5853
Northern Midlands (M)	1	M	5793
Sorell (M)	0	F	167
Sorell (M)	0	M	128
Sorell (M)	1	F	6657
Sorell (M)	1	M	6583
Southern Midlands (M)	0	F	33
Southern Midlands (M)	0	M	33
Southern Midlands (M)	1	F	2705
Southern Midlands (M)	1	M	2862
Tasman (M)	0	F	28
Tasman (M)	0	M	14
Tasman (M)	1	F	986
Tasman (M)	1	M	1076
Waratah/Wynyard (M)	0	F	132
Waratah/Wynyard (M)	0	M	88
Waratah/Wynyard (M)	1	F	6312
Waratah/Wynyard (M)	1	M	6197
West Coast (M)	0	F	49
West Coast (M)	0	M	62
West Coast (M)	1	F	1798
West Coast (M)	1	M	1923
West Tamar (M)	0	F	474
West Tamar (M)	0	M	416
West Tamar (M)	1	F	10448
West Tamar (M)	1	M	10075
No usual address (Tas.)	0	F	31
No usual address (Tas.)	0	M	31
No usual address (Tas.)	1	F	300
No usual address (Tas.)	1	M	378
Migratory - Offshore - Shipping (Tas.)	0	M	9
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	37
Alice Springs (T)	0	F	2493
Alice Springs (T)	0	M	2206
Alice Springs (T)	1	F	8578
Alice Springs (T)	1	M	8402
Barkly (R)	0	F	1677
Barkly (R)	0	M	1626
Barkly (R)	1	F	1273
Barkly (R)	1	M	1381
Belyuen (S)	0	F	56
Belyuen (S)	0	M	80
Belyuen (S)	1	F	12
Belyuen (S)	1	M	10
Central Desert (R)	0	F	1516
Central Desert (R)	0	M	1362
Central Desert (R)	1	F	226
Central Desert (R)	1	M	276
Coomalie (S)	0	F	47
Coomalie (S)	0	M	46
Coomalie (S)	1	F	457
Coomalie (S)	1	M	505
Darwin (C)	0	F	10688
Darwin (C)	0	M	10451
Darwin (C)	1	F	23677
Darwin (C)	1	M	25430
East Arnhem (R)	0	F	4070
East Arnhem (R)	0	M	3996
East Arnhem (R)	1	F	216
East Arnhem (R)	1	M	227
Katherine (T)	0	F	716
Katherine (T)	0	M	683
Katherine (T)	1	F	3010
Katherine (T)	1	M	3305
Litchfield (M)	0	F	632
Litchfield (M)	0	M	782
Litchfield (M)	1	F	7832
Litchfield (M)	1	M	9982
MacDonnell (R)	0	F	1935
MacDonnell (R)	0	M	1689
MacDonnell (R)	1	F	414
MacDonnell (R)	1	M	446
Palmerston (C)	0	F	2711
Palmerston (C)	0	M	2360
Palmerston (C)	1	F	12594
Palmerston (C)	1	M	13195
Roper Gulf (R)	0	F	2098
Roper Gulf (R)	0	M	2032
Roper Gulf (R)	1	F	807
Roper Gulf (R)	1	M	989
Tiwi Islands (R)	0	F	1042
Tiwi Islands (R)	0	M	1019
Tiwi Islands (R)	1	F	131
Tiwi Islands (R)	1	M	139
Victoria Daly (R)	0	F	694
Victoria Daly (R)	0	M	675
Victoria Daly (R)	1	F	443
Victoria Daly (R)	1	M	514
Wagait (S)	0	F	14
Wagait (S)	0	M	11
Wagait (S)	1	F	207
Wagait (S)	1	M	212
West Arnhem (R)	0	F	2123
West Arnhem (R)	0	M	2135
West Arnhem (R)	1	F	536
West Arnhem (R)	1	M	632
West Daly (R)	0	F	1301
West Daly (R)	0	M	1245
West Daly (R)	1	F	141
West Daly (R)	1	M	139
Unincorporated NT	0	F	455
Unincorporated NT	0	M	413
Unincorporated NT	1	F	2230
Unincorporated NT	1	M	2680
No usual address (NT)	0	F	218
No usual address (NT)	0	M	234
No usual address (NT)	1	F	642
No usual address (NT)	1	M	720
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	37
Migratory - Offshore - Shipping (NT)	1	F	10
Migratory - Offshore - Shipping (NT)	1	M	16
Unincorporated ACT	0	F	45140
Unincorporated ACT	0	M	41447
Unincorporated ACT	1	F	145783
Unincorporated ACT	1	M	142856
No usual address (ACT)	0	F	41
No usual address (ACT)	0	M	42
No usual address (ACT)	1	F	160
No usual address (ACT)	1	M	190
Unincorp. Other Territories	0	F	1062
Unincorp. Other Territories	0	M	1055
Unincorp. Other Territories	1	F	812
Unincorp. Other Territories	1	M	871
No usual address (OT)	0	F	10
No usual address (OT)	0	M	5
No usual address (OT)	1	F	21
No usual address (OT)	1	M	20
Migratory - Offshore - Shipping (OT)	1	M	3
