LGA_NAME16	OnlyEnglishSpokenHome	Sex	persons
Gwydir (A)	1	M	2352
Hawkesbury (C)	0	F	2008
Hawkesbury (C)	0	M	1846
Hawkesbury (C)	1	F	28772
Hawkesbury (C)	1	M	28235
Hay (A)	0	F	55
Hay (A)	0	M	56
Hay (A)	1	F	1236
Hay (A)	1	M	1244
Hilltops (A)	0	F	313
Hilltops (A)	0	M	321
Hilltops (A)	1	F	8473
Hilltops (A)	1	M	8150
Hornsby (A)	0	F	23425
Hornsby (A)	0	M	20952
Hornsby (A)	1	F	46905
Hornsby (A)	1	M	46258
Hunters Hill (A)	0	F	1485
Hunters Hill (A)	0	M	1236
Hunters Hill (A)	1	F	5160
Hunters Hill (A)	1	M	5370
Inner West (A)	0	F	27312
Inner West (A)	0	M	24401
Inner West (A)	1	F	59576
Inner West (A)	1	M	57710
Inverell (A)	0	F	278
Inverell (A)	0	M	241
Inverell (A)	1	F	7479
Inverell (A)	1	M	7177
Junee (A)	0	F	77
Junee (A)	0	M	116
Junee (A)	1	F	2398
Junee (A)	1	M	2359
Kempsey (A)	0	F	366
Kempsey (A)	0	M	283
Kempsey (A)	1	F	12766
Kempsey (A)	1	M	12489
Kiama (A)	0	F	496
Kiama (A)	0	M	435
Kiama (A)	1	F	9753
Kiama (A)	1	M	9455
Ku-ring-gai (A)	0	F	17796
Ku-ring-gai (A)	0	M	14957
Ku-ring-gai (A)	1	F	41346
Ku-ring-gai (A)	1	M	39729
Kyogle (A)	0	F	130
Kyogle (A)	0	M	106
Kyogle (A)	1	F	3896
Kyogle (A)	1	M	3979
Lachlan (A)	0	F	71
Lachlan (A)	0	M	63
Lachlan (A)	1	F	2702
Lachlan (A)	1	M	2663
Lake Macquarie (C)	0	F	4710
Lake Macquarie (C)	0	M	4041
Lake Macquarie (C)	1	F	91960
Lake Macquarie (C)	1	M	88140
Lane Cove (A)	0	F	5118
Lane Cove (A)	0	M	4401
Lane Cove (A)	1	F	12403
Lane Cove (A)	1	M	12498
Leeton (A)	0	F	381
Leeton (A)	0	M	435
Leeton (A)	1	F	4753
Leeton (A)	1	M	4615
Lismore (C)	0	F	1078
Lismore (C)	0	M	911
Lismore (C)	1	F	19353
Lismore (C)	1	M	18405
Lithgow (C)	0	F	388
Lithgow (C)	0	M	342
Lithgow (C)	1	F	8976
Lithgow (C)	1	M	8929
Liverpool (C)	0	F	54554
Liverpool (C)	0	M	51535
Liverpool (C)	1	F	41627
Liverpool (C)	1	M	42886
Liverpool Plains (A)	0	F	46
Liverpool Plains (A)	0	M	45
Liverpool Plains (A)	1	F	3422
Liverpool Plains (A)	1	M	3488
Lockhart (A)	0	F	24
Lockhart (A)	0	M	14
Lockhart (A)	1	F	1411
Lockhart (A)	1	M	1408
Maitland (C)	0	F	1647
Maitland (C)	0	M	1413
Maitland (C)	1	F	36002
Maitland (C)	1	M	34388
Mid-Coast (A)	0	F	1278
Mid-Coast (A)	0	M	1081
Mid-Coast (A)	1	F	41746
Mid-Coast (A)	1	M	39904
Mid-Western Regional (A)	0	F	342
Mid-Western Regional (A)	0	M	312
Mid-Western Regional (A)	1	F	10456
Mid-Western Regional (A)	1	M	10588
Moree Plains (A)	0	F	228
Moree Plains (A)	0	M	233
Moree Plains (A)	1	F	5502
Moree Plains (A)	1	M	5574
Mosman (A)	0	F	2421
Mosman (A)	0	M	1887
Mosman (A)	1	F	11847
Mosman (A)	1	M	10350
Murray River (A)	0	F	146
Murray River (A)	0	M	149
Murray River (A)	1	F	5279
Murray River (A)	1	M	5204
Murrumbidgee (A)	0	F	65
Murrumbidgee (A)	0	M	62
Murrumbidgee (A)	1	F	1561
Murrumbidgee (A)	1	M	1746
Muswellbrook (A)	0	F	284
Muswellbrook (A)	0	M	280
Muswellbrook (A)	1	F	7046
Muswellbrook (A)	1	M	7137
Nambucca (A)	0	F	261
Nambucca (A)	0	M	191
Nambucca (A)	1	F	8794
Nambucca (A)	1	M	8483
Narrabri (A)	0	F	111
Narrabri (A)	0	M	113
Narrabri (A)	1	F	5710
Narrabri (A)	1	M	5711
Narrandera (A)	0	F	73
Narrandera (A)	0	M	73
Narrandera (A)	1	F	2576
Narrandera (A)	1	M	2518
Narromine (A)	0	F	43
Narromine (A)	0	M	31
Narromine (A)	1	F	2877
Narromine (A)	1	M	2879
Newcastle (C)	0	F	7944
Newcastle (C)	0	M	7441
Newcastle (C)	1	F	66642
Newcastle (C)	1	M	65165
North Sydney (A)	0	F	8367
North Sydney (A)	0	M	6686
North Sydney (A)	1	F	24722
North Sydney (A)	1	M	22717
Northern Beaches (A)	0	F	20579
Northern Beaches (A)	0	M	17627
Northern Beaches (A)	1	F	102131
Northern Beaches (A)	1	M	99645
Oberon (A)	0	F	95
Oberon (A)	0	M	86
Oberon (A)	1	F	2199
Oberon (A)	1	M	2262
Orange (C)	0	F	1245
Orange (C)	0	M	1157
Orange (C)	1	F	18229
Orange (C)	1	M	17181
Parkes (A)	0	F	205
Parkes (A)	0	M	205
Parkes (A)	1	F	6575
Parkes (A)	1	M	6354
Parramatta (C)	0	F	59671
Parramatta (C)	0	M	57944
Parramatta (C)	1	F	46912
Parramatta (C)	1	M	47422
Penrith (C)	0	F	17208
Penrith (C)	0	M	15873
Penrith (C)	1	F	76355
Penrith (C)	1	M	74940
Port Macquarie-Hastings (A)	0	F	1305
Port Macquarie-Hastings (A)	0	M	1095
Port Macquarie-Hastings (A)	1	F	37077
Port Macquarie-Hastings (A)	1	M	34182
Port Stephens (A)	0	F	1238
Port Stephens (A)	0	M	1128
Port Stephens (A)	1	F	31456
Port Stephens (A)	1	M	30751
Queanbeyan-Palerang Regional (A)	0	F	3459
Queanbeyan-Palerang Regional (A)	0	M	3333
Queanbeyan-Palerang Regional (A)	1	F	22479
Queanbeyan-Palerang Regional (A)	1	M	22736
Randwick (C)	0	F	23700
Randwick (C)	0	M	21416
Randwick (C)	1	F	42778
Randwick (C)	1	M	41174
Richmond Valley (A)	0	F	225
Richmond Valley (A)	0	M	170
Richmond Valley (A)	1	F	10376
Richmond Valley (A)	1	M	10252
Rockdale (C)	0	F	31574
Rockdale (C)	0	M	29975
Rockdale (C)	1	F	20419
Rockdale (C)	1	M	20739
Ryde (C)	0	F	29455
Ryde (C)	0	M	26447
Ryde (C)	1	F	27807
Ryde (C)	1	M	27639
Shellharbour (C)	0	F	3754
Shellharbour (C)	0	M	3356
Shellharbour (C)	1	F	29553
Shellharbour (C)	1	M	28396
Shoalhaven (C)	0	F	2155
Shoalhaven (C)	0	M	1855
Shoalhaven (C)	1	F	44802
Shoalhaven (C)	1	M	43345
Singleton (A)	0	F	367
Singleton (A)	0	M	349
Singleton (A)	1	F	10106
Singleton (A)	1	M	10492
Snowy Monaro Regional (A)	0	F	563
Snowy Monaro Regional (A)	0	M	502
Snowy Monaro Regional (A)	1	F	8388
Snowy Monaro Regional (A)	1	M	8900
Snowy Valleys (A)	0	F	253
Snowy Valleys (A)	0	M	252
Snowy Valleys (A)	1	F	6227
Snowy Valleys (A)	1	M	6250
Strathfield (A)	0	F	13048
Strathfield (A)	0	M	12824
Strathfield (A)	1	F	5627
Strathfield (A)	1	M	6164
Sutherland Shire (A)	0	F	15175
Sutherland Shire (A)	0	M	13241
Sutherland Shire (A)	1	F	92291
Sutherland Shire (A)	1	M	89331
Sydney (C)	0	F	39813
Sydney (C)	0	M	35573
Sydney (C)	1	F	49236
Sydney (C)	1	M	58048
Tamworth Regional (A)	0	F	1053
Tamworth Regional (A)	0	M	1187
Tamworth Regional (A)	1	F	27309
Tamworth Regional (A)	1	M	25623
Temora (A)	0	F	58
Temora (A)	0	M	75
Temora (A)	1	F	2860
Temora (A)	1	M	2790
Tenterfield (A)	0	F	84
Tenterfield (A)	0	M	78
Tenterfield (A)	1	F	2915
Tenterfield (A)	1	M	2817
The Hills Shire (A)	0	F	26166
The Hills Shire (A)	0	M	23942
The Hills Shire (A)	1	F	51301
The Hills Shire (A)	1	M	51288
Tweed (A)	0	F	2145
Tweed (A)	0	M	1703
Tweed (A)	1	F	41831
Tweed (A)	1	M	39229
Upper Hunter Shire (A)	0	F	210
Upper Hunter Shire (A)	0	M	210
Upper Hunter Shire (A)	1	F	6298
Upper Hunter Shire (A)	1	M	6140
Upper Lachlan Shire (A)	0	F	63
Upper Lachlan Shire (A)	0	M	61
Upper Lachlan Shire (A)	1	F	3430
Upper Lachlan Shire (A)	1	M	3531
Uralla (A)	0	F	55
Uralla (A)	0	M	47
Uralla (A)	1	F	2872
Uralla (A)	1	M	2690
Wagga Wagga (C)	0	F	1997
Wagga Wagga (C)	0	M	2135
Wagga Wagga (C)	1	F	28150
Wagga Wagga (C)	1	M	26558
Walcha (A)	0	F	27
Walcha (A)	0	M	15
Walcha (A)	1	F	1345
Walcha (A)	1	M	1358
Walgett (A)	0	F	147
Walgett (A)	0	M	178
Walgett (A)	1	F	2389
Walgett (A)	1	M	2659
Warren (A)	0	F	29
Warren (A)	0	M	21
Warren (A)	1	F	1195
Warren (A)	1	M	1211
Warrumbungle Shire (A)	0	F	87
Warrumbungle Shire (A)	0	M	106
Warrumbungle Shire (A)	1	F	4105
Warrumbungle Shire (A)	1	M	4076
Waverley (A)	0	F	7603
Waverley (A)	0	M	6415
Waverley (A)	1	F	23185
Waverley (A)	1	M	22682
Weddin (A)	0	F	25
Weddin (A)	0	M	20
Weddin (A)	1	F	1639
Weddin (A)	1	M	1641
Wentworth (A)	0	F	99
Wentworth (A)	0	M	103
Wentworth (A)	1	F	2838
Wentworth (A)	1	M	3004
Western Plains Regional (A)	0	F	1230
Western Plains Regional (A)	0	M	1119
Western Plains Regional (A)	1	F	22281
Western Plains Regional (A)	1	M	20962
Willoughby (C)	0	F	16429
Willoughby (C)	0	M	13473
Willoughby (C)	1	F	20351
Willoughby (C)	1	M	20515
Wingecarribee (A)	0	F	1429
Wingecarribee (A)	0	M	1274
Wingecarribee (A)	1	F	22088
Wingecarribee (A)	1	M	20181
Wollondilly (A)	0	F	1434
Wollondilly (A)	0	M	1340
Wollondilly (A)	1	F	21653
Wollondilly (A)	1	M	21576
Wollongong (C)	0	F	17607
Wollongong (C)	0	M	16686
Wollongong (C)	1	F	80512
Wollongong (C)	1	M	78780
Woollahra (A)	0	F	4625
Woollahra (A)	0	M	3756
Woollahra (A)	1	F	21799
Woollahra (A)	1	M	19239
Yass Valley (A)	0	F	288
Yass Valley (A)	0	M	284
Yass Valley (A)	1	F	7417
Yass Valley (A)	1	M	7136
Unincorporated NSW	0	F	8
Unincorporated NSW	0	M	18
Unincorporated NSW	1	F	426
Unincorporated NSW	1	M	475
No usual address (NSW)	0	F	821
No usual address (NSW)	0	M	997
No usual address (NSW)	1	F	3038
No usual address (NSW)	1	M	4175
Migratory - Offshore - Shipping (NSW)	0	F	55
Migratory - Offshore - Shipping (NSW)	0	M	36
Migratory - Offshore - Shipping (NSW)	1	F	154
Migratory - Offshore - Shipping (NSW)	1	M	119
Alpine (S)	0	F	504
Alpine (S)	0	M	442
Alpine (S)	1	F	5261
Alpine (S)	1	M	5122
Ararat (RC)	0	F	232
Ararat (RC)	0	M	197
Ararat (RC)	1	F	4823
Ararat (RC)	1	M	4873
Ballarat (C)	0	F	2827
Ballarat (C)	0	M	2670
Ballarat (C)	1	F	46783
Ballarat (C)	1	M	43217
Banyule (C)	0	F	13967
Banyule (C)	0	M	12461
Banyule (C)	1	F	45811
Banyule (C)	1	M	44089
Bass Coast (S)	0	F	809
Bass Coast (S)	0	M	771
Bass Coast (S)	1	F	14893
Bass Coast (S)	1	M	13954
Baw Baw (S)	0	F	1016
Baw Baw (S)	0	M	911
Baw Baw (S)	1	F	22289
Baw Baw (S)	1	M	21069
Bayside (C)	0	F	7807
Bayside (C)	0	M	6420
Bayside (C)	1	F	40433
Bayside (C)	1	M	37437
Benalla (RC)	0	F	213
Benalla (RC)	0	M	185
Benalla (RC)	1	F	6365
Benalla (RC)	1	M	5982
Boroondara (C)	0	F	24482
Boroondara (C)	0	M	21098
Boroondara (C)	1	F	58665
Boroondara (C)	1	M	55226
Brimbank (C)	0	F	57366
Brimbank (C)	0	M	56095
Brimbank (C)	1	F	34067
Brimbank (C)	1	M	35236
Buloke (S)	0	F	83
Buloke (S)	0	M	77
Buloke (S)	1	F	2702
Buloke (S)	1	M	2766
Campaspe (S)	0	F	577
Campaspe (S)	0	M	519
Campaspe (S)	1	F	16751
Campaspe (S)	1	M	16430
Cardinia (S)	0	F	5485
Cardinia (S)	0	M	5091
Cardinia (S)	1	F	39659
Cardinia (S)	1	M	38665
Casey (C)	0	F	54113
Casey (C)	0	M	53161
Casey (C)	1	F	88822
Casey (C)	1	M	88442
Central Goldfields (S)	0	F	165
Central Goldfields (S)	0	M	159
Central Goldfields (S)	1	F	5944
Central Goldfields (S)	1	M	5811
Colac-Otway (S)	0	F	416
Colac-Otway (S)	0	M	466
Colac-Otway (S)	1	F	9356
Colac-Otway (S)	1	M	9287
Corangamite (S)	0	F	133
Corangamite (S)	0	M	129
Corangamite (S)	1	F	7219
Corangamite (S)	1	M	7296
Darebin (C)	0	F	27991
Darebin (C)	0	M	26348
Darebin (C)	1	F	42821
Darebin (C)	1	M	39798
East Gippsland (S)	0	F	848
East Gippsland (S)	0	M	737
East Gippsland (S)	1	F	20093
East Gippsland (S)	1	M	19468
Frankston (C)	0	F	8098
Frankston (C)	0	M	7144
Frankston (C)	1	F	56411
Frankston (C)	1	M	54206
Gannawarra (S)	0	F	105
Gannawarra (S)	0	M	102
Gannawarra (S)	1	F	4832
Gannawarra (S)	1	M	4756
Glen Eira (C)	0	F	23304
Glen Eira (C)	0	M	21066
Glen Eira (C)	1	F	46110
Glen Eira (C)	1	M	43829
Glenelg (S)	0	F	246
Glenelg (S)	0	M	202
Glenelg (S)	1	F	8793
Glenelg (S)	1	M	8755
Golden Plains (S)	0	F	327
Golden Plains (S)	0	M	328
Golden Plains (S)	1	F	9815
Golden Plains (S)	1	M	10119
Greater Bendigo (C)	0	F	2685
Greater Bendigo (C)	0	M	2416
Greater Bendigo (C)	1	F	50377
Greater Bendigo (C)	1	M	47486
Greater Dandenong (C)	0	F	48401
Greater Dandenong (C)	0	M	49617
Greater Dandenong (C)	1	F	21948
Greater Dandenong (C)	1	M	23403
Greater Geelong (C)	0	F	12742
Greater Geelong (C)	0	M	12064
Greater Geelong (C)	1	F	100530
Greater Geelong (C)	1	M	93631
Greater Shepparton (C)	0	F	4696
Greater Shepparton (C)	0	M	4692
Greater Shepparton (C)	1	F	24845
Greater Shepparton (C)	1	M	24189
Hepburn (S)	0	F	372
Hepburn (S)	0	M	343
Hepburn (S)	1	F	6840
Hepburn (S)	1	M	6391
Hindmarsh (S)	0	F	143
Hindmarsh (S)	0	M	162
Hindmarsh (S)	1	F	2522
Hindmarsh (S)	1	M	2516
Hobsons Bay (C)	0	F	13407
Hobsons Bay (C)	0	M	12355
Hobsons Bay (C)	1	F	29339
Hobsons Bay (C)	1	M	28894
Horsham (RC)	0	F	400
Horsham (RC)	0	M	345
Horsham (RC)	1	F	9129
Horsham (RC)	1	M	8700
Hume (C)	0	F	44591
Hume (C)	0	M	43962
Hume (C)	1	F	49014
Hume (C)	1	M	48583
Indigo (S)	0	F	205
Indigo (S)	0	M	150
Indigo (S)	1	F	7423
Indigo (S)	1	M	7049
Kingston (C) (Vic.)	0	F	20489
Kingston (C) (Vic.)	0	M	18861
Kingston (C) (Vic.)	1	F	53359
Kingston (C) (Vic.)	1	M	51052
Knox (C)	0	F	20401
Knox (C)	0	M	18421
Knox (C)	1	F	55447
Knox (C)	1	M	54043
Latrobe (C) (Vic.)	0	F	2559
Latrobe (C) (Vic.)	0	M	2283
Latrobe (C) (Vic.)	1	F	31948
Latrobe (C) (Vic.)	1	M	30643
Loddon (S)	0	F	113
Loddon (S)	0	M	116
Loddon (S)	1	F	3170
Loddon (S)	1	M	3309
Macedon Ranges (S)	0	F	1068
Macedon Ranges (S)	0	M	1000
Macedon Ranges (S)	1	F	20781
Macedon Ranges (S)	1	M	20241
Manningham (C)	0	F	26087
Manningham (C)	0	M	23317
Manningham (C)	1	F	31473
Manningham (C)	1	M	30858
Mansfield (S)	0	F	175
Mansfield (S)	0	M	166
Mansfield (S)	1	F	3822
Mansfield (S)	1	M	3768
Maribyrnong (C)	0	F	17207
Maribyrnong (C)	0	M	17238
Maribyrnong (C)	1	F	20879
Maribyrnong (C)	1	M	21164
Maroondah (C)	0	F	9778
Maroondah (C)	0	M	8950
Maroondah (C)	1	F	44768
Maroondah (C)	1	M	42250
Melbourne (C)	0	F	35323
Melbourne (C)	0	M	30122
Melbourne (C)	1	F	26927
Melbourne (C)	1	M	28079
Melton (C)	0	F	22465
Melton (C)	0	M	21121
Melton (C)	1	F	41820
Melton (C)	1	M	41164
Mildura (RC)	0	F	2576
Mildura (RC)	0	M	2547
Mildura (RC)	1	F	22633
Mildura (RC)	1	M	21652
Mitchell (S)	0	F	1448
Mitchell (S)	0	M	1499
Mitchell (S)	1	F	17237
Mitchell (S)	1	M	17450
Moira (S)	0	F	665
Moira (S)	0	M	670
Moira (S)	1	F	12850
Moira (S)	1	M	12705
Monash (C)	0	F	47365
Monash (C)	0	M	44184
Monash (C)	1	F	41442
Monash (C)	1	M	41500
Moonee Valley (C)	0	F	18546
Moonee Valley (C)	0	M	16167
Moonee Valley (C)	1	F	38277
Moonee Valley (C)	1	M	36940
Moorabool (S)	0	F	856
Moorabool (S)	0	M	838
Moorabool (S)	1	F	14228
Moorabool (S)	1	M	13931
Moreland (C)	0	F	31694
Moreland (C)	0	M	30344
Moreland (C)	1	F	46580
Moreland (C)	1	M	44447
Mornington Peninsula (S)	0	F	4464
Mornington Peninsula (S)	0	M	3937
Mornington Peninsula (S)	1	F	71089
Mornington Peninsula (S)	1	M	66706
Mount Alexander (S)	0	F	338
Mount Alexander (S)	0	M	297
Mount Alexander (S)	1	F	8232
Mount Alexander (S)	1	M	7709
Moyne (S)	0	F	196
Moyne (S)	0	M	156
Moyne (S)	1	F	7428
Moyne (S)	1	M	7463
Murrindindi (S)	0	F	223
Murrindindi (S)	0	M	215
Murrindindi (S)	1	F	5992
Murrindindi (S)	1	M	6164
Nillumbik (S)	0	F	2991
Nillumbik (S)	0	M	2645
Nillumbik (S)	1	F	26786
Nillumbik (S)	1	M	26381
Northern Grampians (S)	0	F	188
Northern Grampians (S)	0	M	178
Northern Grampians (S)	1	F	5171
Northern Grampians (S)	1	M	5090
Port Phillip (C)	0	F	11008
Port Phillip (C)	0	M	9754
Port Phillip (C)	1	F	35484
Port Phillip (C)	1	M	34474
Pyrenees (S)	0	F	80
Pyrenees (S)	0	M	74
Pyrenees (S)	1	F	3035
Pyrenees (S)	1	M	3087
Queenscliffe (B)	0	F	54
Queenscliffe (B)	0	M	33
Queenscliffe (B)	1	F	1356
Queenscliffe (B)	1	M	1181
South Gippsland (S)	0	F	522
South Gippsland (S)	0	M	449
South Gippsland (S)	1	F	12979
South Gippsland (S)	1	M	12534
Southern Grampians (S)	0	F	228
Southern Grampians (S)	0	M	195
Southern Grampians (S)	1	F	7479
Southern Grampians (S)	1	M	7121
Stonnington (C)	0	F	13101
Stonnington (C)	0	M	10965
Stonnington (C)	1	F	37507
Stonnington (C)	1	M	34713
Strathbogie (S)	0	F	188
Strathbogie (S)	0	M	158
Strathbogie (S)	1	F	4594
Strathbogie (S)	1	M	4512
Surf Coast (S)	0	F	621
Surf Coast (S)	0	M	559
Surf Coast (S)	1	F	13395
Surf Coast (S)	1	M	13175
Swan Hill (RC)	0	F	1147
Swan Hill (RC)	0	M	1229
Swan Hill (RC)	1	F	7892
Swan Hill (RC)	1	M	7822
Towong (S)	0	F	80
Towong (S)	0	M	75
Towong (S)	1	F	2622
Towong (S)	1	M	2773
Wangaratta (RC)	0	F	678
Wangaratta (RC)	0	M	625
Wangaratta (RC)	1	F	12865
Wangaratta (RC)	1	M	12051
Warrnambool (C)	0	F	733
Warrnambool (C)	0	M	730
Warrnambool (C)	1	F	15525
Warrnambool (C)	1	M	14294
Wellington (S)	0	F	853
Wellington (S)	0	M	765
Wellington (S)	1	F	18855
Wellington (S)	1	M	18503
West Wimmera (S)	0	F	39
West Wimmera (S)	0	M	40
West Wimmera (S)	1	F	1784
West Wimmera (S)	1	M	1825
Whitehorse (C)	0	F	31366
Whitehorse (C)	0	M	28137
Whitehorse (C)	1	F	49339
Whitehorse (C)	1	M	46903
Whittlesea (C)	0	F	44082
Whittlesea (C)	0	M	42892
Whittlesea (C)	1	F	51054
Whittlesea (C)	1	M	49942
Wodonga (C)	0	F	1237
Wodonga (C)	0	M	1125
Wodonga (C)	1	F	17614
Wodonga (C)	1	M	16964
Wyndham (C)	0	F	45032
Wyndham (C)	0	M	44139
Wyndham (C)	1	F	57528
Wyndham (C)	1	M	57803
Yarra (C)	0	F	10533
Yarra (C)	0	M	8785
Yarra (C)	1	F	30160
Yarra (C)	1	M	29411
Yarra Ranges (S)	0	F	5664
Yarra Ranges (S)	0	M	5041
Yarra Ranges (S)	1	F	66396
Yarra Ranges (S)	1	M	65158
Yarriambiack (S)	0	F	89
Yarriambiack (S)	0	M	77
Yarriambiack (S)	1	F	2916
Yarriambiack (S)	1	M	3030
Unincorporated Vic	0	F	60
Unincorporated Vic	0	M	47
Unincorporated Vic	1	F	231
