LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Murweh (S)	0	0	1	0	23
Murweh (S)	0	0	1	1	9
Murweh (S)	0	1	0	0	235
Murweh (S)	0	1	0	1	41
Murweh (S)	0	1	1	0	49
Murweh (S)	0	1	1	1	6
Murweh (S)	1	0	0	1	215
Murweh (S)	1	0	1	0	48
Murweh (S)	1	0	1	1	21
Murweh (S)	1	1	0	0	1070
Murweh (S)	1	1	0	1	60
Murweh (S)	1	1	1	0	187
Murweh (S)	1	1	1	1	30
Napranum (S)					34
Napranum (S)	0	0	0	1	65
Napranum (S)	0	1	0	0	104
Napranum (S)	0	1	0	1	33
Napranum (S)	0	1	1	1	25
Napranum (S)	1	0	0	1	47
Napranum (S)	1	0	1	0	10
Napranum (S)	1	0	1	1	5
Napranum (S)	1	1	0	0	298
Napranum (S)	1	1	0	1	94
Napranum (S)	1	1	1	0	14
Napranum (S)	1	1	1	1	25
Noosa (S)					247
Noosa (S)	0	0	0	1	1691
Noosa (S)	0	0	1	0	467
Noosa (S)	0	0	1	1	258
Noosa (S)	0	1	0	0	2313
Noosa (S)	0	1	0	1	303
Noosa (S)	0	1	1	0	525
Noosa (S)	0	1	1	1	101
Noosa (S)	1	0	0	1	3016
Noosa (S)	1	0	1	0	1376
Noosa (S)	1	0	1	1	710
Noosa (S)	1	1	0	0	10522
Noosa (S)	1	1	0	1	608
Noosa (S)	1	1	1	0	2350
Noosa (S)	1	1	1	1	367
North Burnett (R)					91
North Burnett (R)	0	0	0	1	201
North Burnett (R)	0	0	1	0	44
North Burnett (R)	0	0	1	1	21
North Burnett (R)	0	1	0	0	464
North Burnett (R)	0	1	0	1	34
North Burnett (R)	0	1	1	0	95
North Burnett (R)	0	1	1	1	23
North Burnett (R)	1	0	0	1	476
North Burnett (R)	1	0	1	0	183
North Burnett (R)	1	0	1	1	99
North Burnett (R)	1	1	0	0	2088
North Burnett (R)	1	1	0	1	171
North Burnett (R)	1	1	1	0	427
North Burnett (R)	1	1	1	1	101
Northern Peninsula Area (R)					72
Northern Peninsula Area (R)	0	0	0	1	82
Northern Peninsula Area (R)	0	0	1	0	13
Northern Peninsula Area (R)	0	0	1	1	14
Northern Peninsula Area (R)	0	1	0	0	395
Northern Peninsula Area (R)	0	1	0	1	95
Northern Peninsula Area (R)	0	1	1	0	25
Northern Peninsula Area (R)	0	1	1	1	94
Northern Peninsula Area (R)	1	0	0	1	90
Northern Peninsula Area (R)	1	0	1	0	12
Northern Peninsula Area (R)	1	0	1	1	4
Northern Peninsula Area (R)	1	1	0	0	897
Northern Peninsula Area (R)	1	1	0	1	156
Northern Peninsula Area (R)	1	1	1	0	131
Northern Peninsula Area (R)	1	1	1	1	126
Palm Island (S)					62
Palm Island (S)	0	0	0	1	202
Palm Island (S)	0	0	1	0	7
Palm Island (S)	0	0	1	1	7
Palm Island (S)	0	1	0	0	345
Palm Island (S)	0	1	0	1	197
Palm Island (S)	0	1	1	0	19
Palm Island (S)	0	1	1	1	40
Palm Island (S)	1	0	0	1	146
Palm Island (S)	1	0	1	0	7
Palm Island (S)	1	0	1	1	15
Palm Island (S)	1	1	0	0	593
Palm Island (S)	1	1	0	1	201
Palm Island (S)	1	1	1	0	74
Palm Island (S)	1	1	1	1	61
Paroo (S)					19
Paroo (S)	0	0	0	1	49
Paroo (S)	0	0	1	0	3
Paroo (S)	0	1	0	0	154
Paroo (S)	0	1	0	1	29
Paroo (S)	0	1	1	0	24
Paroo (S)	0	1	1	1	3
Paroo (S)	1	0	0	1	83
Paroo (S)	1	0	1	0	7
Paroo (S)	1	0	1	1	3
Paroo (S)	1	1	0	0	238
Paroo (S)	1	1	0	1	16
Paroo (S)	1	1	1	0	48
Paroo (S)	1	1	1	1	6
Pormpuraaw (S)					39
Pormpuraaw (S)	0	0	0	1	34
Pormpuraaw (S)	0	1	0	0	114
Pormpuraaw (S)	0	1	0	1	24
Pormpuraaw (S)	0	1	1	0	4
Pormpuraaw (S)	0	1	1	1	11
Pormpuraaw (S)	1	0	0	1	26
Pormpuraaw (S)	1	0	1	0	3
Pormpuraaw (S)	1	1	0	0	190
Pormpuraaw (S)	1	1	0	1	42
Pormpuraaw (S)	1	1	1	0	8
Pormpuraaw (S)	1	1	1	1	27
Quilpie (S)	0	0	0	1	17
Quilpie (S)	0	1	0	0	47
Quilpie (S)	0	1	0	1	5
Quilpie (S)	0	1	1	0	3
Quilpie (S)	1	0	0	1	35
Quilpie (S)	1	0	1	0	8
Quilpie (S)	1	0	1	1	3
Quilpie (S)	1	1	0	0	207
Quilpie (S)	1	1	0	1	10
Quilpie (S)	1	1	1	0	21
Redland (C)					972
Redland (C)	0	0	0	1	4765
Redland (C)	0	0	1	0	1370
Redland (C)	0	0	1	1	865
Redland (C)	0	1	0	0	6716
Redland (C)	0	1	0	1	719
Redland (C)	0	1	1	0	1475
Redland (C)	0	1	1	1	359
Redland (C)	1	0	0	1	11607
Redland (C)	1	0	1	0	5559
Redland (C)	1	0	1	1	4375
Redland (C)	1	1	0	0	35695
Redland (C)	1	1	0	1	2417
Redland (C)	1	1	1	0	8329
Redland (C)	1	1	1	1	1837
Richmond (S)					4
Richmond (S)	0	0	0	1	26
Richmond (S)	0	0	1	0	3
Richmond (S)	0	1	0	0	38
Richmond (S)	0	1	0	1	4
Richmond (S)	0	1	1	0	11
Richmond (S)	1	0	0	1	30
Richmond (S)	1	0	1	0	7
Richmond (S)	1	0	1	1	7
Richmond (S)	1	1	0	0	182
Richmond (S)	1	1	0	1	14
Richmond (S)	1	1	1	1	9
Rockhampton (R)					765
Rockhampton (R)	0	0	0	1	2746
Rockhampton (R)	0	0	1	0	584
Rockhampton (R)	0	0	1	1	406
Rockhampton (R)	0	1	0	0	5259
Rockhampton (R)	0	1	0	1	574
Rockhampton (R)	0	1	1	0	1065
Rockhampton (R)	0	1	1	1	288
Rockhampton (R)	1	0	0	1	4586
Rockhampton (R)	1	0	1	0	1636
Rockhampton (R)	1	0	1	1	1320
Rockhampton (R)	1	1	0	0	18455
Rockhampton (R)	1	1	0	1	1316
Rockhampton (R)	1	1	1	0	3617
Rockhampton (R)	1	1	1	1	915
Scenic Rim (R)					242
Scenic Rim (R)	0	0	0	1	1142
Scenic Rim (R)	0	0	1	0	307
Scenic Rim (R)	0	0	1	1	147
Scenic Rim (R)	0	1	0	0	1979
Scenic Rim (R)	0	1	0	1	194
Scenic Rim (R)	0	1	1	0	404
Scenic Rim (R)	0	1	1	1	110
Scenic Rim (R)	1	0	0	1	2706
Scenic Rim (R)	1	0	1	0	1070
Scenic Rim (R)	1	0	1	1	777
Scenic Rim (R)	1	1	0	0	8741
Scenic Rim (R)	1	1	0	1	766
Scenic Rim (R)	1	1	1	0	2150
Scenic Rim (R)	1	1	1	1	569
Somerset (R)					174
Somerset (R)	0	0	0	1	708
Somerset (R)	0	0	1	0	141
Somerset (R)	0	0	1	1	100
Somerset (R)	0	1	0	0	1503
Somerset (R)	0	1	0	1	168
Somerset (R)	0	1	1	0	315
Somerset (R)	0	1	1	1	71
Somerset (R)	1	0	0	1	1504
Somerset (R)	1	0	1	0	499
Somerset (R)	1	0	1	1	420
Somerset (R)	1	1	0	0	5473
Somerset (R)	1	1	0	1	481
Somerset (R)	1	1	1	0	1195
Somerset (R)	1	1	1	1	256
South Burnett (R)					258
South Burnett (R)	0	0	0	1	960
South Burnett (R)	0	0	1	0	173
South Burnett (R)	0	0	1	1	92
South Burnett (R)	0	1	0	0	1931
South Burnett (R)	0	1	0	1	272
South Burnett (R)	0	1	1	0	400
South Burnett (R)	0	1	1	1	57
South Burnett (R)	1	0	0	1	1700
South Burnett (R)	1	0	1	0	498
South Burnett (R)	1	0	1	1	331
South Burnett (R)	1	1	0	0	6512
South Burnett (R)	1	1	0	1	651
South Burnett (R)	1	1	1	0	1443
South Burnett (R)	1	1	1	1	268
Southern Downs (R)					296
Southern Downs (R)	0	0	0	1	1014
Southern Downs (R)	0	0	1	0	194
Southern Downs (R)	0	0	1	1	123
Southern Downs (R)	0	1	0	0	1894
Southern Downs (R)	0	1	0	1	275
Southern Downs (R)	0	1	1	0	388
Southern Downs (R)	0	1	1	1	108
Southern Downs (R)	1	0	0	1	2055
Southern Downs (R)	1	0	1	0	715
Southern Downs (R)	1	0	1	1	593
Southern Downs (R)	1	1	0	0	7222
Southern Downs (R)	1	1	0	1	532
Southern Downs (R)	1	1	1	0	1853
Southern Downs (R)	1	1	1	1	481
Sunshine Coast (R)					1893
Sunshine Coast (R)	0	0	0	1	8692
Sunshine Coast (R)	0	0	1	0	2892
Sunshine Coast (R)	0	0	1	1	1266
Sunshine Coast (R)	0	1	0	0	13666
Sunshine Coast (R)	0	1	0	1	1542
Sunshine Coast (R)	0	1	1	0	3060
Sunshine Coast (R)	0	1	1	1	556
Sunshine Coast (R)	1	0	0	1	17104
Sunshine Coast (R)	1	0	1	0	8168
Sunshine Coast (R)	1	0	1	1	5322
Sunshine Coast (R)	1	1	0	0	68638
Sunshine Coast (R)	1	1	0	1	4372
Sunshine Coast (R)	1	1	1	0	14208
Sunshine Coast (R)	1	1	1	1	2627
Tablelands (R)					198
Tablelands (R)	0	0	0	1	718
Tablelands (R)	0	0	1	0	165
Tablelands (R)	0	0	1	1	89
Tablelands (R)	0	1	0	0	1374
Tablelands (R)	0	1	0	1	172
Tablelands (R)	0	1	1	0	312
Tablelands (R)	0	1	1	1	71
Tablelands (R)	1	0	0	1	1377
Tablelands (R)	1	0	1	0	413
Tablelands (R)	1	0	1	1	255
Tablelands (R)	1	1	0	0	4781
Tablelands (R)	1	1	0	1	420
Tablelands (R)	1	1	1	0	1054
Tablelands (R)	1	1	1	1	242
Toowoomba (R)					1238
Toowoomba (R)	0	0	0	1	4279
Toowoomba (R)	0	0	1	0	1158
Toowoomba (R)	0	0	1	1	728
Toowoomba (R)	0	1	0	0	8023
Toowoomba (R)	0	1	0	1	999
Toowoomba (R)	0	1	1	0	2007
Toowoomba (R)	0	1	1	1	517
Toowoomba (R)	1	0	0	1	8909
Toowoomba (R)	1	0	1	0	3811
Toowoomba (R)	1	0	1	1	2683
Toowoomba (R)	1	1	0	0	38428
Toowoomba (R)	1	1	0	1	2483
Toowoomba (R)	1	1	1	0	8535
Toowoomba (R)	1	1	1	1	2167
Torres (S)					63
Torres (S)	0	0	0	1	79
Torres (S)	0	0	1	0	14
Torres (S)	0	0	1	1	8
Torres (S)	0	1	0	0	261
Torres (S)	0	1	0	1	101
Torres (S)	0	1	1	0	60
Torres (S)	0	1	1	1	50
Torres (S)	1	0	0	1	184
Torres (S)	1	0	1	0	18
Torres (S)	1	0	1	1	41
Torres (S)	1	1	0	0	759
Torres (S)	1	1	0	1	257
Torres (S)	1	1	1	0	141
Torres (S)	1	1	1	1	99
Torres Strait Island (R)					79
Torres Strait Island (R)	0	0	0	1	192
Torres Strait Island (R)	0	0	1	0	10
Torres Strait Island (R)	0	0	1	1	3
Torres Strait Island (R)	0	1	0	0	768
Torres Strait Island (R)	0	1	0	1	126
Torres Strait Island (R)	0	1	1	0	23
Torres Strait Island (R)	0	1	1	1	4
Torres Strait Island (R)	1	0	0	1	236
Torres Strait Island (R)	1	0	1	0	12
Torres Strait Island (R)	1	0	1	1	15
Torres Strait Island (R)	1	1	0	0	1314
Torres Strait Island (R)	1	1	0	1	418
Torres Strait Island (R)	1	1	1	0	84
Torres Strait Island (R)	1	1	1	1	110
Townsville (C)					1694
Townsville (C)	0	0	0	1	5103
Townsville (C)	0	0	1	0	1721
Townsville (C)	0	0	1	1	910
Townsville (C)	0	1	0	0	10971
Townsville (C)	0	1	0	1	1274
Townsville (C)	0	1	1	0	2483
Townsville (C)	0	1	1	1	576
Townsville (C)	1	0	0	1	9312
Townsville (C)	1	0	1	0	5174
Townsville (C)	1	0	1	1	3268
Townsville (C)	1	1	0	0	44403
Townsville (C)	1	1	0	1	2872
Townsville (C)	1	1	1	0	9336
Townsville (C)	1	1	1	1	1812
Weipa (T)					12
Weipa (T)	0	0	0	1	42
Weipa (T)	0	0	1	0	13
Weipa (T)	0	0	1	1	9
Weipa (T)	0	1	0	0	115
Weipa (T)	0	1	0	1	25
Weipa (T)	0	1	1	0	10
Weipa (T)	0	1	1	1	3
Weipa (T)	1	0	0	1	181
Weipa (T)	1	0	1	0	43
Weipa (T)	1	0	1	1	49
Weipa (T)	1	1	0	0	1408
Weipa (T)	1	1	0	1	79
Weipa (T)	1	1	1	0	215
Weipa (T)	1	1	1	1	63
Western Downs (R)					209
Western Downs (R)	0	0	0	1	785
Western Downs (R)	0	0	1	0	160
Western Downs (R)	0	0	1	1	62
Western Downs (R)	0	1	0	0	1784
Western Downs (R)	0	1	0	1	193
Western Downs (R)	0	1	1	0	330
Western Downs (R)	0	1	1	1	84
Western Downs (R)	1	0	0	1	1585
Western Downs (R)	1	0	1	0	589
Western Downs (R)	1	0	1	1	473
Western Downs (R)	1	1	0	0	8438
Western Downs (R)	1	1	0	1	452
Western Downs (R)	1	1	1	0	1674
Western Downs (R)	1	1	1	1	287
Whitsunday (R)					191
Whitsunday (R)	0	0	0	1	655
Whitsunday (R)	0	0	1	0	180
Whitsunday (R)	0	0	1	1	87
Whitsunday (R)	0	1	0	0	1553
Whitsunday (R)	0	1	0	1	157
Whitsunday (R)	0	1	1	0	283
Whitsunday (R)	0	1	1	1	56
Whitsunday (R)	1	0	0	1	1480
Whitsunday (R)	1	0	1	0	514
Whitsunday (R)	1	0	1	1	328
Whitsunday (R)	1	1	0	0	7257
Whitsunday (R)	1	1	0	1	419
Whitsunday (R)	1	1	1	0	1157
Whitsunday (R)	1	1	1	1	207
Winton (S)					12
Winton (S)	0	0	0	1	15
Winton (S)	0	0	1	0	6
Winton (S)	0	1	0	0	52
Winton (S)	0	1	1	1	3
Winton (S)	1	0	0	1	52
Winton (S)	1	0	1	0	23
Winton (S)	1	0	1	1	10
Winton (S)	1	1	0	0	227
Winton (S)	1	1	0	1	24
Winton (S)	1	1	1	0	17
Winton (S)	1	1	1	1	5
Woorabinda (S)					47
Woorabinda (S)	0	0	0	1	59
Woorabinda (S)	0	0	1	0	9
Woorabinda (S)	0	1	0	0	212
Woorabinda (S)	0	1	0	1	80
Woorabinda (S)	0	1	1	0	30
Woorabinda (S)	0	1	1	1	6
Woorabinda (S)	1	0	0	1	18
Woorabinda (S)	1	0	1	0	9
Woorabinda (S)	1	0	1	1	5
Woorabinda (S)	1	1	0	0	159
Woorabinda (S)	1	1	0	1	71
Woorabinda (S)	1	1	1	0	36
Woorabinda (S)	1	1	1	1	17
Wujal Wujal (S)					18
Wujal Wujal (S)	0	0	0	1	44
Wujal Wujal (S)	0	0	1	0	3
Wujal Wujal (S)	0	1	0	0	37
Wujal Wujal (S)	0	1	0	1	8
Wujal Wujal (S)	1	0	0	1	25
Wujal Wujal (S)	1	1	0	0	86
Yarrabah (S)					89
Yarrabah (S)	0	0	0	1	184
Yarrabah (S)	0	0	1	0	8
Yarrabah (S)	0	0	1	1	39
Yarrabah (S)	0	1	0	0	391
Yarrabah (S)	0	1	0	1	137
Yarrabah (S)	0	1	1	0	71
Yarrabah (S)	0	1	1	1	54
Yarrabah (S)	1	0	0	1	155
Yarrabah (S)	1	0	1	0	8
Yarrabah (S)	1	0	1	1	29
Yarrabah (S)	1	1	0	0	494
Yarrabah (S)	1	1	0	1	291
Yarrabah (S)	1	1	1	0	109
Yarrabah (S)	1	1	1	1	133
Adelaide (C)					369
Adelaide (C)	0	0	0	1	282
Adelaide (C)	0	0	1	0	194
Adelaide (C)	0	0	1	1	70
Adelaide (C)	0	1	0	0	315
Adelaide (C)	0	1	0	1	10
Adelaide (C)	0	1	1	0	76
Adelaide (C)	0	1	1	1	8
Adelaide (C)	1	0	0	1	339
Adelaide (C)	1	0	1	0	333
Adelaide (C)	1	0	1	1	119
Adelaide (C)	1	1	0	0	1812
Adelaide (C)	1	1	0	1	28
Adelaide (C)	1	1	1	0	237
Adelaide (C)	1	1	1	1	3
Adelaide Hills (DC)					180
Adelaide Hills (DC)	0	0	0	1	853
Adelaide Hills (DC)	0	0	1	0	372
Adelaide Hills (DC)	0	0	1	1	168
Adelaide Hills (DC)	0	1	0	0	957
Adelaide Hills (DC)	0	1	0	1	99
Adelaide Hills (DC)	0	1	1	0	341
Adelaide Hills (DC)	0	1	1	1	48
Adelaide Hills (DC)	1	0	0	1	2909
Adelaide Hills (DC)	1	0	1	0	2101
Adelaide Hills (DC)	1	0	1	1	1387
Adelaide Hills (DC)	1	1	0	0	10203
Adelaide Hills (DC)	1	1	0	1	411
Adelaide Hills (DC)	1	1	1	0	2642
Adelaide Hills (DC)	1	1	1	1	480
Alexandrina (DC)					117
Alexandrina (DC)	0	0	0	1	660
Alexandrina (DC)	0	0	1	0	174
Alexandrina (DC)	0	0	1	1	105
Alexandrina (DC)	0	1	0	0	937
Alexandrina (DC)	0	1	0	1	122
Alexandrina (DC)	0	1	1	0	261
Alexandrina (DC)	0	1	1	1	63
Alexandrina (DC)	1	0	0	1	1486
Alexandrina (DC)	1	0	1	0	599
Alexandrina (DC)	1	0	1	1	462
Alexandrina (DC)	1	1	0	0	4998
Alexandrina (DC)	1	1	0	1	309
Alexandrina (DC)	1	1	1	0	1148
Alexandrina (DC)	1	1	1	1	205
Anangu Pitjantjatjara (AC)					80
Anangu Pitjantjatjara (AC)	0	0	0	1	106
Anangu Pitjantjatjara (AC)	0	0	1	0	11
Anangu Pitjantjatjara (AC)	0	1	0	0	202
Anangu Pitjantjatjara (AC)	0	1	0	1	93
Anangu Pitjantjatjara (AC)	0	1	1	0	39
Anangu Pitjantjatjara (AC)	0	1	1	1	11
Anangu Pitjantjatjara (AC)	1	0	0	1	94
Anangu Pitjantjatjara (AC)	1	0	1	0	13
Anangu Pitjantjatjara (AC)	1	0	1	1	10
Anangu Pitjantjatjara (AC)	1	1	0	0	636
Anangu Pitjantjatjara (AC)	1	1	0	1	148
Anangu Pitjantjatjara (AC)	1	1	1	0	74
Anangu Pitjantjatjara (AC)	1	1	1	1	32
Barossa (DC)					107
Barossa (DC)	0	0	0	1	501
Barossa (DC)	0	0	1	0	178
Barossa (DC)	0	0	1	1	86
Barossa (DC)	0	1	0	0	872
Barossa (DC)	0	1	0	1	63
Barossa (DC)	0	1	1	0	305
Barossa (DC)	0	1	1	1	31
Barossa (DC)	1	0	0	1	1555
Barossa (DC)	1	0	1	0	817
Barossa (DC)	1	0	1	1	628
Barossa (DC)	1	1	0	0	5815
Barossa (DC)	1	1	0	1	305
Barossa (DC)	1	1	1	0	1266
Barossa (DC)	1	1	1	1	170
Barunga West (DC)					5
Barunga West (DC)	0	0	0	1	57
Barunga West (DC)	0	0	1	0	16
Barunga West (DC)	0	0	1	1	7
Barunga West (DC)	0	1	0	0	74
Barunga West (DC)	0	1	0	1	7
Barunga West (DC)	0	1	1	0	13
Barunga West (DC)	0	1	1	1	6
Barunga West (DC)	1	0	0	1	126
Barunga West (DC)	1	0	1	0	31
Barunga West (DC)	1	0	1	1	49
Barunga West (DC)	1	1	0	0	464
Barunga West (DC)	1	1	0	1	23
Barunga West (DC)	1	1	1	0	104
Barunga West (DC)	1	1	1	1	3
Berri and Barmera (DC)					67
Berri and Barmera (DC)	0	0	0	1	376
Berri and Barmera (DC)	0	0	1	0	86
Berri and Barmera (DC)	0	0	1	1	37
Berri and Barmera (DC)	0	1	0	0	653
Berri and Barmera (DC)	0	1	0	1	57
Berri and Barmera (DC)	0	1	1	0	114
Berri and Barmera (DC)	0	1	1	1	38
Berri and Barmera (DC)	1	0	0	1	609
Berri and Barmera (DC)	1	0	1	0	227
Berri and Barmera (DC)	1	0	1	1	194
Berri and Barmera (DC)	1	1	0	0	2076
Berri and Barmera (DC)	1	1	0	1	137
Berri and Barmera (DC)	1	1	1	0	471
Berri and Barmera (DC)	1	1	1	1	113
Burnside (C)					334
Burnside (C)	0	0	0	1	940
Burnside (C)	0	0	1	0	666
Burnside (C)	0	0	1	1	247
Burnside (C)	0	1	0	0	1065
Burnside (C)	0	1	0	1	55
Burnside (C)	0	1	1	0	327
Burnside (C)	0	1	1	1	10
Burnside (C)	1	0	0	1	2361
Burnside (C)	1	0	1	0	3019
Burnside (C)	1	0	1	1	1355
Burnside (C)	1	1	0	0	11015
Burnside (C)	1	1	0	1	213
Burnside (C)	1	1	1	0	3275
Burnside (C)	1	1	1	1	237
Campbelltown (C) (SA)					510
Campbelltown (C) (SA)	0	0	0	1	1761
Campbelltown (C) (SA)	0	0	1	0	699
Campbelltown (C) (SA)	0	0	1	1	361
Campbelltown (C) (SA)	0	1	0	0	1663
Campbelltown (C) (SA)	0	1	0	1	151
Campbelltown (C) (SA)	0	1	1	0	420
Campbelltown (C) (SA)	0	1	1	1	55
Campbelltown (C) (SA)	1	0	0	1	4029
Campbelltown (C) (SA)	1	0	1	0	2432
Campbelltown (C) (SA)	1	0	1	1	1858
Campbelltown (C) (SA)	1	1	0	0	12163
Campbelltown (C) (SA)	1	1	0	1	417
Campbelltown (C) (SA)	1	1	1	0	2695
Campbelltown (C) (SA)	1	1	1	1	260
Ceduna (DC)					22
Ceduna (DC)	0	0	0	1	67
Ceduna (DC)	0	0	1	0	25
Ceduna (DC)	0	0	1	1	4
Ceduna (DC)	0	1	0	0	231
Ceduna (DC)	0	1	0	1	33
Ceduna (DC)	0	1	1	0	43
Ceduna (DC)	0	1	1	1	7
Ceduna (DC)	1	0	0	1	134
Ceduna (DC)	1	0	1	0	61
Ceduna (DC)	1	0	1	1	52
Ceduna (DC)	1	1	0	0	743
Ceduna (DC)	1	1	0	1	76
Ceduna (DC)	1	1	1	0	169
Ceduna (DC)	1	1	1	1	41
Charles Sturt (C)					1423
Charles Sturt (C)	0	0	0	1	4571
Charles Sturt (C)	0	0	1	0	1368
Charles Sturt (C)	0	0	1	1	780
Charles Sturt (C)	0	1	0	0	4067
Charles Sturt (C)	0	1	0	1	364
Charles Sturt (C)	0	1	1	0	1142
Charles Sturt (C)	0	1	1	1	246
Charles Sturt (C)	1	0	0	1	8028
Charles Sturt (C)	1	0	1	0	4205
Charles Sturt (C)	1	0	1	1	3356
Charles Sturt (C)	1	1	0	0	24082
Charles Sturt (C)	1	1	0	1	1002
Charles Sturt (C)	1	1	1	0	5038
Charles Sturt (C)	1	1	1	1	843
Clare and Gilbert Valleys (DC)					22
Clare and Gilbert Valleys (DC)	0	0	0	1	171
Clare and Gilbert Valleys (DC)	0	0	1	0	69
Clare and Gilbert Valleys (DC)	0	0	1	1	27
Clare and Gilbert Valleys (DC)	0	1	0	0	302
Clare and Gilbert Valleys (DC)	0	1	0	1	48
Clare and Gilbert Valleys (DC)	0	1	1	0	117
Clare and Gilbert Valleys (DC)	0	1	1	1	28
Clare and Gilbert Valleys (DC)	1	0	0	1	440
Clare and Gilbert Valleys (DC)	1	0	1	0	221
Clare and Gilbert Valleys (DC)	1	0	1	1	117
Clare and Gilbert Valleys (DC)	1	1	0	0	2111
Clare and Gilbert Valleys (DC)	1	1	0	1	74
Clare and Gilbert Valleys (DC)	1	1	1	0	352
Clare and Gilbert Valleys (DC)	1	1	1	1	47
Cleve (DC)					5
Cleve (DC)	0	0	0	1	28
Cleve (DC)	0	0	1	0	12
Cleve (DC)	0	0	1	1	4
Cleve (DC)	0	1	0	0	55
Cleve (DC)	0	1	0	1	5
Cleve (DC)	0	1	1	0	10
Cleve (DC)	1	0	0	1	40
Cleve (DC)	1	0	1	0	59
Cleve (DC)	1	0	1	1	14
Cleve (DC)	1	1	0	0	453
Cleve (DC)	1	1	0	1	10
Cleve (DC)	1	1	1	0	117
Cleve (DC)	1	1	1	1	16
Coober Pedy (DC)					21
Coober Pedy (DC)	0	0	0	1	62
Coober Pedy (DC)	0	0	1	0	3
Coober Pedy (DC)	0	0	1	1	9
Coober Pedy (DC)	0	1	0	0	98
Coober Pedy (DC)	0	1	0	1	5
Coober Pedy (DC)	0	1	1	0	17
Coober Pedy (DC)	0	1	1	1	3
Coober Pedy (DC)	1	0	0	1	56
Coober Pedy (DC)	1	0	1	0	23
Coober Pedy (DC)	1	0	1	1	8
Coober Pedy (DC)	1	1	0	0	292
Coober Pedy (DC)	1	1	0	1	16
Coober Pedy (DC)	1	1	1	0	34
Coober Pedy (DC)	1	1	1	1	8
Copper Coast (DC)					112
Copper Coast (DC)	0	0	0	1	378
Copper Coast (DC)	0	0	1	0	91
Copper Coast (DC)	0	0	1	1	61
Copper Coast (DC)	0	1	0	0	739
Copper Coast (DC)	0	1	0	1	69
Copper Coast (DC)	0	1	1	0	157
Copper Coast (DC)	0	1	1	1	35
Copper Coast (DC)	1	0	0	1	718
Copper Coast (DC)	1	0	1	0	305
Copper Coast (DC)	1	0	1	1	206
Copper Coast (DC)	1	1	0	0	2395
Copper Coast (DC)	1	1	0	1	170
Copper Coast (DC)	1	1	1	0	531
Copper Coast (DC)	1	1	1	1	121
Elliston (DC)					10
Elliston (DC)	0	0	0	1	18
Elliston (DC)	0	0	1	0	4
Elliston (DC)	0	1	0	0	22
Elliston (DC)	0	1	1	0	3
Elliston (DC)	1	0	0	1	48
Elliston (DC)	1	0	1	0	18
Elliston (DC)	1	1	0	0	310
Elliston (DC)	1	1	0	1	4
Elliston (DC)	1	1	1	0	27
Elliston (DC)	1	1	1	1	11
Flinders Ranges (DC)					3
Flinders Ranges (DC)	0	0	0	1	35
Flinders Ranges (DC)	0	0	1	0	17
Flinders Ranges (DC)	0	0	1	1	3
Flinders Ranges (DC)	0	1	0	0	69
Flinders Ranges (DC)	0	1	0	1	6
Flinders Ranges (DC)	0	1	1	0	12
Flinders Ranges (DC)	1	0	0	1	71
Flinders Ranges (DC)	1	0	1	0	33
Flinders Ranges (DC)	1	0	1	1	13
Flinders Ranges (DC)	1	1	0	0	264
Flinders Ranges (DC)	1	1	0	1	29
Flinders Ranges (DC)	1	1	1	0	75
Flinders Ranges (DC)	1	1	1	1	9
Franklin Harbour (DC)					3
Franklin Harbour (DC)	0	0	0	1	14
Franklin Harbour (DC)	0	0	1	1	4
Franklin Harbour (DC)	0	1	0	0	36
Franklin Harbour (DC)	1	0	0	1	70
Franklin Harbour (DC)	1	0	1	0	16
Franklin Harbour (DC)	1	0	1	1	14
Franklin Harbour (DC)	1	1	0	0	269
Franklin Harbour (DC)	1	1	0	1	16
Franklin Harbour (DC)	1	1	1	0	53
Franklin Harbour (DC)	1	1	1	1	6
Gawler (T)					152
Gawler (T)	0	0	0	1	844
Gawler (T)	0	0	1	0	346
Gawler (T)	0	0	1	1	168
Gawler (T)	0	1	0	0	1418
Gawler (T)	0	1	0	1	140
Gawler (T)	0	1	1	0	303
Gawler (T)	0	1	1	1	70
Gawler (T)	1	0	0	1	1609
Gawler (T)	1	0	1	0	637
Gawler (T)	1	0	1	1	542
Gawler (T)	1	1	0	0	4720
Gawler (T)	1	1	0	1	322
Gawler (T)	1	1	1	0	960
Gawler (T)	1	1	1	1	285
Goyder (DC)					25
Goyder (DC)	0	0	0	1	84
Goyder (DC)	0	0	1	0	39
Goyder (DC)	0	0	1	1	11
Goyder (DC)	0	1	0	0	120
Goyder (DC)	0	1	0	1	15
Goyder (DC)	0	1	1	0	28
Goyder (DC)	0	1	1	1	14
Goyder (DC)	1	0	0	1	198
Goyder (DC)	1	0	1	0	83
Goyder (DC)	1	0	1	1	67
Goyder (DC)	1	1	0	0	889
Goyder (DC)	1	1	0	1	26
Goyder (DC)	1	1	1	0	216
Goyder (DC)	1	1	1	1	63
Grant (DC)					27
Grant (DC)	0	0	0	1	123
Grant (DC)	0	0	1	0	39
Grant (DC)	0	0	1	1	19
Grant (DC)	0	1	0	0	179
Grant (DC)	0	1	0	1	22
Grant (DC)	0	1	1	0	61
Grant (DC)	0	1	1	1	19
