LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Bellingen (A)	0	0	1	1	66
Bellingen (A)	0	1	0	0	690
Bellingen (A)	0	1	0	1	101
Bellingen (A)	0	1	1	0	204
Bellingen (A)	0	1	1	1	33
Bellingen (A)	1	0	0	1	652
Bellingen (A)	1	0	1	0	336
Bellingen (A)	1	0	1	1	162
Bellingen (A)	1	1	0	0	2515
Bellingen (A)	1	1	0	1	129
Bellingen (A)	1	1	1	0	572
Bellingen (A)	1	1	1	1	64
Berrigan (A)					41
Berrigan (A)	0	0	0	1	172
Berrigan (A)	0	0	1	0	62
Berrigan (A)	0	0	1	1	18
Berrigan (A)	0	1	0	0	331
Berrigan (A)	0	1	0	1	40
Berrigan (A)	0	1	1	0	78
Berrigan (A)	0	1	1	1	12
Berrigan (A)	1	0	0	1	397
Berrigan (A)	1	0	1	0	160
Berrigan (A)	1	0	1	1	116
Berrigan (A)	1	1	0	0	1647
Berrigan (A)	1	1	0	1	116
Berrigan (A)	1	1	1	0	373
Berrigan (A)	1	1	1	1	56
Blacktown (C)					3205
Blacktown (C)	0	0	0	1	13655
Blacktown (C)	0	0	1	0	3078
Blacktown (C)	0	0	1	1	2709
Blacktown (C)	0	1	0	0	16493
Blacktown (C)	0	1	0	1	2949
Blacktown (C)	0	1	1	0	4523
Blacktown (C)	0	1	1	1	1652
Blacktown (C)	1	0	0	1	30368
Blacktown (C)	1	0	1	0	13165
Blacktown (C)	1	0	1	1	12977
Blacktown (C)	1	1	0	0	102301
Blacktown (C)	1	1	0	1	7158
Blacktown (C)	1	1	1	0	23269
Blacktown (C)	1	1	1	1	6081
Bland (A)					40
Bland (A)	0	0	0	1	170
Bland (A)	0	0	1	0	32
Bland (A)	0	0	1	1	21
Bland (A)	0	1	0	0	301
Bland (A)	0	1	0	1	16
Bland (A)	0	1	1	0	55
Bland (A)	0	1	1	1	3
Bland (A)	1	0	0	1	269
Bland (A)	1	0	1	0	99
Bland (A)	1	0	1	1	91
Bland (A)	1	1	0	0	1379
Bland (A)	1	1	0	1	64
Bland (A)	1	1	1	0	279
Bland (A)	1	1	1	1	72
Blayney (A)					50
Blayney (A)	0	0	0	1	213
Blayney (A)	0	0	1	0	56
Blayney (A)	0	0	1	1	23
Blayney (A)	0	1	0	0	339
Blayney (A)	0	1	0	1	35
Blayney (A)	0	1	1	0	84
Blayney (A)	0	1	1	1	9
Blayney (A)	1	0	0	1	424
Blayney (A)	1	0	1	0	175
Blayney (A)	1	0	1	1	154
Blayney (A)	1	1	0	0	1789
Blayney (A)	1	1	0	1	110
Blayney (A)	1	1	1	0	451
Blayney (A)	1	1	1	1	89
Blue Mountains (C)					457
Blue Mountains (C)	0	0	0	1	2458
Blue Mountains (C)	0	0	1	0	800
Blue Mountains (C)	0	0	1	1	421
Blue Mountains (C)	0	1	0	0	3029
Blue Mountains (C)	0	1	0	1	349
Blue Mountains (C)	0	1	1	0	787
Blue Mountains (C)	0	1	1	1	138
Blue Mountains (C)	1	0	0	1	5532
Blue Mountains (C)	1	0	1	0	2927
Blue Mountains (C)	1	0	1	1	1945
Blue Mountains (C)	1	1	0	0	18479
Blue Mountains (C)	1	1	0	1	1010
Blue Mountains (C)	1	1	1	0	4448
Blue Mountains (C)	1	1	1	1	860
Bogan (A)					22
Bogan (A)	0	0	0	1	83
Bogan (A)	0	0	1	0	17
Bogan (A)	0	0	1	1	3
Bogan (A)	0	1	0	0	146
Bogan (A)	0	1	0	1	4
Bogan (A)	0	1	1	0	10
Bogan (A)	0	1	1	1	12
Bogan (A)	1	0	0	1	141
Bogan (A)	1	0	1	0	60
Bogan (A)	1	0	1	1	47
Bogan (A)	1	1	0	0	574
Bogan (A)	1	1	0	1	49
Bogan (A)	1	1	1	0	112
Bogan (A)	1	1	1	1	33
Botany Bay (C)					721
Botany Bay (C)	0	0	0	1	1873
Botany Bay (C)	0	0	1	0	478
Botany Bay (C)	0	0	1	1	270
Botany Bay (C)	0	1	0	0	1496
Botany Bay (C)	0	1	0	1	210
Botany Bay (C)	0	1	1	0	344
Botany Bay (C)	0	1	1	1	88
Botany Bay (C)	1	0	0	1	3373
Botany Bay (C)	1	0	1	0	1511
Botany Bay (C)	1	0	1	1	1354
Botany Bay (C)	1	1	0	0	12140
Botany Bay (C)	1	1	0	1	552
Botany Bay (C)	1	1	1	0	1978
Botany Bay (C)	1	1	1	1	430
Bourke (A)					24
Bourke (A)	0	0	0	1	111
Bourke (A)	0	0	1	0	5
Bourke (A)	0	0	1	1	5
Bourke (A)	0	1	0	0	207
Bourke (A)	0	1	0	1	35
Bourke (A)	0	1	1	0	27
Bourke (A)	0	1	1	1	3
Bourke (A)	1	0	0	1	91
Bourke (A)	1	0	1	0	23
Bourke (A)	1	0	1	1	36
Bourke (A)	1	1	0	0	541
Bourke (A)	1	1	0	1	44
Bourke (A)	1	1	1	0	97
Bourke (A)	1	1	1	1	3
Brewarrina (A)					41
Brewarrina (A)	0	0	0	1	85
Brewarrina (A)	0	0	1	0	6
Brewarrina (A)	0	1	0	0	266
Brewarrina (A)	0	1	0	1	12
Brewarrina (A)	0	1	1	0	26
Brewarrina (A)	0	1	1	1	9
Brewarrina (A)	1	0	0	1	47
Brewarrina (A)	1	0	1	0	13
Brewarrina (A)	1	0	1	1	4
Brewarrina (A)	1	1	0	0	285
Brewarrina (A)	1	1	0	1	16
Brewarrina (A)	1	1	1	0	47
Brewarrina (A)	1	1	1	1	34
Broken Hill (C)					163
Broken Hill (C)	0	0	0	1	772
Broken Hill (C)	0	0	1	0	143
Broken Hill (C)	0	0	1	1	77
Broken Hill (C)	0	1	0	0	1294
Broken Hill (C)	0	1	0	1	142
Broken Hill (C)	0	1	1	0	265
Broken Hill (C)	0	1	1	1	90
Broken Hill (C)	1	0	0	1	1133
Broken Hill (C)	1	0	1	0	231
Broken Hill (C)	1	0	1	1	194
Broken Hill (C)	1	1	0	0	2906
Broken Hill (C)	1	1	0	1	301
Broken Hill (C)	1	1	1	0	531
Broken Hill (C)	1	1	1	1	189
Burwood (A)					630
Burwood (A)	0	0	0	1	1314
Burwood (A)	0	0	1	0	493
Burwood (A)	0	0	1	1	205
Burwood (A)	0	1	0	0	912
Burwood (A)	0	1	0	1	65
Burwood (A)	0	1	1	0	266
Burwood (A)	0	1	1	1	46
Burwood (A)	1	0	0	1	2713
Burwood (A)	1	0	1	0	1719
Burwood (A)	1	0	1	1	1188
Burwood (A)	1	1	0	0	7434
Burwood (A)	1	1	0	1	266
Burwood (A)	1	1	1	0	1668
Burwood (A)	1	1	1	1	231
Byron (A)					192
Byron (A)	0	0	0	1	963
Byron (A)	0	0	1	0	456
Byron (A)	0	0	1	1	138
Byron (A)	0	1	0	0	1645
Byron (A)	0	1	0	1	93
Byron (A)	0	1	1	0	319
Byron (A)	0	1	1	1	52
Byron (A)	1	0	0	1	1438
Byron (A)	1	0	1	0	677
Byron (A)	1	0	1	1	396
Byron (A)	1	1	0	0	6381
Byron (A)	1	1	0	1	309
Byron (A)	1	1	1	0	1190
Byron (A)	1	1	1	1	132
Cabonne (A)					75
Cabonne (A)	0	0	0	1	306
Cabonne (A)	0	0	1	0	72
Cabonne (A)	0	0	1	1	24
Cabonne (A)	0	1	0	0	540
Cabonne (A)	0	1	0	1	48
Cabonne (A)	0	1	1	0	107
Cabonne (A)	0	1	1	1	14
Cabonne (A)	1	0	0	1	863
Cabonne (A)	1	0	1	0	407
Cabonne (A)	1	0	1	1	264
Cabonne (A)	1	1	0	0	3563
Cabonne (A)	1	1	0	1	196
Cabonne (A)	1	1	1	0	908
Cabonne (A)	1	1	1	1	170
Camden (A)					467
Camden (A)	0	0	0	1	2272
Camden (A)	0	0	1	0	593
Camden (A)	0	0	1	1	563
Camden (A)	0	1	0	0	3134
Camden (A)	0	1	0	1	499
Camden (A)	0	1	1	0	810
Camden (A)	0	1	1	1	262
Camden (A)	1	0	0	1	6769
Camden (A)	1	0	1	0	2487
Camden (A)	1	0	1	1	2747
Camden (A)	1	1	0	0	25828
Camden (A)	1	1	0	1	2143
Camden (A)	1	1	1	0	5160
Camden (A)	1	1	1	1	1367
Campbelltown (C) (NSW)					1413
Campbelltown (C) (NSW)	0	0	0	1	7466
Campbelltown (C) (NSW)	0	0	1	0	1499
Campbelltown (C) (NSW)	0	0	1	1	1295
Campbelltown (C) (NSW)	0	1	0	0	9992
Campbelltown (C) (NSW)	0	1	0	1	1689
Campbelltown (C) (NSW)	0	1	1	0	2412
Campbelltown (C) (NSW)	0	1	1	1	858
Campbelltown (C) (NSW)	1	0	0	1	15273
Campbelltown (C) (NSW)	1	0	1	0	4998
Campbelltown (C) (NSW)	1	0	1	1	5221
Campbelltown (C) (NSW)	1	1	0	0	39447
Campbelltown (C) (NSW)	1	1	0	1	3932
Campbelltown (C) (NSW)	1	1	1	0	9185
Campbelltown (C) (NSW)	1	1	1	1	2968
Canada Bay (A)					1093
Canada Bay (A)	0	0	0	1	2729
Canada Bay (A)	0	0	1	0	1005
Canada Bay (A)	0	0	1	1	396
Canada Bay (A)	0	1	0	0	2249
Canada Bay (A)	0	1	0	1	181
Canada Bay (A)	0	1	1	0	499
Canada Bay (A)	0	1	1	1	35
Canada Bay (A)	1	0	0	1	6169
Canada Bay (A)	1	0	1	0	3185
Canada Bay (A)	1	0	1	1	2410
Canada Bay (A)	1	1	0	0	23335
Canada Bay (A)	1	1	0	1	495
Canada Bay (A)	1	1	1	0	3650
Canada Bay (A)	1	1	1	1	417
Canterbury-Bankstown (A)					4134
Canterbury-Bankstown (A)	0	0	0	1	15600
Canterbury-Bankstown (A)	0	0	1	0	3910
Canterbury-Bankstown (A)	0	0	1	1	2830
Canterbury-Bankstown (A)	0	1	0	0	13774
Canterbury-Bankstown (A)	0	1	0	1	1938
Canterbury-Bankstown (A)	0	1	1	0	4151
Canterbury-Bankstown (A)	0	1	1	1	1470
Canterbury-Bankstown (A)	1	0	0	1	32865
Canterbury-Bankstown (A)	1	0	1	0	13113
Canterbury-Bankstown (A)	1	0	1	1	12652
Canterbury-Bankstown (A)	1	1	0	0	93271
Canterbury-Bankstown (A)	1	1	0	1	5766
Canterbury-Bankstown (A)	1	1	1	0	23077
Canterbury-Bankstown (A)	1	1	1	1	6349
Carrathool (A)					29
Carrathool (A)	0	0	0	1	81
Carrathool (A)	0	0	1	0	10
Carrathool (A)	0	1	0	0	104
Carrathool (A)	0	1	1	0	21
Carrathool (A)	0	1	1	1	3
Carrathool (A)	1	0	0	1	147
Carrathool (A)	1	0	1	0	38
Carrathool (A)	1	0	1	1	27
Carrathool (A)	1	1	0	0	651
Carrathool (A)	1	1	0	1	49
Carrathool (A)	1	1	1	0	135
Carrathool (A)	1	1	1	1	23
Central Coast (C) (NSW)					2480
Central Coast (C) (NSW)	0	0	0	1	13715
Central Coast (C) (NSW)	0	0	1	0	3205
Central Coast (C) (NSW)	0	0	1	1	2212
Central Coast (C) (NSW)	0	1	0	0	17179
Central Coast (C) (NSW)	0	1	0	1	2482
Central Coast (C) (NSW)	0	1	1	0	4010
Central Coast (C) (NSW)	0	1	1	1	1055
Central Coast (C) (NSW)	1	0	0	1	23892
Central Coast (C) (NSW)	1	0	1	0	9242
Central Coast (C) (NSW)	1	0	1	1	8482
Central Coast (C) (NSW)	1	1	0	0	73365
Central Coast (C) (NSW)	1	1	0	1	5724
Central Coast (C) (NSW)	1	1	1	0	15903
Central Coast (C) (NSW)	1	1	1	1	3639
Central Darling (A)					12
Central Darling (A)	0	0	0	1	112
Central Darling (A)	0	0	1	0	5
Central Darling (A)	0	0	1	1	10
Central Darling (A)	0	1	0	0	129
Central Darling (A)	0	1	0	1	35
Central Darling (A)	0	1	1	0	37
Central Darling (A)	0	1	1	1	4
Central Darling (A)	1	0	0	1	100
Central Darling (A)	1	0	1	0	14
Central Darling (A)	1	0	1	1	10
Central Darling (A)	1	1	0	0	320
Central Darling (A)	1	1	0	1	36
Central Darling (A)	1	1	1	0	50
Central Darling (A)	1	1	1	1	13
Cessnock (C)					431
Cessnock (C)	0	0	0	1	2185
Cessnock (C)	0	0	1	0	421
Cessnock (C)	0	0	1	1	266
Cessnock (C)	0	1	0	0	4023
Cessnock (C)	0	1	0	1	544
Cessnock (C)	0	1	1	0	695
Cessnock (C)	0	1	1	1	208
Cessnock (C)	1	0	0	1	4035
Cessnock (C)	1	0	1	0	1055
Cessnock (C)	1	0	1	1	1193
Cessnock (C)	1	1	0	0	12115
Cessnock (C)	1	1	0	1	1133
Cessnock (C)	1	1	1	0	2511
Cessnock (C)	1	1	1	1	804
Clarence Valley (A)					400
Clarence Valley (A)	0	0	0	1	1765
Clarence Valley (A)	0	0	1	0	402
Clarence Valley (A)	0	0	1	1	274
Clarence Valley (A)	0	1	0	0	2928
Clarence Valley (A)	0	1	0	1	404
Clarence Valley (A)	0	1	1	0	575
Clarence Valley (A)	0	1	1	1	136
Clarence Valley (A)	1	0	0	1	2966
Clarence Valley (A)	1	0	1	0	1039
Clarence Valley (A)	1	0	1	1	674
Clarence Valley (A)	1	1	0	0	8468
Clarence Valley (A)	1	1	0	1	848
Clarence Valley (A)	1	1	1	0	2243
Clarence Valley (A)	1	1	1	1	601
Cobar (A)					34
Cobar (A)	0	0	0	1	145
Cobar (A)	0	0	1	0	21
Cobar (A)	0	0	1	1	3
Cobar (A)	0	1	0	0	244
Cobar (A)	0	1	0	1	8
Cobar (A)	0	1	1	0	27
Cobar (A)	0	1	1	1	9
Cobar (A)	1	0	0	1	172
Cobar (A)	1	0	1	0	83
Cobar (A)	1	0	1	1	64
Cobar (A)	1	1	0	0	1202
Cobar (A)	1	1	0	1	74
Cobar (A)	1	1	1	0	230
Cobar (A)	1	1	1	1	20
Coffs Harbour (C)					433
Coffs Harbour (C)	0	0	0	1	2654
Coffs Harbour (C)	0	0	1	0	678
Coffs Harbour (C)	0	0	1	1	395
Coffs Harbour (C)	0	1	0	0	4164
Coffs Harbour (C)	0	1	0	1	510
Coffs Harbour (C)	0	1	1	0	1089
Coffs Harbour (C)	0	1	1	1	217
Coffs Harbour (C)	1	0	0	1	4284
Coffs Harbour (C)	1	0	1	0	1691
Coffs Harbour (C)	1	0	1	1	1213
Coffs Harbour (C)	1	1	0	0	15317
Coffs Harbour (C)	1	1	0	1	1013
Coffs Harbour (C)	1	1	1	0	3357
Coffs Harbour (C)	1	1	1	1	597
Coolamon (A)					40
Coolamon (A)	0	0	0	1	85
Coolamon (A)	0	0	1	0	8
Coolamon (A)	0	0	1	1	26
Coolamon (A)	0	1	0	0	227
Coolamon (A)	0	1	0	1	13
Coolamon (A)	0	1	1	0	47
Coolamon (A)	0	1	1	1	14
Coolamon (A)	1	0	0	1	273
Coolamon (A)	1	0	1	0	81
Coolamon (A)	1	0	1	1	62
Coolamon (A)	1	1	0	0	898
Coolamon (A)	1	1	0	1	57
Coolamon (A)	1	1	1	0	322
Coolamon (A)	1	1	1	1	92
Coonamble (A)					42
Coonamble (A)	0	0	0	1	137
Coonamble (A)	0	0	1	0	19
Coonamble (A)	0	0	1	1	4
Coonamble (A)	0	1	0	0	360
Coonamble (A)	0	1	0	1	64
Coonamble (A)	0	1	1	0	49
Coonamble (A)	0	1	1	1	10
Coonamble (A)	1	0	0	1	194
Coonamble (A)	1	0	1	0	66
Coonamble (A)	1	0	1	1	27
Coonamble (A)	1	1	0	0	627
Coonamble (A)	1	1	0	1	68
Coonamble (A)	1	1	1	0	101
Coonamble (A)	1	1	1	1	45
Cowra (A)					140
Cowra (A)	0	0	0	1	369
Cowra (A)	0	0	1	0	88
Cowra (A)	0	0	1	1	46
Cowra (A)	0	1	0	0	660
Cowra (A)	0	1	0	1	93
Cowra (A)	0	1	1	0	143
Cowra (A)	0	1	1	1	25
Cowra (A)	1	0	0	1	849
Cowra (A)	1	0	1	0	224
Cowra (A)	1	0	1	1	212
Cowra (A)	1	1	0	0	2340
Cowra (A)	1	1	0	1	209
Cowra (A)	1	1	1	0	562
Cowra (A)	1	1	1	1	95
Cumberland (A)					2949
Cumberland (A)	0	0	0	1	8544
Cumberland (A)	0	0	1	0	1908
Cumberland (A)	0	0	1	1	1690
Cumberland (A)	0	1	0	0	7524
Cumberland (A)	0	1	0	1	1026
Cumberland (A)	0	1	1	0	2129
Cumberland (A)	0	1	1	1	848
Cumberland (A)	1	0	0	1	18311
Cumberland (A)	1	0	1	0	7360
Cumberland (A)	1	0	1	1	7592
Cumberland (A)	1	1	0	0	62318
Cumberland (A)	1	1	0	1	3618
Cumberland (A)	1	1	1	0	13447
Cumberland (A)	1	1	1	1	4344
Dungog (A)					47
Dungog (A)	0	0	0	1	267
Dungog (A)	0	0	1	0	49
Dungog (A)	0	0	1	1	40
Dungog (A)	0	1	0	0	413
Dungog (A)	0	1	0	1	53
Dungog (A)	0	1	1	0	72
Dungog (A)	0	1	1	1	13
Dungog (A)	1	0	0	1	698
Dungog (A)	1	0	1	0	275
Dungog (A)	1	0	1	1	189
Dungog (A)	1	1	0	0	1923
Dungog (A)	1	1	0	1	166
Dungog (A)	1	1	1	0	520
Dungog (A)	1	1	1	1	115
Edward River (A)					65
Edward River (A)	0	0	0	1	268
Edward River (A)	0	0	1	0	76
Edward River (A)	0	0	1	1	46
Edward River (A)	0	1	0	0	400
Edward River (A)	0	1	0	1	49
Edward River (A)	0	1	1	0	93
Edward River (A)	0	1	1	1	21
Edward River (A)	1	0	0	1	414
Edward River (A)	1	0	1	0	188
Edward River (A)	1	0	1	1	129
Edward River (A)	1	1	0	0	1788
Edward River (A)	1	1	0	1	134
Edward River (A)	1	1	1	0	382
Edward River (A)	1	1	1	1	68
Eurobodalla (A)					221
Eurobodalla (A)	0	0	0	1	1245
Eurobodalla (A)	0	0	1	0	287
Eurobodalla (A)	0	0	1	1	158
Eurobodalla (A)	0	1	0	0	1849
Eurobodalla (A)	0	1	0	1	221
Eurobodalla (A)	0	1	1	0	421
Eurobodalla (A)	0	1	1	1	67
Eurobodalla (A)	1	0	0	1	1978
Eurobodalla (A)	1	0	1	0	688
Eurobodalla (A)	1	0	1	1	364
Eurobodalla (A)	1	1	0	0	5635
Eurobodalla (A)	1	1	0	1	512
Eurobodalla (A)	1	1	1	0	1230
Eurobodalla (A)	1	1	1	1	290
Fairfield (C)					2708
Fairfield (C)	0	0	0	1	11762
Fairfield (C)	0	0	1	0	2892
Fairfield (C)	0	0	1	1	2301
Fairfield (C)	0	1	0	0	10624
Fairfield (C)	0	1	0	1	1750
Fairfield (C)	0	1	1	0	3433
Fairfield (C)	0	1	1	1	1096
Fairfield (C)	1	0	0	1	24297
Fairfield (C)	1	0	1	0	8227
Fairfield (C)	1	0	1	1	10050
Fairfield (C)	1	1	0	0	43132
Fairfield (C)	1	1	0	1	4335
Fairfield (C)	1	1	1	0	13951
Fairfield (C)	1	1	1	1	4591
Federation (A)					79
Federation (A)	0	0	0	1	302
Federation (A)	0	0	1	0	72
Federation (A)	0	0	1	1	60
Federation (A)	0	1	0	0	511
Federation (A)	0	1	0	1	71
Federation (A)	0	1	1	0	124
Federation (A)	0	1	1	1	16
Federation (A)	1	0	0	1	626
Federation (A)	1	0	1	0	230
Federation (A)	1	0	1	1	228
Federation (A)	1	1	0	0	2443
Federation (A)	1	1	0	1	153
Federation (A)	1	1	1	0	532
Federation (A)	1	1	1	1	106
Forbes (A)					78
Forbes (A)	0	0	0	1	310
Forbes (A)	0	0	1	0	62
Forbes (A)	0	0	1	1	40
Forbes (A)	0	1	0	0	528
Forbes (A)	0	1	0	1	20
Forbes (A)	0	1	1	0	114
Forbes (A)	0	1	1	1	30
Forbes (A)	1	0	0	1	503
Forbes (A)	1	0	1	0	162
Forbes (A)	1	0	1	1	137
Forbes (A)	1	1	0	0	2059
Forbes (A)	1	1	0	1	187
Forbes (A)	1	1	1	0	441
Forbes (A)	1	1	1	1	79
Georges River (A)					1929
Georges River (A)	0	0	0	1	5547
Georges River (A)	0	0	1	0	2000
Georges River (A)	0	0	1	1	1048
Georges River (A)	0	1	0	0	4255
Georges River (A)	0	1	0	1	460
Georges River (A)	0	1	1	0	1193
Georges River (A)	0	1	1	1	270
Georges River (A)	1	0	0	1	12894
Georges River (A)	1	0	1	0	7458
Georges River (A)	1	0	1	1	5289
Georges River (A)	1	1	0	0	37621
Georges River (A)	1	1	0	1	1692
Georges River (A)	1	1	1	0	8277
Georges River (A)	1	1	1	1	1427
Gilgandra (A)					52
Gilgandra (A)	0	0	0	1	125
Gilgandra (A)	0	0	1	0	26
Gilgandra (A)	0	0	1	1	10
Gilgandra (A)	0	1	0	0	264
Gilgandra (A)	0	1	0	1	65
Gilgandra (A)	0	1	1	0	60
Gilgandra (A)	0	1	1	1	13
Gilgandra (A)	1	0	0	1	205
Gilgandra (A)	1	0	1	0	94
Gilgandra (A)	1	0	1	1	19
Gilgandra (A)	1	1	0	0	828
Gilgandra (A)	1	1	0	1	81
Gilgandra (A)	1	1	1	0	190
Gilgandra (A)	1	1	1	1	28
Glen Innes Severn (A)					65
Glen Innes Severn (A)	0	0	0	1	253
Glen Innes Severn (A)	0	0	1	0	62
Glen Innes Severn (A)	0	0	1	1	25
Glen Innes Severn (A)	0	1	0	0	471
Glen Innes Severn (A)	0	1	0	1	65
Glen Innes Severn (A)	0	1	1	0	102
Glen Innes Severn (A)	0	1	1	1	23
Glen Innes Severn (A)	1	0	0	1	402
Glen Innes Severn (A)	1	0	1	0	196
Glen Innes Severn (A)	1	0	1	1	99
Glen Innes Severn (A)	1	1	0	0	1595
Glen Innes Severn (A)	1	1	0	1	110
Glen Innes Severn (A)	1	1	1	0	306
Glen Innes Severn (A)	1	1	1	1	43
Goulburn Mulwaree (A)					234
Goulburn Mulwaree (A)	0	0	0	1	1006
Goulburn Mulwaree (A)	0	0	1	0	250
Goulburn Mulwaree (A)	0	0	1	1	111
Goulburn Mulwaree (A)	0	1	0	0	1597
Goulburn Mulwaree (A)	0	1	0	1	230
Goulburn Mulwaree (A)	0	1	1	0	337
Goulburn Mulwaree (A)	0	1	1	1	80
Goulburn Mulwaree (A)	1	0	0	1	2048
Goulburn Mulwaree (A)	1	0	1	0	567
Goulburn Mulwaree (A)	1	0	1	1	505
Goulburn Mulwaree (A)	1	1	0	0	6132
Goulburn Mulwaree (A)	1	1	0	1	564
Goulburn Mulwaree (A)	1	1	1	0	1309
Goulburn Mulwaree (A)	1	1	1	1	349
Greater Hume Shire (A)					36
Greater Hume Shire (A)	0	0	0	1	249
Greater Hume Shire (A)	0	0	1	0	59
Greater Hume Shire (A)	0	0	1	1	33
Greater Hume Shire (A)	0	1	0	0	403
Greater Hume Shire (A)	0	1	0	1	67
Greater Hume Shire (A)	0	1	1	0	111
Greater Hume Shire (A)	0	1	1	1	11
Greater Hume Shire (A)	1	0	0	1	565
Greater Hume Shire (A)	1	0	1	0	277
Greater Hume Shire (A)	1	0	1	1	238
Greater Hume Shire (A)	1	1	0	0	2624
Greater Hume Shire (A)	1	1	0	1	181
Greater Hume Shire (A)	1	1	1	0	637
Greater Hume Shire (A)	1	1	1	1	164
Griffith (C)					215
Griffith (C)	0	0	0	1	734
Griffith (C)	0	0	1	0	128
Griffith (C)	0	0	1	1	88
Griffith (C)	0	1	0	0	1134
Griffith (C)	0	1	0	1	194
Griffith (C)	0	1	1	0	209
Griffith (C)	0	1	1	1	68
Griffith (C)	1	0	0	1	1918
Griffith (C)	1	0	1	0	531
Griffith (C)	1	0	1	1	509
Griffith (C)	1	1	0	0	6490
Griffith (C)	1	1	0	1	515
Griffith (C)	1	1	1	0	1371
Griffith (C)	1	1	1	1	404
Gundagai (A)					87
Gundagai (A)	0	0	0	1	328
Gundagai (A)	0	0	1	0	60
Gundagai (A)	0	0	1	1	34
Gundagai (A)	0	1	0	0	549
Gundagai (A)	0	1	0	1	47
Gundagai (A)	0	1	1	0	133
Gundagai (A)	0	1	1	1	24
Gundagai (A)	1	0	0	1	569
Gundagai (A)	1	0	1	0	216
Gundagai (A)	1	0	1	1	143
Gundagai (A)	1	1	0	0	2262
Gundagai (A)	1	1	0	1	205
Gundagai (A)	1	1	1	0	478
Gundagai (A)	1	1	1	1	121
Gunnedah (A)					111
Gunnedah (A)	0	0	0	1	353
Gunnedah (A)	0	0	1	0	79
