LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Onkaparinga (C)	Year 8	F	2627
Onkaparinga (C)	Year 8	M	2398
Onkaparinga (C)	Year 9	F	3744
Onkaparinga (C)	Year 9	M	3846
Onkaparinga (C)	Year 10	F	12925
Onkaparinga (C)	Year 10	M	12580
Onkaparinga (C)	Year 11	F	13394
Onkaparinga (C)	Year 11	M	14248
Onkaparinga (C)	Year 12	F	32250
Onkaparinga (C)	Year 12	M	27859
Orroroo/Carrieton (DC)	Did not go to school	M	3
Orroroo/Carrieton (DC)	Year 8	F	31
Orroroo/Carrieton (DC)	Year 8	M	37
Orroroo/Carrieton (DC)	Year 9	F	19
Orroroo/Carrieton (DC)	Year 9	M	25
Orroroo/Carrieton (DC)	Year 10	F	77
Orroroo/Carrieton (DC)	Year 10	M	72
Orroroo/Carrieton (DC)	Year 11	F	63
Orroroo/Carrieton (DC)	Year 11	M	97
Orroroo/Carrieton (DC)	Year 12	F	144
Orroroo/Carrieton (DC)	Year 12	M	98
Peterborough (DC)	Did not go to school	F	3
Peterborough (DC)	Did not go to school	M	4
Peterborough (DC)	Year 8	F	73
Peterborough (DC)	Year 8	M	76
Peterborough (DC)	Year 9	F	67
Peterborough (DC)	Year 9	M	69
Peterborough (DC)	Year 10	F	161
Peterborough (DC)	Year 10	M	186
Peterborough (DC)	Year 11	F	157
Peterborough (DC)	Year 11	M	132
Peterborough (DC)	Year 12	F	193
Peterborough (DC)	Year 12	M	149
Playford (C)	Did not go to school	F	609
Playford (C)	Did not go to school	M	439
Playford (C)	Year 8	F	2011
Playford (C)	Year 8	M	1970
Playford (C)	Year 9	F	2497
Playford (C)	Year 9	M	2674
Playford (C)	Year 10	F	7055
Playford (C)	Year 10	M	7067
Playford (C)	Year 11	F	6726
Playford (C)	Year 11	M	7167
Playford (C)	Year 12	F	13021
Playford (C)	Year 12	M	11315
Port Adelaide Enfield (C)	Did not go to school	F	1081
Port Adelaide Enfield (C)	Did not go to school	M	1029
Port Adelaide Enfield (C)	Year 8	F	3744
Port Adelaide Enfield (C)	Year 8	M	3016
Port Adelaide Enfield (C)	Year 9	F	2706
Port Adelaide Enfield (C)	Year 9	M	2517
Port Adelaide Enfield (C)	Year 10	F	6873
Port Adelaide Enfield (C)	Year 10	M	6855
Port Adelaide Enfield (C)	Year 11	F	6799
Port Adelaide Enfield (C)	Year 11	M	7639
Port Adelaide Enfield (C)	Year 12	F	25969
Port Adelaide Enfield (C)	Year 12	M	24314
Port Augusta (C)	Did not go to school	F	31
Port Augusta (C)	Did not go to school	M	36
Port Augusta (C)	Year 8	F	373
Port Augusta (C)	Year 8	M	355
Port Augusta (C)	Year 9	F	364
Port Augusta (C)	Year 9	M	405
Port Augusta (C)	Year 10	F	1043
Port Augusta (C)	Year 10	M	1058
Port Augusta (C)	Year 11	F	1208
Port Augusta (C)	Year 11	M	1330
Port Augusta (C)	Year 12	F	1764
Port Augusta (C)	Year 12	M	1301
Port Lincoln (C)	Did not go to school	F	12
Port Lincoln (C)	Did not go to school	M	10
Port Lincoln (C)	Year 8	F	381
Port Lincoln (C)	Year 8	M	388
Port Lincoln (C)	Year 9	F	344
Port Lincoln (C)	Year 9	M	402
Port Lincoln (C)	Year 10	F	1073
Port Lincoln (C)	Year 10	M	1195
Port Lincoln (C)	Year 11	F	1203
Port Lincoln (C)	Year 11	M	1255
Port Lincoln (C)	Year 12	F	2256
Port Lincoln (C)	Year 12	M	1731
Port Pirie City and Dists (M)	Did not go to school	F	26
Port Pirie City and Dists (M)	Did not go to school	M	22
Port Pirie City and Dists (M)	Year 8	F	702
Port Pirie City and Dists (M)	Year 8	M	669
Port Pirie City and Dists (M)	Year 9	F	611
Port Pirie City and Dists (M)	Year 9	M	561
Port Pirie City and Dists (M)	Year 10	F	1438
Port Pirie City and Dists (M)	Year 10	M	1513
Port Pirie City and Dists (M)	Year 11	F	1557
Port Pirie City and Dists (M)	Year 11	M	1674
Port Pirie City and Dists (M)	Year 12	F	2318
Port Pirie City and Dists (M)	Year 12	M	1872
Prospect (C)	Did not go to school	F	85
Prospect (C)	Did not go to school	M	110
Prospect (C)	Year 8	F	444
Prospect (C)	Year 8	M	327
Prospect (C)	Year 9	F	263
Prospect (C)	Year 9	M	258
Prospect (C)	Year 10	F	788
Prospect (C)	Year 10	M	802
Prospect (C)	Year 11	F	1011
Prospect (C)	Year 11	M	1108
Prospect (C)	Year 12	F	5483
Prospect (C)	Year 12	M	5363
Renmark Paringa (DC)	Did not go to school	F	59
Renmark Paringa (DC)	Did not go to school	M	59
Renmark Paringa (DC)	Year 8	F	351
Renmark Paringa (DC)	Year 8	M	342
Renmark Paringa (DC)	Year 9	F	276
Renmark Paringa (DC)	Year 9	M	334
Renmark Paringa (DC)	Year 10	F	804
Renmark Paringa (DC)	Year 10	M	833
Renmark Paringa (DC)	Year 11	F	752
Renmark Paringa (DC)	Year 11	M	804
Renmark Paringa (DC)	Year 12	F	1284
Renmark Paringa (DC)	Year 12	M	1109
Robe (DC)	Year 8	F	15
Robe (DC)	Year 8	M	38
Robe (DC)	Year 9	F	23
Robe (DC)	Year 9	M	43
Robe (DC)	Year 10	F	92
Robe (DC)	Year 10	M	137
Robe (DC)	Year 11	F	119
Robe (DC)	Year 11	M	139
Robe (DC)	Year 12	F	269
Robe (DC)	Year 12	M	193
Roxby Downs (M)	Did not go to school	M	3
Roxby Downs (M)	Year 8	F	19
Roxby Downs (M)	Year 8	M	17
Roxby Downs (M)	Year 9	F	45
Roxby Downs (M)	Year 9	M	57
Roxby Downs (M)	Year 10	F	171
Roxby Downs (M)	Year 10	M	337
Roxby Downs (M)	Year 11	F	192
Roxby Downs (M)	Year 11	M	431
Roxby Downs (M)	Year 12	F	634
Roxby Downs (M)	Year 12	M	652
Salisbury (C)	Did not go to school	F	1574
Salisbury (C)	Did not go to school	M	1149
Salisbury (C)	Year 8	F	3738
Salisbury (C)	Year 8	M	3272
Salisbury (C)	Year 9	F	3469
Salisbury (C)	Year 9	M	3376
Salisbury (C)	Year 10	F	9662
Salisbury (C)	Year 10	M	9806
Salisbury (C)	Year 11	F	9459
Salisbury (C)	Year 11	M	10551
Salisbury (C)	Year 12	F	24279
Salisbury (C)	Year 12	M	22951
Southern Mallee (DC)	Did not go to school	M	4
Southern Mallee (DC)	Year 8	F	74
Southern Mallee (DC)	Year 8	M	60
Southern Mallee (DC)	Year 9	F	51
Southern Mallee (DC)	Year 9	M	91
Southern Mallee (DC)	Year 10	F	145
Southern Mallee (DC)	Year 10	M	205
Southern Mallee (DC)	Year 11	F	154
Southern Mallee (DC)	Year 11	M	167
Southern Mallee (DC)	Year 12	F	302
Southern Mallee (DC)	Year 12	M	246
Streaky Bay (DC)	Did not go to school	M	4
Streaky Bay (DC)	Year 8	F	40
Streaky Bay (DC)	Year 8	M	80
Streaky Bay (DC)	Year 9	F	31
Streaky Bay (DC)	Year 9	M	52
Streaky Bay (DC)	Year 10	F	141
Streaky Bay (DC)	Year 10	M	200
Streaky Bay (DC)	Year 11	F	153
Streaky Bay (DC)	Year 11	M	188
Streaky Bay (DC)	Year 12	F	318
Streaky Bay (DC)	Year 12	M	282
Tatiara (DC)	Did not go to school	F	8
Tatiara (DC)	Did not go to school	M	47
Tatiara (DC)	Year 8	F	161
Tatiara (DC)	Year 8	M	209
Tatiara (DC)	Year 9	F	131
Tatiara (DC)	Year 9	M	214
Tatiara (DC)	Year 10	F	431
Tatiara (DC)	Year 10	M	590
Tatiara (DC)	Year 11	F	516
Tatiara (DC)	Year 11	M	636
Tatiara (DC)	Year 12	F	1002
Tatiara (DC)	Year 12	M	831
Tea Tree Gully (C)	Did not go to school	F	142
Tea Tree Gully (C)	Did not go to school	M	114
Tea Tree Gully (C)	Year 8	F	1856
Tea Tree Gully (C)	Year 8	M	1457
Tea Tree Gully (C)	Year 9	F	2077
Tea Tree Gully (C)	Year 9	M	1950
Tea Tree Gully (C)	Year 10	F	7018
Tea Tree Gully (C)	Year 10	M	6573
Tea Tree Gully (C)	Year 11	F	7758
Tea Tree Gully (C)	Year 11	M	8202
Tea Tree Gully (C)	Year 12	F	20586
Tea Tree Gully (C)	Year 12	M	18821
The Coorong (DC)	Did not go to school	F	6
The Coorong (DC)	Did not go to school	M	6
The Coorong (DC)	Year 8	F	177
The Coorong (DC)	Year 8	M	216
The Coorong (DC)	Year 9	F	173
The Coorong (DC)	Year 9	M	213
The Coorong (DC)	Year 10	F	429
The Coorong (DC)	Year 10	M	551
The Coorong (DC)	Year 11	F	432
The Coorong (DC)	Year 11	M	484
The Coorong (DC)	Year 12	F	729
The Coorong (DC)	Year 12	M	570
Tumby Bay (DC)	Did not go to school	M	5
Tumby Bay (DC)	Year 8	F	100
Tumby Bay (DC)	Year 8	M	103
Tumby Bay (DC)	Year 9	F	62
Tumby Bay (DC)	Year 9	M	80
Tumby Bay (DC)	Year 10	F	205
Tumby Bay (DC)	Year 10	M	230
Tumby Bay (DC)	Year 11	F	210
Tumby Bay (DC)	Year 11	M	248
Tumby Bay (DC)	Year 12	F	416
Tumby Bay (DC)	Year 12	M	319
Unley (C)	Did not go to school	F	95
Unley (C)	Did not go to school	M	71
Unley (C)	Year 8	F	690
Unley (C)	Year 8	M	415
Unley (C)	Year 9	F	486
Unley (C)	Year 9	M	394
Unley (C)	Year 10	F	1560
Unley (C)	Year 10	M	1073
Unley (C)	Year 11	F	1843
Unley (C)	Year 11	M	1603
Unley (C)	Year 12	F	11254
Unley (C)	Year 12	M	10273
Victor Harbor (C)	Did not go to school	F	15
Victor Harbor (C)	Did not go to school	M	15
Victor Harbor (C)	Year 8	F	380
Victor Harbor (C)	Year 8	M	374
Victor Harbor (C)	Year 9	F	443
Victor Harbor (C)	Year 9	M	434
Victor Harbor (C)	Year 10	F	1576
Victor Harbor (C)	Year 10	M	1302
Victor Harbor (C)	Year 11	F	1382
Victor Harbor (C)	Year 11	M	1218
Victor Harbor (C)	Year 12	F	2443
Victor Harbor (C)	Year 12	M	2102
Wakefield (DC)	Did not go to school	F	3
Wakefield (DC)	Did not go to school	M	11
Wakefield (DC)	Year 8	F	206
Wakefield (DC)	Year 8	M	222
Wakefield (DC)	Year 9	F	207
Wakefield (DC)	Year 9	M	267
Wakefield (DC)	Year 10	F	508
Wakefield (DC)	Year 10	M	619
Wakefield (DC)	Year 11	F	542
Wakefield (DC)	Year 11	M	645
Wakefield (DC)	Year 12	F	995
Wakefield (DC)	Year 12	M	788
Walkerville (M)	Did not go to school	F	13
Walkerville (M)	Did not go to school	M	19
Walkerville (M)	Year 8	F	110
Walkerville (M)	Year 8	M	94
Walkerville (M)	Year 9	F	122
Walkerville (M)	Year 9	M	99
Walkerville (M)	Year 10	F	319
Walkerville (M)	Year 10	M	257
Walkerville (M)	Year 11	F	390
Walkerville (M)	Year 11	M	371
Walkerville (M)	Year 12	F	2147
Walkerville (M)	Year 12	M	2082
Wattle Range (DC)	Did not go to school	F	14
Wattle Range (DC)	Did not go to school	M	6
Wattle Range (DC)	Year 8	F	347
Wattle Range (DC)	Year 8	M	430
Wattle Range (DC)	Year 9	F	322
Wattle Range (DC)	Year 9	M	365
Wattle Range (DC)	Year 10	F	882
Wattle Range (DC)	Year 10	M	1116
Wattle Range (DC)	Year 11	F	1027
Wattle Range (DC)	Year 11	M	1133
Wattle Range (DC)	Year 12	F	1732
Wattle Range (DC)	Year 12	M	1298
West Torrens (C)	Did not go to school	F	314
West Torrens (C)	Did not go to school	M	189
West Torrens (C)	Year 8	F	1639
West Torrens (C)	Year 8	M	1184
West Torrens (C)	Year 9	F	982
West Torrens (C)	Year 9	M	856
West Torrens (C)	Year 10	F	2911
West Torrens (C)	Year 10	M	2793
West Torrens (C)	Year 11	F	3250
West Torrens (C)	Year 11	M	3441
West Torrens (C)	Year 12	F	14609
West Torrens (C)	Year 12	M	13897
Whyalla (C)	Did not go to school	F	31
Whyalla (C)	Did not go to school	M	40
Whyalla (C)	Year 8	F	523
Whyalla (C)	Year 8	M	524
Whyalla (C)	Year 9	F	569
Whyalla (C)	Year 9	M	561
Whyalla (C)	Year 10	F	1711
Whyalla (C)	Year 10	M	1711
Whyalla (C)	Year 11	F	1901
Whyalla (C)	Year 11	M	2204
Whyalla (C)	Year 12	F	3170
Whyalla (C)	Year 12	M	2847
Wudinna (DC)	Year 8	F	17
Wudinna (DC)	Year 8	M	36
Wudinna (DC)	Year 9	F	33
Wudinna (DC)	Year 9	M	44
Wudinna (DC)	Year 10	F	76
Wudinna (DC)	Year 10	M	113
Wudinna (DC)	Year 11	F	91
Wudinna (DC)	Year 11	M	127
Wudinna (DC)	Year 12	F	191
Wudinna (DC)	Year 12	M	143
Yankalilla (DC)	Did not go to school	F	4
Yankalilla (DC)	Did not go to school	M	9
Yankalilla (DC)	Year 8	F	91
Yankalilla (DC)	Year 8	M	119
Yankalilla (DC)	Year 9	F	137
Yankalilla (DC)	Year 9	M	194
Yankalilla (DC)	Year 10	F	460
Yankalilla (DC)	Year 10	M	453
Yankalilla (DC)	Year 11	F	447
Yankalilla (DC)	Year 11	M	454
Yankalilla (DC)	Year 12	F	917
Yankalilla (DC)	Year 12	M	763
Yorke Peninsula (DC)	Did not go to school	F	6
Yorke Peninsula (DC)	Did not go to school	M	7
Yorke Peninsula (DC)	Year 8	F	371
Yorke Peninsula (DC)	Year 8	M	465
Yorke Peninsula (DC)	Year 9	F	393
Yorke Peninsula (DC)	Year 9	M	453
Yorke Peninsula (DC)	Year 10	F	974
Yorke Peninsula (DC)	Year 10	M	1158
Yorke Peninsula (DC)	Year 11	F	969
Yorke Peninsula (DC)	Year 11	M	1114
Yorke Peninsula (DC)	Year 12	F	1539
Yorke Peninsula (DC)	Year 12	M	1275
Unincorporated SA	Did not go to school	F	3
Unincorporated SA	Did not go to school	M	13
Unincorporated SA	Year 8	F	68
Unincorporated SA	Year 8	M	148
Unincorporated SA	Year 9	F	65
Unincorporated SA	Year 9	M	133
Unincorporated SA	Year 10	F	175
Unincorporated SA	Year 10	M	355
Unincorporated SA	Year 11	F	195
Unincorporated SA	Year 11	M	351
Unincorporated SA	Year 12	F	408
Unincorporated SA	Year 12	M	505
No usual address (SA)	Did not go to school	F	10
No usual address (SA)	Did not go to school	M	20
No usual address (SA)	Year 8	F	49
No usual address (SA)	Year 8	M	96
No usual address (SA)	Year 9	F	61
No usual address (SA)	Year 9	M	120
No usual address (SA)	Year 10	F	184
No usual address (SA)	Year 10	M	291
No usual address (SA)	Year 11	F	130
No usual address (SA)	Year 11	M	220
No usual address (SA)	Year 12	F	378
No usual address (SA)	Year 12	M	462
Migratory - Offshore - Shipping (SA)	Year 12	M	3
Albany (C)	Did not go to school	F	41
Albany (C)	Did not go to school	M	39
Albany (C)	Year 8	F	582
Albany (C)	Year 8	M	693
Albany (C)	Year 9	F	851
Albany (C)	Year 9	M	944
Albany (C)	Year 10	F	3971
Albany (C)	Year 10	M	4199
Albany (C)	Year 11	F	1754
Albany (C)	Year 11	M	1629
Albany (C)	Year 12	F	6738
Albany (C)	Year 12	M	5320
Armadale (C)	Did not go to school	F	199
Armadale (C)	Did not go to school	M	172
Armadale (C)	Year 8	F	803
Armadale (C)	Year 8	M	831
Armadale (C)	Year 9	F	1379
Armadale (C)	Year 9	M	1598
Armadale (C)	Year 10	F	7225
Armadale (C)	Year 10	M	7774
Armadale (C)	Year 11	F	3451
Armadale (C)	Year 11	M	3503
Armadale (C)	Year 12	F	15895
Armadale (C)	Year 12	M	14127
Ashburton (S)	Did not go to school	F	10
Ashburton (S)	Did not go to school	M	39
Ashburton (S)	Year 8	F	35
Ashburton (S)	Year 8	M	82
Ashburton (S)	Year 9	F	78
Ashburton (S)	Year 9	M	241
Ashburton (S)	Year 10	F	553
Ashburton (S)	Year 10	M	1898
Ashburton (S)	Year 11	F	359
Ashburton (S)	Year 11	M	1075
Ashburton (S)	Year 12	F	1322
Ashburton (S)	Year 12	M	3414
Augusta-Margaret River (S)	Did not go to school	F	11
Augusta-Margaret River (S)	Did not go to school	M	12
Augusta-Margaret River (S)	Year 8	F	105
Augusta-Margaret River (S)	Year 8	M	115
Augusta-Margaret River (S)	Year 9	F	214
Augusta-Margaret River (S)	Year 9	M	246
Augusta-Margaret River (S)	Year 10	F	1061
Augusta-Margaret River (S)	Year 10	M	1315
Augusta-Margaret River (S)	Year 11	F	543
Augusta-Margaret River (S)	Year 11	M	599
Augusta-Margaret River (S)	Year 12	F	3182
Augusta-Margaret River (S)	Year 12	M	2638
Bassendean (T)	Did not go to school	F	43
Bassendean (T)	Did not go to school	M	38
Bassendean (T)	Year 8	F	289
Bassendean (T)	Year 8	M	242
Bassendean (T)	Year 9	F	288
Bassendean (T)	Year 9	M	294
Bassendean (T)	Year 10	F	1249
Bassendean (T)	Year 10	M	1294
Bassendean (T)	Year 11	F	564
Bassendean (T)	Year 11	M	584
Bassendean (T)	Year 12	F	3441
Bassendean (T)	Year 12	M	3092
Bayswater (C)	Did not go to school	F	328
Bayswater (C)	Did not go to school	M	251
Bayswater (C)	Year 8	F	1268
Bayswater (C)	Year 8	M	1054
Bayswater (C)	Year 9	F	1002
Bayswater (C)	Year 9	M	984
Bayswater (C)	Year 10	F	4468
Bayswater (C)	Year 10	M	4498
Bayswater (C)	Year 11	F	2006
Bayswater (C)	Year 11	M	2181
Bayswater (C)	Year 12	F	16162
Bayswater (C)	Year 12	M	15714
Belmont (C)	Did not go to school	F	174
Belmont (C)	Did not go to school	M	231
Belmont (C)	Year 8	F	740
Belmont (C)	Year 8	M	615
Belmont (C)	Year 9	F	653
Belmont (C)	Year 9	M	677
Belmont (C)	Year 10	F	2659
Belmont (C)	Year 10	M	2855
Belmont (C)	Year 11	F	1311
Belmont (C)	Year 11	M	1463
Belmont (C)	Year 12	F	8867
Belmont (C)	Year 12	M	8920
Beverley (S)	Did not go to school	F	4
Beverley (S)	Year 8	F	26
Beverley (S)	Year 8	M	36
Beverley (S)	Year 9	F	45
Beverley (S)	Year 9	M	65
Beverley (S)	Year 10	F	192
Beverley (S)	Year 10	M	234
Beverley (S)	Year 11	F	92
Beverley (S)	Year 11	M	70
Beverley (S)	Year 12	F	257
Beverley (S)	Year 12	M	224
Boddington (S)	Year 8	F	21
Boddington (S)	Year 8	M	28
Boddington (S)	Year 9	F	33
Boddington (S)	Year 9	M	45
Boddington (S)	Year 10	F	197
Boddington (S)	Year 10	M	241
Boddington (S)	Year 11	F	86
Boddington (S)	Year 11	M	95
Boddington (S)	Year 12	F	276
Boddington (S)	Year 12	M	262
Boyup Brook (S)	Did not go to school	M	3
Boyup Brook (S)	Year 8	F	26
Boyup Brook (S)	Year 8	M	35
Boyup Brook (S)	Year 9	F	33
Boyup Brook (S)	Year 9	M	63
Boyup Brook (S)	Year 10	F	189
Boyup Brook (S)	Year 10	M	210
Boyup Brook (S)	Year 11	F	68
Boyup Brook (S)	Year 11	M	70
Boyup Brook (S)	Year 12	F	286
Boyup Brook (S)	Year 12	M	239
Bridgetown-Greenbushes (S)	Did not go to school	F	5
Bridgetown-Greenbushes (S)	Did not go to school	M	4
Bridgetown-Greenbushes (S)	Year 8	F	56
Bridgetown-Greenbushes (S)	Year 8	M	77
Bridgetown-Greenbushes (S)	Year 9	F	107
Bridgetown-Greenbushes (S)	Year 9	M	116
Bridgetown-Greenbushes (S)	Year 10	F	550
Bridgetown-Greenbushes (S)	Year 10	M	588
Bridgetown-Greenbushes (S)	Year 11	F	218
Bridgetown-Greenbushes (S)	Year 11	M	209
Bridgetown-Greenbushes (S)	Year 12	F	831
Bridgetown-Greenbushes (S)	Year 12	M	680
Brookton (S)	Did not go to school	M	3
Brookton (S)	Year 8	F	9
Brookton (S)	Year 8	M	32
Brookton (S)	Year 9	F	30
Brookton (S)	Year 9	M	29
Brookton (S)	Year 10	F	117
Brookton (S)	Year 10	M	103
Brookton (S)	Year 11	F	36
Brookton (S)	Year 11	M	41
Brookton (S)	Year 12	F	141
Brookton (S)	Year 12	M	142
Broome (S)	Did not go to school	F	28
Broome (S)	Did not go to school	M	32
Broome (S)	Year 8	F	183
Broome (S)	Year 8	M	187
Broome (S)	Year 9	F	218
Broome (S)	Year 9	M	293
Broome (S)	Year 10	F	1093
Broome (S)	Year 10	M	1435
Broome (S)	Year 11	F	698
Broome (S)	Year 11	M	705
Broome (S)	Year 12	F	3026
Broome (S)	Year 12	M	2467
Broomehill-Tambellup (S)	Did not go to school	M	3
Broomehill-Tambellup (S)	Year 8	F	24
Broomehill-Tambellup (S)	Year 8	M	30
Broomehill-Tambellup (S)	Year 9	F	19
Broomehill-Tambellup (S)	Year 9	M	30
Broomehill-Tambellup (S)	Year 10	F	97
Broomehill-Tambellup (S)	Year 10	M	110
Broomehill-Tambellup (S)	Year 11	F	39
Broomehill-Tambellup (S)	Year 11	M	45
Broomehill-Tambellup (S)	Year 12	F	179
Broomehill-Tambellup (S)	Year 12	M	155
Bruce Rock (S)	Year 8	F	21
Bruce Rock (S)	Year 8	M	26
Bruce Rock (S)	Year 9	F	18
Bruce Rock (S)	Year 9	M	30
Bruce Rock (S)	Year 10	F	92
Bruce Rock (S)	Year 10	M	121
Bruce Rock (S)	Year 11	F	35
Bruce Rock (S)	Year 11	M	35
Bruce Rock (S)	Year 12	F	146
Bruce Rock (S)	Year 12	M	135
Bunbury (C)	Did not go to school	F	53
Bunbury (C)	Did not go to school	M	54
Bunbury (C)	Year 8	F	650
Bunbury (C)	Year 8	M	564
Bunbury (C)	Year 9	F	751
Bunbury (C)	Year 9	M	837
Bunbury (C)	Year 10	F	3843
Bunbury (C)	Year 10	M	3788
Bunbury (C)	Year 11	F	1517
Bunbury (C)	Year 11	M	1448
Bunbury (C)	Year 12	F	5476
Bunbury (C)	Year 12	M	4540
Busselton (C)	Did not go to school	F	27
Busselton (C)	Did not go to school	M	63
Busselton (C)	Year 8	F	426
Busselton (C)	Year 8	M	485
Busselton (C)	Year 9	F	741
Busselton (C)	Year 9	M	824
Busselton (C)	Year 10	F	3802
Busselton (C)	Year 10	M	3850
Busselton (C)	Year 11	F	1813
Busselton (C)	Year 11	M	1651
Busselton (C)	Year 12	F	6908
Busselton (C)	Year 12	M	5773
Cambridge (T)	Did not go to school	F	30
Cambridge (T)	Did not go to school	M	18
Cambridge (T)	Year 8	F	207
Cambridge (T)	Year 8	M	138
Cambridge (T)	Year 9	F	330
Cambridge (T)	Year 9	M	285
Cambridge (T)	Year 10	F	1293
Cambridge (T)	Year 10	M	933
Cambridge (T)	Year 11	F	633
Cambridge (T)	Year 11	M	564
Cambridge (T)	Year 12	F	7813
Cambridge (T)	Year 12	M	7529
Canning (C)	Did not go to school	F	346
Canning (C)	Did not go to school	M	280
Canning (C)	Year 8	F	1271
Canning (C)	Year 8	M	983
Canning (C)	Year 9	F	1406
Canning (C)	Year 9	M	1376
Canning (C)	Year 10	F	5542
Canning (C)	Year 10	M	5481
Canning (C)	Year 11	F	2756
Canning (C)	Year 11	M	2857
Canning (C)	Year 12	F	23425
Canning (C)	Year 12	M	23793
Capel (S)	Did not go to school	F	14
Capel (S)	Did not go to school	M	8
Capel (S)	Year 8	F	126
Capel (S)	Year 8	M	153
Capel (S)	Year 9	F	355
Capel (S)	Year 9	M	380
Capel (S)	Year 10	F	1663
Capel (S)	Year 10	M	1895
Capel (S)	Year 11	F	883
Capel (S)	Year 11	M	832
Capel (S)	Year 12	F	3152
Capel (S)	Year 12	M	2526
Carnamah (S)	Year 8	F	10
Carnamah (S)	Year 8	M	14
Carnamah (S)	Year 9	F	7
Carnamah (S)	Year 9	M	19
Carnamah (S)	Year 10	F	63
Carnamah (S)	Year 10	M	72
Carnamah (S)	Year 11	F	25
Carnamah (S)	Year 11	M	20
Carnamah (S)	Year 12	F	80
Carnamah (S)	Year 12	M	87
Carnarvon (S)	Did not go to school	F	20
Carnarvon (S)	Did not go to school	M	21
Carnarvon (S)	Year 8	F	109
Carnarvon (S)	Year 8	M	157
Carnarvon (S)	Year 9	F	98
Carnarvon (S)	Year 9	M	165
Carnarvon (S)	Year 10	F	495
Carnarvon (S)	Year 10	M	597
Carnarvon (S)	Year 11	F	255
Carnarvon (S)	Year 11	M	235
Carnarvon (S)	Year 12	F	773
Carnarvon (S)	Year 12	M	687
Chapman Valley (S)	Did not go to school	M	3
Chapman Valley (S)	Year 8	F	11
Chapman Valley (S)	Year 8	M	18
Chapman Valley (S)	Year 9	F	28
Chapman Valley (S)	Year 9	M	36
Chapman Valley (S)	Year 10	F	131
Chapman Valley (S)	Year 10	M	165
Chapman Valley (S)	Year 11	F	75
Chapman Valley (S)	Year 11	M	68
Chapman Valley (S)	Year 12	F	230
Chapman Valley (S)	Year 12	M	185
Chittering (S)	Did not go to school	F	5
Chittering (S)	Did not go to school	M	3
Chittering (S)	Year 8	F	43
Chittering (S)	Year 8	M	86
Chittering (S)	Year 9	F	105
Chittering (S)	Year 9	M	171
Chittering (S)	Year 10	F	589
Chittering (S)	Year 10	M	705
Chittering (S)	Year 11	F	293
Chittering (S)	Year 11	M	307
Chittering (S)	Year 12	F	902
Chittering (S)	Year 12	M	710
Claremont (T)	Did not go to school	F	9
Claremont (T)	Did not go to school	M	3
Claremont (T)	Year 8	F	32
Claremont (T)	Year 8	M	33
Claremont (T)	Year 9	F	121
Claremont (T)	Year 9	M	137
Claremont (T)	Year 10	F	478
Claremont (T)	Year 10	M	370
Claremont (T)	Year 11	F	242
Claremont (T)	Year 11	M	233
Claremont (T)	Year 12	F	3161
Claremont (T)	Year 12	M	2867
Cockburn (C)	Did not go to school	F	303
Cockburn (C)	Did not go to school	M	236
Cockburn (C)	Year 8	F	1675
Cockburn (C)	Year 8	M	1482
Cockburn (C)	Year 9	F	1773
Cockburn (C)	Year 9	M	1940
Cockburn (C)	Year 10	F	8115
Cockburn (C)	Year 10	M	8643
Cockburn (C)	Year 11	F	3897
Cockburn (C)	Year 11	M	4188
Cockburn (C)	Year 12	F	23518
Cockburn (C)	Year 12	M	21114
Collie (S)	Did not go to school	F	9
Collie (S)	Did not go to school	M	6
Collie (S)	Year 8	F	155
Collie (S)	Year 8	M	214
Collie (S)	Year 9	F	240
Collie (S)	Year 9	M	297
Collie (S)	Year 10	F	1102
Collie (S)	Year 10	M	1204
Collie (S)	Year 11	F	532
Collie (S)	Year 11	M	625
Collie (S)	Year 12	F	1103
Collie (S)	Year 12	M	802
Coolgardie (S)	Did not go to school	F	3
Coolgardie (S)	Did not go to school	M	3
Coolgardie (S)	Year 8	F	31
Coolgardie (S)	Year 8	M	60
Coolgardie (S)	Year 9	F	88
Coolgardie (S)	Year 9	M	113
Coolgardie (S)	Year 10	F	374
Coolgardie (S)	Year 10	M	494
Coolgardie (S)	Year 11	F	186
Coolgardie (S)	Year 11	M	200
Coolgardie (S)	Year 12	F	406
Coolgardie (S)	Year 12	M	381
Coorow (S)	Year 8	F	13
Coorow (S)	Year 8	M	15
Coorow (S)	Year 9	F	28
Coorow (S)	Year 9	M	44
Coorow (S)	Year 10	F	147
Coorow (S)	Year 10	M	204
Coorow (S)	Year 11	F	48
Coorow (S)	Year 11	M	43
Coorow (S)	Year 12	F	134
Coorow (S)	Year 12	M	143
Corrigin (S)	Year 8	F	22
Corrigin (S)	Year 8	M	32
Corrigin (S)	Year 9	F	24
Corrigin (S)	Year 9	M	43
Corrigin (S)	Year 10	F	115
Corrigin (S)	Year 10	M	123
Corrigin (S)	Year 11	F	62
Corrigin (S)	Year 11	M	54
Corrigin (S)	Year 12	F	168
Corrigin (S)	Year 12	M	169
Cottesloe (T)	Year 8	F	48
Cottesloe (T)	Year 8	M	33
Cottesloe (T)	Year 9	F	85
Cottesloe (T)	Year 9	M	76
Cottesloe (T)	Year 10	F	277
Cottesloe (T)	Year 10	M	225
Cottesloe (T)	Year 11	F	186
