LGA_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Armidale Regional (A)	55-64	1	F	396
Armidale Regional (A)	55-64	1	M	250
Armidale Regional (A)	65-74		F	159
Armidale Regional (A)	65-74		M	148
Armidale Regional (A)	65-74	0	F	1043
Armidale Regional (A)	65-74	0	M	1043
Armidale Regional (A)	65-74	1	F	208
Armidale Regional (A)	65-74	1	M	160
Armidale Regional (A)	75-84		F	150
Armidale Regional (A)	75-84		M	100
Armidale Regional (A)	75-84	0	F	647
Armidale Regional (A)	75-84	0	M	527
Armidale Regional (A)	75-84	1	F	88
Armidale Regional (A)	75-84	1	M	76
Armidale Regional (A)	85+		F	81
Armidale Regional (A)	85+		M	38
Armidale Regional (A)	85+	0	F	333
Armidale Regional (A)	85+	0	M	160
Armidale Regional (A)	85+	1	F	14
Armidale Regional (A)	85+	1	M	24
Ballina (A)	15-19		F	112
Ballina (A)	15-19		M	134
Ballina (A)	15-19	0	F	981
Ballina (A)	15-19	0	M	1047
Ballina (A)	15-19	1	F	40
Ballina (A)	15-19	1	M	66
Ballina (A)	20-24		F	58
Ballina (A)	20-24		M	70
Ballina (A)	20-24	0	F	670
Ballina (A)	20-24	0	M	673
Ballina (A)	20-24	1	F	65
Ballina (A)	20-24	1	M	37
Ballina (A)	25-34		F	122
Ballina (A)	25-34		M	145
Ballina (A)	25-34	0	F	1517
Ballina (A)	25-34	0	M	1442
Ballina (A)	25-34	1	F	213
Ballina (A)	25-34	1	M	148
Ballina (A)	35-44		F	184
Ballina (A)	35-44		M	180
Ballina (A)	35-44	0	F	1898
Ballina (A)	35-44	0	M	1832
Ballina (A)	35-44	1	F	376
Ballina (A)	35-44	1	M	198
Ballina (A)	45-54		F	226
Ballina (A)	45-54		M	230
Ballina (A)	45-54	0	F	2240
Ballina (A)	45-54	0	M	2140
Ballina (A)	45-54	1	F	593
Ballina (A)	45-54	1	M	336
Ballina (A)	55-64		F	266
Ballina (A)	55-64		M	275
Ballina (A)	55-64	0	F	2356
Ballina (A)	55-64	0	M	2314
Ballina (A)	55-64	1	F	778
Ballina (A)	55-64	1	M	449
Ballina (A)	65-74		F	271
Ballina (A)	65-74		M	243
Ballina (A)	65-74	0	F	2106
Ballina (A)	65-74	0	M	2156
Ballina (A)	65-74	1	F	431
Ballina (A)	65-74	1	M	303
Ballina (A)	75-84		F	325
Ballina (A)	75-84		M	229
Ballina (A)	75-84	0	F	1282
Ballina (A)	75-84	0	M	1048
Ballina (A)	75-84	1	F	171
Ballina (A)	75-84	1	M	154
Ballina (A)	85+		F	312
Ballina (A)	85+		M	170
Ballina (A)	85+	0	F	751
Ballina (A)	85+	0	M	427
Ballina (A)	85+	1	F	39
Ballina (A)	85+	1	M	57
Balranald (A)	15-19		F	10
Balranald (A)	15-19		M	18
Balranald (A)	15-19	0	F	43
Balranald (A)	15-19	0	M	52
Balranald (A)	15-19	1	F	4
Balranald (A)	15-19	1	M	5
Balranald (A)	20-24		F	9
Balranald (A)	20-24		M	11
Balranald (A)	20-24	0	F	40
Balranald (A)	20-24	0	M	60
Balranald (A)	20-24	1	F	4
Balranald (A)	20-24	1	M	3
Balranald (A)	25-34		F	19
Balranald (A)	25-34		M	14
Balranald (A)	25-34	0	F	106
Balranald (A)	25-34	0	M	76
Balranald (A)	25-34	1	F	12
Balranald (A)	25-34	1	M	8
Balranald (A)	35-44		F	16
Balranald (A)	35-44		M	18
Balranald (A)	35-44	0	F	88
Balranald (A)	35-44	0	M	105
Balranald (A)	35-44	1	F	26
Balranald (A)	35-44	1	M	21
Balranald (A)	45-54		F	11
Balranald (A)	45-54		M	23
Balranald (A)	45-54	0	F	91
Balranald (A)	45-54	0	M	113
Balranald (A)	45-54	1	F	28
Balranald (A)	45-54	1	M	16
Balranald (A)	55-64		F	26
Balranald (A)	55-64		M	27
Balranald (A)	55-64	0	F	129
Balranald (A)	55-64	0	M	156
Balranald (A)	55-64	1	F	27
Balranald (A)	55-64	1	M	17
Balranald (A)	65-74		F	13
Balranald (A)	65-74		M	22
Balranald (A)	65-74	0	F	62
Balranald (A)	65-74	0	M	82
Balranald (A)	65-74	1	F	14
Balranald (A)	65-74	1	M	10
Balranald (A)	75-84		F	18
Balranald (A)	75-84		M	20
Balranald (A)	75-84	0	F	46
Balranald (A)	75-84	0	M	36
Balranald (A)	75-84	1	F	7
Balranald (A)	75-84	1	M	3
Balranald (A)	85+		F	4
Balranald (A)	85+	0	F	20
Balranald (A)	85+	0	M	6
Bathurst Regional (A)	15-19		F	190
Bathurst Regional (A)	15-19		M	195
Bathurst Regional (A)	15-19	0	F	1180
Bathurst Regional (A)	15-19	0	M	1242
Bathurst Regional (A)	15-19	1	F	91
Bathurst Regional (A)	15-19	1	M	88
Bathurst Regional (A)	20-24		F	158
Bathurst Regional (A)	20-24		M	320
Bathurst Regional (A)	20-24	0	F	1279
Bathurst Regional (A)	20-24	0	M	1218
Bathurst Regional (A)	20-24	1	F	102
Bathurst Regional (A)	20-24	1	M	71
Bathurst Regional (A)	25-34		F	158
Bathurst Regional (A)	25-34		M	518
Bathurst Regional (A)	25-34	0	F	1962
Bathurst Regional (A)	25-34	0	M	2072
Bathurst Regional (A)	25-34	1	F	285
Bathurst Regional (A)	25-34	1	M	178
Bathurst Regional (A)	35-44		F	151
Bathurst Regional (A)	35-44		M	379
Bathurst Regional (A)	35-44	0	F	1887
Bathurst Regional (A)	35-44	0	M	1835
Bathurst Regional (A)	35-44	1	F	396
Bathurst Regional (A)	35-44	1	M	231
Bathurst Regional (A)	45-54		F	186
Bathurst Regional (A)	45-54		M	315
Bathurst Regional (A)	45-54	0	F	1951
Bathurst Regional (A)	45-54	0	M	1948
Bathurst Regional (A)	45-54	1	F	524
Bathurst Regional (A)	45-54	1	M	311
Bathurst Regional (A)	55-64		F	229
Bathurst Regional (A)	55-64		M	259
Bathurst Regional (A)	55-64	0	F	1764
Bathurst Regional (A)	55-64	0	M	1868
Bathurst Regional (A)	55-64	1	F	528
Bathurst Regional (A)	55-64	1	M	345
Bathurst Regional (A)	65-74		F	219
Bathurst Regional (A)	65-74		M	249
Bathurst Regional (A)	65-74	0	F	1407
Bathurst Regional (A)	65-74	0	M	1459
Bathurst Regional (A)	65-74	1	F	324
Bathurst Regional (A)	65-74	1	M	203
Bathurst Regional (A)	75-84		F	217
Bathurst Regional (A)	75-84		M	146
Bathurst Regional (A)	75-84	0	F	811
Bathurst Regional (A)	75-84	0	M	651
Bathurst Regional (A)	75-84	1	F	112
Bathurst Regional (A)	75-84	1	M	86
Bathurst Regional (A)	85+		F	151
Bathurst Regional (A)	85+		M	65
Bathurst Regional (A)	85+	0	F	425
Bathurst Regional (A)	85+	0	M	208
Bathurst Regional (A)	85+	1	F	16
Bathurst Regional (A)	85+	1	M	21
Bega Valley (A)	15-19		F	127
Bega Valley (A)	15-19		M	148
Bega Valley (A)	15-19	0	F	706
Bega Valley (A)	15-19	0	M	714
Bega Valley (A)	15-19	1	F	45
Bega Valley (A)	15-19	1	M	52
Bega Valley (A)	20-24		F	47
Bega Valley (A)	20-24		M	67
Bega Valley (A)	20-24	0	F	492
Bega Valley (A)	20-24	0	M	510
Bega Valley (A)	20-24	1	F	36
Bega Valley (A)	20-24	1	M	42
Bega Valley (A)	25-34		F	105
Bega Valley (A)	25-34		M	111
Bega Valley (A)	25-34	0	F	1020
Bega Valley (A)	25-34	0	M	982
Bega Valley (A)	25-34	1	F	161
Bega Valley (A)	25-34	1	M	96
Bega Valley (A)	35-44		F	131
Bega Valley (A)	35-44		M	125
Bega Valley (A)	35-44	0	F	1284
Bega Valley (A)	35-44	0	M	1174
Bega Valley (A)	35-44	1	F	247
Bega Valley (A)	35-44	1	M	153
Bega Valley (A)	45-54		F	220
Bega Valley (A)	45-54		M	223
Bega Valley (A)	45-54	0	F	1763
Bega Valley (A)	45-54	0	M	1684
Bega Valley (A)	45-54	1	F	463
Bega Valley (A)	45-54	1	M	297
Bega Valley (A)	55-64		F	263
Bega Valley (A)	55-64		M	256
Bega Valley (A)	55-64	0	F	2270
Bega Valley (A)	55-64	0	M	2330
Bega Valley (A)	55-64	1	F	644
Bega Valley (A)	55-64	1	M	397
Bega Valley (A)	65-74		F	276
Bega Valley (A)	65-74		M	276
Bega Valley (A)	65-74	0	F	1890
Bega Valley (A)	65-74	0	M	2038
Bega Valley (A)	65-74	1	F	332
Bega Valley (A)	65-74	1	M	243
Bega Valley (A)	75-84		F	231
Bega Valley (A)	75-84		M	212
Bega Valley (A)	75-84	0	F	940
Bega Valley (A)	75-84	0	M	905
Bega Valley (A)	75-84	1	F	133
Bega Valley (A)	75-84	1	M	124
Bega Valley (A)	85+		F	148
Bega Valley (A)	85+		M	72
Bega Valley (A)	85+	0	F	450
Bega Valley (A)	85+	0	M	272
Bega Valley (A)	85+	1	F	28
Bega Valley (A)	85+	1	M	29
Bellingen (A)	15-19		F	44
Bellingen (A)	15-19		M	60
Bellingen (A)	15-19	0	F	274
Bellingen (A)	15-19	0	M	312
Bellingen (A)	15-19	1	F	12
Bellingen (A)	15-19	1	M	18
Bellingen (A)	20-24		F	18
Bellingen (A)	20-24		M	25
Bellingen (A)	20-24	0	F	153
Bellingen (A)	20-24	0	M	168
Bellingen (A)	20-24	1	F	19
Bellingen (A)	20-24	1	M	18
Bellingen (A)	25-34		F	38
Bellingen (A)	25-34		M	30
Bellingen (A)	25-34	0	F	400
Bellingen (A)	25-34	0	M	382
Bellingen (A)	25-34	1	F	55
Bellingen (A)	25-34	1	M	46
Bellingen (A)	35-44		F	52
Bellingen (A)	35-44		M	53
Bellingen (A)	35-44	0	F	530
Bellingen (A)	35-44	0	M	504
Bellingen (A)	35-44	1	F	117
Bellingen (A)	35-44	1	M	72
Bellingen (A)	45-54		F	64
Bellingen (A)	45-54		M	88
Bellingen (A)	45-54	0	F	736
Bellingen (A)	45-54	0	M	626
Bellingen (A)	45-54	1	F	199
Bellingen (A)	45-54	1	M	114
Bellingen (A)	55-64		F	81
Bellingen (A)	55-64		M	92
Bellingen (A)	55-64	0	F	827
Bellingen (A)	55-64	0	M	834
Bellingen (A)	55-64	1	F	251
Bellingen (A)	55-64	1	M	155
Bellingen (A)	65-74		F	96
Bellingen (A)	65-74		M	85
Bellingen (A)	65-74	0	F	620
Bellingen (A)	65-74	0	M	670
Bellingen (A)	65-74	1	F	140
Bellingen (A)	65-74	1	M	102
Bellingen (A)	75-84		F	97
Bellingen (A)	75-84		M	69
Bellingen (A)	75-84	0	F	335
Bellingen (A)	75-84	0	M	333
Bellingen (A)	75-84	1	F	43
Bellingen (A)	75-84	1	M	35
Bellingen (A)	85+		F	45
Bellingen (A)	85+		M	23
Bellingen (A)	85+	0	F	173
Bellingen (A)	85+	0	M	98
Bellingen (A)	85+	1	F	10
Bellingen (A)	85+	1	M	18
Berrigan (A)	15-19		F	38
Berrigan (A)	15-19		M	53
Berrigan (A)	15-19	0	F	150
Berrigan (A)	15-19	0	M	166
Berrigan (A)	15-19	1	F	16
Berrigan (A)	15-19	1	M	7
Berrigan (A)	20-24		F	17
Berrigan (A)	20-24		M	25
Berrigan (A)	20-24	0	F	116
Berrigan (A)	20-24	0	M	150
Berrigan (A)	20-24	1	F	14
Berrigan (A)	20-24	1	M	6
Berrigan (A)	25-34		F	38
Berrigan (A)	25-34		M	46
Berrigan (A)	25-34	0	F	282
Berrigan (A)	25-34	0	M	286
Berrigan (A)	25-34	1	F	52
Berrigan (A)	25-34	1	M	40
Berrigan (A)	35-44		F	46
Berrigan (A)	35-44		M	39
Berrigan (A)	35-44	0	F	348
Berrigan (A)	35-44	0	M	318
Berrigan (A)	35-44	1	F	53
Berrigan (A)	35-44	1	M	47
Berrigan (A)	45-54		F	62
Berrigan (A)	45-54		M	50
Berrigan (A)	45-54	0	F	339
Berrigan (A)	45-54	0	M	335
Berrigan (A)	45-54	1	F	91
Berrigan (A)	45-54	1	M	58
Berrigan (A)	55-64		F	65
Berrigan (A)	55-64		M	72
Berrigan (A)	55-64	0	F	456
Berrigan (A)	55-64	0	M	497
Berrigan (A)	55-64	1	F	146
Berrigan (A)	55-64	1	M	73
Berrigan (A)	65-74		F	86
Berrigan (A)	65-74		M	102
Berrigan (A)	65-74	0	F	480
Berrigan (A)	65-74	0	M	547
Berrigan (A)	65-74	1	F	88
Berrigan (A)	65-74	1	M	57
Berrigan (A)	75-84		F	69
Berrigan (A)	75-84		M	76
Berrigan (A)	75-84	0	F	252
Berrigan (A)	75-84	0	M	271
Berrigan (A)	75-84	1	F	33
Berrigan (A)	75-84	1	M	30
Berrigan (A)	85+		F	46
Berrigan (A)	85+		M	32
Berrigan (A)	85+	0	F	136
Berrigan (A)	85+	0	M	86
Berrigan (A)	85+	1	F	5
Berrigan (A)	85+	1	M	11
Blacktown (C)	15-19		F	896
Blacktown (C)	15-19		M	1033
Blacktown (C)	15-19	0	F	9685
Blacktown (C)	15-19	0	M	10408
Blacktown (C)	15-19	1	F	649
Blacktown (C)	15-19	1	M	616
Blacktown (C)	20-24		F	687
Blacktown (C)	20-24		M	952
Blacktown (C)	20-24	0	F	9445
Blacktown (C)	20-24	0	M	10148
Blacktown (C)	20-24	1	F	920
Blacktown (C)	20-24	1	M	675
Blacktown (C)	25-34		F	1687
Blacktown (C)	25-34		M	2049
Blacktown (C)	25-34	0	F	22206
Blacktown (C)	25-34	0	M	21434
Blacktown (C)	25-34	1	F	3068
Blacktown (C)	25-34	1	M	1795
Blacktown (C)	35-44		F	1546
Blacktown (C)	35-44		M	1894
Blacktown (C)	35-44	0	F	20111
Blacktown (C)	35-44	0	M	21371
Blacktown (C)	35-44	1	F	3931
Blacktown (C)	35-44	1	M	2551
Blacktown (C)	45-54		F	1268
Blacktown (C)	45-54		M	1573
Blacktown (C)	45-54	0	F	16210
Blacktown (C)	45-54	0	M	16924
Blacktown (C)	45-54	1	F	3730
Blacktown (C)	45-54	1	M	2359
Blacktown (C)	55-64		F	1176
Blacktown (C)	55-64		M	1190
Blacktown (C)	55-64	0	F	13005
Blacktown (C)	55-64	0	M	13266
Blacktown (C)	55-64	1	F	3104
Blacktown (C)	55-64	1	M	1965
Blacktown (C)	65-74		F	1121
Blacktown (C)	65-74		M	956
Blacktown (C)	65-74	0	F	8486
Blacktown (C)	65-74	0	M	8267
Blacktown (C)	65-74	1	F	1544
Blacktown (C)	65-74	1	M	1165
Blacktown (C)	75-84		F	730
Blacktown (C)	75-84		M	533
Blacktown (C)	75-84	0	F	4180
Blacktown (C)	75-84	0	M	3343
Blacktown (C)	75-84	1	F	436
Blacktown (C)	75-84	1	M	460
Blacktown (C)	85+		F	296
Blacktown (C)	85+		M	189
Blacktown (C)	85+	0	F	1927
Blacktown (C)	85+	0	M	961
Blacktown (C)	85+	1	F	77
Blacktown (C)	85+	1	M	94
Bland (A)	15-19		F	32
Bland (A)	15-19		M	30
Bland (A)	15-19	0	F	121
Bland (A)	15-19	0	M	120
Bland (A)	15-19	1	F	14
Bland (A)	15-19	1	M	12
Bland (A)	20-24		F	13
Bland (A)	20-24		M	17
Bland (A)	20-24	0	F	102
Bland (A)	20-24	0	M	108
Bland (A)	20-24	1	F	4
Bland (A)	20-24	1	M	17
Bland (A)	25-34		F	28
Bland (A)	25-34		M	40
Bland (A)	25-34	0	F	232
Bland (A)	25-34	0	M	238
Bland (A)	25-34	1	F	32
Bland (A)	25-34	1	M	15
Bland (A)	35-44		F	38
Bland (A)	35-44		M	30
Bland (A)	35-44	0	F	258
Bland (A)	35-44	0	M	265
Bland (A)	35-44	1	F	53
Bland (A)	35-44	1	M	44
Bland (A)	45-54		F	47
Bland (A)	45-54		M	53
Bland (A)	45-54	0	F	243
Bland (A)	45-54	0	M	274
Bland (A)	45-54	1	F	67
Bland (A)	45-54	1	M	38
Bland (A)	55-64		F	47
Bland (A)	55-64		M	78
Bland (A)	55-64	0	F	275
Bland (A)	55-64	0	M	317
Bland (A)	55-64	1	F	83
Bland (A)	55-64	1	M	57
Bland (A)	65-74		F	46
Bland (A)	65-74		M	47
Bland (A)	65-74	0	F	193
Bland (A)	65-74	0	M	247
Bland (A)	65-74	1	F	62
Bland (A)	65-74	1	M	30
Bland (A)	75-84		F	65
Bland (A)	75-84		M	43
Bland (A)	75-84	0	F	154
Bland (A)	75-84	0	M	137
Bland (A)	75-84	1	F	28
Bland (A)	75-84	1	M	20
Bland (A)	85+		F	51
Bland (A)	85+		M	31
Bland (A)	85+	0	F	75
Bland (A)	85+	0	M	48
Bland (A)	85+	1	F	7
Bland (A)	85+	1	M	6
Blayney (A)	15-19		F	35
Blayney (A)	15-19		M	25
Blayney (A)	15-19	0	F	172
Blayney (A)	15-19	0	M	199
Blayney (A)	15-19	1	F	12
Blayney (A)	15-19	1	M	8
Blayney (A)	20-24		F	19
Blayney (A)	20-24		M	21
Blayney (A)	20-24	0	F	138
Blayney (A)	20-24	0	M	137
Blayney (A)	20-24	1	F	3
Blayney (A)	20-24	1	M	3
Blayney (A)	25-34		F	23
Blayney (A)	25-34		M	28
Blayney (A)	25-34	0	F	309
Blayney (A)	25-34	0	M	283
Blayney (A)	25-34	1	F	47
Blayney (A)	25-34	1	M	25
Blayney (A)	35-44		F	44
Blayney (A)	35-44		M	30
Blayney (A)	35-44	0	F	363
Blayney (A)	35-44	0	M	331
Blayney (A)	35-44	1	F	57
Blayney (A)	35-44	1	M	32
Blayney (A)	45-54		F	42
Blayney (A)	45-54		M	61
Blayney (A)	45-54	0	F	351
Blayney (A)	45-54	0	M	394
Blayney (A)	45-54	1	F	115
Blayney (A)	45-54	1	M	73
Blayney (A)	55-64		F	37
Blayney (A)	55-64		M	54
Blayney (A)	55-64	0	F	340
Blayney (A)	55-64	0	M	405
Blayney (A)	55-64	1	F	115
Blayney (A)	55-64	1	M	72
Blayney (A)	65-74		F	40
Blayney (A)	65-74		M	44
Blayney (A)	65-74	0	F	278
Blayney (A)	65-74	0	M	295
Blayney (A)	65-74	1	F	52
Blayney (A)	65-74	1	M	43
Blayney (A)	75-84		F	34
Blayney (A)	75-84		M	33
Blayney (A)	75-84	0	F	155
Blayney (A)	75-84	0	M	153
Blayney (A)	75-84	1	F	26
Blayney (A)	75-84	1	M	22
Blayney (A)	85+		F	11
Blayney (A)	85+		M	18
Blayney (A)	85+	0	F	84
Blayney (A)	85+	0	M	45
Blayney (A)	85+	1	F	3
Blayney (A)	85+	1	M	3
Blue Mountains (C)	15-19		F	156
Blue Mountains (C)	15-19		M	164
Blue Mountains (C)	15-19	0	F	2026
Blue Mountains (C)	15-19	0	M	2158
Blue Mountains (C)	15-19	1	F	137
Blue Mountains (C)	15-19	1	M	134
Blue Mountains (C)	20-24		F	90
Blue Mountains (C)	20-24		M	94
Blue Mountains (C)	20-24	0	F	1540
Blue Mountains (C)	20-24	0	M	1671
Blue Mountains (C)	20-24	1	F	122
Blue Mountains (C)	20-24	1	M	113
Blue Mountains (C)	25-34		F	194
Blue Mountains (C)	25-34		M	198
Blue Mountains (C)	25-34	0	F	3011
Blue Mountains (C)	25-34	0	M	2983
Blue Mountains (C)	25-34	1	F	394
Blue Mountains (C)	25-34	1	M	212
Blue Mountains (C)	35-44		F	234
Blue Mountains (C)	35-44		M	283
Blue Mountains (C)	35-44	0	F	3998
Blue Mountains (C)	35-44	0	M	3850
Blue Mountains (C)	35-44	1	F	831
Blue Mountains (C)	35-44	1	M	492
Blue Mountains (C)	45-54		F	296
Blue Mountains (C)	45-54		M	291
Blue Mountains (C)	45-54	0	F	4195
Blue Mountains (C)	45-54	0	M	4170
Blue Mountains (C)	45-54	1	F	1280
Blue Mountains (C)	45-54	1	M	756
Blue Mountains (C)	55-64		F	331
Blue Mountains (C)	55-64		M	322
Blue Mountains (C)	55-64	0	F	4416
Blue Mountains (C)	55-64	0	M	4372
Blue Mountains (C)	55-64	1	F	1468
Blue Mountains (C)	55-64	1	M	850
Blue Mountains (C)	65-74		F	377
Blue Mountains (C)	65-74		M	314
Blue Mountains (C)	65-74	0	F	3699
Blue Mountains (C)	65-74	0	M	3469
Blue Mountains (C)	65-74	1	F	810
Blue Mountains (C)	65-74	1	M	607
Blue Mountains (C)	75-84		F	275
Blue Mountains (C)	75-84		M	195
Blue Mountains (C)	75-84	0	F	1771
Blue Mountains (C)	75-84	0	M	1442
Blue Mountains (C)	75-84	1	F	214
Blue Mountains (C)	75-84	1	M	207
Blue Mountains (C)	85+		F	139
Blue Mountains (C)	85+		M	73
Blue Mountains (C)	85+	0	F	892
Blue Mountains (C)	85+	0	M	444
Blue Mountains (C)	85+	1	F	47
Blue Mountains (C)	85+	1	M	44
Bogan (A)	15-19		F	13
Bogan (A)	15-19		M	21
Bogan (A)	15-19	0	F	73
Bogan (A)	15-19	0	M	60
Bogan (A)	15-19	1	F	3
Bogan (A)	15-19	1	M	4
Bogan (A)	20-24		F	11
Bogan (A)	20-24		M	9
Bogan (A)	20-24	0	F	59
Bogan (A)	20-24	0	M	71
Bogan (A)	20-24	1	F	4
Bogan (A)	25-34		F	20
Bogan (A)	25-34		M	25
Bogan (A)	25-34	0	F	121
Bogan (A)	25-34	0	M	126
Bogan (A)	25-34	1	F	13
Bogan (A)	25-34	1	M	11
Bogan (A)	35-44		F	20
Bogan (A)	35-44		M	21
Bogan (A)	35-44	0	F	102
Bogan (A)	35-44	0	M	105
Bogan (A)	35-44	1	F	25
Bogan (A)	35-44	1	M	17
Bogan (A)	45-54		F	20
Bogan (A)	45-54		M	30
Bogan (A)	45-54	0	F	134
Bogan (A)	45-54	0	M	166
Bogan (A)	45-54	1	F	29
Bogan (A)	45-54	1	M	16
Bogan (A)	55-64		F	29
Bogan (A)	55-64		M	16
Bogan (A)	55-64	0	F	90
Bogan (A)	55-64	0	M	114
Bogan (A)	55-64	1	F	19
Bogan (A)	55-64	1	M	10
Bogan (A)	65-74		F	19
Bogan (A)	65-74		M	20
Bogan (A)	65-74	0	F	116
Bogan (A)	65-74	0	M	102
Bogan (A)	65-74	1	F	16
Bogan (A)	65-74	1	M	13
Bogan (A)	75-84		F	25
Bogan (A)	75-84		M	15
Bogan (A)	75-84	0	F	62
Bogan (A)	75-84	0	M	65
Bogan (A)	75-84	1	F	4
Bogan (A)	75-84	1	M	10
Bogan (A)	85+		F	10
Bogan (A)	85+		M	9
Bogan (A)	85+	0	F	25
Bogan (A)	85+	0	M	14
Botany Bay (C)	15-19		F	106
Botany Bay (C)	15-19		M	132
Botany Bay (C)	15-19	0	F	1105
Botany Bay (C)	15-19	0	M	1201
Botany Bay (C)	15-19	1	F	53
Botany Bay (C)	15-19	1	M	52
Botany Bay (C)	20-24		F	150
Botany Bay (C)	20-24		M	173
Botany Bay (C)	20-24	0	F	1630
Botany Bay (C)	20-24	0	M	1671
Botany Bay (C)	20-24	1	F	99
Botany Bay (C)	20-24	1	M	74
Botany Bay (C)	25-34		F	365
Botany Bay (C)	25-34		M	414
Botany Bay (C)	25-34	0	F	3665
Botany Bay (C)	25-34	0	M	3802
Botany Bay (C)	25-34	1	F	298
Botany Bay (C)	25-34	1	M	224
Botany Bay (C)	35-44		F	265
Botany Bay (C)	35-44		M	280
Botany Bay (C)	35-44	0	F	2875
Botany Bay (C)	35-44	0	M	2939
Botany Bay (C)	35-44	1	F	471
Botany Bay (C)	35-44	1	M	326
Botany Bay (C)	45-54		F	190
Botany Bay (C)	45-54		M	233
Botany Bay (C)	45-54	0	F	2146
Botany Bay (C)	45-54	0	M	2330
Botany Bay (C)	45-54	1	F	557
Botany Bay (C)	45-54	1	M	396
Botany Bay (C)	55-64		F	196
Botany Bay (C)	55-64		M	192
Botany Bay (C)	55-64	0	F	1634
Botany Bay (C)	55-64	0	M	1714
Botany Bay (C)	55-64	1	F	408
Botany Bay (C)	55-64	1	M	287
Botany Bay (C)	65-74		F	186
Botany Bay (C)	65-74		M	154
Botany Bay (C)	65-74	0	F	1330
Botany Bay (C)	65-74	0	M	1206
Botany Bay (C)	65-74	1	F	257
Botany Bay (C)	65-74	1	M	143
Botany Bay (C)	75-84		F	147
Botany Bay (C)	75-84		M	156
Botany Bay (C)	75-84	0	F	830
Botany Bay (C)	75-84	0	M	695
Botany Bay (C)	75-84	1	F	120
Botany Bay (C)	75-84	1	M	108
Botany Bay (C)	85+		F	115
Botany Bay (C)	85+		M	65
Botany Bay (C)	85+	0	F	366
Botany Bay (C)	85+	0	M	170
Botany Bay (C)	85+	1	F	14
Botany Bay (C)	85+	1	M	30
Bourke (A)	15-19		F	17
Bourke (A)	15-19		M	17
Bourke (A)	15-19	0	F	47
