POA_CODE_2016	BornAust	Sex	persons
POA2024	0	M	1644
POA2024	1	F	3396
POA2024	1	M	3143
POA2025	0	F	1218
POA2025	0	M	1056
POA2025	1	F	2393
POA2025	1	M	1966
POA2026	0	F	6573
POA2026	0	M	6192
POA2026	1	F	7869
POA2026	1	M	7917
POA2027	0	F	1415
POA2027	0	M	1257
POA2027	1	F	2423
POA2027	1	M	2003
POA2028	0	F	894
POA2028	0	M	687
POA2028	1	F	1440
POA2028	1	M	1143
POA2029	0	F	2042
POA2029	0	M	1781
POA2029	1	F	2857
POA2029	1	M	2501
POA2030	0	F	2785
POA2030	0	M	2457
POA2030	1	F	4147
POA2030	1	M	3822
POA2031	0	F	7044
POA2031	0	M	6208
POA2031	1	F	9713
POA2031	1	M	8948
POA2032	0	F	4672
POA2032	0	M	4826
POA2032	1	F	3120
POA2032	1	M	3122
POA2033	0	F	2725
POA2033	0	M	2741
POA2033	1	F	2623
POA2033	1	M	2590
POA2034	0	F	3775
POA2034	0	M	3336
POA2034	1	F	6177
POA2034	1	M	5444
POA2035	0	F	7484
POA2035	0	M	6809
POA2035	1	F	9142
POA2035	1	M	8817
POA2036	0	F	5325
POA2036	0	M	5244
POA2036	1	F	8088
POA2036	1	M	9209
POA2037	0	F	3178
POA2037	0	M	2668
POA2037	1	F	4438
POA2037	1	M	4111
POA2038	0	F	1240
POA2038	0	M	1215
POA2038	1	F	3308
POA2038	1	M	2957
POA2039	0	F	1337
POA2039	0	M	1235
POA2039	1	F	2842
POA2039	1	M	2551
POA2040	0	F	3181
POA2040	0	M	2964
POA2040	1	F	7625
POA2040	1	M	6891
POA2041	0	F	2345
POA2041	0	M	2187
POA2041	1	F	5130
POA2041	1	M	4637
POA2042	0	F	2986
POA2042	0	M	2959
POA2042	1	F	5663
POA2042	1	M	5650
POA2043	0	F	1259
POA2043	0	M	1315
POA2043	1	F	2300
POA2043	1	M	2410
POA2044	0	F	1306
POA2044	0	M	1312
POA2044	1	F	2328
POA2044	1	M	2331
POA2045	0	F	990
POA2045	0	M	870
POA2045	1	F	2115
POA2045	1	M	2169
POA2046	0	F	4361
POA2046	0	M	3709
POA2046	1	F	8883
POA2046	1	M	8138
POA2047	0	F	1846
POA2047	0	M	1516
POA2047	1	F	3945
POA2047	1	M	3644
POA2048	0	F	1110
POA2048	0	M	1053
POA2048	1	F	2548
POA2048	1	M	2518
POA2049	0	F	1666
POA2049	0	M	1547
POA2049	1	F	3594
POA2049	1	M	3503
POA2050	0	F	1977
POA2050	0	M	1711
POA2050	1	F	2208
POA2050	1	M	2253
POA2052	0	F	1078
POA2052	0	M	1091
POA2052	1	F	461
POA2052	1	M	560
POA2060	0	F	2853
POA2060	0	M	2664
POA2060	1	F	3764
POA2060	1	M	3482
POA2061	0	F	1336
POA2061	0	M	1194
POA2061	1	F	1465
POA2061	1	M	1352
POA2062	0	F	1181
POA2062	0	M	1024
POA2062	1	F	2355
POA2062	1	M	2082
POA2063	0	F	917
POA2063	0	M	877
POA2063	1	F	2227
POA2063	1	M	2064
POA2064	0	F	2469
POA2064	0	M	2105
POA2064	1	F	2144
POA2064	1	M	2281
POA2065	0	F	6379
POA2065	0	M	5604
POA2065	1	F	8291
POA2065	1	M	7834
POA2066	0	F	6003
POA2066	0	M	5452
POA2066	1	F	9403
POA2066	1	M	9397
POA2067	0	F	8740
POA2067	0	M	7282
POA2067	1	F	4375
POA2067	1	M	4530
POA2068	0	F	3039
POA2068	0	M	2459
POA2068	1	F	5298
POA2068	1	M	5271
POA2069	0	F	2591
POA2069	0	M	2354
POA2069	1	F	4391
POA2069	1	M	4371
POA2070	0	F	2780
POA2070	0	M	2453
POA2070	1	F	3949
POA2070	1	M	3843
POA2071	0	F	3280
POA2071	0	M	2892
POA2071	1	F	3512
POA2071	1	M	3406
POA2072	0	F	1975
POA2072	0	M	1713
POA2072	1	F	1880
POA2072	1	M	1786
POA2073	0	F	3174
POA2073	0	M	2784
POA2073	1	F	5147
POA2073	1	M	4737
POA2074	0	F	3921
POA2074	0	M	3537
POA2074	1	F	7096
POA2074	1	M	6680
POA2075	0	F	4868
POA2075	0	M	4317
POA2075	1	F	5447
POA2075	1	M	5188
POA2076	0	F	4471
POA2076	0	M	4022
POA2076	1	F	7792
POA2076	1	M	7327
POA2077	0	F	9436
POA2077	0	M	8440
POA2077	1	F	9093
POA2077	1	M	9240
POA2079	0	F	1002
POA2079	0	M	894
POA2079	1	F	2450
POA2079	1	M	2545
POA2080	0	F	217
POA2080	0	M	192
POA2080	1	F	598
POA2080	1	M	629
POA2081	0	F	632
POA2081	0	M	613
POA2081	1	F	1986
POA2081	1	M	1996
POA2082	0	F	512
POA2082	0	M	535
POA2082	1	F	2126
POA2082	1	M	2017
POA2083	0	F	155
POA2083	0	M	166
POA2083	1	F	528
POA2083	1	M	556
POA2084	0	F	407
POA2084	0	M	385
POA2084	1	F	1322
POA2084	1	M	1297
POA2085	0	F	1692
POA2085	0	M	1570
POA2085	1	F	4024
POA2085	1	M	3832
POA2086	0	F	1928
POA2086	0	M	1856
POA2086	1	F	4638
POA2086	1	M	4581
POA2087	0	F	2170
POA2087	0	M	1939
POA2087	1	F	4217
POA2087	1	M	4052
POA2088	0	F	5146
POA2088	0	M	4371
POA2088	1	F	9089
POA2088	1	M	7860
POA2089	0	F	2352
POA2089	0	M	1957
POA2089	1	F	3428
POA2089	1	M	3150
POA2090	0	F	2721
POA2090	0	M	2282
POA2090	1	F	4175
POA2090	1	M	3553
POA2092	0	F	1170
POA2092	0	M	1093
POA2092	1	F	2377
POA2092	1	M	2230
POA2093	0	F	3725
POA2093	0	M	3392
POA2093	1	F	7486
POA2093	1	M	7129
POA2094	0	F	975
POA2094	0	M	852
POA2094	1	F	1922
POA2094	1	M	1786
POA2095	0	F	3200
POA2095	0	M	3085
POA2095	1	F	4111
POA2095	1	M	4100
POA2096	0	F	2129
POA2096	0	M	2020
POA2096	1	F	4716
POA2096	1	M	4735
POA2097	0	F	1838
POA2097	0	M	1768
POA2097	1	F	5629
POA2097	1	M	5407
POA2099	0	F	7205
POA2099	0	M	6502
POA2099	1	F	12016
POA2099	1	M	11824
POA2100	0	F	3215
POA2100	0	M	2983
POA2100	1	F	6925
POA2100	1	M	6980
POA2101	0	F	2192
POA2101	0	M	1992
POA2101	1	F	7165
POA2101	1	M	6914
POA2102	0	F	1010
POA2102	0	M	885
POA2102	1	F	2699
POA2102	1	M	2550
POA2103	0	F	1362
POA2103	0	M	1230
POA2103	1	F	3903
POA2103	1	M	3634
POA2104	0	F	526
POA2104	0	M	459
POA2104	1	F	1317
POA2104	1	M	1112
POA2105	0	F	250
POA2105	0	M	263
POA2105	1	F	567
POA2105	1	M	575
POA2106	0	F	1057
POA2106	0	M	973
POA2106	1	F	3483
POA2106	1	M	3423
POA2107	0	F	1756
POA2107	0	M	1663
POA2107	1	F	5431
POA2107	1	M	5215
POA2108	0	F	170
POA2108	0	M	177
POA2108	1	F	584
POA2108	1	M	602
POA2109	0	F	999
POA2109	0	M	930
POA2109	1	F	528
POA2109	1	M	402
POA2110	0	F	1366
POA2110	0	M	1227
POA2110	1	F	3493
POA2110	1	M	3644
POA2111	0	F	2236
POA2111	0	M	2035
POA2111	1	F	4822
POA2111	1	M	4541
POA2112	0	F	7498
POA2112	0	M	6757
POA2112	1	F	8510
POA2112	1	M	8449
POA2113	0	F	4188
POA2113	0	M	3780
POA2113	1	F	4799
POA2113	1	M	4832
POA2114	0	F	6377
POA2114	0	M	5682
POA2114	1	F	5404
POA2114	1	M	5700
POA2115	0	F	2075
POA2115	0	M	1960
POA2115	1	F	3082
POA2115	1	M	3120
POA2116	0	F	1436
POA2116	0	M	1333
POA2116	1	F	1761
POA2116	1	M	1795
POA2117	0	F	4879
POA2117	0	M	4446
POA2117	1	F	5417
POA2117	1	M	5405
POA2118	0	F	6526
POA2118	0	M	5988
POA2118	1	F	5464
POA2118	1	M	5598
POA2119	0	F	2031
POA2119	0	M	1755
POA2119	1	F	3950
POA2119	1	M	3596
POA2120	0	F	3613
POA2120	0	M	3300
POA2120	1	F	6386
POA2120	1	M	6302
POA2121	0	F	7497
POA2121	0	M	7194
POA2121	1	F	6379
POA2121	1	M	6319
POA2122	0	F	9412
POA2122	0	M	8367
POA2122	1	F	6097
POA2122	1	M	6117
POA2125	0	F	3222
POA2125	0	M	3002
POA2125	1	F	4871
POA2125	1	M	4885
POA2126	0	F	4581
POA2126	0	M	4355
POA2126	1	F	4741
POA2126	1	M	4636
POA2127	0	F	3910
POA2127	0	M	3600
POA2127	1	F	2792
POA2127	1	M	2832
POA2128	0	F	603
POA2128	0	M	1088
POA2128	1	F	701
POA2128	1	M	1503
POA2130	0	F	1335
POA2130	0	M	1215
POA2130	1	F	2171
POA2130	1	M	2067
POA2131	0	F	6632
POA2131	0	M	6425
POA2131	1	F	4655
POA2131	1	M	4566
POA2132	0	F	2335
POA2132	0	M	2074
POA2132	1	F	2961
POA2132	1	M	2739
POA2133	0	F	2330
POA2133	0	M	1999
POA2133	1	F	3173
POA2133	1	M	2981
POA2134	0	F	5945
POA2134	0	M	5161
POA2134	1	F	1946
POA2134	1	M	2072
POA2135	0	F	7432
POA2135	0	M	7455
POA2135	1	F	4453
POA2135	1	M	4417
POA2136	0	F	1722
POA2136	0	M	1590
POA2136	1	F	1855
POA2136	1	M	1817
POA2137	0	F	5242
POA2137	0	M	4743
POA2137	1	F	7719
POA2137	1	M	7378
POA2138	0	F	6349
POA2138	0	M	5822
POA2138	1	F	3296
POA2138	1	M	3461
POA2139	0	F	9
POA2139	0	M	10
POA2139	1	F	9
POA2139	1	M	23
POA2140	0	F	5126
POA2140	0	M	5458
POA2140	1	F	1880
POA2140	1	M	2217
POA2141	0	F	8787
POA2141	0	M	9160
POA2141	1	F	4331
POA2141	1	M	4847
POA2142	0	F	6767
POA2142	0	M	7626
POA2142	1	F	4705
POA2142	1	M	4893
POA2143	0	F	2280
POA2143	0	M	2186
POA2143	1	F	1968
POA2143	1	M	1994
POA2144	0	F	10356
POA2144	0	M	13761
POA2144	1	F	5418
POA2144	1	M	5610
POA2145	0	F	19137
POA2145	0	M	19479
POA2145	1	F	18079
POA2145	1	M	17831
POA2146	0	F	3750
POA2146	0	M	3859
POA2146	1	F	4554
POA2146	1	M	4477
POA2147	0	F	6021
POA2147	0	M	6094
POA2147	1	F	11159
POA2147	1	M	11186
POA2148	0	F	14399
POA2148	0	M	14244
POA2148	1	F	15285
POA2148	1	M	15718
POA2150	0	F	10365
POA2150	0	M	11215
POA2150	1	F	3432
POA2150	1	M	3873
POA2151	0	F	4635
POA2151	0	M	4269
POA2151	1	F	5464
POA2151	1	M	5521
POA2152	0	F	2023
POA2152	0	M	1856
POA2152	1	F	3631
POA2152	1	M	3201
POA2153	0	F	10764
POA2153	0	M	9907
POA2153	1	F	17381
POA2153	1	M	17017
POA2154	0	F	8039
POA2154	0	M	7312
POA2154	1	F	11694
POA2154	1	M	11212
POA2155	0	F	10004
POA2155	0	M	9615
POA2155	1	F	17101
POA2155	1	M	16896
POA2156	0	F	1375
POA2156	0	M	1362
POA2156	1	F	4937
POA2156	1	M	4862
POA2157	0	F	365
POA2157	0	M	356
POA2157	1	F	1368
POA2157	1	M	1383
POA2158	0	F	1288
POA2158	0	M	1207
POA2158	1	F	2912
POA2158	1	M	2824
POA2159	0	F	461
POA2159	0	M	451
POA2159	1	F	1968
POA2159	1	M	1933
POA2160	0	F	8512
POA2160	0	M	9107
POA2160	1	F	8145
POA2160	1	M	8004
POA2161	0	F	6571
POA2161	0	M	6989
POA2161	1	F	7827
POA2161	1	M	7632
POA2162	0	F	4150
POA2162	0	M	3989
POA2162	1	F	4663
POA2162	1	M	4640
POA2163	0	F	2217
POA2163	0	M	2557
POA2163	1	F	1973
POA2163	1	M	1975
POA2164	0	F	4744
POA2164	0	M	4463
POA2164	1	F	4578
POA2164	1	M	4691
POA2165	0	F	13008
POA2165	0	M	12193
POA2165	1	F	7232
POA2165	1	M	7503
POA2166	0	F	16736
POA2166	0	M	14643
POA2166	1	F	8736
POA2166	1	M	9785
POA2167	0	F	2293
POA2167	0	M	2163
POA2167	1	F	2126
POA2167	1	M	2217
POA2168	0	F	9482
POA2168	0	M	8750
POA2168	1	F	10831
POA2168	1	M	10958
POA2170	0	F	23702
POA2170	0	M	22347
POA2170	1	F	25150
POA2170	1	M	25200
POA2171	0	F	7227
POA2171	0	M	6829
POA2171	1	F	9487
POA2171	1	M	9640
POA2172	0	F	372
POA2172	0	M	379
POA2172	1	F	942
POA2172	1	M	994
POA2173	0	F	2310
POA2173	0	M	2175
POA2173	1	F	4502
POA2173	1	M	4833
POA2174	0	F	543
POA2174	0	M	533
POA2174	1	F	528
POA2174	1	M	519
POA2175	0	F	257
POA2175	0	M	270
POA2175	1	F	556
POA2175	1	M	594
POA2176	0	F	12723
POA2176	0	M	11413
POA2176	1	F	10580
POA2176	1	M	11082
POA2177	0	F	4488
POA2177	0	M	3880
POA2177	1	F	3341
POA2177	1	M	3561
POA2178	0	F	552
POA2178	0	M	574
POA2178	1	F	1302
POA2178	1	M	1371
POA2179	0	F	960
POA2179	0	M	925
POA2179	1	F	1925
POA2179	1	M	2002
POA2190	0	F	5180
POA2190	0	M	5005
POA2190	1	F	6818
POA2190	1	M	6795
POA2191	0	F	1315
POA2191	0	M	1145
POA2191	1	F	1790
POA2191	1	M	1773
POA2192	0	F	3241
POA2192	0	M	3044
POA2192	1	F	2708
POA2192	1	M	2861
POA2193	0	F	3316
POA2193	0	M	3017
POA2193	1	F	3998
POA2193	1	M	3994
POA2194	0	F	8200
POA2194	0	M	7978
POA2194	1	F	3325
POA2194	1	M	3631
POA2195	0	F	7450
POA2195	0	M	9023
POA2195	1	F	4236
POA2195	1	M	4489
POA2196	0	F	6905
POA2196	0	M	7162
POA2196	1	F	7768
POA2196	1	M	7813
POA2197	0	F	1683
POA2197	0	M	1631
POA2197	1	F	2688
POA2197	1	M	2613
POA2198	0	F	1452
POA2198	0	M	1334
POA2198	1	F	2968
POA2198	1	M	2795
POA2199	0	F	3969
POA2199	0	M	3784
POA2199	1	F	4480
POA2199	1	M	4621
POA2200	0	F	11325
POA2200	0	M	10758
POA2200	1	F	8973
POA2200	1	M	9149
POA2203	0	F	2458
POA2203	0	M	2197
POA2203	1	F	4186
POA2203	1	M	3847
POA2204	0	F	5086
POA2204	0	M	4742
POA2204	1	F	7458
POA2204	1	M	7222
POA2205	0	F	5428
POA2205	0	M	5281
POA2205	1	F	3566
POA2205	1	M	3822
POA2206	0	F	3565
POA2206	0	M	3149
POA2206	1	F	5663
POA2206	1	M	5758
POA2207	0	F	5936
POA2207	0	M	5473
POA2207	1	F	7577
POA2207	1	M	7459
POA2208	0	F	2613
POA2208	0	M	2307
POA2208	1	F	3418
POA2208	1	M	3444
POA2209	0	F	4013
POA2209	0	M	3562
POA2209	1	F	3708
POA2209	1	M	3652
POA2210	0	F	5936
POA2210	0	M	5374
POA2210	1	F	8980
POA2210	1	M	8761
POA2211	0	F	2994
POA2211	0	M	2755
POA2211	1	F	5172
POA2211	1	M	5081
POA2212	0	F	2972
POA2212	0	M	2689
POA2212	1	F	4859
POA2212	1	M	4589
POA2213	0	F	2780
POA2213	0	M	2558
POA2213	1	F	7816
POA2213	1	M	7576
POA2214	0	F	318
POA2214	0	M	296
POA2214	1	F	1617
POA2214	1	M	1586
POA2216	0	F	7410
POA2216	0	M	7498
POA2216	1	F	5454
POA2216	1	M	5585
POA2217	0	F	6746
POA2217	0	M	6463
POA2217	1	F	6005
POA2217	1	M	6007
POA2218	0	F	4517
POA2218	0	M	4357
POA2218	1	F	3277
POA2218	1	M	3473
POA2219	0	F	2124
POA2219	0	M	1829
POA2219	1	F	4417
POA2219	1	M	4002
POA2220	0	F	11031
POA2220	0	M	10139
POA2220	1	F	4790
POA2220	1	M	5125
POA2221	0	F	3022
POA2221	0	M	2724
POA2221	1	F	5072
POA2221	1	M	4915
POA2222	0	F	3248
POA2222	0	M	2864
POA2222	1	F	3019
POA2222	1	M	3032
POA2223	0	F	3483
POA2223	0	M	3086
POA2223	1	F	6815
POA2223	1	M	6598
POA2224	0	F	1852
POA2224	0	M	1669
POA2224	1	F	5167
POA2224	1	M	4822
POA2225	0	F	424
POA2225	0	M	431
POA2225	1	F	2262
POA2225	1	M	2123
POA2226	0	F	1178
POA2226	0	M	1105
POA2226	1	F	4903
POA2226	1	M	4818
POA2227	0	F	1308
POA2227	0	M	1147
POA2227	1	F	5909
POA2227	1	M	5719
POA2228	0	F	2368
POA2228	0	M	2066
POA2228	1	F	6655
POA2228	1	M	6316
POA2229	0	F	2555
POA2229	0	M	2237
POA2229	1	F	11524
POA2229	1	M	11027
POA2230	0	F	2476
POA2230	0	M	2269
POA2230	1	F	11200
POA2230	1	M	10968
POA2231	0	F	146
POA2231	0	M	141
POA2231	1	F	923
POA2231	1	M	943
POA2232	0	F	3447
POA2232	0	M	2991
POA2232	1	F	12751
POA2232	1	M	12283
POA2233	0	F	1901
POA2233	0	M	1754
POA2233	1	F	12714
POA2233	1	M	12354
POA2234	0	F	3051
POA2234	0	M	2854
POA2234	1	F	11992
POA2234	1	M	11838
POA2250	0	F	6540
POA2250	0	M	5974
POA2250	1	F	25898
POA2250	1	M	24678
POA2251	0	F	2692
POA2251	0	M	2518
POA2251	1	F	13388
POA2251	1	M	12392
POA2256	0	F	1435
POA2256	0	M	1220
POA2256	1	F	6062
POA2256	1	M	5690
POA2257	0	F	2262
POA2257	0	M	2066
POA2257	1	F	11655
POA2257	1	M	10900
POA2258	0	F	394
POA2258	0	M	362
POA2258	1	F	2061
POA2258	1	M	2090
POA2259	0	F	4077
POA2259	0	M	3725
POA2259	1	F	24450
POA2259	1	M	23503
POA2260	0	F	2001
POA2260	0	M	1947
POA2260	1	F	9312
POA2260	1	M	8998
POA2261	0	F	3228
POA2261	0	M	2880
POA2261	1	F	22427
POA2261	1	M	20749
POA2262	0	F	1144
POA2262	0	M	1038
POA2262	1	F	8830
POA2262	1	M	8477
POA2263	0	F	1452
POA2263	0	M	1306
POA2263	1	F	9872
POA2263	1	M	9399
POA2264	0	F	968
POA2264	0	M	877
POA2264	1	F	5921
POA2264	1	M	5714
POA2265	0	F	515
POA2265	0	M	437
POA2265	1	F	2312
POA2265	1	M	2185
POA2267	0	F	146
POA2267	0	M	151
POA2267	1	F	1184
POA2267	1	M	1145
POA2278	0	F	57
POA2278	0	M	48
POA2278	1	F	1161
POA2278	1	M	1204
POA2280	0	F	1212
POA2280	0	M	1108
POA2280	1	F	11799
POA2280	1	M	11411
POA2281	0	F	647
POA2281	0	M	591
POA2281	1	F	6217
POA2281	1	M	6089
POA2282	0	F	930
POA2282	0	M	877
POA2282	1	F	6473
POA2282	1	M	5909
POA2283	0	F	1227
POA2283	0	M	1141
POA2283	1	F	10067
POA2283	1	M	9643
POA2284	0	F	496
POA2284	0	M	437
POA2284	1	F	4562
POA2284	1	M	4504
POA2285	0	F	1528
POA2285	0	M	1348
POA2285	1	F	13623
POA2285	1	M	13016
POA2286	0	F	103
POA2286	0	M	112
POA2286	1	F	1772
POA2286	1	M	1707
POA2287	0	F	2693
POA2287	0	M	2622
POA2287	1	F	15139
POA2287	1	M	14517
POA2289	0	F	1149
POA2289	0	M	1073
POA2289	1	F	8279
POA2289	1	M	8004
POA2290	0	F	1776
POA2290	0	M	1604
POA2290	1	F	14593
POA2290	1	M	13841
POA2291	0	F	751
POA2291	0	M	672
POA2291	1	F	5714
POA2291	1	M	5669
POA2292	0	F	161
POA2292	0	M	150
POA2292	1	F	1032
POA2292	1	M	1026
POA2293	0	F	127
POA2293	0	M	135
POA2293	1	F	1074
POA2293	1	M	1044
POA2294	0	F	97
POA2294	0	M	84
POA2294	1	F	797
POA2294	1	M	824
POA2295	0	F	301
POA2295	0	M	292
POA2295	1	F	2952
POA2295	1	M	2909
POA2296	0	F	112
POA2296	0	M	121
POA2296	1	F	774
POA2296	1	M	751
POA2297	0	F	130
POA2297	0	M	106
POA2297	1	F	654
POA2297	1	M	672
POA2298	0	F	722
POA2298	0	M	652
POA2298	1	F	3954
POA2298	1	M	3725
POA2299	0	F	1270
POA2299	0	M	1247
POA2299	1	F	4198
POA2299	1	M	4048
POA2300	0	F	844
POA2300	0	M	825
POA2300	1	F	3967
POA2300	1	M	4067
POA2302	0	F	53
POA2302	0	M	56
POA2302	1	F	169
POA2302	1	M	209
POA2303	0	F	667
POA2303	0	M	604
POA2303	1	F	3707
POA2303	1	M	3608
POA2304	0	F	1130
POA2304	0	M	1071
POA2304	1	F	6175
POA2304	1	M	6055
POA2305	0	F	774
POA2305	0	M	660
POA2305	1	F	5424
POA2305	1	M	5200
POA2306	0	F	84
POA2306	0	M	73
POA2306	1	F	1487
POA2306	1	M	1360
POA2307	0	F	305
POA2307	0	M	332
POA2307	1	F	1541
POA2307	1	M	1582
POA2308	0	F	199
POA2308	0	M	169
POA2308	1	F	507
POA2308	1	M	394
POA2311	0	F	23
POA2311	0	M	12
POA2311	1	F	356
POA2311	1	M	401
POA2312	0	F	56
POA2312	0	M	63
POA2312	1	F	599
POA2312	1	M	640
POA2314	0	F	3
POA2314	0	M	7
POA2314	1	F	25
POA2314	1	M	84
POA2315	0	F	1191
POA2315	0	M	1125
POA2315	1	F	5666
POA2315	1	M	5402
POA2316	0	F	369
POA2316	0	M	323
POA2316	1	F	2317
POA2316	1	M	2306
POA2317	0	F	502
POA2317	0	M	450
POA2317	1	F	2564
POA2317	1	M	2296
POA2318	0	F	569
POA2318	0	M	566
POA2318	1	F	5037
POA2318	1	M	5029
POA2319	0	F	365
POA2319	0	M	359
POA2319	1	F	2705
POA2319	1	M	2713
POA2320	0	F	1387
POA2320	0	M	1289
POA2320	1	F	15157
POA2320	1	M	14592
POA2321	0	F	456
POA2321	0	M	476
POA2321	1	F	6568
POA2321	1	M	6360
POA2322	0	F	793
POA2322	0	M	700
POA2322	1	F	8071
POA2322	1	M	7972
POA2323	0	F	1162
POA2323	0	M	1072
POA2323	1	F	11281
POA2323	1	M	10710
POA2324	0	F	1102
POA2324	0	M	1020
POA2324	1	F	9901
POA2324	1	M	9783
POA2325	0	F	948
POA2325	0	M	944
POA2325	1	F	12123
POA2325	1	M	12052
POA2326	0	F	175
POA2326	0	M	161
POA2326	1	F	3203
POA2326	1	M	3237
POA2327	0	F	211
POA2327	0	M	181
POA2327	1	F	3319
POA2327	1	M	3282
POA2328	0	F	70
POA2328	0	M	83
POA2328	1	F	1012
POA2328	1	M	1045
POA2329	0	F	66
POA2329	0	M	50
POA2329	1	F	870
POA2329	1	M	870
POA2330	0	F	846
POA2330	0	M	790
POA2330	1	F	8439
POA2330	1	M	8558
POA2331	0	M	29
POA2331	1	F	13
POA2331	1	M	279
POA2333	0	F	505
POA2333	0	M	578
POA2333	1	F	5661
POA2333	1	M	5911
POA2334	0	F	113
POA2334	0	M	88
POA2334	1	F	1188
POA2334	1	M	1275
POA2335	0	F	210
POA2335	0	M	209
POA2335	1	F	2651
