POA_CODE_2016	EduInstitutionType	Sex	students
POA3360	Secondary	F	20
POA3360	Secondary	M	19
POA3360	University or other tertiary	F	6
POA3361		F	47
POA3361		M	45
POA3361	Infants/Primary	F	35
POA3361	Infants/Primary	M	35
POA3361	Pre-school	F	6
POA3361	Pre-school	M	3
POA3361	Secondary	F	15
POA3361	Secondary	M	14
POA3361	Technical or Further Educational Institution	M	3
POA3361	University or other tertiary	F	6
POA3361	University or other tertiary	M	3
POA3363		F	207
POA3363		M	187
POA3363	Infants/Primary	F	138
POA3363	Infants/Primary	M	120
POA3363	Pre-school	F	20
POA3363	Pre-school	M	22
POA3363	Secondary	F	93
POA3363	Secondary	M	72
POA3363	Technical or Further Educational Institution	F	15
POA3363	Technical or Further Educational Institution	M	10
POA3363	University or other tertiary	F	56
POA3363	University or other tertiary	M	27
POA3364		F	127
POA3364		M	122
POA3364	Infants/Primary	F	86
POA3364	Infants/Primary	M	88
POA3364	Pre-school	F	15
POA3364	Pre-school	M	18
POA3364	Secondary	F	71
POA3364	Secondary	M	58
POA3364	Technical or Further Educational Institution	F	11
POA3364	Technical or Further Educational Institution	M	14
POA3364	University or other tertiary	F	31
POA3364	University or other tertiary	M	15
POA3370		F	117
POA3370		M	77
POA3370	Infants/Primary	F	53
POA3370	Infants/Primary	M	66
POA3370	Pre-school	F	5
POA3370	Pre-school	M	13
POA3370	Secondary	F	53
POA3370	Secondary	M	42
POA3370	Technical or Further Educational Institution	F	13
POA3370	Technical or Further Educational Institution	M	10
POA3370	University or other tertiary	F	29
POA3370	University or other tertiary	M	10
POA3371		F	57
POA3371		M	69
POA3371	Infants/Primary	F	21
POA3371	Infants/Primary	M	22
POA3371	Pre-school	F	11
POA3371	Secondary	F	16
POA3371	Secondary	M	33
POA3371	Technical or Further Educational Institution	F	4
POA3371	Technical or Further Educational Institution	M	3
POA3371	University or other tertiary	F	3
POA3371	University or other tertiary	M	6
POA3373		F	117
POA3373		M	110
POA3373	Infants/Primary	F	103
POA3373	Infants/Primary	M	88
POA3373	Pre-school	F	16
POA3373	Pre-school	M	18
POA3373	Secondary	F	59
POA3373	Secondary	M	54
POA3373	Technical or Further Educational Institution	F	9
POA3373	Technical or Further Educational Institution	M	14
POA3373	University or other tertiary	F	14
POA3373	University or other tertiary	M	13
POA3374		F	11
POA3374		M	11
POA3374	Infants/Primary	F	9
POA3374	Infants/Primary	M	19
POA3374	Pre-school	F	3
POA3374	Secondary	F	19
POA3374	Secondary	M	7
POA3374	Technical or Further Educational Institution	M	3
POA3374	University or other tertiary	F	8
POA3375		F	17
POA3375		M	12
POA3375	Infants/Primary	F	8
POA3375	Infants/Primary	M	4
POA3375	Pre-school	F	3
POA3375	Secondary	F	3
POA3377		F	359
POA3377		M	1011
POA3377	Infants/Primary	F	320
POA3377	Infants/Primary	M	328
POA3377	Pre-school	F	66
POA3377	Pre-school	M	60
POA3377	Secondary	F	262
POA3377	Secondary	M	254
POA3377	Technical or Further Educational Institution	F	46
POA3377	Technical or Further Educational Institution	M	40
POA3377	University or other tertiary	F	89
POA3377	University or other tertiary	M	51
POA3378		F	16
POA3378		M	13
POA3378	Infants/Primary	F	10
POA3378	Infants/Primary	M	7
POA3378	Pre-school	M	4
POA3378	Secondary	F	5
POA3379		F	78
POA3379		M	82
POA3379	Infants/Primary	F	29
POA3379	Infants/Primary	M	22
POA3379	Pre-school	F	4
POA3379	Pre-school	M	10
POA3379	Secondary	F	19
POA3379	Secondary	M	17
POA3379	Technical or Further Educational Institution	F	3
POA3379	University or other tertiary	F	11
POA3380		F	314
POA3380		M	273
POA3380	Infants/Primary	F	190
POA3380	Infants/Primary	M	188
POA3380	Pre-school	F	33
POA3380	Pre-school	M	42
POA3380	Secondary	F	171
POA3380	Secondary	M	184
POA3380	Technical or Further Educational Institution	F	26
POA3380	Technical or Further Educational Institution	M	24
POA3380	University or other tertiary	F	56
POA3380	University or other tertiary	M	13
POA3381		F	64
POA3381		M	77
POA3381	Infants/Primary	F	46
POA3381	Infants/Primary	M	55
POA3381	Pre-school	F	5
POA3381	Pre-school	M	9
POA3381	Secondary	F	31
POA3381	Secondary	M	28
POA3381	Technical or Further Educational Institution	F	6
POA3381	Technical or Further Educational Institution	M	3
POA3381	University or other tertiary	F	8
POA3381	University or other tertiary	M	9
POA3384		F	28
POA3384		M	25
POA3384	Infants/Primary	F	15
POA3384	Infants/Primary	M	16
POA3384	Secondary	F	19
POA3384	Secondary	M	22
POA3384	University or other tertiary	F	3
POA3385		F	17
POA3385		M	21
POA3385	Infants/Primary	F	12
POA3385	Infants/Primary	M	17
POA3385	Pre-school	M	3
POA3385	Secondary	F	20
POA3385	Secondary	M	9
POA3385	Technical or Further Educational Institution	F	4
POA3387		F	6
POA3387		M	15
POA3387	Infants/Primary	F	16
POA3387	Infants/Primary	M	11
POA3387	Pre-school	M	4
POA3387	Secondary	F	5
POA3387	Secondary	M	8
POA3388		F	16
POA3388		M	26
POA3388	Infants/Primary	F	15
POA3388	Infants/Primary	M	35
POA3388	Pre-school	M	7
POA3388	Secondary	F	15
POA3388	Secondary	M	14
POA3388	Technical or Further Educational Institution	F	3
POA3388	University or other tertiary	F	11
POA3390		F	41
POA3390		M	39
POA3390	Infants/Primary	F	39
POA3390	Infants/Primary	M	44
POA3390	Pre-school	F	3
POA3390	Pre-school	M	4
POA3390	Secondary	F	32
POA3390	Secondary	M	34
POA3390	Technical or Further Educational Institution	F	3
POA3390	University or other tertiary	F	8
POA3391		F	3
POA3391		M	9
POA3391	Infants/Primary	F	5
POA3391	Infants/Primary	M	6
POA3391	Secondary	F	6
POA3391	Secondary	M	10
POA3392		F	27
POA3392		M	27
POA3392	Infants/Primary	F	11
POA3392	Infants/Primary	M	16
POA3392	Pre-school	F	3
POA3392	Pre-school	M	8
POA3392	Secondary	F	12
POA3392	Secondary	M	18
POA3392	University or other tertiary	F	6
POA3393		F	155
POA3393		M	140
POA3393	Infants/Primary	F	92
POA3393	Infants/Primary	M	116
POA3393	Pre-school	F	14
POA3393	Pre-school	M	18
POA3393	Secondary	F	76
POA3393	Secondary	M	89
POA3393	Technical or Further Educational Institution	F	6
POA3393	Technical or Further Educational Institution	M	13
POA3393	University or other tertiary	F	21
POA3393	University or other tertiary	M	9
POA3395		F	18
POA3395		M	15
POA3395	Infants/Primary	F	6
POA3395	Infants/Primary	M	9
POA3395	Pre-school	F	5
POA3395	Secondary	F	18
POA3395	Secondary	M	7
POA3396		F	60
POA3396		M	40
POA3396	Infants/Primary	F	19
POA3396	Infants/Primary	M	24
POA3396	Pre-school	F	3
POA3396	Pre-school	M	6
POA3396	Secondary	F	18
POA3396	Secondary	M	21
POA3396	Technical or Further Educational Institution	F	4
POA3396	Technical or Further Educational Institution	M	3
POA3396	University or other tertiary	F	6
POA3400		F	582
POA3400		M	525
POA3400	Infants/Primary	F	561
POA3400	Infants/Primary	M	592
POA3400	Pre-school	F	114
POA3400	Pre-school	M	111
POA3400	Secondary	F	399
POA3400	Secondary	M	429
POA3400	Technical or Further Educational Institution	F	72
POA3400	Technical or Further Educational Institution	M	77
POA3400	University or other tertiary	F	171
POA3400	University or other tertiary	M	88
POA3401		F	146
POA3401		M	157
POA3401	Infants/Primary	F	230
POA3401	Infants/Primary	M	249
POA3401	Pre-school	F	22
POA3401	Pre-school	M	37
POA3401	Secondary	F	186
POA3401	Secondary	M	170
POA3401	Technical or Further Educational Institution	F	28
POA3401	Technical or Further Educational Institution	M	30
POA3401	University or other tertiary	F	45
POA3401	University or other tertiary	M	19
POA3407		F	14
POA3407		M	13
POA3407	Infants/Primary	F	14
POA3407	Infants/Primary	M	31
POA3407	Secondary	F	6
POA3407	Secondary	M	18
POA3407	Technical or Further Educational Institution	F	3
POA3407	University or other tertiary	F	4
POA3409		F	26
POA3409		M	23
POA3409	Infants/Primary	F	35
POA3409	Infants/Primary	M	34
POA3409	Pre-school	F	7
POA3409	Pre-school	M	7
POA3409	Secondary	F	36
POA3409	Secondary	M	26
POA3409	Technical or Further Educational Institution	F	4
POA3409	University or other tertiary	F	8
POA3412		F	7
POA3412		M	7
POA3412	Infants/Primary	F	3
POA3412	Infants/Primary	M	6
POA3412	Pre-school	M	3
POA3412	Secondary	F	15
POA3412	Secondary	M	5
POA3413		F	10
POA3413		M	11
POA3413	Infants/Primary	F	18
POA3413	Infants/Primary	M	7
POA3413	Pre-school	M	3
POA3413	Secondary	F	8
POA3414		F	122
POA3414		M	93
POA3414	Infants/Primary	F	63
POA3414	Infants/Primary	M	53
POA3414	Pre-school	F	8
POA3414	Pre-school	M	3
POA3414	Secondary	F	58
POA3414	Secondary	M	61
POA3414	Technical or Further Educational Institution	M	3
POA3414	University or other tertiary	F	11
POA3414	University or other tertiary	M	6
POA3415	Secondary	F	3
POA3415	Secondary	M	4
POA3418		F	106
POA3418		M	74
POA3418	Infants/Primary	F	91
POA3418	Infants/Primary	M	100
POA3418	Pre-school	F	19
POA3418	Pre-school	M	14
POA3418	Secondary	F	95
POA3418	Secondary	M	96
POA3418	Technical or Further Educational Institution	F	15
POA3418	Technical or Further Educational Institution	M	13
POA3418	University or other tertiary	F	22
POA3418	University or other tertiary	M	3
POA3419		F	19
POA3419		M	12
POA3419	Infants/Primary	F	25
POA3419	Infants/Primary	M	24
POA3419	Pre-school	F	5
POA3419	Pre-school	M	6
POA3419	Secondary	F	35
POA3419	Secondary	M	37
POA3419	Technical or Further Educational Institution	F	3
POA3419	Technical or Further Educational Institution	M	3
POA3419	University or other tertiary	F	11
POA3420		F	12
POA3420		M	9
POA3420	Infants/Primary	F	8
POA3420	Infants/Primary	M	17
POA3420	Pre-school	F	4
POA3420	Secondary	F	15
POA3420	Secondary	M	15
POA3423		F	16
POA3423		M	30
POA3423	Infants/Primary	F	12
POA3423	Infants/Primary	M	12
POA3423	Secondary	F	15
POA3423	Secondary	M	16
POA3423	Technical or Further Educational Institution	M	3
POA3424		F	31
POA3424		M	26
POA3424	Infants/Primary	F	35
POA3424	Infants/Primary	M	33
POA3424	Pre-school	F	3
POA3424	Pre-school	M	5
POA3424	Secondary	F	28
POA3424	Secondary	M	21
POA3424	Technical or Further Educational Institution	M	4
POA3424	University or other tertiary	F	3
POA3424	University or other tertiary	M	3
POA3427		F	144
POA3427		M	126
POA3427	Infants/Primary	F	88
POA3427	Infants/Primary	M	88
POA3427	Pre-school	F	25
POA3427	Pre-school	M	22
POA3427	Secondary	F	54
POA3427	Secondary	M	81
POA3427	Technical or Further Educational Institution	F	17
POA3427	Technical or Further Educational Institution	M	14
POA3427	University or other tertiary	F	58
POA3427	University or other tertiary	M	35
POA3428		F	55
POA3428		M	50
POA3428	Infants/Primary	F	24
POA3428	Infants/Primary	M	19
POA3428	Pre-school	F	4
POA3428	Pre-school	M	3
POA3428	Secondary	F	29
POA3428	Secondary	M	15
POA3428	Technical or Further Educational Institution	F	3
POA3428	Technical or Further Educational Institution	M	7
POA3428	University or other tertiary	F	6
POA3428	University or other tertiary	M	4
POA3429		F	1195
POA3429		M	1058
POA3429	Infants/Primary	F	1521
POA3429	Infants/Primary	M	1623
POA3429	Pre-school	F	289
POA3429	Pre-school	M	304
POA3429	Secondary	F	1257
POA3429	Secondary	M	1287
POA3429	Technical or Further Educational Institution	F	326
POA3429	Technical or Further Educational Institution	M	353
POA3429	University or other tertiary	F	855
POA3429	University or other tertiary	M	518
POA3430		F	29
POA3430		M	28
POA3430	Infants/Primary	F	12
POA3430	Infants/Primary	M	9
POA3430	Pre-school	F	3
POA3430	Secondary	F	6
POA3430	Secondary	M	8
POA3430	Technical or Further Educational Institution	M	10
POA3431		F	111
POA3431		M	93
POA3431	Infants/Primary	F	220
POA3431	Infants/Primary	M	203
POA3431	Pre-school	F	34
POA3431	Pre-school	M	36
POA3431	Secondary	F	158
POA3431	Secondary	M	165
POA3431	Technical or Further Educational Institution	F	32
POA3431	Technical or Further Educational Institution	M	32
POA3431	University or other tertiary	F	88
POA3431	University or other tertiary	M	48
POA3432		F	16
POA3432		M	19
POA3432	Infants/Primary	F	9
POA3432	Infants/Primary	M	8
POA3432	Secondary	M	3
POA3432	University or other tertiary	F	3
POA3433		F	11
POA3433		M	12
POA3433	Infants/Primary	F	15
POA3433	Infants/Primary	M	14
POA3433	Secondary	F	5
POA3433	Secondary	M	14
POA3433	University or other tertiary	F	5
POA3434		F	209
POA3434		M	190
POA3434	Infants/Primary	F	218
POA3434	Infants/Primary	M	228
POA3434	Pre-school	F	42
POA3434	Pre-school	M	42
POA3434	Secondary	F	180
POA3434	Secondary	M	204
POA3434	Technical or Further Educational Institution	F	31
POA3434	Technical or Further Educational Institution	M	32
POA3434	University or other tertiary	F	85
POA3434	University or other tertiary	M	45
POA3435		F	128
POA3435		M	127
POA3435	Infants/Primary	F	138
POA3435	Infants/Primary	M	138
POA3435	Pre-school	F	20
POA3435	Pre-school	M	27
POA3435	Secondary	F	84
POA3435	Secondary	M	106
POA3435	Technical or Further Educational Institution	F	18
POA3435	Technical or Further Educational Institution	M	13
POA3435	University or other tertiary	F	53
POA3435	University or other tertiary	M	16
POA3437		F	391
POA3437		M	340
POA3437	Infants/Primary	F	488
POA3437	Infants/Primary	M	539
POA3437	Pre-school	F	98
POA3437	Pre-school	M	128
POA3437	Secondary	F	387
POA3437	Secondary	M	407
POA3437	Technical or Further Educational Institution	F	65
POA3437	Technical or Further Educational Institution	M	63
POA3437	University or other tertiary	F	217
POA3437	University or other tertiary	M	109
POA3438		F	70
POA3438		M	67
POA3438	Infants/Primary	F	125
POA3438	Infants/Primary	M	140
POA3438	Pre-school	F	15
POA3438	Pre-school	M	39
POA3438	Secondary	F	88
POA3438	Secondary	M	116
POA3438	Technical or Further Educational Institution	F	16
POA3438	Technical or Further Educational Institution	M	14
POA3438	University or other tertiary	F	52
POA3438	University or other tertiary	M	39
POA3440		F	91
POA3440		M	101
POA3440	Infants/Primary	F	92
POA3440	Infants/Primary	M	142
POA3440	Pre-school	F	23
POA3440	Pre-school	M	19
POA3440	Secondary	F	75
POA3440	Secondary	M	72
POA3440	Technical or Further Educational Institution	F	3
POA3440	Technical or Further Educational Institution	M	8
POA3440	University or other tertiary	F	50
POA3440	University or other tertiary	M	24
POA3441		F	54
POA3441		M	42
POA3441	Infants/Primary	F	64
POA3441	Infants/Primary	M	79
POA3441	Pre-school	F	15
POA3441	Pre-school	M	10
POA3441	Secondary	F	33
POA3441	Secondary	M	52
POA3441	Technical or Further Educational Institution	F	5
POA3441	Technical or Further Educational Institution	M	6
POA3441	University or other tertiary	F	34
POA3441	University or other tertiary	M	22
POA3442		F	416
POA3442		M	310
POA3442	Infants/Primary	F	379
POA3442	Infants/Primary	M	376
POA3442	Pre-school	F	62
POA3442	Pre-school	M	83
POA3442	Secondary	F	281
POA3442	Secondary	M	240
POA3442	Technical or Further Educational Institution	F	56
POA3442	Technical or Further Educational Institution	M	52
POA3442	University or other tertiary	F	137
POA3442	University or other tertiary	M	81
POA3444		F	451
POA3444		M	397
POA3444	Infants/Primary	F	337
POA3444	Infants/Primary	M	329
POA3444	Pre-school	F	65
POA3444	Pre-school	M	75
POA3444	Secondary	F	274
POA3444	Secondary	M	251
POA3444	Technical or Further Educational Institution	F	68
POA3444	Technical or Further Educational Institution	M	44
POA3444	University or other tertiary	F	132
POA3444	University or other tertiary	M	79
POA3446		F	54
POA3446		M	51
POA3446	Infants/Primary	F	47
POA3446	Infants/Primary	M	40
POA3446	Pre-school	F	8
POA3446	Pre-school	M	8
POA3446	Secondary	F	18
POA3446	Secondary	M	35
POA3446	Technical or Further Educational Institution	F	18
POA3446	Technical or Further Educational Institution	M	9
POA3446	University or other tertiary	F	19
POA3446	University or other tertiary	M	6
POA3447		F	26
POA3447		M	24
POA3447	Infants/Primary	F	21
POA3447	Infants/Primary	M	9
POA3447	Pre-school	F	7
POA3447	Secondary	F	14
POA3447	Secondary	M	13
POA3447	Technical or Further Educational Institution	M	3
POA3447	University or other tertiary	F	4
POA3448		F	35
POA3448		M	33
POA3448	Infants/Primary	F	35
POA3448	Infants/Primary	M	27
POA3448	Pre-school	F	8
POA3448	Pre-school	M	3
POA3448	Secondary	F	29
POA3448	Secondary	M	24
POA3448	Technical or Further Educational Institution	M	5
POA3448	University or other tertiary	F	7
POA3450		F	423
POA3450		M	328
POA3450	Infants/Primary	F	223
POA3450	Infants/Primary	M	252
POA3450	Pre-school	F	42
POA3450	Pre-school	M	52
POA3450	Secondary	F	163
POA3450	Secondary	M	168
POA3450	Technical or Further Educational Institution	F	29
POA3450	Technical or Further Educational Institution	M	42
POA3450	University or other tertiary	F	112
POA3450	University or other tertiary	M	55
POA3451		F	240
POA3451		M	923
POA3451	Infants/Primary	F	187
POA3451	Infants/Primary	M	183
POA3451	Pre-school	F	26
POA3451	Pre-school	M	32
POA3451	Secondary	F	164
POA3451	Secondary	M	163
POA3451	Technical or Further Educational Institution	F	26
POA3451	Technical or Further Educational Institution	M	43
POA3451	University or other tertiary	F	74
POA3451	University or other tertiary	M	21
POA3453		F	75
POA3453		M	70
POA3453	Infants/Primary	F	79
POA3453	Infants/Primary	M	72
POA3453	Pre-school	F	10
POA3453	Pre-school	M	12
POA3453	Secondary	F	59
POA3453	Secondary	M	63
POA3453	Technical or Further Educational Institution	F	12
POA3453	Technical or Further Educational Institution	M	8
POA3453	University or other tertiary	F	27
POA3453	University or other tertiary	M	13
POA3458		F	145
POA3458		M	124
POA3458	Infants/Primary	F	56
POA3458	Infants/Primary	M	57
POA3458	Pre-school	F	19
POA3458	Pre-school	M	12
POA3458	Secondary	F	31
POA3458	Secondary	M	45
POA3458	Technical or Further Educational Institution	F	4
POA3458	Technical or Further Educational Institution	M	7
POA3458	University or other tertiary	F	27
POA3458	University or other tertiary	M	15
POA3460		F	134
POA3460		M	109
POA3460	Infants/Primary	F	77
POA3460	Infants/Primary	M	72
POA3460	Pre-school	F	11
POA3460	Pre-school	M	17
POA3460	Secondary	F	49
POA3460	Secondary	M	55
POA3460	Technical or Further Educational Institution	F	8
POA3460	Technical or Further Educational Institution	M	11
POA3460	University or other tertiary	F	39
POA3460	University or other tertiary	M	7
POA3461		F	185
POA3461		M	198
POA3461	Infants/Primary	F	155
POA3461	Infants/Primary	M	166
POA3461	Pre-school	F	39
POA3461	Pre-school	M	35
POA3461	Secondary	F	88
POA3461	Secondary	M	109
POA3461	Technical or Further Educational Institution	F	16
POA3461	Technical or Further Educational Institution	M	29
POA3461	University or other tertiary	F	61
POA3461	University or other tertiary	M	28
POA3462		F	61
POA3462		M	67
POA3462	Infants/Primary	F	36
POA3462	Infants/Primary	M	55
POA3462	Pre-school	F	11
POA3462	Pre-school	M	6
POA3462	Secondary	F	37
POA3462	Secondary	M	35
POA3462	Technical or Further Educational Institution	F	3
POA3462	Technical or Further Educational Institution	M	7
POA3462	University or other tertiary	F	16
POA3462	University or other tertiary	M	6
POA3463		F	139
POA3463		M	106
POA3463	Infants/Primary	F	62
POA3463	Infants/Primary	M	78
POA3463	Pre-school	F	11
POA3463	Pre-school	M	10
POA3463	Secondary	F	40
POA3463	Secondary	M	52
POA3463	Technical or Further Educational Institution	F	12
POA3463	University or other tertiary	F	28
POA3463	University or other tertiary	M	10
POA3464		F	41
POA3464		M	28
POA3464	Infants/Primary	F	41
POA3464	Infants/Primary	M	63
POA3464	Pre-school	F	16
POA3464	Pre-school	M	8
POA3464	Secondary	F	47
POA3464	Secondary	M	42
POA3464	Technical or Further Educational Institution	F	9
POA3464	Technical or Further Educational Institution	M	6
POA3464	University or other tertiary	F	6
POA3464	University or other tertiary	M	4
POA3465		F	467
POA3465		M	394
POA3465	Infants/Primary	F	334
POA3465	Infants/Primary	M	359
POA3465	Pre-school	F	58
POA3465	Pre-school	M	57
POA3465	Secondary	F	270
POA3465	Secondary	M	284
POA3465	Technical or Further Educational Institution	F	50
POA3465	Technical or Further Educational Institution	M	51
POA3465	University or other tertiary	F	80
POA3465	University or other tertiary	M	44
POA3467		F	55
POA3467		M	53
POA3467	Infants/Primary	F	47
POA3467	Infants/Primary	M	48
POA3467	Pre-school	F	8
POA3467	Pre-school	M	10
POA3467	Secondary	F	29
POA3467	Secondary	M	24
POA3467	Technical or Further Educational Institution	F	3
POA3467	Technical or Further Educational Institution	M	6
POA3467	University or other tertiary	F	12
POA3468		F	10
POA3468		M	11
POA3468	Infants/Primary	F	3
POA3468	Infants/Primary	M	10
POA3468	Pre-school	F	3
POA3468	Secondary	F	8
POA3468	Secondary	M	7
POA3468	University or other tertiary	F	4
POA3469		F	16
POA3469		M	19
POA3469	Infants/Primary	F	9
POA3469	Infants/Primary	M	9
POA3469	Secondary	F	8
POA3469	Secondary	M	17
POA3472		F	68
POA3472		M	92
POA3472	Infants/Primary	F	47
POA3472	Infants/Primary	M	47
POA3472	Pre-school	F	7
POA3472	Pre-school	M	9
POA3472	Secondary	F	26
POA3472	Secondary	M	29
POA3472	Technical or Further Educational Institution	F	3
POA3472	Technical or Further Educational Institution	M	5
POA3472	University or other tertiary	F	9
POA3475		F	20
POA3475		M	13
POA3475	Infants/Primary	F	8
POA3475	Infants/Primary	M	6
POA3475	Pre-school	F	3
POA3475	Secondary	F	3
POA3475	Secondary	M	3
POA3477		F	29
POA3477		M	32
POA3477	Infants/Primary	F	24
POA3477	Infants/Primary	M	23
POA3477	Pre-school	F	8
POA3477	Pre-school	M	3
POA3477	Secondary	F	27
POA3477	Secondary	M	32
POA3477	Technical or Further Educational Institution	F	5
POA3477	Technical or Further Educational Institution	M	4
POA3477	University or other tertiary	F	11
POA3478		F	87
POA3478		M	83
POA3478	Infants/Primary	F	74
POA3478	Infants/Primary	M	75
POA3478	Pre-school	F	17
POA3478	Pre-school	M	9
POA3478	Secondary	F	75
POA3478	Secondary	M	62
POA3478	Technical or Further Educational Institution	F	8
POA3478	Technical or Further Educational Institution	M	11
POA3478	University or other tertiary	F	21
POA3478	University or other tertiary	M	3
POA3480		F	110
POA3480		M	115
POA3480	Infants/Primary	F	65
POA3480	Infants/Primary	M	87
POA3480	Pre-school	F	6
POA3480	Pre-school	M	15
POA3480	Secondary	F	55
POA3480	Secondary	M	74
POA3480	Technical or Further Educational Institution	F	3
POA3480	Technical or Further Educational Institution	M	3
POA3480	University or other tertiary	F	12
POA3480	University or other tertiary	M	6
POA3482		F	12
POA3482		M	17
POA3482	Infants/Primary	F	4
POA3482	Infants/Primary	M	11
POA3482	Secondary	F	7
POA3482	Secondary	M	9
POA3483		F	45
POA3483		M	42
POA3483	Infants/Primary	F	36
POA3483	Infants/Primary	M	36
POA3483	Pre-school	F	5
POA3483	Secondary	F	34
POA3483	Secondary	M	34
POA3483	Technical or Further Educational Institution	M	7
POA3483	University or other tertiary	F	11
POA3483	University or other tertiary	M	7
POA3485		F	12
POA3485		M	9
POA3485	Infants/Primary	F	10
POA3485	Infants/Primary	M	15
POA3485	Secondary	F	6
POA3485	Secondary	M	13
POA3485	University or other tertiary	F	7
POA3487		F	9
POA3487		M	7
POA3487	Infants/Primary	F	10
POA3487	Infants/Primary	M	6
POA3487	Secondary	F	4
POA3488		F	3
POA3488		M	3
POA3488	Infants/Primary	F	6
POA3488	Infants/Primary	M	5
POA3488	Secondary	F	4
POA3488	Secondary	M	8
POA3490		F	62
POA3490		M	70
POA3490	Infants/Primary	F	42
POA3490	Infants/Primary	M	45
POA3490	Pre-school	F	10
POA3490	Pre-school	M	9
POA3490	Secondary	F	33
POA3490	Secondary	M	48
POA3490	Technical or Further Educational Institution	F	3
POA3490	Technical or Further Educational Institution	M	3
POA3490	University or other tertiary	F	11
POA3490	University or other tertiary	M	3
POA3491		F	3
POA3491		M	4
POA3491	Infants/Primary	F	10
POA3491	Infants/Primary	M	7
POA3491	Pre-school	F	4
POA3491	Secondary	F	7
POA3491	Secondary	M	8
POA3491	Technical or Further Educational Institution	F	3
POA3491	University or other tertiary	F	4
POA3494		F	38
POA3494		M	55
POA3494	Infants/Primary	F	17
POA3494	Infants/Primary	M	25
POA3494	Pre-school	F	3
POA3494	Pre-school	M	9
POA3494	Secondary	F	23
POA3494	Secondary	M	21
POA3494	Technical or Further Educational Institution	F	4
POA3494	Technical or Further Educational Institution	M	5
POA3494	University or other tertiary	F	3
POA3496		F	349
POA3496		M	357
POA3496	Infants/Primary	F	265
POA3496	Infants/Primary	M	255
POA3496	Pre-school	F	43
POA3496	Pre-school	M	50
POA3496	Secondary	F	205
POA3496	Secondary	M	205
POA3496	Technical or Further Educational Institution	F	64
POA3496	Technical or Further Educational Institution	M	45
POA3496	University or other tertiary	F	61
POA3496	University or other tertiary	M	24
POA3498		F	219
POA3498		M	222
POA3498	Infants/Primary	F	214
POA3498	Infants/Primary	M	253
POA3498	Pre-school	F	44
POA3498	Pre-school	M	55
POA3498	Secondary	F	206
POA3498	Secondary	M	219
POA3498	Technical or Further Educational Institution	F	45
POA3498	Technical or Further Educational Institution	M	36
POA3498	University or other tertiary	F	61
POA3498	University or other tertiary	M	34
POA3500		F	1808
POA3500		M	1675
POA3500	Infants/Primary	F	1223
POA3500	Infants/Primary	M	1318
POA3500	Pre-school	F	268
POA3500	Pre-school	M	314
POA3500	Secondary	F	994
POA3500	Secondary	M	994
POA3500	Technical or Further Educational Institution	F	352
POA3500	Technical or Further Educational Institution	M	329
POA3500	University or other tertiary	F	452
POA3500	University or other tertiary	M	196
POA3501		F	57
POA3501		M	61
POA3501	Infants/Primary	F	95
POA3501	Infants/Primary	M	115
POA3501	Pre-school	F	31
POA3501	Pre-school	M	17
POA3501	Secondary	F	85
POA3501	Secondary	M	75
POA3501	Technical or Further Educational Institution	F	11
POA3501	Technical or Further Educational Institution	M	13
POA3501	University or other tertiary	F	26
POA3501	University or other tertiary	M	6
POA3505		F	225
POA3505		M	239
POA3505	Infants/Primary	F	192
POA3505	Infants/Primary	M	222
POA3505	Pre-school	F	30
POA3505	Pre-school	M	48
POA3505	Secondary	F	174
POA3505	Secondary	M	145
POA3505	Technical or Further Educational Institution	F	27
POA3505	Technical or Further Educational Institution	M	22
POA3505	University or other tertiary	F	45
POA3505	University or other tertiary	M	16
POA3506		M	3
POA3506	Secondary	F	4
POA3507		F	5
POA3507		M	11
POA3507	Infants/Primary	F	9
POA3507	Infants/Primary	M	12
POA3507	Pre-school	M	4
POA3507	Secondary	F	3
POA3509		F	10
POA3509		M	8
POA3509	Infants/Primary	F	11
POA3509	Infants/Primary	M	3
POA3509	Pre-school	M	3
POA3509	Secondary	F	5
POA3509	Secondary	M	3
POA3512		F	15
POA3512		M	12
POA3512	Infants/Primary	F	11
POA3512	Infants/Primary	M	22
POA3512	Pre-school	F	3
POA3512	Secondary	F	14
POA3512	Secondary	M	14
POA3512	University or other tertiary	F	4
POA3515		F	83
POA3515		M	91
POA3515	Infants/Primary	F	95
POA3515	Infants/Primary	M	96
POA3515	Pre-school	F	17
POA3515	Pre-school	M	24
POA3515	Secondary	F	61
POA3515	Secondary	M	45
POA3515	Technical or Further Educational Institution	F	20
POA3515	Technical or Further Educational Institution	M	20
POA3515	University or other tertiary	F	26
POA3516		F	24
POA3516		M	33
POA3516	Infants/Primary	F	28
POA3516	Infants/Primary	M	24
POA3516	Pre-school	F	7
POA3516	Pre-school	M	5
POA3516	Secondary	F	28
POA3516	Secondary	M	31
POA3516	Technical or Further Educational Institution	F	4
POA3516	University or other tertiary	F	8
POA3516	University or other tertiary	M	4
POA3517		F	91
POA3517		M	97
POA3517	Infants/Primary	F	48
POA3517	Infants/Primary	M	40
POA3517	Pre-school	M	12
POA3517	Secondary	F	35
POA3517	Secondary	M	28
POA3517	Technical or Further Educational Institution	F	4
POA3517	Technical or Further Educational Institution	M	3
POA3517	University or other tertiary	F	9
POA3518		F	86
POA3518		M	110
POA3518	Infants/Primary	F	33
POA3518	Infants/Primary	M	26
