POA_CODE_2016	AgeChild	CoupleFamily	ParentsBornAus	children
POA0875	0-4	0	Both	35
POA0875	0-4	1	Both	62
POA0875	0-4	1	Father only	10
POA0875	0-4	1	Mother only	22
POA0875	0-4	1	Neither	38
POA0875	5-9	0		8
POA0875	5-9	0	Both	58
POA0875	5-9	0	Father only	3
POA0875	5-9	0	Mother only	5
POA0875	5-9	0	Neither	3
POA0875	5-9	1	Both	80
POA0875	5-9	1	Father only	8
POA0875	5-9	1	Mother only	9
POA0875	5-9	1	Neither	32
POA0875	10-12	0	Both	28
POA0875	10-12	1	Both	45
POA0875	10-12	1	Father only	6
POA0875	10-12	1	Mother only	3
POA0875	10-12	1	Neither	12
POA0875	13-14	0		3
POA0875	13-14	0	Both	15
POA0875	13-14	0	Father only	4
POA0875	13-14	1		3
POA0875	13-14	1	Both	26
POA0875	13-14	1	Father only	6
POA0875	13-14	1	Neither	8
POA0875	15-17	0	Both	13
POA0875	15-17	0	Father only	3
POA0875	15-17	1	Both	28
POA0875	15-17	1	Father only	3
POA0875	15-17	1	Neither	10
POA0875	18-20	0	Both	7
POA0875	18-20	1	Neither	5
POA0880	0-4	0		4
POA0880	0-4	0	Both	73
POA0880	0-4	0	Father only	7
POA0880	0-4	1		13
POA0880	0-4	1	Both	239
POA0880	0-4	1	Father only	27
POA0880	0-4	1	Mother only	17
POA0880	0-4	1	Neither	45
POA0880	5-9	0		6
POA0880	5-9	0	Both	78
POA0880	5-9	0	Father only	3
POA0880	5-9	1		10
POA0880	5-9	1	Both	279
POA0880	5-9	1	Father only	17
POA0880	5-9	1	Mother only	19
POA0880	5-9	1	Neither	30
POA0880	10-12	0		6
POA0880	10-12	0	Both	60
POA0880	10-12	0	Mother only	5
POA0880	10-12	1		3
POA0880	10-12	1	Both	138
POA0880	10-12	1	Father only	12
POA0880	10-12	1	Mother only	11
POA0880	10-12	1	Neither	16
POA0880	13-14	0		3
POA0880	13-14	0	Both	37
POA0880	13-14	0	Mother only	3
POA0880	13-14	1		6
POA0880	13-14	1	Both	93
POA0880	13-14	1	Father only	5
POA0880	13-14	1	Mother only	4
POA0880	13-14	1	Neither	15
POA0880	15-17	0	Both	22
POA0880	15-17	0	Neither	4
POA0880	15-17	1	Both	58
POA0880	15-17	1	Father only	5
POA0880	15-17	1	Mother only	3
POA0880	15-17	1	Neither	5
POA0880	18-20	0	Both	3
POA0880	18-20	1	Both	9
POA0880	18-20	1	Neither	3
POA0880	21-24	1	Both	3
POA0885	0-4	0	Both	4
POA0885	0-4	1	Both	45
POA0885	0-4	1	Father only	6
POA0885	0-4	1	Mother only	11
POA0885	0-4	1	Neither	7
POA0885	5-9	0	Both	5
POA0885	5-9	1	Both	54
POA0885	5-9	1	Father only	9
POA0885	5-9	1	Mother only	8
POA0885	5-9	1	Neither	17
POA0885	10-12	0	Both	6
POA0885	10-12	1	Both	24
POA0885	10-12	1	Mother only	4
POA0885	10-12	1	Neither	7
POA0885	13-14	1	Both	7
POA0886	0-4	0	Both	10
POA0886	0-4	1	Both	59
POA0886	0-4	1	Father only	8
POA0886	0-4	1	Neither	6
POA0886	5-9	0	Both	3
POA0886	5-9	0	Mother only	4
POA0886	5-9	0	Neither	4
POA0886	5-9	1	Both	51
POA0886	5-9	1	Father only	3
POA0886	5-9	1	Neither	3
POA0886	10-12	0	Both	7
POA0886	10-12	1	Both	15
POA0886	10-12	1	Father only	5
POA0886	13-14	1		3
POA0886	13-14	1	Both	8
POA0886	15-17	1	Both	5
POA0886	15-17	1	Father only	4
POA2000	0-4	0	Both	8
POA2000	0-4	0	Father only	6
POA2000	0-4	0	Mother only	3
POA2000	0-4	0	Neither	39
POA2000	0-4	1		7
POA2000	0-4	1	Both	70
POA2000	0-4	1	Father only	61
POA2000	0-4	1	Mother only	24
POA2000	0-4	1	Neither	380
POA2000	5-9	0		3
POA2000	5-9	0	Both	6
POA2000	5-9	0	Father only	5
POA2000	5-9	0	Neither	34
POA2000	5-9	1	Both	19
POA2000	5-9	1	Father only	16
POA2000	5-9	1	Mother only	8
POA2000	5-9	1	Neither	154
POA2000	10-12	0		3
POA2000	10-12	0	Both	3
POA2000	10-12	0	Father only	3
POA2000	10-12	0	Neither	27
POA2000	10-12	1		3
POA2000	10-12	1	Both	7
POA2000	10-12	1	Father only	15
POA2000	10-12	1	Mother only	6
POA2000	10-12	1	Neither	60
POA2000	13-14	0	Both	4
POA2000	13-14	0	Mother only	3
POA2000	13-14	0	Neither	22
POA2000	13-14	1	Both	7
POA2000	13-14	1	Father only	4
POA2000	13-14	1	Neither	31
POA2000	15-17	0	Both	10
POA2000	15-17	0	Father only	4
POA2000	15-17	0	Mother only	3
POA2000	15-17	0	Neither	34
POA2000	15-17	1	Both	15
POA2000	15-17	1	Father only	3
POA2000	15-17	1	Mother only	8
POA2000	15-17	1	Neither	43
POA2000	18-20	0	Both	4
POA2000	18-20	0	Father only	3
POA2000	18-20	0	Mother only	3
POA2000	18-20	0	Neither	37
POA2000	18-20	1	Both	19
POA2000	18-20	1	Father only	3
POA2000	18-20	1	Mother only	3
POA2000	18-20	1	Neither	34
POA2000	21-24	0	Both	3
POA2000	21-24	0	Father only	4
POA2000	21-24	0	Mother only	5
POA2000	21-24	0	Neither	25
POA2000	21-24	1	Both	12
POA2000	21-24	1	Father only	3
POA2000	21-24	1	Neither	33
POA2006	5-9	1	Mother only	4
POA2006	10-12	1	Mother only	3
POA2006	15-17	1	Both	3
POA2007	0-4	0	Both	8
POA2007	0-4	0	Father only	8
POA2007	0-4	0	Neither	9
POA2007	0-4	1	Both	22
POA2007	0-4	1	Father only	18
POA2007	0-4	1	Mother only	12
POA2007	0-4	1	Neither	102
POA2007	5-9	0	Both	6
POA2007	5-9	0	Mother only	3
POA2007	5-9	0	Neither	7
POA2007	5-9	1	Both	8
POA2007	5-9	1	Father only	10
POA2007	5-9	1	Mother only	4
POA2007	5-9	1	Neither	45
POA2007	10-12	0	Neither	4
POA2007	10-12	1	Both	8
POA2007	10-12	1	Father only	7
POA2007	10-12	1	Neither	17
POA2007	13-14	0	Both	4
POA2007	13-14	1	Father only	3
POA2007	13-14	1	Neither	15
POA2007	15-17	0	Father only	3
POA2007	15-17	0	Neither	13
POA2007	15-17	1	Neither	25
POA2007	18-20	0	Neither	8
POA2007	18-20	1	Father only	3
POA2007	18-20	1	Neither	21
POA2007	21-24	0	Neither	10
POA2007	21-24	1	Neither	5
POA2008	0-4	0		3
POA2008	0-4	0	Both	8
POA2008	0-4	0	Neither	7
POA2008	0-4	1	Both	51
POA2008	0-4	1	Father only	22
POA2008	0-4	1	Mother only	14
POA2008	0-4	1	Neither	81
POA2008	5-9	0	Both	3
POA2008	5-9	0	Mother only	3
POA2008	5-9	0	Neither	8
POA2008	5-9	1	Both	31
POA2008	5-9	1	Father only	10
POA2008	5-9	1	Mother only	8
POA2008	5-9	1	Neither	22
POA2008	10-12	0	Father only	3
POA2008	10-12	0	Mother only	5
POA2008	10-12	0	Neither	3
POA2008	10-12	1	Both	20
POA2008	10-12	1	Father only	10
POA2008	10-12	1	Mother only	3
POA2008	10-12	1	Neither	11
POA2008	13-14	0	Mother only	3
POA2008	13-14	0	Neither	5
POA2008	13-14	1	Both	6
POA2008	13-14	1	Father only	8
POA2008	13-14	1	Neither	3
POA2008	15-17	0	Neither	12
POA2008	15-17	1	Both	3
POA2008	15-17	1	Neither	7
POA2008	18-20	0	Neither	14
POA2008	18-20	1	Father only	3
POA2008	18-20	1	Neither	9
POA2008	21-24	0	Neither	8
POA2009	0-4	0		8
POA2009	0-4	0	Both	22
POA2009	0-4	0	Father only	3
POA2009	0-4	0	Mother only	7
POA2009	0-4	0	Neither	14
POA2009	0-4	1		5
POA2009	0-4	1	Both	116
POA2009	0-4	1	Father only	96
POA2009	0-4	1	Mother only	37
POA2009	0-4	1	Neither	259
POA2009	5-9	0		3
POA2009	5-9	0	Both	30
POA2009	5-9	0	Father only	8
POA2009	5-9	0	Mother only	15
POA2009	5-9	0	Neither	15
POA2009	5-9	1	Both	46
POA2009	5-9	1	Father only	40
POA2009	5-9	1	Mother only	21
POA2009	5-9	1	Neither	135
POA2009	10-12	0	Both	30
POA2009	10-12	0	Mother only	7
POA2009	10-12	0	Neither	14
POA2009	10-12	1	Both	14
POA2009	10-12	1	Father only	19
POA2009	10-12	1	Mother only	5
POA2009	10-12	1	Neither	53
POA2009	13-14	0	Both	10
POA2009	13-14	0	Father only	3
POA2009	13-14	0	Mother only	3
POA2009	13-14	0	Neither	11
POA2009	13-14	1	Both	8
POA2009	13-14	1	Father only	8
POA2009	13-14	1	Mother only	6
POA2009	13-14	1	Neither	28
POA2009	15-17	0	Both	10
POA2009	15-17	0	Father only	9
POA2009	15-17	0	Neither	23
POA2009	15-17	1	Both	10
POA2009	15-17	1	Father only	7
POA2009	15-17	1	Mother only	4
POA2009	15-17	1	Neither	36
POA2009	18-20	0	Father only	4
POA2009	18-20	0	Mother only	3
POA2009	18-20	0	Neither	19
POA2009	18-20	1	Both	8
POA2009	18-20	1	Father only	9
POA2009	18-20	1	Neither	23
POA2009	21-24	0	Neither	3
POA2009	21-24	1	Father only	3
POA2009	21-24	1	Neither	21
POA2010	0-4	0		3
POA2010	0-4	0	Both	13
POA2010	0-4	0	Father only	7
POA2010	0-4	0	Mother only	10
POA2010	0-4	0	Neither	8
POA2010	0-4	1	Both	200
POA2010	0-4	1	Father only	75
POA2010	0-4	1	Mother only	81
POA2010	0-4	1	Neither	168
POA2010	5-9	0	Both	33
POA2010	5-9	0	Father only	11
POA2010	5-9	0	Mother only	3
POA2010	5-9	0	Neither	16
POA2010	5-9	1		3
POA2010	5-9	1	Both	111
POA2010	5-9	1	Father only	40
POA2010	5-9	1	Mother only	44
POA2010	5-9	1	Neither	88
POA2010	10-12	0	Both	12
POA2010	10-12	0	Father only	3
POA2010	10-12	0	Mother only	6
POA2010	10-12	0	Neither	11
POA2010	10-12	1	Both	45
POA2010	10-12	1	Father only	11
POA2010	10-12	1	Mother only	13
POA2010	10-12	1	Neither	28
POA2010	13-14	0	Both	6
POA2010	13-14	0	Mother only	3
POA2010	13-14	0	Neither	10
POA2010	13-14	1	Both	32
POA2010	13-14	1	Father only	5
POA2010	13-14	1	Mother only	6
POA2010	13-14	1	Neither	14
POA2010	15-17	0	Both	17
POA2010	15-17	0	Father only	6
POA2010	15-17	0	Mother only	6
POA2010	15-17	0	Neither	18
POA2010	15-17	1	Both	37
POA2010	15-17	1	Father only	12
POA2010	15-17	1	Mother only	8
POA2010	15-17	1	Neither	31
POA2010	18-20	0	Both	7
POA2010	18-20	0	Mother only	4
POA2010	18-20	0	Neither	4
POA2010	18-20	1	Both	11
POA2010	18-20	1	Father only	3
POA2010	18-20	1	Mother only	10
POA2010	18-20	1	Neither	21
POA2010	21-24	0	Both	3
POA2010	21-24	0	Father only	3
POA2010	21-24	0	Neither	6
POA2010	21-24	1	Both	12
POA2010	21-24	1	Father only	4
POA2010	21-24	1	Mother only	6
POA2010	21-24	1	Neither	10
POA2011	0-4	0		3
POA2011	0-4	0	Both	18
POA2011	0-4	0	Father only	3
POA2011	0-4	0	Mother only	7
POA2011	0-4	0	Neither	8
POA2011	0-4	1		3
POA2011	0-4	1	Both	112
POA2011	0-4	1	Father only	49
POA2011	0-4	1	Mother only	48
POA2011	0-4	1	Neither	93
POA2011	5-9	0		3
POA2011	5-9	0	Both	31
POA2011	5-9	0	Father only	3
POA2011	5-9	0	Mother only	7
POA2011	5-9	0	Neither	7
POA2011	5-9	1	Both	49
POA2011	5-9	1	Father only	11
POA2011	5-9	1	Mother only	21
POA2011	5-9	1	Neither	33
POA2011	10-12	0	Both	18
POA2011	10-12	0	Mother only	5
POA2011	10-12	0	Neither	4
POA2011	10-12	1	Both	15
POA2011	10-12	1	Father only	4
POA2011	10-12	1	Mother only	10
POA2011	10-12	1	Neither	15
POA2011	13-14	0		3
POA2011	13-14	0	Both	12
POA2011	13-14	0	Father only	3
POA2011	13-14	0	Mother only	6
POA2011	13-14	0	Neither	7
POA2011	13-14	1	Both	6
POA2011	13-14	1	Father only	3
POA2011	13-14	1	Mother only	5
POA2011	13-14	1	Neither	4
POA2011	15-17	0	Both	13
POA2011	15-17	0	Father only	4
POA2011	15-17	0	Mother only	3
POA2011	15-17	0	Neither	12
POA2011	15-17	1	Both	16
POA2011	15-17	1	Father only	3
POA2011	15-17	1	Mother only	3
POA2011	15-17	1	Neither	9
POA2011	18-20	0	Both	6
POA2011	18-20	0	Father only	6
POA2011	18-20	0	Neither	6
POA2011	18-20	1	Both	4
POA2011	18-20	1	Father only	6
POA2011	18-20	1	Mother only	9
POA2011	18-20	1	Neither	3
POA2011	21-24	0	Both	3
POA2011	21-24	0	Mother only	3
POA2011	21-24	0	Neither	3
POA2011	21-24	1	Both	10
POA2011	21-24	1	Mother only	3
POA2011	21-24	1	Neither	11
POA2015	0-4	0	Both	17
POA2015	0-4	0	Father only	5
POA2015	0-4	0	Mother only	15
POA2015	0-4	0	Neither	8
POA2015	0-4	1		6
POA2015	0-4	1	Both	170
POA2015	0-4	1	Father only	83
POA2015	0-4	1	Mother only	64
POA2015	0-4	1	Neither	130
POA2015	5-9	0		3
POA2015	5-9	0	Both	25
POA2015	5-9	0	Father only	3
POA2015	5-9	0	Mother only	11
POA2015	5-9	0	Neither	11
POA2015	5-9	1	Both	114
POA2015	5-9	1	Father only	42
POA2015	5-9	1	Mother only	34
POA2015	5-9	1	Neither	75
POA2015	10-12	0	Both	8
POA2015	10-12	0	Father only	3
POA2015	10-12	0	Mother only	7
POA2015	10-12	0	Neither	11
POA2015	10-12	1	Both	32
POA2015	10-12	1	Father only	12
POA2015	10-12	1	Mother only	16
POA2015	10-12	1	Neither	29
POA2015	13-14	0	Both	7
POA2015	13-14	0	Mother only	6
POA2015	13-14	0	Neither	6
POA2015	13-14	1	Both	21
POA2015	13-14	1	Father only	3
POA2015	13-14	1	Mother only	10
POA2015	13-14	1	Neither	16
POA2015	15-17	0	Both	14
POA2015	15-17	0	Mother only	4
POA2015	15-17	0	Neither	8
POA2015	15-17	1	Both	23
POA2015	15-17	1	Father only	4
POA2015	15-17	1	Mother only	18
POA2015	15-17	1	Neither	19
POA2015	18-20	0	Both	3
POA2015	18-20	0	Father only	3
POA2015	18-20	0	Neither	12
POA2015	18-20	1	Both	15
POA2015	18-20	1	Mother only	5
POA2015	18-20	1	Neither	28
POA2015	21-24	0	Neither	3
POA2015	21-24	1	Both	5
POA2015	21-24	1	Neither	12
POA2016	0-4	0		10
POA2016	0-4	0	Both	17
POA2016	0-4	0	Father only	7
POA2016	0-4	0	Mother only	6
POA2016	0-4	0	Neither	6
POA2016	0-4	1	Both	133
POA2016	0-4	1	Father only	62
POA2016	0-4	1	Mother only	64
POA2016	0-4	1	Neither	99
POA2016	5-9	0		7
POA2016	5-9	0	Both	15
POA2016	5-9	0	Father only	9
POA2016	5-9	0	Mother only	6
POA2016	5-9	0	Neither	14
POA2016	5-9	1	Both	72
POA2016	5-9	1	Father only	26
POA2016	5-9	1	Mother only	40
POA2016	5-9	1	Neither	55
POA2016	10-12	0	Both	6
POA2016	10-12	0	Mother only	6
POA2016	10-12	0	Neither	5
POA2016	10-12	1	Both	38
POA2016	10-12	1	Father only	11
POA2016	10-12	1	Mother only	12
POA2016	10-12	1	Neither	18
POA2016	13-14	0	Both	5
POA2016	13-14	0	Father only	3
POA2016	13-14	0	Mother only	3
POA2016	13-14	0	Neither	10
POA2016	13-14	1	Both	20
POA2016	13-14	1	Father only	7
POA2016	13-14	1	Mother only	3
POA2016	13-14	1	Neither	16
POA2016	15-17	0	Both	3
POA2016	15-17	0	Mother only	4
POA2016	15-17	0	Neither	8
POA2016	15-17	1	Both	20
POA2016	15-17	1	Father only	5
POA2016	15-17	1	Mother only	3
POA2016	15-17	1	Neither	16
POA2016	18-20	0	Both	9
POA2016	18-20	0	Mother only	6
POA2016	18-20	0	Neither	4
POA2016	18-20	1	Both	12
POA2016	18-20	1	Father only	3
POA2016	18-20	1	Mother only	3
POA2016	18-20	1	Neither	14
POA2016	21-24	0	Both	5
POA2016	21-24	0	Neither	4
POA2016	21-24	1	Both	3
POA2016	21-24	1	Father only	3
POA2016	21-24	1	Neither	5
POA2017	0-4	0		7
POA2017	0-4	0	Both	49
POA2017	0-4	0	Father only	6
POA2017	0-4	0	Mother only	15
POA2017	0-4	0	Neither	29
POA2017	0-4	1		4
POA2017	0-4	1	Both	154
POA2017	0-4	1	Father only	85
POA2017	0-4	1	Mother only	73
POA2017	0-4	1	Neither	489
POA2017	5-9	0		5
POA2017	5-9	0	Both	61
POA2017	5-9	0	Father only	4
POA2017	5-9	0	Mother only	18
POA2017	5-9	0	Neither	45
POA2017	5-9	1		3
POA2017	5-9	1	Both	65
POA2017	5-9	1	Father only	19
POA2017	5-9	1	Mother only	30
POA2017	5-9	1	Neither	169
POA2017	10-12	0		3
POA2017	10-12	0	Both	32
POA2017	10-12	0	Father only	8
POA2017	10-12	0	Mother only	7
POA2017	10-12	0	Neither	22
POA2017	10-12	1		3
POA2017	10-12	1	Both	21
POA2017	10-12	1	Father only	8
POA2017	10-12	1	Mother only	9
POA2017	10-12	1	Neither	52
POA2017	13-14	0		3
POA2017	13-14	0	Both	24
POA2017	13-14	0	Father only	3
POA2017	13-14	0	Mother only	10
POA2017	13-14	0	Neither	30
POA2017	13-14	1	Both	11
POA2017	13-14	1	Father only	3
POA2017	13-14	1	Mother only	6
POA2017	13-14	1	Neither	17
POA2017	15-17	0	Both	28
POA2017	15-17	0	Father only	9
POA2017	15-17	0	Mother only	3
POA2017	15-17	0	Neither	41
POA2017	15-17	1	Both	6
POA2017	15-17	1	Mother only	5
POA2017	15-17	1	Neither	39
POA2017	18-20	0	Both	10
POA2017	18-20	0	Mother only	7
POA2017	18-20	0	Neither	42
POA2017	18-20	1	Both	9
POA2017	18-20	1	Father only	3
POA2017	18-20	1	Neither	32
POA2017	21-24	0	Both	3
POA2017	21-24	0	Mother only	7
POA2017	21-24	0	Neither	26
POA2017	21-24	1	Neither	15
POA2018	0-4	0	Both	30
POA2018	0-4	0	Father only	8
POA2018	0-4	0	Mother only	4
POA2018	0-4	0	Neither	26
POA2018	0-4	1		3
POA2018	0-4	1	Both	211
POA2018	0-4	1	Father only	103
POA2018	0-4	1	Mother only	96
POA2018	0-4	1	Neither	452
POA2018	5-9	0	Both	45
POA2018	5-9	0	Father only	6
POA2018	5-9	0	Mother only	19
POA2018	5-9	0	Neither	33
POA2018	5-9	1		4
POA2018	5-9	1	Both	182
POA2018	5-9	1	Father only	59
POA2018	5-9	1	Mother only	67
POA2018	5-9	1	Neither	343
POA2018	10-12	0		4
POA2018	10-12	0	Both	27
POA2018	10-12	0	Father only	9
POA2018	10-12	0	Mother only	18
POA2018	10-12	0	Neither	33
POA2018	10-12	1	Both	106
POA2018	10-12	1	Father only	25
POA2018	10-12	1	Mother only	39
POA2018	10-12	1	Neither	190
POA2018	13-14	0	Both	17
POA2018	13-14	0	Father only	3
POA2018	13-14	0	Mother only	19
POA2018	13-14	0	Neither	16
POA2018	13-14	1	Both	82
POA2018	13-14	1	Father only	21
POA2018	13-14	1	Mother only	15
POA2018	13-14	1	Neither	108
POA2018	15-17	0	Both	19
POA2018	15-17	0	Father only	15
POA2018	15-17	0	Mother only	11
POA2018	15-17	0	Neither	33
POA2018	15-17	1	Both	73
POA2018	15-17	1	Father only	32
POA2018	15-17	1	Mother only	27
POA2018	15-17	1	Neither	168
POA2018	18-20	0	Both	13
POA2018	18-20	0	Neither	33
POA2018	18-20	1	Both	41
POA2018	18-20	1	Father only	12
POA2018	18-20	1	Mother only	18
POA2018	18-20	1	Neither	111
POA2018	21-24	0	Both	3
POA2018	21-24	0	Father only	3
POA2018	21-24	0	Neither	23
POA2018	21-24	1	Both	15
POA2018	21-24	1	Father only	3
POA2018	21-24	1	Mother only	7
POA2018	21-24	1	Neither	80
POA2019	0-4	0		3
POA2019	0-4	0	Both	39
POA2019	0-4	0	Father only	7
POA2019	0-4	0	Mother only	12
POA2019	0-4	0	Neither	12
POA2019	0-4	1		9
POA2019	0-4	1	Both	316
POA2019	0-4	1	Father only	90
POA2019	0-4	1	Mother only	87
POA2019	0-4	1	Neither	174
POA2019	5-9	0		3
POA2019	5-9	0	Both	49
POA2019	5-9	0	Father only	15
POA2019	5-9	0	Mother only	10
POA2019	5-9	0	Neither	17
POA2019	5-9	1		4
POA2019	5-9	1	Both	290
POA2019	5-9	1	Father only	75
POA2019	5-9	1	Mother only	83
POA2019	5-9	1	Neither	170
POA2019	10-12	0		3
POA2019	10-12	0	Both	31
POA2019	10-12	0	Father only	8
POA2019	10-12	0	Mother only	8
POA2019	10-12	0	Neither	8
POA2019	10-12	1	Both	168
POA2019	10-12	1	Father only	45
POA2019	10-12	1	Mother only	47
POA2019	10-12	1	Neither	85
POA2019	13-14	0	Both	19
POA2019	13-14	0	Father only	9
POA2019	13-14	0	Mother only	7
POA2019	13-14	0	Neither	10
POA2019	13-14	1	Both	92
POA2019	13-14	1	Father only	23
POA2019	13-14	1	Mother only	29
POA2019	13-14	1	Neither	42
POA2019	15-17	0	Both	34
POA2019	15-17	0	Father only	3
POA2019	15-17	0	Mother only	14
POA2019	15-17	0	Neither	20
POA2019	15-17	1	Both	96
POA2019	15-17	1	Father only	18
POA2019	15-17	1	Mother only	31
POA2019	15-17	1	Neither	63
POA2019	18-20	0	Both	8
POA2019	18-20	0	Father only	5
POA2019	18-20	0	Neither	11
POA2019	18-20	1	Both	37
POA2019	18-20	1	Father only	6
POA2019	18-20	1	Mother only	13
POA2019	18-20	1	Neither	44
POA2019	21-24	0	Both	4
POA2019	21-24	0	Father only	3
POA2019	21-24	0	Mother only	5
POA2019	21-24	0	Neither	5
POA2019	21-24	1	Both	22
POA2019	21-24	1	Father only	5
POA2019	21-24	1	Mother only	4
POA2019	21-24	1	Neither	22
POA2020	0-4	0	Both	27
POA2020	0-4	0	Father only	8
POA2020	0-4	0	Mother only	7
POA2020	0-4	0	Neither	13
POA2020	0-4	1	Both	208
POA2020	0-4	1	Father only	70
POA2020	0-4	1	Mother only	71
POA2020	0-4	1	Neither	410
POA2020	5-9	0	Both	30
POA2020	5-9	0	Father only	3
POA2020	5-9	0	Mother only	3
POA2020	5-9	0	Neither	19
POA2020	5-9	1	Both	161
POA2020	5-9	1	Father only	56
POA2020	5-9	1	Mother only	62
POA2020	5-9	1	Neither	233
POA2020	10-12	0	Both	15
POA2020	10-12	0	Father only	3
POA2020	10-12	0	Mother only	6
POA2020	10-12	0	Neither	15
POA2020	10-12	1	Both	83
POA2020	10-12	1	Father only	16
POA2020	10-12	1	Mother only	25
POA2020	10-12	1	Neither	121
POA2020	13-14	0	Both	12
POA2020	13-14	0	Father only	3
POA2020	13-14	0	Mother only	12
POA2020	13-14	0	Neither	16
POA2020	13-14	1		3
POA2020	13-14	1	Both	42
POA2020	13-14	1	Father only	13
POA2020	13-14	1	Mother only	11
POA2020	13-14	1	Neither	67
POA2020	15-17	0	Both	18
POA2020	15-17	0	Father only	10
POA2020	15-17	0	Mother only	12
POA2020	15-17	0	Neither	32
POA2020	15-17	1	Both	57
POA2020	15-17	1	Father only	23
POA2020	15-17	1	Mother only	21
POA2020	15-17	1	Neither	103
POA2020	18-20	0	Both	7
POA2020	18-20	0	Father only	3
POA2020	18-20	0	Mother only	3
POA2020	18-20	0	Neither	23
POA2020	18-20	1	Both	30
POA2020	18-20	1	Father only	7
POA2020	18-20	1	Mother only	10
POA2020	18-20	1	Neither	84
POA2020	21-24	0	Both	3
POA2020	21-24	0	Neither	12
POA2020	21-24	1	Both	14
POA2020	21-24	1	Father only	3
POA2020	21-24	1	Neither	42
POA2021	0-4	0		5
POA2021	0-4	0	Both	17
POA2021	0-4	0	Father only	3
POA2021	0-4	0	Mother only	3
POA2021	0-4	0	Neither	5
POA2021	0-4	1		3
POA2021	0-4	1	Both	305
POA2021	0-4	1	Father only	121
POA2021	0-4	1	Mother only	126
POA2021	0-4	1	Neither	124
POA2021	5-9	0		3
POA2021	5-9	0	Both	31
POA2021	5-9	0	Father only	16
POA2021	5-9	0	Mother only	26
POA2021	5-9	0	Neither	17
POA2021	5-9	1	Both	226
POA2021	5-9	1	Father only	79
POA2021	5-9	1	Mother only	99
POA2021	5-9	1	Neither	113
POA2021	10-12	0	Both	23
POA2021	10-12	0	Father only	8
POA2021	10-12	0	Mother only	11
POA2021	10-12	0	Neither	10
POA2021	10-12	1	Both	110
POA2021	10-12	1	Father only	32
POA2021	10-12	1	Mother only	42
POA2021	10-12	1	Neither	53
POA2021	13-14	0	Both	13
POA2021	13-14	0	Father only	4
POA2021	13-14	0	Mother only	7
POA2021	13-14	0	Neither	3
POA2021	13-14	1	Both	60
POA2021	13-14	1	Father only	25
POA2021	13-14	1	Mother only	18
POA2021	13-14	1	Neither	32
POA2021	15-17	0		3
POA2021	15-17	0	Both	21
POA2021	15-17	0	Father only	7
POA2021	15-17	0	Mother only	14
POA2021	15-17	0	Neither	11
POA2021	15-17	1	Both	87
POA2021	15-17	1	Father only	32
POA2021	15-17	1	Mother only	20
POA2021	15-17	1	Neither	38
POA2021	18-20	0	Both	22
POA2021	18-20	0	Father only	10
POA2021	18-20	0	Mother only	4
POA2021	18-20	0	Neither	8
POA2021	18-20	1	Both	43
POA2021	18-20	1	Father only	13
POA2021	18-20	1	Mother only	8
POA2021	18-20	1	Neither	24
POA2021	21-24	0	Both	13
POA2021	21-24	0	Mother only	3
POA2021	21-24	0	Neither	3
POA2021	21-24	1	Both	38
POA2021	21-24	1	Father only	3
POA2021	21-24	1	Mother only	12
POA2021	21-24	1	Neither	13
POA2022	0-4	0	Both	6
POA2022	0-4	0	Father only	3
POA2022	0-4	0	Mother only	13
POA2022	0-4	0	Neither	12
POA2022	0-4	1	Both	245
POA2022	0-4	1	Father only	79
POA2022	0-4	1	Mother only	94
POA2022	0-4	1	Neither	215
POA2022	5-9	0		3
POA2022	5-9	0	Both	31
POA2022	5-9	0	Father only	5
POA2022	5-9	0	Mother only	9
POA2022	5-9	0	Neither	18
POA2022	5-9	1	Both	154
POA2022	5-9	1	Father only	79
POA2022	5-9	1	Mother only	51
POA2022	5-9	1	Neither	183
POA2022	10-12	0	Both	21
POA2022	10-12	0	Father only	3
POA2022	10-12	0	Mother only	5
POA2022	10-12	0	Neither	16
POA2022	10-12	1	Both	91
POA2022	10-12	1	Father only	40
POA2022	10-12	1	Mother only	30
POA2022	10-12	1	Neither	62
POA2022	13-14	0	Both	10
POA2022	13-14	0	Father only	4
POA2022	13-14	0	Mother only	3
POA2022	13-14	0	Neither	8
POA2022	13-14	1	Both	48
POA2022	13-14	1	Father only	19
POA2022	13-14	1	Mother only	15
POA2022	13-14	1	Neither	36
POA2022	15-17	0	Both	22
POA2022	15-17	0	Father only	5
POA2022	15-17	0	Mother only	6
POA2022	15-17	0	Neither	13
POA2022	15-17	1	Both	73
POA2022	15-17	1	Father only	27
POA2022	15-17	1	Mother only	23
POA2022	15-17	1	Neither	56
POA2022	18-20	0	Both	4
POA2022	18-20	0	Father only	6
POA2022	18-20	0	Mother only	3
POA2022	18-20	0	Neither	15
POA2022	18-20	1	Both	42
POA2022	18-20	1	Father only	13
POA2022	18-20	1	Mother only	12
POA2022	18-20	1	Neither	31
POA2022	21-24	0	Both	7
POA2022	21-24	0	Neither	13
POA2022	21-24	1	Both	25
POA2022	21-24	1	Father only	8
POA2022	21-24	1	Mother only	12
POA2022	21-24	1	Neither	15
POA2023	0-4	0		3
POA2023	0-4	0	Father only	3
POA2023	0-4	0	Mother only	6
POA2023	0-4	0	Neither	6
POA2023	0-4	1	Both	216
POA2023	0-4	1	Father only	80
POA2023	0-4	1	Mother only	77
