POA_CODE_2016	medianTotalFamilyIncome
POA4750	104052
POA4751	99528
POA4753	108316
POA4754	92144
POA4756	67808
POA4757	50544
POA4798	69004
POA4799	57252
POA4800	79404
POA4801	
POA4802	81484
POA4803	124384
POA4804	72644
POA4805	71812
POA4806	71292
POA4807	79716
POA4808	82212
POA4809	77376
POA4810	102440
POA4811	92352
POA4812	78884
POA4814	90636
POA4815	74360
POA4816	64896
POA4817	92508
POA4818	93756
POA4819	59072
POA4820	69576
POA4821	70824
POA4822	72904
POA4823	87048
POA4824	113932
POA4825	121836
POA4828	68224
POA4829	92872
POA4830	41080
POA4849	57772
POA4850	70096
POA4852	65364
POA4854	72072
POA4855	63180
POA4856	63128
POA4858	74828
POA4859	71500
POA4860	68016
POA4861	63804
POA4865	82420
POA4868	80184
POA4869	81276
POA4870	83980
POA4871	62036
POA4872	63128
POA4873	73008
POA4874	122928
POA4875	56576
POA4876	55432
POA4877	81224
POA4878	86424
POA4879	88452
POA4880	67756
POA4881	67236
POA4882	74984
POA4883	66456
POA4884	67704
POA4885	63284
POA4886	54080
POA4887	54288
POA4888	49088
POA4890	80600
POA4891	75816
POA4892	41392
POA4895	59904
POA5000	93236
POA5005	
POA5006	124644
POA5007	87464
POA5008	73424
POA5009	79248
POA5010	62140
POA5011	86736
POA5012	59384
POA5013	65988
POA5014	78520
POA5015	79248
POA5016	92872
POA5017	62452
POA5018	90896
POA5019	90064
POA5020	95940
POA5021	86060
POA5022	108420
POA5023	71344
POA5024	90792
POA5025	85748
POA5031	88504
POA5032	88036
POA5033	76440
POA5034	120744
POA5035	87776
POA5037	81484
POA5038	81536
POA5039	89960
POA5040	95264
POA5041	112112
POA5042	72748
POA5043	71656
POA5044	107692
POA5045	105248
POA5046	78416
POA5047	76232
POA5048	92352
POA5049	96824
POA5050	97864
POA5051	110604
POA5052	113516
POA5061	134628
POA5062	123604
POA5063	116584
POA5064	121940
POA5065	114452
POA5066	134264
POA5067	114816
POA5068	106652
POA5069	121836
POA5070	83876
POA5072	98124
POA5073	86008
POA5074	75140
POA5075	80496
POA5076	98800
POA5081	120588
POA5082	107432
POA5083	99424
POA5084	57304
POA5085	80288
POA5086	77324
POA5087	76388
POA5088	69992
POA5089	100984
POA5090	73840
POA5091	89648
POA5092	78520
POA5093	70668
POA5094	57928
POA5095	83928
POA5096	73788
POA5097	84760
POA5098	69940
POA5106	
POA5107	65988
POA5108	61932
POA5109	69472
POA5110	67860
POA5111	
POA5112	55432
POA5113	47008
POA5114	73112
POA5115	69108
POA5116	69784
POA5117	101608
POA5118	84396
POA5120	81328
POA5121	65416
POA5125	98488
POA5126	89128
POA5127	94848
POA5131	96356
POA5132	107432
POA5133	110500
POA5134	83824
POA5136	94224
POA5137	105612
POA5138	109772
POA5139	109200
POA5140	128232
POA5141	110812
POA5142	107068
POA5144	107484
POA5150	97500
POA5151	124956
POA5152	124696
POA5153	101556
POA5154	122928
POA5155	108628
POA5156	109252
POA5157	101504
POA5158	94380
POA5159	93496
POA5160	33748
POA5161	72540
POA5162	71136
POA5163	63128
POA5164	50856
POA5165	60164
POA5166	55952
POA5167	75868
POA5168	68224
POA5169	75556
POA5170	74828
POA5171	86008
POA5172	89128
POA5173	68380
POA5174	69212
POA5201	88712
POA5202	74724
POA5203	65520
POA5204	56680
POA5210	75036
POA5211	55848
POA5212	53872
POA5213	72540
POA5214	52884
POA5220	73112
POA5221	50648
POA5222	56680
POA5223	65468
POA5231	99164
POA5232	113152
POA5233	85748
POA5234	90376
POA5235	74360
POA5236	71500
POA5237	62816
POA5238	53144
POA5240	86840
POA5241	78364
POA5242	97032
POA5243	104416
POA5244	87880
POA5245	99216
POA5250	104884
POA5251	85072
POA5252	88868
POA5253	61932
POA5254	73476
POA5255	73684
POA5256	56680
POA5259	60996
POA5260	55848
POA5261	72904
POA5262	75816
POA5263	99632
POA5264	59436
POA5265	65884
POA5266	73840
POA5267	74048
POA5268	72956
POA5269	57408
POA5270	84500
POA5271	73632
POA5272	74516
POA5273	74724
POA5275	63024
POA5276	73476
POA5277	70772
POA5278	58500
POA5279	61308
POA5280	67132
POA5290	71292
POA5291	90480
POA5301	56992
POA5302	72072
POA5303	87724
POA5304	78936
POA5306	67132
POA5307	56212
POA5308	72072
POA5309	50648
POA5310	61724
POA5311	68796
POA5320	43524
POA5321	48724
POA5322	66560
POA5330	63388
POA5331	61516
POA5332	61048
POA5333	70044
POA5340	73372
POA5341	63700
POA5342	70980
POA5343	61776
POA5344	72280
POA5345	64220
POA5346	72332
POA5350	103220
POA5351	87776
POA5352	88712
POA5353	77012
POA5354	57564
POA5355	80756
POA5356	71760
POA5357	53196
POA5360	90220
POA5371	101036
POA5372	84864
POA5373	69732
POA5374	64688
POA5381	52728
POA5400	83720
POA5401	67184
POA5410	64428
POA5411	67964
POA5412	60528
POA5413	59384
POA5414	58500
POA5415	69316
POA5416	60320
POA5417	62400
POA5418	67132
POA5419	59176
POA5420	82316
POA5421	44200
POA5422	47424
POA5431	70200
POA5432	84500
POA5433	63648
POA5434	70200
POA5440	76336
POA5451	75920
POA5452	86216
POA5453	76960
POA5454	61152
POA5455	87724
POA5460	68016
POA5461	69160
POA5462	68432
POA5464	67288
POA5470	74724
POA5471	61724
POA5472	48516
POA5473	54340
POA5480	67288
POA5481	56784
POA5482	85748
POA5483	69836
POA5485	62608
POA5490	51064
POA5491	78520
POA5493	45032
POA5495	56316
POA5501	78780
POA5502	75816
POA5510	68224
POA5520	62660
POA5521	44200
POA5522	60944
POA5523	74620
POA5540	62920
POA5550	66144
POA5552	65780
POA5554	66560
POA5555	58500
POA5556	53404
POA5558	57044
POA5560	52572
POA5570	52468
POA5571	56784
POA5572	94692
POA5573	66716
POA5575	56264
POA5576	60216
POA5577	56212
POA5580	59852
POA5581	51584
POA5582	56212
POA5583	55692
POA5600	96304
POA5601	63856
POA5602	66872
POA5603	63440
POA5604	64012
POA5605	65156
POA5606	72696
POA5607	74412
POA5608	58292
POA5609	99216
POA5630	84448
POA5631	76648
POA5632	104884
POA5633	65728
POA5640	74568
POA5641	75296
POA5642	80132
POA5650	95836
POA5651	136500
POA5652	75816
POA5653	117000
POA5654	66612
POA5655	62348
POA5660	84500
POA5661	70200
POA5670	64428
POA5671	66612
POA5680	72020
POA5690	77064
POA5700	67808
POA5701	
POA5710	89908
POA5713	
POA5715	71448
POA5717	
POA5719	117000
POA5720	105872
POA5722	67600
POA5723	69732
POA5724	45032
POA5725	143520
POA5730	46800
POA5731	82316
POA5732	42328
POA5733	62816
POA5734	25584
POA5950	
POA5960	
POA6000	116636
POA6003	115752
POA6004	119652
POA6005	121212
POA6006	136032
POA6007	147524
POA6008	148616
POA6009	175188
POA6010	162812
POA6011	194376
POA6012	150124
POA6014	144716
POA6015	191100
POA6016	128492
POA6017	81380
POA6018	126048
POA6019	127816
POA6020	131196
POA6021	101764
POA6022	98332
POA6023	124228
POA6024	99112
POA6025	113308
POA6026	118092
POA6027	109824
POA6028	126568
POA6029	139932
POA6030	95160
POA6031	104624
POA6032	97500
POA6033	114088
POA6034	111436
POA6035	89856
POA6036	97812
POA6037	78468
POA6038	108888
POA6041	65676
POA6042	50232
POA6043	54600
POA6044	59800
POA6050	138580
POA6051	106860
POA6052	118716
POA6053	114816
POA6054	90532
POA6055	108056
POA6056	86528
POA6057	97240
POA6058	89128
POA6059	97656
POA6060	99372
POA6061	70616
POA6062	85488
POA6063	82680
POA6064	73528
POA6065	108160
POA6066	88452
POA6067	
POA6068	
POA6069	102856
POA6070	116688
POA6071	109460
POA6072	111852
POA6073	95836
POA6074	97812
POA6076	106652
POA6077	101868
POA6078	110500
POA6079	58500
POA6081	108680
POA6082	102804
POA6083	106860
POA6084	100100
POA6090	
POA6100	107900
POA6101	102700
POA6102	77532
POA6103	94276
POA6104	97084
POA6105	80392
POA6106	
POA6107	83668
POA6108	84656
POA6109	71604
POA6110	86372
POA6111	84812
POA6112	91208
POA6121	115752
POA6122	101972
POA6123	86112
POA6124	100204
POA6125	96876
POA6126	74412
POA6147	77636
POA6148	101088
POA6149	117052
POA6150	113412
POA6151	137644
POA6152	116636
POA6153	132912
POA6154	121212
POA6155	108160
POA6156	119860
POA6157	117364
POA6158	144560
POA6159	154960
POA6160	117104
POA6161	133224
POA6162	109668
POA6163	93496
POA6164	111540
POA6165	97500
POA6166	111904
POA6167	81016
POA6168	71552
POA6169	84656
POA6170	96668
POA6171	107536
POA6172	96044
POA6173	119912
POA6174	99320
POA6175	104936
POA6176	101816
POA6180	91468
POA6181	122148
POA6182	
POA6207	104312
POA6208	71968
POA6209	78416
POA6210	73060
POA6211	78832
POA6213	86216
POA6214	88348
POA6215	76128
POA6218	56732
POA6220	83408
POA6221	82836
POA6223	69316
POA6224	71292
POA6225	77740
POA6226	112632
POA6227	97812
POA6228	74724
POA6229	67184
POA6230	86216
POA6232	89388
POA6233	97032
POA6236	99112
POA6237	96044
POA6239	76336
POA6240	61048
POA6243	71500
POA6244	69056
POA6251	69628
POA6252	39884
POA6253	63648
POA6254	60632
POA6255	65936
POA6256	87724
POA6258	74880
POA6260	72644
POA6262	60216
POA6271	80964
POA6275	61828
POA6280	77844
POA6281	96824
POA6282	95316
POA6284	94172
POA6285	82732
POA6286	75608
POA6288	75920
POA6290	57304
POA6302	71084
POA6304	65624
POA6306	77324
POA6308	69056
POA6309	68224
POA6311	77324
POA6312	78572
POA6313	93860
POA6315	67028
POA6316	78936
POA6317	72904
POA6318	80184
POA6320	67184
POA6321	59748
POA6322	59384
POA6323	61360
POA6324	67808
POA6326	75088
POA6327	72748
POA6328	69056
POA6330	78676
POA6333	65936
POA6335	80600
POA6336	100048
POA6337	92872
POA6338	79248
POA6341	84500
POA6343	81900
POA6346	76544
POA6348	78884
POA6350	58968
POA6351	84500
POA6352	76336
POA6353	101348
POA6355	96044
POA6356	117000
POA6357	100724
POA6358	97500
POA6359	81900
POA6361	93184
POA6363	68224
POA6365	88348
POA6367	76648
POA6368	71500
POA6369	85644
POA6370	70824
POA6372	61724
POA6373	101816
POA6375	82784
POA6383	58500
POA6384	108316
POA6385	50232
POA6386	97500
POA6390	108888
POA6391	96096
POA6392	71500
POA6393	56316
POA6394	75452
POA6395	84032
POA6396	75452
POA6397	50648
POA6398	59332
POA6401	76752
POA6403	71500
POA6405	74256
POA6407	90636
POA6409	82628
POA6410	62868
POA6411	73632
POA6412	87724
POA6413	84500
POA6414	84500
POA6415	88920
POA6418	85748
POA6419	58500
POA6420	110500
POA6421	84500
POA6422	125632
POA6423	99632
POA6424	74724
POA6425	86632
POA6426	99840
POA6427	
POA6428	71500
POA6429	73320
POA6430	129064
POA6431	38688
POA6432	107484
POA6434	46800
POA6436	60112
POA6437	123084
POA6438	80756
POA6440	46176
POA6442	116532
POA6443	62816
POA6445	82316
POA6446	100724
POA6447	125632
POA6448	85280
POA6450	88452
POA6452	
POA6460	79924
POA6461	75192
POA6462	74724
POA6463	100724
POA6465	97500
POA6466	60112
POA6467	84448
POA6468	81224
POA6470	84500
POA6472	97500
POA6473	71448
POA6475	74724
POA6476	81224
POA6477	63648
POA6479	83616
POA6480	71500
POA6484	44200
POA6485	58500
POA6487	94224
POA6488	67600
POA6489	61724
POA6490	69316
POA6501	96824
POA6502	66196
POA6503	78364
POA6504	58500
POA6505	81224
POA6506	71500
POA6507	87984
POA6509	98748
POA6510	90740
POA6511	61724
POA6512	71500
POA6513	99632
POA6514	52364
POA6515	105716
POA6516	71084
POA6517	90116
POA6518	46800
POA6519	73112
POA6521	90012
POA6522	73632
POA6525	70252
POA6528	65728
POA6530	85332
POA6532	99892
POA6535	66300
POA6536	68224
POA6537	73528
POA6556	97864
POA6558	89336
POA6560	80236
POA6562	78416
POA6564	55692
POA6566	70980
POA6567	74412
POA6568	95316
POA6569	74048
POA6571	81224
POA6572	71448
POA6574	110500
POA6575	105612
POA6603	81432
POA6605	94224
POA6606	67184
POA6608	84500
POA6609	101140
POA6612	74048
POA6613	74724
POA6614	129948
POA6616	68224
POA6620	93132
POA6623	70876
POA6625	101816
POA6627	71500
POA6628	39624
POA6630	74724
POA6631	136500
POA6632	74724
POA6635	107224
POA6638	72748
POA6639	71500
POA6640	49348
POA6642	72748
POA6646	44720
POA6701	83096
POA6705	36400
POA6707	104832
POA6710	135564
POA6711	
POA6712	
POA6713	182364
POA6714	153972
POA6716	153348
POA6718	47164
POA6720	162032
POA6721	185380
POA6722	143780
POA6725	103532
POA6726	114920
POA6728	59852
POA6731	
POA6733	
POA6740	53300
POA6743	104364
POA6751	148044
POA6753	145912
POA6754	164320
POA6758	45500
POA6760	60320
POA6762	31148
POA6765	46956
POA6770	43472
POA6798	124228
POA6799	71500
POA7000	105612
POA7001	
POA7004	104052
POA7005	109564
POA7007	108732
POA7008	100360
POA7009	68588
POA7010	66092
POA7011	68328
POA7012	80756
POA7015	93756
POA7016	58552
POA7017	91208
POA7018	84500
POA7019	60632
POA7020	105508
POA7021	95628
POA7022	75712
POA7023	63440
POA7024	107224
POA7025	91312
POA7026	74516
POA7027	57824
POA7030	64428
POA7050	84396
POA7052	92144
POA7053	110032
POA7054	93860
POA7055	72592
POA7109	71188
POA7112	55068
POA7113	69160
POA7116	55068
POA7117	57928
POA7119	46800
POA7120	53092
POA7139	
POA7140	63284
POA7150	75556
POA7155	74360
POA7162	73216
POA7163	69108
POA7170	110916
POA7171	77064
POA7172	70824
POA7173	71916
POA7174	65884
POA7175	66092
POA7176	71500
POA7177	65520
POA7178	58500
POA7179	57824
POA7180	41184
POA7182	45292
POA7183	55224
POA7184	48308
POA7185	54132
POA7186	52884
POA7187	67184
POA7190	53300
POA7209	56212
POA7210	52520
POA7211	60320
POA7212	71136
POA7213	42640
POA7214	52468
POA7215	53664
POA7216	48724
POA7248	58344
POA7249	73008
POA7250	77688
POA7252	75296
POA7253	52416
POA7254	57408
POA7255	72748
POA7256	85384
POA7257	44148
POA7258	114296
POA7259	68796
POA7260	59904
POA7261	42900
POA7262	65156
POA7263	52364
POA7264	43836
POA7265	49712
POA7267	79196
POA7268	74308
POA7270	51324
POA7275	64532
POA7276	67860
POA7277	81120
POA7290	81640
POA7291	79924
POA7292	75504
POA7300	77896
POA7301	67496
POA7302	64688
POA7303	62192
POA7304	60684
POA7305	57356
POA7306	60216
POA7307	68172
POA7310	64324
POA7315	65936
POA7316	71188
POA7320	65416
POA7321	68172
POA7322	63232
POA7325	66144
POA7330	72436
POA7331	71032
POA7466	
POA7467	53560
POA7468	80340
POA7469	69940
POA7470	81224
POA9494	
POA9797	
