POA_CODE_2016	AgeStudent	Sex	students
POA0839	15-19	F	7
POA0839	15-19	M	3
POA0839	20-24	F	7
POA0839	20-24	M	7
POA0839	25+	F	24
POA0839	25+	M	5
POA0840	0-4	F	3
POA0840	5-14	F	7
POA0840	5-14	M	8
POA0840	15-19	F	3
POA0840	25+	F	3
POA0841	0-4	F	3
POA0841	0-4	M	3
POA0841	5-14	F	47
POA0841	5-14	M	54
POA0841	15-19	F	9
POA0841	15-19	M	10
POA0841	20-24	F	3
POA0841	25+	F	19
POA0841	25+	M	5
POA0845	0-4	F	3
POA0845	0-4	M	3
POA0845	5-14	F	22
POA0845	5-14	M	23
POA0845	15-19	F	10
POA0845	15-19	M	13
POA0845	20-24	M	5
POA0845	25+	F	22
POA0845	25+	M	9
POA0846	0-4	M	4
POA0846	5-14	F	23
POA0846	5-14	M	28
POA0846	15-19	F	6
POA0846	15-19	M	3
POA0846	25+	F	7
POA0847	5-14	F	20
POA0847	5-14	M	12
POA0847	15-19	F	6
POA0847	15-19	M	4
POA0847	25+	F	3
POA0850	0-4	F	53
POA0850	0-4	M	63
POA0850	5-14	F	407
POA0850	5-14	M	472
POA0850	15-19	F	114
POA0850	15-19	M	132
POA0850	20-24	F	34
POA0850	20-24	M	22
POA0850	25+	F	179
POA0850	25+	M	89
POA0852	0-4	F	83
POA0852	0-4	M	84
POA0852	5-14	F	628
POA0852	5-14	M	657
POA0852	15-19	F	102
POA0852	15-19	M	104
POA0852	20-24	F	17
POA0852	20-24	M	16
POA0852	25+	F	65
POA0852	25+	M	42
POA0853	0-4	F	14
POA0853	0-4	M	16
POA0853	5-14	F	48
POA0853	5-14	M	60
POA0853	15-19	F	8
POA0853	15-19	M	3
POA0853	20-24	F	8
POA0853	25+	F	20
POA0853	25+	M	7
POA0854	0-4	F	7
POA0854	0-4	M	9
POA0854	5-14	F	66
POA0854	5-14	M	66
POA0854	15-19	F	4
POA0854	15-19	M	14
POA0854	25+	F	9
POA0854	25+	M	8
POA0860	0-4	F	20
POA0860	0-4	M	23
POA0860	5-14	F	155
POA0860	5-14	M	189
POA0860	15-19	F	32
POA0860	15-19	M	43
POA0860	20-24	F	6
POA0860	20-24	M	6
POA0860	25+	F	56
POA0860	25+	M	45
POA0862	0-4	F	5
POA0862	0-4	M	9
POA0862	5-14	F	63
POA0862	5-14	M	78
POA0862	15-19	F	11
POA0862	15-19	M	5
POA0862	20-24	F	3
POA0862	20-24	M	6
POA0862	25+	F	7
POA0870	0-4	F	135
POA0870	0-4	M	128
POA0870	5-14	F	1113
POA0870	5-14	M	1165
POA0870	15-19	F	318
POA0870	15-19	M	386
POA0870	20-24	F	97
POA0870	20-24	M	70
POA0870	25+	F	686
POA0870	25+	M	335
POA0872	0-4	F	140
POA0872	0-4	M	142
POA0872	5-14	F	1032
POA0872	5-14	M	1081
POA0872	15-19	F	144
POA0872	15-19	M	168
POA0872	20-24	F	40
POA0872	20-24	M	20
POA0872	25+	F	162
POA0872	25+	M	104
POA0873	0-4	F	12
POA0873	0-4	M	8
POA0873	5-14	F	107
POA0873	5-14	M	129
POA0873	15-19	F	30
POA0873	15-19	M	36
POA0873	20-24	F	13
POA0873	20-24	M	9
POA0873	25+	F	53
POA0873	25+	M	14
POA0874	0-4	F	6
POA0874	0-4	M	3
POA0874	5-14	F	32
POA0874	5-14	M	25
POA0874	15-19	F	13
POA0874	15-19	M	7
POA0874	20-24	F	3
POA0874	25+	F	14
POA0874	25+	M	10
POA0875	0-4	F	32
POA0875	0-4	M	9
POA0875	5-14	F	176
POA0875	5-14	M	184
POA0875	15-19	F	37
POA0875	15-19	M	54
POA0875	20-24	F	13
POA0875	20-24	M	8
POA0875	25+	F	73
POA0875	25+	M	38
POA0880	0-4	F	59
POA0880	0-4	M	43
POA0880	5-14	F	418
POA0880	5-14	M	369
POA0880	15-19	F	85
POA0880	15-19	M	93
POA0880	20-24	F	22
POA0880	20-24	M	19
POA0880	25+	F	124
POA0880	25+	M	59
POA0885	0-4	F	5
POA0885	0-4	M	12
POA0885	5-14	F	64
POA0885	5-14	M	79
POA0885	15-19	F	3
POA0885	20-24	M	6
POA0885	25+	F	27
POA0885	25+	M	14
POA0886	0-4	F	15
POA0886	0-4	M	4
POA0886	5-14	F	50
POA0886	5-14	M	65
POA0886	15-19	F	8
POA0886	15-19	M	9
POA0886	20-24	F	3
POA0886	25+	F	16
POA0886	25+	M	19
POA2000	0-4	F	44
POA2000	0-4	M	54
POA2000	5-14	F	199
POA2000	5-14	M	229
POA2000	15-19	F	409
POA2000	15-19	M	380
POA2000	20-24	F	1563
POA2000	20-24	M	1339
POA2000	25+	F	2587
POA2000	25+	M	1813
POA2006	5-14	F	6
POA2006	5-14	M	8
POA2006	15-19	F	314
POA2006	15-19	M	192
POA2006	20-24	F	286
POA2006	20-24	M	213
POA2006	25+	F	21
POA2006	25+	M	21
POA2007	0-4	F	13
POA2007	0-4	M	19
POA2007	5-14	F	70
POA2007	5-14	M	76
POA2007	15-19	F	368
POA2007	15-19	M	233
POA2007	20-24	F	1249
POA2007	20-24	M	905
POA2007	25+	F	699
POA2007	25+	M	629
POA2008	0-4	F	12
POA2008	0-4	M	11
POA2008	5-14	F	80
POA2008	5-14	M	96
POA2008	15-19	F	518
POA2008	15-19	M	326
POA2008	20-24	F	1697
POA2008	20-24	M	1080
POA2008	25+	F	842
POA2008	25+	M	782
POA2009	0-4	F	64
POA2009	0-4	M	44
POA2009	5-14	F	262
POA2009	5-14	M	260
POA2009	15-19	F	104
POA2009	15-19	M	102
POA2009	20-24	F	275
POA2009	20-24	M	246
POA2009	25+	F	608
POA2009	25+	M	510
POA2010	0-4	F	57
POA2010	0-4	M	55
POA2010	5-14	F	283
POA2010	5-14	M	260
POA2010	15-19	F	170
POA2010	15-19	M	127
POA2010	20-24	F	413
POA2010	20-24	M	413
POA2010	25+	F	1204
POA2010	25+	M	1260
POA2011	0-4	F	34
POA2011	0-4	M	44
POA2011	5-14	F	165
POA2011	5-14	M	151
POA2011	15-19	F	88
POA2011	15-19	M	58
POA2011	20-24	F	197
POA2011	20-24	M	158
POA2011	25+	F	688
POA2011	25+	M	627
POA2015	0-4	F	40
POA2015	0-4	M	49
POA2015	5-14	F	268
POA2015	5-14	M	235
POA2015	15-19	F	87
POA2015	15-19	M	81
POA2015	20-24	F	155
POA2015	20-24	M	130
POA2015	25+	F	390
POA2015	25+	M	310
POA2016	0-4	F	51
POA2016	0-4	M	53
POA2016	5-14	F	187
POA2016	5-14	M	222
POA2016	15-19	F	118
POA2016	15-19	M	81
POA2016	20-24	F	323
POA2016	20-24	M	284
POA2016	25+	F	538
POA2016	25+	M	535
POA2017	0-4	F	81
POA2017	0-4	M	84
POA2017	5-14	F	330
POA2017	5-14	M	333
POA2017	15-19	F	653
POA2017	15-19	M	600
POA2017	20-24	F	1352
POA2017	20-24	M	1198
POA2017	25+	F	1082
POA2017	25+	M	1011
POA2018	0-4	F	98
POA2018	0-4	M	95
POA2018	5-14	F	713
POA2018	5-14	M	744
POA2018	15-19	F	415
POA2018	15-19	M	421
POA2018	20-24	F	437
POA2018	20-24	M	481
POA2018	25+	F	501
POA2018	25+	M	471
POA2019	0-4	F	80
POA2019	0-4	M	114
POA2019	5-14	F	642
POA2019	5-14	M	671
POA2019	15-19	F	203
POA2019	15-19	M	242
POA2019	20-24	F	127
POA2019	20-24	M	128
POA2019	25+	F	218
POA2019	25+	M	165
POA2020	0-4	F	93
POA2020	0-4	M	86
POA2020	5-14	F	480
POA2020	5-14	M	526
POA2020	15-19	F	333
POA2020	15-19	M	371
POA2020	20-24	F	460
POA2020	20-24	M	405
POA2020	25+	F	572
POA2020	25+	M	469
POA2021	0-4	F	88
POA2021	0-4	M	101
POA2021	5-14	F	540
POA2021	5-14	M	530
POA2021	15-19	F	212
POA2021	15-19	M	164
POA2021	20-24	F	245
POA2021	20-24	M	180
POA2021	25+	F	487
POA2021	25+	M	338
POA2022	0-4	F	88
POA2022	0-4	M	104
POA2022	5-14	F	460
POA2022	5-14	M	476
POA2022	15-19	F	188
POA2022	15-19	M	190
POA2022	20-24	F	186
POA2022	20-24	M	165
POA2022	25+	F	435
POA2022	25+	M	310
POA2023	0-4	F	85
POA2023	0-4	M	75
POA2023	5-14	F	574
POA2023	5-14	M	701
POA2023	15-19	F	222
POA2023	15-19	M	369
POA2023	20-24	F	182
POA2023	20-24	M	154
POA2023	25+	F	277
POA2023	25+	M	165
POA2024	0-4	F	77
POA2024	0-4	M	92
POA2024	5-14	F	595
POA2024	5-14	M	634
POA2024	15-19	F	234
POA2024	15-19	M	194
POA2024	20-24	F	131
POA2024	20-24	M	116
POA2024	25+	F	296
POA2024	25+	M	185
POA2025	0-4	F	51
POA2025	0-4	M	69
POA2025	5-14	F	302
POA2025	5-14	M	294
POA2025	15-19	F	109
POA2025	15-19	M	103
POA2025	20-24	F	99
POA2025	20-24	M	77
POA2025	25+	F	186
POA2025	25+	M	119
POA2026	0-4	F	233
POA2026	0-4	M	284
POA2026	5-14	F	1201
POA2026	5-14	M	1243
POA2026	15-19	F	311
POA2026	15-19	M	437
POA2026	20-24	F	435
POA2026	20-24	M	340
POA2026	25+	F	1037
POA2026	25+	M	790
POA2027	0-4	F	32
POA2027	0-4	M	43
POA2027	5-14	F	262
POA2027	5-14	M	236
POA2027	15-19	F	119
POA2027	15-19	M	124
POA2027	20-24	F	99
POA2027	20-24	M	46
POA2027	25+	F	176
POA2027	25+	M	129
POA2028	0-4	F	34
POA2028	0-4	M	18
POA2028	5-14	F	139
POA2028	5-14	M	142
POA2028	15-19	F	76
POA2028	15-19	M	70
POA2028	20-24	F	60
POA2028	20-24	M	50
POA2028	25+	F	149
POA2028	25+	M	62
POA2029	0-4	F	82
POA2029	0-4	M	91
POA2029	5-14	F	569
POA2029	5-14	M	518
POA2029	15-19	F	246
POA2029	15-19	M	183
POA2029	20-24	F	138
POA2029	20-24	M	131
POA2029	25+	F	218
POA2029	25+	M	150
POA2030	0-4	F	133
POA2030	0-4	M	134
POA2030	5-14	F	1013
POA2030	5-14	M	997
POA2030	15-19	F	536
POA2030	15-19	M	391
POA2030	20-24	F	239
POA2030	20-24	M	232
POA2030	25+	F	261
POA2030	25+	M	130
POA2031	0-4	F	265
POA2031	0-4	M	259
POA2031	5-14	F	1542
POA2031	5-14	M	1549
POA2031	15-19	F	582
POA2031	15-19	M	575
POA2031	20-24	F	775
POA2031	20-24	M	729
POA2031	25+	F	1176
POA2031	25+	M	874
POA2032	0-4	F	74
POA2032	0-4	M	62
POA2032	5-14	F	569
POA2032	5-14	M	623
POA2032	15-19	F	559
POA2032	15-19	M	574
POA2032	20-24	F	1372
POA2032	20-24	M	1478
POA2032	25+	F	721
POA2032	25+	M	905
POA2033	0-4	F	62
POA2033	0-4	M	69
POA2033	5-14	F	412
POA2033	5-14	M	432
POA2033	15-19	F	364
POA2033	15-19	M	315
POA2033	20-24	F	579
POA2033	20-24	M	631
POA2033	25+	F	456
POA2033	25+	M	459
POA2034	0-4	F	173
POA2034	0-4	M	153
POA2034	5-14	F	925
POA2034	5-14	M	890
POA2034	15-19	F	331
POA2034	15-19	M	314
POA2034	20-24	F	271
POA2034	20-24	M	238
POA2034	25+	F	711
POA2034	25+	M	446
POA2035	0-4	F	271
POA2035	0-4	M	247
POA2035	5-14	F	1717
POA2035	5-14	M	1809
POA2035	15-19	F	831
POA2035	15-19	M	813
POA2035	20-24	F	810
POA2035	20-24	M	854
POA2035	25+	F	954
POA2035	25+	M	746
POA2036	0-4	F	191
POA2036	0-4	M	203
POA2036	5-14	F	1457
POA2036	5-14	M	1624
POA2036	15-19	F	696
POA2036	15-19	M	751
POA2036	20-24	F	416
POA2036	20-24	M	428
POA2036	25+	F	624
POA2036	25+	M	439
POA2037	0-4	F	83
POA2037	0-4	M	66
POA2037	5-14	F	426
POA2037	5-14	M	403
POA2037	15-19	F	354
POA2037	15-19	M	207
POA2037	20-24	F	711
POA2037	20-24	M	485
POA2037	25+	F	695
POA2037	25+	M	605
POA2038	0-4	F	60
POA2038	0-4	M	71
POA2038	5-14	F	427
POA2038	5-14	M	455
POA2038	15-19	F	136
POA2038	15-19	M	149
POA2038	20-24	F	189
POA2038	20-24	M	162
POA2038	25+	F	333
POA2038	25+	M	235
POA2039	0-4	F	70
POA2039	0-4	M	64
POA2039	5-14	F	407
POA2039	5-14	M	406
POA2039	15-19	F	103
POA2039	15-19	M	101
POA2039	20-24	F	95
POA2039	20-24	M	71
POA2039	25+	F	253
POA2039	25+	M	125
POA2040	0-4	F	207
POA2040	0-4	M	231
POA2040	5-14	F	1157
POA2040	5-14	M	1263
POA2040	15-19	F	310
POA2040	15-19	M	285
POA2040	20-24	F	308
POA2040	20-24	M	296
POA2040	25+	F	652
POA2040	25+	M	410
POA2041	0-4	F	143
POA2041	0-4	M	123
POA2041	5-14	F	744
POA2041	5-14	M	815
POA2041	15-19	F	229
POA2041	15-19	M	226
POA2041	20-24	F	174
POA2041	20-24	M	148
POA2041	25+	F	406
POA2041	25+	M	246
POA2042	0-4	F	56
POA2042	0-4	M	56
POA2042	5-14	F	537
POA2042	5-14	M	482
POA2042	15-19	F	294
POA2042	15-19	M	214
POA2042	20-24	F	575
POA2042	20-24	M	444
POA2042	25+	F	983
POA2042	25+	M	751
POA2043	0-4	F	35
POA2043	0-4	M	36
POA2043	5-14	F	213
POA2043	5-14	M	216
POA2043	15-19	F	75
POA2043	15-19	M	63
POA2043	20-24	F	137
POA2043	20-24	M	101
POA2043	25+	F	313
POA2043	25+	M	244
POA2044	0-4	F	54
POA2044	0-4	M	46
POA2044	5-14	F	311
POA2044	5-14	M	332
POA2044	15-19	F	98
POA2044	15-19	M	120
POA2044	20-24	F	156
POA2044	20-24	M	128
POA2044	25+	F	250
POA2044	25+	M	207
POA2045	0-4	F	50
POA2045	0-4	M	29
POA2045	5-14	F	409
POA2045	5-14	M	455
POA2045	15-19	F	140
POA2045	15-19	M	203
POA2045	20-24	F	71
POA2045	20-24	M	106
POA2045	25+	F	122
POA2045	25+	M	98
POA2046	0-4	F	207
POA2046	0-4	M	217
POA2046	5-14	F	1424
POA2046	5-14	M	1453
POA2046	15-19	F	487
POA2046	15-19	M	501
POA2046	20-24	F	299
POA2046	20-24	M	228
POA2046	25+	F	554
POA2046	25+	M	340
POA2047	0-4	F	75
POA2047	0-4	M	86
POA2047	5-14	F	516
POA2047	5-14	M	575
POA2047	15-19	F	189
POA2047	15-19	M	197
POA2047	20-24	F	135
POA2047	20-24	M	110
POA2047	25+	F	286
POA2047	25+	M	186
POA2048	0-4	F	37
POA2048	0-4	M	45
POA2048	5-14	F	284
POA2048	5-14	M	349
POA2048	15-19	F	93
POA2048	15-19	M	122
POA2048	20-24	F	171
POA2048	20-24	M	116
POA2048	25+	F	332
POA2048	25+	M	244
POA2049	0-4	F	69
POA2049	0-4	M	75
POA2049	5-14	F	423
POA2049	5-14	M	486
POA2049	15-19	F	190
POA2049	15-19	M	170
POA2049	20-24	F	212
POA2049	20-24	M	163
POA2049	25+	F	441
POA2049	25+	M	307
POA2050	0-4	F	26
POA2050	0-4	M	26
POA2050	5-14	F	161
POA2050	5-14	M	146
POA2050	15-19	F	154
POA2050	15-19	M	136
POA2050	20-24	F	623
POA2050	20-24	M	409
POA2050	25+	F	500
POA2050	25+	M	397
POA2052	0-4	F	3
POA2052	5-14	F	4
POA2052	5-14	M	5
POA2052	15-19	F	420
POA2052	15-19	M	416
POA2052	20-24	F	836
POA2052	20-24	M	924
POA2052	25+	F	173
POA2052	25+	M	209
POA2060	0-4	F	77
POA2060	0-4	M	60
POA2060	5-14	F	361
POA2060	5-14	M	406
POA2060	15-19	F	197
POA2060	15-19	M	215
POA2060	20-24	F	208
POA2060	20-24	M	168
POA2060	25+	F	489
POA2060	25+	M	327
POA2061	0-4	F	14
POA2061	0-4	M	20
POA2061	5-14	F	117
POA2061	5-14	M	89
POA2061	15-19	F	49
POA2061	15-19	M	36
POA2061	20-24	F	75
POA2061	20-24	M	61
POA2061	25+	F	190
POA2061	25+	M	119
POA2062	0-4	F	54
POA2062	0-4	M	64
POA2062	5-14	F	349
POA2062	5-14	M	358
POA2062	15-19	F	79
POA2062	15-19	M	74
POA2062	20-24	F	78
POA2062	20-24	M	62
POA2062	25+	F	216
POA2062	25+	M	111
POA2063	0-4	F	49
POA2063	0-4	M	72
POA2063	5-14	F	500
POA2063	5-14	M	531
POA2063	15-19	F	202
POA2063	15-19	M	205
POA2063	20-24	F	90
POA2063	20-24	M	81
POA2063	25+	F	107
POA2063	25+	M	71
POA2064	0-4	F	71
POA2064	0-4	M	69
POA2064	5-14	F	526
POA2064	5-14	M	584
POA2064	15-19	F	164
POA2064	15-19	M	202
POA2064	20-24	F	161
POA2064	20-24	M	132
POA2064	25+	F	347
POA2064	25+	M	239
POA2065	0-4	F	235
POA2065	0-4	M	238
POA2065	5-14	F	1102
POA2065	5-14	M	1065
POA2065	15-19	F	409
POA2065	15-19	M	402
POA2065	20-24	F	402
POA2065	20-24	M	351
POA2065	25+	F	1006
POA2065	25+	M	688
POA2066	0-4	F	253
POA2066	0-4	M	306
POA2066	5-14	F	1778
POA2066	5-14	M	1957
POA2066	15-19	F	595
POA2066	15-19	M	965
POA2066	20-24	F	454
POA2066	20-24	M	487
POA2066	25+	F	911
POA2066	25+	M	606
POA2067	0-4	F	204
POA2067	0-4	M	189
POA2067	5-14	F	1172
POA2067	5-14	M	1309
POA2067	15-19	F	673
POA2067	15-19	M	628
POA2067	20-24	F	761
POA2067	20-24	M	649
POA2067	25+	F	949
POA2067	25+	M	664
POA2068	0-4	F	169
POA2068	0-4	M	171
POA2068	5-14	F	1298
POA2068	5-14	M	1320
POA2068	15-19	F	447
POA2068	15-19	M	469
POA2068	20-24	F	219
POA2068	20-24	M	216
POA2068	25+	F	329
POA2068	25+	M	208
POA2069	0-4	F	124
POA2069	0-4	M	139
POA2069	5-14	F	1031
POA2069	5-14	M	1158
POA2069	15-19	F	455
POA2069	15-19	M	473
POA2069	20-24	F	232
POA2069	20-24	M	246
POA2069	25+	F	292
POA2069	25+	M	198
POA2070	0-4	F	101
POA2070	0-4	M	112
POA2070	5-14	F	975
POA2070	5-14	M	1036
POA2070	15-19	F	430
POA2070	15-19	M	491
POA2070	20-24	F	235
POA2070	20-24	M	270
POA2070	25+	F	280
POA2070	25+	M	214
POA2071	0-4	F	91
POA2071	0-4	M	79
POA2071	5-14	F	861
POA2071	5-14	M	998
POA2071	15-19	F	512
POA2071	15-19	M	575
POA2071	20-24	F	289
POA2071	20-24	M	291
POA2071	25+	F	316
POA2071	25+	M	185
POA2072	0-4	F	51
POA2072	0-4	M	69
POA2072	5-14	F	474
POA2072	5-14	M	492
POA2072	15-19	F	294
POA2072	15-19	M	286
POA2072	20-24	F	152
POA2072	20-24	M	144
POA2072	25+	F	191
POA2072	25+	M	143
POA2073	0-4	F	154
POA2073	0-4	M	169
POA2073	5-14	F	1373
POA2073	5-14	M	1243
POA2073	15-19	F	666
POA2073	15-19	M	544
POA2073	20-24	F	312
POA2073	20-24	M	293
POA2073	25+	F	336
POA2073	25+	M	207
POA2074	0-4	F	164
POA2074	0-4	M	170
POA2074	5-14	F	1455
POA2074	5-14	M	1641
POA2074	15-19	F	703
POA2074	15-19	M	763
POA2074	20-24	F	337
POA2074	20-24	M	340
POA2074	25+	F	441
POA2074	25+	M	271
POA2075	0-4	F	177
POA2075	0-4	M	187
POA2075	5-14	F	1455
POA2075	5-14	M	1537
POA2075	15-19	F	641
POA2075	15-19	M	646
POA2075	20-24	F	309
POA2075	20-24	M	309
POA2075	25+	F	392
POA2075	25+	M	233
POA2076	0-4	F	175
POA2076	0-4	M	221
POA2076	5-14	F	1711
POA2076	5-14	M	1796
POA2076	15-19	F	961
POA2076	15-19	M	915
POA2076	20-24	F	423
POA2076	20-24	M	380
POA2076	25+	F	485
POA2076	25+	M	316
POA2077	0-4	F	331
POA2077	0-4	M	324
POA2077	5-14	F	2150
POA2077	5-14	M	2262
POA2077	15-19	F	832
POA2077	15-19	M	808
POA2077	20-24	F	520
POA2077	20-24	M	521
POA2077	25+	F	1154
POA2077	25+	M	777
POA2079	0-4	F	55
POA2079	0-4	M	63
POA2079	5-14	F	497
POA2079	5-14	M	515
POA2079	15-19	F	182
POA2079	15-19	M	187
POA2079	20-24	F	98
POA2079	20-24	M	97
POA2079	25+	F	163
POA2079	25+	M	97
POA2080	0-4	F	9
POA2080	0-4	M	17
POA2080	5-14	F	108
POA2080	5-14	M	132
POA2080	15-19	F	50
POA2080	15-19	M	52
POA2080	20-24	F	23
POA2080	20-24	M	22
POA2080	25+	F	35
POA2080	25+	M	14
POA2081	0-4	F	37
POA2081	0-4	M	53
POA2081	5-14	F	401
POA2081	5-14	M	405
POA2081	15-19	F	185
POA2081	15-19	M	169
POA2081	20-24	F	70
POA2081	20-24	M	81
POA2081	25+	F	102
POA2081	25+	M	63
POA2082	0-4	F	63
POA2082	0-4	M	58
POA2082	5-14	F	420
POA2082	5-14	M	399
POA2082	15-19	F	151
POA2082	15-19	M	151
POA2082	20-24	F	46
POA2082	20-24	M	54
POA2082	25+	F	90
POA2082	25+	M	71
POA2083	0-4	F	7
POA2083	0-4	M	4
POA2083	5-14	F	72
POA2083	5-14	M	70
POA2083	15-19	F	38
POA2083	15-19	M	23
POA2083	20-24	F	11
POA2083	20-24	M	8
POA2083	25+	F	38
POA2083	25+	M	11
POA2084	0-4	F	37
POA2084	0-4	M	35
POA2084	5-14	F	232
POA2084	5-14	M	269
POA2084	15-19	F	120
POA2084	15-19	M	113
POA2084	20-24	F	39
POA2084	20-24	M	47
POA2084	25+	F	47
POA2084	25+	M	39
POA2085	0-4	F	94
POA2085	0-4	M	99
POA2085	5-14	F	767
POA2085	5-14	M	878
POA2085	15-19	F	315
POA2085	15-19	M	384
POA2085	20-24	F	121
POA2085	20-24	M	136
POA2085	25+	F	166
POA2085	25+	M	110
POA2086	0-4	F	143
POA2086	0-4	M	149
POA2086	5-14	F	1058
POA2086	5-14	M	1137
POA2086	15-19	F	373
POA2086	15-19	M	436
POA2086	20-24	F	170
POA2086	20-24	M	195
POA2086	25+	F	222
POA2086	25+	M	151
POA2087	0-4	F	136
POA2087	0-4	M	122
POA2087	5-14	F	1039
POA2087	5-14	M	1158
POA2087	15-19	F	417
POA2087	15-19	M	420
POA2087	20-24	F	176
POA2087	20-24	M	153
POA2087	25+	F	212
POA2087	25+	M	123
POA2088	0-4	F	212
POA2088	0-4	M	198
POA2088	5-14	F	1586
POA2088	5-14	M	1681
POA2088	15-19	F	712
POA2088	15-19	M	657
POA2088	20-24	F	374
POA2088	20-24	M	332
POA2088	25+	F	701
POA2088	25+	M	342
POA2089	0-4	F	73
POA2089	0-4	M	76
POA2089	5-14	F	371
POA2089	5-14	M	395
POA2089	15-19	F	128
POA2089	15-19	M	133
POA2089	20-24	F	118
POA2089	20-24	M	115
POA2089	25+	F	393
POA2089	25+	M	254
POA2090	0-4	F	96
POA2090	0-4	M	102
POA2090	5-14	F	553
POA2090	5-14	M	521
POA2090	15-19	F	174
POA2090	15-19	M	191
POA2090	20-24	F	152
POA2090	20-24	M	132
POA2090	25+	F	422
POA2090	25+	M	268
POA2092	0-4	F	83
POA2092	0-4	M	90
POA2092	5-14	F	626
POA2092	5-14	M	640
POA2092	15-19	F	204
POA2092	15-19	M	213
POA2092	20-24	F	102
POA2092	20-24	M	109
POA2092	25+	F	126
POA2092	25+	M	54
POA2093	0-4	F	233
POA2093	0-4	M	247
POA2093	5-14	F	1739
POA2093	5-14	M	1713
POA2093	15-19	F	546
POA2093	15-19	M	555
POA2093	20-24	F	271
POA2093	20-24	M	257
POA2093	25+	F	508
POA2093	25+	M	271
POA2094	0-4	F	60
POA2094	0-4	M	40
POA2094	5-14	F	303
POA2094	5-14	M	294
POA2094	15-19	F	89
POA2094	15-19	M	106
POA2094	20-24	F	55
POA2094	20-24	M	47
POA2094	25+	F	142
POA2094	25+	M	91
POA2095	0-4	F	90
POA2095	0-4	M	97
