POA_CODE_2016	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
POA0886	0	1	111
POA0886	0	2	3
POA0886	0	3	3
POA0886	1	2	99
POA0886	1	3	47
POA0886	1	4	29
POA0886	1	5	26
POA0886	1	6	12
POA2000	0	1	2703
POA2000	0	2	652
POA2000	0	3	356
POA2000	0	4	450
POA2000	0	5	171
POA2000	0	6	186
POA2000	1	2	2501
POA2000	1	3	853
POA2000	1	4	734
POA2000	1	5	258
POA2000	1	6	245
POA2007	0	1	901
POA2007	0	2	329
POA2007	0	3	180
POA2007	0	4	144
POA2007	0	5	78
POA2007	0	6	67
POA2007	1	2	632
POA2007	1	3	249
POA2007	1	4	169
POA2007	1	5	62
POA2007	1	6	40
POA2008	0	1	1763
POA2008	0	2	519
POA2008	0	3	261
POA2008	0	4	185
POA2008	0	5	76
POA2008	0	6	64
POA2008	1	2	1131
POA2008	1	3	292
POA2008	1	4	173
POA2008	1	5	42
POA2008	1	6	28
POA2009	0	1	1547
POA2009	0	2	423
POA2009	0	3	179
POA2009	0	4	113
POA2009	0	5	27
POA2009	0	6	27
POA2009	1	2	1852
POA2009	1	3	674
POA2009	1	4	388
POA2009	1	5	93
POA2009	1	6	47
POA2010	0	1	5253
POA2010	0	2	1039
POA2010	0	3	365
POA2010	0	4	199
POA2010	0	5	53
POA2010	0	6	45
POA2010	1	2	3852
POA2010	1	3	834
POA2010	1	4	412
POA2010	1	5	118
POA2010	1	6	60
POA2011	0	1	5234
POA2011	0	2	634
POA2011	0	3	152
POA2011	0	4	33
POA2011	0	5	5
POA2011	0	6	3
POA2011	1	2	2881
POA2011	1	3	467
POA2011	1	4	190
POA2011	1	5	38
POA2011	1	6	10
POA2015	0	1	1215
POA2015	0	2	388
POA2015	0	3	140
POA2015	0	4	50
POA2015	0	5	9
POA2015	1	2	1470
POA2015	1	3	504
POA2015	1	4	343
POA2015	1	5	82
POA2015	1	6	30
POA2016	0	1	2251
POA2016	0	2	542
POA2016	0	3	266
POA2016	0	4	115
POA2016	0	5	40
POA2016	0	6	31
POA2016	1	2	1610
POA2016	1	3	480
POA2016	1	4	323
POA2016	1	5	89
POA2016	1	6	26
POA2017	0	1	3490
POA2017	0	2	1148
POA2017	0	3	553
POA2017	0	4	215
POA2017	0	5	53
POA2017	0	6	26
POA2017	1	2	3255
POA2017	1	3	1227
POA2017	1	4	535
POA2017	1	5	131
POA2017	1	6	58
POA2018	0	1	1563
POA2018	0	2	356
POA2018	0	3	138
POA2018	0	4	52
POA2018	0	5	15
POA2018	0	6	7
POA2018	1	2	1724
POA2018	1	3	1025
POA2018	1	4	917
POA2018	1	5	351
POA2018	1	6	162
POA2019	0	1	742
POA2019	0	2	114
POA2019	0	3	27
POA2019	0	4	4
POA2019	0	5	3
POA2019	1	2	939
POA2019	1	3	673
POA2019	1	4	745
POA2019	1	5	278
POA2019	1	6	115
POA2020	0	1	1040
POA2020	0	2	349
POA2020	0	3	147
POA2020	0	4	69
POA2020	0	5	32
POA2020	0	6	12
POA2020	1	2	1421
POA2020	1	3	883
POA2020	1	4	800
POA2020	1	5	281
POA2020	1	6	172
POA2021	0	1	2250
POA2021	0	2	379
POA2021	0	3	193
POA2021	0	4	84
POA2021	0	5	15
POA2021	0	6	3
POA2021	1	2	1917
POA2021	1	3	730
POA2021	1	4	607
POA2021	1	5	172
POA2021	1	6	37
POA2022	0	1	1399
POA2022	0	2	266
POA2022	0	3	124
POA2022	0	4	65
POA2022	0	5	16
POA2022	0	6	8
POA2022	1	2	1384
POA2022	1	3	633
POA2022	1	4	566
POA2022	1	5	179
POA2022	1	6	62
POA2023	0	1	941
POA2023	0	2	211
POA2023	0	3	69
POA2023	0	4	17
POA2023	0	5	3
POA2023	0	6	3
POA2023	1	2	1140
POA2023	1	3	543
POA2023	1	4	561
POA2023	1	5	296
POA2023	1	6	82
POA2024	0	1	1025
POA2024	0	2	242
POA2024	0	3	50
POA2024	0	4	21
POA2024	0	5	3
POA2024	1	2	1110
POA2024	1	3	597
POA2024	1	4	596
POA2024	1	5	230
POA2024	1	6	61
POA2025	0	1	911
POA2025	0	2	146
POA2025	0	3	40
POA2025	0	4	14
POA2025	0	5	3
POA2025	1	2	930
POA2025	1	3	408
POA2025	1	4	335
POA2025	1	5	99
POA2025	1	6	31
POA2026	0	1	3619
POA2026	0	2	1226
POA2026	0	3	411
POA2026	0	4	153
POA2026	0	5	37
POA2026	0	6	26
POA2026	1	2	3548
POA2026	1	3	1616
POA2026	1	4	1363
POA2026	1	5	424
POA2026	1	6	151
POA2027	0	1	1314
POA2027	0	2	175
POA2027	0	3	54
POA2027	0	4	16
POA2027	1	2	1230
POA2027	1	3	394
POA2027	1	4	246
POA2027	1	5	66
POA2027	1	6	33
POA2028	0	1	663
POA2028	0	2	152
POA2028	0	3	46
POA2028	0	4	8
POA2028	0	6	3
POA2028	1	2	673
POA2028	1	3	210
POA2028	1	4	157
POA2028	1	5	65
POA2028	1	6	10
POA2029	0	1	1033
POA2029	0	2	185
POA2029	0	3	41
POA2029	0	4	7
POA2029	1	2	1197
POA2029	1	3	573
POA2029	1	4	531
POA2029	1	5	226
POA2029	1	6	47
POA2030	0	1	931
POA2030	0	2	102
POA2030	0	3	26
POA2030	0	4	3
POA2030	1	2	1310
POA2030	1	3	751
POA2030	1	4	933
POA2030	1	5	483
POA2030	1	6	156
POA2031	0	1	3489
POA2031	0	2	969
POA2031	0	3	340
POA2031	0	4	105
POA2031	0	5	42
POA2031	0	6	17
POA2031	1	2	3894
POA2031	1	3	1996
POA2031	1	4	1742
POA2031	1	5	534
POA2031	1	6	141
POA2032	0	1	1452
POA2032	0	2	425
POA2032	0	3	360
POA2032	0	4	242
POA2032	0	5	124
POA2032	0	6	77
POA2032	1	2	1321
POA2032	1	3	752
POA2032	1	4	757
POA2032	1	5	310
POA2032	1	6	129
POA2033	0	1	1036
POA2033	0	2	378
POA2033	0	3	168
POA2033	0	4	77
POA2033	0	5	42
POA2033	0	6	15
POA2033	1	2	1130
POA2033	1	3	562
POA2033	1	4	513
POA2033	1	5	194
POA2033	1	6	71
POA2034	0	1	2335
POA2034	0	2	645
POA2034	0	3	251
POA2034	0	4	63
POA2034	0	5	15
POA2034	0	6	5
POA2034	1	2	2211
POA2034	1	3	1130
POA2034	1	4	1034
POA2034	1	5	317
POA2034	1	6	107
POA2035	0	1	3194
POA2035	0	2	498
POA2035	0	3	255
POA2035	0	4	98
POA2035	0	5	33
POA2035	0	6	28
POA2035	1	2	3411
POA2035	1	3	1893
POA2035	1	4	2103
POA2035	1	5	761
POA2035	1	6	329
POA2036	0	1	2387
POA2036	0	2	241
POA2036	0	3	65
POA2036	0	4	30
POA2036	0	5	5
POA2036	0	6	9
POA2036	1	2	2558
POA2036	1	3	1661
POA2036	1	4	1831
POA2036	1	5	744
POA2036	1	6	340
POA2037	0	1	2413
POA2037	0	2	462
POA2037	0	3	216
POA2037	0	4	124
POA2037	0	5	48
POA2037	0	6	33
POA2037	1	2	1919
POA2037	1	3	739
POA2037	1	4	522
POA2037	1	5	134
POA2037	1	6	47
POA2038	0	1	1089
POA2038	0	2	170
POA2038	0	3	96
POA2038	0	4	32
POA2038	0	5	5
POA2038	0	6	3
POA2038	1	2	1013
POA2038	1	3	522
POA2038	1	4	521
POA2038	1	5	125
POA2038	1	6	39
POA2039	0	1	913
POA2039	0	2	139
POA2039	0	3	51
POA2039	0	4	11
POA2039	0	5	3
POA2039	1	2	1215
POA2039	1	3	492
POA2039	1	4	491
POA2039	1	5	114
POA2039	1	6	18
POA2040	0	1	2172
POA2040	0	2	342
POA2040	0	3	168
POA2040	0	4	67
POA2040	0	5	15
POA2040	0	6	3
POA2040	1	2	2224
POA2040	1	3	1397
POA2040	1	4	1408
POA2040	1	5	361
POA2040	1	6	82
POA2041	0	1	1926
POA2041	0	2	219
POA2041	0	3	55
POA2041	0	4	21
POA2041	0	5	5
POA2041	0	6	3
POA2041	1	2	1964
POA2041	1	3	870
POA2041	1	4	849
POA2041	1	5	261
POA2041	1	6	56
POA2042	0	1	2548
POA2042	0	2	623
POA2042	0	3	388
POA2042	0	4	147
POA2042	0	5	57
POA2042	0	6	17
POA2042	1	2	2232
POA2042	1	3	867
POA2042	1	4	653
POA2042	1	5	139
POA2042	1	6	60
POA2043	0	1	962
POA2043	0	2	279
POA2043	0	3	131
POA2043	0	4	50
POA2043	0	5	10
POA2043	0	6	4
POA2043	1	2	1270
POA2043	1	3	406
POA2043	1	4	281
POA2043	1	5	41
POA2043	1	6	15
POA2044	0	1	646
POA2044	0	2	198
POA2044	0	3	95
POA2044	0	4	37
POA2044	0	5	17
POA2044	0	6	10
POA2044	1	2	800
POA2044	1	3	442
POA2044	1	4	425
POA2044	1	5	120
POA2044	1	6	77
POA2045	0	1	398
POA2045	0	2	41
POA2045	0	3	16
POA2045	0	4	6
POA2045	0	5	5
POA2045	1	2	592
POA2045	1	3	360
POA2045	1	4	496
POA2045	1	5	198
POA2045	1	6	47
POA2046	0	1	2517
POA2046	0	2	308
POA2046	0	3	57
POA2046	0	4	9
POA2046	0	5	7
POA2046	1	2	3031
POA2046	1	3	1674
POA2046	1	4	1721
POA2046	1	5	534
POA2046	1	6	178
POA2047	0	1	1293
POA2047	0	2	212
POA2047	0	3	81
POA2047	0	4	14
POA2047	0	6	7
POA2047	1	2	1487
POA2047	1	3	663
POA2047	1	4	621
POA2047	1	5	209
POA2047	1	6	53
POA2048	0	1	837
POA2048	0	2	205
POA2048	0	3	130
POA2048	0	4	56
POA2048	0	5	19
POA2048	0	6	3
POA2048	1	2	910
POA2048	1	3	384
POA2048	1	4	335
POA2048	1	5	112
POA2048	1	6	41
POA2049	0	1	1298
POA2049	0	2	307
POA2049	0	3	105
POA2049	0	4	44
POA2049	0	5	16
POA2049	0	6	8
POA2049	1	2	1263
POA2049	1	3	618
POA2049	1	4	519
POA2049	1	5	135
POA2049	1	6	52
POA2050	0	1	2055
POA2050	0	2	299
POA2050	0	3	127
POA2050	0	4	51
POA2050	0	5	15
POA2050	0	6	4
POA2050	1	2	1257
POA2050	1	3	330
POA2050	1	4	205
POA2050	1	5	58
POA2050	1	6	9
POA2052	0	1	257
POA2052	0	2	33
POA2052	0	3	17
POA2052	0	4	18
POA2052	0	5	19
POA2052	0	6	5
POA2052	1	2	72
POA2052	1	3	13
POA2052	1	4	5
POA2052	1	5	3
POA2060	0	1	2306
POA2060	0	2	294
POA2060	0	3	95
POA2060	0	4	22
POA2060	0	5	8
POA2060	0	6	3
POA2060	1	2	2225
POA2060	1	3	735
POA2060	1	4	400
POA2060	1	5	116
POA2060	1	6	26
POA2061	0	1	1199
POA2061	0	2	143
POA2061	0	3	34
POA2061	0	4	5
POA2061	0	5	3
POA2061	1	2	1092
POA2061	1	3	253
POA2061	1	4	140
POA2061	1	5	26
POA2061	1	6	10
POA2062	0	1	962
POA2062	0	2	118
POA2062	0	3	32
POA2062	0	5	3
POA2062	1	2	944
POA2062	1	3	430
POA2062	1	4	382
POA2062	1	5	96
POA2062	1	6	20
POA2063	0	1	313
POA2063	0	2	22
POA2063	0	3	4
POA2063	1	2	576
POA2063	1	3	315
POA2063	1	4	467
POA2063	1	5	258
POA2063	1	6	59
POA2064	0	1	847
POA2064	0	2	196
POA2064	0	3	49
POA2064	0	4	19
POA2064	0	5	7
POA2064	1	2	959
POA2064	1	3	708
POA2064	1	4	577
POA2064	1	5	172
POA2064	1	6	64
POA2065	0	1	3806
POA2065	0	2	610
POA2065	0	3	219
POA2065	0	4	40
POA2065	0	5	13
POA2065	1	2	4211
POA2065	1	3	1803
POA2065	1	4	1415
POA2065	1	5	386
POA2065	1	6	94
POA2066	0	1	2932
POA2066	0	2	386
POA2066	0	3	74
POA2066	0	4	24
POA2066	0	5	5
POA2066	1	2	3450
POA2066	1	3	1944
POA2066	1	4	1971
POA2066	1	5	742
POA2066	1	6	231
POA2067	0	1	2028
POA2067	0	2	357
POA2067	0	3	163
POA2067	0	4	66
POA2067	0	5	35
POA2067	0	6	23
POA2067	1	2	2574
POA2067	1	3	1799
POA2067	1	4	1576
POA2067	1	5	527
POA2067	1	6	224
POA2068	0	1	1030
POA2068	0	2	97
POA2068	0	3	26
POA2068	0	4	6
POA2068	0	5	3
POA2068	1	2	1424
POA2068	1	3	998
POA2068	1	4	1364
POA2068	1	5	512
POA2068	1	6	154
POA2069	0	1	676
POA2069	0	2	81
POA2069	0	3	12
POA2069	0	4	11
POA2069	0	5	4
POA2069	0	6	3
POA2069	1	2	1218
POA2069	1	3	750
POA2069	1	4	1081
POA2069	1	5	554
POA2069	1	6	166
POA2070	0	1	834
POA2070	0	2	59
POA2070	0	3	15
POA2070	0	4	8
POA2070	1	2	1161
POA2070	1	3	759
POA2070	1	4	1060
POA2070	1	5	461
POA2070	1	6	145
POA2071	0	1	668
POA2071	0	2	48
POA2071	0	3	12
POA2071	0	4	12
POA2071	0	6	6
POA2071	1	2	1187
POA2071	1	3	826
POA2071	1	4	1022
POA2071	1	5	429
POA2071	1	6	175
POA2072	0	1	421
POA2072	0	2	39
POA2072	0	3	13
POA2072	0	5	3
POA2072	0	6	3
POA2072	1	2	737
POA2072	1	3	495
POA2072	1	4	547
POA2072	1	5	213
POA2072	1	6	87
POA2073	0	1	627
POA2073	0	2	41
POA2073	0	3	9
POA2073	0	4	6
POA2073	0	5	4
POA2073	1	2	1321
POA2073	1	3	956
POA2073	1	4	1332
POA2073	1	5	587
POA2073	1	6	214
POA2074	0	1	1391
POA2074	0	2	82
POA2074	0	3	16
POA2074	0	4	3
POA2074	1	2	2175
POA2074	1	3	1169
POA2074	1	4	1680
POA2074	1	5	690
POA2074	1	6	224
POA2075	0	1	1029
POA2075	0	2	48
POA2075	0	3	7
POA2075	0	4	3
POA2075	0	5	3
POA2075	1	2	1989
POA2075	1	3	1191
POA2075	1	4	1633
POA2075	1	5	672
POA2075	1	6	230
POA2076	0	1	1347
POA2076	0	2	85
POA2076	0	3	15
POA2076	0	4	14
POA2076	1	2	2225
POA2076	1	3	1272
POA2076	1	4	1806
POA2076	1	5	756
POA2076	1	6	303
POA2077	0	1	2993
POA2077	0	2	362
POA2077	0	3	66
POA2077	0	4	20
POA2077	0	5	8
POA2077	0	6	6
POA2077	1	2	3700
POA2077	1	3	2719
POA2077	1	4	2479
POA2077	1	5	873
POA2077	1	6	354
POA2079	0	1	275
POA2079	0	2	23
POA2079	0	3	7
POA2079	1	2	579
POA2079	1	3	475
POA2079	1	4	585
POA2079	1	5	224
POA2079	1	6	94
POA2080	0	1	88
POA2080	0	2	5
POA2080	1	2	151
POA2080	1	3	104
POA2080	1	4	123
POA2080	1	5	55
POA2080	1	6	22
POA2081	0	1	226
POA2081	0	2	20
POA2081	0	3	3
POA2081	1	2	440
POA2081	1	3	327
POA2081	1	4	417
POA2081	1	5	181
POA2081	1	6	83
POA2082	0	1	235
POA2082	0	2	17
POA2082	1	2	495
POA2082	1	3	338
POA2082	1	4	431
POA2082	1	5	171
POA2082	1	6	69
POA2083	0	1	158
POA2083	0	2	15
POA2083	0	3	3
POA2083	1	2	219
POA2083	1	3	62
POA2083	1	4	86
POA2083	1	5	34
POA2083	1	6	10
POA2084	0	1	120
POA2084	0	2	7
POA2084	0	3	3
POA2084	1	2	303
POA2084	1	3	170
POA2084	1	4	265
POA2084	1	5	129
POA2084	1	6	58
POA2085	0	1	669
POA2085	0	2	31
POA2085	0	3	9
POA2085	1	2	1068
POA2085	1	3	545
POA2085	1	4	872
POA2085	1	5	411
POA2085	1	6	142
POA2086	0	1	482
POA2086	0	2	38
POA2086	0	3	5
POA2086	0	4	7
POA2086	0	5	3
POA2086	0	6	3
POA2086	1	2	1017
POA2086	1	3	709
POA2086	1	4	1181
POA2086	1	5	488
POA2086	1	6	187
POA2087	0	1	726
POA2087	0	2	35
POA2087	0	3	8
POA2087	0	4	3
POA2087	1	2	1031
POA2087	1	3	635
POA2087	1	4	1092
POA2087	1	5	450
POA2087	1	6	153
POA2088	0	1	3242
POA2088	0	2	275
POA2088	0	3	42
POA2088	0	4	4
POA2088	1	2	3448
POA2088	1	3	1548
POA2088	1	4	1621
POA2088	1	5	671
POA2088	1	6	169
POA2089	0	1	1867
POA2089	0	2	317
POA2089	0	3	81
POA2089	0	4	9
POA2089	0	5	4
POA2089	1	2	1771
POA2089	1	3	654
POA2089	1	4	421
POA2089	1	5	100
POA2089	1	6	26
POA2090	0	1	2084
POA2090	0	2	232
POA2090	0	3	58
POA2090	0	4	8
POA2090	0	5	3
POA2090	0	6	3
POA2090	1	2	1967
POA2090	1	3	761
POA2090	1	4	664
POA2090	1	5	163
POA2090	1	6	42
POA2092	0	1	264
POA2092	0	2	22
POA2092	0	3	3
POA2092	0	4	5
POA2092	1	2	531
POA2092	1	3	373
POA2092	1	4	635
POA2092	1	5	285
POA2092	1	6	66
POA2093	0	1	1646
POA2093	0	2	200
POA2093	0	3	53
POA2093	0	4	5
POA2093	0	5	6
POA2093	0	6	6
POA2093	1	2	2092
POA2093	1	3	1364
POA2093	1	4	1746
POA2093	1	5	664
POA2093	1	6	171
POA2094	0	1	540
POA2094	0	2	83
POA2094	0	3	47
POA2094	0	4	14
POA2094	1	2	783
POA2094	1	3	357
POA2094	1	4	346
POA2094	1	5	116
POA2094	1	6	11
POA2095	0	1	1964
POA2095	0	2	411
POA2095	0	3	161
POA2095	0	4	31
POA2095	0	5	15
POA2095	0	6	3
POA2095	1	2	2219
POA2095	1	3	785
POA2095	1	4	684
POA2095	1	5	218
POA2095	1	6	40
POA2096	0	1	1288
POA2096	0	2	256
POA2096	0	3	58
POA2096	0	4	5
POA2096	0	5	3
POA2096	1	2	1688
POA2096	1	3	802
POA2096	1	4	877
POA2096	1	5	333
POA2096	1	6	101
POA2097	0	1	910
POA2097	0	2	106
POA2097	0	3	15
POA2097	0	4	7
POA2097	1	2	1436
POA2097	1	3	855
POA2097	1	4	1073
POA2097	1	5	480
POA2097	1	6	204
POA2099	0	1	3785
POA2099	0	2	492
POA2099	0	3	122
POA2099	0	4	38
POA2099	0	5	12
POA2099	0	6	9
POA2099	1	2	3974
POA2099	1	3	2377
POA2099	1	4	2454
POA2099	1	5	939
POA2099	1	6	411
POA2100	0	1	1250
POA2100	0	2	111
POA2100	0	3	31
POA2100	0	4	15
POA2100	0	5	4
POA2100	1	2	1683
POA2100	1	3	1086
POA2100	1	4	1601
POA2100	1	5	655
POA2100	1	6	304
POA2101	0	1	1835
POA2101	0	2	169
POA2101	0	3	29
POA2101	0	4	10
POA2101	0	5	3
POA2101	1	2	2033
POA2101	1	3	993
POA2101	1	4	1204
POA2101	1	5	473
POA2101	1	6	202
POA2102	0	1	381
POA2102	0	2	32
POA2102	0	3	6
POA2102	0	5	3
POA2102	1	2	693
POA2102	1	3	439
POA2102	1	4	584
POA2102	1	5	191
POA2102	1	6	85
POA2103	0	1	850
POA2103	0	2	65
POA2103	0	3	15
POA2103	1	2	1171
POA2103	1	3	544
POA2103	1	4	682
POA2103	1	5	287
POA2103	1	6	116
POA2104	0	1	525
POA2104	0	2	16
POA2104	1	2	438
POA2104	1	3	153
POA2104	1	4	192
POA2104	1	5	81
POA2104	1	6	37
POA2105	0	1	126
POA2105	0	2	4
POA2105	0	3	3
POA2105	1	2	239
POA2105	1	3	95
POA2105	1	4	119
POA2105	1	5	38
POA2105	1	6	10
POA2106	0	1	740
POA2106	0	2	53
POA2106	0	3	18
POA2106	1	2	1010
POA2106	1	3	524
POA2106	1	4	603
POA2106	1	5	294
POA2106	1	6	94
POA2107	0	1	873
POA2107	0	2	67
POA2107	0	3	8
POA2107	0	4	3
POA2107	1	2	1543
POA2107	1	3	726
POA2107	1	4	1068
POA2107	1	5	451
POA2107	1	6	174
POA2108	0	1	161
POA2108	0	2	9
POA2108	1	2	260
POA2108	1	3	65
POA2108	1	4	64
POA2108	1	5	36
POA2108	1	6	14
POA2109	0	1	265
POA2109	0	2	61
POA2109	0	3	30
POA2109	0	4	7
POA2109	0	5	4
POA2109	1	2	289
POA2109	1	3	109
POA2109	1	4	46
POA2109	1	5	5
POA2109	1	6	4
POA2110	0	1	720
POA2110	0	2	45
POA2110	0	3	8
POA2110	0	4	3
POA2110	1	2	870
POA2110	1	3	466
POA2110	1	4	604
POA2110	1	5	333
POA2110	1	6	109
POA2111	0	1	1547
POA2111	0	2	140
POA2111	0	3	18
POA2111	0	4	6
POA2111	1	2	1527
POA2111	1	3	784
POA2111	1	4	914
POA2111	1	5	373
POA2111	1	6	119
POA2112	0	1	2562
POA2112	0	2	363
POA2112	0	3	125
POA2112	0	4	35
POA2112	0	5	10
POA2112	0	6	7
POA2112	1	2	3234
POA2112	1	3	2033
POA2112	1	4	2121
POA2112	1	5	821
POA2112	1	6	350
POA2113	0	1	1449
POA2113	0	2	215
POA2113	0	3	76
POA2113	0	4	21
POA2113	0	5	7
POA2113	0	6	4
POA2113	1	2	1764
POA2113	1	3	1150
POA2113	1	4	1222
POA2113	1	5	427
POA2113	1	6	186
POA2114	0	1	2005
POA2114	0	2	336
POA2114	0	3	90
POA2114	0	4	27
POA2114	0	5	10
POA2114	0	6	8
POA2114	1	2	2590
POA2114	1	3	1614
POA2114	1	4	1402
POA2114	1	5	513
POA2114	1	6	282
POA2115	0	1	691
POA2115	0	2	58
POA2115	0	3	17
POA2115	0	4	3
POA2115	0	5	3
POA2115	1	2	871
POA2115	1	3	652
POA2115	1	4	732
POA2115	1	5	314
POA2115	1	6	171
POA2116	0	1	474
POA2116	0	2	51
POA2116	0	3	14
POA2116	0	4	3
POA2116	1	2	545
POA2116	1	3	409
POA2116	1	4	455
