POA_CODE_2016	medianTotalPersonalIncome
POA4742	54704
POA4743	64376
POA4744	62868
POA4745	57876
POA4746	69732
POA4750	39572
POA4751	38896
POA4753	40768
POA4754	32968
POA4756	24648
POA4757	23868
POA4798	27820
POA4799	24648
POA4800	33072
POA4801	45552
POA4802	39468
POA4803	47684
POA4804	28132
POA4805	30628
POA4806	29952
POA4807	32500
POA4808	34528
POA4809	31824
POA4810	41496
POA4811	38896
POA4812	32760
POA4814	35100
POA4815	31824
POA4816	25168
POA4817	37284
POA4818	41028
POA4819	27872
POA4820	27352
POA4821	31772
POA4822	34060
POA4823	47788
POA4824	53560
POA4825	50492
POA4828	33540
POA4829	40820
POA4830	18096
POA4849	25272
POA4850	27924
POA4852	31824
POA4854	31304
POA4855	27820
POA4856	25220
POA4858	31668
POA4859	29276
POA4860	28600
POA4861	27144
POA4865	35412
POA4868	35464
POA4869	35672
POA4870	35880
POA4871	25324
POA4872	26728
POA4873	31304
POA4874	49608
POA4875	24960
POA4876	24440
POA4877	39104
POA4878	36712
POA4879	38740
POA4880	29068
POA4881	27560
POA4882	31616
POA4883	28184
POA4884	31096
POA4885	26832
POA4886	24128
POA4887	24232
POA4888	22620
POA4890	33540
POA4891	33644
POA4892	16952
POA4895	24544
POA5000	24648
POA5005	
POA5006	40508
POA5007	33592
POA5008	25844
POA5009	30264
POA5010	22828
POA5011	34580
POA5012	22516
POA5013	24752
POA5014	30628
POA5015	35412
POA5016	35152
POA5017	25116
POA5018	34632
POA5019	33176
POA5020	36452
POA5021	34528
POA5022	38636
POA5023	27612
POA5024	33748
POA5025	31460
POA5031	30940
POA5032	33228
POA5033	30316
POA5034	42224
POA5035	35724
POA5037	31512
POA5038	33072
POA5039	31616
POA5040	27144
POA5041	38376
POA5042	26884
POA5043	27664
POA5044	38896
POA5045	40820
POA5046	31304
POA5047	30420
POA5048	34840
POA5049	39104
POA5050	34632
POA5051	40456
POA5052	40508
POA5061	46176
POA5062	41756
POA5063	40924
POA5064	39780
POA5065	40508
POA5066	45760
POA5067	42796
POA5068	36660
POA5069	41028
POA5070	31148
POA5072	34216
POA5073	30992
POA5074	28028
POA5075	31304
POA5076	35308
POA5081	41808
POA5082	37856
POA5083	37440
POA5084	23088
POA5085	31876
POA5086	29952
POA5087	30784
POA5088	28652
POA5089	37752
POA5090	27820
POA5091	35672
POA5092	31876
POA5093	28028
POA5094	24492
POA5095	34008
POA5096	29952
POA5097	33228
POA5098	26884
POA5106	6188
POA5107	25428
POA5108	25116
POA5109	28184
POA5110	28080
POA5111	56368
POA5112	23504
POA5113	22412
POA5114	31148
POA5115	32708
POA5116	29640
POA5117	36816
POA5118	31876
POA5120	27924
POA5121	26416
POA5125	37596
POA5126	36868
POA5127	36296
POA5131	36712
POA5132	39260
POA5133	37700
POA5134	34320
POA5136	35412
POA5137	39936
POA5138	39936
POA5139	39728
POA5140	51740
POA5141	37804
POA5142	37388
POA5144	39988
POA5150	35048
POA5151	45812
POA5152	44148
POA5153	37804
POA5154	44252
POA5155	42432
POA5156	41444
POA5157	37544
POA5158	37336
POA5159	35776
POA5160	18824
POA5161	30992
POA5162	29640
POA5163	26312
POA5164	23088
POA5165	27612
POA5166	26260
POA5167	30732
POA5168	28392
POA5169	31668
POA5170	31928
POA5171	32500
POA5172	35048
POA5173	29848
POA5174	29276
POA5201	36192
POA5202	32032
POA5203	25324
POA5204	25064
POA5210	31460
POA5211	25064
POA5212	25740
POA5213	31148
POA5214	24596
POA5220	35204
POA5221	23556
POA5222	25844
POA5223	29432
POA5231	36140
POA5232	39312
POA5233	31980
POA5234	33280
POA5235	30524
POA5236	26728
POA5237	26416
POA5238	24128
POA5240	34424
POA5241	33228
POA5242	36816
POA5243	38948
POA5244	34216
POA5245	33540
POA5250	38948
POA5251	33592
POA5252	36816
POA5253	26884
POA5254	30628
POA5255	30160
POA5256	23972
POA5259	25636
POA5260	24336
POA5261	28028
POA5262	36660
POA5263	47476
POA5264	25896
POA5265	26364
POA5266	34788
POA5267	34372
POA5268	33956
POA5269	26780
POA5270	36816
POA5271	33748
POA5272	36088
POA5273	37232
POA5275	29276
POA5276	32916
POA5277	31304
POA5278	26104
POA5279	27196
POA5280	26780
POA5290	30316
POA5291	35724
POA5301	27040
POA5302	30940
POA5303	34008
POA5304	31460
POA5306	25636
POA5307	22984
POA5308	30888
POA5309	21216
POA5310	30420
POA5311	28912
POA5320	22568
POA5321	26052
POA5322	29380
POA5330	26988
POA5331	26884
POA5332	28704
POA5333	29900
POA5340	34424
POA5341	27300
POA5342	32084
POA5343	27716
POA5344	29536
POA5345	25740
POA5346	28132
POA5350	36816
POA5351	34632
POA5352	35932
POA5353	31824
POA5354	23192
POA5355	33020
POA5356	29900
POA5357	23868
POA5360	37440
POA5371	37908
POA5372	34424
POA5373	29224
POA5374	24440
POA5381	23140
POA5400	30784
POA5401	30004
POA5410	25116
POA5411	26416
POA5412	26416
POA5413	25740
POA5414	27092
POA5415	30784
POA5416	28236
POA5417	26052
POA5418	25532
POA5419	22828
POA5420	39624
POA5421	20072
POA5422	22412
POA5431	26832
POA5432	39780
POA5433	26884
POA5434	33956
POA5440	41964
POA5451	31824
POA5452	33332
POA5453	34112
POA5454	28808
POA5455	34736
POA5460	27976
POA5461	28028
POA5462	29900
POA5464	31096
POA5470	27404
POA5471	24648
POA5472	21788
POA5473	23556
POA5480	26780
POA5481	23036
POA5482	30212
POA5483	31668
POA5485	26416
POA5490	25168
POA5491	32500
POA5493	18980
POA5495	24232
POA5501	31408
POA5502	32812
POA5510	31616
POA5520	25376
POA5521	21684
POA5522	25012
POA5523	29068
POA5540	24804
POA5550	31044
POA5552	28028
POA5554	27092
POA5555	25012
POA5556	24284
POA5558	24076
POA5560	24804
POA5570	22880
POA5571	25012
POA5572	39312
POA5573	26312
POA5575	24908
POA5576	24960
POA5577	24544
POA5580	27872
POA5581	24908
POA5582	24076
POA5583	23296
POA5600	33176
POA5601	23712
POA5602	28132
POA5603	32656
POA5604	25844
POA5605	29380
POA5606	31356
POA5607	33436
POA5608	23660
POA5609	39468
POA5630	33124
POA5631	37180
POA5632	43888
POA5633	30160
POA5640	31252
POA5641	35100
POA5642	38636
POA5650	41860
POA5651	54756
POA5652	33020
POA5653	53456
POA5654	31980
POA5655	32760
POA5660	37700
POA5661	38688
POA5670	26156
POA5671	30888
POA5680	30576
POA5690	35776
POA5700	30212
POA5701	24648
POA5710	38740
POA5713	46748
POA5715	45500
POA5717	43316
POA5719	43316
POA5720	55068
POA5722	24700
POA5723	34008
POA5724	20540
POA5725	80496
POA5730	24336
POA5731	65520
POA5732	29536
POA5733	30732
POA5734	18668
POA5950	
POA5960	
POA6000	49348
POA6003	50440
POA6004	51584
POA6005	54392
POA6006	49036
POA6007	58656
POA6008	56004
POA6009	36036
POA6010	49556
POA6011	62608
POA6012	46488
POA6014	49348
POA6015	53196
POA6016	46280
POA6017	39936
POA6018	45916
POA6019	53300
POA6020	45292
POA6021	37076
POA6022	38948
POA6023	42588
POA6024	38324
POA6025	41236
POA6026	38792
POA6027	38948
POA6028	42120
POA6029	51376
POA6030	35880
POA6031	41912
POA6032	40664
POA6033	35880
POA6034	50596
POA6035	35932
POA6036	39156
POA6037	30264
POA6038	48360
POA6041	25012
POA6042	26988
POA6043	26780
POA6044	28860
POA6050	46800
POA6051	46332
POA6052	43992
POA6053	42900
POA6054	35360
POA6055	44616
POA6056	34632
POA6057	39468
POA6058	36972
POA6059	35412
POA6060	42432
POA6061	29900
POA6062	32812
POA6063	30992
POA6064	27664
POA6065	39936
POA6066	32552
POA6067	21684
POA6068	45032
POA6069	42380
POA6070	39780
POA6071	36504
POA6072	33592
POA6073	33020
POA6074	34684
POA6076	35672
POA6077	33228
POA6078	39936
POA6079	25376
POA6081	37596
POA6082	35880
POA6083	38636
POA6084	38220
POA6090	33748
POA6100	44668
POA6101	40664
POA6102	24596
POA6103	39572
POA6104	39312
POA6105	34684
POA6106	58500
POA6107	32656
POA6108	32552
POA6109	28912
POA6110	33644
POA6111	33540
POA6112	37492
POA6121	38428
POA6122	42328
POA6123	34788
POA6124	37440
POA6125	36348
POA6126	22672
POA6147	30472
POA6148	34320
POA6149	37284
POA6150	31876
POA6151	50596
POA6152	39416
POA6153	45604
POA6154	38636
POA6155	36296
POA6156	41184
POA6157	44252
POA6158	48776
POA6159	58396
POA6160	42484
POA6161	50336
POA6162	38428
POA6163	34632
POA6164	43212
POA6165	32188
POA6166	38064
POA6167	32656
POA6168	29120
POA6169	31928
POA6170	41704
POA6171	43784
POA6172	35360
POA6173	42900
POA6174	38636
POA6175	39364
POA6176	40404
POA6180	36140
POA6181	37856
POA6182	
POA6207	32760
POA6208	27976
POA6209	25272
POA6210	28392
POA6211	29432
POA6213	28704
POA6214	32760
POA6215	29016
POA6218	22880
POA6220	30680
POA6221	21892
POA6223	30108
POA6224	29016
POA6225	26780
POA6226	40768
POA6227	37700
POA6228	32864
POA6229	24856
POA6230	34164
POA6232	34788
POA6233	36140
POA6236	34840
POA6237	36296
POA6239	30108
POA6240	28912
POA6243	26936
POA6244	30628
POA6251	28080
POA6252	20592
POA6253	27664
POA6254	22152
POA6255	27196
POA6256	36868
POA6258	32136
POA6260	31668
POA6262	24752
POA6271	33436
POA6275	26468
POA6280	31980
POA6281	40976
POA6282	40352
POA6284	38896
POA6285	36400
POA6286	35048
POA6288	35880
POA6290	25532
POA6302	28028
POA6304	27768
POA6306	34996
POA6308	27404
POA6309	25740
POA6311	33332
POA6312	32760
POA6313	36764
POA6315	28288
POA6316	37076
POA6317	34736
POA6318	35932
POA6320	30732
POA6321	29068
POA6322	26936
POA6323	24908
POA6324	28756
POA6326	30628
POA6327	29536
POA6328	30472
POA6330	31824
POA6333	28288
POA6335	35256
POA6336	43264
POA6337	43680
POA6338	40924
POA6341	45656
POA6343	42068
POA6346	43784
POA6348	29224
POA6350	29016
POA6351	46800
POA6352	42016
POA6353	42848
POA6355	49192
POA6356	56836
POA6357	38948
POA6358	42224
POA6359	46384
POA6361	35724
POA6363	38220
POA6365	36764
POA6367	32916
POA6368	39624
POA6369	39520
POA6370	31512
POA6372	28600
POA6373	43056
POA6375	38012
POA6383	28028
POA6384	32968
POA6385	29900
POA6386	35048
POA6390	42432
POA6391	42848
POA6392	36400
POA6393	25324
POA6394	36244
POA6395	37856
POA6396	38324
POA6397	25376
POA6398	25116
POA6401	30524
POA6403	28808
POA6405	33540
POA6407	32708
POA6409	34372
POA6410	25636
POA6411	35880
POA6412	56316
POA6413	29848
POA6414	39416
POA6415	34060
POA6418	36660
POA6419	31824
POA6420	38948
POA6421	40924
POA6422	58500
POA6423	57460
POA6424	39104
POA6425	40248
POA6426	36920
POA6427	133900
POA6428	32968
POA6429	28236
POA6430	53040
POA6431	19968
POA6432	43524
POA6434	67444
POA6436	33332
POA6437	87152
POA6438	64064
POA6440	83044
POA6442	45188
POA6443	35672
POA6445	38636
POA6446	48360
POA6447	61724
POA6448	23452
POA6450	35464
POA6452	
POA6460	32032
POA6461	32448
POA6462	35724
POA6463	43316
POA6465	39624
POA6466	30628
POA6467	45500
POA6468	37336
POA6470	35724
POA6472	46072
POA6473	24232
POA6475	33124
POA6476	35360
POA6477	30420
POA6479	34164
POA6480	36400
POA6484	91624
POA6485	25844
POA6487	50648
POA6488	28392
POA6489	24960
POA6490	31980
POA6501	32500
POA6502	26000
POA6503	33436
POA6504	23712
POA6505	35464
POA6506	28600
POA6507	41392
POA6509	43212
POA6510	35568
POA6511	29952
POA6512	43316
POA6513	46020
POA6514	23088
POA6515	44980
POA6516	30992
POA6517	41288
POA6518	23972
POA6519	31720
POA6521	40924
POA6522	38064
POA6525	28444
POA6528	29120
POA6530	33956
POA6532	38116
POA6535	26572
POA6536	27820
POA6537	33696
POA6556	35516
POA6558	35152
POA6560	30784
POA6562	31564
POA6564	24700
POA6566	28496
POA6567	26520
POA6568	31408
POA6569	37700
POA6571	44720
POA6572	28912
POA6574	50232
POA6575	46800
POA6603	38220
POA6605	66612
POA6606	34424
POA6608	34892
POA6609	43732
POA6612	40404
POA6613	44148
POA6614	76336
POA6616	32760
POA6620	66196
POA6623	29796
POA6625	44200
POA6627	25324
POA6628	29900
POA6630	34372
POA6631	67600
POA6632	44200
POA6635	73840
POA6638	27352
POA6639	26468
POA6640	27768
POA6642	51584
POA6646	69940
POA6701	35984
POA6705	21788
POA6707	42588
POA6710	144144
POA6711	
POA6712	156000
POA6713	79300
POA6714	72592
POA6716	93288
POA6718	19968
POA6720	73476
POA6721	83252
POA6722	64064
POA6725	44096
POA6726	50960
POA6728	23660
POA6731	
POA6733	
POA6740	22880
POA6743	46592
POA6751	101452
POA6753	89908
POA6754	85748
POA6758	121628
POA6760	36556
POA6762	98592
POA6765	19968
POA6770	19656
POA6798	60528
POA6799	29276
POA7000	40144
POA7001	
POA7004	38064
POA7005	33540
POA7007	39156
POA7008	36660
POA7009	29276
POA7010	27404
POA7011	30004
POA7012	35204
POA7015	36920
POA7016	25896
POA7017	37024
POA7018	34632
POA7019	28340
POA7020	41652
POA7021	39624
POA7022	32500
POA7023	25688
POA7024	47892
POA7025	34996
POA7026	31824
POA7027	24544
POA7030	28236
POA7050	33176
POA7052	36816
POA7053	39052
POA7054	37648
POA7055	35828
POA7109	27976
POA7112	24804
POA7113	25272
POA7116	24024
POA7117	23920
POA7119	24232
POA7120	23920
POA7139	
POA7140	25636
POA7150	29744
POA7155	33072
POA7162	28860
POA7163	31512
POA7170	42588
POA7171	33436
POA7172	28444
POA7173	30680
POA7174	28704
POA7175	29900
POA7176	24856
POA7177	26624
POA7178	22464
POA7179	28288
POA7180	21320
POA7182	21996
POA7183	22724
POA7184	23972
POA7185	29224
POA7186	23036
POA7187	24076
POA7190	25168
POA7209	23972
POA7210	23296
POA7211	24232
POA7212	29588
POA7213	20124
POA7214	21736
POA7215	24700
POA7216	23036
POA7248	23400
POA7249	31200
POA7250	32188
POA7252	30524
POA7253	23036
POA7254	25532
POA7255	31512
POA7256	36764
POA7257	20540
POA7258	39156
POA7259	27040
POA7260	25168
POA7261	21424
POA7262	27716
POA7263	23556
POA7264	21164
POA7265	26832
POA7267	34164
POA7268	30524
POA7270	23608
POA7275	25896
POA7276	29796
POA7277	30420
POA7290	32916
POA7291	30056
POA7292	30940
POA7300	32812
POA7301	28496
POA7302	28704
POA7303	25792
POA7304	23972
POA7305	24440
POA7306	24596
POA7307	28756
POA7310	26884
POA7315	26884
POA7316	28704
POA7320	26936
POA7321	26884
POA7322	26468
POA7325	25792
POA7330	31148
POA7331	28756
POA7466	19448
POA7467	22776
POA7468	32812
POA7469	23660
POA7470	26104
POA9494	21216
POA9797	62816
