POA_CODE_2016	medianMortgageRepayment
POA3004	24000
POA3005	26208
POA3006	24000
POA3008	26004
POA3010	
POA3011	23688
POA3012	23844
POA3013	26004
POA3015	26004
POA3016	26400
POA3018	24000
POA3019	19200
POA3020	18204
POA3021	16896
POA3022	18204
POA3023	21600
POA3024	19200
POA3025	24000
POA3026	
POA3027	26004
POA3028	18204
POA3029	20796
POA3030	21600
POA3031	24000
POA3032	24000
POA3033	24000
POA3034	23400
POA3036	24000
POA3037	20796
POA3038	19764
POA3039	26004
POA3040	26004
POA3041	24000
POA3042	23400
POA3043	20496
POA3044	24000
POA3045	
POA3046	20796
POA3047	15852
POA3048	15600
POA3049	20748
POA3050	
POA3051	25200
POA3052	24000
POA3053	22728
POA3054	26004
POA3055	24000
POA3056	24696
POA3057	24000
POA3058	24000
POA3059	24000
POA3060	20796
POA3061	18000
POA3062	
POA3063	25200
POA3064	20796
POA3065	27432
POA3066	26160
POA3067	25704
POA3068	26004
POA3070	26004
POA3071	24000
POA3072	23400
POA3073	20796
POA3074	18204
POA3075	20040
POA3076	20400
POA3078	24600
POA3079	26112
POA3081	21000
POA3082	19200
POA3083	20796
POA3084	24696
POA3085	23760
POA3086	
POA3087	21600
POA3088	23292
POA3089	24000
POA3090	26004
POA3091	26400
POA3093	24648
POA3094	22596
POA3095	24000
POA3096	20856
POA3097	26004
POA3099	22800
POA3101	30156
POA3102	30000
POA3103	30000
POA3104	30000
POA3105	24000
POA3106	26004
POA3107	24744
POA3108	23904
POA3109	24000
POA3111	25200
POA3113	26004
POA3114	28800
POA3115	24000
POA3116	21840
POA3121	26400
POA3122	26004
POA3123	28296
POA3124	30000
POA3125	24000
POA3126	32676
POA3127	30000
POA3128	24000
POA3129	24000
POA3130	24000
POA3131	23400
POA3132	24000
POA3133	24000
POA3134	22800
POA3135	22356
POA3136	21240
POA3137	20544
POA3138	21600
POA3139	19800
POA3140	21600
POA3141	24000
POA3142	30000
POA3143	28200
POA3144	36000
POA3145	28800
POA3146	30000
POA3147	26004
POA3148	24000
POA3149	24000
POA3150	24000
POA3151	24000
POA3152	22200
POA3153	20064
POA3154	20796
POA3155	20280
POA3156	20796
POA3158	20280
POA3159	20796
POA3160	20400
POA3161	26004
POA3162	27600
POA3163	24000
POA3165	25404
POA3166	24000
POA3167	24000
POA3168	21600
POA3169	20784
POA3170	23400
POA3171	18000
POA3172	20796
POA3173	24000
POA3174	18000
POA3175	18204
POA3177	16200
POA3178	21600
POA3179	21600
POA3180	20796
POA3181	26004
POA3182	24000
POA3183	24000
POA3184	26004
POA3185	26004
POA3186	34956
POA3187	30000
POA3188	30000
POA3189	24000
POA3190	25200
POA3191	30000
POA3192	24000
POA3193	30000
POA3194	24000
POA3195	24000
POA3196	22140
POA3197	23400
POA3198	19200
POA3199	19200
POA3200	14460
POA3201	18204
POA3202	24000
POA3204	26004
POA3205	26004
POA3206	36000
POA3207	30000
POA3211	23700
POA3212	20280
POA3213	20796
POA3214	13524
POA3215	17052
POA3216	19200
POA3217	21840
POA3218	18660
POA3219	15600
POA3220	21792
POA3221	23700
POA3222	18204
POA3223	18204
POA3224	18984
POA3225	20796
POA3226	20796
POA3227	23448
POA3228	24000
POA3230	19488
POA3231	19356
POA3232	24000
POA3233	16380
POA3234	13800
POA3235	17160
POA3236	18456
POA3237	12000
POA3238	12996
POA3239	12996
POA3240	21264
POA3241	15816
POA3242	17880
POA3243	19620
POA3249	16848
POA3250	15240
POA3251	13956
POA3254	13260
POA3260	12996
POA3264	12540
POA3265	14724
POA3266	14508
POA3267	18612
POA3268	12996
POA3269	18204
POA3270	15000
POA3271	10404
POA3272	10692
POA3273	9600
POA3274	11568
POA3275	22236
POA3276	13200
POA3277	17676
POA3278	18204
POA3279	16992
POA3280	17160
POA3281	19224
POA3282	15996
POA3283	15600
POA3284	18720
POA3285	15600
POA3286	10404
POA3287	11700
POA3289	9096
POA3292	11124
POA3293	7800
POA3294	12000
POA3300	12996
POA3301	15600
POA3302	8112
POA3303	12996
POA3304	11916
POA3305	14556
POA3309	7800
POA3310	6000
POA3311	9600
POA3312	9000
POA3314	13872
POA3315	7800
POA3317	13920
POA3318	8676
POA3319	7800
POA3321	20796
POA3322	7764
POA3323	
POA3324	7992
POA3325	10404
POA3328	20796
POA3329	15600
POA3330	10920
POA3331	20796
POA3332	18204
POA3333	15600
POA3334	18204
POA3335	24000
POA3337	17580
POA3338	18204
POA3340	19200
POA3341	19896
POA3342	18636
POA3345	18204
POA3350	16896
POA3351	16644
POA3352	18000
POA3355	13728
POA3356	15600
POA3357	18204
POA3360	12996
POA3361	9096
POA3363	14400
POA3364	15600
POA3370	12996
POA3371	10800
POA3373	12996
POA3374	12996
POA3375	11856
POA3377	12792
POA3378	18000
POA3379	6084
POA3380	11700
POA3381	15600
POA3384	10368
POA3385	11112
POA3387	11184
POA3388	7800
POA3390	9360
POA3391	5724
POA3392	7116
POA3393	9084
POA3395	3480
POA3396	7800
POA3400	14304
POA3401	16380
POA3407	7500
POA3409	10404
POA3412	5280
POA3413	10320
POA3414	9672
POA3415	9156
POA3418	10200
POA3419	7800
POA3420	2196
POA3423	5196
POA3424	7800
POA3427	17640
POA3428	21528
POA3429	19200
POA3430	24000
POA3431	21600
POA3432	26004
POA3433	20796
POA3434	20520
POA3435	19224
POA3437	24000
POA3438	22104
POA3440	22848
POA3441	26004
POA3442	20796
POA3444	18720
POA3446	15600
POA3447	14400
POA3448	15600
POA3450	14400
POA3451	15600
POA3453	17424
POA3458	16140
POA3460	16524
POA3461	15600
POA3462	13776
POA3463	14556
POA3464	12996
POA3465	12000
POA3467	10728
POA3468	10404
POA3469	9096
POA3472	9732
POA3475	8400
POA3477	10140
POA3478	10404
POA3480	9360
POA3482	3900
POA3483	7800
POA3485	5784
POA3487	6300
POA3488	5196
POA3489	
POA3490	9600
POA3491	
POA3494	12636
POA3496	12996
POA3498	15600
POA3500	14772
POA3501	18336
POA3505	12996
POA3506	
POA3507	6900
POA3509	8112
POA3512	7500
POA3515	19200
POA3516	12996
POA3517	9600
POA3518	7800
POA3520	4032
POA3521	18108
POA3522	14484
POA3523	13536
POA3525	9600
POA3527	7800
POA3529	5196
POA3530	7152
POA3531	5724
POA3533	7560
POA3537	9096
POA3540	7020
POA3542	5724
POA3544	7800
POA3546	7800
POA3549	12996
POA3550	15600
POA3551	19236
POA3555	15600
POA3556	15084
POA3557	15600
POA3558	11436
POA3559	11904
POA3561	14064
POA3562	17448
POA3563	11724
POA3564	16800
POA3565	16464
POA3566	10452
POA3567	10440
POA3568	12000
POA3570	12588
POA3571	10404
POA3572	11052
POA3573	6504
POA3575	8844
POA3576	12480
POA3579	11724
POA3580	11832
POA3581	15348
POA3583	12996
POA3584	12000
POA3585	15600
POA3586	18000
POA3588	10404
POA3589	14124
POA3590	12996
POA3591	11832
POA3594	11568
POA3595	7800
POA3596	11556
POA3597	9072
POA3599	7896
POA3607	16800
POA3608	15600
POA3610	14820
POA3612	12000
POA3614	18252
POA3616	16380
POA3617	15600
POA3618	12504
POA3620	15600
POA3621	13524
POA3622	15600
POA3623	12000
POA3624	11028
POA3629	14400
POA3630	15600
POA3631	19236
POA3633	18204
POA3634	15600
POA3635	12996
POA3636	13200
POA3637	12996
POA3638	11880
POA3639	10404
POA3640	15444
POA3641	14400
POA3644	15600
POA3646	12996
POA3647	
POA3649	10800
POA3658	15624
POA3659	18204
POA3660	15408
POA3662	
POA3663	10404
POA3664	15600
POA3665	10404
POA3666	13104
POA3669	13596
POA3670	12996
POA3672	14040
POA3673	16800
POA3675	15600
POA3677	15600
POA3678	17556
POA3682	15600
POA3683	15600
POA3685	15264
POA3687	16284
POA3688	16644
POA3690	16644
POA3691	19608
POA3694	
POA3695	17160
POA3697	17520
POA3698	14688
POA3699	11436
POA3700	12996
POA3701	11700
POA3704	13140
POA3705	12000
POA3707	10404
POA3708	27300
POA3709	8712
POA3711	18204
POA3712	15600
POA3713	12240
POA3714	15600
POA3715	16800
POA3717	16644
POA3718	25872
POA3719	14532
POA3720	15600
POA3722	16932
POA3723	15024
POA3725	15600
POA3726	10404
POA3727	10404
POA3728	12996
POA3730	16644
POA3732	14352
POA3733	11196
POA3735	18000
POA3737	15600
POA3738	19500
POA3739	16800
POA3740	15600
POA3741	16716
POA3744	15600
POA3746	15600
POA3747	17136
POA3749	18720
POA3750	24000
POA3751	24960
POA3752	22224
POA3753	23964
POA3754	23400
POA3755	23400
POA3756	20796
POA3757	20796
POA3758	20796
POA3759	23400
POA3760	23400
POA3761	23400
POA3762	17100
POA3763	18000
POA3764	19020
POA3765	21132
POA3766	20796
POA3767	23868
POA3770	19788
POA3775	23400
POA3777	18204
POA3778	13056
POA3779	13524
POA3781	19452
POA3782	20796
POA3783	20796
POA3785	21060
POA3786	22548
POA3787	21528
POA3788	21600
POA3789	24540
POA3791	21600
POA3792	20796
POA3793	19296
POA3795	24000
POA3796	20796
POA3797	17820
POA3799	15600
POA3800	
POA3802	19500
POA3803	18720
POA3804	24000
POA3805	20400
POA3806	22104
POA3807	23796
POA3808	25200
POA3809	22800
POA3810	20400
POA3812	23832
POA3813	18600
POA3814	20796
POA3815	20796
POA3816	18600
POA3818	18000
POA3820	17364
POA3821	19344
POA3822	18000
POA3823	15708
POA3824	16644
POA3825	12996
POA3831	18204
POA3832	14112
POA3833	11400
POA3835	12480
POA3840	12792
POA3842	11700
POA3844	16800
POA3847	15600
POA3850	15600
POA3851	15600
POA3852	19500
POA3854	18204
POA3856	17028
POA3857	14244
POA3858	12996
POA3859	14400
POA3860	14556
POA3862	15804
POA3864	15600
POA3865	15552
POA3869	15600
POA3870	13368
POA3871	15468
POA3873	15600
POA3874	12996
POA3875	15600
POA3878	15600
POA3880	13200
POA3882	15600
POA3885	14304
POA3886	15600
POA3887	11748
POA3888	12000
POA3889	11640
POA3890	7800
POA3891	16800
POA3892	12996
POA3893	
POA3895	10404
POA3896	11700
POA3898	13200
POA3900	7800
POA3902	15600
POA3903	15600
POA3904	15600
POA3909	15600
POA3910	20400
POA3911	18336
POA3912	20292
POA3913	18852
POA3915	19200
POA3916	20796
POA3918	20400
POA3919	17388
POA3920	
POA3921	5916
POA3922	16800
POA3923	18108
POA3925	17100
POA3926	20796
POA3927	21024
POA3928	33600
POA3929	30000
POA3930	26400
POA3931	20796
POA3933	26004
POA3934	24000
POA3936	20796
POA3937	23400
POA3938	20796
POA3939	18696
POA3940	16800
POA3941	18720
POA3942	21600
POA3943	20796
POA3944	24000
POA3945	18000
POA3946	18204
POA3950	15600
POA3951	15600
POA3953	17160
POA3954	19236
POA3956	13524
POA3957	14244
POA3958	18108
POA3959	13368
POA3960	14964
POA3962	13056
POA3964	10404
POA3965	10080
POA3966	15600
POA3967	17004
POA3971	12996
POA3975	24000
POA3976	18096
POA3977	21216
POA3978	24000
POA3979	20796
POA3980	20676
POA3981	20796
POA3984	15600
POA3987	18204
POA3988	15600
POA3990	17604
POA3991	16260
POA3992	17028
POA3995	15600
POA3996	20676
POA4000	24000
POA4005	26400
POA4006	24000
POA4007	27600
POA4008	19500
POA4009	
POA4010	24000
POA4011	26004
POA4012	24000
POA4013	24396
POA4014	24000
POA4017	22320
POA4018	20796
POA4019	19812
POA4020	20796
POA4021	19500
POA4022	19764
POA4025	15600
POA4029	
POA4030	26400
POA4031	26004
POA4032	22800
POA4034	23400
POA4035	24000
POA4036	20796
POA4037	25548
POA4051	26004
POA4053	24000
POA4054	23400
POA4055	24000
POA4059	26112
POA4060	29568
POA4061	26004
POA4064	28800
POA4065	31200
POA4066	25200
POA4067	26004
POA4068	24444
POA4069	27600
POA4070	25320
POA4072	
POA4073	24756
POA4074	24000
POA4075	25752
POA4076	18204
POA4077	19500
POA4078	20796
POA4101	26004
POA4102	25200
POA4103	24000
POA4104	25476
POA4105	23952
POA4106	19236
POA4107	24000
POA4108	19920
POA4109	21600
POA4110	20796
POA4111	21972
POA4112	24000
POA4113	20796
POA4114	15600
POA4115	22980
POA4116	23400
POA4117	23136
POA4118	20796
POA4119	22800
POA4120	24000
POA4121	26004
POA4122	24000
POA4123	22356
POA4124	22200
POA4125	22800
POA4127	20328
POA4128	23040
POA4129	20796
POA4130	24096
POA4131	19200
POA4132	18204
POA4133	20796
POA4151	24000
POA4152	26004
POA4153	24696
POA4154	29328
POA4155	33804
POA4156	27300
POA4157	22464
POA4158	21324
POA4159	23532
POA4160	24000
POA4161	21840
POA4163	23400
POA4164	26004
POA4165	25200
POA4169	24000
POA4170	27096
POA4171	31200
POA4172	26004
POA4173	22356
POA4174	22848
POA4178	24000
POA4179	24600
POA4183	20796
POA4184	11700
POA4205	18204
POA4207	20076
POA4208	24516
POA4209	24000
POA4210	24000
POA4211	22356
POA4212	24444
POA4213	24000
POA4214	21840
POA4215	18720
POA4216	22104
POA4217	23400
POA4218	23400
POA4220	22800
POA4221	23184
POA4222	
POA4223	23400
POA4224	20796
POA4225	19500
POA4226	22800
POA4227	23400
POA4228	26004
POA4229	
POA4230	18960
POA4270	24960
POA4271	19800
POA4272	21684
POA4275	22356
POA4280	23400
POA4285	20856
POA4287	16644
POA4300	21600
POA4301	18204
POA4303	14772
POA4304	16644
POA4305	17676
POA4306	21600
POA4307	18720
POA4309	17244
POA4310	17160
POA4311	17676
POA4312	15348
POA4313	15600
POA4340	18204
POA4341	18516
POA4342	15600
POA4343	18204
POA4344	18204
POA4345	
POA4346	16728
POA4347	15600
POA4350	18204
POA4352	20796
POA4353	15864
POA4354	14424
POA4355	15600
POA4356	18204
POA4357	13200
POA4358	18204
POA4359	15600
POA4360	16800
POA4361	15492
POA4362	15600
POA4363	17736
POA4364	11280
POA4365	12000
POA4370	15600
POA4371	15600
POA4372	15600
POA4373	13140
POA4374	12996
POA4375	15600
POA4376	11700
POA4377	13308
POA4378	17628
POA4380	14556
POA4381	13524
POA4382	12996
POA4383	10404
POA4384	6000
POA4385	10404
POA4387	11964
POA4388	9600
POA4390	18204
POA4400	17676
POA4401	15996
POA4402	9060
POA4403	11880
POA4404	20796
POA4405	17424
POA4406	9600
POA4407	8892
POA4408	13128
POA4410	11568
POA4411	10404
POA4412	10404
POA4413	20280
POA4415	14784
POA4416	19032
POA4417	10404
POA4418	
POA4419	8400
POA4420	9720
POA4421	10404
POA4422	18108
POA4423	
POA4424	15876
POA4425	9900
POA4426	9648
POA4427	9132
POA4428	15588
POA4454	11892
POA4455	19080
POA4461	13200
POA4462	
POA4465	12192
POA4467	8676
POA4468	4680
POA4470	12996
POA4472	10356
POA4474	
POA4475	
POA4477	5196
POA4478	8916
POA4479	
POA4480	9156
POA4481	3456
POA4482	
POA4486	8400
POA4487	14796
POA4488	4548
POA4489	
POA4490	6504
POA4491	
POA4492	8580
POA4493	
POA4494	
POA4496	6120
POA4497	16536
POA4498	2160
POA4500	21840
POA4501	19428
POA4502	20796
POA4503	20796
POA4504	23400
POA4505	21600
POA4506	19800
POA4507	19200
POA4508	18456
POA4509	24696
POA4510	18984
POA4511	20472
POA4512	24000
POA4514	20796
POA4515	18000
POA4516	22104
POA4517	22608
POA4518	21324
POA4519	20796
POA4520	28476
POA4521	24696
POA4550	19764
POA4551	22620
POA4552	18720
POA4553	23400
POA4554	20796
POA4555	20796
POA4556	23400
POA4557	23400
POA4558	19764
POA4559	20796
POA4560	19800
POA4561	21324
POA4562	21600
POA4563	19800
POA4564	20796
POA4565	20400
POA4566	21840
POA4567	22800
POA4568	18204
POA4569	16536
POA4570	15600
POA4571	15600
POA4572	21948
POA4573	22800
POA4574	16800
POA4575	24000
POA4580	13524
POA4581	17244
POA4600	12996
POA4601	13104
POA4605	11964
POA4606	13524
POA4608	14352
POA4610	15600
POA4611	10488
POA4612	11052
POA4613	10368
POA4614	11988
POA4615	12996
POA4620	9384
POA4621	11076
POA4625	12996
POA4626	13452
POA4627	12996
POA4630	12996
POA4650	14556
POA4655	18000
POA4659	14928
POA4660	14040
POA4662	14556
POA4670	16644
POA4671	11964
POA4673	14040
POA4674	11520
POA4676	12624
POA4677	19200
POA4678	20796
POA4680	24000
POA4694	18204
POA4695	20796
POA4697	21840
POA4699	20004
POA4700	16968
POA4701	18204
POA4702	20796
POA4703	22752
POA4704	15936
POA4705	26088
POA4706	6732
POA4707	12000
POA4709	
POA4710	21720
POA4711	23580
POA4712	8268
POA4713	
POA4714	10560
POA4715	19200
POA4716	18204
POA4717	18240
POA4718	16800
POA4719	12996
POA4720	24000
POA4721	18600
POA4722	15600
POA4723	20796
POA4724	11400
POA4725	14040
POA4726	4800
POA4727	10740
POA4728	8400
POA4730	15600
POA4731	6276
POA4732	7536
POA4733	
POA4735	12480
POA4736	5100
POA4737	21840
POA4738	20796
POA4739	14400
POA4740	23400
POA4741	22356
POA4742	21504
POA4743	19080
POA4744	20796
POA4745	10008
POA4746	2760
POA4750	24960
POA4751	23520
POA4753	26004
POA4754	22320
POA4756	18108
POA4757	19680
POA4798	19536
POA4799	18000
