POA_CODE_2016	MaxSchoolingCompleted	adults
POA3988	Year 12	279
POA3990	Year 8	4
POA3990	Year 9	5
POA3990	Year 10	21
POA3990	Year 11	18
POA3990	Year 12	33
POA3991	Year 8	32
POA3991	Year 9	43
POA3991	Year 10	75
POA3991	Year 11	62
POA3991	Year 12	85
POA3992	Year 8	43
POA3992	Year 9	76
POA3992	Year 10	166
POA3992	Year 11	128
POA3992	Year 12	298
POA3995	Did not go to school	50
POA3995	Year 8	699
POA3995	Year 9	840
POA3995	Year 10	1750
POA3995	Year 11	1392
POA3995	Year 12	2683
POA3996	Did not go to school	7
POA3996	Year 8	287
POA3996	Year 9	362
POA3996	Year 10	836
POA3996	Year 11	690
POA3996	Year 12	1992
POA4000	Did not go to school	97
POA4000	Year 8	204
POA4000	Year 9	196
POA4000	Year 10	980
POA4000	Year 11	714
POA4000	Year 12	11744
POA4005	Did not go to school	69
POA4005	Year 8	311
POA4005	Year 9	188
POA4005	Year 10	1240
POA4005	Year 11	604
POA4005	Year 12	11558
POA4006	Did not go to school	57
POA4006	Year 8	146
POA4006	Year 9	191
POA4006	Year 10	984
POA4006	Year 11	578
POA4006	Year 12	9752
POA4007	Did not go to school	14
POA4007	Year 8	179
POA4007	Year 9	218
POA4007	Year 10	1291
POA4007	Year 11	573
POA4007	Year 12	7715
POA4008	Year 8	22
POA4008	Year 9	7
POA4008	Year 10	65
POA4008	Year 11	17
POA4008	Year 12	96
POA4010	Did not go to school	6
POA4010	Year 8	45
POA4010	Year 9	37
POA4010	Year 10	210
POA4010	Year 11	86
POA4010	Year 12	1470
POA4011	Did not go to school	43
POA4011	Year 8	267
POA4011	Year 9	305
POA4011	Year 10	1494
POA4011	Year 11	659
POA4011	Year 12	9005
POA4012	Did not go to school	69
POA4012	Year 8	557
POA4012	Year 9	431
POA4012	Year 10	2573
POA4012	Year 11	1007
POA4012	Year 12	12288
POA4013	Did not go to school	21
POA4013	Year 8	142
POA4013	Year 9	108
POA4013	Year 10	601
POA4013	Year 11	251
POA4013	Year 12	2440
POA4014	Did not go to school	54
POA4014	Year 8	446
POA4014	Year 9	292
POA4014	Year 10	1829
POA4014	Year 11	592
POA4014	Year 12	5625
POA4017	Did not go to school	121
POA4017	Year 8	1557
POA4017	Year 9	1319
POA4017	Year 10	6757
POA4017	Year 11	2074
POA4017	Year 12	15878
POA4018	Did not go to school	82
POA4018	Year 8	537
POA4018	Year 9	330
POA4018	Year 10	1714
POA4018	Year 11	657
POA4018	Year 12	6005
POA4019	Did not go to school	61
POA4019	Year 8	1036
POA4019	Year 9	1025
POA4019	Year 10	4607
POA4019	Year 11	1414
POA4019	Year 12	7255
POA4020	Did not go to school	67
POA4020	Year 8	1065
POA4020	Year 9	1090
POA4020	Year 10	4941
POA4020	Year 11	1500
POA4020	Year 12	8360
POA4021	Did not go to school	34
POA4021	Year 8	523
POA4021	Year 9	525
POA4021	Year 10	2224
POA4021	Year 11	692
POA4021	Year 12	3162
POA4022	Did not go to school	36
POA4022	Year 8	357
POA4022	Year 9	388
POA4022	Year 10	1596
POA4022	Year 11	473
POA4022	Year 12	2311
POA4025	Year 8	6
POA4025	Year 9	14
POA4025	Year 10	54
POA4025	Year 11	20
POA4025	Year 12	164
POA4029	Year 10	7
POA4029	Year 12	8
POA4030	Did not go to school	37
POA4030	Year 8	373
POA4030	Year 9	271
POA4030	Year 10	1435
POA4030	Year 11	632
POA4030	Year 12	10210
POA4031	Did not go to school	46
POA4031	Year 8	355
POA4031	Year 9	263
POA4031	Year 10	1484
POA4031	Year 11	570
POA4031	Year 12	7573
POA4032	Did not go to school	95
POA4032	Year 8	661
POA4032	Year 9	415
POA4032	Year 10	2401
POA4032	Year 11	774
POA4032	Year 12	7803
POA4034	Did not go to school	241
POA4034	Year 8	1920
POA4034	Year 9	1293
POA4034	Year 10	7122
POA4034	Year 11	2375
POA4034	Year 12	21259
POA4035	Did not go to school	35
POA4035	Year 8	587
POA4035	Year 9	663
POA4035	Year 10	3855
POA4035	Year 11	1367
POA4035	Year 12	12040
POA4036	Did not go to school	20
POA4036	Year 8	238
POA4036	Year 9	230
POA4036	Year 10	1242
POA4036	Year 11	394
POA4036	Year 12	2782
POA4037	Did not go to school	10
POA4037	Year 8	76
POA4037	Year 9	179
POA4037	Year 10	1170
POA4037	Year 11	485
POA4037	Year 12	3872
POA4051	Did not go to school	59
POA4051	Year 8	540
POA4051	Year 9	435
POA4051	Year 10	2548
POA4051	Year 11	1104
POA4051	Year 12	16316
POA4053	Did not go to school	143
POA4053	Year 8	1424
POA4053	Year 9	1105
POA4053	Year 10	6342
POA4053	Year 11	2139
POA4053	Year 12	22546
POA4054	Did not go to school	53
POA4054	Year 8	465
POA4054	Year 9	392
POA4054	Year 10	2278
POA4054	Year 11	762
POA4054	Year 12	6306
POA4055	Did not go to school	18
POA4055	Year 8	444
POA4055	Year 9	478
POA4055	Year 10	3099
POA4055	Year 11	1064
POA4055	Year 12	10153
POA4059	Did not go to school	29
POA4059	Year 8	196
POA4059	Year 9	186
POA4059	Year 10	718
POA4059	Year 11	416
POA4059	Year 12	9078
POA4060	Did not go to school	14
POA4060	Year 8	188
POA4060	Year 9	232
POA4060	Year 10	1044
POA4060	Year 11	478
POA4060	Year 12	7674
POA4061	Did not go to school	25
POA4061	Year 8	235
POA4061	Year 9	317
POA4061	Year 10	1901
POA4061	Year 11	808
POA4061	Year 12	9224
POA4064	Did not go to school	25
POA4064	Year 8	153
POA4064	Year 9	121
POA4064	Year 10	666
POA4064	Year 11	328
POA4064	Year 12	7316
POA4065	Did not go to school	18
POA4065	Year 8	139
POA4065	Year 9	142
POA4065	Year 10	707
POA4065	Year 11	351
POA4065	Year 12	5638
POA4066	Did not go to school	30
POA4066	Year 8	117
POA4066	Year 9	182
POA4066	Year 10	916
POA4066	Year 11	545
POA4066	Year 12	11736
POA4067	Did not go to school	18
POA4067	Year 8	58
POA4067	Year 9	82
POA4067	Year 10	313
POA4067	Year 11	214
POA4067	Year 12	7948
POA4068	Did not go to school	44
POA4068	Year 8	218
POA4068	Year 9	330
POA4068	Year 10	1428
POA4068	Year 11	720
POA4068	Year 12	16288
POA4069	Did not go to school	47
POA4069	Year 8	344
POA4069	Year 9	595
POA4069	Year 10	2797
POA4069	Year 11	1374
POA4069	Year 12	20203
POA4070	Did not go to school	7
POA4070	Year 8	124
POA4070	Year 9	267
POA4070	Year 10	1314
POA4070	Year 11	584
POA4070	Year 12	6323
POA4072	Year 10	8
POA4072	Year 12	2085
POA4073	Did not go to school	25
POA4073	Year 8	137
POA4073	Year 9	155
POA4073	Year 10	960
POA4073	Year 11	416
POA4073	Year 12	4945
POA4074	Did not go to school	93
POA4074	Year 8	417
POA4074	Year 9	513
POA4074	Year 10	3038
POA4074	Year 11	1204
POA4074	Year 12	13117
POA4075	Did not go to school	106
POA4075	Year 8	507
POA4075	Year 9	477
POA4075	Year 10	2368
POA4075	Year 11	990
POA4075	Year 12	12765
POA4076	Did not go to school	111
POA4076	Year 8	265
POA4076	Year 9	160
POA4076	Year 10	689
POA4076	Year 11	258
POA4076	Year 12	2197
POA4077	Did not go to school	910
POA4077	Year 8	2028
POA4077	Year 9	1237
POA4077	Year 10	3918
POA4077	Year 11	1575
POA4077	Year 12	11337
POA4078	Did not go to school	213
POA4078	Year 8	617
POA4078	Year 9	755
POA4078	Year 10	3722
POA4078	Year 11	1637
POA4078	Year 12	11796
POA4101	Did not go to school	148
POA4101	Year 8	497
POA4101	Year 9	359
POA4101	Year 10	1582
POA4101	Year 11	866
POA4101	Year 12	14682
POA4102	Did not go to school	43
POA4102	Year 8	203
POA4102	Year 9	119
POA4102	Year 10	518
POA4102	Year 11	273
POA4102	Year 12	4917
POA4103	Did not go to school	79
POA4103	Year 8	323
POA4103	Year 9	226
POA4103	Year 10	1151
POA4103	Year 11	517
POA4103	Year 12	9274
POA4104	Did not go to school	26
POA4104	Year 8	156
POA4104	Year 9	109
POA4104	Year 10	629
POA4104	Year 11	292
POA4104	Year 12	3841
POA4105	Did not go to school	100
POA4105	Year 8	393
POA4105	Year 9	278
POA4105	Year 10	1460
POA4105	Year 11	522
POA4105	Year 12	7559
POA4106	Did not go to school	26
POA4106	Year 8	104
POA4106	Year 9	59
POA4106	Year 10	228
POA4106	Year 11	95
POA4106	Year 12	707
POA4107	Did not go to school	37
POA4107	Year 8	277
POA4107	Year 9	200
POA4107	Year 10	778
POA4107	Year 11	268
POA4107	Year 12	3176
POA4108	Did not go to school	59
POA4108	Year 8	273
POA4108	Year 9	177
POA4108	Year 10	779
POA4108	Year 11	242
POA4108	Year 12	3160
POA4109	Did not go to school	522
POA4109	Year 8	1553
POA4109	Year 9	916
POA4109	Year 10	3796
POA4109	Year 11	1393
POA4109	Year 12	22000
POA4110	Did not go to school	220
POA4110	Year 8	577
POA4110	Year 9	411
POA4110	Year 10	1570
POA4110	Year 11	584
POA4110	Year 12	4503
POA4111	Did not go to school	7
POA4111	Year 8	16
POA4111	Year 9	19
POA4111	Year 10	136
POA4111	Year 11	43
POA4111	Year 12	756
POA4112	Did not go to school	107
POA4112	Year 8	251
POA4112	Year 9	182
POA4112	Year 10	778
POA4112	Year 11	314
POA4112	Year 12	4290
POA4113	Did not go to school	308
POA4113	Year 8	890
POA4113	Year 9	658
POA4113	Year 10	3003
POA4113	Year 11	1086
POA4113	Year 12	17386
POA4114	Did not go to school	851
POA4114	Year 8	2007
POA4114	Year 9	1490
POA4114	Year 10	4804
POA4114	Year 11	1808
POA4114	Year 12	8635
POA4115	Did not go to school	119
POA4115	Year 8	452
POA4115	Year 9	469
POA4115	Year 10	2714
POA4115	Year 11	1051
POA4115	Year 12	9537
POA4116	Did not go to school	253
POA4116	Year 8	610
POA4116	Year 9	533
POA4116	Year 10	2267
POA4116	Year 11	1084
POA4116	Year 12	14638
POA4117	Did not go to school	7
POA4117	Year 8	40
POA4117	Year 9	40
POA4117	Year 10	187
POA4117	Year 11	81
POA4117	Year 12	571
POA4118	Did not go to school	208
POA4118	Year 8	922
POA4118	Year 9	1249
POA4118	Year 10	5873
POA4118	Year 11	2094
POA4118	Year 12	11609
POA4119	Did not go to school	58
POA4119	Year 8	138
POA4119	Year 9	167
POA4119	Year 10	727
POA4119	Year 11	301
POA4119	Year 12	3212
POA4120	Did not go to school	42
POA4120	Year 8	217
POA4120	Year 9	156
POA4120	Year 10	753
POA4120	Year 11	336
POA4120	Year 12	5688
POA4121	Did not go to school	74
POA4121	Year 8	664
POA4121	Year 9	511
POA4121	Year 10	2786
POA4121	Year 11	1025
POA4121	Year 12	13709
POA4122	Did not go to school	213
POA4122	Year 8	1534
POA4122	Year 9	1110
POA4122	Year 10	5652
POA4122	Year 11	1936
POA4122	Year 12	22994
POA4123	Did not go to school	47
POA4123	Year 8	514
POA4123	Year 9	496
POA4123	Year 10	2937
POA4123	Year 11	1030
POA4123	Year 12	8819
POA4124	Did not go to school	102
POA4124	Year 8	646
POA4124	Year 9	898
POA4124	Year 10	4114
POA4124	Year 11	1409
POA4124	Year 12	6963
POA4125	Did not go to school	45
POA4125	Year 8	380
POA4125	Year 9	425
POA4125	Year 10	1757
POA4125	Year 11	525
POA4125	Year 12	2370
POA4127	Did not go to school	181
POA4127	Year 8	1008
POA4127	Year 9	1009
POA4127	Year 10	4620
POA4127	Year 11	1637
POA4127	Year 12	10908
POA4128	Did not go to school	39
POA4128	Year 8	319
POA4128	Year 9	514
POA4128	Year 10	2923
POA4128	Year 11	1087
POA4128	Year 12	7575
POA4129	Did not go to school	22
POA4129	Year 8	171
POA4129	Year 9	272
POA4129	Year 10	1256
POA4129	Year 11	428
POA4129	Year 12	2441
POA4130	Did not go to school	24
POA4130	Year 8	216
POA4130	Year 9	316
POA4130	Year 10	1606
POA4130	Year 11	567
POA4130	Year 12	3776
POA4131	Did not go to school	138
POA4131	Year 8	426
POA4131	Year 9	458
POA4131	Year 10	1790
POA4131	Year 11	729
POA4131	Year 12	3634
POA4132	Did not go to school	308
POA4132	Year 8	965
POA4132	Year 9	1176
POA4132	Year 10	4343
POA4132	Year 11	1897
POA4132	Year 12	7908
POA4133	Did not go to school	157
POA4133	Year 8	733
POA4133	Year 9	868
POA4133	Year 10	3425
POA4133	Year 11	1237
POA4133	Year 12	6194
POA4151	Did not go to school	46
POA4151	Year 8	294
POA4151	Year 9	264
POA4151	Year 10	1528
POA4151	Year 11	608
POA4151	Year 12	10042
POA4152	Did not go to school	139
POA4152	Year 8	1390
POA4152	Year 9	982
POA4152	Year 10	5430
POA4152	Year 11	2047
POA4152	Year 12	24335
POA4153	Did not go to school	12
POA4153	Year 8	105
POA4153	Year 9	116
POA4153	Year 10	636
POA4153	Year 11	239
POA4153	Year 12	2236
POA4154	Did not go to school	11
POA4154	Year 8	139
POA4154	Year 9	217
POA4154	Year 10	1354
POA4154	Year 11	547
POA4154	Year 12	5266
POA4155	Did not go to school	6
POA4155	Year 8	71
POA4155	Year 9	48
POA4155	Year 10	239
POA4155	Year 11	61
POA4155	Year 12	670
POA4156	Did not go to school	5
POA4156	Year 8	71
POA4156	Year 9	66
POA4156	Year 10	397
POA4156	Year 11	161
POA4156	Year 12	1672
POA4157	Did not go to school	56
POA4157	Year 8	726
POA4157	Year 9	807
POA4157	Year 10	4104
POA4157	Year 11	1284
POA4157	Year 12	7840
POA4158	Did not go to school	3
POA4158	Year 8	151
POA4158	Year 9	158
POA4158	Year 10	790
POA4158	Year 11	256
POA4158	Year 12	1506
POA4159	Did not go to school	25
POA4159	Year 8	466
POA4159	Year 9	548
POA4159	Year 10	3049
POA4159	Year 11	916
POA4159	Year 12	5941
POA4160	Did not go to school	32
POA4160	Year 8	495
POA4160	Year 9	549
POA4160	Year 10	3529
POA4160	Year 11	1233
POA4160	Year 12	8269
POA4161	Did not go to school	41
POA4161	Year 8	561
POA4161	Year 9	647
POA4161	Year 10	3608
POA4161	Year 11	1112
POA4161	Year 12	6338
POA4163	Did not go to school	23
POA4163	Year 8	576
POA4163	Year 9	584
POA4163	Year 10	3239
POA4163	Year 11	922
POA4163	Year 12	6355
POA4164	Did not go to school	15
POA4164	Year 8	413
POA4164	Year 9	546
POA4164	Year 10	2840
POA4164	Year 11	983
POA4164	Year 12	6244
POA4165	Did not go to school	50
POA4165	Year 8	1230
POA4165	Year 9	1374
POA4165	Year 10	8053
POA4165	Year 11	2562
POA4165	Year 12	14060
POA4169	Did not go to school	47
POA4169	Year 8	253
POA4169	Year 9	200
POA4169	Year 10	1235
POA4169	Year 11	617
POA4169	Year 12	9312
POA4170	Did not go to school	53
POA4170	Year 8	539
POA4170	Year 9	441
POA4170	Year 10	2420
POA4170	Year 11	1078
POA4170	Year 12	13924
POA4171	Did not go to school	17
POA4171	Year 8	231
POA4171	Year 9	254
POA4171	Year 10	1481
POA4171	Year 11	704
POA4171	Year 12	9014
POA4172	Did not go to school	14
POA4172	Year 8	108
POA4172	Year 9	118
POA4172	Year 10	590
POA4172	Year 11	225
POA4172	Year 12	2134
POA4173	Did not go to school	21
POA4173	Year 8	320
POA4173	Year 9	260
POA4173	Year 10	1495
POA4173	Year 11	477
POA4173	Year 12	3748
POA4174	Did not go to school	11
POA4174	Year 8	80
POA4174	Year 9	87
POA4174	Year 10	445
POA4174	Year 11	176
POA4174	Year 12	945
POA4178	Did not go to school	68
POA4178	Year 8	1112
POA4178	Year 9	969
POA4178	Year 10	4633
POA4178	Year 11	1593
POA4178	Year 12	10665
POA4179	Did not go to school	36
POA4179	Year 8	749
POA4179	Year 9	624
POA4179	Year 10	3426
POA4179	Year 11	1157
POA4179	Year 12	8485
POA4183	Did not go to school	7
POA4183	Year 8	107
POA4183	Year 9	94
POA4183	Year 10	493
POA4183	Year 11	136
POA4183	Year 12	693
POA4184	Did not go to school	21
POA4184	Year 8	448
POA4184	Year 9	508
POA4184	Year 10	1950
POA4184	Year 11	545
POA4184	Year 12	2083
POA4205	Did not go to school	33
POA4205	Year 8	462
POA4205	Year 9	322
POA4205	Year 10	1232
POA4205	Year 11	365
POA4205	Year 12	1653
POA4207	Did not go to school	227
POA4207	Year 8	2242
POA4207	Year 9	2818
POA4207	Year 10	11910
POA4207	Year 11	3995
POA4207	Year 12	18342
POA4208	Did not go to school	37
POA4208	Year 8	450
POA4208	Year 9	846
POA4208	Year 10	3618
POA4208	Year 11	1505
POA4208	Year 12	7200
POA4209	Did not go to school	88
POA4209	Year 8	750
POA4209	Year 9	1750
POA4209	Year 10	8162
POA4209	Year 11	3878
POA4209	Year 12	18411
POA4210	Did not go to school	37
POA4210	Year 8	347
POA4210	Year 9	772
POA4210	Year 10	3602
POA4210	Year 11	1469
POA4210	Year 12	7629
POA4211	Did not go to school	138
POA4211	Year 8	1507
POA4211	Year 9	2657
POA4211	Year 10	11809
POA4211	Year 11	4711
POA4211	Year 12	23733
POA4212	Did not go to school	52
POA4212	Year 8	644
POA4212	Year 9	1174
POA4212	Year 10	5298
POA4212	Year 11	2126
POA4212	Year 12	11940
POA4213	Did not go to school	50
POA4213	Year 8	586
POA4213	Year 9	1107
POA4213	Year 10	5359
POA4213	Year 11	2122
POA4213	Year 12	11826
POA4214	Did not go to school	123
POA4214	Year 8	900
POA4214	Year 9	1418
POA4214	Year 10	6786
POA4214	Year 11	2570
POA4214	Year 12	16517
POA4215	Did not go to school	262
POA4215	Year 8	1803
POA4215	Year 9	2002
POA4215	Year 10	8189
POA4215	Year 11	3197
POA4215	Year 12	23017
POA4216	Did not go to school	109
POA4216	Year 8	1329
POA4216	Year 9	1764
POA4216	Year 10	7921
POA4216	Year 11	2729
POA4216	Year 12	15256
POA4217	Did not go to school	148
POA4217	Year 8	794
POA4217	Year 9	1254
POA4217	Year 10	5803
POA4217	Year 11	2562
POA4217	Year 12	20350
POA4218	Did not go to school	113
POA4218	Year 8	800
POA4218	Year 9	1031
POA4218	Year 10	5195
POA4218	Year 11	2163
POA4218	Year 12	15384
POA4220	Did not go to school	69
POA4220	Year 8	861
POA4220	Year 9	1172
POA4220	Year 10	5765
POA4220	Year 11	2138
POA4220	Year 12	13815
POA4221	Did not go to school	49
POA4221	Year 8	763
POA4221	Year 9	1208
POA4221	Year 10	5640
POA4221	Year 11	1922
POA4221	Year 12	10735
POA4223	Did not go to school	17
POA4223	Year 8	400
POA4223	Year 9	623
POA4223	Year 10	2982
POA4223	Year 11	952
POA4223	Year 12	5570
POA4224	Did not go to school	18
POA4224	Year 8	157
POA4224	Year 9	232
POA4224	Year 10	1387
POA4224	Year 11	454
POA4224	Year 12	2640
POA4225	Did not go to school	26
POA4225	Year 8	287
POA4225	Year 9	377
POA4225	Year 10	1738
POA4225	Year 11	445
POA4225	Year 12	3140
POA4226	Did not go to school	86
POA4226	Year 8	686
POA4226	Year 9	1120
POA4226	Year 10	5272
POA4226	Year 11	2328
POA4226	Year 12	14908
POA4227	Did not go to school	46
POA4227	Year 8	421
POA4227	Year 9	729
POA4227	Year 10	3324
POA4227	Year 11	1452
POA4227	Year 12	9855
POA4228	Did not go to school	6
POA4228	Year 8	112
POA4228	Year 9	221
POA4228	Year 10	1168
POA4228	Year 11	373
POA4228	Year 12	2067
POA4229	Year 11	7
POA4229	Year 12	315
POA4230	Did not go to school	6
POA4230	Year 8	41
POA4230	Year 9	44
POA4230	Year 10	301
POA4230	Year 11	132
POA4230	Year 12	853
POA4270	Did not go to school	6
POA4270	Year 8	98
POA4270	Year 9	161
POA4270	Year 10	888
POA4270	Year 11	296
POA4270	Year 12	1377
POA4271	Did not go to school	5
POA4271	Year 8	39
POA4271	Year 9	95
POA4271	Year 10	532
POA4271	Year 11	190
POA4271	Year 12	1242
POA4272	Did not go to school	8
POA4272	Year 8	128
POA4272	Year 9	150
POA4272	Year 10	824
POA4272	Year 11	320
POA4272	Year 12	2008
POA4275	Year 8	86
POA4275	Year 9	148
POA4275	Year 10	731
POA4275	Year 11	233
POA4275	Year 12	1296
POA4280	Did not go to school	74
POA4280	Year 8	494
POA4280	Year 9	844
POA4280	Year 10	3767
POA4280	Year 11	1255
POA4280	Year 12	5605
POA4285	Did not go to school	53
POA4285	Year 8	1035
POA4285	Year 9	1127
POA4285	Year 10	4570
POA4285	Year 11	1373
POA4285	Year 12	6113
POA4287	Year 8	54
POA4287	Year 9	36
POA4287	Year 10	210
POA4287	Year 11	44
POA4287	Year 12	166
POA4300	Did not go to school	309
POA4300	Year 8	1337
POA4300	Year 9	1690
POA4300	Year 10	8250
POA4300	Year 11	3681
POA4300	Year 12	22914
POA4301	Did not go to school	180
POA4301	Year 8	826
POA4301	Year 9	1071
POA4301	Year 10	4761
POA4301	Year 11	2069
POA4301	Year 12	9703
POA4303	Did not go to school	43
POA4303	Year 8	317
POA4303	Year 9	250
POA4303	Year 10	808
POA4303	Year 11	235
POA4303	Year 12	989
POA4304	Did not go to school	93
POA4304	Year 8	1046
POA4304	Year 9	904
POA4304	Year 10	3677
POA4304	Year 11	1081
POA4304	Year 12	5712
POA4305	Did not go to school	248
POA4305	Year 8	3554
POA4305	Year 9	3009
POA4305	Year 10	13191
POA4305	Year 11	3920
POA4305	Year 12	20724
POA4306	Did not go to school	48
POA4306	Year 8	1353
POA4306	Year 9	1433
POA4306	Year 10	7388
POA4306	Year 11	2349
POA4306	Year 12	13285
POA4307	Did not go to school	3
POA4307	Year 8	112
POA4307	Year 9	87
POA4307	Year 10	387
POA4307	Year 11	89
POA4307	Year 12	489
POA4309	Did not go to school	3
POA4309	Year 8	254
POA4309	Year 9	152
POA4309	Year 10	692
POA4309	Year 11	189
POA4309	Year 12	825
POA4310	Did not go to school	11
POA4310	Year 8	545
POA4310	Year 9	336
POA4310	Year 10	1278
POA4310	Year 11	352
POA4310	Year 12	1866
POA4311	Did not go to school	42
POA4311	Year 8	726
POA4311	Year 9	673
POA4311	Year 10	2572
POA4311	Year 11	663
POA4311	Year 12	2629
POA4312	Did not go to school	4
POA4312	Year 8	170
POA4312	Year 9	198
POA4312	Year 10	713
POA4312	Year 11	173
POA4312	Year 12	738
POA4313	Did not go to school	15
POA4313	Year 8	230
POA4313	Year 9	178
POA4313	Year 10	584
POA4313	Year 11	146
POA4313	Year 12	590
POA4340	Did not go to school	12
POA4340	Year 8	356
POA4340	Year 9	284
POA4340	Year 10	1356
POA4340	Year 11	317
POA4340	Year 12	1525
POA4341	Did not go to school	30
POA4341	Year 8	1015
POA4341	Year 9	869
POA4341	Year 10	3486
POA4341	Year 11	916
POA4341	Year 12	4005
POA4342	Year 8	162
POA4342	Year 9	162
POA4342	Year 10	641
POA4342	Year 11	153
POA4342	Year 12	723
POA4343	Did not go to school	94
POA4343	Year 8	928
POA4343	Year 9	547
POA4343	Year 10	2308
POA4343	Year 11	605
POA4343	Year 12	3525
POA4344	Did not go to school	4
POA4344	Year 8	138
POA4344	Year 9	132
POA4344	Year 10	646
POA4344	Year 11	141
POA4344	Year 12	766
POA4345	Year 11	3
POA4345	Year 12	307
POA4346	Year 8	45
POA4346	Year 9	41
POA4346	Year 10	214
POA4346	Year 11	54
POA4346	Year 12	278
POA4347	Did not go to school	3
POA4347	Year 8	107
POA4347	Year 9	76
POA4347	Year 10	309
POA4347	Year 11	64
POA4347	Year 12	316
POA4350	Did not go to school	486
POA4350	Year 8	5575
POA4350	Year 9	4314
POA4350	Year 10	21381
POA4350	Year 11	6021
POA4350	Year 12	40389
POA4352	Did not go to school	33
POA4352	Year 8	968
POA4352	Year 9	1081
POA4352	Year 10	6071
POA4352	Year 11	1736
POA4352	Year 12	10316
POA4353	Year 8	23
POA4353	Year 9	18
POA4353	Year 10	90
POA4353	Year 11	16
POA4353	Year 12	77
POA4354	Did not go to school	4
POA4354	Year 8	86
POA4354	Year 9	66
POA4354	Year 10	282
POA4354	Year 11	79
POA4354	Year 12	334
POA4355	Did not go to school	4
POA4355	Year 8	259
POA4355	Year 9	158
POA4355	Year 10	679
POA4355	Year 11	142
POA4355	Year 12	709
POA4356	Did not go to school	10
POA4356	Year 8	410
POA4356	Year 9	238
POA4356	Year 10	1238
POA4356	Year 11	265
POA4356	Year 12	1403
POA4357	Did not go to school	9
POA4357	Year 8	194
POA4357	Year 9	132
POA4357	Year 10	677
POA4357	Year 11	125
POA4357	Year 12	598
POA4358	Year 8	114
POA4358	Year 9	84
POA4358	Year 10	473
POA4358	Year 11	119
POA4358	Year 12	755
POA4359	Did not go to school	3
POA4359	Year 8	52
POA4359	Year 9	64
POA4359	Year 10	297
POA4359	Year 11	86
POA4359	Year 12	419
POA4360	Year 8	23
POA4360	Year 9	38
POA4360	Year 10	154
POA4360	Year 11	25
POA4360	Year 12	185
POA4361	Did not go to school	9
POA4361	Year 8	219
POA4361	Year 9	144
POA4361	Year 10	686
POA4361	Year 11	158
POA4361	Year 12	759
POA4362	Did not go to school	6
POA4362	Year 8	211
POA4362	Year 9	140
POA4362	Year 10	653
POA4362	Year 11	165
POA4362	Year 12	652
POA4363	Did not go to school	3
POA4363	Year 8	28
POA4363	Year 9	40
POA4363	Year 10	135
POA4363	Year 11	50
POA4363	Year 12	175
POA4364	Year 8	12
POA4364	Year 9	14
POA4364	Year 10	49
POA4364	Year 11	15
POA4364	Year 12	65
POA4365	Year 8	51
POA4365	Year 9	40
POA4365	Year 10	142
POA4365	Year 11	37
POA4365	Year 12	115
POA4370	Did not go to school	47
POA4370	Year 8	1130
POA4370	Year 9	1052
POA4370	Year 10	4678
POA4370	Year 11	1172
POA4370	Year 12	5312
POA4371	Year 8	38
POA4371	Year 9	36
POA4371	Year 10	229
POA4371	Year 11	36
POA4371	Year 12	189
POA4372	Year 8	11
POA4372	Year 9	4
POA4372	Year 10	52
POA4372	Year 11	4
POA4372	Year 12	36
POA4373	Did not go to school	8
POA4373	Year 8	110
POA4373	Year 9	83
POA4373	Year 10	291
POA4373	Year 11	59
POA4373	Year 12	237
POA4374	Year 8	19
POA4374	Year 9	19
POA4374	Year 10	95
POA4374	Year 11	21
POA4374	Year 12	126
POA4375	Year 8	27
POA4375	Year 9	16
POA4375	Year 10	56
POA4375	Year 11	18
POA4375	Year 12	48
POA4376	Year 8	24
POA4376	Year 9	21
POA4376	Year 10	80
POA4376	Year 11	21
POA4376	Year 12	100
POA4377	Year 8	30
POA4377	Year 9	36
POA4377	Year 10	150
POA4377	Year 11	29
POA4377	Year 12	175
POA4378	Year 8	39
POA4378	Year 9	28
POA4378	Year 10	129
POA4378	Year 11	25
POA4378	Year 12	163
POA4380	Did not go to school	48
POA4380	Year 8	594
POA4380	Year 9	396
POA4380	Year 10	1825
POA4380	Year 11	467
POA4380	Year 12	2536
POA4381	Year 8	43
POA4381	Year 9	35
POA4381	Year 10	141
POA4381	Year 11	39
POA4381	Year 12	194
POA4382	Year 8	23
POA4382	Year 9	24
POA4382	Year 10	127
POA4382	Year 11	30
POA4382	Year 12	185
POA4383	Year 8	63
POA4383	Year 9	66
POA4383	Year 10	156
POA4383	Year 11	48
POA4383	Year 12	118
POA4384	Year 8	9
POA4384	Year 10	11
POA4384	Year 11	4
POA4384	Year 12	13
POA4385	Did not go to school	4
POA4385	Year 8	131
POA4385	Year 9	81
POA4385	Year 10	343
POA4385	Year 11	58
POA4385	Year 12	294
POA4387	Did not go to school	4
POA4387	Year 8	112
POA4387	Year 9	90
POA4387	Year 10	355
POA4387	Year 11	69
POA4387	Year 12	290
POA4388	Did not go to school	3
POA4388	Year 8	44
POA4388	Year 9	23
POA4388	Year 10	101
POA4388	Year 11	20
POA4388	Year 12	86
POA4390	Did not go to school	15
POA4390	Year 8	336
POA4390	Year 9	284
POA4390	Year 10	1317
POA4390	Year 11	381
POA4390	Year 12	2297
POA4400	Did not go to school	7
POA4400	Year 8	114
POA4400	Year 9	87
POA4400	Year 10	490
POA4400	Year 11	114
POA4400	Year 12	530
POA4401	Did not go to school	21
