POA_CODE_2016	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
POA4407	15-19				M	3
POA4407	15-19	0			F	13
POA4407	15-19	0			M	10
POA4407	15-19	1	0	1	F	4
POA4407	20-24				F	3
POA4407	20-24	0			F	4
POA4407	20-24	0			M	19
POA4407	20-24	1	0	1	F	6
POA4407	25-34	0			F	10
POA4407	25-34	0			M	15
POA4407	25-34	1	1	0	F	4
POA4407	25-34	1	1	0	M	8
POA4407	35-44				F	3
POA4407	35-44				M	7
POA4407	35-44	0			F	9
POA4407	35-44	0			M	7
POA4407	35-44	1	1	0	F	13
POA4407	35-44	1	1	0	M	16
POA4407	45-54				F	7
POA4407	45-54				M	4
POA4407	45-54	0			F	25
POA4407	45-54	0			M	25
POA4407	45-54	1	0	1	F	6
POA4407	45-54	1	1	0	F	11
POA4407	45-54	1	1	0	M	6
POA4407	55-64				M	4
POA4407	55-64	0			F	28
POA4407	55-64	0			M	37
POA4407	55-64	1	0	1	F	8
POA4407	55-64	1	0	1	M	4
POA4407	55-64	1	1	0	F	3
POA4407	65-74				F	3
POA4407	65-74	0			F	18
POA4407	65-74	0			M	33
POA4407	65-74	1	0	1	F	4
POA4407	65-74	1	0	1	M	3
POA4407	75-84				F	4
POA4407	75-84				M	4
POA4407	75-84	0			F	12
POA4407	75-84	0			M	17
POA4408	15-19				F	5
POA4408	15-19				M	7
POA4408	15-19	0			F	15
POA4408	15-19	0			M	15
POA4408	20-24	0			M	10
POA4408	20-24	1	1	0	M	3
POA4408	25-34				M	3
POA4408	25-34	0			F	13
POA4408	25-34	0			M	16
POA4408	25-34	1	0	1	F	3
POA4408	25-34	1	1	0	F	19
POA4408	25-34	1	1	0	M	13
POA4408	35-44				F	3
POA4408	35-44	0			F	8
POA4408	35-44	0			M	12
POA4408	35-44	1	1	0	F	19
POA4408	35-44	1	1	0	M	22
POA4408	45-54				F	3
POA4408	45-54				M	7
POA4408	45-54	0			F	31
POA4408	45-54	0			M	32
POA4408	45-54	1	0	1	F	3
POA4408	45-54	1	1	0	F	14
POA4408	45-54	1	1	0	M	7
POA4408	55-64				F	6
POA4408	55-64				M	3
POA4408	55-64	0			F	33
POA4408	55-64	0			M	39
POA4408	55-64	1	0	1	F	8
POA4408	65-74				F	3
POA4408	65-74				M	3
POA4408	65-74	0			F	34
POA4408	65-74	0			M	35
POA4408	65-74	1	0	1	F	3
POA4408	65-74	1	0	1	M	4
POA4408	75-84				F	9
POA4408	75-84	0			F	12
POA4408	75-84	0			M	18
POA4408	85+				M	4
POA4408	85+	0			F	8
POA4408	85+	0			M	8
POA4410	15-19				M	3
POA4410	15-19	0			F	19
POA4410	15-19	0			M	21
POA4410	15-19	1	0	1	F	3
POA4410	20-24				F	3
POA4410	20-24				M	3
POA4410	20-24	0			F	13
POA4410	20-24	0			M	14
POA4410	20-24	1	0	1	F	3
POA4410	20-24	1	1	0	F	8
POA4410	25-34				M	5
POA4410	25-34	0			F	11
POA4410	25-34	0			M	20
POA4410	25-34	1	1	0	F	16
POA4410	25-34	1	1	0	M	11
POA4410	35-44				F	3
POA4410	35-44				M	4
POA4410	35-44	0			F	20
POA4410	35-44	0			M	17
POA4410	35-44	1	1	0	F	35
POA4410	35-44	1	1	0	M	24
POA4410	35-44	1	1	1	F	5
POA4410	45-54				F	9
POA4410	45-54				M	5
POA4410	45-54	0			F	46
POA4410	45-54	0			M	61
POA4410	45-54	1	0	1	F	3
POA4410	45-54	1	0	1	M	4
POA4410	45-54	1	1	0	F	10
POA4410	45-54	1	1	0	M	13
POA4410	55-64				F	7
POA4410	55-64				M	4
POA4410	55-64	0			F	62
POA4410	55-64	0			M	74
POA4410	55-64	1	0	1	F	17
POA4410	55-64	1	0	1	M	5
POA4410	65-74				F	15
POA4410	65-74				M	12
POA4410	65-74	0			F	86
POA4410	65-74	0			M	77
POA4410	65-74	1	0	1	F	8
POA4410	65-74	1	0	1	M	5
POA4410	75-84				F	9
POA4410	75-84				M	7
POA4410	75-84	0			F	34
POA4410	75-84	0			M	42
POA4410	85+				F	6
POA4410	85+				M	3
POA4410	85+	0			F	21
POA4410	85+	0			M	12
POA4411	15-19				M	3
POA4411	15-19	0			F	7
POA4411	15-19	0			M	3
POA4411	20-24	0			F	3
POA4411	20-24	0			M	3
POA4411	20-24	1	1	0	F	3
POA4411	25-34				M	3
POA4411	25-34	0			F	4
POA4411	25-34	0			M	11
POA4411	25-34	1	1	0	F	13
POA4411	25-34	1	1	0	M	7
POA4411	35-44	0			F	4
POA4411	35-44	0			M	12
POA4411	35-44	1	1	0	F	16
POA4411	35-44	1	1	0	M	16
POA4411	45-54				F	8
POA4411	45-54				M	3
POA4411	45-54	0			F	7
POA4411	45-54	0			M	13
POA4411	45-54	1	0	1	F	3
POA4411	55-64	0			F	12
POA4411	55-64	0			M	13
POA4411	65-74				M	3
POA4411	65-74	0			F	11
POA4411	65-74	0			M	12
POA4411	75-84				M	4
POA4411	75-84	0			F	4
POA4411	75-84	0			M	3
POA4411	85+	0			F	3
POA4412	15-19	0			F	5
POA4412	15-19	0			M	11
POA4412	20-24	0			F	7
POA4412	20-24	0			M	7
POA4412	25-34	0			F	4
POA4412	25-34	0			M	10
POA4412	25-34	1	1	0	F	6
POA4412	25-34	1	1	0	M	6
POA4412	35-44	0			M	5
POA4412	35-44	1	1	0	F	7
POA4412	35-44	1	1	0	M	8
POA4412	45-54	0			F	6
POA4412	45-54	0			M	8
POA4412	45-54	1	1	0	F	9
POA4412	45-54	1	1	0	M	4
POA4412	55-64				F	4
POA4412	55-64	0			F	6
POA4412	55-64	0			M	9
POA4412	55-64	1	0	1	M	3
POA4412	65-74				M	6
POA4412	65-74	0			F	3
POA4412	65-74	0			M	7
POA4413	15-19				F	40
POA4413	15-19				M	38
POA4413	15-19	0			F	159
POA4413	15-19	0			M	199
POA4413	15-19	1	0	1	F	25
POA4413	15-19	1	0	1	M	16
POA4413	15-19	1	1	0	F	15
POA4413	20-24				F	40
POA4413	20-24				M	30
POA4413	20-24	0			F	136
POA4413	20-24	0			M	167
POA4413	20-24	1	0	1	F	21
POA4413	20-24	1	0	1	M	9
POA4413	20-24	1	1	0	F	48
POA4413	20-24	1	1	0	M	25
POA4413	25-34				F	68
POA4413	25-34				M	85
POA4413	25-34	0			F	175
POA4413	25-34	0			M	262
POA4413	25-34	1	0	1	F	36
POA4413	25-34	1	0	1	M	23
POA4413	25-34	1	1	0	F	273
POA4413	25-34	1	1	0	M	200
POA4413	25-34	1	1	1	F	14
POA4413	25-34	1	1	1	M	4
POA4413	35-44				F	63
POA4413	35-44				M	74
POA4413	35-44	0			F	133
POA4413	35-44	0			M	155
POA4413	35-44	1	0	1	F	18
POA4413	35-44	1	0	1	M	14
POA4413	35-44	1	1	0	F	302
POA4413	35-44	1	1	0	M	258
POA4413	35-44	1	1	1	F	17
POA4413	35-44	1	1	1	M	3
POA4413	45-54				F	64
POA4413	45-54				M	90
POA4413	45-54	0			F	289
POA4413	45-54	0			M	307
POA4413	45-54	1	0	1	F	49
POA4413	45-54	1	0	1	M	22
POA4413	45-54	1	1	0	F	93
POA4413	45-54	1	1	0	M	131
POA4413	45-54	1	1	1	F	3
POA4413	55-64				F	55
POA4413	55-64				M	62
POA4413	55-64	0			F	250
POA4413	55-64	0			M	300
POA4413	55-64	1	0	1	F	93
POA4413	55-64	1	0	1	M	34
POA4413	55-64	1	1	0	F	3
POA4413	55-64	1	1	0	M	17
POA4413	65-74				F	44
POA4413	65-74				M	56
POA4413	65-74	0			F	181
POA4413	65-74	0			M	240
POA4413	65-74	1	0	1	F	45
POA4413	65-74	1	0	1	M	34
POA4413	65-74	1	1	0	F	3
POA4413	65-74	1	1	0	M	6
POA4413	75-84				F	42
POA4413	75-84				M	31
POA4413	75-84	0			F	143
POA4413	75-84	0			M	125
POA4413	75-84	1	0	1	F	6
POA4413	75-84	1	0	1	M	9
POA4413	85+				F	24
POA4413	85+				M	15
POA4413	85+	0			F	66
POA4413	85+	0			M	54
POA4415	15-19				F	6
POA4415	15-19				M	13
POA4415	15-19	0			F	39
POA4415	15-19	0			M	30
POA4415	15-19	1	0	1	F	9
POA4415	15-19	1	1	0	F	3
POA4415	20-24				F	3
POA4415	20-24				M	5
POA4415	20-24	0			F	41
POA4415	20-24	0			M	35
POA4415	20-24	1	0	1	F	7
POA4415	20-24	1	1	0	F	13
POA4415	20-24	1	1	0	M	8
POA4415	25-34				F	20
POA4415	25-34				M	19
POA4415	25-34	0			F	49
POA4415	25-34	0			M	62
POA4415	25-34	1	0	1	F	10
POA4415	25-34	1	0	1	M	7
POA4415	25-34	1	1	0	F	50
POA4415	25-34	1	1	0	M	27
POA4415	25-34	1	1	1	F	5
POA4415	35-44				F	14
POA4415	35-44				M	18
POA4415	35-44	0			F	36
POA4415	35-44	0			M	50
POA4415	35-44	1	0	1	F	3
POA4415	35-44	1	0	1	M	4
POA4415	35-44	1	1	0	F	62
POA4415	35-44	1	1	0	M	59
POA4415	45-54				F	13
POA4415	45-54				M	16
POA4415	45-54	0			F	76
POA4415	45-54	0			M	81
POA4415	45-54	1	0	1	F	8
POA4415	45-54	1	0	1	M	9
POA4415	45-54	1	1	0	F	25
POA4415	45-54	1	1	0	M	31
POA4415	55-64				F	18
POA4415	55-64				M	16
POA4415	55-64	0			F	77
POA4415	55-64	0			M	98
POA4415	55-64	1	0	1	F	15
POA4415	55-64	1	0	1	M	7
POA4415	55-64	1	1	0	F	3
POA4415	55-64	1	1	0	M	7
POA4415	65-74				F	10
POA4415	65-74				M	15
POA4415	65-74	0			F	68
POA4415	65-74	0			M	63
POA4415	65-74	1	0	1	F	10
POA4415	65-74	1	0	1	M	3
POA4415	65-74	1	1	0	M	3
POA4415	75-84				F	14
POA4415	75-84				M	11
POA4415	75-84	0			F	43
POA4415	75-84	0			M	43
POA4415	85+				F	11
POA4415	85+				M	5
POA4415	85+	0			F	21
POA4415	85+	0			M	12
POA4416	15-19				F	3
POA4416	15-19				M	3
POA4416	15-19	0			F	10
POA4416	15-19	0			M	17
POA4416	20-24				F	3
POA4416	20-24	0			F	13
POA4416	20-24	0			M	8
POA4416	25-34				F	3
POA4416	25-34				M	7
POA4416	25-34	0			F	11
POA4416	25-34	0			M	24
POA4416	25-34	1	0	1	F	3
POA4416	25-34	1	1	0	F	15
POA4416	25-34	1	1	0	M	22
POA4416	35-44				F	4
POA4416	35-44				M	4
POA4416	35-44	0			F	3
POA4416	35-44	0			M	18
POA4416	35-44	1	1	0	F	23
POA4416	35-44	1	1	0	M	21
POA4416	35-44	1	1	1	F	3
POA4416	45-54				M	4
POA4416	45-54	0			F	13
POA4416	45-54	0			M	25
POA4416	45-54	1	0	1	F	5
POA4416	45-54	1	1	0	F	8
POA4416	45-54	1	1	0	M	10
POA4416	55-64				F	3
POA4416	55-64				M	5
POA4416	55-64	0			F	15
POA4416	55-64	0			M	21
POA4416	55-64	1	0	1	F	7
POA4416	55-64	1	1	0	M	3
POA4416	65-74				F	3
POA4416	65-74	0			F	12
POA4416	65-74	0			M	13
POA4416	75-84	0			F	5
POA4416	75-84	0			M	7
POA4417	15-19				F	3
POA4417	15-19				M	3
POA4417	15-19	0			F	10
POA4417	15-19	0			M	10
POA4417	20-24	0			F	13
POA4417	20-24	0			M	9
POA4417	20-24	1	1	0	F	3
POA4417	25-34				F	3
POA4417	25-34	0			F	11
POA4417	25-34	0			M	18
POA4417	25-34	1	1	0	F	16
POA4417	25-34	1	1	0	M	16
POA4417	35-44				M	5
POA4417	35-44	0			F	12
POA4417	35-44	0			M	9
POA4417	35-44	1	0	1	F	4
POA4417	35-44	1	1	0	F	24
POA4417	35-44	1	1	0	M	22
POA4417	45-54				M	4
POA4417	45-54	0			F	32
POA4417	45-54	0			M	30
POA4417	45-54	1	0	1	F	3
POA4417	45-54	1	1	0	F	4
POA4417	45-54	1	1	0	M	12
POA4417	55-64				F	6
POA4417	55-64				M	3
POA4417	55-64	0			F	40
POA4417	55-64	0			M	52
POA4417	55-64	1	0	1	F	4
POA4417	65-74				F	4
POA4417	65-74				M	11
POA4417	65-74	0			F	23
POA4417	65-74	0			M	40
POA4417	65-74	1	0	1	F	3
POA4417	65-74	1	1	0	F	3
POA4417	65-74	1	1	0	M	3
POA4417	75-84				M	3
POA4417	75-84	0			F	11
POA4417	75-84	0			M	17
POA4417	85+				F	3
POA4417	85+				M	4
POA4417	85+	0			F	5
POA4417	85+	0			M	4
POA4418	15-19	0			F	4
POA4418	15-19	0			M	5
POA4418	20-24	0			M	3
POA4418	25-34	0			F	5
POA4418	25-34	0			M	4
POA4418	25-34	1	1	0	M	4
POA4418	35-44	0			F	5
POA4418	35-44	0			M	3
POA4418	35-44	1	1	0	M	4
POA4418	45-54				M	3
POA4418	45-54	0			F	5
POA4418	45-54	0			M	14
POA4418	45-54	1	1	0	F	4
POA4418	45-54	1	1	0	M	3
POA4418	55-64	0			M	4
POA4418	65-74	0			F	3
POA4418	75-84	0			F	5
POA4418	75-84	0			M	4
POA4419	15-19				F	4
POA4419	15-19				M	6
POA4419	15-19	0			F	10
POA4419	15-19	0			M	18
POA4419	20-24				F	7
POA4419	20-24				M	11
POA4419	20-24	0			F	12
POA4419	20-24	0			M	25
POA4419	20-24	1	1	0	F	3
POA4419	20-24	1	1	0	M	3
POA4419	25-34				F	8
POA4419	25-34				M	33
POA4419	25-34	0			F	32
POA4419	25-34	0			M	56
POA4419	25-34	1	0	1	F	3
POA4419	25-34	1	1	0	F	25
POA4419	25-34	1	1	0	M	26
POA4419	25-34	1	1	1	F	3
POA4419	35-44				F	3
POA4419	35-44				M	15
POA4419	35-44	0			F	22
POA4419	35-44	0			M	26
POA4419	35-44	1	1	0	F	25
POA4419	35-44	1	1	0	M	34
POA4419	35-44	1	1	1	M	3
POA4419	45-54				F	14
POA4419	45-54				M	19
POA4419	45-54	0			F	40
POA4419	45-54	0			M	60
POA4419	45-54	1	0	1	F	5
POA4419	45-54	1	1	0	F	10
POA4419	45-54	1	1	0	M	21
POA4419	55-64				F	6
POA4419	55-64				M	11
POA4419	55-64	0			F	36
POA4419	55-64	0			M	52
POA4419	55-64	1	0	1	F	3
POA4419	55-64	1	0	1	M	3
POA4419	65-74				F	4
POA4419	65-74				M	8
POA4419	65-74	0			F	26
POA4419	65-74	0			M	34
POA4419	65-74	1	0	1	F	6
POA4419	65-74	1	0	1	M	6
POA4419	75-84				F	3
POA4419	75-84	0			F	20
POA4419	75-84	0			M	15
POA4419	85+				F	3
POA4419	85+	0			F	4
POA4419	85+	0			M	3
POA4420	15-19				F	3
POA4420	15-19				M	7
POA4420	15-19	0			F	13
POA4420	15-19	0			M	18
POA4420	15-19	1	0	1	F	5
POA4420	20-24				M	4
POA4420	20-24	0			F	17
POA4420	20-24	0			M	23
POA4420	20-24	1	0	1	F	3
POA4420	20-24	1	1	0	F	3
POA4420	20-24	1	1	0	M	3
POA4420	25-34				F	4
POA4420	25-34				M	3
POA4420	25-34	0			F	31
POA4420	25-34	0			M	40
POA4420	25-34	1	0	1	F	3
POA4420	25-34	1	0	1	M	3
POA4420	25-34	1	1	0	F	29
POA4420	25-34	1	1	0	M	18
POA4420	35-44				F	3
POA4420	35-44				M	7
POA4420	35-44	0			F	15
POA4420	35-44	0			M	20
POA4420	35-44	1	0	1	F	3
POA4420	35-44	1	1	0	F	46
POA4420	35-44	1	1	0	M	43
POA4420	35-44	1	1	1	M	3
POA4420	45-54				F	10
POA4420	45-54				M	6
POA4420	45-54	0			F	69
POA4420	45-54	0			M	56
POA4420	45-54	1	0	1	F	10
POA4420	45-54	1	1	0	F	25
POA4420	45-54	1	1	0	M	20
POA4420	55-64				F	4
POA4420	55-64				M	6
POA4420	55-64	0			F	59
POA4420	55-64	0			M	71
POA4420	55-64	1	0	1	F	15
POA4420	55-64	1	0	1	M	6
POA4420	55-64	1	1	0	M	4
POA4420	65-74				F	3
POA4420	65-74				M	8
POA4420	65-74	0			F	40
POA4420	65-74	0			M	52
POA4420	65-74	1	0	1	F	5
POA4420	65-74	1	0	1	M	4
POA4420	75-84				F	8
POA4420	75-84	0			F	28
POA4420	75-84	0			M	34
POA4420	75-84	1	0	1	F	3
POA4420	85+				M	3
POA4420	85+	0			F	23
POA4420	85+	0			M	7
POA4421	15-19				F	14
POA4421	15-19				M	15
POA4421	15-19	0			F	37
POA4421	15-19	0			M	51
POA4421	15-19	1	0	1	F	7
POA4421	15-19	1	0	1	M	5
POA4421	20-24				F	17
POA4421	20-24				M	15
POA4421	20-24	0			F	21
POA4421	20-24	0			M	62
POA4421	20-24	1	0	1	F	8
POA4421	20-24	1	0	1	M	10
POA4421	20-24	1	1	0	F	12
POA4421	25-34				F	20
POA4421	25-34				M	21
POA4421	25-34	0			F	28
POA4421	25-34	0			M	51
POA4421	25-34	1	0	1	F	3
POA4421	25-34	1	0	1	M	4
POA4421	25-34	1	1	0	F	38
POA4421	25-34	1	1	0	M	31
POA4421	35-44				F	39
POA4421	35-44				M	28
POA4421	35-44	0			F	38
POA4421	35-44	0			M	47
POA4421	35-44	1	0	1	F	3
POA4421	35-44	1	0	1	M	7
POA4421	35-44	1	1	0	F	60
POA4421	35-44	1	1	0	M	45
POA4421	35-44	1	1	1	F	6
POA4421	45-54				F	44
POA4421	45-54				M	45
POA4421	45-54	0			F	102
POA4421	45-54	0			M	135
POA4421	45-54	1	0	1	F	17
POA4421	45-54	1	0	1	M	4
POA4421	45-54	1	1	0	F	20
POA4421	45-54	1	1	0	M	22
POA4421	45-54	1	1	1	M	3
POA4421	55-64				F	46
POA4421	55-64				M	55
POA4421	55-64	0			F	126
POA4421	55-64	0			M	146
POA4421	55-64	1	0	1	F	20
POA4421	55-64	1	0	1	M	11
POA4421	55-64	1	1	0	F	4
POA4421	55-64	1	1	0	M	11
POA4421	65-74				F	53
POA4421	65-74				M	63
POA4421	65-74	0			F	91
POA4421	65-74	0			M	114
POA4421	65-74	1	0	1	F	13
POA4421	65-74	1	0	1	M	4
POA4421	65-74	1	1	0	M	3
POA4421	75-84				F	21
POA4421	75-84				M	31
POA4421	75-84	0			F	40
POA4421	75-84	0			M	50
POA4421	85+				F	4
POA4421	85+				M	5
POA4421	85+	0			F	7
POA4421	85+	0			M	13
POA4422	15-19	0			F	5
POA4422	15-19	0			M	7
POA4422	20-24	0			F	5
POA4422	20-24	0			M	4
POA4422	25-34				F	3
POA4422	25-34				M	3
POA4422	25-34	0			F	7
POA4422	25-34	0			M	16
POA4422	25-34	1	0	1	M	3
POA4422	25-34	1	1	0	F	20
POA4422	25-34	1	1	0	M	10
POA4422	35-44	0			F	4
POA4422	35-44	0			M	4
POA4422	35-44	1	1	0	F	21
POA4422	35-44	1	1	0	M	14
POA4422	45-54				F	3
POA4422	45-54				M	3
POA4422	45-54	0			F	28
POA4422	45-54	0			M	29
POA4422	45-54	1	1	0	F	12
POA4422	45-54	1	1	0	M	13
POA4422	55-64	0			F	24
POA4422	55-64	0			M	28
POA4422	55-64	1	0	1	F	5
POA4422	55-64	1	0	1	M	5
POA4422	65-74				F	4
POA4422	65-74				M	3
POA4422	65-74	0			F	19
POA4422	65-74	0			M	25
POA4422	75-84				F	3
POA4422	75-84	0			F	7
POA4422	75-84	0			M	14
POA4423	15-19	0			F	3
POA4423	15-19	0			M	3
POA4423	20-24	0			F	8
POA4423	20-24	0			M	7
POA4423	25-34	0			F	7
POA4423	25-34	0			M	7
POA4423	25-34	1	1	0	F	4
POA4423	25-34	1	1	0	M	9
POA4423	35-44	0			M	3
POA4423	35-44	1	1	0	F	14
POA4423	35-44	1	1	0	M	6
POA4423	45-54	0			F	12
POA4423	45-54	0			M	4
POA4423	45-54	1	1	0	F	4
POA4423	45-54	1	1	0	M	9
POA4423	55-64	0			F	11
POA4423	55-64	0			M	9
POA4423	65-74				F	4
POA4423	65-74				M	4
POA4423	65-74	0			M	12
POA4423	65-74	1	0	1	F	3
POA4423	75-84	0			F	3
POA4423	75-84	0			M	4
POA4424	15-19				M	4
POA4424	20-24				M	3
POA4424	20-24	0			F	3
POA4424	20-24	0			M	8
POA4424	25-34	0			M	5
POA4424	25-34	1	1	0	F	14
POA4424	25-34	1	1	0	M	6
POA4424	35-44	0			M	3
POA4424	35-44	1	1	0	F	10
POA4424	35-44	1	1	0	M	13
POA4424	45-54	0			F	4
POA4424	45-54	0			M	8
POA4424	45-54	1	1	0	F	3
POA4424	45-54	1	1	0	M	8
POA4424	55-64	0			F	7
POA4424	55-64	0			M	12
POA4424	55-64	1	0	1	F	3
POA4424	65-74	0			F	12
POA4424	65-74	0			M	14
POA4424	65-74	1	0	1	F	7
POA4424	75-84	0			F	3
POA4424	75-84	0			M	9
POA4424	85+	0			F	3
POA4425	15-19	0			F	3
POA4425	25-34				M	9
POA4425	25-34	0			F	11
POA4425	25-34	0			M	7
POA4425	25-34	1	1	0	F	8
POA4425	25-34	1	1	0	M	5
POA4425	35-44	0			M	3
POA4425	35-44	1	1	0	F	5
POA4425	35-44	1	1	0	M	8
POA4425	45-54	0			F	7
POA4425	45-54	0			M	7
POA4425	45-54	1	1	0	F	6
POA4425	45-54	1	1	0	M	4
POA4425	55-64	0			F	8
POA4425	55-64	0			M	12
POA4425	55-64	1	0	1	F	3
POA4425	55-64	1	0	1	M	3
POA4425	65-74				F	3
POA4425	65-74	0			F	12
POA4425	65-74	0			M	14
POA4425	75-84				M	4
POA4425	75-84	0			F	7
POA4425	75-84	0			M	4
POA4425	85+	0			F	3
POA4425	85+	0			M	3
POA4426	15-19	0			M	4
POA4426	25-34	0			M	4
POA4426	35-44	0			M	3
POA4426	35-44	1	1	0	F	5
POA4426	45-54	0			F	7
POA4426	45-54	0			M	6
POA4426	45-54	1	1	0	F	7
POA4426	45-54	1	1	0	M	4
POA4426	55-64	0			F	9
POA4426	55-64	0			M	12
POA4426	65-74	0			F	7
POA4426	65-74	0			M	11
POA4426	75-84	0			F	6
POA4426	75-84	0			M	3
POA4427	15-19				F	4
POA4427	15-19				M	3
POA4427	15-19	0			F	11
POA4427	15-19	0			M	10
POA4427	20-24				F	3
POA4427	20-24				M	3
POA4427	20-24	0			F	3
POA4427	20-24	0			M	10
POA4427	25-34				F	4
POA4427	25-34				M	18
POA4427	25-34	0			F	7
POA4427	25-34	0			M	4
POA4427	25-34	1	1	0	F	4
POA4427	25-34	1	1	0	M	4
POA4427	35-44				F	6
POA4427	35-44				M	13
POA4427	35-44	0			F	4
POA4427	35-44	0			M	10
POA4427	35-44	1	1	0	F	9
POA4427	35-44	1	1	0	M	5
POA4427	45-54				F	3
POA4427	45-54				M	8
POA4427	45-54	0			F	11
POA4427	45-54	0			M	19
POA4427	45-54	1	1	0	F	3
POA4427	45-54	1	1	0	M	10
POA4427	55-64				M	3
POA4427	55-64	0			F	14
POA4427	55-64	0			M	20
POA4427	55-64	1	0	1	F	4
POA4427	65-74				F	3
POA4427	65-74				M	3
POA4427	65-74	0			F	20
POA4427	65-74	0			M	16
POA4427	65-74	1	0	1	F	3
POA4427	65-74	1	0	1	M	3
POA4427	75-84				M	3
POA4427	75-84	0			F	10
POA4427	75-84	0			M	6
POA4427	75-84	1	0	1	F	3
POA4427	85+	0			M	4
POA4428	15-19				M	4
POA4428	15-19	0			F	11
POA4428	15-19	0			M	13
POA4428	20-24	0			F	7
POA4428	20-24	0			M	8
POA4428	20-24	1	1	0	F	5
POA4428	20-24	1	1	0	M	3
POA4428	25-34				M	8
POA4428	25-34	0			F	11
POA4428	25-34	0			M	21
POA4428	25-34	1	1	0	F	22
POA4428	25-34	1	1	0	M	9
POA4428	35-44				F	5
POA4428	35-44				M	3
POA4428	35-44	0			F	16
POA4428	35-44	0			M	15
POA4428	35-44	1	1	0	F	24
POA4428	35-44	1	1	0	M	32
POA4428	35-44	1	1	1	F	3
POA4428	45-54				F	3
POA4428	45-54				M	3
POA4428	45-54	0			F	24
POA4428	45-54	0			M	32
POA4428	45-54	1	0	1	F	6
POA4428	45-54	1	0	1	M	4
POA4428	45-54	1	1	0	F	11
POA4428	45-54	1	1	0	M	8
POA4428	55-64				F	3
POA4428	55-64				M	6
POA4428	55-64	0			F	25
POA4428	55-64	0			M	36
POA4428	55-64	1	0	1	F	10
POA4428	55-64	1	1	0	F	3
POA4428	55-64	1	1	0	M	3
POA4428	65-74				F	3
POA4428	65-74				M	3
POA4428	65-74	0			F	27
POA4428	65-74	0			M	30
POA4428	65-74	1	0	1	F	3
POA4428	65-74	1	0	1	M	7
POA4428	75-84	0			F	18
POA4428	75-84	0			M	19
POA4428	85+	0			F	4
POA4428	85+	0			M	4
POA4454	15-19				M	3
POA4454	15-19	0			F	8
POA4454	15-19	0			M	8
POA4454	15-19	1	0	1	M	3
POA4454	20-24				M	4
POA4454	20-24	0			F	9
POA4454	20-24	0			M	16
POA4454	25-34				F	4
POA4454	25-34				M	11
POA4454	25-34	0			F	18
POA4454	25-34	0			M	30
POA4454	25-34	1	0	1	F	5
POA4454	25-34	1	1	0	F	20
POA4454	25-34	1	1	0	M	6
POA4454	35-44				F	6
POA4454	35-44				M	15
POA4454	35-44	0			F	5
POA4454	35-44	0			M	15
POA4454	35-44	1	1	0	F	24
POA4454	35-44	1	1	0	M	26
POA4454	45-54				F	3
POA4454	45-54				M	9
POA4454	45-54	0			F	36
POA4454	45-54	0			M	32
POA4454	45-54	1	0	1	F	4
POA4454	45-54	1	0	1	M	3
POA4454	45-54	1	1	0	F	7
POA4454	45-54	1	1	0	M	16
POA4454	55-64				F	3
POA4454	55-64				M	8
POA4454	55-64	0			F	29
POA4454	55-64	0			M	47
POA4454	55-64	1	0	1	F	6
POA4454	55-64	1	0	1	M	8
POA4454	65-74				F	3
POA4454	65-74				M	3
POA4454	65-74	0			F	26
POA4454	65-74	0			M	26
POA4454	65-74	1	0	1	F	4
POA4454	65-74	1	0	1	M	4
POA4454	75-84				F	4
POA4454	75-84				M	8
POA4454	75-84	0			F	11
POA4454	75-84	0			M	22
POA4454	75-84	1	0	1	F	4
POA4454	75-84	1	0	1	M	3
POA4454	85+	0			F	3
POA4454	85+	0			M	4
POA4455	15-19				F	28
POA4455	15-19				M	32
POA4455	15-19	0			F	174
POA4455	15-19	0			M	225
POA4455	15-19	1	0	1	F	19
POA4455	15-19	1	0	1	M	12
POA4455	15-19	1	1	0	F	3
POA4455	20-24				F	35
POA4455	20-24				M	14
POA4455	20-24	0			F	183
POA4455	20-24	0			M	203
POA4455	20-24	1	0	1	F	26
POA4455	20-24	1	0	1	M	12
POA4455	20-24	1	1	0	F	45
POA4455	20-24	1	1	0	M	17
POA4455	25-34				F	75
POA4455	25-34				M	88
POA4455	25-34	0			F	265
POA4455	25-34	0			M	373
POA4455	25-34	1	0	1	F	30
POA4455	25-34	1	0	1	M	15
POA4455	25-34	1	1	0	F	310
POA4455	25-34	1	1	0	M	221
POA4455	25-34	1	1	1	F	17
POA4455	25-34	1	1	1	M	3
POA4455	35-44				F	65
POA4455	35-44				M	54
POA4455	35-44	0			F	174
POA4455	35-44	0			M	172
POA4455	35-44	1	0	1	F	25
POA4455	35-44	1	0	1	M	20
POA4455	35-44	1	1	0	F	309
POA4455	35-44	1	1	0	M	271
POA4455	35-44	1	1	1	F	16
POA4455	35-44	1	1	1	M	3
POA4455	45-54				F	57
POA4455	45-54				M	65
POA4455	45-54	0			F	297
POA4455	45-54	0			M	325
POA4455	45-54	1	0	1	F	62
POA4455	45-54	1	0	1	M	36
POA4455	45-54	1	1	0	F	120
POA4455	45-54	1	1	0	M	119
POA4455	45-54	1	1	1	F	7
POA4455	45-54	1	1	1	M	3
POA4455	55-64				F	51
POA4455	55-64				M	59
POA4455	55-64	0			F	295
POA4455	55-64	0			M	356
POA4455	55-64	1	0	1	F	76
POA4455	55-64	1	0	1	M	28
