POA_CODE_2016	CountryOfBirth	Sex	persons
POA0810	IRQ	M	8
POA0810	ITA	F	50
POA0810	ITA	M	64
POA0810	JPN	F	28
POA0810	JPN	M	14
POA0810	KHM	F	21
POA0810	KHM	M	15
POA0810	KOR	F	34
POA0810	KOR	M	26
POA0810	LBN	F	3
POA0810	LBN	M	13
POA0810	LKA	F	154
POA0810	LKA	M	153
POA0810	MKD	M	3
POA0810	MLT	F	4
POA0810	MMR	F	34
POA0810	MMR	M	55
POA0810	MUS	F	10
POA0810	MUS	M	11
POA0810	MYS	F	108
POA0810	MYS	M	93
POA0810	NLD	F	41
POA0810	NLD	M	35
POA0810	NPL	F	267
POA0810	NPL	M	303
POA0810	NZL	F	271
POA0810	NZL	M	318
POA0810	PAK	F	41
POA0810	PAK	M	104
POA0810	PHL	F	896
POA0810	PHL	M	662
POA0810	PNG	F	61
POA0810	PNG	M	30
POA0810	POL	F	14
POA0810	POL	M	16
POA0810	SGP	F	45
POA0810	SGP	M	25
POA0810	THA	F	127
POA0810	THA	M	55
POA0810	TUR	F	7
POA0810	TUR	M	6
POA0810	TWN	F	52
POA0810	TWN	M	27
POA0810	USA	F	70
POA0810	USA	M	62
POA0810	VNM	F	119
POA0810	VNM	M	85
POA0810	ZAF	F	72
POA0810	ZAF	M	64
POA0810	ZWE	F	62
POA0810	ZWE	M	60
POA0812		F	1375
POA0812		M	1517
POA0812	AFG	M	7
POA0812	AUS	F	5721
POA0812	AUS	M	5933
POA0812	BGD	F	4
POA0812	BGD	M	13
POA0812	BIH	F	3
POA0812	BIH	M	3
POA0812	CAN	F	9
POA0812	CAN	M	18
POA0812	CHL	F	4
POA0812	CHL	M	3
POA0812	CHN	F	101
POA0812	CHN	M	57
POA0812	DEU	F	52
POA0812	DEU	M	38
POA0812	EGY	M	5
POA0812	FJI	F	17
POA0812	FJI	M	20
POA0812	FRA	F	14
POA0812	FRA	M	15
POA0812	GBR	F	264
POA0812	GBR	M	287
POA0812	GRC	F	111
POA0812	GRC	M	141
POA0812	HKG	F	35
POA0812	HKG	M	32
POA0812	HRV	M	3
POA0812	IDN	F	158
POA0812	IDN	M	64
POA0812	IND	F	152
POA0812	IND	M	152
POA0812	IRL	F	32
POA0812	IRL	M	39
POA0812	IRN	M	3
POA0812	ITA	F	25
POA0812	ITA	M	36
POA0812	JPN	F	14
POA0812	JPN	M	6
POA0812	KHM	F	13
POA0812	KHM	M	5
POA0812	KOR	F	12
POA0812	KOR	M	12
POA0812	LBN	M	9
POA0812	LKA	F	47
POA0812	LKA	M	41
POA0812	MLT	F	3
POA0812	MLT	M	3
POA0812	MMR	F	23
POA0812	MMR	M	21
POA0812	MUS	M	6
POA0812	MYS	F	69
POA0812	MYS	M	45
POA0812	NLD	F	23
POA0812	NLD	M	13
POA0812	NPL	F	27
POA0812	NPL	M	15
POA0812	NZL	F	143
POA0812	NZL	M	186
POA0812	PAK	F	19
POA0812	PAK	M	31
POA0812	PHL	F	555
POA0812	PHL	M	409
POA0812	PNG	F	50
POA0812	PNG	M	43
POA0812	POL	F	7
POA0812	POL	M	7
POA0812	SGP	F	33
POA0812	SGP	M	19
POA0812	THA	F	139
POA0812	THA	M	59
POA0812	TWN	F	33
POA0812	TWN	M	15
POA0812	USA	F	17
POA0812	USA	M	30
POA0812	VNM	F	75
POA0812	VNM	M	49
POA0812	ZAF	F	28
POA0812	ZAF	M	27
POA0812	ZWE	F	24
POA0812	ZWE	M	13
POA0815		F	44
POA0815		M	84
POA0815	AUS	F	12
POA0815	AUS	M	10
POA0815	BGD	F	3
POA0815	BGD	M	12
POA0815	CHN	F	16
POA0815	CHN	M	15
POA0815	GBR	F	3
POA0815	IDN	M	5
POA0815	IND	M	36
POA0815	LKA	M	3
POA0815	MYS	F	4
POA0815	NLD	M	3
POA0815	NPL	F	3
POA0815	NPL	M	3
POA0815	NZL	F	3
POA0815	NZL	M	4
POA0815	PAK	M	10
POA0815	PHL	F	3
POA0815	TWN	F	3
POA0820		F	1263
POA0820		M	1519
POA0820	AFG	M	8
POA0820	AUS	F	5478
POA0820	AUS	M	6115
POA0820	BGD	F	11
POA0820	BGD	M	22
POA0820	BIH	F	3
POA0820	CAN	F	35
POA0820	CAN	M	30
POA0820	CHL	F	9
POA0820	CHL	M	4
POA0820	CHN	F	90
POA0820	CHN	M	60
POA0820	DEU	F	75
POA0820	DEU	M	55
POA0820	EGY	F	6
POA0820	FJI	F	18
POA0820	FJI	M	24
POA0820	FRA	F	45
POA0820	FRA	M	49
POA0820	GBR	F	436
POA0820	GBR	M	517
POA0820	GRC	F	63
POA0820	GRC	M	80
POA0820	HKG	F	18
POA0820	HKG	M	9
POA0820	HRV	M	11
POA0820	IDN	F	98
POA0820	IDN	M	53
POA0820	IND	F	135
POA0820	IND	M	186
POA0820	IRL	F	134
POA0820	IRL	M	180
POA0820	IRN	F	23
POA0820	IRN	M	30
POA0820	ITA	F	50
POA0820	ITA	M	62
POA0820	JPN	F	49
POA0820	JPN	M	39
POA0820	KHM	F	5
POA0820	KHM	M	4
POA0820	KOR	F	26
POA0820	KOR	M	27
POA0820	LBN	M	4
POA0820	LKA	F	34
POA0820	LKA	M	60
POA0820	MKD	M	3
POA0820	MLT	F	3
POA0820	MLT	M	5
POA0820	MMR	F	5
POA0820	MMR	M	13
POA0820	MUS	F	9
POA0820	MUS	M	7
POA0820	MYS	F	67
POA0820	MYS	M	45
POA0820	NLD	F	20
POA0820	NLD	M	24
POA0820	NPL	F	70
POA0820	NPL	M	84
POA0820	NZL	F	228
POA0820	NZL	M	267
POA0820	PAK	F	7
POA0820	PAK	M	17
POA0820	PHL	F	311
POA0820	PHL	M	292
POA0820	PNG	F	34
POA0820	PNG	M	23
POA0820	POL	F	8
POA0820	POL	M	7
POA0820	SGP	F	29
POA0820	SGP	M	14
POA0820	THA	F	84
POA0820	THA	M	25
POA0820	TUR	F	3
POA0820	TUR	M	7
POA0820	TWN	F	67
POA0820	TWN	M	25
POA0820	USA	F	41
POA0820	USA	M	48
POA0820	VNM	F	55
POA0820	VNM	M	54
POA0820	ZAF	F	51
POA0820	ZAF	M	64
POA0820	ZWE	F	33
POA0820	ZWE	M	28
POA0822		F	859
POA0822		M	1129
POA0822	AUS	F	11023
POA0822	AUS	M	11354
POA0822	CAN	F	8
POA0822	CAN	M	4
POA0822	CHN	F	3
POA0822	CHN	M	4
POA0822	DEU	F	21
POA0822	DEU	M	27
POA0822	FJI	F	10
POA0822	FJI	M	11
POA0822	FRA	F	8
POA0822	FRA	M	7
POA0822	GBR	F	129
POA0822	GBR	M	161
POA0822	GRC	M	4
POA0822	HKG	F	3
POA0822	HRV	M	3
POA0822	IDN	F	15
POA0822	IDN	M	8
POA0822	IND	F	13
POA0822	IND	M	14
POA0822	IRL	F	9
POA0822	IRL	M	8
POA0822	IRN	M	3
POA0822	ITA	F	3
POA0822	ITA	M	21
POA0822	JPN	F	3
POA0822	JPN	M	3
POA0822	KHM	F	11
POA0822	KHM	M	16
POA0822	KOR	M	4
POA0822	LKA	M	4
POA0822	MLT	M	3
POA0822	MYS	F	13
POA0822	MYS	M	13
POA0822	NLD	F	9
POA0822	NLD	M	12
POA0822	NZL	F	91
POA0822	NZL	M	149
POA0822	PHL	F	50
POA0822	PHL	M	35
POA0822	PNG	F	15
POA0822	PNG	M	13
POA0822	THA	F	22
POA0822	THA	M	7
POA0822	TWN	F	5
POA0822	TWN	M	7
POA0822	USA	F	12
POA0822	USA	M	11
POA0822	VNM	F	62
POA0822	VNM	M	76
POA0822	ZAF	F	5
POA0822	ZAF	M	8
POA0822	ZWE	F	7
POA0822	ZWE	M	3
POA0828		F	82
POA0828		M	93
POA0828	AUS	F	399
POA0828	AUS	M	411
POA0828	CHN	M	4
POA0828	DEU	M	4
POA0828	GBR	F	19
POA0828	GBR	M	16
POA0828	GRC	F	9
POA0828	GRC	M	15
POA0828	IDN	F	3
POA0828	IDN	M	4
POA0828	IND	F	5
POA0828	IND	M	8
POA0828	IRL	M	5
POA0828	ITA	F	3
POA0828	ITA	M	3
POA0828	MYS	F	7
POA0828	MYS	M	6
POA0828	NLD	M	3
POA0828	NZL	F	13
POA0828	NZL	M	9
POA0828	PHL	F	18
POA0828	PHL	M	17
POA0828	PNG	F	3
POA0828	PNG	M	7
POA0828	THA	F	4
POA0828	THA	M	4
POA0828	TWN	M	4
POA0828	ZAF	F	3
POA0829		F	31
POA0829		M	65
POA0829	AFG	M	3
POA0829	AUS	F	204
POA0829	AUS	M	1412
POA0829	GBR	F	7
POA0829	GBR	M	24
POA0829	IDN	M	3
POA0829	ITA	M	3
POA0829	LKA	M	3
POA0829	MYS	M	3
POA0829	NZL	F	4
POA0829	NZL	M	20
POA0829	PHL	F	4
POA0829	PHL	M	15
POA0829	THA	M	10
POA0829	USA	M	3
POA0829	VNM	M	3
POA0829	ZAF	M	7
POA0830		F	1174
POA0830		M	1161
POA0830	AFG	M	4
POA0830	AUS	F	6161
POA0830	AUS	M	6668
POA0830	BGD	F	31
POA0830	BGD	M	30
POA0830	BIH	M	3
POA0830	CAN	F	12
POA0830	CAN	M	12
POA0830	CHN	F	20
POA0830	CHN	M	7
POA0830	DEU	F	39
POA0830	DEU	M	44
POA0830	FJI	F	15
POA0830	FJI	M	7
POA0830	FRA	F	3
POA0830	FRA	M	6
POA0830	GBR	F	261
POA0830	GBR	M	259
POA0830	GRC	F	22
POA0830	GRC	M	23
POA0830	HKG	F	10
POA0830	HKG	M	5
POA0830	IDN	F	72
POA0830	IDN	M	18
POA0830	IND	F	98
POA0830	IND	M	110
POA0830	IRL	F	24
POA0830	IRL	M	26
POA0830	IRN	F	3
POA0830	ITA	F	3
POA0830	ITA	M	7
POA0830	JPN	F	10
POA0830	JPN	M	6
POA0830	KHM	F	30
POA0830	KHM	M	16
POA0830	KOR	F	10
POA0830	KOR	M	3
POA0830	LKA	F	19
POA0830	LKA	M	26
POA0830	MMR	F	11
POA0830	MMR	M	3
POA0830	MYS	F	26
POA0830	MYS	M	24
POA0830	NLD	F	15
POA0830	NLD	M	19
POA0830	NPL	F	20
POA0830	NPL	M	22
POA0830	NZL	F	189
POA0830	NZL	M	215
POA0830	PAK	F	7
POA0830	PAK	M	3
POA0830	PHL	F	390
POA0830	PHL	M	293
POA0830	PNG	F	54
POA0830	PNG	M	39
POA0830	POL	M	5
POA0830	SGP	F	11
POA0830	SGP	M	8
POA0830	THA	F	93
POA0830	THA	M	22
POA0830	TUR	M	4
POA0830	TWN	F	13
POA0830	TWN	M	12
POA0830	USA	F	22
POA0830	USA	M	14
POA0830	VNM	F	53
POA0830	VNM	M	37
POA0830	ZAF	F	42
POA0830	ZAF	M	46
POA0830	ZWE	F	16
POA0830	ZWE	M	15
POA0832		F	703
POA0832		M	751
POA0832	AFG	F	3
POA0832	AFG	M	8
POA0832	AUS	F	5453
POA0832	AUS	M	5563
POA0832	BGD	F	16
POA0832	BGD	M	14
POA0832	BIH	F	3
POA0832	CAN	F	17
POA0832	CAN	M	6
POA0832	CHL	M	3
POA0832	CHN	F	22
POA0832	CHN	M	13
POA0832	DEU	F	20
POA0832	DEU	M	20
POA0832	FJI	F	13
POA0832	FJI	M	16
POA0832	FRA	F	15
POA0832	FRA	M	10
POA0832	GBR	F	246
POA0832	GBR	M	249
POA0832	GRC	F	16
POA0832	GRC	M	24
POA0832	HKG	F	7
POA0832	HKG	M	3
POA0832	HRV	F	3
POA0832	IDN	F	58
POA0832	IDN	M	31
POA0832	IND	F	157
POA0832	IND	M	173
POA0832	IRL	F	25
POA0832	IRL	M	28
POA0832	IRN	F	4
POA0832	IRN	M	8
POA0832	IRQ	M	3
POA0832	ITA	F	4
POA0832	ITA	M	7
POA0832	JPN	F	6
POA0832	JPN	M	11
POA0832	KHM	F	10
POA0832	KHM	M	9
POA0832	KOR	F	19
POA0832	KOR	M	14
POA0832	LBN	F	3
POA0832	LKA	F	25
POA0832	LKA	M	21
POA0832	MLT	F	3
POA0832	MMR	F	4
POA0832	MUS	F	3
POA0832	MUS	M	3
POA0832	MYS	F	25
POA0832	MYS	M	26
POA0832	NLD	F	10
POA0832	NLD	M	7
POA0832	NPL	F	21
POA0832	NPL	M	34
POA0832	NZL	F	196
POA0832	NZL	M	212
POA0832	PAK	F	20
POA0832	PAK	M	28
POA0832	PHL	F	374
POA0832	PHL	M	302
POA0832	PNG	F	14
POA0832	PNG	M	24
POA0832	POL	F	3
POA0832	POL	M	6
POA0832	SGP	F	13
POA0832	SGP	M	9
POA0832	THA	F	42
POA0832	THA	M	19
POA0832	TUR	M	4
POA0832	TWN	F	14
POA0832	TWN	M	13
POA0832	USA	F	27
POA0832	USA	M	31
POA0832	VNM	F	26
POA0832	VNM	M	11
POA0832	ZAF	F	48
POA0832	ZAF	M	61
POA0832	ZWE	F	55
POA0832	ZWE	M	47
POA0834		F	111
POA0834		M	123
POA0834	AUS	F	654
POA0834	AUS	M	746
POA0834	CAN	F	4
POA0834	DEU	F	3
POA0834	GBR	F	29
POA0834	GBR	M	40
POA0834	GRC	F	4
POA0834	GRC	M	7
POA0834	IDN	F	4
POA0834	IND	F	6
POA0834	IRL	F	3
POA0834	ITA	F	3
POA0834	ITA	M	3
POA0834	MYS	F	3
POA0834	MYS	M	3
POA0834	NLD	M	6
POA0834	NZL	F	18
POA0834	NZL	M	14
POA0834	PHL	F	10
POA0834	PHL	M	3
POA0834	PNG	F	3
POA0834	SGP	F	3
POA0834	THA	F	3
POA0834	TWN	F	3
POA0834	USA	M	3
POA0834	VNM	F	7
POA0834	ZAF	F	3
POA0834	ZWE	F	3
POA0835		F	229
POA0835		M	1320
POA0835	AUS	F	1124
POA0835	AUS	M	1756
POA0835	CAN	M	3
POA0835	CHN	F	3
POA0835	CHN	M	5
POA0835	DEU	F	9
POA0835	DEU	M	5
POA0835	FJI	M	3
POA0835	FRA	F	3
POA0835	FRA	M	3
POA0835	GBR	F	64
POA0835	GBR	M	137
POA0835	GRC	M	3
POA0835	HRV	M	4
POA0835	IDN	F	11
POA0835	IDN	M	4
POA0835	IND	F	4
POA0835	IND	M	17
POA0835	IRL	F	3
POA0835	IRL	M	38
POA0835	IRN	M	4
POA0835	ITA	F	3
POA0835	ITA	M	4
POA0835	KHM	M	19
POA0835	KOR	M	9
POA0835	LKA	M	3
POA0835	MKD	M	3
POA0835	MYS	F	5
POA0835	NLD	F	4
POA0835	NLD	M	8
POA0835	NZL	F	31
POA0835	NZL	M	89
POA0835	PHL	F	25
POA0835	PHL	M	70
POA0835	PNG	F	4
POA0835	PNG	M	7
POA0835	THA	F	7
POA0835	USA	M	5
POA0835	VNM	F	8
POA0835	VNM	M	5
POA0835	ZAF	F	6
POA0835	ZAF	M	24
POA0835	ZWE	F	4
POA0835	ZWE	M	10
POA0836		F	483
POA0836		M	569
POA0836	AUS	F	2754
POA0836	AUS	M	3156
POA0836	CAN	F	3
POA0836	CAN	M	4
POA0836	CHN	F	3
POA0836	CHN	M	4
POA0836	DEU	F	11
POA0836	DEU	M	10
POA0836	FJI	F	3
POA0836	FJI	M	3
POA0836	FRA	F	3
POA0836	FRA	M	5
POA0836	GBR	F	119
POA0836	GBR	M	146
POA0836	GRC	M	4
POA0836	IDN	F	29
POA0836	IDN	M	5
POA0836	IND	F	4
POA0836	IRL	F	7
POA0836	IRL	M	8
POA0836	ITA	F	3
POA0836	ITA	M	6
POA0836	KHM	F	5
POA0836	KHM	M	6
POA0836	KOR	F	3
POA0836	MYS	F	11
POA0836	MYS	M	8
POA0836	NLD	F	6
POA0836	NLD	M	10
POA0836	NZL	F	67
POA0836	NZL	M	53
POA0836	PHL	F	38
POA0836	PHL	M	15
POA0836	PNG	F	14
POA0836	PNG	M	7
POA0836	POL	F	6
POA0836	SGP	F	3
POA0836	SGP	M	9
POA0836	THA	F	42
POA0836	THA	M	5
POA0836	TWN	F	3
POA0836	USA	F	7
POA0836	USA	M	9
POA0836	VNM	F	13
POA0836	VNM	M	8
POA0836	ZAF	F	5
POA0836	ZAF	M	5
POA0836	ZWE	F	11
POA0836	ZWE	M	7
POA0837		F	29
POA0837		M	37
POA0837	AUS	F	134
POA0837	AUS	M	167
POA0837	GBR	F	4
POA0837	GBR	M	9
POA0837	NZL	M	3
POA0837	PHL	F	3
POA0838		F	50
POA0838		M	55
POA0838	AUS	F	283
POA0838	AUS	M	332
POA0838	DEU	F	4
POA0838	GBR	F	13
POA0838	GBR	M	14
POA0838	KHM	F	3
POA0838	NZL	F	7
POA0838	NZL	M	12
POA0838	VNM	F	10
POA0838	VNM	M	8
POA0838	ZAF	F	6
POA0838	ZAF	M	3
POA0839		F	58
POA0839		M	60
POA0839	AUS	F	162
POA0839	AUS	M	190
POA0839	DEU	M	3
POA0839	GBR	F	16
POA0839	GBR	M	6
POA0839	IDN	F	8
POA0839	IRL	M	3
POA0839	KOR	F	3
POA0839	KOR	M	4
POA0839	NZL	F	7
POA0839	NZL	M	3
POA0839	PHL	F	4
POA0839	PHL	M	3
POA0839	THA	F	9
POA0839	ZWE	M	3
POA0840		F	17
POA0840		M	28
POA0840	AUS	F	114
POA0840	AUS	M	160
POA0840	GBR	F	4
POA0840	GBR	M	18
POA0840	NZL	F	4
POA0840	NZL	M	8
POA0840	PHL	F	3
POA0841		F	53
POA0841		M	74
POA0841	AUS	F	240
POA0841	AUS	M	260
POA0841	DEU	M	3
POA0841	GBR	F	7
POA0841	GBR	M	19
POA0841	IND	M	3
POA0841	NLD	M	3
POA0841	NZL	F	9
POA0841	NZL	M	16
POA0841	PHL	F	6
POA0841	VNM	F	3
POA0841	VNM	M	7
POA0845		F	49
POA0845		M	54
POA0845	AUS	F	176
POA0845	AUS	M	185
POA0845	DEU	F	3
POA0845	GBR	F	8
POA0845	GBR	M	9
POA0845	NZL	M	4
POA0845	PHL	F	4
POA0845	PNG	M	3
POA0845	THA	F	3
POA0845	ZAF	F	4
POA0845	ZAF	M	3
POA0846		F	26
POA0846		M	35
POA0846	AUS	F	131
POA0846	AUS	M	133
POA0846	GBR	F	7
POA0846	GBR	M	4
POA0846	IDN	F	3
POA0846	NZL	M	5
POA0846	PHL	F	8
POA0847		F	25
POA0847		M	25
POA0847	AUS	F	109
POA0847	AUS	M	139
POA0847	GBR	M	4
POA0847	IDN	F	3
POA0847	NZL	F	6
POA0847	NZL	M	5
POA0847	USA	F	3
POA0850		F	813
POA0850		M	889
POA0850	AUS	F	2628
POA0850	AUS	M	2799
POA0850	CAN	M	8
POA0850	CHN	F	8
POA0850	CHN	M	14
POA0850	DEU	F	10
POA0850	DEU	M	12
POA0850	FJI	M	7
POA0850	FRA	F	3
POA0850	FRA	M	4
POA0850	GBR	F	83
POA0850	GBR	M	92
POA0850	HKG	M	3
POA0850	IDN	F	9
POA0850	IDN	M	3
POA0850	IND	F	50
POA0850	IND	M	49
POA0850	IRL	F	8
POA0850	IRL	M	4
POA0850	IRQ	M	12
POA0850	ITA	F	3
POA0850	ITA	M	8
POA0850	JPN	F	4
POA0850	KHM	M	3
POA0850	KOR	F	3
POA0850	KOR	M	4
POA0850	LKA	F	10
POA0850	LKA	M	11
POA0850	MUS	M	3
POA0850	MYS	F	10
POA0850	MYS	M	7
POA0850	NLD	F	5
POA0850	NLD	M	9
POA0850	NPL	F	15
POA0850	NPL	M	19
POA0850	NZL	F	69
POA0850	NZL	M	75
POA0850	PHL	F	136
POA0850	PHL	M	79
POA0850	PNG	F	7
POA0850	PNG	M	9
POA0850	POL	F	4
POA0850	THA	F	17
POA0850	TWN	F	3
POA0850	USA	F	13
POA0850	USA	M	14
POA0850	VNM	F	9
POA0850	VNM	M	11
POA0850	ZAF	F	9
POA0850	ZAF	M	10
POA0850	ZWE	F	10
POA0850	ZWE	M	12
POA0852		F	407
POA0852		M	517
POA0852	AUS	F	3485
POA0852	AUS	M	3673
POA0852	CAN	F	3
POA0852	CAN	M	3
POA0852	CHN	M	6
POA0852	DEU	F	11
POA0852	DEU	M	4
POA0852	FRA	F	5
POA0852	FRA	M	4
POA0852	GBR	F	22
POA0852	GBR	M	31
POA0852	GRC	M	3
POA0852	IND	F	3
POA0852	IND	M	8
POA0852	IRL	F	7
POA0852	IRL	M	4
POA0852	NLD	F	5
POA0852	NLD	M	4
POA0852	NZL	F	30
POA0852	NZL	M	21
POA0852	PHL	F	5
POA0852	PNG	M	3
POA0852	THA	F	3
POA0852	TWN	F	3
POA0852	USA	F	12
POA0852	ZAF	F	4
POA0852	ZAF	M	7
POA0852	ZWE	M	3
POA0853		F	28
POA0853		M	71
POA0853	AUS	F	313
POA0853	AUS	M	387
POA0853	CHN	M	3
POA0853	FJI	M	3
POA0853	GBR	M	7
POA0853	HKG	M	3
POA0853	IND	M	4
POA0853	NZL	M	4
POA0853	PHL	F	3
POA0853	PHL	M	4
POA0853	PNG	M	3
POA0853	THA	F	3
POA0853	USA	F	4
POA0854		F	34
POA0854		M	19
POA0854	AUS	F	363
POA0854	AUS	M	406
POA0854	FJI	F	9
POA0854	FJI	M	4
POA0854	GBR	M	3
POA0854	ITA	M	4
POA0854	NZL	F	8
POA0854	NZL	M	8
POA0860		F	175
POA0860		M	215
POA0860	AUS	F	1033
POA0860	AUS	M	1177
POA0860	CHN	F	15
POA0860	CHN	M	6
POA0860	DEU	F	4
POA0860	DEU	M	13
POA0860	FJI	F	10
POA0860	FJI	M	12
POA0860	FRA	F	3
POA0860	FRA	M	5
POA0860	GBR	F	33
POA0860	GBR	M	31
POA0860	GRC	F	3
POA0860	GRC	M	10
POA0860	IDN	F	6
POA0860	IDN	M	3
POA0860	IND	F	20
POA0860	IND	M	20
POA0860	IRL	M	4
POA0860	ITA	M	4
POA0860	MKD	M	3
POA0860	MYS	M	3
POA0860	NLD	M	4
POA0860	NPL	F	5
POA0860	NPL	M	3
POA0860	NZL	F	28
POA0860	NZL	M	31
POA0860	PHL	F	54
POA0860	PHL	M	17
POA0860	THA	F	12
POA0860	ZAF	M	3
POA0860	ZWE	F	5
POA0860	ZWE	M	3
POA0862		F	20
POA0862		M	18
POA0862	AUS	F	349
POA0862	AUS	M	352
POA0862	DEU	F	4
POA0862	GBR	F	3
POA0862	GBR	M	5
POA0862	NZL	F	3
POA0862	NZL	M	3
POA0870		F	1390
POA0870		M	1407
POA0870	AFG	F	3
POA0870	AFG	M	3
POA0870	AUS	F	6350
POA0870	AUS	M	6082
POA0870	BGD	F	6
POA0870	BGD	M	9
POA0870	CAN	F	25
POA0870	CAN	M	20
POA0870	CHL	F	3
POA0870	CHL	M	3
POA0870	CHN	F	34
POA0870	CHN	M	22
POA0870	DEU	F	58
POA0870	DEU	M	36
POA0870	EGY	F	3
POA0870	EGY	M	4
POA0870	FJI	F	44
POA0870	FJI	M	45
POA0870	FRA	F	20
POA0870	FRA	M	14
POA0870	GBR	F	312
POA0870	GBR	M	312
POA0870	GRC	M	8
POA0870	HKG	F	21
POA0870	HKG	M	22
POA0870	IDN	F	12
POA0870	IDN	M	9
POA0870	IND	F	281
POA0870	IND	M	302
POA0870	IRL	F	31
POA0870	IRL	M	35
POA0870	IRN	F	8
POA0870	IRN	M	5
POA0870	ITA	F	27
POA0870	ITA	M	32
POA0870	JPN	F	28
POA0870	JPN	M	10
POA0870	KHM	F	6
POA0870	KHM	M	10
POA0870	KOR	F	23
POA0870	KOR	M	14
POA0870	LBN	M	3
POA0870	LKA	F	39
POA0870	LKA	M	50
POA0870	MKD	M	8
POA0870	MLT	F	5
POA0870	MMR	F	16
POA0870	MMR	M	3
POA0870	MUS	F	4
POA0870	MUS	M	3
POA0870	MYS	F	21
POA0870	MYS	M	9
POA0870	NLD	F	28
POA0870	NLD	M	23
POA0870	NPL	F	27
POA0870	NPL	M	25
POA0870	NZL	F	371
POA0870	NZL	M	337
POA0870	PAK	F	8
POA0870	PAK	M	14
POA0870	PHL	F	239
POA0870	PHL	M	178
POA0870	PNG	F	31
POA0870	PNG	M	16
POA0870	POL	F	4
POA0870	POL	M	3
POA0870	SGP	F	9
POA0870	SGP	M	12
POA0870	THA	F	37
POA0870	THA	M	18
POA0870	TUR	M	4
POA0870	TWN	F	61
POA0870	TWN	M	40
POA0870	USA	F	221
POA0870	USA	M	280
POA0870	VNM	F	39
POA0870	VNM	M	28
POA0870	ZAF	F	70
POA0870	ZAF	M	55
POA0870	ZWE	F	77
POA0870	ZWE	M	77
POA0872		F	545
POA0872		M	603
POA0872	AUS	F	6825
POA0872	AUS	M	6876
POA0872	CAN	F	9
POA0872	CAN	M	4
POA0872	CHL	F	3
POA0872	CHN	F	6
POA0872	CHN	M	8
POA0872	DEU	F	15
POA0872	DEU	M	10
POA0872	FJI	F	3
POA0872	FRA	F	8
POA0872	FRA	M	6
POA0872	GBR	F	39
POA0872	GBR	M	50
POA0872	HKG	M	3
POA0872	IDN	F	3
POA0872	IDN	M	3
