POA_CODE_2016	Age5yr	Indigenous	Sex	persons
POA7016	15-19		F	3
POA7016	15-19		M	3
POA7016	15-19	0	F	51
POA7016	15-19	0	M	68
POA7016	15-19	1	F	3
POA7016	15-19	1	M	8
POA7016	20-24		F	7
POA7016	20-24		M	3
POA7016	20-24	0	F	59
POA7016	20-24	0	M	112
POA7016	20-24	1	F	18
POA7016	20-24	1	M	20
POA7016	25-29		F	3
POA7016	25-29		M	7
POA7016	25-29	0	F	90
POA7016	25-29	0	M	136
POA7016	25-29	1	F	12
POA7016	25-29	1	M	26
POA7016	30-34		F	5
POA7016	30-34		M	4
POA7016	30-34	0	F	95
POA7016	30-34	0	M	147
POA7016	30-34	1	F	9
POA7016	30-34	1	M	23
POA7016	35-39		M	3
POA7016	35-39	0	F	66
POA7016	35-39	0	M	123
POA7016	35-39	1	F	8
POA7016	35-39	1	M	17
POA7016	40-44		F	7
POA7016	40-44		M	3
POA7016	40-44	0	F	48
POA7016	40-44	0	M	91
POA7016	40-44	1	F	7
POA7016	40-44	1	M	10
POA7016	45-49		F	8
POA7016	45-49		M	11
POA7016	45-49	0	F	77
POA7016	45-49	0	M	105
POA7016	45-49	1	F	8
POA7016	45-49	1	M	10
POA7016	50-54		F	8
POA7016	50-54		M	7
POA7016	50-54	0	F	72
POA7016	50-54	0	M	94
POA7016	50-54	1	F	8
POA7016	50-54	1	M	4
POA7016	55-59		F	7
POA7016	55-59		M	6
POA7016	55-59	0	F	60
POA7016	55-59	0	M	68
POA7016	55-59	1	M	4
POA7016	60-64		M	7
POA7016	60-64	0	F	45
POA7016	60-64	0	M	48
POA7016	60-64	1	F	4
POA7016	65+		F	17
POA7016	65+		M	6
POA7016	65+	0	F	171
POA7016	65+	0	M	147
POA7016	65+	1	F	7
POA7016	65+	1	M	6
POA7017	0-4		F	14
POA7017	0-4		M	10
POA7017	0-4	0	F	153
POA7017	0-4	0	M	170
POA7017	0-4	1	F	9
POA7017	0-4	1	M	7
POA7017	5-9		F	4
POA7017	5-9		M	6
POA7017	5-9	0	F	161
POA7017	5-9	0	M	168
POA7017	5-9	1	F	8
POA7017	5-9	1	M	13
POA7017	10-14		F	9
POA7017	10-14		M	10
POA7017	10-14	0	F	139
POA7017	10-14	0	M	162
POA7017	10-14	1	F	8
POA7017	10-14	1	M	8
POA7017	15-19		F	6
POA7017	15-19		M	4
POA7017	15-19	0	F	162
POA7017	15-19	0	M	163
POA7017	15-19	1	F	14
POA7017	15-19	1	M	18
POA7017	20-24		F	4
POA7017	20-24		M	3
POA7017	20-24	0	F	133
POA7017	20-24	0	M	102
POA7017	20-24	1	F	7
POA7017	20-24	1	M	7
POA7017	25-29		F	6
POA7017	25-29		M	3
POA7017	25-29	0	F	165
POA7017	25-29	0	M	154
POA7017	25-29	1	F	11
POA7017	25-29	1	M	9
POA7017	30-34		F	8
POA7017	30-34		M	9
POA7017	30-34	0	F	183
POA7017	30-34	0	M	151
POA7017	30-34	1	F	4
POA7017	30-34	1	M	7
POA7017	35-39		F	7
POA7017	35-39		M	3
POA7017	35-39	0	F	156
POA7017	35-39	0	M	163
POA7017	35-39	1	F	6
POA7017	35-39	1	M	8
POA7017	40-44		F	11
POA7017	40-44		M	11
POA7017	40-44	0	F	192
POA7017	40-44	0	M	173
POA7017	40-44	1	F	11
POA7017	40-44	1	M	4
POA7017	45-49		F	13
POA7017	45-49		M	13
POA7017	45-49	0	F	191
POA7017	45-49	0	M	185
POA7017	45-49	1	F	14
POA7017	45-49	1	M	3
POA7017	50-54		F	8
POA7017	50-54		M	12
POA7017	50-54	0	F	174
POA7017	50-54	0	M	188
POA7017	50-54	1	F	3
POA7017	50-54	1	M	3
POA7017	55-59		F	7
POA7017	55-59		M	5
POA7017	55-59	0	F	216
POA7017	55-59	0	M	187
POA7017	55-59	1	F	8
POA7017	55-59	1	M	7
POA7017	60-64		F	18
POA7017	60-64		M	14
POA7017	60-64	0	F	190
POA7017	60-64	0	M	191
POA7017	60-64	1	F	4
POA7017	60-64	1	M	4
POA7017	65+		F	23
POA7017	65+		M	23
POA7017	65+	0	F	394
POA7017	65+	0	M	387
POA7017	65+	1	F	3
POA7017	65+	1	M	3
POA7018	0-4		F	14
POA7018	0-4		M	23
POA7018	0-4	0	F	490
POA7018	0-4	0	M	532
POA7018	0-4	1	F	25
POA7018	0-4	1	M	31
POA7018	5-9		F	29
POA7018	5-9		M	20
POA7018	5-9	0	F	555
POA7018	5-9	0	M	576
POA7018	5-9	1	F	26
POA7018	5-9	1	M	42
POA7018	10-14		F	30
POA7018	10-14		M	25
POA7018	10-14	0	F	507
POA7018	10-14	0	M	497
POA7018	10-14	1	F	36
POA7018	10-14	1	M	37
POA7018	15-19		F	21
POA7018	15-19		M	25
POA7018	15-19	0	F	513
POA7018	15-19	0	M	567
POA7018	15-19	1	F	27
POA7018	15-19	1	M	38
POA7018	20-24		F	23
POA7018	20-24		M	26
POA7018	20-24	0	F	456
POA7018	20-24	0	M	504
POA7018	20-24	1	F	22
POA7018	20-24	1	M	23
POA7018	25-29		F	24
POA7018	25-29		M	19
POA7018	25-29	0	F	523
POA7018	25-29	0	M	467
POA7018	25-29	1	F	27
POA7018	25-29	1	M	18
POA7018	30-34		F	19
POA7018	30-34		M	24
POA7018	30-34	0	F	616
POA7018	30-34	0	M	540
POA7018	30-34	1	F	26
POA7018	30-34	1	M	28
POA7018	35-39		F	25
POA7018	35-39		M	23
POA7018	35-39	0	F	620
POA7018	35-39	0	M	562
POA7018	35-39	1	F	17
POA7018	35-39	1	M	13
POA7018	40-44		F	19
POA7018	40-44		M	24
POA7018	40-44	0	F	665
POA7018	40-44	0	M	596
POA7018	40-44	1	F	25
POA7018	40-44	1	M	19
POA7018	45-49		F	24
POA7018	45-49		M	31
POA7018	45-49	0	F	702
POA7018	45-49	0	M	617
POA7018	45-49	1	F	13
POA7018	45-49	1	M	20
POA7018	50-54		F	31
POA7018	50-54		M	25
POA7018	50-54	0	F	674
POA7018	50-54	0	M	588
POA7018	50-54	1	F	20
POA7018	50-54	1	M	14
POA7018	55-59		F	40
POA7018	55-59		M	30
POA7018	55-59	0	F	702
POA7018	55-59	0	M	610
POA7018	55-59	1	F	13
POA7018	55-59	1	M	9
POA7018	60-64		F	34
POA7018	60-64		M	26
POA7018	60-64	0	F	713
POA7018	60-64	0	M	579
POA7018	60-64	1	F	7
POA7018	60-64	1	M	8
POA7018	65+		F	152
POA7018	65+		M	121
POA7018	65+	0	F	2510
POA7018	65+	0	M	1986
POA7018	65+	1	F	21
POA7018	65+	1	M	21
POA7019	0-4		F	11
POA7019	0-4		M	8
POA7019	0-4	0	F	227
POA7019	0-4	0	M	233
POA7019	0-4	1	F	28
POA7019	0-4	1	M	35
POA7019	5-9		F	18
POA7019	5-9		M	18
POA7019	5-9	0	F	199
POA7019	5-9	0	M	221
POA7019	5-9	1	F	29
POA7019	5-9	1	M	27
POA7019	10-14		F	6
POA7019	10-14		M	17
POA7019	10-14	0	F	153
POA7019	10-14	0	M	180
POA7019	10-14	1	F	39
POA7019	10-14	1	M	30
POA7019	15-19		F	18
POA7019	15-19		M	19
POA7019	15-19	0	F	159
POA7019	15-19	0	M	168
POA7019	15-19	1	F	26
POA7019	15-19	1	M	29
POA7019	20-24		F	16
POA7019	20-24		M	12
POA7019	20-24	0	F	224
POA7019	20-24	0	M	154
POA7019	20-24	1	F	15
POA7019	20-24	1	M	21
POA7019	25-29		F	10
POA7019	25-29		M	10
POA7019	25-29	0	F	243
POA7019	25-29	0	M	185
POA7019	25-29	1	F	18
POA7019	25-29	1	M	19
POA7019	30-34		F	12
POA7019	30-34		M	15
POA7019	30-34	0	F	234
POA7019	30-34	0	M	196
POA7019	30-34	1	F	18
POA7019	30-34	1	M	12
POA7019	35-39		F	9
POA7019	35-39		M	3
POA7019	35-39	0	F	194
POA7019	35-39	0	M	164
POA7019	35-39	1	F	18
POA7019	35-39	1	M	6
POA7019	40-44		F	12
POA7019	40-44		M	12
POA7019	40-44	0	F	171
POA7019	40-44	0	M	145
POA7019	40-44	1	F	13
POA7019	40-44	1	M	10
POA7019	45-49		F	17
POA7019	45-49		M	13
POA7019	45-49	0	F	141
POA7019	45-49	0	M	137
POA7019	45-49	1	F	18
POA7019	45-49	1	M	8
POA7019	50-54		F	20
POA7019	50-54		M	10
POA7019	50-54	0	F	153
POA7019	50-54	0	M	126
POA7019	50-54	1	F	9
POA7019	50-54	1	M	5
POA7019	55-59		F	13
POA7019	55-59		M	15
POA7019	55-59	0	F	165
POA7019	55-59	0	M	133
POA7019	55-59	1	F	8
POA7019	55-59	1	M	3
POA7019	60-64		F	11
POA7019	60-64		M	10
POA7019	60-64	0	F	172
POA7019	60-64	0	M	128
POA7019	60-64	1	F	4
POA7019	60-64	1	M	4
POA7019	65+		F	21
POA7019	65+		M	26
POA7019	65+	0	F	349
POA7019	65+	0	M	292
POA7019	65+	1	F	6
POA7019	65+	1	M	4
POA7020	0-4		F	3
POA7020	0-4		M	6
POA7020	0-4	0	F	66
POA7020	0-4	0	M	80
POA7020	0-4	1	F	4
POA7020	5-9		M	5
POA7020	5-9	0	F	81
POA7020	5-9	0	M	96
POA7020	5-9	1	F	5
POA7020	5-9	1	M	4
POA7020	10-14		M	4
POA7020	10-14	0	F	76
POA7020	10-14	0	M	70
POA7020	10-14	1	F	3
POA7020	10-14	1	M	4
POA7020	15-19		F	3
POA7020	15-19	0	F	73
POA7020	15-19	0	M	59
POA7020	15-19	1	M	3
POA7020	20-24	0	F	43
POA7020	20-24	0	M	57
POA7020	20-24	1	M	6
POA7020	25-29		F	4
POA7020	25-29		M	3
POA7020	25-29	0	F	40
POA7020	25-29	0	M	42
POA7020	30-34		F	4
POA7020	30-34	0	F	57
POA7020	30-34	0	M	53
POA7020	30-34	1	M	3
POA7020	35-39		F	3
POA7020	35-39		M	3
POA7020	35-39	0	F	74
POA7020	35-39	0	M	77
POA7020	35-39	1	F	3
POA7020	40-44		M	3
POA7020	40-44	0	F	86
POA7020	40-44	0	M	97
POA7020	40-44	1	F	3
POA7020	40-44	1	M	3
POA7020	45-49		F	3
POA7020	45-49		M	3
POA7020	45-49	0	F	105
POA7020	45-49	0	M	93
POA7020	45-49	1	F	5
POA7020	45-49	1	M	3
POA7020	50-54		F	8
POA7020	50-54		M	10
POA7020	50-54	0	F	115
POA7020	50-54	0	M	96
POA7020	50-54	1	M	4
POA7020	55-59		F	3
POA7020	55-59		M	7
POA7020	55-59	0	F	118
POA7020	55-59	0	M	120
POA7020	55-59	1	F	6
POA7020	55-59	1	M	3
POA7020	60-64		F	4
POA7020	60-64		M	4
POA7020	60-64	0	F	79
POA7020	60-64	0	M	78
POA7020	60-64	1	M	5
POA7020	65+		F	12
POA7020	65+		M	11
POA7020	65+	0	F	105
POA7020	65+	0	M	143
POA7021	0-4		F	3
POA7021	0-4		M	5
POA7021	0-4	0	F	58
POA7021	0-4	0	M	75
POA7021	0-4	1	F	3
POA7021	0-4	1	M	4
POA7021	5-9		M	3
POA7021	5-9	0	F	80
POA7021	5-9	0	M	82
POA7021	5-9	1	F	7
POA7021	5-9	1	M	3
POA7021	10-14		F	4
POA7021	10-14		M	3
POA7021	10-14	0	F	92
POA7021	10-14	0	M	60
POA7021	10-14	1	M	4
POA7021	15-19		M	3
POA7021	15-19	0	F	59
POA7021	15-19	0	M	62
POA7021	15-19	1	F	5
POA7021	15-19	1	M	3
POA7021	20-24	0	F	51
POA7021	20-24	0	M	49
POA7021	20-24	1	F	6
POA7021	25-29	0	F	54
POA7021	25-29	0	M	44
POA7021	25-29	1	F	4
POA7021	25-29	1	M	5
POA7021	30-34		F	3
POA7021	30-34	0	F	72
POA7021	30-34	0	M	60
POA7021	30-34	1	F	6
POA7021	35-39		F	5
POA7021	35-39	0	F	75
POA7021	35-39	0	M	56
POA7021	35-39	1	M	3
POA7021	40-44		F	4
POA7021	40-44		M	4
POA7021	40-44	0	F	78
POA7021	40-44	0	M	73
POA7021	40-44	1	F	4
POA7021	40-44	1	M	3
POA7021	45-49		F	4
POA7021	45-49		M	3
POA7021	45-49	0	F	73
POA7021	45-49	0	M	68
POA7021	45-49	1	M	3
POA7021	50-54		F	4
POA7021	50-54		M	3
POA7021	50-54	0	F	91
POA7021	50-54	0	M	75
POA7021	50-54	1	F	4
POA7021	55-59		F	3
POA7021	55-59		M	3
POA7021	55-59	0	F	109
POA7021	55-59	0	M	92
POA7021	55-59	1	F	4
POA7021	60-64		F	3
POA7021	60-64		M	8
POA7021	60-64	0	F	70
POA7021	60-64	0	M	68
POA7021	60-64	1	F	3
POA7021	65+		F	18
POA7021	65+		M	16
POA7021	65+	0	F	201
POA7021	65+	0	M	186
POA7021	65+	1	F	3
POA7021	65+	1	M	3
POA7022	0-4	0	F	17
POA7022	0-4	0	M	21
POA7022	0-4	1	F	3
POA7022	0-4	1	M	3
POA7022	5-9	0	F	16
POA7022	5-9	0	M	15
POA7022	5-9	1	F	4
POA7022	10-14		F	6
POA7022	10-14	0	F	27
POA7022	10-14	0	M	20
POA7022	10-14	1	F	4
POA7022	10-14	1	M	3
POA7022	15-19	0	F	22
POA7022	15-19	0	M	19
POA7022	15-19	1	M	4
POA7022	20-24	0	F	17
POA7022	20-24	0	M	18
POA7022	20-24	1	F	3
POA7022	25-29	0	F	19
POA7022	25-29	0	M	16
POA7022	30-34		M	3
POA7022	30-34	0	F	16
POA7022	30-34	0	M	17
POA7022	35-39	0	F	23
POA7022	35-39	0	M	16
POA7022	35-39	1	F	3
POA7022	40-44	0	F	32
POA7022	40-44	0	M	29
POA7022	45-49		M	3
POA7022	45-49	0	F	22
POA7022	45-49	0	M	17
POA7022	50-54		F	3
POA7022	50-54		M	4
POA7022	50-54	0	F	43
POA7022	50-54	0	M	23
POA7022	55-59		F	5
POA7022	55-59		M	3
POA7022	55-59	0	F	33
POA7022	55-59	0	M	33
POA7022	60-64		F	4
POA7022	60-64		M	6
POA7022	60-64	0	F	29
POA7022	60-64	0	M	40
POA7022	65+		F	6
POA7022	65+		M	7
POA7022	65+	0	F	80
POA7022	65+	0	M	97
POA7023	0-4	0	F	3
POA7023	0-4	0	M	3
POA7023	5-9	0	F	9
POA7023	5-9	0	M	6
POA7023	5-9	1	M	3
POA7023	10-14	0	F	4
POA7023	10-14	0	M	4
POA7023	10-14	1	M	3
POA7023	15-19		F	3
POA7023	15-19	0	F	3
POA7023	15-19	0	M	6
POA7023	20-24	0	F	6
POA7023	20-24	0	M	3
POA7023	25-29	0	F	9
POA7023	25-29	0	M	3
POA7023	30-34	0	F	3
POA7023	30-34	0	M	7
POA7023	35-39	0	F	3
POA7023	35-39	0	M	3
POA7023	40-44	0	F	6
POA7023	40-44	0	M	7
POA7023	45-49		F	3
POA7023	45-49		M	5
POA7023	45-49	0	F	11
POA7023	45-49	0	M	8
POA7023	50-54	0	F	15
POA7023	50-54	0	M	14
POA7023	50-54	1	M	3
POA7023	55-59		F	3
POA7023	55-59		M	3
POA7023	55-59	0	F	16
POA7023	55-59	0	M	20
POA7023	60-64	0	F	21
POA7023	60-64	0	M	21
POA7023	65+		F	4
POA7023	65+		M	3
POA7023	65+	0	F	38
POA7023	65+	0	M	39
POA7024	0-4	0	F	24
POA7024	0-4	0	M	17
POA7024	5-9	0	F	24
POA7024	5-9	0	M	17
POA7024	5-9	1	F	3
POA7024	10-14	0	F	7
POA7024	10-14	0	M	11
POA7024	15-19	0	F	5
POA7024	15-19	0	M	11
POA7024	20-24	0	F	7
POA7024	20-24	0	M	11
POA7024	25-29	0	F	9
POA7024	25-29	0	M	11
POA7024	30-34	0	F	19
POA7024	30-34	0	M	16
POA7024	35-39	0	F	21
POA7024	35-39	0	M	18
POA7024	40-44	0	F	19
POA7024	40-44	0	M	29
POA7024	45-49		M	3
POA7024	45-49	0	F	12
POA7024	45-49	0	M	19
POA7024	50-54	0	F	18
POA7024	50-54	0	M	12
POA7024	55-59		M	3
POA7024	55-59	0	F	23
POA7024	55-59	0	M	26
POA7024	60-64	0	F	13
POA7024	60-64	0	M	24
POA7024	65+		M	3
POA7024	65+	0	F	26
POA7024	65+	0	M	26
POA7025	0-4		M	3
POA7025	0-4	0	F	26
POA7025	0-4	0	M	43
POA7025	5-9		F	4
POA7025	5-9	0	F	47
POA7025	5-9	0	M	48
POA7025	10-14		F	3
POA7025	10-14	0	F	45
POA7025	10-14	0	M	50
POA7025	15-19		F	6
POA7025	15-19		M	3
POA7025	15-19	0	F	58
POA7025	15-19	0	M	43
POA7025	15-19	1	M	3
POA7025	20-24		M	3
POA7025	20-24	0	F	31
POA7025	20-24	0	M	40
POA7025	25-29	0	F	21
POA7025	25-29	0	M	18
POA7025	25-29	1	M	4
POA7025	30-34		F	3
POA7025	30-34		M	4
POA7025	30-34	0	F	34
POA7025	30-34	0	M	25
POA7025	30-34	1	F	3
POA7025	35-39	0	F	42
POA7025	35-39	0	M	40
POA7025	40-44		F	4
POA7025	40-44		M	4
POA7025	40-44	0	F	60
POA7025	40-44	0	M	47
POA7025	45-49		F	3
POA7025	45-49	0	F	77
POA7025	45-49	0	M	56
POA7025	50-54		M	5
POA7025	50-54	0	F	57
POA7025	50-54	0	M	67
POA7025	55-59		F	4
POA7025	55-59		M	3
POA7025	55-59	0	F	70
POA7025	55-59	0	M	65
POA7025	60-64		F	3
POA7025	60-64	0	F	76
POA7025	60-64	0	M	56
POA7025	65+		F	13
POA7025	65+		M	14
POA7025	65+	0	F	166
POA7025	65+	0	M	169
POA7025	65+	1	F	3
POA7026	0-4		F	3
POA7026	0-4	0	F	16
POA7026	0-4	0	M	29
POA7026	0-4	1	M	3
POA7026	5-9		F	4
POA7026	5-9	0	F	29
POA7026	5-9	0	M	23
POA7026	5-9	1	M	5
POA7026	10-14		M	3
POA7026	10-14	0	F	25
POA7026	10-14	0	M	26
POA7026	10-14	1	F	8
POA7026	15-19		F	3
POA7026	15-19		M	3
POA7026	15-19	0	F	23
POA7026	15-19	0	M	31
POA7026	15-19	1	F	3
POA7026	15-19	1	M	4
POA7026	20-24		F	3
POA7026	20-24		M	3
POA7026	20-24	0	F	18
POA7026	20-24	0	M	24
POA7026	25-29	0	F	16
POA7026	25-29	0	M	18
POA7026	25-29	1	F	3
POA7026	25-29	1	M	3
POA7026	30-34		F	3
POA7026	30-34		M	3
POA7026	30-34	0	F	25
POA7026	30-34	0	M	15
POA7026	30-34	1	F	3
POA7026	30-34	1	M	3
POA7026	35-39		M	3
POA7026	35-39	0	F	25
POA7026	35-39	0	M	23
POA7026	35-39	1	F	4
POA7026	40-44		F	3
POA7026	40-44		M	3
POA7026	40-44	0	F	27
POA7026	40-44	0	M	40
POA7026	45-49	0	F	30
POA7026	45-49	0	M	28
POA7026	45-49	1	F	3
POA7026	50-54	0	F	30
POA7026	50-54	0	M	27
POA7026	55-59		F	3
POA7026	55-59		M	7
POA7026	55-59	0	F	32
POA7026	55-59	0	M	35
POA7026	55-59	1	M	3
POA7026	60-64		F	4
POA7026	60-64		M	4
POA7026	60-64	0	F	27
POA7026	60-64	0	M	30
POA7026	65+		F	9
POA7026	65+		M	5
POA7026	65+	0	F	61
POA7026	65+	0	M	74
POA7027	0-4	0	F	3
POA7027	0-4	0	M	3
POA7027	5-9	0	F	3
POA7027	5-9	0	M	8
POA7027	10-14	0	F	14
POA7027	10-14	1	F	3
POA7027	15-19	0	F	8
POA7027	15-19	0	M	6
POA7027	20-24	0	F	5
POA7027	20-24	0	M	10
POA7027	25-29	0	F	3
POA7027	25-29	0	M	14
POA7027	30-34	0	F	5
POA7027	30-34	0	M	3
POA7027	35-39	0	F	6
POA7027	35-39	0	M	4
POA7027	40-44	0	F	7
POA7027	40-44	0	M	3
POA7027	45-49	0	F	6
POA7027	45-49	0	M	10
POA7027	50-54		F	3
POA7027	50-54		M	4
POA7027	50-54	0	F	11
POA7027	50-54	0	M	14
POA7027	55-59		M	3
POA7027	55-59	0	F	16
POA7027	55-59	0	M	16
POA7027	60-64	0	F	12
POA7027	60-64	0	M	21
POA7027	65+		M	3
POA7027	65+	0	F	25
POA7027	65+	0	M	27
POA7030	0-4		F	52
POA7030	0-4		M	53
POA7030	0-4	0	F	474
POA7030	0-4	0	M	515
POA7030	0-4	1	F	109
POA7030	0-4	1	M	106
POA7030	5-9		F	56
POA7030	5-9		M	49
POA7030	5-9	0	F	546
POA7030	5-9	0	M	555
POA7030	5-9	1	F	103
POA7030	5-9	1	M	116
POA7030	10-14		F	47
POA7030	10-14		M	59
POA7030	10-14	0	F	466
POA7030	10-14	0	M	555
POA7030	10-14	1	F	96
POA7030	10-14	1	M	91
POA7030	15-19		F	46
POA7030	15-19		M	45
POA7030	15-19	0	F	450
POA7030	15-19	0	M	521
POA7030	15-19	1	F	71
POA7030	15-19	1	M	83
POA7030	20-24		F	43
POA7030	20-24		M	43
POA7030	20-24	0	F	475
POA7030	20-24	0	M	427
POA7030	20-24	1	F	95
POA7030	20-24	1	M	76
POA7030	25-29		F	45
POA7030	25-29		M	36
POA7030	25-29	0	F	468
POA7030	25-29	0	M	386
POA7030	25-29	1	F	62
POA7030	25-29	1	M	45
POA7030	30-34		F	31
POA7030	30-34		M	33
POA7030	30-34	0	F	471
POA7030	30-34	0	M	445
POA7030	30-34	1	F	50
POA7030	30-34	1	M	45
POA7030	35-39		F	48
POA7030	35-39		M	43
POA7030	35-39	0	F	480
POA7030	35-39	0	M	451
POA7030	35-39	1	F	45
POA7030	35-39	1	M	30
POA7030	40-44		F	36
POA7030	40-44		M	40
POA7030	40-44	0	F	501
POA7030	40-44	0	M	433
POA7030	40-44	1	F	43
POA7030	40-44	1	M	39
POA7030	45-49		F	43
POA7030	45-49		M	38
POA7030	45-49	0	F	513
POA7030	45-49	0	M	502
POA7030	45-49	1	F	39
POA7030	45-49	1	M	46
POA7030	50-54		F	28
POA7030	50-54		M	24
POA7030	50-54	0	F	474
POA7030	50-54	0	M	495
POA7030	50-54	1	F	29
POA7030	50-54	1	M	18
POA7030	55-59		F	35
POA7030	55-59		M	39
POA7030	55-59	0	F	510
POA7030	55-59	0	M	476
POA7030	55-59	1	F	27
POA7030	55-59	1	M	41
POA7030	60-64		F	38
POA7030	60-64		M	33
POA7030	60-64	0	F	487
POA7030	60-64	0	M	465
POA7030	60-64	1	F	27
POA7030	60-64	1	M	24
POA7030	65+		F	90
POA7030	65+		M	91
POA7030	65+	0	F	989
POA7030	65+	0	M	997
POA7030	65+	1	F	30
POA7030	65+	1	M	37
POA7050	0-4		F	18
POA7050	0-4		M	16
POA7050	0-4	0	F	390
POA7050	0-4	0	M	392
POA7050	0-4	1	F	19
POA7050	0-4	1	M	34
POA7050	5-9		F	12
POA7050	5-9		M	20
POA7050	5-9	0	F	324
POA7050	5-9	0	M	373
POA7050	5-9	1	F	24
POA7050	5-9	1	M	28
POA7050	10-14		F	9
POA7050	10-14		M	17
POA7050	10-14	0	F	328
POA7050	10-14	0	M	374
POA7050	10-14	1	F	14
POA7050	10-14	1	M	33
POA7050	15-19		F	8
POA7050	15-19		M	14
POA7050	15-19	0	F	336
POA7050	15-19	0	M	361
POA7050	15-19	1	F	15
POA7050	15-19	1	M	27
POA7050	20-24		F	14
POA7050	20-24		M	17
POA7050	20-24	0	F	304
POA7050	20-24	0	M	327
POA7050	20-24	1	F	21
POA7050	20-24	1	M	24
POA7050	25-29		F	15
POA7050	25-29		M	18
POA7050	25-29	0	F	356
POA7050	25-29	0	M	330
POA7050	25-29	1	F	20
POA7050	25-29	1	M	17
POA7050	30-34		F	23
POA7050	30-34		M	24
POA7050	30-34	0	F	414
POA7050	30-34	0	M	374
POA7050	30-34	1	F	18
POA7050	30-34	1	M	13
POA7050	35-39		F	16
POA7050	35-39		M	14
POA7050	35-39	0	F	375
POA7050	35-39	0	M	342
POA7050	35-39	1	F	12
POA7050	35-39	1	M	8
POA7050	40-44		F	12
POA7050	40-44		M	13
POA7050	40-44	0	F	388
POA7050	40-44	0	M	333
POA7050	40-44	1	F	6
POA7050	40-44	1	M	3
POA7050	45-49		F	16
POA7050	45-49		M	17
POA7050	45-49	0	F	415
POA7050	45-49	0	M	320
POA7050	45-49	1	F	20
POA7050	45-49	1	M	10
POA7050	50-54		F	15
POA7050	50-54		M	11
POA7050	50-54	0	F	374
POA7050	50-54	0	M	317
POA7050	50-54	1	F	14
POA7050	50-54	1	M	13
POA7050	55-59		F	16
POA7050	55-59		M	14
POA7050	55-59	0	F	404
POA7050	55-59	0	M	297
POA7050	55-59	1	F	3
POA7050	55-59	1	M	7
POA7050	60-64		F	18
POA7050	60-64		M	22
POA7050	60-64	0	F	383
POA7050	60-64	0	M	323
POA7050	60-64	1	F	6
POA7050	60-64	1	M	4
POA7050	65+		F	73
POA7050	65+		M	65
POA7050	65+	0	F	1238
POA7050	65+	0	M	924
POA7050	65+	1	F	16
POA7050	65+	1	M	15
POA7052	0-4		F	10
POA7052	0-4		M	11
POA7052	0-4	0	F	181
POA7052	0-4	0	M	192
POA7052	0-4	1	F	13
POA7052	0-4	1	M	7
POA7052	5-9		F	7
POA7052	5-9		M	4
POA7052	5-9	0	F	226
POA7052	5-9	0	M	228
POA7052	5-9	1	F	6
POA7052	5-9	1	M	8
POA7052	10-14		F	6
POA7052	10-14		M	8
POA7052	10-14	0	F	211
POA7052	10-14	0	M	213
POA7052	10-14	1	F	11
POA7052	10-14	1	M	9
POA7052	15-19		F	6
POA7052	15-19		M	11
POA7052	15-19	0	F	195
POA7052	15-19	0	M	207
POA7052	15-19	1	F	15
POA7052	15-19	1	M	15
POA7052	20-24		F	9
POA7052	20-24		M	4
POA7052	20-24	0	F	185
POA7052	20-24	0	M	183
POA7052	20-24	1	F	12
POA7052	20-24	1	M	7
POA7052	25-29		F	7
POA7052	25-29		M	3
POA7052	25-29	0	F	158
POA7052	25-29	0	M	139
POA7052	25-29	1	F	8
POA7052	25-29	1	M	4
POA7052	30-34		F	9
POA7052	30-34		M	14
POA7052	30-34	0	F	196
POA7052	30-34	0	M	159
POA7052	30-34	1	F	13
POA7052	30-34	1	M	4
POA7052	35-39		F	7
POA7052	35-39		M	10
POA7052	35-39	0	F	218
POA7052	35-39	0	M	183
POA7052	35-39	1	F	4
POA7052	35-39	1	M	4
POA7052	40-44		F	7
POA7052	40-44		M	11
POA7052	40-44	0	F	254
POA7052	40-44	0	M	196
POA7052	40-44	1	F	5
POA7052	40-44	1	M	9
POA7052	45-49		F	7
POA7052	45-49		M	18
POA7052	45-49	0	F	231
POA7052	45-49	0	M	225
POA7052	45-49	1	F	9
POA7052	45-49	1	M	9
POA7052	50-54		F	13
POA7052	50-54		M	8
POA7052	50-54	0	F	233
POA7052	50-54	0	M	189
POA7052	50-54	1	F	7
POA7052	50-54	1	M	6
POA7052	55-59		F	9
POA7052	55-59		M	9
POA7052	55-59	0	F	291
POA7052	55-59	0	M	238
POA7052	55-59	1	F	3
POA7052	55-59	1	M	6
POA7052	60-64		F	15
POA7052	60-64		M	11
POA7052	60-64	0	F	257
POA7052	60-64	0	M	209
POA7052	60-64	1	F	3
POA7052	60-64	1	M	3
POA7052	65+		F	41
POA7052	65+		M	44
POA7052	65+	0	F	667
POA7052	65+	0	M	560
POA7052	65+	1	F	3
POA7053	0-4		F	5
POA7053	0-4		M	3
POA7053	0-4	0	F	64
POA7053	0-4	0	M	69
POA7053	0-4	1	F	3
POA7053	5-9		F	3
POA7053	5-9		M	6
POA7053	5-9	0	F	109
POA7053	5-9	0	M	129
POA7053	10-14		F	4
POA7053	10-14		M	3
POA7053	10-14	0	F	136
POA7053	10-14	0	M	147
POA7053	10-14	1	F	3
POA7053	15-19		M	5
POA7053	15-19	0	F	114
POA7053	15-19	0	M	109
POA7053	20-24	0	F	61
POA7053	20-24	0	M	68
POA7053	20-24	1	F	3
