POA_CODE_2016	AustCitizen	Sex	persons
POA2107	0	F	877
POA2107	0	M	812
POA2107	1	F	6626
POA2107	1	M	6356
POA2108	0	F	118
POA2108	0	M	141
POA2108	1	F	702
POA2108	1	M	712
POA2109	0	F	880
POA2109	0	M	838
POA2109	1	F	758
POA2109	1	M	607
POA2110	0	F	610
POA2110	0	M	582
POA2110	1	F	4567
POA2110	1	M	4590
POA2111	0	F	1050
POA2111	0	M	1011
POA2111	1	F	6394
POA2111	1	M	5955
POA2112	0	F	4090
POA2112	0	M	3635
POA2112	1	F	12778
POA2112	1	M	12353
POA2113	0	F	2193
POA2113	0	M	1943
POA2113	1	F	7181
POA2113	1	M	7050
POA2114	0	F	3507
POA2114	0	M	3093
POA2114	1	F	8699
POA2114	1	M	8758
POA2115	0	F	908
POA2115	0	M	905
POA2115	1	F	4478
POA2115	1	M	4447
POA2116	0	F	656
POA2116	0	M	619
POA2116	1	F	2699
POA2116	1	M	2665
POA2117	0	F	2490
POA2117	0	M	2159
POA2117	1	F	8401
POA2117	1	M	8236
POA2118	0	F	2927
POA2118	0	M	2658
POA2118	1	F	9449
POA2118	1	M	9306
POA2119	0	F	782
POA2119	0	M	671
POA2119	1	F	5342
POA2119	1	M	4842
POA2120	0	F	1448
POA2120	0	M	1304
POA2120	1	F	8838
POA2120	1	M	8621
POA2121	0	F	3734
POA2121	0	M	3647
POA2121	1	F	10572
POA2121	1	M	10263
POA2122	0	F	5286
POA2122	0	M	4622
POA2122	1	F	10840
POA2122	1	M	10415
POA2123	0	F	0
POA2123	0	M	0
POA2123	1	F	0
POA2123	1	M	0
POA2125	0	F	978
POA2125	0	M	880
POA2125	1	F	7315
POA2125	1	M	7200
POA2126	0	F	1440
POA2126	0	M	1353
POA2126	1	F	8112
POA2126	1	M	7857
POA2127	0	F	2688
POA2127	0	M	2445
POA2127	1	F	4703
POA2127	1	M	4693
POA2128	0	F	655
POA2128	0	M	1933
POA2128	1	F	751
POA2128	1	M	825
POA2129	0	F	0
POA2129	0	M	0
POA2129	1	F	0
POA2129	1	M	0
POA2130	0	F	764
POA2130	0	M	765
POA2130	1	F	2987
POA2130	1	M	2788
POA2131	0	F	4229
POA2131	0	M	4301
POA2131	1	F	7838
POA2131	1	M	7472
POA2132	0	F	998
POA2132	0	M	961
POA2132	1	F	4557
POA2132	1	M	4102
POA2133	0	F	951
POA2133	0	M	874
POA2133	1	F	4850
POA2133	1	M	4343
POA2134	0	F	4152
POA2134	0	M	3670
POA2134	1	F	4209
POA2134	1	M	4006
POA2135	0	F	4353
POA2135	0	M	4880
POA2135	1	F	8246
POA2135	1	M	7770
POA2136	0	F	690
POA2136	0	M	672
POA2136	1	F	3090
POA2136	1	M	2915
POA2137	0	F	2565
POA2137	0	M	2388
POA2137	1	F	11132
POA2137	1	M	10429
POA2138	0	F	4648
POA2138	0	M	4186
POA2138	1	F	5572
POA2138	1	M	5621
POA2139	0	F	5
POA2139	0	M	12
POA2139	1	F	13
POA2139	1	M	25
POA2140	0	F	3662
POA2140	0	M	4141
POA2140	1	F	3976
POA2140	1	M	4385
POA2141	0	F	4421
POA2141	0	M	5235
POA2141	1	F	9441
POA2141	1	M	9580
POA2142	0	F	4167
POA2142	0	M	4952
POA2142	1	F	8396
POA2142	1	M	8780
POA2143	0	F	983
POA2143	0	M	990
POA2143	1	F	3508
POA2143	1	M	3439
POA2144	0	F	5724
POA2144	0	M	9181
POA2144	1	F	11075
POA2144	1	M	11389
POA2145	0	F	9831
POA2145	0	M	10094
POA2145	1	F	29757
POA2145	1	M	29528
POA2146	0	F	1808
POA2146	0	M	1943
POA2146	1	F	6921
POA2146	1	M	6798
POA2147	0	F	2959
POA2147	0	M	3138
POA2147	1	F	15166
POA2147	1	M	15081
POA2148	0	F	7401
POA2148	0	M	7380
POA2148	1	F	23995
POA2148	1	M	24294
POA2150	0	F	8155
POA2150	0	M	8804
POA2150	1	F	6896
POA2150	1	M	7648
POA2151	0	F	2452
POA2151	0	M	2334
POA2151	1	F	8343
POA2151	1	M	8180
POA2152	0	F	987
POA2152	0	M	949
POA2152	1	F	4927
POA2152	1	M	4351
POA2153	0	F	4397
POA2153	0	M	3871
POA2153	1	F	24506
POA2153	1	M	23785
POA2154	0	F	3305
POA2154	0	M	2884
POA2154	1	F	17135
POA2154	1	M	16269
POA2155	0	F	4105
POA2155	0	M	3775
POA2155	1	F	23923
POA2155	1	M	23646
POA2156	0	F	519
POA2156	0	M	503
POA2156	1	F	5993
POA2156	1	M	5923
POA2157	0	F	213
POA2157	0	M	210
POA2157	1	F	1666
POA2157	1	M	1651
POA2158	0	F	529
POA2158	0	M	473
POA2158	1	F	3852
POA2158	1	M	3727
POA2159	0	F	210
POA2159	0	M	225
POA2159	1	F	2301
POA2159	1	M	2242
POA2160	0	F	4006
POA2160	0	M	4832
POA2160	1	F	13761
POA2160	1	M	13370
POA2161	0	F	3106
POA2161	0	M	3646
POA2161	1	F	12483
POA2161	1	M	12188
POA2162	0	F	1560
POA2162	0	M	1554
POA2162	1	F	7863
POA2162	1	M	7641
POA2163	0	F	1036
POA2163	0	M	1410
POA2163	1	F	3571
POA2163	1	M	3579
POA2164	0	F	1722
POA2164	0	M	1713
POA2164	1	F	8185
POA2164	1	M	8005
POA2165	0	F	5379
POA2165	0	M	5475
POA2165	1	F	16109
POA2165	1	M	15483
POA2166	0	F	5828
POA2166	0	M	5053
POA2166	1	F	21073
POA2166	1	M	20815
POA2167	0	F	1242
POA2167	0	M	998
POA2167	1	F	3673
POA2167	1	M	3720
POA2168	0	F	3702
POA2168	0	M	3486
POA2168	1	F	18386
POA2168	1	M	17878
POA2170	0	F	11176
POA2170	0	M	10854
POA2170	1	F	42250
POA2170	1	M	41175
POA2171	0	F	2120
POA2171	0	M	2038
POA2171	1	F	15436
POA2171	1	M	15269
POA2172	0	F	108
POA2172	0	M	103
POA2172	1	F	1251
POA2172	1	M	1317
POA2173	0	F	947
POA2173	0	M	950
POA2173	1	F	6115
POA2173	1	M	6423
POA2174	0	F	240
POA2174	0	M	213
POA2174	1	F	901
POA2174	1	M	915
POA2175	0	F	110
POA2175	0	M	130
POA2175	1	F	777
POA2175	1	M	819
POA2176	0	F	3479
POA2176	0	M	3187
POA2176	1	F	20844
POA2176	1	M	20300
POA2177	0	F	1015
POA2177	0	M	958
POA2177	1	F	7163
POA2177	1	M	6844
POA2178	0	F	313
POA2178	0	M	320
POA2178	1	F	1757
POA2178	1	M	1843
POA2179	0	F	527
POA2179	0	M	561
POA2179	1	F	2696
POA2179	1	M	2749
POA2190	0	F	1781
POA2190	0	M	1758
POA2190	1	F	11104
POA2190	1	M	10920
POA2191	0	F	460
POA2191	0	M	398
POA2191	1	F	2802
POA2191	1	M	2656
POA2192	0	F	1421
POA2192	0	M	1481
POA2192	1	F	4965
POA2192	1	M	4856
POA2193	0	F	1614
POA2193	0	M	1525
POA2193	1	F	6169
POA2193	1	M	5942
POA2194	0	F	4876
POA2194	0	M	4956
POA2194	1	F	7343
POA2194	1	M	7363
POA2195	0	F	4284
POA2195	0	M	5491
POA2195	1	F	8332
POA2195	1	M	9043
POA2196	0	F	2894
POA2196	0	M	3207
POA2196	1	F	12846
POA2196	1	M	12866
POA2197	0	F	592
POA2197	0	M	548
POA2197	1	F	4011
POA2197	1	M	3921
POA2198	0	F	490
POA2198	0	M	506
POA2198	1	F	4168
POA2198	1	M	3879
POA2199	0	F	1465
POA2199	0	M	1475
POA2199	1	F	7547
POA2199	1	M	7524
POA2200	0	F	5215
POA2200	0	M	5047
POA2200	1	F	16865
POA2200	1	M	16559
POA2203	0	F	1320
POA2203	0	M	1291
POA2203	1	F	5848
POA2203	1	M	5248
POA2204	0	F	2669
POA2204	0	M	2712
POA2204	1	F	10849
POA2204	1	M	10274
POA2205	0	F	3764
POA2205	0	M	3779
POA2205	1	F	5868
POA2205	1	M	6032
POA2206	0	F	1269
POA2206	0	M	1242
POA2206	1	F	8586
POA2206	1	M	8309
POA2207	0	F	2774
POA2207	0	M	2594
POA2207	1	F	11849
POA2207	1	M	11318
POA2208	0	F	961
POA2208	0	M	902
POA2208	1	F	5417
POA2208	1	M	5169
POA2209	0	F	1835
POA2209	0	M	1591
POA2209	1	F	6318
POA2209	1	M	6022
POA2210	0	F	2716
POA2210	0	M	2659
POA2210	1	F	12991
POA2210	1	M	12221
POA2211	0	F	1234
POA2211	0	M	1190
POA2211	1	F	7354
POA2211	1	M	7065
POA2212	0	F	1272
POA2212	0	M	1211
POA2212	1	F	6923
POA2212	1	M	6442
POA2213	0	F	1313
POA2213	0	M	1136
POA2213	1	F	9836
POA2213	1	M	9501
POA2214	0	F	151
POA2214	0	M	145
POA2214	1	F	1854
POA2214	1	M	1801
POA2216	0	F	4262
POA2216	0	M	4639
POA2216	1	F	9644
POA2216	1	M	9519
POA2217	0	F	3739
POA2217	0	M	3746
POA2217	1	F	9846
POA2217	1	M	9515
POA2218	0	F	2296
POA2218	0	M	2287
POA2218	1	F	5901
POA2218	1	M	5941
POA2219	0	F	852
POA2219	0	M	785
POA2219	1	F	6095
POA2219	1	M	5465
POA2220	0	F	6812
POA2220	0	M	6376
POA2220	1	F	9700
POA2220	1	M	9603
POA2221	0	F	1250
POA2221	0	M	1157
POA2221	1	F	7235
POA2221	1	M	6841
POA2222	0	F	1723
POA2222	0	M	1595
POA2222	1	F	4876
POA2222	1	M	4594
POA2223	0	F	1704
POA2223	0	M	1541
POA2223	1	F	9072
POA2223	1	M	8595
POA2224	0	F	788
POA2224	0	M	726
POA2224	1	F	6593
POA2224	1	M	6109
POA2225	0	F	210
POA2225	0	M	198
POA2225	1	F	2555
POA2225	1	M	2448
POA2226	0	F	612
POA2226	0	M	595
POA2226	1	F	5730
POA2226	1	M	5569
POA2227	0	F	702
POA2227	0	M	637
POA2227	1	F	6806
POA2227	1	M	6484
POA2228	0	F	1322
POA2228	0	M	1195
POA2228	1	F	8186
POA2228	1	M	7661
POA2229	0	F	1547
POA2229	0	M	1326
POA2229	1	F	13237
POA2229	1	M	12609
POA2230	0	F	1936
POA2230	0	M	1861
POA2230	1	F	12716
POA2230	1	M	12329
POA2231	0	F	80
POA2231	0	M	96
POA2231	1	F	1041
POA2231	1	M	1052
POA2232	0	F	1958
POA2232	0	M	1754
POA2232	1	F	14976
POA2232	1	M	14182
POA2233	0	F	958
POA2233	0	M	916
POA2233	1	F	14061
POA2233	1	M	13556
POA2234	0	F	1064
POA2234	0	M	1020
POA2234	1	F	14399
POA2234	1	M	14097
POA2250	0	F	4235
POA2250	0	M	4051
POA2250	1	F	30338
POA2250	1	M	28572
POA2251	0	F	1666
POA2251	0	M	1524
POA2251	1	F	15329
POA2251	1	M	14185
POA2256	0	F	1050
POA2256	0	M	890
POA2256	1	F	7079
POA2256	1	M	6578
POA2257	0	F	1745
POA2257	0	M	1572
POA2257	1	F	13319
POA2257	1	M	12375
POA2258	0	F	249
POA2258	0	M	249
POA2258	1	F	2340
POA2258	1	M	2327
POA2259	0	F	3189
POA2259	0	M	2984
POA2259	1	F	27271
POA2259	1	M	26071
POA2260	0	F	1210
POA2260	0	M	1188
POA2260	1	F	10677
POA2260	1	M	10342
POA2261	0	F	2710
POA2261	0	M	2484
POA2261	1	F	24775
POA2261	1	M	22780
POA2262	0	F	1002
POA2262	0	M	921
POA2262	1	F	9667
POA2262	1	M	9238
POA2263	0	F	1533
POA2263	0	M	1382
POA2263	1	F	10993
POA2263	1	M	10360
POA2264	0	F	651
POA2264	0	M	660
POA2264	1	F	6596
POA2264	1	M	6324
POA2265	0	F	339
POA2265	0	M	312
POA2265	1	F	2685
POA2265	1	M	2473
POA2267	0	F	103
POA2267	0	M	117
POA2267	1	F	1289
POA2267	1	M	1252
POA2278	0	F	71
POA2278	0	M	62
POA2278	1	F	1203
POA2278	1	M	1239
POA2280	0	F	931
POA2280	0	M	874
POA2280	1	F	12671
POA2280	1	M	12200
POA2281	0	F	544
POA2281	0	M	530
POA2281	1	F	6701
POA2281	1	M	6503
POA2282	0	F	565
POA2282	0	M	540
POA2282	1	F	7133
POA2282	1	M	6538
POA2283	0	F	1045
POA2283	0	M	893
POA2283	1	F	10925
POA2283	1	M	10432
POA2284	0	F	410
POA2284	0	M	383
POA2284	1	F	4908
POA2284	1	M	4799
POA2285	0	F	1108
POA2285	0	M	1073
POA2285	1	F	14665
POA2285	1	M	13875
POA2286	0	F	122
POA2286	0	M	123
POA2286	1	F	1865
POA2286	1	M	1797
POA2287	0	F	1947
POA2287	0	M	1912
POA2287	1	F	16620
POA2287	1	M	15924
POA2289	0	F	625
POA2289	0	M	631
POA2289	1	F	9113
POA2289	1	M	8747
POA2290	0	F	1459
POA2290	0	M	1315
POA2290	1	F	15745
POA2290	1	M	14908
POA2291	0	F	566
POA2291	0	M	521
POA2291	1	F	6189
POA2291	1	M	6138
POA2292	0	F	117
POA2292	0	M	97
POA2292	1	F	1120
POA2292	1	M	1125
POA2293	0	F	111
POA2293	0	M	135
POA2293	1	F	1152
POA2293	1	M	1122
POA2294	0	F	96
POA2294	0	M	98
POA2294	1	F	852
POA2294	1	M	882
POA2295	0	F	298
POA2295	0	M	327
POA2295	1	F	3178
POA2295	1	M	3120
POA2296	0	F	104
POA2296	0	M	130
POA2296	1	F	840
POA2296	1	M	810
POA2297	0	F	116
POA2297	0	M	112
POA2297	1	F	725
POA2297	1	M	730
POA2298	0	F	560
POA2298	0	M	551
POA2298	1	F	4341
POA2298	1	M	4048
POA2299	0	F	1000
POA2299	0	M	1077
POA2299	1	F	4704
POA2299	1	M	4425
POA2300	0	F	819
POA2300	0	M	869
POA2300	1	F	4400
POA2300	1	M	4491
POA2302	0	F	55
POA2302	0	M	71
POA2302	1	F	199
POA2302	1	M	239
POA2303	0	F	434
POA2303	0	M	512
POA2303	1	F	4191
POA2303	1	M	4002
POA2304	0	F	854
POA2304	0	M	875
POA2304	1	F	6807
POA2304	1	M	6640
POA2305	0	F	551
POA2305	0	M	465
POA2305	1	F	5884
POA2305	1	M	5603
POA2306	0	F	186
POA2306	0	M	149
POA2306	1	F	1587
POA2306	1	M	1439
POA2307	0	F	266
POA2307	0	M	321
POA2307	1	F	1655
POA2307	1	M	1666
POA2308	0	F	203
POA2308	0	M	174
POA2308	1	F	531
POA2308	1	M	419
POA2311	0	F	40
POA2311	0	M	35
POA2311	1	F	373
POA2311	1	M	415
POA2312	0	F	68
POA2312	0	M	62
POA2312	1	F	638
POA2312	1	M	693
POA2314	0	F	21
POA2314	0	M	78
POA2314	1	F	24
POA2314	1	M	87
POA2315	0	F	970
POA2315	0	M	859
POA2315	1	F	6560
POA2315	1	M	6264
POA2316	0	F	371
POA2316	0	M	336
POA2316	1	F	2591
POA2316	1	M	2553
POA2317	0	F	356
POA2317	0	M	314
POA2317	1	F	2931
POA2317	1	M	2641
POA2318	0	F	598
POA2318	0	M	590
POA2318	1	F	5476
POA2318	1	M	5481
POA2319	0	F	328
POA2319	0	M	326
POA2319	1	F	3006
POA2319	1	M	3026
POA2320	0	F	1612
POA2320	0	M	1520
POA2320	1	F	16019
POA2320	1	M	15406
POA2321	0	F	537
POA2321	0	M	565
POA2321	1	F	6856
POA2321	1	M	6667
POA2322	0	F	756
POA2322	0	M	732
POA2322	1	F	8538
POA2322	1	M	8429
POA2323	0	F	1183
POA2323	0	M	1137
POA2323	1	F	12042
POA2323	1	M	11370
POA2324	0	F	1151
POA2324	0	M	1142
POA2324	1	F	10776
POA2324	1	M	10581
POA2325	0	F	1450
POA2325	0	M	2138
POA2325	1	F	12854
POA2325	1	M	12017
POA2326	0	F	311
POA2326	0	M	297
POA2326	1	F	3363
POA2326	1	M	3366
POA2327	0	F	366
POA2327	0	M	303
POA2327	1	F	3491
POA2327	1	M	3458
POA2328	0	F	116
POA2328	0	M	136
POA2328	1	F	1077
POA2328	1	M	1114
POA2329	0	F	149
POA2329	0	M	140
POA2329	1	F	913
POA2329	1	M	910
POA2330	0	F	1186
POA2330	0	M	1192
POA2330	1	F	8947
POA2330	1	M	9028
POA2331	0	F	1
POA2331	0	M	5
POA2331	1	F	13
POA2331	1	M	303
POA2333	0	F	756
POA2333	0	M	985
POA2333	1	F	5892
POA2333	1	M	6016
POA2334	0	F	113
POA2334	0	M	104
POA2334	1	F	1273
POA2334	1	M	1341
POA2335	0	F	274
