POA_CODE_2016	Age	MaritalStatus	Sex	responses
POA3134	25-34	Married	F	1109
POA3134	25-34	Married	M	869
POA3134	25-34	Separated	F	39
POA3134	25-34	Separated	M	20
POA3134	25-34	Widowed	F	6
POA3134	35-44	Divorced	F	164
POA3134	35-44	Divorced	M	119
POA3134	35-44	Married	F	1682
POA3134	35-44	Married	M	1579
POA3134	35-44	Separated	F	90
POA3134	35-44	Separated	M	53
POA3134	35-44	Widowed	F	8
POA3134	35-44	Widowed	M	3
POA3134	45-54	Divorced	F	341
POA3134	45-54	Divorced	M	236
POA3134	45-54	Married	F	1521
POA3134	45-54	Married	M	1516
POA3134	45-54	Separated	F	126
POA3134	45-54	Separated	M	96
POA3134	45-54	Widowed	F	40
POA3134	45-54	Widowed	M	16
POA3134	55-64	Divorced	F	318
POA3134	55-64	Divorced	M	218
POA3134	55-64	Married	F	1293
POA3134	55-64	Married	M	1318
POA3134	55-64	Separated	F	87
POA3134	55-64	Separated	M	66
POA3134	55-64	Widowed	F	100
POA3134	55-64	Widowed	M	35
POA3134	65-74	Divorced	F	279
POA3134	65-74	Divorced	M	134
POA3134	65-74	Married	F	922
POA3134	65-74	Married	M	1005
POA3134	65-74	Separated	F	49
POA3134	65-74	Separated	M	39
POA3134	65-74	Widowed	F	220
POA3134	65-74	Widowed	M	61
POA3134	75-84	Divorced	F	113
POA3134	75-84	Divorced	M	50
POA3134	75-84	Married	F	379
POA3134	75-84	Married	M	513
POA3134	75-84	Separated	F	8
POA3134	75-84	Separated	M	22
POA3134	75-84	Widowed	F	332
POA3134	75-84	Widowed	M	78
POA3134	85+	Divorced	F	20
POA3134	85+	Divorced	M	8
POA3134	85+	Married	F	93
POA3134	85+	Married	M	161
POA3134	85+	Separated	F	6
POA3134	85+	Separated	M	5
POA3134	85+	Widowed	F	417
POA3134	85+	Widowed	M	96
POA3135	15-19	Married	M	3
POA3135	20-24	Married	F	22
POA3135	20-24	Married	M	23
POA3135	20-24	Widowed	F	5
POA3135	25-34	Divorced	F	28
POA3135	25-34	Divorced	M	11
POA3135	25-34	Married	F	730
POA3135	25-34	Married	M	531
POA3135	25-34	Separated	F	30
POA3135	25-34	Separated	M	12
POA3135	35-44	Divorced	F	84
POA3135	35-44	Divorced	M	67
POA3135	35-44	Married	F	1019
POA3135	35-44	Married	M	1049
POA3135	35-44	Separated	F	62
POA3135	35-44	Separated	M	27
POA3135	35-44	Widowed	F	9
POA3135	35-44	Widowed	M	6
POA3135	45-54	Divorced	F	202
POA3135	45-54	Divorced	M	150
POA3135	45-54	Married	F	886
POA3135	45-54	Married	M	849
POA3135	45-54	Separated	F	82
POA3135	45-54	Separated	M	84
POA3135	45-54	Widowed	F	20
POA3135	45-54	Widowed	M	6
POA3135	55-64	Divorced	F	221
POA3135	55-64	Divorced	M	174
POA3135	55-64	Married	F	668
POA3135	55-64	Married	M	690
POA3135	55-64	Separated	F	50
POA3135	55-64	Separated	M	29
POA3135	55-64	Widowed	F	67
POA3135	55-64	Widowed	M	18
POA3135	65-74	Divorced	F	197
POA3135	65-74	Divorced	M	111
POA3135	65-74	Married	F	580
POA3135	65-74	Married	M	598
POA3135	65-74	Separated	F	34
POA3135	65-74	Separated	M	32
POA3135	65-74	Widowed	F	136
POA3135	65-74	Widowed	M	37
POA3135	75-84	Divorced	F	79
POA3135	75-84	Divorced	M	46
POA3135	75-84	Married	F	260
POA3135	75-84	Married	M	357
POA3135	75-84	Separated	F	4
POA3135	75-84	Widowed	F	200
POA3135	75-84	Widowed	M	65
POA3135	85+	Divorced	F	16
POA3135	85+	Divorced	M	10
POA3135	85+	Married	F	43
POA3135	85+	Married	M	85
POA3135	85+	Separated	F	4
POA3135	85+	Widowed	F	203
POA3135	85+	Widowed	M	65
POA3136	15-19	Married	F	3
POA3136	15-19	Married	M	4
POA3136	20-24	Married	F	76
POA3136	20-24	Married	M	33
POA3136	20-24	Separated	F	5
POA3136	20-24	Widowed	F	3
POA3136	25-34	Divorced	F	75
POA3136	25-34	Divorced	M	46
POA3136	25-34	Married	F	1527
POA3136	25-34	Married	M	1153
POA3136	25-34	Separated	F	79
POA3136	25-34	Separated	M	42
POA3136	25-34	Widowed	M	5
POA3136	35-44	Divorced	F	224
POA3136	35-44	Divorced	M	124
POA3136	35-44	Married	F	1938
POA3136	35-44	Married	M	1951
POA3136	35-44	Separated	F	143
POA3136	35-44	Separated	M	93
POA3136	35-44	Widowed	F	15
POA3136	35-44	Widowed	M	4
POA3136	45-54	Divorced	F	612
POA3136	45-54	Divorced	M	318
POA3136	45-54	Married	F	1877
POA3136	45-54	Married	M	1796
POA3136	45-54	Separated	F	224
POA3136	45-54	Separated	M	145
POA3136	45-54	Widowed	F	51
POA3136	45-54	Widowed	M	15
POA3136	55-64	Divorced	F	621
POA3136	55-64	Divorced	M	363
POA3136	55-64	Married	F	1638
POA3136	55-64	Married	M	1709
POA3136	55-64	Separated	F	147
POA3136	55-64	Separated	M	89
POA3136	55-64	Widowed	F	122
POA3136	55-64	Widowed	M	33
POA3136	65-74	Divorced	F	516
POA3136	65-74	Divorced	M	195
POA3136	65-74	Married	F	1246
POA3136	65-74	Married	M	1368
POA3136	65-74	Separated	F	70
POA3136	65-74	Separated	M	61
POA3136	65-74	Widowed	F	340
POA3136	65-74	Widowed	M	94
POA3136	75-84	Divorced	F	154
POA3136	75-84	Divorced	M	71
POA3136	75-84	Married	F	608
POA3136	75-84	Married	M	747
POA3136	75-84	Separated	F	19
POA3136	75-84	Separated	M	20
POA3136	75-84	Widowed	F	572
POA3136	75-84	Widowed	M	144
POA3136	85+	Divorced	F	39
POA3136	85+	Divorced	M	12
POA3136	85+	Married	F	113
POA3136	85+	Married	M	206
POA3136	85+	Separated	F	4
POA3136	85+	Separated	M	7
POA3136	85+	Widowed	F	545
POA3136	85+	Widowed	M	134
POA3137	20-24	Married	F	18
POA3137	20-24	Married	M	9
POA3137	20-24	Separated	M	3
POA3137	25-34	Divorced	F	17
POA3137	25-34	Divorced	M	16
POA3137	25-34	Married	F	441
POA3137	25-34	Married	M	365
POA3137	25-34	Separated	F	20
POA3137	25-34	Separated	M	18
POA3137	25-34	Widowed	F	3
POA3137	35-44	Divorced	F	90
POA3137	35-44	Divorced	M	38
POA3137	35-44	Married	F	527
POA3137	35-44	Married	M	530
POA3137	35-44	Separated	F	45
POA3137	35-44	Separated	M	43
POA3137	35-44	Widowed	F	8
POA3137	35-44	Widowed	M	4
POA3137	45-54	Divorced	F	173
POA3137	45-54	Divorced	M	120
POA3137	45-54	Married	F	592
POA3137	45-54	Married	M	547
POA3137	45-54	Separated	F	66
POA3137	45-54	Separated	M	52
POA3137	45-54	Widowed	F	8
POA3137	45-54	Widowed	M	5
POA3137	55-64	Divorced	F	193
POA3137	55-64	Divorced	M	120
POA3137	55-64	Married	F	509
POA3137	55-64	Married	M	524
POA3137	55-64	Separated	F	46
POA3137	55-64	Separated	M	26
POA3137	55-64	Widowed	F	48
POA3137	55-64	Widowed	M	15
POA3137	65-74	Divorced	F	127
POA3137	65-74	Divorced	M	63
POA3137	65-74	Married	F	407
POA3137	65-74	Married	M	450
POA3137	65-74	Separated	F	18
POA3137	65-74	Separated	M	23
POA3137	65-74	Widowed	F	129
POA3137	65-74	Widowed	M	32
POA3137	75-84	Divorced	F	35
POA3137	75-84	Divorced	M	27
POA3137	75-84	Married	F	167
POA3137	75-84	Married	M	219
POA3137	75-84	Separated	F	5
POA3137	75-84	Separated	M	3
POA3137	75-84	Widowed	F	178
POA3137	75-84	Widowed	M	30
POA3137	85+	Divorced	F	11
POA3137	85+	Divorced	M	5
POA3137	85+	Married	F	46
POA3137	85+	Married	M	80
POA3137	85+	Separated	F	3
POA3137	85+	Separated	M	3
POA3137	85+	Widowed	F	233
POA3137	85+	Widowed	M	67
POA3138	15-19	Married	F	3
POA3138	15-19	Married	M	3
POA3138	15-19	Separated	F	3
POA3138	20-24	Married	F	42
POA3138	20-24	Married	M	21
POA3138	25-34	Divorced	F	25
POA3138	25-34	Divorced	M	31
POA3138	25-34	Married	F	786
POA3138	25-34	Married	M	609
POA3138	25-34	Separated	F	37
POA3138	25-34	Separated	M	24
POA3138	25-34	Widowed	F	3
POA3138	35-44	Divorced	F	127
POA3138	35-44	Divorced	M	83
POA3138	35-44	Married	F	947
POA3138	35-44	Married	M	946
POA3138	35-44	Separated	F	88
POA3138	35-44	Separated	M	58
POA3138	35-44	Widowed	F	11
POA3138	45-54	Divorced	F	274
POA3138	45-54	Divorced	M	160
POA3138	45-54	Married	F	945
POA3138	45-54	Married	M	884
POA3138	45-54	Separated	F	86
POA3138	45-54	Separated	M	66
POA3138	45-54	Widowed	F	31
POA3138	45-54	Widowed	M	17
POA3138	55-64	Divorced	F	241
POA3138	55-64	Divorced	M	145
POA3138	55-64	Married	F	876
POA3138	55-64	Married	M	908
POA3138	55-64	Separated	F	64
POA3138	55-64	Separated	M	55
POA3138	55-64	Widowed	F	69
POA3138	55-64	Widowed	M	16
POA3138	65-74	Divorced	F	152
POA3138	65-74	Divorced	M	114
POA3138	65-74	Married	F	604
POA3138	65-74	Married	M	679
POA3138	65-74	Separated	F	34
POA3138	65-74	Separated	M	31
POA3138	65-74	Widowed	F	168
POA3138	65-74	Widowed	M	44
POA3138	75-84	Divorced	F	49
POA3138	75-84	Divorced	M	31
POA3138	75-84	Married	F	215
POA3138	75-84	Married	M	304
POA3138	75-84	Separated	F	7
POA3138	75-84	Separated	M	3
POA3138	75-84	Widowed	F	185
POA3138	75-84	Widowed	M	43
POA3138	85+	Divorced	F	5
POA3138	85+	Divorced	M	11
POA3138	85+	Married	F	33
POA3138	85+	Married	M	58
POA3138	85+	Separated	M	4
POA3138	85+	Widowed	F	132
POA3138	85+	Widowed	M	43
POA3139	20-24	Married	F	20
POA3139	20-24	Married	M	12
POA3139	20-24	Separated	F	3
POA3139	25-34	Divorced	F	19
POA3139	25-34	Divorced	M	10
POA3139	25-34	Married	F	388
POA3139	25-34	Married	M	308
POA3139	25-34	Separated	F	24
POA3139	25-34	Separated	M	14
POA3139	35-44	Divorced	F	87
POA3139	35-44	Divorced	M	63
POA3139	35-44	Married	F	580
POA3139	35-44	Married	M	535
POA3139	35-44	Separated	F	61
POA3139	35-44	Separated	M	23
POA3139	35-44	Widowed	F	5
POA3139	35-44	Widowed	M	5
POA3139	45-54	Divorced	F	151
POA3139	45-54	Divorced	M	118
POA3139	45-54	Married	F	675
POA3139	45-54	Married	M	626
POA3139	45-54	Separated	F	74
POA3139	45-54	Separated	M	57
POA3139	45-54	Widowed	F	17
POA3139	45-54	Widowed	M	6
POA3139	55-64	Divorced	F	162
POA3139	55-64	Divorced	M	114
POA3139	55-64	Married	F	618
POA3139	55-64	Married	M	641
POA3139	55-64	Separated	F	22
POA3139	55-64	Separated	M	40
POA3139	55-64	Widowed	F	38
POA3139	55-64	Widowed	M	14
POA3139	65-74	Divorced	F	98
POA3139	65-74	Divorced	M	76
POA3139	65-74	Married	F	372
POA3139	65-74	Married	M	457
POA3139	65-74	Separated	F	19
POA3139	65-74	Separated	M	20
POA3139	65-74	Widowed	F	68
POA3139	65-74	Widowed	M	29
POA3139	75-84	Divorced	F	18
POA3139	75-84	Divorced	M	18
POA3139	75-84	Married	F	121
POA3139	75-84	Married	M	164
POA3139	75-84	Separated	F	4
POA3139	75-84	Separated	M	3
POA3139	75-84	Widowed	F	101
POA3139	75-84	Widowed	M	42
POA3139	85+	Divorced	F	3
POA3139	85+	Married	F	16
POA3139	85+	Married	M	38
POA3139	85+	Widowed	F	56
POA3139	85+	Widowed	M	22
POA3140	20-24	Married	F	23
POA3140	20-24	Married	M	13
POA3140	25-34	Divorced	F	22
POA3140	25-34	Divorced	M	14
POA3140	25-34	Married	F	475
POA3140	25-34	Married	M	365
POA3140	25-34	Separated	F	27
POA3140	25-34	Separated	M	17
POA3140	35-44	Divorced	F	106
POA3140	35-44	Divorced	M	57
POA3140	35-44	Married	F	703
POA3140	35-44	Married	M	660
POA3140	35-44	Separated	F	76
POA3140	35-44	Separated	M	58
POA3140	35-44	Widowed	F	9
POA3140	45-54	Divorced	F	189
POA3140	45-54	Divorced	M	115
POA3140	45-54	Married	F	817
POA3140	45-54	Married	M	799
POA3140	45-54	Separated	F	81
POA3140	45-54	Separated	M	58
POA3140	45-54	Widowed	F	21
POA3140	45-54	Widowed	M	8
POA3140	55-64	Divorced	F	199
POA3140	55-64	Divorced	M	138
POA3140	55-64	Married	F	629
POA3140	55-64	Married	M	658
POA3140	55-64	Separated	F	50
POA3140	55-64	Separated	M	36
POA3140	55-64	Widowed	F	59
POA3140	55-64	Widowed	M	16
POA3140	65-74	Divorced	F	125
POA3140	65-74	Divorced	M	91
POA3140	65-74	Married	F	506
POA3140	65-74	Married	M	518
POA3140	65-74	Separated	F	29
POA3140	65-74	Separated	M	36
POA3140	65-74	Widowed	F	120
POA3140	65-74	Widowed	M	34
POA3140	75-84	Divorced	F	33
POA3140	75-84	Divorced	M	27
POA3140	75-84	Married	F	216
POA3140	75-84	Married	M	294
POA3140	75-84	Separated	F	5
POA3140	75-84	Separated	M	3
POA3140	75-84	Widowed	F	201
POA3140	75-84	Widowed	M	35
POA3140	85+	Divorced	F	11
POA3140	85+	Divorced	M	3
POA3140	85+	Married	F	34
POA3140	85+	Married	M	79
POA3140	85+	Separated	M	3
POA3140	85+	Widowed	F	168
POA3140	85+	Widowed	M	38
POA3141	15-19	Married	F	6
POA3141	20-24	Married	F	42
POA3141	20-24	Married	M	16
POA3141	20-24	Separated	F	4
POA3141	25-34	Divorced	F	84
POA3141	25-34	Divorced	M	43
POA3141	25-34	Married	F	978
POA3141	25-34	Married	M	812
POA3141	25-34	Separated	F	40
POA3141	25-34	Separated	M	25
POA3141	25-34	Widowed	F	4
POA3141	35-44	Divorced	F	154
POA3141	35-44	Divorced	M	104
POA3141	35-44	Married	F	618
POA3141	35-44	Married	M	662
POA3141	35-44	Separated	F	48
POA3141	35-44	Separated	M	52
POA3141	35-44	Widowed	F	8
POA3141	45-54	Divorced	F	188
POA3141	45-54	Divorced	M	162
POA3141	45-54	Married	F	519
POA3141	45-54	Married	M	485
POA3141	45-54	Separated	F	57
POA3141	45-54	Separated	M	69
POA3141	45-54	Widowed	F	18
POA3141	45-54	Widowed	M	6
POA3141	55-64	Divorced	F	274
POA3141	55-64	Divorced	M	159
POA3141	55-64	Married	F	499
POA3141	55-64	Married	M	454
POA3141	55-64	Separated	F	54
POA3141	55-64	Separated	M	44
POA3141	55-64	Widowed	F	55
POA3141	55-64	Widowed	M	14
POA3141	65-74	Divorced	F	204
POA3141	65-74	Divorced	M	122
POA3141	65-74	Married	F	413
POA3141	65-74	Married	M	453
POA3141	65-74	Separated	F	31
POA3141	65-74	Separated	M	26
POA3141	65-74	Widowed	F	129
POA3141	65-74	Widowed	M	24
POA3141	75-84	Divorced	F	74
POA3141	75-84	Divorced	M	34
POA3141	75-84	Married	F	194
POA3141	75-84	Married	M	289
POA3141	75-84	Separated	F	8
POA3141	75-84	Separated	M	10
POA3141	75-84	Widowed	F	194
POA3141	75-84	Widowed	M	26
POA3141	85+	Divorced	F	14
POA3141	85+	Divorced	M	12
POA3141	85+	Married	F	29
POA3141	85+	Married	M	63
POA3141	85+	Separated	M	4
POA3141	85+	Widowed	F	98
POA3141	85+	Widowed	M	39
POA3142	20-24	Married	F	7
POA3142	20-24	Married	M	3
POA3142	25-34	Divorced	F	13
POA3142	25-34	Divorced	M	5
POA3142	25-34	Married	F	272
POA3142	25-34	Married	M	194
POA3142	25-34	Separated	F	11
POA3142	25-34	Separated	M	7
POA3142	25-34	Widowed	M	3
POA3142	35-44	Divorced	F	47
POA3142	35-44	Divorced	M	41
POA3142	35-44	Married	F	392
POA3142	35-44	Married	M	340
POA3142	35-44	Separated	F	24
POA3142	35-44	Separated	M	11
POA3142	35-44	Widowed	F	7
POA3142	45-54	Divorced	F	114
POA3142	45-54	Divorced	M	62
POA3142	45-54	Married	F	579
POA3142	45-54	Married	M	464
POA3142	45-54	Separated	F	32
POA3142	45-54	Separated	M	23
POA3142	45-54	Widowed	F	9
POA3142	55-64	Divorced	F	159
POA3142	55-64	Divorced	M	96
POA3142	55-64	Married	F	613
POA3142	55-64	Married	M	562
POA3142	55-64	Separated	F	37
POA3142	55-64	Separated	M	15
POA3142	55-64	Widowed	F	32
POA3142	55-64	Widowed	M	3
POA3142	65-74	Divorced	F	130
POA3142	65-74	Divorced	M	83
POA3142	65-74	Married	F	618
POA3142	65-74	Married	M	646
POA3142	65-74	Separated	F	22
POA3142	65-74	Separated	M	13
POA3142	65-74	Widowed	F	104
POA3142	65-74	Widowed	M	28
POA3142	75-84	Divorced	F	47
POA3142	75-84	Divorced	M	35
POA3142	75-84	Married	F	243
POA3142	75-84	Married	M	329
POA3142	75-84	Separated	F	4
POA3142	75-84	Separated	M	5
POA3142	75-84	Widowed	F	219
POA3142	75-84	Widowed	M	39
POA3142	85+	Divorced	F	14
POA3142	85+	Divorced	M	7
POA3142	85+	Married	F	63
POA3142	85+	Married	M	131
POA3142	85+	Separated	M	3
POA3142	85+	Widowed	F	207
POA3142	85+	Widowed	M	53
POA3143	20-24	Married	F	17
POA3143	20-24	Married	M	8
POA3143	25-34	Divorced	F	21
POA3143	25-34	Divorced	M	3
POA3143	25-34	Married	F	314
POA3143	25-34	Married	M	253
POA3143	25-34	Separated	F	12
POA3143	25-34	Separated	M	5
POA3143	25-34	Widowed	F	3
POA3143	35-44	Divorced	F	55
POA3143	35-44	Divorced	M	30
POA3143	35-44	Married	F	371
POA3143	35-44	Married	M	338
POA3143	35-44	Separated	F	22
POA3143	35-44	Separated	M	18
POA3143	45-54	Divorced	F	77
POA3143	45-54	Divorced	M	47
POA3143	45-54	Married	F	329
POA3143	45-54	Married	M	318
POA3143	45-54	Separated	F	28
POA3143	45-54	Separated	M	18
POA3143	45-54	Widowed	F	3
POA3143	45-54	Widowed	M	3
POA3143	55-64	Divorced	F	110
POA3143	55-64	Divorced	M	46
POA3143	55-64	Married	F	252
POA3143	55-64	Married	M	254
POA3143	55-64	Separated	F	16
POA3143	55-64	Separated	M	14
POA3143	55-64	Widowed	F	20
POA3143	55-64	Widowed	M	6
POA3143	65-74	Divorced	F	104
POA3143	65-74	Divorced	M	60
POA3143	65-74	Married	F	237
POA3143	65-74	Married	M	245
POA3143	65-74	Separated	F	8
POA3143	65-74	Separated	M	10
POA3143	65-74	Widowed	F	53
POA3143	65-74	Widowed	M	12
POA3143	75-84	Divorced	F	38
POA3143	75-84	Divorced	M	22
POA3143	75-84	Married	F	108
POA3143	75-84	Married	M	149
POA3143	75-84	Separated	F	5
POA3143	75-84	Widowed	F	101
POA3143	75-84	Widowed	M	22
POA3143	85+	Divorced	F	13
POA3143	85+	Divorced	M	8
POA3143	85+	Married	F	24
POA3143	85+	Married	M	38
POA3143	85+	Widowed	F	111
POA3143	85+	Widowed	M	16
POA3144	20-24	Married	F	13
POA3144	20-24	Married	M	8
POA3144	25-34	Divorced	F	12
POA3144	25-34	Divorced	M	6
POA3144	25-34	Married	F	246
POA3144	25-34	Married	M	190
POA3144	25-34	Separated	F	7
POA3144	25-34	Separated	M	3
POA3144	35-44	Divorced	F	34
POA3144	35-44	Divorced	M	14
POA3144	35-44	Married	F	501
POA3144	35-44	Married	M	462
POA3144	35-44	Separated	F	19
POA3144	35-44	Separated	M	12
POA3144	35-44	Widowed	F	5
POA3144	35-44	Widowed	M	3
POA3144	45-54	Divorced	F	89
POA3144	45-54	Divorced	M	49
POA3144	45-54	Married	F	525
POA3144	45-54	Married	M	479
POA3144	45-54	Separated	F	20
POA3144	45-54	Separated	M	21
POA3144	45-54	Widowed	F	18
POA3144	45-54	Widowed	M	3
POA3144	55-64	Divorced	F	114
POA3144	55-64	Divorced	M	59
POA3144	55-64	Married	F	424
POA3144	55-64	Married	M	430
POA3144	55-64	Separated	F	24
POA3144	55-64	Separated	M	15
POA3144	55-64	Widowed	F	28
POA3144	55-64	Widowed	M	6
POA3144	65-74	Divorced	F	87
POA3144	65-74	Divorced	M	43
POA3144	65-74	Married	F	365
POA3144	65-74	Married	M	387
POA3144	65-74	Separated	F	10
POA3144	65-74	Separated	M	17
POA3144	65-74	Widowed	F	67
POA3144	65-74	Widowed	M	21
POA3144	75-84	Divorced	F	46
POA3144	75-84	Divorced	M	14
POA3144	75-84	Married	F	205
POA3144	75-84	Married	M	261
POA3144	75-84	Separated	F	9
POA3144	75-84	Separated	M	3
POA3144	75-84	Widowed	F	154
POA3144	75-84	Widowed	M	34
POA3144	85+	Divorced	F	10
POA3144	85+	Divorced	M	7
POA3144	85+	Married	F	46
POA3144	85+	Married	M	83
POA3144	85+	Separated	M	3
POA3144	85+	Widowed	F	160
POA3144	85+	Widowed	M	39
POA3145	20-24	Divorced	F	4
POA3145	20-24	Married	F	40
POA3145	20-24	Married	M	19
POA3145	25-34	Divorced	F	26
POA3145	25-34	Divorced	M	16
POA3145	25-34	Married	F	551
POA3145	25-34	Married	M	466
POA3145	25-34	Separated	F	16
POA3145	25-34	Separated	M	14
POA3145	25-34	Widowed	F	3
POA3145	35-44	Divorced	F	63
POA3145	35-44	Divorced	M	60
POA3145	35-44	Married	F	1108
POA3145	35-44	Married	M	1011
POA3145	35-44	Separated	F	25
POA3145	35-44	Separated	M	26
POA3145	35-44	Widowed	F	3
POA3145	35-44	Widowed	M	3
POA3145	45-54	Divorced	F	158
POA3145	45-54	Divorced	M	86
POA3145	45-54	Married	F	1197
POA3145	45-54	Married	M	1187
POA3145	45-54	Separated	F	60
POA3145	45-54	Separated	M	28
POA3145	45-54	Widowed	F	22
POA3145	45-54	Widowed	M	16
POA3145	55-64	Divorced	F	173
POA3145	55-64	Divorced	M	121
POA3145	55-64	Married	F	833
POA3145	55-64	Married	M	832
POA3145	55-64	Separated	F	44
POA3145	55-64	Separated	M	40
POA3145	55-64	Widowed	F	55
POA3145	55-64	Widowed	M	24
POA3145	65-74	Divorced	F	141
POA3145	65-74	Divorced	M	92
POA3145	65-74	Married	F	555
POA3145	65-74	Married	M	603
POA3145	65-74	Separated	F	18
POA3145	65-74	Separated	M	28
POA3145	65-74	Widowed	F	115
POA3145	65-74	Widowed	M	26
POA3145	75-84	Divorced	F	49
POA3145	75-84	Divorced	M	43
POA3145	75-84	Married	F	235
POA3145	75-84	Married	M	340
POA3145	75-84	Separated	F	3
POA3145	75-84	Separated	M	9
POA3145	75-84	Widowed	F	222
POA3145	75-84	Widowed	M	32
POA3145	85+	Divorced	F	16
POA3145	85+	Divorced	M	4
POA3145	85+	Married	F	56
POA3145	85+	Married	M	122
POA3145	85+	Separated	F	3
POA3145	85+	Widowed	F	235
POA3145	85+	Widowed	M	59
POA3146	15-19	Married	M	3
POA3146	20-24	Married	F	41
POA3146	20-24	Married	M	12
POA3146	20-24	Widowed	F	3
POA3146	25-34	Divorced	F	33
POA3146	25-34	Divorced	M	16
POA3146	25-34	Married	F	747
POA3146	25-34	Married	M	594
POA3146	25-34	Separated	F	22
POA3146	25-34	Separated	M	5
POA3146	25-34	Widowed	M	3
POA3146	35-44	Divorced	F	74
POA3146	35-44	Divorced	M	60
POA3146	35-44	Married	F	1315
POA3146	35-44	Married	M	1174
POA3146	35-44	Separated	F	37
POA3146	35-44	Separated	M	24
POA3146	35-44	Widowed	F	3
POA3146	45-54	Divorced	F	182
POA3146	45-54	Divorced	M	98
POA3146	45-54	Married	F	1459
POA3146	45-54	Married	M	1408
POA3146	45-54	Separated	F	62
POA3146	45-54	Separated	M	58
POA3146	45-54	Widowed	F	26
POA3146	45-54	Widowed	M	5
POA3146	55-64	Divorced	F	216
POA3146	55-64	Divorced	M	103
POA3146	55-64	Married	F	991
POA3146	55-64	Married	M	1074
POA3146	55-64	Separated	F	44
POA3146	55-64	Separated	M	29
POA3146	55-64	Widowed	F	64
POA3146	55-64	Widowed	M	13
POA3146	65-74	Divorced	F	189
POA3146	65-74	Divorced	M	77
POA3146	65-74	Married	F	648
POA3146	65-74	Married	M	693
POA3146	65-74	Separated	F	19
POA3146	65-74	Separated	M	21
POA3146	65-74	Widowed	F	110
POA3146	65-74	Widowed	M	37
POA3146	75-84	Divorced	F	63
POA3146	75-84	Divorced	M	34
POA3146	75-84	Married	F	256
POA3146	75-84	Married	M	355
POA3146	75-84	Separated	F	6
POA3146	75-84	Separated	M	12
POA3146	75-84	Widowed	F	214
POA3146	75-84	Widowed	M	39
POA3146	85+	Divorced	F	26
POA3146	85+	Divorced	M	9
POA3146	85+	Married	F	44
POA3146	85+	Married	M	91
POA3146	85+	Widowed	F	235
POA3146	85+	Widowed	M	61
POA3147	15-19	Married	F	3
POA3147	20-24	Married	F	20
POA3147	20-24	Married	M	6
POA3147	20-24	Widowed	F	4
POA3147	25-34	Divorced	F	14
POA3147	25-34	Divorced	M	8
POA3147	25-34	Married	F	429
POA3147	25-34	Married	M	351
POA3147	25-34	Separated	F	17
POA3147	25-34	Separated	M	8
POA3147	35-44	Divorced	F	63
POA3147	35-44	Divorced	M	42
POA3147	35-44	Married	F	774
POA3147	35-44	Married	M	727
POA3147	35-44	Separated	F	23
POA3147	35-44	Separated	M	14
POA3147	35-44	Widowed	F	3
POA3147	35-44	Widowed	M	4
POA3147	45-54	Divorced	F	134
POA3147	45-54	Divorced	M	90
POA3147	45-54	Married	F	743
POA3147	45-54	Married	M	713
POA3147	45-54	Separated	F	42
POA3147	45-54	Separated	M	28
POA3147	45-54	Widowed	F	20
POA3147	45-54	Widowed	M	6
POA3147	55-64	Divorced	F	161
POA3147	55-64	Divorced	M	82
POA3147	55-64	Married	F	532
POA3147	55-64	Married	M	555
POA3147	55-64	Separated	F	31
POA3147	55-64	Separated	M	25
POA3147	55-64	Widowed	F	35
POA3147	55-64	Widowed	M	4
POA3147	65-74	Divorced	F	125
POA3147	65-74	Divorced	M	54
POA3147	65-74	Married	F	307
POA3147	65-74	Married	M	356
POA3147	65-74	Separated	F	19
POA3147	65-74	Separated	M	16
POA3147	65-74	Widowed	F	81
POA3147	65-74	Widowed	M	23
POA3147	75-84	Divorced	F	31
POA3147	75-84	Divorced	M	24
POA3147	75-84	Married	F	148
POA3147	75-84	Married	M	201
POA3147	75-84	Separated	F	3
POA3147	75-84	Separated	M	3
POA3147	75-84	Widowed	F	172
POA3147	75-84	Widowed	M	37
POA3147	85+	Divorced	F	13
POA3147	85+	Divorced	M	3
POA3147	85+	Married	F	43
POA3147	85+	Married	M	86
POA3147	85+	Widowed	F	248
POA3147	85+	Widowed	M	52
POA3148	20-24	Married	F	26
POA3148	20-24	Married	M	12
POA3148	25-34	Divorced	F	13
POA3148	25-34	Divorced	M	12
POA3148	25-34	Married	F	432
POA3148	25-34	Married	M	368
POA3148	25-34	Separated	F	15
POA3148	25-34	Separated	M	16
POA3148	25-34	Widowed	F	3
POA3148	35-44	Divorced	F	42
POA3148	35-44	Divorced	M	18
POA3148	35-44	Married	F	427
POA3148	35-44	Married	M	424
POA3148	35-44	Separated	F	25
POA3148	35-44	Separated	M	18
POA3148	45-54	Divorced	F	71
POA3148	45-54	Divorced	M	50
POA3148	45-54	Married	F	291
POA3148	45-54	Married	M	268
POA3148	45-54	Separated	F	17
POA3148	45-54	Separated	M	27
POA3148	45-54	Widowed	F	13
POA3148	45-54	Widowed	M	3
POA3148	55-64	Divorced	F	77
POA3148	55-64	Divorced	M	51
POA3148	55-64	Married	F	241
POA3148	55-64	Married	M	230
POA3148	55-64	Separated	F	15
POA3148	55-64	Separated	M	10
POA3148	55-64	Widowed	F	28
POA3148	55-64	Widowed	M	9
POA3148	65-74	Divorced	F	65
POA3148	65-74	Divorced	M	20
POA3148	65-74	Married	F	156
POA3148	65-74	Married	M	176
POA3148	65-74	Separated	F	10
