POA_CODE_2016	Sex	persons
POA2036	M	15718
POA2037	F	8517
POA2037	M	7597
POA2038	F	4911
POA2038	M	4543
POA2039	F	4553
POA2039	M	4172
POA2040	F	11612
POA2040	M	10631
POA2041	F	8170
POA2041	M	7518
POA2042	F	9557
POA2042	M	9575
POA2043	F	3894
POA2043	M	4119
POA2044	F	3912
POA2044	M	3933
POA2045	F	3257
POA2045	M	3197
POA2046	F	14158
POA2046	M	12661
POA2047	F	6337
POA2047	M	5613
POA2048	F	4002
POA2048	M	3939
POA2049	F	5739
POA2049	M	5545
POA2050	F	4572
POA2050	M	4397
POA2052	F	1659
POA2052	M	1768
POA2060	F	7241
POA2060	M	6749
POA2061	F	3099
POA2061	M	2850
POA2062	F	3721
POA2062	M	3283
POA2063	F	3286
POA2063	M	3061
POA2064	F	4876
POA2064	M	4654
POA2065	F	15711
POA2065	M	14401
POA2066	F	16078
POA2066	M	15543
POA2067	F	13884
POA2067	M	12520
POA2068	F	8718
POA2068	M	8092
POA2069	F	7280
POA2069	M	6976
POA2070	F	6973
POA2070	M	6530
POA2071	F	7026
POA2071	M	6517
POA2072	F	4001
POA2072	M	3658
POA2073	F	8585
POA2073	M	7767
POA2074	F	11604
POA2074	M	10651
POA2075	F	10663
POA2075	M	9789
POA2076	F	12787
POA2076	M	11865
POA2077	F	19355
POA2077	M	18437
POA2079	F	3561
POA2079	M	3532
POA2080	F	853
POA2080	M	854
POA2081	F	2687
POA2081	M	2680
POA2082	F	2733
POA2082	M	2665
POA2083	F	737
POA2083	M	782
POA2084	F	1841
POA2084	M	1786
POA2085	F	6001
POA2085	M	5625
POA2086	F	6774
POA2086	M	6646
POA2087	F	6616
POA2087	M	6185
POA2088	F	15290
POA2088	M	13189
POA2089	F	6313
POA2089	M	5606
POA2090	F	7418
POA2090	M	6310
POA2092	F	3699
POA2092	M	3442
POA2093	F	11799
POA2093	M	11070
POA2094	F	3052
POA2094	M	2787
POA2095	F	7975
POA2095	M	7889
POA2096	F	7384
POA2096	M	7272
POA2097	F	7951
POA2097	M	7582
POA2099	F	20441
POA2099	M	19484
POA2100	F	10551
POA2100	M	10364
POA2101	F	9937
POA2101	M	9463
POA2102	F	3894
POA2102	M	3599
POA2103	F	5546
POA2103	M	5126
POA2104	F	1957
POA2104	M	1659
POA2105	F	908
POA2105	M	938
POA2106	F	4732
POA2106	M	4567
POA2107	F	7503
POA2107	M	7168
POA2108	F	820
POA2108	M	853
POA2109	F	1638
POA2109	M	1445
POA2110	F	5177
POA2110	M	5172
POA2111	F	7444
POA2111	M	6966
POA2112	F	16868
POA2112	M	15988
POA2113	F	9374
POA2113	M	8993
POA2114	F	12206
POA2114	M	11851
POA2115	F	5386
POA2115	M	5352
POA2116	F	3355
POA2116	M	3284
POA2117	F	10891
POA2117	M	10395
POA2118	F	12376
POA2118	M	11964
POA2119	F	6124
POA2119	M	5513
POA2120	F	10286
POA2120	M	9925
POA2121	F	14306
POA2121	M	13910
POA2122	F	16126
POA2122	M	15037
POA2125	F	8293
POA2125	M	8080
POA2126	F	9552
POA2126	M	9210
POA2127	F	7391
POA2127	M	7138
POA2128	F	1406
POA2128	M	2758
POA2130	F	3751
POA2130	M	3553
POA2131	F	12067
POA2131	M	11773
POA2132	F	5555
POA2132	M	5063
POA2133	F	5801
POA2133	M	5217
POA2134	F	8361
POA2134	M	7676
POA2135	F	12599
POA2135	M	12650
POA2136	F	3780
POA2136	M	3587
POA2137	F	13697
POA2137	M	12817
POA2138	F	10220
POA2138	M	9807
POA2139	F	18
POA2139	M	37
POA2140	F	7638
POA2140	M	8526
POA2141	F	13862
POA2141	M	14815
POA2142	F	12563
POA2142	M	13732
POA2143	F	4491
POA2143	M	4429
POA2144	F	16799
POA2144	M	20570
POA2145	F	39588
POA2145	M	39622
POA2146	F	8729
POA2146	M	8741
POA2147	F	18125
POA2147	M	18219
POA2148	F	31396
POA2148	M	31674
POA2150	F	15051
POA2150	M	16452
POA2151	F	10795
POA2151	M	10514
POA2152	F	5914
POA2152	M	5300
POA2153	F	28903
POA2153	M	27656
POA2154	F	20440
POA2154	M	19153
POA2155	F	28028
POA2155	M	27421
POA2156	F	6512
POA2156	M	6426
POA2157	F	1879
POA2157	M	1861
POA2158	F	4381
POA2158	M	4200
POA2159	F	2511
POA2159	M	2467
POA2160	F	17767
POA2160	M	18202
POA2161	F	15589
POA2161	M	15834
POA2162	F	9423
POA2162	M	9195
POA2163	F	4607
POA2163	M	4989
POA2164	F	9907
POA2164	M	9718
POA2165	F	21488
POA2165	M	20958
POA2166	F	26901
POA2166	M	25868
POA2167	F	4915
POA2167	M	4718
POA2168	F	22088
POA2168	M	21364
POA2170	F	53426
POA2170	M	52029
POA2171	F	17556
POA2171	M	17307
POA2172	F	1359
POA2172	M	1420
POA2173	F	7062
POA2173	M	7373
POA2174	F	1141
POA2174	M	1128
POA2175	F	887
POA2175	M	949
POA2176	F	24323
POA2176	M	23487
POA2177	F	8178
POA2177	M	7802
POA2178	F	2070
POA2178	M	2163
POA2179	F	3223
POA2179	M	3310
POA2190	F	12885
POA2190	M	12678
POA2191	F	3262
POA2191	M	3054
POA2192	F	6386
POA2192	M	6337
POA2193	F	7783
POA2193	M	7467
POA2194	F	12219
POA2194	M	12319
POA2195	F	12616
POA2195	M	14534
POA2196	F	15740
POA2196	M	16073
POA2197	F	4603
POA2197	M	4469
POA2198	F	4658
POA2198	M	4385
POA2199	F	9012
POA2199	M	8999
POA2200	F	22080
POA2200	M	21606
POA2203	F	7168
POA2203	M	6539
POA2204	F	13518
POA2204	M	12986
POA2205	F	9632
POA2205	M	9811
POA2206	F	9855
POA2206	M	9551
POA2207	F	14623
POA2207	M	13912
POA2208	F	6378
POA2208	M	6071
POA2209	F	8153
POA2209	M	7613
POA2210	F	15707
POA2210	M	14880
POA2211	F	8588
POA2211	M	8255
POA2212	F	8195
POA2212	M	7653
POA2213	F	11149
POA2213	M	10637
POA2214	F	2005
POA2214	M	1946
POA2216	F	13906
POA2216	M	14158
POA2217	F	13585
POA2217	M	13261
POA2218	F	8197
POA2218	M	8228
POA2219	F	6947
POA2219	M	6250
POA2220	F	16512
POA2220	M	15979
POA2221	F	8485
POA2221	M	7998
POA2222	F	6599
POA2222	M	6189
POA2223	F	10776
POA2223	M	10136
POA2224	F	7381
POA2224	M	6835
POA2225	F	2765
POA2225	M	2646
POA2226	F	6342
POA2226	M	6164
POA2227	F	7508
POA2227	M	7121
POA2228	F	9508
POA2228	M	8856
POA2229	F	14784
POA2229	M	13935
POA2230	F	14652
POA2230	M	14190
POA2231	F	1121
POA2231	M	1148
POA2232	F	16934
POA2232	M	15936
POA2233	F	15019
POA2233	M	14472
POA2234	F	15463
POA2234	M	15117
POA2250	F	34573
POA2250	M	32623
POA2251	F	16995
POA2251	M	15709
POA2256	F	8129
POA2256	M	7468
POA2257	F	15064
POA2257	M	13947
POA2258	F	2589
POA2258	M	2576
POA2259	F	30460
POA2259	M	29055
POA2260	F	11887
POA2260	M	11530
POA2261	F	27485
POA2261	M	25264
POA2262	F	10669
POA2262	M	10159
POA2263	F	12526
POA2263	M	11742
POA2264	F	7247
POA2264	M	6984
POA2265	F	3024
POA2265	M	2785
POA2267	F	1392
POA2267	M	1369
POA2278	F	1274
POA2278	M	1301
POA2280	F	13602
POA2280	M	13074
POA2281	F	7245
POA2281	M	7033
POA2282	F	7698
POA2282	M	7078
POA2283	F	11970
POA2283	M	11325
POA2284	F	5318
POA2284	M	5182
POA2285	F	15773
POA2285	M	14948
POA2286	F	1987
POA2286	M	1920
POA2287	F	18567
POA2287	M	17836
POA2289	F	9738
POA2289	M	9378
POA2290	F	17204
POA2290	M	16223
POA2291	F	6755
POA2291	M	6659
POA2292	F	1237
POA2292	M	1222
POA2293	F	1263
POA2293	M	1257
POA2294	F	948
POA2294	M	980
POA2295	F	3476
POA2295	M	3447
POA2296	F	944
POA2296	M	940
POA2297	F	841
POA2297	M	842
POA2298	F	4901
POA2298	M	4599
POA2299	F	5704
POA2299	M	5502
POA2300	F	5219
POA2300	M	5360
POA2302	F	254
POA2302	M	310
POA2303	F	4625
POA2303	M	4514
POA2304	F	7661
POA2304	M	7515
POA2305	F	6435
POA2305	M	6068
POA2306	F	1773
POA2306	M	1588
POA2307	F	1921
POA2307	M	1987
POA2308	F	734
POA2308	M	593
POA2311	F	413
POA2311	M	450
POA2312	F	706
POA2312	M	755
POA2314	F	45
POA2314	M	165
POA2315	F	7530
POA2315	M	7123
POA2316	F	2962
POA2316	M	2889
POA2317	F	3287
POA2317	M	2955
POA2318	F	6074
POA2318	M	6071
POA2319	F	3334
POA2319	M	3352
POA2320	F	17631
POA2320	M	16926
POA2321	F	7393
POA2321	M	7232
POA2322	F	9294
POA2322	M	9161
POA2323	F	13225
POA2323	M	12507
POA2324	F	11927
POA2324	M	11723
POA2325	F	14304
POA2325	M	14155
POA2326	F	3674
POA2326	M	3663
POA2327	F	3857
POA2327	M	3761
POA2328	F	1193
POA2328	M	1250
POA2329	F	1062
POA2329	M	1050
POA2330	F	10133
POA2330	M	10220
POA2331	F	14
POA2331	M	308
POA2333	F	6648
POA2333	M	7001
POA2334	F	1386
POA2334	M	1445
POA2335	F	3098
POA2335	M	3061
POA2336	F	1294
POA2336	M	1320
POA2337	F	4004
POA2337	M	3890
POA2338	F	749
POA2338	M	687
POA2339	F	302
POA2339	M	369
POA2340	F	25177
POA2340	M	23896
POA2341	F	763
POA2341	M	809
POA2342	F	236
POA2342	M	230
POA2343	F	2502
POA2343	M	2465
POA2344	F	382
POA2344	M	379
POA2345	F	344
POA2345	M	377
POA2346	F	1601
POA2346	M	1546
POA2347	F	986
POA2347	M	950
POA2350	F	13140
POA2350	M	12193
POA2351	F	530
POA2351	M	448
POA2352	F	1389
POA2352	M	1327
POA2353	F	597
POA2353	M	529
POA2354	F	1786
POA2354	M	1789
POA2355	F	319
POA2355	M	338
POA2356	F	80
POA2356	M	76
POA2357	F	2158
POA2357	M	2006
POA2358	F	1970
POA2358	M	1801
POA2359	F	373
POA2359	M	367
POA2360	F	7460
POA2360	M	7068
POA2361	F	457
POA2361	M	451
POA2365	F	1855
POA2365	M	1875
POA2369	F	463
POA2369	M	463
POA2370	F	3891
POA2370	M	3798
POA2371	F	565
POA2371	M	596
POA2372	F	2457
POA2372	M	2291
POA2379	F	146
POA2379	M	169
POA2380	F	5260
POA2380	M	5132
POA2381	F	565
POA2381	M	632
POA2382	F	649
POA2382	M	676
POA2386	F	160
POA2386	M	197
POA2387	F	91
POA2387	M	108
POA2388	F	1324
POA2388	M	1352
POA2390	F	4432
POA2390	M	4324
POA2395	F	313
POA2395	M	359
POA2396	F	424
POA2396	M	435
POA2397	F	177
POA2397	M	199
POA2398	F	106
POA2398	M	127
POA2399	F	286
POA2399	M	312
POA2400	F	5036
POA2400	M	5050
POA2401	F	156
POA2401	M	165
POA2402	F	889
POA2402	M	905
POA2403	F	333
POA2403	M	387
POA2404	F	948
POA2404	M	893
POA2405	F	236
POA2405	M	276
POA2406	F	393
POA2406	M	428
POA2408	F	172
POA2408	M	204
POA2409	F	516
POA2409	M	513
POA2410	F	133
POA2410	M	148
POA2411	F	60
POA2411	M	60
POA2415	F	198
POA2415	M	195
POA2420	F	2030
POA2420	M	1997
POA2421	F	911
POA2421	M	914
POA2422	F	2702
POA2422	M	2634
POA2423	F	1439
POA2423	M	1524
POA2424	F	192
POA2424	M	235
POA2425	F	901
POA2425	M	881
POA2426	F	361
POA2426	M	357
POA2427	F	1563
POA2427	M	1548
POA2428	F	12452
POA2428	M	11557
POA2429	F	4969
POA2429	M	4744
POA2430	F	17565
POA2430	M	16456
POA2431	F	2618
POA2431	M	2516
POA2439	F	1504
POA2439	M	1440
POA2440	F	10880
POA2440	M	10942
POA2441	F	2098
POA2441	M	2249
POA2443	F	4525
POA2443	M	4366
POA2444	F	24341
POA2444	M	21942
POA2445	F	3303
POA2445	M	3158
POA2446	F	6865
POA2446	M	6468
POA2447	F	3609
POA2447	M	3567
POA2448	F	4716
POA2448	M	4286
POA2449	F	1065
POA2449	M	1126
POA2450	F	22658
POA2450	M	21239
POA2452	F	7903
POA2452	M	7213
POA2453	F	1401
POA2453	M	1373
POA2454	F	3918
POA2454	M	3654
POA2455	F	1522
POA2455	M	1479
POA2456	F	7463
POA2456	M	7285
POA2460	F	14776
POA2460	M	14436
POA2462	F	1176
POA2462	M	1272
POA2463	F	3847
POA2463	M	3696
POA2464	F	3466
POA2464	M	3274
POA2465	F	141
POA2465	M	152
POA2466	F	851
POA2466	M	878
POA2469	F	1903
POA2469	M	2111
POA2470	F	7718
POA2470	M	7502
POA2471	F	1285
POA2471	M	1242
POA2472	F	875
POA2472	M	981
POA2473	F	1573
POA2473	M	1518
POA2474	F	3163
POA2474	M	3172
POA2475	F	193
POA2475	M	191
POA2476	F	383
POA2476	M	399
POA2477	F	6316
POA2477	M	5884
POA2478	F	14703
POA2478	M	13604
POA2479	F	2406
POA2479	M	2324
POA2480	F	22897
POA2480	M	21705
POA2481	F	6092
POA2481	M	5673
POA2482	F	3236
POA2482	M	3044
POA2483	F	5516
POA2483	M	5094
POA2484	F	9550
POA2484	M	9327
POA2485	F	7518
POA2485	M	6856
POA2486	F	16633
POA2486	M	14961
POA2487	F	6853
POA2487	M	6583
POA2488	F	1637
POA2488	M	1627
POA2489	F	3847
POA2489	M	3505
POA2490	F	337
POA2490	M	322
POA2500	F	19968
POA2500	M	20541
POA2502	F	6226
POA2502	M	6207
POA2505	F	2464
POA2505	M	2551
POA2506	F	3900
POA2506	M	3706
POA2508	F	4434
POA2508	M	4544
POA2515	F	5619
POA2515	M	5496
POA2516	F	3138
POA2516	M	2970
POA2517	F	7115
POA2517	M	6615
POA2518	F	9856
POA2518	M	9213
POA2519	F	8590
POA2519	M	8344
POA2522	F	185
POA2522	M	118
POA2525	F	5844
POA2525	M	5712
POA2526	F	8033
POA2526	M	7597
POA2527	F	11001
POA2527	M	10383
POA2528	F	12075
POA2528	M	11690
POA2529	F	13264
POA2529	M	12760
POA2530	F	16439
POA2530	M	15576
POA2533	F	7933
POA2533	M	7689
POA2534	F	2937
POA2534	M	2775
POA2535	F	3797
POA2535	M	3543
POA2536	F	9114
POA2536	M	8604
POA2537	F	5956
POA2537	M	5855
POA2538	F	1250
POA2538	M	1148
POA2539	F	9123
POA2539	M	8854
POA2540	F	22367
POA2540	M	22752
POA2541	F	13225
POA2541	M	12415
POA2545	F	510
POA2545	M	531
POA2546	F	4638
POA2546	M	4490
POA2548	F	4035
POA2548	M	3699
POA2549	F	1943
POA2549	M	1839
POA2550	F	8030
POA2550	M	7825
POA2551	F	1771
POA2551	M	1726
POA2555	F	109
POA2555	M	111
POA2556	F	1215
POA2556	M	1289
POA2557	F	4350
POA2557	M	4599
POA2558	F	5554
POA2558	M	5559
POA2559	F	1698
POA2559	M	1371
POA2560	F	39056
POA2560	M	37465
POA2563	F	143
POA2563	M	160
POA2564	F	7202
POA2564	M	6718
POA2565	F	9942
POA2565	M	10045
POA2566	F	13318
POA2566	M	13005
POA2567	F	19737
POA2567	M	18768
POA2568	F	591
POA2568	M	556
POA2569	F	662
POA2569	M	699
POA2570	F	20537
POA2570	M	19565
POA2571	F	5904
POA2571	M	5945
POA2572	F	2269
POA2572	M	2206
POA2573	F	2611
POA2573	M	2455
POA2574	F	2854
POA2574	M	2889
POA2575	F	8059
POA2575	M	7417
POA2576	F	7192
POA2576	M	6241
POA2577	F	7847
POA2577	M	7564
POA2578	F	1430
POA2578	M	1262
POA2579	F	1995
POA2579	M	2033
POA2580	F	14460
POA2580	M	14762
POA2581	F	1041
POA2581	M	1056
POA2582	F	6363
POA2582	M	6074
POA2583	F	2158
POA2583	M	2223
POA2584	F	264
POA2584	M	281
POA2585	F	95
POA2585	M	130
POA2586	F	1278
POA2586	M	1340
POA2587	F	1525
POA2587	M	1390
POA2588	F	132
POA2588	M	131
POA2590	F	3627
POA2590	M	3468
POA2594	F	6005
POA2594	M	5671
POA2600	F	3859
POA2600	M	3384
POA2601	F	3232
POA2601	M	3131
POA2602	F	15776
POA2602	M	14672
POA2603	F	4719
POA2603	M	4644
POA2604	F	5354
POA2604	M	5026
POA2605	F	6126
POA2605	M	5605
POA2606	F	4764
POA2606	M	4656
POA2607	F	6953
POA2607	M	6662
POA2609	F	373
POA2609	M	512
POA2611	F	14453
POA2611	M	13564
POA2612	F	7537
POA2612	M	8647
POA2614	F	9903
POA2614	M	9487
POA2615	F	22506
POA2615	M	21666
POA2617	F	16243
POA2617	M	16258
POA2618	F	732
POA2618	M	720
POA2619	F	4745
POA2619	M	4763
POA2620	F	19328
POA2620	M	19958
POA2621	F	3005
POA2621	M	3050
POA2622	F	1947
POA2622	M	1972
POA2623	F	287
POA2623	M	326
POA2625	F	168
POA2625	M	222
POA2626	F	252
POA2626	M	249
POA2627	F	2137
POA2627	M	2483
POA2628	F	910
POA2628	M	996
POA2629	F	249
POA2629	M	276
POA2630	F	4295
POA2630	M	4400
POA2631	F	269
POA2631	M	301
POA2632	F	924
POA2632	M	911
POA2633	F	179
POA2633	M	206
POA2640	F	18776
POA2640	M	17571
POA2641	F	7814
POA2641	M	7261
POA2642	F	2374
POA2642	M	2418
POA2643	F	1389
POA2643	M	1385
POA2644	F	1239
POA2644	M	1165
POA2645	F	181
POA2645	M	220
POA2646	F	3421
POA2646	M	3330
POA2647	F	1098
POA2647	M	1066
POA2648	F	1115
POA2648	M	1255
POA2649	F	17
POA2649	M	7
POA2650	F	29344
POA2650	M	27627
POA2651	F	1053
POA2651	M	1219
POA2652	F	2210
POA2652	M	2373
POA2653	F	1203
POA2653	M	1333
POA2655	F	671
POA2655	M	664
POA2656	F	645
POA2656	M	628
POA2658	F	716
POA2658	M	713
POA2659	F	455
POA2659	M	434
POA2660	F	779
POA2660	M	833
POA2661	F	208
POA2661	M	422
POA2663	F	2161
POA2663	M	3020
POA2665	F	1061
POA2665	M	1161
POA2666	F	2849
POA2666	M	2818
POA2668	F	226
POA2668	M	230
POA2669	F	782
POA2669	M	867
POA2671	F	2092
POA2671	M	2017
POA2672	F	791
POA2672	M	785
POA2675	F	783
POA2675	M	778
POA2678	F	223
POA2678	M	112
POA2680	F	12002
POA2680	M	11938
POA2681	F	861
POA2681	M	875
POA2700	F	2502
POA2700	M	2426
POA2701	F	1217
POA2701	M	1175
POA2702	F	397
POA2702	M	383
POA2703	F	511
POA2703	M	470
POA2705	F	5115
POA2705	M	5040
POA2706	F	550
POA2706	M	611
POA2707	F	641
POA2707	M	704
POA2710	F	5117
POA2710	M	5001
POA2711	F	1630
POA2711	M	1729
POA2712	F	666
POA2712	M	693
POA2713	F	1401
POA2713	M	1391
POA2714	F	1396
POA2714	M	1368
POA2715	F	711
POA2715	M	767
POA2716	F	531
POA2716	M	575
POA2717	F	661
POA2717	M	676
POA2720	F	4034
POA2720	M	3977
POA2721	F	115
POA2721	M	118
POA2722	F	1602
POA2722	M	1605
POA2725	F	188
POA2725	M	186
POA2726	F	105
POA2726	M	115
POA2727	F	154
POA2727	M	199
POA2729	F	837
POA2729	M	860
POA2730	F	683
POA2730	M	701
POA2731	F	3298
POA2731	M	3111
POA2732	F	902
POA2732	M	877
POA2733	F	264
POA2733	M	280
POA2734	F	223
POA2734	M	237
POA2735	F	210
POA2735	M	234
POA2736	F	193
POA2736	M	186
POA2737	F	418
POA2737	M	425
POA2738	F	807
POA2738	M	858
POA2739	F	697
POA2739	M	704
POA2745	F	15069
POA2745	M	14435
POA2747	F	21459
POA2747	M	20960
POA2748	F	879
POA2748	M	1005
POA2749	F	8626
POA2749	M	8308
POA2750	F	23067
POA2750	M	21741
POA2752	F	2408
POA2752	M	2513
POA2753	F	8669
POA2753	M	8468
POA2754	F	3004
POA2754	M	2690
POA2755	F	89
POA2755	M	167
POA2756	F	17024
POA2756	M	16910
POA2757	F	420
POA2757	M	430
POA2758	F	4356
POA2758	M	4361
POA2759	F	13239
POA2759	M	13093
POA2760	F	17166
POA2760	M	16666
POA2761	F	15697
POA2761	M	15258
POA2762	F	2473
POA2762	M	2509
POA2763	F	15585
POA2763	M	15294
POA2765	F	7714
POA2765	M	8398
POA2766	F	7874
POA2766	M	7661
POA2767	F	11410
POA2767	M	11115
POA2768	F	14057
POA2768	M	14701
POA2769	F	5894
POA2769	M	5843
POA2770	F	31312
POA2770	M	29987
POA2773	F	3017
POA2773	M	2990
POA2774	F	6585
POA2774	M	6350
POA2775	F	725
POA2775	M	772
POA2776	F	2060
POA2776	M	1969
POA2777	F	9197
POA2777	M	8407
POA2778	F	1219
POA2778	M	1216
POA2779	F	2645
POA2779	M	2334
POA2780	F	6919
POA2780	M	6306
POA2782	F	3185
POA2782	M	2884
POA2783	F	1380
POA2783	M	1237
POA2784	F	612
POA2784	M	616
POA2785	F	2364
POA2785	M	2184
POA2786	F	632
POA2786	M	659
POA2787	F	2147
POA2787	M	2301
POA2790	F	7792
POA2790	M	7977
POA2791	F	174
POA2791	M	171
POA2792	F	188
POA2792	M	202
POA2793	F	461
POA2793	M	516
POA2794	F	5349
POA2794	M	5082
POA2795	F	21184
POA2795	M	21372
POA2797	F	221
POA2797	M	197
POA2798	F	1061
POA2798	M	1040
POA2799	F	2069
POA2799	M	2053
POA2800	F	23020
POA2800	M	21972
POA2803	F	131
POA2803	M	155
POA2804	F	1355
POA2804	M	1311
POA2805	F	193
POA2805	M	204
POA2806	F	376
POA2806	M	396
POA2807	F	200
POA2807	M	225
POA2808	F	77
POA2808	M	103
POA2809	F	119
POA2809	M	123
POA2810	F	1582
POA2810	M	1570
POA2817	F	138
POA2817	M	156
POA2818	F	427
POA2818	M	442
POA2820	F	3467
POA2820	M	3850
POA2821	F	2452
POA2821	M	2353
POA2822	F	184
POA2822	M	227
POA2823	F	683
POA2823	M	744
POA2824	F	1109
POA2824	M	1075
POA2825	F	1198
POA2825	M	1180
POA2826	F	94
POA2826	M	105
POA2827	F	1874
POA2827	M	1817
POA2828	F	417
POA2828	M	412
POA2829	F	1561
POA2829	M	1535
POA2830	F	20837
POA2830	M	19452
POA2831	F	926
POA2831	M	991
POA2832	F	1245
POA2832	M	1325
POA2833	F	306
POA2833	M	343
POA2834	F	1074
POA2834	M	1267
POA2835	F	2039
POA2835	M	2136
POA2836	F	444
POA2836	M	451
POA2838	F	135
POA2838	M	113
POA2839	F	633
POA2839	M	703
POA2840	F	1357
POA2840	M	1337
POA2842	F	298
POA2842	M	328
POA2843	F	637
POA2843	M	653
POA2844	F	710
POA2844	M	725
POA2845	F	988
POA2845	M	992
POA2846	F	133
POA2846	M	142
POA2847	F	1185
POA2847	M	1238
POA2848	F	801
POA2848	M	847
POA2849	F	763
POA2849	M	788
POA2850	F	8815
POA2850	M	8831
POA2852	F	1749
POA2852	M	1799
POA2864	F	395
POA2864	M	417
POA2865	F	431
POA2865	M	431
POA2866	F	1591
POA2866	M	1506
POA2867	F	276
POA2867	M	323
POA2868	F	335
POA2868	M	320
POA2869	F	702
POA2869	M	742
POA2870	F	6190
POA2870	M	5845
POA2871	F	4668
POA2871	M	4677
POA2873	F	277
POA2873	M	282
POA2874	F	197
POA2874	M	229
POA2875	F	465
POA2875	M	507
POA2876	F	182
POA2876	M	239
POA2877	F	1937
POA2877	M	1940
POA2878	F	157
POA2878	M	214
POA2879	F	292
POA2879	M	349
POA2880	F	9344
POA2880	M	8935
POA2898	F	191
POA2898	M	192
POA2899	F	930
POA2899	M	819
POA2900	F	982
POA2900	M	947
POA2902	F	7581
POA2902	M	7315
POA2903	F	4646
POA2903	M	4559
POA2904	F	6659
POA2904	M	6208
POA2905	F	14544
POA2905	M	14074
POA2906	F	9102
POA2906	M	8539
POA2911	F	2240
POA2911	M	2219
POA2912	F	3105
POA2912	M	3040
POA2913	F	17717
POA2913	M	17336
POA2914	F	12711
POA2914	M	12491
POA3000	F	19492
POA3000	M	18480
POA3002	F	2612
POA3002	M	2348
POA3003	F	2528
POA3003	M	2989
POA3004	F	4779
POA3004	M	4528
POA3005	F	254
POA3005	M	275
POA3006	F	9344
POA3006	M	9465
POA3008	F	5063
POA3008	M	5379
POA3010	F	875
POA3010	M	724
POA3011	F	10370
POA3011	M	11093
POA3012	F	12982
POA3012	M	13315
POA3013	F	7726
POA3013	M	7238
POA3015	F	8911
POA3015	M	8558
POA3016	F	7912
POA3016	M	7653
POA3018	F	6583
POA3018	M	6109
POA3019	F	4535
POA3019	M	4667
POA3020	F	22031
POA3020	M	22759
POA3021	F	26958
POA3021	M	27236
POA3022	F	1544
POA3022	M	1556
POA3023	F	32148
POA3023	M	31824
POA3024	F	12075
POA3024	M	11776
POA3025	F	6215
POA3025	M	5937
POA3026	F	20
POA3026	M	56
POA3027	F	3292
POA3027	M	3360
POA3028	F	14686
POA3028	M	14511
POA3029	F	46349
POA3029	M	47602
POA3030	F	50513
POA3030	M	49801
POA3031	F	9687
POA3031	M	8844
POA3032	F	14944
POA3032	M	14500
POA3033	F	7502
POA3033	M	7014
POA3034	F	5969
POA3034	M	5670
POA3036	F	3002
POA3036	M	2925
POA3037	F	26009
POA3037	M	25144
POA3038	F	13685
POA3038	M	13577
POA3039	F	7380
POA3039	M	6875
POA3040	F	13507
POA3040	M	12432
POA3041	F	6318
POA3041	M	6093
POA3042	F	8143
