POA_CODE_2016	PrivateDwelling	Sex	persons
POA2017	1	F	10694
POA2017	1	M	11207
POA2018	0	F	477
POA2018	0	M	530
POA2018	1	F	7946
POA2018	1	M	7976
POA2019	0	F	376
POA2019	0	M	375
POA2019	1	F	5025
POA2019	1	M	4973
POA2020	0	F	973
POA2020	0	M	1185
POA2020	1	F	6901
POA2020	1	M	6920
POA2021	0	F	892
POA2021	0	M	835
POA2021	1	F	6985
POA2021	1	M	6303
POA2022	0	F	1001
POA2022	0	M	937
POA2022	1	F	5617
POA2022	1	M	5123
POA2023	0	F	433
POA2023	0	M	625
POA2023	1	F	5004
POA2023	1	M	4541
POA2024	0	F	835
POA2024	0	M	683
POA2024	1	F	4915
POA2024	1	M	4520
POA2025	0	F	509
POA2025	0	M	404
POA2025	1	F	3468
POA2025	1	M	2895
POA2026	0	F	1988
POA2026	0	M	2099
POA2026	1	F	14274
POA2026	1	M	13839
POA2027	0	F	736
POA2027	0	M	486
POA2027	1	F	3771
POA2027	1	M	3228
POA2028	0	F	297
POA2028	0	M	272
POA2028	1	F	2289
POA2028	1	M	1784
POA2029	0	F	532
POA2029	0	M	324
POA2029	1	F	4745
POA2029	1	M	4225
POA2030	0	F	617
POA2030	0	M	477
POA2030	1	F	6729
POA2030	1	M	6126
POA2031	0	F	2161
POA2031	0	M	2175
POA2031	1	F	16230
POA2031	1	M	14623
POA2032	0	F	419
POA2032	0	M	433
POA2032	1	F	7776
POA2032	1	M	7950
POA2033	0	F	593
POA2033	0	M	546
POA2033	1	F	5135
POA2033	1	M	5086
POA2034	0	F	1089
POA2034	0	M	1228
POA2034	1	F	9840
POA2034	1	M	8596
POA2035	0	F	1003
POA2035	0	M	954
POA2035	1	F	16554
POA2035	1	M	15482
POA2036	0	F	1159
POA2036	0	M	2685
POA2036	1	F	13459
POA2036	1	M	12903
POA2037	0	F	1141
POA2037	0	M	973
POA2037	1	F	7330
POA2037	1	M	6597
POA2038	0	F	461
POA2038	0	M	521
POA2038	1	F	4348
POA2038	1	M	3930
POA2039	0	F	347
POA2039	0	M	368
POA2039	1	F	4117
POA2039	1	M	3709
POA2040	0	F	997
POA2040	0	M	910
POA2040	1	F	10469
POA2040	1	M	9597
POA2041	0	F	679
POA2041	0	M	734
POA2041	1	F	7364
POA2041	1	M	6607
POA2042	0	F	1245
POA2042	0	M	1265
POA2042	1	F	8172
POA2042	1	M	8158
POA2043	0	F	291
POA2043	0	M	353
POA2043	1	F	3541
POA2043	1	M	3675
POA2044	0	F	283
POA2044	0	M	340
POA2044	1	F	3623
POA2044	1	M	3594
POA2045	0	F	162
POA2045	0	M	120
POA2045	1	F	3048
POA2045	1	M	3039
POA2046	0	F	836
POA2046	0	M	709
POA2046	1	F	13163
POA2046	1	M	11743
POA2047	0	F	622
POA2047	0	M	427
POA2047	1	F	5609
POA2047	1	M	5058
POA2048	0	F	381
POA2048	0	M	489
POA2048	1	F	3593
POA2048	1	M	3411
POA2049	0	F	623
POA2049	0	M	692
POA2049	1	F	5067
POA2049	1	M	4778
POA2050	0	F	795
POA2050	0	M	802
POA2050	1	F	4040
POA2050	1	M	3858
POA2052	0	F	1329
POA2052	0	M	1550
POA2052	1	F	422
POA2052	1	M	357
POA2060	0	F	1036
POA2060	0	M	1220
POA2060	1	F	6320
POA2060	1	M	5770
POA2061	0	F	335
POA2061	0	M	376
POA2061	1	F	2766
POA2061	1	M	2494
POA2062	0	F	179
POA2062	0	M	173
POA2062	1	F	3467
POA2062	1	M	3035
POA2063	0	F	220
POA2063	0	M	119
POA2063	1	F	3002
POA2063	1	M	2853
POA2064	0	F	225
POA2064	0	M	222
POA2064	1	F	4588
POA2064	1	M	4349
POA2065	0	F	1859
POA2065	0	M	1644
POA2065	1	F	14344
POA2065	1	M	13113
POA2066	0	F	879
POA2066	0	M	1024
POA2066	1	F	15109
POA2066	1	M	14316
POA2067	0	F	1182
POA2067	0	M	1058
POA2067	1	F	12843
POA2067	1	M	11525
POA2068	0	F	411
POA2068	0	M	325
POA2068	1	F	8159
POA2068	1	M	7628
POA2069	0	F	305
POA2069	0	M	230
POA2069	1	F	6879
POA2069	1	M	6591
POA2070	0	F	246
POA2070	0	M	190
POA2070	1	F	6625
POA2070	1	M	6183
POA2071	0	F	337
POA2071	0	M	208
POA2071	1	F	6640
POA2071	1	M	6202
POA2072	0	F	244
POA2072	0	M	175
POA2072	1	F	3723
POA2072	1	M	3428
POA2073	0	F	277
POA2073	0	M	187
POA2073	1	F	8258
POA2073	1	M	7423
POA2074	0	F	720
POA2074	0	M	423
POA2074	1	F	10730
POA2074	1	M	10014
POA2075	0	F	262
POA2075	0	M	195
POA2075	1	F	10245
POA2075	1	M	9441
POA2076	0	F	1416
POA2076	0	M	1011
POA2076	1	F	11515
POA2076	1	M	10900
POA2077	0	F	1084
POA2077	0	M	879
POA2077	1	F	18318
POA2077	1	M	17481
POA2079	0	F	57
POA2079	0	M	56
POA2079	1	F	3431
POA2079	1	M	3407
POA2080	0	F	28
POA2080	0	M	40
POA2080	1	F	825
POA2080	1	M	805
POA2081	0	F	47
POA2081	0	M	53
POA2081	1	F	2587
POA2081	1	M	2548
POA2082	0	F	71
POA2082	0	M	80
POA2082	1	F	2634
POA2082	1	M	2524
POA2083	0	F	55
POA2083	0	M	50
POA2083	1	F	691
POA2083	1	M	700
POA2084	0	F	203
POA2084	0	M	178
POA2084	1	F	1639
POA2084	1	M	1633
POA2085	0	F	414
POA2085	0	M	231
POA2085	1	F	5547
POA2085	1	M	5300
POA2086	0	F	139
POA2086	0	M	151
POA2086	1	F	6552
POA2086	1	M	6370
POA2087	0	F	199
POA2087	0	M	153
POA2087	1	F	6323
POA2087	1	M	5932
POA2088	0	F	1160
POA2088	0	M	976
POA2088	1	F	13865
POA2088	1	M	11848
POA2089	0	F	592
POA2089	0	M	562
POA2089	1	F	5538
POA2089	1	M	4931
POA2090	0	F	541
POA2090	0	M	498
POA2090	1	F	6796
POA2090	1	M	5719
POA2092	0	F	117
POA2092	0	M	88
POA2092	1	F	3529
POA2092	1	M	3255
POA2093	0	F	531
POA2093	0	M	458
POA2093	1	F	11023
POA2093	1	M	10325
POA2094	0	F	130
POA2094	0	M	109
POA2094	1	F	2869
POA2094	1	M	2585
POA2095	0	F	1092
POA2095	0	M	1096
POA2095	1	F	7060
POA2095	1	M	6927
POA2096	0	F	469
POA2096	0	M	465
POA2096	1	F	6725
POA2096	1	M	6614
POA2097	0	F	494
POA2097	0	M	406
POA2097	1	F	7382
POA2097	1	M	7026
POA2099	0	F	1087
POA2099	0	M	1065
POA2099	1	F	19056
POA2099	1	M	18103
POA2100	0	F	527
POA2100	0	M	387
POA2100	1	F	9868
POA2100	1	M	9780
POA2101	0	F	867
POA2101	0	M	703
POA2101	1	F	8949
POA2101	1	M	8606
POA2102	0	F	238
POA2102	0	M	148
POA2102	1	F	3551
POA2102	1	M	3335
POA2103	0	F	440
POA2103	0	M	298
POA2103	1	F	5068
POA2103	1	M	4727
POA2104	0	F	161
POA2104	0	M	95
POA2104	1	F	1735
POA2104	1	M	1516
POA2105	0	F	73
POA2105	0	M	81
POA2105	1	F	812
POA2105	1	M	807
POA2106	0	F	123
POA2106	0	M	142
POA2106	1	F	4490
POA2106	1	M	4285
POA2107	0	F	304
POA2107	0	M	229
POA2107	1	F	6996
POA2107	1	M	6650
POA2108	0	F	63
POA2108	0	M	90
POA2108	1	F	685
POA2108	1	M	686
POA2109	0	F	903
POA2109	0	M	868
POA2109	1	F	886
POA2109	1	M	771
POA2110	0	F	623
POA2110	0	M	898
POA2110	1	F	4471
POA2110	1	M	4168
POA2111	0	F	429
POA2111	0	M	365
POA2111	1	F	6959
POA2111	1	M	6490
POA2112	0	F	916
POA2112	0	M	776
POA2112	1	F	15879
POA2112	1	M	15082
POA2113	0	F	681
POA2113	0	M	898
POA2113	1	F	8889
POA2113	1	M	8415
POA2114	0	F	477
POA2114	0	M	489
POA2114	1	F	11681
POA2114	1	M	11280
POA2115	0	F	253
POA2115	0	M	227
POA2115	1	F	5072
POA2115	1	M	4996
POA2116	0	F	108
POA2116	0	M	121
POA2116	1	F	3191
POA2116	1	M	3146
POA2117	0	F	602
POA2117	0	M	544
POA2117	1	F	10228
POA2117	1	M	9762
POA2118	0	F	388
POA2118	0	M	353
POA2118	1	F	11870
POA2118	1	M	11467
POA2119	0	F	233
POA2119	0	M	168
POA2119	1	F	5861
POA2119	1	M	5242
POA2120	0	F	342
POA2120	0	M	335
POA2120	1	F	9816
POA2120	1	M	9435
POA2121	0	F	390
POA2121	0	M	321
POA2121	1	F	13810
POA2121	1	M	13398
POA2122	0	F	827
POA2122	0	M	677
POA2122	1	F	15229
POA2122	1	M	14284
POA2125	0	F	170
POA2125	0	M	132
POA2125	1	F	8030
POA2125	1	M	7825
POA2126	0	F	322
POA2126	0	M	212
POA2126	1	F	9169
POA2126	1	M	8885
POA2127	0	F	881
POA2127	0	M	1047
POA2127	1	F	6670
POA2127	1	M	6363
POA2128	0	F	382
POA2128	0	M	1596
POA2128	1	F	1008
POA2128	1	M	1142
POA2130	0	F	330
POA2130	0	M	453
POA2130	1	F	3415
POA2130	1	M	3095
POA2131	0	F	1183
POA2131	0	M	1208
POA2131	1	F	10828
POA2131	1	M	10534
POA2132	0	F	396
POA2132	0	M	381
POA2132	1	F	5151
POA2132	1	M	4623
POA2133	0	F	204
POA2133	0	M	170
POA2133	1	F	5513
POA2133	1	M	4988
POA2134	0	F	627
POA2134	0	M	630
POA2134	1	F	7733
POA2134	1	M	7047
POA2135	0	F	814
POA2135	0	M	883
POA2135	1	F	11693
POA2135	1	M	11731
POA2136	0	F	217
POA2136	0	M	171
POA2136	1	F	3556
POA2136	1	M	3394
POA2137	0	F	697
POA2137	0	M	555
POA2137	1	F	12802
POA2137	1	M	11940
POA2138	0	F	525
POA2138	0	M	490
POA2138	1	F	9604
POA2138	1	M	9234
POA2139	0	F	273
POA2139	0	M	319
POA2139	1	M	3
POA2140	0	F	567
POA2140	0	M	737
POA2140	1	F	6979
POA2140	1	M	7572
POA2141	0	F	787
POA2141	0	M	814
POA2141	1	F	13128
POA2141	1	M	14030
POA2142	0	F	998
POA2142	0	M	1161
POA2142	1	F	11616
POA2142	1	M	12728
POA2143	0	F	173
POA2143	0	M	163
POA2143	1	F	4313
POA2143	1	M	4249
POA2144	0	F	982
POA2144	0	M	1044
POA2144	1	F	15757
POA2144	1	M	19460
POA2145	0	F	3417
POA2145	0	M	2928
POA2145	1	F	36985
POA2145	1	M	37117
POA2146	0	F	336
POA2146	0	M	317
POA2146	1	F	8288
POA2146	1	M	8355
POA2147	0	F	748
POA2147	0	M	693
POA2147	1	F	17283
POA2147	1	M	17389
POA2148	0	F	1678
POA2148	0	M	1635
POA2148	1	F	29627
POA2148	1	M	29917
POA2150	0	F	1799
POA2150	0	M	2496
POA2150	1	F	13508
POA2150	1	M	14685
POA2151	0	F	1009
POA2151	0	M	1297
POA2151	1	F	9750
POA2151	1	M	9364
POA2152	0	F	241
POA2152	0	M	200
POA2152	1	F	5553
POA2152	1	M	5046
POA2153	0	F	1024
POA2153	0	M	886
POA2153	1	F	27853
POA2153	1	M	26646
POA2154	0	F	957
POA2154	0	M	682
POA2154	1	F	19335
POA2154	1	M	18314
POA2155	0	F	701
POA2155	0	M	664
POA2155	1	F	27130
POA2155	1	M	26388
POA2156	0	F	196
POA2156	0	M	134
POA2156	1	F	6249
POA2156	1	M	6174
POA2157	0	F	103
POA2157	0	M	93
POA2157	1	F	1757
POA2157	1	M	1713
POA2158	0	F	270
POA2158	0	M	207
POA2158	1	F	4067
POA2158	1	M	3930
POA2159	0	F	131
POA2159	0	M	88
POA2159	1	F	2371
POA2159	1	M	2343
POA2160	0	F	891
POA2160	0	M	829
POA2160	1	F	16743
POA2160	1	M	17305
POA2161	0	F	1017
POA2161	0	M	963
POA2161	1	F	14536
POA2161	1	M	14804
POA2162	0	F	493
POA2162	0	M	445
POA2162	1	F	8863
POA2162	1	M	8728
POA2163	0	F	454
POA2163	0	M	753
POA2163	1	F	4193
POA2163	1	M	4253
POA2164	0	F	390
POA2164	0	M	380
POA2164	1	F	9456
POA2164	1	M	9300
POA2165	0	F	846
POA2165	0	M	935
POA2165	1	F	20476
POA2165	1	M	19887
POA2166	0	F	1277
POA2166	0	M	1181
POA2166	1	F	25444
POA2166	1	M	24496
POA2167	0	F	481
POA2167	0	M	312
POA2167	1	F	4395
POA2167	1	M	4358
POA2168	0	F	1152
POA2168	0	M	1144
POA2168	1	F	20905
POA2168	1	M	20261
POA2170	0	F	4397
POA2170	0	M	4197
POA2170	1	F	49167
POA2170	1	M	47928
POA2171	0	F	628
POA2171	0	M	623
POA2171	1	F	16884
POA2171	1	M	16583
POA2172	0	F	33
POA2172	0	M	28
POA2172	1	F	1325
POA2172	1	M	1362
POA2173	0	F	275
POA2173	0	M	945
POA2173	1	F	6824
POA2173	1	M	6611
POA2174	0	F	70
POA2174	0	M	77
POA2174	1	F	1062
POA2174	1	M	1043
POA2175	0	F	59
POA2175	0	M	67
POA2175	1	F	827
POA2175	1	M	874
POA2176	0	F	917
POA2176	0	M	746
POA2176	1	F	23449
POA2176	1	M	22732
POA2177	0	F	271
POA2177	0	M	226
POA2177	1	F	7919
POA2177	1	M	7574
POA2178	0	F	210
POA2178	0	M	192
POA2178	1	F	1865
POA2178	1	M	1945
POA2179	0	F	374
POA2179	0	M	342
POA2179	1	F	2780
POA2179	1	M	2920
POA2190	0	F	759
POA2190	0	M	753
POA2190	1	F	12101
POA2190	1	M	11938
POA2191	0	F	105
POA2191	0	M	91
POA2191	1	F	3143
POA2191	1	M	2949
POA2192	0	F	375
POA2192	0	M	361
POA2192	1	F	5942
POA2192	1	M	5914
POA2193	0	F	351
POA2193	0	M	349
POA2193	1	F	7380
POA2193	1	M	7054
POA2194	0	F	784
POA2194	0	M	744
POA2194	1	F	11419
POA2194	1	M	11539
POA2195	0	F	828
POA2195	0	M	872
POA2195	1	F	11710
POA2195	1	M	13613
POA2196	0	F	793
POA2196	0	M	820
POA2196	1	F	14920
POA2196	1	M	15166
POA2197	0	F	273
POA2197	0	M	316
POA2197	1	F	4370
POA2197	1	M	4270
POA2198	0	F	367
POA2198	0	M	250
POA2198	1	F	4279
POA2198	1	M	4112
POA2199	0	F	561
POA2199	0	M	580
POA2199	1	F	8398
POA2199	1	M	8373
POA2200	0	F	1729
POA2200	0	M	1698
POA2200	1	F	20462
POA2200	1	M	20030
POA2203	0	F	456
POA2203	0	M	428
POA2203	1	F	6629
POA2203	1	M	6013
POA2204	0	F	1080
POA2204	0	M	1218
POA2204	1	F	12179
POA2204	1	M	11584
POA2205	0	F	800
POA2205	0	M	783
POA2205	1	F	8925
POA2205	1	M	9078
POA2206	0	F	603
POA2206	0	M	590
POA2206	1	F	9193
POA2206	1	M	8894
POA2207	0	F	1284
POA2207	0	M	1035
POA2207	1	F	13284
POA2207	1	M	12799
POA2208	0	F	196
POA2208	0	M	191
POA2208	1	F	6165
POA2208	1	M	5840
POA2209	0	F	289
POA2209	0	M	270
POA2209	1	F	7847
POA2209	1	M	7326
POA2210	0	F	805
POA2210	0	M	599
POA2210	1	F	14756
POA2210	1	M	14196
POA2211	0	F	418
POA2211	0	M	376
POA2211	1	F	8126
POA2211	1	M	7805
POA2212	0	F	409
POA2212	0	M	348
POA2212	1	F	7721
POA2212	1	M	7240
POA2213	0	F	369
POA2213	0	M	345
POA2213	1	F	10703
POA2213	1	M	10187
POA2214	0	F	114
POA2214	0	M	118
POA2214	1	F	1897
POA2214	1	M	1832
POA2216	0	F	1021
POA2216	0	M	1062
POA2216	1	F	12916
POA2216	1	M	13107
POA2217	0	F	1123
POA2217	0	M	1062
POA2217	1	F	12730
POA2217	1	M	12460
POA2218	0	F	307
POA2218	0	M	301
POA2218	1	F	7801
POA2218	1	M	7880
POA2219	0	F	338
POA2219	0	M	300
POA2219	1	F	6567
POA2219	1	M	5899
POA2220	0	F	718
POA2220	0	M	629
POA2220	1	F	15797
POA2220	1	M	15263
POA2221	0	F	404
POA2221	0	M	308
POA2221	1	F	8007
POA2221	1	M	7595
POA2222	0	F	334
POA2222	0	M	259
POA2222	1	F	6210
POA2222	1	M	5871
POA2223	0	F	466
POA2223	0	M	418
POA2223	1	F	10167
POA2223	1	M	9566
POA2224	0	F	460
POA2224	0	M	342
POA2224	1	F	6868
POA2224	1	M	6432
POA2225	0	F	53
POA2225	0	M	48
POA2225	1	F	2661
POA2225	1	M	2529
POA2226	0	F	249
POA2226	0	M	186
POA2226	1	F	5971
POA2226	1	M	5814
POA2227	0	F	219
POA2227	0	M	191
POA2227	1	F	7137
POA2227	1	M	6800
POA2228	0	F	616
POA2228	0	M	461
POA2228	1	F	8791
POA2228	1	M	8232
POA2229	0	F	859
POA2229	0	M	689
POA2229	1	F	13939
POA2229	1	M	13113
POA2230	0	F	925
POA2230	0	M	939
POA2230	1	F	13399
POA2230	1	M	12965
POA2231	0	F	25
POA2231	0	M	39
POA2231	1	F	1084
POA2231	1	M	1084
POA2232	0	F	847
POA2232	0	M	643
POA2232	1	F	15839
POA2232	1	M	15056
POA2233	0	F	433
POA2233	0	M	322
POA2233	1	F	14448
POA2233	1	M	13921
POA2234	0	F	453
POA2234	0	M	355
POA2234	1	F	14845
POA2234	1	M	14541
POA2250	0	F	2490
POA2250	0	M	2238
POA2250	1	F	31801
POA2250	1	M	30086
POA2251	0	F	726
POA2251	0	M	674
POA2251	1	F	15953
POA2251	1	M	14635
POA2256	0	F	617
POA2256	0	M	492
POA2256	1	F	7466
POA2256	1	M	6989
POA2257	0	F	873
POA2257	0	M	733
POA2257	1	F	14027
POA2257	1	M	12971
POA2258	0	F	106
POA2258	0	M	99
POA2258	1	F	2468
POA2258	1	M	2415
POA2259	0	F	1888
POA2259	0	M	1846
POA2259	1	F	28302
POA2259	1	M	26896
POA2260	0	F	538
POA2260	0	M	575
POA2260	1	F	11181
POA2260	1	M	10732
POA2261	0	F	1772
POA2261	0	M	1441
POA2261	1	F	25358
POA2261	1	M	23464
POA2262	0	F	400
POA2262	0	M	363
POA2262	1	F	10099
POA2262	1	M	9636
POA2263	0	F	961
POA2263	0	M	823
POA2263	1	F	11410
POA2263	1	M	10699
POA2264	0	F	299
POA2264	0	M	411
POA2264	1	F	6803
POA2264	1	M	6390
POA2265	0	F	335
POA2265	0	M	262
POA2265	1	F	2652
POA2265	1	M	2477
POA2267	0	F	34
POA2267	0	M	37
POA2267	1	F	1308
POA2267	1	M	1274
POA2278	0	F	43
POA2278	0	M	31
POA2278	1	F	1196
POA2278	1	M	1247
POA2280	0	F	510
POA2280	0	M	422
POA2280	1	F	12920
POA2280	1	M	12396
POA2281	0	F	284
POA2281	0	M	250
POA2281	1	F	6830
POA2281	1	M	6582
POA2282	0	F	261
POA2282	0	M	198
POA2282	1	F	7318
POA2282	1	M	6643
POA2283	0	F	659
POA2283	0	M	532
POA2283	1	F	10998
POA2283	1	M	10514
POA2284	0	F	302
POA2284	0	M	224
POA2284	1	F	4906
POA2284	1	M	4833
POA2285	0	F	607
POA2285	0	M	515
POA2285	1	F	14944
POA2285	1	M	14134
POA2286	0	F	66
POA2286	0	M	58
POA2286	1	F	1914
POA2286	1	M	1824
POA2287	0	F	730
POA2287	0	M	648
POA2287	1	F	17564
POA2287	1	M	16873
POA2289	0	F	257
POA2289	0	M	282
POA2289	1	F	9328
POA2289	1	M	8907
POA2290	0	F	857
POA2290	0	M	719
POA2290	1	F	16108
POA2290	1	M	15157
POA2291	0	F	253
POA2291	0	M	229
POA2291	1	F	6330
POA2291	1	M	6151
POA2292	0	F	39
POA2292	0	M	39
POA2292	1	F	1187
POA2292	1	M	1156
POA2293	0	F	63
POA2293	0	M	94
POA2293	1	F	1180
POA2293	1	M	1144
POA2294	0	F	42
POA2294	0	M	75
POA2294	1	F	890
POA2294	1	M	869
POA2295	0	F	427
POA2295	0	M	386
POA2295	1	F	3039
POA2295	1	M	2986
POA2296	0	F	52
POA2296	0	M	53
POA2296	1	F	875
POA2296	1	M	838
POA2297	0	F	60
POA2297	0	M	62
POA2297	1	F	764
POA2297	1	M	760
POA2298	0	F	599
POA2298	0	M	429
POA2298	1	F	4337
POA2298	1	M	4169
POA2299	0	F	265
POA2299	0	M	204
POA2299	1	F	5363
POA2299	1	M	5244
POA2300	0	F	548
POA2300	0	M	807
POA2300	1	F	4607
POA2300	1	M	4566
POA2302	0	F	125
POA2302	0	M	227
POA2302	1	F	205
POA2302	1	M	234
POA2303	0	F	271
POA2303	0	M	321
POA2303	1	F	4315
POA2303	1	M	4098
POA2304	0	F	687
POA2304	0	M	657
POA2304	1	F	6887
POA2304	1	M	6753
POA2305	0	F	662
POA2305	0	M	641
POA2305	1	F	6132
POA2305	1	M	5771
POA2306	0	F	108
POA2306	0	M	87
POA2306	1	F	1635
POA2306	1	M	1526
POA2307	0	F	86
POA2307	0	M	64
POA2307	1	F	1850
POA2307	1	M	1926
POA2308	0	F	813
POA2308	0	M	692
POA2308	1	F	10
POA2308	1	M	16
POA2311	0	F	31
POA2311	0	M	26
POA2311	1	F	381
POA2311	1	M	413
POA2312	0	F	34
POA2312	0	M	24
POA2312	1	F	657
POA2312	1	M	704
POA2314	0	F	71
POA2314	0	M	274
POA2314	1	M	3
POA2315	0	F	1035
POA2315	0	M	951
POA2315	1	F	6647
POA2315	1	M	6209
POA2316	0	F	247
POA2316	0	M	218
POA2316	1	F	2646
POA2316	1	M	2571
POA2317	0	F	285
POA2317	0	M	241
POA2317	1	F	2992
POA2317	1	M	2697
POA2318	0	F	377
POA2318	0	M	395
POA2318	1	F	5611
POA2318	1	M	5519
POA2319	0	F	215
POA2319	0	M	200
POA2319	1	F	3069
POA2319	1	M	3080
POA2320	0	F	1270
POA2320	0	M	1241
POA2320	1	F	16418
POA2320	1	M	15657
POA2321	0	F	256
POA2321	0	M	271
POA2321	1	F	7020
POA2321	1	M	6801
POA2322	0	F	283
POA2322	0	M	315
POA2322	1	F	8872
POA2322	1	M	8642
POA2323	0	F	709
POA2323	0	M	623
POA2323	1	F	12338
POA2323	1	M	11691
POA2324	0	F	891
POA2324	0	M	945
POA2324	1	F	10921
POA2324	1	M	10622
POA2325	0	F	1370
POA2325	0	M	2031
POA2325	1	F	12801
POA2325	1	M	12052
POA2326	0	F	185
POA2326	0	M	181
POA2326	1	F	3392
POA2326	1	M	3387
POA2327	0	F	290
POA2327	0	M	222
POA2327	1	F	3562
POA2327	1	M	3507
POA2328	0	F	117
POA2328	0	M	141
POA2328	1	F	1091
POA2328	1	M	1124
POA2329	0	F	124
POA2329	0	M	121
POA2329	1	F	936
POA2329	1	M	938
POA2330	0	F	835
POA2330	0	M	989
POA2330	1	F	9131
POA2330	1	M	9184
POA2331	0	F	17
POA2331	0	M	571
POA2333	0	F	444
POA2333	0	M	820
POA2333	1	F	6146
POA2333	1	M	6269
POA2334	0	F	41
POA2334	0	M	43
POA2334	1	F	1340
POA2334	1	M	1390
POA2335	0	F	172
POA2335	0	M	175
POA2335	1	F	2911
POA2335	1	M	2820
POA2336	0	F	95
POA2336	0	M	96
POA2336	1	F	1175
POA2336	1	M	1176
POA2337	0	F	450
POA2337	0	M	481
POA2337	1	F	3523
POA2337	1	M	3388
POA2338	0	F	89
POA2338	0	M	75
POA2338	1	F	652
POA2338	1	M	601
POA2339	0	F	55
POA2339	0	M	49
POA2339	1	F	261
POA2339	1	M	315
POA2340	0	F	2346
POA2340	0	M	2687
POA2340	1	F	22710
POA2340	1	M	21315
POA2341	0	F	62
POA2341	0	M	81
POA2341	1	F	682
POA2341	1	M	698
POA2342	0	F	23
POA2342	0	M	23
POA2342	1	F	203
POA2342	1	M	204
