POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA3333	15-19		3
POA3333	15-19	0	16
POA3333	20-24		3
POA3333	20-24	0	9
POA3333	25-29	0	8
POA3333	25-29	1	8
POA3333	25-29	2	4
POA3333	30-34	0	7
POA3333	30-34	2	6
POA3333	30-34	3	5
POA3333	35-39	0	7
POA3333	35-39	1	4
POA3333	35-39	2	7
POA3333	35-39	3	5
POA3333	35-39	4	3
POA3333	40-44	0	5
POA3333	40-44	1	3
POA3333	40-44	2	9
POA3333	40-44	3	4
POA3333	40-44	4	5
POA3333	40-44	6	3
POA3333	45-49		3
POA3333	45-49	0	6
POA3333	45-49	2	11
POA3333	45-49	3	12
POA3333	45-49	4	3
POA3333	50-54	0	5
POA3333	50-54	1	4
POA3333	50-54	2	6
POA3333	50-54	3	8
POA3333	50-54	4	3
POA3333	50-54	5	3
POA3333	55-59		3
POA3333	55-59	0	8
POA3333	55-59	2	9
POA3333	55-59	3	7
POA3333	55-59	4	3
POA3333	55-59	6	3
POA3333	60-64		3
POA3333	60-64	0	5
POA3333	60-64	1	4
POA3333	60-64	2	9
POA3333	60-64	3	3
POA3333	60-64	4	9
POA3333	65-69		6
POA3333	65-69	2	7
POA3333	65-69	3	11
POA3333	70-74	2	3
POA3333	70-74	3	5
POA3333	70-74	4	3
POA3333	70-74	5	4
POA3333	75-79	3	4
POA3333	80-84	2	3
POA3333	80-84	3	3
POA3334	15-19		3
POA3334	15-19	0	17
POA3334	20-24	0	9
POA3334	25-29		4
POA3334	25-29	0	6
POA3334	30-34	0	10
POA3334	30-34	1	5
POA3334	35-39		3
POA3334	35-39	1	3
POA3334	35-39	2	7
POA3334	35-39	3	5
POA3334	40-44	0	3
POA3334	40-44	2	3
POA3334	40-44	3	6
POA3334	40-44	4	3
POA3334	45-49		5
POA3334	45-49	1	6
POA3334	45-49	2	6
POA3334	45-49	3	3
POA3334	50-54		3
POA3334	50-54	0	3
POA3334	50-54	2	10
POA3334	50-54	3	3
POA3334	50-54	4	3
POA3334	50-54	5	3
POA3334	55-59		6
POA3334	55-59	0	8
POA3334	55-59	2	3
POA3334	55-59	3	10
POA3334	55-59	4	3
POA3334	60-64	0	4
POA3334	60-64	1	3
POA3334	60-64	2	3
POA3334	65-69		3
POA3334	65-69	0	3
POA3334	65-69	1	3
POA3334	65-69	2	5
POA3334	65-69	3	3
POA3334	65-69	4	3
POA3334	75-79		3
POA3334	75-79	3	3
POA3334	75-79	4	3
POA3334	80-84	3	4
POA3334	80-84	4	3
POA3334	85+	0	3
POA3335	15-19		24
POA3335	15-19	0	104
POA3335	20-24		24
POA3335	20-24	0	141
POA3335	20-24	1	11
POA3335	20-24	2	9
POA3335	25-29		34
POA3335	25-29	0	254
POA3335	25-29	1	75
POA3335	25-29	2	29
POA3335	25-29	3	3
POA3335	30-34		34
POA3335	30-34	0	111
POA3335	30-34	1	102
POA3335	30-34	2	89
POA3335	30-34	3	32
POA3335	30-34	4	8
POA3335	35-39		20
POA3335	35-39	0	49
POA3335	35-39	1	50
POA3335	35-39	2	99
POA3335	35-39	3	31
POA3335	35-39	4	7
POA3335	40-44		20
POA3335	40-44	0	21
POA3335	40-44	1	32
POA3335	40-44	2	64
POA3335	40-44	3	32
POA3335	40-44	4	17
POA3335	40-44	5	9
POA3335	45-49		24
POA3335	45-49	0	11
POA3335	45-49	1	17
POA3335	45-49	2	57
POA3335	45-49	3	39
POA3335	45-49	4	16
POA3335	45-49	5	3
POA3335	50-54		17
POA3335	50-54	0	7
POA3335	50-54	1	12
POA3335	50-54	2	50
POA3335	50-54	3	27
POA3335	50-54	4	10
POA3335	50-54	5	3
POA3335	55-59		7
POA3335	55-59	0	12
POA3335	55-59	1	11
POA3335	55-59	2	36
POA3335	55-59	3	31
POA3335	55-59	4	12
POA3335	55-59	5	4
POA3335	60-64		10
POA3335	60-64	1	6
POA3335	60-64	2	42
POA3335	60-64	3	43
POA3335	60-64	4	13
POA3335	60-64	6	3
POA3335	65-69		9
POA3335	65-69	0	5
POA3335	65-69	1	4
POA3335	65-69	2	20
POA3335	65-69	3	28
POA3335	65-69	4	9
POA3335	65-69	5	5
POA3335	65-69	6	3
POA3335	70-74		8
POA3335	70-74	0	3
POA3335	70-74	2	17
POA3335	70-74	3	17
POA3335	75-79		6
POA3335	75-79	2	8
POA3335	75-79	3	10
POA3335	75-79	4	5
POA3335	80-84	2	4
POA3335	80-84	3	4
POA3335	85+	2	4
POA3335	85+	3	3
POA3335	85+	6	4
POA3337	15-19		158
POA3337	15-19	0	973
POA3337	15-19	1	11
POA3337	20-24		123
POA3337	20-24	0	883
POA3337	20-24	1	144
POA3337	20-24	2	70
POA3337	20-24	3	10
POA3337	25-29		131
POA3337	25-29	0	700
POA3337	25-29	1	302
POA3337	25-29	2	239
POA3337	25-29	3	83
POA3337	25-29	4	28
POA3337	25-29	5	3
POA3337	25-29	6	4
POA3337	30-34		108
POA3337	30-34	0	374
POA3337	30-34	1	334
POA3337	30-34	2	414
POA3337	30-34	3	165
POA3337	30-34	4	67
POA3337	30-34	5	27
POA3337	30-34	6	14
POA3337	35-39		92
POA3337	35-39	0	219
POA3337	35-39	1	239
POA3337	35-39	2	391
POA3337	35-39	3	222
POA3337	35-39	4	90
POA3337	35-39	5	33
POA3337	35-39	6	36
POA3337	40-44		77
POA3337	40-44	0	175
POA3337	40-44	1	173
POA3337	40-44	2	420
POA3337	40-44	3	239
POA3337	40-44	4	102
POA3337	40-44	5	42
POA3337	40-44	6	42
POA3337	45-49		83
POA3337	45-49	0	138
POA3337	45-49	1	137
POA3337	45-49	2	399
POA3337	45-49	3	249
POA3337	45-49	4	100
POA3337	45-49	5	52
POA3337	45-49	6	41
POA3337	50-54		72
POA3337	50-54	0	100
POA3337	50-54	1	103
POA3337	50-54	2	374
POA3337	50-54	3	252
POA3337	50-54	4	80
POA3337	50-54	5	41
POA3337	50-54	6	17
POA3337	55-59		68
POA3337	55-59	0	79
POA3337	55-59	1	88
POA3337	55-59	2	403
POA3337	55-59	3	279
POA3337	55-59	4	124
POA3337	55-59	5	38
POA3337	55-59	6	19
POA3337	60-64		82
POA3337	60-64	0	69
POA3337	60-64	1	87
POA3337	60-64	2	369
POA3337	60-64	3	298
POA3337	60-64	4	100
POA3337	60-64	5	42
POA3337	60-64	6	21
POA3337	65-69		71
POA3337	65-69	0	32
POA3337	65-69	1	69
POA3337	65-69	2	303
POA3337	65-69	3	227
POA3337	65-69	4	117
POA3337	65-69	5	24
POA3337	65-69	6	18
POA3337	70-74		44
POA3337	70-74	0	28
POA3337	70-74	1	36
POA3337	70-74	2	152
POA3337	70-74	3	147
POA3337	70-74	4	70
POA3337	70-74	5	39
POA3337	70-74	6	19
POA3337	75-79		35
POA3337	75-79	0	16
POA3337	75-79	1	15
POA3337	75-79	2	66
POA3337	75-79	3	68
POA3337	75-79	4	41
POA3337	75-79	5	26
POA3337	75-79	6	23
POA3337	80-84		22
POA3337	80-84	0	10
POA3337	80-84	1	3
POA3337	80-84	2	32
POA3337	80-84	3	43
POA3337	80-84	4	25
POA3337	80-84	5	15
POA3337	80-84	6	24
POA3337	85+		19
POA3337	85+	0	4
POA3337	85+	1	16
POA3337	85+	2	36
POA3337	85+	3	42
POA3337	85+	4	21
POA3337	85+	5	13
POA3337	85+	6	22
POA3338	15-19		91
POA3338	15-19	0	544
POA3338	15-19	1	11
POA3338	20-24		81
POA3338	20-24	0	517
POA3338	20-24	1	104
POA3338	20-24	2	45
POA3338	20-24	3	7
POA3338	25-29		82
POA3338	25-29	0	418
POA3338	25-29	1	202
POA3338	25-29	2	164
POA3338	25-29	3	73
POA3338	25-29	4	15
POA3338	25-29	5	3
POA3338	30-34		75
POA3338	30-34	0	288
POA3338	30-34	1	249
POA3338	30-34	2	298
POA3338	30-34	3	113
POA3338	30-34	4	39
POA3338	30-34	5	21
POA3338	30-34	6	12
POA3338	35-39		55
POA3338	35-39	0	151
POA3338	35-39	1	158
POA3338	35-39	2	290
POA3338	35-39	3	170
POA3338	35-39	4	51
POA3338	35-39	5	24
POA3338	35-39	6	19
POA3338	40-44		58
POA3338	40-44	0	109
POA3338	40-44	1	98
POA3338	40-44	2	266
POA3338	40-44	3	137
POA3338	40-44	4	68
POA3338	40-44	5	17
POA3338	40-44	6	14
POA3338	45-49		45
POA3338	45-49	0	107
POA3338	45-49	1	90
POA3338	45-49	2	211
POA3338	45-49	3	144
POA3338	45-49	4	68
POA3338	45-49	5	22
POA3338	45-49	6	28
POA3338	50-54		39
POA3338	50-54	0	69
POA3338	50-54	1	80
POA3338	50-54	2	203
POA3338	50-54	3	137
POA3338	50-54	4	73
POA3338	50-54	5	27
POA3338	50-54	6	9
POA3338	55-59		38
POA3338	55-59	0	45
POA3338	55-59	1	55
POA3338	55-59	2	227
POA3338	55-59	3	163
POA3338	55-59	4	57
POA3338	55-59	5	11
POA3338	55-59	6	11
POA3338	60-64		51
POA3338	60-64	0	37
POA3338	60-64	1	64
POA3338	60-64	2	249
POA3338	60-64	3	180
POA3338	60-64	4	74
POA3338	60-64	5	21
POA3338	60-64	6	7
POA3338	65-69		44
POA3338	65-69	0	44
POA3338	65-69	1	39
POA3338	65-69	2	168
POA3338	65-69	3	140
POA3338	65-69	4	66
POA3338	65-69	5	22
POA3338	65-69	6	24
POA3338	70-74		26
POA3338	70-74	0	11
POA3338	70-74	1	28
POA3338	70-74	2	89
POA3338	70-74	3	71
POA3338	70-74	4	32
POA3338	70-74	5	18
POA3338	70-74	6	10
POA3338	75-79		21
POA3338	75-79	0	15
POA3338	75-79	1	11
POA3338	75-79	2	31
POA3338	75-79	3	45
POA3338	75-79	4	37
POA3338	75-79	5	12
POA3338	75-79	6	9
POA3338	80-84		17
POA3338	80-84	0	7
POA3338	80-84	1	6
POA3338	80-84	2	42
POA3338	80-84	3	35
POA3338	80-84	4	30
POA3338	80-84	5	12
POA3338	80-84	6	10
POA3338	85+		24
POA3338	85+	0	7
POA3338	85+	1	16
POA3338	85+	2	32
POA3338	85+	3	43
POA3338	85+	4	27
POA3338	85+	5	12
POA3338	85+	6	22
POA3340	15-19		66
POA3340	15-19	0	594
POA3340	15-19	1	3
POA3340	20-24		42
POA3340	20-24	0	493
POA3340	20-24	1	34
POA3340	20-24	2	28
POA3340	20-24	3	4
POA3340	25-29		42
POA3340	25-29	0	367
POA3340	25-29	1	121
POA3340	25-29	2	80
POA3340	25-29	3	21
POA3340	25-29	4	6
POA3340	25-29	5	3
POA3340	30-34		28
POA3340	30-34	0	165
POA3340	30-34	1	129
POA3340	30-34	2	232
POA3340	30-34	3	98
POA3340	30-34	4	27
POA3340	30-34	6	3
POA3340	35-39		48
POA3340	35-39	0	123
POA3340	35-39	1	120
POA3340	35-39	2	235
POA3340	35-39	3	150
POA3340	35-39	4	41
POA3340	35-39	5	18
POA3340	35-39	6	3
POA3340	40-44		44
POA3340	40-44	0	95
POA3340	40-44	1	73
POA3340	40-44	2	317
POA3340	40-44	3	157
POA3340	40-44	4	52
POA3340	40-44	5	20
POA3340	40-44	6	7
POA3340	45-49		38
POA3340	45-49	0	86
POA3340	45-49	1	95
POA3340	45-49	2	306
POA3340	45-49	3	169
POA3340	45-49	4	60
POA3340	45-49	5	32
POA3340	45-49	6	8
POA3340	50-54		49
POA3340	50-54	0	75
POA3340	50-54	1	57
POA3340	50-54	2	259
POA3340	50-54	3	179
POA3340	50-54	4	51
POA3340	50-54	5	20
POA3340	50-54	6	12
POA3340	55-59		32
POA3340	55-59	0	66
POA3340	55-59	1	74
POA3340	55-59	2	260
POA3340	55-59	3	177
POA3340	55-59	4	53
POA3340	55-59	5	24
POA3340	55-59	6	6
POA3340	60-64		26
POA3340	60-64	0	46
POA3340	60-64	1	51
POA3340	60-64	2	214
POA3340	60-64	3	180
POA3340	60-64	4	89
POA3340	60-64	5	9
POA3340	60-64	6	8
POA3340	65-69		43
POA3340	65-69	0	46
POA3340	65-69	1	44
POA3340	65-69	2	228
POA3340	65-69	3	130
POA3340	65-69	4	70
POA3340	65-69	5	15
POA3340	65-69	6	10
POA3340	70-74		37
POA3340	70-74	0	29
POA3340	70-74	1	25
POA3340	70-74	2	150
POA3340	70-74	3	132
POA3340	70-74	4	71
POA3340	70-74	5	10
POA3340	75-79		35
POA3340	75-79	0	21
POA3340	75-79	1	14
POA3340	75-79	2	60
POA3340	75-79	3	79
POA3340	75-79	4	34
POA3340	75-79	5	22
POA3340	75-79	6	16
POA3340	80-84		21
POA3340	80-84	0	11
POA3340	80-84	1	10
POA3340	80-84	2	27
POA3340	80-84	3	52
POA3340	80-84	4	35
POA3340	80-84	5	15
POA3340	80-84	6	22
POA3340	85+		51
POA3340	85+	0	10
POA3340	85+	1	12
POA3340	85+	2	29
POA3340	85+	3	43
POA3340	85+	4	34
POA3340	85+	5	17
POA3340	85+	6	22
POA3341	15-19		7
POA3341	15-19	0	68
POA3341	20-24		4
POA3341	20-24	0	28
POA3341	25-29		3
POA3341	25-29	0	16
POA3341	25-29	1	5
POA3341	30-34		5
POA3341	30-34	0	14
POA3341	30-34	1	9
POA3341	30-34	2	7
POA3341	30-34	3	6
POA3341	30-34	4	3
POA3341	35-39	0	13
POA3341	35-39	1	9
POA3341	35-39	2	18
POA3341	35-39	3	8
POA3341	35-39	4	4
POA3341	40-44		5
POA3341	40-44	0	9
POA3341	40-44	1	10
POA3341	40-44	2	26
POA3341	40-44	3	12
POA3341	40-44	4	6
POA3341	40-44	5	3
POA3341	45-49		6
POA3341	45-49	0	5
POA3341	45-49	1	7
POA3341	45-49	2	24
POA3341	45-49	3	18
POA3341	45-49	4	4
POA3341	50-54		4
POA3341	50-54	0	11
POA3341	50-54	1	7
POA3341	50-54	2	24
POA3341	50-54	3	26
POA3341	50-54	4	4
POA3341	55-59		9
POA3341	55-59	0	3
POA3341	55-59	1	4
POA3341	55-59	2	19
POA3341	55-59	3	22
POA3341	55-59	4	3
POA3341	55-59	6	3
POA3341	60-64		6
POA3341	60-64	0	6
POA3341	60-64	2	19
POA3341	60-64	3	13
POA3341	60-64	4	4
POA3341	65-69		6
POA3341	65-69	0	3
POA3341	65-69	1	8
POA3341	65-69	2	20
POA3341	65-69	3	9
POA3341	65-69	4	5
POA3341	65-69	5	3
POA3341	70-74		3
POA3341	70-74	0	5
POA3341	70-74	1	6
POA3341	70-74	2	9
POA3341	70-74	3	5
POA3341	70-74	4	4
POA3341	70-74	5	3
POA3341	75-79	2	8
POA3341	80-84	0	3
POA3341	80-84	2	3
POA3341	85+	2	3
POA3342	15-19		14
POA3342	15-19	0	83
POA3342	15-19	1	3
POA3342	20-24		3
POA3342	20-24	0	43
POA3342	20-24	1	8
POA3342	25-29		6
POA3342	25-29	0	43
POA3342	25-29	1	10
POA3342	25-29	2	10
POA3342	25-29	3	9
POA3342	30-34		6
POA3342	30-34	0	39
POA3342	30-34	1	15
POA3342	30-34	2	26
POA3342	30-34	3	17
POA3342	35-39		3
POA3342	35-39	0	26
POA3342	35-39	1	16
POA3342	35-39	2	35
POA3342	35-39	3	23
POA3342	35-39	4	3
POA3342	35-39	6	3
POA3342	40-44		10
POA3342	40-44	0	16
POA3342	40-44	1	13
POA3342	40-44	2	43
POA3342	40-44	3	21
POA3342	40-44	4	10
POA3342	40-44	5	6
POA3342	45-49		12
POA3342	45-49	0	35
POA3342	45-49	1	12
POA3342	45-49	2	50
POA3342	45-49	3	18
POA3342	45-49	4	13
POA3342	45-49	5	3
POA3342	50-54		13
POA3342	50-54	0	23
POA3342	50-54	1	21
POA3342	50-54	2	50
POA3342	50-54	3	39
POA3342	50-54	4	15
POA3342	50-54	5	4
POA3342	50-54	6	3
POA3342	55-59		13
POA3342	55-59	0	19
POA3342	55-59	1	14
POA3342	55-59	2	39
POA3342	55-59	3	28
POA3342	55-59	4	17
POA3342	55-59	5	4
POA3342	60-64		9
POA3342	60-64	0	14
POA3342	60-64	1	10
POA3342	60-64	2	28
POA3342	60-64	3	19
POA3342	60-64	4	11
POA3342	60-64	5	4
POA3342	60-64	6	3
POA3342	65-69		7
POA3342	65-69	0	15
POA3342	65-69	1	5
POA3342	65-69	2	44
POA3342	65-69	3	29
POA3342	65-69	4	15
POA3342	70-74		7
POA3342	70-74	0	9
POA3342	70-74	1	10
POA3342	70-74	2	12
POA3342	70-74	3	21
POA3342	70-74	4	16
POA3342	70-74	5	5
POA3342	75-79		7
POA3342	75-79	1	3
POA3342	75-79	2	10
POA3342	75-79	3	13
POA3342	75-79	4	16
POA3342	75-79	5	6
POA3342	75-79	6	3
POA3342	80-84		3
POA3342	80-84	0	3
POA3342	80-84	1	3
POA3342	80-84	2	12
POA3342	80-84	3	6
POA3342	80-84	4	13
POA3342	80-84	5	3
POA3342	80-84	6	6
POA3342	85+		11
POA3342	85+	1	3
POA3342	85+	2	7
POA3342	85+	3	13
POA3342	85+	4	6
POA3342	85+	5	3
POA3342	85+	6	3
POA3345	15-19		9
POA3345	15-19	0	24
POA3345	20-24	0	17
POA3345	25-29	0	14
POA3345	25-29	2	6
POA3345	30-34		4
POA3345	30-34	0	10
POA3345	30-34	1	4
POA3345	30-34	2	7
POA3345	35-39		8
POA3345	35-39	0	8
POA3345	35-39	1	5
POA3345	35-39	2	10
POA3345	35-39	3	5
POA3345	35-39	4	3
POA3345	40-44		4
POA3345	40-44	0	16
POA3345	40-44	1	3
POA3345	40-44	2	9
POA3345	40-44	3	15
POA3345	40-44	4	3
POA3345	45-49		4
POA3345	45-49	0	5
POA3345	45-49	1	4
POA3345	45-49	2	19
POA3345	45-49	3	8
POA3345	45-49	4	7
POA3345	50-54		6
POA3345	50-54	0	8
POA3345	50-54	1	8
POA3345	50-54	2	17
POA3345	50-54	3	9
POA3345	50-54	4	3
POA3345	50-54	5	3
POA3345	55-59		4
POA3345	55-59	0	4
POA3345	55-59	1	6
POA3345	55-59	2	14
POA3345	55-59	3	8
POA3345	60-64		4
POA3345	60-64	1	3
POA3345	60-64	2	16
POA3345	60-64	3	11
POA3345	60-64	4	6
POA3345	60-64	5	3
POA3345	65-69	1	9
POA3345	65-69	2	11
POA3345	65-69	3	15
POA3345	65-69	4	4
POA3345	65-69	5	3
POA3345	70-74		3
POA3345	70-74	0	3
POA3345	70-74	1	3
POA3345	70-74	2	11
POA3345	70-74	3	6
POA3345	70-74	4	3
POA3345	75-79	4	5
POA3345	80-84	2	3
POA3345	80-84	3	3
POA3345	85+		3
POA3345	85+	3	3
POA3345	85+	4	3
POA3350	15-19		204
POA3350	15-19	0	1650
POA3350	15-19	1	21
POA3350	15-19	2	3
POA3350	20-24		235
POA3350	20-24	0	1935
POA3350	20-24	1	144
POA3350	20-24	2	60
POA3350	20-24	3	6
POA3350	20-24	4	3
POA3350	25-29		143
POA3350	25-29	0	1308
POA3350	25-29	1	314
POA3350	25-29	2	211
POA3350	25-29	3	62
POA3350	25-29	4	19
POA3350	25-29	5	3
POA3350	25-29	6	3
POA3350	30-34		135
POA3350	30-34	0	680
POA3350	30-34	1	403
POA3350	30-34	2	515
POA3350	30-34	3	175
POA3350	30-34	4	51
POA3350	30-34	5	7
POA3350	30-34	6	12
POA3350	35-39		107
POA3350	35-39	0	382
POA3350	35-39	1	292
POA3350	35-39	2	660
POA3350	35-39	3	341
POA3350	35-39	4	96
POA3350	35-39	5	16
POA3350	35-39	6	14
POA3350	40-44		107
POA3350	40-44	0	310
POA3350	40-44	1	251
POA3350	40-44	2	708
POA3350	40-44	3	378
POA3350	40-44	4	142
POA3350	40-44	5	45
POA3350	40-44	6	27
POA3350	45-49		105
POA3350	45-49	0	280
POA3350	45-49	1	253
POA3350	45-49	2	704
POA3350	45-49	3	423
POA3350	45-49	4	146
POA3350	45-49	5	44
POA3350	45-49	6	32
POA3350	50-54		129
POA3350	50-54	0	302
POA3350	50-54	1	237
POA3350	50-54	2	689
POA3350	50-54	3	441
POA3350	50-54	4	168
POA3350	50-54	5	35
POA3350	50-54	6	33
POA3350	55-59		127
POA3350	55-59	0	274
POA3350	55-59	1	196
POA3350	55-59	2	627
POA3350	55-59	3	508
POA3350	55-59	4	169
POA3350	55-59	5	44
POA3350	55-59	6	27
POA3350	60-64		117
POA3350	60-64	0	219
POA3350	60-64	1	173
POA3350	60-64	2	596
POA3350	60-64	3	435
POA3350	60-64	4	167
POA3350	60-64	5	37
POA3350	60-64	6	23
POA3350	65-69		129
POA3350	65-69	0	163
POA3350	65-69	1	110
POA3350	65-69	2	562
POA3350	65-69	3	412
POA3350	65-69	4	191
POA3350	65-69	5	56
POA3350	65-69	6	31
POA3350	70-74		91
POA3350	70-74	0	126
POA3350	70-74	1	79
POA3350	70-74	2	317
POA3350	70-74	3	291
POA3350	70-74	4	167
POA3350	70-74	5	73
POA3350	70-74	6	52
POA3350	75-79		97
POA3350	75-79	0	98
POA3350	75-79	1	53
POA3350	75-79	2	202
POA3350	75-79	3	226
POA3350	75-79	4	149
POA3350	75-79	5	74
POA3350	75-79	6	70
POA3350	80-84		93
POA3350	80-84	0	75
POA3350	80-84	1	38
POA3350	80-84	2	121
POA3350	80-84	3	124
POA3350	80-84	4	115
POA3350	80-84	5	67
POA3350	80-84	6	81
POA3350	85+		130
POA3350	85+	0	102
POA3350	85+	1	57
POA3350	85+	2	171
POA3350	85+	3	168
POA3350	85+	4	116
POA3350	85+	5	84
POA3350	85+	6	94
POA3351	15-19		38
POA3351	15-19	0	220
POA3351	20-24		16
POA3351	20-24	0	143
POA3351	20-24	1	13
POA3351	25-29		11
POA3351	25-29	0	74
POA3351	25-29	1	26
POA3351	25-29	2	23
POA3351	25-29	3	9
POA3351	25-29	4	5
POA3351	30-34		25
POA3351	30-34	0	44
POA3351	30-34	1	41
POA3351	30-34	2	80
POA3351	30-34	3	30
POA3351	30-34	4	7
POA3351	35-39		12
POA3351	35-39	0	25
POA3351	35-39	1	27
POA3351	35-39	2	94
POA3351	35-39	3	40
POA3351	35-39	4	13
POA3351	35-39	5	6
POA3351	40-44		13
POA3351	40-44	0	22
POA3351	40-44	1	36
POA3351	40-44	2	117
POA3351	40-44	3	65
POA3351	40-44	4	16
POA3351	40-44	5	15
POA3351	40-44	6	8
POA3351	45-49		17
POA3351	45-49	0	41
POA3351	45-49	1	32
POA3351	45-49	2	103
POA3351	45-49	3	83
POA3351	45-49	4	23
POA3351	45-49	5	12
POA3351	45-49	6	12
POA3351	50-54		18
POA3351	50-54	0	46
POA3351	50-54	1	37
POA3351	50-54	2	111
POA3351	50-54	3	84
POA3351	50-54	4	38
POA3351	50-54	5	9
POA3351	50-54	6	10
POA3351	55-59		28
POA3351	55-59	0	34
POA3351	55-59	1	30
POA3351	55-59	2	111
POA3351	55-59	3	86
POA3351	55-59	4	34
POA3351	55-59	5	16
POA3351	55-59	6	5
POA3351	60-64		18
POA3351	60-64	0	29
POA3351	60-64	1	18
POA3351	60-64	2	93
POA3351	60-64	3	73
POA3351	60-64	4	27
POA3351	60-64	5	5
POA3351	60-64	6	11
POA3351	65-69		13
POA3351	65-69	0	18
POA3351	65-69	1	12
POA3351	65-69	2	78
POA3351	65-69	3	64
POA3351	65-69	4	25
POA3351	65-69	5	13
POA3351	65-69	6	7
POA3351	70-74		8
POA3351	70-74	0	16
POA3351	70-74	1	6
POA3351	70-74	2	38
POA3351	70-74	3	37
POA3351	70-74	4	31
POA3351	70-74	5	7
POA3351	70-74	6	9
POA3351	75-79		7
POA3351	75-79	0	5
POA3351	75-79	2	11
POA3351	75-79	3	24
POA3351	75-79	4	15
POA3351	75-79	5	7
POA3351	75-79	6	11
POA3351	80-84		3
POA3351	80-84	0	4
POA3351	80-84	1	5
POA3351	80-84	2	8
POA3351	80-84	3	10
POA3351	80-84	4	9
POA3351	80-84	5	3
POA3351	80-84	6	4
POA3351	85+		5
POA3351	85+	1	3
POA3351	85+	2	7
POA3351	85+	3	12
POA3351	85+	4	10
POA3351	85+	5	3
POA3351	85+	6	4
POA3352	15-19		75
POA3352	15-19	0	449
POA3352	20-24		29
POA3352	20-24	0	297
POA3352	20-24	1	11
POA3352	20-24	2	10
POA3352	25-29		24
POA3352	25-29	0	170
POA3352	25-29	1	58
POA3352	25-29	2	56
POA3352	25-29	3	26
POA3352	25-29	4	3
POA3352	30-34		28
POA3352	30-34	0	99
POA3352	30-34	1	78
POA3352	30-34	2	155
POA3352	30-34	3	59
POA3352	30-34	4	20
POA3352	30-34	5	4
POA3352	35-39		19
POA3352	35-39	0	74
POA3352	35-39	1	67
POA3352	35-39	2	178
POA3352	35-39	3	118
POA3352	35-39	4	49
POA3352	35-39	5	11
POA3352	35-39	6	4
POA3352	40-44		30
POA3352	40-44	0	76
POA3352	40-44	1	49
POA3352	40-44	2	194
POA3352	40-44	3	145
POA3352	40-44	4	53
POA3352	40-44	5	12
POA3352	40-44	6	7
POA3352	45-49		30
POA3352	45-49	0	74
POA3352	45-49	1	62
POA3352	45-49	2	214
POA3352	45-49	3	153
POA3352	45-49	4	40
POA3352	45-49	5	14
POA3352	45-49	6	14
POA3352	50-54		40
POA3352	50-54	0	72
POA3352	50-54	1	52
POA3352	50-54	2	199
POA3352	50-54	3	140
POA3352	50-54	4	67
POA3352	50-54	5	27
POA3352	50-54	6	7
POA3352	55-59		36
POA3352	55-59	0	60
POA3352	55-59	1	40
POA3352	55-59	2	172
POA3352	55-59	3	138
POA3352	55-59	4	73
POA3352	55-59	5	18
POA3352	55-59	6	9
POA3352	60-64		40
POA3352	60-64	0	41
POA3352	60-64	1	53
POA3352	60-64	2	168
POA3352	60-64	3	153
POA3352	60-64	4	59
POA3352	60-64	5	21
POA3352	60-64	6	7
POA3352	65-69		23
POA3352	65-69	0	35
POA3352	65-69	1	37
POA3352	65-69	2	124
POA3352	65-69	3	116
POA3352	65-69	4	58
POA3352	65-69	5	29
POA3352	65-69	6	12
POA3352	70-74		28
POA3352	70-74	0	17
POA3352	70-74	1	21
POA3352	70-74	2	84
POA3352	70-74	3	62
POA3352	70-74	4	48
POA3352	70-74	5	20
POA3352	70-74	6	25
POA3352	75-79		13
POA3352	75-79	0	8
POA3352	75-79	1	4
POA3352	75-79	2	34
POA3352	75-79	3	31
POA3352	75-79	4	17
POA3352	75-79	5	17
POA3352	75-79	6	12
POA3352	80-84		8
POA3352	80-84	0	5
POA3352	80-84	1	3
POA3352	80-84	2	18
POA3352	80-84	3	13
POA3352	80-84	4	9
POA3352	80-84	5	12
POA3352	80-84	6	10
POA3352	85+		12
POA3352	85+	0	3
POA3352	85+	1	4
POA3352	85+	2	21
POA3352	85+	3	14
POA3352	85+	4	14
POA3352	85+	6	17
POA3355	15-19		52
POA3355	15-19	0	378
POA3355	15-19	1	13
POA3355	15-19	2	5
POA3355	20-24		36
POA3355	20-24	0	296
POA3355	20-24	1	56
POA3355	20-24	2	30
POA3355	20-24	3	5
POA3355	25-29		33
POA3355	25-29	0	177
POA3355	25-29	1	84
POA3355	25-29	2	71
POA3355	25-29	3	26
POA3355	25-29	4	12
POA3355	25-29	6	3
POA3355	30-34		36
POA3355	30-34	0	83
POA3355	30-34	1	68
POA3355	30-34	2	96
POA3355	30-34	3	38
POA3355	30-34	4	23
POA3355	30-34	5	5
POA3355	30-34	6	3
POA3355	35-39		28
POA3355	35-39	0	71
POA3355	35-39	1	57
POA3355	35-39	2	90
POA3355	35-39	3	55
POA3355	35-39	4	22
POA3355	35-39	5	10
POA3355	35-39	6	8
POA3355	40-44		22
POA3355	40-44	0	58
POA3355	40-44	1	50
POA3355	40-44	2	97
POA3355	40-44	3	69
POA3355	40-44	4	31
POA3355	40-44	5	7
POA3355	40-44	6	10
POA3355	45-49		38
POA3355	45-49	0	63
POA3355	45-49	1	46
POA3355	45-49	2	158
POA3355	45-49	3	82
POA3355	45-49	4	35
POA3355	45-49	5	20
POA3355	45-49	6	10
