POA_CODE_2016	Age	Sex	persons
POA3588	15-19	F	12
POA3588	15-19	M	13
POA3588	20-24	F	7
POA3588	20-24	M	16
POA3588	25-34	F	17
POA3588	25-34	M	24
POA3588	35-44	F	15
POA3588	35-44	M	16
POA3588	45-54	F	30
POA3588	45-54	M	22
POA3588	55-64	F	31
POA3588	55-64	M	26
POA3588	65-74	F	17
POA3588	65-74	M	23
POA3588	75-84	F	8
POA3588	75-84	M	16
POA3588	85+	M	3
POA3589	0-4	F	8
POA3589	0-4	M	11
POA3589	5-14	F	20
POA3589	5-14	M	28
POA3589	15-19	F	8
POA3589	15-19	M	12
POA3589	20-24	F	18
POA3589	20-24	M	19
POA3589	25-34	F	13
POA3589	25-34	M	15
POA3589	35-44	F	20
POA3589	35-44	M	16
POA3589	45-54	F	22
POA3589	45-54	M	28
POA3589	55-64	F	23
POA3589	55-64	M	28
POA3589	65-74	F	21
POA3589	65-74	M	15
POA3589	75-84	F	7
POA3589	75-84	M	13
POA3589	85+	F	3
POA3589	85+	M	3
POA3590	0-4	F	12
POA3590	0-4	M	13
POA3590	5-14	F	25
POA3590	5-14	M	27
POA3590	15-19	F	12
POA3590	15-19	M	11
POA3590	20-24	F	7
POA3590	20-24	M	4
POA3590	25-34	F	16
POA3590	25-34	M	15
POA3590	35-44	F	23
POA3590	35-44	M	20
POA3590	45-54	F	24
POA3590	45-54	M	22
POA3590	55-64	F	20
POA3590	55-64	M	33
POA3590	65-74	F	20
POA3590	65-74	M	19
POA3590	75-84	F	3
POA3590	75-84	M	10
POA3590	85+	F	3
POA3591	0-4	F	7
POA3591	0-4	M	5
POA3591	5-14	F	8
POA3591	5-14	M	8
POA3591	15-19	F	5
POA3591	20-24	F	5
POA3591	20-24	M	4
POA3591	25-34	M	8
POA3591	35-44	F	16
POA3591	35-44	M	7
POA3591	45-54	F	15
POA3591	45-54	M	15
POA3591	55-64	F	15
POA3591	55-64	M	22
POA3591	65-74	F	3
POA3591	65-74	M	8
POA3591	85+	F	3
POA3594	0-4	F	4
POA3594	0-4	M	10
POA3594	5-14	F	28
POA3594	5-14	M	34
POA3594	15-19	F	24
POA3594	15-19	M	13
POA3594	20-24	F	13
POA3594	20-24	M	16
POA3594	25-34	F	19
POA3594	25-34	M	22
POA3594	35-44	F	26
POA3594	35-44	M	20
POA3594	45-54	F	33
POA3594	45-54	M	47
POA3594	55-64	F	39
POA3594	55-64	M	50
POA3594	65-74	F	35
POA3594	65-74	M	40
POA3594	75-84	F	17
POA3594	75-84	M	25
POA3594	85+	F	3
POA3595	0-4	F	16
POA3595	0-4	M	22
POA3595	5-14	F	34
POA3595	5-14	M	40
POA3595	15-19	F	17
POA3595	15-19	M	19
POA3595	20-24	F	22
POA3595	20-24	M	22
POA3595	25-34	F	30
POA3595	25-34	M	30
POA3595	35-44	F	32
POA3595	35-44	M	21
POA3595	45-54	F	52
POA3595	45-54	M	39
POA3595	55-64	F	45
POA3595	55-64	M	60
POA3595	65-74	F	46
POA3595	65-74	M	48
POA3595	75-84	F	22
POA3595	75-84	M	23
POA3595	85+	F	22
POA3595	85+	M	8
POA3596	0-4	M	4
POA3596	5-14	F	13
POA3596	5-14	M	5
POA3596	15-19	M	4
POA3596	25-34	M	6
POA3596	35-44	F	8
POA3596	35-44	M	5
POA3596	45-54	F	10
POA3596	45-54	M	9
POA3596	55-64	F	10
POA3596	55-64	M	9
POA3596	65-74	F	3
POA3596	65-74	M	3
POA3596	75-84	F	5
POA3596	75-84	M	3
POA3597	0-4	F	7
POA3597	0-4	M	10
POA3597	5-14	F	23
POA3597	5-14	M	14
POA3597	15-19	F	12
POA3597	15-19	M	21
POA3597	20-24	F	5
POA3597	20-24	M	15
POA3597	25-34	F	19
POA3597	25-34	M	18
POA3597	35-44	F	21
POA3597	35-44	M	27
POA3597	45-54	F	35
POA3597	45-54	M	47
POA3597	55-64	F	33
POA3597	55-64	M	32
POA3597	65-74	F	18
POA3597	65-74	M	30
POA3597	75-84	F	8
POA3597	75-84	M	13
POA3597	85+	F	3
POA3597	85+	M	9
POA3599	5-14	F	5
POA3599	5-14	M	15
POA3599	15-19	F	3
POA3599	25-34	M	3
POA3599	35-44	F	7
POA3599	35-44	M	10
POA3599	45-54	F	12
POA3599	45-54	M	13
POA3599	55-64	F	8
POA3599	55-64	M	10
POA3599	65-74	F	9
POA3599	65-74	M	14
POA3599	75-84	F	3
POA3599	75-84	M	6
POA3607	0-4	M	3
POA3607	5-14	F	10
POA3607	5-14	M	10
POA3607	15-19	F	6
POA3607	15-19	M	3
POA3607	25-34	F	5
POA3607	25-34	M	10
POA3607	35-44	F	4
POA3607	35-44	M	5
POA3607	45-54	F	12
POA3607	45-54	M	9
POA3607	55-64	F	17
POA3607	55-64	M	5
POA3607	65-74	F	3
POA3607	65-74	M	5
POA3607	75-84	F	4
POA3607	75-84	M	3
POA3607	85+	M	3
POA3608	0-4	F	49
POA3608	0-4	M	60
POA3608	5-14	F	124
POA3608	5-14	M	110
POA3608	15-19	F	62
POA3608	15-19	M	53
POA3608	20-24	F	47
POA3608	20-24	M	44
POA3608	25-34	F	107
POA3608	25-34	M	104
POA3608	35-44	F	120
POA3608	35-44	M	119
POA3608	45-54	F	167
POA3608	45-54	M	149
POA3608	55-64	F	219
POA3608	55-64	M	220
POA3608	65-74	F	176
POA3608	65-74	M	202
POA3608	75-84	F	95
POA3608	75-84	M	103
POA3608	85+	F	56
POA3608	85+	M	33
POA3610	0-4	F	30
POA3610	0-4	M	40
POA3610	5-14	F	99
POA3610	5-14	M	91
POA3610	15-19	F	45
POA3610	15-19	M	48
POA3610	20-24	F	19
POA3610	20-24	M	40
POA3610	25-34	F	40
POA3610	25-34	M	146
POA3610	35-44	F	81
POA3610	35-44	M	154
POA3610	45-54	F	122
POA3610	45-54	M	137
POA3610	55-64	F	112
POA3610	55-64	M	142
POA3610	65-74	F	77
POA3610	65-74	M	108
POA3610	75-84	F	58
POA3610	75-84	M	64
POA3610	85+	F	31
POA3610	85+	M	22
POA3612	0-4	F	37
POA3612	0-4	M	28
POA3612	5-14	F	71
POA3612	5-14	M	66
POA3612	15-19	F	42
POA3612	15-19	M	50
POA3612	20-24	F	30
POA3612	20-24	M	34
POA3612	25-34	F	58
POA3612	25-34	M	60
POA3612	35-44	F	64
POA3612	35-44	M	59
POA3612	45-54	F	128
POA3612	45-54	M	145
POA3612	55-64	F	150
POA3612	55-64	M	178
POA3612	65-74	F	134
POA3612	65-74	M	159
POA3612	75-84	F	80
POA3612	75-84	M	97
POA3612	85+	F	37
POA3612	85+	M	20
POA3614	0-4	F	35
POA3614	0-4	M	23
POA3614	5-14	F	70
POA3614	5-14	M	79
POA3614	15-19	F	31
POA3614	15-19	M	33
POA3614	20-24	F	16
POA3614	20-24	M	18
POA3614	25-34	F	44
POA3614	25-34	M	40
POA3614	35-44	F	64
POA3614	35-44	M	64
POA3614	45-54	F	75
POA3614	45-54	M	71
POA3614	55-64	F	61
POA3614	55-64	M	68
POA3614	65-74	F	38
POA3614	65-74	M	44
POA3614	75-84	F	8
POA3614	75-84	M	8
POA3614	85+	M	3
POA3616	0-4	F	173
POA3616	0-4	M	190
POA3616	5-14	F	289
POA3616	5-14	M	361
POA3616	15-19	F	131
POA3616	15-19	M	183
POA3616	20-24	F	113
POA3616	20-24	M	150
POA3616	25-34	F	287
POA3616	25-34	M	296
POA3616	35-44	F	331
POA3616	35-44	M	281
POA3616	45-54	F	373
POA3616	45-54	M	356
POA3616	55-64	F	384
POA3616	55-64	M	353
POA3616	65-74	F	271
POA3616	65-74	M	301
POA3616	75-84	F	196
POA3616	75-84	M	176
POA3616	85+	F	101
POA3616	85+	M	54
POA3617	0-4	F	4
POA3617	5-14	F	12
POA3617	5-14	M	6
POA3617	15-19	F	8
POA3617	15-19	M	4
POA3617	20-24	M	3
POA3617	25-34	F	9
POA3617	25-34	M	5
POA3617	35-44	F	12
POA3617	35-44	M	9
POA3617	45-54	F	20
POA3617	45-54	M	15
POA3617	55-64	F	11
POA3617	55-64	M	21
POA3617	65-74	F	5
POA3617	65-74	M	6
POA3617	75-84	F	3
POA3617	75-84	M	3
POA3618	0-4	F	3
POA3618	0-4	M	24
POA3618	5-14	F	40
POA3618	5-14	M	48
POA3618	15-19	F	19
POA3618	15-19	M	19
POA3618	20-24	F	17
POA3618	20-24	M	19
POA3618	25-34	F	30
POA3618	25-34	M	29
POA3618	35-44	F	48
POA3618	35-44	M	52
POA3618	45-54	F	55
POA3618	45-54	M	44
POA3618	55-64	F	51
POA3618	55-64	M	55
POA3618	65-74	F	33
POA3618	65-74	M	46
POA3618	75-84	F	19
POA3618	75-84	M	10
POA3618	85+	F	4
POA3618	85+	M	4
POA3620	0-4	F	224
POA3620	0-4	M	239
POA3620	5-14	F	469
POA3620	5-14	M	526
POA3620	15-19	F	236
POA3620	15-19	M	292
POA3620	20-24	F	187
POA3620	20-24	M	213
POA3620	25-34	F	422
POA3620	25-34	M	398
POA3620	35-44	F	449
POA3620	35-44	M	416
POA3620	45-54	F	550
POA3620	45-54	M	522
POA3620	55-64	F	572
POA3620	55-64	M	547
POA3620	65-74	F	534
POA3620	65-74	M	511
POA3620	75-84	F	344
POA3620	75-84	M	282
POA3620	85+	F	191
POA3620	85+	M	117
POA3621	0-4	F	80
POA3621	0-4	M	76
POA3621	5-14	F	161
POA3621	5-14	M	182
POA3621	15-19	F	74
POA3621	15-19	M	84
POA3621	20-24	F	41
POA3621	20-24	M	61
POA3621	25-34	F	133
POA3621	25-34	M	105
POA3621	35-44	F	131
POA3621	35-44	M	130
POA3621	45-54	F	146
POA3621	45-54	M	158
POA3621	55-64	F	148
POA3621	55-64	M	155
POA3621	65-74	F	115
POA3621	65-74	M	139
POA3621	75-84	F	82
POA3621	75-84	M	72
POA3621	85+	F	55
POA3621	85+	M	32
POA3622	0-4	F	13
POA3622	0-4	M	11
POA3622	5-14	F	32
POA3622	5-14	M	23
POA3622	15-19	F	16
POA3622	15-19	M	11
POA3622	20-24	F	7
POA3622	20-24	M	5
POA3622	25-34	F	19
POA3622	25-34	M	20
POA3622	35-44	F	29
POA3622	35-44	M	25
POA3622	45-54	F	40
POA3622	45-54	M	31
POA3622	55-64	F	36
POA3622	55-64	M	49
POA3622	65-74	F	20
POA3622	65-74	M	34
POA3622	75-84	F	11
POA3622	75-84	M	6
POA3622	85+	F	3
POA3623	0-4	F	25
POA3623	0-4	M	26
POA3623	5-14	F	46
POA3623	5-14	M	45
POA3623	15-19	F	13
POA3623	15-19	M	21
POA3623	20-24	F	21
POA3623	20-24	M	23
POA3623	25-34	F	28
POA3623	25-34	M	30
POA3623	35-44	F	44
POA3623	35-44	M	48
POA3623	45-54	F	64
POA3623	45-54	M	60
POA3623	55-64	F	82
POA3623	55-64	M	82
POA3623	65-74	F	61
POA3623	65-74	M	75
POA3623	75-84	F	29
POA3623	75-84	M	43
POA3623	85+	F	10
POA3623	85+	M	19
POA3624	0-4	F	19
POA3624	0-4	M	20
POA3624	5-14	F	33
POA3624	5-14	M	35
POA3624	15-19	F	19
POA3624	15-19	M	22
POA3624	20-24	F	16
POA3624	20-24	M	16
POA3624	25-34	F	23
POA3624	25-34	M	28
POA3624	35-44	F	32
POA3624	35-44	M	30
POA3624	45-54	F	33
POA3624	45-54	M	33
POA3624	55-64	F	45
POA3624	55-64	M	47
POA3624	65-74	F	33
POA3624	65-74	M	32
POA3624	75-84	F	11
POA3624	75-84	M	14
POA3624	85+	F	5
POA3624	85+	M	3
POA3629	0-4	F	263
POA3629	0-4	M	275
POA3629	5-14	F	536
POA3629	5-14	M	590
POA3629	15-19	F	284
POA3629	15-19	M	316
POA3629	20-24	F	268
POA3629	20-24	M	247
POA3629	25-34	F	556
POA3629	25-34	M	493
POA3629	35-44	F	572
POA3629	35-44	M	516
POA3629	45-54	F	578
POA3629	45-54	M	575
POA3629	55-64	F	657
POA3629	55-64	M	593
POA3629	65-74	F	538
POA3629	65-74	M	508
POA3629	75-84	F	280
POA3629	75-84	M	268
POA3629	85+	F	138
POA3629	85+	M	64
POA3630	0-4	F	1069
POA3630	0-4	M	1130
POA3630	5-14	F	1963
POA3630	5-14	M	2164
POA3630	15-19	F	1005
POA3630	15-19	M	1068
POA3630	20-24	F	986
POA3630	20-24	M	980
POA3630	25-34	F	2216
POA3630	25-34	M	2125
POA3630	35-44	F	1902
POA3630	35-44	M	1819
POA3630	45-54	F	2003
POA3630	45-54	M	1924
POA3630	55-64	F	1796
POA3630	55-64	M	1671
POA3630	65-74	F	1490
POA3630	65-74	M	1328
POA3630	75-84	F	1002
POA3630	75-84	M	819
POA3630	85+	F	522
POA3630	85+	M	289
POA3631	0-4	F	378
POA3631	0-4	M	383
POA3631	5-14	F	818
POA3631	5-14	M	877
POA3631	15-19	F	444
POA3631	15-19	M	443
POA3631	20-24	F	270
POA3631	20-24	M	294
POA3631	25-34	F	651
POA3631	25-34	M	628
POA3631	35-44	F	762
POA3631	35-44	M	719
POA3631	45-54	F	874
POA3631	45-54	M	857
POA3631	55-64	F	741
POA3631	55-64	M	749
POA3631	65-74	F	487
POA3631	65-74	M	536
POA3631	75-84	F	240
POA3631	75-84	M	240
POA3631	85+	F	134
POA3631	85+	M	93
POA3633	0-4	F	20
POA3633	0-4	M	19
POA3633	5-14	F	54
POA3633	5-14	M	55
POA3633	15-19	F	22
POA3633	15-19	M	22
POA3633	20-24	F	15
POA3633	20-24	M	18
POA3633	25-34	F	17
POA3633	25-34	M	17
POA3633	35-44	F	41
POA3633	35-44	M	27
POA3633	45-54	F	52
POA3633	45-54	M	61
POA3633	55-64	F	39
POA3633	55-64	M	39
POA3633	65-74	F	22
POA3633	65-74	M	45
POA3633	75-84	F	7
POA3633	75-84	M	9
POA3633	85+	F	4
POA3634	0-4	F	56
POA3634	0-4	M	61
POA3634	5-14	F	124
POA3634	5-14	M	117
POA3634	15-19	F	59
POA3634	15-19	M	81
POA3634	20-24	F	28
POA3634	20-24	M	37
POA3634	25-34	F	81
POA3634	25-34	M	84
POA3634	35-44	F	114
POA3634	35-44	M	122
POA3634	45-54	F	152
POA3634	45-54	M	134
POA3634	55-64	F	133
POA3634	55-64	M	151
POA3634	65-74	F	78
POA3634	65-74	M	106
POA3634	75-84	F	25
POA3634	75-84	M	37
POA3634	85+	F	10
POA3634	85+	M	10
POA3635	0-4	F	20
POA3635	0-4	M	12
POA3635	5-14	F	30
POA3635	5-14	M	33
POA3635	15-19	F	11
POA3635	15-19	M	25
POA3635	20-24	F	12
POA3635	20-24	M	20
POA3635	25-34	F	35
POA3635	25-34	M	31
POA3635	35-44	F	19
POA3635	35-44	M	23
POA3635	45-54	F	50
POA3635	45-54	M	41
POA3635	55-64	F	52
POA3635	55-64	M	38
POA3635	65-74	F	25
POA3635	65-74	M	39
POA3635	75-84	F	7
POA3635	75-84	M	13
POA3635	85+	M	3
POA3636	0-4	F	131
POA3636	0-4	M	131
POA3636	5-14	F	329
POA3636	5-14	M	320
POA3636	15-19	F	165
POA3636	15-19	M	163
POA3636	20-24	F	128
POA3636	20-24	M	149
POA3636	25-34	F	266
POA3636	25-34	M	234
POA3636	35-44	F	269
POA3636	35-44	M	256
POA3636	45-54	F	356
POA3636	45-54	M	320
POA3636	55-64	F	371
POA3636	55-64	M	355
POA3636	65-74	F	356
POA3636	65-74	M	332
POA3636	75-84	F	236
POA3636	75-84	M	200
POA3636	85+	F	113
POA3636	85+	M	69
POA3637	0-4	F	16
POA3637	0-4	M	24
POA3637	5-14	F	43
POA3637	5-14	M	45
POA3637	15-19	F	20
POA3637	15-19	M	29
POA3637	20-24	F	18
POA3637	20-24	M	18
POA3637	25-34	F	27
POA3637	25-34	M	30
POA3637	35-44	F	34
POA3637	35-44	M	37
POA3637	45-54	F	40
POA3637	45-54	M	52
POA3637	55-64	F	36
POA3637	55-64	M	54
POA3637	65-74	F	26
POA3637	65-74	M	23
POA3637	75-84	F	6
POA3637	75-84	M	9
POA3637	85+	F	3
POA3637	85+	M	3
POA3638	0-4	F	45
POA3638	0-4	M	59
POA3638	5-14	F	120
POA3638	5-14	M	144
POA3638	15-19	F	73
POA3638	15-19	M	68
POA3638	20-24	F	41
POA3638	20-24	M	51
POA3638	25-34	F	104
POA3638	25-34	M	102
POA3638	35-44	F	106
POA3638	35-44	M	96
POA3638	45-54	F	130
POA3638	45-54	M	126
POA3638	55-64	F	142
POA3638	55-64	M	153
POA3638	65-74	F	119
POA3638	65-74	M	117
POA3638	75-84	F	93
POA3638	75-84	M	95
POA3638	85+	F	58
POA3638	85+	M	30
POA3639	0-4	F	6
POA3639	0-4	M	11
POA3639	5-14	F	19
POA3639	5-14	M	22
POA3639	15-19	F	4
POA3639	15-19	M	13
POA3639	20-24	F	14
POA3639	20-24	M	13
POA3639	25-34	F	22
POA3639	25-34	M	16
POA3639	35-44	F	20
POA3639	35-44	M	19
POA3639	45-54	F	50
POA3639	45-54	M	47
POA3639	55-64	F	64
POA3639	55-64	M	73
POA3639	65-74	F	34
POA3639	65-74	M	45
POA3639	75-84	F	19
POA3639	75-84	M	16
POA3639	85+	F	6
POA3639	85+	M	7
POA3640	0-4	F	30
POA3640	0-4	M	36
POA3640	5-14	F	78
POA3640	5-14	M	94
POA3640	15-19	F	20
POA3640	15-19	M	50
POA3640	20-24	F	23
POA3640	20-24	M	28
POA3640	25-34	F	56
POA3640	25-34	M	59
POA3640	35-44	F	70
POA3640	35-44	M	70
POA3640	45-54	F	66
POA3640	45-54	M	71
POA3640	55-64	F	58
POA3640	55-64	M	72
POA3640	65-74	F	45
POA3640	65-74	M	57
POA3640	75-84	F	5
POA3640	75-84	M	17
POA3640	85+	F	3
POA3641	0-4	F	52
POA3641	0-4	M	36
POA3641	5-14	F	87
POA3641	5-14	M	83
POA3641	15-19	F	36
POA3641	15-19	M	47
POA3641	20-24	F	29
POA3641	20-24	M	31
POA3641	25-34	F	61
POA3641	25-34	M	53
POA3641	35-44	F	63
POA3641	35-44	M	79
POA3641	45-54	F	85
POA3641	45-54	M	91
POA3641	55-64	F	97
POA3641	55-64	M	113
POA3641	65-74	F	57
POA3641	65-74	M	74
POA3641	75-84	F	27
POA3641	75-84	M	26
POA3641	85+	F	5
POA3641	85+	M	4
POA3644	0-4	F	254
POA3644	0-4	M	267
POA3644	5-14	F	536
POA3644	5-14	M	596
POA3644	15-19	F	272
POA3644	15-19	M	256
POA3644	20-24	F	217
POA3644	20-24	M	229
POA3644	25-34	F	459
POA3644	25-34	M	472
POA3644	35-44	F	495
POA3644	35-44	M	483
POA3644	45-54	F	584
POA3644	45-54	M	559
POA3644	55-64	F	612
POA3644	55-64	M	604
POA3644	65-74	F	635
POA3644	65-74	M	642
POA3644	75-84	F	392
POA3644	75-84	M	393
POA3644	85+	F	145
POA3644	85+	M	117
POA3646	0-4	F	26
POA3646	0-4	M	13
POA3646	5-14	F	53
POA3646	5-14	M	35
POA3646	15-19	F	18
POA3646	15-19	M	22
POA3646	20-24	F	3
POA3646	20-24	M	15
POA3646	25-34	F	25
POA3646	25-34	M	19
POA3646	35-44	F	31
POA3646	35-44	M	31
POA3646	45-54	F	39
POA3646	45-54	M	40
POA3646	55-64	F	49
POA3646	55-64	M	49
POA3646	65-74	F	38
POA3646	65-74	M	40
POA3646	75-84	F	14
POA3646	75-84	M	15
POA3646	85+	F	4
POA3646	85+	M	3
POA3647	15-19	F	16
POA3647	20-24	F	4
POA3647	20-24	M	4
POA3647	25-34	M	3
POA3647	35-44	F	9
POA3647	35-44	M	3
POA3649	0-4	F	14
POA3649	0-4	M	10
POA3649	5-14	F	33
POA3649	5-14	M	28
POA3649	15-19	F	15
POA3649	15-19	M	17
POA3649	20-24	F	6
POA3649	20-24	M	15
POA3649	25-34	F	18
POA3649	25-34	M	14
POA3649	35-44	F	25
POA3649	35-44	M	19
POA3649	45-54	F	38
POA3649	45-54	M	40
POA3649	55-64	F	31
POA3649	55-64	M	40
POA3649	65-74	F	18
POA3649	65-74	M	16
POA3649	75-84	F	13
POA3649	75-84	M	14
POA3649	85+	F	6
POA3649	85+	M	8
POA3658	0-4	F	165
POA3658	0-4	M	216
POA3658	5-14	F	412
POA3658	5-14	M	409
POA3658	15-19	F	207
POA3658	15-19	M	198
POA3658	20-24	F	194
POA3658	20-24	M	177
POA3658	25-34	F	352
POA3658	25-34	M	370
POA3658	35-44	F	370
POA3658	35-44	M	326
POA3658	45-54	F	504
POA3658	45-54	M	472
POA3658	55-64	F	441
POA3658	55-64	M	461
POA3658	65-74	F	298
POA3658	65-74	M	328
POA3658	75-84	F	132
POA3658	75-84	M	111
POA3658	85+	F	49
POA3658	85+	M	36
POA3659	0-4	F	17
POA3659	0-4	M	18
POA3659	5-14	F	40
POA3659	5-14	M	51
POA3659	15-19	F	19
POA3659	15-19	M	29
POA3659	20-24	F	13
POA3659	20-24	M	13
POA3659	25-34	F	37
POA3659	25-34	M	35
POA3659	35-44	F	40
POA3659	35-44	M	36
POA3659	45-54	F	53
POA3659	45-54	M	60
POA3659	55-64	F	61
POA3659	55-64	M	66
POA3659	65-74	F	39
POA3659	65-74	M	51
POA3659	75-84	F	17
POA3659	75-84	M	20
POA3659	85+	F	4
POA3659	85+	M	9
POA3660	0-4	F	189
POA3660	0-4	M	189
POA3660	5-14	F	389
POA3660	5-14	M	399
POA3660	15-19	F	248
POA3660	15-19	M	219
POA3660	20-24	F	195
POA3660	20-24	M	309
POA3660	25-34	F	370
POA3660	25-34	M	382
POA3660	35-44	F	426
POA3660	35-44	M	387
POA3660	45-54	F	514
POA3660	45-54	M	525
POA3660	55-64	F	612
POA3660	55-64	M	598
POA3660	65-74	F	458
POA3660	65-74	M	458
POA3660	75-84	F	275
POA3660	75-84	M	223
POA3660	85+	F	126
POA3660	85+	M	101
POA3662	0-4	F	72
POA3662	0-4	M	83
POA3662	5-14	F	58
POA3662	5-14	M	82
POA3662	15-19	F	19
POA3662	15-19	M	88
POA3662	20-24	F	33
POA3662	20-24	M	110
POA3662	25-34	F	132
POA3662	25-34	M	179
POA3662	35-44	F	61
POA3662	35-44	M	85
POA3662	45-54	F	21
POA3662	45-54	M	45
POA3662	55-64	F	4
POA3662	55-64	M	10
POA3663	0-4	F	12
POA3663	0-4	M	5
POA3663	5-14	F	16
POA3663	5-14	M	8
POA3663	15-19	F	6
POA3663	15-19	M	11
POA3663	20-24	F	6
POA3663	25-34	F	13
POA3663	25-34	M	12
POA3663	35-44	F	10
POA3663	35-44	M	11
POA3663	45-54	F	5
POA3663	45-54	M	10
POA3663	55-64	F	17
POA3663	55-64	M	25
POA3663	65-74	F	6
POA3663	65-74	M	15
POA3663	75-84	F	3
POA3663	75-84	M	4
POA3664	0-4	F	31
POA3664	0-4	M	32
POA3664	5-14	F	53
POA3664	5-14	M	75
POA3664	15-19	F	18
POA3664	15-19	M	32
POA3664	20-24	F	27
POA3664	20-24	M	20
POA3664	25-34	F	56
POA3664	25-34	M	43
POA3664	35-44	F	76
POA3664	35-44	M	62
POA3664	45-54	F	66
POA3664	45-54	M	65
POA3664	55-64	F	87
POA3664	55-64	M	94
POA3664	65-74	F	72
POA3664	65-74	M	70
POA3664	75-84	F	37
POA3664	75-84	M	32
POA3664	85+	F	6
POA3664	85+	M	11
POA3665	0-4	F	7
POA3665	0-4	M	7
POA3665	5-14	F	12
POA3665	5-14	M	20
POA3665	15-19	F	9
POA3665	15-19	M	6
POA3665	20-24	F	6
POA3665	20-24	M	3
POA3665	25-34	F	7
POA3665	25-34	M	8
POA3665	35-44	F	18
POA3665	35-44	M	18
POA3665	45-54	F	28
POA3665	45-54	M	29
POA3665	55-64	F	39
POA3665	55-64	M	36
POA3665	65-74	F	32
POA3665	65-74	M	29
POA3665	75-84	F	13
POA3665	75-84	M	10
POA3666	0-4	F	97
POA3666	0-4	M	97
POA3666	5-14	F	242
POA3666	5-14	M	275
POA3666	15-19	F	86
POA3666	15-19	M	123
POA3666	20-24	F	82
POA3666	20-24	M	79
POA3666	25-34	F	169
POA3666	25-34	M	175
POA3666	35-44	F	235
POA3666	35-44	M	200
POA3666	45-54	F	319
POA3666	45-54	M	281
POA3666	55-64	F	418
POA3666	55-64	M	395
POA3666	65-74	F	382
POA3666	65-74	M	401
POA3666	75-84	F	228
POA3666	75-84	M	225
POA3666	85+	F	128
POA3666	85+	M	68
POA3669	0-4	F	26
POA3669	0-4	M	33
POA3669	5-14	F	64
POA3669	5-14	M	41
POA3669	15-19	F	33
POA3669	15-19	M	30
POA3669	20-24	F	13
POA3669	20-24	M	17
POA3669	25-34	F	61
POA3669	25-34	M	52
POA3669	35-44	F	48
POA3669	35-44	M	38
POA3669	45-54	F	100
POA3669	45-54	M	81
POA3669	55-64	F	138
POA3669	55-64	M	138
POA3669	65-74	F	123
POA3669	65-74	M	121
POA3669	75-84	F	63
POA3669	75-84	M	57
POA3669	85+	F	36
POA3669	85+	M	32
POA3670	0-4	F	11
POA3670	0-4	M	16
POA3670	5-14	F	20
POA3670	5-14	M	27
POA3670	15-19	F	11
POA3670	15-19	M	13
POA3670	20-24	F	16
POA3670	20-24	M	24
POA3670	25-34	F	24
POA3670	25-34	M	28
POA3670	35-44	F	21
POA3670	35-44	M	23
POA3670	45-54	F	51
POA3670	45-54	M	37
POA3670	55-64	F	62
POA3670	55-64	M	81
POA3670	65-74	F	27
POA3670	65-74	M	41
POA3670	75-84	F	13
POA3670	75-84	M	12
POA3670	85+	F	4
POA3672	0-4	F	233
POA3672	0-4	M	263
POA3672	5-14	F	539
POA3672	5-14	M	557
POA3672	15-19	F	281
POA3672	15-19	M	303
POA3672	20-24	F	248
POA3672	20-24	M	276
POA3672	25-34	F	490
POA3672	25-34	M	447
POA3672	35-44	F	510
POA3672	35-44	M	464
POA3672	45-54	F	722
POA3672	45-54	M	591
POA3672	55-64	F	815
POA3672	55-64	M	708
POA3672	65-74	F	779
POA3672	65-74	M	689
POA3672	75-84	F	499
POA3672	75-84	M	430
POA3672	85+	F	300
POA3672	85+	M	183
POA3673	0-4	F	25
POA3673	0-4	M	61
POA3673	5-14	F	102
POA3673	5-14	M	105
POA3673	15-19	F	50
POA3673	15-19	M	45
POA3673	20-24	F	19
POA3673	20-24	M	29
POA3673	25-34	F	74
POA3673	25-34	M	59
POA3673	35-44	F	93
POA3673	35-44	M	86
POA3673	45-54	F	154
POA3673	45-54	M	118
POA3673	55-64	F	183
POA3673	55-64	M	173
POA3673	65-74	F	120
POA3673	65-74	M	150
POA3673	75-84	F	31
POA3673	75-84	M	46
POA3673	85+	F	12
POA3673	85+	M	9
POA3675	0-4	F	36
POA3675	0-4	M	47
POA3675	5-14	F	109
POA3675	5-14	M	125
POA3675	15-19	F	40
POA3675	15-19	M	72
POA3675	20-24	F	28
POA3675	20-24	M	24
POA3675	25-34	F	68
POA3675	25-34	M	67
POA3675	35-44	F	118
POA3675	35-44	M	98
POA3675	45-54	F	139
POA3675	45-54	M	132
POA3675	55-64	F	185
POA3675	55-64	M	166
POA3675	65-74	F	112
POA3675	65-74	M	124
POA3675	75-84	F	39
POA3675	75-84	M	47
POA3675	85+	F	9
POA3675	85+	M	9
POA3677	0-4	F	505
POA3677	0-4	M	530
POA3677	5-14	F	1083
POA3677	5-14	M	1132
POA3677	15-19	F	531
POA3677	15-19	M	516
POA3677	20-24	F	481
POA3677	20-24	M	456
POA3677	25-34	F	1027
POA3677	25-34	M	925
POA3677	35-44	F	1079
POA3677	35-44	M	983
POA3677	45-54	F	1185
POA3677	45-54	M	1071
POA3677	55-64	F	1241
POA3677	55-64	M	1080
POA3677	65-74	F	1122
POA3677	65-74	M	900
POA3677	75-84	F	824
POA3677	75-84	M	586
POA3677	85+	F	564
POA3677	85+	M	280
POA3678	0-4	F	149
POA3678	0-4	M	141
POA3678	5-14	F	440
