POA_CODE_2016	Age	Sex	persons
POA0822	75-84	F	134
POA0822	75-84	M	134
POA0822	85+	F	27
POA0822	85+	M	10
POA0828	0-4	F	28
POA0828	0-4	M	26
POA0828	5-14	F	90
POA0828	5-14	M	102
POA0828	15-19	F	81
POA0828	15-19	M	70
POA0828	20-24	F	40
POA0828	20-24	M	50
POA0828	25-34	F	73
POA0828	25-34	M	74
POA0828	35-44	F	68
POA0828	35-44	M	61
POA0828	45-54	F	75
POA0828	45-54	M	83
POA0828	55-64	F	66
POA0828	55-64	M	91
POA0828	65-74	F	36
POA0828	65-74	M	59
POA0828	75-84	F	6
POA0828	75-84	M	5
POA0828	85+	F	3
POA0828	85+	M	5
POA0829	0-4	F	9
POA0829	0-4	M	13
POA0829	5-14	F	17
POA0829	5-14	M	11
POA0829	15-19	F	6
POA0829	15-19	M	90
POA0829	20-24	F	50
POA0829	20-24	M	426
POA0829	25-34	F	60
POA0829	25-34	M	503
POA0829	35-44	F	38
POA0829	35-44	M	269
POA0829	45-54	F	39
POA0829	45-54	M	183
POA0829	55-64	F	34
POA0829	55-64	M	70
POA0829	65-74	F	10
POA0829	65-74	M	17
POA0829	75-84	M	3
POA0829	85+	F	3
POA0830	0-4	F	839
POA0830	0-4	M	860
POA0830	5-14	F	1333
POA0830	5-14	M	1477
POA0830	15-19	F	588
POA0830	15-19	M	603
POA0830	20-24	F	595
POA0830	20-24	M	669
POA0830	25-34	F	1685
POA0830	25-34	M	1571
POA0830	35-44	F	1435
POA0830	35-44	M	1400
POA0830	45-54	F	1171
POA0830	45-54	M	1274
POA0830	55-64	F	777
POA0830	55-64	M	843
POA0830	65-74	F	372
POA0830	65-74	M	381
POA0830	75-84	F	141
POA0830	75-84	M	121
POA0830	85+	F	36
POA0830	85+	M	29
POA0832	0-4	F	853
POA0832	0-4	M	930
POA0832	5-14	F	1241
POA0832	5-14	M	1172
POA0832	15-19	F	409
POA0832	15-19	M	438
POA0832	20-24	F	691
POA0832	20-24	M	678
POA0832	25-34	F	1742
POA0832	25-34	M	1762
POA0832	35-44	F	1330
POA0832	35-44	M	1342
POA0832	45-54	F	773
POA0832	45-54	M	837
POA0832	55-64	F	462
POA0832	55-64	M	438
POA0832	65-74	F	183
POA0832	65-74	M	140
POA0832	75-84	F	67
POA0832	75-84	M	51
POA0832	85+	F	10
POA0832	85+	M	16
POA0834	0-4	F	52
POA0834	0-4	M	48
POA0834	5-14	F	128
POA0834	5-14	M	124
POA0834	15-19	F	49
POA0834	15-19	M	65
POA0834	20-24	F	41
POA0834	20-24	M	51
POA0834	25-34	F	112
POA0834	25-34	M	104
POA0834	35-44	F	118
POA0834	35-44	M	124
POA0834	45-54	F	170
POA0834	45-54	M	200
POA0834	55-64	F	144
POA0834	55-64	M	150
POA0834	65-74	F	46
POA0834	65-74	M	65
POA0834	75-84	F	14
POA0834	75-84	M	21
POA0834	85+	M	3
POA0835	0-4	F	62
POA0835	0-4	M	70
POA0835	5-14	F	207
POA0835	5-14	M	232
POA0835	15-19	F	86
POA0835	15-19	M	120
POA0835	20-24	F	78
POA0835	20-24	M	172
POA0835	25-34	F	161
POA0835	25-34	M	791
POA0835	35-44	F	220
POA0835	35-44	M	765
POA0835	45-54	F	312
POA0835	45-54	M	712
POA0835	55-64	F	266
POA0835	55-64	M	460
POA0835	65-74	F	121
POA0835	65-74	M	198
POA0835	75-84	F	29
POA0835	75-84	M	52
POA0835	85+	F	11
POA0835	85+	M	11
POA0836	0-4	F	299
POA0836	0-4	M	277
POA0836	5-14	F	541
POA0836	5-14	M	650
POA0836	15-19	F	216
POA0836	15-19	M	294
POA0836	20-24	F	183
POA0836	20-24	M	215
POA0836	25-34	F	503
POA0836	25-34	M	500
POA0836	35-44	F	629
POA0836	35-44	M	608
POA0836	45-54	F	658
POA0836	45-54	M	736
POA0836	55-64	F	397
POA0836	55-64	M	477
POA0836	65-74	F	191
POA0836	65-74	M	268
POA0836	75-84	F	52
POA0836	75-84	M	50
POA0836	85+	F	12
POA0836	85+	M	3
POA0837	0-4	F	10
POA0837	0-4	M	15
POA0837	5-14	F	28
POA0837	5-14	M	24
POA0837	15-19	F	9
POA0837	15-19	M	9
POA0837	20-24	F	4
POA0837	20-24	M	12
POA0837	25-34	F	18
POA0837	25-34	M	15
POA0837	35-44	F	31
POA0837	35-44	M	25
POA0837	45-54	F	37
POA0837	45-54	M	41
POA0837	55-64	F	30
POA0837	55-64	M	42
POA0837	65-74	F	13
POA0837	65-74	M	20
POA0837	75-84	M	4
POA0838	0-4	F	31
POA0838	0-4	M	37
POA0838	5-14	F	55
POA0838	5-14	M	65
POA0838	15-19	F	25
POA0838	15-19	M	31
POA0838	20-24	F	31
POA0838	20-24	M	18
POA0838	25-34	F	44
POA0838	25-34	M	64
POA0838	35-44	F	69
POA0838	35-44	M	67
POA0838	45-54	F	54
POA0838	45-54	M	61
POA0838	55-64	F	41
POA0838	55-64	M	68
POA0838	65-74	F	24
POA0838	65-74	M	27
POA0838	75-84	F	3
POA0838	75-84	M	7
POA0839	0-4	F	21
POA0839	0-4	M	19
POA0839	5-14	F	22
POA0839	5-14	M	35
POA0839	15-19	F	27
POA0839	15-19	M	7
POA0839	20-24	F	43
POA0839	20-24	M	46
POA0839	25-34	F	63
POA0839	25-34	M	62
POA0839	35-44	F	29
POA0839	35-44	M	28
POA0839	45-54	F	28
POA0839	45-54	M	21
POA0839	55-64	F	25
POA0839	55-64	M	30
POA0839	65-74	F	18
POA0839	65-74	M	20
POA0839	75-84	F	4
POA0839	75-84	M	5
POA0840	0-4	F	6
POA0840	0-4	M	3
POA0840	5-14	F	7
POA0840	5-14	M	12
POA0840	15-19	F	3
POA0840	15-19	M	5
POA0840	20-24	F	8
POA0840	25-34	F	11
POA0840	25-34	M	8
POA0840	35-44	F	16
POA0840	35-44	M	18
POA0840	45-54	F	27
POA0840	45-54	M	38
POA0840	55-64	F	40
POA0840	55-64	M	63
POA0840	65-74	F	30
POA0840	65-74	M	60
POA0840	75-84	F	3
POA0840	75-84	M	6
POA0841	0-4	F	24
POA0841	0-4	M	24
POA0841	5-14	F	59
POA0841	5-14	M	61
POA0841	15-19	F	22
POA0841	15-19	M	23
POA0841	20-24	F	12
POA0841	20-24	M	13
POA0841	25-34	F	41
POA0841	25-34	M	41
POA0841	35-44	F	48
POA0841	35-44	M	55
POA0841	45-54	F	53
POA0841	45-54	M	79
POA0841	55-64	F	30
POA0841	55-64	M	56
POA0841	65-74	F	24
POA0841	65-74	M	30
POA0841	75-84	M	10
POA0845	0-4	F	20
POA0845	0-4	M	18
POA0845	5-14	F	42
POA0845	5-14	M	31
POA0845	15-19	F	9
POA0845	15-19	M	18
POA0845	20-24	F	13
POA0845	20-24	M	13
POA0845	25-34	F	27
POA0845	25-34	M	23
POA0845	35-44	F	27
POA0845	35-44	M	25
POA0845	45-54	F	40
POA0845	45-54	M	50
POA0845	55-64	F	35
POA0845	55-64	M	37
POA0845	65-74	F	15
POA0845	65-74	M	39
POA0845	75-84	F	7
POA0845	75-84	M	10
POA0845	85+	F	4
POA0846	0-4	F	13
POA0846	0-4	M	9
POA0846	5-14	F	27
POA0846	5-14	M	31
POA0846	15-19	F	9
POA0846	15-19	M	3
POA0846	20-24	F	15
POA0846	20-24	M	13
POA0846	25-34	F	18
POA0846	25-34	M	15
POA0846	35-44	F	11
POA0846	35-44	M	15
POA0846	45-54	F	35
POA0846	45-54	M	28
POA0846	55-64	F	20
POA0846	55-64	M	31
POA0846	65-74	F	15
POA0846	65-74	M	37
POA0846	75-84	F	7
POA0846	75-84	M	8
POA0846	85+	F	3
POA0847	0-4	F	16
POA0847	0-4	M	12
POA0847	5-14	F	24
POA0847	5-14	M	19
POA0847	15-19	F	11
POA0847	15-19	M	20
POA0847	20-24	F	9
POA0847	20-24	M	11
POA0847	25-34	F	19
POA0847	25-34	M	17
POA0847	35-44	F	18
POA0847	35-44	M	15
POA0847	45-54	F	23
POA0847	45-54	M	24
POA0847	55-64	F	19
POA0847	55-64	M	30
POA0847	65-74	F	11
POA0847	65-74	M	17
POA0847	75-84	F	4
POA0847	75-84	M	8
POA0850	0-4	F	298
POA0850	0-4	M	359
POA0850	5-14	F	535
POA0850	5-14	M	628
POA0850	15-19	F	234
POA0850	15-19	M	274
POA0850	20-24	F	265
POA0850	20-24	M	250
POA0850	25-34	F	696
POA0850	25-34	M	660
POA0850	35-44	F	556
POA0850	35-44	M	487
POA0850	45-54	F	599
POA0850	45-54	M	572
POA0850	55-64	F	449
POA0850	55-64	M	510
POA0850	65-74	F	226
POA0850	65-74	M	310
POA0850	75-84	F	85
POA0850	75-84	M	110
POA0850	85+	F	23
POA0850	85+	M	21
POA0852	0-4	F	379
POA0852	0-4	M	413
POA0852	5-14	F	770
POA0852	5-14	M	793
POA0852	15-19	F	325
POA0852	15-19	M	398
POA0852	20-24	F	349
POA0852	20-24	M	390
POA0852	25-34	F	695
POA0852	25-34	M	739
POA0852	35-44	F	465
POA0852	35-44	M	512
POA0852	45-54	F	509
POA0852	45-54	M	505
POA0852	55-64	F	329
POA0852	55-64	M	328
POA0852	65-74	F	147
POA0852	65-74	M	156
POA0852	75-84	F	39
POA0852	75-84	M	55
POA0852	85+	F	3
POA0852	85+	M	8
POA0853	0-4	F	62
POA0853	0-4	M	51
POA0853	5-14	F	53
POA0853	5-14	M	68
POA0853	15-19	F	18
POA0853	15-19	M	18
POA0853	20-24	F	27
POA0853	20-24	M	61
POA0853	25-34	F	124
POA0853	25-34	M	162
POA0853	35-44	F	44
POA0853	35-44	M	69
POA0853	45-54	F	34
POA0853	45-54	M	57
POA0853	55-64	M	12
POA0854	0-4	F	45
POA0854	0-4	M	53
POA0854	5-14	F	80
POA0854	5-14	M	75
POA0854	15-19	F	36
POA0854	15-19	M	46
POA0854	20-24	F	37
POA0854	20-24	M	32
POA0854	25-34	F	59
POA0854	25-34	M	71
POA0854	35-44	F	59
POA0854	35-44	M	54
POA0854	45-54	F	52
POA0854	45-54	M	45
POA0854	55-64	F	31
POA0854	55-64	M	40
POA0854	65-74	F	15
POA0854	65-74	M	18
POA0854	75-84	F	3
POA0854	75-84	M	9
POA0860	0-4	F	107
POA0860	0-4	M	138
POA0860	5-14	F	167
POA0860	5-14	M	230
POA0860	15-19	F	87
POA0860	15-19	M	91
POA0860	20-24	F	119
POA0860	20-24	M	115
POA0860	25-34	F	263
POA0860	25-34	M	248
POA0860	35-44	F	188
POA0860	35-44	M	207
POA0860	45-54	F	215
POA0860	45-54	M	222
POA0860	55-64	F	168
POA0860	55-64	M	192
POA0860	65-74	F	68
POA0860	65-74	M	98
POA0860	75-84	F	28
POA0860	75-84	M	26
POA0860	85+	F	8
POA0862	0-4	F	39
POA0862	0-4	M	42
POA0862	5-14	F	66
POA0862	5-14	M	83
POA0862	15-19	F	27
POA0862	15-19	M	34
POA0862	20-24	F	47
POA0862	20-24	M	55
POA0862	25-34	F	66
POA0862	25-34	M	50
POA0862	35-44	F	43
POA0862	35-44	M	42
POA0862	45-54	F	38
POA0862	45-54	M	29
POA0862	55-64	F	29
POA0862	55-64	M	25
POA0862	65-74	F	25
POA0862	65-74	M	20
POA0862	75-84	M	4
POA0870	0-4	F	686
POA0870	0-4	M	745
POA0870	5-14	F	1283
POA0870	5-14	M	1350
POA0870	15-19	F	509
POA0870	15-19	M	624
POA0870	20-24	F	555
POA0870	20-24	M	560
POA0870	25-34	F	1895
POA0870	25-34	M	1650
POA0870	35-44	F	1526
POA0870	35-44	M	1346
POA0870	45-54	F	1553
POA0870	45-54	M	1423
POA0870	55-64	F	1244
POA0870	55-64	M	1178
POA0870	65-74	F	531
POA0870	65-74	M	518
POA0870	75-84	F	181
POA0870	75-84	M	173
POA0870	85+	F	68
POA0870	85+	M	37
POA0872	0-4	F	588
POA0872	0-4	M	601
POA0872	5-14	F	1179
POA0872	5-14	M	1250
POA0872	15-19	F	611
POA0872	15-19	M	619
POA0872	20-24	F	807
POA0872	20-24	M	892
POA0872	25-34	F	1448
POA0872	25-34	M	1519
POA0872	35-44	F	1068
POA0872	35-44	M	1100
POA0872	45-54	F	893
POA0872	45-54	M	883
POA0872	55-64	F	662
POA0872	55-64	M	590
POA0872	65-74	F	266
POA0872	65-74	M	237
POA0872	75-84	F	121
POA0872	75-84	M	72
POA0872	85+	F	25
POA0872	85+	M	24
POA0873	0-4	F	75
POA0873	0-4	M	71
POA0873	5-14	F	131
POA0873	5-14	M	156
POA0873	15-19	F	65
POA0873	15-19	M	72
POA0873	20-24	F	77
POA0873	20-24	M	61
POA0873	25-34	F	152
POA0873	25-34	M	128
POA0873	35-44	F	145
POA0873	35-44	M	143
POA0873	45-54	F	212
POA0873	45-54	M	208
POA0873	55-64	F	192
POA0873	55-64	M	173
POA0873	65-74	F	95
POA0873	65-74	M	124
POA0873	75-84	F	61
POA0873	75-84	M	41
POA0873	85+	F	36
POA0873	85+	M	9
POA0874	0-4	F	27
POA0874	0-4	M	27
POA0874	5-14	F	37
POA0874	5-14	M	31
POA0874	15-19	F	10
POA0874	15-19	M	21
POA0874	20-24	F	15
POA0874	20-24	M	5
POA0874	25-34	F	70
POA0874	25-34	M	52
POA0874	35-44	F	42
POA0874	35-44	M	52
POA0874	45-54	F	33
POA0874	45-54	M	36
POA0874	55-64	F	22
POA0874	55-64	M	40
POA0874	65-74	F	4
POA0874	65-74	M	5
POA0874	75-84	F	3
POA0875	0-4	F	107
POA0875	0-4	M	99
POA0875	5-14	F	206
POA0875	5-14	M	221
POA0875	15-19	F	60
POA0875	15-19	M	84
POA0875	20-24	F	58
POA0875	20-24	M	73
POA0875	25-34	F	192
POA0875	25-34	M	158
POA0875	35-44	F	194
POA0875	35-44	M	177
POA0875	45-54	F	190
POA0875	45-54	M	165
POA0875	55-64	F	126
POA0875	55-64	M	124
POA0875	65-74	F	53
POA0875	65-74	M	49
POA0875	75-84	F	31
POA0875	75-84	M	7
POA0875	85+	F	6
POA0880	0-4	F	255
POA0880	0-4	M	216
POA0880	5-14	F	474
POA0880	5-14	M	511
POA0880	15-19	F	167
POA0880	15-19	M	213
POA0880	20-24	F	176
POA0880	20-24	M	167
POA0880	25-34	F	457
POA0880	25-34	M	439
POA0880	35-44	F	449
POA0880	35-44	M	392
POA0880	45-54	F	331
POA0880	45-54	M	338
POA0880	55-64	F	220
POA0880	55-64	M	218
POA0880	65-74	F	65
POA0880	65-74	M	102
POA0880	75-84	F	8
POA0880	75-84	M	10
POA0885	0-4	F	42
POA0885	0-4	M	52
POA0885	5-14	F	69
POA0885	5-14	M	82
POA0885	15-19	F	9
POA0885	15-19	M	8
POA0885	20-24	F	14
POA0885	20-24	M	25
POA0885	25-34	F	83
POA0885	25-34	M	83
POA0885	35-44	F	80
POA0885	35-44	M	104
POA0885	45-54	F	45
POA0885	45-54	M	77
POA0885	55-64	F	24
POA0885	55-64	M	49
POA0885	65-74	F	5
POA0885	65-74	M	5
POA0886	0-4	F	53
POA0886	0-4	M	56
POA0886	5-14	F	63
POA0886	5-14	M	79
POA0886	15-19	F	17
POA0886	15-19	M	27
POA0886	20-24	F	28
POA0886	20-24	M	38
POA0886	25-34	F	102
POA0886	25-34	M	86
POA0886	35-44	F	86
POA0886	35-44	M	110
POA0886	45-54	F	86
POA0886	45-54	M	110
POA0886	55-64	F	41
POA0886	55-64	M	65
POA0886	65-74	F	19
POA0886	65-74	M	14
POA0886	75-84	F	3
POA0886	75-84	M	4
POA2000	0-4	F	342
POA2000	0-4	M	355
POA2000	5-14	F	259
POA2000	5-14	M	293
POA2000	15-19	F	522
POA2000	15-19	M	511
POA2000	20-24	F	2497
POA2000	20-24	M	2296
POA2000	25-34	F	5504
POA2000	25-34	M	5172
POA2000	35-44	F	1879
POA2000	35-44	M	2273
POA2000	45-54	F	1003
POA2000	45-54	M	1141
POA2000	55-64	F	763
POA2000	55-64	M	908
POA2000	65-74	F	548
POA2000	65-74	M	565
POA2000	75-84	F	213
POA2000	75-84	M	216
POA2000	85+	F	74
POA2000	85+	M	80
POA2006	5-14	F	6
POA2006	5-14	M	9
POA2006	15-19	F	340
POA2006	15-19	M	210
POA2006	20-24	F	320
POA2006	20-24	M	259
POA2006	25-34	F	25
POA2006	25-34	M	26
POA2006	35-44	F	4
POA2006	35-44	M	8
POA2006	45-54	F	9
POA2006	45-54	M	3
POA2006	55-64	F	3
POA2006	55-64	M	11
POA2006	65-74	M	3
POA2006	75-84	M	3
POA2007	0-4	F	87
POA2007	0-4	M	113
POA2007	5-14	F	82
POA2007	5-14	M	93
POA2007	15-19	F	425
POA2007	15-19	M	276
POA2007	20-24	F	1545
POA2007	20-24	M	1189
POA2007	25-34	F	1392
POA2007	25-34	M	1454
POA2007	35-44	F	469
POA2007	35-44	M	530
POA2007	45-54	F	219
POA2007	45-54	M	261
POA2007	55-64	F	176
POA2007	55-64	M	153
POA2007	65-74	F	90
POA2007	65-74	M	129
POA2007	75-84	F	69
POA2007	75-84	M	49
POA2007	85+	F	31
POA2007	85+	M	14
POA2008	0-4	F	100
POA2008	0-4	M	107
POA2008	5-14	F	84
POA2008	5-14	M	113
POA2008	15-19	F	584
POA2008	15-19	M	389
POA2008	20-24	F	2161
POA2008	20-24	M	1456
POA2008	25-34	F	1978
POA2008	25-34	M	2055
POA2008	35-44	F	519
POA2008	35-44	M	665
POA2008	45-54	F	304
POA2008	45-54	M	375
POA2008	55-64	F	203
POA2008	55-64	M	268
POA2008	65-74	F	111
POA2008	65-74	M	151
POA2008	75-84	F	35
POA2008	75-84	M	41
POA2008	85+	F	13
POA2008	85+	M	11
POA2009	0-4	F	308
POA2009	0-4	M	296
POA2009	5-14	F	287
POA2009	5-14	M	301
POA2009	15-19	F	142
POA2009	15-19	M	137
POA2009	20-24	F	591
POA2009	20-24	M	566
POA2009	25-34	F	2004
POA2009	25-34	M	2085
POA2009	35-44	F	1107
POA2009	35-44	M	1248
POA2009	45-54	F	659
POA2009	45-54	M	710
POA2009	55-64	F	670
POA2009	55-64	M	556
POA2009	65-74	F	396
POA2009	65-74	M	417
POA2009	75-84	F	142
POA2009	75-84	M	137
POA2009	85+	F	37
POA2009	85+	M	30
POA2010	0-4	F	355
POA2010	0-4	M	332
POA2010	5-14	F	346
POA2010	5-14	M	319
POA2010	15-19	F	242
POA2010	15-19	M	210
POA2010	20-24	F	1078
POA2010	20-24	M	1081
POA2010	25-34	F	4498
POA2010	25-34	M	5435
POA2010	35-44	F	2038
POA2010	35-44	M	3380
POA2010	45-54	F	1183
POA2010	45-54	M	2342
POA2010	55-64	F	921
POA2010	55-64	M	1513
POA2010	65-74	F	593
POA2010	65-74	M	850
POA2010	75-84	F	342
POA2010	75-84	M	381
POA2010	85+	F	177
POA2010	85+	M	119
POA2011	0-4	F	190
POA2011	0-4	M	206
POA2011	5-14	F	200
POA2011	5-14	M	199
POA2011	15-19	F	199
POA2011	15-19	M	220
POA2011	20-24	F	773
POA2011	20-24	M	1123
POA2011	25-34	F	3005
POA2011	25-34	M	4028
POA2011	35-44	F	1523
POA2011	35-44	M	2221
POA2011	45-54	F	1043
POA2011	45-54	M	1544
POA2011	55-64	F	987
POA2011	55-64	M	1163
POA2011	65-74	F	692
POA2011	65-74	M	773
POA2011	75-84	F	363
POA2011	75-84	M	328
POA2011	85+	F	282
POA2011	85+	M	150
POA2015	0-4	F	283
POA2015	0-4	M	265
POA2015	5-14	F	294
POA2015	5-14	M	266
POA2015	15-19	F	111
POA2015	15-19	M	103
POA2015	20-24	F	395
POA2015	20-24	M	351
POA2015	25-34	F	1652
POA2015	25-34	M	1641
POA2015	35-44	F	968
POA2015	35-44	M	1074
POA2015	45-54	F	555
POA2015	45-54	M	684
POA2015	55-64	F	339
POA2015	55-64	M	405
POA2015	65-74	F	197
POA2015	65-74	M	156
POA2015	75-84	F	71
POA2015	75-84	M	62
POA2015	85+	F	28
POA2015	85+	M	11
POA2016	0-4	F	233
POA2016	0-4	M	235
POA2016	5-14	F	209
POA2016	5-14	M	238
POA2016	15-19	F	159
POA2016	15-19	M	117
POA2016	20-24	F	606
POA2016	20-24	M	562
POA2016	25-34	F	1973
POA2016	25-34	M	2095
POA2016	35-44	F	870
POA2016	35-44	M	1302
POA2016	45-54	F	621
POA2016	45-54	M	1090
POA2016	55-64	F	537
POA2016	55-64	M	770
POA2016	65-74	F	407
POA2016	65-74	M	449
POA2016	75-84	F	329
POA2016	75-84	M	244
POA2016	85+	F	88
POA2016	85+	M	84
POA2017	0-4	F	536
POA2017	0-4	M	499
POA2017	5-14	F	392
POA2017	5-14	M	402
POA2017	15-19	F	781
POA2017	15-19	M	726
POA2017	20-24	F	2057
POA2017	20-24	M	1797
POA2017	25-34	F	4137
POA2017	25-34	M	4437
POA2017	35-44	F	1514
POA2017	35-44	M	1963
POA2017	45-54	F	879
POA2017	45-54	M	1089
POA2017	55-64	F	786
POA2017	55-64	M	755
POA2017	65-74	F	532
POA2017	65-74	M	638
POA2017	75-84	F	319
POA2017	75-84	M	316
POA2017	85+	F	96
POA2017	85+	M	53
POA2018	0-4	F	489
POA2018	0-4	M	510
POA2018	5-14	F	777
POA2018	5-14	M	824
POA2018	15-19	F	484
POA2018	15-19	M	497
POA2018	20-24	F	774
POA2018	20-24	M	814
POA2018	25-34	F	1682
POA2018	25-34	M	1818
POA2018	35-44	F	1194
POA2018	35-44	M	1253
POA2018	45-54	F	1002
POA2018	45-54	M	1021
POA2018	55-64	F	791
POA2018	55-64	M	733
POA2018	65-74	F	675
POA2018	65-74	M	560
POA2018	75-84	F	459
POA2018	75-84	M	376
POA2018	85+	F	164
POA2018	85+	M	119
POA2019	0-4	F	358
POA2019	0-4	M	456
POA2019	5-14	F	714
POA2019	5-14	M	710
POA2019	15-19	F	250
POA2019	15-19	M	306
POA2019	20-24	F	345
POA2019	20-24	M	350
POA2019	25-34	F	802
POA2019	25-34	M	810
POA2019	35-44	F	972
POA2019	35-44	M	887
POA2019	45-54	F	782
POA2019	45-54	M	764
POA2019	55-64	F	488
POA2019	55-64	M	555
POA2019	65-74	F	385
POA2019	65-74	M	316
POA2019	75-84	F	201
POA2019	75-84	M	210
POA2019	85+	F	131
POA2019	85+	M	57
POA2020	0-4	F	441
POA2020	0-4	M	425
POA2020	5-14	F	514
POA2020	5-14	M	587
POA2020	15-19	F	395
POA2020	15-19	M	442
POA2020	20-24	F	801
POA2020	20-24	M	756
POA2020	25-34	F	2014
POA2020	25-34	M	2053
POA2020	35-44	F	1116
POA2020	35-44	M	1209
POA2020	45-54	F	720
POA2020	45-54	M	802
POA2020	55-64	F	614
POA2020	55-64	M	583
POA2020	65-74	F	366
POA2020	65-74	M	325
POA2020	75-84	F	265
POA2020	75-84	M	202
POA2020	85+	F	89
POA2020	85+	M	59
POA2021	0-4	F	386
POA2021	0-4	M	424
POA2021	5-14	F	612
POA2021	5-14	M	579
POA2021	15-19	F	253
POA2021	15-19	M	183
POA2021	20-24	F	575
POA2021	20-24	M	435
POA2021	25-34	F	2076
POA2021	25-34	M	1746
POA2021	35-44	F	1403
POA2021	35-44	M	1295
POA2021	45-54	F	979
POA2021	45-54	M	999
POA2021	55-64	F	699
POA2021	55-64	M	707
POA2021	65-74	F	647
POA2021	65-74	M	570
POA2021	75-84	F	277
POA2021	75-84	M	265
POA2021	85+	F	126
POA2021	85+	M	72
POA2022	0-4	F	356
POA2022	0-4	M	380
POA2022	5-14	F	530
POA2022	5-14	M	571
POA2022	15-19	F	231
POA2022	15-19	M	225
POA2022	20-24	F	429
POA2022	20-24	M	351
POA2022	25-34	F	1499
POA2022	25-34	M	1326
POA2022	35-44	F	1053
POA2022	35-44	M	1047
POA2022	45-54	F	749
POA2022	45-54	M	733
POA2022	55-64	F	594
POA2022	55-64	M	547
POA2022	65-74	F	484
POA2022	65-74	M	441
POA2022	75-84	F	407
POA2022	75-84	M	244
POA2022	85+	F	175
POA2022	85+	M	129
POA2023	0-4	F	303
POA2023	0-4	M	266
POA2023	5-14	F	611
POA2023	5-14	M	755
POA2023	15-19	F	257
POA2023	15-19	M	415
POA2023	20-24	F	308
POA2023	20-24	M	313
POA2023	25-34	F	975
POA2023	25-34	M	752
POA2023	35-44	F	823
POA2023	35-44	M	731
POA2023	45-54	F	756
POA2023	45-54	M	678
POA2023	55-64	F	626
POA2023	55-64	M	532
POA2023	65-74	F	493
POA2023	65-74	M	496
POA2023	75-84	F	220
POA2023	75-84	M	201
POA2023	85+	F	121
POA2023	85+	M	72
POA2024	0-4	F	348
POA2024	0-4	M	354
POA2024	5-14	F	638
POA2024	5-14	M	697
POA2024	15-19	F	274
